Orthogroup	Prar	Syak
OG0000594	Prar.g_01463	Syak.g_00032
OG0000595	Prar.g_01464	Syak.g_00033
OG0000596	Prar.g_01468	Syak.g_00038
OG0000597	Prar.g_01470	Syak.g_00041
OG0000598	Prar.g_01471	Syak.g_00042
OG0000599	Prar.g_01474	Syak.g_00045
OG0000600	Prar.g_01475	Syak.g_00046
OG0000601	Prar.g_01476	Syak.g_00047
OG0000602	Prar.g_01478	Syak.g_00053
OG0000603	Prar.g_01479	Syak.g_00054
OG0000604	Prar.g_01480	Syak.g_00056
OG0000605	Prar.g_01481	Syak.g_00259
OG0000606	Prar.g_01484	Syak.g_00326
OG0000607	Prar.g_01487	Syak.g_00329
OG0000608	Prar.g_01488	Syak.g_00330
OG0000609	Prar.g_01489	Syak.g_00332
OG0000610	Prar.g_01494	Syak.g_00347
OG0000611	Prar.g_01497	Syak.g_00350
OG0000612	Prar.g_01498	Syak.g_00351
OG0000613	Prar.g_01503	Syak.g_01525
OG0000614	Prar.g_01522	Syak.g_00705
OG0000615	Prar.g_01530	Syak.g_00393
OG0000616	Prar.g_01534	Syak.g_01810
OG0000617	Prar.g_01605	Syak.g_00799
OG0000618	Prar.g_01606	Syak.g_00798
OG0000619	Prar.g_01607	Syak.g_00797
OG0000620	Prar.g_01610	Syak.g_00779
OG0000621	Prar.g_01611	Syak.g_00780
OG0000622	Prar.g_01612	Syak.g_00781
OG0000623	Prar.g_01613	Syak.g_00782
OG0000624	Prar.g_01614	Syak.g_00784
OG0000625	Prar.g_01615	Syak.g_00785
OG0000626	Prar.g_01616	Syak.g_00786
OG0000627	Prar.g_01617	Syak.g_00561
OG0000628	Prar.g_01618	Syak.g_00560
OG0000629	Prar.g_01619	Syak.g_00556
OG0000630	Prar.g_01622	Syak.g_00552
OG0000631	Prar.g_01675	Syak.g_00545
OG0000632	Prar.g_01676	Syak.g_00544
OG0000633	Prar.g_01677	Syak.g_00542
OG0000634	Prar.g_01680	Syak.g_00430
OG0000635	Prar.g_01681	Syak.g_00431
OG0000636	Prar.g_01683	Syak.g_00433
OG0000637	Prar.g_01685	Syak.g_00435
OG0000638	Prar.g_01686	Syak.g_00436
OG0000639	Prar.g_01687	Syak.g_00437
OG0000640	Prar.g_01688	Syak.g_00438
OG0000641	Prar.g_01692	Syak.g_00442
OG0000642	Prar.g_01693	Syak.g_00443
OG0000643	Prar.g_01694	Syak.g_00444
OG0000644	Prar.g_01695	Syak.g_00445
OG0000645	Prar.g_01696	Syak.g_00447
OG0000646	Prar.g_01698	Syak.g_00450
OG0000647	Prar.g_01699	Syak.g_00452
OG0000648	Prar.g_01701	Syak.g_00456
OG0000649	Prar.g_01702	Syak.g_00457
OG0000650	Prar.g_01703	Syak.g_00458
OG0000651	Prar.g_01704	Syak.g_00459
OG0000652	Prar.g_01705	Syak.g_00460
OG0000653	Prar.g_01707	Syak.g_00462
OG0000654	Prar.g_01708	Syak.g_00625
OG0000655	Prar.g_01709	Syak.g_00624
OG0000656	Prar.g_01712	Syak.g_00621
OG0000657	Prar.g_01719	Syak.g_00609
OG0000658	Prar.g_01720	Syak.g_00606
OG0000659	Prar.g_01721	Syak.g_00605
OG0000660	Prar.g_01725	Syak.g_00601
OG0000661	Prar.g_01727	Syak.g_00599
OG0000662	Prar.g_01729	Syak.g_00597
OG0000663	Prar.g_01731	Syak.g_00594
OG0000664	Prar.g_01732	Syak.g_00593
OG0000665	Prar.g_01736	Syak.g_00086
OG0000666	Prar.g_01737	Syak.g_00078
OG0000667	Prar.g_01742	Syak.g_00340
OG0000668	Prar.g_01759	Syak.g_00643
OG0000669	Prar.g_01767	Syak.g_00363
OG0000670	Prar.g_01769	Syak.g_00366
OG0000671	Prar.g_01771	Syak.g_00368
OG0000672	Prar.g_01774	Syak.g_00371
OG0000673	Prar.g_01777	Syak.g_00374
OG0000674	Prar.g_01779	Syak.g_00376
OG0000675	Prar.g_01780	Syak.g_00377
OG0000676	Prar.g_01782	Syak.g_00379
OG0000677	Prar.g_01783	Syak.g_00380
OG0000678	Prar.g_01785	Syak.g_00386
OG0000679	Prar.g_01789	Syak.g_00397
OG0000680	Prar.g_01790	Syak.g_00398
OG0000681	Prar.g_01792	Syak.g_00401
OG0000682	Prar.g_01793	Syak.g_00402
OG0000683	Prar.g_01794	Syak.g_00403
OG0000684	Prar.g_01795	Syak.g_00409
OG0000685	Prar.g_01797	Syak.g_00411
OG0000686	Prar.g_01798	Syak.g_00412
OG0000687	Prar.g_01799	Syak.g_00413
OG0000688	Prar.g_01802	Syak.g_00418
OG0000689	Prar.g_01803	Syak.g_00421
OG0000690	Prar.g_01804	Syak.g_00422
OG0000691	Prar.g_01805	Syak.g_00423
OG0000692	Prar.g_01807	Syak.g_00424
OG0000693	Prar.g_01808	Syak.g_00426
OG0000694	Prar.g_01809	Syak.g_00427
OG0000695	Prar.g_01811	Syak.g_00540
OG0000696	Prar.g_01812	Syak.g_00539
OG0000697	Prar.g_01813	Syak.g_00538
OG0000698	Prar.g_01816	Syak.g_00535
OG0000699	Prar.g_01817	Syak.g_00534
OG0000700	Prar.g_01818	Syak.g_00533
OG0000701	Prar.g_01819	Syak.g_00532
OG0000702	Prar.g_01821	Syak.g_00522
OG0000703	Prar.g_01822	Syak.g_00521
OG0000704	Prar.g_01823	Syak.g_00519
OG0000705	Prar.g_01827	Syak.g_00511
OG0000706	Prar.g_01828	Syak.g_00510
OG0000707	Prar.g_01829	Syak.g_00509
OG0000708	Prar.g_01830	Syak.g_00506
OG0000709	Prar.g_01834	Syak.g_00498
OG0000710	Prar.g_01837	Syak.g_00494
OG0000711	Prar.g_01853	Syak.g_00466
OG0000712	Prar.g_01855	Syak.g_00464
OG0000713	Prar.g_01856	Syak.g_00463
OG0000714	Prar.g_01857	Syak.g_00629
OG0000715	Prar.g_01859	Syak.g_00631
OG0000716	Prar.g_01861	Syak.g_00635
OG0000717	Prar.g_01862	Syak.g_00636
OG0000718	Prar.g_01873	Syak.g_00640
OG0000719	Prar.g_01875	Syak.g_00642
OG0000720	Prar.g_01884	Syak.g_00655
OG0000721	Prar.g_01886	Syak.g_00657
OG0000722	Prar.g_01887	Syak.g_00658
OG0000723	Prar.g_01890	Syak.g_00790
OG0000724	Prar.g_01899	Syak.g_00749
OG0000725	Prar.g_01905	Syak.g_00731
OG0000726	Prar.g_01906	Syak.g_00730
OG0000727	Prar.g_01907	Syak.g_00729
OG0000728	Prar.g_01909	Syak.g_00727
OG0000729	Prar.g_01955	Syak.g_01683
OG0000730	Prar.g_01324	Syak.g_01248
OG0000731	Prar.g_01320	Syak.g_01237
OG0000732	Prar.g_01314	Syak.g_01739
OG0000733	Prar.g_01295	Syak.g_01905
OG0000734	Prar.g_01278	Syak.g_02184
OG0000735	Prar.g_01276	Syak.g_00914
OG0000736	Prar.g_01275	Syak.g_00913
OG0000737	Prar.g_01274	Syak.g_00912
OG0000738	Prar.g_01270	Syak.g_00907
OG0000739	Prar.g_01269	Syak.g_00906
OG0000740	Prar.g_01268	Syak.g_00905
OG0000741	Prar.g_01267	Syak.g_00902
OG0000742	Prar.g_01264	Syak.g_00899
OG0000743	Prar.g_01262	Syak.g_00897
OG0000744	Prar.g_01261	Syak.g_00896
OG0000745	Prar.g_01260	Syak.g_00894
OG0000746	Prar.g_01258	Syak.g_00892
OG0000747	Prar.g_01257	Syak.g_00891
OG0000748	Prar.g_01254	Syak.g_00875
OG0000749	Prar.g_01253	Syak.g_00874
OG0000750	Prar.g_01252	Syak.g_00873
OG0000751	Prar.g_01250	Syak.g_00862
OG0000752	Prar.g_01248	Syak.g_00860
OG0000753	Prar.g_01245	Syak.g_00857
OG0000754	Prar.g_01242	Syak.g_00852
OG0000755	Prar.g_01239	Syak.g_00841
OG0000756	Prar.g_01238	Syak.g_00840
OG0000757	Prar.g_01232	Syak.g_00833
OG0000758	Prar.g_01231	Syak.g_00832
OG0000759	Prar.g_01230	Syak.g_00831
OG0000760	Prar.g_01229	Syak.g_00830
OG0000761	Prar.g_01228	Syak.g_00829
OG0000762	Prar.g_01227	Syak.g_00827
OG0000763	Prar.g_01225	Syak.g_00825
OG0000764	Prar.g_01224	Syak.g_00824
OG0000765	Prar.g_01215	Syak.g_00669
OG0000766	Prar.g_01214	Syak.g_00670
OG0000767	Prar.g_01212	Syak.g_00672
OG0000768	Prar.g_01211	Syak.g_00673
OG0000769	Prar.g_01209	Syak.g_00675
OG0000770	Prar.g_01207	Syak.g_00678
OG0000771	Prar.g_00376	Syak.g_00755
OG0000772	Prar.g_00976	Syak.g_02048
OG0000773	Prar.g_00964	Syak.g_00921
OG0000774	Prar.g_00962	Syak.g_00926
OG0000775	Prar.g_00960	Syak.g_00929
OG0000776	Prar.g_00959	Syak.g_00930
OG0000777	Prar.g_00958	Syak.g_00931
OG0000778	Prar.g_00957	Syak.g_00932
OG0000779	Prar.g_00953	Syak.g_00938
OG0000780	Prar.g_00952	Syak.g_00942
OG0000781	Prar.g_00949	Syak.g_00946
OG0000782	Prar.g_00948	Syak.g_00947
OG0000783	Prar.g_00947	Syak.g_00948
OG0000784	Prar.g_00946	Syak.g_00949
OG0000785	Prar.g_00944	Syak.g_00951
OG0000786	Prar.g_00942	Syak.g_00956
OG0000787	Prar.g_00941	Syak.g_00957
OG0000788	Prar.g_00924	Syak.g_00048
OG0000789	Prar.g_00921	Syak.g_00085
OG0000790	Prar.g_00906	Syak.g_02560
OG0000791	Prar.g_00904	Syak.g_02558
OG0000792	Prar.g_00903	Syak.g_02557
OG0000793	Prar.g_00900	Syak.g_02552
OG0000794	Prar.g_00899	Syak.g_02551
OG0000795	Prar.g_00898	Syak.g_02550
OG0000796	Prar.g_00894	Syak.g_02547
OG0000797	Prar.g_00893	Syak.g_02546
OG0000798	Prar.g_00866	Syak.g_01456
OG0000799	Prar.g_00357	Syak.g_00981
OG0000800	Prar.g_00356	Syak.g_00989
OG0000801	Prar.g_00355	Syak.g_00990
OG0000802	Prar.g_00353	Syak.g_00995
OG0000803	Prar.g_00351	Syak.g_01021
OG0000804	Prar.g_00350	Syak.g_01026
OG0000805	Prar.g_00348	Syak.g_01029
OG0000806	Prar.g_00346	Syak.g_01031
OG0000807	Prar.g_00345	Syak.g_01033
OG0000808	Prar.g_00344	Syak.g_01034
OG0000809	Prar.g_00341	Syak.g_01038
OG0000810	Prar.g_00340	Syak.g_01039
OG0000811	Prar.g_00336	Syak.g_01045
OG0000812	Prar.g_00842	Syak.g_01047
OG0000813	Prar.g_00841	Syak.g_01048
OG0000814	Prar.g_00839	Syak.g_01051
OG0000815	Prar.g_00838	Syak.g_01053
OG0000816	Prar.g_00836	Syak.g_01055
OG0000817	Prar.g_00835	Syak.g_01056
OG0000818	Prar.g_00830	Syak.g_01060
OG0000819	Prar.g_00829	Syak.g_01064
OG0000820	Prar.g_00828	Syak.g_01065
OG0000821	Prar.g_00824	Syak.g_01071
OG0000822	Prar.g_00823	Syak.g_01073
OG0000823	Prar.g_00822	Syak.g_01074
OG0000824	Prar.g_00819	Syak.g_01080
OG0000825	Prar.g_00818	Syak.g_01081
OG0000826	Prar.g_00817	Syak.g_01082
OG0000827	Prar.g_00816	Syak.g_01083
OG0000828	Prar.g_00813	Syak.g_01086
OG0000829	Prar.g_00812	Syak.g_01087
OG0000830	Prar.g_00811	Syak.g_01088
OG0000831	Prar.g_00809	Syak.g_01091
OG0000832	Prar.g_00803	Syak.g_02482
OG0000833	Prar.g_00795	Syak.g_02473
OG0000834	Prar.g_00794	Syak.g_02470
OG0000835	Prar.g_00793	Syak.g_02469
OG0000836	Prar.g_00792	Syak.g_02466
OG0000837	Prar.g_00791	Syak.g_02465
OG0000838	Prar.g_00789	Syak.g_02461
OG0000839	Prar.g_00788	Syak.g_02460
OG0000840	Prar.g_00787	Syak.g_02459
OG0000841	Prar.g_00786	Syak.g_02458
OG0000842	Prar.g_00785	Syak.g_02457
OG0000843	Prar.g_00784	Syak.g_02456
OG0000844	Prar.g_00783	Syak.g_02454
OG0000845	Prar.g_00782	Syak.g_02453
OG0000846	Prar.g_00781	Syak.g_02452
OG0000847	Prar.g_00780	Syak.g_02451
OG0000848	Prar.g_00779	Syak.g_02449
OG0000849	Prar.g_00778	Syak.g_02448
OG0000850	Prar.g_00776	Syak.g_02445
OG0000851	Prar.g_00775	Syak.g_02440
OG0000852	Prar.g_00774	Syak.g_02439
OG0000853	Prar.g_00770	Syak.g_02435
OG0000854	Prar.g_00768	Syak.g_02433
OG0000855	Prar.g_00767	Syak.g_02432
OG0000856	Prar.g_00753	Syak.g_00021
OG0000857	Prar.g_00725	Syak.g_00451
OG0000858	Prar.g_01149	Syak.g_02426
OG0000859	Prar.g_01148	Syak.g_02425
OG0000860	Prar.g_01141	Syak.g_02414
OG0000861	Prar.g_01140	Syak.g_02413
OG0000862	Prar.g_01139	Syak.g_02412
OG0000863	Prar.g_01137	Syak.g_02409
OG0000864	Prar.g_01136	Syak.g_02408
OG0000865	Prar.g_01135	Syak.g_02407
OG0000866	Prar.g_01134	Syak.g_02406
OG0000867	Prar.g_01133	Syak.g_02405
OG0000868	Prar.g_01132	Syak.g_02402
OG0000869	Prar.g_01128	Syak.g_02398
OG0000870	Prar.g_01123	Syak.g_02393
OG0000871	Prar.g_01122	Syak.g_02392
OG0000872	Prar.g_01121	Syak.g_02386
OG0000873	Prar.g_01965	Syak.g_02383
OG0000874	Prar.g_01968	Syak.g_02379
OG0000875	Prar.g_01969	Syak.g_02377
OG0000876	Prar.g_01970	Syak.g_02375
OG0000877	Prar.g_01963	Syak.g_02372
OG0000878	Prar.g_01962	Syak.g_02371
OG0000879	Prar.g_01961	Syak.g_02370
OG0000880	Prar.g_01960	Syak.g_02369
OG0000881	Prar.g_00595, Prar.g_01956	Syak.g_02363
OG0000882	Prar.g_00600	Syak.g_02358
OG0000883	Prar.g_00601	Syak.g_02355
OG0000884	Prar.g_00603	Syak.g_02353
OG0000885	Prar.g_00604	Syak.g_02352
OG0000886	Prar.g_00605	Syak.g_02351
OG0000887	Prar.g_00606	Syak.g_02350
OG0000888	Prar.g_00608	Syak.g_02348
OG0000889	Prar.g_00610	Syak.g_02346
OG0000890	Prar.g_00611	Syak.g_02334
OG0000891	Prar.g_00612	Syak.g_02333
OG0000892	Prar.g_01119	Syak.g_02329
OG0000893	Prar.g_01114	Syak.g_01393
OG0000894	Prar.g_01112	Syak.g_01390
OG0000895	Prar.g_01109	Syak.g_01386
OG0000896	Prar.g_01108	Syak.g_01385
OG0000897	Prar.g_01106	Syak.g_01383
OG0000898	Prar.g_01105	Syak.g_01382
OG0000899	Prar.g_01104	Syak.g_01381
OG0000900	Prar.g_01103	Syak.g_01380
OG0000901	Prar.g_01100	Syak.g_01375
OG0000902	Prar.g_01098	Syak.g_01368
OG0000903	Prar.g_01095	Syak.g_01353
OG0000904	Prar.g_01093	Syak.g_01358
OG0000905	Prar.g_01088	Syak.g_01363
OG0000906	Prar.g_01087	Syak.g_01366
OG0000907	Prar.g_01069	Syak.g_01351
OG0000908	Prar.g_01066	Syak.g_01348
OG0000909	Prar.g_01065	Syak.g_01347
OG0000910	Prar.g_01064	Syak.g_01346
OG0000911	Prar.g_01062	Syak.g_01344
OG0000912	Prar.g_01061	Syak.g_01343
OG0000913	Prar.g_01060	Syak.g_01342
OG0000914	Prar.g_01059	Syak.g_01341
OG0000915	Prar.g_01058	Syak.g_01339
OG0000916	Prar.g_01057	Syak.g_01338
OG0000917	Prar.g_01056	Syak.g_01337
OG0000918	Prar.g_01055	Syak.g_01336
OG0000919	Prar.g_01054	Syak.g_01335
OG0000920	Prar.g_01053	Syak.g_01334
OG0000921	Prar.g_01052	Syak.g_01333
OG0000922	Prar.g_01051	Syak.g_01332
OG0000923	Prar.g_01047	Syak.g_01328
OG0000924	Prar.g_01046	Syak.g_01327
OG0000925	Prar.g_01045	Syak.g_01326
OG0000926	Prar.g_01044	Syak.g_01325
OG0000927	Prar.g_01042	Syak.g_01323
OG0000928	Prar.g_01041	Syak.g_01322
OG0000929	Prar.g_01040	Syak.g_01321
OG0000930	Prar.g_01039	Syak.g_01320
OG0000931	Prar.g_01038	Syak.g_01319
OG0000932	Prar.g_01037	Syak.g_01318
OG0000933	Prar.g_01033	Syak.g_01312
OG0000934	Prar.g_01031	Syak.g_01310
OG0000935	Prar.g_01030	Syak.g_01309
OG0000936	Prar.g_01029	Syak.g_01308
OG0000937	Prar.g_01028	Syak.g_01307
OG0000938	Prar.g_01026	Syak.g_01304
OG0000939	Prar.g_01025	Syak.g_01303
OG0000940	Prar.g_01019	Syak.g_01297
OG0000941	Prar.g_01017	Syak.g_01295
OG0000942	Prar.g_01015	Syak.g_01293
OG0000943	Prar.g_01014	Syak.g_01292
OG0000944	Prar.g_01013	Syak.g_01290
OG0000945	Prar.g_01012	Syak.g_01288
OG0000946	Prar.g_00617	Syak.g_01283
OG0000947	Prar.g_00619	Syak.g_01280
OG0000948	Prar.g_00620	Syak.g_01279
OG0000949	Prar.g_00623	Syak.g_01551
OG0000950	Prar.g_00628	Syak.g_01562
OG0000951	Prar.g_00632	Syak.g_01569
OG0000952	Prar.g_00636	Syak.g_01574
OG0000953	Prar.g_00639	Syak.g_01627
OG0000954	Prar.g_00643	Syak.g_01633
OG0000955	Prar.g_00644	Syak.g_01634
OG0000956	Prar.g_00646	Syak.g_01636
OG0000957	Prar.g_00651	Syak.g_01648
OG0000958	Prar.g_00652	Syak.g_01649
OG0000959	Prar.g_00656	Syak.g_01653
OG0000960	Prar.g_00657	Syak.g_01654
OG0000961	Prar.g_00659	Syak.g_01679
OG0000962	Prar.g_00661	Syak.g_01682
OG0000963	Prar.g_00664	Syak.g_01687
OG0000964	Prar.g_00665	Syak.g_01688
OG0000965	Prar.g_00666	Syak.g_01689
OG0000966	Prar.g_00673	Syak.g_01711
OG0000967	Prar.g_00677	Syak.g_01715
OG0000968	Prar.g_00679	Syak.g_01719
OG0000969	Prar.g_00680	Syak.g_01721
OG0000970	Prar.g_00681	Syak.g_01722
OG0000971	Prar.g_00682	Syak.g_01724
OG0000972	Prar.g_00683	Syak.g_01725
OG0000973	Prar.g_00684	Syak.g_01726
OG0000974	Prar.g_00685	Syak.g_01727
OG0000975	Prar.g_00686	Syak.g_01728
OG0000976	Prar.g_00687	Syak.g_01729
OG0000977	Prar.g_00688	Syak.g_01731
OG0000978	Prar.g_00689	Syak.g_01732
OG0000979	Prar.g_00692	Syak.g_01735
OG0000980	Prar.g_00694	Syak.g_01738
OG0000981	Prar.g_00696	Syak.g_01741
OG0000982	Prar.g_00698	Syak.g_01941
OG0000983	Prar.g_00699	Syak.g_01940
OG0000984	Prar.g_00700	Syak.g_01939
OG0000985	Prar.g_00703	Syak.g_01935
OG0000986	Prar.g_00705	Syak.g_01933
OG0000987	Prar.g_00706	Syak.g_01931
OG0000988	Prar.g_00709	Syak.g_01925
OG0000989	Prar.g_00073	Syak.g_01912
OG0000990	Prar.g_00070	Syak.g_01900
OG0000991	Prar.g_00069	Syak.g_01896
OG0000992	Prar.g_00067	Syak.g_01893
OG0000993	Prar.g_00066	Syak.g_01892
OG0000994	Prar.g_00065	Syak.g_01889
OG0000995	Prar.g_00061	Syak.g_01880
OG0000996	Prar.g_00060	Syak.g_01839
OG0000997	Prar.g_00059	Syak.g_01828
OG0000998	Prar.g_00057	Syak.g_01826
OG0000999	Prar.g_00056	Syak.g_01825
OG0001000	Prar.g_00053	Syak.g_01821
OG0001001	Prar.g_00051	Syak.g_01814
OG0001002	Prar.g_00047	Syak.g_01807
OG0001003	Prar.g_00046	Syak.g_01806
OG0001004	Prar.g_00045	Syak.g_01805
OG0001005	Prar.g_00044	Syak.g_01804
OG0001006	Prar.g_00040	Syak.g_01797
OG0001007	Prar.g_00038	Syak.g_01795
OG0001008	Prar.g_00485	Syak.g_01190
OG0001009	Prar.g_00011	Syak.g_01762
OG0001010	Prar.g_00010	Syak.g_01761
OG0001011	Prar.g_00009	Syak.g_01759
OG0001012	Prar.g_00577	Syak.g_01946
OG0001013	Prar.g_00571	Syak.g_01969
OG0001014	Prar.g_00568	Syak.g_01975
OG0001015	Prar.g_00567	Syak.g_01976
OG0001016	Prar.g_00255	Syak.g_02250
OG0001017	Prar.g_00251	Syak.g_02244
OG0001018	Prar.g_00248	Syak.g_02242
OG0001019	Prar.g_00239	Syak.g_02218
OG0001020	Prar.g_00238	Syak.g_02214
OG0001021	Prar.g_00237	Syak.g_02210
OG0001022	Prar.g_00234	Syak.g_02205
OG0001023	Prar.g_00233	Syak.g_02204
OG0001024	Prar.g_00230	Syak.g_02201
OG0001025	Prar.g_00224	Syak.g_02195
OG0001026	Prar.g_00217	Syak.g_02182
OG0001027	Prar.g_00216	Syak.g_02178
OG0001028	Prar.g_00214	Syak.g_02176
OG0001029	Prar.g_00213	Syak.g_02174
OG0001030	Prar.g_00198	Syak.g_02153
OG0001031	Prar.g_00141	Syak.g_02079
OG0001032	Prar.g_00140	Syak.g_02077
OG0001033	Prar.g_00119	Syak.g_02037
OG0001034	Prar.g_00091	Syak.g_02305
OG0001035	Prar.g_00333	Syak.g_01422
OG0001036	Prar.g_00328	Syak.g_01427
OG0001037	Prar.g_00327	Syak.g_01429
OG0001038	Prar.g_00309	Syak.g_01457
OG0001039	Prar.g_00306	Syak.g_01460
OG0001040	Prar.g_00304	Syak.g_01463
OG0001041	Prar.g_00300	Syak.g_01468
OG0001042	Prar.g_00283	Syak.g_01500
OG0001043	Prar.g_00282	Syak.g_01504
OG0001044	Prar.g_00393	Syak.g_01247
OG0001045	Prar.g_00402	Syak.g_01234
OG0001046	Prar.g_00440	Syak.g_00479
OG0001047	Prar.g_00487	Syak.g_01188
OG0001048	Prar.g_00488	Syak.g_01187
OG0001049	Prar.g_00490	Syak.g_01184
OG0001050	Prar.g_00491	Syak.g_01183
OG0001051	Prar.g_00492	Syak.g_01182
OG0001052	Prar.g_00521	Syak.g_01122
OG0001053	Prar.g_00533	Syak.g_02577
OG0001054	Prar.g_01329	Syak.g_02596
OG0001055	Prar.g_01347	Syak.g_02617
OG0001056	Prar.g_01366	Syak.g_02645
OG0001057	Prar.g_01371	Syak.g_00964
OG0001058	Prar.g_01379	Syak.g_02668
OG0001060	Prar.g_01390	Syak.g_02677
OG0001061	Prar.g_01403	Syak.g_02697
OG0001062	Prar.g_01405	Syak.g_02699
OG0001063	Prar.g_01407	Syak.g_02704
OG0001064	Prar.g_01408	Syak.g_02705
OG0001065	Prar.g_01409	Syak.g_02706
OG0001066	Prar.g_01410	Syak.g_02707
OG0001067	Prar.g_01411	Syak.g_02708
OG0001068	Prar.g_01412	Syak.g_02709
OG0001069	Prar.g_01413	Syak.g_02710
OG0001070	Prar.g_01416	Syak.g_02714
OG0001071	Prar.g_01417	Syak.g_02715
OG0001072	Prar.g_01419	Syak.g_02721
OG0001073	Prar.g_01434	Syak.g_02736
OG0001074	Prar.g_01445	Syak.g_00098
OG0001075	Prar.g_01446	Syak.g_02760
OG0001076	Prar.g_01454	Syak.g_00011
OG0001077	Prar.g_01458	Syak.g_00024
OG0001078	Prar.g_01466	Syak.g_00036
OG0001079	Prar.g_01477	Syak.g_00049
OG0001080	Prar.g_01483	Syak.g_00264
OG0001081	Prar.g_01485	Syak.g_00327
OG0001082	Prar.g_01486	Syak.g_00328
OG0001083	Prar.g_01491	Syak.g_00336
OG0001084	Prar.g_01492	Syak.g_00337
OG0001085	Prar.g_01500	Syak.g_00354
OG0001086	Prar.g_01501	Syak.g_00356
OG0001087	Prar.g_01518	Syak.g_00691
OG0001088	Prar.g_01519	Syak.g_00694
OG0001089	Prar.g_01527	Syak.g_00722
OG0001090	Prar.g_01600	Syak.g_00806
OG0001091	Prar.g_01602	Syak.g_00804
OG0001092	Prar.g_01603	Syak.g_00801
OG0001093	Prar.g_01608	Syak.g_00794
OG0001094	Prar.g_01678	Syak.g_00428
OG0001095	Prar.g_01697	Syak.g_00448
OG0001096	Prar.g_01710	Syak.g_00623
OG0001097	Prar.g_01728	Syak.g_00598
OG0001098	Prar.g_01744	Syak.g_00578
OG0001099	Prar.g_01764	Syak.g_02175
OG0001100	Prar.g_01768	Syak.g_00365
OG0001101	Prar.g_01770	Syak.g_00367
OG0001102	Prar.g_01773	Syak.g_00370
OG0001103	Prar.g_01775	Syak.g_00372
OG0001104	Prar.g_01796	Syak.g_00410
OG0001105	Prar.g_01800	Syak.g_00414
OG0001106	Prar.g_01824	Syak.g_00518
OG0001107	Prar.g_01831	Syak.g_00505
OG0001108	Prar.g_01835	Syak.g_00497
OG0001109	Prar.g_01836	Syak.g_00495
OG0001110	Prar.g_01838	Syak.g_00493
OG0001111	Prar.g_01839	Syak.g_00491
OG0001112	Prar.g_01840	Syak.g_00489
OG0001113	Prar.g_01841	Syak.g_00406
OG0001114	Prar.g_01842	Syak.g_00488
OG0001115	Prar.g_01844	Syak.g_00484
OG0001116	Prar.g_01845	Syak.g_00482
OG0001117	Prar.g_01846	Syak.g_00481
OG0001118	Prar.g_01847	Syak.g_00480
OG0001119	Prar.g_01848	Syak.g_00478
OG0001120	Prar.g_01850	Syak.g_00474
OG0001121	Prar.g_01298	Syak.g_00114
OG0001123	Prar.g_01880	Syak.g_00650
OG0001124	Prar.g_01882	Syak.g_00652
OG0001125	Prar.g_01883	Syak.g_00654
OG0001126	Prar.g_01893	Syak.g_00757
OG0001127	Prar.g_01894	Syak.g_00756
OG0001128	Prar.g_01896	Syak.g_00753
OG0001129	Prar.g_01897	Syak.g_00751
OG0001130	Prar.g_01898	Syak.g_00750
OG0001131	Prar.g_01935	Syak.g_00389
OG0001132	Prar.g_01944	Syak.g_00120
OG0001133	Prar.g_01309	Syak.g_00014
OG0001134	Prar.g_01296	Syak.g_00273
OG0001136	Prar.g_01266	Syak.g_00901
OG0001137	Prar.g_01255	Syak.g_00876
OG0001138	Prar.g_01237	Syak.g_00839
OG0001139	Prar.g_01236	Syak.g_00837
OG0001140	Prar.g_01235	Syak.g_00836
OG0001141	Prar.g_01234	Syak.g_00835
OG0001142	Prar.g_01233	Syak.g_00834
OG0001143	Prar.g_01226	Syak.g_00826
OG0001144	Prar.g_01221	Syak.g_00815
OG0001145	Prar.g_00963	Syak.g_00922
OG0001146	Prar.g_00951	Syak.g_00943
OG0001147	Prar.g_00925	Syak.g_01113
OG0001148	Prar.g_00909	Syak.g_02563
OG0001149	Prar.g_00908	Syak.g_02562
OG0001150	Prar.g_00907	Syak.g_02561
OG0001151	Prar.g_00896	Syak.g_02548
OG0001153	Prar.g_00815	Syak.g_01084
OG0001154	Prar.g_00814	Syak.g_01085
OG0001155	Prar.g_00802	Syak.g_02480
OG0001156	Prar.g_00799	Syak.g_02477
OG0001157	Prar.g_00798	Syak.g_02476
OG0001158	Prar.g_00797	Syak.g_02475
OG0001159	Prar.g_00796	Syak.g_02474
OG0001160	Prar.g_00772	Syak.g_02437
OG0001161	Prar.g_00760	Syak.g_01906
OG0001162	Prar.g_00749	Syak.g_00959
OG0001163	Prar.g_01151	Syak.g_02429
OG0001164	Prar.g_01147	Syak.g_02423
OG0001165	Prar.g_01144	Syak.g_02418
OG0001166	Prar.g_01124	Syak.g_02394
OG0001167	Prar.g_01959	Syak.g_02366
OG0001168	Prar.g_01957	Syak.g_02364
OG0001169	Prar.g_00596	Syak.g_02362
OG0001170	Prar.g_00598	Syak.g_02360
OG0001171	Prar.g_00607	Syak.g_02349
OG0001172	Prar.g_01111	Syak.g_01388
OG0001173	Prar.g_01110	Syak.g_01387
OG0001174	Prar.g_01102	Syak.g_01379
OG0001175	Prar.g_01101	Syak.g_01378
OG0001176	Prar.g_01094	Syak.g_01354
OG0001177	Prar.g_01091	Syak.g_01356
OG0001178	Prar.g_01086	Syak.g_02411
OG0001179	Prar.g_01043	Syak.g_01324
