Orthogroup	Prar	Syat
OG0000608	Prar.g_01488	Syat.g_00363
OG0000609	Prar.g_01489	Syat.g_00344
OG0000610	Prar.g_01494	Syat.g_00399
OG0000611	Prar.g_01497	Syat.g_00402
OG0000612	Prar.g_01498	Syat.g_00403
OG0000613	Prar.g_01503	Syat.g_02129
OG0000614	Prar.g_01522	Syat.g_01084
OG0000615	Prar.g_01530	Syat.g_00442
OG0000616	Prar.g_01534	Syat.g_02397
OG0000617	Prar.g_01605	Syat.g_00665
OG0000618	Prar.g_01606	Syat.g_00666
OG0000619	Prar.g_01607	Syat.g_00667
OG0000620	Prar.g_01610	Syat.g_02591
OG0000621	Prar.g_01611	Syat.g_02590
OG0000622	Prar.g_01612	Syat.g_02572
OG0000623	Prar.g_01613	Syat.g_00672
OG0000624	Prar.g_01614	Syat.g_00673
OG0000625	Prar.g_01615	Syat.g_00674
OG0000626	Prar.g_01616	Syat.g_00675
OG0000627	Prar.g_01617	Syat.g_00641
OG0000628	Prar.g_01618	Syat.g_00640
OG0000629	Prar.g_01619	Syat.g_00637
OG0000630	Prar.g_01622	Syat.g_00631
OG0000631	Prar.g_01675	Syat.g_00624
OG0000632	Prar.g_01676	Syat.g_00623
OG0000633	Prar.g_01677	Syat.g_00622
OG0000634	Prar.g_01680	Syat.g_00475
OG0000635	Prar.g_01681	Syat.g_00476
OG0000636	Prar.g_01683	Syat.g_00478
OG0000637	Prar.g_01685	Syat.g_00480
OG0000638	Prar.g_01686	Syat.g_00481
OG0000639	Prar.g_01687	Syat.g_00482
OG0000640	Prar.g_01688	Syat.g_00483
OG0000641	Prar.g_01692	Syat.g_00488
OG0000642	Prar.g_01693	Syat.g_00489
OG0000643	Prar.g_01694	Syat.g_00494
OG0000644	Prar.g_01695	Syat.g_00495
OG0000645	Prar.g_01696	Syat.g_00496
OG0000646	Prar.g_01698	Syat.g_00499
OG0000647	Prar.g_01699	Syat.g_00501
OG0000648	Prar.g_01701	Syat.g_00504
OG0000649	Prar.g_01702	Syat.g_00505
OG0000650	Prar.g_01703	Syat.g_00506
OG0000651	Prar.g_01704	Syat.g_00507
OG0000652	Prar.g_01705	Syat.g_00508
OG0000653	Prar.g_01707	Syat.g_00510
OG0000654	Prar.g_01708	Syat.g_00514
OG0000655	Prar.g_01709	Syat.g_00515
OG0000656	Prar.g_01712	Syat.g_00518
OG0000657	Prar.g_01719	Syat.g_00720
OG0000658	Prar.g_01720	Syat.g_00723
OG0000659	Prar.g_01721	Syat.g_00724
OG0000660	Prar.g_01725	Syat.g_00740
OG0000661	Prar.g_01727	Syat.g_00742
OG0000662	Prar.g_01729	Syat.g_00746
OG0000663	Prar.g_01731	Syat.g_00749
OG0000664	Prar.g_01732	Syat.g_00752
OG0000665	Prar.g_01736	Syat.g_03302
OG0000666	Prar.g_01737	Syat.g_01415
OG0000667	Prar.g_01742	Syat.g_00958, Syat.g_03278
OG0000668	Prar.g_01759	Syat.g_00710
OG0000669	Prar.g_01767	Syat.g_00416
OG0000670	Prar.g_01769	Syat.g_00419
OG0000671	Prar.g_01771	Syat.g_00421
OG0000672	Prar.g_01774	Syat.g_00424
OG0000673	Prar.g_01777	Syat.g_00430
OG0000674	Prar.g_01779	Syat.g_00432
OG0000675	Prar.g_01780	Syat.g_00433
OG0000676	Prar.g_01782	Syat.g_00436
OG0000677	Prar.g_01783	Syat.g_00437
OG0000678	Prar.g_01785	Syat.g_00439
OG0000679	Prar.g_01789	Syat.g_00448
OG0000680	Prar.g_01790	Syat.g_00449
OG0000681	Prar.g_01792	Syat.g_00452
OG0000682	Prar.g_01793	Syat.g_00453
OG0000683	Prar.g_01794	Syat.g_00454
OG0000684	Prar.g_01795	Syat.g_00457
OG0000685	Prar.g_01797	Syat.g_02571
OG0000686	Prar.g_01798	Syat.g_00459
OG0000687	Prar.g_01799	Syat.g_00460
OG0000688	Prar.g_01802	Syat.g_00463
OG0000689	Prar.g_01803	Syat.g_00465
OG0000690	Prar.g_01804	Syat.g_00466
OG0000691	Prar.g_01805	Syat.g_00467
OG0000692	Prar.g_01807	Syat.g_00469
OG0000693	Prar.g_01808	Syat.g_00471
OG0000694	Prar.g_01809	Syat.g_00472
OG0000695	Prar.g_01811	Syat.g_00619
OG0000696	Prar.g_01812	Syat.g_00618
OG0000697	Prar.g_01813	Syat.g_00616
OG0000698	Prar.g_01816	Syat.g_00613
OG0000699	Prar.g_01817	Syat.g_00611
OG0000700	Prar.g_01818	Syat.g_00610
OG0000701	Prar.g_01819	Syat.g_00609
OG0000702	Prar.g_01821	Syat.g_00606
OG0000703	Prar.g_01822	Syat.g_00601
OG0000704	Prar.g_01823	Syat.g_00599
OG0000705	Prar.g_01827	Syat.g_00592
OG0000706	Prar.g_01828	Syat.g_00591
OG0000707	Prar.g_01829	Syat.g_00590
OG0000708	Prar.g_01830	Syat.g_00587
OG0000709	Prar.g_01834	Syat.g_00573
OG0000710	Prar.g_01837	Syat.g_00567
OG0000711	Prar.g_01853	Syat.g_00539
OG0000712	Prar.g_01855	Syat.g_00537
OG0000713	Prar.g_01856	Syat.g_00536
OG0000714	Prar.g_01857	Syat.g_00532
OG0000715	Prar.g_01859	Syat.g_00530
OG0000716	Prar.g_01861	Syat.g_00527
OG0000717	Prar.g_01862	Syat.g_00526
OG0000718	Prar.g_01873	Syat.g_00522
OG0000719	Prar.g_01875	Syat.g_00712
OG0000720	Prar.g_01884	Syat.g_00699
OG0000721	Prar.g_01886	Syat.g_00697
OG0000722	Prar.g_01887	Syat.g_00696
OG0000723	Prar.g_01890	Syat.g_00686
OG0000724	Prar.g_01899	Syat.g_00782
OG0000725	Prar.g_01905	Syat.g_00810
OG0000726	Prar.g_01906	Syat.g_00811
OG0000727	Prar.g_01907	Syat.g_00812
OG0000728	Prar.g_01909	Syat.g_00814
OG0000729	Prar.g_01955	Syat.g_02224
OG0000730	Prar.g_01324	Syat.g_01617
OG0000731	Prar.g_01320	Syat.g_01605
OG0000732	Prar.g_01314	Syat.g_02290
OG0000733	Prar.g_01295	Syat.g_03285
OG0000734	Prar.g_01278	Syat.g_01579
OG0000735	Prar.g_01276	Syat.g_03235
OG0000736	Prar.g_01275	Syat.g_03236
OG0000737	Prar.g_01274	Syat.g_03237
OG0000738	Prar.g_01270	Syat.g_03251
OG0000739	Prar.g_01269	Syat.g_03252
OG0000740	Prar.g_01268	Syat.g_03253
OG0000741	Prar.g_01267	Syat.g_03256
OG0000742	Prar.g_01264	Syat.g_03259
OG0000743	Prar.g_01262	Syat.g_03262
OG0000744	Prar.g_01261	Syat.g_03263
OG0000745	Prar.g_01260	Syat.g_03266
OG0000746	Prar.g_01258	Syat.g_00314
OG0000747	Prar.g_01257	Syat.g_00313
OG0000748	Prar.g_01254	Syat.g_00305
OG0000749	Prar.g_01253	Syat.g_00303
OG0000750	Prar.g_01252	Syat.g_00302
OG0000751	Prar.g_01250	Syat.g_00296
OG0000752	Prar.g_01248	Syat.g_00294
OG0000753	Prar.g_01245	Syat.g_00291
OG0000754	Prar.g_01242	Syat.g_00250
OG0000755	Prar.g_01239	Syat.g_00217
OG0000756	Prar.g_01238	Syat.g_00216
OG0000757	Prar.g_01232	Syat.g_00205
OG0000758	Prar.g_01231	Syat.g_00204
OG0000759	Prar.g_01230	Syat.g_00203
OG0000760	Prar.g_01229	Syat.g_00202
OG0000761	Prar.g_01228	Syat.g_00201
OG0000762	Prar.g_01227	Syat.g_00199
OG0000763	Prar.g_01225	Syat.g_00924
OG0000764	Prar.g_01224	Syat.g_00923
OG0000765	Prar.g_01215	Syat.g_00897
OG0000766	Prar.g_01214	Syat.g_00896
OG0000767	Prar.g_01212	Syat.g_00894
OG0000768	Prar.g_01211	Syat.g_00893
OG0000769	Prar.g_01209	Syat.g_00891
OG0000770	Prar.g_01207	Syat.g_00886
OG0000771	Prar.g_00376	Syat.g_00788
OG0000772	Prar.g_00976	Syat.g_01768
OG0000773	Prar.g_00964	Syat.g_01114
OG0000774	Prar.g_00962	Syat.g_01146
OG0000775	Prar.g_00960	Syat.g_01148
OG0000776	Prar.g_00959	Syat.g_01149
OG0000777	Prar.g_00958	Syat.g_01150
OG0000778	Prar.g_00957	Syat.g_01151
OG0000779	Prar.g_00953	Syat.g_01154
OG0000780	Prar.g_00952	Syat.g_01157
OG0000781	Prar.g_00949	Syat.g_01161
OG0000782	Prar.g_00948	Syat.g_01162
OG0000783	Prar.g_00947	Syat.g_01163
OG0000784	Prar.g_00946	Syat.g_01164
OG0000785	Prar.g_00944	Syat.g_01166
OG0000786	Prar.g_00942	Syat.g_01170
OG0000787	Prar.g_00941	Syat.g_01171
OG0000788	Prar.g_00924	Syat.g_00087
OG0000789	Prar.g_00921	Syat.g_00845
OG0000790	Prar.g_00906	Syat.g_01300
OG0000791	Prar.g_00904	Syat.g_01302
OG0000792	Prar.g_00903	Syat.g_01303
OG0000793	Prar.g_00900	Syat.g_01412
OG0000794	Prar.g_00899	Syat.g_01414
OG0000795	Prar.g_00898	Syat.g_01416
OG0000796	Prar.g_00894	Syat.g_01422
OG0000797	Prar.g_00893	Syat.g_01423
OG0000798	Prar.g_00866	Syat.g_02057, Syat.g_01214
OG0000799	Prar.g_00357	Syat.g_01256
OG0000800	Prar.g_00356	Syat.g_01255
OG0000801	Prar.g_00355	Syat.g_01253
OG0000802	Prar.g_00353	Syat.g_01245
OG0000803	Prar.g_00351	Syat.g_01241
OG0000804	Prar.g_00350	Syat.g_01238
OG0000805	Prar.g_00348	Syat.g_01236
OG0000806	Prar.g_00346	Syat.g_01234
OG0000807	Prar.g_00345	Syat.g_01233
OG0000808	Prar.g_00344	Syat.g_01232
OG0000809	Prar.g_00341	Syat.g_01229
OG0000810	Prar.g_00340	Syat.g_01228
OG0000811	Prar.g_00336	Syat.g_01186
OG0000812	Prar.g_00842	Syat.g_01182
OG0000813	Prar.g_00841	Syat.g_01181
OG0000814	Prar.g_00839	Syat.g_01179
OG0000815	Prar.g_00838	Syat.g_01177
OG0000816	Prar.g_00836	Syat.g_01175
OG0000817	Prar.g_00835	Syat.g_01279
OG0000818	Prar.g_00830	Syat.g_01325
OG0000819	Prar.g_00829	Syat.g_01326
OG0000820	Prar.g_00828	Syat.g_01327
OG0000821	Prar.g_00824	Syat.g_01333
OG0000822	Prar.g_00823	Syat.g_01335
OG0000823	Prar.g_00822	Syat.g_01336
OG0000824	Prar.g_00819	Syat.g_01342
OG0000825	Prar.g_00818	Syat.g_01343
OG0000826	Prar.g_00817	Syat.g_01344
OG0000827	Prar.g_00816	Syat.g_01345
OG0000828	Prar.g_00813	Syat.g_01348
OG0000829	Prar.g_00812	Syat.g_01349
OG0000830	Prar.g_00811	Syat.g_01350
OG0000831	Prar.g_00809	Syat.g_01353
OG0000832	Prar.g_00803	Syat.g_02982
OG0000833	Prar.g_00795	Syat.g_03072
OG0000834	Prar.g_00794	Syat.g_03073
OG0000835	Prar.g_00793	Syat.g_03075
OG0000836	Prar.g_00792	Syat.g_03078
OG0000837	Prar.g_00791	Syat.g_03079
OG0000838	Prar.g_00789	Syat.g_03083
OG0000839	Prar.g_00788	Syat.g_03084
OG0000840	Prar.g_00787	Syat.g_03085
OG0000841	Prar.g_00786	Syat.g_03086
OG0000842	Prar.g_00785	Syat.g_03087
OG0000843	Prar.g_00784	Syat.g_03088
OG0000844	Prar.g_00783	Syat.g_03090
OG0000845	Prar.g_00782	Syat.g_03091
OG0000846	Prar.g_00781	Syat.g_03092
OG0000847	Prar.g_00780	Syat.g_03093
OG0000848	Prar.g_00779	Syat.g_03095
OG0000849	Prar.g_00778	Syat.g_03096
OG0000850	Prar.g_00776	Syat.g_03098
OG0000851	Prar.g_00775	Syat.g_03101
OG0000852	Prar.g_00774	Syat.g_03102
OG0000853	Prar.g_00770	Syat.g_03106
OG0000854	Prar.g_00768	Syat.g_03108
OG0000855	Prar.g_00767	Syat.g_03109
OG0000856	Prar.g_00753	Syat.g_03305
OG0000857	Prar.g_00725	Syat.g_00500
OG0000858	Prar.g_01149	Syat.g_03114
OG0000859	Prar.g_01148	Syat.g_03115
OG0000860	Prar.g_01141	Syat.g_03126
OG0000861	Prar.g_01140	Syat.g_03127
OG0000862	Prar.g_01139	Syat.g_03136
OG0000863	Prar.g_01137	Syat.g_03138
OG0000864	Prar.g_01136	Syat.g_03139
OG0000865	Prar.g_01135	Syat.g_03140
OG0000866	Prar.g_01134	Syat.g_03141
OG0000867	Prar.g_01133	Syat.g_03142
OG0000868	Prar.g_01132	Syat.g_03067
OG0000869	Prar.g_01128	Syat.g_03054
OG0000870	Prar.g_01123	Syat.g_03049
OG0000871	Prar.g_01122	Syat.g_03048
OG0000872	Prar.g_01121	Syat.g_03042
OG0000873	Prar.g_01965	Syat.g_03039
OG0000874	Prar.g_01968	Syat.g_03037
OG0000875	Prar.g_01969	Syat.g_03035
OG0000876	Prar.g_01970	Syat.g_00745
OG0000877	Prar.g_01963	Syat.g_03024
OG0000878	Prar.g_01962	Syat.g_03023
OG0000879	Prar.g_01961	Syat.g_03022
OG0000880	Prar.g_01960	Syat.g_03021
OG0000881	Prar.g_00595, Prar.g_01956	Syat.g_03016
OG0000882	Prar.g_00600	Syat.g_03011
OG0000883	Prar.g_00601	Syat.g_03007
OG0000884	Prar.g_00603	Syat.g_03005
OG0000885	Prar.g_00604	Syat.g_03004
OG0000886	Prar.g_00605	Syat.g_03003
OG0000887	Prar.g_00606	Syat.g_03002
OG0000888	Prar.g_00608	Syat.g_03000
OG0000889	Prar.g_00610	Syat.g_02997
OG0000890	Prar.g_00611	Syat.g_02994
OG0000891	Prar.g_00612	Syat.g_02993
OG0000892	Prar.g_01119	Syat.g_02992
OG0000893	Prar.g_01114	Syat.g_01864
OG0000894	Prar.g_01112	Syat.g_01860
OG0000895	Prar.g_01109	Syat.g_01856
OG0000896	Prar.g_01108	Syat.g_01855
OG0000897	Prar.g_01106	Syat.g_01853
OG0000898	Prar.g_01105	Syat.g_01852
OG0000899	Prar.g_01104	Syat.g_01851
OG0000900	Prar.g_01103	Syat.g_01850
OG0000901	Prar.g_01100	Syat.g_01845
OG0000902	Prar.g_01098	Syat.g_01843
OG0000903	Prar.g_01095	Syat.g_01830
OG0000904	Prar.g_01093	Syat.g_01834
OG0000905	Prar.g_01088	Syat.g_01839
OG0000906	Prar.g_01087	Syat.g_01841
OG0000907	Prar.g_01069	Syat.g_01828
OG0000908	Prar.g_01066	Syat.g_01825
OG0000909	Prar.g_01065	Syat.g_01824
OG0000910	Prar.g_01064	Syat.g_01823
OG0000911	Prar.g_01062	Syat.g_01821
OG0000912	Prar.g_01061	Syat.g_01820
OG0000913	Prar.g_01060	Syat.g_01819
OG0000914	Prar.g_01059	Syat.g_01818
OG0000915	Prar.g_01058	Syat.g_01816
OG0000916	Prar.g_01057	Syat.g_01815
OG0000917	Prar.g_01056	Syat.g_01814
OG0000918	Prar.g_01055	Syat.g_01813
OG0000919	Prar.g_01054	Syat.g_01812
OG0000920	Prar.g_01053	Syat.g_01811
OG0000921	Prar.g_01052	Syat.g_01810
OG0000922	Prar.g_01051	Syat.g_01809
OG0000923	Prar.g_01047	Syat.g_01805
OG0000924	Prar.g_01046	Syat.g_01804
OG0000925	Prar.g_01045	Syat.g_01803
OG0000926	Prar.g_01044	Syat.g_01802
OG0000927	Prar.g_01042	Syat.g_01800
OG0000928	Prar.g_01041	Syat.g_01799
OG0000929	Prar.g_01040	Syat.g_01798
OG0000930	Prar.g_01039	Syat.g_01797
OG0000931	Prar.g_01038	Syat.g_01796
OG0000932	Prar.g_01037	Syat.g_01794
OG0000933	Prar.g_01033	Syat.g_01788
OG0000934	Prar.g_01031	Syat.g_01786
OG0000935	Prar.g_01030	Syat.g_01665
OG0000936	Prar.g_01029	Syat.g_01664
OG0000937	Prar.g_01028	Syat.g_01663
OG0000938	Prar.g_01026	Syat.g_01659
OG0000939	Prar.g_01025	Syat.g_01658
OG0000940	Prar.g_01019	Syat.g_01651
OG0000941	Prar.g_01017	Syat.g_01649
OG0000942	Prar.g_01015	Syat.g_01647
OG0000943	Prar.g_01014	Syat.g_01646
OG0000944	Prar.g_01013	Syat.g_01644
OG0000945	Prar.g_01012	Syat.g_01643
OG0000946	Prar.g_00617	Syat.g_01633
OG0000947	Prar.g_00619	Syat.g_01630
OG0000948	Prar.g_00620	Syat.g_01629
OG0000949	Prar.g_00623	Syat.g_02142
OG0000950	Prar.g_00628	Syat.g_02152
OG0000951	Prar.g_00632	Syat.g_02157
OG0000952	Prar.g_00636	Syat.g_02162
OG0000953	Prar.g_00639	Syat.g_02166
OG0000954	Prar.g_00643	Syat.g_02187
OG0000955	Prar.g_00644	Syat.g_02188
OG0000956	Prar.g_00646	Syat.g_02191
OG0000957	Prar.g_00651	Syat.g_02204
OG0000958	Prar.g_00652	Syat.g_02205
OG0000959	Prar.g_00656	Syat.g_02212
OG0000960	Prar.g_00657	Syat.g_02213
OG0000961	Prar.g_00659	Syat.g_02873
OG0000962	Prar.g_00661	Syat.g_02223
OG0000963	Prar.g_00664	Syat.g_02226
OG0000964	Prar.g_00665	Syat.g_02227
OG0000965	Prar.g_00666	Syat.g_02228
OG0000966	Prar.g_00673	Syat.g_02259
OG0000967	Prar.g_00677	Syat.g_02263
OG0000968	Prar.g_00679	Syat.g_02269
OG0000969	Prar.g_00680	Syat.g_02271
OG0000970	Prar.g_00681	Syat.g_02272
OG0000971	Prar.g_00682	Syat.g_02274
OG0000972	Prar.g_00683	Syat.g_02275
OG0000973	Prar.g_00684	Syat.g_02276
OG0000974	Prar.g_00685	Syat.g_02277
OG0000975	Prar.g_00686	Syat.g_02278
OG0000976	Prar.g_00687	Syat.g_02279
OG0000977	Prar.g_00688	Syat.g_02281
OG0000978	Prar.g_00689	Syat.g_02283
OG0000979	Prar.g_00692	Syat.g_02286
OG0000980	Prar.g_00694	Syat.g_02289
OG0000981	Prar.g_00696	Syat.g_02292
OG0000982	Prar.g_00698	Syat.g_02691
OG0000983	Prar.g_00699	Syat.g_02690
OG0000984	Prar.g_00700	Syat.g_02689
OG0000985	Prar.g_00703	Syat.g_02685
OG0000986	Prar.g_00705	Syat.g_02680
OG0000987	Prar.g_00706	Syat.g_02678
OG0000988	Prar.g_00709	Syat.g_02672
OG0000989	Prar.g_00073	Syat.g_02657
OG0000990	Prar.g_00070	Syat.g_02500
OG0000991	Prar.g_00069	Syat.g_02503
OG0000992	Prar.g_00067	Syat.g_02507
OG0000993	Prar.g_00066	Syat.g_02508
OG0000994	Prar.g_00065	Syat.g_02512
OG0000995	Prar.g_00061	Syat.g_02517
OG0000996	Prar.g_00060	Syat.g_02446
OG0000997	Prar.g_00059	Syat.g_02417
OG0000998	Prar.g_00057	Syat.g_02415
OG0000999	Prar.g_00056	Syat.g_02414
OG0001001	Prar.g_00051	Syat.g_02400
OG0001002	Prar.g_00047	Syat.g_02394
OG0001003	Prar.g_00046	Syat.g_02392
OG0001004	Prar.g_00045	Syat.g_02391
OG0001005	Prar.g_00044	Syat.g_02390
OG0001006	Prar.g_00040	Syat.g_02378
OG0001007	Prar.g_00038	Syat.g_02376
OG0001008	Prar.g_00485	Syat.g_02971
OG0001009	Prar.g_00011	Syat.g_02311
OG0001010	Prar.g_00010	Syat.g_02310
OG0001011	Prar.g_00009	Syat.g_02308
OG0001012	Prar.g_00577	Syat.g_01004
OG0001013	Prar.g_00571	Syat.g_02716
OG0001014	Prar.g_00568	Syat.g_02721
OG0001015	Prar.g_00567	Syat.g_02722
OG0001016	Prar.g_00255	Syat.g_01474
OG0001017	Prar.g_00251	Syat.g_01480
OG0001018	Prar.g_00248	Syat.g_01482
OG0001019	Prar.g_00239	Syat.g_01532
OG0001020	Prar.g_00238	Syat.g_01539
OG0001021	Prar.g_00237	Syat.g_01552
OG0001022	Prar.g_00234	Syat.g_01555
OG0001023	Prar.g_00233	Syat.g_01556
OG0001024	Prar.g_00230	Syat.g_01560
OG0001025	Prar.g_00224	Syat.g_01566
OG0001026	Prar.g_00217	Syat.g_01582
OG0001027	Prar.g_00216	Syat.g_02947
OG0001028	Prar.g_00214	Syat.g_02944
OG0001029	Prar.g_00213	Syat.g_02942
OG0001030	Prar.g_00198	Syat.g_02922
OG0001031	Prar.g_00141	Syat.g_02836
OG0001032	Prar.g_00140	Syat.g_02834
OG0001033	Prar.g_00119	Syat.g_02784
OG0001034	Prar.g_00091	Syat.g_01448
OG0001035	Prar.g_00333	Syat.g_01885
OG0001036	Prar.g_00328	Syat.g_01939
OG0001037	Prar.g_00327	Syat.g_01941
OG0001038	Prar.g_00309	Syat.g_02058
OG0001039	Prar.g_00306	Syat.g_02061
OG0001040	Prar.g_00304	Syat.g_02064
OG0001041	Prar.g_00300	Syat.g_02070
OG0001042	Prar.g_00283	Syat.g_02100
OG0001043	Prar.g_00282	Syat.g_02103
OG0001044	Prar.g_00393	Syat.g_01615
OG0001045	Prar.g_00402	Syat.g_01602
OG0001046	Prar.g_00440	Syat.g_00552
OG0001047	Prar.g_00487	Syat.g_02973
OG0001048	Prar.g_00488	Syat.g_02974
OG0001049	Prar.g_00490	Syat.g_01290
OG0001050	Prar.g_00491	Syat.g_01289
OG0001051	Prar.g_00492	Syat.g_01288
OG0001052	Prar.g_00521	Syat.g_01375
OG0001053	Prar.g_00533	Syat.g_03173
OG0001054	Prar.g_01329	Syat.g_03192
OG0001055	Prar.g_01347	Syat.g_03224
OG0001056	Prar.g_01366	Syat.g_03275
OG0001057	Prar.g_01371	Syat.g_00102
OG0001058	Prar.g_01379	Syat.g_00079
OG0001059	Prar.g_01383	Syat.g_00075
OG0001061	Prar.g_01403	Syat.g_00051
OG0001062	Prar.g_01405	Syat.g_00048
OG0001063	Prar.g_01407	Syat.g_00042
OG0001064	Prar.g_01408	Syat.g_00041
OG0001065	Prar.g_01409	Syat.g_00040
OG0001066	Prar.g_01410	Syat.g_00039
OG0001067	Prar.g_01411	Syat.g_00038
OG0001068	Prar.g_01412	Syat.g_00037
OG0001069	Prar.g_01413	Syat.g_00036
OG0001070	Prar.g_01416	Syat.g_00032
OG0001071	Prar.g_01417	Syat.g_00031
OG0001072	Prar.g_01419	Syat.g_00028
OG0001073	Prar.g_01434	Syat.g_00009
OG0001074	Prar.g_01445	Syat.g_01015
OG0001075	Prar.g_01446	Syat.g_01037
OG0001076	Prar.g_01454	Syat.g_03315
OG0001077	Prar.g_01458	Syat.g_03290
OG0001078	Prar.g_01466	Syat.g_00118
OG0001079	Prar.g_01477	Syat.g_00378
OG0001080	Prar.g_01483	Syat.g_00368
OG0001081	Prar.g_01485	Syat.g_00366
OG0001082	Prar.g_01486	Syat.g_00365
OG0001083	Prar.g_01491	Syat.g_00390
OG0001084	Prar.g_01492	Syat.g_00391
OG0001085	Prar.g_01500	Syat.g_00408
OG0001086	Prar.g_01501	Syat.g_00410
OG0001087	Prar.g_01518	Syat.g_03277
OG0001088	Prar.g_01519	Syat.g_02496
OG0001089	Prar.g_01527	Syat.g_00818
OG0001090	Prar.g_01600	Syat.g_00659
OG0001091	Prar.g_01602	Syat.g_00661
OG0001092	Prar.g_01603	Syat.g_00663
OG0001093	Prar.g_01608	Syat.g_00669
OG0001094	Prar.g_01678	Syat.g_00473
OG0001095	Prar.g_01697	Syat.g_00497
OG0001096	Prar.g_01710	Syat.g_00516
OG0001097	Prar.g_01728	Syat.g_00743
OG0001098	Prar.g_01744	Syat.g_01672
OG0001099	Prar.g_01764	Syat.g_02943
OG0001100	Prar.g_01768	Syat.g_00418
OG0001101	Prar.g_01770	Syat.g_00420
OG0001102	Prar.g_01773	Syat.g_00423
OG0001103	Prar.g_01775	Syat.g_00425
OG0001104	Prar.g_01796	Syat.g_00458
OG0001105	Prar.g_01800	Syat.g_00461
OG0001106	Prar.g_01824	Syat.g_00598
OG0001107	Prar.g_01831	Syat.g_00580
OG0001108	Prar.g_01835	Syat.g_00570
OG0001109	Prar.g_01836	Syat.g_00568
OG0001110	Prar.g_01838	Syat.g_00566
OG0001111	Prar.g_01839	Syat.g_00564
OG0001112	Prar.g_01840	Syat.g_00562
OG0001113	Prar.g_01841	Syat.g_00561
OG0001114	Prar.g_01842	Syat.g_00560
OG0001115	Prar.g_01844	Syat.g_00557
OG0001116	Prar.g_01845	Syat.g_00555
OG0001117	Prar.g_01846	Syat.g_00554
OG0001118	Prar.g_01847	Syat.g_00553
OG0001119	Prar.g_01848	Syat.g_00551
OG0001120	Prar.g_01850	Syat.g_00546
OG0001122	Prar.g_01876	Syat.g_00711
OG0001123	Prar.g_01880	Syat.g_00704
OG0001124	Prar.g_01882	Syat.g_00702
OG0001125	Prar.g_01883	Syat.g_00700
OG0001126	Prar.g_01893	Syat.g_00790
OG0001127	Prar.g_01894	Syat.g_00789
OG0001128	Prar.g_01896	Syat.g_00786
OG0001129	Prar.g_01897	Syat.g_00784
OG0001130	Prar.g_01898	Syat.g_00783
OG0001131	Prar.g_01935	Syat.g_01674
OG0001132	Prar.g_01944	Syat.g_00965
OG0001133	Prar.g_01309	Syat.g_03311
OG0001136	Prar.g_01266	Syat.g_03257
OG0001137	Prar.g_01255	Syat.g_00306
OG0001138	Prar.g_01237	Syat.g_00214
OG0001139	Prar.g_01236	Syat.g_00209
OG0001140	Prar.g_01235	Syat.g_00208
OG0001141	Prar.g_01234	Syat.g_00207
OG0001142	Prar.g_01233	Syat.g_00206
OG0001143	Prar.g_01226	Syat.g_00925
OG0001144	Prar.g_01221	Syat.g_00906
OG0001145	Prar.g_00963	Syat.g_01117
OG0001146	Prar.g_00951	Syat.g_01158
OG0001147	Prar.g_00925	Syat.g_01368
OG0001148	Prar.g_00909	Syat.g_01297
OG0001149	Prar.g_00908	Syat.g_01298
OG0001150	Prar.g_00907	Syat.g_01299
OG0001151	Prar.g_00896	Syat.g_01420
OG0001152	Prar.g_00895	Syat.g_01421
OG0001153	Prar.g_00815	Syat.g_01346
OG0001154	Prar.g_00814	Syat.g_01347
OG0001155	Prar.g_00802	Syat.g_02774
OG0001156	Prar.g_00799	Syat.g_02978
OG0001157	Prar.g_00798	Syat.g_02977
OG0001158	Prar.g_00797	Syat.g_02976
OG0001159	Prar.g_00796	Syat.g_02975
OG0001160	Prar.g_00772	Syat.g_03104
OG0001161	Prar.g_00760	Syat.g_02384
OG0001162	Prar.g_00749	Syat.g_01528
OG0001163	Prar.g_01151	Syat.g_03112
OG0001164	Prar.g_01147	Syat.g_03116
OG0001165	Prar.g_01144	Syat.g_03121
OG0001166	Prar.g_01124	Syat.g_03050
OG0001167	Prar.g_01959	Syat.g_03019
OG0001168	Prar.g_01957	Syat.g_03017
OG0001169	Prar.g_00596	Syat.g_03015
OG0001170	Prar.g_00598	Syat.g_03013
OG0001171	Prar.g_00607	Syat.g_03001
OG0001172	Prar.g_01111	Syat.g_01858
OG0001173	Prar.g_01110	Syat.g_01857
OG0001174	Prar.g_01102	Syat.g_01849
OG0001175	Prar.g_01101	Syat.g_01848
OG0001176	Prar.g_01094	Syat.g_01831
OG0001178	Prar.g_01086	Syat.g_03137
OG0001180	Prar.g_01022	Syat.g_01654
OG0001181	Prar.g_01018	Syat.g_01650
OG0001182	Prar.g_01011	Syat.g_01642
OG0001183	Prar.g_00618	Syat.g_01632
OG0001184	Prar.g_00634	Syat.g_02160
OG0001185	Prar.g_00648	Syat.g_02200
OG0001186	Prar.g_00670	Syat.g_02235
OG0001187	Prar.g_00674	Syat.g_02256
OG0001188	Prar.g_00676	Syat.g_02261
OG0001189	Prar.g_00693	Syat.g_02287
OG0001190	Prar.g_00697	Syat.g_02692
OG0001191	Prar.g_00707	Syat.g_02675
OG0001192	Prar.g_00074	Syat.g_02663
OG0001193	Prar.g_00064	Syat.g_02513
OG0001194	Prar.g_00063	Syat.g_02515
OG0001195	Prar.g_00062	Syat.g_02516
