Orthogroup	Prar	Prbn
OG0000561	Prar.g_01385	Prbn.g_00561
OG0000562	Prar.g_01386	Prbn.g_00560
OG0000563	Prar.g_01387	Prbn.g_00559
OG0000564	Prar.g_01388	Prbn.g_00558
OG0000565	Prar.g_01391	Prbn.g_00556
OG0000566	Prar.g_01393	Prbn.g_00552
OG0000567	Prar.g_01397	Prbn.g_00548
OG0000568	Prar.g_01398	Prbn.g_00547
OG0000569	Prar.g_01399	Prbn.g_00546
OG0000570	Prar.g_01400	Prbn.g_00545
OG0000571	Prar.g_01402	Prbn.g_00543
OG0000572	Prar.g_01415	Prbn.g_00529
OG0000573	Prar.g_01422	Prbn.g_00523
OG0000574	Prar.g_01423	Prbn.g_00522
OG0000575	Prar.g_01427	Prbn.g_00518
OG0000576	Prar.g_01429	Prbn.g_00516
OG0000577	Prar.g_01430	Prbn.g_00515
OG0000578	Prar.g_01431	Prbn.g_00514
OG0000579	Prar.g_01432	Prbn.g_00513
OG0000580	Prar.g_01433	Prbn.g_00512
OG0000581	Prar.g_01435	Prbn.g_00509
OG0000582	Prar.g_01438	Prbn.g_00506
OG0000583	Prar.g_01439	Prbn.g_00505
OG0000584	Prar.g_01440	Prbn.g_00504
OG0000585	Prar.g_01442	Prbn.g_00502
OG0000586	Prar.g_01443	Prbn.g_00501
OG0000587	Prar.g_01444	Prbn.g_00500
OG0000588	Prar.g_01448	Prbn.g_00496
OG0000589	Prar.g_01451	Prbn.g_00494
OG0000590	Prar.g_01452	Prbn.g_00493
OG0000591	Prar.g_01455	Prbn.g_00489
OG0000592	Prar.g_01456	Prbn.g_00488
OG0000593	Prar.g_01462	Prbn.g_00423
OG0000594	Prar.g_01463	Prbn.g_00424
OG0000595	Prar.g_01464	Prbn.g_00425
OG0000596	Prar.g_01468	Prbn.g_00429
OG0000597	Prar.g_01470	Prbn.g_00432
OG0000598	Prar.g_01471	Prbn.g_00433
OG0000599	Prar.g_01474	Prbn.g_00436
OG0000600	Prar.g_01475	Prbn.g_00437
OG0000601	Prar.g_01476	Prbn.g_00438
OG0000602	Prar.g_01478	Prbn.g_00440
OG0000603	Prar.g_01479	Prbn.g_00441
OG0000604	Prar.g_01480	Prbn.g_00442
OG0000605	Prar.g_01481	Prbn.g_00443
OG0000606	Prar.g_01484	Prbn.g_00446
OG0000607	Prar.g_01487	Prbn.g_00449
OG0000608	Prar.g_01488	Prbn.g_00450
OG0000609	Prar.g_01489	Prbn.g_00834
OG0000610	Prar.g_01494	Prbn.g_00840
OG0000611	Prar.g_01497	Prbn.g_00843
OG0000612	Prar.g_01498	Prbn.g_00844
OG0000613	Prar.g_01503	Prbn.g_01591
OG0000614	Prar.g_01522	Prbn.g_01570
OG0000615	Prar.g_01530	Prbn.g_01559
OG0000616	Prar.g_01534	Prbn.g_00905
OG0000617	Prar.g_01605	Prbn.g_00860
OG0000618	Prar.g_01606	Prbn.g_00861
OG0000619	Prar.g_01607	Prbn.g_00862
OG0000620	Prar.g_01610	Prbn.g_01947
OG0000621	Prar.g_01611	Prbn.g_01948
OG0000622	Prar.g_01612	Prbn.g_01949
OG0000623	Prar.g_01613	Prbn.g_01950
OG0000624	Prar.g_01614	Prbn.g_01952
OG0000625	Prar.g_01615	Prbn.g_01345
OG0000626	Prar.g_01616	Prbn.g_01346
OG0000627	Prar.g_01617	Prbn.g_01347
OG0000628	Prar.g_01618	Prbn.g_01348
OG0000629	Prar.g_01619	Prbn.g_01349
OG0000630	Prar.g_01622	Prbn.g_01352
OG0000631	Prar.g_01675	Prbn.g_01445
OG0000632	Prar.g_01676	Prbn.g_01444
OG0000633	Prar.g_01677	Prbn.g_01443
OG0000634	Prar.g_01680	Prbn.g_01550
OG0000635	Prar.g_01681	Prbn.g_01549
OG0000636	Prar.g_01683	Prbn.g_01547
OG0000637	Prar.g_01685	Prbn.g_01545
OG0000638	Prar.g_01686	Prbn.g_01544
OG0000639	Prar.g_01687	Prbn.g_01543
OG0000640	Prar.g_01688	Prbn.g_01542
OG0000641	Prar.g_01692	Prbn.g_01538
OG0000642	Prar.g_01693	Prbn.g_01537
OG0000643	Prar.g_01694	Prbn.g_01536
OG0000644	Prar.g_01695	Prbn.g_01535
OG0000645	Prar.g_01696	Prbn.g_01534
OG0000646	Prar.g_01698	Prbn.g_01532
OG0000647	Prar.g_01699	Prbn.g_01530
OG0000648	Prar.g_01701	Prbn.g_01528
OG0000649	Prar.g_01702	Prbn.g_01527
OG0000650	Prar.g_01703	Prbn.g_01526
OG0000651	Prar.g_01704	Prbn.g_01525
OG0000652	Prar.g_01705	Prbn.g_01524
OG0000653	Prar.g_01707	Prbn.g_01522
OG0000654	Prar.g_01708	Prbn.g_01521
OG0000655	Prar.g_01709	Prbn.g_01520
OG0000656	Prar.g_01712	Prbn.g_01517
OG0000657	Prar.g_01719	Prbn.g_01509
OG0000658	Prar.g_01720	Prbn.g_01507
OG0000659	Prar.g_01721	Prbn.g_01506
OG0000660	Prar.g_01725	Prbn.g_01502
OG0000661	Prar.g_01727	Prbn.g_01500
OG0000662	Prar.g_01729	Prbn.g_01498
OG0000663	Prar.g_01731	Prbn.g_01496
OG0000664	Prar.g_01732	Prbn.g_01495
OG0000665	Prar.g_01736	Prbn.g_01489
OG0000666	Prar.g_01737	Prbn.g_01488
OG0000667	Prar.g_01742	Prbn.g_01484
OG0000668	Prar.g_01759	Prbn.g_01930
OG0000669	Prar.g_01767	Prbn.g_01632
OG0000670	Prar.g_01769	Prbn.g_01629
OG0000671	Prar.g_01771	Prbn.g_01626
OG0000672	Prar.g_01774	Prbn.g_01623
OG0000673	Prar.g_01777	Prbn.g_01620
OG0000674	Prar.g_01779	Prbn.g_01618
OG0000675	Prar.g_01780	Prbn.g_01617
OG0000676	Prar.g_01782	Prbn.g_01615
OG0000677	Prar.g_01783	Prbn.g_01614
OG0000678	Prar.g_01785	Prbn.g_01612
OG0000679	Prar.g_01789	Prbn.g_01608
OG0000680	Prar.g_01790	Prbn.g_01607
OG0000681	Prar.g_01792	Prbn.g_01604
OG0000682	Prar.g_01793	Prbn.g_01603
OG0000683	Prar.g_01794	Prbn.g_01602
OG0000684	Prar.g_01795	Prbn.g_01600
OG0000685	Prar.g_01797	Prbn.g_01598
OG0000686	Prar.g_01798	Prbn.g_01597
OG0000687	Prar.g_01799	Prbn.g_01596
OG0000688	Prar.g_01802	Prbn.g_00848
OG0000689	Prar.g_01803	Prbn.g_00849
OG0000690	Prar.g_01804	Prbn.g_00850
OG0000691	Prar.g_01805	Prbn.g_00851
OG0000692	Prar.g_01807	Prbn.g_00853
OG0000693	Prar.g_01808	Prbn.g_00854
OG0000694	Prar.g_01809	Prbn.g_00855
OG0000695	Prar.g_01811	Prbn.g_01441
OG0000696	Prar.g_01812	Prbn.g_01440
OG0000697	Prar.g_01813	Prbn.g_01439
OG0000698	Prar.g_01816	Prbn.g_01436
OG0000699	Prar.g_01817	Prbn.g_01435
OG0000700	Prar.g_01818	Prbn.g_01434
OG0000701	Prar.g_01819	Prbn.g_01433
OG0000702	Prar.g_01821	Prbn.g_01431
OG0000703	Prar.g_01822	Prbn.g_01430
OG0000704	Prar.g_01823	Prbn.g_01428
OG0000705	Prar.g_01827	Prbn.g_01425
OG0000706	Prar.g_01828	Prbn.g_01424
OG0000707	Prar.g_01829	Prbn.g_01423
OG0000708	Prar.g_01830	Prbn.g_01421
OG0000709	Prar.g_01834	Prbn.g_01417
OG0000710	Prar.g_01837	Prbn.g_01414
OG0000711	Prar.g_01853	Prbn.g_01396
OG0000712	Prar.g_01855	Prbn.g_01395
OG0000713	Prar.g_01856	Prbn.g_01394
OG0000714	Prar.g_01857	Prbn.g_01393
OG0000715	Prar.g_01859	Prbn.g_01391
OG0000716	Prar.g_01861	Prbn.g_01389
OG0000717	Prar.g_01862	Prbn.g_01388
OG0000718	Prar.g_01873	Prbn.g_01384
OG0000719	Prar.g_01875	Prbn.g_01382
OG0000720	Prar.g_01884	Prbn.g_01370
OG0000721	Prar.g_01886	Prbn.g_01366
OG0000722	Prar.g_01887	Prbn.g_01365
OG0000723	Prar.g_01890	Prbn.g_01361
OG0000724	Prar.g_01899	Prbn.g_01466
OG0000725	Prar.g_01905	Prbn.g_01472
OG0000726	Prar.g_01906	Prbn.g_01473
OG0000727	Prar.g_01907	Prbn.g_01474
OG0000728	Prar.g_01909	Prbn.g_01476
OG0000729	Prar.g_01955	Prbn.g_01106
OG0000730	Prar.g_01324	Prbn.g_01147
OG0000731	Prar.g_01320	Prbn.g_00111
OG0000732	Prar.g_01314	Prbn.g_00954
OG0000733	Prar.g_01295	Prbn.g_01651
OG0000734	Prar.g_01278	Prbn.g_01173
OG0000735	Prar.g_01276	Prbn.g_01175
OG0000736	Prar.g_01275	Prbn.g_01176
OG0000737	Prar.g_01274	Prbn.g_01177
OG0000738	Prar.g_01270	Prbn.g_01181
OG0000739	Prar.g_01269	Prbn.g_01182
OG0000740	Prar.g_01268	Prbn.g_01183
OG0000741	Prar.g_01267	Prbn.g_01185
OG0000742	Prar.g_01264	Prbn.g_01188
OG0000743	Prar.g_01262	Prbn.g_01190
OG0000744	Prar.g_01261	Prbn.g_01191
OG0000745	Prar.g_01260	Prbn.g_01192
OG0000746	Prar.g_01258	Prbn.g_01194
OG0000747	Prar.g_01257	Prbn.g_01195
OG0000748	Prar.g_01254	Prbn.g_01199
OG0000749	Prar.g_01253	Prbn.g_01200
OG0000750	Prar.g_01252	Prbn.g_01201
OG0000751	Prar.g_01250	Prbn.g_01204
OG0000752	Prar.g_01248	Prbn.g_01206
OG0000753	Prar.g_01245	Prbn.g_01208
OG0000754	Prar.g_01242	Prbn.g_01211
OG0000755	Prar.g_01239	Prbn.g_00390
OG0000756	Prar.g_01238	Prbn.g_00391
OG0000757	Prar.g_01232	Prbn.g_00398
OG0000758	Prar.g_01231	Prbn.g_00399
OG0000759	Prar.g_01230	Prbn.g_00400
OG0000760	Prar.g_01229	Prbn.g_00401
OG0000761	Prar.g_01228	Prbn.g_00402
OG0000762	Prar.g_01227	Prbn.g_00403
OG0000763	Prar.g_01225	Prbn.g_00405
OG0000764	Prar.g_01224	Prbn.g_00406
OG0000765	Prar.g_01215	Prbn.g_00414
OG0000766	Prar.g_01214	Prbn.g_00415
OG0000767	Prar.g_01212	Prbn.g_00417
OG0000768	Prar.g_01211	Prbn.g_00418
OG0000769	Prar.g_01209	Prbn.g_00420
OG0000770	Prar.g_01207	Prbn.g_00483
OG0000771	Prar.g_00376	Prbn.g_00886
OG0000772	Prar.g_00976	Prbn.g_01671
OG0000773	Prar.g_00964	Prbn.g_01093
OG0000774	Prar.g_00962	Prbn.g_01091
OG0000775	Prar.g_00960	Prbn.g_01089
OG0000776	Prar.g_00959	Prbn.g_01088
OG0000777	Prar.g_00958	Prbn.g_01087
OG0000778	Prar.g_00957	Prbn.g_01086
OG0000779	Prar.g_00953	Prbn.g_01082
OG0000780	Prar.g_00952	Prbn.g_01081
OG0000781	Prar.g_00949	Prbn.g_01077
OG0000782	Prar.g_00948	Prbn.g_01076
OG0000783	Prar.g_00947	Prbn.g_01075
OG0000784	Prar.g_00946	Prbn.g_01074
OG0000785	Prar.g_00944	Prbn.g_01072
OG0000786	Prar.g_00942	Prbn.g_01069
OG0000787	Prar.g_00941	Prbn.g_01068
OG0000788	Prar.g_00924	Prbn.g_00615
OG0000789	Prar.g_00921	Prbn.g_00883
OG0000790	Prar.g_00906	Prbn.g_00155
OG0000791	Prar.g_00904	Prbn.g_00157
OG0000792	Prar.g_00903	Prbn.g_00158
OG0000793	Prar.g_00900	Prbn.g_00161
OG0000794	Prar.g_00899	Prbn.g_00162
OG0000795	Prar.g_00898	Prbn.g_00163
OG0000796	Prar.g_00894	Prbn.g_00167
OG0000797	Prar.g_00893	Prbn.g_00168
OG0000798	Prar.g_00866	Prbn.g_01055
OG0000799	Prar.g_00357	Prbn.g_00195
OG0000800	Prar.g_00356	Prbn.g_00196
OG0000801	Prar.g_00355	Prbn.g_00197
OG0000802	Prar.g_00353	Prbn.g_00199
OG0000803	Prar.g_00351	Prbn.g_00201
OG0000804	Prar.g_00350	Prbn.g_00202
OG0000805	Prar.g_00348	Prbn.g_00204
OG0000806	Prar.g_00346	Prbn.g_00206
OG0000807	Prar.g_00345	Prbn.g_00207
OG0000808	Prar.g_00344	Prbn.g_00208
OG0000809	Prar.g_00341	Prbn.g_00210
OG0000810	Prar.g_00340	Prbn.g_00211
OG0000811	Prar.g_00336	Prbn.g_00215
OG0000812	Prar.g_00842	Prbn.g_00217
OG0000813	Prar.g_00841	Prbn.g_00218
OG0000814	Prar.g_00839	Prbn.g_00220
OG0000815	Prar.g_00838	Prbn.g_00221
OG0000816	Prar.g_00836	Prbn.g_00223
OG0000817	Prar.g_00835	Prbn.g_00224
OG0000818	Prar.g_00830	Prbn.g_00229
OG0000819	Prar.g_00829	Prbn.g_00230
OG0000820	Prar.g_00828	Prbn.g_00231
OG0000821	Prar.g_00824	Prbn.g_00235
OG0000822	Prar.g_00823	Prbn.g_00236
OG0000823	Prar.g_00822	Prbn.g_00237
OG0000824	Prar.g_00819	Prbn.g_00240
OG0000825	Prar.g_00818	Prbn.g_00241
OG0000826	Prar.g_00817	Prbn.g_00242
OG0000827	Prar.g_00816	Prbn.g_00243
OG0000828	Prar.g_00813	Prbn.g_00246
OG0000829	Prar.g_00812	Prbn.g_00247
OG0000830	Prar.g_00811	Prbn.g_00248
OG0000831	Prar.g_00809	Prbn.g_00250
OG0000832	Prar.g_00803	Prbn.g_00260
OG0000833	Prar.g_00795	Prbn.g_00269
OG0000834	Prar.g_00794	Prbn.g_00270
OG0000835	Prar.g_00793	Prbn.g_00271
OG0000836	Prar.g_00792	Prbn.g_00272
OG0000837	Prar.g_00791	Prbn.g_00273
OG0000838	Prar.g_00789	Prbn.g_00275
OG0000839	Prar.g_00788	Prbn.g_00276
OG0000840	Prar.g_00787	Prbn.g_00277
OG0000841	Prar.g_00786	Prbn.g_00278
OG0000842	Prar.g_00785	Prbn.g_00279
OG0000843	Prar.g_00784	Prbn.g_00280
OG0000844	Prar.g_00783	Prbn.g_00281
OG0000845	Prar.g_00782	Prbn.g_00282
OG0000846	Prar.g_00781	Prbn.g_00283
OG0000847	Prar.g_00780	Prbn.g_00284
OG0000848	Prar.g_00779	Prbn.g_00285
OG0000849	Prar.g_00778	Prbn.g_00286
OG0000850	Prar.g_00776	Prbn.g_00288
OG0000851	Prar.g_00775	Prbn.g_00289
OG0000852	Prar.g_00774	Prbn.g_00904
OG0000853	Prar.g_00770	Prbn.g_00898
OG0000854	Prar.g_00768	Prbn.g_00896
OG0000855	Prar.g_00767	Prbn.g_00895
OG0000856	Prar.g_00753	Prbn.g_00486
OG0000857	Prar.g_00725	Prbn.g_01531
OG0000858	Prar.g_01149	Prbn.g_01738
OG0000859	Prar.g_01148	Prbn.g_01739
OG0000860	Prar.g_01141	Prbn.g_01747
OG0000861	Prar.g_01140	Prbn.g_01748
OG0000862	Prar.g_01139	Prbn.g_01749
OG0000863	Prar.g_01137	Prbn.g_01751
OG0000864	Prar.g_01136	Prbn.g_01752
OG0000865	Prar.g_01135	Prbn.g_01753
OG0000866	Prar.g_01134	Prbn.g_01754
OG0000867	Prar.g_01133	Prbn.g_01755
OG0000868	Prar.g_01132	Prbn.g_01757
OG0000869	Prar.g_01128	Prbn.g_01760
OG0000870	Prar.g_01123	Prbn.g_01765
OG0000871	Prar.g_01122	Prbn.g_01766
OG0000872	Prar.g_01121	Prbn.g_01767
OG0000873	Prar.g_01965	Prbn.g_01771
OG0000874	Prar.g_01968	Prbn.g_01774
OG0000875	Prar.g_01969	Prbn.g_01775
OG0000876	Prar.g_01970	Prbn.g_01776
OG0000877	Prar.g_01963	Prbn.g_01778
OG0000878	Prar.g_01962	Prbn.g_01779
OG0000879	Prar.g_01961	Prbn.g_01780
OG0000880	Prar.g_01960	Prbn.g_01781
OG0000881	Prar.g_00595, Prar.g_01956	Prbn.g_01785
OG0000882	Prar.g_00600	Prbn.g_01790
OG0000883	Prar.g_00601	Prbn.g_01792
OG0000884	Prar.g_00603	Prbn.g_01794
OG0000885	Prar.g_00604	Prbn.g_01795
OG0000886	Prar.g_00605	Prbn.g_01796
OG0000887	Prar.g_00606	Prbn.g_01797
OG0000888	Prar.g_00608	Prbn.g_01799
OG0000889	Prar.g_00610	Prbn.g_01801
OG0000890	Prar.g_00611	Prbn.g_01802
OG0000891	Prar.g_00612	Prbn.g_01803
OG0000892	Prar.g_01119	Prbn.g_01805
OG0000893	Prar.g_01114	Prbn.g_01809
OG0000894	Prar.g_01112	Prbn.g_01812
OG0000895	Prar.g_01109	Prbn.g_01816
OG0000896	Prar.g_01108	Prbn.g_01817
OG0000897	Prar.g_01106	Prbn.g_01819
OG0000898	Prar.g_01105	Prbn.g_01820
OG0000899	Prar.g_01104	Prbn.g_01821
OG0000900	Prar.g_01103	Prbn.g_01822
OG0000901	Prar.g_01100	Prbn.g_01825
OG0000902	Prar.g_01098	Prbn.g_01827
OG0000903	Prar.g_01095	Prbn.g_01831
OG0000904	Prar.g_01093	Prbn.g_01835
OG0000905	Prar.g_01088	Prbn.g_01829
OG0000906	Prar.g_01087	Prbn.g_01828
OG0000907	Prar.g_01069	Prbn.g_01838
OG0000908	Prar.g_01066	Prbn.g_01841
OG0000909	Prar.g_01065	Prbn.g_01842
OG0000910	Prar.g_01064	Prbn.g_01843
OG0000911	Prar.g_01062	Prbn.g_01845
OG0000912	Prar.g_01061	Prbn.g_01846
OG0000913	Prar.g_01060	Prbn.g_01847
OG0000914	Prar.g_01059	Prbn.g_01848
OG0000915	Prar.g_01058	Prbn.g_01849
OG0000916	Prar.g_01057	Prbn.g_01850
OG0000917	Prar.g_01056	Prbn.g_01851
OG0000918	Prar.g_01055	Prbn.g_01852
OG0000919	Prar.g_01054	Prbn.g_01853
OG0000920	Prar.g_01053	Prbn.g_01854
OG0000921	Prar.g_01052	Prbn.g_01855
OG0000922	Prar.g_01051	Prbn.g_01856
OG0000923	Prar.g_01047	Prbn.g_01860
OG0000924	Prar.g_01046	Prbn.g_01861
OG0000925	Prar.g_01045	Prbn.g_01862
OG0000926	Prar.g_01044	Prbn.g_01863
OG0000927	Prar.g_01042	Prbn.g_01865
OG0000928	Prar.g_01041	Prbn.g_01866
OG0000929	Prar.g_01040	Prbn.g_01867
OG0000930	Prar.g_01039	Prbn.g_01868
OG0000931	Prar.g_01038	Prbn.g_01869
OG0000932	Prar.g_01037	Prbn.g_01870
OG0000933	Prar.g_01033	Prbn.g_01874
OG0000934	Prar.g_01031	Prbn.g_01876
OG0000935	Prar.g_01030	Prbn.g_01877
OG0000936	Prar.g_01029	Prbn.g_01878
OG0000937	Prar.g_01028	Prbn.g_01879
OG0000938	Prar.g_01026	Prbn.g_01882
OG0000939	Prar.g_01025	Prbn.g_01883
OG0000940	Prar.g_01019	Prbn.g_01890
OG0000941	Prar.g_01017	Prbn.g_01892
OG0000942	Prar.g_01015	Prbn.g_01894
OG0000943	Prar.g_01014	Prbn.g_01895
OG0000944	Prar.g_01013	Prbn.g_01897
OG0000945	Prar.g_01012	Prbn.g_01898
OG0000946	Prar.g_00617	Prbn.g_01903
OG0000947	Prar.g_00619	Prbn.g_01905
OG0000948	Prar.g_00620	Prbn.g_01906
OG0000949	Prar.g_00623	Prbn.g_01909
OG0000950	Prar.g_00628	Prbn.g_01916
OG0000951	Prar.g_00632	Prbn.g_01920
OG0000952	Prar.g_00636	Prbn.g_01015
OG0000953	Prar.g_00639	Prbn.g_01011
OG0000954	Prar.g_00643	Prbn.g_01007
OG0000955	Prar.g_00644	Prbn.g_01006
OG0000956	Prar.g_00646	Prbn.g_01004
OG0000957	Prar.g_00651	Prbn.g_00998
OG0000958	Prar.g_00652	Prbn.g_00997
OG0000959	Prar.g_00656	Prbn.g_00993
OG0000960	Prar.g_00657	Prbn.g_00992
OG0000961	Prar.g_00659	Prbn.g_00989
OG0000962	Prar.g_00661	Prbn.g_00987
OG0000963	Prar.g_00664	Prbn.g_00983
OG0000964	Prar.g_00665	Prbn.g_00982
OG0000965	Prar.g_00666	Prbn.g_00981
OG0000966	Prar.g_00673	Prbn.g_00975
OG0000967	Prar.g_00677	Prbn.g_00971
OG0000968	Prar.g_00679	Prbn.g_00969
OG0000969	Prar.g_00680	Prbn.g_00968
OG0000970	Prar.g_00681	Prbn.g_00967
OG0000971	Prar.g_00682	Prbn.g_00966
OG0000972	Prar.g_00683	Prbn.g_00965
OG0000973	Prar.g_00684	Prbn.g_00964
OG0000974	Prar.g_00685	Prbn.g_00963
OG0000975	Prar.g_00686	Prbn.g_00962
OG0000976	Prar.g_00687	Prbn.g_00961
OG0000977	Prar.g_00688	Prbn.g_00960
OG0000978	Prar.g_00689	Prbn.g_00959
OG0000979	Prar.g_00692	Prbn.g_00957
OG0000980	Prar.g_00694	Prbn.g_00955
OG0000981	Prar.g_00696	Prbn.g_00952
OG0000982	Prar.g_00698	Prbn.g_00950
OG0000983	Prar.g_00699	Prbn.g_00949
OG0000984	Prar.g_00700	Prbn.g_00948
OG0000985	Prar.g_00703	Prbn.g_00945
OG0000986	Prar.g_00705	Prbn.g_00943
OG0000987	Prar.g_00706	Prbn.g_00942
OG0000988	Prar.g_00709	Prbn.g_00939
OG0000989	Prar.g_00073	Prbn.g_00935
OG0000990	Prar.g_00070	Prbn.g_00931
OG0000991	Prar.g_00069	Prbn.g_00930
OG0000992	Prar.g_00067	Prbn.g_00927
OG0000993	Prar.g_00066	Prbn.g_00926
OG0000994	Prar.g_00065	Prbn.g_00925
OG0000995	Prar.g_00061	Prbn.g_00921
OG0000996	Prar.g_00060	Prbn.g_00920
OG0000997	Prar.g_00059	Prbn.g_00917
OG0000998	Prar.g_00057	Prbn.g_00915
OG0000999	Prar.g_00056	Prbn.g_00914
OG0001000	Prar.g_00053	Prbn.g_00911
OG0001001	Prar.g_00051	Prbn.g_00908
OG0001002	Prar.g_00047	Prbn.g_00291
OG0001003	Prar.g_00046	Prbn.g_00292
OG0001004	Prar.g_00045	Prbn.g_00293
OG0001005	Prar.g_00044	Prbn.g_00294
OG0001006	Prar.g_00040	Prbn.g_00298
OG0001007	Prar.g_00038	Prbn.g_00300
OG0001008	Prar.g_00485	Prbn.g_00676
OG0001009	Prar.g_00011	Prbn.g_00755
OG0001010	Prar.g_00010	Prbn.g_00754
OG0001011	Prar.g_00009	Prbn.g_00752
OG0001012	Prar.g_00577	Prbn.g_00738
OG0001013	Prar.g_00571	Prbn.g_00731
OG0001014	Prar.g_00568	Prbn.g_00728
OG0001015	Prar.g_00567	Prbn.g_00726
OG0001016	Prar.g_00255	Prbn.g_00704
OG0001017	Prar.g_00251	Prbn.g_01343
OG0001018	Prar.g_00248	Prbn.g_01341
OG0001019	Prar.g_00239	Prbn.g_01332
OG0001020	Prar.g_00238	Prbn.g_01331
OG0001021	Prar.g_00237	Prbn.g_01330
OG0001022	Prar.g_00234	Prbn.g_01327
OG0001023	Prar.g_00233	Prbn.g_01326
OG0001024	Prar.g_00230	Prbn.g_01322
OG0001025	Prar.g_00224	Prbn.g_01315
OG0001026	Prar.g_00217	Prbn.g_01306
OG0001027	Prar.g_00216	Prbn.g_01305
OG0001028	Prar.g_00214	Prbn.g_01303
OG0001029	Prar.g_00213	Prbn.g_01302
OG0001030	Prar.g_00198	Prbn.g_01286
OG0001031	Prar.g_00141	Prbn.g_00367
OG0001032	Prar.g_00140	Prbn.g_00366
OG0001033	Prar.g_00119	Prbn.g_00345
OG0001034	Prar.g_00091	Prbn.g_00314
OG0001035	Prar.g_00333	Prbn.g_00021
OG0001036	Prar.g_00328	Prbn.g_00025
OG0001037	Prar.g_00327	Prbn.g_00026
OG0001038	Prar.g_00309	Prbn.g_00045
OG0001039	Prar.g_00306	Prbn.g_00048
OG0001040	Prar.g_00304	Prbn.g_00050
OG0001041	Prar.g_00300	Prbn.g_00055
OG0001042	Prar.g_00283	Prbn.g_00072
OG0001043	Prar.g_00282	Prbn.g_00073
OG0001044	Prar.g_00393	Prbn.g_00104
OG0001045	Prar.g_00402	Prbn.g_00113
OG0001046	Prar.g_00440	Prbn.g_01697
OG0001047	Prar.g_00487	Prbn.g_00674
OG0001048	Prar.g_00488	Prbn.g_00673
OG0001049	Prar.g_00490	Prbn.g_00671
OG0001050	Prar.g_00491	Prbn.g_00670
OG0001051	Prar.g_00492	Prbn.g_00669
OG0001052	Prar.g_00521	Prbn.g_00643
OG0001053	Prar.g_00533	Prbn.g_00631
OG0001054	Prar.g_01329	Prbn.g_00616
OG0001055	Prar.g_01347	Prbn.g_00597
OG0001056	Prar.g_01366	Prbn.g_00580
OG0001057	Prar.g_01371	Prbn.g_00575
OG0001058	Prar.g_01379	Prbn.g_00567
OG0001059	Prar.g_01383	Prbn.g_00563
OG0001060	Prar.g_01390	Prbn.g_00557
OG0001061	Prar.g_01403	Prbn.g_00542
OG0001062	Prar.g_01405	Prbn.g_00540
OG0001063	Prar.g_01407	Prbn.g_00538
OG0001064	Prar.g_01408	Prbn.g_00537
OG0001065	Prar.g_01409	Prbn.g_00536
OG0001066	Prar.g_01410	Prbn.g_00535
OG0001067	Prar.g_01411	Prbn.g_00534
OG0001068	Prar.g_01412	Prbn.g_00533
OG0001069	Prar.g_01413	Prbn.g_00532
OG0001070	Prar.g_01416	Prbn.g_00528
OG0001071	Prar.g_01417	Prbn.g_00527
OG0001072	Prar.g_01419	Prbn.g_00525
OG0001073	Prar.g_01434	Prbn.g_00511
OG0001074	Prar.g_01445	Prbn.g_00499
OG0001075	Prar.g_01446	Prbn.g_00498
OG0001076	Prar.g_01454	Prbn.g_00491
OG0001077	Prar.g_01458	Prbn.g_00485
OG0001078	Prar.g_01466	Prbn.g_00427
OG0001079	Prar.g_01477	Prbn.g_00439
OG0001080	Prar.g_01483	Prbn.g_00445
OG0001081	Prar.g_01485	Prbn.g_00447
OG0001082	Prar.g_01486	Prbn.g_00448
OG0001083	Prar.g_01491	Prbn.g_00836
OG0001084	Prar.g_01492	Prbn.g_00837
OG0001085	Prar.g_01500	Prbn.g_01594
OG0001086	Prar.g_01501	Prbn.g_01593
OG0001087	Prar.g_01518	Prbn.g_01575
OG0001088	Prar.g_01519	Prbn.g_01574
OG0001089	Prar.g_01527	Prbn.g_01563
OG0001090	Prar.g_01600	Prbn.g_01553
OG0001091	Prar.g_01602	Prbn.g_00857
OG0001092	Prar.g_01603	Prbn.g_00858
OG0001093	Prar.g_01608	Prbn.g_00863
OG0001094	Prar.g_01678	Prbn.g_00856
OG0001095	Prar.g_01697	Prbn.g_01533
OG0001096	Prar.g_01710	Prbn.g_01519
OG0001097	Prar.g_01728	Prbn.g_01499
OG0001098	Prar.g_01744	Prbn.g_01480
OG0001099	Prar.g_01764	Prbn.g_01925
OG0001100	Prar.g_01768	Prbn.g_01630
OG0001101	Prar.g_01770	Prbn.g_01627
OG0001102	Prar.g_01773	Prbn.g_01624
OG0001103	Prar.g_01775	Prbn.g_01622
OG0001104	Prar.g_01796	Prbn.g_01599
OG0001105	Prar.g_01800	Prbn.g_01595
OG0001106	Prar.g_01824	Prbn.g_01427
OG0001107	Prar.g_01831	Prbn.g_01420
OG0001108	Prar.g_01835	Prbn.g_01416
OG0001109	Prar.g_01836	Prbn.g_01415
OG0001110	Prar.g_01838	Prbn.g_01413
OG0001111	Prar.g_01839	Prbn.g_01412
OG0001112	Prar.g_01840	Prbn.g_01411
OG0001113	Prar.g_01841	Prbn.g_01410
OG0001114	Prar.g_01842	Prbn.g_01409
OG0001115	Prar.g_01844	Prbn.g_01407
OG0001116	Prar.g_01845	Prbn.g_01406
OG0001117	Prar.g_01846	Prbn.g_01405
OG0001118	Prar.g_01847	Prbn.g_01404
OG0001119	Prar.g_01848	Prbn.g_01403
