Orthogroup	Prar	Prbf
OG0000562	Prar.g_01386	Prbf.g_01837
OG0000563	Prar.g_01387	Prbf.g_01838
OG0000564	Prar.g_01388	Prbf.g_01839
OG0000565	Prar.g_01391	Prbf.g_01841
OG0000566	Prar.g_01393	Prbf.g_01845
OG0000567	Prar.g_01397	Prbf.g_01849
OG0000568	Prar.g_01398	Prbf.g_01850
OG0000569	Prar.g_01399	Prbf.g_01851
OG0000570	Prar.g_01400	Prbf.g_01852
OG0000571	Prar.g_01402	Prbf.g_01854
OG0000572	Prar.g_01415	Prbf.g_01868
OG0000573	Prar.g_01422	Prbf.g_01874
OG0000574	Prar.g_01423	Prbf.g_01875
OG0000575	Prar.g_01427	Prbf.g_01879
OG0000576	Prar.g_01429	Prbf.g_01881
OG0000577	Prar.g_01430	Prbf.g_01882
OG0000578	Prar.g_01431	Prbf.g_01883
OG0000579	Prar.g_01432	Prbf.g_01884
OG0000580	Prar.g_01433	Prbf.g_01885
OG0000581	Prar.g_01435	Prbf.g_01888
OG0000582	Prar.g_01438	Prbf.g_01891
OG0000583	Prar.g_01439	Prbf.g_01892
OG0000584	Prar.g_01440	Prbf.g_01893
OG0000585	Prar.g_01442	Prbf.g_01895
OG0000586	Prar.g_01443	Prbf.g_01896
OG0000587	Prar.g_01444	Prbf.g_01897
OG0000588	Prar.g_01448	Prbf.g_01901
OG0000589	Prar.g_01451	Prbf.g_01903
OG0000590	Prar.g_01452	Prbf.g_01904
OG0000591	Prar.g_01455	Prbf.g_01908
OG0000592	Prar.g_01456	Prbf.g_01909
OG0000593	Prar.g_01462	Prbf.g_00979
OG0000594	Prar.g_01463	Prbf.g_00980
OG0000595	Prar.g_01464	Prbf.g_00981
OG0000596	Prar.g_01468	Prbf.g_00985
OG0000597	Prar.g_01470	Prbf.g_00988
OG0000598	Prar.g_01471	Prbf.g_00989
OG0000599	Prar.g_01474	Prbf.g_00992
OG0000600	Prar.g_01475	Prbf.g_00993
OG0000601	Prar.g_01476	Prbf.g_00994
OG0000602	Prar.g_01478	Prbf.g_00996
OG0000603	Prar.g_01479	Prbf.g_00997
OG0000604	Prar.g_01480	Prbf.g_00998
OG0000605	Prar.g_01481	Prbf.g_00999
OG0000606	Prar.g_01484	Prbf.g_01002
OG0000607	Prar.g_01487	Prbf.g_01005
OG0000608	Prar.g_01488	Prbf.g_01006
OG0000609	Prar.g_01489	Prbf.g_01007
OG0000610	Prar.g_01494	Prbf.g_01013
OG0000611	Prar.g_01497	Prbf.g_01016
OG0000612	Prar.g_01498	Prbf.g_01017
OG0000613	Prar.g_01503	Prbf.g_01290
OG0000614	Prar.g_01522	Prbf.g_01269
OG0000615	Prar.g_01530	Prbf.g_01258
OG0000616	Prar.g_01534	Prbf.g_00404
OG0000617	Prar.g_01605	Prbf.g_01033
OG0000618	Prar.g_01606	Prbf.g_01034
OG0000619	Prar.g_01607	Prbf.g_01035
OG0000620	Prar.g_01610	Prbf.g_01038
OG0000621	Prar.g_01611	Prbf.g_01039
OG0000622	Prar.g_01612	Prbf.g_01040
OG0000623	Prar.g_01613	Prbf.g_01041
OG0000624	Prar.g_01614	Prbf.g_01043
OG0000625	Prar.g_01615	Prbf.g_01044
OG0000626	Prar.g_01616	Prbf.g_01045
OG0000627	Prar.g_01617	Prbf.g_01046
OG0000628	Prar.g_01618	Prbf.g_01047
OG0000629	Prar.g_01619	Prbf.g_01048
OG0000630	Prar.g_01622	Prbf.g_01051
OG0000631	Prar.g_01675	Prbf.g_01144
OG0000632	Prar.g_01676	Prbf.g_01143
OG0000633	Prar.g_01677	Prbf.g_01142
OG0000634	Prar.g_01680	Prbf.g_01249
OG0000635	Prar.g_01681	Prbf.g_01248
OG0000636	Prar.g_01683	Prbf.g_01246
OG0000637	Prar.g_01685	Prbf.g_01244
OG0000638	Prar.g_01686	Prbf.g_01243
OG0000639	Prar.g_01687	Prbf.g_01242
OG0000640	Prar.g_01688	Prbf.g_01241
OG0000641	Prar.g_01692	Prbf.g_01237
OG0000642	Prar.g_01693	Prbf.g_01236
OG0000643	Prar.g_01694	Prbf.g_01235
OG0000644	Prar.g_01695	Prbf.g_01234
OG0000645	Prar.g_01696	Prbf.g_01233
OG0000646	Prar.g_01698	Prbf.g_01231
OG0000647	Prar.g_01699	Prbf.g_01229
OG0000648	Prar.g_01701	Prbf.g_01227
OG0000649	Prar.g_01702	Prbf.g_01226
OG0000650	Prar.g_01703	Prbf.g_01225
OG0000651	Prar.g_01704	Prbf.g_01224
OG0000652	Prar.g_01705	Prbf.g_01223
OG0000653	Prar.g_01707	Prbf.g_01221
OG0000654	Prar.g_01708	Prbf.g_01220
OG0000655	Prar.g_01709	Prbf.g_01219
OG0000656	Prar.g_01712	Prbf.g_01216
OG0000657	Prar.g_01719	Prbf.g_01208
OG0000658	Prar.g_01720	Prbf.g_01206
OG0000659	Prar.g_01721	Prbf.g_01205
OG0000660	Prar.g_01725	Prbf.g_01201
OG0000661	Prar.g_01727	Prbf.g_01199
OG0000662	Prar.g_01729	Prbf.g_01197
OG0000663	Prar.g_01731	Prbf.g_01195
OG0000664	Prar.g_01732	Prbf.g_01194
OG0000665	Prar.g_01736	Prbf.g_01188
OG0000666	Prar.g_01737	Prbf.g_01187
OG0000667	Prar.g_01742	Prbf.g_01183
OG0000668	Prar.g_01759	Prbf.g_00838
OG0000669	Prar.g_01767	Prbf.g_01331
OG0000670	Prar.g_01769	Prbf.g_01328
OG0000671	Prar.g_01771	Prbf.g_01325
OG0000672	Prar.g_01774	Prbf.g_01322
OG0000673	Prar.g_01777	Prbf.g_01319
OG0000674	Prar.g_01779	Prbf.g_01317
OG0000675	Prar.g_01780	Prbf.g_01316
OG0000676	Prar.g_01782	Prbf.g_01314
OG0000677	Prar.g_01783	Prbf.g_01313
OG0000678	Prar.g_01785	Prbf.g_01311
OG0000679	Prar.g_01789	Prbf.g_01307
OG0000680	Prar.g_01790	Prbf.g_01306
OG0000681	Prar.g_01792	Prbf.g_01303
OG0000682	Prar.g_01793	Prbf.g_01302
OG0000683	Prar.g_01794	Prbf.g_01301
OG0000684	Prar.g_01795	Prbf.g_01299
OG0000685	Prar.g_01797	Prbf.g_01297
OG0000686	Prar.g_01798	Prbf.g_01296
OG0000687	Prar.g_01799	Prbf.g_01295
OG0000688	Prar.g_01802	Prbf.g_01021
OG0000689	Prar.g_01803	Prbf.g_01022
OG0000690	Prar.g_01804	Prbf.g_01023
OG0000691	Prar.g_01805	Prbf.g_01024
OG0000692	Prar.g_01807	Prbf.g_01026
OG0000693	Prar.g_01808	Prbf.g_01027
OG0000694	Prar.g_01809	Prbf.g_01028
OG0000695	Prar.g_01811	Prbf.g_01140
OG0000696	Prar.g_01812	Prbf.g_01139
OG0000697	Prar.g_01813	Prbf.g_01138
OG0000698	Prar.g_01816	Prbf.g_01135
OG0000699	Prar.g_01817	Prbf.g_01134
OG0000700	Prar.g_01818	Prbf.g_01133
OG0000701	Prar.g_01819	Prbf.g_01132
OG0000702	Prar.g_01821	Prbf.g_01130
OG0000703	Prar.g_01822	Prbf.g_01129
OG0000704	Prar.g_01823	Prbf.g_01127
OG0000705	Prar.g_01827	Prbf.g_01124
OG0000706	Prar.g_01828	Prbf.g_01123
OG0000707	Prar.g_01829	Prbf.g_01122
OG0000708	Prar.g_01830	Prbf.g_01120
OG0000709	Prar.g_01834	Prbf.g_01116
OG0000710	Prar.g_01837	Prbf.g_01113
OG0000711	Prar.g_01853	Prbf.g_01095
OG0000712	Prar.g_01855	Prbf.g_01094
OG0000713	Prar.g_01856	Prbf.g_01093
OG0000714	Prar.g_01857	Prbf.g_01092
OG0000715	Prar.g_01859	Prbf.g_01090
OG0000716	Prar.g_01861	Prbf.g_01088
OG0000717	Prar.g_01862	Prbf.g_01087
OG0000718	Prar.g_01873	Prbf.g_01083
OG0000719	Prar.g_01875	Prbf.g_01081
OG0000720	Prar.g_01884	Prbf.g_01069
OG0000721	Prar.g_01886	Prbf.g_01065
OG0000722	Prar.g_01887	Prbf.g_01064
OG0000723	Prar.g_01890	Prbf.g_01060
OG0000724	Prar.g_01899	Prbf.g_01165
OG0000725	Prar.g_01905	Prbf.g_01171
OG0000726	Prar.g_01906	Prbf.g_01172
OG0000727	Prar.g_01907	Prbf.g_01173
OG0000728	Prar.g_01909	Prbf.g_01175
OG0000729	Prar.g_01955	Prbf.g_00048
OG0000730	Prar.g_01324	Prbf.g_00876
OG0000731	Prar.g_01320	Prbf.g_01684
OG0000732	Prar.g_01314	Prbf.g_00453
OG0000733	Prar.g_01295	Prbf.g_00787
OG0000734	Prar.g_01278	Prbf.g_00902
OG0000735	Prar.g_01276	Prbf.g_00904
OG0000736	Prar.g_01275	Prbf.g_00905
OG0000737	Prar.g_01274	Prbf.g_00906
OG0000738	Prar.g_01270	Prbf.g_00910
OG0000739	Prar.g_01269	Prbf.g_00911
OG0000740	Prar.g_01268	Prbf.g_00912
OG0000741	Prar.g_01267	Prbf.g_00914
OG0000742	Prar.g_01264	Prbf.g_00917
OG0000743	Prar.g_01262	Prbf.g_00919
OG0000744	Prar.g_01261	Prbf.g_00920
OG0000745	Prar.g_01260	Prbf.g_00921
OG0000746	Prar.g_01258	Prbf.g_00923
OG0000747	Prar.g_01257	Prbf.g_00924
OG0000748	Prar.g_01254	Prbf.g_00928
OG0000749	Prar.g_01253	Prbf.g_00929
OG0000750	Prar.g_01252	Prbf.g_00930
OG0000751	Prar.g_01250	Prbf.g_00933
OG0000752	Prar.g_01248	Prbf.g_00935
OG0000753	Prar.g_01245	Prbf.g_00937
OG0000754	Prar.g_01242	Prbf.g_00940
OG0000755	Prar.g_01239	Prbf.g_00946
OG0000756	Prar.g_01238	Prbf.g_00947
OG0000757	Prar.g_01232	Prbf.g_00954
OG0000758	Prar.g_01231	Prbf.g_00955
OG0000759	Prar.g_01230	Prbf.g_00956
OG0000760	Prar.g_01229	Prbf.g_00957
OG0000761	Prar.g_01228	Prbf.g_00958
OG0000762	Prar.g_01227	Prbf.g_00959
OG0000763	Prar.g_01225	Prbf.g_00961
OG0000764	Prar.g_01224	Prbf.g_00962
OG0000765	Prar.g_01215	Prbf.g_00970
OG0000766	Prar.g_01214	Prbf.g_00971
OG0000767	Prar.g_01212	Prbf.g_00973
OG0000768	Prar.g_01211	Prbf.g_00974
OG0000769	Prar.g_01209	Prbf.g_00976
OG0000770	Prar.g_01207	Prbf.g_01914
OG0000771	Prar.g_00376	Prbf.g_00253
OG0000772	Prar.g_00976	Prbf.g_00767
OG0000773	Prar.g_00964	Prbf.g_00035
OG0000774	Prar.g_00962	Prbf.g_00033
OG0000775	Prar.g_00960	Prbf.g_00031
OG0000776	Prar.g_00959	Prbf.g_00030
OG0000777	Prar.g_00958	Prbf.g_00029
OG0000778	Prar.g_00957	Prbf.g_00028
OG0000779	Prar.g_00953	Prbf.g_00024
OG0000780	Prar.g_00952	Prbf.g_00023
OG0000781	Prar.g_00949	Prbf.g_00019
OG0000782	Prar.g_00948	Prbf.g_00018
OG0000783	Prar.g_00947	Prbf.g_00017
OG0000784	Prar.g_00946	Prbf.g_00016
OG0000785	Prar.g_00944	Prbf.g_00014
OG0000786	Prar.g_00942	Prbf.g_00011
OG0000787	Prar.g_00941	Prbf.g_00010
OG0000788	Prar.g_00924	Prbf.g_01782
OG0000789	Prar.g_00921	Prbf.g_00256
OG0000790	Prar.g_00906	Prbf.g_00100
OG0000791	Prar.g_00904	Prbf.g_00102
OG0000792	Prar.g_00903	Prbf.g_00103
OG0000793	Prar.g_00900	Prbf.g_00106
OG0000794	Prar.g_00899	Prbf.g_00107
OG0000795	Prar.g_00898	Prbf.g_00108
OG0000796	Prar.g_00894	Prbf.g_00112
OG0000797	Prar.g_00893	Prbf.g_00113
OG0000798	Prar.g_00866	Prbf.g_00312
OG0000799	Prar.g_00357	Prbf.g_00140
OG0000800	Prar.g_00356	Prbf.g_00141
OG0000801	Prar.g_00355	Prbf.g_00142
OG0000802	Prar.g_00353	Prbf.g_00144
OG0000803	Prar.g_00351	Prbf.g_00146
OG0000804	Prar.g_00350	Prbf.g_00147
OG0000805	Prar.g_00348	Prbf.g_00149
OG0000806	Prar.g_00346	Prbf.g_00151
OG0000807	Prar.g_00345	Prbf.g_00152
OG0000808	Prar.g_00344	Prbf.g_00153
OG0000809	Prar.g_00341	Prbf.g_00155
OG0000810	Prar.g_00340	Prbf.g_00156
OG0000811	Prar.g_00336	Prbf.g_00160
OG0000812	Prar.g_00842	Prbf.g_00162
OG0000813	Prar.g_00841	Prbf.g_00163
OG0000814	Prar.g_00839	Prbf.g_00165
OG0000815	Prar.g_00838	Prbf.g_00166
OG0000816	Prar.g_00836	Prbf.g_00168
OG0000817	Prar.g_00835	Prbf.g_00169
OG0000818	Prar.g_00830	Prbf.g_00174
OG0000819	Prar.g_00829	Prbf.g_00175
OG0000820	Prar.g_00828	Prbf.g_00176
OG0000821	Prar.g_00824	Prbf.g_00180
OG0000822	Prar.g_00823	Prbf.g_00181
OG0000823	Prar.g_00822	Prbf.g_00182
OG0000824	Prar.g_00819	Prbf.g_00185
OG0000825	Prar.g_00818	Prbf.g_00186
OG0000826	Prar.g_00817	Prbf.g_00187
OG0000827	Prar.g_00816	Prbf.g_00188
OG0000828	Prar.g_00813	Prbf.g_00191
OG0000829	Prar.g_00812	Prbf.g_00192
OG0000830	Prar.g_00811	Prbf.g_00193
OG0000831	Prar.g_00809	Prbf.g_00195
OG0000832	Prar.g_00803	Prbf.g_00205
OG0000833	Prar.g_00795	Prbf.g_00214
OG0000834	Prar.g_00794	Prbf.g_00215
OG0000835	Prar.g_00793	Prbf.g_00216
OG0000836	Prar.g_00792	Prbf.g_00217
OG0000837	Prar.g_00791	Prbf.g_00218
OG0000838	Prar.g_00789	Prbf.g_00220
OG0000839	Prar.g_00788	Prbf.g_00221
OG0000840	Prar.g_00787	Prbf.g_00222
OG0000841	Prar.g_00786	Prbf.g_00223
OG0000842	Prar.g_00785	Prbf.g_00224
OG0000843	Prar.g_00784	Prbf.g_00225
OG0000844	Prar.g_00783	Prbf.g_00226
OG0000845	Prar.g_00782	Prbf.g_00227
OG0000846	Prar.g_00781	Prbf.g_00228
OG0000847	Prar.g_00780	Prbf.g_00229
OG0000848	Prar.g_00779	Prbf.g_00230
OG0000849	Prar.g_00778	Prbf.g_00231
OG0000850	Prar.g_00776	Prbf.g_00233
OG0000851	Prar.g_00775	Prbf.g_00234
OG0000852	Prar.g_00774	Prbf.g_00235
OG0000853	Prar.g_00770	Prbf.g_00241
OG0000854	Prar.g_00768	Prbf.g_00243
OG0000855	Prar.g_00767	Prbf.g_00244
OG0000856	Prar.g_00753	Prbf.g_01911
OG0000857	Prar.g_00725	Prbf.g_01230
OG0000858	Prar.g_01149	Prbf.g_00700
OG0000859	Prar.g_01148	Prbf.g_00699
OG0000860	Prar.g_01141	Prbf.g_00691
OG0000861	Prar.g_01140	Prbf.g_00690
OG0000862	Prar.g_01139	Prbf.g_00689
OG0000863	Prar.g_01137	Prbf.g_00687
OG0000864	Prar.g_01136	Prbf.g_00686
OG0000865	Prar.g_01135	Prbf.g_00685
OG0000866	Prar.g_01134	Prbf.g_00684
OG0000867	Prar.g_01133	Prbf.g_00683
OG0000868	Prar.g_01132	Prbf.g_00681
OG0000869	Prar.g_01128	Prbf.g_00678
OG0000870	Prar.g_01123	Prbf.g_00673
OG0000871	Prar.g_01122	Prbf.g_00672
OG0000872	Prar.g_01121	Prbf.g_00671
OG0000873	Prar.g_01965	Prbf.g_00668
OG0000874	Prar.g_01968	Prbf.g_00665
OG0000875	Prar.g_01969	Prbf.g_00664
OG0000876	Prar.g_01970	Prbf.g_00663
OG0000877	Prar.g_01963	Prbf.g_00661
OG0000878	Prar.g_01962	Prbf.g_00660
OG0000879	Prar.g_01961	Prbf.g_00659
OG0000880	Prar.g_01960	Prbf.g_00658
OG0000881	Prar.g_00595, Prar.g_01956	Prbf.g_00654
OG0000882	Prar.g_00600	Prbf.g_00649
OG0000883	Prar.g_00601	Prbf.g_00647
OG0000884	Prar.g_00603	Prbf.g_00645
OG0000885	Prar.g_00604	Prbf.g_00644
OG0000886	Prar.g_00605	Prbf.g_00643
OG0000887	Prar.g_00606	Prbf.g_00642
OG0000888	Prar.g_00608	Prbf.g_00640
OG0000889	Prar.g_00610	Prbf.g_00638
OG0000890	Prar.g_00611	Prbf.g_00637
OG0000891	Prar.g_00612	Prbf.g_00636
OG0000892	Prar.g_01119	Prbf.g_00634
OG0000893	Prar.g_01114	Prbf.g_00630
OG0000894	Prar.g_01112	Prbf.g_00627
OG0000895	Prar.g_01109	Prbf.g_00623
OG0000896	Prar.g_01108	Prbf.g_00622
OG0000897	Prar.g_01106	Prbf.g_00620
OG0000898	Prar.g_01105	Prbf.g_00619
OG0000899	Prar.g_01104	Prbf.g_00618
OG0000900	Prar.g_01103	Prbf.g_00617
OG0000901	Prar.g_01100	Prbf.g_00614
OG0000902	Prar.g_01098	Prbf.g_00612
OG0000903	Prar.g_01095	Prbf.g_00608
OG0000904	Prar.g_01093	Prbf.g_00604
OG0000905	Prar.g_01088	Prbf.g_00610
OG0000906	Prar.g_01087	Prbf.g_00611
OG0000907	Prar.g_01069	Prbf.g_00601
OG0000908	Prar.g_01066	Prbf.g_00598
OG0000909	Prar.g_01065	Prbf.g_00597
OG0000910	Prar.g_01064	Prbf.g_00596
OG0000911	Prar.g_01062	Prbf.g_00594
OG0000912	Prar.g_01061	Prbf.g_00593
OG0000913	Prar.g_01060	Prbf.g_00592
OG0000914	Prar.g_01059	Prbf.g_00591
OG0000915	Prar.g_01058	Prbf.g_00590
OG0000916	Prar.g_01057	Prbf.g_00589
OG0000917	Prar.g_01056	Prbf.g_00588
OG0000918	Prar.g_01055	Prbf.g_00587
OG0000919	Prar.g_01054	Prbf.g_00586
OG0000920	Prar.g_01053	Prbf.g_00585
OG0000921	Prar.g_01052	Prbf.g_00584
OG0000922	Prar.g_01051	Prbf.g_00583
OG0000923	Prar.g_01047	Prbf.g_00579
OG0000924	Prar.g_01046	Prbf.g_00578
OG0000925	Prar.g_01045	Prbf.g_00577
OG0000926	Prar.g_01044	Prbf.g_00576
OG0000927	Prar.g_01042	Prbf.g_00574
OG0000928	Prar.g_01041	Prbf.g_00573
OG0000929	Prar.g_01040	Prbf.g_00572
OG0000930	Prar.g_01039	Prbf.g_00571
OG0000931	Prar.g_01038	Prbf.g_00570
OG0000932	Prar.g_01037	Prbf.g_00569
OG0000933	Prar.g_01033	Prbf.g_00565
OG0000934	Prar.g_01031	Prbf.g_00563
OG0000935	Prar.g_01030	Prbf.g_00562
OG0000936	Prar.g_01029	Prbf.g_00561
OG0000937	Prar.g_01028	Prbf.g_00560
OG0000938	Prar.g_01026	Prbf.g_00557
OG0000939	Prar.g_01025	Prbf.g_00556
OG0000940	Prar.g_01019	Prbf.g_00549
OG0000941	Prar.g_01017	Prbf.g_00547
OG0000942	Prar.g_01015	Prbf.g_00545
OG0000943	Prar.g_01014	Prbf.g_00544
OG0000944	Prar.g_01013	Prbf.g_00542
OG0000945	Prar.g_01012	Prbf.g_00541
OG0000946	Prar.g_00617	Prbf.g_00536
OG0000947	Prar.g_00619	Prbf.g_00534
OG0000948	Prar.g_00620	Prbf.g_00533
OG0000949	Prar.g_00623	Prbf.g_00530
OG0000950	Prar.g_00628	Prbf.g_00523
OG0000951	Prar.g_00632	Prbf.g_00519
OG0000952	Prar.g_00636	Prbf.g_00515
OG0000953	Prar.g_00639	Prbf.g_00511
OG0000954	Prar.g_00643	Prbf.g_00507
OG0000955	Prar.g_00644	Prbf.g_00506
OG0000956	Prar.g_00646	Prbf.g_00504
OG0000957	Prar.g_00651	Prbf.g_00498
OG0000958	Prar.g_00652	Prbf.g_00497
OG0000959	Prar.g_00656	Prbf.g_00493
OG0000960	Prar.g_00657	Prbf.g_00492
OG0000961	Prar.g_00659	Prbf.g_00488
OG0000962	Prar.g_00661	Prbf.g_00486
OG0000963	Prar.g_00664	Prbf.g_00482
OG0000964	Prar.g_00665	Prbf.g_00481
OG0000965	Prar.g_00666	Prbf.g_00480
OG0000966	Prar.g_00673	Prbf.g_00474
OG0000967	Prar.g_00677	Prbf.g_00470
OG0000968	Prar.g_00679	Prbf.g_00468
OG0000969	Prar.g_00680	Prbf.g_00467
OG0000970	Prar.g_00681	Prbf.g_00466
OG0000971	Prar.g_00682	Prbf.g_00465
OG0000972	Prar.g_00683	Prbf.g_00464
OG0000973	Prar.g_00684	Prbf.g_00463
OG0000974	Prar.g_00685	Prbf.g_00462
OG0000975	Prar.g_00686	Prbf.g_00461
OG0000976	Prar.g_00687	Prbf.g_00460
OG0000977	Prar.g_00688	Prbf.g_00459
OG0000978	Prar.g_00689	Prbf.g_00458
OG0000979	Prar.g_00692	Prbf.g_00456
OG0000980	Prar.g_00694	Prbf.g_00454
OG0000981	Prar.g_00696	Prbf.g_00451
OG0000982	Prar.g_00698	Prbf.g_00449
OG0000983	Prar.g_00699	Prbf.g_00448
OG0000984	Prar.g_00700	Prbf.g_00447
OG0000985	Prar.g_00703	Prbf.g_00444
OG0000986	Prar.g_00705	Prbf.g_00442
OG0000987	Prar.g_00706	Prbf.g_00441
OG0000988	Prar.g_00709	Prbf.g_00438
OG0000989	Prar.g_00073	Prbf.g_00434
OG0000990	Prar.g_00070	Prbf.g_00430
OG0000991	Prar.g_00069	Prbf.g_00429
OG0000992	Prar.g_00067	Prbf.g_00426
OG0000993	Prar.g_00066	Prbf.g_00425
OG0000994	Prar.g_00065	Prbf.g_00424
OG0000995	Prar.g_00061	Prbf.g_00420
OG0000996	Prar.g_00060	Prbf.g_00419
OG0000997	Prar.g_00059	Prbf.g_00416
OG0000998	Prar.g_00057	Prbf.g_00414
OG0000999	Prar.g_00056	Prbf.g_00413
OG0001000	Prar.g_00053	Prbf.g_00410
OG0001001	Prar.g_00051	Prbf.g_00407
OG0001002	Prar.g_00047	Prbf.g_00402
OG0001003	Prar.g_00046	Prbf.g_00401
OG0001004	Prar.g_00045	Prbf.g_00400
OG0001005	Prar.g_00044	Prbf.g_00399
OG0001006	Prar.g_00040	Prbf.g_00395
OG0001007	Prar.g_00038	Prbf.g_00393
OG0001008	Prar.g_00485	Prbf.g_01721
OG0001009	Prar.g_00011	Prbf.g_01349
OG0001010	Prar.g_00010	Prbf.g_01350
OG0001011	Prar.g_00009	Prbf.g_01352
OG0001012	Prar.g_00577	Prbf.g_01366
OG0001013	Prar.g_00571	Prbf.g_01373
OG0001014	Prar.g_00568	Prbf.g_01376
OG0001015	Prar.g_00567	Prbf.g_01378
OG0001016	Prar.g_00255	Prbf.g_01400
OG0001017	Prar.g_00251	Prbf.g_01404
OG0001018	Prar.g_00248	Prbf.g_01406
OG0001019	Prar.g_00239	Prbf.g_01415
OG0001020	Prar.g_00238	Prbf.g_01416
OG0001021	Prar.g_00237	Prbf.g_01417
OG0001022	Prar.g_00234	Prbf.g_01420
OG0001023	Prar.g_00233	Prbf.g_01421
OG0001024	Prar.g_00230	Prbf.g_01425
OG0001025	Prar.g_00224	Prbf.g_01432
OG0001026	Prar.g_00217	Prbf.g_01441
OG0001027	Prar.g_00216	Prbf.g_01442
OG0001028	Prar.g_00214	Prbf.g_01444
OG0001029	Prar.g_00213	Prbf.g_01445
OG0001030	Prar.g_00198	Prbf.g_01461
OG0001031	Prar.g_00141	Prbf.g_01521
OG0001032	Prar.g_00140	Prbf.g_01522
OG0001033	Prar.g_00119	Prbf.g_01543
OG0001034	Prar.g_00091	Prbf.g_01574
OG0001035	Prar.g_00333	Prbf.g_01594
OG0001036	Prar.g_00328	Prbf.g_01598
OG0001037	Prar.g_00327	Prbf.g_01599
OG0001038	Prar.g_00309	Prbf.g_01618
OG0001039	Prar.g_00306	Prbf.g_01621
OG0001040	Prar.g_00304	Prbf.g_01623
OG0001041	Prar.g_00300	Prbf.g_01628
OG0001042	Prar.g_00283	Prbf.g_01645
OG0001043	Prar.g_00282	Prbf.g_01646
OG0001044	Prar.g_00393	Prbf.g_01677
OG0001045	Prar.g_00402	Prbf.g_01686
OG0001046	Prar.g_00440	Prbf.g_00741
OG0001047	Prar.g_00487	Prbf.g_01723
OG0001048	Prar.g_00488	Prbf.g_01724
OG0001049	Prar.g_00490	Prbf.g_01726
OG0001050	Prar.g_00491	Prbf.g_01727
OG0001051	Prar.g_00492	Prbf.g_01728
OG0001052	Prar.g_00521	Prbf.g_01754
OG0001053	Prar.g_00533	Prbf.g_01766
OG0001054	Prar.g_01329	Prbf.g_01781
OG0001055	Prar.g_01347	Prbf.g_01800
OG0001056	Prar.g_01366	Prbf.g_01817
OG0001057	Prar.g_01371	Prbf.g_01822
OG0001058	Prar.g_01379	Prbf.g_01830
OG0001059	Prar.g_01383	Prbf.g_01834
OG0001060	Prar.g_01390	Prbf.g_01840
OG0001061	Prar.g_01403	Prbf.g_01855
OG0001062	Prar.g_01405	Prbf.g_01857
OG0001063	Prar.g_01407	Prbf.g_01859
OG0001064	Prar.g_01408	Prbf.g_01860
OG0001065	Prar.g_01409	Prbf.g_01861
OG0001066	Prar.g_01410	Prbf.g_01862
OG0001067	Prar.g_01411	Prbf.g_01863
OG0001068	Prar.g_01412	Prbf.g_01864
OG0001069	Prar.g_01413	Prbf.g_01865
OG0001070	Prar.g_01416	Prbf.g_01869
OG0001071	Prar.g_01417	Prbf.g_01870
OG0001072	Prar.g_01419	Prbf.g_01872
OG0001073	Prar.g_01434	Prbf.g_01886
OG0001074	Prar.g_01445	Prbf.g_01898
OG0001075	Prar.g_01446	Prbf.g_01899
OG0001076	Prar.g_01454	Prbf.g_01906
OG0001077	Prar.g_01458	Prbf.g_01912
OG0001078	Prar.g_01466	Prbf.g_00983
OG0001079	Prar.g_01477	Prbf.g_00995
OG0001080	Prar.g_01483	Prbf.g_01001
OG0001081	Prar.g_01485	Prbf.g_01003
OG0001082	Prar.g_01486	Prbf.g_01004
OG0001083	Prar.g_01491	Prbf.g_01009
OG0001084	Prar.g_01492	Prbf.g_01010
OG0001085	Prar.g_01500	Prbf.g_01293
OG0001086	Prar.g_01501	Prbf.g_01292
OG0001087	Prar.g_01518	Prbf.g_01274
OG0001088	Prar.g_01519	Prbf.g_01273
OG0001089	Prar.g_01527	Prbf.g_01262
OG0001090	Prar.g_01600	Prbf.g_01252
OG0001091	Prar.g_01602	Prbf.g_01030
OG0001092	Prar.g_01603	Prbf.g_01031
OG0001093	Prar.g_01608	Prbf.g_01036
OG0001094	Prar.g_01678	Prbf.g_01029
OG0001095	Prar.g_01697	Prbf.g_01232
OG0001096	Prar.g_01710	Prbf.g_01218
OG0001097	Prar.g_01728	Prbf.g_01198
OG0001098	Prar.g_01744	Prbf.g_01179
OG0001099	Prar.g_01764	Prbf.g_00833
OG0001100	Prar.g_01768	Prbf.g_01329
OG0001101	Prar.g_01770	Prbf.g_01326
OG0001102	Prar.g_01773	Prbf.g_01323
OG0001103	Prar.g_01775	Prbf.g_01321
OG0001104	Prar.g_01796	Prbf.g_01298
OG0001105	Prar.g_01800	Prbf.g_01294
OG0001106	Prar.g_01824	Prbf.g_01126
OG0001107	Prar.g_01831	Prbf.g_01119
OG0001108	Prar.g_01835	Prbf.g_01115
OG0001109	Prar.g_01836	Prbf.g_01114
OG0001110	Prar.g_01838	Prbf.g_01112
OG0001111	Prar.g_01839	Prbf.g_01111
OG0001112	Prar.g_01840	Prbf.g_01110
OG0001113	Prar.g_01841	Prbf.g_01109
OG0001114	Prar.g_01842	Prbf.g_01108
OG0001115	Prar.g_01844	Prbf.g_01106
OG0001116	Prar.g_01845	Prbf.g_01105
OG0001117	Prar.g_01846	Prbf.g_01104
OG0001118	Prar.g_01847	Prbf.g_01103
OG0001119	Prar.g_01848	Prbf.g_01102
OG0001120	Prar.g_01850	Prbf.g_01100
