Orthogroup	Prar	Syaj
OG0000569	Prar.g_01399	Syaj.g_00208
OG0000570	Prar.g_01400	Syaj.g_00209
OG0000571	Prar.g_01402	Syaj.g_00213
OG0000572	Prar.g_01415	Syaj.g_00230
OG0000573	Prar.g_01422	Syaj.g_00238
OG0000574	Prar.g_01423	Syaj.g_00242
OG0000575	Prar.g_01427	Syaj.g_00247
OG0000576	Prar.g_01429	Syaj.g_00249
OG0000577	Prar.g_01430	Syaj.g_00250
OG0000578	Prar.g_01431	Syaj.g_00251
OG0000579	Prar.g_01432	Syaj.g_00252
OG0000580	Prar.g_01433	Syaj.g_00253
OG0000581	Prar.g_01435	Syaj.g_00261
OG0000582	Prar.g_01438	Syaj.g_01338
OG0000583	Prar.g_01439	Syaj.g_01337
OG0000584	Prar.g_01440	Syaj.g_01336
OG0000585	Prar.g_01442	Syaj.g_01334
OG0000586	Prar.g_01443	Syaj.g_01333
OG0000587	Prar.g_01444	Syaj.g_01331
OG0000588	Prar.g_01448	Syaj.g_01313
OG0000589	Prar.g_01451	Syaj.g_01308
OG0000590	Prar.g_01452	Syaj.g_01307
OG0000591	Prar.g_01455	Syaj.g_01299
OG0000592	Prar.g_01456	Syaj.g_01298
OG0000593	Prar.g_01462	Syaj.g_01287
OG0000594	Prar.g_01463	Syaj.g_01286
OG0000595	Prar.g_01464	Syaj.g_01285
OG0000596	Prar.g_01468	Syaj.g_01280
OG0000597	Prar.g_01470	Syaj.g_01277
OG0000598	Prar.g_01471	Syaj.g_01276
OG0000599	Prar.g_01474	Syaj.g_01273
OG0000600	Prar.g_01475	Syaj.g_01272
OG0000601	Prar.g_01476	Syaj.g_01271
OG0000602	Prar.g_01478	Syaj.g_01266
OG0000603	Prar.g_01479	Syaj.g_01265
OG0000604	Prar.g_01480	Syaj.g_01262
OG0000605	Prar.g_01481	Syaj.g_01153
OG0000606	Prar.g_01484	Syaj.g_00698
OG0000607	Prar.g_01487	Syaj.g_00702
OG0000608	Prar.g_01488	Syaj.g_00703
OG0000609	Prar.g_01489	Syaj.g_00705
OG0000610	Prar.g_01494	Syaj.g_00714
OG0000611	Prar.g_01497	Syaj.g_00717
OG0000612	Prar.g_01498	Syaj.g_00718
OG0000613	Prar.g_01503	Syaj.g_02500
OG0000614	Prar.g_01522	Syaj.g_00480
OG0000615	Prar.g_01530	Syaj.g_01065
OG0000616	Prar.g_01534	Syaj.g_02245
OG0000617	Prar.g_01605	Syaj.g_00952
OG0000618	Prar.g_01606	Syaj.g_00951
OG0000619	Prar.g_01607	Syaj.g_00950
OG0000620	Prar.g_01610	Syaj.g_00945
OG0000621	Prar.g_01611	Syaj.g_00944
OG0000622	Prar.g_01612	Syaj.g_00943
OG0000623	Prar.g_01613	Syaj.g_00942
OG0000624	Prar.g_01614	Syaj.g_00940
OG0000625	Prar.g_01615	Syaj.g_00939
OG0000626	Prar.g_01616	Syaj.g_00938
OG0000627	Prar.g_01617	Syaj.g_00765
OG0000628	Prar.g_01618	Syaj.g_00766
OG0000629	Prar.g_01619	Syaj.g_00769
OG0000630	Prar.g_01622	Syaj.g_00773
OG0000631	Prar.g_01675	Syaj.g_00786
OG0000632	Prar.g_01676	Syaj.g_00787
OG0000633	Prar.g_01677	Syaj.g_00789
OG0000634	Prar.g_01680	Syaj.g_01030
OG0000635	Prar.g_01681	Syaj.g_01029
OG0000636	Prar.g_01683	Syaj.g_01024
OG0000637	Prar.g_01685	Syaj.g_01022
OG0000638	Prar.g_01686	Syaj.g_01021
OG0000639	Prar.g_01687	Syaj.g_01020
OG0000640	Prar.g_01688	Syaj.g_01019
OG0000641	Prar.g_01692	Syaj.g_01015
OG0000642	Prar.g_01693	Syaj.g_01014
OG0000643	Prar.g_01694	Syaj.g_01012
OG0000644	Prar.g_01695	Syaj.g_01011
OG0000645	Prar.g_01696	Syaj.g_01009
OG0000646	Prar.g_01698	Syaj.g_01006
OG0000647	Prar.g_01699	Syaj.g_01004
OG0000648	Prar.g_01701	Syaj.g_01001
OG0000649	Prar.g_01702	Syaj.g_01000
OG0000650	Prar.g_01703	Syaj.g_00999
OG0000651	Prar.g_01704	Syaj.g_00998
OG0000652	Prar.g_01705	Syaj.g_00997
OG0000653	Prar.g_01707	Syaj.g_00991
OG0000654	Prar.g_01708	Syaj.g_00990
OG0000655	Prar.g_01709	Syaj.g_00989
OG0000656	Prar.g_01712	Syaj.g_00986
OG0000657	Prar.g_01719	Syaj.g_00382
OG0000658	Prar.g_01720	Syaj.g_00379
OG0000659	Prar.g_01721	Syaj.g_00378
OG0000660	Prar.g_01725	Syaj.g_00374
OG0000661	Prar.g_01727	Syaj.g_00372
OG0000662	Prar.g_01729	Syaj.g_00370
OG0000663	Prar.g_01731	Syaj.g_00367
OG0000664	Prar.g_01732	Syaj.g_00358
OG0000665	Prar.g_01736	Syaj.g_01243
OG0000666	Prar.g_01737	Syaj.g_01154
OG0000667	Prar.g_01742	Syaj.g_02661
OG0000668	Prar.g_01759	Syaj.g_00816
OG0000669	Prar.g_01767	Syaj.g_00730
OG0000670	Prar.g_01769	Syaj.g_00733
OG0000671	Prar.g_01771	Syaj.g_00735
OG0000672	Prar.g_01774	Syaj.g_00739
OG0000673	Prar.g_01777	Syaj.g_00742
OG0000674	Prar.g_01779	Syaj.g_00744
OG0000675	Prar.g_01780	Syaj.g_00757
OG0000676	Prar.g_01782	Syaj.g_00759
OG0000677	Prar.g_01783	Syaj.g_00760
OG0000678	Prar.g_01785	Syaj.g_01075
OG0000679	Prar.g_01789	Syaj.g_01061
OG0000680	Prar.g_01790	Syaj.g_01060
OG0000681	Prar.g_01792	Syaj.g_01057
OG0000682	Prar.g_01793	Syaj.g_01056
OG0000683	Prar.g_01794	Syaj.g_01055
OG0000684	Prar.g_01795	Syaj.g_01051
OG0000685	Prar.g_01797	Syaj.g_01049
OG0000686	Prar.g_01798	Syaj.g_01048
OG0000687	Prar.g_01799	Syaj.g_01047
OG0000688	Prar.g_01802	Syaj.g_01041
OG0000689	Prar.g_01803	Syaj.g_01039
OG0000690	Prar.g_01804	Syaj.g_01038
OG0000691	Prar.g_01805	Syaj.g_01037
OG0000692	Prar.g_01807	Syaj.g_01036
OG0000693	Prar.g_01808	Syaj.g_01034
OG0000694	Prar.g_01809	Syaj.g_01033
OG0000695	Prar.g_01811	Syaj.g_00791
OG0000696	Prar.g_01812	Syaj.g_00792
OG0000697	Prar.g_01813	Syaj.g_00932
OG0000698	Prar.g_01816	Syaj.g_00929
OG0000699	Prar.g_01817	Syaj.g_00928
OG0000700	Prar.g_01818	Syaj.g_00927
OG0000701	Prar.g_01819	Syaj.g_00926
OG0000702	Prar.g_01821	Syaj.g_00916
OG0000703	Prar.g_01822	Syaj.g_00915
OG0000704	Prar.g_01823	Syaj.g_00913
OG0000705	Prar.g_01827	Syaj.g_00906
OG0000706	Prar.g_01828	Syaj.g_00905
OG0000707	Prar.g_01829	Syaj.g_00904
OG0000708	Prar.g_01830	Syaj.g_00901
OG0000709	Prar.g_01834	Syaj.g_00872
OG0000710	Prar.g_01837	Syaj.g_00867
OG0000711	Prar.g_01853	Syaj.g_00839
OG0000712	Prar.g_01855	Syaj.g_00837
OG0000713	Prar.g_01856	Syaj.g_00836
OG0000714	Prar.g_01857	Syaj.g_00834
OG0000715	Prar.g_01859	Syaj.g_00832
OG0000716	Prar.g_01861	Syaj.g_00825
OG0000717	Prar.g_01862	Syaj.g_00824
OG0000718	Prar.g_01873	Syaj.g_00820
OG0000719	Prar.g_01875	Syaj.g_00818
OG0000720	Prar.g_01884	Syaj.g_00805
OG0000721	Prar.g_01886	Syaj.g_00803
OG0000722	Prar.g_01887	Syaj.g_00802
OG0000723	Prar.g_01890	Syaj.g_00934
OG0000724	Prar.g_01899	Syaj.g_00421
OG0000725	Prar.g_01905	Syaj.g_00430
OG0000726	Prar.g_01906	Syaj.g_00431
OG0000727	Prar.g_01907	Syaj.g_00432
OG0000728	Prar.g_01909	Syaj.g_00434
OG0000729	Prar.g_01955	Syaj.g_02397
OG0000730	Prar.g_01324	Syaj.g_02802
OG0000731	Prar.g_01320	Syaj.g_02814
OG0000732	Prar.g_01314	Syaj.g_02315
OG0000733	Prar.g_01295	Syaj.g_02151
OG0000734	Prar.g_01278	Syaj.g_01895
OG0000735	Prar.g_01276	Syaj.g_00286
OG0000736	Prar.g_01275	Syaj.g_00287
OG0000737	Prar.g_01274	Syaj.g_00288
OG0000738	Prar.g_01270	Syaj.g_00293
OG0000739	Prar.g_01269	Syaj.g_00295
OG0000740	Prar.g_01268	Syaj.g_00296
OG0000741	Prar.g_01267	Syaj.g_00299
OG0000742	Prar.g_01264	Syaj.g_00301
OG0000743	Prar.g_01262	Syaj.g_00303
OG0000744	Prar.g_01261	Syaj.g_00304
OG0000745	Prar.g_01260	Syaj.g_00306
OG0000746	Prar.g_01258	Syaj.g_00308
OG0000747	Prar.g_01257	Syaj.g_00309
OG0000748	Prar.g_01254	Syaj.g_00319
OG0000749	Prar.g_01253	Syaj.g_00322
OG0000750	Prar.g_01252	Syaj.g_00323
OG0000751	Prar.g_01250	Syaj.g_00331
OG0000752	Prar.g_01248	Syaj.g_00333
OG0000753	Prar.g_01245	Syaj.g_00336
OG0000754	Prar.g_01242	Syaj.g_00643
OG0000755	Prar.g_01239	Syaj.g_00631
OG0000756	Prar.g_01238	Syaj.g_00625
OG0000757	Prar.g_01232	Syaj.g_00614
OG0000758	Prar.g_01231	Syaj.g_00613
OG0000759	Prar.g_01230	Syaj.g_00612
OG0000760	Prar.g_01229	Syaj.g_00611
OG0000761	Prar.g_01228	Syaj.g_00609
OG0000762	Prar.g_01227	Syaj.g_00603
OG0000763	Prar.g_01225	Syaj.g_00597
OG0000764	Prar.g_01224	Syaj.g_00596
OG0000765	Prar.g_01215	Syaj.g_00577
OG0000766	Prar.g_01214	Syaj.g_00576
OG0000767	Prar.g_01212	Syaj.g_00574
OG0000768	Prar.g_01211	Syaj.g_00573
OG0000769	Prar.g_01209	Syaj.g_00571
OG0000770	Prar.g_01207	Syaj.g_00567
OG0000771	Prar.g_00376	Syaj.g_00415
OG0000772	Prar.g_00976	Syaj.g_01208
OG0000773	Prar.g_00964	Syaj.g_00280
OG0000774	Prar.g_00962	Syaj.g_01502
OG0000775	Prar.g_00960	Syaj.g_01504
OG0000776	Prar.g_00959	Syaj.g_01505
OG0000777	Prar.g_00958	Syaj.g_01506
OG0000778	Prar.g_00957	Syaj.g_01507
OG0000779	Prar.g_00953	Syaj.g_01513
OG0000780	Prar.g_00952	Syaj.g_01517
OG0000781	Prar.g_00949	Syaj.g_01521
OG0000782	Prar.g_00948	Syaj.g_01522
OG0000783	Prar.g_00947	Syaj.g_01524
OG0000784	Prar.g_00946	Syaj.g_01525
OG0000785	Prar.g_00944	Syaj.g_01526
OG0000786	Prar.g_00942	Syaj.g_00265
OG0000787	Prar.g_00941	Syaj.g_00264
OG0000788	Prar.g_00924	Syaj.g_01270
OG0000789	Prar.g_00921	Syaj.g_01121
OG0000790	Prar.g_00906	Syaj.g_00054
OG0000791	Prar.g_00904	Syaj.g_00053
OG0000792	Prar.g_00903	Syaj.g_00052
OG0000793	Prar.g_00900	Syaj.g_00047
OG0000794	Prar.g_00899	Syaj.g_00046
OG0000795	Prar.g_00898	Syaj.g_00045
OG0000796	Prar.g_00894	Syaj.g_00039
OG0000797	Prar.g_00893	Syaj.g_00038
OG0000798	Prar.g_00866	Syaj.g_02568
OG0000799	Prar.g_00357	Syaj.g_01352
OG0000800	Prar.g_00356	Syaj.g_01354
OG0000801	Prar.g_00355	Syaj.g_01355
OG0000802	Prar.g_00353	Syaj.g_01359
OG0000803	Prar.g_00351	Syaj.g_01363
OG0000804	Prar.g_00350	Syaj.g_01366
OG0000805	Prar.g_00348	Syaj.g_01369
OG0000806	Prar.g_00346	Syaj.g_01370
OG0000807	Prar.g_00345	Syaj.g_01372
OG0000808	Prar.g_00344	Syaj.g_01373
OG0000809	Prar.g_00341	Syaj.g_01376
OG0000810	Prar.g_00340	Syaj.g_01377
OG0000811	Prar.g_00336	Syaj.g_01385
OG0000812	Prar.g_00842	Syaj.g_01387
OG0000813	Prar.g_00841	Syaj.g_01388
OG0000814	Prar.g_00839	Syaj.g_01390
OG0000815	Prar.g_00838	Syaj.g_01391
OG0000816	Prar.g_00836	Syaj.g_01392
OG0000817	Prar.g_00835	Syaj.g_01393
OG0000818	Prar.g_00830	Syaj.g_01399
OG0000819	Prar.g_00829	Syaj.g_01400
OG0000820	Prar.g_00828	Syaj.g_01401
OG0000821	Prar.g_00824	Syaj.g_01412
OG0000822	Prar.g_00823	Syaj.g_01414
OG0000823	Prar.g_00822	Syaj.g_01415
OG0000824	Prar.g_00819	Syaj.g_01421
OG0000825	Prar.g_00818	Syaj.g_01422
OG0000826	Prar.g_00817	Syaj.g_01423
OG0000827	Prar.g_00816	Syaj.g_01424
OG0000828	Prar.g_00813	Syaj.g_01427
OG0000829	Prar.g_00812	Syaj.g_01428
OG0000830	Prar.g_00811	Syaj.g_01429
OG0000831	Prar.g_00809	Syaj.g_01431
OG0000832	Prar.g_00803	Syaj.g_01635
OG0000833	Prar.g_00795	Syaj.g_01647
OG0000834	Prar.g_00794	Syaj.g_01649
OG0000835	Prar.g_00793	Syaj.g_01650
OG0000836	Prar.g_00792	Syaj.g_01654
OG0000837	Prar.g_00791	Syaj.g_01661
OG0000838	Prar.g_00789	Syaj.g_01665
OG0000839	Prar.g_00788	Syaj.g_01666
OG0000840	Prar.g_00787	Syaj.g_01667
OG0000841	Prar.g_00786	Syaj.g_01668
OG0000842	Prar.g_00785	Syaj.g_01669
OG0000843	Prar.g_00784	Syaj.g_01670
OG0000844	Prar.g_00783	Syaj.g_01680
OG0000845	Prar.g_00782	Syaj.g_01681
OG0000846	Prar.g_00781	Syaj.g_01682
OG0000847	Prar.g_00780	Syaj.g_01683
OG0000848	Prar.g_00779	Syaj.g_01685
OG0000849	Prar.g_00778	Syaj.g_01686
OG0000850	Prar.g_00776	Syaj.g_01689
OG0000851	Prar.g_00775	Syaj.g_01694
OG0000852	Prar.g_00774	Syaj.g_01695
OG0000853	Prar.g_00770	Syaj.g_01699
OG0000854	Prar.g_00768	Syaj.g_01701
OG0000855	Prar.g_00767	Syaj.g_01702
OG0000856	Prar.g_00753	Syaj.g_01296
OG0000857	Prar.g_00725	Syaj.g_01005
OG0000858	Prar.g_01149	Syaj.g_01708
OG0000859	Prar.g_01148	Syaj.g_01709
OG0000860	Prar.g_01141	Syaj.g_01723
OG0000861	Prar.g_01140	Syaj.g_01724
OG0000862	Prar.g_01139	Syaj.g_01725
OG0000863	Prar.g_01137	Syaj.g_01728
OG0000864	Prar.g_01136	Syaj.g_01729
OG0000865	Prar.g_01135	Syaj.g_01730
OG0000866	Prar.g_01134	Syaj.g_01731
OG0000867	Prar.g_01133	Syaj.g_01732
OG0000868	Prar.g_01132	Syaj.g_01734
OG0000869	Prar.g_01128	Syaj.g_01742
OG0000870	Prar.g_01123	Syaj.g_01747
OG0000871	Prar.g_01122	Syaj.g_01748
OG0000872	Prar.g_01121	Syaj.g_01756
OG0000873	Prar.g_01965	Syaj.g_01759
OG0000874	Prar.g_01968	Syaj.g_01754
OG0000875	Prar.g_01969	Syaj.g_01762
OG0000876	Prar.g_01970	Syaj.g_02084
OG0000877	Prar.g_01963	Syaj.g_01586
OG0000878	Prar.g_01962	Syaj.g_01587
OG0000879	Prar.g_01961	Syaj.g_01588
OG0000880	Prar.g_01960	Syaj.g_01589
OG0000881	Prar.g_00595, Prar.g_01956	Syaj.g_01595
OG0000882	Prar.g_00600	Syaj.g_01599
OG0000883	Prar.g_00601	Syaj.g_01601
OG0000884	Prar.g_00603	Syaj.g_01603
OG0000885	Prar.g_00604	Syaj.g_01604
OG0000886	Prar.g_00605	Syaj.g_01605
OG0000887	Prar.g_00606	Syaj.g_01606
OG0000888	Prar.g_00608	Syaj.g_01608
OG0000889	Prar.g_00610	Syaj.g_01610
OG0000890	Prar.g_00611	Syaj.g_01615
OG0000891	Prar.g_00612	Syaj.g_01616
OG0000892	Prar.g_01119	Syaj.g_01620
OG0000893	Prar.g_01114	Syaj.g_02636
OG0000894	Prar.g_01112	Syaj.g_02639
OG0000895	Prar.g_01109	Syaj.g_02643
OG0000896	Prar.g_01108	Syaj.g_02644
OG0000897	Prar.g_01106	Syaj.g_02646
OG0000898	Prar.g_01105	Syaj.g_02647
OG0000899	Prar.g_01104	Syaj.g_02648
OG0000900	Prar.g_01103	Syaj.g_02649
OG0000901	Prar.g_01100	Syaj.g_02654
OG0000902	Prar.g_01098	Syaj.g_02656
OG0000903	Prar.g_01095	Syaj.g_02689
OG0000904	Prar.g_01093	Syaj.g_02684
OG0000905	Prar.g_01088	Syaj.g_02678
OG0000906	Prar.g_01087	Syaj.g_02676
OG0000907	Prar.g_01069	Syaj.g_02692
OG0000908	Prar.g_01066	Syaj.g_02695
OG0000909	Prar.g_01065	Syaj.g_02696
OG0000910	Prar.g_01064	Syaj.g_02697
OG0000911	Prar.g_01062	Syaj.g_02699
OG0000912	Prar.g_01061	Syaj.g_02700
OG0000913	Prar.g_01060	Syaj.g_02701
OG0000914	Prar.g_01059	Syaj.g_02702
OG0000915	Prar.g_01058	Syaj.g_02704
OG0000916	Prar.g_01057	Syaj.g_02705
OG0000917	Prar.g_01056	Syaj.g_02706
OG0000918	Prar.g_01055	Syaj.g_02707
OG0000919	Prar.g_01054	Syaj.g_02708
OG0000920	Prar.g_01053	Syaj.g_02709
OG0000921	Prar.g_01052	Syaj.g_02710
OG0000922	Prar.g_01051	Syaj.g_02711
OG0000923	Prar.g_01047	Syaj.g_02715
OG0000924	Prar.g_01046	Syaj.g_02716
OG0000925	Prar.g_01045	Syaj.g_02717
OG0000926	Prar.g_01044	Syaj.g_02718
OG0000927	Prar.g_01042	Syaj.g_02720
OG0000928	Prar.g_01041	Syaj.g_02721
OG0000929	Prar.g_01040	Syaj.g_02722
OG0000930	Prar.g_01039	Syaj.g_02723
OG0000931	Prar.g_01038	Syaj.g_02724
OG0000932	Prar.g_01037	Syaj.g_02725
OG0000933	Prar.g_01033	Syaj.g_02731
OG0000934	Prar.g_01031	Syaj.g_02733
OG0000935	Prar.g_01030	Syaj.g_02734
OG0000936	Prar.g_01029	Syaj.g_02735
OG0000937	Prar.g_01028	Syaj.g_02736
OG0000938	Prar.g_01026	Syaj.g_02739
OG0000939	Prar.g_01025	Syaj.g_02740
OG0000940	Prar.g_01019	Syaj.g_02747
OG0000941	Prar.g_01017	Syaj.g_02749
OG0000942	Prar.g_01015	Syaj.g_02751
OG0000943	Prar.g_01014	Syaj.g_02752
OG0000944	Prar.g_01013	Syaj.g_02754
OG0000945	Prar.g_01012	Syaj.g_02756
OG0000946	Prar.g_00617	Syaj.g_02761
OG0000947	Prar.g_00619	Syaj.g_02764
OG0000948	Prar.g_00620	Syaj.g_02765
OG0000949	Prar.g_00623	Syaj.g_02474
OG0000950	Prar.g_00628	Syaj.g_02459
OG0000951	Prar.g_00632	Syaj.g_02452
OG0000952	Prar.g_00636	Syaj.g_02446
OG0000953	Prar.g_00639	Syaj.g_02442
OG0000954	Prar.g_00643	Syaj.g_02435
OG0000955	Prar.g_00644	Syaj.g_02434
OG0000956	Prar.g_00646	Syaj.g_02432
OG0000957	Prar.g_00651	Syaj.g_02419
OG0000958	Prar.g_00652	Syaj.g_02418
OG0000959	Prar.g_00656	Syaj.g_02413
OG0000960	Prar.g_00657	Syaj.g_02412
OG0000961	Prar.g_00659	Syaj.g_02402
OG0000962	Prar.g_00661	Syaj.g_02398
OG0000963	Prar.g_00664	Syaj.g_02393
OG0000964	Prar.g_00665	Syaj.g_02392
OG0000965	Prar.g_00666	Syaj.g_02391
OG0000966	Prar.g_00673	Syaj.g_02370
OG0000967	Prar.g_00677	Syaj.g_02334
OG0000968	Prar.g_00679	Syaj.g_02363
OG0000969	Prar.g_00680	Syaj.g_02338
OG0000970	Prar.g_00681	Syaj.g_02337
OG0000971	Prar.g_00682	Syaj.g_02331
OG0000972	Prar.g_00683	Syaj.g_02330
OG0000973	Prar.g_00684	Syaj.g_02329
OG0000974	Prar.g_00685	Syaj.g_02328
OG0000975	Prar.g_00686	Syaj.g_02327
OG0000976	Prar.g_00687	Syaj.g_02326
OG0000977	Prar.g_00688	Syaj.g_02324
OG0000978	Prar.g_00689	Syaj.g_02322
OG0000979	Prar.g_00692	Syaj.g_02319
OG0000980	Prar.g_00694	Syaj.g_02316
OG0000981	Prar.g_00696	Syaj.g_02313
OG0000982	Prar.g_00698	Syaj.g_02112
OG0000983	Prar.g_00699	Syaj.g_02113
OG0000984	Prar.g_00700	Syaj.g_02114
OG0000985	Prar.g_00703	Syaj.g_02116
OG0000986	Prar.g_00705	Syaj.g_02123
OG0000987	Prar.g_00706	Syaj.g_02125
OG0000988	Prar.g_00709	Syaj.g_02131
OG0000989	Prar.g_00073	Syaj.g_02142
OG0000990	Prar.g_00070	Syaj.g_02165
OG0000991	Prar.g_00069	Syaj.g_02168
OG0000992	Prar.g_00067	Syaj.g_02171
OG0000993	Prar.g_00066	Syaj.g_02173
OG0000994	Prar.g_00065	Syaj.g_02177
OG0000995	Prar.g_00061	Syaj.g_02182
OG0000996	Prar.g_00060	Syaj.g_02221
OG0000997	Prar.g_00059	Syaj.g_02228
OG0000998	Prar.g_00057	Syaj.g_02230
OG0000999	Prar.g_00056	Syaj.g_02231
OG0001000	Prar.g_00053	Syaj.g_02236
OG0001001	Prar.g_00051	Syaj.g_02241
OG0001002	Prar.g_00047	Syaj.g_02248
OG0001003	Prar.g_00046	Syaj.g_02250
OG0001004	Prar.g_00045	Syaj.g_02251
OG0001005	Prar.g_00044	Syaj.g_02252
OG0001006	Prar.g_00040	Syaj.g_02260
OG0001007	Prar.g_00038	Syaj.g_02262
OG0001008	Prar.g_00485	Syaj.g_01554
OG0001009	Prar.g_00011	Syaj.g_02294
OG0001010	Prar.g_00010	Syaj.g_02295
OG0001011	Prar.g_00009	Syaj.g_02296
OG0001012	Prar.g_00577	Syaj.g_02108
OG0001014	Prar.g_00568	Syaj.g_02083
OG0001015	Prar.g_00567	Syaj.g_02082
OG0001016	Prar.g_00255	Syaj.g_01824
OG0001017	Prar.g_00251	Syaj.g_01830
OG0001018	Prar.g_00248	Syaj.g_01832
OG0001019	Prar.g_00239	Syaj.g_01849
OG0001020	Prar.g_00238	Syaj.g_01862
OG0001021	Prar.g_00237	Syaj.g_01867
OG0001022	Prar.g_00234	Syaj.g_01872
OG0001023	Prar.g_00233	Syaj.g_01873
OG0001024	Prar.g_00230	Syaj.g_01877
OG0001025	Prar.g_00224	Syaj.g_01884
OG0001026	Prar.g_00217	Syaj.g_01897
OG0001027	Prar.g_00216	Syaj.g_01903
OG0001028	Prar.g_00214	Syaj.g_01905
OG0001029	Prar.g_00213	Syaj.g_01907
OG0001030	Prar.g_00198	Syaj.g_01933
OG0001031	Prar.g_00141	Syaj.g_02012
OG0001032	Prar.g_00140	Syaj.g_02015
OG0001033	Prar.g_00119	Syaj.g_02044
OG0001034	Prar.g_00091	Syaj.g_02875
OG0001035	Prar.g_00333	Syaj.g_02603
OG0001036	Prar.g_00328	Syaj.g_02599
OG0001037	Prar.g_00327	Syaj.g_02597
OG0001038	Prar.g_00309	Syaj.g_02567
OG0001039	Prar.g_00306	Syaj.g_02564
OG0001040	Prar.g_00304	Syaj.g_02561
OG0001041	Prar.g_00300	Syaj.g_02556
OG0001042	Prar.g_00283	Syaj.g_02527
OG0001043	Prar.g_00282	Syaj.g_02523
OG0001044	Prar.g_00393	Syaj.g_02804
OG0001045	Prar.g_00402	Syaj.g_02817
OG0001046	Prar.g_00440	Syaj.g_00851
OG0001047	Prar.g_00487	Syaj.g_01552
OG0001048	Prar.g_00488	Syaj.g_01551
OG0001049	Prar.g_00490	Syaj.g_01548
OG0001050	Prar.g_00491	Syaj.g_01547
OG0001051	Prar.g_00492	Syaj.g_01546
OG0001052	Prar.g_00521	Syaj.g_01448
OG0001053	Prar.g_00533	Syaj.g_00075
OG0001054	Prar.g_01329	Syaj.g_00092
OG0001055	Prar.g_01347	Syaj.g_00113
OG0001056	Prar.g_01366	Syaj.g_00149
OG0001057	Prar.g_01371	Syaj.g_00160
OG0001058	Prar.g_01379	Syaj.g_00183
OG0001059	Prar.g_01383	Syaj.g_00187
OG0001060	Prar.g_01390	Syaj.g_00193
OG0001061	Prar.g_01403	Syaj.g_00214
OG0001062	Prar.g_01405	Syaj.g_00216
OG0001063	Prar.g_01407	Syaj.g_00222
OG0001064	Prar.g_01408	Syaj.g_00223
OG0001065	Prar.g_01409	Syaj.g_00224
OG0001066	Prar.g_01410	Syaj.g_00225
OG0001067	Prar.g_01411	Syaj.g_00226
OG0001068	Prar.g_01412	Syaj.g_00227
OG0001069	Prar.g_01413	Syaj.g_00228
OG0001070	Prar.g_01416	Syaj.g_00231
OG0001071	Prar.g_01417	Syaj.g_00232
OG0001072	Prar.g_01419	Syaj.g_00236
OG0001073	Prar.g_01434	Syaj.g_00254
OG0001074	Prar.g_01445	Syaj.g_01327
OG0001075	Prar.g_01446	Syaj.g_01325
OG0001076	Prar.g_01454	Syaj.g_01305
OG0001077	Prar.g_01458	Syaj.g_01294
OG0001078	Prar.g_01466	Syaj.g_01282
OG0001079	Prar.g_01477	Syaj.g_01269
OG0001080	Prar.g_01483	Syaj.g_01135
OG0001081	Prar.g_01485	Syaj.g_00699
OG0001082	Prar.g_01486	Syaj.g_00700
OG0001083	Prar.g_01491	Syaj.g_00709
OG0001084	Prar.g_01492	Syaj.g_00711
OG0001085	Prar.g_01500	Syaj.g_00721
OG0001086	Prar.g_01501	Syaj.g_00723
OG0001087	Prar.g_01518	Syaj.g_00498
OG0001088	Prar.g_01519	Syaj.g_00494
OG0001089	Prar.g_01527	Syaj.g_00439
OG0001090	Prar.g_01600	Syaj.g_00959
OG0001091	Prar.g_01602	Syaj.g_00957
OG0001092	Prar.g_01603	Syaj.g_00954
OG0001093	Prar.g_01608	Syaj.g_00948
OG0001094	Prar.g_01678	Syaj.g_01032
OG0001095	Prar.g_01697	Syaj.g_01008
OG0001096	Prar.g_01710	Syaj.g_00988
OG0001097	Prar.g_01728	Syaj.g_00371
OG0001098	Prar.g_01744	Syaj.g_01132
OG0001099	Prar.g_01764	Syaj.g_01906
OG0001100	Prar.g_01768	Syaj.g_00732
OG0001101	Prar.g_01770	Syaj.g_00734
OG0001102	Prar.g_01773	Syaj.g_00737
OG0001103	Prar.g_01775	Syaj.g_00740
OG0001104	Prar.g_01796	Syaj.g_01050
OG0001105	Prar.g_01800	Syaj.g_01046
OG0001106	Prar.g_01824	Syaj.g_00912
OG0001107	Prar.g_01831	Syaj.g_00900
OG0001108	Prar.g_01835	Syaj.g_00870
OG0001109	Prar.g_01836	Syaj.g_00868
OG0001110	Prar.g_01838	Syaj.g_00866
OG0001111	Prar.g_01839	Syaj.g_00864
OG0001112	Prar.g_01840	Syaj.g_00862
OG0001113	Prar.g_01841	Syaj.g_00861
OG0001114	Prar.g_01842	Syaj.g_00860
OG0001115	Prar.g_01844	Syaj.g_00856
OG0001116	Prar.g_01845	Syaj.g_00854
OG0001117	Prar.g_01846	Syaj.g_00853
OG0001118	Prar.g_01847	Syaj.g_00852
OG0001119	Prar.g_01848	Syaj.g_00850
OG0001120	Prar.g_01850	Syaj.g_00846
OG0001121	Prar.g_01298	Syaj.g_00630
OG0001122	Prar.g_01876	Syaj.g_00817
OG0001123	Prar.g_01880	Syaj.g_00810
OG0001124	Prar.g_01882	Syaj.g_00808
OG0001125	Prar.g_01883	Syaj.g_00806
OG0001126	Prar.g_01893	Syaj.g_00413
OG0001127	Prar.g_01894	Syaj.g_00414
OG0001128	Prar.g_01896	Syaj.g_00417
