Orthogroup	Prar	Syaq
OG0000585	Prar.g_01442	Syaq.g_02017
OG0000586	Prar.g_01443	Syaq.g_02018
OG0000587	Prar.g_01444	Syaq.g_02020
OG0000588	Prar.g_01448	Syaq.g_02043
OG0000589	Prar.g_01451	Syaq.g_02057
OG0000590	Prar.g_01452	Syaq.g_02058
OG0000591	Prar.g_01455	Syaq.g_02066
OG0000592	Prar.g_01456	Syaq.g_02067
OG0000593	Prar.g_01462	Syaq.g_02078
OG0000594	Prar.g_01463	Syaq.g_02079
OG0000595	Prar.g_01464	Syaq.g_02080
OG0000596	Prar.g_01468	Syaq.g_02085
OG0000597	Prar.g_01470	Syaq.g_02088
OG0000598	Prar.g_01471	Syaq.g_02089
OG0000599	Prar.g_01474	Syaq.g_02096
OG0000600	Prar.g_01475	Syaq.g_02097
OG0000601	Prar.g_01476	Syaq.g_02098
OG0000602	Prar.g_01478	Syaq.g_02104
OG0000603	Prar.g_01479	Syaq.g_02105
OG0000604	Prar.g_01480	Syaq.g_02107
OG0000605	Prar.g_01481	Syaq.g_02151
OG0000606	Prar.g_01484	Syaq.g_02231
OG0000607	Prar.g_01487	Syaq.g_02234
OG0000608	Prar.g_01488	Syaq.g_02235
OG0000609	Prar.g_01489	Syaq.g_02237
OG0000610	Prar.g_01494	Syaq.g_02244
OG0000611	Prar.g_01497	Syaq.g_02247
OG0000612	Prar.g_01498	Syaq.g_02248
OG0000613	Prar.g_01503	Syaq.g_00885
OG0000614	Prar.g_01522	Syaq.g_02588
OG0000615	Prar.g_01530	Syaq.g_02302
OG0000616	Prar.g_01534	Syaq.g_01168
OG0000617	Prar.g_01605	Syaq.g_00031
OG0000618	Prar.g_01606	Syaq.g_00032
OG0000619	Prar.g_01607	Syaq.g_00033
OG0000620	Prar.g_01610	Syaq.g_00038
OG0000621	Prar.g_01611	Syaq.g_00039
OG0000622	Prar.g_01612	Syaq.g_00040
OG0000623	Prar.g_01613	Syaq.g_00041
OG0000624	Prar.g_01614	Syaq.g_00042
OG0000625	Prar.g_01615	Syaq.g_00043
OG0000626	Prar.g_01616	Syaq.g_00044
OG0000627	Prar.g_01617	Syaq.g_02425
OG0000628	Prar.g_01618	Syaq.g_02426
OG0000629	Prar.g_01619	Syaq.g_02429
OG0000630	Prar.g_01622	Syaq.g_02433
OG0000631	Prar.g_01675	Syaq.g_02441
OG0000632	Prar.g_01676	Syaq.g_02442
OG0000633	Prar.g_01677	Syaq.g_02444
OG0000634	Prar.g_01680	Syaq.g_02336
OG0000635	Prar.g_01681	Syaq.g_02337
OG0000636	Prar.g_01683	Syaq.g_02339
OG0000637	Prar.g_01685	Syaq.g_02341
OG0000638	Prar.g_01686	Syaq.g_02342
OG0000639	Prar.g_01687	Syaq.g_02343
OG0000640	Prar.g_01688	Syaq.g_02344
OG0000641	Prar.g_01692	Syaq.g_02348
OG0000642	Prar.g_01693	Syaq.g_02349
OG0000643	Prar.g_01694	Syaq.g_02350
OG0000644	Prar.g_01695	Syaq.g_02351
OG0000645	Prar.g_01696	Syaq.g_02353
OG0000646	Prar.g_01698	Syaq.g_02356
OG0000647	Prar.g_01699	Syaq.g_02358
OG0000648	Prar.g_01701	Syaq.g_02360
OG0000649	Prar.g_01702	Syaq.g_02361
OG0000650	Prar.g_01703	Syaq.g_02362
OG0000651	Prar.g_01704	Syaq.g_02363
OG0000652	Prar.g_01705	Syaq.g_02364
OG0000653	Prar.g_01707	Syaq.g_02367
OG0000654	Prar.g_01708	Syaq.g_02368
OG0000655	Prar.g_01709	Syaq.g_02369
OG0000656	Prar.g_01712	Syaq.g_02372
OG0000657	Prar.g_01719	Syaq.g_02382
OG0000658	Prar.g_01720	Syaq.g_02385
OG0000659	Prar.g_01721	Syaq.g_02386
OG0000660	Prar.g_01725	Syaq.g_02390
OG0000661	Prar.g_01727	Syaq.g_02392
OG0000662	Prar.g_01729	Syaq.g_02394
OG0000663	Prar.g_01731	Syaq.g_02397
OG0000664	Prar.g_01732	Syaq.g_02400
OG0000665	Prar.g_01736	Syaq.g_02124
OG0000666	Prar.g_01737	Syaq.g_02117
OG0000667	Prar.g_01742	Syaq.g_02222
OG0000668	Prar.g_01759	Syaq.g_00068
OG0000669	Prar.g_01767	Syaq.g_02260
OG0000670	Prar.g_01769	Syaq.g_00079
OG0000671	Prar.g_01771	Syaq.g_02264
OG0000672	Prar.g_01774	Syaq.g_02267
OG0000673	Prar.g_01777	Syaq.g_02270
OG0000674	Prar.g_01779	Syaq.g_02272
OG0000675	Prar.g_01780	Syaq.g_02273
OG0000676	Prar.g_01782	Syaq.g_02275
OG0000677	Prar.g_01783	Syaq.g_02276
OG0000678	Prar.g_01785	Syaq.g_02282
OG0000679	Prar.g_01789	Syaq.g_02305
OG0000680	Prar.g_01790	Syaq.g_02306
OG0000681	Prar.g_01792	Syaq.g_02309
OG0000682	Prar.g_01793	Syaq.g_02310
OG0000683	Prar.g_01794	Syaq.g_02311
OG0000684	Prar.g_01795	Syaq.g_02315
OG0000685	Prar.g_01797	Syaq.g_02317
OG0000686	Prar.g_01798	Syaq.g_02318
OG0000687	Prar.g_01799	Syaq.g_02319
OG0000688	Prar.g_01802	Syaq.g_02325
OG0000689	Prar.g_01803	Syaq.g_02327
OG0000690	Prar.g_01804	Syaq.g_02328
OG0000691	Prar.g_01805	Syaq.g_02329
OG0000692	Prar.g_01807	Syaq.g_02330
OG0000693	Prar.g_01808	Syaq.g_02332
OG0000694	Prar.g_01809	Syaq.g_02333
OG0000695	Prar.g_01811	Syaq.g_02446
OG0000696	Prar.g_01812	Syaq.g_02447
OG0000697	Prar.g_01813	Syaq.g_02448
OG0000698	Prar.g_01816	Syaq.g_02451
OG0000699	Prar.g_01817	Syaq.g_02452
OG0000700	Prar.g_01818	Syaq.g_02453
OG0000701	Prar.g_01819	Syaq.g_02454
OG0000702	Prar.g_01821	Syaq.g_02467
OG0000703	Prar.g_01822	Syaq.g_02468
OG0000704	Prar.g_01823	Syaq.g_02470
OG0000705	Prar.g_01827	Syaq.g_02477
OG0000706	Prar.g_01828	Syaq.g_02478
OG0000707	Prar.g_01829	Syaq.g_02479
OG0000708	Prar.g_01830	Syaq.g_02482
OG0000709	Prar.g_01834	Syaq.g_02490
OG0000710	Prar.g_01837	Syaq.g_02494
OG0000711	Prar.g_01853	Syaq.g_02521
OG0000712	Prar.g_01855	Syaq.g_02523
OG0000713	Prar.g_01856	Syaq.g_02524
OG0000714	Prar.g_01857	Syaq.g_02527
OG0000715	Prar.g_01859	Syaq.g_02529
OG0000716	Prar.g_01861	Syaq.g_02533
OG0000717	Prar.g_01862	Syaq.g_02534
OG0000718	Prar.g_01873	Syaq.g_00072
OG0000719	Prar.g_01875	Syaq.g_00070
OG0000720	Prar.g_01884	Syaq.g_00057
OG0000721	Prar.g_01886	Syaq.g_00055
OG0000722	Prar.g_01887	Syaq.g_00054
OG0000723	Prar.g_01890	Syaq.g_00046
OG0000724	Prar.g_01899	Syaq.g_02685
OG0000725	Prar.g_01905	Syaq.g_02676
OG0000726	Prar.g_01906	Syaq.g_02675
OG0000727	Prar.g_01907	Syaq.g_02674
OG0000728	Prar.g_01909	Syaq.g_02672
OG0000729	Prar.g_01955	Syaq.g_01046
OG0000730	Prar.g_01324	Syaq.g_00561
OG0000731	Prar.g_01320	Syaq.g_00550
OG0000732	Prar.g_01314	Syaq.g_01098
OG0000733	Prar.g_01295	Syaq.g_01232
OG0000734	Prar.g_01278	Syaq.g_01479
OG0000735	Prar.g_01276	Syaq.g_00266
OG0000736	Prar.g_01275	Syaq.g_00265
OG0000737	Prar.g_01274	Syaq.g_00264
OG0000738	Prar.g_01270	Syaq.g_00258
OG0000739	Prar.g_01269	Syaq.g_00257
OG0000740	Prar.g_01268	Syaq.g_00256
OG0000741	Prar.g_01267	Syaq.g_00253
OG0000742	Prar.g_01264	Syaq.g_00250
OG0000743	Prar.g_01262	Syaq.g_00248
OG0000744	Prar.g_01261	Syaq.g_00247
OG0000745	Prar.g_01260	Syaq.g_00245
OG0000746	Prar.g_01258	Syaq.g_00242
OG0000747	Prar.g_01257	Syaq.g_00241
OG0000748	Prar.g_01254	Syaq.g_00227
OG0000749	Prar.g_01253	Syaq.g_00226
OG0000750	Prar.g_01252	Syaq.g_00225
OG0000751	Prar.g_01250	Syaq.g_00219
OG0000752	Prar.g_01248	Syaq.g_00217
OG0000753	Prar.g_01245	Syaq.g_00214
OG0000754	Prar.g_01242	Syaq.g_00209
OG0000755	Prar.g_01239	Syaq.g_00198
OG0000756	Prar.g_01238	Syaq.g_00197
OG0000757	Prar.g_01232	Syaq.g_00190
OG0000758	Prar.g_01231	Syaq.g_00189
OG0000759	Prar.g_01230	Syaq.g_00188
OG0000760	Prar.g_01229	Syaq.g_00187
OG0000761	Prar.g_01228	Syaq.g_00186
OG0000762	Prar.g_01227	Syaq.g_00183
OG0000763	Prar.g_01225	Syaq.g_00181
OG0000764	Prar.g_01224	Syaq.g_00180
OG0000765	Prar.g_01215	Syaq.g_00157
OG0000766	Prar.g_01214	Syaq.g_00156
OG0000767	Prar.g_01212	Syaq.g_00154
OG0000768	Prar.g_01211	Syaq.g_00153
OG0000769	Prar.g_01209	Syaq.g_00151
OG0000770	Prar.g_01207	Syaq.g_00148
OG0000771	Prar.g_00376	Syaq.g_02691
OG0000772	Prar.g_00976	Syaq.g_01887
OG0000773	Prar.g_00964	Syaq.g_00283
OG0000774	Prar.g_00962	Syaq.g_00288
OG0000775	Prar.g_00960	Syaq.g_00290
OG0000776	Prar.g_00959	Syaq.g_00291
OG0000777	Prar.g_00958	Syaq.g_00292
OG0000778	Prar.g_00957	Syaq.g_00293
OG0000779	Prar.g_00953	Syaq.g_00299
OG0000780	Prar.g_00952	Syaq.g_00304
OG0000781	Prar.g_00949	Syaq.g_00308
OG0000782	Prar.g_00948	Syaq.g_00309
OG0000783	Prar.g_00947	Syaq.g_00310
OG0000784	Prar.g_00946	Syaq.g_00311
OG0000785	Prar.g_00944	Syaq.g_00313
OG0000786	Prar.g_00942	Syaq.g_00328
OG0000787	Prar.g_00941	Syaq.g_00329
OG0000788	Prar.g_00924	Syaq.g_02099
OG0000789	Prar.g_00921	Syaq.g_02123
OG0000790	Prar.g_00906	Syaq.g_01758
OG0000791	Prar.g_00904	Syaq.g_01756
OG0000792	Prar.g_00903	Syaq.g_01755
OG0000793	Prar.g_00900	Syaq.g_01750
OG0000794	Prar.g_00899	Syaq.g_01749
OG0000795	Prar.g_00898	Syaq.g_01748
OG0000796	Prar.g_00894	Syaq.g_01744
OG0000797	Prar.g_00893	Syaq.g_01743
OG0000798	Prar.g_00866	Syaq.g_00760
OG0000799	Prar.g_00357	Syaq.g_00341
OG0000800	Prar.g_00356	Syaq.g_00342
OG0000801	Prar.g_00355	Syaq.g_00343
OG0000802	Prar.g_00353	Syaq.g_00350
OG0000803	Prar.g_00351	Syaq.g_00353
OG0000804	Prar.g_00350	Syaq.g_00358
OG0000805	Prar.g_00348	Syaq.g_00360
OG0000806	Prar.g_00346	Syaq.g_00362
OG0000807	Prar.g_00345	Syaq.g_00364
OG0000808	Prar.g_00344	Syaq.g_00365
OG0000809	Prar.g_00341	Syaq.g_00369
OG0000810	Prar.g_00340	Syaq.g_00370
OG0000811	Prar.g_00336	Syaq.g_00378
OG0000812	Prar.g_00842	Syaq.g_00380
OG0000813	Prar.g_00841	Syaq.g_00381
OG0000814	Prar.g_00839	Syaq.g_00383
OG0000815	Prar.g_00838	Syaq.g_00384
OG0000816	Prar.g_00836	Syaq.g_00386
OG0000817	Prar.g_00835	Syaq.g_00387
OG0000818	Prar.g_00830	Syaq.g_00392
OG0000819	Prar.g_00829	Syaq.g_00393
OG0000820	Prar.g_00828	Syaq.g_00394
OG0000821	Prar.g_00824	Syaq.g_00400
OG0000822	Prar.g_00823	Syaq.g_00402
OG0000823	Prar.g_00822	Syaq.g_00403
OG0000824	Prar.g_00819	Syaq.g_00409
OG0000825	Prar.g_00818	Syaq.g_00410
OG0000826	Prar.g_00817	Syaq.g_00411
OG0000827	Prar.g_00816	Syaq.g_00412
OG0000828	Prar.g_00813	Syaq.g_00415
OG0000829	Prar.g_00812	Syaq.g_00416
OG0000830	Prar.g_00811	Syaq.g_00417
OG0000831	Prar.g_00809	Syaq.g_00419
OG0000832	Prar.g_00803	Syaq.g_01737
OG0000833	Prar.g_00795	Syaq.g_01725
OG0000834	Prar.g_00794	Syaq.g_01724
OG0000835	Prar.g_00793	Syaq.g_01723
OG0000836	Prar.g_00792	Syaq.g_01720
OG0000837	Prar.g_00791	Syaq.g_01719
OG0000838	Prar.g_00789	Syaq.g_01715
OG0000839	Prar.g_00788	Syaq.g_01714
OG0000840	Prar.g_00787	Syaq.g_01713
OG0000841	Prar.g_00786	Syaq.g_01712
OG0000842	Prar.g_00785	Syaq.g_01711
OG0000843	Prar.g_00784	Syaq.g_01710
OG0000844	Prar.g_00783	Syaq.g_01708
OG0000845	Prar.g_00782	Syaq.g_01707
OG0000846	Prar.g_00781	Syaq.g_01706
OG0000847	Prar.g_00780	Syaq.g_01705
OG0000848	Prar.g_00779	Syaq.g_01703
OG0000849	Prar.g_00778	Syaq.g_01702
OG0000850	Prar.g_00776	Syaq.g_01699
OG0000851	Prar.g_00775	Syaq.g_01696
OG0000852	Prar.g_00774	Syaq.g_01695
OG0000853	Prar.g_00770	Syaq.g_01691
OG0000854	Prar.g_00768	Syaq.g_01689
OG0000855	Prar.g_00767	Syaq.g_01688
OG0000856	Prar.g_00753	Syaq.g_02069
OG0000857	Prar.g_00725	Syaq.g_02357
OG0000858	Prar.g_01149	Syaq.g_01682
OG0000859	Prar.g_01148	Syaq.g_01681
OG0000860	Prar.g_01141	Syaq.g_01671
OG0000861	Prar.g_01140	Syaq.g_01670
OG0000862	Prar.g_01139	Syaq.g_01668
OG0000863	Prar.g_01137	Syaq.g_01665
OG0000864	Prar.g_01136	Syaq.g_01664
OG0000865	Prar.g_01135	Syaq.g_01663
OG0000866	Prar.g_01134	Syaq.g_01662
OG0000867	Prar.g_01133	Syaq.g_01661
OG0000868	Prar.g_01132	Syaq.g_01659
OG0000869	Prar.g_01128	Syaq.g_01656
OG0000870	Prar.g_01123	Syaq.g_01651
OG0000871	Prar.g_01122	Syaq.g_01650
OG0000872	Prar.g_01121	Syaq.g_01644
OG0000873	Prar.g_01965	Syaq.g_01641
OG0000874	Prar.g_01968	Syaq.g_01637
OG0000875	Prar.g_01969	Syaq.g_01633
OG0000876	Prar.g_01970	Syaq.g_01631
OG0000877	Prar.g_01963	Syaq.g_01628
OG0000878	Prar.g_01962	Syaq.g_01627
OG0000879	Prar.g_01961	Syaq.g_01626
OG0000880	Prar.g_01960	Syaq.g_01625
OG0000881	Prar.g_00595, Prar.g_01956	Syaq.g_01621
OG0000882	Prar.g_00600	Syaq.g_01616
OG0000883	Prar.g_00601	Syaq.g_01613
OG0000884	Prar.g_00603	Syaq.g_01611
OG0000885	Prar.g_00604	Syaq.g_01610
OG0000886	Prar.g_00605	Syaq.g_01609
OG0000887	Prar.g_00606	Syaq.g_01608
OG0000888	Prar.g_00608	Syaq.g_01606
OG0000889	Prar.g_00610	Syaq.g_01604
OG0000890	Prar.g_00611	Syaq.g_01597
OG0000891	Prar.g_00612	Syaq.g_01596
OG0000892	Prar.g_01119	Syaq.g_01594
OG0000893	Prar.g_01114	Syaq.g_00695
OG0000894	Prar.g_01112	Syaq.g_00692
OG0000895	Prar.g_01109	Syaq.g_00688
OG0000896	Prar.g_01108	Syaq.g_00687
OG0000897	Prar.g_01106	Syaq.g_00685
OG0000898	Prar.g_01105	Syaq.g_00684
OG0000899	Prar.g_01104	Syaq.g_00683
OG0000900	Prar.g_01103	Syaq.g_00682
OG0000901	Prar.g_01100	Syaq.g_00677
OG0000902	Prar.g_01098	Syaq.g_00671
OG0000903	Prar.g_01095	Syaq.g_00655
OG0000904	Prar.g_01093	Syaq.g_00660
OG0000905	Prar.g_01088	Syaq.g_00666
OG0000906	Prar.g_01087	Syaq.g_00669
OG0000907	Prar.g_01069	Syaq.g_00653
OG0000908	Prar.g_01066	Syaq.g_00650
OG0000909	Prar.g_01065	Syaq.g_00649
OG0000910	Prar.g_01064	Syaq.g_00648
OG0000911	Prar.g_01062	Syaq.g_00646
OG0000912	Prar.g_01061	Syaq.g_00645
OG0000913	Prar.g_01060	Syaq.g_00644
OG0000914	Prar.g_01059	Syaq.g_00643
OG0000915	Prar.g_01058	Syaq.g_00641
OG0000916	Prar.g_01057	Syaq.g_00640
OG0000917	Prar.g_01056	Syaq.g_00639
OG0000918	Prar.g_01055	Syaq.g_00638
OG0000919	Prar.g_01054	Syaq.g_00637
OG0000920	Prar.g_01053	Syaq.g_00636
OG0000921	Prar.g_01052	Syaq.g_00635
OG0000922	Prar.g_01051	Syaq.g_00634
OG0000923	Prar.g_01047	Syaq.g_00630
OG0000924	Prar.g_01046	Syaq.g_00629
OG0000925	Prar.g_01045	Syaq.g_00628
OG0000926	Prar.g_01044	Syaq.g_00627
OG0000927	Prar.g_01042	Syaq.g_00625
OG0000928	Prar.g_01041	Syaq.g_00624
OG0000929	Prar.g_01040	Syaq.g_00623
OG0000930	Prar.g_01039	Syaq.g_00622
OG0000931	Prar.g_01038	Syaq.g_00621
OG0000932	Prar.g_01037	Syaq.g_00620
OG0000933	Prar.g_01033	Syaq.g_00614
OG0000934	Prar.g_01031	Syaq.g_00612
OG0000935	Prar.g_01030	Syaq.g_00611
OG0000936	Prar.g_01029	Syaq.g_00610
OG0000937	Prar.g_01028	Syaq.g_00609
OG0000938	Prar.g_01026	Syaq.g_00606
OG0000939	Prar.g_01025	Syaq.g_00604
OG0000940	Prar.g_01019	Syaq.g_00597
OG0000941	Prar.g_01017	Syaq.g_00595
OG0000942	Prar.g_01015	Syaq.g_00593
OG0000943	Prar.g_01014	Syaq.g_00592
OG0000944	Prar.g_01013	Syaq.g_00590
OG0000945	Prar.g_01012	Syaq.g_00588
OG0000946	Prar.g_00617	Syaq.g_00580
OG0000947	Prar.g_00619	Syaq.g_00577
OG0000948	Prar.g_00620	Syaq.g_00576
OG0000949	Prar.g_00623	Syaq.g_00971
OG0000950	Prar.g_00628	Syaq.g_00984
OG0000951	Prar.g_00632	Syaq.g_00991
OG0000952	Prar.g_00636	Syaq.g_01002
OG0000953	Prar.g_00639	Syaq.g_01006
OG0000954	Prar.g_00643	Syaq.g_01012
OG0000955	Prar.g_00644	Syaq.g_01013
OG0000956	Prar.g_00646	Syaq.g_01015
OG0000957	Prar.g_00651	Syaq.g_01026
OG0000958	Prar.g_00652	Syaq.g_01027
OG0000959	Prar.g_00656	Syaq.g_01031
OG0000960	Prar.g_00657	Syaq.g_01032
OG0000961	Prar.g_00659	Syaq.g_01043
OG0000962	Prar.g_00661	Syaq.g_01045
OG0000963	Prar.g_00664	Syaq.g_01049
OG0000964	Prar.g_00665	Syaq.g_01050
OG0000965	Prar.g_00666	Syaq.g_01051
OG0000966	Prar.g_00673	Syaq.g_01060
OG0000967	Prar.g_00677	Syaq.g_01067
OG0000968	Prar.g_00679	Syaq.g_01071
OG0000969	Prar.g_00680	Syaq.g_01078
OG0000970	Prar.g_00681	Syaq.g_01079
OG0000971	Prar.g_00682	Syaq.g_01081
OG0000972	Prar.g_00683	Syaq.g_01082
OG0000973	Prar.g_00684	Syaq.g_01083
OG0000974	Prar.g_00685	Syaq.g_01084
OG0000975	Prar.g_00686	Syaq.g_01085
OG0000976	Prar.g_00687	Syaq.g_01086
OG0000977	Prar.g_00688	Syaq.g_01088
OG0000978	Prar.g_00689	Syaq.g_01091
OG0000979	Prar.g_00692	Syaq.g_01094
OG0000980	Prar.g_00694	Syaq.g_01097
OG0000981	Prar.g_00696	Syaq.g_01100
OG0000982	Prar.g_00698	Syaq.g_01263
OG0000983	Prar.g_00699	Syaq.g_01262
OG0000984	Prar.g_00700	Syaq.g_01261
OG0000985	Prar.g_00703	Syaq.g_01257
OG0000986	Prar.g_00705	Syaq.g_01253
OG0000987	Prar.g_00706	Syaq.g_01251
OG0000988	Prar.g_00709	Syaq.g_01245
OG0000989	Prar.g_00073	Syaq.g_01239
OG0000990	Prar.g_00070	Syaq.g_01229
OG0000991	Prar.g_00069	Syaq.g_01225
OG0000992	Prar.g_00067	Syaq.g_01222
OG0000993	Prar.g_00066	Syaq.g_01221
OG0000994	Prar.g_00065	Syaq.g_01218
OG0000995	Prar.g_00061	Syaq.g_01212
OG0000996	Prar.g_00060	Syaq.g_01193
OG0000997	Prar.g_00059	Syaq.g_01184
OG0000998	Prar.g_00057	Syaq.g_01182
OG0000999	Prar.g_00056	Syaq.g_01181
OG0001000	Prar.g_00053	Syaq.g_01177
OG0001001	Prar.g_00051	Syaq.g_01172
OG0001002	Prar.g_00047	Syaq.g_01165
OG0001003	Prar.g_00046	Syaq.g_01163
OG0001004	Prar.g_00045	Syaq.g_01162
OG0001005	Prar.g_00044	Syaq.g_01161
OG0001006	Prar.g_00040	Syaq.g_01152
OG0001007	Prar.g_00038	Syaq.g_01150
OG0001008	Prar.g_00485	Syaq.g_00500
OG0001009	Prar.g_00011	Syaq.g_01118
OG0001010	Prar.g_00010	Syaq.g_01117
OG0001011	Prar.g_00009	Syaq.g_01115
OG0001012	Prar.g_00577	Syaq.g_01267
OG0001013	Prar.g_00571	Syaq.g_01289
OG0001014	Prar.g_00568	Syaq.g_01295
OG0001015	Prar.g_00567	Syaq.g_01296
OG0001016	Prar.g_00255	Syaq.g_01554
OG0001017	Prar.g_00251	Syaq.g_01548
OG0001018	Prar.g_00248	Syaq.g_01546
OG0001019	Prar.g_00239	Syaq.g_01524
OG0001020	Prar.g_00238	Syaq.g_01510
OG0001021	Prar.g_00237	Syaq.g_01506
OG0001022	Prar.g_00234	Syaq.g_01501
OG0001023	Prar.g_00233	Syaq.g_01500
OG0001024	Prar.g_00230	Syaq.g_01496
OG0001025	Prar.g_00224	Syaq.g_01490
OG0001026	Prar.g_00217	Syaq.g_01477
OG0001027	Prar.g_00216	Syaq.g_01474
OG0001028	Prar.g_00214	Syaq.g_01472
OG0001029	Prar.g_00213	Syaq.g_01470
OG0001030	Prar.g_00198	Syaq.g_01450
OG0001031	Prar.g_00141	Syaq.g_01378
OG0001032	Prar.g_00140	Syaq.g_01376
OG0001033	Prar.g_00119	Syaq.g_01344
OG0001034	Prar.g_00091	Syaq.g_01579
OG0001035	Prar.g_00333	Syaq.g_00726
OG0001036	Prar.g_00328	Syaq.g_00731
OG0001037	Prar.g_00327	Syaq.g_00733
OG0001038	Prar.g_00309	Syaq.g_00761
OG0001039	Prar.g_00306	Syaq.g_00764
OG0001040	Prar.g_00304	Syaq.g_00767
OG0001041	Prar.g_00300	Syaq.g_00772
OG0001042	Prar.g_00283	Syaq.g_00858
OG0001044	Prar.g_00393	Syaq.g_00560
OG0001045	Prar.g_00402	Syaq.g_00547
OG0001046	Prar.g_00440	Syaq.g_02509
OG0001047	Prar.g_00487	Syaq.g_00498
OG0001048	Prar.g_00488	Syaq.g_00497
OG0001049	Prar.g_00490	Syaq.g_00494
OG0001050	Prar.g_00491	Syaq.g_00493
OG0001051	Prar.g_00492	Syaq.g_00492
OG0001052	Prar.g_00521	Syaq.g_00446
OG0001053	Prar.g_00533	Syaq.g_01775
OG0001054	Prar.g_01329	Syaq.g_01794
OG0001055	Prar.g_01347	Syaq.g_01815
OG0001056	Prar.g_01366	Syaq.g_01843
OG0001057	Prar.g_01371	Syaq.g_00334
OG0001058	Prar.g_01379	Syaq.g_01931
OG0001059	Prar.g_01383	Syaq.g_01935
OG0001060	Prar.g_01390	Syaq.g_01941
OG0001061	Prar.g_01403	Syaq.g_01961
OG0001062	Prar.g_01405	Syaq.g_01963
OG0001063	Prar.g_01407	Syaq.g_01968
OG0001064	Prar.g_01408	Syaq.g_01969
OG0001065	Prar.g_01409	Syaq.g_01970
OG0001066	Prar.g_01410	Syaq.g_01971
OG0001067	Prar.g_01411	Syaq.g_01972
OG0001068	Prar.g_01412	Syaq.g_01973
OG0001069	Prar.g_01413	Syaq.g_01974
OG0001070	Prar.g_01416	Syaq.g_01978
OG0001071	Prar.g_01417	Syaq.g_01979
OG0001072	Prar.g_01419	Syaq.g_01983
OG0001073	Prar.g_01434	Syaq.g_01998
OG0001074	Prar.g_01445	Syaq.g_02132
OG0001075	Prar.g_01446	Syaq.g_02025
OG0001076	Prar.g_01454	Syaq.g_02060
OG0001077	Prar.g_01458	Syaq.g_02071
OG0001078	Prar.g_01466	Syaq.g_02083
OG0001079	Prar.g_01477	Syaq.g_02100
OG0001080	Prar.g_01483	Syaq.g_02161
OG0001081	Prar.g_01485	Syaq.g_02232
OG0001082	Prar.g_01486	Syaq.g_02233
OG0001083	Prar.g_01491	Syaq.g_02240
OG0001084	Prar.g_01492	Syaq.g_02241
OG0001085	Prar.g_01500	Syaq.g_02251
OG0001086	Prar.g_01501	Syaq.g_02253
OG0001087	Prar.g_01518	Syaq.g_02574
OG0001088	Prar.g_01519	Syaq.g_02576
OG0001089	Prar.g_01527	Syaq.g_02604
OG0001090	Prar.g_01600	Syaq.g_00024
OG0001091	Prar.g_01602	Syaq.g_00027
OG0001092	Prar.g_01603	Syaq.g_00029
OG0001093	Prar.g_01608	Syaq.g_00035
OG0001094	Prar.g_01678	Syaq.g_02334
OG0001095	Prar.g_01697	Syaq.g_02354
OG0001096	Prar.g_01710	Syaq.g_02370
OG0001097	Prar.g_01728	Syaq.g_02393
OG0001098	Prar.g_01744	Syaq.g_02415
OG0001099	Prar.g_01764	Syaq.g_01471
OG0001100	Prar.g_01768	Syaq.g_02262
OG0001101	Prar.g_01770	Syaq.g_02263
OG0001102	Prar.g_01773	Syaq.g_02266
OG0001103	Prar.g_01775	Syaq.g_02268
OG0001104	Prar.g_01796	Syaq.g_02316
OG0001105	Prar.g_01800	Syaq.g_02320
OG0001106	Prar.g_01824	Syaq.g_02471
OG0001108	Prar.g_01835	Syaq.g_02491
OG0001109	Prar.g_01836	Syaq.g_02493
OG0001110	Prar.g_01838	Syaq.g_02495
OG0001111	Prar.g_01839	Syaq.g_02497
OG0001112	Prar.g_01840	Syaq.g_02499
OG0001113	Prar.g_01841	Syaq.g_02539
OG0001114	Prar.g_01842	Syaq.g_02500
OG0001115	Prar.g_01844	Syaq.g_02504
OG0001116	Prar.g_01845	Syaq.g_02506
OG0001117	Prar.g_01846	Syaq.g_02507
OG0001118	Prar.g_01847	Syaq.g_02508
OG0001119	Prar.g_01848	Syaq.g_02510
OG0001120	Prar.g_01850	Syaq.g_02514
OG0001121	Prar.g_01298	Syaq.g_01919
OG0001122	Prar.g_01876	Syaq.g_00069
OG0001123	Prar.g_01880	Syaq.g_00061
OG0001124	Prar.g_01882	Syaq.g_00060
OG0001125	Prar.g_01883	Syaq.g_00058
OG0001126	Prar.g_01893	Syaq.g_02693
OG0001127	Prar.g_01894	Syaq.g_02692
OG0001128	Prar.g_01896	Syaq.g_02689
OG0001129	Prar.g_01897	Syaq.g_02687
OG0001130	Prar.g_01898	Syaq.g_02686
OG0001131	Prar.g_01935	Syaq.g_02284
OG0001132	Prar.g_01944	Syaq.g_01872
OG0001133	Prar.g_01309	Syaq.g_02063
OG0001134	Prar.g_01296	Syaq.g_02213
OG0001136	Prar.g_01266	Syaq.g_00252
OG0001137	Prar.g_01255	Syaq.g_00228
OG0001138	Prar.g_01237	Syaq.g_00196
OG0001139	Prar.g_01236	Syaq.g_00194
OG0001140	Prar.g_01235	Syaq.g_00193
OG0001141	Prar.g_01234	Syaq.g_00192
OG0001142	Prar.g_01233	Syaq.g_00191
OG0001143	Prar.g_01226	Syaq.g_00182
OG0001144	Prar.g_01221	Syaq.g_00166
OG0001145	Prar.g_00963	Syaq.g_00284
OG0001146	Prar.g_00951	Syaq.g_00305
