Orthogroup	Prar	Syas
OG0000610	Prar.g_01494	Syas.g_00702
OG0000611	Prar.g_01497	Syas.g_00699
OG0000612	Prar.g_01498	Syas.g_00698
OG0000613	Prar.g_01503	Syas.g_01825
OG0000614	Prar.g_01522	Syas.g_01044
OG0000615	Prar.g_01530	Syas.g_00650
OG0000616	Prar.g_01534	Syas.g_02011
OG0000617	Prar.g_01605	Syas.g_00180
OG0000618	Prar.g_01606	Syas.g_00181
OG0000619	Prar.g_01607	Syas.g_00182
OG0000620	Prar.g_01610	Syas.g_00188
OG0000621	Prar.g_01611	Syas.g_00189
OG0000622	Prar.g_01612	Syas.g_00190
OG0000623	Prar.g_01613	Syas.g_00191
OG0000624	Prar.g_01614	Syas.g_00192
OG0000625	Prar.g_01615	Syas.g_00193
OG0000626	Prar.g_01616	Syas.g_00194
OG0000627	Prar.g_01617	Syas.g_00372
OG0000628	Prar.g_01618	Syas.g_00373
OG0000629	Prar.g_01619	Syas.g_00376
OG0000630	Prar.g_01622	Syas.g_00397
OG0000631	Prar.g_01675	Syas.g_00405
OG0000632	Prar.g_01676	Syas.g_00406
OG0000633	Prar.g_01677	Syas.g_00407
OG0000634	Prar.g_01680	Syas.g_00600
OG0000635	Prar.g_01681	Syas.g_00599
OG0000636	Prar.g_01683	Syas.g_00597
OG0000637	Prar.g_01685	Syas.g_00595
OG0000638	Prar.g_01686	Syas.g_00594
OG0000639	Prar.g_01687	Syas.g_00593
OG0000640	Prar.g_01688	Syas.g_00592
OG0000641	Prar.g_01692	Syas.g_00587
OG0000642	Prar.g_01693	Syas.g_00586
OG0000643	Prar.g_01694	Syas.g_00585
OG0000644	Prar.g_01695	Syas.g_00584
OG0000645	Prar.g_01696	Syas.g_00583
OG0000646	Prar.g_01698	Syas.g_00580
OG0000647	Prar.g_01699	Syas.g_00578
OG0000648	Prar.g_01701	Syas.g_00576
OG0000649	Prar.g_01702	Syas.g_00575
OG0000650	Prar.g_01703	Syas.g_00574
OG0000651	Prar.g_01704	Syas.g_00573
OG0000652	Prar.g_01705	Syas.g_00572
OG0000653	Prar.g_01707	Syas.g_00570
OG0000654	Prar.g_01708	Syas.g_00569
OG0000655	Prar.g_01709	Syas.g_00568
OG0000656	Prar.g_01712	Syas.g_00565
OG0000657	Prar.g_01719	Syas.g_00232
OG0000658	Prar.g_01720	Syas.g_00235
OG0000659	Prar.g_01721	Syas.g_00236
OG0000660	Prar.g_01725	Syas.g_00240
OG0000661	Prar.g_01727	Syas.g_00242
OG0000662	Prar.g_01729	Syas.g_00281
OG0000663	Prar.g_01731	Syas.g_00284
OG0000664	Prar.g_01732	Syas.g_00287
OG0000665	Prar.g_01736	Syas.g_00385
OG0000666	Prar.g_01737	Syas.g_01362
OG0000667	Prar.g_01742	Syas.g_00088
OG0000668	Prar.g_01759	Syas.g_00221
OG0000669	Prar.g_01767	Syas.g_00684
OG0000670	Prar.g_01769	Syas.g_00681
OG0000671	Prar.g_01771	Syas.g_00679
OG0000672	Prar.g_01774	Syas.g_00676
OG0000673	Prar.g_01777	Syas.g_00673
OG0000674	Prar.g_01779	Syas.g_00671
OG0000675	Prar.g_01780	Syas.g_00670
OG0000676	Prar.g_01782	Syas.g_00668
OG0000677	Prar.g_01783	Syas.g_00667
OG0000678	Prar.g_01785	Syas.g_00660
OG0000679	Prar.g_01789	Syas.g_00629
OG0000680	Prar.g_01790	Syas.g_00628
OG0000681	Prar.g_01792	Syas.g_00625
OG0000682	Prar.g_01793	Syas.g_00624
OG0000683	Prar.g_01794	Syas.g_00623
OG0000684	Prar.g_01795	Syas.g_00621
OG0000685	Prar.g_01797	Syas.g_00187
OG0000686	Prar.g_01798	Syas.g_00619
OG0000687	Prar.g_01799	Syas.g_00618
OG0000688	Prar.g_01802	Syas.g_00612
OG0000689	Prar.g_01803	Syas.g_00610
OG0000690	Prar.g_01804	Syas.g_00609
OG0000691	Prar.g_01805	Syas.g_00608
OG0000692	Prar.g_01807	Syas.g_00606
OG0000693	Prar.g_01808	Syas.g_00604
OG0000694	Prar.g_01809	Syas.g_00603
OG0000695	Prar.g_01811	Syas.g_00410
OG0000696	Prar.g_01812	Syas.g_00411
OG0000697	Prar.g_01813	Syas.g_00413
OG0000698	Prar.g_01816	Syas.g_00417
OG0000699	Prar.g_01817	Syas.g_00419
OG0000700	Prar.g_01818	Syas.g_00420
OG0000701	Prar.g_01819	Syas.g_00421
OG0000702	Prar.g_01821	Syas.g_00437
OG0000703	Prar.g_01822	Syas.g_00438
OG0000704	Prar.g_01823	Syas.g_00446
OG0000705	Prar.g_01827	Syas.g_00453
OG0000706	Prar.g_01828	Syas.g_00454
OG0000707	Prar.g_01829	Syas.g_00455
OG0000708	Prar.g_01830	Syas.g_00458
OG0000709	Prar.g_01834	Syas.g_00466
OG0000710	Prar.g_01837	Syas.g_00497
OG0000711	Prar.g_01853	Syas.g_00546
OG0000712	Prar.g_01855	Syas.g_00548
OG0000713	Prar.g_01856	Syas.g_00549
OG0000714	Prar.g_01857	Syas.g_00551
OG0000715	Prar.g_01859	Syas.g_00553
OG0000716	Prar.g_01861	Syas.g_00556
OG0000717	Prar.g_01862	Syas.g_00557
OG0000718	Prar.g_01873	Syas.g_00561
OG0000719	Prar.g_01875	Syas.g_00223
OG0000720	Prar.g_01884	Syas.g_00209
OG0000721	Prar.g_01886	Syas.g_00207
OG0000722	Prar.g_01887	Syas.g_00206
OG0000723	Prar.g_01890	Syas.g_00196
OG0000724	Prar.g_01899	Syas.g_00999
OG0000725	Prar.g_01905	Syas.g_01024
OG0000726	Prar.g_01906	Syas.g_01025
OG0000727	Prar.g_01907	Syas.g_01026
OG0000728	Prar.g_01909	Syas.g_01028
OG0000729	Prar.g_01955	Syas.g_02145
OG0000730	Prar.g_01324	Syas.g_01544
OG0000731	Prar.g_01320	Syas.g_01532
OG0000732	Prar.g_01314	Syas.g_02086
OG0000733	Prar.g_01295	Syas.g_00096
OG0000734	Prar.g_01278	Syas.g_02414
OG0000735	Prar.g_01276	Syas.g_01201
OG0000736	Prar.g_01275	Syas.g_01200
OG0000737	Prar.g_01274	Syas.g_01199
OG0000738	Prar.g_01270	Syas.g_01193
OG0000739	Prar.g_01269	Syas.g_01192
OG0000740	Prar.g_01268	Syas.g_01191
OG0000741	Prar.g_01267	Syas.g_01188
OG0000742	Prar.g_01264	Syas.g_01185
OG0000743	Prar.g_01262	Syas.g_01182
OG0000744	Prar.g_01261	Syas.g_01181
OG0000745	Prar.g_01260	Syas.g_01178
OG0000746	Prar.g_01258	Syas.g_01176
OG0000747	Prar.g_01257	Syas.g_01174
OG0000748	Prar.g_01254	Syas.g_01146
OG0000749	Prar.g_01253	Syas.g_01144
OG0000750	Prar.g_01252	Syas.g_01143
OG0000751	Prar.g_01250	Syas.g_01138
OG0000752	Prar.g_01248	Syas.g_01136
OG0000753	Prar.g_01245	Syas.g_01133
OG0000754	Prar.g_01242	Syas.g_01128
OG0000755	Prar.g_01239	Syas.g_01117
OG0000756	Prar.g_01238	Syas.g_01116
OG0000757	Prar.g_01232	Syas.g_01108
OG0000758	Prar.g_01231	Syas.g_01107
OG0000759	Prar.g_01230	Syas.g_01106
OG0000760	Prar.g_01229	Syas.g_01105
OG0000761	Prar.g_01228	Syas.g_01104
OG0000762	Prar.g_01227	Syas.g_01102
OG0000763	Prar.g_01225	Syas.g_01091
OG0000764	Prar.g_01224	Syas.g_01090
OG0000765	Prar.g_01215	Syas.g_01076
OG0000766	Prar.g_01214	Syas.g_01075
OG0000767	Prar.g_01212	Syas.g_01073
OG0000768	Prar.g_01211	Syas.g_01072
OG0000769	Prar.g_01209	Syas.g_01070
OG0000770	Prar.g_01207	Syas.g_01067
OG0000771	Prar.g_00376	Syas.g_00993
OG0000772	Prar.g_00976	Syas.g_01461
OG0000773	Prar.g_00964	Syas.g_00002
OG0000774	Prar.g_00962	Syas.g_02862
OG0000775	Prar.g_00960	Syas.g_02860
OG0000776	Prar.g_00959	Syas.g_02859
OG0000777	Prar.g_00958	Syas.g_02858
OG0000778	Prar.g_00957	Syas.g_02857
OG0000779	Prar.g_00953	Syas.g_02852
OG0000780	Prar.g_00952	Syas.g_02847
OG0000781	Prar.g_00949	Syas.g_02842
OG0000782	Prar.g_00948	Syas.g_02841
OG0000783	Prar.g_00947	Syas.g_02840
OG0000784	Prar.g_00946	Syas.g_02839
OG0000785	Prar.g_00944	Syas.g_02837
OG0000786	Prar.g_00942	Syas.g_02833
OG0000787	Prar.g_00941	Syas.g_02832
OG0000788	Prar.g_00924	Syas.g_00782
OG0000789	Prar.g_00921	Syas.g_01507
OG0000790	Prar.g_00906	Syas.g_01266
OG0000791	Prar.g_00904	Syas.g_01268
OG0000792	Prar.g_00903	Syas.g_01269
OG0000793	Prar.g_00900	Syas.g_01359
OG0000794	Prar.g_00899	Syas.g_01361
OG0000795	Prar.g_00898	Syas.g_01363
OG0000796	Prar.g_00894	Syas.g_01368
OG0000797	Prar.g_00893	Syas.g_01369
OG0000798	Prar.g_00866	Syas.g_01750, Syas.g_02134
OG0000799	Prar.g_00357	Syas.g_02789
OG0000800	Prar.g_00356	Syas.g_02790
OG0000801	Prar.g_00355	Syas.g_02791
OG0000802	Prar.g_00353	Syas.g_02797
OG0000803	Prar.g_00351	Syas.g_02800
OG0000804	Prar.g_00350	Syas.g_02803
OG0000805	Prar.g_00348	Syas.g_02805
OG0000806	Prar.g_00346	Syas.g_02807
OG0000807	Prar.g_00345	Syas.g_02808
OG0000808	Prar.g_00344	Syas.g_02809
OG0000809	Prar.g_00341	Syas.g_02811
OG0000810	Prar.g_00340	Syas.g_02813
OG0000811	Prar.g_00336	Syas.g_02822
OG0000812	Prar.g_00842	Syas.g_02824
OG0000813	Prar.g_00841	Syas.g_02825
OG0000814	Prar.g_00839	Syas.g_02827
OG0000815	Prar.g_00838	Syas.g_02829
OG0000816	Prar.g_00836	Syas.g_02831
OG0000817	Prar.g_00835	Syas.g_02753
OG0000818	Prar.g_00830	Syas.g_01282
OG0000819	Prar.g_00829	Syas.g_01283
OG0000820	Prar.g_00828	Syas.g_01284
OG0000821	Prar.g_00824	Syas.g_01289
OG0000822	Prar.g_00823	Syas.g_01291
OG0000823	Prar.g_00822	Syas.g_01292
OG0000824	Prar.g_00819	Syas.g_01297
OG0000825	Prar.g_00818	Syas.g_01298
OG0000826	Prar.g_00817	Syas.g_01299
OG0000827	Prar.g_00816	Syas.g_01300
OG0000828	Prar.g_00813	Syas.g_01303
OG0000829	Prar.g_00812	Syas.g_01304
OG0000830	Prar.g_00811	Syas.g_01305
OG0000831	Prar.g_00809	Syas.g_01308
OG0000832	Prar.g_00803	Syas.g_01476
OG0000833	Prar.g_00795	Syas.g_02738
OG0000834	Prar.g_00794	Syas.g_02737
OG0000835	Prar.g_00793	Syas.g_02736
OG0000836	Prar.g_00792	Syas.g_02732
OG0000837	Prar.g_00791	Syas.g_02731
OG0000838	Prar.g_00789	Syas.g_02727
OG0000839	Prar.g_00788	Syas.g_02726
OG0000840	Prar.g_00787	Syas.g_02725
OG0000841	Prar.g_00786	Syas.g_02724
OG0000842	Prar.g_00785	Syas.g_02723
OG0000843	Prar.g_00784	Syas.g_02722
OG0000844	Prar.g_00783	Syas.g_02720
OG0000845	Prar.g_00782	Syas.g_02719
OG0000846	Prar.g_00781	Syas.g_02718
OG0000847	Prar.g_00780	Syas.g_02717
OG0000848	Prar.g_00779	Syas.g_02715
OG0000849	Prar.g_00778	Syas.g_02714
OG0000850	Prar.g_00776	Syas.g_02711
OG0000851	Prar.g_00775	Syas.g_02708
OG0000852	Prar.g_00774	Syas.g_02707
OG0000853	Prar.g_00770	Syas.g_02703
OG0000854	Prar.g_00768	Syas.g_02701
OG0000855	Prar.g_00767	Syas.g_02700
OG0000856	Prar.g_00753	Syas.g_00103
OG0000857	Prar.g_00725	Syas.g_00579
OG0000858	Prar.g_01149	Syas.g_02693
OG0000859	Prar.g_01148	Syas.g_02692
OG0000860	Prar.g_01141	Syas.g_02679
OG0000861	Prar.g_01140	Syas.g_02678
OG0000862	Prar.g_01139	Syas.g_02677
OG0000863	Prar.g_01137	Syas.g_02675
OG0000864	Prar.g_01136	Syas.g_02674
OG0000865	Prar.g_01135	Syas.g_02673
OG0000866	Prar.g_01134	Syas.g_02672
OG0000867	Prar.g_01133	Syas.g_02671
OG0000868	Prar.g_01132	Syas.g_02667
OG0000869	Prar.g_01128	Syas.g_02662
OG0000870	Prar.g_01123	Syas.g_02657
OG0000871	Prar.g_01122	Syas.g_02656
OG0000872	Prar.g_01121	Syas.g_02650
OG0000873	Prar.g_01965	Syas.g_02647
OG0000874	Prar.g_01968	Syas.g_02645
OG0000875	Prar.g_01969	Syas.g_02644
OG0000876	Prar.g_01970	Syas.g_00280
OG0000877	Prar.g_01963	Syas.g_02603
OG0000878	Prar.g_01962	Syas.g_02602
OG0000879	Prar.g_01961	Syas.g_02601
OG0000880	Prar.g_01960	Syas.g_02600
OG0000881	Prar.g_00595, Prar.g_01956	Syas.g_02596
OG0000882	Prar.g_00600	Syas.g_02591
OG0000883	Prar.g_00601	Syas.g_02586
OG0000884	Prar.g_00603	Syas.g_02584
OG0000885	Prar.g_00604	Syas.g_02583
OG0000886	Prar.g_00605	Syas.g_02582
OG0000887	Prar.g_00606	Syas.g_02581
OG0000888	Prar.g_00608	Syas.g_02579
OG0000889	Prar.g_00610	Syas.g_02577
OG0000890	Prar.g_00611	Syas.g_02574
OG0000891	Prar.g_00612	Syas.g_02573
OG0000892	Prar.g_01119	Syas.g_02571
OG0000893	Prar.g_01114	Syas.g_01677
OG0000894	Prar.g_01112	Syas.g_01667
OG0000895	Prar.g_01109	Syas.g_01663
OG0000896	Prar.g_01108	Syas.g_01662
OG0000897	Prar.g_01106	Syas.g_01660
OG0000898	Prar.g_01105	Syas.g_01659
OG0000899	Prar.g_01104	Syas.g_01658
OG0000900	Prar.g_01103	Syas.g_01657
OG0000901	Prar.g_01100	Syas.g_01652
OG0000902	Prar.g_01098	Syas.g_01651
OG0000903	Prar.g_01095	Syas.g_01637
OG0000904	Prar.g_01093	Syas.g_01642
OG0000905	Prar.g_01088	Syas.g_01647
OG0000906	Prar.g_01087	Syas.g_01649
OG0000907	Prar.g_01069	Syas.g_01635
OG0000908	Prar.g_01066	Syas.g_01632
OG0000909	Prar.g_01065	Syas.g_01631
OG0000910	Prar.g_01064	Syas.g_01630
OG0000911	Prar.g_01062	Syas.g_01628
OG0000912	Prar.g_01061	Syas.g_01627
OG0000913	Prar.g_01060	Syas.g_01626
OG0000914	Prar.g_01059	Syas.g_01625
OG0000915	Prar.g_01058	Syas.g_01623
OG0000916	Prar.g_01057	Syas.g_01622
OG0000917	Prar.g_01056	Syas.g_01621
OG0000918	Prar.g_01055	Syas.g_01620
OG0000919	Prar.g_01054	Syas.g_01619
OG0000920	Prar.g_01053	Syas.g_01618
OG0000921	Prar.g_01052	Syas.g_01617
OG0000922	Prar.g_01051	Syas.g_01616
OG0000923	Prar.g_01047	Syas.g_01612
OG0000924	Prar.g_01046	Syas.g_01611
OG0000925	Prar.g_01045	Syas.g_01610
OG0000926	Prar.g_01044	Syas.g_01609
OG0000927	Prar.g_01042	Syas.g_01607
OG0000928	Prar.g_01041	Syas.g_01606
OG0000929	Prar.g_01040	Syas.g_01605
OG0000930	Prar.g_01039	Syas.g_01604
OG0000931	Prar.g_01038	Syas.g_01603
OG0000932	Prar.g_01037	Syas.g_01602
OG0000933	Prar.g_01033	Syas.g_01596
OG0000934	Prar.g_01031	Syas.g_01594
OG0000935	Prar.g_01030	Syas.g_01593
OG0000936	Prar.g_01029	Syas.g_01592
OG0000937	Prar.g_01028	Syas.g_01591
OG0000938	Prar.g_01026	Syas.g_01588
OG0000939	Prar.g_01025	Syas.g_01587
OG0000940	Prar.g_01019	Syas.g_01580
OG0000941	Prar.g_01017	Syas.g_01578
OG0000942	Prar.g_01015	Syas.g_01576
OG0000943	Prar.g_01014	Syas.g_01575
OG0000944	Prar.g_01013	Syas.g_01573
OG0000945	Prar.g_01012	Syas.g_01572
OG0000946	Prar.g_00617	Syas.g_01565
OG0000947	Prar.g_00619	Syas.g_01562
OG0000948	Prar.g_00620	Syas.g_01561
OG0000949	Prar.g_00623	Syas.g_02213
OG0000950	Prar.g_00628	Syas.g_02197
OG0000951	Prar.g_00632	Syas.g_02190
OG0000952	Prar.g_00636	Syas.g_02186
OG0000953	Prar.g_00639	Syas.g_02182
OG0000954	Prar.g_00643	Syas.g_02174
OG0000955	Prar.g_00644	Syas.g_02173
OG0000956	Prar.g_00646	Syas.g_02171
OG0000957	Prar.g_00651	Syas.g_02158
OG0000958	Prar.g_00652	Syas.g_02157
OG0000959	Prar.g_00656	Syas.g_02154
OG0000960	Prar.g_00657	Syas.g_02153
OG0000961	Prar.g_00659	Syas.g_02345
OG0000962	Prar.g_00661	Syas.g_02146
OG0000963	Prar.g_00664	Syas.g_02143
OG0000964	Prar.g_00665	Syas.g_02142
OG0000965	Prar.g_00666	Syas.g_02141
OG0000966	Prar.g_00673	Syas.g_02112
OG0000967	Prar.g_00677	Syas.g_02108
OG0000968	Prar.g_00679	Syas.g_02106
OG0000969	Prar.g_00680	Syas.g_02104
OG0000970	Prar.g_00681	Syas.g_02103
OG0000971	Prar.g_00682	Syas.g_02101
OG0000972	Prar.g_00683	Syas.g_02100
OG0000973	Prar.g_00684	Syas.g_02099
OG0000974	Prar.g_00685	Syas.g_02098
OG0000975	Prar.g_00686	Syas.g_02097
OG0000976	Prar.g_00687	Syas.g_02096
OG0000977	Prar.g_00688	Syas.g_02094
OG0000978	Prar.g_00689	Syas.g_02093
OG0000979	Prar.g_00692	Syas.g_02090
OG0000980	Prar.g_00694	Syas.g_02087
OG0000981	Prar.g_00696	Syas.g_02084
OG0000982	Prar.g_00698	Syas.g_01882
OG0000983	Prar.g_00699	Syas.g_01883
OG0000984	Prar.g_00700	Syas.g_01884
OG0000985	Prar.g_00703	Syas.g_01888
OG0000986	Prar.g_00705	Syas.g_01891
OG0000987	Prar.g_00706	Syas.g_01897
OG0000988	Prar.g_00709	Syas.g_01902
OG0000989	Prar.g_00073	Syas.g_01908
OG0000990	Prar.g_00070	Syas.g_01937
OG0000991	Prar.g_00069	Syas.g_01939
OG0000992	Prar.g_00067	Syas.g_01943
OG0000993	Prar.g_00066	Syas.g_01945
OG0000994	Prar.g_00065	Syas.g_01948
OG0000995	Prar.g_00061	Syas.g_01955
OG0000996	Prar.g_00060	Syas.g_01977
OG0000997	Prar.g_00059	Syas.g_01993
OG0000998	Prar.g_00057	Syas.g_01995
OG0000999	Prar.g_00056	Syas.g_01996
OG0001000	Prar.g_00053	Syas.g_02000
OG0001001	Prar.g_00051	Syas.g_02006
OG0001002	Prar.g_00047	Syas.g_02014
OG0001003	Prar.g_00046	Syas.g_02016
OG0001004	Prar.g_00045	Syas.g_02017
OG0001005	Prar.g_00044	Syas.g_02018
OG0001006	Prar.g_00040	Syas.g_02032
OG0001007	Prar.g_00038	Syas.g_02034
OG0001008	Prar.g_00485	Syas.g_01496
OG0001009	Prar.g_00011	Syas.g_02065
OG0001010	Prar.g_00010	Syas.g_02066
OG0001011	Prar.g_00009	Syas.g_02068
OG0001012	Prar.g_00577	Syas.g_00152
OG0001013	Prar.g_00571	Syas.g_01866
OG0001014	Prar.g_00568	Syas.g_01857
OG0001015	Prar.g_00567	Syas.g_01856
OG0001016	Prar.g_00255	Syas.g_02517
OG0001017	Prar.g_00251	Syas.g_02511
OG0001018	Prar.g_00248	Syas.g_02509
OG0001019	Prar.g_00239	Syas.g_02469
OG0001020	Prar.g_00238	Syas.g_02443
OG0001021	Prar.g_00237	Syas.g_02437
OG0001022	Prar.g_00234	Syas.g_02434
OG0001023	Prar.g_00233	Syas.g_02433
OG0001024	Prar.g_00230	Syas.g_00135
OG0001025	Prar.g_00224	Syas.g_02424
OG0001026	Prar.g_00217	Syas.g_02412
OG0001027	Prar.g_00216	Syas.g_02408
OG0001028	Prar.g_00214	Syas.g_02405
OG0001029	Prar.g_00213	Syas.g_02403
OG0001030	Prar.g_00198	Syas.g_02384
OG0001031	Prar.g_00141	Syas.g_02293
OG0001032	Prar.g_00140	Syas.g_02290
OG0001033	Prar.g_00119	Syas.g_02239
OG0001034	Prar.g_00091	Syas.g_02556
OG0001035	Prar.g_00333	Syas.g_01704
OG0001036	Prar.g_00328	Syas.g_01709
OG0001037	Prar.g_00327	Syas.g_01711
OG0001038	Prar.g_00309	Syas.g_01751
OG0001039	Prar.g_00306	Syas.g_01754
OG0001041	Prar.g_00300	Syas.g_01761
OG0001042	Prar.g_00283	Syas.g_01821
OG0001043	Prar.g_00282	Syas.g_01817
OG0001044	Prar.g_00393	Syas.g_01542
OG0001045	Prar.g_00402	Syas.g_01529
OG0001046	Prar.g_00440	Syas.g_00532
OG0001047	Prar.g_00487	Syas.g_01494
OG0001048	Prar.g_00488	Syas.g_01493
OG0001049	Prar.g_00490	Syas.g_02742
OG0001050	Prar.g_00491	Syas.g_02743
OG0001051	Prar.g_00492	Syas.g_02744
OG0001052	Prar.g_00521	Syas.g_01337
OG0001053	Prar.g_00533	Syas.g_01250
OG0001054	Prar.g_01329	Syas.g_01231
OG0001055	Prar.g_01347	Syas.g_01210
OG0001056	Prar.g_01366	Syas.g_00068
OG0001057	Prar.g_01371	Syas.g_00763
OG0001058	Prar.g_01379	Syas.g_00787
OG0001059	Prar.g_01383	Syas.g_00791
OG0001060	Prar.g_01390	Syas.g_00797
OG0001061	Prar.g_01403	Syas.g_00816
OG0001062	Prar.g_01405	Syas.g_00819
OG0001063	Prar.g_01407	Syas.g_00830
OG0001064	Prar.g_01408	Syas.g_00831
OG0001065	Prar.g_01409	Syas.g_00832
OG0001066	Prar.g_01410	Syas.g_00833
OG0001067	Prar.g_01411	Syas.g_00834
OG0001068	Prar.g_01412	Syas.g_00835
OG0001069	Prar.g_01413	Syas.g_00836
OG0001070	Prar.g_01416	Syas.g_00840
OG0001071	Prar.g_01417	Syas.g_00841
OG0001072	Prar.g_01419	Syas.g_00844
OG0001073	Prar.g_01434	Syas.g_00855
OG0001074	Prar.g_01445	Syas.g_00157
OG0001075	Prar.g_01446	Syas.g_00163
OG0001076	Prar.g_01454	Syas.g_00113
OG0001077	Prar.g_01458	Syas.g_00101
OG0001078	Prar.g_01466	Syas.g_00745
OG0001079	Prar.g_01477	Syas.g_00729
OG0001080	Prar.g_01483	Syas.g_00717
OG0001081	Prar.g_01485	Syas.g_00715
OG0001082	Prar.g_01486	Syas.g_00714
OG0001083	Prar.g_01491	Syas.g_00707
OG0001084	Prar.g_01492	Syas.g_00706
OG0001085	Prar.g_01500	Syas.g_00693
OG0001086	Prar.g_01501	Syas.g_00691
OG0001087	Prar.g_01518	Syas.g_00071
OG0001088	Prar.g_01519	Syas.g_01060
OG0001089	Prar.g_01527	Syas.g_01039
OG0001090	Prar.g_01600	Syas.g_00980
OG0001091	Prar.g_01602	Syas.g_00979
OG0001092	Prar.g_01603	Syas.g_00178
OG0001093	Prar.g_01608	Syas.g_00184
OG0001095	Prar.g_01697	Syas.g_00582
OG0001097	Prar.g_01728	Syas.g_00243
OG0001098	Prar.g_01744	Syas.g_00880
OG0001099	Prar.g_01764	Syas.g_02404
OG0001100	Prar.g_01768	Syas.g_00682
OG0001101	Prar.g_01770	Syas.g_00680
OG0001102	Prar.g_01773	Syas.g_00677
OG0001103	Prar.g_01775	Syas.g_00675
OG0001104	Prar.g_01796	Syas.g_00620
OG0001105	Prar.g_01800	Syas.g_00617
OG0001106	Prar.g_01824	Syas.g_00447
OG0001107	Prar.g_01831	Syas.g_00459
OG0001108	Prar.g_01835	Syas.g_00494
OG0001109	Prar.g_01836	Syas.g_00496
OG0001110	Prar.g_01838	Syas.g_00498
OG0001111	Prar.g_01839	Syas.g_00500
OG0001112	Prar.g_01840	Syas.g_00503
OG0001113	Prar.g_01841	Syas.g_00504
OG0001114	Prar.g_01842	Syas.g_00505
OG0001115	Prar.g_01844	Syas.g_00527
OG0001116	Prar.g_01845	Syas.g_00529
OG0001117	Prar.g_01846	Syas.g_00530
OG0001118	Prar.g_01847	Syas.g_00531
OG0001119	Prar.g_01848	Syas.g_00533
OG0001120	Prar.g_01850	Syas.g_00539
OG0001122	Prar.g_01876	Syas.g_00222
OG0001123	Prar.g_01880	Syas.g_00214
OG0001124	Prar.g_01882	Syas.g_00212
OG0001125	Prar.g_01883	Syas.g_00210
OG0001126	Prar.g_01893	Syas.g_00991
OG0001127	Prar.g_01894	Syas.g_00992
OG0001128	Prar.g_01896	Syas.g_00995
OG0001129	Prar.g_01897	Syas.g_00997
OG0001130	Prar.g_01898	Syas.g_00998
OG0001131	Prar.g_01935	Syas.g_01401
OG0001132	Prar.g_01944	Syas.g_00525
OG0001133	Prar.g_01309	Syas.g_00109
OG0001136	Prar.g_01266	Syas.g_01187
OG0001138	Prar.g_01237	Syas.g_01114
OG0001139	Prar.g_01236	Syas.g_01112
OG0001140	Prar.g_01235	Syas.g_01111
OG0001141	Prar.g_01234	Syas.g_01110
OG0001142	Prar.g_01233	Syas.g_01109
OG0001143	Prar.g_01226	Syas.g_01092
OG0001144	Prar.g_01221	Syas.g_01084
OG0001145	Prar.g_00963	Syas.g_02867
OG0001146	Prar.g_00951	Syas.g_02846
OG0001147	Prar.g_00925	Syas.g_01329
OG0001148	Prar.g_00909	Syas.g_01263
OG0001149	Prar.g_00908	Syas.g_01264
OG0001150	Prar.g_00907	Syas.g_01265
OG0001151	Prar.g_00896	Syas.g_01366
OG0001152	Prar.g_00895	Syas.g_01367
OG0001153	Prar.g_00815	Syas.g_01301
OG0001154	Prar.g_00814	Syas.g_01302
OG0001155	Prar.g_00802	Syas.g_01478
OG0001156	Prar.g_00799	Syas.g_01489
OG0001157	Prar.g_00798	Syas.g_01490
OG0001158	Prar.g_00797	Syas.g_01491
OG0001159	Prar.g_00796	Syas.g_01492
OG0001160	Prar.g_00772	Syas.g_02705
OG0001161	Prar.g_00760	Syas.g_02030
OG0001162	Prar.g_00749	Syas.g_02473
OG0001163	Prar.g_01151	Syas.g_02697
OG0001164	Prar.g_01147	Syas.g_02691
OG0001165	Prar.g_01144	Syas.g_02686
OG0001166	Prar.g_01124	Syas.g_02658
OG0001167	Prar.g_01959	Syas.g_01046
OG0001168	Prar.g_01957	Syas.g_02597
OG0001169	Prar.g_00596	Syas.g_02595
OG0001170	Prar.g_00598	Syas.g_02593
OG0001171	Prar.g_00607	Syas.g_02580
OG0001172	Prar.g_01111	Syas.g_01665
OG0001173	Prar.g_01110	Syas.g_01664
OG0001174	Prar.g_01102	Syas.g_01656
OG0001175	Prar.g_01101	Syas.g_01655
OG0001176	Prar.g_01094	Syas.g_01638
OG0001177	Prar.g_01091	Syas.g_01640
OG0001178	Prar.g_01086	Syas.g_02676
OG0001179	Prar.g_01043	Syas.g_01608
OG0001180	Prar.g_01022	Syas.g_01583
OG0001181	Prar.g_01018	Syas.g_01579
OG0001182	Prar.g_01011	Syas.g_01571
OG0001183	Prar.g_00618	Syas.g_01564
OG0001184	Prar.g_00634	Syas.g_02188
OG0001185	Prar.g_00648	Syas.g_02162
OG0001186	Prar.g_00670	Syas.g_02113
OG0001187	Prar.g_00674	Syas.g_02111
OG0001189	Prar.g_00693	Syas.g_02089
OG0001190	Prar.g_00697	Syas.g_01881
OG0001191	Prar.g_00707	Syas.g_01900
OG0001193	Prar.g_00064	Syas.g_01952
OG0001194	Prar.g_00063	Syas.g_01953
OG0001195	Prar.g_00062	Syas.g_01954
OG0001196	Prar.g_00049	Syas.g_02010
OG0001197	Prar.g_00048	Syas.g_02012
OG0001198	Prar.g_00041	Syas.g_02031
OG0001199	Prar.g_00254	Syas.g_02516
