Orthogroup	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
OG0007785																																										Syab.g_00188																		
OG0007786																																										Syab.g_00246																		
OG0007787																																										Syab.g_00258																		
OG0007788																																										Syab.g_00329																		
OG0007789																																										Syab.g_00331																		
OG0007790																																										Syab.g_00355																		
OG0007791																																										Syab.g_00363																		
OG0007792																																										Syab.g_00445																		
OG0007793																																										Syab.g_00464																		
OG0007794																																										Syab.g_00465																		
OG0007795																																										Syab.g_00469																		
OG0007796																																										Syab.g_00491																		
OG0007797																																										Syab.g_00510																		
OG0007798																																										Syab.g_00517																		
OG0007799																																										Syab.g_00568																		
OG0007800																																										Syab.g_00569																		
OG0007801																																										Syab.g_00570																		
OG0007802																																										Syab.g_00571																		
OG0007803																																										Syab.g_00573																		
OG0007804																																										Syab.g_00580																		
OG0007805																																										Syab.g_00604																		
OG0007806																																										Syab.g_00605																		
OG0007807																																										Syab.g_00608																		
OG0007808																																										Syab.g_00609																		
OG0007809																																										Syab.g_00635																		
OG0007810																																										Syab.g_00647																		
OG0007811																																										Syab.g_00653																		
OG0007812																																										Syab.g_00654																		
OG0007813																																										Syab.g_00667																		
OG0007814																																										Syab.g_00668																		
OG0007815																																										Syab.g_00674																		
OG0007816																																										Syab.g_00676																		
OG0007817																																										Syab.g_00680																		
OG0007818																																										Syab.g_00681																		
OG0007819																																										Syab.g_00683																		
OG0007820																																										Syab.g_00686																		
OG0007821																																										Syab.g_00688																		
OG0007822																																										Syab.g_00702																		
OG0007823																																										Syab.g_00703																		
OG0007824																																										Syab.g_00709																		
OG0007825																																										Syab.g_00714																		
OG0007826																																										Syab.g_00720																		
OG0007827																																										Syab.g_00721																		
OG0007828																																										Syab.g_00763																		
OG0007829																																										Syab.g_00777																		
OG0007830																																										Syab.g_00784																		
OG0007831																																										Syab.g_00786																		
OG0007832																																										Syab.g_00787																		
OG0007833																																										Syab.g_00795																		
OG0007834																																										Syab.g_00797																		
OG0007835																																										Syab.g_00798																		
OG0007836																																										Syab.g_00799																		
OG0007837																																										Syab.g_00815																		
OG0007838																																										Syab.g_00831																		
OG0007839																																										Syab.g_00837																		
OG0007840																																										Syab.g_00840																		
OG0007841																																										Syab.g_00841																		
OG0007842																																										Syab.g_00844																		
OG0007843																																										Syab.g_00845																		
OG0007844																																										Syab.g_00847																		
OG0007845																																										Syab.g_00848																		
OG0007846																																										Syab.g_00849																		
OG0007847																																										Syab.g_00850																		
OG0007848																																										Syab.g_00851																		
OG0007849																																										Syab.g_00853																		
OG0007850																																										Syab.g_00854																		
OG0007851																																										Syab.g_00856																		
OG0007852																																										Syab.g_00859																		
OG0007853																																										Syab.g_00861																		
OG0007854																																										Syab.g_00862																		
OG0007855																																										Syab.g_00877																		
OG0007856																																										Syab.g_00885																		
OG0007857																																										Syab.g_00889																		
OG0007858																																										Syab.g_00890																		
OG0007859																																										Syab.g_00929																		
OG0007860																																										Syab.g_00934																		
OG0007861																																										Syab.g_00935																		
OG0007862																																										Syab.g_00937																		
OG0007863																																										Syab.g_00938																		
OG0007864																																										Syab.g_00954																		
OG0007865																																										Syab.g_00955																		
OG0007866																																										Syab.g_00960																		
OG0007867																																										Syab.g_00980																		
OG0007868																																										Syab.g_01050																		
OG0007869																																										Syab.g_01060																		
OG0007870																																										Syab.g_01062																		
OG0007871																																										Syab.g_01064																		
OG0007872																																										Syab.g_01065																		
OG0007873																																										Syab.g_01068																		
OG0007874																																										Syab.g_01075																		
OG0007875																																										Syab.g_01076																		
OG0007876																																										Syab.g_01078																		
OG0007877																																										Syab.g_01079																		
OG0007878																																										Syab.g_01082																		
OG0007879																																										Syab.g_01084																		
OG0007880																																										Syab.g_01088																		
OG0007881																																										Syab.g_01089																		
OG0007882																																										Syab.g_01091																		
OG0007883																																										Syab.g_01092																		
OG0007884																																										Syab.g_01098																		
OG0007885																																										Syab.g_01103																		
OG0007886																																										Syab.g_01106																		
OG0007887																																										Syab.g_01110																		
OG0007888																																										Syab.g_01111																		
OG0007889																																										Syab.g_01113																		
OG0007890																																										Syab.g_01116																		
OG0007891																																										Syab.g_01119																		
OG0007892																																										Syab.g_01123																		
OG0007893																																										Syab.g_01124																		
OG0007894																																										Syab.g_01130																		
OG0007895																																										Syab.g_01131																		
OG0007896																																										Syab.g_01132																		
OG0007897																																										Syab.g_01134																		
OG0007898																																										Syab.g_01162																		
OG0007899																																										Syab.g_01196																		
OG0007900																																										Syab.g_01199																		
OG0007901																																										Syab.g_01251																		
OG0007902																																										Syab.g_01259																		
OG0007903																																										Syab.g_01292																		
OG0007904																																										Syab.g_01339																		
OG0007905																																										Syab.g_01369																		
OG0007906																																										Syab.g_01371																		
OG0007907																																										Syab.g_01372																		
OG0007908																																										Syab.g_01375																		
OG0007909																																										Syab.g_01427																		
OG0007910																																										Syab.g_01428																		
OG0007911																																										Syab.g_01444																		
OG0007912																																										Syab.g_01445																		
OG0007913																																										Syab.g_01447																		
OG0007914																																										Syab.g_01450																		
OG0007915																																										Syab.g_01460																		
OG0007916																																										Syab.g_01463																		
OG0007917																																										Syab.g_01465																		
OG0007918																																										Syab.g_01477																		
OG0007919																																										Syab.g_01484																		
OG0007920																																										Syab.g_01485																		
OG0007921																																										Syab.g_01486																		
OG0007922																																										Syab.g_01487																		
OG0007923																																										Syab.g_01488																		
OG0007924																																										Syab.g_01490																		
OG0007925																																										Syab.g_01492																		
OG0007926																																										Syab.g_01495																		
OG0007927																																										Syab.g_01501																		
OG0007928																																										Syab.g_01527																		
OG0007929																																										Syab.g_01532																		
OG0007930																																										Syab.g_01551																		
OG0007931																																										Syab.g_01611																		
OG0007932																																										Syab.g_01615																		
OG0007933																																										Syab.g_01623																		
OG0007934																																										Syab.g_01624																		
OG0007935																																										Syab.g_01625																		
OG0007936																																										Syab.g_01627																		
OG0007937																																										Syab.g_01628																		
OG0007938																																										Syab.g_01648																		
OG0007939																																										Syab.g_01652																		
OG0007940																																										Syab.g_01653																		
OG0007941																																										Syab.g_01679																		
OG0007942																																										Syab.g_01707																		
OG0007943																																										Syab.g_01729																		
OG0007944																																										Syab.g_01738																		
OG0007945																																										Syab.g_01776																		
OG0007946																																										Syab.g_01778																		
OG0007947																																										Syab.g_01792																		
OG0007948																																										Syab.g_01802																		
OG0007949																																										Syab.g_01804																		
OG0007950																																										Syab.g_01806																		
OG0007951																																										Syab.g_01907																		
OG0007952																																										Syab.g_01935																		
OG0007953																																										Syab.g_01946																		
OG0007954																																										Syab.g_01977																		
OG0007955																																										Syab.g_02018																		
OG0007956																																										Syab.g_02052																		
OG0007957																																										Syab.g_02055																		
OG0007958																																										Syab.g_02064																		
OG0007959																																										Syab.g_02065																		
OG0007960																																										Syab.g_02147																		
OG0007961																																										Syab.g_02158																		
OG0007962																																										Syab.g_02160																		
OG0007963																																										Syab.g_02207																		
OG0007964																																										Syab.g_02214																		
OG0007965																																										Syab.g_02219																		
OG0007966																																										Syab.g_02222																		
OG0007967																																										Syab.g_02240																		
OG0007968																																										Syab.g_02260																		
OG0007969																																										Syab.g_02272																		
OG0007970																																										Syab.g_02273																		
OG0007971																																										Syab.g_02274																		
OG0007972																																										Syab.g_02275																		
OG0007973																																										Syab.g_02276																		
OG0007974																																										Syab.g_02277																		
OG0007975																																										Syab.g_02279																		
OG0007976																																										Syab.g_02282																		
OG0007977																																										Syab.g_02301																		
OG0007978																																										Syab.g_02337																		
OG0007979																																										Syab.g_02352																		
OG0007980																																										Syab.g_02356																		
OG0007981																																										Syab.g_02382																		
OG0007982																																										Syab.g_02388																		
OG0007983																																										Syab.g_02389																		
OG0007984																																										Syab.g_02392																		
OG0007985																																										Syab.g_02395																		
OG0007986																																										Syab.g_02396																		
OG0007987																																										Syab.g_02397																		
OG0007988																																										Syab.g_02398																		
OG0007989																																										Syab.g_02399																		
OG0007990																																										Syab.g_02400																		
OG0007991																																										Syab.g_02401																		
OG0007992																																										Syab.g_02404																		
OG0007993																																										Syab.g_02406																		
OG0007994																																										Syab.g_02407																		
OG0007995																																										Syab.g_02408																		
OG0007996																																										Syab.g_02409																		
OG0007997																																										Syab.g_02410																		
OG0007998																																										Syab.g_02411																		
OG0007999																																										Syab.g_02415																		
OG0008000																																										Syab.g_02419																		
OG0008001																																										Syab.g_02420																		
OG0008002																																										Syab.g_02423																		
OG0008003																																										Syab.g_02427																		
OG0008004																																										Syab.g_02428																		
OG0008005																																										Syab.g_02554																		
OG0008006																																										Syab.g_02592																		
OG0008007																																										Syab.g_02646																		
OG0008008																																										Syab.g_02660																		
OG0008009																																										Syab.g_02662																		
OG0008010																																										Syab.g_02665																		
OG0008011																																										Syab.g_02666																		
OG0008012																																										Syab.g_02669																		
OG0008013																																										Syab.g_02670																		
OG0008014																																										Syab.g_02679																		
OG0008015																																										Syab.g_02700																		
OG0008016																																										Syab.g_02723																		
OG0008017																																										Syab.g_02724																		
OG0008018																																										Syab.g_02728																		
OG0008019																																										Syab.g_02731																		
OG0008020																																										Syab.g_02734																		
OG0008021																																										Syab.g_02751																		
OG0008022																																										Syab.g_02784																		
OG0008023																																										Syab.g_02803																		
OG0008024																																										Syab.g_02813																		
OG0008025																																										Syab.g_02816																		
OG0008026																																										Syab.g_02817																		
OG0008027																																										Syab.g_02820																		
OG0008028																																										Syab.g_02828																		
OG0008029																																										Syab.g_02882																		
OG0008030																																										Syab.g_02890																		
OG0008031																																										Syab.g_02893																		
OG0008032																																										Syab.g_02894																		
OG0008033																																											Syac.g_00068																	
OG0008034																																											Syac.g_00069																	
OG0008035																																											Syac.g_00071																	
OG0008036																																											Syac.g_00072																	
OG0008037																																											Syac.g_00083																	
OG0008038																																											Syac.g_00090																	
OG0008039																																											Syac.g_00091																	
OG0008040																																											Syac.g_00092																	
OG0008041																																											Syac.g_00093																	
OG0008042																																											Syac.g_00101																	
OG0008043																																											Syac.g_00102																	
OG0008044																																											Syac.g_00108																	
OG0008045																																											Syac.g_00118																	
OG0008046																																											Syac.g_00132																	
OG0008047																																											Syac.g_00201																	
OG0008048																																											Syac.g_00216																	
OG0008049																																											Syac.g_00252																	
OG0008050																																											Syac.g_00259																	
OG0008051																																											Syac.g_00467																	
OG0008052																																											Syac.g_00471																	
OG0008053																																											Syac.g_00473																	
OG0008054																																											Syac.g_00479																	
OG0008055																																											Syac.g_00482																	
OG0008056																																											Syac.g_00486																	
OG0008057																																											Syac.g_00511																	
OG0008058																																											Syac.g_00545																	
OG0008059																																											Syac.g_00634																	
OG0008060																																											Syac.g_00688																	
OG0008061																																											Syac.g_00744																	
OG0008062																																											Syac.g_00806																	
OG0008063																																											Syac.g_00817																	
OG0008064																																											Syac.g_00895																	
OG0008065																																											Syac.g_01000																	
OG0008066																																											Syac.g_01005																	
OG0008067																																											Syac.g_01025																	
OG0008068																																											Syac.g_01039																	
OG0008069																																											Syac.g_01041																	
OG0008070																																											Syac.g_01052																	
OG0008071																																											Syac.g_01056																	
OG0008072																																											Syac.g_01075																	
OG0008073																																											Syac.g_01085																	
OG0008074																																											Syac.g_01105																	
OG0008075																																											Syac.g_01135																	
OG0008076																																											Syac.g_01168																	
OG0008077																																											Syac.g_01211																	
OG0008078																																											Syac.g_01295																	
OG0008079																																											Syac.g_01397																	
OG0008080																																											Syac.g_01407																	
OG0008081																																											Syac.g_01421																	
OG0008082																																											Syac.g_01442																	
OG0008083																																											Syac.g_01455																	
OG0008084																																											Syac.g_01462																	
OG0008085																																											Syac.g_01483																	
OG0008086																																											Syac.g_01537																	
OG0008087																																											Syac.g_01544																	
OG0008088																																											Syac.g_01552																	
OG0008089																																											Syac.g_01553																	
OG0008090																																											Syac.g_01556																	
OG0008091																																											Syac.g_01557																	
OG0008092																																											Syac.g_01564																	
OG0008093																																											Syac.g_01566																	
OG0008094																																											Syac.g_01578																	
OG0008095																																											Syac.g_01581																	
OG0008096																																											Syac.g_01585																	
OG0008097																																											Syac.g_01597																	
OG0008098																																											Syac.g_01636																	
OG0008099																																											Syac.g_01644																	
OG0008100																																											Syac.g_01712																	
OG0008101																																											Syac.g_01720																	
OG0008102																																											Syac.g_01725																	
OG0008103																																											Syac.g_01838																	
OG0008104																																											Syac.g_01938																	
OG0008105																																											Syac.g_01946																	
OG0008106																																											Syac.g_01947																	
OG0008107																																											Syac.g_02057																	
OG0008108																																											Syac.g_02093																	
OG0008109																																											Syac.g_02152																	
OG0008110																																											Syac.g_02275																	
OG0008111																																											Syac.g_02329																	
OG0008112																																											Syac.g_02330																	
OG0008113																																											Syac.g_02392																	
OG0008114																																											Syac.g_02396																	
OG0008115																																												Syad.g_00005																
OG0008116																																												Syad.g_00017																
OG0008117																																												Syad.g_00038																
OG0008118																																												Syad.g_00044																
OG0008119																																												Syad.g_00047																
OG0008120																																												Syad.g_00049																
OG0008121																																												Syad.g_00053																
OG0008122																																												Syad.g_00231																
OG0008123																																												Syad.g_00232																
OG0008124																																												Syad.g_00236																
OG0008125																																												Syad.g_00253																
OG0008126																																												Syad.g_00255																
OG0008127																																												Syad.g_00257																
OG0008128																																												Syad.g_00262																
OG0008129																																												Syad.g_00271																
OG0008130																																												Syad.g_00279																
OG0008131																																												Syad.g_00292																
OG0008132																																												Syad.g_00293																
OG0008133																																												Syad.g_00295																
OG0008134																																												Syad.g_00296																
OG0008135																																												Syad.g_00298																
OG0008136																																												Syad.g_00303																
OG0008137																																												Syad.g_00312																
OG0008138																																												Syad.g_00381																
OG0008139																																												Syad.g_00384																
OG0008140																																												Syad.g_00386																
OG0008141																																												Syad.g_00387																
OG0008142																																												Syad.g_00389																
OG0008143																																												Syad.g_00395																
OG0008144																																												Syad.g_00401																
OG0008145																																												Syad.g_00402																
OG0008146																																												Syad.g_00405																
OG0008147																																												Syad.g_00406																
OG0008148																																												Syad.g_00423																
OG0008149																																												Syad.g_00479																
OG0008150																																												Syad.g_00544																
OG0008151																																												Syad.g_00560																
OG0008152																																												Syad.g_00613																
OG0008153																																												Syad.g_00618																
OG0008154																																												Syad.g_00621																
OG0008155																																												Syad.g_00623																
OG0008156																																												Syad.g_00635																
OG0008157																																												Syad.g_00659																
OG0008158																																												Syad.g_00804																
OG0008159																																												Syad.g_00846																
OG0008160																																												Syad.g_00858																
OG0008161																																												Syad.g_00860																
OG0008162																																												Syad.g_00865																
OG0008163																																												Syad.g_00867																
OG0008164																																												Syad.g_00900																
OG0008165																																												Syad.g_00924																
OG0008166																																												Syad.g_00948																
OG0008167																																												Syad.g_00988																
OG0008168																																												Syad.g_01007																
OG0008169																																												Syad.g_01009																
OG0008170																																												Syad.g_01024																
OG0008171																																												Syad.g_01052																
OG0008172																																												Syad.g_01053																
OG0008173																																												Syad.g_01129																
OG0008174																																												Syad.g_01130																
OG0008175																																												Syad.g_01131																
OG0008176																																												Syad.g_01132																
OG0008177																																												Syad.g_01134																
OG0008178																																												Syad.g_01135																
OG0008179																																												Syad.g_01138																
OG0008180																																												Syad.g_01140																
OG0008181																																												Syad.g_01142																
OG0008182																																												Syad.g_01167																
OG0008183																																												Syad.g_01211																
OG0008184																																												Syad.g_01213																
OG0008185																																												Syad.g_01234																
OG0008186																																												Syad.g_01239																
OG0008187																																												Syad.g_01267																
OG0008188																																												Syad.g_01268																
OG0008189																																												Syad.g_01271																
OG0008190																																												Syad.g_01315																
OG0008191																																												Syad.g_01320																
OG0008192																																												Syad.g_01323																
OG0008193																																												Syad.g_01324																
OG0008194																																												Syad.g_01344																
OG0008195																																												Syad.g_01348																
OG0008196																																												Syad.g_01351																
OG0008197																																												Syad.g_01354																
OG0008198																																												Syad.g_01358																
OG0008199																																												Syad.g_01359																
OG0008200																																												Syad.g_01393																
OG0008201																																												Syad.g_01396																
OG0008202																																												Syad.g_01398																
OG0008203																																												Syad.g_01400																
OG0008204																																												Syad.g_01402																
OG0008205																																												Syad.g_01407																
OG0008206																																												Syad.g_01408																
OG0008207																																												Syad.g_01410																
OG0008208																																												Syad.g_01418																
OG0008209																																												Syad.g_01419																
OG0008210																																												Syad.g_01427																
OG0008211																																												Syad.g_01429																
OG0008212																																												Syad.g_01430																
OG0008213																																												Syad.g_01477																
OG0008214																																												Syad.g_01479																
OG0008215																																												Syad.g_01494																
OG0008216																																												Syad.g_01518																
OG0008217																																												Syad.g_01519																
OG0008218																																												Syad.g_01520																
OG0008219																																												Syad.g_01522																
OG0008220																																												Syad.g_01523																
OG0008221																																												Syad.g_01524																
OG0008222																																												Syad.g_01525																
OG0008223																																												Syad.g_01526																
OG0008224																																												Syad.g_01557																
OG0008225																																												Syad.g_01558																
OG0008226																																												Syad.g_01559																
OG0008227																																												Syad.g_01560																
OG0008228																																												Syad.g_01565																
OG0008229																																												Syad.g_01584																
OG0008230																																												Syad.g_01585																
OG0008231																																												Syad.g_01614																
OG0008232																																												Syad.g_01639																
OG0008233																																												Syad.g_01649																
OG0008234																																												Syad.g_01650																
OG0008235																																												Syad.g_01651																
OG0008236																																												Syad.g_01652																
OG0008237																																												Syad.g_01664																
OG0008238																																												Syad.g_01740																
OG0008239																																												Syad.g_01741																
OG0008240																																												Syad.g_01748																
OG0008241																																												Syad.g_01819																
OG0008242																																												Syad.g_01822																
OG0008243																																												Syad.g_01824																
OG0008244																																												Syad.g_01828																
OG0008245																																												Syad.g_01836																
OG0008246																																												Syad.g_01841																
OG0008247																																												Syad.g_01852																
OG0008248																																												Syad.g_01862																
OG0008249																																												Syad.g_01864																
OG0008250																																												Syad.g_01865																
OG0008251																																												Syad.g_01915																
OG0008252																																												Syad.g_01928																
OG0008253																																												Syad.g_01935																
OG0008254																																												Syad.g_01936																
OG0008255																																												Syad.g_01939																
OG0008256																																												Syad.g_01940																
OG0008257																																												Syad.g_01941																
OG0008258																																												Syad.g_01945																
OG0008259																																												Syad.g_01958																
OG0008260																																												Syad.g_01966																
OG0008261																																												Syad.g_01986																
OG0008262																																												Syad.g_01987																
OG0008263																																												Syad.g_01988																
OG0008264																																												Syad.g_02011																
OG0008265																																												Syad.g_02035																
OG0008266																																												Syad.g_02042																
OG0008267																																												Syad.g_02050																
OG0008268																																												Syad.g_02083																
OG0008269																																												Syad.g_02109																
OG0008270																																												Syad.g_02211																
OG0008271																																												Syad.g_02212																
OG0008272																																												Syad.g_02213																
OG0008273																																												Syad.g_02216																
OG0008274																																												Syad.g_02218																
OG0008275																																												Syad.g_02219																
OG0008276																																												Syad.g_02222																
OG0008277																																												Syad.g_02227																
OG0008278																																												Syad.g_02229																
OG0008279																																												Syad.g_02247																
OG0008280																																												Syad.g_02263																
OG0008281																																												Syad.g_02330																
OG0008282																																												Syad.g_02333																
OG0008283																																												Syad.g_02340																
OG0008284																																												Syad.g_02343																
OG0008285																																												Syad.g_02389																
OG0008286																																												Syad.g_02390																
OG0008287																																												Syad.g_02391																
OG0008288																																												Syad.g_02491																
OG0008289																																												Syad.g_02496																
OG0008290																																												Syad.g_02521																
OG0008291																																												Syad.g_02526																
OG0008292																																												Syad.g_02528																
OG0008293																																												Syad.g_02559																
OG0008294																																												Syad.g_02560																
OG0008295																																												Syad.g_02571																
OG0008296																																												Syad.g_02572																
OG0008297																																												Syad.g_02573																
OG0008298																																												Syad.g_02575																
OG0008299																																												Syad.g_02587																
OG0008300																																												Syad.g_02627																
OG0008301																																												Syad.g_02688																
OG0008302																																												Syad.g_02689																
OG0008303																																												Syad.g_02692																
OG0008304																																												Syad.g_02693																
OG0008305																																												Syad.g_02695																
OG0008306																																												Syad.g_02699																
OG0008307																																												Syad.g_02702																
OG0008308																																												Syad.g_02703																
OG0008309																																												Syad.g_02706																
OG0008310																																												Syad.g_02749																
OG0008311																																												Syad.g_02750																
OG0008312																																												Syad.g_02754																
OG0008313																																												Syad.g_02755																
OG0008314																																												Syad.g_02882																
OG0008315																																												Syad.g_02991																
OG0008316																																												Syad.g_02992																
OG0008317																																												Syad.g_02993																
OG0008318																																												Syad.g_02994																
OG0008319																																												Syad.g_02995																
OG0008320																																												Syad.g_02996																
OG0008321																																												Syad.g_02997																
OG0008322																																												Syad.g_03024																
OG0008323																																												Syad.g_03032																
OG0008324																																												Syad.g_03042																
OG0008325																																												Syad.g_03043																
OG0008326																																												Syad.g_03044																
OG0008327																																													Syae.g_00104															
