Orthogroup	Pram	Prat
OG0000578	Pram.g_01079	Prat.g_01095
OG0000579	Pram.g_01078	Prat.g_01094
OG0000580	Pram.g_01077	Prat.g_01093
OG0000581	Pram.g_01076	Prat.g_01091
OG0000582	Pram.g_01075	Prat.g_01090
OG0000583	Pram.g_01074	Prat.g_01089
OG0000584	Pram.g_01073	Prat.g_01087
OG0000585	Pram.g_01072	Prat.g_01086
OG0000586	Pram.g_01070	Prat.g_01084
OG0000587	Pram.g_01069	Prat.g_01083
OG0000588	Pram.g_01068	Prat.g_01082
OG0000589	Pram.g_01067	Prat.g_01081
OG0000590	Pram.g_01066	Prat.g_01080
OG0000591	Pram.g_01065	Prat.g_01079
OG0000592	Pram.g_01064	Prat.g_01078
OG0000593	Pram.g_01063	Prat.g_01077
OG0000594	Pram.g_01062	Prat.g_01076
OG0000595	Pram.g_01061	Prat.g_01075
OG0000596	Pram.g_01060	Prat.g_01074
OG0000597	Pram.g_01056	Prat.g_01070
OG0000598	Pram.g_01055	Prat.g_01069
OG0000599	Pram.g_01054	Prat.g_01068
OG0000600	Pram.g_01053	Prat.g_01067
OG0000601	Pram.g_01052	Prat.g_01066
OG0000602	Pram.g_01051	Prat.g_01065
OG0000603	Pram.g_01050	Prat.g_01064
OG0000604	Pram.g_01049	Prat.g_01063
OG0000605	Pram.g_01048	Prat.g_01062
OG0000606	Pram.g_01047	Prat.g_01061
OG0000607	Pram.g_01045	Prat.g_01059
OG0000608	Pram.g_01044	Prat.g_01058
OG0000609	Pram.g_01042	Prat.g_01056
OG0000610	Pram.g_01041	Prat.g_01055
OG0000611	Pram.g_00760	Prat.g_00744
OG0000612	Pram.g_00761	Prat.g_00745
OG0000613	Pram.g_00763	Prat.g_00747
OG0000614	Pram.g_00769	Prat.g_00752
OG0000615	Pram.g_00770	Prat.g_00753
OG0000616	Pram.g_00771	Prat.g_00754
OG0000617	Pram.g_00774	Prat.g_00757
OG0000618	Pram.g_00775	Prat.g_00758
OG0000619	Pram.g_00776	Prat.g_00759
OG0000620	Pram.g_00778	Prat.g_00761
OG0000621	Pram.g_00779	Prat.g_00762
OG0000622	Pram.g_00780	Prat.g_00763
OG0000623	Pram.g_00781	Prat.g_00764
OG0000624	Pram.g_00784	Prat.g_00767
OG0000625	Pram.g_00785	Prat.g_00768
OG0000626	Pram.g_00786	Prat.g_00769
OG0000627	Pram.g_00789	Prat.g_00772
OG0000628	Pram.g_00790	Prat.g_00773
OG0000629	Pram.g_00791	Prat.g_00774
OG0000630	Pram.g_00793	Prat.g_00776
OG0000631	Pram.g_00795	Prat.g_00777
OG0000632	Pram.g_01927	Prat.g_01882
OG0000633	Pram.g_00720	Prat.g_00826
OG0000634	Pram.g_00802	Prat.g_00789
OG0000635	Pram.g_01027	Prat.g_00791
OG0000636	Pram.g_01026	Prat.g_00792
OG0000637	Pram.g_01024	Prat.g_00797
OG0000638	Pram.g_01023	Prat.g_00798
OG0000639	Pram.g_01022	Prat.g_00799
OG0000640	Pram.g_01021	Prat.g_00800
OG0000641	Pram.g_01020	Prat.g_00801
OG0000642	Pram.g_01019	Prat.g_00802
OG0000643	Pram.g_01018	Prat.g_00803
OG0000644	Pram.g_01016	Prat.g_00805
OG0000645	Pram.g_01014	Prat.g_00807
OG0000646	Pram.g_01013	Prat.g_00808
OG0000647	Pram.g_01012	Prat.g_00809
OG0000648	Pram.g_01011	Prat.g_00811
OG0000649	Pram.g_01010	Prat.g_00812
OG0000650	Pram.g_01008	Prat.g_00813
OG0000651	Pram.g_01007	Prat.g_00814
OG0000652	Pram.g_01005	Prat.g_00816
OG0000653	Pram.g_01533	Prat.g_01225
OG0000654	Pram.g_01539	Prat.g_01486
OG0000655	Pram.g_00576	Prat.g_00600
OG0000656	Pram.g_01534	Prat.g_01472
OG0000657	Pram.g_00935	Prat.g_00888
OG0000658	Pram.g_00934	Prat.g_00887
OG0000659	Pram.g_00933	Prat.g_00886
OG0000660	Pram.g_00325	Prat.g_00345
OG0000661	Pram.g_00908	Prat.g_00859
OG0000662	Pram.g_00911	Prat.g_00863
OG0000663	Pram.g_00913	Prat.g_00865
OG0000664	Pram.g_00914	Prat.g_00866
OG0000665	Pram.g_00915	Prat.g_00867
OG0000666	Pram.g_01028	Prat.g_01043
OG0000667	Pram.g_00804	Prat.g_01042
OG0000668	Pram.g_00805	Prat.g_01041
OG0000669	Pram.g_00806	Prat.g_01040
OG0000670	Pram.g_00808	Prat.g_01038
OG0000671	Pram.g_00809	Prat.g_01037
OG0000672	Pram.g_00810	Prat.g_01036
OG0000673	Pram.g_00811	Prat.g_01035
OG0000674	Pram.g_00812	Prat.g_01034
OG0000675	Pram.g_00813	Prat.g_01033
OG0000676	Pram.g_00815	Prat.g_01031
OG0000677	Pram.g_00817	Prat.g_01029
OG0000678	Pram.g_00818	Prat.g_01028
OG0000679	Pram.g_00819	Prat.g_01027
OG0000680	Pram.g_00820	Prat.g_01026
OG0000681	Pram.g_00821	Prat.g_01025
OG0000682	Pram.g_00822	Prat.g_01024
OG0000683	Pram.g_00823	Prat.g_01023
OG0000684	Pram.g_00825	Prat.g_01021
OG0000685	Pram.g_00826	Prat.g_01020
OG0000686	Pram.g_00827	Prat.g_01019
OG0000687	Pram.g_00828	Prat.g_01018
OG0000688	Pram.g_00829	Prat.g_01017
OG0000689	Pram.g_00830	Prat.g_01016
OG0000690	Pram.g_00831	Prat.g_01015
OG0000691	Pram.g_00833	Prat.g_01013
OG0000692	Pram.g_00834	Prat.g_01012
OG0000693	Pram.g_00835	Prat.g_01011
OG0000694	Pram.g_00836	Prat.g_01010
OG0000695	Pram.g_00837	Prat.g_01009
OG0000696	Pram.g_00838	Prat.g_01008
OG0000697	Pram.g_00839	Prat.g_01007
OG0000698	Pram.g_00840	Prat.g_01006
OG0000699	Pram.g_00844	Prat.g_01003
OG0000700	Pram.g_00845	Prat.g_01002
OG0000701	Pram.g_00847	Prat.g_01001
OG0000702	Pram.g_00848	Prat.g_01000
OG0000703	Pram.g_00849	Prat.g_00999
OG0000704	Pram.g_00850	Prat.g_00998
OG0000705	Pram.g_00852	Prat.g_00996
OG0000706	Pram.g_00853	Prat.g_00995
OG0000707	Pram.g_00854	Prat.g_00994
OG0000708	Pram.g_00855	Prat.g_00993
OG0000709	Pram.g_00857	Prat.g_00992
OG0000710	Pram.g_00858	Prat.g_00991
OG0000711	Pram.g_00859	Prat.g_00990
OG0000712	Pram.g_00860	Prat.g_00989
OG0000713	Pram.g_00861	Prat.g_00988
OG0000714	Pram.g_00865	Prat.g_00984
OG0000715	Pram.g_00866	Prat.g_00983
OG0000716	Pram.g_00867	Prat.g_00982
OG0000717	Pram.g_00868	Prat.g_00981
OG0000718	Pram.g_00870	Prat.g_00980
OG0000719	Pram.g_00872	Prat.g_00978
OG0000720	Pram.g_00876	Prat.g_00974
OG0000721	Pram.g_00877	Prat.g_00973
OG0000722	Pram.g_00713	Prat.g_00694
OG0000723	Pram.g_00717	Prat.g_00699
OG0000724	Pram.g_00724	Prat.g_00705
OG0000725	Pram.g_00726	Prat.g_00707
OG0000726	Pram.g_00727	Prat.g_00708
OG0000727	Pram.g_00728	Prat.g_00709
OG0000728	Pram.g_00729	Prat.g_00710
OG0000729	Pram.g_00731	Prat.g_00712
OG0000730	Pram.g_00732	Prat.g_00713
OG0000731	Pram.g_00734	Prat.g_00716
OG0000732	Pram.g_00735	Prat.g_00717
OG0000733	Pram.g_00736	Prat.g_00718
OG0000734	Pram.g_00737	Prat.g_00719
OG0000735	Pram.g_00738	Prat.g_00720
OG0000736	Pram.g_00740	Prat.g_00722
OG0000737	Pram.g_00741	Prat.g_00723
OG0000738	Pram.g_00743	Prat.g_00725
OG0000739	Pram.g_00744	Prat.g_00726
OG0000740	Pram.g_00745	Prat.g_00728
OG0000741	Pram.g_00747	Prat.g_00730
OG0000742	Pram.g_00748	Prat.g_00731
OG0000743	Pram.g_00752	Prat.g_00735
OG0000744	Pram.g_00753	Prat.g_00736
OG0000745	Pram.g_00754	Prat.g_00738
OG0000746	Pram.g_00755	Prat.g_00739
OG0000747	Pram.g_00756	Prat.g_00740
OG0000748	Pram.g_00757	Prat.g_00741
OG0000749	Pram.g_00758	Prat.g_00742
OG0000750	Pram.g_00759	Prat.g_00743
OG0000751	Pram.g_01036	Prat.g_01051
OG0000752	Pram.g_01035	Prat.g_01050
OG0000753	Pram.g_01034	Prat.g_01049
OG0000754	Pram.g_01033	Prat.g_01048
OG0000755	Pram.g_01031	Prat.g_01046
OG0000756	Pram.g_01030	Prat.g_01045
OG0000757	Pram.g_01029	Prat.g_01044
OG0000758	Pram.g_00916	Prat.g_00868
OG0000759	Pram.g_00917	Prat.g_00869
OG0000760	Pram.g_00918	Prat.g_00870
OG0000761	Pram.g_00919	Prat.g_00871
OG0000762	Pram.g_00921	Prat.g_00873
OG0000763	Pram.g_00922	Prat.g_00874
OG0000764	Pram.g_00923	Prat.g_00876
OG0000765	Pram.g_00924	Prat.g_00877
OG0000766	Pram.g_00925	Prat.g_00878
OG0000767	Pram.g_00926	Prat.g_00879
OG0000768	Pram.g_00927	Prat.g_00880
OG0000769	Pram.g_00928	Prat.g_00881
OG0000770	Pram.g_00930	Prat.g_00883
OG0000771	Pram.g_00931	Prat.g_00884
OG0000772	Pram.g_00988	Prat.g_00944
OG0000773	Pram.g_00936	Prat.g_00889
OG0000774	Pram.g_00937	Prat.g_00890
OG0000775	Pram.g_00938	Prat.g_00891
OG0000776	Pram.g_00940	Prat.g_00893
OG0000777	Pram.g_00941	Prat.g_00894
OG0000778	Pram.g_00942	Prat.g_00895
OG0000779	Pram.g_00944	Prat.g_00897
OG0000780	Pram.g_00945	Prat.g_00898
OG0000781	Pram.g_00946	Prat.g_00899
OG0000782	Pram.g_00948	Prat.g_00901
OG0000783	Pram.g_00949	Prat.g_00902
OG0000784	Pram.g_00950	Prat.g_00903
OG0000785	Pram.g_00951	Prat.g_00904
OG0000786	Pram.g_00952	Prat.g_00905
OG0000787	Pram.g_00954	Prat.g_00907
OG0000788	Pram.g_00955	Prat.g_00908
OG0000789	Pram.g_00956	Prat.g_00909
OG0000790	Pram.g_00957	Prat.g_00910
OG0000791	Pram.g_00958	Prat.g_00911
OG0000792	Pram.g_01199	Prat.g_00912
OG0000793	Pram.g_00959	Prat.g_00913
OG0000794	Pram.g_00960	Prat.g_00914
OG0000795	Pram.g_00961	Prat.g_00915
OG0000796	Pram.g_00963	Prat.g_00916
OG0000797	Pram.g_00964	Prat.g_00917
OG0000798	Pram.g_00965	Prat.g_00918
OG0000799	Pram.g_00966	Prat.g_00919
OG0000800	Pram.g_00967	Prat.g_00920
OG0000801	Pram.g_00968	Prat.g_00921
OG0000802	Pram.g_00970	Prat.g_00923
OG0000803	Pram.g_00971	Prat.g_00924
OG0000804	Pram.g_00973	Prat.g_00929
OG0000805	Pram.g_00975	Prat.g_00931
OG0000806	Pram.g_00976	Prat.g_00932
OG0000807	Pram.g_00977	Prat.g_00933
OG0000808	Pram.g_00978	Prat.g_00934
OG0000809	Pram.g_00983	Prat.g_00939
OG0000810	Pram.g_00985	Prat.g_00941
OG0000811	Pram.g_00986	Prat.g_00942
OG0000812	Pram.g_00987	Prat.g_00943
OG0000813	Pram.g_00990	Prat.g_00946
OG0000814	Pram.g_00991	Prat.g_00947
OG0000815	Pram.g_00992	Prat.g_00948
OG0000816	Pram.g_00995	Prat.g_00951
OG0000817	Pram.g_00899	Prat.g_00955
OG0000818	Pram.g_00898	Prat.g_00956
OG0000819	Pram.g_00896	Prat.g_00957
OG0000820	Pram.g_00895	Prat.g_00958
OG0000821	Pram.g_00894	Prat.g_00959
OG0000822	Pram.g_00893	Prat.g_00960
OG0000823	Pram.g_00890	Prat.g_00963
OG0000824	Pram.g_00889	Prat.g_00964
OG0000825	Pram.g_00887	Prat.g_00966
OG0000826	Pram.g_00886	Prat.g_00967
OG0000827	Pram.g_00885	Prat.g_00968
OG0000828	Pram.g_00883	Prat.g_00970
OG0000829	Pram.g_00356	Prat.g_01204
OG0000830	Pram.g_00683	Prat.g_01479
OG0000831	Pram.g_01188	Prat.g_01197
OG0000832	Pram.g_00579	Prat.g_01480
OG0000833	Pram.g_01208	Prat.g_01214
OG0000834	Pram.g_01182	Prat.g_01199
OG0000835	Pram.g_00335	Prat.g_00354
OG0000836	Pram.g_01201	Prat.g_01373
OG0000837	Pram.g_01469	Prat.g_01211
OG0000838	Pram.g_01547	Prat.g_01560
OG0000839	Pram.g_01548	Prat.g_01559
OG0000840	Pram.g_00690	Prat.g_01175
OG0000841	Pram.g_01162	Prat.g_01177
OG0000842	Pram.g_01156	Prat.g_01171
OG0000843	Pram.g_01154	Prat.g_01169
OG0000844	Pram.g_01153	Prat.g_01168
OG0000845	Pram.g_01152	Prat.g_01167
OG0000846	Pram.g_01151	Prat.g_01166
OG0000847	Pram.g_01150	Prat.g_01165
OG0000848	Pram.g_01149	Prat.g_01164
OG0000849	Pram.g_01148	Prat.g_01163
OG0000850	Pram.g_01147	Prat.g_01162
OG0000851	Pram.g_01144	Prat.g_01159
OG0000852	Pram.g_01141	Prat.g_01157
OG0000853	Pram.g_01139	Prat.g_01155
OG0000854	Pram.g_01137	Prat.g_01154
OG0000855	Pram.g_01136	Prat.g_01153
OG0000856	Pram.g_01135	Prat.g_01152
OG0000857	Pram.g_01134	Prat.g_01151
OG0000858	Pram.g_01131	Prat.g_01148
OG0000859	Pram.g_01130	Prat.g_01147
OG0000860	Pram.g_01129	Prat.g_01146
OG0000861	Pram.g_01128	Prat.g_01145
OG0000862	Pram.g_01127	Prat.g_01144
OG0000863	Pram.g_01125	Prat.g_01142
OG0000864	Pram.g_01124	Prat.g_01141
OG0000865	Pram.g_01123	Prat.g_01140
OG0000866	Pram.g_01122	Prat.g_01139
OG0000867	Pram.g_01119	Prat.g_01136
OG0000868	Pram.g_01118	Prat.g_01135
OG0000869	Pram.g_01117	Prat.g_01134
OG0000870	Pram.g_01114	Prat.g_01131
OG0000871	Pram.g_01113	Prat.g_01130
OG0000872	Pram.g_01111	Prat.g_01128
OG0000873	Pram.g_01110	Prat.g_01127
OG0000874	Pram.g_01109	Prat.g_01126
OG0000875	Pram.g_01107	Prat.g_01124
OG0000876	Pram.g_01105	Prat.g_01123
OG0000877	Pram.g_01104	Prat.g_01122
OG0000878	Pram.g_01103	Prat.g_01121
OG0000879	Pram.g_01102	Prat.g_01120
OG0000880	Pram.g_01101	Prat.g_01119
OG0000881	Pram.g_01100	Prat.g_01118
OG0000882	Pram.g_01099	Prat.g_01117
OG0000883	Pram.g_01098	Prat.g_01116
OG0000884	Pram.g_01097	Prat.g_01115
OG0000885	Pram.g_01096	Prat.g_01114
OG0000886	Pram.g_01095	Prat.g_01113
OG0000887	Pram.g_01094	Prat.g_01112
OG0000888	Pram.g_01093	Prat.g_01111
OG0000889	Pram.g_01092	Prat.g_01110
OG0000890	Pram.g_01091	Prat.g_01108
OG0000891	Pram.g_01090	Prat.g_01107
OG0000892	Pram.g_01089	Prat.g_01106
OG0000893	Pram.g_01088	Prat.g_01105
OG0000894	Pram.g_01087	Prat.g_01104
OG0000895	Pram.g_01086	Prat.g_01103
OG0000896	Pram.g_01084	Prat.g_01101
OG0000897	Pram.g_01083	Prat.g_01100
OG0000898	Pram.g_01082	Prat.g_01099
OG0000899	Pram.g_01081	Prat.g_01098
OG0000900	Pram.g_00570	Prat.g_00594
OG0000901	Pram.g_01569	Prat.g_00626
OG0000902	Pram.g_01219	Prat.g_01238
OG0000903	Pram.g_01220	Prat.g_01239
OG0000904	Pram.g_01221	Prat.g_01240
OG0000905	Pram.g_01222	Prat.g_01241
OG0000906	Pram.g_01223	Prat.g_01242
OG0000907	Pram.g_01225	Prat.g_01244
OG0000908	Pram.g_01226	Prat.g_01245
OG0000909	Pram.g_01227	Prat.g_01246
OG0000910	Pram.g_01228	Prat.g_01247
OG0000911	Pram.g_01229	Prat.g_01248
OG0000912	Pram.g_01232	Prat.g_01251
OG0000913	Pram.g_01233	Prat.g_01252
OG0000914	Pram.g_01234	Prat.g_01253
OG0000915	Pram.g_01236	Prat.g_01255
OG0000916	Pram.g_01237	Prat.g_01256
OG0000917	Pram.g_01238	Prat.g_01257
OG0000918	Pram.g_01239	Prat.g_01258
OG0000919	Pram.g_01240	Prat.g_01259
OG0000920	Pram.g_01241	Prat.g_01260
OG0000921	Pram.g_01244	Prat.g_01263
OG0000922	Pram.g_01245	Prat.g_01264
OG0000923	Pram.g_01478	Prat.g_01282
OG0000924	Pram.g_01477	Prat.g_01283
OG0000925	Pram.g_01475	Prat.g_01287
OG0000926	Pram.g_01271	Prat.g_01471
OG0000927	Pram.g_01198	Prat.g_01178
OG0000928	Pram.g_01281	Prat.g_01455
OG0000929	Pram.g_01183	Prat.g_01200
OG0000930	Pram.g_01165	Prat.g_01181
OG0000931	Pram.g_00874	Prat.g_00976
OG0000932	Pram.g_01542	Prat.g_01228
OG0000933	Pram.g_01466	Prat.g_01293
OG0000934	Pram.g_01465	Prat.g_01294
OG0000935	Pram.g_01464	Prat.g_01295
OG0000936	Pram.g_01463	Prat.g_01296
OG0000937	Pram.g_01462	Prat.g_01297
OG0000938	Pram.g_01461	Prat.g_01298
OG0000939	Pram.g_01460	Prat.g_01299
OG0000940	Pram.g_01458	Prat.g_01300
OG0000941	Pram.g_01457	Prat.g_01301
OG0000942	Pram.g_01456	Prat.g_01302
OG0000943	Pram.g_01455	Prat.g_01303
OG0000944	Pram.g_01454	Prat.g_01304
OG0000945	Pram.g_01453	Prat.g_01305
OG0000946	Pram.g_01452	Prat.g_01306
OG0000947	Pram.g_01451	Prat.g_01307
OG0000948	Pram.g_01450	Prat.g_01308
OG0000949	Pram.g_01449	Prat.g_01309
OG0000950	Pram.g_01815	Prat.g_01769
OG0000951	Pram.g_01398	Prat.g_01333
OG0000952	Pram.g_01397	Prat.g_01334
OG0000953	Pram.g_01396	Prat.g_01335
OG0000954	Pram.g_01395	Prat.g_01336
OG0000955	Pram.g_01394	Prat.g_01337
OG0000956	Pram.g_01392	Prat.g_01339
OG0000957	Pram.g_01391	Prat.g_01340
OG0000958	Pram.g_01390	Prat.g_01341
OG0000959	Pram.g_01389	Prat.g_01342
OG0000960	Pram.g_01388	Prat.g_01343
OG0000961	Pram.g_01387	Prat.g_01344
OG0000962	Pram.g_01386	Prat.g_01345
OG0000963	Pram.g_01385	Prat.g_01346
OG0000964	Pram.g_01384	Prat.g_01348
OG0000965	Pram.g_01383	Prat.g_01350
OG0000966	Pram.g_01382	Prat.g_01351
OG0000967	Pram.g_01376	Prat.g_01355
OG0000968	Pram.g_01375	Prat.g_01356
OG0000969	Pram.g_01374	Prat.g_01357
OG0000970	Pram.g_01373	Prat.g_01358
OG0000971	Pram.g_01372	Prat.g_01359
OG0000972	Pram.g_01371	Prat.g_01360
OG0000973	Pram.g_01369	Prat.g_01362
OG0000974	Pram.g_01368	Prat.g_01363
OG0000975	Pram.g_01367	Prat.g_01364
OG0000976	Pram.g_01366	Prat.g_01365
OG0000977	Pram.g_01365	Prat.g_01366
OG0000978	Pram.g_01364	Prat.g_01367
OG0000979	Pram.g_01363	Prat.g_01368
OG0000980	Pram.g_01362	Prat.g_01369
OG0000981	Pram.g_01361	Prat.g_01370
OG0000982	Pram.g_01360	Prat.g_01371
OG0000983	Pram.g_01359	Prat.g_01372
OG0000984	Pram.g_01355	Prat.g_01378
OG0000985	Pram.g_01354	Prat.g_01379
OG0000986	Pram.g_01353	Prat.g_01380
OG0000987	Pram.g_01351	Prat.g_01382
OG0000988	Pram.g_01350	Prat.g_01383
OG0000989	Pram.g_01349	Prat.g_01384
OG0000990	Pram.g_01348	Prat.g_01385
OG0000991	Pram.g_01347	Prat.g_01386
OG0000992	Pram.g_01346	Prat.g_01387
OG0000993	Pram.g_01345	Prat.g_01388
OG0000994	Pram.g_01344	Prat.g_01389
OG0000995	Pram.g_01343	Prat.g_01390
OG0000996	Pram.g_01342	Prat.g_01391
OG0000997	Pram.g_01340	Prat.g_01393
OG0000998	Pram.g_01333	Prat.g_01399
OG0000999	Pram.g_01331	Prat.g_01403
OG0001000	Pram.g_01330	Prat.g_01405
OG0001001	Pram.g_01328	Prat.g_01407
OG0001002	Pram.g_01326	Prat.g_01409
OG0001003	Pram.g_01325	Prat.g_01410
OG0001004	Pram.g_01324	Prat.g_01411
OG0001005	Pram.g_01323	Prat.g_01412
OG0001006	Pram.g_01321	Prat.g_01414
OG0001007	Pram.g_01320	Prat.g_01415
OG0001008	Pram.g_01319	Prat.g_01416
OG0001009	Pram.g_01318	Prat.g_01417
OG0001010	Pram.g_01317	Prat.g_01418
OG0001011	Pram.g_01315	Prat.g_01420
OG0001012	Pram.g_01314	Prat.g_01421
OG0001013	Pram.g_01313	Prat.g_01422
OG0001014	Pram.g_01312	Prat.g_01423
OG0001015	Pram.g_01311	Prat.g_01424
OG0001016	Pram.g_01310	Prat.g_01425
OG0001017	Pram.g_01309	Prat.g_01426
OG0001018	Pram.g_01308	Prat.g_01427
OG0001019	Pram.g_01307	Prat.g_01428
OG0001020	Pram.g_01306	Prat.g_01429
OG0001021	Pram.g_01305	Prat.g_01430
OG0001022	Pram.g_01304	Prat.g_01431
OG0001023	Pram.g_01303	Prat.g_01432
OG0001024	Pram.g_01301	Prat.g_01434
OG0001025	Pram.g_01300	Prat.g_01435
OG0001026	Pram.g_01299	Prat.g_01436
OG0001027	Pram.g_01298	Prat.g_01437
OG0001028	Pram.g_01296	Prat.g_01439
OG0001029	Pram.g_01295	Prat.g_01440
OG0001030	Pram.g_01292	Prat.g_01443
OG0001031	Pram.g_01291	Prat.g_01444
OG0001032	Pram.g_01577	Prat.g_01502
OG0001033	Pram.g_00567	Prat.g_01457
OG0001034	Pram.g_00824	Prat.g_01022
OG0001035	Pram.g_01625	Prat.g_01585
OG0001036	Pram.g_01626	Prat.g_01586
OG0001037	Pram.g_01633	Prat.g_01593
OG0001038	Pram.g_01634	Prat.g_01594
OG0001039	Pram.g_01635	Prat.g_01595
OG0001040	Pram.g_01636	Prat.g_01596
OG0001041	Pram.g_01638	Prat.g_01598
OG0001042	Pram.g_01639	Prat.g_01599
OG0001043	Pram.g_01640	Prat.g_01600
OG0001044	Pram.g_01641	Prat.g_01601
OG0001045	Pram.g_01642	Prat.g_01602
OG0001046	Pram.g_01644	Prat.g_01603
OG0001047	Pram.g_01645	Prat.g_01604
OG0001048	Pram.g_01646	Prat.g_01605
OG0001049	Pram.g_01647	Prat.g_01606
OG0001050	Pram.g_01648	Prat.g_01607
OG0001051	Pram.g_01649	Prat.g_01608
OG0001052	Pram.g_01650	Prat.g_01609
OG0001053	Pram.g_01651	Prat.g_01610
OG0001054	Pram.g_01652	Prat.g_01611
OG0001055	Pram.g_01653	Prat.g_01612
OG0001056	Pram.g_01654	Prat.g_01613
OG0001057	Pram.g_01656	Prat.g_01615
OG0001058	Pram.g_01657	Prat.g_01616
OG0001059	Pram.g_01658	Prat.g_01617
OG0001060	Pram.g_01659	Prat.g_01618
OG0001061	Pram.g_01660	Prat.g_01619
OG0001062	Pram.g_01662	Prat.g_01621
OG0001063	Pram.g_01663	Prat.g_01622
OG0001064	Pram.g_01664	Prat.g_01623
OG0001065	Pram.g_01665	Prat.g_01624
OG0001066	Pram.g_01666	Prat.g_01625
OG0001067	Pram.g_01667	Prat.g_01626
OG0001068	Pram.g_01668	Prat.g_01627
OG0001069	Pram.g_01671	Prat.g_01630
OG0001070	Pram.g_01673	Prat.g_01632
OG0001071	Pram.g_01674	Prat.g_01633
OG0001072	Pram.g_01675	Prat.g_01634
OG0001073	Pram.g_01676	Prat.g_01635
OG0001074	Pram.g_01677	Prat.g_01636
OG0001075	Pram.g_01679	Prat.g_01639
OG0001076	Pram.g_01681	Prat.g_01641
OG0001077	Pram.g_01682	Prat.g_01642
OG0001078	Pram.g_01683	Prat.g_01643
OG0001079	Pram.g_01684	Prat.g_01644
OG0001080	Pram.g_01685	Prat.g_01645
OG0001081	Pram.g_01686	Prat.g_01646
OG0001082	Pram.g_01687	Prat.g_01647
OG0001083	Pram.g_01688	Prat.g_01648
OG0001084	Pram.g_01689	Prat.g_01649
OG0001085	Pram.g_01690	Prat.g_01650
OG0001086	Pram.g_01695	Prat.g_01655
OG0001087	Pram.g_01697	Prat.g_01657
OG0001088	Pram.g_01698	Prat.g_01658
OG0001089	Pram.g_01701	Prat.g_01661
OG0001090	Pram.g_01702	Prat.g_01662
OG0001091	Pram.g_01703	Prat.g_01663
OG0001092	Pram.g_01704	Prat.g_01664
OG0001093	Pram.g_01705	Prat.g_01665
OG0001094	Pram.g_01706	Prat.g_01666
OG0001095	Pram.g_01707	Prat.g_01667
OG0001096	Pram.g_01708	Prat.g_01668
OG0001097	Pram.g_01709	Prat.g_01669
OG0001098	Pram.g_01710	Prat.g_01670
OG0001099	Pram.g_01711	Prat.g_01671
OG0001100	Pram.g_01712	Prat.g_01672
OG0001101	Pram.g_01713	Prat.g_01673
OG0001102	Pram.g_01717	Prat.g_01677
OG0001103	Pram.g_01718	Prat.g_01678
OG0001104	Pram.g_01722	Prat.g_01682
OG0001105	Pram.g_01720	Prat.g_01680
OG0001106	Pram.g_01716	Prat.g_01676
OG0001107	Pram.g_01715	Prat.g_01675
OG0001108	Pram.g_01714	Prat.g_01674
OG0001109	Pram.g_01727	Prat.g_01684
OG0001110	Pram.g_01729	Prat.g_01686
OG0001111	Pram.g_01730	Prat.g_01687
OG0001112	Pram.g_01731	Prat.g_01688
OG0001113	Pram.g_01732	Prat.g_01689
OG0001114	Pram.g_01733	Prat.g_01690
OG0001115	Pram.g_01734	Prat.g_01691
OG0001116	Pram.g_01735	Prat.g_01692
OG0001117	Pram.g_01736	Prat.g_01693
OG0001118	Pram.g_01737	Prat.g_01694
OG0001119	Pram.g_01738	Prat.g_01695
OG0001120	Pram.g_01739	Prat.g_01696
OG0001121	Pram.g_01740	Prat.g_01697
OG0001122	Pram.g_01741	Prat.g_01698
OG0001123	Pram.g_01742	Prat.g_01699
OG0001124	Pram.g_01743	Prat.g_01700
OG0001125	Pram.g_01744	Prat.g_01701
OG0001126	Pram.g_01745	Prat.g_01702
OG0001127	Pram.g_01746	Prat.g_01703
OG0001128	Pram.g_01747	Prat.g_01704
OG0001129	Pram.g_01748	Prat.g_01705
OG0001130	Pram.g_01749	Prat.g_01706
OG0001131	Pram.g_01750	Prat.g_01707
OG0001132	Pram.g_01751	Prat.g_01708
OG0001133	Pram.g_01752	Prat.g_01709
OG0001134	Pram.g_01753	Prat.g_01710
OG0001135	Pram.g_01754	Prat.g_01711
OG0001136	Pram.g_01755	Prat.g_01712
OG0001137	Pram.g_01756	Prat.g_01713
OG0001138	Pram.g_01757	Prat.g_01714
OG0001139	Pram.g_01758	Prat.g_01715
OG0001140	Pram.g_01759	Prat.g_01327
OG0001141	Pram.g_01761	Prat.g_01717
OG0001142	Pram.g_01762	Prat.g_01718
OG0001143	Pram.g_01763	Prat.g_01719
OG0001144	Pram.g_01765	Prat.g_01721
OG0001145	Pram.g_01767	Prat.g_01723
OG0001146	Pram.g_01768	Prat.g_01724
OG0001147	Pram.g_01771	Prat.g_01727
OG0001148	Pram.g_01772	Prat.g_01728
OG0001149	Pram.g_01773	Prat.g_01729
OG0001150	Pram.g_01776	Prat.g_01732
OG0001151	Pram.g_01777	Prat.g_01733
OG0001152	Pram.g_01778	Prat.g_01734
OG0001153	Pram.g_01779	Prat.g_01735
OG0001154	Pram.g_01780	Prat.g_01736
OG0001155	Pram.g_01781	Prat.g_01737
OG0001156	Pram.g_01782	Prat.g_01738
OG0001157	Pram.g_01784	Prat.g_01740
OG0001158	Pram.g_01786	Prat.g_01742
OG0001159	Pram.g_01787	Prat.g_01744
