Orthogroup	Prar	Pral
OG0000584	Prar.g_01468	Pral.g_01439
OG0000585	Prar.g_01469	Pral.g_01440
OG0000586	Prar.g_01470	Pral.g_01441
OG0000587	Prar.g_01471	Pral.g_01442
OG0000588	Prar.g_01472	Pral.g_01443
OG0000589	Prar.g_01473	Pral.g_01444
OG0000590	Prar.g_01474	Pral.g_01445
OG0000591	Prar.g_01475	Pral.g_01446
OG0000592	Prar.g_01476	Pral.g_01447
OG0000593	Prar.g_01477	Pral.g_01448
OG0000594	Prar.g_01478	Pral.g_01449
OG0000595	Prar.g_01479	Pral.g_01450
OG0000596	Prar.g_01480	Pral.g_01451
OG0000597	Prar.g_01484	Pral.g_01455
OG0000598	Prar.g_01485	Pral.g_01456
OG0000599	Prar.g_01486	Pral.g_01457
OG0000600	Prar.g_01487	Pral.g_01458
OG0000601	Prar.g_01488	Pral.g_01459
OG0000602	Prar.g_01489	Pral.g_01460
OG0000603	Prar.g_01490	Pral.g_01461
OG0000604	Prar.g_01491	Pral.g_01462
OG0000605	Prar.g_01492	Pral.g_01463
OG0000606	Prar.g_01493	Pral.g_01464
OG0000607	Prar.g_01494	Pral.g_01466
OG0000608	Prar.g_01495	Pral.g_01467
OG0000609	Prar.g_01497	Pral.g_01469
OG0000610	Prar.g_01498	Pral.g_01470
OG0000611	Prar.g_01500	Pral.g_01772
OG0000612	Prar.g_01501	Pral.g_01771
OG0000613	Prar.g_01503	Pral.g_01769
OG0000614	Prar.g_01509	Pral.g_01763
OG0000615	Prar.g_01510	Pral.g_01762
OG0000616	Prar.g_01511	Pral.g_01761
OG0000617	Prar.g_01513	Pral.g_01758
OG0000618	Prar.g_01514	Pral.g_01757
OG0000619	Prar.g_01515	Pral.g_01756
OG0000620	Prar.g_01517	Pral.g_01754
OG0000621	Prar.g_01518	Pral.g_01753
OG0000622	Prar.g_01519	Pral.g_01752
OG0000623	Prar.g_01520	Pral.g_01751
OG0000624	Prar.g_01522	Pral.g_01748
OG0000625	Prar.g_01523	Pral.g_01747
OG0000626	Prar.g_01524	Pral.g_01746
OG0000627	Prar.g_01525	Pral.g_01743
OG0000628	Prar.g_01526	Pral.g_01742
OG0000629	Prar.g_01527	Pral.g_01741
OG0000630	Prar.g_01529	Pral.g_01739
OG0000631	Prar.g_01530	Pral.g_01737
OG0000632	Prar.g_01534	Pral.g_00399
OG0000633	Prar.g_01535	Pral.g_01691
OG0000634	Prar.g_01600	Pral.g_01728
OG0000635	Prar.g_01602	Pral.g_01726
OG0000636	Prar.g_01603	Pral.g_01725
OG0000637	Prar.g_01605	Pral.g_01723
OG0000638	Prar.g_01606	Pral.g_01722
OG0000639	Prar.g_01607	Pral.g_01721
OG0000640	Prar.g_01608	Pral.g_01720
OG0000641	Prar.g_01609	Pral.g_01719
OG0000642	Prar.g_01610	Pral.g_01718
OG0000643	Prar.g_01611	Pral.g_01717
OG0000644	Prar.g_01613	Pral.g_01715
OG0000645	Prar.g_01614	Pral.g_01713
OG0000646	Prar.g_01615	Pral.g_01712
OG0000647	Prar.g_01616	Pral.g_01711
OG0000648	Prar.g_01617	Pral.g_01709
OG0000649	Prar.g_01618	Pral.g_01708
OG0000650	Prar.g_01619	Pral.g_01707
OG0000651	Prar.g_01620	Pral.g_01706
OG0000652	Prar.g_01622	Pral.g_01704
OG0000653	Prar.g_01636	Pral.g_01304
OG0000654	Prar.g_01638	Pral.g_00023
OG0000655	Prar.g_01646	Pral.g_00451
OG0000656	Prar.g_01651	Pral.g_01037
OG0000657	Prar.g_01652	Pral.g_01635
OG0000658	Prar.g_01653	Pral.g_01636
OG0000659	Prar.g_01654	Pral.g_01637
OG0000660	Prar.g_01661	Pral.g_00701
OG0000661	Prar.g_01670	Pral.g_01663
OG0000662	Prar.g_01672	Pral.g_01660
OG0000663	Prar.g_01675	Pral.g_01658
OG0000664	Prar.g_01676	Pral.g_01657
OG0000665	Prar.g_01677	Pral.g_01656
OG0000666	Prar.g_01678	Pral.g_01482
OG0000667	Prar.g_01679	Pral.g_01483
OG0000668	Prar.g_01680	Pral.g_01484
OG0000669	Prar.g_01681	Pral.g_01485
OG0000670	Prar.g_01683	Pral.g_01487
OG0000671	Prar.g_01684	Pral.g_01488
OG0000672	Prar.g_01685	Pral.g_01489
OG0000673	Prar.g_01686	Pral.g_01490
OG0000674	Prar.g_01687	Pral.g_01491
OG0000675	Prar.g_01688	Pral.g_01492
OG0000676	Prar.g_01690	Pral.g_01494
OG0000677	Prar.g_01692	Pral.g_01496
OG0000678	Prar.g_01693	Pral.g_01497
OG0000679	Prar.g_01694	Pral.g_01498
OG0000680	Prar.g_01695	Pral.g_01499
OG0000681	Prar.g_01696	Pral.g_01500
OG0000682	Prar.g_01697	Pral.g_01501
OG0000683	Prar.g_01698	Pral.g_01502
OG0000684	Prar.g_01699	Pral.g_01504
OG0000685	Prar.g_01700	Pral.g_01505
OG0000686	Prar.g_01701	Pral.g_01506
OG0000687	Prar.g_01702	Pral.g_01507
OG0000688	Prar.g_01703	Pral.g_01508
OG0000689	Prar.g_01704	Pral.g_01509
OG0000690	Prar.g_01705	Pral.g_01510
OG0000691	Prar.g_01707	Pral.g_01512
OG0000692	Prar.g_01708	Pral.g_01513
OG0000693	Prar.g_01709	Pral.g_01514
OG0000694	Prar.g_01710	Pral.g_01515
OG0000695	Prar.g_01711	Pral.g_01516
OG0000696	Prar.g_01712	Pral.g_01517
OG0000697	Prar.g_01714	Pral.g_01518
OG0000698	Prar.g_01715	Pral.g_01519
OG0000699	Prar.g_01718	Pral.g_01523
OG0000700	Prar.g_01719	Pral.g_01524
OG0000701	Prar.g_01720	Pral.g_01525
OG0000702	Prar.g_01721	Pral.g_01526
OG0000703	Prar.g_01722	Pral.g_01527
OG0000704	Prar.g_01723	Pral.g_01528
OG0000705	Prar.g_01725	Pral.g_01530
OG0000706	Prar.g_01726	Pral.g_01531
OG0000707	Prar.g_01727	Pral.g_01532
OG0000708	Prar.g_01728	Pral.g_01533
OG0000709	Prar.g_01729	Pral.g_01534
OG0000710	Prar.g_01730	Pral.g_01535
OG0000711	Prar.g_01731	Pral.g_01536
OG0000712	Prar.g_01732	Pral.g_01537
OG0000713	Prar.g_01733	Pral.g_01538
OG0000714	Prar.g_01735	Pral.g_01542
OG0000715	Prar.g_01736	Pral.g_01543
OG0000716	Prar.g_01737	Pral.g_01544
OG0000717	Prar.g_01738	Pral.g_01545
OG0000718	Prar.g_01740	Pral.g_01546
OG0000719	Prar.g_01742	Pral.g_01548
OG0000720	Prar.g_01744	Pral.g_01552
OG0000721	Prar.g_01745	Pral.g_01553
OG0000722	Prar.g_01759	Pral.g_01820
OG0000723	Prar.g_01764	Pral.g_01815
OG0000724	Prar.g_01767	Pral.g_01809
OG0000725	Prar.g_01768	Pral.g_01807
OG0000726	Prar.g_01769	Pral.g_01806
OG0000727	Prar.g_01770	Pral.g_01805
OG0000728	Prar.g_01771	Pral.g_01804
OG0000729	Prar.g_01773	Pral.g_01802
OG0000730	Prar.g_01774	Pral.g_01801
OG0000731	Prar.g_01776	Pral.g_01799
OG0000732	Prar.g_01777	Pral.g_01798
OG0000733	Prar.g_01778	Pral.g_01797
OG0000734	Prar.g_01779	Pral.g_01796
OG0000735	Prar.g_01780	Pral.g_01795
OG0000736	Prar.g_01782	Pral.g_01793
OG0000737	Prar.g_01783	Pral.g_01792
OG0000738	Prar.g_01785	Pral.g_01790
OG0000739	Prar.g_01786	Pral.g_01789
OG0000740	Prar.g_01787	Pral.g_01788
OG0000741	Prar.g_01789	Pral.g_01786
OG0000742	Prar.g_01790	Pral.g_01785
OG0000743	Prar.g_01793	Pral.g_01781
OG0000744	Prar.g_01794	Pral.g_01780
OG0000745	Prar.g_01795	Pral.g_01778
OG0000746	Prar.g_01796	Pral.g_01777
OG0000747	Prar.g_01797	Pral.g_01776
OG0000748	Prar.g_01798	Pral.g_01775
OG0000749	Prar.g_01799	Pral.g_01774
OG0000750	Prar.g_01800	Pral.g_01773
OG0000751	Prar.g_01802	Pral.g_01474
OG0000752	Prar.g_01803	Pral.g_01475
OG0000753	Prar.g_01804	Pral.g_01476
OG0000754	Prar.g_01805	Pral.g_01477
OG0000755	Prar.g_01807	Pral.g_01479
OG0000756	Prar.g_01808	Pral.g_01480
OG0000757	Prar.g_01809	Pral.g_01481
OG0000758	Prar.g_01810	Pral.g_01655
OG0000759	Prar.g_01811	Pral.g_01654
OG0000760	Prar.g_01812	Pral.g_01653
OG0000761	Prar.g_01813	Pral.g_01652
OG0000762	Prar.g_01815	Pral.g_01650
OG0000763	Prar.g_01816	Pral.g_01649
OG0000764	Prar.g_01817	Pral.g_01647
OG0000765	Prar.g_01818	Pral.g_01646
OG0000766	Prar.g_01819	Pral.g_01645
OG0000767	Prar.g_01820	Pral.g_01644
OG0000768	Prar.g_01821	Pral.g_01643
OG0000769	Prar.g_01822	Pral.g_01642
OG0000770	Prar.g_01823	Pral.g_01640
OG0000771	Prar.g_01824	Pral.g_01639
OG0000772	Prar.g_01825	Pral.g_01605
OG0000773	Prar.g_01827	Pral.g_01634
OG0000774	Prar.g_01828	Pral.g_01633
OG0000775	Prar.g_01829	Pral.g_01632
OG0000776	Prar.g_01830	Pral.g_01630
OG0000777	Prar.g_01831	Pral.g_01629
OG0000778	Prar.g_01832	Pral.g_01628
OG0000779	Prar.g_01834	Pral.g_01626
OG0000780	Prar.g_01835	Pral.g_01625
OG0000781	Prar.g_01836	Pral.g_01624
OG0000782	Prar.g_01838	Pral.g_01622
OG0000783	Prar.g_01839	Pral.g_01621
OG0000784	Prar.g_01840	Pral.g_01620
OG0000785	Prar.g_01841	Pral.g_01619
OG0000786	Prar.g_01842	Pral.g_01618
OG0000787	Prar.g_01844	Pral.g_01616
OG0000788	Prar.g_01845	Pral.g_01615
OG0000789	Prar.g_01846	Pral.g_01614
OG0000790	Prar.g_01847	Pral.g_01613
OG0000791	Prar.g_01848	Pral.g_01612
OG0000792	Prar.g_01849	Pral.g_00050
OG0000793	Prar.g_01850	Pral.g_01611
OG0000794	Prar.g_01851	Pral.g_01610
OG0000795	Prar.g_01852	Pral.g_01578
OG0000796	Prar.g_01853	Pral.g_01579
OG0000797	Prar.g_01855	Pral.g_01580
OG0000798	Prar.g_01856	Pral.g_01581
OG0000799	Prar.g_01857	Pral.g_01582
OG0000800	Prar.g_01858	Pral.g_01583
OG0000801	Prar.g_01859	Pral.g_01584
OG0000802	Prar.g_01861	Pral.g_01586
OG0000803	Prar.g_01862	Pral.g_01587
OG0000804	Prar.g_01873	Pral.g_01590
OG0000805	Prar.g_01875	Pral.g_01592
OG0000806	Prar.g_01876	Pral.g_01593
OG0000807	Prar.g_01877	Pral.g_01594
OG0000808	Prar.g_01878	Pral.g_01595
OG0000809	Prar.g_01882	Pral.g_01600
OG0000810	Prar.g_01883	Pral.g_01602
OG0000811	Prar.g_01884	Pral.g_01603
OG0000812	Prar.g_01885	Pral.g_01604
OG0000813	Prar.g_01886	Pral.g_01607
OG0000814	Prar.g_01887	Pral.g_01608
OG0000815	Prar.g_01888	Pral.g_01609
OG0000816	Prar.g_01890	Pral.g_01575
OG0000817	Prar.g_01893	Pral.g_01571
OG0000818	Prar.g_01894	Pral.g_01570
OG0000819	Prar.g_01896	Pral.g_01569
OG0000820	Prar.g_01897	Pral.g_01568
OG0000821	Prar.g_01898	Pral.g_01567
OG0000822	Prar.g_01899	Pral.g_01566
OG0000823	Prar.g_01902	Pral.g_01563
OG0000824	Prar.g_01903	Pral.g_01562
OG0000825	Prar.g_01905	Pral.g_01560
OG0000826	Prar.g_01906	Pral.g_01559
OG0000827	Prar.g_01907	Pral.g_01558
OG0000828	Prar.g_01909	Pral.g_01556
OG0000829	Prar.g_01935	Pral.g_01321
OG0000830	Prar.g_01944	Pral.g_01033
OG0000831	Prar.g_01947	Pral.g_01327
OG0000832	Prar.g_01948	Pral.g_01032
OG0000833	Prar.g_01955	Pral.g_01311
OG0000834	Prar.g_01324	Pral.g_01324
OG0000835	Prar.g_01320	Pral.g_00692
OG0000836	Prar.g_01318	Pral.g_01141
OG0000837	Prar.g_01309	Pral.g_01314
OG0000838	Prar.g_01295	Pral.g_00077
OG0000839	Prar.g_01294	Pral.g_00076
OG0000840	Prar.g_01289	Pral.g_01902
OG0000841	Prar.g_01282	Pral.g_01346
OG0000842	Prar.g_01278	Pral.g_01351
OG0000843	Prar.g_01276	Pral.g_01353
OG0000844	Prar.g_01275	Pral.g_01354
OG0000845	Prar.g_01274	Pral.g_01355
OG0000846	Prar.g_01273	Pral.g_01356
OG0000847	Prar.g_01272	Pral.g_01357
OG0000848	Prar.g_01271	Pral.g_01358
OG0000849	Prar.g_01270	Pral.g_01359
OG0000850	Prar.g_01269	Pral.g_01360
OG0000851	Prar.g_01267	Pral.g_01363
OG0000852	Prar.g_01264	Pral.g_01366
OG0000853	Prar.g_01262	Pral.g_01368
OG0000854	Prar.g_01261	Pral.g_01369
OG0000855	Prar.g_01260	Pral.g_01370
OG0000856	Prar.g_01259	Pral.g_01371
OG0000857	Prar.g_01258	Pral.g_01372
OG0000858	Prar.g_01256	Pral.g_01376
OG0000859	Prar.g_01255	Pral.g_01377
OG0000860	Prar.g_01254	Pral.g_01378
OG0000861	Prar.g_01253	Pral.g_01379
OG0000862	Prar.g_01252	Pral.g_01380
OG0000863	Prar.g_01251	Pral.g_01382
OG0000864	Prar.g_01250	Pral.g_01383
OG0000865	Prar.g_01249	Pral.g_01384
OG0000866	Prar.g_01248	Pral.g_01385
OG0000867	Prar.g_01245	Pral.g_01388
OG0000868	Prar.g_01243	Pral.g_01390
OG0000869	Prar.g_01242	Pral.g_01391
OG0000870	Prar.g_01241	Pral.g_01394
OG0000871	Prar.g_01240	Pral.g_01395
OG0000872	Prar.g_01239	Pral.g_01399
OG0000873	Prar.g_01238	Pral.g_01400
OG0000874	Prar.g_01237	Pral.g_01401
OG0000875	Prar.g_01236	Pral.g_01403
OG0000876	Prar.g_01234	Pral.g_01404
OG0000877	Prar.g_01233	Pral.g_01405
OG0000878	Prar.g_01232	Pral.g_01406
OG0000879	Prar.g_01231	Pral.g_01407
OG0000880	Prar.g_01230	Pral.g_01408
OG0000881	Prar.g_01229	Pral.g_01409
OG0000882	Prar.g_01228	Pral.g_01410
OG0000883	Prar.g_01227	Pral.g_01411
OG0000884	Prar.g_01226	Pral.g_01412
OG0000885	Prar.g_01225	Pral.g_01413
OG0000886	Prar.g_01224	Pral.g_01414
OG0000887	Prar.g_01223	Pral.g_01415
OG0000888	Prar.g_01222	Pral.g_01416
OG0000889	Prar.g_01221	Pral.g_01417
OG0000890	Prar.g_01220	Pral.g_01419
OG0000891	Prar.g_01219	Pral.g_01420
OG0000892	Prar.g_01218	Pral.g_01421
OG0000893	Prar.g_01217	Pral.g_01422
OG0000894	Prar.g_01215	Pral.g_01423
OG0000895	Prar.g_01214	Pral.g_01424
OG0000896	Prar.g_01212	Pral.g_01426
OG0000897	Prar.g_01211	Pral.g_01427
OG0000898	Prar.g_01210	Pral.g_01428
OG0000899	Prar.g_01209	Pral.g_01429
OG0000900	Prar.g_01207	Pral.g_00456
OG0000901	Prar.g_00976	Pral.g_01893
OG0000902	Prar.g_00966	Pral.g_01292
OG0000903	Prar.g_00965	Pral.g_01291
OG0000904	Prar.g_00964	Pral.g_01290
OG0000905	Prar.g_00963	Pral.g_01289
OG0000906	Prar.g_00962	Pral.g_01288
OG0000907	Prar.g_00960	Pral.g_01286
OG0000908	Prar.g_00959	Pral.g_01285
OG0000909	Prar.g_00958	Pral.g_01284
OG0000910	Prar.g_00957	Pral.g_01283
OG0000911	Prar.g_00956	Pral.g_01282
OG0000912	Prar.g_00953	Pral.g_01279
OG0000913	Prar.g_00952	Pral.g_01278
OG0000914	Prar.g_00951	Pral.g_01277
OG0000915	Prar.g_00949	Pral.g_01275
OG0000916	Prar.g_00948	Pral.g_01274
OG0000917	Prar.g_00947	Pral.g_01273
OG0000918	Prar.g_00946	Pral.g_01272
OG0000919	Prar.g_00945	Pral.g_01271
OG0000920	Prar.g_00944	Pral.g_01270
OG0000921	Prar.g_00942	Pral.g_01267
OG0000922	Prar.g_00941	Pral.g_01266
OG0000923	Prar.g_00929	Pral.g_01239
OG0000924	Prar.g_00928	Pral.g_01238
OG0000925	Prar.g_00925	Pral.g_01235
OG0000926	Prar.g_00924	Pral.g_00440
OG0000927	Prar.g_00923	Pral.g_01345
OG0000928	Prar.g_00921	Pral.g_01060
OG0000929	Prar.g_00919	Pral.g_01323
OG0000930	Prar.g_00917	Pral.g_01343
OG0000931	Prar.g_00916	Pral.g_01550
OG0000932	Prar.g_00913	Pral.g_01299
OG0000933	Prar.g_00909	Pral.g_01220
OG0000934	Prar.g_00908	Pral.g_01219
OG0000935	Prar.g_00907	Pral.g_01218
OG0000936	Prar.g_00906	Pral.g_01217
OG0000937	Prar.g_00905	Pral.g_01216
OG0000938	Prar.g_00904	Pral.g_01215
OG0000939	Prar.g_00903	Pral.g_01214
OG0000940	Prar.g_00902	Pral.g_01213
OG0000941	Prar.g_00901	Pral.g_01212
OG0000942	Prar.g_00900	Pral.g_01211
OG0000943	Prar.g_00899	Pral.g_01210
OG0000944	Prar.g_00898	Pral.g_01209
OG0000945	Prar.g_00897	Pral.g_01208
OG0000946	Prar.g_00896	Pral.g_01207
OG0000947	Prar.g_00895	Pral.g_01206
OG0000948	Prar.g_00894	Pral.g_01205
OG0000949	Prar.g_00893	Pral.g_01204
OG0000950	Prar.g_00375	Pral.g_00287
OG0000951	Prar.g_00357	Pral.g_01184
OG0000952	Prar.g_00356	Pral.g_01183
OG0000953	Prar.g_00355	Pral.g_01182
OG0000954	Prar.g_00354	Pral.g_01181
OG0000955	Prar.g_00353	Pral.g_01180
OG0000956	Prar.g_00351	Pral.g_01178
OG0000957	Prar.g_00350	Pral.g_01177
OG0000958	Prar.g_00349	Pral.g_01176
OG0000959	Prar.g_00348	Pral.g_01175
OG0000960	Prar.g_00347	Pral.g_01174
OG0000961	Prar.g_00346	Pral.g_01173
OG0000962	Prar.g_00345	Pral.g_01172
OG0000963	Prar.g_00344	Pral.g_01171
OG0000964	Prar.g_00343	Pral.g_01169
OG0000965	Prar.g_00341	Pral.g_01167
OG0000966	Prar.g_00340	Pral.g_01166
OG0000967	Prar.g_00337	Pral.g_01159
OG0000968	Prar.g_00336	Pral.g_01158
OG0000969	Prar.g_00335	Pral.g_01157
OG0000970	Prar.g_00842	Pral.g_01156
OG0000971	Prar.g_00841	Pral.g_01155
OG0000972	Prar.g_00840	Pral.g_01154
OG0000973	Prar.g_00838	Pral.g_01152
OG0000974	Prar.g_00837	Pral.g_01151
OG0000975	Prar.g_00836	Pral.g_01150
OG0000976	Prar.g_00835	Pral.g_01149
OG0000977	Prar.g_00834	Pral.g_01148
OG0000978	Prar.g_00833	Pral.g_01147
OG0000979	Prar.g_00832	Pral.g_01146
OG0000980	Prar.g_00831	Pral.g_01145
OG0000981	Prar.g_00830	Pral.g_01144
OG0000982	Prar.g_00829	Pral.g_01143
OG0000983	Prar.g_00828	Pral.g_01142
OG0000984	Prar.g_00824	Pral.g_01137
OG0000985	Prar.g_00823	Pral.g_01136
OG0000986	Prar.g_00822	Pral.g_01135
OG0000987	Prar.g_00820	Pral.g_01133
OG0000988	Prar.g_00819	Pral.g_01132
OG0000989	Prar.g_00818	Pral.g_01131
OG0000990	Prar.g_00817	Pral.g_01130
OG0000991	Prar.g_00816	Pral.g_01129
OG0000992	Prar.g_00815	Pral.g_01128
OG0000993	Prar.g_00814	Pral.g_01127
OG0000994	Prar.g_00813	Pral.g_01126
OG0000995	Prar.g_00812	Pral.g_01125
OG0000996	Prar.g_00811	Pral.g_01124
OG0000997	Prar.g_00809	Pral.g_01122
OG0000998	Prar.g_00806	Pral.g_01115
OG0000999	Prar.g_00804	Pral.g_01112
OG0001000	Prar.g_00803	Pral.g_01110
OG0001001	Prar.g_00802	Pral.g_01108
OG0001002	Prar.g_00800	Pral.g_01106
OG0001003	Prar.g_00799	Pral.g_01105
OG0001004	Prar.g_00798	Pral.g_01104
OG0001005	Prar.g_00797	Pral.g_01103
OG0001006	Prar.g_00795	Pral.g_01101
OG0001007	Prar.g_00794	Pral.g_01100
OG0001008	Prar.g_00793	Pral.g_01099
OG0001009	Prar.g_00792	Pral.g_01098
OG0001010	Prar.g_00791	Pral.g_01097
OG0001011	Prar.g_00790	Pral.g_01095
OG0001012	Prar.g_00789	Pral.g_01094
OG0001013	Prar.g_00788	Pral.g_01093
OG0001014	Prar.g_00787	Pral.g_01092
OG0001015	Prar.g_00786	Pral.g_01091
OG0001016	Prar.g_00785	Pral.g_01090
OG0001017	Prar.g_00784	Pral.g_01089
OG0001018	Prar.g_00783	Pral.g_01088
OG0001019	Prar.g_00782	Pral.g_01087
OG0001020	Prar.g_00781	Pral.g_01086
OG0001021	Prar.g_00780	Pral.g_01085
OG0001022	Prar.g_00779	Pral.g_01084
OG0001023	Prar.g_00778	Pral.g_01083
OG0001024	Prar.g_00776	Pral.g_01081
OG0001025	Prar.g_00775	Pral.g_01080
OG0001026	Prar.g_00774	Pral.g_01079
OG0001027	Prar.g_00773	Pral.g_01078
OG0001028	Prar.g_00772	Pral.g_01076
OG0001029	Prar.g_00771	Pral.g_01075
OG0001030	Prar.g_00768	Pral.g_01072
OG0001031	Prar.g_00767	Pral.g_01071
OG0001032	Prar.g_00760	Pral.g_00045
OG0001033	Prar.g_00753	Pral.g_01058
OG0001034	Prar.g_00725	Pral.g_01503
OG0001035	Prar.g_01149	Pral.g_00100
OG0001036	Prar.g_01148	Pral.g_00101
OG0001037	Prar.g_01142	Pral.g_00108
OG0001038	Prar.g_01141	Pral.g_00109
OG0001039	Prar.g_01140	Pral.g_00110
OG0001040	Prar.g_01139	Pral.g_00111
OG0001041	Prar.g_01137	Pral.g_00113
OG0001042	Prar.g_01136	Pral.g_00114
OG0001043	Prar.g_01135	Pral.g_00115
OG0001044	Prar.g_01134	Pral.g_00116
OG0001045	Prar.g_01133	Pral.g_00117
OG0001046	Prar.g_01132	Pral.g_00119
OG0001047	Prar.g_01131	Pral.g_00120
OG0001048	Prar.g_01129	Pral.g_00121
OG0001049	Prar.g_01128	Pral.g_00122
OG0001050	Prar.g_01127	Pral.g_00123
OG0001051	Prar.g_01126	Pral.g_00124
OG0001052	Prar.g_01125	Pral.g_00125
OG0001053	Prar.g_01124	Pral.g_00126
OG0001054	Prar.g_01123	Pral.g_00127
OG0001055	Prar.g_01122	Pral.g_00128
OG0001056	Prar.g_01121	Pral.g_00129
OG0001057	Prar.g_01964	Pral.g_00131
OG0001058	Prar.g_01965	Pral.g_00132
OG0001059	Prar.g_01966	Pral.g_00133
OG0001060	Prar.g_01967	Pral.g_00134
OG0001061	Prar.g_01968	Pral.g_00135
OG0001062	Prar.g_01969	Pral.g_00136
OG0001063	Prar.g_01970	Pral.g_00137
OG0001064	Prar.g_01971	Pral.g_00138
OG0001065	Prar.g_01963	Pral.g_00139
OG0001066	Prar.g_01962	Pral.g_00140
OG0001067	Prar.g_01961	Pral.g_00141
OG0001068	Prar.g_01960	Pral.g_00142
OG0001069	Prar.g_01957	Pral.g_00145
OG0001070	Prar.g_00596	Pral.g_00147
OG0001071	Prar.g_00597	Pral.g_00148
OG0001072	Prar.g_00598	Pral.g_00149
OG0001073	Prar.g_00599	Pral.g_00150
OG0001074	Prar.g_00600	Pral.g_00151
OG0001075	Prar.g_00601	Pral.g_00154
OG0001076	Prar.g_00603	Pral.g_00156
OG0001077	Prar.g_00604	Pral.g_00157
OG0001078	Prar.g_00605	Pral.g_00158
OG0001079	Prar.g_00606	Pral.g_00159
OG0001080	Prar.g_00607	Pral.g_00160
OG0001081	Prar.g_00608	Pral.g_00161
OG0001082	Prar.g_00609	Pral.g_00162
OG0001083	Prar.g_00610	Pral.g_00163
OG0001084	Prar.g_00611	Pral.g_00164
OG0001085	Prar.g_00612	Pral.g_00165
OG0001086	Prar.g_01114	Pral.g_00170
OG0001087	Prar.g_01113	Pral.g_00172
OG0001088	Prar.g_01112	Pral.g_00173
OG0001089	Prar.g_01110	Pral.g_00176
OG0001090	Prar.g_01109	Pral.g_00177
OG0001091	Prar.g_01108	Pral.g_00178
OG0001092	Prar.g_01107	Pral.g_00179
OG0001093	Prar.g_01106	Pral.g_00180
OG0001094	Prar.g_01105	Pral.g_00181
OG0001095	Prar.g_01104	Pral.g_00182
OG0001096	Prar.g_01103	Pral.g_00183
OG0001097	Prar.g_01102	Pral.g_00184
OG0001098	Prar.g_01101	Pral.g_00185
OG0001099	Prar.g_01100	Pral.g_00187
OG0001100	Prar.g_01099	Pral.g_00188
OG0001101	Prar.g_01098	Pral.g_00189
OG0001102	Prar.g_01095	Pral.g_00193
OG0001103	Prar.g_01094	Pral.g_00194
OG0001104	Prar.g_01093	Pral.g_00198
OG0001105	Prar.g_01091	Pral.g_00196
OG0001106	Prar.g_01089	Pral.g_00192
OG0001107	Prar.g_01088	Pral.g_00191
OG0001108	Prar.g_01087	Pral.g_00190
OG0001109	Prar.g_01069	Pral.g_00200
OG0001110	Prar.g_01067	Pral.g_00202
OG0001111	Prar.g_01066	Pral.g_00203
OG0001112	Prar.g_01065	Pral.g_00204
OG0001113	Prar.g_01064	Pral.g_00205
OG0001114	Prar.g_01063	Pral.g_00206
OG0001115	Prar.g_01062	Pral.g_00207
OG0001116	Prar.g_01061	Pral.g_00208
OG0001117	Prar.g_01060	Pral.g_00209
OG0001118	Prar.g_01059	Pral.g_00210
OG0001119	Prar.g_01058	Pral.g_00211
OG0001120	Prar.g_01057	Pral.g_00212
OG0001121	Prar.g_01056	Pral.g_00213
OG0001122	Prar.g_01055	Pral.g_00214
OG0001123	Prar.g_01054	Pral.g_00215
OG0001124	Prar.g_01053	Pral.g_00216
OG0001125	Prar.g_01052	Pral.g_00217
OG0001126	Prar.g_01051	Pral.g_00218
OG0001127	Prar.g_01050	Pral.g_00219
OG0001128	Prar.g_01049	Pral.g_00220
OG0001129	Prar.g_01048	Pral.g_00221
OG0001130	Prar.g_01047	Pral.g_00222
OG0001131	Prar.g_01046	Pral.g_00223
OG0001132	Prar.g_01045	Pral.g_00224
OG0001133	Prar.g_01044	Pral.g_00225
OG0001134	Prar.g_01043	Pral.g_00226
OG0001135	Prar.g_01042	Pral.g_00227
OG0001136	Prar.g_01041	Pral.g_00228
OG0001137	Prar.g_01040	Pral.g_00229
OG0001138	Prar.g_01039	Pral.g_00230
OG0001139	Prar.g_01038	Pral.g_00232
OG0001140	Prar.g_01037	Pral.g_01190
OG0001141	Prar.g_01035	Pral.g_00234
OG0001142	Prar.g_01034	Pral.g_00235
OG0001143	Prar.g_01033	Pral.g_00236
OG0001144	Prar.g_01031	Pral.g_00238
OG0001145	Prar.g_01029	Pral.g_00240
OG0001146	Prar.g_01028	Pral.g_00241
OG0001147	Prar.g_01026	Pral.g_00244
OG0001148	Prar.g_01025	Pral.g_00245
OG0001149	Prar.g_01024	Pral.g_00246
OG0001150	Prar.g_01022	Pral.g_00249
OG0001151	Prar.g_01021	Pral.g_00250
OG0001152	Prar.g_01020	Pral.g_00251
OG0001153	Prar.g_01019	Pral.g_00252
OG0001154	Prar.g_01018	Pral.g_00253
OG0001155	Prar.g_01017	Pral.g_00254
OG0001156	Prar.g_01016	Pral.g_00255
OG0001157	Prar.g_01014	Pral.g_00257
OG0001158	Prar.g_01013	Pral.g_00259
OG0001159	Prar.g_01012	Pral.g_00260
OG0001160	Prar.g_01011	Pral.g_00261
OG0001161	Prar.g_00617	Pral.g_00266
OG0001162	Prar.g_00618	Pral.g_00267
OG0001163	Prar.g_00619	Pral.g_00268
OG0001164	Prar.g_00620	Pral.g_00269
OG0001165	Prar.g_00621	Pral.g_00270
