Orthogroup	Prar	Praa
OG0000574	Prar.g_01457	Praa.g_00627
OG0000575	Prar.g_01458	Praa.g_00628
OG0000576	Prar.g_01459	Praa.g_00629
OG0000577	Prar.g_01460	Praa.g_00630
OG0000578	Prar.g_01461	Praa.g_00631
OG0000579	Prar.g_01462	Praa.g_00632
OG0000580	Prar.g_01463	Praa.g_00633
OG0000581	Prar.g_01464	Praa.g_00634
OG0000582	Prar.g_01465	Praa.g_00635
OG0000583	Prar.g_01466	Praa.g_00636
OG0000584	Prar.g_01468	Praa.g_00638
OG0000585	Prar.g_01469	Praa.g_00639
OG0000586	Prar.g_01470	Praa.g_00640
OG0000587	Prar.g_01471	Praa.g_00641
OG0000588	Prar.g_01472	Praa.g_00642
OG0000589	Prar.g_01473	Praa.g_00643
OG0000590	Prar.g_01474	Praa.g_00644
OG0000591	Prar.g_01475	Praa.g_00645
OG0000592	Prar.g_01476	Praa.g_00646
OG0000593	Prar.g_01477	Praa.g_00647
OG0000594	Prar.g_01478	Praa.g_00648
OG0000595	Prar.g_01479	Praa.g_00649
OG0000596	Prar.g_01480	Praa.g_00650
OG0000597	Prar.g_01484	Praa.g_00654
OG0000598	Prar.g_01485	Praa.g_00655
OG0000599	Prar.g_01486	Praa.g_00656
OG0000600	Prar.g_01487	Praa.g_00657
OG0000601	Prar.g_01488	Praa.g_00658
OG0000602	Prar.g_01489	Praa.g_00659
OG0000603	Prar.g_01490	Praa.g_00660
OG0000604	Prar.g_01491	Praa.g_00661
OG0000605	Prar.g_01492	Praa.g_00662
OG0000606	Prar.g_01493	Praa.g_00663
OG0000607	Prar.g_01494	Praa.g_00664
OG0000608	Prar.g_01495	Praa.g_00665
OG0000609	Prar.g_01497	Praa.g_00667
OG0000610	Prar.g_01498	Praa.g_00668
OG0000611	Prar.g_01500	Praa.g_00670
OG0000612	Prar.g_01501	Praa.g_00671
OG0000613	Prar.g_01503	Praa.g_00673
OG0000614	Prar.g_01509	Praa.g_00679
OG0000615	Prar.g_01510	Praa.g_00680
OG0000616	Prar.g_01511	Praa.g_00681
OG0000617	Prar.g_01513	Praa.g_00683
OG0000618	Prar.g_01514	Praa.g_00684
OG0000619	Prar.g_01515	Praa.g_00685
OG0000620	Prar.g_01517	Praa.g_00687
OG0000621	Prar.g_01518	Praa.g_00688
OG0000622	Prar.g_01519	Praa.g_00689
OG0000623	Prar.g_01520	Praa.g_00690
OG0000624	Prar.g_01522	Praa.g_00692
OG0000625	Prar.g_01523	Praa.g_00693
OG0000626	Prar.g_01524	Praa.g_00694
OG0000627	Prar.g_01525	Praa.g_00695
OG0000628	Prar.g_01526	Praa.g_00696
OG0000629	Prar.g_01527	Praa.g_00697
OG0000630	Prar.g_01529	Praa.g_00699
OG0000631	Prar.g_01530	Praa.g_00700
OG0000632	Prar.g_01534	Praa.g_00704
OG0000633	Prar.g_01535	Praa.g_00705
OG0000634	Prar.g_01600	Praa.g_00712
OG0000635	Prar.g_01602	Praa.g_00714
OG0000636	Prar.g_01603	Praa.g_00715
OG0000637	Prar.g_01605	Praa.g_00717
OG0000638	Prar.g_01606	Praa.g_00718
OG0000639	Prar.g_01607	Praa.g_00719
OG0000640	Prar.g_01608	Praa.g_00720
OG0000641	Prar.g_01609	Praa.g_00721
OG0000642	Prar.g_01610	Praa.g_00722
OG0000643	Prar.g_01611	Praa.g_00723
OG0000644	Prar.g_01613	Praa.g_00725
OG0000645	Prar.g_01614	Praa.g_00726
OG0000646	Prar.g_01615	Praa.g_00727
OG0000647	Prar.g_01616	Praa.g_00728
OG0000648	Prar.g_01617	Praa.g_00729
OG0000649	Prar.g_01618	Praa.g_00730
OG0000650	Prar.g_01619	Praa.g_00731
OG0000651	Prar.g_01620	Praa.g_00732
OG0000652	Prar.g_01622	Praa.g_00734
OG0000653	Prar.g_01636	Praa.g_00749
OG0000654	Prar.g_01638	Praa.g_00751
OG0000655	Prar.g_01646	Praa.g_00760
OG0000656	Prar.g_01651	Praa.g_00764
OG0000657	Prar.g_01652	Praa.g_00766
OG0000658	Prar.g_01653	Praa.g_00767
OG0000659	Prar.g_01654	Praa.g_00768
OG0000660	Prar.g_01661	Praa.g_00780
OG0000661	Prar.g_01670	Praa.g_00789
OG0000662	Prar.g_01672	Praa.g_00791
OG0000663	Prar.g_01675	Praa.g_00794
OG0000664	Prar.g_01676	Praa.g_00795
OG0000665	Prar.g_01677	Praa.g_00796
OG0000666	Prar.g_01678	Praa.g_00797
OG0000667	Prar.g_01679	Praa.g_00798
OG0000668	Prar.g_01680	Praa.g_00799
OG0000669	Prar.g_01681	Praa.g_00800
OG0000670	Prar.g_01683	Praa.g_00802
OG0000671	Prar.g_01684	Praa.g_00803
OG0000672	Prar.g_01685	Praa.g_00804
OG0000673	Prar.g_01686	Praa.g_00805
OG0000674	Prar.g_01687	Praa.g_00806
OG0000675	Prar.g_01688	Praa.g_00807
OG0000676	Prar.g_01690	Praa.g_00809
OG0000677	Prar.g_01692	Praa.g_00812
OG0000678	Prar.g_01693	Praa.g_00813
OG0000679	Prar.g_01694	Praa.g_00814
OG0000680	Prar.g_01695	Praa.g_00815
OG0000681	Prar.g_01696	Praa.g_00816
OG0000682	Prar.g_01697	Praa.g_00817
OG0000683	Prar.g_01698	Praa.g_00818
OG0000684	Prar.g_01699	Praa.g_00819
OG0000685	Prar.g_01700	Praa.g_00820
OG0000686	Prar.g_01701	Praa.g_00821
OG0000687	Prar.g_01702	Praa.g_00822
OG0000688	Prar.g_01703	Praa.g_00823
OG0000689	Prar.g_01704	Praa.g_00824
OG0000690	Prar.g_01705	Praa.g_00825
OG0000691	Prar.g_01707	Praa.g_00827
OG0000692	Prar.g_01708	Praa.g_00828
OG0000693	Prar.g_01709	Praa.g_00829
OG0000694	Prar.g_01710	Praa.g_00830
OG0000695	Prar.g_01711	Praa.g_00831
OG0000696	Prar.g_01712	Praa.g_00832
OG0000697	Prar.g_01714	Praa.g_00834
OG0000698	Prar.g_01715	Praa.g_00835
OG0000699	Prar.g_01718	Praa.g_00839
OG0000700	Prar.g_01719	Praa.g_00840
OG0000701	Prar.g_01720	Praa.g_00841
OG0000702	Prar.g_01721	Praa.g_00842
OG0000703	Prar.g_01722	Praa.g_00843
OG0000704	Prar.g_01723	Praa.g_00844
OG0000705	Prar.g_01725	Praa.g_00846
OG0000706	Prar.g_01726	Praa.g_00847
OG0000707	Prar.g_01727	Praa.g_00848
OG0000708	Prar.g_01728	Praa.g_00849
OG0000709	Prar.g_01729	Praa.g_00850
OG0000710	Prar.g_01730	Praa.g_00851
OG0000711	Prar.g_01731	Praa.g_00852
OG0000712	Prar.g_01732	Praa.g_00853
OG0000713	Prar.g_01733	Praa.g_00854
OG0000714	Prar.g_01735	Praa.g_00856
OG0000715	Prar.g_01736	Praa.g_00857
OG0000716	Prar.g_01737	Praa.g_00858
OG0000717	Prar.g_01738	Praa.g_00859
OG0000718	Prar.g_01740	Praa.g_00860
OG0000719	Prar.g_01742	Praa.g_00862
OG0000720	Prar.g_01744	Praa.g_00864
OG0000721	Prar.g_01745	Praa.g_00865
OG0000722	Prar.g_01759	Praa.g_00892
OG0000723	Prar.g_01764	Praa.g_00896
OG0000724	Prar.g_01767	Praa.g_00899
OG0000725	Prar.g_01768	Praa.g_00900
OG0000726	Prar.g_01769	Praa.g_00901
OG0000727	Prar.g_01770	Praa.g_00902
OG0000728	Prar.g_01771	Praa.g_00903
OG0000729	Prar.g_01773	Praa.g_00904
OG0000730	Prar.g_01774	Praa.g_00905
OG0000731	Prar.g_01776	Praa.g_00907
OG0000732	Prar.g_01777	Praa.g_00908
OG0000733	Prar.g_01778	Praa.g_00909
OG0000734	Prar.g_01779	Praa.g_00910
OG0000735	Prar.g_01780	Praa.g_00911
OG0000736	Prar.g_01782	Praa.g_00913
OG0000737	Prar.g_01783	Praa.g_00914
OG0000738	Prar.g_01785	Praa.g_00916
OG0000739	Prar.g_01786	Praa.g_00917
OG0000740	Prar.g_01787	Praa.g_00918
OG0000741	Prar.g_01789	Praa.g_00920
OG0000742	Prar.g_01790	Praa.g_00921
OG0000743	Prar.g_01793	Praa.g_00924
OG0000744	Prar.g_01794	Praa.g_00925
OG0000745	Prar.g_01795	Praa.g_00926
OG0000746	Prar.g_01796	Praa.g_00927
OG0000747	Prar.g_01797	Praa.g_00928
OG0000748	Prar.g_01798	Praa.g_00929
OG0000749	Prar.g_01799	Praa.g_00930
OG0000750	Prar.g_01800	Praa.g_00931
OG0000751	Prar.g_01802	Praa.g_00933
OG0000752	Prar.g_01803	Praa.g_00934
OG0000753	Prar.g_01804	Praa.g_00935
OG0000754	Prar.g_01805	Praa.g_00936
OG0000755	Prar.g_01807	Praa.g_00938
OG0000756	Prar.g_01808	Praa.g_00939
OG0000757	Prar.g_01809	Praa.g_00940
OG0000758	Prar.g_01810	Praa.g_00941
OG0000759	Prar.g_01811	Praa.g_00942
OG0000760	Prar.g_01812	Praa.g_00943
OG0000761	Prar.g_01813	Praa.g_00944
OG0000762	Prar.g_01815	Praa.g_00946
OG0000763	Prar.g_01816	Praa.g_00947
OG0000764	Prar.g_01817	Praa.g_00948
OG0000765	Prar.g_01818	Praa.g_00949
OG0000766	Prar.g_01819	Praa.g_00950
OG0000767	Prar.g_01820	Praa.g_00951
OG0000768	Prar.g_01821	Praa.g_00952
OG0000769	Prar.g_01822	Praa.g_00953
OG0000770	Prar.g_01823	Praa.g_00954
OG0000771	Prar.g_01824	Praa.g_00955
OG0000772	Prar.g_01825	Praa.g_00956
OG0000773	Prar.g_01827	Praa.g_00958
OG0000774	Prar.g_01828	Praa.g_00959
OG0000775	Prar.g_01829	Praa.g_00960
OG0000776	Prar.g_01830	Praa.g_00961
OG0000777	Prar.g_01831	Praa.g_00962
OG0000778	Prar.g_01832	Praa.g_00963
OG0000779	Prar.g_01834	Praa.g_00965
OG0000780	Prar.g_01835	Praa.g_00966
OG0000781	Prar.g_01836	Praa.g_00967
OG0000782	Prar.g_01838	Praa.g_00969
OG0000783	Prar.g_01839	Praa.g_00970
OG0000784	Prar.g_01840	Praa.g_00971
OG0000785	Prar.g_01841	Praa.g_00972
OG0000786	Prar.g_01842	Praa.g_00973
OG0000787	Prar.g_01844	Praa.g_00975
OG0000788	Prar.g_01845	Praa.g_00976
OG0000789	Prar.g_01846	Praa.g_00977
OG0000790	Prar.g_01847	Praa.g_00978
OG0000791	Prar.g_01848	Praa.g_00979
OG0000792	Prar.g_01849	Praa.g_00980
OG0000793	Prar.g_01850	Praa.g_00981
OG0000794	Prar.g_01851	Praa.g_00982
OG0000795	Prar.g_01852	Praa.g_00983
OG0000796	Prar.g_01853	Praa.g_00985
OG0000797	Prar.g_01855	Praa.g_00987
OG0000798	Prar.g_01856	Praa.g_00988
OG0000799	Prar.g_01857	Praa.g_00989
OG0000800	Prar.g_01858	Praa.g_00990
OG0000801	Prar.g_01859	Praa.g_00991
OG0000802	Prar.g_01861	Praa.g_00993
OG0000803	Prar.g_01862	Praa.g_00994
OG0000804	Prar.g_01873	Praa.g_01008
OG0000805	Prar.g_01875	Praa.g_01010
OG0000806	Prar.g_01876	Praa.g_01011
OG0000807	Prar.g_01877	Praa.g_01012
OG0000808	Prar.g_01878	Praa.g_01013
OG0000809	Prar.g_01882	Praa.g_01017
OG0000810	Prar.g_01883	Praa.g_01018
OG0000811	Prar.g_01884	Praa.g_01019
OG0000812	Prar.g_01885	Praa.g_01020
OG0000813	Prar.g_01886	Praa.g_01021
OG0000814	Prar.g_01887	Praa.g_01022
OG0000815	Prar.g_01888	Praa.g_01023
OG0000816	Prar.g_01890	Praa.g_01025
OG0000817	Prar.g_01893	Praa.g_01028
OG0000818	Prar.g_01894	Praa.g_01029
OG0000819	Prar.g_01896	Praa.g_01031
OG0000820	Prar.g_01897	Praa.g_01032
OG0000821	Prar.g_01898	Praa.g_01033
OG0000822	Prar.g_01899	Praa.g_01034
OG0000823	Prar.g_01902	Praa.g_01037
OG0000824	Prar.g_01903	Praa.g_01038
OG0000825	Prar.g_01905	Praa.g_01040
OG0000826	Prar.g_01906	Praa.g_01041
OG0000827	Prar.g_01907	Praa.g_01042
OG0000828	Prar.g_01909	Praa.g_01044
OG0000829	Prar.g_01935	Praa.g_01070
OG0000830	Prar.g_01944	Praa.g_01080
OG0000831	Prar.g_01947	Praa.g_01083
OG0000832	Prar.g_01948	Praa.g_01084
OG0000833	Prar.g_01955	Praa.g_01091
OG0000834	Prar.g_01324	Praa.g_01095
OG0000835	Prar.g_01320	Praa.g_01099
OG0000836	Prar.g_01318	Praa.g_01101
OG0000837	Prar.g_01309	Praa.g_01115
OG0000838	Prar.g_01295	Praa.g_01128
OG0000839	Prar.g_01294	Praa.g_01129
OG0000840	Prar.g_01289	Praa.g_01134
OG0000841	Prar.g_01282	Praa.g_01141
OG0000842	Prar.g_01278	Praa.g_01145
OG0000843	Prar.g_01276	Praa.g_01147
OG0000844	Prar.g_01275	Praa.g_01148
OG0000845	Prar.g_01274	Praa.g_01149
OG0000846	Prar.g_01273	Praa.g_01150
OG0000847	Prar.g_01272	Praa.g_01151
OG0000848	Prar.g_01271	Praa.g_01152
OG0000849	Prar.g_01270	Praa.g_01153
OG0000850	Prar.g_01269	Praa.g_01154
OG0000851	Prar.g_01267	Praa.g_01156
OG0000852	Prar.g_01264	Praa.g_01158
OG0000853	Prar.g_01262	Praa.g_01160
OG0000854	Prar.g_01261	Praa.g_01161
OG0000855	Prar.g_01260	Praa.g_01162
OG0000856	Prar.g_01259	Praa.g_01163
OG0000857	Prar.g_01258	Praa.g_01164
OG0000858	Prar.g_01256	Praa.g_01166
OG0000859	Prar.g_01255	Praa.g_01167
OG0000860	Prar.g_01254	Praa.g_01168
OG0000861	Prar.g_01253	Praa.g_01169
OG0000862	Prar.g_01252	Praa.g_01170
OG0000863	Prar.g_01251	Praa.g_01171
OG0000864	Prar.g_01250	Praa.g_01172
OG0000865	Prar.g_01249	Praa.g_01173
OG0000866	Prar.g_01248	Praa.g_01174
OG0000867	Prar.g_01245	Praa.g_01177
OG0000868	Prar.g_01243	Praa.g_01179
OG0000869	Prar.g_01242	Praa.g_01180
OG0000870	Prar.g_01241	Praa.g_01181
OG0000871	Prar.g_01240	Praa.g_01182
OG0000872	Prar.g_01239	Praa.g_01183
OG0000873	Prar.g_01238	Praa.g_01184
OG0000874	Prar.g_01237	Praa.g_01185
OG0000875	Prar.g_01236	Praa.g_01186
OG0000876	Prar.g_01234	Praa.g_01188
OG0000877	Prar.g_01233	Praa.g_01189
OG0000878	Prar.g_01232	Praa.g_01190
OG0000879	Prar.g_01231	Praa.g_01191
OG0000880	Prar.g_01230	Praa.g_01192
OG0000881	Prar.g_01229	Praa.g_01193
OG0000882	Prar.g_01228	Praa.g_01194
OG0000883	Prar.g_01227	Praa.g_01195
OG0000884	Prar.g_01226	Praa.g_01196
OG0000885	Prar.g_01225	Praa.g_01197
OG0000886	Prar.g_01224	Praa.g_01198
OG0000887	Prar.g_01223	Praa.g_01199
OG0000888	Prar.g_01222	Praa.g_01200
OG0000889	Prar.g_01221	Praa.g_01201
OG0000890	Prar.g_01220	Praa.g_01202
OG0000891	Prar.g_01219	Praa.g_01203
OG0000892	Prar.g_01218	Praa.g_01204
OG0000893	Prar.g_01217	Praa.g_01205
OG0000894	Prar.g_01215	Praa.g_01207
OG0000895	Prar.g_01214	Praa.g_01208
OG0000896	Prar.g_01212	Praa.g_01210
OG0000897	Prar.g_01211	Praa.g_01211
OG0000898	Prar.g_01210	Praa.g_01212
OG0000899	Prar.g_01209	Praa.g_01213
OG0000900	Prar.g_01207	Praa.g_01215
OG0000901	Prar.g_00976	Praa.g_01290
OG0000902	Prar.g_00966	Praa.g_01307
OG0000903	Prar.g_00965	Praa.g_01308
OG0000904	Prar.g_00964	Praa.g_01309
OG0000905	Prar.g_00963	Praa.g_01310
OG0000906	Prar.g_00962	Praa.g_01311
OG0000907	Prar.g_00960	Praa.g_01313
OG0000908	Prar.g_00959	Praa.g_01314
OG0000909	Prar.g_00958	Praa.g_01315
OG0000910	Prar.g_00957	Praa.g_01316
OG0000911	Prar.g_00956	Praa.g_01317
OG0000912	Prar.g_00953	Praa.g_01320
OG0000913	Prar.g_00952	Praa.g_01321
OG0000914	Prar.g_00951	Praa.g_01322
OG0000915	Prar.g_00949	Praa.g_01324
OG0000916	Prar.g_00948	Praa.g_01325
OG0000917	Prar.g_00947	Praa.g_01326
OG0000918	Prar.g_00946	Praa.g_01327
OG0000919	Prar.g_00945	Praa.g_01328
OG0000920	Prar.g_00944	Praa.g_01329
OG0000921	Prar.g_00942	Praa.g_01331
OG0000922	Prar.g_00941	Praa.g_01332
OG0000923	Prar.g_00929	Praa.g_01348
OG0000924	Prar.g_00928	Praa.g_01349
OG0000925	Prar.g_00925	Praa.g_01352
OG0000926	Prar.g_00924	Praa.g_01353
OG0000927	Prar.g_00923	Praa.g_01354
OG0000928	Prar.g_00921	Praa.g_01356
OG0000929	Prar.g_00919	Praa.g_01358
OG0000930	Prar.g_00917	Praa.g_01360
OG0000931	Prar.g_00916	Praa.g_01361
OG0000932	Prar.g_00913	Praa.g_01364
OG0000933	Prar.g_00909	Praa.g_01368
OG0000934	Prar.g_00908	Praa.g_01369
OG0000935	Prar.g_00907	Praa.g_01370
OG0000936	Prar.g_00906	Praa.g_01371
OG0000937	Prar.g_00905	Praa.g_01372
OG0000938	Prar.g_00904	Praa.g_01373
OG0000939	Prar.g_00903	Praa.g_01374
OG0000940	Prar.g_00902	Praa.g_01375
OG0000941	Prar.g_00901	Praa.g_01376
OG0000942	Prar.g_00900	Praa.g_01377
OG0000943	Prar.g_00899	Praa.g_01378
OG0000944	Prar.g_00898	Praa.g_01379
OG0000945	Prar.g_00897	Praa.g_01380
OG0000946	Prar.g_00896	Praa.g_01381
OG0000947	Prar.g_00895	Praa.g_01382
OG0000948	Prar.g_00894	Praa.g_01383
OG0000949	Prar.g_00893	Praa.g_01384
OG0000950	Prar.g_00375	Praa.g_01395
OG0000951	Prar.g_00357	Praa.g_01458
OG0000952	Prar.g_00356	Praa.g_01459
OG0000953	Prar.g_00355	Praa.g_01460
OG0000954	Prar.g_00354	Praa.g_01461
OG0000955	Prar.g_00353	Praa.g_01462
OG0000956	Prar.g_00351	Praa.g_01464
OG0000957	Prar.g_00350	Praa.g_01465
OG0000958	Prar.g_00349	Praa.g_01466
OG0000959	Prar.g_00348	Praa.g_01467
OG0000960	Prar.g_00347	Praa.g_01468
OG0000961	Prar.g_00346	Praa.g_01469
OG0000962	Prar.g_00345	Praa.g_01470
OG0000963	Prar.g_00344	Praa.g_01471
OG0000964	Prar.g_00343	Praa.g_01472
OG0000965	Prar.g_00341	Praa.g_01474
OG0000966	Prar.g_00340	Praa.g_01475
OG0000967	Prar.g_00337	Praa.g_01478
OG0000968	Prar.g_00336	Praa.g_01479
OG0000969	Prar.g_00335	Praa.g_01480
OG0000970	Prar.g_00842	Praa.g_01481
OG0000971	Prar.g_00841	Praa.g_01482
OG0000972	Prar.g_00840	Praa.g_01483
OG0000973	Prar.g_00838	Praa.g_01485
OG0000974	Prar.g_00837	Praa.g_01486
OG0000975	Prar.g_00836	Praa.g_01487
OG0000976	Prar.g_00835	Praa.g_01488
OG0000977	Prar.g_00834	Praa.g_01489
OG0000978	Prar.g_00833	Praa.g_01490
OG0000979	Prar.g_00832	Praa.g_01491
OG0000980	Prar.g_00831	Praa.g_01492
OG0000981	Prar.g_00830	Praa.g_01493
OG0000982	Prar.g_00829	Praa.g_01494
OG0000983	Prar.g_00828	Praa.g_01495
OG0000984	Prar.g_00824	Praa.g_01499
OG0000985	Prar.g_00823	Praa.g_01500
OG0000986	Prar.g_00822	Praa.g_01501
OG0000987	Prar.g_00820	Praa.g_01503
OG0000988	Prar.g_00819	Praa.g_01504
OG0000989	Prar.g_00818	Praa.g_01505
OG0000990	Prar.g_00817	Praa.g_01506
OG0000991	Prar.g_00816	Praa.g_01507
OG0000992	Prar.g_00815	Praa.g_01508
OG0000993	Prar.g_00814	Praa.g_01509
OG0000994	Prar.g_00813	Praa.g_01510
OG0000995	Prar.g_00812	Praa.g_01511
OG0000996	Prar.g_00811	Praa.g_01512
OG0000997	Prar.g_00809	Praa.g_01514
OG0000998	Prar.g_00806	Praa.g_01517
OG0000999	Prar.g_00804	Praa.g_01519
OG0001000	Prar.g_00803	Praa.g_01520
OG0001001	Prar.g_00802	Praa.g_01521
OG0001002	Prar.g_00800	Praa.g_01523
OG0001003	Prar.g_00799	Praa.g_01524
OG0001004	Prar.g_00798	Praa.g_01525
OG0001005	Prar.g_00797	Praa.g_01526
OG0001006	Prar.g_00795	Praa.g_01528
OG0001007	Prar.g_00794	Praa.g_01529
OG0001008	Prar.g_00793	Praa.g_01530
OG0001009	Prar.g_00792	Praa.g_01531
OG0001010	Prar.g_00791	Praa.g_01532
OG0001011	Prar.g_00790	Praa.g_01533
OG0001012	Prar.g_00789	Praa.g_01534
OG0001013	Prar.g_00788	Praa.g_01535
OG0001014	Prar.g_00787	Praa.g_01536
OG0001015	Prar.g_00786	Praa.g_01537
OG0001016	Prar.g_00785	Praa.g_01538
OG0001017	Prar.g_00784	Praa.g_01539
OG0001018	Prar.g_00783	Praa.g_01541
OG0001019	Prar.g_00782	Praa.g_01542
OG0001020	Prar.g_00781	Praa.g_01543
OG0001021	Prar.g_00780	Praa.g_01544
OG0001022	Prar.g_00779	Praa.g_01545
OG0001023	Prar.g_00778	Praa.g_01546
OG0001024	Prar.g_00776	Praa.g_01548
OG0001025	Prar.g_00775	Praa.g_01549
OG0001026	Prar.g_00774	Praa.g_01550
OG0001027	Prar.g_00773	Praa.g_01551
OG0001028	Prar.g_00772	Praa.g_01552
OG0001029	Prar.g_00771	Praa.g_01553
OG0001030	Prar.g_00768	Praa.g_01556
OG0001031	Prar.g_00767	Praa.g_01557
OG0001032	Prar.g_00760	Praa.g_01565
OG0001033	Prar.g_00753	Praa.g_01572
OG0001034	Prar.g_00725	Praa.g_01600
OG0001035	Prar.g_01149	Praa.g_01629
OG0001036	Prar.g_01148	Praa.g_01630
OG0001037	Prar.g_01142	Praa.g_01636
OG0001038	Prar.g_01141	Praa.g_01637
OG0001039	Prar.g_01140	Praa.g_01638
OG0001040	Prar.g_01139	Praa.g_01639
OG0001041	Prar.g_01137	Praa.g_01641
OG0001042	Prar.g_01136	Praa.g_01642
OG0001043	Prar.g_01135	Praa.g_01643
OG0001044	Prar.g_01134	Praa.g_01644
OG0001045	Prar.g_01133	Praa.g_01645
OG0001046	Prar.g_01132	Praa.g_01646
OG0001047	Prar.g_01131	Praa.g_01647
OG0001048	Prar.g_01129	Praa.g_01649
OG0001049	Prar.g_01128	Praa.g_01650
OG0001050	Prar.g_01127	Praa.g_01651
OG0001051	Prar.g_01126	Praa.g_01652
OG0001052	Prar.g_01125	Praa.g_01653
OG0001053	Prar.g_01124	Praa.g_01654
OG0001054	Prar.g_01123	Praa.g_01655
OG0001055	Prar.g_01122	Praa.g_01656
OG0001056	Prar.g_01121	Praa.g_01657
OG0001057	Prar.g_01964	Praa.g_01659
OG0001058	Prar.g_01965	Praa.g_01660
OG0001059	Prar.g_01966	Praa.g_01661
OG0001060	Prar.g_01967	Praa.g_01662
OG0001061	Prar.g_01968	Praa.g_01663
OG0001062	Prar.g_01969	Praa.g_01665
OG0001063	Prar.g_01970	Praa.g_01666
OG0001064	Prar.g_01971	Praa.g_01667
OG0001065	Prar.g_01963	Praa.g_01668
OG0001066	Prar.g_01962	Praa.g_01669
OG0001067	Prar.g_01961	Praa.g_01670
OG0001068	Prar.g_01960	Praa.g_01671
OG0001069	Prar.g_01957	Praa.g_01674
OG0001070	Prar.g_00596	Praa.g_01676
OG0001071	Prar.g_00597	Praa.g_01677
OG0001072	Prar.g_00598	Praa.g_01678
OG0001073	Prar.g_00599	Praa.g_01679
OG0001074	Prar.g_00600	Praa.g_01680
OG0001075	Prar.g_00601	Praa.g_01682
OG0001076	Prar.g_00603	Praa.g_01684
OG0001077	Prar.g_00604	Praa.g_01685
OG0001078	Prar.g_00605	Praa.g_01686
OG0001079	Prar.g_00606	Praa.g_01687
OG0001080	Prar.g_00607	Praa.g_01688
OG0001081	Prar.g_00608	Praa.g_01689
OG0001082	Prar.g_00609	Praa.g_01690
OG0001083	Prar.g_00610	Praa.g_01691
OG0001084	Prar.g_00611	Praa.g_01692
OG0001085	Prar.g_00612	Praa.g_01693
OG0001086	Prar.g_01114	Praa.g_01699
OG0001087	Prar.g_01113	Praa.g_01700
OG0001088	Prar.g_01112	Praa.g_01701
OG0001089	Prar.g_01110	Praa.g_01703
OG0001090	Prar.g_01109	Praa.g_01704
OG0001091	Prar.g_01108	Praa.g_01705
OG0001092	Prar.g_01107	Praa.g_01706
OG0001093	Prar.g_01106	Praa.g_01707
OG0001094	Prar.g_01105	Praa.g_01708
OG0001095	Prar.g_01104	Praa.g_01709
OG0001096	Prar.g_01103	Praa.g_01710
OG0001097	Prar.g_01102	Praa.g_01711
OG0001098	Prar.g_01101	Praa.g_01712
OG0001099	Prar.g_01100	Praa.g_01713
OG0001100	Prar.g_01099	Praa.g_01714
OG0001101	Prar.g_01098	Praa.g_01715
OG0001102	Prar.g_01095	Praa.g_01718
OG0001103	Prar.g_01094	Praa.g_01719
OG0001104	Prar.g_01093	Praa.g_01720
OG0001105	Prar.g_01091	Praa.g_01722
OG0001106	Prar.g_01089	Praa.g_01724
OG0001107	Prar.g_01088	Praa.g_01725
OG0001108	Prar.g_01087	Praa.g_01726
OG0001109	Prar.g_01069	Praa.g_01733
OG0001110	Prar.g_01067	Praa.g_01735
OG0001111	Prar.g_01066	Praa.g_01736
OG0001112	Prar.g_01065	Praa.g_01737
OG0001113	Prar.g_01064	Praa.g_01738
OG0001114	Prar.g_01063	Praa.g_01739
OG0001115	Prar.g_01062	Praa.g_01740
OG0001116	Prar.g_01061	Praa.g_01741
OG0001117	Prar.g_01060	Praa.g_01742
OG0001118	Prar.g_01059	Praa.g_01743
OG0001119	Prar.g_01058	Praa.g_01744
OG0001120	Prar.g_01057	Praa.g_01745
OG0001121	Prar.g_01056	Praa.g_01746
OG0001122	Prar.g_01055	Praa.g_01747
OG0001123	Prar.g_01054	Praa.g_01748
OG0001124	Prar.g_01053	Praa.g_01749
OG0001125	Prar.g_01052	Praa.g_01750
OG0001126	Prar.g_01051	Praa.g_01751
OG0001127	Prar.g_01050	Praa.g_01752
OG0001128	Prar.g_01049	Praa.g_01753
OG0001129	Prar.g_01048	Praa.g_01754
OG0001130	Prar.g_01047	Praa.g_01755
OG0001131	Prar.g_01046	Praa.g_01756
OG0001132	Prar.g_01045	Praa.g_01757
OG0001133	Prar.g_01044	Praa.g_01758
OG0001134	Prar.g_01043	Praa.g_01759
OG0001135	Prar.g_01042	Praa.g_01760
OG0001136	Prar.g_01041	Praa.g_01761
OG0001137	Prar.g_01040	Praa.g_01762
OG0001138	Prar.g_01039	Praa.g_01763
OG0001139	Prar.g_01038	Praa.g_01764
OG0001140	Prar.g_01037	Praa.g_01765
OG0001141	Prar.g_01035	Praa.g_01767
OG0001142	Prar.g_01034	Praa.g_01768
OG0001143	Prar.g_01033	Praa.g_01769
OG0001144	Prar.g_01031	Praa.g_01771
OG0001145	Prar.g_01029	Praa.g_01773
OG0001146	Prar.g_01028	Praa.g_01774
OG0001147	Prar.g_01026	Praa.g_01776
OG0001148	Prar.g_01025	Praa.g_01777
OG0001149	Prar.g_01024	Praa.g_01778
OG0001150	Prar.g_01022	Praa.g_01781
OG0001151	Prar.g_01021	Praa.g_01782
OG0001152	Prar.g_01020	Praa.g_01783
OG0001153	Prar.g_01019	Praa.g_01784
OG0001154	Prar.g_01018	Praa.g_01785
OG0001155	Prar.g_01017	Praa.g_01786
