Orthogroup	Praz	Prak
OG0000586	Praz.g_01663	Prak.g_01074
OG0000587	Praz.g_01662	Prak.g_01073
OG0000588	Praz.g_01660	Prak.g_00797
OG0000589	Praz.g_01659	Prak.g_00798
OG0000590	Praz.g_01657	Prak.g_00800
OG0000591	Praz.g_01651	Prak.g_00806
OG0000592	Praz.g_01650	Prak.g_00807
OG0000593	Praz.g_01649	Prak.g_00808
OG0000594	Praz.g_01647	Prak.g_00811
OG0000595	Praz.g_01646	Prak.g_00812
OG0000596	Praz.g_01645	Prak.g_00813
OG0000597	Praz.g_01643	Prak.g_00815
OG0000598	Praz.g_01642	Prak.g_00816
OG0000599	Praz.g_01641	Prak.g_00817
OG0000600	Praz.g_01640	Prak.g_00818
OG0000601	Praz.g_01638	Prak.g_00821
OG0000602	Praz.g_01637	Prak.g_00822
OG0000603	Praz.g_01636	Prak.g_00823
OG0000604	Praz.g_01635	Prak.g_00826
OG0000605	Praz.g_01634	Prak.g_00827
OG0000606	Praz.g_01633	Prak.g_00828
OG0000607	Praz.g_01631	Prak.g_00830
OG0000608	Praz.g_01630	Prak.g_00832
OG0000609	Praz.g_01626	Prak.g_01934
OG0000610	Praz.g_01625	Prak.g_00756
OG0000611	Praz.g_01606	Prak.g_00838
OG0000612	Praz.g_01605	Prak.g_00839
OG0000613	Praz.g_01604	Prak.g_01060
OG0000614	Praz.g_01603	Prak.g_01059
OG0000615	Praz.g_01601	Prak.g_01057
OG0000616	Praz.g_01600	Prak.g_01056
OG0000617	Praz.g_01599	Prak.g_01055
OG0000618	Praz.g_01598	Prak.g_01054
OG0000619	Praz.g_01597	Prak.g_01053
OG0000620	Praz.g_01596	Prak.g_01052
OG0000621	Praz.g_01595	Prak.g_01051
OG0000622	Praz.g_01594	Prak.g_01050
OG0000623	Praz.g_01593	Prak.g_01049
OG0000624	Praz.g_01592	Prak.g_01047
OG0000625	Praz.g_01591	Prak.g_01046
OG0000626	Praz.g_01590	Prak.g_01045
OG0000627	Praz.g_01589	Prak.g_01044
OG0000628	Praz.g_01588	Prak.g_01043
OG0000629	Praz.g_01587	Prak.g_01042
OG0000630	Praz.g_01586	Prak.g_01041
OG0000631	Praz.g_01584	Prak.g_01039
OG0000632	Praz.g_01571	Prak.g_01038
OG0000633	Praz.g_01567	Prak.g_00728
OG0000634	Praz.g_01554	Prak.g_01261
OG0000635	Praz.g_01547	Prak.g_00608
OG0000636	Praz.g_01546	Prak.g_00607
OG0000637	Praz.g_01545	Prak.g_00606
OG0000638	Praz.g_01534	Prak.g_00353
OG0000639	Praz.g_01525	Prak.g_00940
OG0000640	Praz.g_01523	Prak.g_00944
OG0000641	Praz.g_01521	Prak.g_00946
OG0000642	Praz.g_01520	Prak.g_00947
OG0000643	Praz.g_01519	Prak.g_00948
OG0000644	Praz.g_01518	Prak.g_01061
OG0000645	Praz.g_01517	Prak.g_00840
OG0000646	Praz.g_01516	Prak.g_00841
OG0000647	Praz.g_01515	Prak.g_00842
OG0000648	Praz.g_01513	Prak.g_00844
OG0000649	Praz.g_01512	Prak.g_00845
OG0000650	Praz.g_01511	Prak.g_00846
OG0000651	Praz.g_01510	Prak.g_00847
OG0000652	Praz.g_01509	Prak.g_00848
OG0000653	Praz.g_01508	Prak.g_00849
OG0000654	Praz.g_01506	Prak.g_00851
OG0000655	Praz.g_01504	Prak.g_00853
OG0000656	Praz.g_01503	Prak.g_00854
OG0000657	Praz.g_01502	Prak.g_00855
OG0000658	Praz.g_01501	Prak.g_00856
OG0000659	Praz.g_01500	Prak.g_00857
OG0000660	Praz.g_01499	Prak.g_00858
OG0000661	Praz.g_01498	Prak.g_00859
OG0000662	Praz.g_01497	Prak.g_00861
OG0000663	Praz.g_01496	Prak.g_00862
OG0000664	Praz.g_01495	Prak.g_00863
OG0000665	Praz.g_01494	Prak.g_00864
OG0000666	Praz.g_01493	Prak.g_00865
OG0000667	Praz.g_01492	Prak.g_00866
OG0000668	Praz.g_01491	Prak.g_00867
OG0000669	Praz.g_01489	Prak.g_00869
OG0000670	Praz.g_01488	Prak.g_00870
OG0000671	Praz.g_01487	Prak.g_00871
OG0000672	Praz.g_01486	Prak.g_00872
OG0000673	Praz.g_01485	Prak.g_00873
OG0000674	Praz.g_01484	Prak.g_00874
OG0000675	Praz.g_01482	Prak.g_00876
OG0000676	Praz.g_01481	Prak.g_00877
OG0000677	Praz.g_01478	Prak.g_00880
OG0000678	Praz.g_01476	Prak.g_00882
OG0000679	Praz.g_01475	Prak.g_00884
OG0000680	Praz.g_01474	Prak.g_00885
OG0000681	Praz.g_01473	Prak.g_00886
OG0000682	Praz.g_01472	Prak.g_00887
OG0000683	Praz.g_01470	Prak.g_00889
OG0000684	Praz.g_01469	Prak.g_00890
OG0000685	Praz.g_01468	Prak.g_00891
OG0000686	Praz.g_01467	Prak.g_00892
OG0000687	Praz.g_01466	Prak.g_00893
OG0000688	Praz.g_01465	Prak.g_00894
OG0000689	Praz.g_01464	Prak.g_00895
OG0000690	Praz.g_01463	Prak.g_00896
OG0000691	Praz.g_01462	Prak.g_00897
OG0000692	Praz.g_01460	Prak.g_00901
OG0000693	Praz.g_01459	Prak.g_00902
OG0000694	Praz.g_01458	Prak.g_00903
OG0000695	Praz.g_01457	Prak.g_00904
OG0000696	Praz.g_01456	Prak.g_00905
OG0000697	Praz.g_01454	Prak.g_00907
OG0000698	Praz.g_01452	Prak.g_00911
OG0000699	Praz.g_01451	Prak.g_00912
OG0000700	Praz.g_01424	Prak.g_00748
OG0000701	Praz.g_01420	Prak.g_00753
OG0000702	Praz.g_01417	Prak.g_00759
OG0000703	Praz.g_01416	Prak.g_00761
OG0000704	Praz.g_01415	Prak.g_00762
OG0000705	Praz.g_01414	Prak.g_00764
OG0000706	Praz.g_01413	Prak.g_00765
OG0000707	Praz.g_01411	Prak.g_00767
OG0000708	Praz.g_01410	Prak.g_00768
OG0000709	Praz.g_01408	Prak.g_00770
OG0000710	Praz.g_01407	Prak.g_00771
OG0000711	Praz.g_01406	Prak.g_00772
OG0000712	Praz.g_01405	Prak.g_00773
OG0000713	Praz.g_01404	Prak.g_00774
OG0000714	Praz.g_01402	Prak.g_00776
OG0000715	Praz.g_01401	Prak.g_00777
OG0000716	Praz.g_01399	Prak.g_00779
OG0000717	Praz.g_01398	Prak.g_00780
OG0000718	Praz.g_01397	Prak.g_00781
OG0000719	Praz.g_01395	Prak.g_00783
OG0000720	Praz.g_01394	Prak.g_00784
OG0000721	Praz.g_01392	Prak.g_00787
OG0000722	Praz.g_01391	Prak.g_00788
OG0000723	Praz.g_01390	Prak.g_00789
OG0000724	Praz.g_01388	Prak.g_00791
OG0000725	Praz.g_01387	Prak.g_00792
OG0000726	Praz.g_01386	Prak.g_00793
OG0000727	Praz.g_01385	Prak.g_00794
OG0000728	Praz.g_01384	Prak.g_00795
OG0000729	Praz.g_01383	Prak.g_00796
OG0000730	Praz.g_01382	Prak.g_01071
OG0000731	Praz.g_01381	Prak.g_01069
OG0000732	Praz.g_01380	Prak.g_01068
OG0000733	Praz.g_01379	Prak.g_01067
OG0000734	Praz.g_01378	Prak.g_01066
OG0000735	Praz.g_01376	Prak.g_01064
OG0000736	Praz.g_01375	Prak.g_01063
OG0000737	Praz.g_01374	Prak.g_01062
OG0000738	Praz.g_01373	Prak.g_00949
OG0000739	Praz.g_01372	Prak.g_00950
OG0000740	Praz.g_01371	Prak.g_00951
OG0000741	Praz.g_01370	Prak.g_00952
OG0000742	Praz.g_01368	Prak.g_00954
OG0000743	Praz.g_01367	Prak.g_00955
OG0000744	Praz.g_01366	Prak.g_00956
OG0000745	Praz.g_01365	Prak.g_00957
OG0000746	Praz.g_01364	Prak.g_00958
OG0000747	Praz.g_01363	Prak.g_00959
OG0000748	Praz.g_01362	Prak.g_00960
OG0000749	Praz.g_01361	Prak.g_00961
OG0000750	Praz.g_01360	Prak.g_00963
OG0000751	Praz.g_01359	Prak.g_00964
OG0000752	Praz.g_01358	Prak.g_01023
OG0000753	Praz.g_01356	Prak.g_00966
OG0000754	Praz.g_01355	Prak.g_00967
OG0000755	Praz.g_01354	Prak.g_00968
OG0000756	Praz.g_01353	Prak.g_00970
OG0000757	Praz.g_01352	Prak.g_00971
OG0000758	Praz.g_01351	Prak.g_00972
OG0000759	Praz.g_01349	Prak.g_00974
OG0000760	Praz.g_01348	Prak.g_00975
OG0000761	Praz.g_01347	Prak.g_00976
OG0000762	Praz.g_01345	Prak.g_00978
OG0000763	Praz.g_01344	Prak.g_00979
OG0000764	Praz.g_01343	Prak.g_00980
OG0000765	Praz.g_01342	Prak.g_00981
OG0000766	Praz.g_01341	Prak.g_00982
OG0000767	Praz.g_01339	Prak.g_00984
OG0000768	Praz.g_01338	Prak.g_00985
OG0000769	Praz.g_01337	Prak.g_00986
OG0000770	Praz.g_01336	Prak.g_00987
OG0000771	Praz.g_01335	Prak.g_00988
OG0000772	Praz.g_01334	Prak.g_01238
OG0000773	Praz.g_01333	Prak.g_00990
OG0000774	Praz.g_01332	Prak.g_00991
OG0000775	Praz.g_01331	Prak.g_00992
OG0000776	Praz.g_01329	Prak.g_00995
OG0000777	Praz.g_01327	Prak.g_00996
OG0000778	Praz.g_01326	Prak.g_00997
OG0000779	Praz.g_01325	Prak.g_00998
OG0000780	Praz.g_01323	Prak.g_01000
OG0000781	Praz.g_01321	Prak.g_01002
OG0000782	Praz.g_01320	Prak.g_01003
OG0000783	Praz.g_01308	Prak.g_01007
OG0000784	Praz.g_01306	Prak.g_01009
OG0000785	Praz.g_01305	Prak.g_01010
OG0000786	Praz.g_01304	Prak.g_01011
OG0000787	Praz.g_01303	Prak.g_01012
OG0000788	Praz.g_01299	Prak.g_01018
OG0000789	Praz.g_01297	Prak.g_01021
OG0000790	Praz.g_01296	Prak.g_01022
OG0000791	Praz.g_01294	Prak.g_01025
OG0000792	Praz.g_01293	Prak.g_01026
OG0000793	Praz.g_01292	Prak.g_01027
OG0000794	Praz.g_01290	Prak.g_01030
OG0000795	Praz.g_01287	Prak.g_00931
OG0000796	Praz.g_01286	Prak.g_00930
OG0000797	Praz.g_01284	Prak.g_00928
OG0000798	Praz.g_01283	Prak.g_00927
OG0000799	Praz.g_01282	Prak.g_00926
OG0000800	Praz.g_01281	Prak.g_00925
OG0000801	Praz.g_00064	Prak.g_00922
OG0000802	Praz.g_00065	Prak.g_00921
OG0000803	Praz.g_00067	Prak.g_00919
OG0000804	Praz.g_00068	Prak.g_00918
OG0000805	Praz.g_00069	Prak.g_00917
OG0000806	Praz.g_00071	Prak.g_00915
OG0000807	Praz.g_00096	Prak.g_00383
OG0000808	Praz.g_00105	Prak.g_00712
OG0000809	Praz.g_00108	Prak.g_01220
OG0000810	Praz.g_00109	Prak.g_00603
OG0000811	Praz.g_00116	Prak.g_01255
OG0000812	Praz.g_00060	Prak.g_01214
OG0000813	Praz.g_00056	Prak.g_00362
OG0000814	Praz.g_00054	Prak.g_01241
OG0000815	Praz.g_00040	Prak.g_01328
OG0000816	Praz.g_00024	Prak.g_01551
OG0000817	Praz.g_00023	Prak.g_01552
OG0000818	Praz.g_00018	Prak.g_00723
OG0000819	Praz.g_00011	Prak.g_01194
OG0000820	Praz.g_00007	Prak.g_01188
OG0000821	Praz.g_00005	Prak.g_01186
OG0000822	Praz.g_00004	Prak.g_01185
OG0000823	Praz.g_00003	Prak.g_01184
OG0000824	Praz.g_00002	Prak.g_01183
OG0000825	Praz.g_00001	Prak.g_01182
OG0000826	Praz.g_00763	Prak.g_01181
OG0000827	Praz.g_00762	Prak.g_01180
OG0000828	Praz.g_00761	Prak.g_01179
OG0000829	Praz.g_00760	Prak.g_01178
OG0000830	Praz.g_00759	Prak.g_01176
OG0000831	Praz.g_00756	Prak.g_01173
OG0000832	Praz.g_00754	Prak.g_01171
OG0000833	Praz.g_00753	Prak.g_01170
OG0000834	Praz.g_00751	Prak.g_01169
OG0000835	Praz.g_00750	Prak.g_01168
OG0000836	Praz.g_00749	Prak.g_01167
OG0000837	Praz.g_00747	Prak.g_01164
OG0000838	Praz.g_00746	Prak.g_01163
OG0000839	Praz.g_00745	Prak.g_01162
OG0000840	Praz.g_00744	Prak.g_01161
OG0000841	Praz.g_00743	Prak.g_01160
OG0000842	Praz.g_00742	Prak.g_01158
OG0000843	Praz.g_00741	Prak.g_01157
OG0000844	Praz.g_00740	Prak.g_01156
OG0000845	Praz.g_00739	Prak.g_01155
OG0000846	Praz.g_00736	Prak.g_01153
OG0000847	Praz.g_00734	Prak.g_01151
OG0000848	Praz.g_00733	Prak.g_01150
OG0000849	Praz.g_00732	Prak.g_01147
OG0000850	Praz.g_00731	Prak.g_01146
OG0000851	Praz.g_00730	Prak.g_01144
OG0000852	Praz.g_00728	Prak.g_01142
OG0000853	Praz.g_00727	Prak.g_01140
OG0000854	Praz.g_00725	Prak.g_01138
OG0000855	Praz.g_00724	Prak.g_01137
OG0000856	Praz.g_00723	Prak.g_01136
OG0000857	Praz.g_00722	Prak.g_01135
OG0000858	Praz.g_00721	Prak.g_01134
OG0000859	Praz.g_00720	Prak.g_01133
OG0000860	Praz.g_00719	Prak.g_01132
OG0000861	Praz.g_00718	Prak.g_01131
OG0000862	Praz.g_00717	Prak.g_01130
OG0000863	Praz.g_00716	Prak.g_01129
OG0000864	Praz.g_00715	Prak.g_01128
OG0000865	Praz.g_00714	Prak.g_01127
OG0000866	Praz.g_00713	Prak.g_01126
OG0000867	Praz.g_00712	Prak.g_01125
OG0000868	Praz.g_00711	Prak.g_01124
OG0000869	Praz.g_00709	Prak.g_01122
OG0000870	Praz.g_00708	Prak.g_01121
OG0000871	Praz.g_00706	Prak.g_01120
OG0000872	Praz.g_00705	Prak.g_01119
OG0000873	Praz.g_00703	Prak.g_01117
OG0000874	Praz.g_00702	Prak.g_01116
OG0000875	Praz.g_00701	Prak.g_01115
OG0000876	Praz.g_00700	Prak.g_01114
OG0000877	Praz.g_00698	Prak.g_00593
OG0000878	Praz.g_01205	Prak.g_01571
OG0000879	Praz.g_01191	Prak.g_01266
OG0000880	Praz.g_01190	Prak.g_01267
OG0000881	Praz.g_01189	Prak.g_01268
OG0000882	Praz.g_01188	Prak.g_01269
OG0000883	Praz.g_01187	Prak.g_01270
OG0000884	Praz.g_01185	Prak.g_01272
OG0000885	Praz.g_01184	Prak.g_01273
OG0000886	Praz.g_01183	Prak.g_01274
OG0000887	Praz.g_01182	Prak.g_01275
OG0000888	Praz.g_01181	Prak.g_01276
OG0000889	Praz.g_01178	Prak.g_01279
OG0000890	Praz.g_01177	Prak.g_01280
OG0000891	Praz.g_01176	Prak.g_01281
OG0000892	Praz.g_01174	Prak.g_01284
OG0000893	Praz.g_01173	Prak.g_01285
OG0000894	Praz.g_01172	Prak.g_01286
OG0000895	Praz.g_01171	Prak.g_01287
OG0000896	Praz.g_01170	Prak.g_01288
OG0000897	Praz.g_01169	Prak.g_01289
OG0000898	Praz.g_01167	Prak.g_01292
OG0000899	Praz.g_01166	Prak.g_01293
OG0000900	Praz.g_01157	Prak.g_01305
OG0000901	Praz.g_01153	Prak.g_01301
OG0000902	Praz.g_01152	Prak.g_00460
OG0000903	Praz.g_01151	Prak.g_01237
OG0000904	Praz.g_01149	Prak.g_01490
OG0000905	Praz.g_01147	Prak.g_01215
OG0000906	Praz.g_01145	Prak.g_01197
OG0000907	Praz.g_01144	Prak.g_00909
OG0000908	Praz.g_01141	Prak.g_01234
OG0000909	Praz.g_01137	Prak.g_01331
OG0000910	Praz.g_01136	Prak.g_01332
OG0000911	Praz.g_01135	Prak.g_01333
OG0000912	Praz.g_01134	Prak.g_01334
OG0000913	Praz.g_01133	Prak.g_01335
OG0000914	Praz.g_01132	Prak.g_01336
OG0000915	Praz.g_01131	Prak.g_01337
OG0000916	Praz.g_01130	Prak.g_01338
OG0000917	Praz.g_01129	Prak.g_01339
OG0000918	Praz.g_01128	Prak.g_01340
OG0000919	Praz.g_01127	Prak.g_01341
OG0000920	Praz.g_01126	Prak.g_01342
OG0000921	Praz.g_01125	Prak.g_01343
OG0000922	Praz.g_01124	Prak.g_01344
OG0000923	Praz.g_01123	Prak.g_01345
OG0000924	Praz.g_01122	Prak.g_01346
OG0000925	Praz.g_01121	Prak.g_01347
OG0000926	Praz.g_01097	Prak.g_01824
OG0000927	Praz.g_01059	Prak.g_01374
OG0000928	Praz.g_01058	Prak.g_01375
OG0000929	Praz.g_01057	Prak.g_01376
OG0000930	Praz.g_01056	Prak.g_01377
OG0000931	Praz.g_01055	Prak.g_01378
OG0000932	Praz.g_01053	Prak.g_01380
OG0000933	Praz.g_01052	Prak.g_01381
OG0000934	Praz.g_01051	Prak.g_01382
OG0000935	Praz.g_01050	Prak.g_01383
OG0000936	Praz.g_01049	Prak.g_01384
OG0000937	Praz.g_01048	Prak.g_01385
OG0000938	Praz.g_01047	Prak.g_01386
OG0000939	Praz.g_01046	Prak.g_01387
OG0000940	Praz.g_01045	Prak.g_01388
OG0000941	Praz.g_01043	Prak.g_01389
OG0000942	Praz.g_01042	Prak.g_01390
OG0000943	Praz.g_01039	Prak.g_01393
OG0000944	Praz.g_01038	Prak.g_01394
OG0000945	Praz.g_01037	Prak.g_01395
OG0000946	Praz.g_01036	Prak.g_01396
OG0000947	Praz.g_01035	Prak.g_01397
OG0000948	Praz.g_01034	Prak.g_01398
OG0000949	Praz.g_01033	Prak.g_01399
OG0000950	Praz.g_01032	Prak.g_01400
OG0000951	Praz.g_01031	Prak.g_01401
OG0000952	Praz.g_01030	Prak.g_01402
OG0000953	Praz.g_01029	Prak.g_01403
OG0000954	Praz.g_01028	Prak.g_01404
OG0000955	Praz.g_01027	Prak.g_01405
OG0000956	Praz.g_01026	Prak.g_01406
OG0000957	Praz.g_01025	Prak.g_01407
OG0000958	Praz.g_01024	Prak.g_01408
OG0000959	Praz.g_01023	Prak.g_01409
OG0000960	Praz.g_01022	Prak.g_01410
OG0000961	Praz.g_01018	Prak.g_01414
OG0000962	Praz.g_01017	Prak.g_01415
OG0000963	Praz.g_01016	Prak.g_01416
OG0000964	Praz.g_01014	Prak.g_01418
OG0000965	Praz.g_01013	Prak.g_01419
OG0000966	Praz.g_01012	Prak.g_01420
OG0000967	Praz.g_01011	Prak.g_01421
OG0000968	Praz.g_01010	Prak.g_01422
OG0000969	Praz.g_01009	Prak.g_01423
OG0000970	Praz.g_01008	Prak.g_01424
OG0000971	Praz.g_01007	Prak.g_01425
OG0000972	Praz.g_01006	Prak.g_01426
OG0000973	Praz.g_01005	Prak.g_01427
OG0000974	Praz.g_01003	Prak.g_01429
OG0000975	Praz.g_01000	Prak.g_01435
OG0000976	Praz.g_00998	Prak.g_01437
OG0000977	Praz.g_00997	Prak.g_01439
OG0000978	Praz.g_00996	Prak.g_01441
OG0000979	Praz.g_00994	Prak.g_01443
OG0000980	Praz.g_00993	Prak.g_01444
OG0000981	Praz.g_00992	Prak.g_01445
OG0000982	Praz.g_00991	Prak.g_01446
OG0000983	Praz.g_00989	Prak.g_01448
OG0000984	Praz.g_00988	Prak.g_01449
OG0000985	Praz.g_00987	Prak.g_01450
OG0000986	Praz.g_00986	Prak.g_01451
OG0000987	Praz.g_00985	Prak.g_01452
OG0000988	Praz.g_00984	Prak.g_01453
OG0000989	Praz.g_00983	Prak.g_01454
OG0000990	Praz.g_00982	Prak.g_01455
OG0000991	Praz.g_00981	Prak.g_01456
OG0000992	Praz.g_00980	Prak.g_01457
OG0000993	Praz.g_00979	Prak.g_01458
OG0000994	Praz.g_00978	Prak.g_01459
OG0000995	Praz.g_00977	Prak.g_01460
OG0000996	Praz.g_00976	Prak.g_01461
OG0000997	Praz.g_00975	Prak.g_01462
OG0000998	Praz.g_00974	Prak.g_01463
OG0000999	Praz.g_00973	Prak.g_01464
OG0001000	Praz.g_00972	Prak.g_01465
OG0001001	Praz.g_00970	Prak.g_01467
OG0001002	Praz.g_00969	Prak.g_01468
OG0001003	Praz.g_00968	Prak.g_01469
OG0001004	Praz.g_00967	Prak.g_01470
OG0001005	Praz.g_00966	Prak.g_01473
OG0001006	Praz.g_00965	Prak.g_01474
OG0001007	Praz.g_00964	Prak.g_01475
OG0001008	Praz.g_00962	Prak.g_01477
OG0001009	Praz.g_00961	Prak.g_01478
OG0001010	Praz.g_00953	Prak.g_01588
OG0001011	Praz.g_00946	Prak.g_00590
OG0001012	Praz.g_00918	Prak.g_00860
OG0001013	Praz.g_00883	Prak.g_01638
OG0001014	Praz.g_00882	Prak.g_01639
OG0001015	Praz.g_00876	Prak.g_01646
OG0001016	Praz.g_00875	Prak.g_01647
OG0001017	Praz.g_00874	Prak.g_01648
OG0001018	Praz.g_00873	Prak.g_01649
OG0001019	Praz.g_00871	Prak.g_01651
OG0001020	Praz.g_00870	Prak.g_01652
OG0001021	Praz.g_00869	Prak.g_01653
OG0001022	Praz.g_00868	Prak.g_01654
OG0001023	Praz.g_00867	Prak.g_01655
OG0001024	Praz.g_00866	Prak.g_01657
OG0001025	Praz.g_00865	Prak.g_01658
OG0001026	Praz.g_00863	Prak.g_01659
OG0001027	Praz.g_00862	Prak.g_01660
OG0001028	Praz.g_00861	Prak.g_01661
OG0001029	Praz.g_00860	Prak.g_01662
OG0001030	Praz.g_00859	Prak.g_01663
OG0001031	Praz.g_00858	Prak.g_01664
OG0001032	Praz.g_00857	Prak.g_01665
OG0001033	Praz.g_00856	Prak.g_01666
OG0001034	Praz.g_00855	Prak.g_01667
OG0001035	Praz.g_00853	Prak.g_01669
OG0001036	Praz.g_00852	Prak.g_01670
OG0001037	Praz.g_00851	Prak.g_01671
OG0001038	Praz.g_00850	Prak.g_01672
OG0001039	Praz.g_00849	Prak.g_01673
OG0001040	Praz.g_00848	Prak.g_01674
OG0001041	Praz.g_00847	Prak.g_01675
OG0001042	Praz.g_00846	Prak.g_01676
OG0001043	Praz.g_00845	Prak.g_01677
OG0001044	Praz.g_00844	Prak.g_01678
OG0001045	Praz.g_00843	Prak.g_01679
OG0001046	Praz.g_00842	Prak.g_01680
OG0001047	Praz.g_00839	Prak.g_01683
OG0001048	Praz.g_00837	Prak.g_01685
OG0001049	Praz.g_00836	Prak.g_01686
OG0001050	Praz.g_00835	Prak.g_01687
OG0001051	Praz.g_00834	Prak.g_01688
OG0001052	Praz.g_00833	Prak.g_01689
OG0001053	Praz.g_00831	Prak.g_01691
OG0001054	Praz.g_00830	Prak.g_01693
OG0001055	Praz.g_00829	Prak.g_01694
OG0001056	Praz.g_00828	Prak.g_01695
OG0001057	Praz.g_00827	Prak.g_01696
OG0001058	Praz.g_00826	Prak.g_01697
OG0001059	Praz.g_00825	Prak.g_01698
OG0001060	Praz.g_00824	Prak.g_01699
OG0001061	Praz.g_00823	Prak.g_01700
OG0001062	Praz.g_00822	Prak.g_01701
OG0001063	Praz.g_00821	Prak.g_01702
OG0001064	Praz.g_00340	Prak.g_01704
OG0001065	Praz.g_00335	Prak.g_01708
OG0001066	Praz.g_00334	Prak.g_01710
OG0001067	Praz.g_00333	Prak.g_01711
OG0001068	Praz.g_00331	Prak.g_01714
OG0001069	Praz.g_00330	Prak.g_01715
OG0001070	Praz.g_00329	Prak.g_01716
OG0001071	Praz.g_00328	Prak.g_01717
OG0001072	Praz.g_00327	Prak.g_01718
OG0001073	Praz.g_00326	Prak.g_01719
OG0001074	Praz.g_00325	Prak.g_01720
OG0001075	Praz.g_00324	Prak.g_01721
OG0001076	Praz.g_00323	Prak.g_01722
OG0001077	Praz.g_00322	Prak.g_01723
OG0001078	Praz.g_00321	Prak.g_01724
OG0001079	Praz.g_00320	Prak.g_01725
OG0001080	Praz.g_00319	Prak.g_01726
OG0001081	Praz.g_00316	Prak.g_01730
OG0001082	Praz.g_00315	Prak.g_01731
OG0001083	Praz.g_00314	Prak.g_01734
OG0001084	Praz.g_00312	Prak.g_01733
OG0001085	Praz.g_00311	Prak.g_01732
OG0001086	Praz.g_00310	Prak.g_01729
OG0001087	Praz.g_00309	Prak.g_01728
OG0001088	Praz.g_00308	Prak.g_01727
OG0001089	Praz.g_00305	Prak.g_01737
OG0001090	Praz.g_00303	Prak.g_01739
OG0001091	Praz.g_00302	Prak.g_01740
OG0001092	Praz.g_00301	Prak.g_01741
OG0001093	Praz.g_00300	Prak.g_01742
OG0001094	Praz.g_00299	Prak.g_01743
OG0001095	Praz.g_00298	Prak.g_01744
OG0001096	Praz.g_00297	Prak.g_01745
OG0001097	Praz.g_00296	Prak.g_01746
OG0001098	Praz.g_00295	Prak.g_01747
OG0001099	Praz.g_00294	Prak.g_01748
OG0001100	Praz.g_00293	Prak.g_01749
OG0001101	Praz.g_00292	Prak.g_01750
OG0001102	Praz.g_00291	Prak.g_01751
OG0001103	Praz.g_00290	Prak.g_01752
OG0001104	Praz.g_00289	Prak.g_01753
OG0001105	Praz.g_00288	Prak.g_01754
OG0001106	Praz.g_00287	Prak.g_01755
OG0001107	Praz.g_00286	Prak.g_01756
OG0001108	Praz.g_00285	Prak.g_01757
OG0001109	Praz.g_00284	Prak.g_01758
OG0001110	Praz.g_00283	Prak.g_01759
OG0001111	Praz.g_00282	Prak.g_01760
OG0001112	Praz.g_00281	Prak.g_01761
OG0001113	Praz.g_00280	Prak.g_01762
OG0001114	Praz.g_00279	Prak.g_01763
OG0001115	Praz.g_00278	Prak.g_01764
OG0001116	Praz.g_00277	Prak.g_01765
OG0001117	Praz.g_00276	Prak.g_01766
OG0001118	Praz.g_00275	Prak.g_01767
OG0001119	Praz.g_00274	Prak.g_01768
OG0001120	Praz.g_00273	Prak.g_01769
OG0001121	Praz.g_00271	Prak.g_01771
OG0001122	Praz.g_00270	Prak.g_01772
OG0001123	Praz.g_00269	Prak.g_01773
OG0001124	Praz.g_00267	Prak.g_01775
OG0001125	Praz.g_00265	Prak.g_01777
OG0001126	Praz.g_00264	Prak.g_01778
OG0001127	Praz.g_00262	Prak.g_01781
OG0001128	Praz.g_00261	Prak.g_01782
OG0001129	Praz.g_00260	Prak.g_01783
OG0001130	Praz.g_00257	Prak.g_01786
OG0001131	Praz.g_00256	Prak.g_01787
OG0001132	Praz.g_00255	Prak.g_01788
OG0001133	Praz.g_00254	Prak.g_01789
OG0001134	Praz.g_00253	Prak.g_01790
OG0001135	Praz.g_00252	Prak.g_01791
OG0001136	Praz.g_00251	Prak.g_01792
OG0001137	Praz.g_00250	Prak.g_01793
OG0001138	Praz.g_00249	Prak.g_01794
OG0001139	Praz.g_00248	Prak.g_01796
OG0001140	Praz.g_00247	Prak.g_01797
OG0001141	Praz.g_00246	Prak.g_01798
OG0001142	Praz.g_00242	Prak.g_01802
OG0001143	Praz.g_00241	Prak.g_01803
OG0001144	Praz.g_00240	Prak.g_01804
OG0001145	Praz.g_00239	Prak.g_01805
OG0001146	Praz.g_00238	Prak.g_01806
OG0001147	Praz.g_00237	Prak.g_01807
OG0001148	Praz.g_00236	Prak.g_01808
OG0001149	Praz.g_00234	Prak.g_01810
OG0001150	Praz.g_00233	Prak.g_01811
OG0001151	Praz.g_00231	Prak.g_01815
OG0001152	Praz.g_00230	Prak.g_01816
OG0001153	Praz.g_00229	Prak.g_01817
OG0001154	Praz.g_00227	Prak.g_01819
OG0001155	Praz.g_00225	Prak.g_01821
OG0001156	Praz.g_00223	Prak.g_01823
OG0001157	Praz.g_00222	Prak.g_01825
OG0001158	Praz.g_00220	Prak.g_01827
OG0001159	Praz.g_00219	Prak.g_01828
OG0001160	Praz.g_00218	Prak.g_01829
OG0001161	Praz.g_00217	Prak.g_01830
OG0001162	Praz.g_00216	Prak.g_01831
OG0001163	Praz.g_00215	Prak.g_01832
OG0001164	Praz.g_00214	Prak.g_01833
OG0001165	Praz.g_00213	Prak.g_01834
OG0001166	Praz.g_00212	Prak.g_01835
OG0001167	Praz.g_00211	Prak.g_01837
