Orthogroup	Prbc	Prae
OG0000554	Prbc.g_01613	Prae.g_00509
OG0000555	Prbc.g_01621	Prae.g_00517
OG0000556	Prbc.g_01623	Prae.g_00519
OG0000557	Prbc.g_01624	Prae.g_00520
OG0000558	Prbc.g_01627	Prae.g_00522
OG0000559	Prbc.g_01631	Prae.g_00526
OG0000560	Prbc.g_01634	Prae.g_00529
OG0000561	Prbc.g_01635	Prae.g_00530
OG0000562	Prbc.g_01636	Prae.g_00531
OG0000563	Prbc.g_01637	Prae.g_00532
OG0000564	Prbc.g_01638	Prae.g_00533
OG0000565	Prbc.g_01641	Prae.g_00536
OG0000566	Prbc.g_01643	Prae.g_00538
OG0000567	Prbc.g_01647	Prae.g_00542
OG0000568	Prbc.g_01648	Prae.g_00543
OG0000569	Prbc.g_01649	Prae.g_00544
OG0000570	Prbc.g_01650	Prae.g_00545
OG0000571	Prbc.g_01652	Prae.g_00547
OG0000572	Prbc.g_01663	Prae.g_00560
OG0000573	Prbc.g_01668	Prae.g_00566
OG0000574	Prbc.g_01670	Prae.g_00567
OG0000575	Prbc.g_01673	Prae.g_00571
OG0000576	Prbc.g_01675	Prae.g_00573
OG0000577	Prbc.g_01676	Prae.g_00574
OG0000578	Prbc.g_01677	Prae.g_00575
OG0000579	Prbc.g_01678	Prae.g_00576
OG0000580	Prbc.g_01679	Prae.g_00577
OG0000581	Prbc.g_01682	Prae.g_00579
OG0000582	Prbc.g_01685	Prae.g_00582
OG0000583	Prbc.g_01686	Prae.g_00583
OG0000584	Prbc.g_01687	Prae.g_00584
OG0000585	Prbc.g_01689	Prae.g_00586
OG0000586	Prbc.g_01690	Prae.g_00587
OG0000587	Prbc.g_01691	Prae.g_00588
OG0000588	Prbc.g_01695	Prae.g_00592
OG0000589	Prbc.g_01698	Prae.g_00595
OG0000590	Prbc.g_01699	Prae.g_00596
OG0000591	Prbc.g_01702	Prae.g_00599
OG0000592	Prbc.g_01703	Prae.g_00600
OG0000593	Prbc.g_01709	Prae.g_00606
OG0000594	Prbc.g_01710	Prae.g_00607
OG0000595	Prbc.g_01711	Prae.g_00608
OG0000596	Prbc.g_01715	Prae.g_00612
OG0000597	Prbc.g_01717	Prae.g_00614
OG0000598	Prbc.g_01718	Prae.g_00615
OG0000599	Prbc.g_01721	Prae.g_00618
OG0000600	Prbc.g_01722	Prae.g_00619
OG0000601	Prbc.g_01723	Prae.g_00620
OG0000602	Prbc.g_01725	Prae.g_00622
OG0000603	Prbc.g_01726	Prae.g_00623
OG0000604	Prbc.g_01727	Prae.g_00624
OG0000605	Prbc.g_01728	Prae.g_00625
OG0000606	Prbc.g_01731	Prae.g_00628
OG0000607	Prbc.g_01734	Prae.g_00631
OG0000608	Prbc.g_01735	Prae.g_00632
OG0000609	Prbc.g_01736	Prae.g_00633
OG0000610	Prbc.g_01742	Prae.g_00638
OG0000611	Prbc.g_01745	Prae.g_00641
OG0000612	Prbc.g_01746	Prae.g_00642
OG0000613	Prbc.g_01752	Prae.g_00647
OG0000614	Prbc.g_01775	Prae.g_00666
OG0000615	Prbc.g_01782	Prae.g_00674
OG0000616	Prbc.g_01055	Prae.g_00678
OG0000617	Prbc.g_01793	Prae.g_00717
OG0000618	Prbc.g_01794	Prae.g_00718
OG0000619	Prbc.g_01795	Prae.g_00719
OG0000620	Prbc.g_01798	Prae.g_00722
OG0000621	Prbc.g_01799	Prae.g_00723
OG0000622	Prbc.g_01800	Prae.g_00724
OG0000623	Prbc.g_01801	Prae.g_00725
OG0000624	Prbc.g_01803	Prae.g_00726
OG0000625	Prbc.g_01804	Prae.g_00727
OG0000626	Prbc.g_01805	Prae.g_00728
OG0000627	Prbc.g_01807	Prae.g_00729
OG0000628	Prbc.g_01808	Prae.g_00730
OG0000629	Prbc.g_01809	Prae.g_00731
OG0000630	Prbc.g_01812	Prae.g_00734
OG0000631	Prbc.g_02007	Prae.g_00797
OG0000632	Prbc.g_02008	Prae.g_00798
OG0000633	Prbc.g_02009	Prae.g_00799
OG0000634	Prbc.g_01854	Prae.g_00802
OG0000635	Prbc.g_01855	Prae.g_00803
OG0000636	Prbc.g_01857	Prae.g_00805
OG0000637	Prbc.g_01859	Prae.g_00807
OG0000638	Prbc.g_01860	Prae.g_00808
OG0000639	Prbc.g_01861	Prae.g_00809
OG0000640	Prbc.g_01862	Prae.g_00810
OG0000641	Prbc.g_01866	Prae.g_00814
OG0000642	Prbc.g_01867	Prae.g_00815
OG0000643	Prbc.g_01868	Prae.g_00816
OG0000644	Prbc.g_01869	Prae.g_00817
OG0000645	Prbc.g_01870	Prae.g_00818
OG0000646	Prbc.g_01873	Prae.g_00820
OG0000647	Prbc.g_01875	Prae.g_00821
OG0000648	Prbc.g_01877	Prae.g_00823
OG0000649	Prbc.g_01878	Prae.g_00824
OG0000650	Prbc.g_01879	Prae.g_00825
OG0000651	Prbc.g_01880	Prae.g_00826
OG0000652	Prbc.g_01881	Prae.g_00827
OG0000653	Prbc.g_01883	Prae.g_00829
OG0000654	Prbc.g_01884	Prae.g_00830
OG0000655	Prbc.g_01885	Prae.g_00831
OG0000656	Prbc.g_01888	Prae.g_00834
OG0000657	Prbc.g_01895	Prae.g_00841
OG0000658	Prbc.g_01897	Prae.g_00842
OG0000659	Prbc.g_01898	Prae.g_00843
OG0000660	Prbc.g_01903	Prae.g_00847
OG0000661	Prbc.g_01905	Prae.g_00849
OG0000662	Prbc.g_01907	Prae.g_00851
OG0000663	Prbc.g_01909	Prae.g_00853
OG0000664	Prbc.g_01910	Prae.g_00854
OG0000665	Prbc.g_01914	Prae.g_00858
OG0000666	Prbc.g_01915	Prae.g_00859
OG0000667	Prbc.g_01919	Prae.g_00863
OG0000668	Prbc.g_01959	Prae.g_00892
OG0000669	Prbc.g_01967	Prae.g_00900
OG0000670	Prbc.g_01970	Prae.g_00902
OG0000671	Prbc.g_01972	Prae.g_00904
OG0000672	Prbc.g_01975	Prae.g_00906
OG0000673	Prbc.g_01978	Prae.g_00909
OG0000674	Prbc.g_01980	Prae.g_00911
OG0000675	Prbc.g_01981	Prae.g_00912
OG0000676	Prbc.g_01983	Prae.g_00914
OG0000677	Prbc.g_01984	Prae.g_00915
OG0000678	Prbc.g_01987	Prae.g_00917
OG0000679	Prbc.g_01991	Prae.g_00921
OG0000680	Prbc.g_01992	Prae.g_00922
OG0000681	Prbc.g_01995	Prae.g_00924
OG0000682	Prbc.g_01996	Prae.g_00925
OG0000683	Prbc.g_01997	Prae.g_00926
OG0000684	Prbc.g_01837	Prae.g_00927
OG0000685	Prbc.g_01839	Prae.g_00929
OG0000686	Prbc.g_01840	Prae.g_00930
OG0000687	Prbc.g_01841	Prae.g_00931
OG0000688	Prbc.g_01844	Prae.g_00934
OG0000689	Prbc.g_01845	Prae.g_00935
OG0000690	Prbc.g_01846	Prae.g_00936
OG0000691	Prbc.g_01847	Prae.g_00937
OG0000692	Prbc.g_01849	Prae.g_00938
OG0000693	Prbc.g_01850	Prae.g_00939
OG0000694	Prbc.g_01851	Prae.g_00940
OG0000695	Prbc.g_02011	Prae.g_00942
OG0000696	Prbc.g_02012	Prae.g_00943
OG0000697	Prbc.g_02013	Prae.g_00944
OG0000698	Prbc.g_02016	Prae.g_00947
OG0000699	Prbc.g_02017	Prae.g_00948
OG0000700	Prbc.g_02018	Prae.g_00949
OG0000701	Prbc.g_02019	Prae.g_00950
OG0000702	Prbc.g_02021	Prae.g_00952
OG0000703	Prbc.g_02022	Prae.g_00953
OG0000704	Prbc.g_02023	Prae.g_00954
OG0000705	Prbc.g_02029	Prae.g_00958
OG0000706	Prbc.g_02030	Prae.g_00959
OG0000707	Prbc.g_02031	Prae.g_00960
OG0000708	Prbc.g_02033	Prae.g_00961
OG0000709	Prbc.g_02037	Prae.g_00965
OG0000710	Prbc.g_02040	Prae.g_00968
OG0000711	Prbc.g_02055	Prae.g_00985
OG0000712	Prbc.g_02057	Prae.g_00987
OG0000713	Prbc.g_02058	Prae.g_00988
OG0000714	Prbc.g_02059	Prae.g_00989
OG0000715	Prbc.g_02061	Prae.g_00991
OG0000716	Prbc.g_02062	Prae.g_00993
OG0000717	Prbc.g_02063	Prae.g_00994
OG0000718	Prbc.g_02079	Prae.g_01009
OG0000719	Prbc.g_02080	Prae.g_01011
OG0000720	Prbc.g_02091	Prae.g_01020
OG0000721	Prbc.g_02092	Prae.g_01022
OG0000722	Prbc.g_02093	Prae.g_01023
OG0000723	Prbc.g_02097	Prae.g_01026
OG0000724	Prbc.g_02108	Prae.g_01035
OG0000725	Prbc.g_01934	Prae.g_01041
OG0000726	Prbc.g_01933	Prae.g_01042
OG0000727	Prbc.g_01932	Prae.g_01043
OG0000728	Prbc.g_01930	Prae.g_01045
OG0000729	Prbc.g_00201	Prae.g_01092
OG0000730	Prbc.g_01244	Prae.g_01096
OG0000731	Prbc.g_01252	Prae.g_01100
OG0000732	Prbc.g_00987	Prae.g_01109
OG0000733	Prbc.g_00897	Prae.g_01131
OG0000734	Prbc.g_01462	Prae.g_01148
OG0000735	Prbc.g_01460	Prae.g_01150
OG0000736	Prbc.g_01459	Prae.g_01151
OG0000737	Prbc.g_01458	Prae.g_01152
OG0000738	Prbc.g_01454	Prae.g_01156
OG0000739	Prbc.g_01453	Prae.g_01157
OG0000740	Prbc.g_01452	Prae.g_01158
OG0000741	Prbc.g_01450	Prae.g_01159
OG0000742	Prbc.g_01447	Prae.g_01162
OG0000743	Prbc.g_01445	Prae.g_01164
OG0000744	Prbc.g_01444	Prae.g_01165
OG0000745	Prbc.g_01442	Prae.g_01166
OG0000746	Prbc.g_01440	Prae.g_01168
OG0000747	Prbc.g_01439	Prae.g_01169
OG0000748	Prbc.g_01435	Prae.g_01172
OG0000749	Prbc.g_01434	Prae.g_01173
OG0000750	Prbc.g_01433	Prae.g_01174
OG0000751	Prbc.g_01430	Prae.g_01176
OG0000752	Prbc.g_01428	Prae.g_01178
OG0000753	Prbc.g_01426	Prae.g_01181
OG0000754	Prbc.g_01422	Prae.g_01184
OG0000755	Prbc.g_01418	Prae.g_01187
OG0000756	Prbc.g_01417	Prae.g_01188
OG0000757	Prbc.g_01410	Prae.g_01194
OG0000758	Prbc.g_01409	Prae.g_01195
OG0000759	Prbc.g_01408	Prae.g_01196
OG0000760	Prbc.g_01407	Prae.g_01197
OG0000761	Prbc.g_01406	Prae.g_01198
OG0000762	Prbc.g_01405	Prae.g_01199
OG0000763	Prbc.g_01403	Prae.g_01201
OG0000764	Prbc.g_01402	Prae.g_01202
OG0000765	Prbc.g_01394	Prae.g_01211
OG0000766	Prbc.g_01393	Prae.g_01212
OG0000767	Prbc.g_01392	Prae.g_01214
OG0000768	Prbc.g_01391	Prae.g_01215
OG0000769	Prbc.g_01389	Prae.g_01217
OG0000770	Prbc.g_01388	Prae.g_01219
OG0000771	Prbc.g_02103	Prae.g_01434
OG0000772	Prbc.g_01320	Prae.g_01293
OG0000773	Prbc.g_00557	Prae.g_01319
OG0000774	Prbc.g_00560	Prae.g_01321
OG0000775	Prbc.g_00561	Prae.g_01324
OG0000776	Prbc.g_00562	Prae.g_01325
OG0000777	Prbc.g_00563	Prae.g_01326
OG0000778	Prbc.g_00564	Prae.g_01327
OG0000779	Prbc.g_00568	Prae.g_01331
OG0000780	Prbc.g_00569	Prae.g_01332
OG0000781	Prbc.g_00571	Prae.g_01335
OG0000782	Prbc.g_00572	Prae.g_01336
OG0000783	Prbc.g_00573	Prae.g_01337
OG0000784	Prbc.g_00574	Prae.g_01338
OG0000785	Prbc.g_00576	Prae.g_01340
OG0000786	Prbc.g_00579	Prae.g_01342
OG0000787	Prbc.g_00580	Prae.g_01343
OG0000788	Prbc.g_01820	Prae.g_01355
OG0000789	Prbc.g_02100	Prae.g_01358
OG0000790	Prbc.g_00662	Prae.g_01373
OG0000791	Prbc.g_00664	Prae.g_01375
OG0000792	Prbc.g_00665	Prae.g_01376
OG0000793	Prbc.g_00668	Prae.g_01379
OG0000794	Prbc.g_00669	Prae.g_01380
OG0000795	Prbc.g_00670	Prae.g_01381
OG0000796	Prbc.g_00674	Prae.g_01385
OG0000797	Prbc.g_00675	Prae.g_01386
OG0000799	Prbc.g_00690	Prae.g_01441
OG0000800	Prbc.g_00691	Prae.g_01442
OG0000801	Prbc.g_00692	Prae.g_01443
OG0000802	Prbc.g_00694	Prae.g_01445
OG0000803	Prbc.g_00696	Prae.g_01447
OG0000804	Prbc.g_00697	Prae.g_01448
OG0000805	Prbc.g_00699	Prae.g_01450
OG0000806	Prbc.g_00701	Prae.g_01452
OG0000807	Prbc.g_00702	Prae.g_01453
OG0000808	Prbc.g_00703	Prae.g_01454
OG0000809	Prbc.g_00707	Prae.g_01457
OG0000810	Prbc.g_00708	Prae.g_01458
OG0000811	Prbc.g_00712	Prae.g_01462
OG0000812	Prbc.g_00714	Prae.g_01464
OG0000813	Prbc.g_00715	Prae.g_01465
OG0000814	Prbc.g_00717	Prae.g_01467
OG0000815	Prbc.g_00718	Prae.g_01468
OG0000816	Prbc.g_00720	Prae.g_01470
OG0000817	Prbc.g_00721	Prae.g_01471
OG0000818	Prbc.g_00725	Prae.g_01476
OG0000819	Prbc.g_00726	Prae.g_01477
OG0000820	Prbc.g_00727	Prae.g_01478
OG0000821	Prbc.g_00730	Prae.g_01482
OG0000822	Prbc.g_00731	Prae.g_01483
OG0000823	Prbc.g_00732	Prae.g_01484
OG0000824	Prbc.g_00735	Prae.g_01487
OG0000825	Prbc.g_00736	Prae.g_01488
OG0000826	Prbc.g_00737	Prae.g_01489
OG0000827	Prbc.g_00738	Prae.g_01490
OG0000828	Prbc.g_00741	Prae.g_01493
OG0000829	Prbc.g_00742	Prae.g_01494
OG0000830	Prbc.g_00743	Prae.g_01495
OG0000831	Prbc.g_00745	Prae.g_01497
OG0000832	Prbc.g_00755	Prae.g_01503
OG0000833	Prbc.g_00763	Prae.g_01511
OG0000834	Prbc.g_00764	Prae.g_01512
OG0000835	Prbc.g_00765	Prae.g_01513
OG0000836	Prbc.g_00766	Prae.g_01514
OG0000837	Prbc.g_00767	Prae.g_01515
OG0000838	Prbc.g_00769	Prae.g_01517
OG0000839	Prbc.g_00770	Prae.g_01518
OG0000840	Prbc.g_00771	Prae.g_01519
OG0000841	Prbc.g_00772	Prae.g_01520
OG0000842	Prbc.g_00773	Prae.g_01521
OG0000843	Prbc.g_00774	Prae.g_01522
OG0000844	Prbc.g_00775	Prae.g_01523
OG0000845	Prbc.g_00776	Prae.g_01524
OG0000846	Prbc.g_00777	Prae.g_01525
OG0000847	Prbc.g_00778	Prae.g_01526
OG0000848	Prbc.g_00779	Prae.g_01527
OG0000849	Prbc.g_00780	Prae.g_01528
OG0000850	Prbc.g_00782	Prae.g_01530
OG0000851	Prbc.g_00783	Prae.g_01531
OG0000852	Prbc.g_00784	Prae.g_01532
OG0000853	Prbc.g_00789	Prae.g_01536
OG0000854	Prbc.g_00791	Prae.g_01538
OG0000855	Prbc.g_00792	Prae.g_01539
OG0000856	Prbc.g_00677	Prae.g_01554
OG0000857	Prbc.g_01874	Prae.g_01582
OG0000858	Prbc.g_00827	Prae.g_01617
OG0000859	Prbc.g_00828	Prae.g_01618
OG0000860	Prbc.g_00834	Prae.g_01625
OG0000861	Prbc.g_00835	Prae.g_01626
OG0000862	Prbc.g_00836	Prae.g_01627
OG0000863	Prbc.g_00837	Prae.g_01629
OG0000864	Prbc.g_00838	Prae.g_01630
OG0000865	Prbc.g_00839	Prae.g_01631
OG0000866	Prbc.g_00840	Prae.g_01632
OG0000867	Prbc.g_00841	Prae.g_01633
OG0000868	Prbc.g_00842	Prae.g_01634
OG0000869	Prbc.g_00845	Prae.g_01638
OG0000870	Prbc.g_00850	Prae.g_01643
OG0000871	Prbc.g_00851	Prae.g_01644
OG0000872	Prbc.g_00852	Prae.g_01645
OG0000873	Prbc.g_00855	Prae.g_01648
OG0000874	Prbc.g_00858	Prae.g_01651
OG0000875	Prbc.g_00860	Prae.g_01652
OG0000876	Prbc.g_00861	Prae.g_01653
OG0000877	Prbc.g_00863	Prae.g_01655
OG0000878	Prbc.g_00864	Prae.g_01656
OG0000879	Prbc.g_00865	Prae.g_01657
OG0000880	Prbc.g_00866	Prae.g_01658
OG0000881	Prbc.g_00869	Prae.g_01662
OG0000882	Prbc.g_00874	Prae.g_01667
OG0000883	Prbc.g_00876	Prae.g_01668
OG0000884	Prbc.g_00878	Prae.g_01670
OG0000885	Prbc.g_00879	Prae.g_01671
OG0000886	Prbc.g_00880	Prae.g_01672
OG0000887	Prbc.g_00881	Prae.g_01673
OG0000888	Prbc.g_00883	Prae.g_01675
OG0000889	Prbc.g_00885	Prae.g_01677
OG0000890	Prbc.g_00886	Prae.g_01678
OG0000891	Prbc.g_00887	Prae.g_01679
OG0000892	Prbc.g_00889	Prae.g_01681
OG0000893	Prbc.g_00933	Prae.g_01686
OG0000894	Prbc.g_00936	Prae.g_01688
OG0000895	Prbc.g_00939	Prae.g_01691
OG0000896	Prbc.g_00940	Prae.g_01692
OG0000897	Prbc.g_00942	Prae.g_01694
OG0000898	Prbc.g_00943	Prae.g_01695
OG0000899	Prbc.g_00944	Prae.g_01696
OG0000900	Prbc.g_00945	Prae.g_01697
OG0000901	Prbc.g_00948	Prae.g_01700
OG0000902	Prbc.g_00950	Prae.g_01702
OG0000903	Prbc.g_00960	Prae.g_01705
OG0000904	Prbc.g_00955	Prae.g_01707
OG0000905	Prbc.g_00952	Prae.g_01712
OG0000906	Prbc.g_00951	Prae.g_01713
OG0000907	Prbc.g_00327	Prae.g_01716
OG0000908	Prbc.g_00324	Prae.g_01719
OG0000909	Prbc.g_00323	Prae.g_01720
OG0000910	Prbc.g_00322	Prae.g_01721
OG0000911	Prbc.g_00320	Prae.g_01723
OG0000912	Prbc.g_00319	Prae.g_01724
OG0000913	Prbc.g_00318	Prae.g_01725
OG0000914	Prbc.g_00317	Prae.g_01726
OG0000915	Prbc.g_00316	Prae.g_01727
OG0000916	Prbc.g_00315	Prae.g_01728
OG0000917	Prbc.g_00314	Prae.g_01729
OG0000918	Prbc.g_00313	Prae.g_01730
OG0000919	Prbc.g_00312	Prae.g_01731
OG0000920	Prbc.g_00311	Prae.g_01732
OG0000921	Prbc.g_00310	Prae.g_01733
OG0000922	Prbc.g_00309	Prae.g_01734
OG0000923	Prbc.g_00305	Prae.g_01738
OG0000924	Prbc.g_00304	Prae.g_01739
OG0000925	Prbc.g_00303	Prae.g_01740
OG0000926	Prbc.g_00302	Prae.g_01741
OG0000927	Prbc.g_00300	Prae.g_01743
OG0000928	Prbc.g_00299	Prae.g_01744
OG0000929	Prbc.g_00298	Prae.g_01745
OG0000930	Prbc.g_00297	Prae.g_01746
OG0000931	Prbc.g_00296	Prae.g_01747
OG0000932	Prbc.g_00295	Prae.g_01748
OG0000933	Prbc.g_00291	Prae.g_01752
OG0000934	Prbc.g_00289	Prae.g_01754
OG0000935	Prbc.g_00288	Prae.g_01755
OG0000936	Prbc.g_00287	Prae.g_01756
OG0000937	Prbc.g_00286	Prae.g_01757
OG0000938	Prbc.g_00283	Prae.g_01759
OG0000939	Prbc.g_00282	Prae.g_01760
OG0000940	Prbc.g_00275	Prae.g_01768
OG0000941	Prbc.g_00273	Prae.g_01770
OG0000942	Prbc.g_00271	Prae.g_01772
OG0000943	Prbc.g_00270	Prae.g_01773
OG0000944	Prbc.g_00268	Prae.g_01774
OG0000945	Prbc.g_00267	Prae.g_01775
OG0000946	Prbc.g_00248	Prae.g_01779
OG0000947	Prbc.g_00246	Prae.g_01781
OG0000948	Prbc.g_00245	Prae.g_01782
OG0000949	Prbc.g_00242	Prae.g_01785
OG0000950	Prbc.g_00237	Prae.g_01790
OG0000951	Prbc.g_00233	Prae.g_01794
OG0000952	Prbc.g_00229	Prae.g_01798
OG0000953	Prbc.g_00225	Prae.g_01801
OG0000954	Prbc.g_00221	Prae.g_01805
OG0000955	Prbc.g_00220	Prae.g_01806
OG0000956	Prbc.g_00218	Prae.g_01808
OG0000957	Prbc.g_00213	Prae.g_01813
OG0000958	Prbc.g_00212	Prae.g_01814
OG0000959	Prbc.g_00208	Prae.g_01818
OG0000960	Prbc.g_00207	Prae.g_01819
OG0000961	Prbc.g_00204	Prae.g_01821
OG0000962	Prbc.g_00202	Prae.g_01823
OG0000963	Prbc.g_00197	Prae.g_01827
OG0000964	Prbc.g_00196	Prae.g_01828
OG0000965	Prbc.g_00195	Prae.g_01829
OG0000966	Prbc.g_00965	Prae.g_01836
OG0000967	Prbc.g_00969	Prae.g_01840
OG0000968	Prbc.g_00971	Prae.g_01842
OG0000969	Prbc.g_00972	Prae.g_01843
OG0000970	Prbc.g_00973	Prae.g_01844
OG0000971	Prbc.g_00974	Prae.g_01845
OG0000972	Prbc.g_00975	Prae.g_01846
OG0000973	Prbc.g_00976	Prae.g_01847
OG0000974	Prbc.g_00977	Prae.g_01848
OG0000975	Prbc.g_00978	Prae.g_01849
OG0000976	Prbc.g_00979	Prae.g_01850
OG0000977	Prbc.g_00980	Prae.g_01851
OG0000978	Prbc.g_00981	Prae.g_01852
OG0000979	Prbc.g_00984	Prae.g_01855
OG0000980	Prbc.g_00986	Prae.g_01857
OG0000981	Prbc.g_00989	Prae.g_01859
OG0000982	Prbc.g_00991	Prae.g_01861
OG0000983	Prbc.g_00992	Prae.g_01862
OG0000984	Prbc.g_00993	Prae.g_01863
OG0000985	Prbc.g_00996	Prae.g_01866
OG0000986	Prbc.g_00998	Prae.g_01868
OG0000987	Prbc.g_00999	Prae.g_01869
OG0000988	Prbc.g_01002	Prae.g_01872
OG0000989	Prbc.g_01006	Prae.g_01876
OG0000990	Prbc.g_01011	Prae.g_01879
OG0000991	Prbc.g_01012	Prae.g_01880
OG0000992	Prbc.g_01015	Prae.g_01882
OG0000993	Prbc.g_01016	Prae.g_01883
OG0000994	Prbc.g_01017	Prae.g_01884
OG0000995	Prbc.g_01021	Prae.g_01888
OG0000996	Prbc.g_01022	Prae.g_01889
OG0000997	Prbc.g_01043	Prae.g_01890
OG0000998	Prbc.g_01045	Prae.g_01892
OG0000999	Prbc.g_01046	Prae.g_01893
OG0001000	Prbc.g_01049	Prae.g_01896
OG0001001	Prbc.g_01052	Prae.g_01898
OG0001002	Prbc.g_01057	Prae.g_01902
OG0001003	Prbc.g_01060	Prae.g_01903
OG0001004	Prbc.g_01061	Prae.g_01904
OG0001005	Prbc.g_01062	Prae.g_01905
OG0001006	Prbc.g_01067	Prae.g_01909
OG0001007	Prbc.g_01069	Prae.g_01911
OG0001008	Prbc.g_01498	Prae.g_00411
OG0001009	Prbc.g_01097	Prae.g_00027
OG0001010	Prbc.g_01098	Prae.g_00028
OG0001011	Prbc.g_01099	Prae.g_00029
OG0001012	Prbc.g_01121	Prae.g_00045
OG0001013	Prbc.g_01126	Prae.g_00050
OG0001014	Prbc.g_01129	Prae.g_00053
OG0001015	Prbc.g_01130	Prae.g_00054
OG0001016	Prbc.g_00500	Prae.g_00073
OG0001017	Prbc.g_00496	Prae.g_00077
OG0001018	Prbc.g_00493	Prae.g_00080
OG0001019	Prbc.g_00484	Prae.g_00089
OG0001020	Prbc.g_00483	Prae.g_00090
OG0001021	Prbc.g_00482	Prae.g_00091
OG0001022	Prbc.g_00479	Prae.g_00094
OG0001023	Prbc.g_00478	Prae.g_00095
OG0001024	Prbc.g_00475	Prae.g_00098
OG0001025	Prbc.g_00468	Prae.g_00104
OG0001026	Prbc.g_00460	Prae.g_00110
OG0001027	Prbc.g_00459	Prae.g_00111
OG0001028	Prbc.g_00457	Prae.g_00113
OG0001029	Prbc.g_00455	Prae.g_00115
OG0001030	Prbc.g_00439	Prae.g_00130
OG0001031	Prbc.g_00385	Prae.g_00189
OG0001032	Prbc.g_00384	Prae.g_00190
OG0001033	Prbc.g_00364	Prae.g_00211
OG0001034	Prbc.g_00334	Prae.g_00239
OG0001035	Prbc.g_01150	Prae.g_00257
OG0001036	Prbc.g_01154	Prae.g_00262
OG0001037	Prbc.g_01155	Prae.g_00263
OG0001038	Prbc.g_01171	Prae.g_00279
OG0001039	Prbc.g_01173	Prae.g_00282
OG0001040	Prbc.g_01176	Prae.g_00284
OG0001041	Prbc.g_01180	Prae.g_00288
OG0001042	Prbc.g_01196	Prae.g_00305
OG0001043	Prbc.g_01197	Prae.g_00306
OG0001044	Prbc.g_01245	Prae.g_00334
OG0001045	Prbc.g_01254	Prae.g_00342
OG0001046	Prbc.g_02168	Prae.g_00379
OG0001047	Prbc.g_01500	Prae.g_00413
OG0001048	Prbc.g_01501	Prae.g_00414
OG0001049	Prbc.g_01503	Prae.g_00416
OG0001050	Prbc.g_01504	Prae.g_00417
OG0001051	Prbc.g_01505	Prae.g_00418
OG0001052	Prbc.g_01531	Prae.g_00445
OG0001053	Prbc.g_01543	Prae.g_00457
OG0001054	Prbc.g_01557	Prae.g_00472
OG0001055	Prbc.g_01597	Prae.g_00491
OG0001056	Prbc.g_01615	Prae.g_00511
OG0001057	Prbc.g_01620	Prae.g_00516
OG0001058	Prbc.g_01629	Prae.g_00524
OG0001059	Prbc.g_01633	Prae.g_00528
OG0001060	Prbc.g_01640	Prae.g_00535
OG0001061	Prbc.g_01653	Prae.g_00548
OG0001062	Prbc.g_01655	Prae.g_00550
OG0001063	Prbc.g_01656	Prae.g_00552
OG0001064	Prbc.g_01657	Prae.g_00553
OG0001065	Prbc.g_01658	Prae.g_00554
OG0001066	Prbc.g_01659	Prae.g_00555
OG0001067	Prbc.g_01660	Prae.g_00556
OG0001068	Prbc.g_01661	Prae.g_00557
OG0001069	Prbc.g_01662	Prae.g_00558
OG0001070	Prbc.g_01664	Prae.g_00561
OG0001071	Prbc.g_01665	Prae.g_00562
OG0001072	Prbc.g_01666	Prae.g_00564
OG0001073	Prbc.g_01680	Prae.g_00578
OG0001074	Prbc.g_01692	Prae.g_00589
OG0001075	Prbc.g_01693	Prae.g_00590
OG0001076	Prbc.g_01700	Prae.g_00598
OG0001077	Prbc.g_01705	Prae.g_00602
OG0001078	Prbc.g_01713	Prae.g_00610
OG0001079	Prbc.g_01724	Prae.g_00621
OG0001080	Prbc.g_01730	Prae.g_00627
OG0001081	Prbc.g_01732	Prae.g_00629
OG0001082	Prbc.g_01733	Prae.g_00630
OG0001083	Prbc.g_01738	Prae.g_00635
OG0001084	Prbc.g_01739	Prae.g_00636
OG0001085	Prbc.g_01749	Prae.g_00644
OG0001086	Prbc.g_01750	Prae.g_00645
OG0001087	Prbc.g_01770	Prae.g_00662
OG0001088	Prbc.g_01771	Prae.g_00663
OG0001089	Prbc.g_01779	Prae.g_00671
OG0001090	Prbc.g_01788	Prae.g_00712
OG0001091	Prbc.g_01790	Prae.g_00714
OG0001092	Prbc.g_01791	Prae.g_00715
OG0001093	Prbc.g_01796	Prae.g_00720
OG0001094	Prbc.g_01852	Prae.g_00800
OG0001095	Prbc.g_01871	Prae.g_00819
OG0001096	Prbc.g_01886	Prae.g_00832
OG0001097	Prbc.g_01906	Prae.g_00850
OG0001098	Prbc.g_01923	Prae.g_00865
OG0001099	Prbc.g_01962	Prae.g_00897
OG0001100	Prbc.g_01969	Prae.g_00901
OG0001101	Prbc.g_01971	Prae.g_00903
OG0001102	Prbc.g_01974	Prae.g_00905
OG0001103	Prbc.g_01976	Prae.g_00907
OG0001104	Prbc.g_01838	Prae.g_00928
OG0001105	Prbc.g_01842	Prae.g_00932
OG0001106	Prbc.g_02024	Prae.g_00955
OG0001107	Prbc.g_02034	Prae.g_00962
OG0001108	Prbc.g_02038	Prae.g_00966
OG0001109	Prbc.g_02039	Prae.g_00967
OG0001110	Prbc.g_02041	Prae.g_00969
OG0001111	Prbc.g_02042	Prae.g_00970
OG0001112	Prbc.g_02043	Prae.g_00971
OG0001113	Prbc.g_02044	Prae.g_00972
