Orthogroup	Prbc	Syal
OG0000553	Prbc.g_01608	Syal.g_02843
OG0000554	Prbc.g_01613	Syal.g_02837
OG0000555	Prbc.g_01621	Syal.g_02823
OG0000556	Prbc.g_01623	Syal.g_02819
OG0000557	Prbc.g_01624	Syal.g_02816
OG0000558	Prbc.g_01627	Syal.g_02814
OG0000559	Prbc.g_01631	Syal.g_02305, Syal.g_02810
OG0000560	Prbc.g_01634	Syal.g_02807
OG0000561	Prbc.g_01635	Syal.g_02806
OG0000562	Prbc.g_01636	Syal.g_02805
OG0000563	Prbc.g_01637	Syal.g_02804
OG0000564	Prbc.g_01638	Syal.g_02803
OG0000565	Prbc.g_01641	Syal.g_02799
OG0000566	Prbc.g_01643	Syal.g_02795
OG0000567	Prbc.g_01647	Syal.g_02791
OG0000568	Prbc.g_01648	Syal.g_02789
OG0000569	Prbc.g_01649	Syal.g_02788
OG0000570	Prbc.g_01650	Syal.g_02787
OG0000571	Prbc.g_01652	Syal.g_02784
OG0000572	Prbc.g_01663	Syal.g_02767
OG0000573	Prbc.g_01668	Syal.g_02759
OG0000574	Prbc.g_01670	Syal.g_02758
OG0000575	Prbc.g_01673	Syal.g_02753
OG0000576	Prbc.g_01675	Syal.g_02751
OG0000577	Prbc.g_01676	Syal.g_02750
OG0000578	Prbc.g_01677	Syal.g_02749
OG0000579	Prbc.g_01678	Syal.g_02748
OG0000580	Prbc.g_01679	Syal.g_02747
OG0000581	Prbc.g_01682	Syal.g_02741
OG0000582	Prbc.g_01685	Syal.g_02736
OG0000583	Prbc.g_01686	Syal.g_02735
OG0000584	Prbc.g_01687	Syal.g_02734
OG0000585	Prbc.g_01689	Syal.g_02731
OG0000586	Prbc.g_01690	Syal.g_02730
OG0000587	Prbc.g_01691	Syal.g_02728
OG0000588	Prbc.g_01695	Syal.g_02717
OG0000589	Prbc.g_01698	Syal.g_02714
OG0000590	Prbc.g_01699	Syal.g_02713
OG0000591	Prbc.g_01702	Syal.g_02707
OG0000592	Prbc.g_01703	Syal.g_02706
OG0000593	Prbc.g_01709	Syal.g_02640
OG0000594	Prbc.g_01710	Syal.g_02639
OG0000595	Prbc.g_01711	Syal.g_02638
OG0000596	Prbc.g_01715	Syal.g_02633
OG0000597	Prbc.g_01717	Syal.g_02630
OG0000598	Prbc.g_01718	Syal.g_02629
OG0000599	Prbc.g_01721	Syal.g_02622
OG0000600	Prbc.g_01722	Syal.g_02621
OG0000601	Prbc.g_01723	Syal.g_02620
OG0000602	Prbc.g_01725	Syal.g_02615
OG0000603	Prbc.g_01726	Syal.g_02614
OG0000604	Prbc.g_01727	Syal.g_02612
OG0000605	Prbc.g_01728	Syal.g_02516
OG0000606	Prbc.g_01731	Syal.g_02174
OG0000607	Prbc.g_01734	Syal.g_02177
OG0000608	Prbc.g_01735	Syal.g_02178
OG0000609	Prbc.g_01736	Syal.g_02180
OG0000610	Prbc.g_01742	Syal.g_02198
OG0000611	Prbc.g_01745	Syal.g_02201
OG0000612	Prbc.g_01746	Syal.g_02202
OG0000613	Prbc.g_01752	Syal.g_01325
OG0000614	Prbc.g_01775	Syal.g_01794
OG0000615	Prbc.g_01782	Syal.g_02256
OG0000616	Prbc.g_01055	Syal.g_00079
OG0000617	Prbc.g_01793	Syal.g_01866
OG0000618	Prbc.g_01794	Syal.g_01867
OG0000619	Prbc.g_01795	Syal.g_02417
OG0000620	Prbc.g_01798	Syal.g_02422
OG0000621	Prbc.g_01799	Syal.g_02423
OG0000622	Prbc.g_01800	Syal.g_02424
OG0000623	Prbc.g_01801	Syal.g_02425
OG0000624	Prbc.g_01803	Syal.g_02427
OG0000625	Prbc.g_01804	Syal.g_02428
OG0000626	Prbc.g_01805	Syal.g_02429
OG0000627	Prbc.g_01807	Syal.g_02048
OG0000628	Prbc.g_01808	Syal.g_02047
OG0000629	Prbc.g_01809	Syal.g_02044
OG0000630	Prbc.g_01812	Syal.g_02040
OG0000631	Prbc.g_02007	Syal.g_02031
OG0000632	Prbc.g_02008	Syal.g_02030
OG0000633	Prbc.g_02009	Syal.g_02029
OG0000634	Prbc.g_01854	Syal.g_02410
OG0000635	Prbc.g_01855	Syal.g_02411
OG0000636	Prbc.g_01857	Syal.g_02413
OG0000637	Prbc.g_01859	Syal.g_02415
OG0000638	Prbc.g_01860	Syal.g_02416
OG0000639	Prbc.g_01861	Syal.g_01868
OG0000640	Prbc.g_01862	Syal.g_01869
OG0000641	Prbc.g_01866	Syal.g_01873
OG0000642	Prbc.g_01867	Syal.g_01874
OG0000643	Prbc.g_01868	Syal.g_01875
OG0000644	Prbc.g_01869	Syal.g_01876
OG0000645	Prbc.g_01870	Syal.g_01878
OG0000646	Prbc.g_01873	Syal.g_01881
OG0000647	Prbc.g_01875	Syal.g_01883
OG0000648	Prbc.g_01877	Syal.g_02438
OG0000649	Prbc.g_01878	Syal.g_02439
OG0000650	Prbc.g_01879	Syal.g_02440
OG0000651	Prbc.g_01880	Syal.g_02441
OG0000652	Prbc.g_01881	Syal.g_02442
OG0000653	Prbc.g_01883	Syal.g_02444
OG0000654	Prbc.g_01884	Syal.g_02445
OG0000655	Prbc.g_01885	Syal.g_02446
OG0000656	Prbc.g_01888	Syal.g_02449
OG0000657	Prbc.g_01895	Syal.g_02460
OG0000658	Prbc.g_01897	Syal.g_02465
OG0000659	Prbc.g_01898	Syal.g_02466
OG0000660	Prbc.g_01903	Syal.g_02470
OG0000661	Prbc.g_01905	Syal.g_02472
OG0000662	Prbc.g_01907	Syal.g_02474
OG0000663	Prbc.g_01909	Syal.g_02477
OG0000664	Prbc.g_01910	Syal.g_02478
OG0000665	Prbc.g_01914	Syal.g_02593
OG0000666	Prbc.g_01915	Syal.g_02605
OG0000667	Prbc.g_01919	Syal.g_02192
OG0000668	Prbc.g_01959	Syal.g_01920
OG0000669	Prbc.g_01967	Syal.g_02295
OG0000670	Prbc.g_01970	Syal.g_02956
OG0000671	Prbc.g_01972	Syal.g_02291
OG0000672	Prbc.g_01975	Syal.g_02288
OG0000673	Prbc.g_01978	Syal.g_02285
OG0000674	Prbc.g_01980	Syal.g_02283
OG0000675	Prbc.g_01981	Syal.g_02282
OG0000676	Prbc.g_01983	Syal.g_02272
OG0000677	Prbc.g_01984	Syal.g_02271
OG0000678	Prbc.g_01987	Syal.g_02264
OG0000679	Prbc.g_01991	Syal.g_02252
OG0000680	Prbc.g_01992	Syal.g_02251
OG0000681	Prbc.g_01995	Syal.g_02248
OG0000682	Prbc.g_01996	Syal.g_02247
OG0000683	Prbc.g_01997	Syal.g_02246
OG0000684	Prbc.g_01837	Syal.g_02242
OG0000685	Prbc.g_01839	Syal.g_02240
OG0000686	Prbc.g_01840	Syal.g_02239
OG0000687	Prbc.g_01841	Syal.g_02237
OG0000688	Prbc.g_01844	Syal.g_02225
OG0000689	Prbc.g_01845	Syal.g_02223
OG0000690	Prbc.g_01846	Syal.g_02222
OG0000691	Prbc.g_01847	Syal.g_02221
OG0000692	Prbc.g_01849	Syal.g_02220
OG0000693	Prbc.g_01850	Syal.g_02218
OG0000694	Prbc.g_01851	Syal.g_02217
OG0000695	Prbc.g_02011	Syal.g_02027
OG0000696	Prbc.g_02012	Syal.g_02026
OG0000697	Prbc.g_02013	Syal.g_02025
OG0000698	Prbc.g_02016	Syal.g_02022
OG0000699	Prbc.g_02017	Syal.g_02021
OG0000700	Prbc.g_02018	Syal.g_02020
OG0000701	Prbc.g_02019	Syal.g_02019
OG0000702	Prbc.g_02021	Syal.g_02011
OG0000703	Prbc.g_02022	Syal.g_02010
OG0000704	Prbc.g_02023	Syal.g_02008
OG0000705	Prbc.g_02029	Syal.g_01999
OG0000706	Prbc.g_02030	Syal.g_01998
OG0000707	Prbc.g_02031	Syal.g_01997
OG0000708	Prbc.g_02033	Syal.g_01994
OG0000709	Prbc.g_02037	Syal.g_01986
OG0000710	Prbc.g_02040	Syal.g_01982
OG0000711	Prbc.g_02055	Syal.g_01954
OG0000712	Prbc.g_02057	Syal.g_01952
OG0000713	Prbc.g_02058	Syal.g_01951
OG0000714	Prbc.g_02059	Syal.g_01948
OG0000715	Prbc.g_02061	Syal.g_01934
OG0000716	Prbc.g_02062	Syal.g_01930
OG0000717	Prbc.g_02063	Syal.g_01929
OG0000718	Prbc.g_02079	Syal.g_01925
OG0000719	Prbc.g_02080	Syal.g_01922
OG0000720	Prbc.g_02091	Syal.g_01908
OG0000721	Prbc.g_02092	Syal.g_01906
OG0000722	Prbc.g_02093	Syal.g_01905
OG0000723	Prbc.g_02097	Syal.g_02433
OG0000724	Prbc.g_02108	Syal.g_01829
OG0000725	Prbc.g_01934	Syal.g_01820
OG0000726	Prbc.g_01933	Syal.g_01819
OG0000727	Prbc.g_01932	Syal.g_01818
OG0000728	Prbc.g_01930	Syal.g_01816
OG0000729	Prbc.g_00201	Syal.g_01510
OG0000730	Prbc.g_01244	Syal.g_00345
OG0000731	Prbc.g_01252	Syal.g_00356
OG0000732	Prbc.g_00987	Syal.g_00149
OG0000733	Prbc.g_00897	Syal.g_01105
OG0000734	Prbc.g_01462	Syal.g_00828
OG0000735	Prbc.g_01460	Syal.g_01627
OG0000736	Prbc.g_01459	Syal.g_01628
OG0000737	Prbc.g_01458	Syal.g_01629
OG0000738	Prbc.g_01454	Syal.g_01634
OG0000739	Prbc.g_01453	Syal.g_01645
OG0000740	Prbc.g_01452	Syal.g_01646
OG0000741	Prbc.g_01450	Syal.g_01649
OG0000742	Prbc.g_01447	Syal.g_01652
OG0000743	Prbc.g_01445	Syal.g_01654
OG0000744	Prbc.g_01444	Syal.g_01655
OG0000745	Prbc.g_01442	Syal.g_01657
OG0000746	Prbc.g_01440	Syal.g_01659
OG0000747	Prbc.g_01439	Syal.g_01660
OG0000748	Prbc.g_01435	Syal.g_01674
OG0000749	Prbc.g_01434	Syal.g_01675
OG0000750	Prbc.g_01433	Syal.g_01676
OG0000751	Prbc.g_01430	Syal.g_01688
OG0000752	Prbc.g_01428	Syal.g_01690
OG0000753	Prbc.g_01426	Syal.g_01693
OG0000754	Prbc.g_01422	Syal.g_01698
OG0000755	Prbc.g_01418	Syal.g_01707
OG0000756	Prbc.g_01417	Syal.g_01708
OG0000757	Prbc.g_01410	Syal.g_01715
OG0000758	Prbc.g_01409	Syal.g_01716
OG0000759	Prbc.g_01408	Syal.g_01717
OG0000760	Prbc.g_01407	Syal.g_01718
OG0000761	Prbc.g_01406	Syal.g_01719
OG0000762	Prbc.g_01405	Syal.g_01721
OG0000763	Prbc.g_01403	Syal.g_01723
OG0000764	Prbc.g_01402	Syal.g_01724
OG0000765	Prbc.g_01394	Syal.g_01768
OG0000766	Prbc.g_01393	Syal.g_01767
OG0000767	Prbc.g_01392	Syal.g_01765
OG0000768	Prbc.g_01391	Syal.g_01764
OG0000769	Prbc.g_01389	Syal.g_01762
OG0000770	Prbc.g_01388	Syal.g_01758
OG0000771	Prbc.g_02103	Syal.g_01835
OG0000772	Prbc.g_01320	Syal.g_01641
OG0000773	Prbc.g_00557	Syal.g_01618
OG0000774	Prbc.g_00560	Syal.g_01610
OG0000775	Prbc.g_00561	Syal.g_01608
OG0000776	Prbc.g_00562	Syal.g_01607
OG0000777	Prbc.g_00563	Syal.g_01606
OG0000778	Prbc.g_00564	Syal.g_01605
OG0000779	Prbc.g_00568	Syal.g_01599
OG0000780	Prbc.g_00569	Syal.g_01594
OG0000781	Prbc.g_00571	Syal.g_01590
OG0000782	Prbc.g_00572	Syal.g_01589
OG0000783	Prbc.g_00573	Syal.g_01588
OG0000784	Prbc.g_00574	Syal.g_01587
OG0000785	Prbc.g_00576	Syal.g_01585
OG0000786	Prbc.g_00579	Syal.g_01579
OG0000787	Prbc.g_00580	Syal.g_01578
OG0000788	Prbc.g_01820	Syal.g_02619
OG0000789	Prbc.g_02100	Syal.g_02598
OG0000790	Prbc.g_00662	Syal.g_02883
OG0000791	Prbc.g_00664	Syal.g_02882
OG0000792	Prbc.g_00665	Syal.g_02881
OG0000793	Prbc.g_00668	Syal.g_02876
OG0000794	Prbc.g_00669	Syal.g_02875
OG0000795	Prbc.g_00670	Syal.g_02874
OG0000796	Prbc.g_00674	Syal.g_02870
OG0000797	Prbc.g_00675	Syal.g_02869
OG0000799	Prbc.g_00690	Syal.g_01547
OG0000800	Prbc.g_00691	Syal.g_01542
OG0000801	Prbc.g_00692	Syal.g_01541
OG0000802	Prbc.g_00694	Syal.g_01536
OG0000803	Prbc.g_00696	Syal.g_00040
OG0000804	Prbc.g_00697	Syal.g_00036
OG0000805	Prbc.g_00699	Syal.g_00030
OG0000806	Prbc.g_00701	Syal.g_00028
OG0000807	Prbc.g_00702	Syal.g_00026
OG0000808	Prbc.g_00703	Syal.g_00025
OG0000809	Prbc.g_00707	Syal.g_00022
OG0000810	Prbc.g_00708	Syal.g_00021
OG0000811	Prbc.g_00712	Syal.g_00380
OG0000812	Prbc.g_00714	Syal.g_00382
OG0000813	Prbc.g_00715	Syal.g_00383
OG0000814	Prbc.g_00717	Syal.g_00385
OG0000815	Prbc.g_00718	Syal.g_00391
OG0000816	Prbc.g_00720	Syal.g_00393
OG0000817	Prbc.g_00721	Syal.g_00394
OG0000818	Prbc.g_00725	Syal.g_00401
OG0000819	Prbc.g_00726	Syal.g_00402
OG0000820	Prbc.g_00727	Syal.g_00403
OG0000821	Prbc.g_00730	Syal.g_00409
OG0000822	Prbc.g_00731	Syal.g_00411
OG0000823	Prbc.g_00732	Syal.g_00412
OG0000824	Prbc.g_00735	Syal.g_00417
OG0000825	Prbc.g_00736	Syal.g_00418
OG0000826	Prbc.g_00737	Syal.g_00419
OG0000827	Prbc.g_00738	Syal.g_00420
OG0000828	Prbc.g_00741	Syal.g_00423
OG0000829	Prbc.g_00742	Syal.g_00424
OG0000830	Prbc.g_00743	Syal.g_00425
OG0000831	Prbc.g_00745	Syal.g_00427
OG0000832	Prbc.g_00755	Syal.g_02967
OG0000833	Prbc.g_00763	Syal.g_02976
OG0000834	Prbc.g_00764	Syal.g_02979
OG0000835	Prbc.g_00765	Syal.g_02980
OG0000836	Prbc.g_00766	Syal.g_02983
OG0000837	Prbc.g_00767	Syal.g_02984
OG0000838	Prbc.g_00769	Syal.g_02988
OG0000839	Prbc.g_00770	Syal.g_02989
OG0000840	Prbc.g_00771	Syal.g_02990
OG0000841	Prbc.g_00772	Syal.g_02991
OG0000842	Prbc.g_00773	Syal.g_02992
OG0000843	Prbc.g_00774	Syal.g_02993
OG0000844	Prbc.g_00775	Syal.g_02995
OG0000845	Prbc.g_00776	Syal.g_02996
OG0000846	Prbc.g_00777	Syal.g_02997
OG0000847	Prbc.g_00778	Syal.g_02998
OG0000848	Prbc.g_00779	Syal.g_03000
OG0000849	Prbc.g_00780	Syal.g_03001
OG0000850	Prbc.g_00782	Syal.g_03008
OG0000851	Prbc.g_00783	Syal.g_00561
OG0000852	Prbc.g_00784	Syal.g_00562
OG0000853	Prbc.g_00789	Syal.g_00566
OG0000854	Prbc.g_00791	Syal.g_00568
OG0000855	Prbc.g_00792	Syal.g_00569
OG0000856	Prbc.g_00677	Syal.g_02704
OG0000857	Prbc.g_01874	Syal.g_01882
OG0000858	Prbc.g_00827	Syal.g_00576
OG0000859	Prbc.g_00828	Syal.g_00577
OG0000860	Prbc.g_00834	Syal.g_00589
OG0000861	Prbc.g_00835	Syal.g_00590
OG0000862	Prbc.g_00836	Syal.g_00591
OG0000863	Prbc.g_00837	Syal.g_00594
OG0000864	Prbc.g_00838	Syal.g_00595
OG0000865	Prbc.g_00839	Syal.g_00596
OG0000866	Prbc.g_00840	Syal.g_00597
OG0000867	Prbc.g_00841	Syal.g_00598
OG0000868	Prbc.g_00842	Syal.g_00604
OG0000869	Prbc.g_00845	Syal.g_00609
OG0000870	Prbc.g_00850	Syal.g_00614
OG0000871	Prbc.g_00851	Syal.g_00615
OG0000872	Prbc.g_00852	Syal.g_00621
OG0000873	Prbc.g_00855	Syal.g_00624
OG0000874	Prbc.g_00858	Syal.g_00627
OG0000875	Prbc.g_00860	Syal.g_00629
OG0000876	Prbc.g_00861	Syal.g_00631
OG0000877	Prbc.g_00863	Syal.g_00633
OG0000878	Prbc.g_00864	Syal.g_00634
OG0000879	Prbc.g_00865	Syal.g_00635
OG0000880	Prbc.g_00866	Syal.g_00636
OG0000881	Prbc.g_00869	Syal.g_00641
OG0000882	Prbc.g_00874	Syal.g_00646
OG0000883	Prbc.g_00876	Syal.g_00648
OG0000884	Prbc.g_00878	Syal.g_00650
OG0000885	Prbc.g_00879	Syal.g_00651
OG0000886	Prbc.g_00880	Syal.g_00652
OG0000887	Prbc.g_00881	Syal.g_00653
OG0000888	Prbc.g_00883	Syal.g_00655
OG0000889	Prbc.g_00885	Syal.g_00657
OG0000890	Prbc.g_00886	Syal.g_00663
OG0000891	Prbc.g_00887	Syal.g_00664
OG0000892	Prbc.g_00889	Syal.g_00668
OG0000893	Prbc.g_00933	Syal.g_00193
OG0000894	Prbc.g_00936	Syal.g_00196
OG0000895	Prbc.g_00939	Syal.g_00200
OG0000896	Prbc.g_00940	Syal.g_00201
OG0000897	Prbc.g_00942	Syal.g_00203
OG0000898	Prbc.g_00943	Syal.g_00204
OG0000899	Prbc.g_00944	Syal.g_00205
OG0000900	Prbc.g_00945	Syal.g_00206
OG0000901	Prbc.g_00948	Syal.g_00211
OG0000902	Prbc.g_00950	Syal.g_00213
OG0000903	Prbc.g_00960	Syal.g_00227
OG0000904	Prbc.g_00955	Syal.g_00222
OG0000905	Prbc.g_00952	Syal.g_00217
OG0000906	Prbc.g_00951	Syal.g_00215
OG0000907	Prbc.g_00327	Syal.g_00229
OG0000908	Prbc.g_00324	Syal.g_00232
OG0000909	Prbc.g_00323	Syal.g_00233
OG0000910	Prbc.g_00322	Syal.g_00234
OG0000911	Prbc.g_00320	Syal.g_00237
OG0000912	Prbc.g_00319	Syal.g_00238
OG0000913	Prbc.g_00318	Syal.g_00239
OG0000914	Prbc.g_00317	Syal.g_00240
OG0000915	Prbc.g_00316	Syal.g_00241
OG0000916	Prbc.g_00315	Syal.g_00242
OG0000917	Prbc.g_00314	Syal.g_00243
OG0000918	Prbc.g_00313	Syal.g_00244
OG0000919	Prbc.g_00312	Syal.g_00245
OG0000920	Prbc.g_00311	Syal.g_00246
OG0000921	Prbc.g_00310	Syal.g_00247
OG0000922	Prbc.g_00309	Syal.g_00248
OG0000923	Prbc.g_00305	Syal.g_00252
OG0000924	Prbc.g_00304	Syal.g_00253
OG0000925	Prbc.g_00303	Syal.g_00254
OG0000926	Prbc.g_00302	Syal.g_00255
OG0000927	Prbc.g_00300	Syal.g_00257
OG0000928	Prbc.g_00299	Syal.g_00258
OG0000929	Prbc.g_00298	Syal.g_00259
OG0000930	Prbc.g_00297	Syal.g_00260
OG0000931	Prbc.g_00296	Syal.g_00261
OG0000932	Prbc.g_00295	Syal.g_00262
OG0000933	Prbc.g_00291	Syal.g_00268
OG0000934	Prbc.g_00289	Syal.g_00270
OG0000935	Prbc.g_00288	Syal.g_00271
OG0000936	Prbc.g_00287	Syal.g_00272
OG0000937	Prbc.g_00286	Syal.g_00273
OG0000938	Prbc.g_00283	Syal.g_00276
OG0000939	Prbc.g_00282	Syal.g_00277
OG0000940	Prbc.g_00275	Syal.g_00285
OG0000941	Prbc.g_00273	Syal.g_00287
OG0000942	Prbc.g_00271	Syal.g_00289
OG0000943	Prbc.g_00270	Syal.g_00290
OG0000944	Prbc.g_00268	Syal.g_00292
OG0000945	Prbc.g_00267	Syal.g_00294
OG0000946	Prbc.g_00248	Syal.g_00301
OG0000947	Prbc.g_00246	Syal.g_00304
OG0000948	Prbc.g_00245	Syal.g_00305
OG0000949	Prbc.g_00242	Syal.g_01341
OG0000950	Prbc.g_00237	Syal.g_01348
OG0000951	Prbc.g_00233	Syal.g_01353
OG0000952	Prbc.g_00229	Syal.g_01363
OG0000953	Prbc.g_00225	Syal.g_01435
OG0000954	Prbc.g_00221	Syal.g_01443
OG0000955	Prbc.g_00220	Syal.g_01444
OG0000956	Prbc.g_00218	Syal.g_01446
OG0000957	Prbc.g_00213	Syal.g_01457
OG0000958	Prbc.g_00212	Syal.g_01458
OG0000959	Prbc.g_00208	Syal.g_01482
OG0000960	Prbc.g_00207	Syal.g_01483
OG0000961	Prbc.g_00204	Syal.g_01507
OG0000962	Prbc.g_00202	Syal.g_01509
OG0000963	Prbc.g_00197	Syal.g_01514
OG0000964	Prbc.g_00196	Syal.g_01515
OG0000965	Prbc.g_00195	Syal.g_01516
OG0000966	Prbc.g_00965	Syal.g_00176
OG0000967	Prbc.g_00969	Syal.g_00171
OG0000968	Prbc.g_00971	Syal.g_00169
OG0000969	Prbc.g_00972	Syal.g_00167
OG0000970	Prbc.g_00973	Syal.g_00166
OG0000971	Prbc.g_00974	Syal.g_00164
OG0000972	Prbc.g_00975	Syal.g_00163
OG0000973	Prbc.g_00976	Syal.g_00162
OG0000974	Prbc.g_00977	Syal.g_00161
OG0000975	Prbc.g_00978	Syal.g_00160
OG0000976	Prbc.g_00979	Syal.g_00159
OG0000977	Prbc.g_00980	Syal.g_00157
OG0000978	Prbc.g_00981	Syal.g_00156
OG0000979	Prbc.g_00984	Syal.g_00153
OG0000980	Prbc.g_00986	Syal.g_00150
OG0000981	Prbc.g_00989	Syal.g_00147
OG0000982	Prbc.g_00991	Syal.g_01068
OG0000983	Prbc.g_00992	Syal.g_01069
OG0000984	Prbc.g_00993	Syal.g_01070
OG0000985	Prbc.g_00996	Syal.g_01074
OG0000986	Prbc.g_00998	Syal.g_01076
OG0000987	Prbc.g_00999	Syal.g_01080
OG0000988	Prbc.g_01002	Syal.g_01086
OG0000989	Prbc.g_01006	Syal.g_01098
OG0000990	Prbc.g_01011	Syal.g_01118
OG0000991	Prbc.g_01012	Syal.g_01120
OG0000992	Prbc.g_01015	Syal.g_01122
OG0000993	Prbc.g_01016	Syal.g_01123
OG0000994	Prbc.g_01017	Syal.g_01127
OG0000995	Prbc.g_01021	Syal.g_01132
OG0000996	Prbc.g_01022	Syal.g_01162
OG0000997	Prbc.g_01043	Syal.g_01171
OG0000998	Prbc.g_01045	Syal.g_01173
OG0000999	Prbc.g_01046	Syal.g_01174
OG0001000	Prbc.g_01049	Syal.g_01177
OG0001001	Prbc.g_01052	Syal.g_01182
OG0001002	Prbc.g_01057	Syal.g_00082
OG0001003	Prbc.g_01060	Syal.g_00084
OG0001004	Prbc.g_01061	Syal.g_00085
OG0001005	Prbc.g_01062	Syal.g_00087
OG0001006	Prbc.g_01067	Syal.g_00094
OG0001007	Prbc.g_01069	Syal.g_00096
OG0001008	Prbc.g_01498	Syal.g_00524
OG0001009	Prbc.g_01097	Syal.g_00129
OG0001010	Prbc.g_01098	Syal.g_00130
OG0001011	Prbc.g_01099	Syal.g_00131
OG0001012	Prbc.g_01121	Syal.g_01064
OG0001013	Prbc.g_01126	Syal.g_01026
OG0001014	Prbc.g_01129	Syal.g_01022
OG0001015	Prbc.g_01130	Syal.g_01021
OG0001016	Prbc.g_00500	Syal.g_00756
OG0001017	Prbc.g_00496	Syal.g_00762
OG0001018	Prbc.g_00493	Syal.g_00764
OG0001019	Prbc.g_00484	Syal.g_00785
OG0001020	Prbc.g_00483	Syal.g_00796
OG0001021	Prbc.g_00482	Syal.g_00800
OG0001022	Prbc.g_00479	Syal.g_00805
OG0001023	Prbc.g_00478	Syal.g_00806
OG0001024	Prbc.g_00475	Syal.g_00810
OG0001025	Prbc.g_00468	Syal.g_00817
OG0001026	Prbc.g_00460	Syal.g_00830
OG0001027	Prbc.g_00459	Syal.g_00834
OG0001028	Prbc.g_00457	Syal.g_00836
OG0001029	Prbc.g_00455	Syal.g_00838
OG0001030	Prbc.g_00439	Syal.g_00860
OG0001031	Prbc.g_00385	Syal.g_00936
OG0001032	Prbc.g_00384	Syal.g_00938
OG0001033	Prbc.g_00364	Syal.g_00972
OG0001034	Prbc.g_00334	Syal.g_00684
OG0001035	Prbc.g_01150	Syal.g_01226
OG0001036	Prbc.g_01154	Syal.g_01231
OG0001037	Prbc.g_01155	Syal.g_01233
OG0001038	Prbc.g_01171	Syal.g_01261
OG0001039	Prbc.g_01173	Syal.g_01264
OG0001040	Prbc.g_01176	Syal.g_01267
OG0001041	Prbc.g_01180	Syal.g_01272
OG0001042	Prbc.g_01196	Syal.g_01300
OG0001043	Prbc.g_01197	Syal.g_01304
OG0001044	Prbc.g_01245	Syal.g_00346
OG0001045	Prbc.g_01254	Syal.g_00359
OG0001046	Prbc.g_02168	Syal.g_01967
OG0001047	Prbc.g_01500	Syal.g_00522
OG0001048	Prbc.g_01501	Syal.g_00521
OG0001049	Prbc.g_01503	Syal.g_00518
OG0001050	Prbc.g_01504	Syal.g_00517
OG0001051	Prbc.g_01505	Syal.g_00516
OG0001052	Prbc.g_01531	Syal.g_00467
OG0001053	Prbc.g_01543	Syal.g_02900
OG0001054	Prbc.g_01557	Syal.g_02919
OG0001055	Prbc.g_01597	Syal.g_02940
OG0001056	Prbc.g_01615	Syal.g_02833
OG0001057	Prbc.g_01620	Syal.g_01574
OG0001058	Prbc.g_01629	Syal.g_02812
OG0001059	Prbc.g_01633	Syal.g_02808
OG0001060	Prbc.g_01640	Syal.g_02801
OG0001061	Prbc.g_01653	Syal.g_02783
OG0001062	Prbc.g_01655	Syal.g_02781
OG0001063	Prbc.g_01656	Syal.g_02776
OG0001064	Prbc.g_01657	Syal.g_02775
OG0001065	Prbc.g_01658	Syal.g_02774
OG0001066	Prbc.g_01659	Syal.g_02773
OG0001067	Prbc.g_01660	Syal.g_02772
OG0001068	Prbc.g_01661	Syal.g_02771
OG0001069	Prbc.g_01662	Syal.g_02770
OG0001070	Prbc.g_01664	Syal.g_02766
OG0001071	Prbc.g_01665	Syal.g_02765
OG0001072	Prbc.g_01666	Syal.g_02761
OG0001073	Prbc.g_01680	Syal.g_02746
OG0001074	Prbc.g_01692	Syal.g_02575
OG0001075	Prbc.g_01693	Syal.g_02726
OG0001076	Prbc.g_01700	Syal.g_02712
OG0001077	Prbc.g_01705	Syal.g_02702
OG0001078	Prbc.g_01713	Syal.g_02635
OG0001079	Prbc.g_01724	Syal.g_02618
OG0001080	Prbc.g_01730	Syal.g_02514
OG0001081	Prbc.g_01732	Syal.g_02175
OG0001082	Prbc.g_01733	Syal.g_02176
OG0001083	Prbc.g_01738	Syal.g_02184
OG0001084	Prbc.g_01739	Syal.g_02187
OG0001085	Prbc.g_01749	Syal.g_02206
OG0001086	Prbc.g_01750	Syal.g_02208
OG0001087	Prbc.g_01770	Syal.g_01782
OG0001088	Prbc.g_01771	Syal.g_01785
OG0001089	Prbc.g_01779	Syal.g_01811
OG0001090	Prbc.g_01788	Syal.g_01859
OG0001091	Prbc.g_01790	Syal.g_01862
OG0001092	Prbc.g_01791	Syal.g_01864
OG0001093	Prbc.g_01796	Syal.g_02419
OG0001094	Prbc.g_01852	Syal.g_02216
OG0001095	Prbc.g_01871	Syal.g_01879
OG0001096	Prbc.g_01886	Syal.g_02447
OG0001097	Prbc.g_01906	Syal.g_02473
OG0001098	Prbc.g_01923	Syal.g_02083
OG0001099	Prbc.g_01962	Syal.g_00837
OG0001100	Prbc.g_01969	Syal.g_02293
OG0001101	Prbc.g_01971	Syal.g_02292
OG0001102	Prbc.g_01974	Syal.g_02289
OG0001103	Prbc.g_01976	Syal.g_02287
OG0001104	Prbc.g_01838	Syal.g_02241
OG0001105	Prbc.g_01842	Syal.g_02236
OG0001106	Prbc.g_02024	Syal.g_02007
OG0001107	Prbc.g_02034	Syal.g_01993
OG0001108	Prbc.g_02038	Syal.g_01985
OG0001109	Prbc.g_02039	Syal.g_01983
OG0001110	Prbc.g_02041	Syal.g_01981
OG0001111	Prbc.g_02042	Syal.g_01979
OG0001112	Prbc.g_02043	Syal.g_01977
