Orthogroup	Prbc	Prbh
OG0000518	Prbc.g_01507	Prbh.g_00386
OG0000519	Prbc.g_01508	Prbh.g_00385
OG0000520	Prbc.g_01509	Prbh.g_00384
OG0000521	Prbc.g_01514	Prbh.g_00374
OG0000522	Prbc.g_01516	Prbh.g_00372
OG0000523	Prbc.g_01517	Prbh.g_00371
OG0000524	Prbc.g_01524	Prbh.g_00367
OG0000525	Prbc.g_01528	Prbh.g_00363
OG0000526	Prbc.g_01529	Prbh.g_00361
OG0000527	Prbc.g_01532	Prbh.g_00358
OG0000528	Prbc.g_01538	Prbh.g_00353
OG0000529	Prbc.g_01541	Prbh.g_00350
OG0000530	Prbc.g_01544	Prbh.g_00347
OG0000531	Prbc.g_01545	Prbh.g_00346
OG0000532	Prbc.g_01546	Prbh.g_00344
OG0000533	Prbc.g_01547	Prbh.g_00343
OG0000534	Prbc.g_01548	Prbh.g_00342
OG0000535	Prbc.g_01549	Prbh.g_00341
OG0000536	Prbc.g_01550	Prbh.g_00340
OG0000537	Prbc.g_01551	Prbh.g_00339
OG0000538	Prbc.g_01580	Prbh.g_00329
OG0000539	Prbc.g_01581	Prbh.g_00328
OG0000540	Prbc.g_01582	Prbh.g_00327
OG0000541	Prbc.g_01583	Prbh.g_00326
OG0000542	Prbc.g_01585	Prbh.g_00325
OG0000543	Prbc.g_01587	Prbh.g_00323
OG0000544	Prbc.g_01588	Prbh.g_00322
OG0000545	Prbc.g_01590	Prbh.g_00320
OG0000546	Prbc.g_01593	Prbh.g_00317
OG0000547	Prbc.g_01595	Prbh.g_00315
OG0000548	Prbc.g_01596	Prbh.g_00314
OG0000549	Prbc.g_01599	Prbh.g_00311
OG0000550	Prbc.g_01603	Prbh.g_00306
OG0000551	Prbc.g_01606	Prbh.g_00303
OG0000552	Prbc.g_01607	Prbh.g_00302
OG0000553	Prbc.g_01608	Prbh.g_00301
OG0000554	Prbc.g_01613	Prbh.g_00295
OG0000555	Prbc.g_01621	Prbh.g_00288
OG0000556	Prbc.g_01623	Prbh.g_00286
OG0000557	Prbc.g_01624	Prbh.g_00285
OG0000558	Prbc.g_01627	Prbh.g_00283
OG0000559	Prbc.g_01631	Prbh.g_00279
OG0000560	Prbc.g_01634	Prbh.g_00276
OG0000561	Prbc.g_01635	Prbh.g_00275
OG0000562	Prbc.g_01636	Prbh.g_00274
OG0000563	Prbc.g_01637	Prbh.g_00273
OG0000564	Prbc.g_01638	Prbh.g_00272
OG0000565	Prbc.g_01641	Prbh.g_00269
OG0000566	Prbc.g_01643	Prbh.g_00265
OG0000567	Prbc.g_01647	Prbh.g_00261
OG0000568	Prbc.g_01648	Prbh.g_00260
OG0000569	Prbc.g_01649	Prbh.g_00259
OG0000570	Prbc.g_01650	Prbh.g_00258
OG0000571	Prbc.g_01652	Prbh.g_00256
OG0000572	Prbc.g_01663	Prbh.g_00244
OG0000573	Prbc.g_01668	Prbh.g_00238
OG0000574	Prbc.g_01670	Prbh.g_00237
OG0000575	Prbc.g_01673	Prbh.g_00233
OG0000576	Prbc.g_01675	Prbh.g_00231
OG0000577	Prbc.g_01676	Prbh.g_00230
OG0000578	Prbc.g_01677	Prbh.g_00229
OG0000579	Prbc.g_01678	Prbh.g_00228
OG0000580	Prbc.g_01679	Prbh.g_00227
OG0000581	Prbc.g_01682	Prbh.g_00224
OG0000582	Prbc.g_01685	Prbh.g_00221
OG0000583	Prbc.g_01686	Prbh.g_00220
OG0000584	Prbc.g_01687	Prbh.g_00219
OG0000585	Prbc.g_01689	Prbh.g_00217
OG0000586	Prbc.g_01690	Prbh.g_00216
OG0000587	Prbc.g_01691	Prbh.g_00215
OG0000588	Prbc.g_01695	Prbh.g_01465
OG0000589	Prbc.g_01698	Prbh.g_01462
OG0000590	Prbc.g_01699	Prbh.g_01461
OG0000591	Prbc.g_01702	Prbh.g_01457
OG0000592	Prbc.g_01703	Prbh.g_01456
OG0000593	Prbc.g_01709	Prbh.g_01221
OG0000594	Prbc.g_01710	Prbh.g_01220
OG0000595	Prbc.g_01711	Prbh.g_01219
OG0000596	Prbc.g_01715	Prbh.g_01216
OG0000597	Prbc.g_01717	Prbh.g_01213
OG0000598	Prbc.g_01718	Prbh.g_01212
OG0000599	Prbc.g_01721	Prbh.g_01209
OG0000600	Prbc.g_01722	Prbh.g_01208
OG0000601	Prbc.g_01723	Prbh.g_01207
OG0000602	Prbc.g_01725	Prbh.g_01205
OG0000603	Prbc.g_01726	Prbh.g_01204
OG0000604	Prbc.g_01727	Prbh.g_01203
OG0000605	Prbc.g_01728	Prbh.g_01202
OG0000606	Prbc.g_01731	Prbh.g_01199
OG0000607	Prbc.g_01734	Prbh.g_01196
OG0000608	Prbc.g_01735	Prbh.g_01195
OG0000609	Prbc.g_01736	Prbh.g_01194
OG0000610	Prbc.g_01742	Prbh.g_01188
OG0000611	Prbc.g_01745	Prbh.g_01185
OG0000612	Prbc.g_01746	Prbh.g_01184
OG0000613	Prbc.g_01752	Prbh.g_00907
OG0000614	Prbc.g_01775	Prbh.g_00928
OG0000615	Prbc.g_01782	Prbh.g_00939
OG0000616	Prbc.g_01055	Prbh.g_01487
OG0000617	Prbc.g_01793	Prbh.g_01167
OG0000618	Prbc.g_01794	Prbh.g_01166
OG0000619	Prbc.g_01795	Prbh.g_01165
OG0000620	Prbc.g_01798	Prbh.g_01162
OG0000621	Prbc.g_01799	Prbh.g_01161
OG0000622	Prbc.g_01800	Prbh.g_01160
OG0000623	Prbc.g_01801	Prbh.g_01159
OG0000624	Prbc.g_01803	Prbh.g_01157
OG0000625	Prbc.g_01804	Prbh.g_01156
OG0000626	Prbc.g_01805	Prbh.g_01155
OG0000627	Prbc.g_01807	Prbh.g_01154
OG0000628	Prbc.g_01808	Prbh.g_01153
OG0000629	Prbc.g_01809	Prbh.g_01151
OG0000630	Prbc.g_01812	Prbh.g_01148
OG0000631	Prbc.g_02007	Prbh.g_01056
OG0000632	Prbc.g_02008	Prbh.g_01057
OG0000633	Prbc.g_02009	Prbh.g_01058
OG0000634	Prbc.g_01854	Prbh.g_00949
OG0000635	Prbc.g_01855	Prbh.g_00950
OG0000636	Prbc.g_01857	Prbh.g_00952
OG0000637	Prbc.g_01859	Prbh.g_00954
OG0000638	Prbc.g_01860	Prbh.g_00955
OG0000639	Prbc.g_01861	Prbh.g_00956
OG0000640	Prbc.g_01862	Prbh.g_00957
OG0000641	Prbc.g_01866	Prbh.g_00961
OG0000642	Prbc.g_01867	Prbh.g_00962
OG0000643	Prbc.g_01868	Prbh.g_00963
OG0000644	Prbc.g_01869	Prbh.g_00964
OG0000645	Prbc.g_01870	Prbh.g_00965
OG0000646	Prbc.g_01873	Prbh.g_00967
OG0000647	Prbc.g_01875	Prbh.g_00969
OG0000648	Prbc.g_01877	Prbh.g_00971
OG0000649	Prbc.g_01878	Prbh.g_00972
OG0000650	Prbc.g_01879	Prbh.g_00973
OG0000651	Prbc.g_01880	Prbh.g_00974
OG0000652	Prbc.g_01881	Prbh.g_00975
OG0000653	Prbc.g_01883	Prbh.g_00977
OG0000654	Prbc.g_01884	Prbh.g_00978
OG0000655	Prbc.g_01885	Prbh.g_00979
OG0000656	Prbc.g_01888	Prbh.g_00982
OG0000657	Prbc.g_01895	Prbh.g_00989
OG0000658	Prbc.g_01897	Prbh.g_00991
OG0000659	Prbc.g_01898	Prbh.g_00992
OG0000660	Prbc.g_01903	Prbh.g_00996
OG0000661	Prbc.g_01905	Prbh.g_00998
OG0000662	Prbc.g_01907	Prbh.g_01001
OG0000663	Prbc.g_01909	Prbh.g_01003
OG0000664	Prbc.g_01910	Prbh.g_01004
OG0000665	Prbc.g_01914	Prbh.g_01010
OG0000666	Prbc.g_01915	Prbh.g_01011
OG0000667	Prbc.g_01919	Prbh.g_01015
OG0000668	Prbc.g_01959	Prbh.g_00857
OG0000669	Prbc.g_01967	Prbh.g_00868
OG0000670	Prbc.g_01970	Prbh.g_00871
OG0000671	Prbc.g_01972	Prbh.g_00873
OG0000672	Prbc.g_01975	Prbh.g_00876
OG0000673	Prbc.g_01978	Prbh.g_00879
OG0000674	Prbc.g_01980	Prbh.g_00881
OG0000675	Prbc.g_01981	Prbh.g_00882
OG0000676	Prbc.g_01983	Prbh.g_00884
OG0000677	Prbc.g_01984	Prbh.g_00885
OG0000678	Prbc.g_01987	Prbh.g_00887
OG0000679	Prbc.g_01991	Prbh.g_00891
OG0000680	Prbc.g_01992	Prbh.g_00892
OG0000681	Prbc.g_01995	Prbh.g_00895
OG0000682	Prbc.g_01996	Prbh.g_00896
OG0000683	Prbc.g_01997	Prbh.g_00897
OG0000684	Prbc.g_01837	Prbh.g_00898
OG0000685	Prbc.g_01839	Prbh.g_00900
OG0000686	Prbc.g_01840	Prbh.g_00901
OG0000687	Prbc.g_01841	Prbh.g_00902
OG0000688	Prbc.g_01844	Prbh.g_01179
OG0000689	Prbc.g_01845	Prbh.g_01178
OG0000690	Prbc.g_01846	Prbh.g_01177
OG0000691	Prbc.g_01847	Prbh.g_01176
OG0000692	Prbc.g_01849	Prbh.g_01174
OG0000693	Prbc.g_01850	Prbh.g_01173
OG0000694	Prbc.g_01851	Prbh.g_01172
OG0000695	Prbc.g_02011	Prbh.g_01060
OG0000696	Prbc.g_02012	Prbh.g_01061
OG0000697	Prbc.g_02013	Prbh.g_01062
OG0000698	Prbc.g_02016	Prbh.g_01065
OG0000699	Prbc.g_02017	Prbh.g_01066
OG0000700	Prbc.g_02018	Prbh.g_01067
OG0000701	Prbc.g_02019	Prbh.g_01068
OG0000702	Prbc.g_02021	Prbh.g_01070
OG0000703	Prbc.g_02022	Prbh.g_01071
OG0000704	Prbc.g_02023	Prbh.g_01073
OG0000705	Prbc.g_02029	Prbh.g_01079
OG0000706	Prbc.g_02030	Prbh.g_01080
OG0000707	Prbc.g_02031	Prbh.g_01081
OG0000708	Prbc.g_02033	Prbh.g_01083
OG0000709	Prbc.g_02037	Prbh.g_01087
OG0000710	Prbc.g_02040	Prbh.g_01090
OG0000711	Prbc.g_02055	Prbh.g_01106
OG0000712	Prbc.g_02057	Prbh.g_01107
OG0000713	Prbc.g_02058	Prbh.g_01108
OG0000714	Prbc.g_02059	Prbh.g_01109
OG0000715	Prbc.g_02061	Prbh.g_01111
OG0000716	Prbc.g_02062	Prbh.g_01113
OG0000717	Prbc.g_02063	Prbh.g_01114
OG0000718	Prbc.g_02079	Prbh.g_01116
OG0000719	Prbc.g_02080	Prbh.g_01118
OG0000720	Prbc.g_02091	Prbh.g_01129
OG0000721	Prbc.g_02092	Prbh.g_01133
OG0000722	Prbc.g_02093	Prbh.g_01134
OG0000723	Prbc.g_02097	Prbh.g_01138
OG0000724	Prbc.g_02108	Prbh.g_01036
OG0000725	Prbc.g_01934	Prbh.g_01030
OG0000726	Prbc.g_01933	Prbh.g_01029
OG0000727	Prbc.g_01932	Prbh.g_01028
OG0000728	Prbc.g_01930	Prbh.g_01026
OG0000729	Prbc.g_00201	Prbh.g_01351
OG0000730	Prbc.g_01244	Prbh.g_01325
OG0000731	Prbc.g_01252	Prbh.g_00432
OG0000733	Prbc.g_00897	Prbh.g_01867
OG0000734	Prbc.g_01462	Prbh.g_01299
OG0000735	Prbc.g_01460	Prbh.g_01297
OG0000736	Prbc.g_01459	Prbh.g_01296
OG0000737	Prbc.g_01458	Prbh.g_01295
OG0000738	Prbc.g_01454	Prbh.g_01291
OG0000739	Prbc.g_01453	Prbh.g_01290
OG0000740	Prbc.g_01452	Prbh.g_01289
OG0000741	Prbc.g_01450	Prbh.g_01287
OG0000742	Prbc.g_01447	Prbh.g_01284
OG0000743	Prbc.g_01445	Prbh.g_01282
OG0000744	Prbc.g_01444	Prbh.g_01280
OG0000745	Prbc.g_01442	Prbh.g_01279
OG0000746	Prbc.g_01440	Prbh.g_01277
OG0000747	Prbc.g_01439	Prbh.g_01276
OG0000748	Prbc.g_01435	Prbh.g_01272
OG0000749	Prbc.g_01434	Prbh.g_01271
OG0000750	Prbc.g_01433	Prbh.g_01270
OG0000751	Prbc.g_01430	Prbh.g_01267
OG0000752	Prbc.g_01428	Prbh.g_01265
OG0000753	Prbc.g_01426	Prbh.g_01262
OG0000754	Prbc.g_01422	Prbh.g_01260
OG0000755	Prbc.g_01418	Prbh.g_01254
OG0000756	Prbc.g_01417	Prbh.g_01253
OG0000757	Prbc.g_01410	Prbh.g_01246
OG0000758	Prbc.g_01409	Prbh.g_01245
OG0000759	Prbc.g_01408	Prbh.g_01244
OG0000760	Prbc.g_01407	Prbh.g_01243
OG0000761	Prbc.g_01406	Prbh.g_01242
OG0000762	Prbc.g_01405	Prbh.g_01241
OG0000763	Prbc.g_01403	Prbh.g_01239
OG0000764	Prbc.g_01402	Prbh.g_01238
OG0000765	Prbc.g_01394	Prbh.g_01230
OG0000766	Prbc.g_01393	Prbh.g_01229
OG0000767	Prbc.g_01392	Prbh.g_01227
OG0000768	Prbc.g_01391	Prbh.g_01226
OG0000769	Prbc.g_01389	Prbh.g_01224
OG0000770	Prbc.g_01388	Prbh.g_01451
OG0000771	Prbc.g_02103	Prbh.g_01397
OG0000772	Prbc.g_01320	Prbh.g_01845
OG0000773	Prbc.g_00557	Prbh.g_01364
OG0000774	Prbc.g_00560	Prbh.g_01366
OG0000775	Prbc.g_00561	Prbh.g_01368
OG0000776	Prbc.g_00562	Prbh.g_01369
OG0000777	Prbc.g_00563	Prbh.g_01370
OG0000778	Prbc.g_00564	Prbh.g_01371
OG0000779	Prbc.g_00568	Prbh.g_01375
OG0000780	Prbc.g_00569	Prbh.g_01376
OG0000781	Prbc.g_00571	Prbh.g_01379
OG0000782	Prbc.g_00572	Prbh.g_01380
OG0000783	Prbc.g_00573	Prbh.g_01381
OG0000784	Prbc.g_00574	Prbh.g_01382
OG0000785	Prbc.g_00576	Prbh.g_01384
OG0000786	Prbc.g_00579	Prbh.g_01387
OG0000787	Prbc.g_00580	Prbh.g_01388
OG0000788	Prbc.g_01820	Prbh.g_00206
OG0000789	Prbc.g_02100	Prbh.g_00196
OG0000790	Prbc.g_00662	Prbh.g_00014
OG0000791	Prbc.g_00664	Prbh.g_00016
OG0000792	Prbc.g_00665	Prbh.g_00017
OG0000793	Prbc.g_00668	Prbh.g_00021
OG0000794	Prbc.g_00669	Prbh.g_00022
OG0000795	Prbc.g_00670	Prbh.g_00023
OG0000796	Prbc.g_00674	Prbh.g_00027
OG0000797	Prbc.g_00675	Prbh.g_00028
OG0000799	Prbc.g_00690	Prbh.g_00079
OG0000800	Prbc.g_00691	Prbh.g_00080
OG0000801	Prbc.g_00692	Prbh.g_00081
OG0000802	Prbc.g_00694	Prbh.g_00083
OG0000803	Prbc.g_00696	Prbh.g_00085
OG0000804	Prbc.g_00697	Prbh.g_00086
OG0000805	Prbc.g_00699	Prbh.g_00088
OG0000806	Prbc.g_00701	Prbh.g_00090
OG0000807	Prbc.g_00702	Prbh.g_00091
OG0000808	Prbc.g_00703	Prbh.g_00092
OG0000809	Prbc.g_00707	Prbh.g_00094
OG0000810	Prbc.g_00708	Prbh.g_00095
OG0000811	Prbc.g_00712	Prbh.g_00102
OG0000812	Prbc.g_00714	Prbh.g_00104
OG0000813	Prbc.g_00715	Prbh.g_00105
OG0000814	Prbc.g_00717	Prbh.g_00107
OG0000815	Prbc.g_00718	Prbh.g_00108
OG0000816	Prbc.g_00720	Prbh.g_00110
OG0000817	Prbc.g_00721	Prbh.g_00111
OG0000818	Prbc.g_00725	Prbh.g_00116
OG0000819	Prbc.g_00726	Prbh.g_00117
OG0000820	Prbc.g_00727	Prbh.g_00118
OG0000821	Prbc.g_00730	Prbh.g_00122
OG0000822	Prbc.g_00731	Prbh.g_00123
OG0000823	Prbc.g_00732	Prbh.g_00124
OG0000824	Prbc.g_00735	Prbh.g_00127
OG0000825	Prbc.g_00736	Prbh.g_00128
OG0000826	Prbc.g_00737	Prbh.g_00129
OG0000827	Prbc.g_00738	Prbh.g_00130
OG0000828	Prbc.g_00741	Prbh.g_00133
OG0000829	Prbc.g_00742	Prbh.g_00134
OG0000830	Prbc.g_00743	Prbh.g_00135
OG0000831	Prbc.g_00745	Prbh.g_00137
OG0000832	Prbc.g_00755	Prbh.g_00147
OG0000833	Prbc.g_00763	Prbh.g_00156
OG0000834	Prbc.g_00764	Prbh.g_00157
OG0000835	Prbc.g_00765	Prbh.g_00158
OG0000836	Prbc.g_00766	Prbh.g_00159
OG0000837	Prbc.g_00767	Prbh.g_00160
OG0000838	Prbc.g_00769	Prbh.g_00163
OG0000839	Prbc.g_00770	Prbh.g_00164
OG0000840	Prbc.g_00771	Prbh.g_00165
OG0000841	Prbc.g_00772	Prbh.g_00166
OG0000842	Prbc.g_00773	Prbh.g_00167
OG0000843	Prbc.g_00774	Prbh.g_00168
OG0000844	Prbc.g_00775	Prbh.g_00169
OG0000845	Prbc.g_00776	Prbh.g_00170
OG0000846	Prbc.g_00777	Prbh.g_00171
OG0000847	Prbc.g_00778	Prbh.g_00172
OG0000848	Prbc.g_00779	Prbh.g_00173
OG0000849	Prbc.g_00780	Prbh.g_00174
OG0000850	Prbc.g_00782	Prbh.g_00176
OG0000851	Prbc.g_00783	Prbh.g_00177
OG0000852	Prbc.g_00784	Prbh.g_00178
OG0000853	Prbc.g_00789	Prbh.g_00183
OG0000854	Prbc.g_00791	Prbh.g_00185
OG0000855	Prbc.g_00792	Prbh.g_00186
OG0000856	Prbc.g_00677	Prbh.g_01454
OG0000857	Prbc.g_01874	Prbh.g_00968
OG0000858	Prbc.g_00827	Prbh.g_01789
OG0000859	Prbc.g_00828	Prbh.g_01788
OG0000860	Prbc.g_00834	Prbh.g_01780
OG0000861	Prbc.g_00835	Prbh.g_01779
OG0000862	Prbc.g_00836	Prbh.g_01778
OG0000863	Prbc.g_00837	Prbh.g_01776
OG0000864	Prbc.g_00838	Prbh.g_01775
OG0000865	Prbc.g_00839	Prbh.g_01774
OG0000866	Prbc.g_00840	Prbh.g_01773
OG0000867	Prbc.g_00841	Prbh.g_01772
OG0000868	Prbc.g_00842	Prbh.g_01770
OG0000869	Prbc.g_00845	Prbh.g_01767
OG0000870	Prbc.g_00850	Prbh.g_01762
OG0000871	Prbc.g_00851	Prbh.g_01761
OG0000872	Prbc.g_00852	Prbh.g_01760
OG0000873	Prbc.g_00855	Prbh.g_01757
OG0000874	Prbc.g_00858	Prbh.g_01754
OG0000875	Prbc.g_00860	Prbh.g_01752
OG0000876	Prbc.g_00861	Prbh.g_01751
OG0000877	Prbc.g_00863	Prbh.g_01749
OG0000878	Prbc.g_00864	Prbh.g_01748
OG0000879	Prbc.g_00865	Prbh.g_01747
OG0000880	Prbc.g_00866	Prbh.g_01746
OG0000881	Prbc.g_00869	Prbh.g_01742
OG0000882	Prbc.g_00874	Prbh.g_01737
OG0000883	Prbc.g_00876	Prbh.g_01735
OG0000884	Prbc.g_00878	Prbh.g_01733
OG0000885	Prbc.g_00879	Prbh.g_01732
OG0000886	Prbc.g_00880	Prbh.g_01731
OG0000887	Prbc.g_00881	Prbh.g_01730
OG0000888	Prbc.g_00883	Prbh.g_01728
OG0000889	Prbc.g_00885	Prbh.g_01726
OG0000890	Prbc.g_00886	Prbh.g_01725
OG0000891	Prbc.g_00887	Prbh.g_01724
OG0000892	Prbc.g_00889	Prbh.g_01723
OG0000893	Prbc.g_00933	Prbh.g_01719
OG0000894	Prbc.g_00936	Prbh.g_01716
OG0000895	Prbc.g_00939	Prbh.g_01712
OG0000896	Prbc.g_00940	Prbh.g_01711
OG0000897	Prbc.g_00942	Prbh.g_01709
OG0000898	Prbc.g_00943	Prbh.g_01708
OG0000899	Prbc.g_00944	Prbh.g_01707
OG0000900	Prbc.g_00945	Prbh.g_01706
OG0000901	Prbc.g_00948	Prbh.g_01703
OG0000902	Prbc.g_00950	Prbh.g_01701
OG0000903	Prbc.g_00960	Prbh.g_01697
OG0000904	Prbc.g_00955	Prbh.g_01692
OG0000905	Prbc.g_00952	Prbh.g_01699
OG0000906	Prbc.g_00951	Prbh.g_01700
OG0000907	Prbc.g_00327	Prbh.g_01687
OG0000908	Prbc.g_00324	Prbh.g_01684
OG0000909	Prbc.g_00323	Prbh.g_01683
OG0000910	Prbc.g_00322	Prbh.g_01682
OG0000911	Prbc.g_00320	Prbh.g_01680
OG0000912	Prbc.g_00319	Prbh.g_01679
OG0000913	Prbc.g_00318	Prbh.g_01678
OG0000914	Prbc.g_00317	Prbh.g_01677
OG0000915	Prbc.g_00316	Prbh.g_01676
OG0000916	Prbc.g_00315	Prbh.g_01675
OG0000917	Prbc.g_00314	Prbh.g_01674
OG0000918	Prbc.g_00313	Prbh.g_01673
OG0000919	Prbc.g_00312	Prbh.g_01672
OG0000920	Prbc.g_00311	Prbh.g_01671
OG0000921	Prbc.g_00310	Prbh.g_01670
OG0000922	Prbc.g_00309	Prbh.g_01669
OG0000923	Prbc.g_00305	Prbh.g_01665
OG0000924	Prbc.g_00304	Prbh.g_01664
OG0000925	Prbc.g_00303	Prbh.g_01663
OG0000926	Prbc.g_00302	Prbh.g_01662
OG0000927	Prbc.g_00300	Prbh.g_01660
OG0000928	Prbc.g_00299	Prbh.g_01659
OG0000929	Prbc.g_00298	Prbh.g_01658
OG0000930	Prbc.g_00297	Prbh.g_01657
OG0000931	Prbc.g_00296	Prbh.g_01656
OG0000932	Prbc.g_00295	Prbh.g_01655
OG0000933	Prbc.g_00291	Prbh.g_01651
OG0000934	Prbc.g_00289	Prbh.g_01649
OG0000935	Prbc.g_00288	Prbh.g_01648
OG0000936	Prbc.g_00287	Prbh.g_01647
OG0000937	Prbc.g_00286	Prbh.g_01646
OG0000938	Prbc.g_00283	Prbh.g_01643
OG0000939	Prbc.g_00282	Prbh.g_01642
OG0000940	Prbc.g_00275	Prbh.g_01635
OG0000941	Prbc.g_00273	Prbh.g_01633
OG0000942	Prbc.g_00271	Prbh.g_01631
OG0000943	Prbc.g_00270	Prbh.g_01630
OG0000944	Prbc.g_00268	Prbh.g_01628
OG0000945	Prbc.g_00267	Prbh.g_01627
OG0000946	Prbc.g_00248	Prbh.g_01621
OG0000947	Prbc.g_00246	Prbh.g_01619
OG0000948	Prbc.g_00245	Prbh.g_01618
OG0000949	Prbc.g_00242	Prbh.g_01615
OG0000950	Prbc.g_00237	Prbh.g_01608
OG0000951	Prbc.g_00233	Prbh.g_01604
OG0000952	Prbc.g_00229	Prbh.g_01600
OG0000953	Prbc.g_00225	Prbh.g_01596
OG0000954	Prbc.g_00221	Prbh.g_01592
OG0000955	Prbc.g_00220	Prbh.g_01591
OG0000956	Prbc.g_00218	Prbh.g_01589
OG0000957	Prbc.g_00213	Prbh.g_01583
OG0000958	Prbc.g_00212	Prbh.g_01582
OG0000959	Prbc.g_00208	Prbh.g_01578
OG0000960	Prbc.g_00207	Prbh.g_01577
OG0000961	Prbc.g_00204	Prbh.g_01574
OG0000962	Prbc.g_00202	Prbh.g_01572
OG0000963	Prbc.g_00197	Prbh.g_01568
OG0000964	Prbc.g_00196	Prbh.g_01567
OG0000965	Prbc.g_00195	Prbh.g_01566
OG0000966	Prbc.g_00965	Prbh.g_01560
OG0000967	Prbc.g_00969	Prbh.g_01556
OG0000968	Prbc.g_00971	Prbh.g_01554
OG0000969	Prbc.g_00972	Prbh.g_01553
OG0000970	Prbc.g_00973	Prbh.g_01552
OG0000971	Prbc.g_00974	Prbh.g_01551
OG0000972	Prbc.g_00975	Prbh.g_01550
OG0000973	Prbc.g_00976	Prbh.g_01549
OG0000974	Prbc.g_00977	Prbh.g_01548
OG0000975	Prbc.g_00978	Prbh.g_01547
OG0000976	Prbc.g_00979	Prbh.g_01546
OG0000977	Prbc.g_00980	Prbh.g_01545
OG0000978	Prbc.g_00981	Prbh.g_01544
OG0000979	Prbc.g_00984	Prbh.g_01541
OG0000980	Prbc.g_00986	Prbh.g_01539
OG0000981	Prbc.g_00989	Prbh.g_01536
OG0000982	Prbc.g_00991	Prbh.g_01534
OG0000983	Prbc.g_00992	Prbh.g_01533
OG0000984	Prbc.g_00993	Prbh.g_01532
OG0000985	Prbc.g_00996	Prbh.g_01529
OG0000986	Prbc.g_00998	Prbh.g_01527
OG0000987	Prbc.g_00999	Prbh.g_01526
OG0000988	Prbc.g_01002	Prbh.g_01523
OG0000989	Prbc.g_01006	Prbh.g_01519
OG0000990	Prbc.g_01011	Prbh.g_01514
OG0000991	Prbc.g_01012	Prbh.g_01513
OG0000992	Prbc.g_01015	Prbh.g_01510
OG0000993	Prbc.g_01016	Prbh.g_01509
OG0000994	Prbc.g_01017	Prbh.g_01508
OG0000995	Prbc.g_01021	Prbh.g_01504
OG0000996	Prbc.g_01022	Prbh.g_01503
OG0000997	Prbc.g_01043	Prbh.g_01501
OG0000998	Prbc.g_01045	Prbh.g_01499
OG0000999	Prbc.g_01046	Prbh.g_01498
OG0001000	Prbc.g_01049	Prbh.g_01495
OG0001001	Prbc.g_01052	Prbh.g_01490
OG0001002	Prbc.g_01057	Prbh.g_01485
OG0001003	Prbc.g_01060	Prbh.g_01484
OG0001004	Prbc.g_01061	Prbh.g_01483
OG0001005	Prbc.g_01062	Prbh.g_01482
OG0001006	Prbc.g_01067	Prbh.g_01478
OG0001007	Prbc.g_01069	Prbh.g_01476
OG0001008	Prbc.g_01498	Prbh.g_00395
OG0001009	Prbc.g_01097	Prbh.g_00753
OG0001010	Prbc.g_01098	Prbh.g_00752
OG0001011	Prbc.g_01099	Prbh.g_00751
OG0001012	Prbc.g_01121	Prbh.g_00739
OG0001013	Prbc.g_01126	Prbh.g_00732
OG0001014	Prbc.g_01129	Prbh.g_00729
OG0001015	Prbc.g_01130	Prbh.g_00728
OG0001016	Prbc.g_00500	Prbh.g_00709
OG0001017	Prbc.g_00496	Prbh.g_00705
OG0001018	Prbc.g_00493	Prbh.g_00703
OG0001019	Prbc.g_00484	Prbh.g_00694
OG0001020	Prbc.g_00483	Prbh.g_00693
OG0001021	Prbc.g_00482	Prbh.g_00692
OG0001022	Prbc.g_00479	Prbh.g_00689
OG0001023	Prbc.g_00478	Prbh.g_00688
OG0001024	Prbc.g_00475	Prbh.g_00685
OG0001025	Prbc.g_00468	Prbh.g_00678
OG0001026	Prbc.g_00460	Prbh.g_00670
OG0001027	Prbc.g_00459	Prbh.g_00669
OG0001028	Prbc.g_00457	Prbh.g_00667
OG0001029	Prbc.g_00455	Prbh.g_00666
OG0001030	Prbc.g_00439	Prbh.g_00650
OG0001031	Prbc.g_00385	Prbh.g_00596
OG0001032	Prbc.g_00384	Prbh.g_00595
OG0001033	Prbc.g_00364	Prbh.g_00574
OG0001034	Prbc.g_00334	Prbh.g_00544
OG0001035	Prbc.g_01150	Prbh.g_00524
OG0001036	Prbc.g_01154	Prbh.g_00520
OG0001037	Prbc.g_01155	Prbh.g_00519
OG0001038	Prbc.g_01171	Prbh.g_00501
OG0001039	Prbc.g_01173	Prbh.g_00498
OG0001040	Prbc.g_01176	Prbh.g_00496
OG0001041	Prbc.g_01180	Prbh.g_00491
OG0001042	Prbc.g_01196	Prbh.g_00474
OG0001043	Prbc.g_01197	Prbh.g_00473
OG0001044	Prbc.g_01245	Prbh.g_00440
OG0001045	Prbc.g_01254	Prbh.g_00430
OG0001046	Prbc.g_02168	Prbh.g_01877
OG0001047	Prbc.g_01500	Prbh.g_00393
OG0001048	Prbc.g_01501	Prbh.g_00392
OG0001049	Prbc.g_01503	Prbh.g_00390
OG0001050	Prbc.g_01504	Prbh.g_00389
OG0001051	Prbc.g_01505	Prbh.g_00388
OG0001052	Prbc.g_01531	Prbh.g_00360
OG0001053	Prbc.g_01543	Prbh.g_00348
OG0001054	Prbc.g_01557	Prbh.g_00333
OG0001055	Prbc.g_01597	Prbh.g_00313
OG0001056	Prbc.g_01615	Prbh.g_00293
