Orthogroup	Prbc	Syah
OG0000553	Prbc.g_01608	Syah.g_01054
OG0000554	Prbc.g_01613	Syah.g_01065
OG0000555	Prbc.g_01621	Syah.g_01078
OG0000556	Prbc.g_01623	Syah.g_01084
OG0000557	Prbc.g_01624	Syah.g_01086
OG0000558	Prbc.g_01627	Syah.g_01088
OG0000559	Prbc.g_01631	Syah.g_01093
OG0000560	Prbc.g_01634	Syah.g_01096
OG0000561	Prbc.g_01635	Syah.g_01097
OG0000562	Prbc.g_01636	Syah.g_01098
OG0000563	Prbc.g_01637	Syah.g_01099
OG0000564	Prbc.g_01638	Syah.g_01100
OG0000565	Prbc.g_01641	Syah.g_01104
OG0000566	Prbc.g_01643	Syah.g_01108
OG0000567	Prbc.g_01647	Syah.g_01112
OG0000568	Prbc.g_01648	Syah.g_01116
OG0000569	Prbc.g_01649	Syah.g_01117
OG0000570	Prbc.g_01650	Syah.g_01118
OG0000571	Prbc.g_01652	Syah.g_01122
OG0000572	Prbc.g_01663	Syah.g_01137
OG0000573	Prbc.g_01668	Syah.g_01146
OG0000574	Prbc.g_01670	Syah.g_01147
OG0000575	Prbc.g_01673	Syah.g_01151
OG0000576	Prbc.g_01675	Syah.g_01153
OG0000577	Prbc.g_01676	Syah.g_01154
OG0000578	Prbc.g_01677	Syah.g_01155
OG0000579	Prbc.g_01678	Syah.g_01156
OG0000580	Prbc.g_01679	Syah.g_01157
OG0000581	Prbc.g_01682	Syah.g_01163
OG0000582	Prbc.g_01685	Syah.g_01979
OG0000583	Prbc.g_01686	Syah.g_01978
OG0000584	Prbc.g_01687	Syah.g_01977
OG0000585	Prbc.g_01689	Syah.g_01975
OG0000586	Prbc.g_01690	Syah.g_01974
OG0000587	Prbc.g_01691	Syah.g_01972
OG0000588	Prbc.g_01695	Syah.g_01966
OG0000589	Prbc.g_01698	Syah.g_01962
OG0000590	Prbc.g_01699	Syah.g_01961
OG0000591	Prbc.g_01702	Syah.g_01954
OG0000592	Prbc.g_01703	Syah.g_01953
OG0000593	Prbc.g_01709	Syah.g_01939
OG0000594	Prbc.g_01710	Syah.g_01938
OG0000595	Prbc.g_01711	Syah.g_01937
OG0000596	Prbc.g_01715	Syah.g_01932
OG0000597	Prbc.g_01717	Syah.g_01929
OG0000598	Prbc.g_01718	Syah.g_01928
OG0000599	Prbc.g_01721	Syah.g_01925
OG0000600	Prbc.g_01722	Syah.g_01924
OG0000601	Prbc.g_01723	Syah.g_01923
OG0000602	Prbc.g_01725	Syah.g_01917
OG0000603	Prbc.g_01726	Syah.g_01916
OG0000604	Prbc.g_01727	Syah.g_01913
OG0000605	Prbc.g_01728	Syah.g_01825
OG0000606	Prbc.g_01731	Syah.g_01485
OG0000607	Prbc.g_01734	Syah.g_01489
OG0000608	Prbc.g_01735	Syah.g_01490
OG0000609	Prbc.g_01736	Syah.g_01492
OG0000610	Prbc.g_01742	Syah.g_01499
OG0000611	Prbc.g_01745	Syah.g_01502
OG0000612	Prbc.g_01746	Syah.g_01503
OG0000613	Prbc.g_01752	Syah.g_00147
OG0000614	Prbc.g_01775	Syah.g_02004
OG0000615	Prbc.g_01782	Syah.g_01814
OG0000616	Prbc.g_01055	Syah.g_00389
OG0000617	Prbc.g_01793	Syah.g_01722
OG0000618	Prbc.g_01794	Syah.g_01721
OG0000619	Prbc.g_01795	Syah.g_01720
OG0000620	Prbc.g_01798	Syah.g_01713
OG0000621	Prbc.g_01799	Syah.g_01712
OG0000622	Prbc.g_01800	Syah.g_01711
OG0000623	Prbc.g_01801	Syah.g_01710
OG0000624	Prbc.g_01803	Syah.g_01708
OG0000625	Prbc.g_01804	Syah.g_01707
OG0000626	Prbc.g_01805	Syah.g_01706
OG0000627	Prbc.g_01807	Syah.g_01569
OG0000628	Prbc.g_01808	Syah.g_01570
OG0000629	Prbc.g_01809	Syah.g_01573
OG0000630	Prbc.g_01812	Syah.g_01577
OG0000631	Prbc.g_02007	Syah.g_01582
OG0000632	Prbc.g_02008	Syah.g_01583
OG0000633	Prbc.g_02009	Syah.g_01584
OG0000634	Prbc.g_01854	Syah.g_01783
OG0000635	Prbc.g_01855	Syah.g_01782
OG0000636	Prbc.g_01857	Syah.g_01780
OG0000637	Prbc.g_01859	Syah.g_01778
OG0000638	Prbc.g_01860	Syah.g_01777
OG0000639	Prbc.g_01861	Syah.g_01776
OG0000640	Prbc.g_01862	Syah.g_01775
OG0000641	Prbc.g_01866	Syah.g_01771
OG0000642	Prbc.g_01867	Syah.g_01770
OG0000643	Prbc.g_01868	Syah.g_01768
OG0000644	Prbc.g_01869	Syah.g_01767
OG0000645	Prbc.g_01870	Syah.g_01765
OG0000646	Prbc.g_01873	Syah.g_01762
OG0000647	Prbc.g_01875	Syah.g_01760
OG0000648	Prbc.g_01877	Syah.g_01757
OG0000649	Prbc.g_01878	Syah.g_01756
OG0000650	Prbc.g_01879	Syah.g_01755
OG0000651	Prbc.g_01880	Syah.g_01754
OG0000652	Prbc.g_01881	Syah.g_01753
OG0000653	Prbc.g_01883	Syah.g_01751
OG0000654	Prbc.g_01884	Syah.g_01750
OG0000655	Prbc.g_01885	Syah.g_01749
OG0000656	Prbc.g_01888	Syah.g_01746
OG0000657	Prbc.g_01895	Syah.g_02083
OG0000658	Prbc.g_01897	Syah.g_02086
OG0000659	Prbc.g_01898	Syah.g_02087
OG0000660	Prbc.g_01903	Syah.g_02091
OG0000661	Prbc.g_01905	Syah.g_02093
OG0000662	Prbc.g_01907	Syah.g_02095
OG0000663	Prbc.g_01909	Syah.g_02098
OG0000664	Prbc.g_01910	Syah.g_02099
OG0000665	Prbc.g_01914	Syah.g_01895
OG0000666	Prbc.g_01915	Syah.g_01826
OG0000667	Prbc.g_01919	Syah.g_00714
OG0000668	Prbc.g_01959	Syah.g_01680
OG0000669	Prbc.g_01967	Syah.g_01520
OG0000670	Prbc.g_01970	Syah.g_02352
OG0000671	Prbc.g_01972	Syah.g_01524
OG0000672	Prbc.g_01975	Syah.g_01527
OG0000673	Prbc.g_01978	Syah.g_01530
OG0000674	Prbc.g_01980	Syah.g_01532
OG0000675	Prbc.g_01981	Syah.g_01533
OG0000676	Prbc.g_01983	Syah.g_01535
OG0000677	Prbc.g_01984	Syah.g_01536
OG0000678	Prbc.g_01987	Syah.g_01821
OG0000679	Prbc.g_01991	Syah.g_01812
OG0000680	Prbc.g_01992	Syah.g_01811
OG0000681	Prbc.g_01995	Syah.g_01808
OG0000682	Prbc.g_01996	Syah.g_01807
OG0000683	Prbc.g_01997	Syah.g_01806
OG0000684	Prbc.g_01837	Syah.g_01802
OG0000685	Prbc.g_01839	Syah.g_01800
OG0000686	Prbc.g_01840	Syah.g_01799
OG0000687	Prbc.g_01841	Syah.g_01798
OG0000688	Prbc.g_01844	Syah.g_01793
OG0000689	Prbc.g_01845	Syah.g_01791
OG0000690	Prbc.g_01846	Syah.g_01790
OG0000691	Prbc.g_01847	Syah.g_01789
OG0000692	Prbc.g_01849	Syah.g_01788
OG0000693	Prbc.g_01850	Syah.g_01787
OG0000694	Prbc.g_01851	Syah.g_01786
OG0000695	Prbc.g_02011	Syah.g_01586
OG0000696	Prbc.g_02012	Syah.g_01587
OG0000697	Prbc.g_02013	Syah.g_01589
OG0000698	Prbc.g_02016	Syah.g_01592
OG0000699	Prbc.g_02017	Syah.g_01594
OG0000700	Prbc.g_02018	Syah.g_01595
OG0000701	Prbc.g_02019	Syah.g_01596
OG0000702	Prbc.g_02021	Syah.g_01604
OG0000703	Prbc.g_02022	Syah.g_01605
OG0000704	Prbc.g_02023	Syah.g_01608
OG0000705	Prbc.g_02029	Syah.g_01614
OG0000706	Prbc.g_02030	Syah.g_01615
OG0000707	Prbc.g_02031	Syah.g_01616
OG0000708	Prbc.g_02033	Syah.g_01619
OG0000709	Prbc.g_02037	Syah.g_01627
OG0000710	Prbc.g_02040	Syah.g_01631
OG0000711	Prbc.g_02055	Syah.g_01661
OG0000712	Prbc.g_02057	Syah.g_01662
OG0000713	Prbc.g_02058	Syah.g_01663
OG0000714	Prbc.g_02059	Syah.g_01665
OG0000715	Prbc.g_02061	Syah.g_01667
OG0000716	Prbc.g_02062	Syah.g_01671
OG0000717	Prbc.g_02063	Syah.g_01672
OG0000718	Prbc.g_02079	Syah.g_01676
OG0000719	Prbc.g_02080	Syah.g_01678
OG0000720	Prbc.g_02091	Syah.g_01691
OG0000721	Prbc.g_02092	Syah.g_01693
OG0000722	Prbc.g_02093	Syah.g_01694
OG0000723	Prbc.g_02097	Syah.g_01704
OG0000724	Prbc.g_02108	Syah.g_02036
OG0000725	Prbc.g_01934	Syah.g_02027
OG0000726	Prbc.g_01933	Syah.g_02026
OG0000727	Prbc.g_01932	Syah.g_02025
OG0000728	Prbc.g_01930	Syah.g_02023
OG0000729	Prbc.g_00201	Syah.g_00263
OG0000730	Prbc.g_01244	Syah.g_00855
OG0000731	Prbc.g_01252	Syah.g_00867
OG0000732	Prbc.g_00987	Syah.g_00319
OG0000733	Prbc.g_00897	Syah.g_00473
OG0000734	Prbc.g_01462	Syah.g_02545
OG0000735	Prbc.g_01460	Syah.g_02178
OG0000736	Prbc.g_01459	Syah.g_02177
OG0000737	Prbc.g_01458	Syah.g_02176
OG0000738	Prbc.g_01454	Syah.g_02170
OG0000739	Prbc.g_01453	Syah.g_02165
OG0000740	Prbc.g_01452	Syah.g_02164
OG0000741	Prbc.g_01450	Syah.g_02161
OG0000742	Prbc.g_01447	Syah.g_02159
OG0000743	Prbc.g_01445	Syah.g_02157
OG0000744	Prbc.g_01444	Syah.g_02156
OG0000745	Prbc.g_01442	Syah.g_02154
OG0000746	Prbc.g_01440	Syah.g_02151
OG0000747	Prbc.g_01439	Syah.g_02150
OG0000748	Prbc.g_01435	Syah.g_02140
OG0000749	Prbc.g_01434	Syah.g_02138
OG0000750	Prbc.g_01433	Syah.g_02137
OG0000751	Prbc.g_01430	Syah.g_02130
OG0000752	Prbc.g_01428	Syah.g_02128
OG0000753	Prbc.g_01426	Syah.g_02125
OG0000754	Prbc.g_01422	Syah.g_01431
OG0000755	Prbc.g_01418	Syah.g_01423
OG0000756	Prbc.g_01417	Syah.g_01422
OG0000757	Prbc.g_01410	Syah.g_01415
OG0000758	Prbc.g_01409	Syah.g_01414
OG0000759	Prbc.g_01408	Syah.g_01413
OG0000760	Prbc.g_01407	Syah.g_01412
OG0000761	Prbc.g_01406	Syah.g_01411
OG0000762	Prbc.g_01405	Syah.g_01409
OG0000763	Prbc.g_01403	Syah.g_01407
OG0000764	Prbc.g_01402	Syah.g_01406
OG0000765	Prbc.g_01394	Syah.g_01392
OG0000766	Prbc.g_01393	Syah.g_01391
OG0000767	Prbc.g_01392	Syah.g_01389
OG0000768	Prbc.g_01391	Syah.g_01388
OG0000769	Prbc.g_01389	Syah.g_01386
OG0000770	Prbc.g_01388	Syah.g_01383
OG0000771	Prbc.g_02103	Syah.g_02042
OG0000772	Prbc.g_01320	Syah.g_01351
OG0000773	Prbc.g_00557	Syah.g_02187
OG0000774	Prbc.g_00560	Syah.g_02191
OG0000775	Prbc.g_00561	Syah.g_02193
OG0000776	Prbc.g_00562	Syah.g_02194
OG0000777	Prbc.g_00563	Syah.g_02195
OG0000778	Prbc.g_00564	Syah.g_02196
OG0000779	Prbc.g_00568	Syah.g_02201
OG0000780	Prbc.g_00569	Syah.g_02205
OG0000781	Prbc.g_00571	Syah.g_02209
OG0000782	Prbc.g_00572	Syah.g_02210
OG0000783	Prbc.g_00573	Syah.g_02211
OG0000784	Prbc.g_00574	Syah.g_02212
OG0000785	Prbc.g_00576	Syah.g_02214
OG0000786	Prbc.g_00579	Syah.g_01171
OG0000787	Prbc.g_00580	Syah.g_01170
OG0000788	Prbc.g_01820	Syah.g_01922
OG0000789	Prbc.g_02100	Syah.g_01556
OG0000790	Prbc.g_00662	Syah.g_00981
OG0000791	Prbc.g_00664	Syah.g_00980
OG0000792	Prbc.g_00665	Syah.g_00979
OG0000793	Prbc.g_00668	Syah.g_00974
OG0000794	Prbc.g_00669	Syah.g_00973
OG0000795	Prbc.g_00670	Syah.g_00972
OG0000796	Prbc.g_00674	Syah.g_00968
OG0000797	Prbc.g_00675	Syah.g_00967
OG0000799	Prbc.g_00690	Syah.g_01326
OG0000800	Prbc.g_00691	Syah.g_01325
OG0000801	Prbc.g_00692	Syah.g_01324
OG0000802	Prbc.g_00694	Syah.g_01320
OG0000803	Prbc.g_00696	Syah.g_01315
OG0000804	Prbc.g_00697	Syah.g_01312
OG0000805	Prbc.g_00699	Syah.g_01303
OG0000806	Prbc.g_00701	Syah.g_01301
OG0000807	Prbc.g_00702	Syah.g_01299
OG0000808	Prbc.g_00703	Syah.g_01298
OG0000809	Prbc.g_00707	Syah.g_01295
OG0000810	Prbc.g_00708	Syah.g_01294
OG0000811	Prbc.g_00712	Syah.g_01286
OG0000812	Prbc.g_00714	Syah.g_01284
OG0000813	Prbc.g_00715	Syah.g_01283
OG0000814	Prbc.g_00717	Syah.g_01281
OG0000815	Prbc.g_00718	Syah.g_01280
OG0000816	Prbc.g_00720	Syah.g_01279
OG0000817	Prbc.g_00721	Syah.g_01278
OG0000818	Prbc.g_00725	Syah.g_01272
OG0000819	Prbc.g_00726	Syah.g_01271
OG0000820	Prbc.g_00727	Syah.g_01270
OG0000821	Prbc.g_00730	Syah.g_01265
OG0000822	Prbc.g_00731	Syah.g_01263
OG0000823	Prbc.g_00732	Syah.g_01262
OG0000824	Prbc.g_00735	Syah.g_01258
OG0000825	Prbc.g_00736	Syah.g_01257
OG0000826	Prbc.g_00737	Syah.g_01256
OG0000827	Prbc.g_00738	Syah.g_01254
OG0000828	Prbc.g_00741	Syah.g_01251
OG0000829	Prbc.g_00742	Syah.g_01250
OG0000830	Prbc.g_00743	Syah.g_01249
OG0000831	Prbc.g_00745	Syah.g_01247
OG0000832	Prbc.g_00755	Syah.g_02311
OG0000833	Prbc.g_00763	Syah.g_02322
OG0000834	Prbc.g_00764	Syah.g_02324
OG0000835	Prbc.g_00765	Syah.g_02325
OG0000836	Prbc.g_00766	Syah.g_02329
OG0000837	Prbc.g_00767	Syah.g_02330
OG0000838	Prbc.g_00769	Syah.g_02334
OG0000839	Prbc.g_00770	Syah.g_02335
OG0000840	Prbc.g_00771	Syah.g_02336
OG0000841	Prbc.g_00772	Syah.g_02337
OG0000842	Prbc.g_00773	Syah.g_02338
OG0000843	Prbc.g_00774	Syah.g_02339
OG0000844	Prbc.g_00775	Syah.g_02341
OG0000845	Prbc.g_00776	Syah.g_02342
OG0000846	Prbc.g_00777	Syah.g_02343
OG0000847	Prbc.g_00778	Syah.g_02344
OG0000848	Prbc.g_00779	Syah.g_02346
OG0000849	Prbc.g_00780	Syah.g_02347
OG0000850	Prbc.g_00782	Syah.g_02349
OG0000851	Prbc.g_00783	Syah.g_02359
OG0000852	Prbc.g_00784	Syah.g_02360
OG0000853	Prbc.g_00789	Syah.g_02364
OG0000854	Prbc.g_00791	Syah.g_02366
OG0000855	Prbc.g_00792	Syah.g_02367
OG0000856	Prbc.g_00677	Syah.g_01951
OG0000857	Prbc.g_01874	Syah.g_01761
OG0000858	Prbc.g_00827	Syah.g_02373
OG0000859	Prbc.g_00828	Syah.g_02374
OG0000860	Prbc.g_00834	Syah.g_02386
OG0000861	Prbc.g_00835	Syah.g_02387
OG0000862	Prbc.g_00836	Syah.g_02389
OG0000863	Prbc.g_00837	Syah.g_02391
OG0000864	Prbc.g_00838	Syah.g_02392
OG0000865	Prbc.g_00839	Syah.g_02396
OG0000866	Prbc.g_00840	Syah.g_02397
OG0000867	Prbc.g_00841	Syah.g_02398
OG0000868	Prbc.g_00842	Syah.g_02401
OG0000869	Prbc.g_00845	Syah.g_02406
OG0000870	Prbc.g_00850	Syah.g_02411
OG0000871	Prbc.g_00851	Syah.g_02412
OG0000872	Prbc.g_00852	Syah.g_02421
OG0000873	Prbc.g_00855	Syah.g_02424
OG0000874	Prbc.g_00858	Syah.g_02420
OG0000875	Prbc.g_00860	Syah.g_02426
OG0000876	Prbc.g_00861	Syah.g_02250
OG0000877	Prbc.g_00863	Syah.g_02254
OG0000878	Prbc.g_00864	Syah.g_02255
OG0000879	Prbc.g_00865	Syah.g_02256
OG0000880	Prbc.g_00866	Syah.g_02257
OG0000881	Prbc.g_00869	Syah.g_02262
OG0000882	Prbc.g_00874	Syah.g_02267
OG0000883	Prbc.g_00876	Syah.g_02270
OG0000884	Prbc.g_00878	Syah.g_02272
OG0000885	Prbc.g_00879	Syah.g_02273
OG0000886	Prbc.g_00880	Syah.g_02274
OG0000887	Prbc.g_00881	Syah.g_02275
OG0000888	Prbc.g_00883	Syah.g_02277
OG0000889	Prbc.g_00885	Syah.g_02279
OG0000890	Prbc.g_00886	Syah.g_02284
OG0000891	Prbc.g_00887	Syah.g_02285
OG0000892	Prbc.g_00889	Syah.g_02288
OG0000893	Prbc.g_00933	Syah.g_00684
OG0000894	Prbc.g_00936	Syah.g_00690
OG0000895	Prbc.g_00939	Syah.g_00694
OG0000896	Prbc.g_00940	Syah.g_00695
OG0000897	Prbc.g_00942	Syah.g_00697
OG0000898	Prbc.g_00943	Syah.g_00698
OG0000899	Prbc.g_00944	Syah.g_00699
OG0000900	Prbc.g_00945	Syah.g_00700
OG0000901	Prbc.g_00948	Syah.g_00705
OG0000902	Prbc.g_00950	Syah.g_00707
OG0000903	Prbc.g_00960	Syah.g_00739
OG0000904	Prbc.g_00955	Syah.g_00734
OG0000905	Prbc.g_00952	Syah.g_00731
OG0000906	Prbc.g_00951	Syah.g_00729
OG0000907	Prbc.g_00327	Syah.g_00741
OG0000908	Prbc.g_00324	Syah.g_00744
OG0000909	Prbc.g_00323	Syah.g_00745
OG0000910	Prbc.g_00322	Syah.g_00746
OG0000911	Prbc.g_00320	Syah.g_00748
OG0000912	Prbc.g_00319	Syah.g_00749
OG0000913	Prbc.g_00318	Syah.g_00750
OG0000914	Prbc.g_00317	Syah.g_00751
OG0000915	Prbc.g_00316	Syah.g_00752
OG0000916	Prbc.g_00315	Syah.g_00753
OG0000917	Prbc.g_00314	Syah.g_00754
OG0000918	Prbc.g_00313	Syah.g_00755
OG0000919	Prbc.g_00312	Syah.g_00756
OG0000920	Prbc.g_00311	Syah.g_00757
OG0000921	Prbc.g_00310	Syah.g_00758
OG0000922	Prbc.g_00309	Syah.g_00759
OG0000923	Prbc.g_00305	Syah.g_00763
OG0000924	Prbc.g_00304	Syah.g_00764
OG0000925	Prbc.g_00303	Syah.g_00765
OG0000926	Prbc.g_00302	Syah.g_00766
OG0000927	Prbc.g_00300	Syah.g_00768
OG0000928	Prbc.g_00299	Syah.g_00769
OG0000929	Prbc.g_00298	Syah.g_00770
OG0000930	Prbc.g_00297	Syah.g_00771
OG0000931	Prbc.g_00296	Syah.g_00772
OG0000932	Prbc.g_00295	Syah.g_00773
OG0000933	Prbc.g_00291	Syah.g_00778
OG0000934	Prbc.g_00289	Syah.g_00780
OG0000935	Prbc.g_00288	Syah.g_00781
OG0000936	Prbc.g_00287	Syah.g_00782
OG0000937	Prbc.g_00286	Syah.g_00783
OG0000938	Prbc.g_00283	Syah.g_00787
OG0000939	Prbc.g_00282	Syah.g_00788
OG0000940	Prbc.g_00275	Syah.g_00795
OG0000941	Prbc.g_00273	Syah.g_00797
OG0000942	Prbc.g_00271	Syah.g_00799
OG0000943	Prbc.g_00270	Syah.g_00800
OG0000944	Prbc.g_00268	Syah.g_00802
OG0000945	Prbc.g_00267	Syah.g_00804
OG0000946	Prbc.g_00248	Syah.g_00809
OG0000947	Prbc.g_00246	Syah.g_00812
OG0000948	Prbc.g_00245	Syah.g_00813
OG0000949	Prbc.g_00242	Syah.g_00173
OG0000950	Prbc.g_00237	Syah.g_00184
OG0000951	Prbc.g_00233	Syah.g_00190
OG0000952	Prbc.g_00229	Syah.g_00202
OG0000953	Prbc.g_00225	Syah.g_00207
OG0000954	Prbc.g_00221	Syah.g_00233
OG0000955	Prbc.g_00220	Syah.g_00234
OG0000956	Prbc.g_00218	Syah.g_00236
OG0000957	Prbc.g_00213	Syah.g_00248
OG0000958	Prbc.g_00212	Syah.g_00249
OG0000959	Prbc.g_00208	Syah.g_00253
OG0000960	Prbc.g_00207	Syah.g_00254
OG0000961	Prbc.g_00204	Syah.g_00259
OG0000962	Prbc.g_00202	Syah.g_00262
OG0000963	Prbc.g_00197	Syah.g_00267
OG0000964	Prbc.g_00196	Syah.g_00268
OG0000965	Prbc.g_00195	Syah.g_00269
OG0000966	Prbc.g_00965	Syah.g_00288
OG0000967	Prbc.g_00969	Syah.g_00300
OG0000968	Prbc.g_00971	Syah.g_00295
OG0000969	Prbc.g_00972	Syah.g_00297
OG0000970	Prbc.g_00973	Syah.g_00298
OG0000971	Prbc.g_00974	Syah.g_00303
OG0000972	Prbc.g_00975	Syah.g_00304
OG0000973	Prbc.g_00976	Syah.g_00305
OG0000974	Prbc.g_00977	Syah.g_00306
OG0000975	Prbc.g_00978	Syah.g_00307
OG0000976	Prbc.g_00979	Syah.g_00308
OG0000977	Prbc.g_00980	Syah.g_00310
OG0000978	Prbc.g_00981	Syah.g_00312
OG0000979	Prbc.g_00984	Syah.g_00315
OG0000980	Prbc.g_00986	Syah.g_00318
OG0000981	Prbc.g_00989	Syah.g_00321
OG0000982	Prbc.g_00991	Syah.g_00511
OG0000983	Prbc.g_00992	Syah.g_00510
OG0000984	Prbc.g_00993	Syah.g_00509
OG0000985	Prbc.g_00996	Syah.g_00505
OG0000986	Prbc.g_00998	Syah.g_00496
OG0000987	Prbc.g_00999	Syah.g_00494
OG0000988	Prbc.g_01002	Syah.g_00489
OG0000989	Prbc.g_01006	Syah.g_00481
OG0000990	Prbc.g_01011	Syah.g_00466
OG0000991	Prbc.g_01012	Syah.g_00462
OG0000992	Prbc.g_01015	Syah.g_00460
OG0000993	Prbc.g_01016	Syah.g_00459
OG0000994	Prbc.g_01017	Syah.g_00457
OG0000995	Prbc.g_01021	Syah.g_00452
OG0000996	Prbc.g_01022	Syah.g_00412
OG0000997	Prbc.g_01043	Syah.g_00403
OG0000998	Prbc.g_01045	Syah.g_00401
OG0000999	Prbc.g_01046	Syah.g_00400
OG0001000	Prbc.g_01049	Syah.g_00397
OG0001001	Prbc.g_01052	Syah.g_00392
OG0001002	Prbc.g_01057	Syah.g_00386
OG0001003	Prbc.g_01060	Syah.g_00384
OG0001004	Prbc.g_01061	Syah.g_00383
OG0001005	Prbc.g_01062	Syah.g_00382
OG0001006	Prbc.g_01067	Syah.g_00375
OG0001007	Prbc.g_01069	Syah.g_00373
OG0001008	Prbc.g_01498	Syah.g_02235
OG0001009	Prbc.g_01097	Syah.g_00344
OG0001010	Prbc.g_01098	Syah.g_00343
OG0001011	Prbc.g_01099	Syah.g_00342
OG0001012	Prbc.g_01121	Syah.g_00514
OG0001013	Prbc.g_01126	Syah.g_00527
OG0001014	Prbc.g_01129	Syah.g_00531
OG0001015	Prbc.g_01130	Syah.g_00532
OG0001016	Prbc.g_00500	Syah.g_02487
OG0001017	Prbc.g_00496	Syah.g_02493
OG0001018	Prbc.g_00493	Syah.g_02495
OG0001019	Prbc.g_00484	Syah.g_02512
OG0001020	Prbc.g_00483	Syah.g_02517
OG0001021	Prbc.g_00482	Syah.g_02521
OG0001022	Prbc.g_00479	Syah.g_02524
OG0001023	Prbc.g_00478	Syah.g_02525
OG0001024	Prbc.g_00475	Syah.g_02529
OG0001025	Prbc.g_00468	Syah.g_02534
OG0001026	Prbc.g_00460	Syah.g_02547
OG0001027	Prbc.g_00459	Syah.g_00001
OG0001028	Prbc.g_00457	Syah.g_00003
OG0001029	Prbc.g_00455	Syah.g_00005
OG0001030	Prbc.g_00439	Syah.g_00025
OG0001031	Prbc.g_00385	Syah.g_00611
OG0001032	Prbc.g_00384	Syah.g_00609
OG0001033	Prbc.g_00364	Syah.g_00577
OG0001034	Prbc.g_00334	Syah.g_00908
OG0001035	Prbc.g_01150	Syah.g_00660
OG0001036	Prbc.g_01154	Syah.g_00655
OG0001037	Prbc.g_01155	Syah.g_00653
OG0001038	Prbc.g_01171	Syah.g_00626
OG0001039	Prbc.g_01173	Syah.g_00623
OG0001040	Prbc.g_01176	Syah.g_00090
OG0001042	Prbc.g_01196	Syah.g_00122
OG0001043	Prbc.g_01197	Syah.g_00126
OG0001044	Prbc.g_01245	Syah.g_00857
OG0001045	Prbc.g_01254	Syah.g_00870
OG0001046	Prbc.g_02168	Syah.g_01647
OG0001047	Prbc.g_01500	Syah.g_02233
OG0001048	Prbc.g_01501	Syah.g_02232
OG0001049	Prbc.g_01503	Syah.g_02225
OG0001050	Prbc.g_01504	Syah.g_02224
OG0001051	Prbc.g_01505	Syah.g_02223
OG0001052	Prbc.g_01531	Syah.g_01217
OG0001053	Prbc.g_01543	Syah.g_01000
OG0001054	Prbc.g_01557	Syah.g_01017
OG0001055	Prbc.g_01597	Syah.g_01037
OG0001056	Prbc.g_01615	Syah.g_01069
OG0001057	Prbc.g_01620	Syah.g_01075
OG0001058	Prbc.g_01629	Syah.g_01091
OG0001059	Prbc.g_01633	Syah.g_01095
OG0001060	Prbc.g_01640	Syah.g_01102
OG0001061	Prbc.g_01653	Syah.g_01123
OG0001062	Prbc.g_01655	Syah.g_01125
OG0001063	Prbc.g_01656	Syah.g_01129
OG0001064	Prbc.g_01657	Syah.g_01130
OG0001065	Prbc.g_01658	Syah.g_01131
OG0001066	Prbc.g_01659	Syah.g_01132
OG0001067	Prbc.g_01660	Syah.g_01133
OG0001068	Prbc.g_01661	Syah.g_01134
OG0001069	Prbc.g_01662	Syah.g_01135
OG0001070	Prbc.g_01664	Syah.g_01138
OG0001071	Prbc.g_01665	Syah.g_01139
OG0001072	Prbc.g_01666	Syah.g_01144
OG0001074	Prbc.g_01692	Syah.g_01970
OG0001075	Prbc.g_01693	Syah.g_01969
OG0001076	Prbc.g_01700	Syah.g_01959
OG0001077	Prbc.g_01705	Syah.g_01948
OG0001078	Prbc.g_01713	Syah.g_01934
OG0001079	Prbc.g_01724	Syah.g_01921
OG0001080	Prbc.g_01730	Syah.g_01538
OG0001081	Prbc.g_01732	Syah.g_01487
OG0001082	Prbc.g_01733	Syah.g_01488
OG0001083	Prbc.g_01738	Syah.g_01495
OG0001084	Prbc.g_01739	Syah.g_01496
OG0001085	Prbc.g_01749	Syah.g_01506
OG0001086	Prbc.g_01750	Syah.g_01508
OG0001087	Prbc.g_01770	Syah.g_01992
OG0001088	Prbc.g_01771	Syah.g_01995
OG0001089	Prbc.g_01779	Syah.g_02019
OG0001090	Prbc.g_01788	Syah.g_01728
OG0001091	Prbc.g_01790	Syah.g_01726
OG0001092	Prbc.g_01791	Syah.g_01724
OG0001093	Prbc.g_01796	Syah.g_01718
OG0001094	Prbc.g_01852	Syah.g_01785
OG0001095	Prbc.g_01871	Syah.g_01764
OG0001096	Prbc.g_01886	Syah.g_01748
OG0001097	Prbc.g_01906	Syah.g_02094
OG0001098	Prbc.g_01923	Syah.g_01542
OG0001099	Prbc.g_01962	Syah.g_00004
OG0001100	Prbc.g_01969	Syah.g_01522
OG0001101	Prbc.g_01971	Syah.g_01523
OG0001102	Prbc.g_01974	Syah.g_01526
OG0001103	Prbc.g_01976	Syah.g_01528
OG0001104	Prbc.g_01838	Syah.g_01801
OG0001105	Prbc.g_01842	Syah.g_01797
OG0001106	Prbc.g_02024	Syah.g_01609
OG0001107	Prbc.g_02034	Syah.g_01620
OG0001108	Prbc.g_02038	Syah.g_01628
OG0001109	Prbc.g_02039	Syah.g_01630
OG0001110	Prbc.g_02041	Syah.g_01632
OG0001111	Prbc.g_02042	Syah.g_01634
OG0001112	Prbc.g_02043	Syah.g_01636
OG0001113	Prbc.g_02044	Syah.g_01637
OG0001114	Prbc.g_02045	Syah.g_01638
