Orthogroup	Prbc	Prbj
OG0000534	Prbc.g_01548	Prbj.g_01619
OG0000535	Prbc.g_01549	Prbj.g_01618
OG0000536	Prbc.g_01550	Prbj.g_01617
OG0000537	Prbc.g_01551	Prbj.g_01616
OG0000538	Prbc.g_01580	Prbj.g_01605
OG0000539	Prbc.g_01581	Prbj.g_02088
OG0000540	Prbc.g_01582	Prbj.g_02089
OG0000541	Prbc.g_01583	Prbj.g_02090
OG0000542	Prbc.g_01585	Prbj.g_02093
OG0000543	Prbc.g_01587	Prbj.g_02095
OG0000544	Prbc.g_01588	Prbj.g_02096
OG0000545	Prbc.g_01590	Prbj.g_02097
OG0000546	Prbc.g_01593	Prbj.g_02099
OG0000547	Prbc.g_01595	Prbj.g_02101
OG0000548	Prbc.g_01596	Prbj.g_02102
OG0000549	Prbc.g_01599	Prbj.g_02108
OG0000550	Prbc.g_01603	Prbj.g_02113
OG0000551	Prbc.g_01606	Prbj.g_02117
OG0000552	Prbc.g_01607	Prbj.g_02118
OG0000553	Prbc.g_01608	Prbj.g_02123
OG0000554	Prbc.g_01613	Prbj.g_02128
OG0000555	Prbc.g_01621	Prbj.g_02146
OG0000556	Prbc.g_01623	Prbj.g_02666
OG0000557	Prbc.g_01624	Prbj.g_01858
OG0000558	Prbc.g_01627	Prbj.g_01861
OG0000559	Prbc.g_01631	Prbj.g_01865
OG0000560	Prbc.g_01634	Prbj.g_01868
OG0000561	Prbc.g_01635	Prbj.g_01869
OG0000562	Prbc.g_01636	Prbj.g_01870
OG0000563	Prbc.g_01637	Prbj.g_01871
OG0000564	Prbc.g_01638	Prbj.g_01872
OG0000565	Prbc.g_01641	Prbj.g_01875
OG0000566	Prbc.g_01643	Prbj.g_01879
OG0000567	Prbc.g_01647	Prbj.g_01883
OG0000568	Prbc.g_01648	Prbj.g_01885
OG0000569	Prbc.g_01649	Prbj.g_01807
OG0000570	Prbc.g_01650	Prbj.g_01806
OG0000571	Prbc.g_01652	Prbj.g_01803
OG0000572	Prbc.g_01663	Prbj.g_01787
OG0000573	Prbc.g_01668	Prbj.g_01780
OG0000574	Prbc.g_01670	Prbj.g_01779
OG0000575	Prbc.g_01673	Prbj.g_01770
OG0000576	Prbc.g_01675	Prbj.g_01768
OG0000577	Prbc.g_01676	Prbj.g_01767
OG0000578	Prbc.g_01677	Prbj.g_01766
OG0000579	Prbc.g_01678	Prbj.g_01765
OG0000580	Prbc.g_01679	Prbj.g_01764
OG0000581	Prbc.g_01682	Prbj.g_01760
OG0000582	Prbc.g_01685	Prbj.g_01756
OG0000583	Prbc.g_01686	Prbj.g_01755
OG0000584	Prbc.g_01687	Prbj.g_01754
OG0000585	Prbc.g_01689	Prbj.g_01752
OG0000586	Prbc.g_01690	Prbj.g_01750
OG0000587	Prbc.g_01691	Prbj.g_01748
OG0000588	Prbc.g_01695	Prbj.g_02547
OG0000589	Prbc.g_01698	Prbj.g_02550
OG0000590	Prbc.g_01699	Prbj.g_02551
OG0000591	Prbc.g_01702	Prbj.g_02558
OG0000592	Prbc.g_01703	Prbj.g_02559
OG0000593	Prbc.g_01709	Prbj.g_02569
OG0000594	Prbc.g_01710	Prbj.g_02570
OG0000595	Prbc.g_01711	Prbj.g_02571
OG0000596	Prbc.g_01715	Prbj.g_02576
OG0000597	Prbc.g_01717	Prbj.g_02579
OG0000598	Prbc.g_01718	Prbj.g_02580
OG0000599	Prbc.g_01721	Prbj.g_02590
OG0000600	Prbc.g_01722	Prbj.g_02591
OG0000601	Prbc.g_01723	Prbj.g_02592
OG0000602	Prbc.g_01725	Prbj.g_02596
OG0000603	Prbc.g_01726	Prbj.g_02597
OG0000604	Prbc.g_01727	Prbj.g_02598
OG0000605	Prbc.g_01728	Prbj.g_00792
OG0000606	Prbc.g_01731	Prbj.g_00803
OG0000607	Prbc.g_01734	Prbj.g_00806
OG0000608	Prbc.g_01735	Prbj.g_00807
OG0000609	Prbc.g_01736	Prbj.g_00809
OG0000610	Prbc.g_01742	Prbj.g_00818
OG0000611	Prbc.g_01745	Prbj.g_00821
OG0000612	Prbc.g_01746	Prbj.g_00822
OG0000613	Prbc.g_01752	Prbj.g_01466
OG0000614	Prbc.g_01775	Prbj.g_00946
OG0000615	Prbc.g_01782	Prbj.g_02373
OG0000616	Prbc.g_01055	Prbj.g_02057
OG0000617	Prbc.g_01793	Prbj.g_02184
OG0000618	Prbc.g_01794	Prbj.g_02185
OG0000619	Prbc.g_01795	Prbj.g_02186
OG0000620	Prbc.g_01798	Prbj.g_02190
OG0000621	Prbc.g_01799	Prbj.g_02191
OG0000622	Prbc.g_01800	Prbj.g_02192
OG0000623	Prbc.g_01801	Prbj.g_02193
OG0000624	Prbc.g_01803	Prbj.g_02194
OG0000625	Prbc.g_01804	Prbj.g_02195
OG0000626	Prbc.g_01805	Prbj.g_02196
OG0000627	Prbc.g_01807	Prbj.g_02320
OG0000628	Prbc.g_01808	Prbj.g_02319
OG0000629	Prbc.g_01809	Prbj.g_02316
OG0000630	Prbc.g_01812	Prbj.g_02312
OG0000631	Prbc.g_02007	Prbj.g_02306
OG0000632	Prbc.g_02008	Prbj.g_02305
OG0000633	Prbc.g_02009	Prbj.g_02304
OG0000634	Prbc.g_01854	Prbj.g_02408
OG0000635	Prbc.g_01855	Prbj.g_02409
OG0000636	Prbc.g_01857	Prbj.g_02411
OG0000637	Prbc.g_01859	Prbj.g_02413
OG0000638	Prbc.g_01860	Prbj.g_02414
OG0000639	Prbc.g_01861	Prbj.g_02415
OG0000640	Prbc.g_01862	Prbj.g_02416
OG0000641	Prbc.g_01866	Prbj.g_02420
OG0000642	Prbc.g_01867	Prbj.g_02421
OG0000643	Prbc.g_01868	Prbj.g_02422
OG0000644	Prbc.g_01869	Prbj.g_02423
OG0000645	Prbc.g_01870	Prbj.g_02424
OG0000646	Prbc.g_01873	Prbj.g_02427
OG0000647	Prbc.g_01875	Prbj.g_02430
OG0000648	Prbc.g_01877	Prbj.g_02432
OG0000649	Prbc.g_01878	Prbj.g_02433
OG0000650	Prbc.g_01879	Prbj.g_02434
OG0000651	Prbc.g_01880	Prbj.g_02435
OG0000652	Prbc.g_01881	Prbj.g_02436
OG0000653	Prbc.g_01883	Prbj.g_02438
OG0000654	Prbc.g_01884	Prbj.g_02439
OG0000655	Prbc.g_01885	Prbj.g_02440
OG0000656	Prbc.g_01888	Prbj.g_02443
OG0000657	Prbc.g_01895	Prbj.g_02476
OG0000658	Prbc.g_01897	Prbj.g_02478
OG0000659	Prbc.g_01898	Prbj.g_02479
OG0000660	Prbc.g_01903	Prbj.g_02483
OG0000661	Prbc.g_01905	Prbj.g_02485
OG0000662	Prbc.g_01907	Prbj.g_02487
OG0000663	Prbc.g_01909	Prbj.g_02490
OG0000664	Prbc.g_01910	Prbj.g_02491
OG0000665	Prbc.g_01914	Prbj.g_02504
OG0000666	Prbc.g_01915	Prbj.g_02507
OG0000667	Prbc.g_01919	Prbj.g_02514
OG0000668	Prbc.g_01959	Prbj.g_02215
OG0000669	Prbc.g_01967	Prbj.g_02523
OG0000670	Prbc.g_01970	Prbj.g_00044
OG0000671	Prbc.g_01972	Prbj.g_02335
OG0000672	Prbc.g_01975	Prbj.g_02338
OG0000673	Prbc.g_01978	Prbj.g_02341
OG0000674	Prbc.g_01980	Prbj.g_02343
OG0000675	Prbc.g_01981	Prbj.g_02344
OG0000676	Prbc.g_01983	Prbj.g_02352
OG0000677	Prbc.g_01984	Prbj.g_02354
OG0000678	Prbc.g_01987	Prbj.g_02359
OG0000679	Prbc.g_01991	Prbj.g_02379
OG0000680	Prbc.g_01992	Prbj.g_02380
OG0000681	Prbc.g_01995	Prbj.g_02382
OG0000682	Prbc.g_01996	Prbj.g_02383
OG0000683	Prbc.g_01997	Prbj.g_02384
OG0000684	Prbc.g_01837	Prbj.g_02397
OG0000685	Prbc.g_01839	Prbj.g_02395
OG0000686	Prbc.g_01840	Prbj.g_02394
OG0000687	Prbc.g_01841	Prbj.g_02393
OG0000688	Prbc.g_01844	Prbj.g_02399
OG0000689	Prbc.g_01845	Prbj.g_02400
OG0000690	Prbc.g_01846	Prbj.g_02401
OG0000691	Prbc.g_01847	Prbj.g_02402
OG0000692	Prbc.g_01849	Prbj.g_02403
OG0000693	Prbc.g_01850	Prbj.g_02404
OG0000694	Prbc.g_01851	Prbj.g_02405
OG0000695	Prbc.g_02011	Prbj.g_02302
OG0000696	Prbc.g_02012	Prbj.g_02301
OG0000697	Prbc.g_02013	Prbj.g_02299
OG0000698	Prbc.g_02016	Prbj.g_02296
OG0000699	Prbc.g_02017	Prbj.g_02294
OG0000700	Prbc.g_02018	Prbj.g_02293
OG0000701	Prbc.g_02019	Prbj.g_02292
OG0000702	Prbc.g_02021	Prbj.g_02284
OG0000703	Prbc.g_02022	Prbj.g_02283
OG0000704	Prbc.g_02023	Prbj.g_02281
OG0000705	Prbc.g_02029	Prbj.g_02275
OG0000706	Prbc.g_02030	Prbj.g_02274
OG0000707	Prbc.g_02031	Prbj.g_02273
OG0000708	Prbc.g_02033	Prbj.g_02271
OG0000709	Prbc.g_02037	Prbj.g_02264
OG0000710	Prbc.g_02040	Prbj.g_02260
OG0000711	Prbc.g_02055	Prbj.g_02237
OG0000712	Prbc.g_02057	Prbj.g_02236
OG0000713	Prbc.g_02058	Prbj.g_02235
OG0000714	Prbc.g_02059	Prbj.g_02231
OG0000715	Prbc.g_02061	Prbj.g_02229
OG0000716	Prbc.g_02062	Prbj.g_02225
OG0000717	Prbc.g_02063	Prbj.g_02224
OG0000718	Prbc.g_02079	Prbj.g_02219
OG0000719	Prbc.g_02080	Prbj.g_02217
OG0000720	Prbc.g_02091	Prbj.g_02204
OG0000721	Prbc.g_02092	Prbj.g_02203
OG0000722	Prbc.g_02093	Prbj.g_02202
OG0000723	Prbc.g_02097	Prbj.g_02198
OG0000724	Prbc.g_02108	Prbj.g_01843
OG0000725	Prbc.g_01934	Prbj.g_01836
OG0000726	Prbc.g_01933	Prbj.g_01835
OG0000727	Prbc.g_01932	Prbj.g_01834
OG0000728	Prbc.g_01930	Prbj.g_01833
OG0000729	Prbc.g_00201	Prbj.g_01289
OG0000730	Prbc.g_01244	Prbj.g_00343
OG0000731	Prbc.g_01252	Prbj.g_00333
OG0000732	Prbc.g_00987	Prbj.g_01220
OG0000733	Prbc.g_00897	Prbj.g_01997
OG0000734	Prbc.g_01462	Prbj.g_00627
OG0000735	Prbc.g_01460	Prbj.g_00953
OG0000736	Prbc.g_01459	Prbj.g_00954
OG0000737	Prbc.g_01458	Prbj.g_00955
OG0000738	Prbc.g_01454	Prbj.g_00962
OG0000739	Prbc.g_01453	Prbj.g_00964
OG0000740	Prbc.g_01452	Prbj.g_00965
OG0000741	Prbc.g_01450	Prbj.g_00968
OG0000742	Prbc.g_01447	Prbj.g_00970
OG0000743	Prbc.g_01445	Prbj.g_00972
OG0000744	Prbc.g_01444	Prbj.g_00973
OG0000745	Prbc.g_01442	Prbj.g_00846
OG0000746	Prbc.g_01440	Prbj.g_00844
OG0000747	Prbc.g_01439	Prbj.g_00843
OG0000748	Prbc.g_01435	Prbj.g_00831
OG0000749	Prbc.g_01434	Prbj.g_00830
OG0000750	Prbc.g_01433	Prbj.g_00829
OG0000751	Prbc.g_01430	Prbj.g_00305
OG0000752	Prbc.g_01428	Prbj.g_00308
OG0000753	Prbc.g_01426	Prbj.g_00311
OG0000754	Prbc.g_01422	Prbj.g_01910
OG0000755	Prbc.g_01418	Prbj.g_00002
OG0000756	Prbc.g_01417	Prbj.g_00003
OG0000757	Prbc.g_01410	Prbj.g_00010
OG0000758	Prbc.g_01409	Prbj.g_00011
OG0000759	Prbc.g_01408	Prbj.g_00012
OG0000760	Prbc.g_01407	Prbj.g_00013
OG0000761	Prbc.g_01406	Prbj.g_00014
OG0000762	Prbc.g_01405	Prbj.g_01908
OG0000763	Prbc.g_01403	Prbj.g_01906
OG0000764	Prbc.g_01402	Prbj.g_01905
OG0000765	Prbc.g_01394	Prbj.g_02163
OG0000766	Prbc.g_01393	Prbj.g_02164
OG0000767	Prbc.g_01392	Prbj.g_02166
OG0000768	Prbc.g_01391	Prbj.g_02167
OG0000769	Prbc.g_01389	Prbj.g_00313
OG0000770	Prbc.g_01388	Prbj.g_00019
OG0000771	Prbc.g_02103	Prbj.g_01848
OG0000772	Prbc.g_01320	Prbj.g_01679
OG0000773	Prbc.g_00557	Prbj.g_00161
OG0000774	Prbc.g_00560	Prbj.g_01719
OG0000775	Prbc.g_00561	Prbj.g_01721
OG0000776	Prbc.g_00562	Prbj.g_01722
OG0000777	Prbc.g_00563	Prbj.g_01723
OG0000778	Prbc.g_00564	Prbj.g_01724
OG0000779	Prbc.g_00568	Prbj.g_01729
OG0000780	Prbc.g_00569	Prbj.g_01732
OG0000781	Prbc.g_00571	Prbj.g_01736
OG0000782	Prbc.g_00572	Prbj.g_01737
OG0000783	Prbc.g_00573	Prbj.g_01738
OG0000784	Prbc.g_00574	Prbj.g_01739
OG0000785	Prbc.g_00576	Prbj.g_01741
OG0000786	Prbc.g_00579	Prbj.g_01744
OG0000787	Prbc.g_00580	Prbj.g_01745
OG0000788	Prbc.g_01820	Prbj.g_00094
OG0000789	Prbc.g_02100	Prbj.g_00687
OG0000790	Prbc.g_00662	Prbj.g_01643
OG0000791	Prbc.g_00664	Prbj.g_01645
OG0000792	Prbc.g_00665	Prbj.g_01646
OG0000793	Prbc.g_00668	Prbj.g_01650
OG0000794	Prbc.g_00669	Prbj.g_01651
OG0000795	Prbc.g_00670	Prbj.g_01652
OG0000796	Prbc.g_00674	Prbj.g_01656
OG0000797	Prbc.g_00675	Prbj.g_01657
OG0000799	Prbc.g_00690	Prbj.g_01304
OG0000800	Prbc.g_00691	Prbj.g_01303
OG0000801	Prbc.g_00692	Prbj.g_01302
OG0000802	Prbc.g_00694	Prbj.g_01293
OG0000803	Prbc.g_00696	Prbj.g_01041
OG0000804	Prbc.g_00697	Prbj.g_01043
OG0000805	Prbc.g_00699	Prbj.g_01045
OG0000806	Prbc.g_00701	Prbj.g_01047
OG0000807	Prbc.g_00702	Prbj.g_01049
OG0000808	Prbc.g_00703	Prbj.g_01050
OG0000809	Prbc.g_00707	Prbj.g_01054
OG0000810	Prbc.g_00708	Prbj.g_01055
OG0000811	Prbc.g_00712	Prbj.g_01067
OG0000812	Prbc.g_00714	Prbj.g_01069
OG0000813	Prbc.g_00715	Prbj.g_01070
OG0000814	Prbc.g_00717	Prbj.g_01072
OG0000815	Prbc.g_00718	Prbj.g_01073
OG0000816	Prbc.g_00720	Prbj.g_01075
OG0000817	Prbc.g_00721	Prbj.g_01076
OG0000818	Prbc.g_00725	Prbj.g_00631
OG0000819	Prbc.g_00726	Prbj.g_00632
OG0000820	Prbc.g_00727	Prbj.g_00633
OG0000821	Prbc.g_00730	Prbj.g_00640
OG0000822	Prbc.g_00731	Prbj.g_00642
OG0000823	Prbc.g_00732	Prbj.g_00643
OG0000824	Prbc.g_00735	Prbj.g_00647
OG0000825	Prbc.g_00736	Prbj.g_00648
OG0000826	Prbc.g_00737	Prbj.g_00649
OG0000827	Prbc.g_00738	Prbj.g_00650
OG0000828	Prbc.g_00741	Prbj.g_00653
OG0000829	Prbc.g_00742	Prbj.g_00654
OG0000830	Prbc.g_00743	Prbj.g_00655
OG0000831	Prbc.g_00745	Prbj.g_00657
OG0000832	Prbc.g_00755	Prbj.g_01684
OG0000833	Prbc.g_00763	Prbj.g_01692
OG0000834	Prbc.g_00764	Prbj.g_01693
OG0000835	Prbc.g_00765	Prbj.g_01694
OG0000836	Prbc.g_00766	Prbj.g_01696
OG0000837	Prbc.g_00767	Prbj.g_01697
OG0000838	Prbc.g_00769	Prbj.g_01700
OG0000839	Prbc.g_00770	Prbj.g_01701
OG0000840	Prbc.g_00771	Prbj.g_01702
OG0000841	Prbc.g_00772	Prbj.g_01703
OG0000842	Prbc.g_00773	Prbj.g_01704
OG0000843	Prbc.g_00774	Prbj.g_01705
OG0000844	Prbc.g_00775	Prbj.g_01707
OG0000845	Prbc.g_00776	Prbj.g_01708
OG0000846	Prbc.g_00777	Prbj.g_01709
OG0000847	Prbc.g_00778	Prbj.g_01710
OG0000848	Prbc.g_00779	Prbj.g_01711
OG0000849	Prbc.g_00780	Prbj.g_01712
OG0000850	Prbc.g_00782	Prbj.g_01713
OG0000851	Prbc.g_00783	Prbj.g_00888
OG0000852	Prbc.g_00784	Prbj.g_00887
OG0000853	Prbc.g_00789	Prbj.g_00882
OG0000854	Prbc.g_00791	Prbj.g_00880
OG0000855	Prbc.g_00792	Prbj.g_00879
OG0000856	Prbc.g_00677	Prbj.g_02561
OG0000857	Prbc.g_01874	Prbj.g_02429
OG0000858	Prbc.g_00827	Prbj.g_00868
OG0000859	Prbc.g_00828	Prbj.g_00867
OG0000860	Prbc.g_00834	Prbj.g_00855
OG0000861	Prbc.g_00835	Prbj.g_00854
OG0000862	Prbc.g_00836	Prbj.g_00852
OG0000863	Prbc.g_00837	Prbj.g_00495
OG0000864	Prbc.g_00838	Prbj.g_00494
OG0000865	Prbc.g_00839	Prbj.g_00493
OG0000866	Prbc.g_00840	Prbj.g_00492
OG0000867	Prbc.g_00841	Prbj.g_00491
OG0000868	Prbc.g_00842	Prbj.g_00489
OG0000869	Prbc.g_00845	Prbj.g_00486
OG0000870	Prbc.g_00850	Prbj.g_00481
OG0000871	Prbc.g_00851	Prbj.g_00480
OG0000872	Prbc.g_00852	Prbj.g_00478
OG0000873	Prbc.g_00855	Prbj.g_00475
OG0000874	Prbc.g_00858	Prbj.g_00471
OG0000875	Prbc.g_00860	Prbj.g_00470
OG0000876	Prbc.g_00861	Prbj.g_00469
OG0000877	Prbc.g_00863	Prbj.g_00466
OG0000878	Prbc.g_00864	Prbj.g_00465
OG0000879	Prbc.g_00865	Prbj.g_00464
OG0000880	Prbc.g_00866	Prbj.g_00463
OG0000881	Prbc.g_00869	Prbj.g_00458
OG0000882	Prbc.g_00874	Prbj.g_00453
OG0000883	Prbc.g_00876	Prbj.g_00451
OG0000884	Prbc.g_00878	Prbj.g_00449
OG0000885	Prbc.g_00879	Prbj.g_00448
OG0000886	Prbc.g_00880	Prbj.g_00447
OG0000887	Prbc.g_00881	Prbj.g_00446
OG0000888	Prbc.g_00883	Prbj.g_00444
OG0000889	Prbc.g_00885	Prbj.g_00442
OG0000890	Prbc.g_00886	Prbj.g_00428
OG0000891	Prbc.g_00887	Prbj.g_00427
OG0000892	Prbc.g_00889	Prbj.g_00425
OG0000893	Prbc.g_00933	Prbj.g_02660
OG0000894	Prbc.g_00936	Prbj.g_02656
OG0000895	Prbc.g_00939	Prbj.g_02651
OG0000896	Prbc.g_00940	Prbj.g_02650
OG0000897	Prbc.g_00942	Prbj.g_02648
OG0000898	Prbc.g_00943	Prbj.g_02647
OG0000899	Prbc.g_00944	Prbj.g_02646
OG0000900	Prbc.g_00945	Prbj.g_02645
OG0000901	Prbc.g_00948	Prbj.g_02641
OG0000902	Prbc.g_00950	Prbj.g_02639
OG0000903	Prbc.g_00960	Prbj.g_01027
OG0000904	Prbc.g_00955	Prbj.g_01032
OG0000905	Prbc.g_00952	Prbj.g_01034
OG0000906	Prbc.g_00951	Prbj.g_02635
OG0000907	Prbc.g_00327	Prbj.g_01025
OG0000908	Prbc.g_00324	Prbj.g_01022
OG0000909	Prbc.g_00323	Prbj.g_01021
OG0000910	Prbc.g_00322	Prbj.g_01020
OG0000911	Prbc.g_00320	Prbj.g_01018
OG0000912	Prbc.g_00319	Prbj.g_01017
OG0000913	Prbc.g_00318	Prbj.g_01016
OG0000914	Prbc.g_00317	Prbj.g_01015
OG0000915	Prbc.g_00316	Prbj.g_01014
OG0000916	Prbc.g_00315	Prbj.g_01013
OG0000917	Prbc.g_00314	Prbj.g_01012
OG0000918	Prbc.g_00313	Prbj.g_01011
OG0000919	Prbc.g_00312	Prbj.g_01010
OG0000920	Prbc.g_00311	Prbj.g_01009
OG0000921	Prbc.g_00310	Prbj.g_01008
OG0000922	Prbc.g_00309	Prbj.g_01007
OG0000923	Prbc.g_00305	Prbj.g_01003
OG0000924	Prbc.g_00304	Prbj.g_01002
OG0000925	Prbc.g_00303	Prbj.g_01001
OG0000926	Prbc.g_00302	Prbj.g_01000
OG0000927	Prbc.g_00300	Prbj.g_00998
OG0000928	Prbc.g_00299	Prbj.g_00997
OG0000929	Prbc.g_00298	Prbj.g_00996
OG0000930	Prbc.g_00297	Prbj.g_00995
OG0000931	Prbc.g_00296	Prbj.g_00994
OG0000932	Prbc.g_00295	Prbj.g_00993
OG0000933	Prbc.g_00291	Prbj.g_00988
OG0000934	Prbc.g_00289	Prbj.g_00986
OG0000935	Prbc.g_00288	Prbj.g_00985
OG0000936	Prbc.g_00287	Prbj.g_00984
OG0000937	Prbc.g_00286	Prbj.g_00983
OG0000938	Prbc.g_00283	Prbj.g_00414
OG0000939	Prbc.g_00282	Prbj.g_00413
OG0000940	Prbc.g_00275	Prbj.g_00404
OG0000941	Prbc.g_00273	Prbj.g_00402
OG0000942	Prbc.g_00271	Prbj.g_00400
OG0000943	Prbc.g_00270	Prbj.g_00399
OG0000944	Prbc.g_00268	Prbj.g_00397
OG0000945	Prbc.g_00267	Prbj.g_00395
OG0000946	Prbc.g_00248	Prbj.g_00368
OG0000947	Prbc.g_00246	Prbj.g_00365
OG0000948	Prbc.g_00245	Prbj.g_00364
OG0000949	Prbc.g_00242	Prbj.g_00361
OG0000950	Prbc.g_00237	Prbj.g_01501
OG0000951	Prbc.g_00233	Prbj.g_01506
OG0000952	Prbc.g_00229	Prbj.g_01513
OG0000953	Prbc.g_00225	Prbj.g_01517
OG0000954	Prbc.g_00221	Prbj.g_01577
OG0000955	Prbc.g_00220	Prbj.g_01578
OG0000956	Prbc.g_00218	Prbj.g_01580
OG0000957	Prbc.g_00213	Prbj.g_01596
OG0000958	Prbc.g_00212	Prbj.g_01597
OG0000959	Prbc.g_00208	Prbj.g_01821
OG0000960	Prbc.g_00207	Prbj.g_01820
OG0000961	Prbc.g_00204	Prbj.g_01809
OG0000962	Prbc.g_00202	Prbj.g_01290
OG0000963	Prbc.g_00197	Prbj.g_01285
OG0000964	Prbc.g_00196	Prbj.g_01284
OG0000965	Prbc.g_00195	Prbj.g_01283
OG0000966	Prbc.g_00965	Prbj.g_01250
OG0000967	Prbc.g_00969	Prbj.g_01244
OG0000968	Prbc.g_00971	Prbj.g_01241
OG0000969	Prbc.g_00972	Prbj.g_01239
OG0000970	Prbc.g_00973	Prbj.g_01238
OG0000971	Prbc.g_00974	Prbj.g_01236
OG0000972	Prbc.g_00975	Prbj.g_01235
OG0000973	Prbc.g_00976	Prbj.g_01234
OG0000974	Prbc.g_00977	Prbj.g_01233
OG0000975	Prbc.g_00978	Prbj.g_01232
OG0000976	Prbc.g_00979	Prbj.g_01231
OG0000977	Prbc.g_00980	Prbj.g_01229
OG0000978	Prbc.g_00981	Prbj.g_01228
OG0000979	Prbc.g_00984	Prbj.g_01225
OG0000980	Prbc.g_00986	Prbj.g_01221
OG0000981	Prbc.g_00989	Prbj.g_01218
OG0000982	Prbc.g_00991	Prbj.g_01956
OG0000983	Prbc.g_00992	Prbj.g_01957
OG0000984	Prbc.g_00993	Prbj.g_01958
OG0000985	Prbc.g_00996	Prbj.g_01962
OG0000986	Prbc.g_00998	Prbj.g_01964
OG0000987	Prbc.g_00999	Prbj.g_01966
OG0000988	Prbc.g_01002	Prbj.g_01970
OG0000989	Prbc.g_01006	Prbj.g_01980
OG0000990	Prbc.g_01011	Prbj.g_02002
OG0000991	Prbc.g_01012	Prbj.g_02005
OG0000992	Prbc.g_01015	Prbj.g_02008
OG0000993	Prbc.g_01016	Prbj.g_02009
OG0000994	Prbc.g_01017	Prbj.g_02012
OG0000995	Prbc.g_01021	Prbj.g_02021
OG0000996	Prbc.g_01022	Prbj.g_02034
OG0000997	Prbc.g_01043	Prbj.g_02043
OG0000998	Prbc.g_01045	Prbj.g_02045
OG0000999	Prbc.g_01046	Prbj.g_02046
OG0001000	Prbc.g_01049	Prbj.g_02049
OG0001001	Prbc.g_01052	Prbj.g_02053
OG0001002	Prbc.g_01057	Prbj.g_02060
OG0001003	Prbc.g_01060	Prbj.g_02062
OG0001004	Prbc.g_01061	Prbj.g_02063
OG0001005	Prbc.g_01062	Prbj.g_02065
OG0001006	Prbc.g_01067	Prbj.g_02071
OG0001007	Prbc.g_01069	Prbj.g_02073
OG0001008	Prbc.g_01498	Prbj.g_00101
OG0001009	Prbc.g_01097	Prbj.g_01199
OG0001010	Prbc.g_01098	Prbj.g_01200
OG0001011	Prbc.g_01099	Prbj.g_01202
OG0001012	Prbc.g_01121	Prbj.g_01953
OG0001013	Prbc.g_01126	Prbj.g_01928
OG0001014	Prbc.g_01129	Prbj.g_01919
OG0001015	Prbc.g_01130	Prbj.g_01918
OG0001016	Prbc.g_00500	Prbj.g_00569
OG0001017	Prbc.g_00496	Prbj.g_00575
OG0001018	Prbc.g_00493	Prbj.g_00577
OG0001019	Prbc.g_00484	Prbj.g_00590
OG0001020	Prbc.g_00483	Prbj.g_00596
OG0001021	Prbc.g_00482	Prbj.g_00600
OG0001022	Prbc.g_00479	Prbj.g_00605
OG0001023	Prbc.g_00478	Prbj.g_00606
OG0001024	Prbc.g_00475	Prbj.g_00610
OG0001025	Prbc.g_00468	Prbj.g_00617
OG0001026	Prbc.g_00460	Prbj.g_00630
OG0001027	Prbc.g_00459	Prbj.g_01550
OG0001028	Prbc.g_00457	Prbj.g_01552
OG0001029	Prbc.g_00455	Prbj.g_01554
OG0001030	Prbc.g_00439	Prbj.g_01535
OG0001031	Prbc.g_00385	Prbj.g_01143
OG0001032	Prbc.g_00384	Prbj.g_01146
OG0001033	Prbc.g_00364	Prbj.g_00287
OG0001034	Prbc.g_00334	Prbj.g_02608
OG0001035	Prbc.g_01150	Prbj.g_01360
OG0001036	Prbc.g_01154	Prbj.g_01364
OG0001037	Prbc.g_01155	Prbj.g_01366
OG0001038	Prbc.g_01171	Prbj.g_01403
OG0001039	Prbc.g_01173	Prbj.g_01406
OG0001040	Prbc.g_01176	Prbj.g_01409
OG0001041	Prbc.g_01180	Prbj.g_01414
OG0001042	Prbc.g_01196	Prbj.g_01439
OG0001043	Prbc.g_01197	Prbj.g_01441
OG0001044	Prbc.g_01245	Prbj.g_00342
OG0001045	Prbc.g_01254	Prbj.g_00330
OG0001046	Prbc.g_02168	Prbj.g_00874
OG0001047	Prbc.g_01500	Prbj.g_00103
OG0001048	Prbc.g_01501	Prbj.g_00104
OG0001049	Prbc.g_01503	Prbj.g_00107
OG0001050	Prbc.g_01504	Prbj.g_00108
OG0001051	Prbc.g_01505	Prbj.g_00109
OG0001052	Prbc.g_01531	Prbj.g_00132
OG0001053	Prbc.g_01543	Prbj.g_01627
OG0001054	Prbc.g_01557	Prbj.g_01609
OG0001055	Prbc.g_01597	Prbj.g_02103
OG0001056	Prbc.g_01615	Prbj.g_02132
OG0001057	Prbc.g_01620	Prbj.g_02144
OG0001058	Prbc.g_01629	Prbj.g_01863
OG0001059	Prbc.g_01633	Prbj.g_01867
OG0001060	Prbc.g_01640	Prbj.g_01874
OG0001061	Prbc.g_01653	Prbj.g_01802
OG0001062	Prbc.g_01655	Prbj.g_01800
OG0001063	Prbc.g_01656	Prbj.g_01796
OG0001064	Prbc.g_01657	Prbj.g_01795
OG0001065	Prbc.g_01658	Prbj.g_01794
OG0001066	Prbc.g_01659	Prbj.g_01793
OG0001067	Prbc.g_01660	Prbj.g_01792
OG0001068	Prbc.g_01661	Prbj.g_01791
OG0001069	Prbc.g_01662	Prbj.g_01790
OG0001070	Prbc.g_01664	Prbj.g_01786
OG0001071	Prbc.g_01665	Prbj.g_01785
