Orthogroup	Prbc	Prar
OG0000547	Prbc.g_01595	Prar.g_01345
OG0000548	Prbc.g_01596	Prar.g_01346
OG0000549	Prbc.g_01599	Prar.g_01348
OG0000550	Prbc.g_01603	Prar.g_01353
OG0000551	Prbc.g_01606	Prar.g_01357
OG0000552	Prbc.g_01607	Prar.g_01358
OG0000553	Prbc.g_01608	Prar.g_01359
OG0000554	Prbc.g_01613	Prar.g_01364
OG0000555	Prbc.g_01621	Prar.g_01372
OG0000556	Prbc.g_01623	Prar.g_01374
OG0000557	Prbc.g_01624	Prar.g_01375
OG0000558	Prbc.g_01627	Prar.g_01377
OG0000559	Prbc.g_01631	Prar.g_01381
OG0000560	Prbc.g_01634	Prar.g_01384
OG0000561	Prbc.g_01635	Prar.g_01385
OG0000562	Prbc.g_01636	Prar.g_01386
OG0000563	Prbc.g_01637	Prar.g_01387
OG0000564	Prbc.g_01638	Prar.g_01388
OG0000565	Prbc.g_01641	Prar.g_01391
OG0000566	Prbc.g_01643	Prar.g_01393
OG0000567	Prbc.g_01647	Prar.g_01397
OG0000568	Prbc.g_01648	Prar.g_01398
OG0000569	Prbc.g_01649	Prar.g_01399
OG0000570	Prbc.g_01650	Prar.g_01400
OG0000571	Prbc.g_01652	Prar.g_01402
OG0000572	Prbc.g_01663	Prar.g_01415
OG0000573	Prbc.g_01668	Prar.g_01422
OG0000574	Prbc.g_01670	Prar.g_01423
OG0000575	Prbc.g_01673	Prar.g_01427
OG0000576	Prbc.g_01675	Prar.g_01429
OG0000577	Prbc.g_01676	Prar.g_01430
OG0000578	Prbc.g_01677	Prar.g_01431
OG0000579	Prbc.g_01678	Prar.g_01432
OG0000580	Prbc.g_01679	Prar.g_01433
OG0000581	Prbc.g_01682	Prar.g_01435
OG0000582	Prbc.g_01685	Prar.g_01438
OG0000583	Prbc.g_01686	Prar.g_01439
OG0000584	Prbc.g_01687	Prar.g_01440
OG0000585	Prbc.g_01689	Prar.g_01442
OG0000586	Prbc.g_01690	Prar.g_01443
OG0000587	Prbc.g_01691	Prar.g_01444
OG0000588	Prbc.g_01695	Prar.g_01448
OG0000589	Prbc.g_01698	Prar.g_01451
OG0000590	Prbc.g_01699	Prar.g_01452
OG0000591	Prbc.g_01702	Prar.g_01455
OG0000592	Prbc.g_01703	Prar.g_01456
OG0000593	Prbc.g_01709	Prar.g_01462
OG0000594	Prbc.g_01710	Prar.g_01463
OG0000595	Prbc.g_01711	Prar.g_01464
OG0000596	Prbc.g_01715	Prar.g_01468
OG0000597	Prbc.g_01717	Prar.g_01470
OG0000598	Prbc.g_01718	Prar.g_01471
OG0000599	Prbc.g_01721	Prar.g_01474
OG0000600	Prbc.g_01722	Prar.g_01475
OG0000601	Prbc.g_01723	Prar.g_01476
OG0000602	Prbc.g_01725	Prar.g_01478
OG0000603	Prbc.g_01726	Prar.g_01479
OG0000604	Prbc.g_01727	Prar.g_01480
OG0000605	Prbc.g_01728	Prar.g_01481
OG0000606	Prbc.g_01731	Prar.g_01484
OG0000607	Prbc.g_01734	Prar.g_01487
OG0000608	Prbc.g_01735	Prar.g_01488
OG0000609	Prbc.g_01736	Prar.g_01489
OG0000610	Prbc.g_01742	Prar.g_01494
OG0000611	Prbc.g_01745	Prar.g_01497
OG0000612	Prbc.g_01746	Prar.g_01498
OG0000613	Prbc.g_01752	Prar.g_01503
OG0000614	Prbc.g_01775	Prar.g_01522
OG0000615	Prbc.g_01782	Prar.g_01530
OG0000616	Prbc.g_01055	Prar.g_01534
OG0000617	Prbc.g_01793	Prar.g_01605
OG0000618	Prbc.g_01794	Prar.g_01606
OG0000619	Prbc.g_01795	Prar.g_01607
OG0000620	Prbc.g_01798	Prar.g_01610
OG0000621	Prbc.g_01799	Prar.g_01611
OG0000622	Prbc.g_01800	Prar.g_01612
OG0000623	Prbc.g_01801	Prar.g_01613
OG0000624	Prbc.g_01803	Prar.g_01614
OG0000625	Prbc.g_01804	Prar.g_01615
OG0000626	Prbc.g_01805	Prar.g_01616
OG0000627	Prbc.g_01807	Prar.g_01617
OG0000628	Prbc.g_01808	Prar.g_01618
OG0000629	Prbc.g_01809	Prar.g_01619
OG0000630	Prbc.g_01812	Prar.g_01622
OG0000631	Prbc.g_02007	Prar.g_01675
OG0000632	Prbc.g_02008	Prar.g_01676
OG0000633	Prbc.g_02009	Prar.g_01677
OG0000634	Prbc.g_01854	Prar.g_01680
OG0000635	Prbc.g_01855	Prar.g_01681
OG0000636	Prbc.g_01857	Prar.g_01683
OG0000637	Prbc.g_01859	Prar.g_01685
OG0000638	Prbc.g_01860	Prar.g_01686
OG0000639	Prbc.g_01861	Prar.g_01687
OG0000640	Prbc.g_01862	Prar.g_01688
OG0000641	Prbc.g_01866	Prar.g_01692
OG0000642	Prbc.g_01867	Prar.g_01693
OG0000643	Prbc.g_01868	Prar.g_01694
OG0000644	Prbc.g_01869	Prar.g_01695
OG0000645	Prbc.g_01870	Prar.g_01696
OG0000646	Prbc.g_01873	Prar.g_01698
OG0000647	Prbc.g_01875	Prar.g_01699
OG0000648	Prbc.g_01877	Prar.g_01701
OG0000649	Prbc.g_01878	Prar.g_01702
OG0000650	Prbc.g_01879	Prar.g_01703
OG0000651	Prbc.g_01880	Prar.g_01704
OG0000652	Prbc.g_01881	Prar.g_01705
OG0000653	Prbc.g_01883	Prar.g_01707
OG0000654	Prbc.g_01884	Prar.g_01708
OG0000655	Prbc.g_01885	Prar.g_01709
OG0000656	Prbc.g_01888	Prar.g_01712
OG0000657	Prbc.g_01895	Prar.g_01719
OG0000658	Prbc.g_01897	Prar.g_01720
OG0000659	Prbc.g_01898	Prar.g_01721
OG0000660	Prbc.g_01903	Prar.g_01725
OG0000661	Prbc.g_01905	Prar.g_01727
OG0000662	Prbc.g_01907	Prar.g_01729
OG0000663	Prbc.g_01909	Prar.g_01731
OG0000664	Prbc.g_01910	Prar.g_01732
OG0000665	Prbc.g_01914	Prar.g_01736
OG0000666	Prbc.g_01915	Prar.g_01737
OG0000667	Prbc.g_01919	Prar.g_01742
OG0000668	Prbc.g_01959	Prar.g_01759
OG0000669	Prbc.g_01967	Prar.g_01767
OG0000670	Prbc.g_01970	Prar.g_01769
OG0000671	Prbc.g_01972	Prar.g_01771
OG0000672	Prbc.g_01975	Prar.g_01774
OG0000673	Prbc.g_01978	Prar.g_01777
OG0000674	Prbc.g_01980	Prar.g_01779
OG0000675	Prbc.g_01981	Prar.g_01780
OG0000676	Prbc.g_01983	Prar.g_01782
OG0000677	Prbc.g_01984	Prar.g_01783
OG0000678	Prbc.g_01987	Prar.g_01785
OG0000679	Prbc.g_01991	Prar.g_01789
OG0000680	Prbc.g_01992	Prar.g_01790
OG0000681	Prbc.g_01995	Prar.g_01792
OG0000682	Prbc.g_01996	Prar.g_01793
OG0000683	Prbc.g_01997	Prar.g_01794
OG0000684	Prbc.g_01837	Prar.g_01795
OG0000685	Prbc.g_01839	Prar.g_01797
OG0000686	Prbc.g_01840	Prar.g_01798
OG0000687	Prbc.g_01841	Prar.g_01799
OG0000688	Prbc.g_01844	Prar.g_01802
OG0000689	Prbc.g_01845	Prar.g_01803
OG0000690	Prbc.g_01846	Prar.g_01804
OG0000691	Prbc.g_01847	Prar.g_01805
OG0000692	Prbc.g_01849	Prar.g_01807
OG0000693	Prbc.g_01850	Prar.g_01808
OG0000694	Prbc.g_01851	Prar.g_01809
OG0000695	Prbc.g_02011	Prar.g_01811
OG0000696	Prbc.g_02012	Prar.g_01812
OG0000697	Prbc.g_02013	Prar.g_01813
OG0000698	Prbc.g_02016	Prar.g_01816
OG0000699	Prbc.g_02017	Prar.g_01817
OG0000700	Prbc.g_02018	Prar.g_01818
OG0000701	Prbc.g_02019	Prar.g_01819
OG0000702	Prbc.g_02021	Prar.g_01821
OG0000703	Prbc.g_02022	Prar.g_01822
OG0000704	Prbc.g_02023	Prar.g_01823
OG0000705	Prbc.g_02029	Prar.g_01827
OG0000706	Prbc.g_02030	Prar.g_01828
OG0000707	Prbc.g_02031	Prar.g_01829
OG0000708	Prbc.g_02033	Prar.g_01830
OG0000709	Prbc.g_02037	Prar.g_01834
OG0000710	Prbc.g_02040	Prar.g_01837
OG0000711	Prbc.g_02055	Prar.g_01853
OG0000712	Prbc.g_02057	Prar.g_01855
OG0000713	Prbc.g_02058	Prar.g_01856
OG0000714	Prbc.g_02059	Prar.g_01857
OG0000715	Prbc.g_02061	Prar.g_01859
OG0000716	Prbc.g_02062	Prar.g_01861
OG0000717	Prbc.g_02063	Prar.g_01862
OG0000718	Prbc.g_02079	Prar.g_01873
OG0000719	Prbc.g_02080	Prar.g_01875
OG0000720	Prbc.g_02091	Prar.g_01884
OG0000721	Prbc.g_02092	Prar.g_01886
OG0000722	Prbc.g_02093	Prar.g_01887
OG0000723	Prbc.g_02097	Prar.g_01890
OG0000724	Prbc.g_02108	Prar.g_01899
OG0000725	Prbc.g_01934	Prar.g_01905
OG0000726	Prbc.g_01933	Prar.g_01906
OG0000727	Prbc.g_01932	Prar.g_01907
OG0000728	Prbc.g_01930	Prar.g_01909
OG0000729	Prbc.g_00201	Prar.g_01955
OG0000730	Prbc.g_01244	Prar.g_01324
OG0000731	Prbc.g_01252	Prar.g_01320
OG0000732	Prbc.g_00987	Prar.g_01314
OG0000733	Prbc.g_00897	Prar.g_01295
OG0000734	Prbc.g_01462	Prar.g_01278
OG0000735	Prbc.g_01460	Prar.g_01276
OG0000736	Prbc.g_01459	Prar.g_01275
OG0000737	Prbc.g_01458	Prar.g_01274
OG0000738	Prbc.g_01454	Prar.g_01270
OG0000739	Prbc.g_01453	Prar.g_01269
OG0000740	Prbc.g_01452	Prar.g_01268
OG0000741	Prbc.g_01450	Prar.g_01267
OG0000742	Prbc.g_01447	Prar.g_01264
OG0000743	Prbc.g_01445	Prar.g_01262
OG0000744	Prbc.g_01444	Prar.g_01261
OG0000745	Prbc.g_01442	Prar.g_01260
OG0000746	Prbc.g_01440	Prar.g_01258
OG0000747	Prbc.g_01439	Prar.g_01257
OG0000748	Prbc.g_01435	Prar.g_01254
OG0000749	Prbc.g_01434	Prar.g_01253
OG0000750	Prbc.g_01433	Prar.g_01252
OG0000751	Prbc.g_01430	Prar.g_01250
OG0000752	Prbc.g_01428	Prar.g_01248
OG0000753	Prbc.g_01426	Prar.g_01245
OG0000754	Prbc.g_01422	Prar.g_01242
OG0000755	Prbc.g_01418	Prar.g_01239
OG0000756	Prbc.g_01417	Prar.g_01238
OG0000757	Prbc.g_01410	Prar.g_01232
OG0000758	Prbc.g_01409	Prar.g_01231
OG0000759	Prbc.g_01408	Prar.g_01230
OG0000760	Prbc.g_01407	Prar.g_01229
OG0000761	Prbc.g_01406	Prar.g_01228
OG0000762	Prbc.g_01405	Prar.g_01227
OG0000763	Prbc.g_01403	Prar.g_01225
OG0000764	Prbc.g_01402	Prar.g_01224
OG0000765	Prbc.g_01394	Prar.g_01215
OG0000766	Prbc.g_01393	Prar.g_01214
OG0000767	Prbc.g_01392	Prar.g_01212
OG0000768	Prbc.g_01391	Prar.g_01211
OG0000769	Prbc.g_01389	Prar.g_01209
OG0000770	Prbc.g_01388	Prar.g_01207
OG0000771	Prbc.g_02103	Prar.g_00376
OG0000772	Prbc.g_01320	Prar.g_00976
OG0000773	Prbc.g_00557	Prar.g_00964
OG0000774	Prbc.g_00560	Prar.g_00962
OG0000775	Prbc.g_00561	Prar.g_00960
OG0000776	Prbc.g_00562	Prar.g_00959
OG0000777	Prbc.g_00563	Prar.g_00958
OG0000778	Prbc.g_00564	Prar.g_00957
OG0000779	Prbc.g_00568	Prar.g_00953
OG0000780	Prbc.g_00569	Prar.g_00952
OG0000781	Prbc.g_00571	Prar.g_00949
OG0000782	Prbc.g_00572	Prar.g_00948
OG0000783	Prbc.g_00573	Prar.g_00947
OG0000784	Prbc.g_00574	Prar.g_00946
OG0000785	Prbc.g_00576	Prar.g_00944
OG0000786	Prbc.g_00579	Prar.g_00942
OG0000787	Prbc.g_00580	Prar.g_00941
OG0000788	Prbc.g_01820	Prar.g_00924
OG0000789	Prbc.g_02100	Prar.g_00921
OG0000790	Prbc.g_00662	Prar.g_00906
OG0000791	Prbc.g_00664	Prar.g_00904
OG0000792	Prbc.g_00665	Prar.g_00903
OG0000793	Prbc.g_00668	Prar.g_00900
OG0000794	Prbc.g_00669	Prar.g_00899
OG0000795	Prbc.g_00670	Prar.g_00898
OG0000796	Prbc.g_00674	Prar.g_00894
OG0000797	Prbc.g_00675	Prar.g_00893
OG0000799	Prbc.g_00690	Prar.g_00357
OG0000800	Prbc.g_00691	Prar.g_00356
OG0000801	Prbc.g_00692	Prar.g_00355
OG0000802	Prbc.g_00694	Prar.g_00353
OG0000803	Prbc.g_00696	Prar.g_00351
OG0000804	Prbc.g_00697	Prar.g_00350
OG0000805	Prbc.g_00699	Prar.g_00348
OG0000806	Prbc.g_00701	Prar.g_00346
OG0000807	Prbc.g_00702	Prar.g_00345
OG0000808	Prbc.g_00703	Prar.g_00344
OG0000809	Prbc.g_00707	Prar.g_00341
OG0000810	Prbc.g_00708	Prar.g_00340
OG0000811	Prbc.g_00712	Prar.g_00336
OG0000812	Prbc.g_00714	Prar.g_00842
OG0000813	Prbc.g_00715	Prar.g_00841
OG0000814	Prbc.g_00717	Prar.g_00839
OG0000815	Prbc.g_00718	Prar.g_00838
OG0000816	Prbc.g_00720	Prar.g_00836
OG0000817	Prbc.g_00721	Prar.g_00835
OG0000818	Prbc.g_00725	Prar.g_00830
OG0000819	Prbc.g_00726	Prar.g_00829
OG0000820	Prbc.g_00727	Prar.g_00828
OG0000821	Prbc.g_00730	Prar.g_00824
OG0000822	Prbc.g_00731	Prar.g_00823
OG0000823	Prbc.g_00732	Prar.g_00822
OG0000824	Prbc.g_00735	Prar.g_00819
OG0000825	Prbc.g_00736	Prar.g_00818
OG0000826	Prbc.g_00737	Prar.g_00817
OG0000827	Prbc.g_00738	Prar.g_00816
OG0000828	Prbc.g_00741	Prar.g_00813
OG0000829	Prbc.g_00742	Prar.g_00812
OG0000830	Prbc.g_00743	Prar.g_00811
OG0000831	Prbc.g_00745	Prar.g_00809
OG0000832	Prbc.g_00755	Prar.g_00803
OG0000833	Prbc.g_00763	Prar.g_00795
OG0000834	Prbc.g_00764	Prar.g_00794
OG0000835	Prbc.g_00765	Prar.g_00793
OG0000836	Prbc.g_00766	Prar.g_00792
OG0000837	Prbc.g_00767	Prar.g_00791
OG0000838	Prbc.g_00769	Prar.g_00789
OG0000839	Prbc.g_00770	Prar.g_00788
OG0000840	Prbc.g_00771	Prar.g_00787
OG0000841	Prbc.g_00772	Prar.g_00786
OG0000842	Prbc.g_00773	Prar.g_00785
OG0000843	Prbc.g_00774	Prar.g_00784
OG0000844	Prbc.g_00775	Prar.g_00783
OG0000845	Prbc.g_00776	Prar.g_00782
OG0000846	Prbc.g_00777	Prar.g_00781
OG0000847	Prbc.g_00778	Prar.g_00780
OG0000848	Prbc.g_00779	Prar.g_00779
OG0000849	Prbc.g_00780	Prar.g_00778
OG0000850	Prbc.g_00782	Prar.g_00776
OG0000851	Prbc.g_00783	Prar.g_00775
OG0000852	Prbc.g_00784	Prar.g_00774
OG0000853	Prbc.g_00789	Prar.g_00770
OG0000854	Prbc.g_00791	Prar.g_00768
OG0000855	Prbc.g_00792	Prar.g_00767
OG0000856	Prbc.g_00677	Prar.g_00753
OG0000857	Prbc.g_01874	Prar.g_00725
OG0000858	Prbc.g_00827	Prar.g_01149
OG0000859	Prbc.g_00828	Prar.g_01148
OG0000860	Prbc.g_00834	Prar.g_01141
OG0000861	Prbc.g_00835	Prar.g_01140
OG0000862	Prbc.g_00836	Prar.g_01139
OG0000863	Prbc.g_00837	Prar.g_01137
OG0000864	Prbc.g_00838	Prar.g_01136
OG0000865	Prbc.g_00839	Prar.g_01135
OG0000866	Prbc.g_00840	Prar.g_01134
OG0000867	Prbc.g_00841	Prar.g_01133
OG0000868	Prbc.g_00842	Prar.g_01132
OG0000869	Prbc.g_00845	Prar.g_01128
OG0000870	Prbc.g_00850	Prar.g_01123
OG0000871	Prbc.g_00851	Prar.g_01122
OG0000872	Prbc.g_00852	Prar.g_01121
OG0000873	Prbc.g_00855	Prar.g_01965
OG0000874	Prbc.g_00858	Prar.g_01968
OG0000875	Prbc.g_00860	Prar.g_01969
OG0000876	Prbc.g_00861	Prar.g_01970
OG0000877	Prbc.g_00863	Prar.g_01963
OG0000878	Prbc.g_00864	Prar.g_01962
OG0000879	Prbc.g_00865	Prar.g_01961
OG0000880	Prbc.g_00866	Prar.g_01960
OG0000881	Prbc.g_00869	Prar.g_00595, Prar.g_01956
OG0000882	Prbc.g_00874	Prar.g_00600
OG0000883	Prbc.g_00876	Prar.g_00601
OG0000884	Prbc.g_00878	Prar.g_00603
OG0000885	Prbc.g_00879	Prar.g_00604
OG0000886	Prbc.g_00880	Prar.g_00605
OG0000887	Prbc.g_00881	Prar.g_00606
OG0000888	Prbc.g_00883	Prar.g_00608
OG0000889	Prbc.g_00885	Prar.g_00610
OG0000890	Prbc.g_00886	Prar.g_00611
OG0000891	Prbc.g_00887	Prar.g_00612
OG0000892	Prbc.g_00889	Prar.g_01119
OG0000893	Prbc.g_00933	Prar.g_01114
OG0000894	Prbc.g_00936	Prar.g_01112
OG0000895	Prbc.g_00939	Prar.g_01109
OG0000896	Prbc.g_00940	Prar.g_01108
OG0000897	Prbc.g_00942	Prar.g_01106
OG0000898	Prbc.g_00943	Prar.g_01105
OG0000899	Prbc.g_00944	Prar.g_01104
OG0000900	Prbc.g_00945	Prar.g_01103
OG0000901	Prbc.g_00948	Prar.g_01100
OG0000902	Prbc.g_00950	Prar.g_01098
OG0000903	Prbc.g_00960	Prar.g_01095
OG0000904	Prbc.g_00955	Prar.g_01093
OG0000905	Prbc.g_00952	Prar.g_01088
OG0000906	Prbc.g_00951	Prar.g_01087
OG0000907	Prbc.g_00327	Prar.g_01069
OG0000908	Prbc.g_00324	Prar.g_01066
OG0000909	Prbc.g_00323	Prar.g_01065
OG0000910	Prbc.g_00322	Prar.g_01064
OG0000911	Prbc.g_00320	Prar.g_01062
OG0000912	Prbc.g_00319	Prar.g_01061
OG0000913	Prbc.g_00318	Prar.g_01060
OG0000914	Prbc.g_00317	Prar.g_01059
OG0000915	Prbc.g_00316	Prar.g_01058
OG0000916	Prbc.g_00315	Prar.g_01057
OG0000917	Prbc.g_00314	Prar.g_01056
OG0000918	Prbc.g_00313	Prar.g_01055
OG0000919	Prbc.g_00312	Prar.g_01054
OG0000920	Prbc.g_00311	Prar.g_01053
OG0000921	Prbc.g_00310	Prar.g_01052
OG0000922	Prbc.g_00309	Prar.g_01051
OG0000923	Prbc.g_00305	Prar.g_01047
OG0000924	Prbc.g_00304	Prar.g_01046
OG0000925	Prbc.g_00303	Prar.g_01045
OG0000926	Prbc.g_00302	Prar.g_01044
OG0000927	Prbc.g_00300	Prar.g_01042
OG0000928	Prbc.g_00299	Prar.g_01041
OG0000929	Prbc.g_00298	Prar.g_01040
OG0000930	Prbc.g_00297	Prar.g_01039
OG0000931	Prbc.g_00296	Prar.g_01038
OG0000932	Prbc.g_00295	Prar.g_01037
OG0000933	Prbc.g_00291	Prar.g_01033
OG0000934	Prbc.g_00289	Prar.g_01031
OG0000935	Prbc.g_00288	Prar.g_01030
OG0000936	Prbc.g_00287	Prar.g_01029
OG0000937	Prbc.g_00286	Prar.g_01028
OG0000938	Prbc.g_00283	Prar.g_01026
OG0000939	Prbc.g_00282	Prar.g_01025
OG0000940	Prbc.g_00275	Prar.g_01019
OG0000941	Prbc.g_00273	Prar.g_01017
OG0000942	Prbc.g_00271	Prar.g_01015
OG0000943	Prbc.g_00270	Prar.g_01014
OG0000944	Prbc.g_00268	Prar.g_01013
OG0000945	Prbc.g_00267	Prar.g_01012
OG0000946	Prbc.g_00248	Prar.g_00617
OG0000947	Prbc.g_00246	Prar.g_00619
OG0000948	Prbc.g_00245	Prar.g_00620
OG0000949	Prbc.g_00242	Prar.g_00623
OG0000950	Prbc.g_00237	Prar.g_00628
OG0000951	Prbc.g_00233	Prar.g_00632
OG0000952	Prbc.g_00229	Prar.g_00636
OG0000953	Prbc.g_00225	Prar.g_00639
OG0000954	Prbc.g_00221	Prar.g_00643
OG0000955	Prbc.g_00220	Prar.g_00644
OG0000956	Prbc.g_00218	Prar.g_00646
OG0000957	Prbc.g_00213	Prar.g_00651
OG0000958	Prbc.g_00212	Prar.g_00652
OG0000959	Prbc.g_00208	Prar.g_00656
OG0000960	Prbc.g_00207	Prar.g_00657
OG0000961	Prbc.g_00204	Prar.g_00659
OG0000962	Prbc.g_00202	Prar.g_00661
OG0000963	Prbc.g_00197	Prar.g_00664
OG0000964	Prbc.g_00196	Prar.g_00665
OG0000965	Prbc.g_00195	Prar.g_00666
OG0000966	Prbc.g_00965	Prar.g_00673
OG0000967	Prbc.g_00969	Prar.g_00677
OG0000968	Prbc.g_00971	Prar.g_00679
OG0000969	Prbc.g_00972	Prar.g_00680
OG0000970	Prbc.g_00973	Prar.g_00681
OG0000971	Prbc.g_00974	Prar.g_00682
OG0000972	Prbc.g_00975	Prar.g_00683
OG0000973	Prbc.g_00976	Prar.g_00684
OG0000974	Prbc.g_00977	Prar.g_00685
OG0000975	Prbc.g_00978	Prar.g_00686
OG0000976	Prbc.g_00979	Prar.g_00687
OG0000977	Prbc.g_00980	Prar.g_00688
OG0000978	Prbc.g_00981	Prar.g_00689
OG0000979	Prbc.g_00984	Prar.g_00692
OG0000980	Prbc.g_00986	Prar.g_00694
OG0000981	Prbc.g_00989	Prar.g_00696
OG0000982	Prbc.g_00991	Prar.g_00698
OG0000983	Prbc.g_00992	Prar.g_00699
OG0000984	Prbc.g_00993	Prar.g_00700
OG0000985	Prbc.g_00996	Prar.g_00703
OG0000986	Prbc.g_00998	Prar.g_00705
OG0000987	Prbc.g_00999	Prar.g_00706
OG0000988	Prbc.g_01002	Prar.g_00709
OG0000989	Prbc.g_01006	Prar.g_00073
OG0000990	Prbc.g_01011	Prar.g_00070
OG0000991	Prbc.g_01012	Prar.g_00069
OG0000992	Prbc.g_01015	Prar.g_00067
OG0000993	Prbc.g_01016	Prar.g_00066
OG0000994	Prbc.g_01017	Prar.g_00065
OG0000995	Prbc.g_01021	Prar.g_00061
OG0000996	Prbc.g_01022	Prar.g_00060
OG0000997	Prbc.g_01043	Prar.g_00059
OG0000998	Prbc.g_01045	Prar.g_00057
OG0000999	Prbc.g_01046	Prar.g_00056
OG0001000	Prbc.g_01049	Prar.g_00053
OG0001001	Prbc.g_01052	Prar.g_00051
OG0001002	Prbc.g_01057	Prar.g_00047
OG0001003	Prbc.g_01060	Prar.g_00046
OG0001004	Prbc.g_01061	Prar.g_00045
OG0001005	Prbc.g_01062	Prar.g_00044
OG0001006	Prbc.g_01067	Prar.g_00040
OG0001007	Prbc.g_01069	Prar.g_00038
OG0001008	Prbc.g_01498	Prar.g_00485
OG0001009	Prbc.g_01097	Prar.g_00011
OG0001010	Prbc.g_01098	Prar.g_00010
OG0001011	Prbc.g_01099	Prar.g_00009
OG0001012	Prbc.g_01121	Prar.g_00577
OG0001013	Prbc.g_01126	Prar.g_00571
OG0001014	Prbc.g_01129	Prar.g_00568
OG0001015	Prbc.g_01130	Prar.g_00567
OG0001016	Prbc.g_00500	Prar.g_00255
OG0001017	Prbc.g_00496	Prar.g_00251
OG0001018	Prbc.g_00493	Prar.g_00248
OG0001019	Prbc.g_00484	Prar.g_00239
OG0001020	Prbc.g_00483	Prar.g_00238
OG0001021	Prbc.g_00482	Prar.g_00237
OG0001022	Prbc.g_00479	Prar.g_00234
OG0001023	Prbc.g_00478	Prar.g_00233
OG0001024	Prbc.g_00475	Prar.g_00230
OG0001025	Prbc.g_00468	Prar.g_00224
OG0001026	Prbc.g_00460	Prar.g_00217
OG0001027	Prbc.g_00459	Prar.g_00216
OG0001028	Prbc.g_00457	Prar.g_00214
OG0001029	Prbc.g_00455	Prar.g_00213
OG0001030	Prbc.g_00439	Prar.g_00198
OG0001031	Prbc.g_00385	Prar.g_00141
OG0001032	Prbc.g_00384	Prar.g_00140
OG0001033	Prbc.g_00364	Prar.g_00119
OG0001034	Prbc.g_00334	Prar.g_00091
OG0001035	Prbc.g_01150	Prar.g_00333
OG0001036	Prbc.g_01154	Prar.g_00328
OG0001037	Prbc.g_01155	Prar.g_00327
OG0001038	Prbc.g_01171	Prar.g_00309
OG0001039	Prbc.g_01173	Prar.g_00306
OG0001040	Prbc.g_01176	Prar.g_00304
OG0001041	Prbc.g_01180	Prar.g_00300
OG0001042	Prbc.g_01196	Prar.g_00283
OG0001043	Prbc.g_01197	Prar.g_00282
OG0001044	Prbc.g_01245	Prar.g_00393
OG0001045	Prbc.g_01254	Prar.g_00402
OG0001046	Prbc.g_02168	Prar.g_00440
OG0001047	Prbc.g_01500	Prar.g_00487
OG0001048	Prbc.g_01501	Prar.g_00488
OG0001049	Prbc.g_01503	Prar.g_00490
OG0001050	Prbc.g_01504	Prar.g_00491
OG0001051	Prbc.g_01505	Prar.g_00492
OG0001052	Prbc.g_01531	Prar.g_00521
OG0001053	Prbc.g_01543	Prar.g_00533
OG0001054	Prbc.g_01557	Prar.g_01329
OG0001055	Prbc.g_01597	Prar.g_01347
OG0001056	Prbc.g_01615	Prar.g_01366
OG0001057	Prbc.g_01620	Prar.g_01371
OG0001058	Prbc.g_01629	Prar.g_01379
OG0001059	Prbc.g_01633	Prar.g_01383
OG0001060	Prbc.g_01640	Prar.g_01390
OG0001061	Prbc.g_01653	Prar.g_01403
OG0001062	Prbc.g_01655	Prar.g_01405
OG0001063	Prbc.g_01656	Prar.g_01407
OG0001064	Prbc.g_01657	Prar.g_01408
OG0001065	Prbc.g_01658	Prar.g_01409
OG0001066	Prbc.g_01659	Prar.g_01410
OG0001067	Prbc.g_01660	Prar.g_01411
OG0001068	Prbc.g_01661	Prar.g_01412
OG0001069	Prbc.g_01662	Prar.g_01413
OG0001070	Prbc.g_01664	Prar.g_01416
OG0001071	Prbc.g_01665	Prar.g_01417
OG0001072	Prbc.g_01666	Prar.g_01419
OG0001073	Prbc.g_01680	Prar.g_01434
OG0001074	Prbc.g_01692	Prar.g_01445
OG0001075	Prbc.g_01693	Prar.g_01446
OG0001076	Prbc.g_01700	Prar.g_01454
OG0001077	Prbc.g_01705	Prar.g_01458
OG0001078	Prbc.g_01713	Prar.g_01466
OG0001079	Prbc.g_01724	Prar.g_01477
OG0001080	Prbc.g_01730	Prar.g_01483
OG0001081	Prbc.g_01732	Prar.g_01485
OG0001082	Prbc.g_01733	Prar.g_01486
OG0001083	Prbc.g_01738	Prar.g_01491
OG0001084	Prbc.g_01739	Prar.g_01492
OG0001085	Prbc.g_01749	Prar.g_01500
OG0001086	Prbc.g_01750	Prar.g_01501
OG0001087	Prbc.g_01770	Prar.g_01518
OG0001088	Prbc.g_01771	Prar.g_01519
OG0001089	Prbc.g_01779	Prar.g_01527
OG0001090	Prbc.g_01788	Prar.g_01600
OG0001091	Prbc.g_01790	Prar.g_01602
OG0001092	Prbc.g_01791	Prar.g_01603
OG0001093	Prbc.g_01796	Prar.g_01608
OG0001094	Prbc.g_01852	Prar.g_01678
OG0001095	Prbc.g_01871	Prar.g_01697
OG0001096	Prbc.g_01886	Prar.g_01710
OG0001097	Prbc.g_01906	Prar.g_01728
OG0001098	Prbc.g_01923	Prar.g_01744
OG0001099	Prbc.g_01962	Prar.g_01764
OG0001100	Prbc.g_01969	Prar.g_01768
OG0001101	Prbc.g_01971	Prar.g_01770
OG0001102	Prbc.g_01974	Prar.g_01773
OG0001103	Prbc.g_01976	Prar.g_01775
OG0001104	Prbc.g_01838	Prar.g_01796
OG0001105	Prbc.g_01842	Prar.g_01800
OG0001106	Prbc.g_02024	Prar.g_01824
