Orthogroup	Prbc	Syao
OG0000557	Prbc.g_01624	Syao.g_00866
OG0000558	Prbc.g_01627	Syao.g_00864
OG0000559	Prbc.g_01631	Syao.g_00860
OG0000560	Prbc.g_01634	Syao.g_00857
OG0000561	Prbc.g_01635	Syao.g_00856
OG0000562	Prbc.g_01636	Syao.g_00855
OG0000563	Prbc.g_01637	Syao.g_00854
OG0000564	Prbc.g_01638	Syao.g_00853
OG0000565	Prbc.g_01641	Syao.g_00849
OG0000566	Prbc.g_01643	Syao.g_00845
OG0000567	Prbc.g_01647	Syao.g_00841
OG0000568	Prbc.g_01648	Syao.g_00839
OG0000569	Prbc.g_01649	Syao.g_00838
OG0000570	Prbc.g_01650	Syao.g_00837
OG0000571	Prbc.g_01652	Syao.g_00834
OG0000572	Prbc.g_01663	Syao.g_01033
OG0000573	Prbc.g_01668	Syao.g_01022
OG0000574	Prbc.g_01670	Syao.g_01021
OG0000575	Prbc.g_01673	Syao.g_01000
OG0000576	Prbc.g_01675	Syao.g_00996
OG0000577	Prbc.g_01676	Syao.g_00995
OG0000578	Prbc.g_01677	Syao.g_00994
OG0000579	Prbc.g_01678	Syao.g_00993
OG0000580	Prbc.g_01679	Syao.g_00992
OG0000581	Prbc.g_01682	Syao.g_01059
OG0000582	Prbc.g_01685	Syao.g_01204
OG0000583	Prbc.g_01686	Syao.g_01205
OG0000584	Prbc.g_01687	Syao.g_01206
OG0000585	Prbc.g_01689	Syao.g_01054
OG0000586	Prbc.g_01690	Syao.g_01055
OG0000587	Prbc.g_01691	Syao.g_01057
OG0000588	Prbc.g_01695	Syao.g_00406
OG0000589	Prbc.g_01698	Syao.g_01342
OG0000590	Prbc.g_01699	Syao.g_01341
OG0000591	Prbc.g_01702	Syao.g_01330
OG0000592	Prbc.g_01703	Syao.g_01329
OG0000593	Prbc.g_01709	Syao.g_00890
OG0000594	Prbc.g_01710	Syao.g_00891
OG0000595	Prbc.g_01711	Syao.g_00892
OG0000596	Prbc.g_01715	Syao.g_00897
OG0000597	Prbc.g_01717	Syao.g_00900
OG0000598	Prbc.g_01718	Syao.g_00901
OG0000599	Prbc.g_01721	Syao.g_00908
OG0000600	Prbc.g_01722	Syao.g_00909
OG0000601	Prbc.g_01723	Syao.g_00910
OG0000602	Prbc.g_01725	Syao.g_00914
OG0000603	Prbc.g_01726	Syao.g_00915
OG0000604	Prbc.g_01727	Syao.g_00918
OG0000606	Prbc.g_01731	Syao.g_00924
OG0000607	Prbc.g_01734	Syao.g_00927
OG0000608	Prbc.g_01735	Syao.g_00928
OG0000609	Prbc.g_01736	Syao.g_00930
OG0000610	Prbc.g_01742	Syao.g_00940
OG0000611	Prbc.g_01745	Syao.g_00943
OG0000612	Prbc.g_01746	Syao.g_00944
OG0000613	Prbc.g_01752	Syao.g_01979
OG0000614	Prbc.g_01775	Syao.g_00375
OG0000615	Prbc.g_01782	Syao.g_00978
OG0000616	Prbc.g_01055	Syao.g_02342
OG0000617	Prbc.g_01793	Syao.g_00486
OG0000618	Prbc.g_01794	Syao.g_00485
OG0000619	Prbc.g_01795	Syao.g_00484
OG0000620	Prbc.g_01798	Syao.g_00479
OG0000621	Prbc.g_01799	Syao.g_00478
OG0000622	Prbc.g_01800	Syao.g_00476
OG0000623	Prbc.g_01801	Syao.g_00475
OG0000624	Prbc.g_01803	Syao.g_00473
OG0000625	Prbc.g_01804	Syao.g_00472
OG0000626	Prbc.g_01805	Syao.g_00471
OG0000627	Prbc.g_01807	Syao.g_00567
OG0000628	Prbc.g_01808	Syao.g_00566
OG0000629	Prbc.g_01809	Syao.g_00590
OG0000630	Prbc.g_01812	Syao.g_00585
OG0000631	Prbc.g_02007	Syao.g_00644
OG0000632	Prbc.g_02008	Syao.g_00643
OG0000633	Prbc.g_02009	Syao.g_00642
OG0000634	Prbc.g_01854	Syao.g_00752
OG0000635	Prbc.g_01855	Syao.g_00753
OG0000636	Prbc.g_01857	Syao.g_00755
OG0000637	Prbc.g_01859	Syao.g_00757
OG0000638	Prbc.g_01860	Syao.g_00758
OG0000639	Prbc.g_01861	Syao.g_00759
OG0000640	Prbc.g_01862	Syao.g_00760
OG0000641	Prbc.g_01866	Syao.g_00764
OG0000642	Prbc.g_01867	Syao.g_00765
OG0000643	Prbc.g_01868	Syao.g_00767
OG0000644	Prbc.g_01869	Syao.g_00768
OG0000645	Prbc.g_01870	Syao.g_00770
OG0000646	Prbc.g_01873	Syao.g_00773
OG0000647	Prbc.g_01875	Syao.g_00775
OG0000648	Prbc.g_01877	Syao.g_00777
OG0000649	Prbc.g_01878	Syao.g_00778
OG0000650	Prbc.g_01879	Syao.g_00779
OG0000651	Prbc.g_01880	Syao.g_00780
OG0000652	Prbc.g_01881	Syao.g_00781
OG0000653	Prbc.g_01883	Syao.g_00783
OG0000654	Prbc.g_01884	Syao.g_00784
OG0000655	Prbc.g_01885	Syao.g_00785
OG0000656	Prbc.g_01888	Syao.g_00789
OG0000657	Prbc.g_01895	Syao.g_00435
OG0000658	Prbc.g_01897	Syao.g_00560
OG0000659	Prbc.g_01898	Syao.g_00559
OG0000660	Prbc.g_01903	Syao.g_00555
OG0000661	Prbc.g_01905	Syao.g_00553
OG0000662	Prbc.g_01907	Syao.g_00535
OG0000663	Prbc.g_01909	Syao.g_00532
OG0000664	Prbc.g_01910	Syao.g_00530
OG0000665	Prbc.g_01914	Syao.g_01436
OG0000666	Prbc.g_01915	Syao.g_02120
OG0000667	Prbc.g_01919	Syao.g_01375
OG0000668	Prbc.g_01959	Syao.g_02678
OG0000669	Prbc.g_01967	Syao.g_00955
OG0000670	Prbc.g_01970	Syao.g_00958
OG0000671	Prbc.g_01972	Syao.g_00960
OG0000672	Prbc.g_01975	Syao.g_00963
OG0000673	Prbc.g_01978	Syao.g_00966
OG0000674	Prbc.g_01980	Syao.g_00968
OG0000675	Prbc.g_01981	Syao.g_00969
OG0000676	Prbc.g_01983	Syao.g_00971
OG0000677	Prbc.g_01984	Syao.g_00972
OG0000678	Prbc.g_01987	Syao.g_00974
OG0000679	Prbc.g_01991	Syao.g_00981
OG0000680	Prbc.g_01992	Syao.g_00982
OG0000681	Prbc.g_01995	Syao.g_00985
OG0000682	Prbc.g_01996	Syao.g_00986
OG0000683	Prbc.g_01997	Syao.g_00987
OG0000684	Prbc.g_01837	Syao.g_00990
OG0000685	Prbc.g_01839	Syao.g_00733
OG0000686	Prbc.g_01840	Syao.g_00734
OG0000687	Prbc.g_01841	Syao.g_00735
OG0000688	Prbc.g_01844	Syao.g_00741
OG0000689	Prbc.g_01845	Syao.g_00743
OG0000690	Prbc.g_01846	Syao.g_00744
OG0000691	Prbc.g_01847	Syao.g_00745
OG0000692	Prbc.g_01849	Syao.g_00747
OG0000693	Prbc.g_01850	Syao.g_00748
OG0000694	Prbc.g_01851	Syao.g_00749
OG0000695	Prbc.g_02011	Syao.g_00639
OG0000696	Prbc.g_02012	Syao.g_00638
OG0000697	Prbc.g_02013	Syao.g_00636
OG0000698	Prbc.g_02016	Syao.g_00633
OG0000699	Prbc.g_02017	Syao.g_00631
OG0000700	Prbc.g_02018	Syao.g_00630
OG0000701	Prbc.g_02019	Syao.g_00629
OG0000702	Prbc.g_02021	Syao.g_00705
OG0000703	Prbc.g_02022	Syao.g_00693
OG0000704	Prbc.g_02023	Syao.g_00689
OG0000705	Prbc.g_02029	Syao.g_00682
OG0000706	Prbc.g_02030	Syao.g_00681
OG0000707	Prbc.g_02031	Syao.g_00680
OG0000708	Prbc.g_02033	Syao.g_00677
OG0000709	Prbc.g_02037	Syao.g_00670
OG0000710	Prbc.g_02040	Syao.g_00666
OG0000711	Prbc.g_02055	Syao.g_00815
OG0000712	Prbc.g_02057	Syao.g_00813
OG0000713	Prbc.g_02058	Syao.g_00812
OG0000714	Prbc.g_02059	Syao.g_00810
OG0000715	Prbc.g_02061	Syao.g_00808
OG0000716	Prbc.g_02062	Syao.g_00804
OG0000717	Prbc.g_02063	Syao.g_00803
OG0000718	Prbc.g_02079	Syao.g_00794
OG0000719	Prbc.g_02080	Syao.g_00444
OG0000720	Prbc.g_02091	Syao.g_00457
OG0000721	Prbc.g_02092	Syao.g_00459
OG0000722	Prbc.g_02093	Syao.g_00460
OG0000723	Prbc.g_02097	Syao.g_00469
OG0000724	Prbc.g_02108	Syao.g_00513
OG0000725	Prbc.g_01934	Syao.g_00385
OG0000726	Prbc.g_01933	Syao.g_00384
OG0000727	Prbc.g_01932	Syao.g_00383
OG0000728	Prbc.g_01930	Syao.g_00381
OG0000729	Prbc.g_00201	Syao.g_02190
OG0000730	Prbc.g_01244	Syao.g_01880
OG0000731	Prbc.g_01252	Syao.g_01868
OG0000732	Prbc.g_00987	Syao.g_02218
OG0000733	Prbc.g_00897	Syao.g_01427
OG0000734	Prbc.g_01462	Syao.g_02592
OG0000735	Prbc.g_01460	Syao.g_00140
OG0000736	Prbc.g_01459	Syao.g_00139
OG0000737	Prbc.g_01458	Syao.g_00138
OG0000738	Prbc.g_01454	Syao.g_00132
OG0000739	Prbc.g_01453	Syao.g_00131
OG0000740	Prbc.g_01452	Syao.g_00130
OG0000741	Prbc.g_01450	Syao.g_00127
OG0000742	Prbc.g_01447	Syao.g_00124
OG0000743	Prbc.g_01445	Syao.g_00217
OG0000744	Prbc.g_01444	Syao.g_00216
OG0000745	Prbc.g_01442	Syao.g_00213
OG0000746	Prbc.g_01440	Syao.g_00210
OG0000747	Prbc.g_01439	Syao.g_00208
OG0000748	Prbc.g_01435	Syao.g_00193
OG0000749	Prbc.g_01434	Syao.g_00192
OG0000750	Prbc.g_01433	Syao.g_00191
OG0000751	Prbc.g_01430	Syao.g_00185
OG0000752	Prbc.g_01428	Syao.g_00183
OG0000753	Prbc.g_01426	Syao.g_00180
OG0000754	Prbc.g_01422	Syao.g_00175
OG0000755	Prbc.g_01418	Syao.g_00021
OG0000756	Prbc.g_01417	Syao.g_00229
OG0000757	Prbc.g_01410	Syao.g_00252
OG0000758	Prbc.g_01409	Syao.g_00251
OG0000759	Prbc.g_01408	Syao.g_00250
OG0000760	Prbc.g_01407	Syao.g_00249
OG0000761	Prbc.g_01406	Syao.g_00248
OG0000762	Prbc.g_01405	Syao.g_00246
OG0000763	Prbc.g_01403	Syao.g_00242
OG0000764	Prbc.g_01402	Syao.g_00241
OG0000765	Prbc.g_01394	Syao.g_00267
OG0000766	Prbc.g_01393	Syao.g_00266
OG0000767	Prbc.g_01392	Syao.g_00264
OG0000768	Prbc.g_01391	Syao.g_00263
OG0000769	Prbc.g_01389	Syao.g_00261
OG0000770	Prbc.g_01388	Syao.g_00257
OG0000771	Prbc.g_02103	Syao.g_00506
OG0000772	Prbc.g_01320	Syao.g_01523
OG0000773	Prbc.g_00557	Syao.g_01447
OG0000774	Prbc.g_00560	Syao.g_01442
OG0000775	Prbc.g_00561	Syao.g_01440
OG0000776	Prbc.g_00562	Syao.g_01439
OG0000777	Prbc.g_00563	Syao.g_01438
OG0000778	Prbc.g_00564	Syao.g_01437
OG0000779	Prbc.g_00568	Syao.g_01469
OG0000780	Prbc.g_00569	Syao.g_01456
OG0000781	Prbc.g_00571	Syao.g_01452
OG0000782	Prbc.g_00572	Syao.g_01451
OG0000783	Prbc.g_00573	Syao.g_01450
OG0000784	Prbc.g_00574	Syao.g_01449
OG0000785	Prbc.g_00576	Syao.g_01481
OG0000786	Prbc.g_00579	Syao.g_01473
OG0000787	Prbc.g_00580	Syao.g_01472
OG0000788	Prbc.g_01820	Syao.g_00870
OG0000789	Prbc.g_02100	Syao.g_00623
OG0000790	Prbc.g_00662	Syao.g_00041, Syao.g_00315
OG0000791	Prbc.g_00664	Syao.g_00043
OG0000792	Prbc.g_00665	Syao.g_00044
OG0000793	Prbc.g_00668	Syao.g_02700
OG0000794	Prbc.g_00669	Syao.g_02703
OG0000795	Prbc.g_00670	Syao.g_02704
OG0000796	Prbc.g_00674	Syao.g_02708
OG0000797	Prbc.g_00675	Syao.g_02709
OG0000799	Prbc.g_00690	Syao.g_01525
OG0000800	Prbc.g_00691	Syao.g_01526
OG0000801	Prbc.g_00692	Syao.g_01527
OG0000802	Prbc.g_00694	Syao.g_01531
OG0000803	Prbc.g_00696	Syao.g_01534
OG0000804	Prbc.g_00697	Syao.g_01537
OG0000805	Prbc.g_00699	Syao.g_01502
OG0000806	Prbc.g_00701	Syao.g_01504
OG0000807	Prbc.g_00702	Syao.g_01506
OG0000808	Prbc.g_00703	Syao.g_01507
OG0000809	Prbc.g_00707	Syao.g_01511
OG0000810	Prbc.g_00708	Syao.g_01482
OG0000811	Prbc.g_00712	Syao.g_01490
OG0000812	Prbc.g_00714	Syao.g_01492
OG0000813	Prbc.g_00715	Syao.g_01493
OG0000814	Prbc.g_00717	Syao.g_01495
OG0000815	Prbc.g_00718	Syao.g_01499
OG0000816	Prbc.g_00720	Syao.g_01471
OG0000817	Prbc.g_00721	Syao.g_01519
OG0000818	Prbc.g_00725	Syao.g_00062
OG0000819	Prbc.g_00726	Syao.g_00063
OG0000820	Prbc.g_00727	Syao.g_00064
OG0000821	Prbc.g_00730	Syao.g_00070
OG0000822	Prbc.g_00731	Syao.g_00072
OG0000823	Prbc.g_00732	Syao.g_00073
OG0000824	Prbc.g_00735	Syao.g_00079
OG0000825	Prbc.g_00736	Syao.g_00080
OG0000826	Prbc.g_00737	Syao.g_00081
OG0000827	Prbc.g_00738	Syao.g_00082
OG0000828	Prbc.g_00741	Syao.g_00085
OG0000829	Prbc.g_00742	Syao.g_00086
OG0000830	Prbc.g_00743	Syao.g_00087
OG0000831	Prbc.g_00745	Syao.g_00089
OG0000832	Prbc.g_00755	Syao.g_01696
OG0000833	Prbc.g_00763	Syao.g_01612
OG0000834	Prbc.g_00764	Syao.g_01610
OG0000835	Prbc.g_00765	Syao.g_01609
OG0000836	Prbc.g_00766	Syao.g_01606
OG0000837	Prbc.g_00767	Syao.g_01605
OG0000838	Prbc.g_00769	Syao.g_01601
OG0000839	Prbc.g_00770	Syao.g_01600
OG0000840	Prbc.g_00771	Syao.g_01599
OG0000841	Prbc.g_00772	Syao.g_01598
OG0000842	Prbc.g_00773	Syao.g_01597
OG0000843	Prbc.g_00774	Syao.g_01596
OG0000844	Prbc.g_00775	Syao.g_01594
OG0000845	Prbc.g_00776	Syao.g_01593
OG0000846	Prbc.g_00777	Syao.g_01592
OG0000847	Prbc.g_00778	Syao.g_01591
OG0000848	Prbc.g_00779	Syao.g_01589
OG0000849	Prbc.g_00780	Syao.g_01588
OG0000850	Prbc.g_00782	Syao.g_01585
OG0000851	Prbc.g_00783	Syao.g_01582
OG0000852	Prbc.g_00784	Syao.g_01581
OG0000853	Prbc.g_00789	Syao.g_01577
OG0000854	Prbc.g_00791	Syao.g_01575
OG0000855	Prbc.g_00792	Syao.g_01574
OG0000856	Prbc.g_00677	Syao.g_01327
OG0000857	Prbc.g_01874	Syao.g_00774
OG0000858	Prbc.g_00827	Syao.g_01567
OG0000859	Prbc.g_00828	Syao.g_01566
OG0000860	Prbc.g_00834	Syao.g_01552
OG0000861	Prbc.g_00835	Syao.g_01551
OG0000862	Prbc.g_00836	Syao.g_01542
OG0000863	Prbc.g_00837	Syao.g_01540
OG0000864	Prbc.g_00838	Syao.g_01017
OG0000866	Prbc.g_00840	Syao.g_01686
OG0000867	Prbc.g_00841	Syao.g_01685
OG0000868	Prbc.g_00842	Syao.g_01682
OG0000869	Prbc.g_00845	Syao.g_01677
OG0000870	Prbc.g_00850	Syao.g_01672
OG0000871	Prbc.g_00851	Syao.g_01671
OG0000872	Prbc.g_00852	Syao.g_01665
OG0000873	Prbc.g_00855	Syao.g_01662
OG0000874	Prbc.g_00858	Syao.g_01660
OG0000875	Prbc.g_00860	Syao.g_01658
OG0000876	Prbc.g_00861	Syao.g_00536
OG0000877	Prbc.g_00863	Syao.g_01654
OG0000878	Prbc.g_00864	Syao.g_01653
OG0000879	Prbc.g_00865	Syao.g_01652
OG0000880	Prbc.g_00866	Syao.g_01651
OG0000881	Prbc.g_00869	Syao.g_01647
OG0000882	Prbc.g_00874	Syao.g_01642
OG0000883	Prbc.g_00876	Syao.g_01638
OG0000884	Prbc.g_00878	Syao.g_01636
OG0000885	Prbc.g_00879	Syao.g_01635
OG0000886	Prbc.g_00880	Syao.g_01634
OG0000887	Prbc.g_00881	Syao.g_01633
OG0000888	Prbc.g_00883	Syao.g_01631
OG0000889	Prbc.g_00885	Syao.g_01629
OG0000890	Prbc.g_00886	Syao.g_01626
OG0000891	Prbc.g_00887	Syao.g_01625
OG0000892	Prbc.g_00889	Syao.g_01695
OG0000893	Prbc.g_00933	Syao.g_01934
OG0000894	Prbc.g_00936	Syao.g_01937
OG0000895	Prbc.g_00939	Syao.g_01916
OG0000896	Prbc.g_00940	Syao.g_01917
OG0000897	Prbc.g_00942	Syao.g_01919
OG0000898	Prbc.g_00943	Syao.g_01920
OG0000899	Prbc.g_00944	Syao.g_01921
OG0000900	Prbc.g_00945	Syao.g_01922
OG0000901	Prbc.g_00948	Syao.g_01927
OG0000902	Prbc.g_00950	Syao.g_01929
OG0000903	Prbc.g_00960	Syao.g_01798
OG0000904	Prbc.g_00955	Syao.g_01804
OG0000905	Prbc.g_00952	Syao.g_01862
OG0000906	Prbc.g_00951	Syao.g_01931
OG0000907	Prbc.g_00327	Syao.g_01796
OG0000908	Prbc.g_00324	Syao.g_01793
OG0000909	Prbc.g_00323	Syao.g_01792
OG0000910	Prbc.g_00322	Syao.g_01791
OG0000911	Prbc.g_00320	Syao.g_01789
OG0000912	Prbc.g_00319	Syao.g_01788
OG0000913	Prbc.g_00318	Syao.g_01787
OG0000914	Prbc.g_00317	Syao.g_01786
OG0000915	Prbc.g_00316	Syao.g_01784
OG0000916	Prbc.g_00315	Syao.g_01783
OG0000917	Prbc.g_00314	Syao.g_01782
OG0000918	Prbc.g_00313	Syao.g_01781
OG0000919	Prbc.g_00312	Syao.g_01780
OG0000920	Prbc.g_00311	Syao.g_01779
OG0000921	Prbc.g_00310	Syao.g_01778
OG0000922	Prbc.g_00309	Syao.g_01777
OG0000923	Prbc.g_00305	Syao.g_01772
OG0000924	Prbc.g_00304	Syao.g_01771
OG0000925	Prbc.g_00303	Syao.g_01770
OG0000926	Prbc.g_00302	Syao.g_01769
OG0000927	Prbc.g_00300	Syao.g_01767
OG0000928	Prbc.g_00299	Syao.g_01766
OG0000929	Prbc.g_00298	Syao.g_01765
OG0000930	Prbc.g_00297	Syao.g_01764
OG0000931	Prbc.g_00296	Syao.g_01763
OG0000932	Prbc.g_00295	Syao.g_01762
OG0000933	Prbc.g_00291	Syao.g_01811
OG0000934	Prbc.g_00289	Syao.g_01809
OG0000935	Prbc.g_00288	Syao.g_01808
OG0000936	Prbc.g_00287	Syao.g_01843
OG0000937	Prbc.g_00286	Syao.g_01842
OG0000938	Prbc.g_00283	Syao.g_01839
OG0000939	Prbc.g_00282	Syao.g_01838
OG0000940	Prbc.g_00275	Syao.g_01830
OG0000941	Prbc.g_00273	Syao.g_01828
OG0000942	Prbc.g_00271	Syao.g_01826
OG0000943	Prbc.g_00270	Syao.g_01824
OG0000944	Prbc.g_00268	Syao.g_01822
OG0000945	Prbc.g_00267	Syao.g_01821
OG0000946	Prbc.g_00248	Syao.g_01852
OG0000947	Prbc.g_00246	Syao.g_01849
OG0000948	Prbc.g_00245	Syao.g_01848
OG0000949	Prbc.g_00242	Syao.g_01970
OG0000950	Prbc.g_00237	Syao.g_01957
OG0000951	Prbc.g_00233	Syao.g_02262
OG0000952	Prbc.g_00229	Syao.g_02266
OG0000953	Prbc.g_00225	Syao.g_02130
OG0000954	Prbc.g_00221	Syao.g_02135
OG0000955	Prbc.g_00220	Syao.g_02136
OG0000956	Prbc.g_00218	Syao.g_02138
OG0000957	Prbc.g_00213	Syao.g_01951
OG0000958	Prbc.g_00212	Syao.g_01950
OG0000959	Prbc.g_00208	Syao.g_01947
OG0000960	Prbc.g_00207	Syao.g_01946
OG0000961	Prbc.g_00204	Syao.g_02496
OG0000962	Prbc.g_00202	Syao.g_02191
OG0000963	Prbc.g_00197	Syao.g_02186
OG0000964	Prbc.g_00196	Syao.g_02185
OG0000965	Prbc.g_00195	Syao.g_02184
OG0000966	Prbc.g_00965	Syao.g_02172
OG0000967	Prbc.g_00969	Syao.g_02167
OG0000968	Prbc.g_00971	Syao.g_02199
OG0000969	Prbc.g_00972	Syao.g_02200
OG0000970	Prbc.g_00973	Syao.g_02201
OG0000971	Prbc.g_00974	Syao.g_02203
OG0000972	Prbc.g_00975	Syao.g_02204
OG0000973	Prbc.g_00976	Syao.g_02205
OG0000974	Prbc.g_00977	Syao.g_02206
OG0000975	Prbc.g_00978	Syao.g_02207
OG0000976	Prbc.g_00979	Syao.g_02208
OG0000977	Prbc.g_00980	Syao.g_02210
OG0000978	Prbc.g_00981	Syao.g_02211
OG0000979	Prbc.g_00984	Syao.g_02214
OG0000980	Prbc.g_00986	Syao.g_02217
OG0000981	Prbc.g_00989	Syao.g_02220
OG0000982	Prbc.g_00991	Syao.g_02437
OG0000983	Prbc.g_00992	Syao.g_02438
OG0000984	Prbc.g_00993	Syao.g_02439
OG0000985	Prbc.g_00996	Syao.g_02443
OG0000986	Prbc.g_00998	Syao.g_02445
OG0000987	Prbc.g_00999	Syao.g_02447
OG0000988	Prbc.g_01002	Syao.g_02452
OG0000989	Prbc.g_01006	Syao.g_02368
OG0000990	Prbc.g_01011	Syao.g_02362
OG0000991	Prbc.g_01012	Syao.g_02354
OG0000992	Prbc.g_01015	Syao.g_02279
OG0000993	Prbc.g_01016	Syao.g_02280
OG0000994	Prbc.g_01017	Syao.g_02283
OG0000995	Prbc.g_01021	Syao.g_02287
OG0000996	Prbc.g_01022	Syao.g_02305
OG0000997	Prbc.g_01043	Syao.g_02326
OG0000998	Prbc.g_01045	Syao.g_02328
OG0000999	Prbc.g_01046	Syao.g_02329
OG0001000	Prbc.g_01049	Syao.g_02333
OG0001001	Prbc.g_01052	Syao.g_02338
OG0001002	Prbc.g_01057	Syao.g_02345
OG0001003	Prbc.g_01060	Syao.g_02347
OG0001004	Prbc.g_01061	Syao.g_02348
OG0001005	Prbc.g_01062	Syao.g_02194
OG0001006	Prbc.g_01067	Syao.g_02159
OG0001007	Prbc.g_01069	Syao.g_02161
OG0001008	Prbc.g_01498	Syao.g_01737
OG0001009	Prbc.g_01097	Syao.g_02239
OG0001010	Prbc.g_01098	Syao.g_02238
OG0001011	Prbc.g_01099	Syao.g_02236
OG0001012	Prbc.g_01121	Syao.g_00322
OG0001013	Prbc.g_01126	Syao.g_02413
OG0001014	Prbc.g_01129	Syao.g_02407
OG0001015	Prbc.g_01130	Syao.g_02406
OG0001016	Prbc.g_00500	Syao.g_02622
OG0001017	Prbc.g_00496	Syao.g_02628
OG0001018	Prbc.g_00493	Syao.g_02630
OG0001019	Prbc.g_00484	Syao.g_02654
OG0001020	Prbc.g_00483	Syao.g_02663
OG0001021	Prbc.g_00482	Syao.g_02666
OG0001022	Prbc.g_00479	Syao.g_02670
OG0001023	Prbc.g_00478	Syao.g_02671
OG0001024	Prbc.g_00475	Syao.g_01018
OG0001025	Prbc.g_00468	Syao.g_02597
OG0001026	Prbc.g_00460	Syao.g_02594
OG0001027	Prbc.g_00459	Syao.g_02564
OG0001028	Prbc.g_00457	Syao.g_02568
OG0001029	Prbc.g_00455	Syao.g_02570
OG0001030	Prbc.g_00439	Syao.g_02545
OG0001031	Prbc.g_00385	Syao.g_02528
OG0001032	Prbc.g_00384	Syao.g_02530
OG0001033	Prbc.g_00364	Syao.g_01016
OG0001034	Prbc.g_00334	Syao.g_01704
OG0001035	Prbc.g_01150	Syao.g_02101
OG0001036	Prbc.g_01154	Syao.g_02096
OG0001037	Prbc.g_01155	Syao.g_02094
OG0001038	Prbc.g_01171	Syao.g_02065
OG0001039	Prbc.g_01173	Syao.g_02062
OG0001040	Prbc.g_01176	Syao.g_02059
OG0001041	Prbc.g_01180	Syao.g_02055
OG0001042	Prbc.g_01196	Syao.g_02032
OG0001043	Prbc.g_01197	Syao.g_02028
OG0001044	Prbc.g_01245	Syao.g_01878
OG0001045	Prbc.g_01254	Syao.g_01865
OG0001046	Prbc.g_02168	Syao.g_00827
OG0001047	Prbc.g_01500	Syao.g_01739
OG0001048	Prbc.g_01501	Syao.g_01740
OG0001049	Prbc.g_01503	Syao.g_01616
OG0001050	Prbc.g_01504	Syao.g_01618
OG0001051	Prbc.g_01505	Syao.g_01619
OG0001052	Prbc.g_01531	Syao.g_02686
OG0001053	Prbc.g_01543	Syao.g_00025
OG0001054	Prbc.g_01557	Syao.g_00104
OG0001055	Prbc.g_01597	Syao.g_00156
OG0001056	Prbc.g_01615	Syao.g_01417
OG0001057	Prbc.g_01620	Syao.g_00879
OG0001058	Prbc.g_01629	Syao.g_00862
OG0001059	Prbc.g_01633	Syao.g_00858
OG0001060	Prbc.g_01640	Syao.g_00852
OG0001062	Prbc.g_01655	Syao.g_01050
OG0001063	Prbc.g_01656	Syao.g_01042
OG0001064	Prbc.g_01657	Syao.g_01041
OG0001065	Prbc.g_01658	Syao.g_01040
OG0001066	Prbc.g_01659	Syao.g_01039
OG0001067	Prbc.g_01660	Syao.g_01038
OG0001068	Prbc.g_01661	Syao.g_01037
OG0001069	Prbc.g_01662	Syao.g_01036
OG0001070	Prbc.g_01664	Syao.g_01032
OG0001071	Prbc.g_01665	Syao.g_01031
OG0001072	Prbc.g_01666	Syao.g_01027
OG0001073	Prbc.g_01680	Syao.g_00991
OG0001074	Prbc.g_01692	Syao.g_00392
OG0001075	Prbc.g_01693	Syao.g_00391
OG0001076	Prbc.g_01700	Syao.g_01339
OG0001077	Prbc.g_01705	Syao.g_01323
OG0001078	Prbc.g_01713	Syao.g_00895
OG0001079	Prbc.g_01724	Syao.g_00911
OG0001081	Prbc.g_01732	Syao.g_00925
OG0001082	Prbc.g_01733	Syao.g_00926
OG0001083	Prbc.g_01738	Syao.g_00934
OG0001084	Prbc.g_01739	Syao.g_00935
OG0001085	Prbc.g_01749	Syao.g_00947
OG0001086	Prbc.g_01750	Syao.g_00949
OG0001087	Prbc.g_01770	Syao.g_01419
OG0001088	Prbc.g_01771	Syao.g_00211
OG0001089	Prbc.g_01779	Syao.g_00376
OG0001090	Prbc.g_01788	Syao.g_00494
OG0001091	Prbc.g_01790	Syao.g_00491
OG0001092	Prbc.g_01791	Syao.g_00489
OG0001093	Prbc.g_01796	Syao.g_00482
OG0001094	Prbc.g_01852	Syao.g_00750
OG0001095	Prbc.g_01871	Syao.g_00771
OG0001096	Prbc.g_01886	Syao.g_00786
OG0001097	Prbc.g_01906	Syao.g_00552
OG0001098	Prbc.g_01923	Syao.g_00731
OG0001099	Prbc.g_01962	Syao.g_02569
OG0001100	Prbc.g_01969	Syao.g_00957
OG0001101	Prbc.g_01971	Syao.g_00959
OG0001102	Prbc.g_01974	Syao.g_00962
OG0001103	Prbc.g_01976	Syao.g_00964
OG0001105	Prbc.g_01842	Syao.g_00736
OG0001106	Prbc.g_02024	Syao.g_00688
OG0001107	Prbc.g_02034	Syao.g_00676
OG0001108	Prbc.g_02038	Syao.g_00669
OG0001109	Prbc.g_02039	Syao.g_00667
OG0001110	Prbc.g_02041	Syao.g_00665
OG0001111	Prbc.g_02042	Syao.g_00663
OG0001112	Prbc.g_02043	Syao.g_00661
OG0001113	Prbc.g_02044	Syao.g_00660
OG0001114	Prbc.g_02045	Syao.g_00659
OG0001115	Prbc.g_02047	Syao.g_00832
OG0001116	Prbc.g_02048	Syao.g_00830
OG0001117	Prbc.g_02049	Syao.g_00829
OG0001118	Prbc.g_02050	Syao.g_00828
OG0001119	Prbc.g_02051	Syao.g_00826
OG0001120	Prbc.g_02052	Syao.g_00822
OG0001121	Prbc.g_00645	Syao.g_01294
