Orthogroup	Prbc	Prag
OG0000551	Prbc.g_01606	Prag.g_00506
OG0000552	Prbc.g_01607	Prag.g_00507
OG0000553	Prbc.g_01608	Prag.g_00508
OG0000554	Prbc.g_01613	Prag.g_00513
OG0000555	Prbc.g_01621	Prag.g_00521
OG0000556	Prbc.g_01623	Prag.g_00523
OG0000557	Prbc.g_01624	Prag.g_00524
OG0000558	Prbc.g_01627	Prag.g_00526
OG0000559	Prbc.g_01631	Prag.g_00530
OG0000560	Prbc.g_01634	Prag.g_00533
OG0000561	Prbc.g_01635	Prag.g_00534
OG0000562	Prbc.g_01636	Prag.g_00535
OG0000563	Prbc.g_01637	Prag.g_00536
OG0000564	Prbc.g_01638	Prag.g_00537
OG0000565	Prbc.g_01641	Prag.g_00540
OG0000566	Prbc.g_01643	Prag.g_00542
OG0000567	Prbc.g_01647	Prag.g_00546
OG0000568	Prbc.g_01648	Prag.g_00547
OG0000569	Prbc.g_01649	Prag.g_00548
OG0000570	Prbc.g_01650	Prag.g_00549
OG0000571	Prbc.g_01652	Prag.g_00551
OG0000572	Prbc.g_01663	Prag.g_00564
OG0000573	Prbc.g_01668	Prag.g_00570
OG0000574	Prbc.g_01670	Prag.g_00571
OG0000575	Prbc.g_01673	Prag.g_00575
OG0000576	Prbc.g_01675	Prag.g_00577
OG0000577	Prbc.g_01676	Prag.g_00578
OG0000578	Prbc.g_01677	Prag.g_00579
OG0000579	Prbc.g_01678	Prag.g_00580
OG0000580	Prbc.g_01679	Prag.g_00581
OG0000581	Prbc.g_01682	Prag.g_00583
OG0000582	Prbc.g_01685	Prag.g_00586
OG0000583	Prbc.g_01686	Prag.g_00587
OG0000584	Prbc.g_01687	Prag.g_00588
OG0000585	Prbc.g_01689	Prag.g_00590
OG0000586	Prbc.g_01690	Prag.g_00591
OG0000587	Prbc.g_01691	Prag.g_00592
OG0000588	Prbc.g_01695	Prag.g_00596
OG0000589	Prbc.g_01698	Prag.g_00599
OG0000590	Prbc.g_01699	Prag.g_00600
OG0000591	Prbc.g_01702	Prag.g_00603
OG0000592	Prbc.g_01703	Prag.g_00604
OG0000593	Prbc.g_01709	Prag.g_00610
OG0000594	Prbc.g_01710	Prag.g_00611
OG0000595	Prbc.g_01711	Prag.g_00612
OG0000596	Prbc.g_01715	Prag.g_00616
OG0000597	Prbc.g_01717	Prag.g_00618
OG0000598	Prbc.g_01718	Prag.g_00619
OG0000599	Prbc.g_01721	Prag.g_00622
OG0000600	Prbc.g_01722	Prag.g_00623
OG0000601	Prbc.g_01723	Prag.g_00624
OG0000602	Prbc.g_01725	Prag.g_00626
OG0000603	Prbc.g_01726	Prag.g_00627
OG0000604	Prbc.g_01727	Prag.g_00628
OG0000605	Prbc.g_01728	Prag.g_00629
OG0000606	Prbc.g_01731	Prag.g_00632
OG0000607	Prbc.g_01734	Prag.g_00635
OG0000608	Prbc.g_01735	Prag.g_00636
OG0000609	Prbc.g_01736	Prag.g_00637
OG0000610	Prbc.g_01742	Prag.g_00642
OG0000611	Prbc.g_01745	Prag.g_00645
OG0000612	Prbc.g_01746	Prag.g_00646
OG0000613	Prbc.g_01752	Prag.g_00651
OG0000614	Prbc.g_01775	Prag.g_00670
OG0000615	Prbc.g_01782	Prag.g_00678
OG0000616	Prbc.g_01055	Prag.g_00682
OG0000617	Prbc.g_01793	Prag.g_00698
OG0000618	Prbc.g_01794	Prag.g_00699
OG0000619	Prbc.g_01795	Prag.g_00700
OG0000620	Prbc.g_01798	Prag.g_00703
OG0000621	Prbc.g_01799	Prag.g_00704
OG0000622	Prbc.g_01800	Prag.g_00705
OG0000623	Prbc.g_01801	Prag.g_00706
OG0000624	Prbc.g_01803	Prag.g_00707
OG0000625	Prbc.g_01804	Prag.g_00708
OG0000626	Prbc.g_01805	Prag.g_00709
OG0000627	Prbc.g_01807	Prag.g_00710
OG0000628	Prbc.g_01808	Prag.g_00711
OG0000629	Prbc.g_01809	Prag.g_00712
OG0000630	Prbc.g_01812	Prag.g_00715
OG0000631	Prbc.g_02007	Prag.g_00797
OG0000632	Prbc.g_02008	Prag.g_00798
OG0000633	Prbc.g_02009	Prag.g_00799
OG0000634	Prbc.g_01854	Prag.g_00802
OG0000635	Prbc.g_01855	Prag.g_00803
OG0000636	Prbc.g_01857	Prag.g_00805
OG0000637	Prbc.g_01859	Prag.g_00807
OG0000638	Prbc.g_01860	Prag.g_00808
OG0000639	Prbc.g_01861	Prag.g_00809
OG0000640	Prbc.g_01862	Prag.g_00810
OG0000641	Prbc.g_01866	Prag.g_00814
OG0000642	Prbc.g_01867	Prag.g_00815
OG0000643	Prbc.g_01868	Prag.g_00816
OG0000644	Prbc.g_01869	Prag.g_00817
OG0000645	Prbc.g_01870	Prag.g_00818
OG0000646	Prbc.g_01873	Prag.g_00820
OG0000647	Prbc.g_01875	Prag.g_00821
OG0000648	Prbc.g_01877	Prag.g_00823
OG0000649	Prbc.g_01878	Prag.g_00824
OG0000650	Prbc.g_01879	Prag.g_00825
OG0000651	Prbc.g_01880	Prag.g_00826
OG0000652	Prbc.g_01881	Prag.g_00827
OG0000653	Prbc.g_01883	Prag.g_00829
OG0000654	Prbc.g_01884	Prag.g_00830
OG0000655	Prbc.g_01885	Prag.g_00831
OG0000656	Prbc.g_01888	Prag.g_00834
OG0000657	Prbc.g_01895	Prag.g_00840
OG0000658	Prbc.g_01897	Prag.g_00841
OG0000659	Prbc.g_01898	Prag.g_00842
OG0000660	Prbc.g_01903	Prag.g_00846
OG0000661	Prbc.g_01905	Prag.g_00848
OG0000662	Prbc.g_01907	Prag.g_00850
OG0000663	Prbc.g_01909	Prag.g_00852
OG0000664	Prbc.g_01910	Prag.g_00853
OG0000665	Prbc.g_01914	Prag.g_00857
OG0000666	Prbc.g_01915	Prag.g_00858
OG0000667	Prbc.g_01919	Prag.g_00862
OG0000668	Prbc.g_01959	Prag.g_00892
OG0000669	Prbc.g_01967	Prag.g_00898
OG0000670	Prbc.g_01970	Prag.g_00900
OG0000671	Prbc.g_01972	Prag.g_00902
OG0000672	Prbc.g_01975	Prag.g_00904
OG0000673	Prbc.g_01978	Prag.g_00907
OG0000674	Prbc.g_01980	Prag.g_00909
OG0000675	Prbc.g_01981	Prag.g_00910
OG0000676	Prbc.g_01983	Prag.g_00912
OG0000677	Prbc.g_01984	Prag.g_00913
OG0000678	Prbc.g_01987	Prag.g_00915
OG0000679	Prbc.g_01991	Prag.g_00919
OG0000680	Prbc.g_01992	Prag.g_00920
OG0000681	Prbc.g_01995	Prag.g_00922
OG0000682	Prbc.g_01996	Prag.g_00923
OG0000683	Prbc.g_01997	Prag.g_00924
OG0000684	Prbc.g_01837	Prag.g_00926
OG0000685	Prbc.g_01839	Prag.g_00928
OG0000686	Prbc.g_01840	Prag.g_00929
OG0000687	Prbc.g_01841	Prag.g_00930
OG0000688	Prbc.g_01844	Prag.g_00933
OG0000689	Prbc.g_01845	Prag.g_00934
OG0000690	Prbc.g_01846	Prag.g_00935
OG0000691	Prbc.g_01847	Prag.g_00936
OG0000692	Prbc.g_01849	Prag.g_00938
OG0000693	Prbc.g_01850	Prag.g_00939
OG0000694	Prbc.g_01851	Prag.g_00940
OG0000695	Prbc.g_02011	Prag.g_00942
OG0000696	Prbc.g_02012	Prag.g_00943
OG0000697	Prbc.g_02013	Prag.g_00944
OG0000698	Prbc.g_02016	Prag.g_00947
OG0000699	Prbc.g_02017	Prag.g_00948
OG0000700	Prbc.g_02018	Prag.g_00949
OG0000701	Prbc.g_02019	Prag.g_00950
OG0000702	Prbc.g_02021	Prag.g_00952
OG0000703	Prbc.g_02022	Prag.g_00953
OG0000704	Prbc.g_02023	Prag.g_00954
OG0000705	Prbc.g_02029	Prag.g_00958
OG0000706	Prbc.g_02030	Prag.g_00959
OG0000707	Prbc.g_02031	Prag.g_00960
OG0000708	Prbc.g_02033	Prag.g_00961
OG0000709	Prbc.g_02037	Prag.g_00965
OG0000710	Prbc.g_02040	Prag.g_00968
OG0000711	Prbc.g_02055	Prag.g_00985
OG0000712	Prbc.g_02057	Prag.g_00987
OG0000713	Prbc.g_02058	Prag.g_00988
OG0000714	Prbc.g_02059	Prag.g_00989
OG0000715	Prbc.g_02061	Prag.g_00991
OG0000716	Prbc.g_02062	Prag.g_00993
OG0000717	Prbc.g_02063	Prag.g_00994
OG0000718	Prbc.g_02079	Prag.g_01005
OG0000719	Prbc.g_02080	Prag.g_01007
OG0000720	Prbc.g_02091	Prag.g_01016
OG0000721	Prbc.g_02092	Prag.g_01018
OG0000722	Prbc.g_02093	Prag.g_01019
OG0000723	Prbc.g_02097	Prag.g_01022
OG0000724	Prbc.g_02108	Prag.g_01031
OG0000725	Prbc.g_01934	Prag.g_01037
OG0000726	Prbc.g_01933	Prag.g_01038
OG0000727	Prbc.g_01932	Prag.g_01039
OG0000728	Prbc.g_01930	Prag.g_01041
OG0000729	Prbc.g_00201	Prag.g_01087
OG0000730	Prbc.g_01244	Prag.g_01091
OG0000731	Prbc.g_01252	Prag.g_01095
OG0000732	Prbc.g_00987	Prag.g_01102
OG0000733	Prbc.g_00897	Prag.g_01121
OG0000734	Prbc.g_01462	Prag.g_01138
OG0000735	Prbc.g_01460	Prag.g_01140
OG0000736	Prbc.g_01459	Prag.g_01141
OG0000737	Prbc.g_01458	Prag.g_01142
OG0000738	Prbc.g_01454	Prag.g_01146
OG0000739	Prbc.g_01453	Prag.g_01147
OG0000740	Prbc.g_01452	Prag.g_01148
OG0000741	Prbc.g_01450	Prag.g_01149
OG0000742	Prbc.g_01447	Prag.g_01152
OG0000743	Prbc.g_01445	Prag.g_01154
OG0000744	Prbc.g_01444	Prag.g_01155
OG0000745	Prbc.g_01442	Prag.g_01156
OG0000746	Prbc.g_01440	Prag.g_01158
OG0000747	Prbc.g_01439	Prag.g_01159
OG0000748	Prbc.g_01435	Prag.g_01162
OG0000749	Prbc.g_01434	Prag.g_01163
OG0000750	Prbc.g_01433	Prag.g_01164
OG0000751	Prbc.g_01430	Prag.g_01166
OG0000752	Prbc.g_01428	Prag.g_01168
OG0000753	Prbc.g_01426	Prag.g_01171
OG0000754	Prbc.g_01422	Prag.g_01174
OG0000755	Prbc.g_01418	Prag.g_01177
OG0000756	Prbc.g_01417	Prag.g_01178
OG0000757	Prbc.g_01410	Prag.g_01184
OG0000758	Prbc.g_01409	Prag.g_01185
OG0000759	Prbc.g_01408	Prag.g_01186
OG0000760	Prbc.g_01407	Prag.g_01187
OG0000761	Prbc.g_01406	Prag.g_01188
OG0000762	Prbc.g_01405	Prag.g_01189
OG0000763	Prbc.g_01403	Prag.g_01191
OG0000764	Prbc.g_01402	Prag.g_01192
OG0000765	Prbc.g_01394	Prag.g_01201
OG0000766	Prbc.g_01393	Prag.g_01202
OG0000767	Prbc.g_01392	Prag.g_01204
OG0000768	Prbc.g_01391	Prag.g_01205
OG0000769	Prbc.g_01389	Prag.g_01207
OG0000770	Prbc.g_01388	Prag.g_01209
OG0000771	Prbc.g_02103	Prag.g_01219
OG0000772	Prbc.g_01320	Prag.g_01328
OG0000773	Prbc.g_00557	Prag.g_01344
OG0000774	Prbc.g_00560	Prag.g_01346
OG0000775	Prbc.g_00561	Prag.g_01350
OG0000776	Prbc.g_00562	Prag.g_01351
OG0000777	Prbc.g_00563	Prag.g_01352
OG0000778	Prbc.g_00564	Prag.g_01353
OG0000779	Prbc.g_00568	Prag.g_01357
OG0000780	Prbc.g_00569	Prag.g_01358
OG0000781	Prbc.g_00571	Prag.g_01361
OG0000782	Prbc.g_00572	Prag.g_01362
OG0000783	Prbc.g_00573	Prag.g_01363
OG0000784	Prbc.g_00574	Prag.g_01364
OG0000785	Prbc.g_00576	Prag.g_01366
OG0000786	Prbc.g_00579	Prag.g_01368
OG0000787	Prbc.g_00580	Prag.g_01369
OG0000788	Prbc.g_01820	Prag.g_01376
OG0000789	Prbc.g_02100	Prag.g_01379
OG0000790	Prbc.g_00662	Prag.g_01394
OG0000791	Prbc.g_00664	Prag.g_01396
OG0000792	Prbc.g_00665	Prag.g_01397
OG0000793	Prbc.g_00668	Prag.g_01400
OG0000794	Prbc.g_00669	Prag.g_01401
OG0000795	Prbc.g_00670	Prag.g_01402
OG0000796	Prbc.g_00674	Prag.g_01406
OG0000797	Prbc.g_00675	Prag.g_01407
OG0000799	Prbc.g_00690	Prag.g_01470
OG0000800	Prbc.g_00691	Prag.g_01471
OG0000801	Prbc.g_00692	Prag.g_01472
OG0000802	Prbc.g_00694	Prag.g_01474
OG0000803	Prbc.g_00696	Prag.g_01476
OG0000804	Prbc.g_00697	Prag.g_01477
OG0000805	Prbc.g_00699	Prag.g_01479
OG0000806	Prbc.g_00701	Prag.g_01481
OG0000807	Prbc.g_00702	Prag.g_01482
OG0000808	Prbc.g_00703	Prag.g_01483
OG0000809	Prbc.g_00707	Prag.g_01486
OG0000810	Prbc.g_00708	Prag.g_01487
OG0000811	Prbc.g_00712	Prag.g_01493
OG0000812	Prbc.g_00714	Prag.g_01495
OG0000813	Prbc.g_00715	Prag.g_01496
OG0000814	Prbc.g_00717	Prag.g_01498
OG0000815	Prbc.g_00718	Prag.g_01499
OG0000816	Prbc.g_00720	Prag.g_01501
OG0000817	Prbc.g_00721	Prag.g_01502
OG0000818	Prbc.g_00725	Prag.g_01507
OG0000819	Prbc.g_00726	Prag.g_01508
OG0000820	Prbc.g_00727	Prag.g_01509
OG0000821	Prbc.g_00730	Prag.g_01512
OG0000822	Prbc.g_00731	Prag.g_01513
OG0000823	Prbc.g_00732	Prag.g_01514
OG0000824	Prbc.g_00735	Prag.g_01517
OG0000825	Prbc.g_00736	Prag.g_01518
OG0000826	Prbc.g_00737	Prag.g_01519
OG0000827	Prbc.g_00738	Prag.g_01520
OG0000828	Prbc.g_00741	Prag.g_01524
OG0000829	Prbc.g_00742	Prag.g_01525
OG0000830	Prbc.g_00743	Prag.g_01526
OG0000831	Prbc.g_00745	Prag.g_01528
OG0000832	Prbc.g_00755	Prag.g_01534
OG0000833	Prbc.g_00763	Prag.g_01542
OG0000834	Prbc.g_00764	Prag.g_01543
OG0000835	Prbc.g_00765	Prag.g_01544
OG0000836	Prbc.g_00766	Prag.g_01545
OG0000837	Prbc.g_00767	Prag.g_01546
OG0000838	Prbc.g_00769	Prag.g_01548
OG0000839	Prbc.g_00770	Prag.g_01549
OG0000840	Prbc.g_00771	Prag.g_01550
OG0000841	Prbc.g_00772	Prag.g_01551
OG0000842	Prbc.g_00773	Prag.g_01552
OG0000843	Prbc.g_00774	Prag.g_01553
OG0000844	Prbc.g_00775	Prag.g_01554
OG0000845	Prbc.g_00776	Prag.g_01555
OG0000846	Prbc.g_00777	Prag.g_01556
OG0000847	Prbc.g_00778	Prag.g_01557
OG0000848	Prbc.g_00779	Prag.g_01558
OG0000849	Prbc.g_00780	Prag.g_01559
OG0000850	Prbc.g_00782	Prag.g_01561
OG0000851	Prbc.g_00783	Prag.g_01562
OG0000852	Prbc.g_00784	Prag.g_01563
OG0000853	Prbc.g_00789	Prag.g_01567
OG0000854	Prbc.g_00791	Prag.g_01569
OG0000855	Prbc.g_00792	Prag.g_01570
OG0000856	Prbc.g_00677	Prag.g_01583
OG0000857	Prbc.g_01874	Prag.g_01611
OG0000858	Prbc.g_00827	Prag.g_01663
OG0000859	Prbc.g_00828	Prag.g_01664
OG0000860	Prbc.g_00834	Prag.g_01671
OG0000861	Prbc.g_00835	Prag.g_01672
OG0000862	Prbc.g_00836	Prag.g_01673
OG0000863	Prbc.g_00837	Prag.g_01675
OG0000864	Prbc.g_00838	Prag.g_01676
OG0000865	Prbc.g_00839	Prag.g_01677
OG0000866	Prbc.g_00840	Prag.g_01678
OG0000867	Prbc.g_00841	Prag.g_01679
OG0000868	Prbc.g_00842	Prag.g_01680
OG0000869	Prbc.g_00845	Prag.g_01684
OG0000870	Prbc.g_00850	Prag.g_01689
OG0000871	Prbc.g_00851	Prag.g_01690
OG0000872	Prbc.g_00852	Prag.g_01691
OG0000873	Prbc.g_00855	Prag.g_01694
OG0000874	Prbc.g_00858	Prag.g_01697
OG0000875	Prbc.g_00860	Prag.g_01698
OG0000876	Prbc.g_00861	Prag.g_01699
OG0000877	Prbc.g_00863	Prag.g_01701
OG0000878	Prbc.g_00864	Prag.g_01702
OG0000879	Prbc.g_00865	Prag.g_01703
OG0000880	Prbc.g_00866	Prag.g_01704
OG0000881	Prbc.g_00869	Prag.g_01708
OG0000882	Prbc.g_00874	Prag.g_01713
OG0000883	Prbc.g_00876	Prag.g_01715
OG0000884	Prbc.g_00878	Prag.g_01717
OG0000885	Prbc.g_00879	Prag.g_01718
OG0000886	Prbc.g_00880	Prag.g_01719
OG0000887	Prbc.g_00881	Prag.g_01720
OG0000888	Prbc.g_00883	Prag.g_01722
OG0000889	Prbc.g_00885	Prag.g_01724
OG0000890	Prbc.g_00886	Prag.g_01725
OG0000891	Prbc.g_00887	Prag.g_01726
OG0000892	Prbc.g_00889	Prag.g_01728
OG0000893	Prbc.g_00933	Prag.g_01732
OG0000894	Prbc.g_00936	Prag.g_01734
OG0000895	Prbc.g_00939	Prag.g_01737
OG0000896	Prbc.g_00940	Prag.g_01738
OG0000897	Prbc.g_00942	Prag.g_01740
OG0000898	Prbc.g_00943	Prag.g_01741
OG0000899	Prbc.g_00944	Prag.g_01742
OG0000900	Prbc.g_00945	Prag.g_01743
OG0000901	Prbc.g_00948	Prag.g_01746
OG0000902	Prbc.g_00950	Prag.g_01748
OG0000903	Prbc.g_00960	Prag.g_01751
OG0000904	Prbc.g_00955	Prag.g_01753
OG0000905	Prbc.g_00952	Prag.g_01757
OG0000906	Prbc.g_00951	Prag.g_01758
OG0000907	Prbc.g_00327	Prag.g_01762
OG0000908	Prbc.g_00324	Prag.g_01765
OG0000909	Prbc.g_00323	Prag.g_01766
OG0000910	Prbc.g_00322	Prag.g_01767
OG0000911	Prbc.g_00320	Prag.g_01769
OG0000912	Prbc.g_00319	Prag.g_01770
OG0000913	Prbc.g_00318	Prag.g_01771
OG0000914	Prbc.g_00317	Prag.g_01772
OG0000915	Prbc.g_00316	Prag.g_01773
OG0000916	Prbc.g_00315	Prag.g_01774
OG0000917	Prbc.g_00314	Prag.g_01775
OG0000918	Prbc.g_00313	Prag.g_01776
OG0000919	Prbc.g_00312	Prag.g_01777
OG0000920	Prbc.g_00311	Prag.g_01778
OG0000921	Prbc.g_00310	Prag.g_01779
OG0000922	Prbc.g_00309	Prag.g_01780
OG0000923	Prbc.g_00305	Prag.g_01784
OG0000924	Prbc.g_00304	Prag.g_01785
OG0000925	Prbc.g_00303	Prag.g_01786
OG0000926	Prbc.g_00302	Prag.g_01787
OG0000927	Prbc.g_00300	Prag.g_01789
OG0000928	Prbc.g_00299	Prag.g_01790
OG0000929	Prbc.g_00298	Prag.g_01791
OG0000930	Prbc.g_00297	Prag.g_01792
OG0000931	Prbc.g_00296	Prag.g_01793
OG0000932	Prbc.g_00295	Prag.g_01794
OG0000933	Prbc.g_00291	Prag.g_01798
OG0000934	Prbc.g_00289	Prag.g_01800
OG0000935	Prbc.g_00288	Prag.g_01801
OG0000936	Prbc.g_00287	Prag.g_01802
OG0000937	Prbc.g_00286	Prag.g_01803
OG0000938	Prbc.g_00283	Prag.g_01805
OG0000939	Prbc.g_00282	Prag.g_01806
OG0000940	Prbc.g_00275	Prag.g_01813
OG0000941	Prbc.g_00273	Prag.g_01815
OG0000942	Prbc.g_00271	Prag.g_01817
OG0000943	Prbc.g_00270	Prag.g_01818
OG0000944	Prbc.g_00268	Prag.g_01819
OG0000945	Prbc.g_00267	Prag.g_01820
OG0000946	Prbc.g_00248	Prag.g_01824
OG0000947	Prbc.g_00246	Prag.g_01826
OG0000948	Prbc.g_00245	Prag.g_01827
OG0000949	Prbc.g_00242	Prag.g_01830
OG0000950	Prbc.g_00237	Prag.g_01835
OG0000951	Prbc.g_00233	Prag.g_01839
OG0000952	Prbc.g_00229	Prag.g_01843
OG0000953	Prbc.g_00225	Prag.g_01846
OG0000954	Prbc.g_00221	Prag.g_01850
OG0000955	Prbc.g_00220	Prag.g_01851
OG0000956	Prbc.g_00218	Prag.g_01853
OG0000957	Prbc.g_00213	Prag.g_01859
OG0000958	Prbc.g_00212	Prag.g_01860
OG0000959	Prbc.g_00208	Prag.g_01864
OG0000960	Prbc.g_00207	Prag.g_01865
OG0000961	Prbc.g_00204	Prag.g_01867
OG0000962	Prbc.g_00202	Prag.g_01869
OG0000963	Prbc.g_00197	Prag.g_01873
OG0000964	Prbc.g_00196	Prag.g_01874
OG0000965	Prbc.g_00195	Prag.g_01875
OG0000966	Prbc.g_00965	Prag.g_01882
OG0000967	Prbc.g_00969	Prag.g_01886
OG0000968	Prbc.g_00971	Prag.g_01888
OG0000969	Prbc.g_00972	Prag.g_01889
OG0000970	Prbc.g_00973	Prag.g_01890
OG0000971	Prbc.g_00974	Prag.g_01891
OG0000972	Prbc.g_00975	Prag.g_01892
OG0000973	Prbc.g_00976	Prag.g_01893
OG0000974	Prbc.g_00977	Prag.g_01894
OG0000975	Prbc.g_00978	Prag.g_01895
OG0000976	Prbc.g_00979	Prag.g_01896
OG0000977	Prbc.g_00980	Prag.g_01897
OG0000978	Prbc.g_00981	Prag.g_01898
OG0000979	Prbc.g_00984	Prag.g_01901
OG0000980	Prbc.g_00986	Prag.g_01903
OG0000981	Prbc.g_00989	Prag.g_01905
OG0000982	Prbc.g_00991	Prag.g_01907
OG0000983	Prbc.g_00992	Prag.g_01908
OG0000984	Prbc.g_00993	Prag.g_01909
OG0000985	Prbc.g_00996	Prag.g_01912
OG0000986	Prbc.g_00998	Prag.g_01914
OG0000987	Prbc.g_00999	Prag.g_01915
OG0000988	Prbc.g_01002	Prag.g_01918
OG0000989	Prbc.g_01006	Prag.g_01922
OG0000990	Prbc.g_01011	Prag.g_01925
OG0000991	Prbc.g_01012	Prag.g_01926
OG0000992	Prbc.g_01015	Prag.g_01928
OG0000993	Prbc.g_01016	Prag.g_01929
OG0000994	Prbc.g_01017	Prag.g_01930
OG0000995	Prbc.g_01021	Prag.g_01934
OG0000996	Prbc.g_01022	Prag.g_01935
OG0000997	Prbc.g_01043	Prag.g_01936
OG0000998	Prbc.g_01045	Prag.g_01938
OG0000999	Prbc.g_01046	Prag.g_01939
OG0001000	Prbc.g_01049	Prag.g_01942
OG0001001	Prbc.g_01052	Prag.g_01944
OG0001002	Prbc.g_01057	Prag.g_01948
OG0001003	Prbc.g_01060	Prag.g_01949
OG0001004	Prbc.g_01061	Prag.g_01950
OG0001005	Prbc.g_01062	Prag.g_01951
OG0001006	Prbc.g_01067	Prag.g_01955
OG0001007	Prbc.g_01069	Prag.g_01957
OG0001008	Prbc.g_01498	Prag.g_00416
OG0001009	Prbc.g_01097	Prag.g_00027
OG0001010	Prbc.g_01098	Prag.g_00028
OG0001011	Prbc.g_01099	Prag.g_00029
OG0001012	Prbc.g_01121	Prag.g_00043
OG0001013	Prbc.g_01126	Prag.g_00048
OG0001014	Prbc.g_01129	Prag.g_00051
OG0001015	Prbc.g_01130	Prag.g_00052
OG0001016	Prbc.g_00500	Prag.g_00067
OG0001017	Prbc.g_00496	Prag.g_00071
OG0001018	Prbc.g_00493	Prag.g_00074
OG0001019	Prbc.g_00484	Prag.g_00083
OG0001020	Prbc.g_00483	Prag.g_00084
OG0001021	Prbc.g_00482	Prag.g_00085
OG0001022	Prbc.g_00479	Prag.g_00087
OG0001023	Prbc.g_00478	Prag.g_00088
OG0001024	Prbc.g_00475	Prag.g_00091
OG0001025	Prbc.g_00468	Prag.g_00097
OG0001026	Prbc.g_00460	Prag.g_00104
OG0001027	Prbc.g_00459	Prag.g_00105
OG0001028	Prbc.g_00457	Prag.g_00107
OG0001029	Prbc.g_00455	Prag.g_00108
OG0001030	Prbc.g_00439	Prag.g_00123
OG0001031	Prbc.g_00385	Prag.g_00179
OG0001032	Prbc.g_00384	Prag.g_00180
OG0001033	Prbc.g_00364	Prag.g_00201
OG0001034	Prbc.g_00334	Prag.g_00229
OG0001035	Prbc.g_01150	Prag.g_00246
OG0001036	Prbc.g_01154	Prag.g_00250
OG0001037	Prbc.g_01155	Prag.g_00251
OG0001038	Prbc.g_01171	Prag.g_00269
OG0001039	Prbc.g_01173	Prag.g_00272
OG0001040	Prbc.g_01176	Prag.g_00274
OG0001041	Prbc.g_01180	Prag.g_00278
OG0001042	Prbc.g_01196	Prag.g_00295
OG0001043	Prbc.g_01197	Prag.g_00296
OG0001044	Prbc.g_01245	Prag.g_00328
OG0001045	Prbc.g_01254	Prag.g_00337
OG0001046	Prbc.g_02168	Prag.g_00372
OG0001047	Prbc.g_01500	Prag.g_00418
OG0001048	Prbc.g_01501	Prag.g_00419
OG0001049	Prbc.g_01503	Prag.g_00421
OG0001050	Prbc.g_01504	Prag.g_00422
OG0001051	Prbc.g_01505	Prag.g_00423
OG0001052	Prbc.g_01531	Prag.g_00450
OG0001053	Prbc.g_01543	Prag.g_00462
OG0001054	Prbc.g_01557	Prag.g_00477
OG0001055	Prbc.g_01597	Prag.g_00496
OG0001056	Prbc.g_01615	Prag.g_00515
OG0001057	Prbc.g_01620	Prag.g_00520
OG0001058	Prbc.g_01629	Prag.g_00528
OG0001059	Prbc.g_01633	Prag.g_00532
OG0001060	Prbc.g_01640	Prag.g_00539
OG0001061	Prbc.g_01653	Prag.g_00552
OG0001062	Prbc.g_01655	Prag.g_00554
OG0001063	Prbc.g_01656	Prag.g_00556
OG0001064	Prbc.g_01657	Prag.g_00557
OG0001065	Prbc.g_01658	Prag.g_00558
OG0001066	Prbc.g_01659	Prag.g_00559
OG0001067	Prbc.g_01660	Prag.g_00560
OG0001068	Prbc.g_01661	Prag.g_00561
OG0001069	Prbc.g_01662	Prag.g_00562
OG0001070	Prbc.g_01664	Prag.g_00565
OG0001071	Prbc.g_01665	Prag.g_00566
OG0001072	Prbc.g_01666	Prag.g_00568
OG0001073	Prbc.g_01680	Prag.g_00582
OG0001074	Prbc.g_01692	Prag.g_00593
OG0001075	Prbc.g_01693	Prag.g_00594
OG0001076	Prbc.g_01700	Prag.g_00602
OG0001077	Prbc.g_01705	Prag.g_00606
OG0001078	Prbc.g_01713	Prag.g_00614
OG0001079	Prbc.g_01724	Prag.g_00625
OG0001080	Prbc.g_01730	Prag.g_00631
OG0001081	Prbc.g_01732	Prag.g_00633
OG0001082	Prbc.g_01733	Prag.g_00634
OG0001083	Prbc.g_01738	Prag.g_00639
OG0001084	Prbc.g_01739	Prag.g_00640
OG0001085	Prbc.g_01749	Prag.g_00648
OG0001086	Prbc.g_01750	Prag.g_00649
OG0001087	Prbc.g_01770	Prag.g_00666
OG0001088	Prbc.g_01771	Prag.g_00667
OG0001089	Prbc.g_01779	Prag.g_00675
OG0001090	Prbc.g_01788	Prag.g_00693
OG0001091	Prbc.g_01790	Prag.g_00695
OG0001092	Prbc.g_01791	Prag.g_00696
OG0001093	Prbc.g_01796	Prag.g_00701
OG0001094	Prbc.g_01852	Prag.g_00800
OG0001095	Prbc.g_01871	Prag.g_00819
OG0001096	Prbc.g_01886	Prag.g_00832
OG0001097	Prbc.g_01906	Prag.g_00849
OG0001098	Prbc.g_01923	Prag.g_00864
OG0001099	Prbc.g_01962	Prag.g_00895
OG0001100	Prbc.g_01969	Prag.g_00899
OG0001101	Prbc.g_01971	Prag.g_00901
OG0001102	Prbc.g_01974	Prag.g_00903
OG0001103	Prbc.g_01976	Prag.g_00905
OG0001104	Prbc.g_01838	Prag.g_00927
OG0001105	Prbc.g_01842	Prag.g_00931
OG0001106	Prbc.g_02024	Prag.g_00955
OG0001107	Prbc.g_02034	Prag.g_00962
OG0001108	Prbc.g_02038	Prag.g_00966
OG0001109	Prbc.g_02039	Prag.g_00967
OG0001110	Prbc.g_02041	Prag.g_00969
