Orthogroup	Praf	Pral
OG0000582	Praf.g_01738	Pral.g_01463
OG0000583	Praf.g_01739	Pral.g_01464
OG0000584	Praf.g_01741	Pral.g_01466
OG0000585	Praf.g_01742	Pral.g_01467
OG0000586	Praf.g_01744	Pral.g_01469
OG0000587	Praf.g_01745	Pral.g_01470
OG0000588	Praf.g_01749	Pral.g_01772
OG0000589	Praf.g_01751	Pral.g_01771
OG0000590	Praf.g_02344	Pral.g_01769
OG0000591	Praf.g_00371	Pral.g_01763
OG0000592	Praf.g_01127	Pral.g_01762
OG0000593	Praf.g_02570	Pral.g_01761
OG0000594	Praf.g_01572	Pral.g_01758
OG0000595	Praf.g_02180	Pral.g_01757
OG0000596	Praf.g_01210	Pral.g_01756
OG0000597	Praf.g_01230	Pral.g_01754
OG0000598	Praf.g_01225	Pral.g_01753
OG0000599	Praf.g_01221	Pral.g_01752
OG0000600	Praf.g_01220	Pral.g_01751
OG0000601	Praf.g_01207	Pral.g_01748
OG0000602	Praf.g_01206	Pral.g_01747
OG0000603	Praf.g_01205	Pral.g_01746
OG0000604	Praf.g_01121	Pral.g_01743
OG0000605	Praf.g_01122	Pral.g_01742
OG0000606	Praf.g_01124	Pral.g_01741
OG0000607	Praf.g_01126	Pral.g_01739
OG0000608	Praf.g_01489	Pral.g_01737
OG0000609	Praf.g_02767	Pral.g_00399
OG0000610	Praf.g_00817	Pral.g_01691
OG0000611	Praf.g_01303	Pral.g_01728
OG0000612	Praf.g_01304	Pral.g_01727
OG0000613	Praf.g_01305	Pral.g_01726
OG0000614	Praf.g_01307	Pral.g_01725
OG0000615	Praf.g_01308	Pral.g_01723
OG0000616	Praf.g_01309	Pral.g_01722
OG0000617	Praf.g_01310	Pral.g_01721
OG0000618	Praf.g_01311	Pral.g_01720
OG0000619	Praf.g_01313	Pral.g_01719
OG0000620	Praf.g_01314	Pral.g_01718
OG0000621	Praf.g_01315	Pral.g_01717
OG0000622	Praf.g_01316	Pral.g_01716
OG0000623	Praf.g_01317	Pral.g_01715
OG0000624	Praf.g_01318	Pral.g_01713
OG0000625	Praf.g_01319	Pral.g_01712
OG0000626	Praf.g_01320	Pral.g_01711
OG0000627	Praf.g_01441	Pral.g_01709
OG0000628	Praf.g_01440	Pral.g_01708
OG0000629	Praf.g_01437	Pral.g_01707
OG0000630	Praf.g_01436	Pral.g_01706
OG0000631	Praf.g_01433	Pral.g_01704
OG0000632	Praf.g_01139	Pral.g_01895
OG0000633	Praf.g_00710	Pral.g_00023
OG0000634	Praf.g_00617	Pral.g_01037
OG0000635	Praf.g_01400	Pral.g_01635
OG0000636	Praf.g_01401	Pral.g_01636
OG0000637	Praf.g_01402	Pral.g_01637
OG0000638	Praf.g_02063	Pral.g_00701
OG0000639	Praf.g_00360	Pral.g_01663
OG0000640	Praf.g_01432	Pral.g_01660
OG0000641	Praf.g_01429	Pral.g_01658
OG0000642	Praf.g_01428	Pral.g_01657
OG0000643	Praf.g_01427	Pral.g_01656
OG0000644	Praf.g_01524	Pral.g_01482
OG0000645	Praf.g_01525	Pral.g_01483
OG0000646	Praf.g_01526	Pral.g_01484
OG0000647	Praf.g_01527	Pral.g_01485
OG0000648	Praf.g_01529	Pral.g_01487
OG0000649	Praf.g_01530	Pral.g_01488
OG0000650	Praf.g_01531	Pral.g_01489
OG0000651	Praf.g_01532	Pral.g_01490
OG0000652	Praf.g_01533	Pral.g_01491
OG0000653	Praf.g_01534	Pral.g_01492
OG0000654	Praf.g_01536	Pral.g_01494
OG0000655	Praf.g_01538	Pral.g_01496
OG0000656	Praf.g_01539	Pral.g_01497
OG0000657	Praf.g_01540	Pral.g_01498
OG0000658	Praf.g_01541	Pral.g_01499
OG0000659	Praf.g_01542	Pral.g_01500
OG0000660	Praf.g_01543	Pral.g_01501
OG0000661	Praf.g_01545	Pral.g_01502
OG0000662	Praf.g_01547	Pral.g_01504
OG0000663	Praf.g_01548	Pral.g_01505
OG0000664	Praf.g_01549	Pral.g_01506
OG0000665	Praf.g_01550	Pral.g_01507
OG0000666	Praf.g_01551	Pral.g_01508
OG0000667	Praf.g_01552	Pral.g_01509
OG0000668	Praf.g_01553	Pral.g_01510
OG0000669	Praf.g_01557	Pral.g_01512
OG0000670	Praf.g_01558	Pral.g_01513
OG0000671	Praf.g_01559	Pral.g_01514
OG0000672	Praf.g_01560	Pral.g_01515
OG0000673	Praf.g_01561	Pral.g_01516
OG0000674	Praf.g_01562	Pral.g_01517
OG0000675	Praf.g_01585	Pral.g_01518
OG0000676	Praf.g_01586	Pral.g_01519
OG0000677	Praf.g_01590	Pral.g_01522
OG0000678	Praf.g_01592	Pral.g_01524
OG0000679	Praf.g_01594	Pral.g_01525
OG0000680	Praf.g_01595	Pral.g_01526
OG0000681	Praf.g_01596	Pral.g_01527
OG0000682	Praf.g_01597	Pral.g_01528
OG0000683	Praf.g_01599	Pral.g_01530
OG0000684	Praf.g_01600	Pral.g_01531
OG0000685	Praf.g_01601	Pral.g_01532
OG0000686	Praf.g_01602	Pral.g_01533
OG0000687	Praf.g_01603	Pral.g_01534
OG0000688	Praf.g_01604	Pral.g_01535
OG0000689	Praf.g_01606	Pral.g_01536
OG0000690	Praf.g_01607	Pral.g_01537
OG0000691	Praf.g_01608	Pral.g_01538
OG0000692	Praf.g_01619	Pral.g_01542
OG0000693	Praf.g_01620	Pral.g_01543
OG0000694	Praf.g_01622	Pral.g_01544
OG0000695	Praf.g_01625	Pral.g_01545
OG0000696	Praf.g_01627	Pral.g_01546
OG0000697	Praf.g_01629	Pral.g_01548
OG0000698	Praf.g_01444	Pral.g_01552
OG0000699	Praf.g_01323	Pral.g_01553
OG0000700	Praf.g_01339	Pral.g_01820
OG0000701	Praf.g_00222	Pral.g_01815
OG0000702	Praf.g_01638	Pral.g_01809
OG0000703	Praf.g_01454	Pral.g_01807
OG0000704	Praf.g_00961	Pral.g_01806
OG0000705	Praf.g_01455	Pral.g_01805
OG0000706	Praf.g_01456	Pral.g_01804
OG0000707	Praf.g_01458	Pral.g_01802
OG0000708	Praf.g_01459	Pral.g_01801
OG0000709	Praf.g_01461	Pral.g_01799
OG0000710	Praf.g_01462	Pral.g_01798
OG0000711	Praf.g_01463	Pral.g_01797
OG0000712	Praf.g_01464	Pral.g_01796
OG0000713	Praf.g_01465	Pral.g_01795
OG0000714	Praf.g_01467	Pral.g_01793
OG0000715	Praf.g_01469	Pral.g_01792
OG0000716	Praf.g_01475	Pral.g_01790
OG0000717	Praf.g_01478	Pral.g_01789
OG0000718	Praf.g_01480	Pral.g_01788
OG0000719	Praf.g_01494	Pral.g_01786
OG0000720	Praf.g_01495	Pral.g_01785
OG0000721	Praf.g_01497	Pral.g_01782
OG0000722	Praf.g_01498	Pral.g_01781
OG0000723	Praf.g_01499	Pral.g_01780
OG0000724	Praf.g_01512	Pral.g_01778
OG0000725	Praf.g_01511	Pral.g_01777
OG0000726	Praf.g_01510	Pral.g_01776
OG0000727	Praf.g_01509	Pral.g_01775
OG0000728	Praf.g_01508	Pral.g_01774
OG0000729	Praf.g_01506	Pral.g_01773
OG0000730	Praf.g_01503	Pral.g_01472
OG0000731	Praf.g_01515	Pral.g_01474
OG0000732	Praf.g_01516	Pral.g_01475
OG0000733	Praf.g_01517	Pral.g_01476
OG0000734	Praf.g_01519	Pral.g_01477
OG0000735	Praf.g_01520	Pral.g_01479
OG0000736	Praf.g_01522	Pral.g_01480
OG0000737	Praf.g_01523	Pral.g_01481
OG0000738	Praf.g_01426	Pral.g_01655
OG0000739	Praf.g_01425	Pral.g_01654
OG0000740	Praf.g_01424	Pral.g_01653
OG0000741	Praf.g_01422	Pral.g_01652
OG0000742	Praf.g_01420	Pral.g_01650
OG0000743	Praf.g_01419	Pral.g_01649
OG0000744	Praf.g_01417	Pral.g_01647
OG0000745	Praf.g_01416	Pral.g_01646
OG0000746	Praf.g_01415	Pral.g_01645
OG0000747	Praf.g_01006	Pral.g_01644
OG0000748	Praf.g_01408	Pral.g_01643
OG0000749	Praf.g_01407	Pral.g_01642
OG0000750	Praf.g_01405	Pral.g_01640
OG0000751	Praf.g_01404	Pral.g_01639
OG0000752	Praf.g_02684	Pral.g_01605
OG0000753	Praf.g_01399	Pral.g_01634
OG0000754	Praf.g_01398	Pral.g_01633
OG0000755	Praf.g_01397	Pral.g_01632
OG0000756	Praf.g_01395	Pral.g_01630
OG0000757	Praf.g_01394	Pral.g_01629
OG0000758	Praf.g_01393	Pral.g_01628
OG0000759	Praf.g_01388	Pral.g_01626
OG0000760	Praf.g_01387	Pral.g_01625
OG0000761	Praf.g_01385	Pral.g_01624
OG0000762	Praf.g_01382	Pral.g_01622
OG0000763	Praf.g_01380	Pral.g_01621
OG0000764	Praf.g_01378	Pral.g_01620
OG0000765	Praf.g_01377	Pral.g_01619
OG0000766	Praf.g_01376	Pral.g_01618
OG0000767	Praf.g_01374	Pral.g_01616
OG0000768	Praf.g_01372	Pral.g_01615
OG0000769	Praf.g_01371	Pral.g_01614
OG0000770	Praf.g_01370	Pral.g_01613
OG0000771	Praf.g_01369	Pral.g_01612
OG0000772	Praf.g_01073	Pral.g_00050
OG0000773	Praf.g_01366	Pral.g_01611
OG0000774	Praf.g_01364	Pral.g_01610
OG0000775	Praf.g_01362	Pral.g_01578
OG0000776	Praf.g_01360	Pral.g_01579
OG0000777	Praf.g_01359	Pral.g_01580
OG0000778	Praf.g_01358	Pral.g_01581
OG0000779	Praf.g_01355	Pral.g_01582
OG0000780	Praf.g_01353	Pral.g_01584
OG0000781	Praf.g_01349	Pral.g_01586
OG0000782	Praf.g_01348	Pral.g_01587
OG0000783	Praf.g_01343	Pral.g_01590
OG0000784	Praf.g_01341	Pral.g_01592
OG0000785	Praf.g_01340	Pral.g_01593
OG0000786	Praf.g_01338	Pral.g_01594
OG0000787	Praf.g_01337	Pral.g_01595
OG0000788	Praf.g_01331	Pral.g_01600
OG0000789	Praf.g_01328	Pral.g_01603
OG0000790	Praf.g_02685	Pral.g_01604
OG0000791	Praf.g_01327	Pral.g_01607
OG0000792	Praf.g_01326	Pral.g_01608
OG0000793	Praf.g_01325	Pral.g_01609
OG0000794	Praf.g_01322	Pral.g_01575
OG0000795	Praf.g_01287	Pral.g_01571
OG0000796	Praf.g_01286	Pral.g_01570
OG0000797	Praf.g_01283	Pral.g_01569
OG0000798	Praf.g_01281	Pral.g_01568
OG0000799	Praf.g_01280	Pral.g_01567
OG0000800	Praf.g_01279	Pral.g_01566
OG0000801	Praf.g_01276	Pral.g_01563
OG0000802	Praf.g_01275	Pral.g_01562
OG0000803	Praf.g_01270	Pral.g_01560
OG0000804	Praf.g_01269	Pral.g_01559
OG0000805	Praf.g_01268	Pral.g_01558
OG0000806	Praf.g_01267	Pral.g_01556
OG0000807	Praf.g_01296	Pral.g_01321
OG0000808	Praf.g_01652	Pral.g_01033
OG0000809	Praf.g_00558	Pral.g_01327
OG0000810	Praf.g_01008	Pral.g_01032
OG0000811	Praf.g_00162	Pral.g_01311
OG0000812	Praf.g_02056	Pral.g_01324
OG0000813	Praf.g_02047	Pral.g_00692
OG0000814	Praf.g_01825	Pral.g_01141
OG0000815	Praf.g_01671	Pral.g_01314
OG0000816	Praf.g_02698	Pral.g_00077
OG0000817	Praf.g_02691	Pral.g_00076
OG0000818	Praf.g_00359	Pral.g_01902
OG0000819	Praf.g_01832	Pral.g_01346
OG0000820	Praf.g_00233	Pral.g_01351
OG0000821	Praf.g_00822	Pral.g_01353
OG0000822	Praf.g_00823	Pral.g_01354
OG0000823	Praf.g_00824	Pral.g_01355
OG0000824	Praf.g_00825	Pral.g_01356
OG0000825	Praf.g_00826	Pral.g_01357
OG0000826	Praf.g_00827	Pral.g_01358
OG0000827	Praf.g_00830	Pral.g_01359
OG0000828	Praf.g_00832	Pral.g_01360
OG0000829	Praf.g_00833	Pral.g_01361
OG0000830	Praf.g_00836	Pral.g_01363
OG0000831	Praf.g_00853	Pral.g_01366
OG0000832	Praf.g_00855	Pral.g_01368
OG0000833	Praf.g_00856	Pral.g_01369
OG0000834	Praf.g_00858	Pral.g_01370
OG0000835	Praf.g_00859	Pral.g_01371
OG0000836	Praf.g_00860	Pral.g_01372
OG0000837	Praf.g_00870	Pral.g_01376
OG0000838	Praf.g_00872	Pral.g_01377
OG0000839	Praf.g_00873	Pral.g_01378
OG0000840	Praf.g_00874	Pral.g_01379
OG0000841	Praf.g_00875	Pral.g_01380
OG0000842	Praf.g_00879	Pral.g_01382
OG0000843	Praf.g_00880	Pral.g_01383
OG0000844	Praf.g_00881	Pral.g_01384
OG0000845	Praf.g_00882	Pral.g_01385
OG0000846	Praf.g_00885	Pral.g_01388
OG0000847	Praf.g_00886	Pral.g_01390
OG0000848	Praf.g_00914	Pral.g_01391
OG0000849	Praf.g_00917	Pral.g_01394
OG0000850	Praf.g_00918	Pral.g_01395
OG0000851	Praf.g_00921	Pral.g_01399
OG0000852	Praf.g_00923	Pral.g_01401
OG0000853	Praf.g_00925	Pral.g_01403
OG0000854	Praf.g_00927	Pral.g_01404
OG0000855	Praf.g_00928	Pral.g_01405
OG0000856	Praf.g_00929	Pral.g_01406
OG0000857	Praf.g_00930	Pral.g_01407
OG0000858	Praf.g_00931	Pral.g_01408
OG0000859	Praf.g_00932	Pral.g_01409
OG0000860	Praf.g_00933	Pral.g_01410
OG0000861	Praf.g_00913	Pral.g_01411
OG0000862	Praf.g_00912	Pral.g_01412
OG0000863	Praf.g_00911	Pral.g_01413
OG0000864	Praf.g_00910	Pral.g_01414
OG0000865	Praf.g_00908	Pral.g_01415
OG0000866	Praf.g_00905	Pral.g_01416
OG0000867	Praf.g_00904	Pral.g_01417
OG0000868	Praf.g_00902	Pral.g_01419
OG0000869	Praf.g_00899	Pral.g_01421
OG0000870	Praf.g_00898	Pral.g_01422
OG0000871	Praf.g_00895	Pral.g_01423
OG0000872	Praf.g_00894	Pral.g_01424
OG0000873	Praf.g_00892	Pral.g_01426
OG0000874	Praf.g_00891	Pral.g_01427
OG0000875	Praf.g_00888	Pral.g_01428
OG0000876	Praf.g_00887	Pral.g_01429
OG0000877	Praf.g_00937	Pral.g_00456
OG0000878	Praf.g_00548	Pral.g_01893
OG0000879	Praf.g_00810	Pral.g_01292
OG0000880	Praf.g_00809	Pral.g_01291
OG0000881	Praf.g_00808	Pral.g_01290
OG0000882	Praf.g_00806	Pral.g_01289
OG0000883	Praf.g_00804	Pral.g_01288
OG0000884	Praf.g_00802	Pral.g_01286
OG0000885	Praf.g_00801	Pral.g_01285
OG0000886	Praf.g_00800	Pral.g_01284
OG0000887	Praf.g_00799	Pral.g_01283
OG0000888	Praf.g_00798	Pral.g_01282
OG0000889	Praf.g_00794	Pral.g_01279
OG0000890	Praf.g_00791	Pral.g_01278
OG0000891	Praf.g_00790	Pral.g_01277
OG0000892	Praf.g_00787	Pral.g_01275
OG0000893	Praf.g_00786	Pral.g_01274
OG0000894	Praf.g_00785	Pral.g_01273
OG0000895	Praf.g_00784	Pral.g_01272
OG0000896	Praf.g_00783	Pral.g_01271
OG0000897	Praf.g_00782	Pral.g_01270
OG0000898	Praf.g_00777	Pral.g_01267
OG0000899	Praf.g_00776	Pral.g_01266
OG0000900	Praf.g_01886	Pral.g_01239
OG0000901	Praf.g_01897	Pral.g_01235
OG0000902	Praf.g_01996	Pral.g_00440
OG0000903	Praf.g_01623	Pral.g_01345
OG0000904	Praf.g_01001	Pral.g_01060
OG0000905	Praf.g_01271	Pral.g_01323
OG0000906	Praf.g_01294	Pral.g_01343
OG0000907	Praf.g_01635	Pral.g_01550
OG0000908	Praf.g_00494	Pral.g_01299
OG0000909	Praf.g_00582	Pral.g_01220
OG0000910	Praf.g_00581	Pral.g_01219
OG0000911	Praf.g_00580	Pral.g_01218
OG0000912	Praf.g_00579	Pral.g_01217
OG0000913	Praf.g_00578	Pral.g_01216
OG0000914	Praf.g_00577	Pral.g_01215
OG0000915	Praf.g_00576	Pral.g_01214
OG0000916	Praf.g_00575	Pral.g_01213
OG0000917	Praf.g_00573	Pral.g_01212
OG0000918	Praf.g_00572	Pral.g_01211
OG0000919	Praf.g_00571	Pral.g_01210
OG0000920	Praf.g_00570	Pral.g_01209
OG0000921	Praf.g_00569	Pral.g_01208
OG0000922	Praf.g_00568	Pral.g_01207
OG0000923	Praf.g_00567	Pral.g_01206
OG0000924	Praf.g_00566	Pral.g_01205
OG0000925	Praf.g_00565	Pral.g_01204
OG0000926	Praf.g_02394	Pral.g_00287
OG0000927	Praf.g_01765	Pral.g_01184
OG0000928	Praf.g_01766	Pral.g_01183
OG0000929	Praf.g_01767	Pral.g_01182
OG0000930	Praf.g_01772	Pral.g_01181
OG0000931	Praf.g_01773	Pral.g_01180
OG0000932	Praf.g_01779	Pral.g_01178
OG0000933	Praf.g_01781	Pral.g_01177
OG0000934	Praf.g_01782	Pral.g_01176
OG0000935	Praf.g_01783	Pral.g_01175
OG0000936	Praf.g_01784	Pral.g_01174
OG0000937	Praf.g_01785	Pral.g_01173
OG0000938	Praf.g_01787	Pral.g_01172
OG0000939	Praf.g_01788	Pral.g_01171
OG0000940	Praf.g_01790	Pral.g_01169
OG0000941	Praf.g_01792	Pral.g_01167
OG0000942	Praf.g_01793	Pral.g_01166
OG0000943	Praf.g_01796	Pral.g_01159
OG0000944	Praf.g_01801	Pral.g_01158
OG0000945	Praf.g_01802	Pral.g_01157
OG0000946	Praf.g_01803	Pral.g_01156
OG0000947	Praf.g_01804	Pral.g_01155
OG0000948	Praf.g_01805	Pral.g_01154
OG0000949	Praf.g_01806	Pral.g_01153
OG0000950	Praf.g_01807	Pral.g_01152
OG0000951	Praf.g_01808	Pral.g_01151
OG0000952	Praf.g_01809	Pral.g_01150
OG0000953	Praf.g_01810	Pral.g_01149
OG0000954	Praf.g_01817	Pral.g_01148
OG0000955	Praf.g_01818	Pral.g_01147
OG0000956	Praf.g_01819	Pral.g_01146
OG0000957	Praf.g_01820	Pral.g_01145
OG0000958	Praf.g_01822	Pral.g_01144
OG0000959	Praf.g_01823	Pral.g_01143
OG0000960	Praf.g_01824	Pral.g_01142
OG0000961	Praf.g_01831	Pral.g_01137
OG0000962	Praf.g_01833	Pral.g_01136
OG0000963	Praf.g_01834	Pral.g_01135
OG0000964	Praf.g_01837	Pral.g_01133
OG0000965	Praf.g_01838	Pral.g_01132
OG0000966	Praf.g_01839	Pral.g_01131
OG0000967	Praf.g_01840	Pral.g_01130
OG0000968	Praf.g_01841	Pral.g_01129
OG0000969	Praf.g_01842	Pral.g_01128
OG0000970	Praf.g_01843	Pral.g_01127
OG0000971	Praf.g_01844	Pral.g_01126
OG0000972	Praf.g_01845	Pral.g_01125
OG0000973	Praf.g_01846	Pral.g_01124
OG0000974	Praf.g_01849	Pral.g_01122
OG0000975	Praf.g_00956	Pral.g_01115
OG0000976	Praf.g_00554	Pral.g_01112
OG0000977	Praf.g_00542	Pral.g_01110
OG0000978	Praf.g_00540	Pral.g_01108
OG0000979	Praf.g_00538	Pral.g_01106
OG0000980	Praf.g_00537	Pral.g_01105
OG0000981	Praf.g_01653	Pral.g_01104
OG0000982	Praf.g_00536	Pral.g_01103
OG0000983	Praf.g_00534	Pral.g_01101
OG0000984	Praf.g_00533	Pral.g_01100
OG0000985	Praf.g_00532	Pral.g_01099
OG0000986	Praf.g_00530	Pral.g_01098
OG0000987	Praf.g_00529	Pral.g_01097
OG0000988	Praf.g_00526	Pral.g_01095
OG0000989	Praf.g_00525	Pral.g_01094
OG0000990	Praf.g_00524	Pral.g_01093
OG0000991	Praf.g_00523	Pral.g_01092
OG0000992	Praf.g_00522	Pral.g_01091
OG0000993	Praf.g_00521	Pral.g_01090
OG0000994	Praf.g_00520	Pral.g_01089
OG0000995	Praf.g_00518	Pral.g_01088
OG0000996	Praf.g_00517	Pral.g_01087
OG0000997	Praf.g_00516	Pral.g_01086
OG0000998	Praf.g_00515	Pral.g_01085
OG0000999	Praf.g_00513	Pral.g_01084
OG0001000	Praf.g_00512	Pral.g_01083
OG0001001	Praf.g_00511	Pral.g_01081
OG0001002	Praf.g_00508	Pral.g_01080
OG0001003	Praf.g_00507	Pral.g_01079
OG0001004	Praf.g_00370	Pral.g_01078
OG0001005	Praf.g_00504	Pral.g_01076
OG0001006	Praf.g_00503	Pral.g_01075
OG0001007	Praf.g_00502	Pral.g_01074
OG0001008	Praf.g_00500	Pral.g_01072
OG0001009	Praf.g_00499	Pral.g_01071
OG0001010	Praf.g_01650	Pral.g_00045
OG0001011	Praf.g_01677	Pral.g_01058
OG0001012	Praf.g_01546	Pral.g_01503
OG0001013	Praf.g_00490	Pral.g_00100
OG0001014	Praf.g_00489	Pral.g_00101
OG0001015	Praf.g_00479	Pral.g_00108
OG0001016	Praf.g_00478	Pral.g_00109
OG0001017	Praf.g_00477	Pral.g_00110
OG0001018	Praf.g_00475	Pral.g_00111
OG0001019	Praf.g_00472	Pral.g_00113
OG0001020	Praf.g_00471	Pral.g_00114
OG0001021	Praf.g_00470	Pral.g_00115
OG0001022	Praf.g_00469	Pral.g_00116
OG0001023	Praf.g_00468	Pral.g_00117
OG0001024	Praf.g_00466	Pral.g_00119
OG0001025	Praf.g_00465	Pral.g_00120
OG0001026	Praf.g_00464	Pral.g_00121
OG0001027	Praf.g_00463	Pral.g_00122
OG0001028	Praf.g_00462	Pral.g_00123
OG0001029	Praf.g_00461	Pral.g_00124
OG0001030	Praf.g_00460	Pral.g_00125
OG0001031	Praf.g_00459	Pral.g_00126
OG0001032	Praf.g_00458	Pral.g_00127
OG0001033	Praf.g_00457	Pral.g_00128
OG0001034	Praf.g_00455	Pral.g_00129
OG0001035	Praf.g_00453	Pral.g_00131
OG0001036	Praf.g_00452	Pral.g_00132
OG0001037	Praf.g_00450	Pral.g_00133
OG0001038	Praf.g_00449	Pral.g_00134
OG0001039	Praf.g_00448	Pral.g_00135
OG0001040	Praf.g_00447	Pral.g_00136
OG0001041	Praf.g_00446	Pral.g_00137
OG0001042	Praf.g_00444	Pral.g_00138
OG0001043	Praf.g_00443	Pral.g_00139
OG0001044	Praf.g_00442	Pral.g_00140
OG0001045	Praf.g_00441	Pral.g_00141
OG0001046	Praf.g_00440	Pral.g_00142
OG0001047	Praf.g_00435	Pral.g_00145
OG0001048	Praf.g_00433	Pral.g_00147
OG0001049	Praf.g_00432	Pral.g_00148
OG0001050	Praf.g_00431	Pral.g_00149
OG0001051	Praf.g_00430	Pral.g_00150
OG0001052	Praf.g_00429	Pral.g_00151
OG0001053	Praf.g_00427	Pral.g_00154
OG0001054	Praf.g_00425	Pral.g_00156
OG0001055	Praf.g_00424	Pral.g_00157
OG0001056	Praf.g_00423	Pral.g_00158
OG0001057	Praf.g_00422	Pral.g_00159
OG0001058	Praf.g_00421	Pral.g_00160
OG0001059	Praf.g_00420	Pral.g_00161
OG0001060	Praf.g_00419	Pral.g_00162
OG0001061	Praf.g_00418	Pral.g_00163
OG0001062	Praf.g_00405	Pral.g_00164
OG0001063	Praf.g_00404	Pral.g_00165
OG0001064	Praf.g_00402	Pral.g_00167
OG0001065	Praf.g_02202	Pral.g_00170
OG0001066	Praf.g_02200	Pral.g_00172
OG0001067	Praf.g_02199	Pral.g_00173
OG0001068	Praf.g_02196	Pral.g_00176
OG0001069	Praf.g_02195	Pral.g_00177
OG0001070	Praf.g_02194	Pral.g_00178
OG0001071	Praf.g_02193	Pral.g_00179
OG0001072	Praf.g_02192	Pral.g_00180
OG0001073	Praf.g_02191	Pral.g_00181
OG0001074	Praf.g_02190	Pral.g_00182
OG0001075	Praf.g_02189	Pral.g_00183
OG0001076	Praf.g_02188	Pral.g_00184
OG0001077	Praf.g_02187	Pral.g_00185
OG0001078	Praf.g_02185	Pral.g_00187
OG0001079	Praf.g_02184	Pral.g_00188
OG0001080	Praf.g_02183	Pral.g_00189
OG0001081	Praf.g_02170	Pral.g_00193
OG0001082	Praf.g_02171	Pral.g_00194
OG0001083	Praf.g_02175	Pral.g_00198
OG0001084	Praf.g_02173	Pral.g_00196
OG0001085	Praf.g_02172	Pral.g_00195
OG0001086	Praf.g_02176	Pral.g_00192
OG0001087	Praf.g_02177	Pral.g_00191
OG0001088	Praf.g_02179	Pral.g_00190
OG0001089	Praf.g_02163	Pral.g_00200
OG0001090	Praf.g_02161	Pral.g_00202
OG0001091	Praf.g_02160	Pral.g_00203
OG0001092	Praf.g_02159	Pral.g_00204
OG0001093	Praf.g_02158	Pral.g_00205
OG0001094	Praf.g_02157	Pral.g_00206
OG0001095	Praf.g_02156	Pral.g_00207
OG0001096	Praf.g_02155	Pral.g_00208
OG0001097	Praf.g_02154	Pral.g_00209
OG0001098	Praf.g_02153	Pral.g_00210
OG0001099	Praf.g_02152	Pral.g_00211
OG0001100	Praf.g_02151	Pral.g_00212
OG0001101	Praf.g_02150	Pral.g_00213
OG0001102	Praf.g_02149	Pral.g_00214
OG0001103	Praf.g_02148	Pral.g_00215
OG0001104	Praf.g_02147	Pral.g_00216
OG0001105	Praf.g_02146	Pral.g_00217
OG0001106	Praf.g_02145	Pral.g_00218
OG0001107	Praf.g_02144	Pral.g_00219
OG0001108	Praf.g_02143	Pral.g_00220
OG0001109	Praf.g_02142	Pral.g_00221
OG0001110	Praf.g_02141	Pral.g_00222
OG0001111	Praf.g_02140	Pral.g_00223
OG0001112	Praf.g_02139	Pral.g_00224
OG0001113	Praf.g_02138	Pral.g_00225
OG0001114	Praf.g_02137	Pral.g_00226
OG0001115	Praf.g_02136	Pral.g_00227
OG0001116	Praf.g_02135	Pral.g_00228
OG0001117	Praf.g_02134	Pral.g_00229
OG0001118	Praf.g_02133	Pral.g_00230
OG0001119	Praf.g_02132	Pral.g_00232
OG0001120	Praf.g_02131	Pral.g_01190
OG0001121	Praf.g_02128	Pral.g_00234
OG0001122	Praf.g_02127	Pral.g_00235
OG0001123	Praf.g_02126	Pral.g_00236
OG0001124	Praf.g_02124	Pral.g_00238
OG0001125	Praf.g_02122	Pral.g_00240
OG0001126	Praf.g_02121	Pral.g_00241
OG0001127	Praf.g_02118	Pral.g_00244
OG0001128	Praf.g_02117	Pral.g_00245
OG0001129	Praf.g_02112	Pral.g_00246
OG0001130	Praf.g_02109	Pral.g_00249
OG0001131	Praf.g_02108	Pral.g_00250
OG0001132	Praf.g_02107	Pral.g_00251
OG0001133	Praf.g_02106	Pral.g_00252
OG0001134	Praf.g_02105	Pral.g_00253
OG0001135	Praf.g_02104	Pral.g_00254
OG0001136	Praf.g_02103	Pral.g_00255
OG0001137	Praf.g_02102	Pral.g_00256
OG0001138	Praf.g_02101	Pral.g_00257
OG0001139	Praf.g_02099	Pral.g_00259
OG0001140	Praf.g_02097	Pral.g_00260
OG0001141	Praf.g_02096	Pral.g_00261
OG0001142	Praf.g_02082	Pral.g_00266
OG0001143	Praf.g_02081	Pral.g_00267
OG0001144	Praf.g_02079	Pral.g_00268
OG0001145	Praf.g_02078	Pral.g_00269
OG0001146	Praf.g_02077	Pral.g_00270
OG0001147	Praf.g_02076	Pral.g_00271
OG0001148	Praf.g_02075	Pral.g_00272
OG0001149	Praf.g_02372	Pral.g_00274
OG0001150	Praf.g_02375	Pral.g_00275
OG0001151	Praf.g_02383	Pral.g_00278
OG0001152	Praf.g_02384	Pral.g_00279
OG0001153	Praf.g_02386	Pral.g_00280
OG0001154	Praf.g_02388	Pral.g_00282
OG0001155	Praf.g_02391	Pral.g_00284
OG0001156	Praf.g_02393	Pral.g_00286
OG0001157	Praf.g_02395	Pral.g_00288
OG0001158	Praf.g_02397	Pral.g_00290
OG0001159	Praf.g_02398	Pral.g_00291
OG0001160	Praf.g_02399	Pral.g_00292
OG0001161	Praf.g_00196	Pral.g_00293
OG0001162	Praf.g_00195	Pral.g_00294
OG0001163	Praf.g_00194	Pral.g_00295
