Orthogroup	Praf	Prax
OG0000588	Praf.g_01749	Prax.g_00972
OG0000589	Praf.g_01751	Prax.g_00971
OG0000590	Praf.g_02344	Prax.g_00969
OG0000591	Praf.g_00371	Prax.g_00963
OG0000592	Praf.g_01127	Prax.g_00962
OG0000593	Praf.g_02570	Prax.g_00961
OG0000594	Praf.g_01572	Prax.g_00959
OG0000595	Praf.g_02180	Prax.g_00958
OG0000596	Praf.g_01210	Prax.g_00957
OG0000597	Praf.g_01230	Prax.g_00955
OG0000598	Praf.g_01225	Prax.g_00954
OG0000599	Praf.g_01221	Prax.g_00953
OG0000600	Praf.g_01220	Prax.g_00952
OG0000601	Praf.g_01207	Prax.g_00950
OG0000602	Praf.g_01206	Prax.g_00949
OG0000603	Praf.g_01205	Prax.g_00948
OG0000604	Praf.g_01121	Prax.g_00947
OG0000605	Praf.g_01122	Prax.g_00946
OG0000606	Praf.g_01124	Prax.g_00945
OG0000607	Praf.g_01126	Prax.g_00943
OG0000608	Praf.g_01489	Prax.g_00942
OG0000609	Praf.g_02767	Prax.g_00938
OG0000610	Praf.g_00817	Prax.g_00937
OG0000611	Praf.g_01303	Prax.g_00484
OG0000612	Praf.g_01304	Prax.g_00483
OG0000613	Praf.g_01305	Prax.g_00482
OG0000614	Praf.g_01307	Prax.g_00481
OG0000615	Praf.g_01308	Prax.g_00479
OG0000616	Praf.g_01309	Prax.g_00478
OG0000617	Praf.g_01310	Prax.g_00477
OG0000618	Praf.g_01311	Prax.g_00476
OG0000619	Praf.g_01313	Prax.g_00475
OG0000620	Praf.g_01314	Prax.g_00474
OG0000621	Praf.g_01315	Prax.g_00473
OG0000622	Praf.g_01316	Prax.g_00472
OG0000623	Praf.g_01317	Prax.g_00471
OG0000624	Praf.g_01318	Prax.g_00470
OG0000625	Praf.g_01319	Prax.g_00469
OG0000626	Praf.g_01320	Prax.g_00468
OG0000627	Praf.g_01441	Prax.g_00467
OG0000628	Praf.g_01440	Prax.g_00466
OG0000629	Praf.g_01437	Prax.g_00465
OG0000630	Praf.g_01436	Prax.g_00464
OG0000631	Praf.g_01433	Prax.g_00462
OG0000632	Praf.g_01139	Prax.g_00432
OG0000633	Praf.g_00710	Prax.g_00428
OG0000634	Praf.g_00617	Prax.g_00413
OG0000635	Praf.g_01400	Prax.g_00409
OG0000636	Praf.g_01401	Prax.g_00408
OG0000637	Praf.g_01402	Prax.g_00407
OG0000638	Praf.g_02063	Prax.g_00395
OG0000639	Praf.g_00360	Prax.g_00386
OG0000640	Praf.g_01432	Prax.g_00384
OG0000641	Praf.g_01429	Prax.g_00382
OG0000642	Praf.g_01428	Prax.g_00381
OG0000643	Praf.g_01427	Prax.g_00380
OG0000644	Praf.g_01524	Prax.g_00379
OG0000645	Praf.g_01525	Prax.g_00378
OG0000646	Praf.g_01526	Prax.g_00377
OG0000647	Praf.g_01527	Prax.g_00376
OG0000648	Praf.g_01529	Prax.g_00374
OG0000649	Praf.g_01530	Prax.g_00373
OG0000650	Praf.g_01531	Prax.g_00372
OG0000651	Praf.g_01532	Prax.g_00371
OG0000652	Praf.g_01533	Prax.g_00370
OG0000653	Praf.g_01534	Prax.g_00369
OG0000654	Praf.g_01536	Prax.g_00367
OG0000655	Praf.g_01538	Prax.g_00365
OG0000656	Praf.g_01539	Prax.g_00364
OG0000657	Praf.g_01540	Prax.g_00363
OG0000658	Praf.g_01541	Prax.g_00362
OG0000659	Praf.g_01542	Prax.g_00361
OG0000660	Praf.g_01543	Prax.g_00360
OG0000661	Praf.g_01545	Prax.g_00359
OG0000662	Praf.g_01547	Prax.g_00358
OG0000663	Praf.g_01548	Prax.g_00357
OG0000664	Praf.g_01549	Prax.g_00356
OG0000665	Praf.g_01550	Prax.g_00355
OG0000666	Praf.g_01551	Prax.g_00354
OG0000667	Praf.g_01552	Prax.g_00353
OG0000668	Praf.g_01553	Prax.g_00352
OG0000669	Praf.g_01557	Prax.g_00350
OG0000670	Praf.g_01558	Prax.g_00349
OG0000671	Praf.g_01559	Prax.g_00348
OG0000672	Praf.g_01560	Prax.g_00347
OG0000673	Praf.g_01561	Prax.g_00346
OG0000674	Praf.g_01562	Prax.g_00345
OG0000675	Praf.g_01585	Prax.g_00343
OG0000676	Praf.g_01586	Prax.g_00342
OG0000677	Praf.g_01590	Prax.g_00339
OG0000678	Praf.g_01592	Prax.g_00337
OG0000679	Praf.g_01594	Prax.g_00336
OG0000680	Praf.g_01595	Prax.g_00335
OG0000681	Praf.g_01596	Prax.g_00334
OG0000682	Praf.g_01597	Prax.g_00333
OG0000683	Praf.g_01599	Prax.g_00331
OG0000684	Praf.g_01600	Prax.g_00330
OG0000685	Praf.g_01601	Prax.g_00329
OG0000686	Praf.g_01602	Prax.g_00328
OG0000687	Praf.g_01603	Prax.g_00327
OG0000688	Praf.g_01604	Prax.g_00326
OG0000689	Praf.g_01606	Prax.g_00325
OG0000690	Praf.g_01607	Prax.g_00324
OG0000691	Praf.g_01608	Prax.g_00323
OG0000692	Praf.g_01619	Prax.g_00321
OG0000693	Praf.g_01620	Prax.g_00320
OG0000694	Praf.g_01622	Prax.g_00319
OG0000695	Praf.g_01625	Prax.g_00318
OG0000696	Praf.g_01627	Prax.g_00317
OG0000697	Praf.g_01629	Prax.g_00315
OG0000698	Praf.g_01444	Prax.g_00313
OG0000699	Praf.g_01323	Prax.g_00312
OG0000700	Praf.g_01339	Prax.g_00546
OG0000701	Praf.g_00222	Prax.g_00550
OG0000702	Praf.g_01638	Prax.g_00553
OG0000703	Praf.g_01454	Prax.g_00554
OG0000704	Praf.g_00961	Prax.g_00555
OG0000705	Praf.g_01455	Prax.g_00556
OG0000706	Praf.g_01456	Prax.g_00557
OG0000707	Praf.g_01458	Prax.g_00558
OG0000708	Praf.g_01459	Prax.g_00559
OG0000709	Praf.g_01461	Prax.g_00561
OG0000710	Praf.g_01462	Prax.g_00562
OG0000711	Praf.g_01463	Prax.g_00563
OG0000712	Praf.g_01464	Prax.g_00564
OG0000713	Praf.g_01465	Prax.g_00565
OG0000714	Praf.g_01467	Prax.g_00567
OG0000715	Praf.g_01469	Prax.g_00568
OG0000716	Praf.g_01475	Prax.g_00570
OG0000717	Praf.g_01478	Prax.g_00571
OG0000718	Praf.g_01480	Prax.g_00572
OG0000719	Praf.g_01494	Prax.g_00574
OG0000720	Praf.g_01495	Prax.g_00575
OG0000721	Praf.g_01497	Prax.g_00578
OG0000722	Praf.g_01498	Prax.g_00579
OG0000723	Praf.g_01499	Prax.g_00580
OG0000724	Praf.g_01512	Prax.g_00582
OG0000725	Praf.g_01511	Prax.g_00583
OG0000726	Praf.g_01510	Prax.g_00584
OG0000727	Praf.g_01509	Prax.g_00585
OG0000728	Praf.g_01508	Prax.g_00586
OG0000729	Praf.g_01506	Prax.g_00587
OG0000730	Praf.g_01503	Prax.g_00588
OG0000731	Praf.g_01515	Prax.g_00589
OG0000732	Praf.g_01516	Prax.g_00590
OG0000733	Praf.g_01517	Prax.g_00591
OG0000734	Praf.g_01519	Prax.g_00592
OG0000735	Praf.g_01520	Prax.g_00594
OG0000736	Praf.g_01522	Prax.g_00595
OG0000737	Praf.g_01523	Prax.g_00596
OG0000738	Praf.g_01426	Prax.g_00597
OG0000739	Praf.g_01425	Prax.g_00598
OG0000740	Praf.g_01424	Prax.g_00599
OG0000741	Praf.g_01422	Prax.g_00600
OG0000742	Praf.g_01420	Prax.g_00602
OG0000743	Praf.g_01419	Prax.g_00603
OG0000744	Praf.g_01417	Prax.g_00604
OG0000745	Praf.g_01416	Prax.g_00605
OG0000746	Praf.g_01415	Prax.g_00606
OG0000747	Praf.g_01006	Prax.g_00607
OG0000748	Praf.g_01408	Prax.g_00608
OG0000749	Praf.g_01407	Prax.g_00609
OG0000750	Praf.g_01405	Prax.g_00610
OG0000751	Praf.g_01404	Prax.g_00611
OG0000752	Praf.g_02684	Prax.g_00612
OG0000753	Praf.g_01399	Prax.g_00614
OG0000754	Praf.g_01398	Prax.g_00615
OG0000755	Praf.g_01397	Prax.g_00616
OG0000756	Praf.g_01395	Prax.g_00617
OG0000757	Praf.g_01394	Prax.g_00618
OG0000758	Praf.g_01393	Prax.g_00619
OG0000759	Praf.g_01388	Prax.g_01130
OG0000760	Praf.g_01387	Prax.g_01131
OG0000761	Praf.g_01385	Prax.g_01132
OG0000762	Praf.g_01382	Prax.g_01134
OG0000763	Praf.g_01380	Prax.g_01135
OG0000764	Praf.g_01378	Prax.g_01136
OG0000765	Praf.g_01377	Prax.g_01137
OG0000766	Praf.g_01376	Prax.g_01138
OG0000767	Praf.g_01374	Prax.g_01140
OG0000768	Praf.g_01372	Prax.g_01141
OG0000769	Praf.g_01371	Prax.g_01142
OG0000770	Praf.g_01370	Prax.g_01143
OG0000771	Praf.g_01369	Prax.g_01144
OG0000772	Praf.g_01073	Prax.g_01145
OG0000773	Praf.g_01366	Prax.g_01146
OG0000774	Praf.g_01364	Prax.g_01147
OG0000775	Praf.g_01362	Prax.g_01148
OG0000776	Praf.g_01360	Prax.g_01150
OG0000777	Praf.g_01359	Prax.g_01152
OG0000778	Praf.g_01358	Prax.g_01153
OG0000779	Praf.g_01355	Prax.g_01154
OG0000780	Praf.g_01353	Prax.g_01156
OG0000781	Praf.g_01349	Prax.g_01158
OG0000782	Praf.g_01348	Prax.g_01159
OG0000783	Praf.g_01343	Prax.g_01173
OG0000784	Praf.g_01341	Prax.g_01175
OG0000785	Praf.g_01340	Prax.g_01176
OG0000786	Praf.g_01338	Prax.g_01177
OG0000787	Praf.g_01337	Prax.g_01178
OG0000788	Praf.g_01331	Prax.g_01182
OG0000789	Praf.g_01328	Prax.g_01184
OG0000790	Praf.g_02685	Prax.g_01185
OG0000791	Praf.g_01327	Prax.g_01186
OG0000792	Praf.g_01326	Prax.g_01187
OG0000793	Praf.g_01325	Prax.g_01188
OG0000794	Praf.g_01322	Prax.g_01190
OG0000795	Praf.g_01287	Prax.g_01193
OG0000796	Praf.g_01286	Prax.g_01194
OG0000797	Praf.g_01283	Prax.g_01196
OG0000798	Praf.g_01281	Prax.g_01197
OG0000799	Praf.g_01280	Prax.g_01198
OG0000800	Praf.g_01279	Prax.g_01199
OG0000801	Praf.g_01276	Prax.g_01202
OG0000802	Praf.g_01275	Prax.g_01203
OG0000803	Praf.g_01270	Prax.g_01205
OG0000804	Praf.g_01269	Prax.g_01206
OG0000805	Praf.g_01268	Prax.g_01207
OG0000806	Praf.g_01267	Prax.g_01209
OG0000807	Praf.g_01296	Prax.g_01235
OG0000808	Praf.g_01652	Prax.g_01245
OG0000809	Praf.g_00558	Prax.g_01248
OG0000810	Praf.g_01008	Prax.g_01249
OG0000811	Praf.g_00162	Prax.g_01256
OG0000812	Praf.g_02056	Prax.g_00126
OG0000813	Praf.g_02047	Prax.g_00130
OG0000814	Praf.g_01825	Prax.g_00132
OG0000815	Praf.g_01671	Prax.g_00146
OG0000816	Praf.g_02698	Prax.g_00162
OG0000817	Praf.g_02691	Prax.g_00163
OG0000818	Praf.g_00359	Prax.g_00168
OG0000819	Praf.g_01832	Prax.g_00181
OG0000820	Praf.g_00233	Prax.g_00185
OG0000821	Praf.g_00822	Prax.g_00187
OG0000822	Praf.g_00823	Prax.g_00188
OG0000823	Praf.g_00824	Prax.g_00189
OG0000824	Praf.g_00825	Prax.g_00190
OG0000825	Praf.g_00826	Prax.g_00191
OG0000826	Praf.g_00827	Prax.g_00192
OG0000827	Praf.g_00830	Prax.g_00193
OG0000828	Praf.g_00832	Prax.g_00194
OG0000829	Praf.g_00833	Prax.g_00195
OG0000830	Praf.g_00836	Prax.g_00196
OG0000831	Praf.g_00853	Prax.g_00199
OG0000832	Praf.g_00855	Prax.g_00201
OG0000833	Praf.g_00856	Prax.g_00202
OG0000834	Praf.g_00858	Prax.g_00203
OG0000835	Praf.g_00859	Prax.g_00204
OG0000836	Praf.g_00860	Prax.g_00205
OG0000837	Praf.g_00870	Prax.g_00207
OG0000838	Praf.g_00872	Prax.g_00208
OG0000839	Praf.g_00873	Prax.g_00209
OG0000840	Praf.g_00874	Prax.g_00210
OG0000841	Praf.g_00875	Prax.g_00211
OG0000842	Praf.g_00879	Prax.g_00212
OG0000843	Praf.g_00880	Prax.g_00213
OG0000844	Praf.g_00881	Prax.g_00214
OG0000845	Praf.g_00882	Prax.g_00215
OG0000846	Praf.g_00885	Prax.g_00218
OG0000847	Praf.g_00886	Prax.g_00220
OG0000848	Praf.g_00914	Prax.g_00221
OG0000849	Praf.g_00917	Prax.g_00222
OG0000850	Praf.g_00918	Prax.g_00223
OG0000851	Praf.g_00921	Prax.g_00224
OG0000852	Praf.g_00923	Prax.g_00226
OG0000853	Praf.g_00925	Prax.g_00227
OG0000854	Praf.g_00927	Prax.g_00229
OG0000855	Praf.g_00928	Prax.g_00230
OG0000856	Praf.g_00929	Prax.g_00231
OG0000857	Praf.g_00930	Prax.g_00232
OG0000858	Praf.g_00931	Prax.g_00233
OG0000859	Praf.g_00932	Prax.g_00234
OG0000860	Praf.g_00933	Prax.g_00235
OG0000861	Praf.g_00913	Prax.g_00236
OG0000862	Praf.g_00912	Prax.g_00237
OG0000863	Praf.g_00911	Prax.g_00238
OG0000864	Praf.g_00910	Prax.g_00239
OG0000865	Praf.g_00908	Prax.g_00240
OG0000866	Praf.g_00905	Prax.g_00241
OG0000867	Praf.g_00904	Prax.g_00242
OG0000868	Praf.g_00902	Prax.g_00243
OG0000869	Praf.g_00899	Prax.g_00245
OG0000870	Praf.g_00898	Prax.g_00246
OG0000871	Praf.g_00895	Prax.g_00248
OG0000872	Praf.g_00894	Prax.g_00249
OG0000873	Praf.g_00892	Prax.g_00251
OG0000874	Praf.g_00891	Prax.g_00252
OG0000875	Praf.g_00888	Prax.g_00253
OG0000876	Praf.g_00887	Prax.g_00254
OG0000877	Praf.g_00937	Prax.g_00256
OG0000878	Praf.g_00548	Prax.g_01928
OG0000879	Praf.g_00810	Prax.g_01910
OG0000880	Praf.g_00809	Prax.g_01909
OG0000881	Praf.g_00808	Prax.g_01908
OG0000882	Praf.g_00806	Prax.g_01907
OG0000883	Praf.g_00804	Prax.g_01906
OG0000884	Praf.g_00802	Prax.g_01904
OG0000885	Praf.g_00801	Prax.g_01903
OG0000886	Praf.g_00800	Prax.g_01902
OG0000887	Praf.g_00799	Prax.g_01901
OG0000888	Praf.g_00798	Prax.g_01900
OG0000889	Praf.g_00794	Prax.g_01897
OG0000890	Praf.g_00791	Prax.g_01896
OG0000891	Praf.g_00790	Prax.g_01895
OG0000892	Praf.g_00787	Prax.g_01893
OG0000893	Praf.g_00786	Prax.g_01892
OG0000894	Praf.g_00785	Prax.g_01891
OG0000895	Praf.g_00784	Prax.g_01890
OG0000896	Praf.g_00783	Prax.g_01889
OG0000897	Praf.g_00782	Prax.g_01888
OG0000898	Praf.g_00777	Prax.g_01886
OG0000899	Praf.g_00776	Prax.g_01885
OG0000900	Praf.g_01886	Prax.g_01881
OG0000901	Praf.g_01897	Prax.g_01877
OG0000902	Praf.g_01996	Prax.g_01876
OG0000903	Praf.g_01623	Prax.g_01875
OG0000904	Praf.g_01001	Prax.g_01873
OG0000905	Praf.g_01271	Prax.g_01871
OG0000906	Praf.g_01294	Prax.g_01869
OG0000907	Praf.g_01635	Prax.g_01868
OG0000908	Praf.g_00494	Prax.g_01865
OG0000909	Praf.g_00582	Prax.g_01861
OG0000910	Praf.g_00581	Prax.g_01860
OG0000911	Praf.g_00580	Prax.g_01859
OG0000912	Praf.g_00579	Prax.g_01858
OG0000913	Praf.g_00578	Prax.g_01857
OG0000914	Praf.g_00577	Prax.g_01856
OG0000915	Praf.g_00576	Prax.g_01855
OG0000916	Praf.g_00575	Prax.g_01854
OG0000917	Praf.g_00573	Prax.g_01853
OG0000918	Praf.g_00572	Prax.g_01852
OG0000919	Praf.g_00571	Prax.g_01851
OG0000920	Praf.g_00570	Prax.g_01850
OG0000921	Praf.g_00569	Prax.g_01849
OG0000922	Praf.g_00568	Prax.g_01848
OG0000923	Praf.g_00567	Prax.g_01847
OG0000924	Praf.g_00566	Prax.g_01846
OG0000925	Praf.g_00565	Prax.g_01845
OG0000926	Praf.g_02394	Prax.g_01780
OG0000927	Praf.g_01765	Prax.g_01751
OG0000928	Praf.g_01766	Prax.g_01750
OG0000929	Praf.g_01767	Prax.g_01749
OG0000930	Praf.g_01772	Prax.g_01748
OG0000931	Praf.g_01773	Prax.g_01747
OG0000932	Praf.g_01779	Prax.g_01745
OG0000933	Praf.g_01781	Prax.g_01744
OG0000934	Praf.g_01782	Prax.g_01743
OG0000935	Praf.g_01783	Prax.g_01742
OG0000936	Praf.g_01784	Prax.g_01741
OG0000937	Praf.g_01785	Prax.g_01740
OG0000938	Praf.g_01787	Prax.g_01739
OG0000939	Praf.g_01788	Prax.g_01738
OG0000940	Praf.g_01790	Prax.g_01737
OG0000941	Praf.g_01792	Prax.g_01735
OG0000942	Praf.g_01793	Prax.g_01734
OG0000943	Praf.g_01796	Prax.g_01726
OG0000944	Praf.g_01801	Prax.g_01725
OG0000945	Praf.g_01802	Prax.g_01724
OG0000946	Praf.g_01803	Prax.g_01723
OG0000947	Praf.g_01804	Prax.g_01722
OG0000948	Praf.g_01805	Prax.g_01721
OG0000949	Praf.g_01806	Prax.g_01720
OG0000950	Praf.g_01807	Prax.g_01719
OG0000951	Praf.g_01808	Prax.g_01718
OG0000952	Praf.g_01809	Prax.g_01717
OG0000953	Praf.g_01810	Prax.g_01716
OG0000954	Praf.g_01817	Prax.g_01715
OG0000955	Praf.g_01818	Prax.g_01714
OG0000956	Praf.g_01819	Prax.g_01713
OG0000957	Praf.g_01820	Prax.g_01712
OG0000958	Praf.g_01822	Prax.g_01711
OG0000959	Praf.g_01823	Prax.g_01710
OG0000960	Praf.g_01824	Prax.g_01709
OG0000961	Praf.g_01831	Prax.g_01705
OG0000962	Praf.g_01833	Prax.g_01704
OG0000963	Praf.g_01834	Prax.g_01703
OG0000964	Praf.g_01837	Prax.g_01701
OG0000965	Praf.g_01838	Prax.g_01700
OG0000966	Praf.g_01839	Prax.g_01699
OG0000967	Praf.g_01840	Prax.g_01698
OG0000968	Praf.g_01841	Prax.g_01697
OG0000969	Praf.g_01842	Prax.g_01696
OG0000970	Praf.g_01843	Prax.g_01695
OG0000971	Praf.g_01844	Prax.g_01694
OG0000972	Praf.g_01845	Prax.g_01693
OG0000973	Praf.g_01846	Prax.g_01692
OG0000974	Praf.g_01849	Prax.g_01690
OG0000975	Praf.g_00956	Prax.g_01687
OG0000976	Praf.g_00554	Prax.g_01685
OG0000977	Praf.g_00542	Prax.g_01684
OG0000978	Praf.g_00540	Prax.g_01683
OG0000979	Praf.g_00538	Prax.g_01681
OG0000980	Praf.g_00537	Prax.g_01680
OG0000981	Praf.g_01653	Prax.g_01679
OG0000982	Praf.g_00536	Prax.g_01678
OG0000983	Praf.g_00534	Prax.g_01676
OG0000984	Praf.g_00533	Prax.g_01675
OG0000985	Praf.g_00532	Prax.g_01674
OG0000986	Praf.g_00530	Prax.g_01673
OG0000987	Praf.g_00529	Prax.g_01672
OG0000988	Praf.g_00526	Prax.g_01671
OG0000989	Praf.g_00525	Prax.g_01670
OG0000990	Praf.g_00524	Prax.g_01669
OG0000991	Praf.g_00523	Prax.g_01668
OG0000992	Praf.g_00522	Prax.g_01667
OG0000993	Praf.g_00521	Prax.g_01666
OG0000994	Praf.g_00520	Prax.g_01665
OG0000995	Praf.g_00518	Prax.g_01664
OG0000996	Praf.g_00517	Prax.g_01663
OG0000997	Praf.g_00516	Prax.g_01662
OG0000998	Praf.g_00515	Prax.g_01661
OG0000999	Praf.g_00513	Prax.g_01660
OG0001000	Praf.g_00512	Prax.g_01659
OG0001001	Praf.g_00511	Prax.g_01657
OG0001002	Praf.g_00508	Prax.g_01656
OG0001003	Praf.g_00507	Prax.g_01655
OG0001004	Praf.g_00370	Prax.g_01654
OG0001005	Praf.g_00504	Prax.g_01653
OG0001006	Praf.g_00503	Prax.g_01652
OG0001007	Praf.g_00502	Prax.g_01651
OG0001008	Praf.g_00500	Prax.g_01649
OG0001009	Praf.g_00499	Prax.g_01648
OG0001010	Praf.g_01650	Prax.g_01640
OG0001011	Praf.g_01677	Prax.g_01633
OG0001012	Praf.g_01546	Prax.g_01605
OG0001013	Praf.g_00490	Prax.g_01565
OG0001014	Praf.g_00489	Prax.g_01564
OG0001015	Praf.g_00479	Prax.g_01558
OG0001016	Praf.g_00478	Prax.g_01557
OG0001017	Praf.g_00477	Prax.g_01556
OG0001018	Praf.g_00475	Prax.g_01555
OG0001019	Praf.g_00472	Prax.g_01553
OG0001020	Praf.g_00471	Prax.g_01552
OG0001021	Praf.g_00470	Prax.g_01551
OG0001022	Praf.g_00469	Prax.g_01550
OG0001023	Praf.g_00468	Prax.g_01549
OG0001024	Praf.g_00466	Prax.g_01548
OG0001025	Praf.g_00465	Prax.g_01547
OG0001026	Praf.g_00464	Prax.g_01545
OG0001027	Praf.g_00463	Prax.g_01544
OG0001028	Praf.g_00462	Prax.g_01543
OG0001029	Praf.g_00461	Prax.g_01542
OG0001030	Praf.g_00460	Prax.g_01541
OG0001031	Praf.g_00459	Prax.g_01540
OG0001032	Praf.g_00458	Prax.g_01539
OG0001033	Praf.g_00457	Prax.g_01538
OG0001034	Praf.g_00455	Prax.g_01537
OG0001035	Praf.g_00453	Prax.g_01535
OG0001036	Praf.g_00452	Prax.g_01534
OG0001037	Praf.g_00450	Prax.g_01533
OG0001038	Praf.g_00449	Prax.g_01532
OG0001039	Praf.g_00448	Prax.g_01531
OG0001040	Praf.g_00447	Prax.g_01530
OG0001041	Praf.g_00446	Prax.g_01529
OG0001042	Praf.g_00444	Prax.g_01528
OG0001043	Praf.g_00443	Prax.g_01527
OG0001044	Praf.g_00442	Prax.g_01526
OG0001045	Praf.g_00441	Prax.g_01525
OG0001046	Praf.g_00440	Prax.g_01524
OG0001047	Praf.g_00435	Prax.g_01521
OG0001048	Praf.g_00433	Prax.g_01519
OG0001049	Praf.g_00432	Prax.g_01518
OG0001050	Praf.g_00431	Prax.g_01517
OG0001051	Praf.g_00430	Prax.g_01516
OG0001052	Praf.g_00429	Prax.g_01515
OG0001053	Praf.g_00427	Prax.g_01513
OG0001054	Praf.g_00425	Prax.g_01511
OG0001055	Praf.g_00424	Prax.g_01510
OG0001056	Praf.g_00423	Prax.g_01509
OG0001057	Praf.g_00422	Prax.g_01508
OG0001058	Praf.g_00421	Prax.g_01507
OG0001059	Praf.g_00420	Prax.g_01506
OG0001060	Praf.g_00419	Prax.g_01505
OG0001061	Praf.g_00418	Prax.g_01504
OG0001062	Praf.g_00405	Prax.g_01503
OG0001063	Praf.g_00404	Prax.g_01502
OG0001064	Praf.g_00402	Prax.g_01257
OG0001065	Praf.g_02202	Prax.g_01262
OG0001066	Praf.g_02200	Prax.g_01263
OG0001067	Praf.g_02199	Prax.g_01264
OG0001068	Praf.g_02196	Prax.g_01266
OG0001069	Praf.g_02195	Prax.g_01267
OG0001070	Praf.g_02194	Prax.g_01268
OG0001071	Praf.g_02193	Prax.g_01269
OG0001072	Praf.g_02192	Prax.g_01270
OG0001073	Praf.g_02191	Prax.g_01271
OG0001074	Praf.g_02190	Prax.g_01272
OG0001075	Praf.g_02189	Prax.g_01273
OG0001076	Praf.g_02188	Prax.g_01274
OG0001077	Praf.g_02187	Prax.g_01275
OG0001078	Praf.g_02185	Prax.g_01276
OG0001079	Praf.g_02184	Prax.g_01277
OG0001080	Praf.g_02183	Prax.g_01278
OG0001081	Praf.g_02170	Prax.g_01281
OG0001082	Praf.g_02171	Prax.g_01282
OG0001083	Praf.g_02175	Prax.g_01283
OG0001084	Praf.g_02173	Prax.g_01285
OG0001085	Praf.g_02172	Prax.g_01286
OG0001086	Praf.g_02176	Prax.g_01287
OG0001087	Praf.g_02177	Prax.g_01288
OG0001088	Praf.g_02179	Prax.g_01289
OG0001089	Praf.g_02163	Prax.g_01296
OG0001090	Praf.g_02161	Prax.g_01298
OG0001091	Praf.g_02160	Prax.g_01299
OG0001092	Praf.g_02159	Prax.g_01300
OG0001093	Praf.g_02158	Prax.g_01301
OG0001094	Praf.g_02157	Prax.g_01302
OG0001095	Praf.g_02156	Prax.g_01303
OG0001096	Praf.g_02155	Prax.g_01304
OG0001097	Praf.g_02154	Prax.g_01305
OG0001098	Praf.g_02153	Prax.g_01306
OG0001099	Praf.g_02152	Prax.g_01307
OG0001100	Praf.g_02151	Prax.g_01308
OG0001101	Praf.g_02150	Prax.g_01309
OG0001102	Praf.g_02149	Prax.g_01310
OG0001103	Praf.g_02148	Prax.g_01311
OG0001104	Praf.g_02147	Prax.g_01312
OG0001105	Praf.g_02146	Prax.g_01313
OG0001106	Praf.g_02145	Prax.g_01314
OG0001107	Praf.g_02144	Prax.g_01315
OG0001108	Praf.g_02143	Prax.g_01316
OG0001109	Praf.g_02142	Prax.g_01317
OG0001110	Praf.g_02141	Prax.g_01318
OG0001111	Praf.g_02140	Prax.g_01319
OG0001112	Praf.g_02139	Prax.g_01320
OG0001113	Praf.g_02138	Prax.g_01321
OG0001114	Praf.g_02137	Prax.g_01322
OG0001115	Praf.g_02136	Prax.g_01323
OG0001116	Praf.g_02135	Prax.g_01324
OG0001117	Praf.g_02134	Prax.g_01325
OG0001118	Praf.g_02133	Prax.g_01326
OG0001119	Praf.g_02132	Prax.g_01327
OG0001120	Praf.g_02131	Prax.g_01328
OG0001121	Praf.g_02128	Prax.g_01330
OG0001122	Praf.g_02127	Prax.g_01331
OG0001123	Praf.g_02126	Prax.g_01332
OG0001124	Praf.g_02124	Prax.g_01334
OG0001125	Praf.g_02122	Prax.g_01336
OG0001126	Praf.g_02121	Prax.g_01337
OG0001127	Praf.g_02118	Prax.g_01339
OG0001128	Praf.g_02117	Prax.g_01340
OG0001129	Praf.g_02112	Prax.g_01341
OG0001130	Praf.g_02109	Prax.g_01344
OG0001131	Praf.g_02108	Prax.g_01345
OG0001132	Praf.g_02107	Prax.g_01346
OG0001133	Praf.g_02106	Prax.g_01347
OG0001134	Praf.g_02105	Prax.g_01348
OG0001135	Praf.g_02104	Prax.g_01349
OG0001136	Praf.g_02103	Prax.g_01350
OG0001137	Praf.g_02102	Prax.g_01351
OG0001138	Praf.g_02101	Prax.g_01352
OG0001139	Praf.g_02099	Prax.g_01353
OG0001140	Praf.g_02097	Prax.g_01354
OG0001141	Praf.g_02096	Prax.g_01355
OG0001142	Praf.g_02082	Prax.g_01358
OG0001143	Praf.g_02081	Prax.g_01359
OG0001144	Praf.g_02079	Prax.g_01360
OG0001145	Praf.g_02078	Prax.g_01361
OG0001146	Praf.g_02077	Prax.g_01362
OG0001147	Praf.g_02076	Prax.g_01363
OG0001148	Praf.g_02075	Prax.g_01364
OG0001149	Praf.g_02372	Prax.g_01366
OG0001150	Praf.g_02375	Prax.g_01367
OG0001151	Praf.g_02383	Prax.g_01369
OG0001152	Praf.g_02384	Prax.g_01370
OG0001153	Praf.g_02386	Prax.g_01371
OG0001154	Praf.g_02388	Prax.g_01373
OG0001155	Praf.g_02391	Prax.g_01375
OG0001156	Praf.g_02393	Prax.g_01377
OG0001157	Praf.g_02395	Prax.g_01378
OG0001158	Praf.g_02397	Prax.g_01380
OG0001159	Praf.g_02398	Prax.g_01381
OG0001160	Praf.g_02399	Prax.g_01382
OG0001161	Praf.g_00196	Prax.g_01383
OG0001162	Praf.g_00195	Prax.g_01384
OG0001163	Praf.g_00194	Prax.g_01385
OG0001164	Praf.g_00193	Prax.g_01386
OG0001165	Praf.g_00192	Prax.g_01387
OG0001166	Praf.g_00191	Prax.g_01388
OG0001167	Praf.g_00184	Prax.g_01389
OG0001168	Praf.g_00183	Prax.g_01390
OG0001169	Praf.g_00182	Prax.g_01391
