Orthogroup	Praf	Prbg
OG0000562	Praf.g_01698	Prbg.g_01416
OG0000563	Praf.g_01699	Prbg.g_01415
OG0000564	Praf.g_01700	Prbg.g_01414
OG0000565	Praf.g_01708	Prbg.g_01413
OG0000566	Praf.g_01709	Prbg.g_01412
OG0000567	Praf.g_01710	Prbg.g_01411
OG0000568	Praf.g_01711	Prbg.g_01410
OG0000569	Praf.g_01713	Prbg.g_01409
OG0000570	Praf.g_01716	Prbg.g_01408
OG0000571	Praf.g_01717	Prbg.g_01407
OG0000572	Praf.g_01718	Prbg.g_01406
OG0000573	Praf.g_01722	Prbg.g_01403
OG0000574	Praf.g_01727	Prbg.g_01402
OG0000575	Praf.g_01728	Prbg.g_01401
OG0000576	Praf.g_01729	Prbg.g_01400
OG0000577	Praf.g_01730	Prbg.g_01399
OG0000578	Praf.g_01731	Prbg.g_01398
OG0000579	Praf.g_01733	Prbg.g_01397
OG0000580	Praf.g_01736	Prbg.g_01396
OG0000581	Praf.g_01737	Prbg.g_01395
OG0000582	Praf.g_01738	Prbg.g_01394
OG0000583	Praf.g_01739	Prbg.g_01393
OG0000584	Praf.g_01741	Prbg.g_01391
OG0000585	Praf.g_01742	Prbg.g_01390
OG0000586	Praf.g_01744	Prbg.g_01388
OG0000587	Praf.g_01745	Prbg.g_01387
OG0000588	Praf.g_01749	Prbg.g_01111
OG0000589	Praf.g_01751	Prbg.g_01112
OG0000590	Praf.g_02344	Prbg.g_01114
OG0000591	Praf.g_00371	Prbg.g_01120
OG0000592	Praf.g_01127	Prbg.g_01121
OG0000593	Praf.g_02570	Prbg.g_01122
OG0000594	Praf.g_01572	Prbg.g_01125
OG0000595	Praf.g_02180	Prbg.g_01126
OG0000596	Praf.g_01210	Prbg.g_01127
OG0000597	Praf.g_01230	Prbg.g_01129
OG0000598	Praf.g_01225	Prbg.g_01130
OG0000599	Praf.g_01221	Prbg.g_01131
OG0000600	Praf.g_01220	Prbg.g_01132
OG0000601	Praf.g_01207	Prbg.g_01135
OG0000602	Praf.g_01206	Prbg.g_01136
OG0000603	Praf.g_01205	Prbg.g_01137
OG0000604	Praf.g_01121	Prbg.g_01140
OG0000605	Praf.g_01122	Prbg.g_01141
OG0000606	Praf.g_01124	Prbg.g_01142
OG0000607	Praf.g_01126	Prbg.g_01144
OG0000608	Praf.g_01489	Prbg.g_01146
OG0000609	Praf.g_02767	Prbg.g_01939
OG0000610	Praf.g_00817	Prbg.g_01070
OG0000611	Praf.g_01303	Prbg.g_01152
OG0000612	Praf.g_01304	Prbg.g_01153
OG0000613	Praf.g_01305	Prbg.g_01374
OG0000614	Praf.g_01307	Prbg.g_01373
OG0000615	Praf.g_01308	Prbg.g_01371
OG0000616	Praf.g_01309	Prbg.g_01370
OG0000617	Praf.g_01310	Prbg.g_01369
OG0000618	Praf.g_01311	Prbg.g_01368
OG0000619	Praf.g_01313	Prbg.g_01367
OG0000620	Praf.g_01314	Prbg.g_01366
OG0000621	Praf.g_01315	Prbg.g_01365
OG0000622	Praf.g_01316	Prbg.g_01364
OG0000623	Praf.g_01317	Prbg.g_01363
OG0000624	Praf.g_01318	Prbg.g_01361
OG0000625	Praf.g_01319	Prbg.g_01360
OG0000626	Praf.g_01320	Prbg.g_01359
OG0000627	Praf.g_01441	Prbg.g_01358
OG0000628	Praf.g_01440	Prbg.g_01357
OG0000629	Praf.g_01437	Prbg.g_01356
OG0000630	Praf.g_01436	Prbg.g_01355
OG0000631	Praf.g_01433	Prbg.g_01353
OG0000632	Praf.g_01139	Prbg.g_01352
OG0000633	Praf.g_00710	Prbg.g_00006
OG0000634	Praf.g_00617	Prbg.g_00461
OG0000635	Praf.g_01400	Prbg.g_00366
OG0000636	Praf.g_01401	Prbg.g_00365
OG0000637	Praf.g_01402	Prbg.g_00364
OG0000638	Praf.g_02063	Prbg.g_00114
OG0000639	Praf.g_00360	Prbg.g_01254
OG0000640	Praf.g_01432	Prbg.g_01258
OG0000641	Praf.g_01429	Prbg.g_01260
OG0000642	Praf.g_01428	Prbg.g_01261
OG0000643	Praf.g_01427	Prbg.g_01262
OG0000644	Praf.g_01524	Prbg.g_01375
OG0000645	Praf.g_01525	Prbg.g_01154
OG0000646	Praf.g_01526	Prbg.g_01155
OG0000647	Praf.g_01527	Prbg.g_01156
OG0000648	Praf.g_01529	Prbg.g_01158
OG0000649	Praf.g_01530	Prbg.g_01159
OG0000650	Praf.g_01531	Prbg.g_01160
OG0000651	Praf.g_01532	Prbg.g_01161
OG0000652	Praf.g_01533	Prbg.g_01162
OG0000653	Praf.g_01534	Prbg.g_01163
OG0000654	Praf.g_01536	Prbg.g_01165
OG0000655	Praf.g_01538	Prbg.g_01167
OG0000656	Praf.g_01539	Prbg.g_01168
OG0000657	Praf.g_01540	Prbg.g_01169
OG0000658	Praf.g_01541	Prbg.g_01170
OG0000659	Praf.g_01542	Prbg.g_01171
OG0000660	Praf.g_01543	Prbg.g_01172
OG0000661	Praf.g_01545	Prbg.g_01173
OG0000662	Praf.g_01547	Prbg.g_01175
OG0000663	Praf.g_01548	Prbg.g_01176
OG0000664	Praf.g_01549	Prbg.g_01177
OG0000665	Praf.g_01550	Prbg.g_01178
OG0000666	Praf.g_01551	Prbg.g_01179
OG0000667	Praf.g_01552	Prbg.g_01180
OG0000668	Praf.g_01553	Prbg.g_01181
OG0000669	Praf.g_01557	Prbg.g_01183
OG0000670	Praf.g_01558	Prbg.g_01184
OG0000671	Praf.g_01559	Prbg.g_01185
OG0000672	Praf.g_01560	Prbg.g_01186
OG0000673	Praf.g_01561	Prbg.g_01187
OG0000674	Praf.g_01562	Prbg.g_01188
OG0000675	Praf.g_01585	Prbg.g_01190
OG0000676	Praf.g_01586	Prbg.g_01191
OG0000677	Praf.g_01590	Prbg.g_01194
OG0000678	Praf.g_01592	Prbg.g_01196
OG0000679	Praf.g_01594	Prbg.g_01198
OG0000680	Praf.g_01595	Prbg.g_01199
OG0000681	Praf.g_01596	Prbg.g_01200
OG0000682	Praf.g_01597	Prbg.g_01201
OG0000683	Praf.g_01599	Prbg.g_01203
OG0000684	Praf.g_01600	Prbg.g_01204
OG0000685	Praf.g_01601	Prbg.g_01205
OG0000686	Praf.g_01602	Prbg.g_01206
OG0000687	Praf.g_01603	Prbg.g_01207
OG0000688	Praf.g_01604	Prbg.g_01208
OG0000689	Praf.g_01606	Prbg.g_01209
OG0000690	Praf.g_01607	Prbg.g_01210
OG0000691	Praf.g_01608	Prbg.g_01211
OG0000692	Praf.g_01619	Prbg.g_01215
OG0000693	Praf.g_01620	Prbg.g_01216
OG0000694	Praf.g_01622	Prbg.g_01217
OG0000695	Praf.g_01625	Prbg.g_01218
OG0000696	Praf.g_01627	Prbg.g_01219
OG0000697	Praf.g_01629	Prbg.g_01221
OG0000698	Praf.g_01444	Prbg.g_01225
OG0000699	Praf.g_01323	Prbg.g_01226
OG0000700	Praf.g_01339	Prbg.g_01062
OG0000701	Praf.g_00222	Prbg.g_01067
OG0000702	Praf.g_01638	Prbg.g_01073
OG0000703	Praf.g_01454	Prbg.g_01075
OG0000704	Praf.g_00961	Prbg.g_01076
OG0000705	Praf.g_01455	Prbg.g_01078
OG0000706	Praf.g_01456	Prbg.g_01079
OG0000707	Praf.g_01458	Prbg.g_01081
OG0000708	Praf.g_01459	Prbg.g_01082
OG0000709	Praf.g_01461	Prbg.g_01084
OG0000710	Praf.g_01462	Prbg.g_01085
OG0000711	Praf.g_01463	Prbg.g_01086
OG0000712	Praf.g_01464	Prbg.g_01087
OG0000713	Praf.g_01465	Prbg.g_01088
OG0000714	Praf.g_01467	Prbg.g_01090
OG0000715	Praf.g_01469	Prbg.g_01091
OG0000716	Praf.g_01475	Prbg.g_01093
OG0000717	Praf.g_01478	Prbg.g_01094
OG0000718	Praf.g_01480	Prbg.g_01095
OG0000719	Praf.g_01494	Prbg.g_01097
OG0000720	Praf.g_01495	Prbg.g_01098
OG0000721	Praf.g_01497	Prbg.g_01101
OG0000722	Praf.g_01498	Prbg.g_01102
OG0000723	Praf.g_01499	Prbg.g_01103
OG0000724	Praf.g_01512	Prbg.g_01105
OG0000725	Praf.g_01511	Prbg.g_01106
OG0000726	Praf.g_01510	Prbg.g_01107
OG0000727	Praf.g_01509	Prbg.g_01108
OG0000728	Praf.g_01508	Prbg.g_01109
OG0000729	Praf.g_01506	Prbg.g_01110
OG0000730	Praf.g_01503	Prbg.g_01385
OG0000731	Praf.g_01515	Prbg.g_01383
OG0000732	Praf.g_01516	Prbg.g_01382
OG0000733	Praf.g_01517	Prbg.g_01381
OG0000734	Praf.g_01519	Prbg.g_01380
OG0000735	Praf.g_01520	Prbg.g_01378
OG0000736	Praf.g_01522	Prbg.g_01377
OG0000737	Praf.g_01523	Prbg.g_01376
OG0000738	Praf.g_01426	Prbg.g_01263
OG0000739	Praf.g_01425	Prbg.g_01264
OG0000740	Praf.g_01424	Prbg.g_01265
OG0000741	Praf.g_01422	Prbg.g_01266
OG0000742	Praf.g_01420	Prbg.g_01268
OG0000743	Praf.g_01419	Prbg.g_01269
OG0000744	Praf.g_01417	Prbg.g_01270
OG0000745	Praf.g_01416	Prbg.g_01271
OG0000746	Praf.g_01415	Prbg.g_01272
OG0000747	Praf.g_01006	Prbg.g_01273
OG0000748	Praf.g_01408	Prbg.g_01274
OG0000749	Praf.g_01407	Prbg.g_01275
OG0000750	Praf.g_01405	Prbg.g_01277
OG0000751	Praf.g_01404	Prbg.g_01278
OG0000752	Praf.g_02684	Prbg.g_01337
OG0000753	Praf.g_01399	Prbg.g_01280
OG0000754	Praf.g_01398	Prbg.g_01281
OG0000755	Praf.g_01397	Prbg.g_01282
OG0000756	Praf.g_01395	Prbg.g_01284
OG0000757	Praf.g_01394	Prbg.g_01285
OG0000758	Praf.g_01393	Prbg.g_01286
OG0000759	Praf.g_01388	Prbg.g_01288
OG0000760	Praf.g_01387	Prbg.g_01289
OG0000761	Praf.g_01385	Prbg.g_01290
OG0000762	Praf.g_01382	Prbg.g_01292
OG0000763	Praf.g_01380	Prbg.g_01293
OG0000764	Praf.g_01378	Prbg.g_01294
OG0000765	Praf.g_01377	Prbg.g_01295
OG0000766	Praf.g_01376	Prbg.g_01296
OG0000767	Praf.g_01374	Prbg.g_01298
OG0000768	Praf.g_01372	Prbg.g_01299
OG0000769	Praf.g_01371	Prbg.g_01300
OG0000770	Praf.g_01370	Prbg.g_01301
OG0000771	Praf.g_01369	Prbg.g_01302
OG0000772	Praf.g_01073	Prbg.g_01552
OG0000773	Praf.g_01366	Prbg.g_01304
OG0000774	Praf.g_01364	Prbg.g_01305
OG0000775	Praf.g_01362	Prbg.g_01306
OG0000776	Praf.g_01360	Prbg.g_01309
OG0000777	Praf.g_01359	Prbg.g_01310
OG0000778	Praf.g_01358	Prbg.g_01311
OG0000779	Praf.g_01355	Prbg.g_01312
OG0000780	Praf.g_01353	Prbg.g_01314
OG0000781	Praf.g_01349	Prbg.g_01316
OG0000782	Praf.g_01348	Prbg.g_01317
OG0000783	Praf.g_01343	Prbg.g_01321
OG0000784	Praf.g_01341	Prbg.g_01323
OG0000785	Praf.g_01340	Prbg.g_01324
OG0000786	Praf.g_01338	Prbg.g_01325
OG0000787	Praf.g_01337	Prbg.g_01326
OG0000788	Praf.g_01331	Prbg.g_01332
OG0000789	Praf.g_01328	Prbg.g_01335
OG0000790	Praf.g_02685	Prbg.g_01336
OG0000791	Praf.g_01327	Prbg.g_01339
OG0000792	Praf.g_01326	Prbg.g_01340
OG0000793	Praf.g_01325	Prbg.g_01341
OG0000794	Praf.g_01322	Prbg.g_01344
OG0000795	Praf.g_01287	Prbg.g_01245
OG0000796	Praf.g_01286	Prbg.g_01244
OG0000797	Praf.g_01283	Prbg.g_01242
OG0000798	Praf.g_01281	Prbg.g_01241
OG0000799	Praf.g_01280	Prbg.g_01240
OG0000800	Praf.g_01279	Prbg.g_01239
OG0000801	Praf.g_01276	Prbg.g_01236
OG0000802	Praf.g_01275	Prbg.g_01235
OG0000803	Praf.g_01270	Prbg.g_01233
OG0000804	Praf.g_01269	Prbg.g_01232
OG0000805	Praf.g_01268	Prbg.g_01231
OG0000806	Praf.g_01267	Prbg.g_01229
OG0000807	Praf.g_01296	Prbg.g_00141
OG0000808	Praf.g_01652	Prbg.g_00022
OG0000809	Praf.g_00558	Prbg.g_01534
OG0000810	Praf.g_01008	Prbg.g_00361
OG0000811	Praf.g_00162	Prbg.g_00455
OG0000812	Praf.g_02056	Prbg.g_01528
OG0000813	Praf.g_02047	Prbg.g_00123
OG0000814	Praf.g_01825	Prbg.g_01555
OG0000815	Praf.g_01671	Prbg.g_00528
OG0000816	Praf.g_02698	Prbg.g_00750
OG0000817	Praf.g_02691	Prbg.g_00751
OG0000818	Praf.g_00359	Prbg.g_00011
OG0000819	Praf.g_01832	Prbg.g_01508
OG0000820	Praf.g_00233	Prbg.g_01502
OG0000821	Praf.g_00822	Prbg.g_01500
OG0000822	Praf.g_00823	Prbg.g_01499
OG0000823	Praf.g_00824	Prbg.g_01498
OG0000824	Praf.g_00825	Prbg.g_01497
OG0000825	Praf.g_00826	Prbg.g_01496
OG0000826	Praf.g_00827	Prbg.g_01495
OG0000827	Praf.g_00830	Prbg.g_01494
OG0000828	Praf.g_00832	Prbg.g_01493
OG0000829	Praf.g_00833	Prbg.g_01492
OG0000830	Praf.g_00836	Prbg.g_01490
OG0000831	Praf.g_00853	Prbg.g_01487
OG0000832	Praf.g_00855	Prbg.g_01485
OG0000833	Praf.g_00856	Prbg.g_01484
OG0000834	Praf.g_00858	Prbg.g_01483
OG0000835	Praf.g_00859	Prbg.g_01482
OG0000836	Praf.g_00860	Prbg.g_01481
OG0000837	Praf.g_00870	Prbg.g_01478
OG0000838	Praf.g_00872	Prbg.g_01477
OG0000839	Praf.g_00873	Prbg.g_01476
OG0000840	Praf.g_00874	Prbg.g_01475
OG0000841	Praf.g_00875	Prbg.g_01474
OG0000842	Praf.g_00879	Prbg.g_01472
OG0000843	Praf.g_00880	Prbg.g_01471
OG0000844	Praf.g_00881	Prbg.g_01470
OG0000845	Praf.g_00882	Prbg.g_01469
OG0000846	Praf.g_00885	Prbg.g_01467
OG0000847	Praf.g_00886	Prbg.g_01465
OG0000848	Praf.g_00914	Prbg.g_01464
OG0000849	Praf.g_00917	Prbg.g_01461
OG0000850	Praf.g_00918	Prbg.g_01460
OG0000851	Praf.g_00921	Prbg.g_01458
OG0000852	Praf.g_00923	Prbg.g_01456
OG0000853	Praf.g_00925	Prbg.g_01454
OG0000854	Praf.g_00927	Prbg.g_01452
OG0000855	Praf.g_00928	Prbg.g_01451
OG0000856	Praf.g_00929	Prbg.g_01450
OG0000857	Praf.g_00930	Prbg.g_01449
OG0000858	Praf.g_00931	Prbg.g_01448
OG0000859	Praf.g_00932	Prbg.g_01447
OG0000860	Praf.g_00933	Prbg.g_01446
OG0000861	Praf.g_00913	Prbg.g_01445
OG0000862	Praf.g_00912	Prbg.g_01444
OG0000863	Praf.g_00911	Prbg.g_01443
OG0000864	Praf.g_00910	Prbg.g_01442
OG0000865	Praf.g_00908	Prbg.g_01441
OG0000866	Praf.g_00905	Prbg.g_01440
OG0000867	Praf.g_00904	Prbg.g_01439
OG0000868	Praf.g_00902	Prbg.g_01438
OG0000869	Praf.g_00899	Prbg.g_01436
OG0000870	Praf.g_00898	Prbg.g_01435
OG0000871	Praf.g_00895	Prbg.g_01434
OG0000872	Praf.g_00894	Prbg.g_01433
OG0000873	Praf.g_00892	Prbg.g_01431
OG0000874	Praf.g_00891	Prbg.g_01430
OG0000875	Praf.g_00888	Prbg.g_01429
OG0000876	Praf.g_00887	Prbg.g_01428
OG0000877	Praf.g_00937	Prbg.g_00351
OG0000878	Praf.g_00548	Prbg.g_01576
OG0000879	Praf.g_00810	Prbg.g_00466
OG0000880	Praf.g_00809	Prbg.g_00467
OG0000881	Praf.g_00808	Prbg.g_00468
OG0000882	Praf.g_00806	Prbg.g_00469
OG0000883	Praf.g_00804	Prbg.g_00470
OG0000884	Praf.g_00802	Prbg.g_00472
OG0000885	Praf.g_00801	Prbg.g_00473
OG0000886	Praf.g_00800	Prbg.g_00474
OG0000887	Praf.g_00799	Prbg.g_00475
OG0000888	Praf.g_00798	Prbg.g_00476
OG0000889	Praf.g_00794	Prbg.g_00479
OG0000890	Praf.g_00791	Prbg.g_00480
OG0000891	Praf.g_00790	Prbg.g_00481
OG0000892	Praf.g_00787	Prbg.g_00484
OG0000893	Praf.g_00786	Prbg.g_00485
OG0000894	Praf.g_00785	Prbg.g_00486
OG0000895	Praf.g_00784	Prbg.g_00487
OG0000896	Praf.g_00783	Prbg.g_00488
OG0000897	Praf.g_00782	Prbg.g_00489
OG0000898	Praf.g_00777	Prbg.g_00492
OG0000899	Praf.g_00776	Prbg.g_00493
OG0000900	Praf.g_01886	Prbg.g_00505
OG0000901	Praf.g_01897	Prbg.g_00501
OG0000902	Praf.g_01996	Prbg.g_00218
OG0000903	Praf.g_01623	Prbg.g_01551
OG0000904	Praf.g_01001	Prbg.g_00690
OG0000905	Praf.g_01271	Prbg.g_01529
OG0000906	Praf.g_01294	Prbg.g_01511
OG0000907	Praf.g_01635	Prbg.g_01223
OG0000908	Praf.g_00494	Prbg.g_01548
OG0000909	Praf.g_00582	Prbg.g_00531
OG0000910	Praf.g_00581	Prbg.g_00532
OG0000911	Praf.g_00580	Prbg.g_00533
OG0000912	Praf.g_00579	Prbg.g_00534
OG0000913	Praf.g_00578	Prbg.g_00535
OG0000914	Praf.g_00577	Prbg.g_00536
OG0000915	Praf.g_00576	Prbg.g_00537
OG0000916	Praf.g_00575	Prbg.g_00538
OG0000917	Praf.g_00573	Prbg.g_00539
OG0000918	Praf.g_00572	Prbg.g_00540
OG0000919	Praf.g_00571	Prbg.g_00541
OG0000920	Praf.g_00570	Prbg.g_00542
OG0000921	Praf.g_00569	Prbg.g_00543
OG0000922	Praf.g_00568	Prbg.g_00544
OG0000923	Praf.g_00567	Prbg.g_00545
OG0000924	Praf.g_00566	Prbg.g_00546
OG0000925	Praf.g_00565	Prbg.g_00547
OG0000926	Praf.g_02394	Prbg.g_01829
OG0000927	Praf.g_01765	Prbg.g_00574
OG0000928	Praf.g_01766	Prbg.g_00575
OG0000929	Praf.g_01767	Prbg.g_00576
OG0000930	Praf.g_01772	Prbg.g_00577
OG0000931	Praf.g_01773	Prbg.g_00578
OG0000932	Praf.g_01779	Prbg.g_00580
OG0000933	Praf.g_01781	Prbg.g_00581
OG0000934	Praf.g_01782	Prbg.g_00582
OG0000935	Praf.g_01783	Prbg.g_00583
OG0000936	Praf.g_01784	Prbg.g_00584
OG0000937	Praf.g_01785	Prbg.g_00585
OG0000938	Praf.g_01787	Prbg.g_00586
OG0000939	Praf.g_01788	Prbg.g_00587
OG0000940	Praf.g_01790	Prbg.g_00588
OG0000941	Praf.g_01792	Prbg.g_00589
OG0000942	Praf.g_01793	Prbg.g_00590
OG0000943	Praf.g_01796	Prbg.g_00593
OG0000944	Praf.g_01801	Prbg.g_00594
OG0000945	Praf.g_01802	Prbg.g_00595
OG0000946	Praf.g_01803	Prbg.g_00596
OG0000947	Praf.g_01804	Prbg.g_00597
OG0000948	Praf.g_01805	Prbg.g_00598
OG0000949	Praf.g_01806	Prbg.g_00599
OG0000950	Praf.g_01807	Prbg.g_00600
OG0000951	Praf.g_01808	Prbg.g_00601
OG0000952	Praf.g_01809	Prbg.g_00602
OG0000953	Praf.g_01810	Prbg.g_00603
OG0000954	Praf.g_01817	Prbg.g_00604
OG0000955	Praf.g_01818	Prbg.g_00605
OG0000956	Praf.g_01819	Prbg.g_00606
OG0000957	Praf.g_01820	Prbg.g_00607
OG0000958	Praf.g_01822	Prbg.g_00608
OG0000959	Praf.g_01823	Prbg.g_00609
OG0000960	Praf.g_01824	Prbg.g_00610
OG0000961	Praf.g_01831	Prbg.g_00614
OG0000962	Praf.g_01833	Prbg.g_00615
OG0000963	Praf.g_01834	Prbg.g_00616
OG0000964	Praf.g_01837	Prbg.g_00618
OG0000965	Praf.g_01838	Prbg.g_00619
OG0000966	Praf.g_01839	Prbg.g_00620
OG0000967	Praf.g_01840	Prbg.g_00621
OG0000968	Praf.g_01841	Prbg.g_00622
OG0000969	Praf.g_01842	Prbg.g_00623
OG0000970	Praf.g_01843	Prbg.g_00624
OG0000971	Praf.g_01844	Prbg.g_00625
OG0000972	Praf.g_01845	Prbg.g_00626
OG0000973	Praf.g_01846	Prbg.g_00627
OG0000974	Praf.g_01849	Prbg.g_00629
OG0000975	Praf.g_00956	Prbg.g_00635
OG0000976	Praf.g_00554	Prbg.g_00637
OG0000977	Praf.g_00542	Prbg.g_00639
OG0000978	Praf.g_00540	Prbg.g_00641
OG0000979	Praf.g_00538	Prbg.g_00643
OG0000980	Praf.g_00537	Prbg.g_00644
OG0000981	Praf.g_01653	Prbg.g_00645
OG0000982	Praf.g_00536	Prbg.g_00646
OG0000983	Praf.g_00534	Prbg.g_00648
OG0000984	Praf.g_00533	Prbg.g_00649
OG0000985	Praf.g_00532	Prbg.g_00650
OG0000986	Praf.g_00530	Prbg.g_00651
OG0000987	Praf.g_00529	Prbg.g_00652
OG0000988	Praf.g_00526	Prbg.g_00653
OG0000989	Praf.g_00525	Prbg.g_00654
OG0000990	Praf.g_00524	Prbg.g_00655
OG0000991	Praf.g_00523	Prbg.g_00656
OG0000992	Praf.g_00522	Prbg.g_00657
OG0000993	Praf.g_00521	Prbg.g_00658
OG0000994	Praf.g_00520	Prbg.g_00659
OG0000995	Praf.g_00518	Prbg.g_00660
OG0000996	Praf.g_00517	Prbg.g_00661
OG0000997	Praf.g_00516	Prbg.g_00662
OG0000998	Praf.g_00515	Prbg.g_00663
OG0000999	Praf.g_00513	Prbg.g_00664
OG0001000	Praf.g_00512	Prbg.g_00665
OG0001001	Praf.g_00511	Prbg.g_00667
OG0001002	Praf.g_00508	Prbg.g_00668
OG0001003	Praf.g_00507	Prbg.g_00669
OG0001004	Praf.g_00370	Prbg.g_00670
OG0001005	Praf.g_00504	Prbg.g_00673
OG0001006	Praf.g_00503	Prbg.g_00674
OG0001007	Praf.g_00502	Prbg.g_00675
OG0001008	Praf.g_00500	Prbg.g_00677
OG0001009	Praf.g_00499	Prbg.g_00678
OG0001010	Praf.g_01650	Prbg.g_01593
OG0001011	Praf.g_01677	Prbg.g_00348
OG0001012	Praf.g_01546	Prbg.g_01174
OG0001013	Praf.g_00490	Prbg.g_01643
OG0001014	Praf.g_00489	Prbg.g_01644
OG0001015	Praf.g_00479	Prbg.g_01651
OG0001016	Praf.g_00478	Prbg.g_01652
OG0001017	Praf.g_00477	Prbg.g_01653
OG0001018	Praf.g_00475	Prbg.g_01654
OG0001019	Praf.g_00472	Prbg.g_01656
OG0001020	Praf.g_00471	Prbg.g_01657
OG0001021	Praf.g_00470	Prbg.g_01658
OG0001022	Praf.g_00469	Prbg.g_01659
OG0001023	Praf.g_00468	Prbg.g_01660
OG0001024	Praf.g_00466	Prbg.g_01662
OG0001025	Praf.g_00465	Prbg.g_01663
OG0001026	Praf.g_00464	Prbg.g_01664
OG0001027	Praf.g_00463	Prbg.g_01665
OG0001028	Praf.g_00462	Prbg.g_01666
OG0001029	Praf.g_00461	Prbg.g_01667
OG0001030	Praf.g_00460	Prbg.g_01668
OG0001031	Praf.g_00459	Prbg.g_01669
OG0001032	Praf.g_00458	Prbg.g_01670
OG0001033	Praf.g_00457	Prbg.g_01671
OG0001034	Praf.g_00455	Prbg.g_01672
OG0001035	Praf.g_00453	Prbg.g_01674
OG0001036	Praf.g_00452	Prbg.g_01675
OG0001037	Praf.g_00450	Prbg.g_01676
OG0001038	Praf.g_00449	Prbg.g_01677
OG0001039	Praf.g_00448	Prbg.g_01678
OG0001040	Praf.g_00447	Prbg.g_01679
OG0001041	Praf.g_00446	Prbg.g_01680
OG0001042	Praf.g_00444	Prbg.g_01681
OG0001043	Praf.g_00443	Prbg.g_01682
OG0001044	Praf.g_00442	Prbg.g_01683
OG0001045	Praf.g_00441	Prbg.g_01684
OG0001046	Praf.g_00440	Prbg.g_01685
OG0001047	Praf.g_00435	Prbg.g_01688
OG0001048	Praf.g_00433	Prbg.g_01690
OG0001049	Praf.g_00432	Prbg.g_01691
OG0001050	Praf.g_00431	Prbg.g_01692
OG0001051	Praf.g_00430	Prbg.g_01693
OG0001052	Praf.g_00429	Prbg.g_01694
OG0001053	Praf.g_00427	Prbg.g_01696
OG0001054	Praf.g_00425	Prbg.g_01698
OG0001055	Praf.g_00424	Prbg.g_01699
OG0001056	Praf.g_00423	Prbg.g_01700
OG0001057	Praf.g_00422	Prbg.g_01701
OG0001058	Praf.g_00421	Prbg.g_01702
OG0001059	Praf.g_00420	Prbg.g_01703
OG0001060	Praf.g_00419	Prbg.g_01704
OG0001061	Praf.g_00418	Prbg.g_01705
OG0001062	Praf.g_00405	Prbg.g_01706
OG0001063	Praf.g_00404	Prbg.g_01707
OG0001064	Praf.g_00402	Prbg.g_01709
OG0001065	Praf.g_02202	Prbg.g_01713
OG0001066	Praf.g_02200	Prbg.g_01715
OG0001067	Praf.g_02199	Prbg.g_01716
OG0001068	Praf.g_02196	Prbg.g_01719
OG0001069	Praf.g_02195	Prbg.g_01720
OG0001070	Praf.g_02194	Prbg.g_01721
OG0001071	Praf.g_02193	Prbg.g_01722
OG0001072	Praf.g_02192	Prbg.g_01723
OG0001073	Praf.g_02191	Prbg.g_01724
OG0001074	Praf.g_02190	Prbg.g_01725
OG0001075	Praf.g_02189	Prbg.g_01726
OG0001076	Praf.g_02188	Prbg.g_01727
OG0001077	Praf.g_02187	Prbg.g_01728
OG0001078	Praf.g_02185	Prbg.g_01729
OG0001079	Praf.g_02184	Prbg.g_01730
OG0001080	Praf.g_02183	Prbg.g_01731
OG0001081	Praf.g_02170	Prbg.g_01735
OG0001082	Praf.g_02171	Prbg.g_01736
OG0001083	Praf.g_02175	Prbg.g_01739
OG0001084	Praf.g_02173	Prbg.g_01738
OG0001085	Praf.g_02172	Prbg.g_01737
OG0001086	Praf.g_02176	Prbg.g_01734
OG0001087	Praf.g_02177	Prbg.g_01733
OG0001088	Praf.g_02179	Prbg.g_01732
OG0001089	Praf.g_02163	Prbg.g_01742
OG0001090	Praf.g_02161	Prbg.g_01744
OG0001091	Praf.g_02160	Prbg.g_01745
OG0001092	Praf.g_02159	Prbg.g_01746
OG0001093	Praf.g_02158	Prbg.g_01747
OG0001094	Praf.g_02157	Prbg.g_01748
OG0001095	Praf.g_02156	Prbg.g_01749
OG0001096	Praf.g_02155	Prbg.g_01750
OG0001097	Praf.g_02154	Prbg.g_01751
OG0001098	Praf.g_02153	Prbg.g_01752
OG0001099	Praf.g_02152	Prbg.g_01753
OG0001100	Praf.g_02151	Prbg.g_01754
OG0001101	Praf.g_02150	Prbg.g_01755
OG0001102	Praf.g_02149	Prbg.g_01756
OG0001103	Praf.g_02148	Prbg.g_01757
OG0001104	Praf.g_02147	Prbg.g_01758
OG0001105	Praf.g_02146	Prbg.g_01759
OG0001106	Praf.g_02145	Prbg.g_01760
OG0001107	Praf.g_02144	Prbg.g_01761
OG0001108	Praf.g_02143	Prbg.g_01762
OG0001109	Praf.g_02142	Prbg.g_01763
OG0001110	Praf.g_02141	Prbg.g_01764
OG0001111	Praf.g_02140	Prbg.g_01765
OG0001112	Praf.g_02139	Prbg.g_01766
OG0001113	Praf.g_02138	Prbg.g_01767
OG0001114	Praf.g_02137	Prbg.g_01768
OG0001115	Praf.g_02136	Prbg.g_01769
OG0001116	Praf.g_02135	Prbg.g_01770
OG0001117	Praf.g_02134	Prbg.g_01771
OG0001118	Praf.g_02133	Prbg.g_01772
OG0001119	Praf.g_02132	Prbg.g_01773
OG0001120	Praf.g_02131	Prbg.g_01774
