Orthogroup	Praf	Prbi
OG0000562	Praf.g_01698	Prbi.g_00643
OG0000563	Praf.g_01699	Prbi.g_00644
OG0000564	Praf.g_01700	Prbi.g_00645
OG0000565	Praf.g_01708	Prbi.g_00646
OG0000566	Praf.g_01709	Prbi.g_00647
OG0000567	Praf.g_01710	Prbi.g_00648
OG0000568	Praf.g_01711	Prbi.g_00649
OG0000569	Praf.g_01713	Prbi.g_00650
OG0000570	Praf.g_01716	Prbi.g_00651
OG0000571	Praf.g_01717	Prbi.g_00652
OG0000572	Praf.g_01718	Prbi.g_00653
OG0000573	Praf.g_01722	Prbi.g_00656
OG0000574	Praf.g_01727	Prbi.g_00657
OG0000575	Praf.g_01728	Prbi.g_00658
OG0000576	Praf.g_01729	Prbi.g_00659
OG0000577	Praf.g_01730	Prbi.g_00660
OG0000578	Praf.g_01731	Prbi.g_00661
OG0000579	Praf.g_01733	Prbi.g_00662
OG0000580	Praf.g_01736	Prbi.g_00663
OG0000581	Praf.g_01737	Prbi.g_00664
OG0000582	Praf.g_01738	Prbi.g_00665
OG0000583	Praf.g_01739	Prbi.g_00666
OG0000584	Praf.g_01741	Prbi.g_00667
OG0000585	Praf.g_01742	Prbi.g_00668
OG0000586	Praf.g_01744	Prbi.g_00670
OG0000587	Praf.g_01745	Prbi.g_00671
OG0000588	Praf.g_01749	Prbi.g_00673
OG0000589	Praf.g_01751	Prbi.g_00674
OG0000590	Praf.g_02344	Prbi.g_00676
OG0000591	Praf.g_00371	Prbi.g_00682
OG0000592	Praf.g_01127	Prbi.g_00683
OG0000593	Praf.g_02570	Prbi.g_00684
OG0000594	Praf.g_01572	Prbi.g_00686
OG0000595	Praf.g_02180	Prbi.g_00687
OG0000596	Praf.g_01210	Prbi.g_00688
OG0000597	Praf.g_01230	Prbi.g_00690
OG0000598	Praf.g_01225	Prbi.g_00691
OG0000599	Praf.g_01221	Prbi.g_00692
OG0000600	Praf.g_01220	Prbi.g_00693
OG0000601	Praf.g_01207	Prbi.g_00695
OG0000602	Praf.g_01206	Prbi.g_00696
OG0000603	Praf.g_01205	Prbi.g_00697
OG0000604	Praf.g_01121	Prbi.g_00698
OG0000605	Praf.g_01122	Prbi.g_00699
OG0000606	Praf.g_01124	Prbi.g_00700
OG0000607	Praf.g_01126	Prbi.g_00703
OG0000608	Praf.g_01489	Prbi.g_00704
OG0000609	Praf.g_02767	Prbi.g_00708
OG0000610	Praf.g_00817	Prbi.g_00709
OG0000611	Praf.g_01303	Prbi.g_00746
OG0000612	Praf.g_01304	Prbi.g_00747
OG0000613	Praf.g_01305	Prbi.g_00748
OG0000614	Praf.g_01307	Prbi.g_00749
OG0000615	Praf.g_01308	Prbi.g_00751
OG0000616	Praf.g_01309	Prbi.g_00752
OG0000617	Praf.g_01310	Prbi.g_00753
OG0000618	Praf.g_01311	Prbi.g_00754
OG0000619	Praf.g_01313	Prbi.g_00755
OG0000620	Praf.g_01314	Prbi.g_00756
OG0000621	Praf.g_01315	Prbi.g_00757
OG0000622	Praf.g_01316	Prbi.g_00758
OG0000623	Praf.g_01317	Prbi.g_00759
OG0000624	Praf.g_01318	Prbi.g_00760
OG0000625	Praf.g_01319	Prbi.g_00761
OG0000626	Praf.g_01320	Prbi.g_00762
OG0000627	Praf.g_01441	Prbi.g_00763
OG0000628	Praf.g_01440	Prbi.g_00764
OG0000629	Praf.g_01437	Prbi.g_00765
OG0000630	Praf.g_01436	Prbi.g_00766
OG0000631	Praf.g_01433	Prbi.g_00768
OG0000632	Praf.g_01139	Prbi.g_00788
OG0000633	Praf.g_00710	Prbi.g_00792
OG0000634	Praf.g_00617	Prbi.g_00807
OG0000635	Praf.g_01400	Prbi.g_00811
OG0000636	Praf.g_01401	Prbi.g_00812
OG0000637	Praf.g_01402	Prbi.g_00813
OG0000638	Praf.g_02063	Prbi.g_00825
OG0000639	Praf.g_00360	Prbi.g_00834
OG0000640	Praf.g_01432	Prbi.g_00835
OG0000641	Praf.g_01429	Prbi.g_00838
OG0000642	Praf.g_01428	Prbi.g_00839
OG0000643	Praf.g_01427	Prbi.g_00840
OG0000644	Praf.g_01524	Prbi.g_00841
OG0000645	Praf.g_01525	Prbi.g_00842
OG0000646	Praf.g_01526	Prbi.g_00843
OG0000647	Praf.g_01527	Prbi.g_00844
OG0000648	Praf.g_01529	Prbi.g_00846
OG0000649	Praf.g_01530	Prbi.g_00847
OG0000650	Praf.g_01531	Prbi.g_00848
OG0000651	Praf.g_01532	Prbi.g_00849
OG0000652	Praf.g_01533	Prbi.g_00850
OG0000653	Praf.g_01534	Prbi.g_00851
OG0000654	Praf.g_01536	Prbi.g_00853
OG0000655	Praf.g_01538	Prbi.g_00855
OG0000656	Praf.g_01539	Prbi.g_00856
OG0000657	Praf.g_01540	Prbi.g_00857
OG0000658	Praf.g_01541	Prbi.g_00858
OG0000659	Praf.g_01542	Prbi.g_00859
OG0000660	Praf.g_01543	Prbi.g_00860
OG0000661	Praf.g_01545	Prbi.g_00861
OG0000662	Praf.g_01547	Prbi.g_00862
OG0000663	Praf.g_01548	Prbi.g_00863
OG0000664	Praf.g_01549	Prbi.g_00864
OG0000665	Praf.g_01550	Prbi.g_00865
OG0000666	Praf.g_01551	Prbi.g_00866
OG0000667	Praf.g_01552	Prbi.g_00867
OG0000668	Praf.g_01553	Prbi.g_00868
OG0000669	Praf.g_01557	Prbi.g_00870
OG0000670	Praf.g_01558	Prbi.g_00871
OG0000671	Praf.g_01559	Prbi.g_00872
OG0000672	Praf.g_01560	Prbi.g_00873
OG0000673	Praf.g_01561	Prbi.g_00874
OG0000674	Praf.g_01562	Prbi.g_00875
OG0000675	Praf.g_01585	Prbi.g_00877
OG0000676	Praf.g_01586	Prbi.g_00878
OG0000677	Praf.g_01590	Prbi.g_00881
OG0000678	Praf.g_01592	Prbi.g_00883
OG0000679	Praf.g_01594	Prbi.g_00884
OG0000680	Praf.g_01595	Prbi.g_00885
OG0000681	Praf.g_01596	Prbi.g_00886
OG0000682	Praf.g_01597	Prbi.g_00887
OG0000683	Praf.g_01599	Prbi.g_00889
OG0000684	Praf.g_01600	Prbi.g_00890
OG0000685	Praf.g_01601	Prbi.g_00891
OG0000686	Praf.g_01602	Prbi.g_00892
OG0000687	Praf.g_01603	Prbi.g_00893
OG0000688	Praf.g_01604	Prbi.g_00894
OG0000689	Praf.g_01606	Prbi.g_00895
OG0000690	Praf.g_01607	Prbi.g_00896
OG0000691	Praf.g_01608	Prbi.g_00897
OG0000692	Praf.g_01619	Prbi.g_00899
OG0000693	Praf.g_01620	Prbi.g_00900
OG0000694	Praf.g_01622	Prbi.g_00901
OG0000695	Praf.g_01625	Prbi.g_00902
OG0000696	Praf.g_01627	Prbi.g_00903
OG0000697	Praf.g_01629	Prbi.g_00905
OG0000698	Praf.g_01444	Prbi.g_00907
OG0000699	Praf.g_01323	Prbi.g_00908
OG0000700	Praf.g_01339	Prbi.g_00934
OG0000701	Praf.g_00222	Prbi.g_00939
OG0000702	Praf.g_01638	Prbi.g_00942
OG0000703	Praf.g_01454	Prbi.g_00943
OG0000704	Praf.g_00961	Prbi.g_00944
OG0000705	Praf.g_01455	Prbi.g_00945
OG0000706	Praf.g_01456	Prbi.g_00946
OG0000707	Praf.g_01458	Prbi.g_00948
OG0000708	Praf.g_01459	Prbi.g_00949
OG0000709	Praf.g_01461	Prbi.g_00951
OG0000710	Praf.g_01462	Prbi.g_00952
OG0000711	Praf.g_01463	Prbi.g_00953
OG0000712	Praf.g_01464	Prbi.g_00954
OG0000713	Praf.g_01465	Prbi.g_00955
OG0000714	Praf.g_01467	Prbi.g_00957
OG0000715	Praf.g_01469	Prbi.g_00958
OG0000716	Praf.g_01475	Prbi.g_00960
OG0000717	Praf.g_01478	Prbi.g_00961
OG0000718	Praf.g_01480	Prbi.g_00962
OG0000719	Praf.g_01494	Prbi.g_00964
OG0000720	Praf.g_01495	Prbi.g_00965
OG0000721	Praf.g_01497	Prbi.g_00968
OG0000722	Praf.g_01498	Prbi.g_00969
OG0000723	Praf.g_01499	Prbi.g_00970
OG0000724	Praf.g_01512	Prbi.g_00971
OG0000725	Praf.g_01511	Prbi.g_00972
OG0000726	Praf.g_01510	Prbi.g_00973
OG0000727	Praf.g_01509	Prbi.g_00974
OG0000728	Praf.g_01508	Prbi.g_00975
OG0000729	Praf.g_01506	Prbi.g_00976
OG0000730	Praf.g_01503	Prbi.g_00977
OG0000731	Praf.g_01515	Prbi.g_00978
OG0000732	Praf.g_01516	Prbi.g_00979
OG0000733	Praf.g_01517	Prbi.g_00980
OG0000734	Praf.g_01519	Prbi.g_00981
OG0000735	Praf.g_01520	Prbi.g_00983
OG0000736	Praf.g_01522	Prbi.g_00984
OG0000737	Praf.g_01523	Prbi.g_00985
OG0000738	Praf.g_01426	Prbi.g_00986
OG0000739	Praf.g_01425	Prbi.g_00987
OG0000740	Praf.g_01424	Prbi.g_00988
OG0000741	Praf.g_01422	Prbi.g_00989
OG0000742	Praf.g_01420	Prbi.g_00991
OG0000743	Praf.g_01419	Prbi.g_00992
OG0000744	Praf.g_01417	Prbi.g_00993
OG0000745	Praf.g_01416	Prbi.g_00994
OG0000746	Praf.g_01415	Prbi.g_00995
OG0000747	Praf.g_01006	Prbi.g_00996
OG0000748	Praf.g_01408	Prbi.g_00997
OG0000749	Praf.g_01407	Prbi.g_00998
OG0000750	Praf.g_01405	Prbi.g_00999
OG0000751	Praf.g_01404	Prbi.g_01000
OG0000752	Praf.g_02684	Prbi.g_01001
OG0000753	Praf.g_01399	Prbi.g_01003
OG0000754	Praf.g_01398	Prbi.g_01004
OG0000755	Praf.g_01397	Prbi.g_01005
OG0000756	Praf.g_01395	Prbi.g_01006
OG0000757	Praf.g_01394	Prbi.g_01007
OG0000758	Praf.g_01393	Prbi.g_01008
OG0000759	Praf.g_01388	Prbi.g_01010
OG0000760	Praf.g_01387	Prbi.g_01011
OG0000761	Praf.g_01385	Prbi.g_01012
OG0000762	Praf.g_01382	Prbi.g_01014
OG0000763	Praf.g_01380	Prbi.g_01015
OG0000764	Praf.g_01378	Prbi.g_01016
OG0000765	Praf.g_01377	Prbi.g_01017
OG0000766	Praf.g_01376	Prbi.g_01018
OG0000767	Praf.g_01374	Prbi.g_01020
OG0000768	Praf.g_01372	Prbi.g_01021
OG0000769	Praf.g_01371	Prbi.g_01022
OG0000770	Praf.g_01370	Prbi.g_01023
OG0000771	Praf.g_01369	Prbi.g_01024
OG0000772	Praf.g_01073	Prbi.g_01025
OG0000773	Praf.g_01366	Prbi.g_01026
OG0000774	Praf.g_01364	Prbi.g_01027
OG0000775	Praf.g_01362	Prbi.g_01028
OG0000776	Praf.g_01360	Prbi.g_01030
OG0000777	Praf.g_01359	Prbi.g_01032
OG0000778	Praf.g_01358	Prbi.g_01033
OG0000779	Praf.g_01355	Prbi.g_01034
OG0000780	Praf.g_01353	Prbi.g_01036
OG0000781	Praf.g_01349	Prbi.g_01038
OG0000782	Praf.g_01348	Prbi.g_01039
OG0000783	Praf.g_01343	Prbi.g_01055
OG0000784	Praf.g_01341	Prbi.g_01057
OG0000785	Praf.g_01340	Prbi.g_01058
OG0000786	Praf.g_01338	Prbi.g_01059
OG0000787	Praf.g_01337	Prbi.g_01060
OG0000788	Praf.g_01331	Prbi.g_01064
OG0000789	Praf.g_01328	Prbi.g_01066
OG0000790	Praf.g_02685	Prbi.g_01067
OG0000791	Praf.g_01327	Prbi.g_01068
OG0000792	Praf.g_01326	Prbi.g_01069
OG0000793	Praf.g_01325	Prbi.g_01070
OG0000794	Praf.g_01322	Prbi.g_01072
OG0000795	Praf.g_01287	Prbi.g_01075
OG0000796	Praf.g_01286	Prbi.g_01076
OG0000797	Praf.g_01283	Prbi.g_01078
OG0000798	Praf.g_01281	Prbi.g_01079
OG0000799	Praf.g_01280	Prbi.g_01080
OG0000800	Praf.g_01279	Prbi.g_01081
OG0000801	Praf.g_01276	Prbi.g_01084
OG0000802	Praf.g_01275	Prbi.g_01085
OG0000803	Praf.g_01270	Prbi.g_01087
OG0000804	Praf.g_01269	Prbi.g_01088
OG0000805	Praf.g_01268	Prbi.g_01089
OG0000806	Praf.g_01267	Prbi.g_01091
OG0000807	Praf.g_01296	Prbi.g_01117
OG0000808	Praf.g_01652	Prbi.g_01127
OG0000809	Praf.g_00558	Prbi.g_01130
OG0000810	Praf.g_01008	Prbi.g_01131
OG0000811	Praf.g_00162	Prbi.g_01138
OG0000812	Praf.g_02056	Prbi.g_01142
OG0000813	Praf.g_02047	Prbi.g_01146
OG0000814	Praf.g_01825	Prbi.g_01148
OG0000815	Praf.g_01671	Prbi.g_01161
OG0000816	Praf.g_02698	Prbi.g_01175
OG0000817	Praf.g_02691	Prbi.g_01176
OG0000818	Praf.g_00359	Prbi.g_01181
OG0000819	Praf.g_01832	Prbi.g_01188
OG0000820	Praf.g_00233	Prbi.g_01192
OG0000821	Praf.g_00822	Prbi.g_01194
OG0000822	Praf.g_00823	Prbi.g_01195
OG0000823	Praf.g_00824	Prbi.g_01196
OG0000824	Praf.g_00825	Prbi.g_01197
OG0000825	Praf.g_00826	Prbi.g_01198
OG0000826	Praf.g_00827	Prbi.g_01199
OG0000827	Praf.g_00830	Prbi.g_01200
OG0000828	Praf.g_00832	Prbi.g_01201
OG0000829	Praf.g_00833	Prbi.g_01202
OG0000830	Praf.g_00836	Prbi.g_01203
OG0000831	Praf.g_00853	Prbi.g_01206
OG0000832	Praf.g_00855	Prbi.g_01208
OG0000833	Praf.g_00856	Prbi.g_01209
OG0000834	Praf.g_00858	Prbi.g_01210
OG0000835	Praf.g_00859	Prbi.g_01211
OG0000836	Praf.g_00860	Prbi.g_01212
OG0000837	Praf.g_00870	Prbi.g_01214
OG0000838	Praf.g_00872	Prbi.g_01215
OG0000839	Praf.g_00873	Prbi.g_01216
OG0000840	Praf.g_00874	Prbi.g_01217
OG0000841	Praf.g_00875	Prbi.g_01218
OG0000842	Praf.g_00879	Prbi.g_01219
OG0000843	Praf.g_00880	Prbi.g_01220
OG0000844	Praf.g_00881	Prbi.g_01221
OG0000845	Praf.g_00882	Prbi.g_01222
OG0000846	Praf.g_00885	Prbi.g_01225
OG0000847	Praf.g_00886	Prbi.g_01227
OG0000848	Praf.g_00914	Prbi.g_01228
OG0000849	Praf.g_00917	Prbi.g_01229
OG0000850	Praf.g_00918	Prbi.g_01230
OG0000851	Praf.g_00921	Prbi.g_01231
OG0000852	Praf.g_00923	Prbi.g_01233
OG0000853	Praf.g_00925	Prbi.g_01234
OG0000854	Praf.g_00927	Prbi.g_01236
OG0000855	Praf.g_00928	Prbi.g_01237
OG0000856	Praf.g_00929	Prbi.g_01238
OG0000857	Praf.g_00930	Prbi.g_01239
OG0000858	Praf.g_00931	Prbi.g_01240
OG0000859	Praf.g_00932	Prbi.g_01241
OG0000860	Praf.g_00933	Prbi.g_01242
OG0000861	Praf.g_00913	Prbi.g_01243
OG0000862	Praf.g_00912	Prbi.g_01244
OG0000863	Praf.g_00911	Prbi.g_01245
OG0000864	Praf.g_00910	Prbi.g_01246
OG0000865	Praf.g_00908	Prbi.g_01247
OG0000866	Praf.g_00905	Prbi.g_01248
OG0000867	Praf.g_00904	Prbi.g_01249
OG0000868	Praf.g_00902	Prbi.g_01250
OG0000869	Praf.g_00899	Prbi.g_01252
OG0000870	Praf.g_00898	Prbi.g_01253
OG0000871	Praf.g_00895	Prbi.g_01255
OG0000872	Praf.g_00894	Prbi.g_01256
OG0000873	Praf.g_00892	Prbi.g_01258
OG0000874	Praf.g_00891	Prbi.g_01259
OG0000875	Praf.g_00888	Prbi.g_01260
OG0000876	Praf.g_00887	Prbi.g_01261
OG0000877	Praf.g_00937	Prbi.g_01263
OG0000878	Praf.g_00548	Prbi.g_01363
OG0000879	Praf.g_00810	Prbi.g_01380
OG0000880	Praf.g_00809	Prbi.g_01381
OG0000881	Praf.g_00808	Prbi.g_01382
OG0000882	Praf.g_00806	Prbi.g_01383
OG0000883	Praf.g_00804	Prbi.g_01384
OG0000884	Praf.g_00802	Prbi.g_01386
OG0000885	Praf.g_00801	Prbi.g_01387
OG0000886	Praf.g_00800	Prbi.g_01388
OG0000887	Praf.g_00799	Prbi.g_01389
OG0000888	Praf.g_00798	Prbi.g_01390
OG0000889	Praf.g_00794	Prbi.g_01393
OG0000890	Praf.g_00791	Prbi.g_01394
OG0000891	Praf.g_00790	Prbi.g_01395
OG0000892	Praf.g_00787	Prbi.g_01397
OG0000893	Praf.g_00786	Prbi.g_01398
OG0000894	Praf.g_00785	Prbi.g_01399
OG0000895	Praf.g_00784	Prbi.g_01400
OG0000896	Praf.g_00783	Prbi.g_01401
OG0000897	Praf.g_00782	Prbi.g_01402
OG0000898	Praf.g_00777	Prbi.g_01404
OG0000899	Praf.g_00776	Prbi.g_01405
OG0000900	Praf.g_01886	Prbi.g_01421
OG0000901	Praf.g_01897	Prbi.g_01425
OG0000902	Praf.g_01996	Prbi.g_01426
OG0000903	Praf.g_01623	Prbi.g_01427
OG0000904	Praf.g_01001	Prbi.g_01429
OG0000905	Praf.g_01271	Prbi.g_01431
OG0000906	Praf.g_01294	Prbi.g_01433
OG0000907	Praf.g_01635	Prbi.g_01434
OG0000908	Praf.g_00494	Prbi.g_01437
OG0000909	Praf.g_00582	Prbi.g_01441
OG0000910	Praf.g_00581	Prbi.g_01442
OG0000911	Praf.g_00580	Prbi.g_01443
OG0000912	Praf.g_00579	Prbi.g_01444
OG0000913	Praf.g_00578	Prbi.g_01445
OG0000914	Praf.g_00577	Prbi.g_01446
OG0000915	Praf.g_00576	Prbi.g_01447
OG0000916	Praf.g_00575	Prbi.g_01448
OG0000917	Praf.g_00573	Prbi.g_01449
OG0000918	Praf.g_00572	Prbi.g_01450
OG0000919	Praf.g_00571	Prbi.g_01451
OG0000920	Praf.g_00570	Prbi.g_01452
OG0000921	Praf.g_00569	Prbi.g_01453
OG0000922	Praf.g_00568	Prbi.g_01454
OG0000923	Praf.g_00567	Prbi.g_01455
OG0000924	Praf.g_00566	Prbi.g_01456
OG0000925	Praf.g_00565	Prbi.g_01457
OG0000926	Praf.g_02394	Prbi.g_01489
OG0000927	Praf.g_01765	Prbi.g_01571
OG0000928	Praf.g_01766	Prbi.g_01572
OG0000929	Praf.g_01767	Prbi.g_01573
OG0000930	Praf.g_01772	Prbi.g_01574
OG0000931	Praf.g_01773	Prbi.g_01575
OG0000932	Praf.g_01779	Prbi.g_01577
OG0000933	Praf.g_01781	Prbi.g_01578
OG0000934	Praf.g_01782	Prbi.g_01579
OG0000935	Praf.g_01783	Prbi.g_01580
OG0000936	Praf.g_01784	Prbi.g_01581
OG0000937	Praf.g_01785	Prbi.g_01582
OG0000938	Praf.g_01787	Prbi.g_01583
OG0000939	Praf.g_01788	Prbi.g_01584
OG0000940	Praf.g_01790	Prbi.g_01585
OG0000941	Praf.g_01792	Prbi.g_01587
OG0000942	Praf.g_01793	Prbi.g_01588
OG0000943	Praf.g_01796	Prbi.g_01593
OG0000944	Praf.g_01801	Prbi.g_01594
OG0000945	Praf.g_01802	Prbi.g_01595
OG0000946	Praf.g_01803	Prbi.g_01596
OG0000947	Praf.g_01804	Prbi.g_01597
OG0000948	Praf.g_01805	Prbi.g_01598
OG0000949	Praf.g_01806	Prbi.g_01599
OG0000950	Praf.g_01807	Prbi.g_01600
OG0000951	Praf.g_01808	Prbi.g_01601
OG0000952	Praf.g_01809	Prbi.g_01602
OG0000953	Praf.g_01810	Prbi.g_01603
OG0000954	Praf.g_01817	Prbi.g_01604
OG0000955	Praf.g_01818	Prbi.g_01605
OG0000956	Praf.g_01819	Prbi.g_01606
OG0000957	Praf.g_01820	Prbi.g_01607
OG0000958	Praf.g_01822	Prbi.g_01608
OG0000959	Praf.g_01823	Prbi.g_01609
OG0000960	Praf.g_01824	Prbi.g_01610
OG0000961	Praf.g_01831	Prbi.g_01613
OG0000962	Praf.g_01833	Prbi.g_01614
OG0000963	Praf.g_01834	Prbi.g_01615
OG0000964	Praf.g_01837	Prbi.g_01617
OG0000965	Praf.g_01838	Prbi.g_01618
OG0000966	Praf.g_01839	Prbi.g_01619
OG0000967	Praf.g_01840	Prbi.g_01620
OG0000968	Praf.g_01841	Prbi.g_01621
OG0000969	Praf.g_01842	Prbi.g_01622
OG0000970	Praf.g_01843	Prbi.g_01623
OG0000971	Praf.g_01844	Prbi.g_01624
OG0000972	Praf.g_01845	Prbi.g_01625
OG0000973	Praf.g_01846	Prbi.g_01626
OG0000974	Praf.g_01849	Prbi.g_01628
OG0000975	Praf.g_00956	Prbi.g_01631
OG0000976	Praf.g_00554	Prbi.g_01633
OG0000977	Praf.g_00542	Prbi.g_01634
OG0000978	Praf.g_00540	Prbi.g_01635
OG0000979	Praf.g_00538	Prbi.g_01637
OG0000980	Praf.g_00537	Prbi.g_01638
OG0000981	Praf.g_01653	Prbi.g_01639
OG0000982	Praf.g_00536	Prbi.g_01640
OG0000983	Praf.g_00534	Prbi.g_01642
OG0000984	Praf.g_00533	Prbi.g_01643
OG0000985	Praf.g_00532	Prbi.g_01644
OG0000986	Praf.g_00530	Prbi.g_01645
OG0000987	Praf.g_00529	Prbi.g_01646
OG0000988	Praf.g_00526	Prbi.g_01647
OG0000989	Praf.g_00525	Prbi.g_01648
OG0000990	Praf.g_00524	Prbi.g_01649
OG0000991	Praf.g_00523	Prbi.g_01650
OG0000992	Praf.g_00522	Prbi.g_01651
OG0000993	Praf.g_00521	Prbi.g_01652
OG0000994	Praf.g_00520	Prbi.g_01653
OG0000995	Praf.g_00518	Prbi.g_01654
OG0000996	Praf.g_00517	Prbi.g_01655
OG0000997	Praf.g_00516	Prbi.g_01656
OG0000998	Praf.g_00515	Prbi.g_01657
OG0000999	Praf.g_00513	Prbi.g_01658
OG0001000	Praf.g_00512	Prbi.g_01659
OG0001001	Praf.g_00511	Prbi.g_01661
OG0001002	Praf.g_00508	Prbi.g_01662
OG0001003	Praf.g_00507	Prbi.g_01663
OG0001004	Praf.g_00370	Prbi.g_01664
OG0001005	Praf.g_00504	Prbi.g_01665
OG0001006	Praf.g_00503	Prbi.g_01666
OG0001007	Praf.g_00502	Prbi.g_01667
OG0001008	Praf.g_00500	Prbi.g_01669
OG0001009	Praf.g_00499	Prbi.g_01670
OG0001010	Praf.g_01650	Prbi.g_01678
OG0001011	Praf.g_01677	Prbi.g_01685
OG0001012	Praf.g_01546	Prbi.g_01711
OG0001013	Praf.g_00490	Prbi.g_01781
OG0001014	Praf.g_00489	Prbi.g_01782
OG0001015	Praf.g_00479	Prbi.g_01788
OG0001016	Praf.g_00478	Prbi.g_01789
OG0001017	Praf.g_00477	Prbi.g_01790
OG0001018	Praf.g_00475	Prbi.g_01791
OG0001019	Praf.g_00472	Prbi.g_01793
OG0001020	Praf.g_00471	Prbi.g_01794
OG0001021	Praf.g_00470	Prbi.g_01795
OG0001022	Praf.g_00469	Prbi.g_01796
OG0001023	Praf.g_00468	Prbi.g_01797
OG0001024	Praf.g_00466	Prbi.g_01798
OG0001025	Praf.g_00465	Prbi.g_01799
OG0001026	Praf.g_00464	Prbi.g_01801
OG0001027	Praf.g_00463	Prbi.g_01802
OG0001028	Praf.g_00462	Prbi.g_01803
OG0001029	Praf.g_00461	Prbi.g_01804
OG0001030	Praf.g_00460	Prbi.g_01805
OG0001031	Praf.g_00459	Prbi.g_01806
OG0001032	Praf.g_00458	Prbi.g_01807
OG0001033	Praf.g_00457	Prbi.g_01808
OG0001034	Praf.g_00455	Prbi.g_01809
OG0001035	Praf.g_00453	Prbi.g_01811
OG0001036	Praf.g_00452	Prbi.g_01812
OG0001037	Praf.g_00450	Prbi.g_01813
OG0001038	Praf.g_00449	Prbi.g_01814
OG0001039	Praf.g_00448	Prbi.g_01815
OG0001040	Praf.g_00447	Prbi.g_01816
OG0001041	Praf.g_00446	Prbi.g_01817
OG0001042	Praf.g_00444	Prbi.g_01818
OG0001043	Praf.g_00443	Prbi.g_01819
OG0001044	Praf.g_00442	Prbi.g_01820
OG0001045	Praf.g_00441	Prbi.g_01821
OG0001046	Praf.g_00440	Prbi.g_01822
OG0001047	Praf.g_00435	Prbi.g_01825
OG0001048	Praf.g_00433	Prbi.g_01827
OG0001049	Praf.g_00432	Prbi.g_01828
OG0001050	Praf.g_00431	Prbi.g_01829
OG0001051	Praf.g_00430	Prbi.g_01830
OG0001052	Praf.g_00429	Prbi.g_01831
OG0001053	Praf.g_00427	Prbi.g_01832
OG0001054	Praf.g_00425	Prbi.g_01834
OG0001055	Praf.g_00424	Prbi.g_01835
OG0001056	Praf.g_00423	Prbi.g_01836
OG0001057	Praf.g_00422	Prbi.g_01837
OG0001058	Praf.g_00421	Prbi.g_01838
OG0001059	Praf.g_00420	Prbi.g_01839
OG0001060	Praf.g_00419	Prbi.g_01840
OG0001061	Praf.g_00418	Prbi.g_01841
OG0001062	Praf.g_00405	Prbi.g_01842
OG0001063	Praf.g_00404	Prbi.g_01843
OG0001064	Praf.g_00402	Prbi.g_01845
OG0001065	Praf.g_02202	Prbi.g_01848
OG0001066	Praf.g_02200	Prbi.g_01849
OG0001067	Praf.g_02199	Prbi.g_01850
OG0001068	Praf.g_02196	Prbi.g_01852
OG0001069	Praf.g_02195	Prbi.g_01853
OG0001070	Praf.g_02194	Prbi.g_01854
OG0001071	Praf.g_02193	Prbi.g_01855
OG0001072	Praf.g_02192	Prbi.g_01856
OG0001073	Praf.g_02191	Prbi.g_01857
OG0001074	Praf.g_02190	Prbi.g_01858
OG0001075	Praf.g_02189	Prbi.g_01859
OG0001076	Praf.g_02188	Prbi.g_01860
OG0001077	Praf.g_02187	Prbi.g_01861
OG0001078	Praf.g_02185	Prbi.g_01863
OG0001079	Praf.g_02184	Prbi.g_01864
OG0001080	Praf.g_02183	Prbi.g_01865
OG0001081	Praf.g_02170	Prbi.g_01868
OG0001082	Praf.g_02171	Prbi.g_01869
OG0001083	Praf.g_02175	Prbi.g_01870
OG0001084	Praf.g_02173	Prbi.g_01872
OG0001085	Praf.g_02172	Prbi.g_01873
OG0001086	Praf.g_02176	Prbi.g_01874
OG0001087	Praf.g_02177	Prbi.g_01875
OG0001088	Praf.g_02179	Prbi.g_01876
OG0001089	Praf.g_02163	Prbi.g_01896
OG0001090	Praf.g_02161	Prbi.g_01898
OG0001091	Praf.g_02160	Prbi.g_01899
OG0001092	Praf.g_02159	Prbi.g_01900
OG0001093	Praf.g_02158	Prbi.g_01901
OG0001094	Praf.g_02157	Prbi.g_01902
OG0001095	Praf.g_02156	Prbi.g_01903
OG0001096	Praf.g_02155	Prbi.g_01904
OG0001097	Praf.g_02154	Prbi.g_01905
OG0001098	Praf.g_02153	Prbi.g_01906
OG0001099	Praf.g_02152	Prbi.g_01907
OG0001100	Praf.g_02151	Prbi.g_01908
OG0001101	Praf.g_02150	Prbi.g_01909
OG0001102	Praf.g_02149	Prbi.g_01910
OG0001103	Praf.g_02148	Prbi.g_01911
OG0001104	Praf.g_02147	Prbi.g_01912
OG0001105	Praf.g_02146	Prbi.g_01913
OG0001106	Praf.g_02145	Prbi.g_01914
OG0001107	Praf.g_02144	Prbi.g_01915
OG0001108	Praf.g_02143	Prbi.g_01916
OG0001109	Praf.g_02142	Prbi.g_01917
OG0001110	Praf.g_02141	Prbi.g_01918
OG0001111	Praf.g_02140	Prbi.g_01919
OG0001112	Praf.g_02139	Prbi.g_01920
OG0001113	Praf.g_02138	Prbi.g_01921
OG0001114	Praf.g_02137	Prbi.g_01922
OG0001115	Praf.g_02136	Prbi.g_01923
OG0001116	Praf.g_02135	Prbi.g_01924
OG0001117	Praf.g_02134	Prbi.g_01925
OG0001118	Praf.g_02133	Prbi.g_01926
OG0001119	Praf.g_02132	Prbi.g_01927
OG0001120	Praf.g_02131	Prbi.g_01928
