Orthogroup	Praf	Praz
OG0000584	Praf.g_01741	Praz.g_01666
OG0000585	Praf.g_01742	Praz.g_01665
OG0000586	Praf.g_01744	Praz.g_01663
OG0000587	Praf.g_01745	Praz.g_01662
OG0000588	Praf.g_01749	Praz.g_01660
OG0000589	Praf.g_01751	Praz.g_01659
OG0000590	Praf.g_02344	Praz.g_01657
OG0000591	Praf.g_00371	Praz.g_01651
OG0000592	Praf.g_01127	Praz.g_01650
OG0000593	Praf.g_02570	Praz.g_01649
OG0000594	Praf.g_01572	Praz.g_01647
OG0000595	Praf.g_02180	Praz.g_01646
OG0000596	Praf.g_01210	Praz.g_01645
OG0000597	Praf.g_01230	Praz.g_01643
OG0000598	Praf.g_01225	Praz.g_01642
OG0000599	Praf.g_01221	Praz.g_01641
OG0000600	Praf.g_01220	Praz.g_01640
OG0000601	Praf.g_01207	Praz.g_01638
OG0000602	Praf.g_01206	Praz.g_01637
OG0000603	Praf.g_01205	Praz.g_01636
OG0000604	Praf.g_01121	Praz.g_01635
OG0000605	Praf.g_01122	Praz.g_01634
OG0000606	Praf.g_01124	Praz.g_01633
OG0000607	Praf.g_01126	Praz.g_01631
OG0000608	Praf.g_01489	Praz.g_01630
OG0000609	Praf.g_02767	Praz.g_01626
OG0000610	Praf.g_00817	Praz.g_01625
OG0000611	Praf.g_01303	Praz.g_01606
OG0000612	Praf.g_01304	Praz.g_01605
OG0000613	Praf.g_01305	Praz.g_01604
OG0000614	Praf.g_01307	Praz.g_01603
OG0000615	Praf.g_01308	Praz.g_01601
OG0000616	Praf.g_01309	Praz.g_01600
OG0000617	Praf.g_01310	Praz.g_01599
OG0000618	Praf.g_01311	Praz.g_01598
OG0000619	Praf.g_01313	Praz.g_01597
OG0000620	Praf.g_01314	Praz.g_01596
OG0000621	Praf.g_01315	Praz.g_01595
OG0000622	Praf.g_01316	Praz.g_01594
OG0000623	Praf.g_01317	Praz.g_01593
OG0000624	Praf.g_01318	Praz.g_01592
OG0000625	Praf.g_01319	Praz.g_01591
OG0000626	Praf.g_01320	Praz.g_01590
OG0000627	Praf.g_01441	Praz.g_01589
OG0000628	Praf.g_01440	Praz.g_01588
OG0000629	Praf.g_01437	Praz.g_01587
OG0000630	Praf.g_01436	Praz.g_01586
OG0000631	Praf.g_01433	Praz.g_01584
OG0000632	Praf.g_01139	Praz.g_01571
OG0000633	Praf.g_00710	Praz.g_01567
OG0000634	Praf.g_00617	Praz.g_01554
OG0000635	Praf.g_01400	Praz.g_01547
OG0000636	Praf.g_01401	Praz.g_01546
OG0000637	Praf.g_01402	Praz.g_01545
OG0000638	Praf.g_02063	Praz.g_01534
OG0000639	Praf.g_00360	Praz.g_01525
OG0000640	Praf.g_01432	Praz.g_01523
OG0000641	Praf.g_01429	Praz.g_01521
OG0000642	Praf.g_01428	Praz.g_01520
OG0000643	Praf.g_01427	Praz.g_01519
OG0000644	Praf.g_01524	Praz.g_01518
OG0000645	Praf.g_01525	Praz.g_01517
OG0000646	Praf.g_01526	Praz.g_01516
OG0000647	Praf.g_01527	Praz.g_01515
OG0000648	Praf.g_01529	Praz.g_01513
OG0000649	Praf.g_01530	Praz.g_01512
OG0000650	Praf.g_01531	Praz.g_01511
OG0000651	Praf.g_01532	Praz.g_01510
OG0000652	Praf.g_01533	Praz.g_01509
OG0000653	Praf.g_01534	Praz.g_01508
OG0000654	Praf.g_01536	Praz.g_01506
OG0000655	Praf.g_01538	Praz.g_01504
OG0000656	Praf.g_01539	Praz.g_01503
OG0000657	Praf.g_01540	Praz.g_01502
OG0000658	Praf.g_01541	Praz.g_01501
OG0000659	Praf.g_01542	Praz.g_01500
OG0000660	Praf.g_01543	Praz.g_01499
OG0000661	Praf.g_01545	Praz.g_01498
OG0000662	Praf.g_01547	Praz.g_01497
OG0000663	Praf.g_01548	Praz.g_01496
OG0000664	Praf.g_01549	Praz.g_01495
OG0000665	Praf.g_01550	Praz.g_01494
OG0000666	Praf.g_01551	Praz.g_01493
OG0000667	Praf.g_01552	Praz.g_01492
OG0000668	Praf.g_01553	Praz.g_01491
OG0000669	Praf.g_01557	Praz.g_01489
OG0000670	Praf.g_01558	Praz.g_01488
OG0000671	Praf.g_01559	Praz.g_01487
OG0000672	Praf.g_01560	Praz.g_01486
OG0000673	Praf.g_01561	Praz.g_01485
OG0000674	Praf.g_01562	Praz.g_01484
OG0000675	Praf.g_01585	Praz.g_01482
OG0000676	Praf.g_01586	Praz.g_01481
OG0000677	Praf.g_01590	Praz.g_01478
OG0000678	Praf.g_01592	Praz.g_01476
OG0000679	Praf.g_01594	Praz.g_01475
OG0000680	Praf.g_01595	Praz.g_01474
OG0000681	Praf.g_01596	Praz.g_01473
OG0000682	Praf.g_01597	Praz.g_01472
OG0000683	Praf.g_01599	Praz.g_01470
OG0000684	Praf.g_01600	Praz.g_01469
OG0000685	Praf.g_01601	Praz.g_01468
OG0000686	Praf.g_01602	Praz.g_01467
OG0000687	Praf.g_01603	Praz.g_01466
OG0000688	Praf.g_01604	Praz.g_01465
OG0000689	Praf.g_01606	Praz.g_01464
OG0000690	Praf.g_01607	Praz.g_01463
OG0000691	Praf.g_01608	Praz.g_01462
OG0000692	Praf.g_01619	Praz.g_01460
OG0000693	Praf.g_01620	Praz.g_01459
OG0000694	Praf.g_01622	Praz.g_01458
OG0000695	Praf.g_01625	Praz.g_01457
OG0000696	Praf.g_01627	Praz.g_01456
OG0000697	Praf.g_01629	Praz.g_01454
OG0000698	Praf.g_01444	Praz.g_01452
OG0000699	Praf.g_01323	Praz.g_01451
OG0000700	Praf.g_01339	Praz.g_01424
OG0000701	Praf.g_00222	Praz.g_01420
OG0000702	Praf.g_01638	Praz.g_01417
OG0000703	Praf.g_01454	Praz.g_01416
OG0000704	Praf.g_00961	Praz.g_01415
OG0000705	Praf.g_01455	Praz.g_01414
OG0000706	Praf.g_01456	Praz.g_01413
OG0000707	Praf.g_01458	Praz.g_01411
OG0000708	Praf.g_01459	Praz.g_01410
OG0000709	Praf.g_01461	Praz.g_01408
OG0000710	Praf.g_01462	Praz.g_01407
OG0000711	Praf.g_01463	Praz.g_01406
OG0000712	Praf.g_01464	Praz.g_01405
OG0000713	Praf.g_01465	Praz.g_01404
OG0000714	Praf.g_01467	Praz.g_01402
OG0000715	Praf.g_01469	Praz.g_01401
OG0000716	Praf.g_01475	Praz.g_01399
OG0000717	Praf.g_01478	Praz.g_01398
OG0000718	Praf.g_01480	Praz.g_01397
OG0000719	Praf.g_01494	Praz.g_01395
OG0000720	Praf.g_01495	Praz.g_01394
OG0000721	Praf.g_01497	Praz.g_01392
OG0000722	Praf.g_01498	Praz.g_01391
OG0000723	Praf.g_01499	Praz.g_01390
OG0000724	Praf.g_01512	Praz.g_01388
OG0000725	Praf.g_01511	Praz.g_01387
OG0000726	Praf.g_01510	Praz.g_01386
OG0000727	Praf.g_01509	Praz.g_01385
OG0000728	Praf.g_01508	Praz.g_01384
OG0000729	Praf.g_01506	Praz.g_01383
OG0000730	Praf.g_01503	Praz.g_01382
OG0000731	Praf.g_01515	Praz.g_01381
OG0000732	Praf.g_01516	Praz.g_01380
OG0000733	Praf.g_01517	Praz.g_01379
OG0000734	Praf.g_01519	Praz.g_01378
OG0000735	Praf.g_01520	Praz.g_01376
OG0000736	Praf.g_01522	Praz.g_01375
OG0000737	Praf.g_01523	Praz.g_01374
OG0000738	Praf.g_01426	Praz.g_01373
OG0000739	Praf.g_01425	Praz.g_01372
OG0000740	Praf.g_01424	Praz.g_01371
OG0000741	Praf.g_01422	Praz.g_01370
OG0000742	Praf.g_01420	Praz.g_01368
OG0000743	Praf.g_01419	Praz.g_01367
OG0000744	Praf.g_01417	Praz.g_01366
OG0000745	Praf.g_01416	Praz.g_01365
OG0000746	Praf.g_01415	Praz.g_01364
OG0000747	Praf.g_01006	Praz.g_01363
OG0000748	Praf.g_01408	Praz.g_01362
OG0000749	Praf.g_01407	Praz.g_01361
OG0000750	Praf.g_01405	Praz.g_01360
OG0000751	Praf.g_01404	Praz.g_01359
OG0000752	Praf.g_02684	Praz.g_01358
OG0000753	Praf.g_01399	Praz.g_01356
OG0000754	Praf.g_01398	Praz.g_01355
OG0000755	Praf.g_01397	Praz.g_01354
OG0000756	Praf.g_01395	Praz.g_01353
OG0000757	Praf.g_01394	Praz.g_01352
OG0000758	Praf.g_01393	Praz.g_01351
OG0000759	Praf.g_01388	Praz.g_01349
OG0000760	Praf.g_01387	Praz.g_01348
OG0000761	Praf.g_01385	Praz.g_01347
OG0000762	Praf.g_01382	Praz.g_01345
OG0000763	Praf.g_01380	Praz.g_01344
OG0000764	Praf.g_01378	Praz.g_01343
OG0000765	Praf.g_01377	Praz.g_01342
OG0000766	Praf.g_01376	Praz.g_01341
OG0000767	Praf.g_01374	Praz.g_01339
OG0000768	Praf.g_01372	Praz.g_01338
OG0000769	Praf.g_01371	Praz.g_01337
OG0000770	Praf.g_01370	Praz.g_01336
OG0000771	Praf.g_01369	Praz.g_01335
OG0000772	Praf.g_01073	Praz.g_01334
OG0000773	Praf.g_01366	Praz.g_01333
OG0000774	Praf.g_01364	Praz.g_01332
OG0000775	Praf.g_01362	Praz.g_01331
OG0000776	Praf.g_01360	Praz.g_01329
OG0000777	Praf.g_01359	Praz.g_01327
OG0000778	Praf.g_01358	Praz.g_01326
OG0000779	Praf.g_01355	Praz.g_01325
OG0000780	Praf.g_01353	Praz.g_01323
OG0000781	Praf.g_01349	Praz.g_01321
OG0000782	Praf.g_01348	Praz.g_01320
OG0000783	Praf.g_01343	Praz.g_01308
OG0000784	Praf.g_01341	Praz.g_01306
OG0000785	Praf.g_01340	Praz.g_01305
OG0000786	Praf.g_01338	Praz.g_01304
OG0000787	Praf.g_01337	Praz.g_01303
OG0000788	Praf.g_01331	Praz.g_01299
OG0000789	Praf.g_01328	Praz.g_01297
OG0000790	Praf.g_02685	Praz.g_01296
OG0000791	Praf.g_01327	Praz.g_01294
OG0000792	Praf.g_01326	Praz.g_01293
OG0000793	Praf.g_01325	Praz.g_01292
OG0000794	Praf.g_01322	Praz.g_01290
OG0000795	Praf.g_01287	Praz.g_01287
OG0000796	Praf.g_01286	Praz.g_01286
OG0000797	Praf.g_01283	Praz.g_01284
OG0000798	Praf.g_01281	Praz.g_01283
OG0000799	Praf.g_01280	Praz.g_01282
OG0000800	Praf.g_01279	Praz.g_01281
OG0000801	Praf.g_01276	Praz.g_00064
OG0000802	Praf.g_01275	Praz.g_00065
OG0000803	Praf.g_01270	Praz.g_00067
OG0000804	Praf.g_01269	Praz.g_00068
OG0000805	Praf.g_01268	Praz.g_00069
OG0000806	Praf.g_01267	Praz.g_00071
OG0000807	Praf.g_01296	Praz.g_00096
OG0000808	Praf.g_01652	Praz.g_00105
OG0000809	Praf.g_00558	Praz.g_00108
OG0000810	Praf.g_01008	Praz.g_00109
OG0000811	Praf.g_00162	Praz.g_00116
OG0000812	Praf.g_02056	Praz.g_00060
OG0000813	Praf.g_02047	Praz.g_00056
OG0000814	Praf.g_01825	Praz.g_00054
OG0000815	Praf.g_01671	Praz.g_00040
OG0000816	Praf.g_02698	Praz.g_00024
OG0000817	Praf.g_02691	Praz.g_00023
OG0000818	Praf.g_00359	Praz.g_00018
OG0000819	Praf.g_01832	Praz.g_00011
OG0000820	Praf.g_00233	Praz.g_00007
OG0000821	Praf.g_00822	Praz.g_00005
OG0000822	Praf.g_00823	Praz.g_00004
OG0000823	Praf.g_00824	Praz.g_00003
OG0000824	Praf.g_00825	Praz.g_00002
OG0000825	Praf.g_00826	Praz.g_00001
OG0000826	Praf.g_00827	Praz.g_00763
OG0000827	Praf.g_00830	Praz.g_00762
OG0000828	Praf.g_00832	Praz.g_00761
OG0000829	Praf.g_00833	Praz.g_00760
OG0000830	Praf.g_00836	Praz.g_00759
OG0000831	Praf.g_00853	Praz.g_00756
OG0000832	Praf.g_00855	Praz.g_00754
OG0000833	Praf.g_00856	Praz.g_00753
OG0000834	Praf.g_00858	Praz.g_00751
OG0000835	Praf.g_00859	Praz.g_00750
OG0000836	Praf.g_00860	Praz.g_00749
OG0000837	Praf.g_00870	Praz.g_00747
OG0000838	Praf.g_00872	Praz.g_00746
OG0000839	Praf.g_00873	Praz.g_00745
OG0000840	Praf.g_00874	Praz.g_00744
OG0000841	Praf.g_00875	Praz.g_00743
OG0000842	Praf.g_00879	Praz.g_00742
OG0000843	Praf.g_00880	Praz.g_00741
OG0000844	Praf.g_00881	Praz.g_00740
OG0000845	Praf.g_00882	Praz.g_00739
OG0000846	Praf.g_00885	Praz.g_00736
OG0000847	Praf.g_00886	Praz.g_00734
OG0000848	Praf.g_00914	Praz.g_00733
OG0000849	Praf.g_00917	Praz.g_00732
OG0000850	Praf.g_00918	Praz.g_00731
OG0000851	Praf.g_00921	Praz.g_00730
OG0000852	Praf.g_00923	Praz.g_00728
OG0000853	Praf.g_00925	Praz.g_00727
OG0000854	Praf.g_00927	Praz.g_00725
OG0000855	Praf.g_00928	Praz.g_00724
OG0000856	Praf.g_00929	Praz.g_00723
OG0000857	Praf.g_00930	Praz.g_00722
OG0000858	Praf.g_00931	Praz.g_00721
OG0000859	Praf.g_00932	Praz.g_00720
OG0000860	Praf.g_00933	Praz.g_00719
OG0000861	Praf.g_00913	Praz.g_00718
OG0000862	Praf.g_00912	Praz.g_00717
OG0000863	Praf.g_00911	Praz.g_00716
OG0000864	Praf.g_00910	Praz.g_00715
OG0000865	Praf.g_00908	Praz.g_00714
OG0000866	Praf.g_00905	Praz.g_00713
OG0000867	Praf.g_00904	Praz.g_00712
OG0000868	Praf.g_00902	Praz.g_00711
OG0000869	Praf.g_00899	Praz.g_00709
OG0000870	Praf.g_00898	Praz.g_00708
OG0000871	Praf.g_00895	Praz.g_00706
OG0000872	Praf.g_00894	Praz.g_00705
OG0000873	Praf.g_00892	Praz.g_00703
OG0000874	Praf.g_00891	Praz.g_00702
OG0000875	Praf.g_00888	Praz.g_00701
OG0000876	Praf.g_00887	Praz.g_00700
OG0000877	Praf.g_00937	Praz.g_00698
OG0000878	Praf.g_00548	Praz.g_01205
OG0000879	Praf.g_00810	Praz.g_01191
OG0000880	Praf.g_00809	Praz.g_01190
OG0000881	Praf.g_00808	Praz.g_01189
OG0000882	Praf.g_00806	Praz.g_01188
OG0000883	Praf.g_00804	Praz.g_01187
OG0000884	Praf.g_00802	Praz.g_01185
OG0000885	Praf.g_00801	Praz.g_01184
OG0000886	Praf.g_00800	Praz.g_01183
OG0000887	Praf.g_00799	Praz.g_01182
OG0000888	Praf.g_00798	Praz.g_01181
OG0000889	Praf.g_00794	Praz.g_01178
OG0000890	Praf.g_00791	Praz.g_01177
OG0000891	Praf.g_00790	Praz.g_01176
OG0000892	Praf.g_00787	Praz.g_01174
OG0000893	Praf.g_00786	Praz.g_01173
OG0000894	Praf.g_00785	Praz.g_01172
OG0000895	Praf.g_00784	Praz.g_01171
OG0000896	Praf.g_00783	Praz.g_01170
OG0000897	Praf.g_00782	Praz.g_01169
OG0000898	Praf.g_00777	Praz.g_01167
OG0000899	Praf.g_00776	Praz.g_01166
OG0000900	Praf.g_01886	Praz.g_01157
OG0000901	Praf.g_01897	Praz.g_01153
OG0000902	Praf.g_01996	Praz.g_01152
OG0000903	Praf.g_01623	Praz.g_01151
OG0000904	Praf.g_01001	Praz.g_01149
OG0000905	Praf.g_01271	Praz.g_01147
OG0000906	Praf.g_01294	Praz.g_01145
OG0000907	Praf.g_01635	Praz.g_01144
OG0000908	Praf.g_00494	Praz.g_01141
OG0000909	Praf.g_00582	Praz.g_01137
OG0000910	Praf.g_00581	Praz.g_01136
OG0000911	Praf.g_00580	Praz.g_01135
OG0000912	Praf.g_00579	Praz.g_01134
OG0000913	Praf.g_00578	Praz.g_01133
OG0000914	Praf.g_00577	Praz.g_01132
OG0000915	Praf.g_00576	Praz.g_01131
OG0000916	Praf.g_00575	Praz.g_01130
OG0000917	Praf.g_00573	Praz.g_01129
OG0000918	Praf.g_00572	Praz.g_01128
OG0000919	Praf.g_00571	Praz.g_01127
OG0000920	Praf.g_00570	Praz.g_01126
OG0000921	Praf.g_00569	Praz.g_01125
OG0000922	Praf.g_00568	Praz.g_01124
OG0000923	Praf.g_00567	Praz.g_01123
OG0000924	Praf.g_00566	Praz.g_01122
OG0000925	Praf.g_00565	Praz.g_01121
OG0000926	Praf.g_02394	Praz.g_01097
OG0000927	Praf.g_01765	Praz.g_01059
OG0000928	Praf.g_01766	Praz.g_01058
OG0000929	Praf.g_01767	Praz.g_01057
OG0000930	Praf.g_01772	Praz.g_01056
OG0000931	Praf.g_01773	Praz.g_01055
OG0000932	Praf.g_01779	Praz.g_01053
OG0000933	Praf.g_01781	Praz.g_01052
OG0000934	Praf.g_01782	Praz.g_01051
OG0000935	Praf.g_01783	Praz.g_01050
OG0000936	Praf.g_01784	Praz.g_01049
OG0000937	Praf.g_01785	Praz.g_01048
OG0000938	Praf.g_01787	Praz.g_01047
OG0000939	Praf.g_01788	Praz.g_01046
OG0000940	Praf.g_01790	Praz.g_01045
OG0000941	Praf.g_01792	Praz.g_01043
OG0000942	Praf.g_01793	Praz.g_01042
OG0000943	Praf.g_01796	Praz.g_01039
OG0000944	Praf.g_01801	Praz.g_01038
OG0000945	Praf.g_01802	Praz.g_01037
OG0000946	Praf.g_01803	Praz.g_01036
OG0000947	Praf.g_01804	Praz.g_01035
OG0000948	Praf.g_01805	Praz.g_01034
OG0000949	Praf.g_01806	Praz.g_01033
OG0000950	Praf.g_01807	Praz.g_01032
OG0000951	Praf.g_01808	Praz.g_01031
OG0000952	Praf.g_01809	Praz.g_01030
OG0000953	Praf.g_01810	Praz.g_01029
OG0000954	Praf.g_01817	Praz.g_01028
OG0000955	Praf.g_01818	Praz.g_01027
OG0000956	Praf.g_01819	Praz.g_01026
OG0000957	Praf.g_01820	Praz.g_01025
OG0000958	Praf.g_01822	Praz.g_01024
OG0000959	Praf.g_01823	Praz.g_01023
OG0000960	Praf.g_01824	Praz.g_01022
OG0000961	Praf.g_01831	Praz.g_01018
OG0000962	Praf.g_01833	Praz.g_01017
OG0000963	Praf.g_01834	Praz.g_01016
OG0000964	Praf.g_01837	Praz.g_01014
OG0000965	Praf.g_01838	Praz.g_01013
OG0000966	Praf.g_01839	Praz.g_01012
OG0000967	Praf.g_01840	Praz.g_01011
OG0000968	Praf.g_01841	Praz.g_01010
OG0000969	Praf.g_01842	Praz.g_01009
OG0000970	Praf.g_01843	Praz.g_01008
OG0000971	Praf.g_01844	Praz.g_01007
OG0000972	Praf.g_01845	Praz.g_01006
OG0000973	Praf.g_01846	Praz.g_01005
OG0000974	Praf.g_01849	Praz.g_01003
OG0000975	Praf.g_00956	Praz.g_01000
OG0000976	Praf.g_00554	Praz.g_00998
OG0000977	Praf.g_00542	Praz.g_00997
OG0000978	Praf.g_00540	Praz.g_00996
OG0000979	Praf.g_00538	Praz.g_00994
OG0000980	Praf.g_00537	Praz.g_00993
OG0000981	Praf.g_01653	Praz.g_00992
OG0000982	Praf.g_00536	Praz.g_00991
OG0000983	Praf.g_00534	Praz.g_00989
OG0000984	Praf.g_00533	Praz.g_00988
OG0000985	Praf.g_00532	Praz.g_00987
OG0000986	Praf.g_00530	Praz.g_00986
OG0000987	Praf.g_00529	Praz.g_00985
OG0000988	Praf.g_00526	Praz.g_00984
OG0000989	Praf.g_00525	Praz.g_00983
OG0000990	Praf.g_00524	Praz.g_00982
OG0000991	Praf.g_00523	Praz.g_00981
OG0000992	Praf.g_00522	Praz.g_00980
OG0000993	Praf.g_00521	Praz.g_00979
OG0000994	Praf.g_00520	Praz.g_00978
OG0000995	Praf.g_00518	Praz.g_00977
OG0000996	Praf.g_00517	Praz.g_00976
OG0000997	Praf.g_00516	Praz.g_00975
OG0000998	Praf.g_00515	Praz.g_00974
OG0000999	Praf.g_00513	Praz.g_00973
OG0001000	Praf.g_00512	Praz.g_00972
OG0001001	Praf.g_00511	Praz.g_00970
OG0001002	Praf.g_00508	Praz.g_00969
OG0001003	Praf.g_00507	Praz.g_00968
OG0001004	Praf.g_00370	Praz.g_00967
OG0001005	Praf.g_00504	Praz.g_00966
OG0001006	Praf.g_00503	Praz.g_00965
OG0001007	Praf.g_00502	Praz.g_00964
OG0001008	Praf.g_00500	Praz.g_00962
OG0001009	Praf.g_00499	Praz.g_00961
OG0001010	Praf.g_01650	Praz.g_00953
OG0001011	Praf.g_01677	Praz.g_00946
OG0001012	Praf.g_01546	Praz.g_00918
OG0001013	Praf.g_00490	Praz.g_00883
OG0001014	Praf.g_00489	Praz.g_00882
OG0001015	Praf.g_00479	Praz.g_00876
OG0001016	Praf.g_00478	Praz.g_00875
OG0001017	Praf.g_00477	Praz.g_00874
OG0001018	Praf.g_00475	Praz.g_00873
OG0001019	Praf.g_00472	Praz.g_00871
OG0001020	Praf.g_00471	Praz.g_00870
OG0001021	Praf.g_00470	Praz.g_00869
OG0001022	Praf.g_00469	Praz.g_00868
OG0001023	Praf.g_00468	Praz.g_00867
OG0001024	Praf.g_00466	Praz.g_00866
OG0001025	Praf.g_00465	Praz.g_00865
OG0001026	Praf.g_00464	Praz.g_00863
OG0001027	Praf.g_00463	Praz.g_00862
OG0001028	Praf.g_00462	Praz.g_00861
OG0001029	Praf.g_00461	Praz.g_00860
OG0001030	Praf.g_00460	Praz.g_00859
OG0001031	Praf.g_00459	Praz.g_00858
OG0001032	Praf.g_00458	Praz.g_00857
OG0001033	Praf.g_00457	Praz.g_00856
OG0001034	Praf.g_00455	Praz.g_00855
OG0001035	Praf.g_00453	Praz.g_00853
OG0001036	Praf.g_00452	Praz.g_00852
OG0001037	Praf.g_00450	Praz.g_00851
OG0001038	Praf.g_00449	Praz.g_00850
OG0001039	Praf.g_00448	Praz.g_00849
OG0001040	Praf.g_00447	Praz.g_00848
OG0001041	Praf.g_00446	Praz.g_00847
OG0001042	Praf.g_00444	Praz.g_00846
OG0001043	Praf.g_00443	Praz.g_00845
OG0001044	Praf.g_00442	Praz.g_00844
OG0001045	Praf.g_00441	Praz.g_00843
OG0001046	Praf.g_00440	Praz.g_00842
OG0001047	Praf.g_00435	Praz.g_00839
OG0001048	Praf.g_00433	Praz.g_00837
OG0001049	Praf.g_00432	Praz.g_00836
OG0001050	Praf.g_00431	Praz.g_00835
OG0001051	Praf.g_00430	Praz.g_00834
OG0001052	Praf.g_00429	Praz.g_00833
OG0001053	Praf.g_00427	Praz.g_00831
OG0001054	Praf.g_00425	Praz.g_00830
OG0001055	Praf.g_00424	Praz.g_00829
OG0001056	Praf.g_00423	Praz.g_00828
OG0001057	Praf.g_00422	Praz.g_00827
OG0001058	Praf.g_00421	Praz.g_00826
OG0001059	Praf.g_00420	Praz.g_00825
OG0001060	Praf.g_00419	Praz.g_00824
OG0001061	Praf.g_00418	Praz.g_00823
OG0001062	Praf.g_00405	Praz.g_00822
OG0001063	Praf.g_00404	Praz.g_00821
OG0001064	Praf.g_00402	Praz.g_00340
OG0001065	Praf.g_02202	Praz.g_00335
OG0001066	Praf.g_02200	Praz.g_00334
OG0001067	Praf.g_02199	Praz.g_00333
OG0001068	Praf.g_02196	Praz.g_00331
OG0001069	Praf.g_02195	Praz.g_00330
OG0001070	Praf.g_02194	Praz.g_00329
OG0001071	Praf.g_02193	Praz.g_00328
OG0001072	Praf.g_02192	Praz.g_00327
OG0001073	Praf.g_02191	Praz.g_00326
OG0001074	Praf.g_02190	Praz.g_00325
OG0001075	Praf.g_02189	Praz.g_00324
OG0001076	Praf.g_02188	Praz.g_00323
OG0001077	Praf.g_02187	Praz.g_00322
OG0001078	Praf.g_02185	Praz.g_00321
OG0001079	Praf.g_02184	Praz.g_00320
OG0001080	Praf.g_02183	Praz.g_00319
OG0001081	Praf.g_02170	Praz.g_00316
OG0001082	Praf.g_02171	Praz.g_00315
OG0001083	Praf.g_02175	Praz.g_00314
OG0001084	Praf.g_02173	Praz.g_00312
OG0001085	Praf.g_02172	Praz.g_00311
OG0001086	Praf.g_02176	Praz.g_00310
OG0001087	Praf.g_02177	Praz.g_00309
OG0001088	Praf.g_02179	Praz.g_00308
OG0001089	Praf.g_02163	Praz.g_00305
OG0001090	Praf.g_02161	Praz.g_00303
OG0001091	Praf.g_02160	Praz.g_00302
OG0001092	Praf.g_02159	Praz.g_00301
OG0001093	Praf.g_02158	Praz.g_00300
OG0001094	Praf.g_02157	Praz.g_00299
OG0001095	Praf.g_02156	Praz.g_00298
OG0001096	Praf.g_02155	Praz.g_00297
OG0001097	Praf.g_02154	Praz.g_00296
OG0001098	Praf.g_02153	Praz.g_00295
OG0001099	Praf.g_02152	Praz.g_00294
OG0001100	Praf.g_02151	Praz.g_00293
OG0001101	Praf.g_02150	Praz.g_00292
OG0001102	Praf.g_02149	Praz.g_00291
OG0001103	Praf.g_02148	Praz.g_00290
OG0001104	Praf.g_02147	Praz.g_00289
OG0001105	Praf.g_02146	Praz.g_00288
OG0001106	Praf.g_02145	Praz.g_00287
OG0001107	Praf.g_02144	Praz.g_00286
OG0001108	Praf.g_02143	Praz.g_00285
OG0001109	Praf.g_02142	Praz.g_00284
OG0001110	Praf.g_02141	Praz.g_00283
OG0001111	Praf.g_02140	Praz.g_00282
OG0001112	Praf.g_02139	Praz.g_00281
OG0001113	Praf.g_02138	Praz.g_00280
OG0001114	Praf.g_02137	Praz.g_00279
OG0001115	Praf.g_02136	Praz.g_00278
OG0001116	Praf.g_02135	Praz.g_00277
OG0001117	Praf.g_02134	Praz.g_00276
OG0001118	Praf.g_02133	Praz.g_00275
OG0001119	Praf.g_02132	Praz.g_00274
OG0001120	Praf.g_02131	Praz.g_00273
OG0001121	Praf.g_02128	Praz.g_00271
OG0001122	Praf.g_02127	Praz.g_00270
OG0001123	Praf.g_02126	Praz.g_00269
OG0001124	Praf.g_02124	Praz.g_00267
OG0001125	Praf.g_02122	Praz.g_00265
OG0001126	Praf.g_02121	Praz.g_00264
OG0001127	Praf.g_02118	Praz.g_00262
OG0001128	Praf.g_02117	Praz.g_00261
OG0001129	Praf.g_02112	Praz.g_00260
OG0001130	Praf.g_02109	Praz.g_00257
OG0001131	Praf.g_02108	Praz.g_00256
OG0001132	Praf.g_02107	Praz.g_00255
OG0001133	Praf.g_02106	Praz.g_00254
OG0001134	Praf.g_02105	Praz.g_00253
OG0001135	Praf.g_02104	Praz.g_00252
OG0001136	Praf.g_02103	Praz.g_00251
OG0001137	Praf.g_02102	Praz.g_00250
OG0001138	Praf.g_02101	Praz.g_00249
OG0001139	Praf.g_02099	Praz.g_00248
OG0001140	Praf.g_02097	Praz.g_00247
OG0001141	Praf.g_02096	Praz.g_00246
OG0001142	Praf.g_02082	Praz.g_00242
OG0001143	Praf.g_02081	Praz.g_00241
OG0001144	Praf.g_02079	Praz.g_00240
OG0001145	Praf.g_02078	Praz.g_00239
OG0001146	Praf.g_02077	Praz.g_00238
OG0001147	Praf.g_02076	Praz.g_00237
OG0001148	Praf.g_02075	Praz.g_00236
OG0001149	Praf.g_02372	Praz.g_00234
OG0001150	Praf.g_02375	Praz.g_00233
OG0001151	Praf.g_02383	Praz.g_00231
OG0001152	Praf.g_02384	Praz.g_00230
OG0001153	Praf.g_02386	Praz.g_00229
OG0001154	Praf.g_02388	Praz.g_00227
OG0001155	Praf.g_02391	Praz.g_00225
OG0001156	Praf.g_02393	Praz.g_00223
OG0001157	Praf.g_02395	Praz.g_00222
OG0001158	Praf.g_02397	Praz.g_00220
OG0001159	Praf.g_02398	Praz.g_00219
OG0001160	Praf.g_02399	Praz.g_00218
OG0001161	Praf.g_00196	Praz.g_00217
OG0001162	Praf.g_00195	Praz.g_00216
OG0001163	Praf.g_00194	Praz.g_00215
OG0001164	Praf.g_00193	Praz.g_00214
OG0001165	Praf.g_00192	Praz.g_00213
