Orthogroup	Praf	Prac
OG0000583	Praf.g_01739	Prac.g_00708
OG0000584	Praf.g_01741	Prac.g_00707
OG0000585	Praf.g_01742	Prac.g_00706
OG0000586	Praf.g_01744	Prac.g_00704
OG0000587	Praf.g_01745	Prac.g_00703
OG0000588	Praf.g_01749	Prac.g_00701
OG0000589	Praf.g_01751	Prac.g_00700
OG0000590	Praf.g_02344	Prac.g_00698
OG0000591	Praf.g_00371	Prac.g_00692
OG0000592	Praf.g_01127	Prac.g_00691
OG0000593	Praf.g_02570	Prac.g_00690
OG0000594	Praf.g_01572	Prac.g_00688
OG0000595	Praf.g_02180	Prac.g_00687
OG0000596	Praf.g_01210	Prac.g_00686
OG0000597	Praf.g_01230	Prac.g_00684
OG0000598	Praf.g_01225	Prac.g_00683
OG0000599	Praf.g_01221	Prac.g_00682
OG0000600	Praf.g_01220	Prac.g_00681
OG0000601	Praf.g_01207	Prac.g_00679
OG0000602	Praf.g_01206	Prac.g_00678
OG0000603	Praf.g_01205	Prac.g_00677
OG0000604	Praf.g_01121	Prac.g_00676
OG0000605	Praf.g_01122	Prac.g_00675
OG0000606	Praf.g_01124	Prac.g_00674
OG0000607	Praf.g_01126	Prac.g_00672
OG0000608	Praf.g_01489	Prac.g_00671
OG0000609	Praf.g_02767	Prac.g_00667
OG0000610	Praf.g_00817	Prac.g_00666
OG0000611	Praf.g_01303	Prac.g_01559
OG0000612	Praf.g_01304	Prac.g_01558
OG0000613	Praf.g_01305	Prac.g_01557
OG0000614	Praf.g_01307	Prac.g_01556
OG0000615	Praf.g_01308	Prac.g_01554
OG0000616	Praf.g_01309	Prac.g_01553
OG0000617	Praf.g_01310	Prac.g_01552
OG0000618	Praf.g_01311	Prac.g_01551
OG0000619	Praf.g_01313	Prac.g_01550
OG0000620	Praf.g_01314	Prac.g_01549
OG0000621	Praf.g_01315	Prac.g_01548
OG0000622	Praf.g_01316	Prac.g_01547
OG0000623	Praf.g_01317	Prac.g_01546
OG0000624	Praf.g_01318	Prac.g_01545
OG0000625	Praf.g_01319	Prac.g_01544
OG0000626	Praf.g_01320	Prac.g_01543
OG0000627	Praf.g_01441	Prac.g_01542
OG0000628	Praf.g_01440	Prac.g_01541
OG0000629	Praf.g_01437	Prac.g_01540
OG0000630	Praf.g_01436	Prac.g_01539
OG0000631	Praf.g_01433	Prac.g_01537
OG0000632	Praf.g_01139	Prac.g_01525
OG0000633	Praf.g_00710	Prac.g_01521
OG0000634	Praf.g_00617	Prac.g_01508
OG0000635	Praf.g_01400	Prac.g_01507
OG0000636	Praf.g_01401	Prac.g_01506
OG0000637	Praf.g_01402	Prac.g_01505
OG0000638	Praf.g_02063	Prac.g_01498
OG0000639	Praf.g_00360	Prac.g_01489
OG0000640	Praf.g_01432	Prac.g_01487
OG0000641	Praf.g_01429	Prac.g_01484
OG0000642	Praf.g_01428	Prac.g_01483
OG0000643	Praf.g_01427	Prac.g_01482
OG0000644	Praf.g_01524	Prac.g_01481
OG0000645	Praf.g_01525	Prac.g_01480
OG0000646	Praf.g_01526	Prac.g_01479
OG0000647	Praf.g_01527	Prac.g_01478
OG0000648	Praf.g_01529	Prac.g_01476
OG0000649	Praf.g_01530	Prac.g_01475
OG0000650	Praf.g_01531	Prac.g_01474
OG0000651	Praf.g_01532	Prac.g_01473
OG0000652	Praf.g_01533	Prac.g_01472
OG0000653	Praf.g_01534	Prac.g_01471
OG0000654	Praf.g_01536	Prac.g_01469
OG0000655	Praf.g_01538	Prac.g_01467
OG0000656	Praf.g_01539	Prac.g_01466
OG0000657	Praf.g_01540	Prac.g_01465
OG0000658	Praf.g_01541	Prac.g_01464
OG0000659	Praf.g_01542	Prac.g_01463
OG0000660	Praf.g_01543	Prac.g_01462
OG0000661	Praf.g_01545	Prac.g_01461
OG0000662	Praf.g_01547	Prac.g_01460
OG0000663	Praf.g_01548	Prac.g_01459
OG0000664	Praf.g_01549	Prac.g_01458
OG0000665	Praf.g_01550	Prac.g_01457
OG0000666	Praf.g_01551	Prac.g_01456
OG0000667	Praf.g_01552	Prac.g_01455
OG0000668	Praf.g_01553	Prac.g_01454
OG0000669	Praf.g_01557	Prac.g_01452
OG0000670	Praf.g_01558	Prac.g_01451
OG0000671	Praf.g_01559	Prac.g_01450
OG0000672	Praf.g_01560	Prac.g_01449
OG0000673	Praf.g_01561	Prac.g_01448
OG0000674	Praf.g_01562	Prac.g_01447
OG0000675	Praf.g_01585	Prac.g_01445
OG0000676	Praf.g_01586	Prac.g_01444
OG0000677	Praf.g_01590	Prac.g_01442
OG0000678	Praf.g_01592	Prac.g_01440
OG0000679	Praf.g_01594	Prac.g_01439
OG0000680	Praf.g_01595	Prac.g_01438
OG0000681	Praf.g_01596	Prac.g_01437
OG0000682	Praf.g_01597	Prac.g_01436
OG0000683	Praf.g_01599	Prac.g_01434
OG0000684	Praf.g_01600	Prac.g_01433
OG0000685	Praf.g_01601	Prac.g_01432
OG0000686	Praf.g_01602	Prac.g_01431
OG0000687	Praf.g_01603	Prac.g_01430
OG0000688	Praf.g_01604	Prac.g_01429
OG0000689	Praf.g_01606	Prac.g_01428
OG0000690	Praf.g_01607	Prac.g_01427
OG0000691	Praf.g_01608	Prac.g_01426
OG0000692	Praf.g_01619	Prac.g_01424
OG0000693	Praf.g_01620	Prac.g_01423
OG0000694	Praf.g_01622	Prac.g_01422
OG0000695	Praf.g_01625	Prac.g_01421
OG0000696	Praf.g_01627	Prac.g_01420
OG0000697	Praf.g_01629	Prac.g_01418
OG0000698	Praf.g_01444	Prac.g_01416
OG0000699	Praf.g_01323	Prac.g_01415
OG0000700	Praf.g_01339	Prac.g_01401
OG0000701	Praf.g_00222	Prac.g_01396
OG0000702	Praf.g_01638	Prac.g_01393
OG0000703	Praf.g_01454	Prac.g_01392
OG0000704	Praf.g_00961	Prac.g_01391
OG0000705	Praf.g_01455	Prac.g_01390
OG0000706	Praf.g_01456	Prac.g_01389
OG0000707	Praf.g_01458	Prac.g_01387
OG0000708	Praf.g_01459	Prac.g_01386
OG0000709	Praf.g_01461	Prac.g_01384
OG0000710	Praf.g_01462	Prac.g_01383
OG0000711	Praf.g_01463	Prac.g_01382
OG0000712	Praf.g_01464	Prac.g_01381
OG0000713	Praf.g_01465	Prac.g_01380
OG0000714	Praf.g_01467	Prac.g_01378
OG0000715	Praf.g_01469	Prac.g_01377
OG0000716	Praf.g_01475	Prac.g_01375
OG0000717	Praf.g_01478	Prac.g_01374
OG0000718	Praf.g_01480	Prac.g_01373
OG0000719	Praf.g_01494	Prac.g_01371
OG0000720	Praf.g_01495	Prac.g_01370
OG0000721	Praf.g_01497	Prac.g_01368
OG0000722	Praf.g_01498	Prac.g_01367
OG0000723	Praf.g_01499	Prac.g_01366
OG0000724	Praf.g_01512	Prac.g_01365
OG0000725	Praf.g_01511	Prac.g_01364
OG0000726	Praf.g_01510	Prac.g_01363
OG0000727	Praf.g_01509	Prac.g_01362
OG0000728	Praf.g_01508	Prac.g_01361
OG0000729	Praf.g_01506	Prac.g_01360
OG0000730	Praf.g_01503	Prac.g_01359
OG0000731	Praf.g_01515	Prac.g_01358
OG0000732	Praf.g_01516	Prac.g_01357
OG0000733	Praf.g_01517	Prac.g_01356
OG0000734	Praf.g_01519	Prac.g_01355
OG0000735	Praf.g_01520	Prac.g_01353
OG0000736	Praf.g_01522	Prac.g_01352
OG0000737	Praf.g_01523	Prac.g_01351
OG0000738	Praf.g_01426	Prac.g_01350
OG0000739	Praf.g_01425	Prac.g_01349
OG0000740	Praf.g_01424	Prac.g_01348
OG0000741	Praf.g_01422	Prac.g_01347
OG0000742	Praf.g_01420	Prac.g_01345
OG0000743	Praf.g_01419	Prac.g_01344
OG0000744	Praf.g_01417	Prac.g_01343
OG0000745	Praf.g_01416	Prac.g_01342
OG0000746	Praf.g_01415	Prac.g_01341
OG0000747	Praf.g_01006	Prac.g_01340
OG0000748	Praf.g_01408	Prac.g_01339
OG0000749	Praf.g_01407	Prac.g_01338
OG0000750	Praf.g_01405	Prac.g_01337
OG0000751	Praf.g_01404	Prac.g_01336
OG0000752	Praf.g_02684	Prac.g_01335
OG0000753	Praf.g_01399	Prac.g_01333
OG0000754	Praf.g_01398	Prac.g_01332
OG0000755	Praf.g_01397	Prac.g_01331
OG0000756	Praf.g_01395	Prac.g_01330
OG0000757	Praf.g_01394	Prac.g_01329
OG0000758	Praf.g_01393	Prac.g_01328
OG0000759	Praf.g_01388	Prac.g_01326
OG0000760	Praf.g_01387	Prac.g_01325
OG0000761	Praf.g_01385	Prac.g_01324
OG0000762	Praf.g_01382	Prac.g_01322
OG0000763	Praf.g_01380	Prac.g_01321
OG0000764	Praf.g_01378	Prac.g_01320
OG0000765	Praf.g_01377	Prac.g_01319
OG0000766	Praf.g_01376	Prac.g_01318
OG0000767	Praf.g_01374	Prac.g_01316
OG0000768	Praf.g_01372	Prac.g_01315
OG0000769	Praf.g_01371	Prac.g_01314
OG0000770	Praf.g_01370	Prac.g_01313
OG0000771	Praf.g_01369	Prac.g_01312
OG0000772	Praf.g_01073	Prac.g_01311
OG0000773	Praf.g_01366	Prac.g_01310
OG0000774	Praf.g_01364	Prac.g_01309
OG0000775	Praf.g_01362	Prac.g_01308
OG0000776	Praf.g_01360	Prac.g_01307
OG0000777	Praf.g_01359	Prac.g_01305
OG0000778	Praf.g_01358	Prac.g_01304
OG0000779	Praf.g_01355	Prac.g_01303
OG0000780	Praf.g_01353	Prac.g_01301
OG0000781	Praf.g_01349	Prac.g_01299
OG0000782	Praf.g_01348	Prac.g_01298
OG0000783	Praf.g_01343	Prac.g_01287
OG0000784	Praf.g_01341	Prac.g_01285
OG0000785	Praf.g_01340	Prac.g_01284
OG0000786	Praf.g_01338	Prac.g_01283
OG0000787	Praf.g_01337	Prac.g_01282
OG0000788	Praf.g_01331	Prac.g_01278
OG0000789	Praf.g_01328	Prac.g_01276
OG0000790	Praf.g_02685	Prac.g_01275
OG0000791	Praf.g_01327	Prac.g_01274
OG0000792	Praf.g_01326	Prac.g_01273
OG0000793	Praf.g_01325	Prac.g_01272
OG0000794	Praf.g_01322	Prac.g_01270
OG0000795	Praf.g_01287	Prac.g_01267
OG0000796	Praf.g_01286	Prac.g_01266
OG0000797	Praf.g_01283	Prac.g_01264
OG0000798	Praf.g_01281	Prac.g_01263
OG0000799	Praf.g_01280	Prac.g_01262
OG0000800	Praf.g_01279	Prac.g_01261
OG0000801	Praf.g_01276	Prac.g_01258
OG0000802	Praf.g_01275	Prac.g_01257
OG0000803	Praf.g_01270	Prac.g_01255
OG0000804	Praf.g_01269	Prac.g_01254
OG0000805	Praf.g_01268	Prac.g_01253
OG0000806	Praf.g_01267	Prac.g_01251
OG0000807	Praf.g_01296	Prac.g_01225
OG0000808	Praf.g_01652	Prac.g_01216
OG0000809	Praf.g_00558	Prac.g_01213
OG0000810	Praf.g_01008	Prac.g_01212
OG0000811	Praf.g_00162	Prac.g_01205
OG0000812	Praf.g_02056	Prac.g_01046
OG0000813	Praf.g_02047	Prac.g_01042
OG0000814	Praf.g_01825	Prac.g_01040
OG0000815	Praf.g_01671	Prac.g_01031
OG0000816	Praf.g_02698	Prac.g_01017
OG0000817	Praf.g_02691	Prac.g_01016
OG0000818	Praf.g_00359	Prac.g_01011
OG0000819	Praf.g_01832	Prac.g_01004
OG0000820	Praf.g_00233	Prac.g_01000
OG0000821	Praf.g_00822	Prac.g_00998
OG0000822	Praf.g_00823	Prac.g_00997
OG0000823	Praf.g_00824	Prac.g_00996
OG0000824	Praf.g_00825	Prac.g_00995
OG0000825	Praf.g_00826	Prac.g_00994
OG0000826	Praf.g_00827	Prac.g_00993
OG0000827	Praf.g_00830	Prac.g_00992
OG0000828	Praf.g_00832	Prac.g_00991
OG0000829	Praf.g_00833	Prac.g_00990
OG0000830	Praf.g_00836	Prac.g_00989
OG0000831	Praf.g_00853	Prac.g_00986
OG0000832	Praf.g_00855	Prac.g_00984
OG0000833	Praf.g_00856	Prac.g_00983
OG0000834	Praf.g_00858	Prac.g_00982
OG0000835	Praf.g_00859	Prac.g_00981
OG0000836	Praf.g_00860	Prac.g_00980
OG0000837	Praf.g_00870	Prac.g_00978
OG0000838	Praf.g_00872	Prac.g_00977
OG0000839	Praf.g_00873	Prac.g_00976
OG0000840	Praf.g_00874	Prac.g_00975
OG0000841	Praf.g_00875	Prac.g_00974
OG0000842	Praf.g_00879	Prac.g_00973
OG0000843	Praf.g_00880	Prac.g_00972
OG0000844	Praf.g_00881	Prac.g_00971
OG0000845	Praf.g_00882	Prac.g_00970
OG0000846	Praf.g_00885	Prac.g_00967
OG0000847	Praf.g_00886	Prac.g_00965
OG0000848	Praf.g_00914	Prac.g_00964
OG0000849	Praf.g_00917	Prac.g_00963
OG0000850	Praf.g_00918	Prac.g_00962
OG0000851	Praf.g_00921	Prac.g_00961
OG0000852	Praf.g_00923	Prac.g_00959
OG0000853	Praf.g_00925	Prac.g_00958
OG0000854	Praf.g_00927	Prac.g_00956
OG0000855	Praf.g_00928	Prac.g_00955
OG0000856	Praf.g_00929	Prac.g_00954
OG0000857	Praf.g_00930	Prac.g_00953
OG0000858	Praf.g_00931	Prac.g_00952
OG0000859	Praf.g_00932	Prac.g_00951
OG0000860	Praf.g_00933	Prac.g_00950
OG0000861	Praf.g_00913	Prac.g_00949
OG0000862	Praf.g_00912	Prac.g_00948
OG0000863	Praf.g_00911	Prac.g_00947
OG0000864	Praf.g_00910	Prac.g_00946
OG0000865	Praf.g_00908	Prac.g_00945
OG0000866	Praf.g_00905	Prac.g_00944
OG0000867	Praf.g_00904	Prac.g_00943
OG0000868	Praf.g_00902	Prac.g_00942
OG0000869	Praf.g_00899	Prac.g_00940
OG0000870	Praf.g_00898	Prac.g_00939
OG0000871	Praf.g_00895	Prac.g_00937
OG0000872	Praf.g_00894	Prac.g_00936
OG0000873	Praf.g_00892	Prac.g_00934
OG0000874	Praf.g_00891	Prac.g_00933
OG0000875	Praf.g_00888	Prac.g_00932
OG0000876	Praf.g_00887	Prac.g_00931
OG0000877	Praf.g_00937	Prac.g_00929
OG0000878	Praf.g_00548	Prac.g_00154
OG0000879	Praf.g_00810	Prac.g_00164
OG0000880	Praf.g_00809	Prac.g_00165
OG0000881	Praf.g_00808	Prac.g_00166
OG0000882	Praf.g_00806	Prac.g_00167
OG0000883	Praf.g_00804	Prac.g_00168
OG0000884	Praf.g_00802	Prac.g_00170
OG0000885	Praf.g_00801	Prac.g_00171
OG0000886	Praf.g_00800	Prac.g_00172
OG0000887	Praf.g_00799	Prac.g_00173
OG0000888	Praf.g_00798	Prac.g_00174
OG0000889	Praf.g_00794	Prac.g_00177
OG0000890	Praf.g_00791	Prac.g_00178
OG0000891	Praf.g_00790	Prac.g_00179
OG0000892	Praf.g_00787	Prac.g_00181
OG0000893	Praf.g_00786	Prac.g_00182
OG0000894	Praf.g_00785	Prac.g_00183
OG0000895	Praf.g_00784	Prac.g_00184
OG0000896	Praf.g_00783	Prac.g_00185
OG0000897	Praf.g_00782	Prac.g_00186
OG0000898	Praf.g_00777	Prac.g_00188
OG0000899	Praf.g_00776	Prac.g_00189
OG0000900	Praf.g_01886	Prac.g_00199
OG0000901	Praf.g_01897	Prac.g_00203
OG0000902	Praf.g_01996	Prac.g_00204
OG0000903	Praf.g_01623	Prac.g_00205
OG0000904	Praf.g_01001	Prac.g_00207
OG0000905	Praf.g_01271	Prac.g_00209
OG0000906	Praf.g_01294	Prac.g_00211
OG0000907	Praf.g_01635	Prac.g_00212
OG0000908	Praf.g_00494	Prac.g_00215
OG0000909	Praf.g_00582	Prac.g_00219
OG0000910	Praf.g_00581	Prac.g_00220
OG0000911	Praf.g_00580	Prac.g_00221
OG0000912	Praf.g_00579	Prac.g_00222
OG0000913	Praf.g_00578	Prac.g_00223
OG0000914	Praf.g_00577	Prac.g_00224
OG0000915	Praf.g_00576	Prac.g_00225
OG0000916	Praf.g_00575	Prac.g_00226
OG0000917	Praf.g_00573	Prac.g_00227
OG0000918	Praf.g_00572	Prac.g_00228
OG0000919	Praf.g_00571	Prac.g_00229
OG0000920	Praf.g_00570	Prac.g_00230
OG0000921	Praf.g_00569	Prac.g_00231
OG0000922	Praf.g_00568	Prac.g_00232
OG0000923	Praf.g_00567	Prac.g_00233
OG0000924	Praf.g_00566	Prac.g_00234
OG0000925	Praf.g_00565	Prac.g_00235
OG0000926	Praf.g_02394	Prac.g_00447
OG0000927	Praf.g_01765	Prac.g_00429
OG0000928	Praf.g_01766	Prac.g_00428
OG0000929	Praf.g_01767	Prac.g_00427
OG0000930	Praf.g_01772	Prac.g_00426
OG0000931	Praf.g_01773	Prac.g_00425
OG0000932	Praf.g_01779	Prac.g_00423
OG0000933	Praf.g_01781	Prac.g_00422
OG0000934	Praf.g_01782	Prac.g_00421
OG0000935	Praf.g_01783	Prac.g_00420
OG0000936	Praf.g_01784	Prac.g_00419
OG0000937	Praf.g_01785	Prac.g_00418
OG0000938	Praf.g_01787	Prac.g_00417
OG0000939	Praf.g_01788	Prac.g_00416
OG0000940	Praf.g_01790	Prac.g_00415
OG0000941	Praf.g_01792	Prac.g_00413
OG0000942	Praf.g_01793	Prac.g_00412
OG0000943	Praf.g_01796	Prac.g_00409
OG0000944	Praf.g_01801	Prac.g_00408
OG0000945	Praf.g_01802	Prac.g_00407
OG0000946	Praf.g_01803	Prac.g_00406
OG0000947	Praf.g_01804	Prac.g_00405
OG0000948	Praf.g_01805	Prac.g_00404
OG0000949	Praf.g_01806	Prac.g_00403
OG0000950	Praf.g_01807	Prac.g_00402
OG0000951	Praf.g_01808	Prac.g_00401
OG0000952	Praf.g_01809	Prac.g_00400
OG0000953	Praf.g_01810	Prac.g_00399
OG0000954	Praf.g_01817	Prac.g_00398
OG0000955	Praf.g_01818	Prac.g_00397
OG0000956	Praf.g_01819	Prac.g_00396
OG0000957	Praf.g_01820	Prac.g_00395
OG0000958	Praf.g_01822	Prac.g_00394
OG0000959	Praf.g_01823	Prac.g_00393
OG0000960	Praf.g_01824	Prac.g_00392
OG0000961	Praf.g_01831	Prac.g_00388
OG0000962	Praf.g_01833	Prac.g_00387
OG0000963	Praf.g_01834	Prac.g_00386
OG0000964	Praf.g_01837	Prac.g_00384
OG0000965	Praf.g_01838	Prac.g_00383
OG0000966	Praf.g_01839	Prac.g_00382
OG0000967	Praf.g_01840	Prac.g_00381
OG0000968	Praf.g_01841	Prac.g_00380
OG0000969	Praf.g_01842	Prac.g_00379
OG0000970	Praf.g_01843	Prac.g_00378
OG0000971	Praf.g_01844	Prac.g_00377
OG0000972	Praf.g_01845	Prac.g_00376
OG0000973	Praf.g_01846	Prac.g_00375
OG0000974	Praf.g_01849	Prac.g_00373
OG0000975	Praf.g_00956	Prac.g_00370
OG0000976	Praf.g_00554	Prac.g_00368
OG0000977	Praf.g_00542	Prac.g_00367
OG0000978	Praf.g_00540	Prac.g_00366
OG0000979	Praf.g_00538	Prac.g_00364
OG0000980	Praf.g_00537	Prac.g_00363
OG0000981	Praf.g_01653	Prac.g_00362
OG0000982	Praf.g_00536	Prac.g_00361
OG0000983	Praf.g_00534	Prac.g_00359
OG0000984	Praf.g_00533	Prac.g_00358
OG0000985	Praf.g_00532	Prac.g_00357
OG0000986	Praf.g_00530	Prac.g_00356
OG0000987	Praf.g_00529	Prac.g_00355
OG0000988	Praf.g_00526	Prac.g_00354
OG0000989	Praf.g_00525	Prac.g_00353
OG0000990	Praf.g_00524	Prac.g_00352
OG0000991	Praf.g_00523	Prac.g_00351
OG0000992	Praf.g_00522	Prac.g_00350
OG0000993	Praf.g_00521	Prac.g_00349
OG0000994	Praf.g_00520	Prac.g_00348
OG0000995	Praf.g_00518	Prac.g_00347
OG0000996	Praf.g_00517	Prac.g_00346
OG0000997	Praf.g_00516	Prac.g_00345
OG0000998	Praf.g_00515	Prac.g_00344
OG0000999	Praf.g_00513	Prac.g_00343
OG0001000	Praf.g_00512	Prac.g_00342
OG0001001	Praf.g_00511	Prac.g_00340
OG0001002	Praf.g_00508	Prac.g_00339
OG0001003	Praf.g_00507	Prac.g_00338
OG0001004	Praf.g_00370	Prac.g_00337
OG0001005	Praf.g_00504	Prac.g_00336
OG0001006	Praf.g_00503	Prac.g_00335
OG0001007	Praf.g_00502	Prac.g_00334
OG0001008	Praf.g_00500	Prac.g_00332
OG0001009	Praf.g_00499	Prac.g_00331
OG0001010	Praf.g_01650	Prac.g_00324
OG0001011	Praf.g_01677	Prac.g_00317
OG0001012	Praf.g_01546	Prac.g_00288
OG0001013	Praf.g_00490	Prac.g_00631
OG0001014	Praf.g_00489	Prac.g_00630
OG0001015	Praf.g_00479	Prac.g_00624
OG0001016	Praf.g_00478	Prac.g_00623
OG0001017	Praf.g_00477	Prac.g_00622
OG0001018	Praf.g_00475	Prac.g_00621
OG0001019	Praf.g_00472	Prac.g_00619
OG0001020	Praf.g_00471	Prac.g_00618
OG0001021	Praf.g_00470	Prac.g_00617
OG0001022	Praf.g_00469	Prac.g_00616
OG0001023	Praf.g_00468	Prac.g_00615
OG0001024	Praf.g_00466	Prac.g_00614
OG0001025	Praf.g_00465	Prac.g_00613
OG0001026	Praf.g_00464	Prac.g_00611
OG0001027	Praf.g_00463	Prac.g_00610
OG0001028	Praf.g_00462	Prac.g_00609
OG0001029	Praf.g_00461	Prac.g_00608
OG0001030	Praf.g_00460	Prac.g_00607
OG0001031	Praf.g_00459	Prac.g_00606
OG0001032	Praf.g_00458	Prac.g_00605
OG0001033	Praf.g_00457	Prac.g_00604
OG0001034	Praf.g_00455	Prac.g_00603
OG0001035	Praf.g_00453	Prac.g_00601
OG0001036	Praf.g_00452	Prac.g_00600
OG0001037	Praf.g_00450	Prac.g_00599
OG0001038	Praf.g_00449	Prac.g_00598
OG0001039	Praf.g_00448	Prac.g_00597
OG0001040	Praf.g_00447	Prac.g_00596
OG0001041	Praf.g_00446	Prac.g_00595
OG0001042	Praf.g_00444	Prac.g_00594
OG0001043	Praf.g_00443	Prac.g_00593
OG0001044	Praf.g_00442	Prac.g_00592
OG0001045	Praf.g_00441	Prac.g_00591
OG0001046	Praf.g_00440	Prac.g_00590
OG0001047	Praf.g_00435	Prac.g_00587
OG0001048	Praf.g_00433	Prac.g_00585
OG0001049	Praf.g_00432	Prac.g_00584
OG0001050	Praf.g_00431	Prac.g_00583
OG0001051	Praf.g_00430	Prac.g_00582
OG0001052	Praf.g_00429	Prac.g_00581
OG0001053	Praf.g_00427	Prac.g_00580
OG0001054	Praf.g_00425	Prac.g_00578
OG0001055	Praf.g_00424	Prac.g_00577
OG0001056	Praf.g_00423	Prac.g_00576
OG0001057	Praf.g_00422	Prac.g_00575
OG0001058	Praf.g_00421	Prac.g_00574
OG0001059	Praf.g_00420	Prac.g_00573
OG0001060	Praf.g_00419	Prac.g_00572
OG0001061	Praf.g_00418	Prac.g_00571
OG0001062	Praf.g_00405	Prac.g_00570
OG0001063	Praf.g_00404	Prac.g_00569
OG0001064	Praf.g_00402	Prac.g_00471
OG0001065	Praf.g_02202	Prac.g_00476
OG0001066	Praf.g_02200	Prac.g_00477
OG0001067	Praf.g_02199	Prac.g_00478
OG0001068	Praf.g_02196	Prac.g_00480
OG0001069	Praf.g_02195	Prac.g_00481
OG0001070	Praf.g_02194	Prac.g_00482
OG0001071	Praf.g_02193	Prac.g_00483
OG0001072	Praf.g_02192	Prac.g_00484
OG0001073	Praf.g_02191	Prac.g_00485
OG0001074	Praf.g_02190	Prac.g_00486
OG0001075	Praf.g_02189	Prac.g_00487
OG0001076	Praf.g_02188	Prac.g_00488
OG0001077	Praf.g_02187	Prac.g_00489
OG0001078	Praf.g_02185	Prac.g_00490
OG0001079	Praf.g_02184	Prac.g_00491
OG0001080	Praf.g_02183	Prac.g_00492
OG0001081	Praf.g_02170	Prac.g_00495
OG0001082	Praf.g_02171	Prac.g_00496
OG0001083	Praf.g_02175	Prac.g_00497
OG0001084	Praf.g_02173	Prac.g_00499
OG0001085	Praf.g_02172	Prac.g_00500
OG0001086	Praf.g_02176	Prac.g_00501
OG0001087	Praf.g_02177	Prac.g_00502
OG0001088	Praf.g_02179	Prac.g_00503
OG0001089	Praf.g_02163	Prac.g_00506
OG0001090	Praf.g_02161	Prac.g_00508
OG0001091	Praf.g_02160	Prac.g_00509
OG0001092	Praf.g_02159	Prac.g_00510
OG0001093	Praf.g_02158	Prac.g_00511
OG0001094	Praf.g_02157	Prac.g_00512
OG0001095	Praf.g_02156	Prac.g_00513
OG0001096	Praf.g_02155	Prac.g_00514
OG0001097	Praf.g_02154	Prac.g_00515
OG0001098	Praf.g_02153	Prac.g_00516
OG0001099	Praf.g_02152	Prac.g_00517
OG0001100	Praf.g_02151	Prac.g_00518
OG0001101	Praf.g_02150	Prac.g_00519
OG0001102	Praf.g_02149	Prac.g_00520
OG0001103	Praf.g_02148	Prac.g_00521
OG0001104	Praf.g_02147	Prac.g_00522
OG0001105	Praf.g_02146	Prac.g_00523
OG0001106	Praf.g_02145	Prac.g_00524
OG0001107	Praf.g_02144	Prac.g_00525
OG0001108	Praf.g_02143	Prac.g_00526
OG0001109	Praf.g_02142	Prac.g_00527
OG0001110	Praf.g_02141	Prac.g_00528
OG0001111	Praf.g_02140	Prac.g_00529
OG0001112	Praf.g_02139	Prac.g_00530
OG0001113	Praf.g_02138	Prac.g_00531
OG0001114	Praf.g_02137	Prac.g_00532
OG0001115	Praf.g_02136	Prac.g_00533
OG0001116	Praf.g_02135	Prac.g_00534
OG0001117	Praf.g_02134	Prac.g_00535
OG0001118	Praf.g_02133	Prac.g_00536
OG0001119	Praf.g_02132	Prac.g_00537
OG0001120	Praf.g_02131	Prac.g_00538
OG0001121	Praf.g_02128	Prac.g_00540
OG0001122	Praf.g_02127	Prac.g_00541
OG0001123	Praf.g_02126	Prac.g_00542
OG0001124	Praf.g_02124	Prac.g_00544
OG0001125	Praf.g_02122	Prac.g_00546
OG0001126	Praf.g_02121	Prac.g_00547
OG0001127	Praf.g_02118	Prac.g_00549
OG0001128	Praf.g_02117	Prac.g_00550
OG0001129	Praf.g_02112	Prac.g_00551
OG0001130	Praf.g_02109	Prac.g_00553
OG0001131	Praf.g_02108	Prac.g_00554
OG0001132	Praf.g_02107	Prac.g_00555
OG0001133	Praf.g_02106	Prac.g_00556
OG0001134	Praf.g_02105	Prac.g_00557
OG0001135	Praf.g_02104	Prac.g_00558
OG0001136	Praf.g_02103	Prac.g_00559
OG0001137	Praf.g_02102	Prac.g_00560
OG0001138	Praf.g_02101	Prac.g_00561
OG0001139	Praf.g_02099	Prac.g_00562
OG0001140	Praf.g_02097	Prac.g_00563
OG0001141	Praf.g_02096	Prac.g_00564
OG0001142	Praf.g_02082	Prac.g_00005
OG0001143	Praf.g_02081	Prac.g_00006
OG0001144	Praf.g_02079	Prac.g_00007
OG0001145	Praf.g_02078	Prac.g_00008
OG0001146	Praf.g_02077	Prac.g_00009
OG0001147	Praf.g_02076	Prac.g_00010
OG0001148	Praf.g_02075	Prac.g_00011
OG0001149	Praf.g_02372	Prac.g_00013
OG0001150	Praf.g_02375	Prac.g_00014
OG0001151	Praf.g_02383	Prac.g_00016
OG0001152	Praf.g_02384	Prac.g_00017
OG0001153	Praf.g_02386	Prac.g_00018
OG0001154	Praf.g_02388	Prac.g_00020
OG0001155	Praf.g_02391	Prac.g_00022
OG0001156	Praf.g_02393	Prac.g_00024
OG0001157	Praf.g_02395	Prac.g_00025
OG0001158	Praf.g_02397	Prac.g_00027
OG0001159	Praf.g_02398	Prac.g_00028
OG0001160	Praf.g_02399	Prac.g_00029
OG0001161	Praf.g_00196	Prac.g_00030
OG0001162	Praf.g_00195	Prac.g_00031
OG0001163	Praf.g_00194	Prac.g_00032
OG0001164	Praf.g_00193	Prac.g_00033
