Orthogroup	Praf	Prbf
OG0000561	Praf.g_01696	Prbf.g_00986
OG0000562	Praf.g_01698	Prbf.g_00988
OG0000563	Praf.g_01699	Prbf.g_00989
OG0000564	Praf.g_01700	Prbf.g_00990
OG0000565	Praf.g_01708	Prbf.g_00991
OG0000566	Praf.g_01709	Prbf.g_00992
OG0000567	Praf.g_01710	Prbf.g_00993
OG0000568	Praf.g_01711	Prbf.g_00994
OG0000569	Praf.g_01713	Prbf.g_00995
OG0000570	Praf.g_01716	Prbf.g_00996
OG0000571	Praf.g_01717	Prbf.g_00997
OG0000572	Praf.g_01718	Prbf.g_00998
OG0000573	Praf.g_01722	Prbf.g_01001
OG0000574	Praf.g_01727	Prbf.g_01002
OG0000575	Praf.g_01728	Prbf.g_01003
OG0000576	Praf.g_01729	Prbf.g_01004
OG0000577	Praf.g_01730	Prbf.g_01005
OG0000578	Praf.g_01731	Prbf.g_01006
OG0000579	Praf.g_01733	Prbf.g_01007
OG0000580	Praf.g_01736	Prbf.g_01008
OG0000581	Praf.g_01737	Prbf.g_01009
OG0000582	Praf.g_01738	Prbf.g_01010
OG0000583	Praf.g_01739	Prbf.g_01011
OG0000584	Praf.g_01741	Prbf.g_01013
OG0000585	Praf.g_01742	Prbf.g_01014
OG0000586	Praf.g_01744	Prbf.g_01016
OG0000587	Praf.g_01745	Prbf.g_01017
OG0000588	Praf.g_01749	Prbf.g_01293
OG0000589	Praf.g_01751	Prbf.g_01292
OG0000590	Praf.g_02344	Prbf.g_01290
OG0000591	Praf.g_00371	Prbf.g_01284
OG0000592	Praf.g_01127	Prbf.g_01283
OG0000593	Praf.g_02570	Prbf.g_01282
OG0000594	Praf.g_01572	Prbf.g_01279
OG0000595	Praf.g_02180	Prbf.g_01278
OG0000596	Praf.g_01210	Prbf.g_01277
OG0000597	Praf.g_01230	Prbf.g_01275
OG0000598	Praf.g_01225	Prbf.g_01274
OG0000599	Praf.g_01221	Prbf.g_01273
OG0000600	Praf.g_01220	Prbf.g_01272
OG0000601	Praf.g_01207	Prbf.g_01269
OG0000602	Praf.g_01206	Prbf.g_01268
OG0000603	Praf.g_01205	Prbf.g_01267
OG0000604	Praf.g_01121	Prbf.g_01264
OG0000605	Praf.g_01122	Prbf.g_01263
OG0000606	Praf.g_01124	Prbf.g_01262
OG0000607	Praf.g_01126	Prbf.g_01260
OG0000608	Praf.g_01489	Prbf.g_01258
OG0000609	Praf.g_02767	Prbf.g_00404
OG0000610	Praf.g_00817	Prbf.g_01334
OG0000611	Praf.g_01303	Prbf.g_01252
OG0000612	Praf.g_01304	Prbf.g_01251
OG0000613	Praf.g_01305	Prbf.g_01030
OG0000614	Praf.g_01307	Prbf.g_01031
OG0000615	Praf.g_01308	Prbf.g_01033
OG0000616	Praf.g_01309	Prbf.g_01034
OG0000617	Praf.g_01310	Prbf.g_01035
OG0000618	Praf.g_01311	Prbf.g_01036
OG0000619	Praf.g_01313	Prbf.g_01037
OG0000620	Praf.g_01314	Prbf.g_01038
OG0000621	Praf.g_01315	Prbf.g_01039
OG0000622	Praf.g_01316	Prbf.g_01040
OG0000623	Praf.g_01317	Prbf.g_01041
OG0000624	Praf.g_01318	Prbf.g_01043
OG0000625	Praf.g_01319	Prbf.g_01044
OG0000626	Praf.g_01320	Prbf.g_01045
OG0000627	Praf.g_01441	Prbf.g_01046
OG0000628	Praf.g_01440	Prbf.g_01047
OG0000629	Praf.g_01437	Prbf.g_01048
OG0000630	Praf.g_01436	Prbf.g_01049
OG0000631	Praf.g_01433	Prbf.g_01051
OG0000632	Praf.g_01139	Prbf.g_01052
OG0000633	Praf.g_00710	Prbf.g_00280
OG0000634	Praf.g_00617	Prbf.g_00042
OG0000635	Praf.g_01400	Prbf.g_01929
OG0000636	Praf.g_01401	Prbf.g_01928
OG0000637	Praf.g_01402	Prbf.g_01927
OG0000638	Praf.g_02063	Prbf.g_01675
OG0000639	Praf.g_00360	Prbf.g_01150
OG0000640	Praf.g_01432	Prbf.g_01146
OG0000641	Praf.g_01429	Prbf.g_01144
OG0000642	Praf.g_01428	Prbf.g_01143
OG0000643	Praf.g_01427	Prbf.g_01142
OG0000644	Praf.g_01524	Prbf.g_01029
OG0000645	Praf.g_01525	Prbf.g_01250
OG0000646	Praf.g_01526	Prbf.g_01249
OG0000647	Praf.g_01527	Prbf.g_01248
OG0000648	Praf.g_01529	Prbf.g_01246
OG0000649	Praf.g_01530	Prbf.g_01245
OG0000650	Praf.g_01531	Prbf.g_01244
OG0000651	Praf.g_01532	Prbf.g_01243
OG0000652	Praf.g_01533	Prbf.g_01242
OG0000653	Praf.g_01534	Prbf.g_01241
OG0000654	Praf.g_01536	Prbf.g_01239
OG0000655	Praf.g_01538	Prbf.g_01237
OG0000656	Praf.g_01539	Prbf.g_01236
OG0000657	Praf.g_01540	Prbf.g_01235
OG0000658	Praf.g_01541	Prbf.g_01234
OG0000659	Praf.g_01542	Prbf.g_01233
OG0000660	Praf.g_01543	Prbf.g_01232
OG0000661	Praf.g_01545	Prbf.g_01231
OG0000662	Praf.g_01547	Prbf.g_01229
OG0000663	Praf.g_01548	Prbf.g_01228
OG0000664	Praf.g_01549	Prbf.g_01227
OG0000665	Praf.g_01550	Prbf.g_01226
OG0000666	Praf.g_01551	Prbf.g_01225
OG0000667	Praf.g_01552	Prbf.g_01224
OG0000668	Praf.g_01553	Prbf.g_01223
OG0000669	Praf.g_01557	Prbf.g_01221
OG0000670	Praf.g_01558	Prbf.g_01220
OG0000671	Praf.g_01559	Prbf.g_01219
OG0000672	Praf.g_01560	Prbf.g_01218
OG0000673	Praf.g_01561	Prbf.g_01217
OG0000674	Praf.g_01562	Prbf.g_01216
OG0000675	Praf.g_01585	Prbf.g_01214
OG0000676	Praf.g_01586	Prbf.g_01213
OG0000677	Praf.g_01590	Prbf.g_01210
OG0000678	Praf.g_01592	Prbf.g_01208
OG0000679	Praf.g_01594	Prbf.g_01206
OG0000680	Praf.g_01595	Prbf.g_01205
OG0000681	Praf.g_01596	Prbf.g_01204
OG0000682	Praf.g_01597	Prbf.g_01203
OG0000683	Praf.g_01599	Prbf.g_01201
OG0000684	Praf.g_01600	Prbf.g_01200
OG0000685	Praf.g_01601	Prbf.g_01199
OG0000686	Praf.g_01602	Prbf.g_01198
OG0000687	Praf.g_01603	Prbf.g_01197
OG0000688	Praf.g_01604	Prbf.g_01196
OG0000689	Praf.g_01606	Prbf.g_01195
OG0000690	Praf.g_01607	Prbf.g_01194
OG0000691	Praf.g_01608	Prbf.g_01193
OG0000692	Praf.g_01619	Prbf.g_01189
OG0000693	Praf.g_01620	Prbf.g_01188
OG0000694	Praf.g_01622	Prbf.g_01187
OG0000695	Praf.g_01625	Prbf.g_01186
OG0000696	Praf.g_01627	Prbf.g_01185
OG0000697	Praf.g_01629	Prbf.g_01183
OG0000698	Praf.g_01444	Prbf.g_01179
OG0000699	Praf.g_01323	Prbf.g_01178
OG0000700	Praf.g_01339	Prbf.g_00838
OG0000701	Praf.g_00222	Prbf.g_00833
OG0000702	Praf.g_01638	Prbf.g_01331
OG0000703	Praf.g_01454	Prbf.g_01329
OG0000704	Praf.g_00961	Prbf.g_01328
OG0000705	Praf.g_01455	Prbf.g_01326
OG0000706	Praf.g_01456	Prbf.g_01325
OG0000707	Praf.g_01458	Prbf.g_01323
OG0000708	Praf.g_01459	Prbf.g_01322
OG0000709	Praf.g_01461	Prbf.g_01320
OG0000710	Praf.g_01462	Prbf.g_01319
OG0000711	Praf.g_01463	Prbf.g_01318
OG0000712	Praf.g_01464	Prbf.g_01317
OG0000713	Praf.g_01465	Prbf.g_01316
OG0000714	Praf.g_01467	Prbf.g_01314
OG0000715	Praf.g_01469	Prbf.g_01313
OG0000716	Praf.g_01475	Prbf.g_01311
OG0000717	Praf.g_01478	Prbf.g_01310
OG0000718	Praf.g_01480	Prbf.g_01309
OG0000719	Praf.g_01494	Prbf.g_01307
OG0000720	Praf.g_01495	Prbf.g_01306
OG0000721	Praf.g_01497	Prbf.g_01303
OG0000722	Praf.g_01498	Prbf.g_01302
OG0000723	Praf.g_01499	Prbf.g_01301
OG0000724	Praf.g_01512	Prbf.g_01299
OG0000725	Praf.g_01511	Prbf.g_01298
OG0000726	Praf.g_01510	Prbf.g_01297
OG0000727	Praf.g_01509	Prbf.g_01296
OG0000728	Praf.g_01508	Prbf.g_01295
OG0000729	Praf.g_01506	Prbf.g_01294
OG0000730	Praf.g_01503	Prbf.g_01019
OG0000731	Praf.g_01515	Prbf.g_01021
OG0000732	Praf.g_01516	Prbf.g_01022
OG0000733	Praf.g_01517	Prbf.g_01023
OG0000734	Praf.g_01519	Prbf.g_01024
OG0000735	Praf.g_01520	Prbf.g_01026
OG0000736	Praf.g_01522	Prbf.g_01027
OG0000737	Praf.g_01523	Prbf.g_01028
OG0000738	Praf.g_01426	Prbf.g_01141
OG0000739	Praf.g_01425	Prbf.g_01140
OG0000740	Praf.g_01424	Prbf.g_01139
OG0000741	Praf.g_01422	Prbf.g_01138
OG0000742	Praf.g_01420	Prbf.g_01136
OG0000743	Praf.g_01419	Prbf.g_01135
OG0000744	Praf.g_01417	Prbf.g_01134
OG0000745	Praf.g_01416	Prbf.g_01133
OG0000746	Praf.g_01415	Prbf.g_01132
OG0000747	Praf.g_01006	Prbf.g_01131
OG0000748	Praf.g_01408	Prbf.g_01130
OG0000749	Praf.g_01407	Prbf.g_01129
OG0000750	Praf.g_01405	Prbf.g_01127
OG0000751	Praf.g_01404	Prbf.g_01126
OG0000752	Praf.g_02684	Prbf.g_01067
OG0000753	Praf.g_01399	Prbf.g_01124
OG0000754	Praf.g_01398	Prbf.g_01123
OG0000755	Praf.g_01397	Prbf.g_01122
OG0000756	Praf.g_01395	Prbf.g_01120
OG0000757	Praf.g_01394	Prbf.g_01119
OG0000758	Praf.g_01393	Prbf.g_01118
OG0000759	Praf.g_01388	Prbf.g_01116
OG0000760	Praf.g_01387	Prbf.g_01115
OG0000761	Praf.g_01385	Prbf.g_01114
OG0000762	Praf.g_01382	Prbf.g_01112
OG0000763	Praf.g_01380	Prbf.g_01111
OG0000764	Praf.g_01378	Prbf.g_01110
OG0000765	Praf.g_01377	Prbf.g_01109
OG0000766	Praf.g_01376	Prbf.g_01108
OG0000767	Praf.g_01374	Prbf.g_01106
OG0000768	Praf.g_01372	Prbf.g_01105
OG0000769	Praf.g_01371	Prbf.g_01104
OG0000770	Praf.g_01370	Prbf.g_01103
OG0000771	Praf.g_01369	Prbf.g_01102
OG0000772	Praf.g_01073	Prbf.g_00065
OG0000773	Praf.g_01366	Prbf.g_01100
OG0000774	Praf.g_01364	Prbf.g_01099
OG0000775	Praf.g_01362	Prbf.g_01098
OG0000776	Praf.g_01360	Prbf.g_01095
OG0000777	Praf.g_01359	Prbf.g_01094
OG0000778	Praf.g_01358	Prbf.g_01093
OG0000779	Praf.g_01355	Prbf.g_01092
OG0000780	Praf.g_01353	Prbf.g_01090
OG0000781	Praf.g_01349	Prbf.g_01088
OG0000782	Praf.g_01348	Prbf.g_01087
OG0000783	Praf.g_01343	Prbf.g_01083
OG0000784	Praf.g_01341	Prbf.g_01081
OG0000785	Praf.g_01340	Prbf.g_01080
OG0000786	Praf.g_01338	Prbf.g_01079
OG0000787	Praf.g_01337	Prbf.g_01078
OG0000788	Praf.g_01331	Prbf.g_01072
OG0000789	Praf.g_01328	Prbf.g_01069
OG0000790	Praf.g_02685	Prbf.g_01068
OG0000791	Praf.g_01327	Prbf.g_01065
OG0000792	Praf.g_01326	Prbf.g_01064
OG0000793	Praf.g_01325	Prbf.g_01063
OG0000794	Praf.g_01322	Prbf.g_01060
OG0000795	Praf.g_01287	Prbf.g_01159
OG0000796	Praf.g_01286	Prbf.g_01160
OG0000797	Praf.g_01283	Prbf.g_01162
OG0000798	Praf.g_01281	Prbf.g_01163
OG0000799	Praf.g_01280	Prbf.g_01164
OG0000800	Praf.g_01279	Prbf.g_01165
OG0000801	Praf.g_01276	Prbf.g_01168
OG0000802	Praf.g_01275	Prbf.g_01169
OG0000803	Praf.g_01270	Prbf.g_01171
OG0000804	Praf.g_01269	Prbf.g_01172
OG0000805	Praf.g_01268	Prbf.g_01173
OG0000806	Praf.g_01267	Prbf.g_01175
OG0000807	Praf.g_01296	Prbf.g_01705
OG0000808	Praf.g_01652	Prbf.g_00296
OG0000809	Praf.g_00558	Prbf.g_00870
OG0000810	Praf.g_01008	Prbf.g_01924
OG0000811	Praf.g_00162	Prbf.g_00048
OG0000812	Praf.g_02056	Prbf.g_00876
OG0000813	Praf.g_02047	Prbf.g_01684
OG0000814	Praf.g_01825	Prbf.g_00062
OG0000815	Praf.g_01671	Prbf.g_00094
OG0000816	Praf.g_02698	Prbf.g_00787
OG0000817	Praf.g_02691	Prbf.g_00786
OG0000818	Praf.g_00359	Prbf.g_00285
OG0000819	Praf.g_01832	Prbf.g_00896
OG0000820	Praf.g_00233	Prbf.g_00902
OG0000821	Praf.g_00822	Prbf.g_00904
OG0000822	Praf.g_00823	Prbf.g_00905
OG0000823	Praf.g_00824	Prbf.g_00906
OG0000824	Praf.g_00825	Prbf.g_00907
OG0000825	Praf.g_00826	Prbf.g_00908
OG0000826	Praf.g_00827	Prbf.g_00909
OG0000827	Praf.g_00830	Prbf.g_00910
OG0000828	Praf.g_00832	Prbf.g_00911
OG0000829	Praf.g_00833	Prbf.g_00912
OG0000830	Praf.g_00836	Prbf.g_00914
OG0000831	Praf.g_00853	Prbf.g_00917
OG0000832	Praf.g_00855	Prbf.g_00919
OG0000833	Praf.g_00856	Prbf.g_00920
OG0000834	Praf.g_00858	Prbf.g_00921
OG0000835	Praf.g_00859	Prbf.g_00922
OG0000836	Praf.g_00860	Prbf.g_00923
OG0000837	Praf.g_00870	Prbf.g_00926
OG0000838	Praf.g_00872	Prbf.g_00927
OG0000839	Praf.g_00873	Prbf.g_00928
OG0000840	Praf.g_00874	Prbf.g_00929
OG0000841	Praf.g_00875	Prbf.g_00930
OG0000842	Praf.g_00879	Prbf.g_00932
OG0000843	Praf.g_00880	Prbf.g_00933
OG0000844	Praf.g_00881	Prbf.g_00934
OG0000845	Praf.g_00882	Prbf.g_00935
OG0000846	Praf.g_00885	Prbf.g_00937
OG0000847	Praf.g_00886	Prbf.g_00939
OG0000848	Praf.g_00914	Prbf.g_00940
OG0000849	Praf.g_00917	Prbf.g_00943
OG0000850	Praf.g_00918	Prbf.g_00944
OG0000851	Praf.g_00921	Prbf.g_00946
OG0000852	Praf.g_00923	Prbf.g_00948
OG0000853	Praf.g_00925	Prbf.g_00950
OG0000854	Praf.g_00927	Prbf.g_00952
OG0000855	Praf.g_00928	Prbf.g_00953
OG0000856	Praf.g_00929	Prbf.g_00954
OG0000857	Praf.g_00930	Prbf.g_00955
OG0000858	Praf.g_00931	Prbf.g_00956
OG0000859	Praf.g_00932	Prbf.g_00957
OG0000860	Praf.g_00933	Prbf.g_00958
OG0000861	Praf.g_00913	Prbf.g_00959
OG0000862	Praf.g_00912	Prbf.g_00960
OG0000863	Praf.g_00911	Prbf.g_00961
OG0000864	Praf.g_00910	Prbf.g_00962
OG0000865	Praf.g_00908	Prbf.g_00963
OG0000866	Praf.g_00905	Prbf.g_00964
OG0000867	Praf.g_00904	Prbf.g_00965
OG0000868	Praf.g_00902	Prbf.g_00966
OG0000869	Praf.g_00899	Prbf.g_00968
OG0000870	Praf.g_00898	Prbf.g_00969
OG0000871	Praf.g_00895	Prbf.g_00970
OG0000872	Praf.g_00894	Prbf.g_00971
OG0000873	Praf.g_00892	Prbf.g_00973
OG0000874	Praf.g_00891	Prbf.g_00974
OG0000875	Praf.g_00888	Prbf.g_00975
OG0000876	Praf.g_00887	Prbf.g_00976
OG0000877	Praf.g_00937	Prbf.g_01914
OG0000878	Praf.g_00548	Prbf.g_00767
OG0000879	Praf.g_00810	Prbf.g_00037
OG0000880	Praf.g_00809	Prbf.g_00036
OG0000881	Praf.g_00808	Prbf.g_00035
OG0000882	Praf.g_00806	Prbf.g_00034
OG0000883	Praf.g_00804	Prbf.g_00033
OG0000884	Praf.g_00802	Prbf.g_00031
OG0000885	Praf.g_00801	Prbf.g_00030
OG0000886	Praf.g_00800	Prbf.g_00029
OG0000887	Praf.g_00799	Prbf.g_00028
OG0000888	Praf.g_00798	Prbf.g_00027
OG0000889	Praf.g_00794	Prbf.g_00024
OG0000890	Praf.g_00791	Prbf.g_00023
OG0000891	Praf.g_00790	Prbf.g_00022
OG0000892	Praf.g_00787	Prbf.g_00019
OG0000893	Praf.g_00786	Prbf.g_00018
OG0000894	Praf.g_00785	Prbf.g_00017
OG0000895	Praf.g_00784	Prbf.g_00016
OG0000896	Praf.g_00783	Prbf.g_00015
OG0000897	Praf.g_00782	Prbf.g_00014
OG0000898	Praf.g_00777	Prbf.g_00011
OG0000899	Praf.g_00776	Prbf.g_00010
OG0000900	Praf.g_01886	Prbf.g_00071
OG0000901	Praf.g_01897	Prbf.g_00002
OG0000902	Praf.g_01996	Prbf.g_01782
OG0000903	Praf.g_01623	Prbf.g_00853, Prbf.g_00066
OG0000904	Praf.g_01001	Prbf.g_00256
OG0000905	Praf.g_01271	Prbf.g_00875
OG0000906	Praf.g_01294	Prbf.g_00893
OG0000907	Praf.g_01635	Prbf.g_01181
OG0000908	Praf.g_00494	Prbf.g_00856
OG0000909	Praf.g_00582	Prbf.g_00097
OG0000910	Praf.g_00581	Prbf.g_00098
OG0000911	Praf.g_00580	Prbf.g_00099
OG0000912	Praf.g_00579	Prbf.g_00100
OG0000913	Praf.g_00578	Prbf.g_00101
OG0000914	Praf.g_00577	Prbf.g_00102
OG0000915	Praf.g_00576	Prbf.g_00103
OG0000916	Praf.g_00575	Prbf.g_00104
OG0000917	Praf.g_00573	Prbf.g_00105
OG0000918	Praf.g_00572	Prbf.g_00106
OG0000919	Praf.g_00571	Prbf.g_00107
OG0000920	Praf.g_00570	Prbf.g_00108
OG0000921	Praf.g_00569	Prbf.g_00109
OG0000922	Praf.g_00568	Prbf.g_00110
OG0000923	Praf.g_00567	Prbf.g_00111
OG0000924	Praf.g_00566	Prbf.g_00112
OG0000925	Praf.g_00565	Prbf.g_00113
OG0000926	Praf.g_02394	Prbf.g_00514
OG0000927	Praf.g_01765	Prbf.g_00140
OG0000928	Praf.g_01766	Prbf.g_00141
OG0000929	Praf.g_01767	Prbf.g_00142
OG0000930	Praf.g_01772	Prbf.g_00143
OG0000931	Praf.g_01773	Prbf.g_00144
OG0000932	Praf.g_01779	Prbf.g_00146
OG0000933	Praf.g_01781	Prbf.g_00147
OG0000934	Praf.g_01782	Prbf.g_00148
OG0000935	Praf.g_01783	Prbf.g_00149
OG0000936	Praf.g_01784	Prbf.g_00150
OG0000937	Praf.g_01785	Prbf.g_00151
OG0000938	Praf.g_01787	Prbf.g_00152
OG0000939	Praf.g_01788	Prbf.g_00153
OG0000940	Praf.g_01790	Prbf.g_00154
OG0000941	Praf.g_01792	Prbf.g_00155
OG0000942	Praf.g_01793	Prbf.g_00156
OG0000943	Praf.g_01796	Prbf.g_00159
OG0000944	Praf.g_01801	Prbf.g_00160
OG0000945	Praf.g_01802	Prbf.g_00161
OG0000946	Praf.g_01803	Prbf.g_00162
OG0000947	Praf.g_01804	Prbf.g_00163
OG0000948	Praf.g_01805	Prbf.g_00164
OG0000949	Praf.g_01806	Prbf.g_00165
OG0000950	Praf.g_01807	Prbf.g_00166
OG0000951	Praf.g_01808	Prbf.g_00167
OG0000952	Praf.g_01809	Prbf.g_00168
OG0000953	Praf.g_01810	Prbf.g_00169
OG0000954	Praf.g_01817	Prbf.g_00170
OG0000955	Praf.g_01818	Prbf.g_00171
OG0000956	Praf.g_01819	Prbf.g_00172
OG0000957	Praf.g_01820	Prbf.g_00173
OG0000958	Praf.g_01822	Prbf.g_00174
OG0000959	Praf.g_01823	Prbf.g_00175
OG0000960	Praf.g_01824	Prbf.g_00176
OG0000961	Praf.g_01831	Prbf.g_00180
OG0000962	Praf.g_01833	Prbf.g_00181
OG0000963	Praf.g_01834	Prbf.g_00182
OG0000964	Praf.g_01837	Prbf.g_00184
OG0000965	Praf.g_01838	Prbf.g_00185
OG0000966	Praf.g_01839	Prbf.g_00186
OG0000967	Praf.g_01840	Prbf.g_00187
OG0000968	Praf.g_01841	Prbf.g_00188
OG0000969	Praf.g_01842	Prbf.g_00189
OG0000970	Praf.g_01843	Prbf.g_00190
OG0000971	Praf.g_01844	Prbf.g_00191
OG0000972	Praf.g_01845	Prbf.g_00192
OG0000973	Praf.g_01846	Prbf.g_00193
OG0000974	Praf.g_01849	Prbf.g_00195
OG0000975	Praf.g_00956	Prbf.g_00201
OG0000976	Praf.g_00554	Prbf.g_00203
OG0000977	Praf.g_00542	Prbf.g_00205
OG0000978	Praf.g_00540	Prbf.g_00207
OG0000979	Praf.g_00538	Prbf.g_00209
OG0000980	Praf.g_00537	Prbf.g_00210
OG0000981	Praf.g_01653	Prbf.g_00211
OG0000982	Praf.g_00536	Prbf.g_00212
OG0000983	Praf.g_00534	Prbf.g_00214
OG0000984	Praf.g_00533	Prbf.g_00215
OG0000985	Praf.g_00532	Prbf.g_00216
OG0000986	Praf.g_00530	Prbf.g_00217
OG0000987	Praf.g_00529	Prbf.g_00218
OG0000988	Praf.g_00526	Prbf.g_00219
OG0000989	Praf.g_00525	Prbf.g_00220
OG0000990	Praf.g_00524	Prbf.g_00221
OG0000991	Praf.g_00523	Prbf.g_00222
OG0000992	Praf.g_00522	Prbf.g_00223
OG0000993	Praf.g_00521	Prbf.g_00224
OG0000994	Praf.g_00520	Prbf.g_00225
OG0000995	Praf.g_00518	Prbf.g_00226
OG0000996	Praf.g_00517	Prbf.g_00227
OG0000997	Praf.g_00516	Prbf.g_00228
OG0000998	Praf.g_00515	Prbf.g_00229
OG0000999	Praf.g_00513	Prbf.g_00230
OG0001000	Praf.g_00512	Prbf.g_00231
OG0001001	Praf.g_00511	Prbf.g_00233
OG0001002	Praf.g_00508	Prbf.g_00234
OG0001003	Praf.g_00507	Prbf.g_00235
OG0001004	Praf.g_00370	Prbf.g_00236
OG0001005	Praf.g_00504	Prbf.g_00239
OG0001006	Praf.g_00503	Prbf.g_00240
OG0001007	Praf.g_00502	Prbf.g_00241
OG0001008	Praf.g_00500	Prbf.g_00243
OG0001009	Praf.g_00499	Prbf.g_00244
OG0001010	Praf.g_01650	Prbf.g_00750
OG0001011	Praf.g_01677	Prbf.g_01911
OG0001012	Praf.g_01546	Prbf.g_01230
OG0001013	Praf.g_00490	Prbf.g_00700
OG0001014	Praf.g_00489	Prbf.g_00699
OG0001015	Praf.g_00479	Prbf.g_00692
OG0001016	Praf.g_00478	Prbf.g_00691
OG0001017	Praf.g_00477	Prbf.g_00690
OG0001018	Praf.g_00475	Prbf.g_00689
OG0001019	Praf.g_00472	Prbf.g_00687
OG0001020	Praf.g_00471	Prbf.g_00686
OG0001021	Praf.g_00470	Prbf.g_00685
OG0001022	Praf.g_00469	Prbf.g_00684
OG0001023	Praf.g_00468	Prbf.g_00683
OG0001024	Praf.g_00466	Prbf.g_00681
OG0001025	Praf.g_00465	Prbf.g_00680
OG0001026	Praf.g_00464	Prbf.g_00679
OG0001027	Praf.g_00463	Prbf.g_00678
OG0001028	Praf.g_00462	Prbf.g_00677
OG0001029	Praf.g_00461	Prbf.g_00676
OG0001030	Praf.g_00460	Prbf.g_00675
OG0001031	Praf.g_00459	Prbf.g_00674
OG0001032	Praf.g_00458	Prbf.g_00673
OG0001033	Praf.g_00457	Prbf.g_00672
OG0001034	Praf.g_00455	Prbf.g_00671
OG0001035	Praf.g_00453	Prbf.g_00669
OG0001036	Praf.g_00452	Prbf.g_00668
OG0001037	Praf.g_00450	Prbf.g_00667
OG0001038	Praf.g_00449	Prbf.g_00666
OG0001039	Praf.g_00448	Prbf.g_00665
OG0001040	Praf.g_00447	Prbf.g_00664
OG0001041	Praf.g_00446	Prbf.g_00663
OG0001042	Praf.g_00444	Prbf.g_00662
OG0001043	Praf.g_00443	Prbf.g_00661
OG0001044	Praf.g_00442	Prbf.g_00660
OG0001045	Praf.g_00441	Prbf.g_00659
OG0001046	Praf.g_00440	Prbf.g_00658
OG0001047	Praf.g_00435	Prbf.g_00655
OG0001048	Praf.g_00433	Prbf.g_00653
OG0001049	Praf.g_00432	Prbf.g_00652
OG0001050	Praf.g_00431	Prbf.g_00651
OG0001051	Praf.g_00430	Prbf.g_00650
OG0001052	Praf.g_00429	Prbf.g_00649
OG0001053	Praf.g_00427	Prbf.g_00647
OG0001054	Praf.g_00425	Prbf.g_00645
OG0001055	Praf.g_00424	Prbf.g_00644
OG0001056	Praf.g_00423	Prbf.g_00643
OG0001057	Praf.g_00422	Prbf.g_00642
OG0001058	Praf.g_00421	Prbf.g_00641
OG0001059	Praf.g_00420	Prbf.g_00640
OG0001060	Praf.g_00419	Prbf.g_00639
OG0001061	Praf.g_00418	Prbf.g_00638
OG0001062	Praf.g_00405	Prbf.g_00637
OG0001063	Praf.g_00404	Prbf.g_00636
OG0001064	Praf.g_00402	Prbf.g_00634
OG0001065	Praf.g_02202	Prbf.g_00630
OG0001066	Praf.g_02200	Prbf.g_00628
OG0001067	Praf.g_02199	Prbf.g_00627
OG0001068	Praf.g_02196	Prbf.g_00624
OG0001069	Praf.g_02195	Prbf.g_00623
OG0001070	Praf.g_02194	Prbf.g_00622
OG0001071	Praf.g_02193	Prbf.g_00621
OG0001072	Praf.g_02192	Prbf.g_00620
OG0001073	Praf.g_02191	Prbf.g_00619
OG0001074	Praf.g_02190	Prbf.g_00618
OG0001075	Praf.g_02189	Prbf.g_00617
OG0001076	Praf.g_02188	Prbf.g_00616
OG0001077	Praf.g_02187	Prbf.g_00615
OG0001078	Praf.g_02185	Prbf.g_00614
OG0001079	Praf.g_02184	Prbf.g_00613
OG0001080	Praf.g_02183	Prbf.g_00612
OG0001081	Praf.g_02170	Prbf.g_00608
OG0001082	Praf.g_02171	Prbf.g_00607
OG0001083	Praf.g_02175	Prbf.g_00604
OG0001084	Praf.g_02173	Prbf.g_00605
OG0001085	Praf.g_02172	Prbf.g_00606
OG0001086	Praf.g_02176	Prbf.g_00609
OG0001087	Praf.g_02177	Prbf.g_00610
OG0001088	Praf.g_02179	Prbf.g_00611
OG0001089	Praf.g_02163	Prbf.g_00601
OG0001090	Praf.g_02161	Prbf.g_00599
OG0001091	Praf.g_02160	Prbf.g_00598
OG0001092	Praf.g_02159	Prbf.g_00597
OG0001093	Praf.g_02158	Prbf.g_00596
OG0001094	Praf.g_02157	Prbf.g_00595
OG0001095	Praf.g_02156	Prbf.g_00594
OG0001096	Praf.g_02155	Prbf.g_00593
OG0001097	Praf.g_02154	Prbf.g_00592
OG0001098	Praf.g_02153	Prbf.g_00591
OG0001099	Praf.g_02152	Prbf.g_00590
OG0001100	Praf.g_02151	Prbf.g_00589
OG0001101	Praf.g_02150	Prbf.g_00588
OG0001102	Praf.g_02149	Prbf.g_00587
OG0001103	Praf.g_02148	Prbf.g_00586
OG0001104	Praf.g_02147	Prbf.g_00585
OG0001105	Praf.g_02146	Prbf.g_00584
OG0001106	Praf.g_02145	Prbf.g_00583
OG0001107	Praf.g_02144	Prbf.g_00582
OG0001108	Praf.g_02143	Prbf.g_00581
OG0001109	Praf.g_02142	Prbf.g_00580
OG0001110	Praf.g_02141	Prbf.g_00579
OG0001111	Praf.g_02140	Prbf.g_00578
OG0001112	Praf.g_02139	Prbf.g_00577
OG0001113	Praf.g_02138	Prbf.g_00576
OG0001114	Praf.g_02137	Prbf.g_00575
OG0001115	Praf.g_02136	Prbf.g_00574
OG0001116	Praf.g_02135	Prbf.g_00573
OG0001117	Praf.g_02134	Prbf.g_00572
OG0001118	Praf.g_02133	Prbf.g_00571
