Orthogroup	Praf	Prar
OG0000579	Praf.g_01733	Prar.g_01489
OG0000580	Praf.g_01736	Prar.g_01490
OG0000581	Praf.g_01737	Prar.g_01491
OG0000582	Praf.g_01738	Prar.g_01492
OG0000583	Praf.g_01739	Prar.g_01493
OG0000584	Praf.g_01741	Prar.g_01494
OG0000585	Praf.g_01742	Prar.g_01495
OG0000586	Praf.g_01744	Prar.g_01497
OG0000587	Praf.g_01745	Prar.g_01498
OG0000588	Praf.g_01749	Prar.g_01500
OG0000589	Praf.g_01751	Prar.g_01501
OG0000590	Praf.g_02344	Prar.g_01503
OG0000591	Praf.g_00371	Prar.g_01509
OG0000592	Praf.g_01127	Prar.g_01510
OG0000593	Praf.g_02570	Prar.g_01511
OG0000594	Praf.g_01572	Prar.g_01513
OG0000595	Praf.g_02180	Prar.g_01514
OG0000596	Praf.g_01210	Prar.g_01515
OG0000597	Praf.g_01230	Prar.g_01517
OG0000598	Praf.g_01225	Prar.g_01518
OG0000599	Praf.g_01221	Prar.g_01519
OG0000600	Praf.g_01220	Prar.g_01520
OG0000601	Praf.g_01207	Prar.g_01522
OG0000602	Praf.g_01206	Prar.g_01523
OG0000603	Praf.g_01205	Prar.g_01524
OG0000604	Praf.g_01121	Prar.g_01525
OG0000605	Praf.g_01122	Prar.g_01526
OG0000606	Praf.g_01124	Prar.g_01527
OG0000607	Praf.g_01126	Prar.g_01529
OG0000608	Praf.g_01489	Prar.g_01530
OG0000609	Praf.g_02767	Prar.g_01534
OG0000610	Praf.g_00817	Prar.g_01535
OG0000611	Praf.g_01303	Prar.g_01600
OG0000612	Praf.g_01304	Prar.g_01601
OG0000613	Praf.g_01305	Prar.g_01602
OG0000614	Praf.g_01307	Prar.g_01603
OG0000615	Praf.g_01308	Prar.g_01605
OG0000616	Praf.g_01309	Prar.g_01606
OG0000617	Praf.g_01310	Prar.g_01607
OG0000618	Praf.g_01311	Prar.g_01608
OG0000619	Praf.g_01313	Prar.g_01609
OG0000620	Praf.g_01314	Prar.g_01610
OG0000621	Praf.g_01315	Prar.g_01611
OG0000622	Praf.g_01316	Prar.g_01612
OG0000623	Praf.g_01317	Prar.g_01613
OG0000624	Praf.g_01318	Prar.g_01614
OG0000625	Praf.g_01319	Prar.g_01615
OG0000626	Praf.g_01320	Prar.g_01616
OG0000627	Praf.g_01441	Prar.g_01617
OG0000628	Praf.g_01440	Prar.g_01618
OG0000629	Praf.g_01437	Prar.g_01619
OG0000630	Praf.g_01436	Prar.g_01620
OG0000631	Praf.g_01433	Prar.g_01622
OG0000632	Praf.g_01139	Prar.g_01634
OG0000633	Praf.g_00710	Prar.g_01638
OG0000634	Praf.g_00617	Prar.g_01651
OG0000635	Praf.g_01400	Prar.g_01652
OG0000636	Praf.g_01401	Prar.g_01653
OG0000637	Praf.g_01402	Prar.g_01654
OG0000638	Praf.g_02063	Prar.g_01661
OG0000639	Praf.g_00360	Prar.g_01670
OG0000640	Praf.g_01432	Prar.g_01672
OG0000641	Praf.g_01429	Prar.g_01675
OG0000642	Praf.g_01428	Prar.g_01676
OG0000643	Praf.g_01427	Prar.g_01677
OG0000644	Praf.g_01524	Prar.g_01678
OG0000645	Praf.g_01525	Prar.g_01679
OG0000646	Praf.g_01526	Prar.g_01680
OG0000647	Praf.g_01527	Prar.g_01681
OG0000648	Praf.g_01529	Prar.g_01683
OG0000649	Praf.g_01530	Prar.g_01684
OG0000650	Praf.g_01531	Prar.g_01685
OG0000651	Praf.g_01532	Prar.g_01686
OG0000652	Praf.g_01533	Prar.g_01687
OG0000653	Praf.g_01534	Prar.g_01688
OG0000654	Praf.g_01536	Prar.g_01690
OG0000655	Praf.g_01538	Prar.g_01692
OG0000656	Praf.g_01539	Prar.g_01693
OG0000657	Praf.g_01540	Prar.g_01694
OG0000658	Praf.g_01541	Prar.g_01695
OG0000659	Praf.g_01542	Prar.g_01696
OG0000660	Praf.g_01543	Prar.g_01697
OG0000661	Praf.g_01545	Prar.g_01698
OG0000662	Praf.g_01547	Prar.g_01699
OG0000663	Praf.g_01548	Prar.g_01700
OG0000664	Praf.g_01549	Prar.g_01701
OG0000665	Praf.g_01550	Prar.g_01702
OG0000666	Praf.g_01551	Prar.g_01703
OG0000667	Praf.g_01552	Prar.g_01704
OG0000668	Praf.g_01553	Prar.g_01705
OG0000669	Praf.g_01557	Prar.g_01707
OG0000670	Praf.g_01558	Prar.g_01708
OG0000671	Praf.g_01559	Prar.g_01709
OG0000672	Praf.g_01560	Prar.g_01710
OG0000673	Praf.g_01561	Prar.g_01711
OG0000674	Praf.g_01562	Prar.g_01712
OG0000675	Praf.g_01585	Prar.g_01714
OG0000676	Praf.g_01586	Prar.g_01715
OG0000677	Praf.g_01590	Prar.g_01717
OG0000678	Praf.g_01592	Prar.g_01719
OG0000679	Praf.g_01594	Prar.g_01720
OG0000680	Praf.g_01595	Prar.g_01721
OG0000681	Praf.g_01596	Prar.g_01722
OG0000682	Praf.g_01597	Prar.g_01723
OG0000683	Praf.g_01599	Prar.g_01725
OG0000684	Praf.g_01600	Prar.g_01726
OG0000685	Praf.g_01601	Prar.g_01727
OG0000686	Praf.g_01602	Prar.g_01728
OG0000687	Praf.g_01603	Prar.g_01729
OG0000688	Praf.g_01604	Prar.g_01730
OG0000689	Praf.g_01606	Prar.g_01731
OG0000690	Praf.g_01607	Prar.g_01732
OG0000691	Praf.g_01608	Prar.g_01733
OG0000692	Praf.g_01619	Prar.g_01735
OG0000693	Praf.g_01620	Prar.g_01736
OG0000694	Praf.g_01622	Prar.g_01737
OG0000695	Praf.g_01625	Prar.g_01738
OG0000696	Praf.g_01627	Prar.g_01740
OG0000697	Praf.g_01629	Prar.g_01742
OG0000698	Praf.g_01444	Prar.g_01744
OG0000699	Praf.g_01323	Prar.g_01745
OG0000700	Praf.g_01339	Prar.g_01759
OG0000701	Praf.g_00222	Prar.g_01764
OG0000702	Praf.g_01638	Prar.g_01767
OG0000703	Praf.g_01454	Prar.g_01768
OG0000704	Praf.g_00961	Prar.g_01769
OG0000705	Praf.g_01455	Prar.g_01770
OG0000706	Praf.g_01456	Prar.g_01771
OG0000707	Praf.g_01458	Prar.g_01773
OG0000708	Praf.g_01459	Prar.g_01774
OG0000709	Praf.g_01461	Prar.g_01776
OG0000710	Praf.g_01462	Prar.g_01777
OG0000711	Praf.g_01463	Prar.g_01778
OG0000712	Praf.g_01464	Prar.g_01779
OG0000713	Praf.g_01465	Prar.g_01780
OG0000714	Praf.g_01467	Prar.g_01782
OG0000715	Praf.g_01469	Prar.g_01783
OG0000716	Praf.g_01475	Prar.g_01785
OG0000717	Praf.g_01478	Prar.g_01786
OG0000718	Praf.g_01480	Prar.g_01787
OG0000719	Praf.g_01494	Prar.g_01789
OG0000720	Praf.g_01495	Prar.g_01790
OG0000721	Praf.g_01497	Prar.g_01792
OG0000722	Praf.g_01498	Prar.g_01793
OG0000723	Praf.g_01499	Prar.g_01794
OG0000724	Praf.g_01512	Prar.g_01795
OG0000725	Praf.g_01511	Prar.g_01796
OG0000726	Praf.g_01510	Prar.g_01797
OG0000727	Praf.g_01509	Prar.g_01798
OG0000728	Praf.g_01508	Prar.g_01799
OG0000729	Praf.g_01506	Prar.g_01800
OG0000730	Praf.g_01503	Prar.g_01801
OG0000731	Praf.g_01515	Prar.g_01802
OG0000732	Praf.g_01516	Prar.g_01803
OG0000733	Praf.g_01517	Prar.g_01804
OG0000734	Praf.g_01519	Prar.g_01805
OG0000735	Praf.g_01520	Prar.g_01807
OG0000736	Praf.g_01522	Prar.g_01808
OG0000737	Praf.g_01523	Prar.g_01809
OG0000738	Praf.g_01426	Prar.g_01810
OG0000739	Praf.g_01425	Prar.g_01811
OG0000740	Praf.g_01424	Prar.g_01812
OG0000741	Praf.g_01422	Prar.g_01813
OG0000742	Praf.g_01420	Prar.g_01815
OG0000743	Praf.g_01419	Prar.g_01816
OG0000744	Praf.g_01417	Prar.g_01817
OG0000745	Praf.g_01416	Prar.g_01818
OG0000746	Praf.g_01415	Prar.g_01819
OG0000747	Praf.g_01006	Prar.g_01820
OG0000748	Praf.g_01408	Prar.g_01821
OG0000749	Praf.g_01407	Prar.g_01822
OG0000750	Praf.g_01405	Prar.g_01823
OG0000751	Praf.g_01404	Prar.g_01824
OG0000752	Praf.g_02684	Prar.g_01825
OG0000753	Praf.g_01399	Prar.g_01827
OG0000754	Praf.g_01398	Prar.g_01828
OG0000755	Praf.g_01397	Prar.g_01829
OG0000756	Praf.g_01395	Prar.g_01830
OG0000757	Praf.g_01394	Prar.g_01831
OG0000758	Praf.g_01393	Prar.g_01832
OG0000759	Praf.g_01388	Prar.g_01834
OG0000760	Praf.g_01387	Prar.g_01835
OG0000761	Praf.g_01385	Prar.g_01836
OG0000762	Praf.g_01382	Prar.g_01838
OG0000763	Praf.g_01380	Prar.g_01839
OG0000764	Praf.g_01378	Prar.g_01840
OG0000765	Praf.g_01377	Prar.g_01841
OG0000766	Praf.g_01376	Prar.g_01842
OG0000767	Praf.g_01374	Prar.g_01844
OG0000768	Praf.g_01372	Prar.g_01845
OG0000769	Praf.g_01371	Prar.g_01846
OG0000770	Praf.g_01370	Prar.g_01847
OG0000771	Praf.g_01369	Prar.g_01848
OG0000772	Praf.g_01073	Prar.g_01849
OG0000773	Praf.g_01366	Prar.g_01850
OG0000774	Praf.g_01364	Prar.g_01851
OG0000775	Praf.g_01362	Prar.g_01852
OG0000776	Praf.g_01360	Prar.g_01853
OG0000777	Praf.g_01359	Prar.g_01855
OG0000778	Praf.g_01358	Prar.g_01856
OG0000779	Praf.g_01355	Prar.g_01857
OG0000780	Praf.g_01353	Prar.g_01859
OG0000781	Praf.g_01349	Prar.g_01861
OG0000782	Praf.g_01348	Prar.g_01862
OG0000783	Praf.g_01343	Prar.g_01873
OG0000784	Praf.g_01341	Prar.g_01875
OG0000785	Praf.g_01340	Prar.g_01876
OG0000786	Praf.g_01338	Prar.g_01877
OG0000787	Praf.g_01337	Prar.g_01878
OG0000788	Praf.g_01331	Prar.g_01882
OG0000789	Praf.g_01328	Prar.g_01884
OG0000790	Praf.g_02685	Prar.g_01885
OG0000791	Praf.g_01327	Prar.g_01886
OG0000792	Praf.g_01326	Prar.g_01887
OG0000793	Praf.g_01325	Prar.g_01888
OG0000794	Praf.g_01322	Prar.g_01890
OG0000795	Praf.g_01287	Prar.g_01893
OG0000796	Praf.g_01286	Prar.g_01894
OG0000797	Praf.g_01283	Prar.g_01896
OG0000798	Praf.g_01281	Prar.g_01897
OG0000799	Praf.g_01280	Prar.g_01898
OG0000800	Praf.g_01279	Prar.g_01899
OG0000801	Praf.g_01276	Prar.g_01902
OG0000802	Praf.g_01275	Prar.g_01903
OG0000803	Praf.g_01270	Prar.g_01905
OG0000804	Praf.g_01269	Prar.g_01906
OG0000805	Praf.g_01268	Prar.g_01907
OG0000806	Praf.g_01267	Prar.g_01909
OG0000807	Praf.g_01296	Prar.g_01935
OG0000808	Praf.g_01652	Prar.g_01944
OG0000809	Praf.g_00558	Prar.g_01947
OG0000810	Praf.g_01008	Prar.g_01948
OG0000811	Praf.g_00162	Prar.g_01955
OG0000812	Praf.g_02056	Prar.g_01324
OG0000813	Praf.g_02047	Prar.g_01320
OG0000814	Praf.g_01825	Prar.g_01318
OG0000815	Praf.g_01671	Prar.g_01309
OG0000816	Praf.g_02698	Prar.g_01295
OG0000817	Praf.g_02691	Prar.g_01294
OG0000818	Praf.g_00359	Prar.g_01289
OG0000819	Praf.g_01832	Prar.g_01282
OG0000820	Praf.g_00233	Prar.g_01278
OG0000821	Praf.g_00822	Prar.g_01276
OG0000822	Praf.g_00823	Prar.g_01275
OG0000823	Praf.g_00824	Prar.g_01274
OG0000824	Praf.g_00825	Prar.g_01273
OG0000825	Praf.g_00826	Prar.g_01272
OG0000826	Praf.g_00827	Prar.g_01271
OG0000827	Praf.g_00830	Prar.g_01270
OG0000828	Praf.g_00832	Prar.g_01269
OG0000829	Praf.g_00833	Prar.g_01268
OG0000830	Praf.g_00836	Prar.g_01267
OG0000831	Praf.g_00853	Prar.g_01264
OG0000832	Praf.g_00855	Prar.g_01262
OG0000833	Praf.g_00856	Prar.g_01261
OG0000834	Praf.g_00858	Prar.g_01260
OG0000835	Praf.g_00859	Prar.g_01259
OG0000836	Praf.g_00860	Prar.g_01258
OG0000837	Praf.g_00870	Prar.g_01256
OG0000838	Praf.g_00872	Prar.g_01255
OG0000839	Praf.g_00873	Prar.g_01254
OG0000840	Praf.g_00874	Prar.g_01253
OG0000841	Praf.g_00875	Prar.g_01252
OG0000842	Praf.g_00879	Prar.g_01251
OG0000843	Praf.g_00880	Prar.g_01250
OG0000844	Praf.g_00881	Prar.g_01249
OG0000845	Praf.g_00882	Prar.g_01248
OG0000846	Praf.g_00885	Prar.g_01245
OG0000847	Praf.g_00886	Prar.g_01243
OG0000848	Praf.g_00914	Prar.g_01242
OG0000849	Praf.g_00917	Prar.g_01241
OG0000850	Praf.g_00918	Prar.g_01240
OG0000851	Praf.g_00921	Prar.g_01239
OG0000852	Praf.g_00923	Prar.g_01237
OG0000853	Praf.g_00925	Prar.g_01236
OG0000854	Praf.g_00927	Prar.g_01234
OG0000855	Praf.g_00928	Prar.g_01233
OG0000856	Praf.g_00929	Prar.g_01232
OG0000857	Praf.g_00930	Prar.g_01231
OG0000858	Praf.g_00931	Prar.g_01230
OG0000859	Praf.g_00932	Prar.g_01229
OG0000860	Praf.g_00933	Prar.g_01228
OG0000861	Praf.g_00913	Prar.g_01227
OG0000862	Praf.g_00912	Prar.g_01226
OG0000863	Praf.g_00911	Prar.g_01225
OG0000864	Praf.g_00910	Prar.g_01224
OG0000865	Praf.g_00908	Prar.g_01223
OG0000866	Praf.g_00905	Prar.g_01222
OG0000867	Praf.g_00904	Prar.g_01221
OG0000868	Praf.g_00902	Prar.g_01220
OG0000869	Praf.g_00899	Prar.g_01218
OG0000870	Praf.g_00898	Prar.g_01217
OG0000871	Praf.g_00895	Prar.g_01215
OG0000872	Praf.g_00894	Prar.g_01214
OG0000873	Praf.g_00892	Prar.g_01212
OG0000874	Praf.g_00891	Prar.g_01211
OG0000875	Praf.g_00888	Prar.g_01210
OG0000876	Praf.g_00887	Prar.g_01209
OG0000877	Praf.g_00937	Prar.g_01207
OG0000878	Praf.g_00548	Prar.g_00976
OG0000879	Praf.g_00810	Prar.g_00966
OG0000880	Praf.g_00809	Prar.g_00965
OG0000881	Praf.g_00808	Prar.g_00964
OG0000882	Praf.g_00806	Prar.g_00963
OG0000883	Praf.g_00804	Prar.g_00962
OG0000884	Praf.g_00802	Prar.g_00960
OG0000885	Praf.g_00801	Prar.g_00959
OG0000886	Praf.g_00800	Prar.g_00958
OG0000887	Praf.g_00799	Prar.g_00957
OG0000888	Praf.g_00798	Prar.g_00956
OG0000889	Praf.g_00794	Prar.g_00953
OG0000890	Praf.g_00791	Prar.g_00952
OG0000891	Praf.g_00790	Prar.g_00951
OG0000892	Praf.g_00787	Prar.g_00949
OG0000893	Praf.g_00786	Prar.g_00948
OG0000894	Praf.g_00785	Prar.g_00947
OG0000895	Praf.g_00784	Prar.g_00946
OG0000896	Praf.g_00783	Prar.g_00945
OG0000897	Praf.g_00782	Prar.g_00944
OG0000898	Praf.g_00777	Prar.g_00942
OG0000899	Praf.g_00776	Prar.g_00941
OG0000900	Praf.g_01886	Prar.g_00929
OG0000901	Praf.g_01897	Prar.g_00925
OG0000902	Praf.g_01996	Prar.g_00924
OG0000903	Praf.g_01623	Prar.g_00923
OG0000904	Praf.g_01001	Prar.g_00921
OG0000905	Praf.g_01271	Prar.g_00919
OG0000906	Praf.g_01294	Prar.g_00917
OG0000907	Praf.g_01635	Prar.g_00916
OG0000908	Praf.g_00494	Prar.g_00913
OG0000909	Praf.g_00582	Prar.g_00909
OG0000910	Praf.g_00581	Prar.g_00908
OG0000911	Praf.g_00580	Prar.g_00907
OG0000912	Praf.g_00579	Prar.g_00906
OG0000913	Praf.g_00578	Prar.g_00905
OG0000914	Praf.g_00577	Prar.g_00904
OG0000915	Praf.g_00576	Prar.g_00903
OG0000916	Praf.g_00575	Prar.g_00902
OG0000917	Praf.g_00573	Prar.g_00901
OG0000918	Praf.g_00572	Prar.g_00900
OG0000919	Praf.g_00571	Prar.g_00899
OG0000920	Praf.g_00570	Prar.g_00898
OG0000921	Praf.g_00569	Prar.g_00897
OG0000922	Praf.g_00568	Prar.g_00896
OG0000923	Praf.g_00567	Prar.g_00895
OG0000924	Praf.g_00566	Prar.g_00894
OG0000925	Praf.g_00565	Prar.g_00893
OG0000926	Praf.g_02394	Prar.g_00375
OG0000927	Praf.g_01765	Prar.g_00357
OG0000928	Praf.g_01766	Prar.g_00356
OG0000929	Praf.g_01767	Prar.g_00355
OG0000930	Praf.g_01772	Prar.g_00354
OG0000931	Praf.g_01773	Prar.g_00353
OG0000932	Praf.g_01779	Prar.g_00351
OG0000933	Praf.g_01781	Prar.g_00350
OG0000934	Praf.g_01782	Prar.g_00349
OG0000935	Praf.g_01783	Prar.g_00348
OG0000936	Praf.g_01784	Prar.g_00347
OG0000937	Praf.g_01785	Prar.g_00346
OG0000938	Praf.g_01787	Prar.g_00345
OG0000939	Praf.g_01788	Prar.g_00344
OG0000940	Praf.g_01790	Prar.g_00343
OG0000941	Praf.g_01792	Prar.g_00341
OG0000942	Praf.g_01793	Prar.g_00340
OG0000943	Praf.g_01796	Prar.g_00337
OG0000944	Praf.g_01801	Prar.g_00336
OG0000945	Praf.g_01802	Prar.g_00335
OG0000946	Praf.g_01803	Prar.g_00842
OG0000947	Praf.g_01804	Prar.g_00841
OG0000948	Praf.g_01805	Prar.g_00840
OG0000949	Praf.g_01806	Prar.g_00839
OG0000950	Praf.g_01807	Prar.g_00838
OG0000951	Praf.g_01808	Prar.g_00837
OG0000952	Praf.g_01809	Prar.g_00836
OG0000953	Praf.g_01810	Prar.g_00835
OG0000954	Praf.g_01817	Prar.g_00834
OG0000955	Praf.g_01818	Prar.g_00833
OG0000956	Praf.g_01819	Prar.g_00832
OG0000957	Praf.g_01820	Prar.g_00831
OG0000958	Praf.g_01822	Prar.g_00830
OG0000959	Praf.g_01823	Prar.g_00829
OG0000960	Praf.g_01824	Prar.g_00828
OG0000961	Praf.g_01831	Prar.g_00824
OG0000962	Praf.g_01833	Prar.g_00823
OG0000963	Praf.g_01834	Prar.g_00822
OG0000964	Praf.g_01837	Prar.g_00820
OG0000965	Praf.g_01838	Prar.g_00819
OG0000966	Praf.g_01839	Prar.g_00818
OG0000967	Praf.g_01840	Prar.g_00817
OG0000968	Praf.g_01841	Prar.g_00816
OG0000969	Praf.g_01842	Prar.g_00815
OG0000970	Praf.g_01843	Prar.g_00814
OG0000971	Praf.g_01844	Prar.g_00813
OG0000972	Praf.g_01845	Prar.g_00812
OG0000973	Praf.g_01846	Prar.g_00811
OG0000974	Praf.g_01849	Prar.g_00809
OG0000975	Praf.g_00956	Prar.g_00806
OG0000976	Praf.g_00554	Prar.g_00804
OG0000977	Praf.g_00542	Prar.g_00803
OG0000978	Praf.g_00540	Prar.g_00802
OG0000979	Praf.g_00538	Prar.g_00800
OG0000980	Praf.g_00537	Prar.g_00799
OG0000981	Praf.g_01653	Prar.g_00798
OG0000982	Praf.g_00536	Prar.g_00797
OG0000983	Praf.g_00534	Prar.g_00795
OG0000984	Praf.g_00533	Prar.g_00794
OG0000985	Praf.g_00532	Prar.g_00793
OG0000986	Praf.g_00530	Prar.g_00792
OG0000987	Praf.g_00529	Prar.g_00791
OG0000988	Praf.g_00526	Prar.g_00790
OG0000989	Praf.g_00525	Prar.g_00789
OG0000990	Praf.g_00524	Prar.g_00788
OG0000991	Praf.g_00523	Prar.g_00787
OG0000992	Praf.g_00522	Prar.g_00786
OG0000993	Praf.g_00521	Prar.g_00785
OG0000994	Praf.g_00520	Prar.g_00784
OG0000995	Praf.g_00518	Prar.g_00783
OG0000996	Praf.g_00517	Prar.g_00782
OG0000997	Praf.g_00516	Prar.g_00781
OG0000998	Praf.g_00515	Prar.g_00780
OG0000999	Praf.g_00513	Prar.g_00779
OG0001000	Praf.g_00512	Prar.g_00778
OG0001001	Praf.g_00511	Prar.g_00776
OG0001002	Praf.g_00508	Prar.g_00775
OG0001003	Praf.g_00507	Prar.g_00774
OG0001004	Praf.g_00370	Prar.g_00773
OG0001005	Praf.g_00504	Prar.g_00772
OG0001006	Praf.g_00503	Prar.g_00771
OG0001007	Praf.g_00502	Prar.g_00770
OG0001008	Praf.g_00500	Prar.g_00768
OG0001009	Praf.g_00499	Prar.g_00767
OG0001010	Praf.g_01650	Prar.g_00760
OG0001011	Praf.g_01677	Prar.g_00753
OG0001012	Praf.g_01546	Prar.g_00725
OG0001013	Praf.g_00490	Prar.g_01149
OG0001014	Praf.g_00489	Prar.g_01148
OG0001015	Praf.g_00479	Prar.g_01142
OG0001016	Praf.g_00478	Prar.g_01141
OG0001017	Praf.g_00477	Prar.g_01140
OG0001018	Praf.g_00475	Prar.g_01139
OG0001019	Praf.g_00472	Prar.g_01137
OG0001020	Praf.g_00471	Prar.g_01136
OG0001021	Praf.g_00470	Prar.g_01135
OG0001022	Praf.g_00469	Prar.g_01134
OG0001023	Praf.g_00468	Prar.g_01133
OG0001024	Praf.g_00466	Prar.g_01132
OG0001025	Praf.g_00465	Prar.g_01131
OG0001026	Praf.g_00464	Prar.g_01129
OG0001027	Praf.g_00463	Prar.g_01128
OG0001028	Praf.g_00462	Prar.g_01127
OG0001029	Praf.g_00461	Prar.g_01126
OG0001030	Praf.g_00460	Prar.g_01125
OG0001031	Praf.g_00459	Prar.g_01124
OG0001032	Praf.g_00458	Prar.g_01123
OG0001033	Praf.g_00457	Prar.g_01122
OG0001034	Praf.g_00455	Prar.g_01121
OG0001035	Praf.g_00453	Prar.g_01964
OG0001036	Praf.g_00452	Prar.g_01965
OG0001037	Praf.g_00450	Prar.g_01966
OG0001038	Praf.g_00449	Prar.g_01967
OG0001039	Praf.g_00448	Prar.g_01968
OG0001040	Praf.g_00447	Prar.g_01969
OG0001041	Praf.g_00446	Prar.g_01970
OG0001042	Praf.g_00444	Prar.g_01971
OG0001043	Praf.g_00443	Prar.g_01963
OG0001044	Praf.g_00442	Prar.g_01962
OG0001045	Praf.g_00441	Prar.g_01961
OG0001046	Praf.g_00440	Prar.g_01960
OG0001047	Praf.g_00435	Prar.g_01957
OG0001048	Praf.g_00433	Prar.g_00596
OG0001049	Praf.g_00432	Prar.g_00597
OG0001050	Praf.g_00431	Prar.g_00598
OG0001051	Praf.g_00430	Prar.g_00599
OG0001052	Praf.g_00429	Prar.g_00600
OG0001053	Praf.g_00427	Prar.g_00601
OG0001054	Praf.g_00425	Prar.g_00603
OG0001055	Praf.g_00424	Prar.g_00604
OG0001056	Praf.g_00423	Prar.g_00605
OG0001057	Praf.g_00422	Prar.g_00606
OG0001058	Praf.g_00421	Prar.g_00607
OG0001059	Praf.g_00420	Prar.g_00608
OG0001060	Praf.g_00419	Prar.g_00609
OG0001061	Praf.g_00418	Prar.g_00610
OG0001062	Praf.g_00405	Prar.g_00611
OG0001063	Praf.g_00404	Prar.g_00612
OG0001064	Praf.g_00402	Prar.g_01119
OG0001065	Praf.g_02202	Prar.g_01114
OG0001066	Praf.g_02200	Prar.g_01113
OG0001067	Praf.g_02199	Prar.g_01112
OG0001068	Praf.g_02196	Prar.g_01110
OG0001069	Praf.g_02195	Prar.g_01109
OG0001070	Praf.g_02194	Prar.g_01108
OG0001071	Praf.g_02193	Prar.g_01107
OG0001072	Praf.g_02192	Prar.g_01106
OG0001073	Praf.g_02191	Prar.g_01105
OG0001074	Praf.g_02190	Prar.g_01104
OG0001075	Praf.g_02189	Prar.g_01103
OG0001076	Praf.g_02188	Prar.g_01102
OG0001077	Praf.g_02187	Prar.g_01101
OG0001078	Praf.g_02185	Prar.g_01100
OG0001079	Praf.g_02184	Prar.g_01099
OG0001080	Praf.g_02183	Prar.g_01098
OG0001081	Praf.g_02170	Prar.g_01095
OG0001082	Praf.g_02171	Prar.g_01094
OG0001083	Praf.g_02175	Prar.g_01093
OG0001084	Praf.g_02173	Prar.g_01091
OG0001085	Praf.g_02172	Prar.g_01090
OG0001086	Praf.g_02176	Prar.g_01089
OG0001087	Praf.g_02177	Prar.g_01088
OG0001088	Praf.g_02179	Prar.g_01087
OG0001089	Praf.g_02163	Prar.g_01069
OG0001090	Praf.g_02161	Prar.g_01067
OG0001091	Praf.g_02160	Prar.g_01066
OG0001092	Praf.g_02159	Prar.g_01065
OG0001093	Praf.g_02158	Prar.g_01064
OG0001094	Praf.g_02157	Prar.g_01063
OG0001095	Praf.g_02156	Prar.g_01062
OG0001096	Praf.g_02155	Prar.g_01061
OG0001097	Praf.g_02154	Prar.g_01060
OG0001098	Praf.g_02153	Prar.g_01059
OG0001099	Praf.g_02152	Prar.g_01058
OG0001100	Praf.g_02151	Prar.g_01057
OG0001101	Praf.g_02150	Prar.g_01056
OG0001102	Praf.g_02149	Prar.g_01055
OG0001103	Praf.g_02148	Prar.g_01054
OG0001104	Praf.g_02147	Prar.g_01053
OG0001105	Praf.g_02146	Prar.g_01052
OG0001106	Praf.g_02145	Prar.g_01051
OG0001107	Praf.g_02144	Prar.g_01050
OG0001108	Praf.g_02143	Prar.g_01049
OG0001109	Praf.g_02142	Prar.g_01048
OG0001110	Praf.g_02141	Prar.g_01047
OG0001111	Praf.g_02140	Prar.g_01046
OG0001112	Praf.g_02139	Prar.g_01045
OG0001113	Praf.g_02138	Prar.g_01044
OG0001114	Praf.g_02137	Prar.g_01043
OG0001115	Praf.g_02136	Prar.g_01042
OG0001116	Praf.g_02135	Prar.g_01041
OG0001117	Praf.g_02134	Prar.g_01040
OG0001118	Praf.g_02133	Prar.g_01039
OG0001119	Praf.g_02132	Prar.g_01038
OG0001120	Praf.g_02131	Prar.g_01037
OG0001121	Praf.g_02128	Prar.g_01035
OG0001122	Praf.g_02127	Prar.g_01034
OG0001123	Praf.g_02126	Prar.g_01033
OG0001124	Praf.g_02124	Prar.g_01031
OG0001125	Praf.g_02122	Prar.g_01029
OG0001126	Praf.g_02121	Prar.g_01028
OG0001127	Praf.g_02118	Prar.g_01026
OG0001128	Praf.g_02117	Prar.g_01025
OG0001129	Praf.g_02112	Prar.g_01024
OG0001130	Praf.g_02109	Prar.g_01022
OG0001131	Praf.g_02108	Prar.g_01021
OG0001132	Praf.g_02107	Prar.g_01020
OG0001133	Praf.g_02106	Prar.g_01019
OG0001134	Praf.g_02105	Prar.g_01018
OG0001135	Praf.g_02104	Prar.g_01017
OG0001136	Praf.g_02103	Prar.g_01016
OG0001137	Praf.g_02102	Prar.g_01015
OG0001138	Praf.g_02101	Prar.g_01014
OG0001139	Praf.g_02099	Prar.g_01013
OG0001140	Praf.g_02097	Prar.g_01012
OG0001141	Praf.g_02096	Prar.g_01011
OG0001142	Praf.g_02082	Prar.g_00617
OG0001143	Praf.g_02081	Prar.g_00618
OG0001144	Praf.g_02079	Prar.g_00619
OG0001145	Praf.g_02078	Prar.g_00620
OG0001146	Praf.g_02077	Prar.g_00621
OG0001147	Praf.g_02076	Prar.g_00622
OG0001148	Praf.g_02075	Prar.g_00623
OG0001149	Praf.g_02372	Prar.g_00625
OG0001150	Praf.g_02375	Prar.g_00626
OG0001151	Praf.g_02383	Prar.g_00628
OG0001152	Praf.g_02384	Prar.g_00629
OG0001153	Praf.g_02386	Prar.g_00630
OG0001154	Praf.g_02388	Prar.g_00632
OG0001155	Praf.g_02391	Prar.g_00634
OG0001156	Praf.g_02393	Prar.g_00636
OG0001157	Praf.g_02395	Prar.g_00637
OG0001158	Praf.g_02397	Prar.g_00639
OG0001159	Praf.g_02398	Prar.g_00640
OG0001160	Praf.g_02399	Prar.g_00641
