Orthogroup	Prao	Praj
OG0000575	Prao.g_00067	Praj.g_00616
OG0000576	Prao.g_00068	Praj.g_00617
OG0000577	Prao.g_00069	Praj.g_00618
OG0000578	Prao.g_00070	Praj.g_00619
OG0000579	Prao.g_00071	Praj.g_00620
OG0000580	Prao.g_00072	Praj.g_00621
OG0000581	Prao.g_00073	Praj.g_00622
OG0000582	Prao.g_00074	Praj.g_00623
OG0000583	Prao.g_00075	Praj.g_00624
OG0000584	Prao.g_00077	Praj.g_00626
OG0000585	Prao.g_00078	Praj.g_00627
OG0000586	Prao.g_00079	Praj.g_00628
OG0000587	Prao.g_00080	Praj.g_00629
OG0000588	Prao.g_00081	Praj.g_00630
OG0000589	Prao.g_00082	Praj.g_00631
OG0000590	Prao.g_00083	Praj.g_00632
OG0000591	Prao.g_00084	Praj.g_00633
OG0000592	Prao.g_00085	Praj.g_00634
OG0000593	Prao.g_00086	Praj.g_00635
OG0000594	Prao.g_00087	Praj.g_00636
OG0000595	Prao.g_00088	Praj.g_00637
OG0000596	Prao.g_00089	Praj.g_00638
OG0000597	Prao.g_00093	Praj.g_00642
OG0000598	Prao.g_00094	Praj.g_00643
OG0000599	Prao.g_00095	Praj.g_00644
OG0000600	Prao.g_00096	Praj.g_00645
OG0000601	Prao.g_00097	Praj.g_00646
OG0000602	Prao.g_00098	Praj.g_00647
OG0000603	Prao.g_00099	Praj.g_00648
OG0000604	Prao.g_00100	Praj.g_00649
OG0000605	Prao.g_00101	Praj.g_00650
OG0000606	Prao.g_00102	Praj.g_00651
OG0000607	Prao.g_00103	Praj.g_00653
OG0000608	Prao.g_00104	Praj.g_00654
OG0000609	Prao.g_00106	Praj.g_00656
OG0000610	Prao.g_00107	Praj.g_00657
OG0000611	Prao.g_00109	Praj.g_00660
OG0000612	Prao.g_00110	Praj.g_00661
OG0000613	Prao.g_00112	Praj.g_00663
OG0000614	Prao.g_00117	Praj.g_00671
OG0000615	Prao.g_00118	Praj.g_00672
OG0000616	Prao.g_00119	Praj.g_00673
OG0000617	Prao.g_00121	Praj.g_00676
OG0000618	Prao.g_00122	Praj.g_00677
OG0000619	Prao.g_00123	Praj.g_00678
OG0000620	Prao.g_00125	Praj.g_00680
OG0000621	Prao.g_00126	Praj.g_00681
OG0000622	Prao.g_00127	Praj.g_00682
OG0000623	Prao.g_00128	Praj.g_00683
OG0000624	Prao.g_00130	Praj.g_00686
OG0000625	Prao.g_00131	Praj.g_00687
OG0000626	Prao.g_00132	Praj.g_00688
OG0000627	Prao.g_00133	Praj.g_01396
OG0000628	Prao.g_00134	Praj.g_00689
OG0000629	Prao.g_00135	Praj.g_00690
OG0000630	Prao.g_00137	Praj.g_00692
OG0000631	Prao.g_00138	Praj.g_00693
OG0000632	Prao.g_00142	Praj.g_02137
OG0000633	Prao.g_00143	Praj.g_01218
OG0000634	Prao.g_00649	Praj.g_00699
OG0000635	Prao.g_00651	Praj.g_00701
OG0000636	Prao.g_00652	Praj.g_00702
OG0000637	Prao.g_00654	Praj.g_00704
OG0000638	Prao.g_00655	Praj.g_00705
OG0000639	Prao.g_00656	Praj.g_00706
OG0000640	Prao.g_00657	Praj.g_00707
OG0000641	Prao.g_00658	Praj.g_00708
OG0000642	Prao.g_00659	Praj.g_00709
OG0000643	Prao.g_00660	Praj.g_00710
OG0000644	Prao.g_00662	Praj.g_00712
OG0000645	Prao.g_00663	Praj.g_00714
OG0000646	Prao.g_00664	Praj.g_00715
OG0000647	Prao.g_00665	Praj.g_00716
OG0000648	Prao.g_00666	Praj.g_00718
OG0000649	Prao.g_00667	Praj.g_00719
OG0000650	Prao.g_00668	Praj.g_00720
OG0000651	Prao.g_00669	Praj.g_00721
OG0000652	Prao.g_00671	Praj.g_00723
OG0000653	Prao.g_00685	Praj.g_00069
OG0000654	Prao.g_00687	Praj.g_00091
OG0000655	Prao.g_00696	Praj.g_01398
OG0000656	Prao.g_00701	Praj.g_01054
OG0000657	Prao.g_00704	Praj.g_00938
OG0000658	Prao.g_00705	Praj.g_00937
OG0000659	Prao.g_00706	Praj.g_00936
OG0000660	Prao.g_00718	Praj.g_00373
OG0000661	Prao.g_00727	Praj.g_00913
OG0000662	Prao.g_00729	Praj.g_00915
OG0000663	Prao.g_00732	Praj.g_00917
OG0000664	Prao.g_00733	Praj.g_00918
OG0000665	Prao.g_00734	Praj.g_00919
OG0000666	Prao.g_00735	Praj.g_00763
OG0000667	Prao.g_00736	Praj.g_00764
OG0000668	Prao.g_00737	Praj.g_00765
OG0000669	Prao.g_00738	Praj.g_00766
OG0000670	Prao.g_00740	Praj.g_00768
OG0000671	Prao.g_00741	Praj.g_00769
OG0000672	Prao.g_00742	Praj.g_00770
OG0000673	Prao.g_00743	Praj.g_00771
OG0000674	Prao.g_00744	Praj.g_00772
OG0000675	Prao.g_00745	Praj.g_00773
OG0000676	Prao.g_00747	Praj.g_00775
OG0000677	Prao.g_00749	Praj.g_00777
OG0000678	Prao.g_00750	Praj.g_00778
OG0000679	Prao.g_00751	Praj.g_00779
OG0000680	Prao.g_00752	Praj.g_00780
OG0000681	Prao.g_00753	Praj.g_00781
OG0000682	Prao.g_00754	Praj.g_00782
OG0000683	Prao.g_00755	Praj.g_00784
OG0000684	Prao.g_00756	Praj.g_00786
OG0000685	Prao.g_00757	Praj.g_00787
OG0000686	Prao.g_00758	Praj.g_00788
OG0000687	Prao.g_00759	Praj.g_00789
OG0000688	Prao.g_00760	Praj.g_00790
OG0000689	Prao.g_00761	Praj.g_00791
OG0000690	Prao.g_00762	Praj.g_00792
OG0000691	Prao.g_00764	Praj.g_00794
OG0000692	Prao.g_00765	Praj.g_00795
OG0000693	Prao.g_00766	Praj.g_00796
OG0000694	Prao.g_00767	Praj.g_00797
OG0000695	Prao.g_00768	Praj.g_00798
OG0000696	Prao.g_00769	Praj.g_00799
OG0000697	Prao.g_00771	Praj.g_00801
OG0000698	Prao.g_00772	Praj.g_00802
OG0000699	Prao.g_00776	Praj.g_00805
OG0000700	Prao.g_00777	Praj.g_00806
OG0000701	Prao.g_00778	Praj.g_00808
OG0000702	Prao.g_00779	Praj.g_00809
OG0000703	Prao.g_00780	Praj.g_00810
OG0000704	Prao.g_00781	Praj.g_00811
OG0000705	Prao.g_00783	Praj.g_00814
OG0000706	Prao.g_00784	Praj.g_00815
OG0000707	Prao.g_00785	Praj.g_00816
OG0000708	Prao.g_00786	Praj.g_00817
OG0000709	Prao.g_00787	Praj.g_00818
OG0000710	Prao.g_00788	Praj.g_00819
OG0000711	Prao.g_00789	Praj.g_00820
OG0000712	Prao.g_00790	Praj.g_00821
OG0000713	Prao.g_00791	Praj.g_00822
OG0000714	Prao.g_00793	Praj.g_00825
OG0000715	Prao.g_00794	Praj.g_00826
OG0000716	Prao.g_00795	Praj.g_00827
OG0000717	Prao.g_00796	Praj.g_00828
OG0000718	Prao.g_00797	Praj.g_00829
OG0000719	Prao.g_00799	Praj.g_00831
OG0000720	Prao.g_00801	Praj.g_00835
OG0000721	Prao.g_00802	Praj.g_00836
OG0000722	Prao.g_00829	Praj.g_00869
OG0000723	Prao.g_00834	Praj.g_00872
OG0000724	Prao.g_00837	Praj.g_00877
OG0000725	Prao.g_00838	Praj.g_00879
OG0000726	Prao.g_00839	Praj.g_00880
OG0000727	Prao.g_00840	Praj.g_00881
OG0000728	Prao.g_00841	Praj.g_00882
OG0000729	Prao.g_00842	Praj.g_00884
OG0000730	Prao.g_00843	Praj.g_00885
OG0000731	Prao.g_00845	Praj.g_00887
OG0000732	Prao.g_00846	Praj.g_00888
OG0000733	Prao.g_00847	Praj.g_00889
OG0000734	Prao.g_00848	Praj.g_00890
OG0000735	Prao.g_00849	Praj.g_00891
OG0000736	Prao.g_00851	Praj.g_00893
OG0000737	Prao.g_00852	Praj.g_00894
OG0000738	Prao.g_00854	Praj.g_00897
OG0000739	Prao.g_00855	Praj.g_00898
OG0000740	Prao.g_00856	Praj.g_00899
OG0000741	Prao.g_00858	Praj.g_00901
OG0000742	Prao.g_00859	Praj.g_00902
OG0000743	Prao.g_00862	Praj.g_00906
OG0000744	Prao.g_00863	Praj.g_00907
OG0000745	Prao.g_00864	Praj.g_00748
OG0000746	Prao.g_00865	Praj.g_00749
OG0000747	Prao.g_00866	Praj.g_00750
OG0000748	Prao.g_00867	Praj.g_00751
OG0000749	Prao.g_00868	Praj.g_00752
OG0000750	Prao.g_00869	Praj.g_00753
OG0000751	Prao.g_00871	Praj.g_00755
OG0000752	Prao.g_00872	Praj.g_00756
OG0000753	Prao.g_00873	Praj.g_00757
OG0000754	Prao.g_00874	Praj.g_00758
OG0000755	Prao.g_00876	Praj.g_00760
OG0000756	Prao.g_00877	Praj.g_00761
OG0000757	Prao.g_00878	Praj.g_00762
OG0000758	Prao.g_00879	Praj.g_00920
OG0000759	Prao.g_00880	Praj.g_00921
OG0000760	Prao.g_00881	Praj.g_00922
OG0000761	Prao.g_00882	Praj.g_00923
OG0000762	Prao.g_00884	Praj.g_00925
OG0000763	Prao.g_00885	Praj.g_00926
OG0000764	Prao.g_00886	Praj.g_00927
OG0000765	Prao.g_00887	Praj.g_00928
OG0000766	Prao.g_00888	Praj.g_00929
OG0000767	Prao.g_00889	Praj.g_00930
OG0000768	Prao.g_00890	Praj.g_00931
OG0000769	Prao.g_00891	Praj.g_00932
OG0000770	Prao.g_00892	Praj.g_00933
OG0000771	Prao.g_00893	Praj.g_00934
OG0000772	Prao.g_00894	Praj.g_00847
OG0000773	Prao.g_00896	Praj.g_00939
OG0000774	Prao.g_00897	Praj.g_00940
OG0000775	Prao.g_00898	Praj.g_00941
OG0000776	Prao.g_00899	Praj.g_00943
OG0000777	Prao.g_00900	Praj.g_00944
OG0000778	Prao.g_00901	Praj.g_00945
OG0000779	Prao.g_00903	Praj.g_00947
OG0000780	Prao.g_00904	Praj.g_00948
OG0000781	Prao.g_00905	Praj.g_00949
OG0000782	Prao.g_00907	Praj.g_00951
OG0000783	Prao.g_00908	Praj.g_00952
OG0000784	Prao.g_00909	Praj.g_00953
OG0000785	Prao.g_00910	Praj.g_00954
OG0000786	Prao.g_00911	Praj.g_00955
OG0000787	Prao.g_00913	Praj.g_00957
OG0000788	Prao.g_00914	Praj.g_00958
OG0000789	Prao.g_00915	Praj.g_00959
OG0000790	Prao.g_00916	Praj.g_00960
OG0000791	Prao.g_00917	Praj.g_00961
OG0000792	Prao.g_00918	Praj.g_00085
OG0000793	Prao.g_00919	Praj.g_00963
OG0000794	Prao.g_00920	Praj.g_00964
OG0000795	Prao.g_00921	Praj.g_00965
OG0000796	Prao.g_00923	Praj.g_00966
OG0000797	Prao.g_00925	Praj.g_00968
OG0000798	Prao.g_00926	Praj.g_00969
OG0000799	Prao.g_00927	Praj.g_00970
OG0000800	Prao.g_00928	Praj.g_00971
OG0000801	Prao.g_00929	Praj.g_00972
OG0000802	Prao.g_00931	Praj.g_00973
OG0000803	Prao.g_00932	Praj.g_00974
OG0000804	Prao.g_00943	Praj.g_00991
OG0000805	Prao.g_00945	Praj.g_00992
OG0000806	Prao.g_00946	Praj.g_00993
OG0000807	Prao.g_00947	Praj.g_00994
OG0000808	Prao.g_00948	Praj.g_00995
OG0000809	Prao.g_00952	Praj.g_00999
OG0000810	Prao.g_00953	Praj.g_01001
OG0000811	Prao.g_00954	Praj.g_01002
OG0000812	Prao.g_00955	Praj.g_00846
OG0000813	Prao.g_00956	Praj.g_01003
OG0000814	Prao.g_00957	Praj.g_01004
OG0000815	Prao.g_00958	Praj.g_01005
OG0000816	Prao.g_00960	Praj.g_01008
OG0000817	Prao.g_00963	Praj.g_01012
OG0000818	Prao.g_00964	Praj.g_01013
OG0000819	Prao.g_00966	Praj.g_01016
OG0000820	Prao.g_00967	Praj.g_01017
OG0000821	Prao.g_00968	Praj.g_01018
OG0000822	Prao.g_00969	Praj.g_01019
OG0000823	Prao.g_00972	Praj.g_01022
OG0000824	Prao.g_00973	Praj.g_01023
OG0000825	Prao.g_00975	Praj.g_00845
OG0000826	Prao.g_00976	Praj.g_00844
OG0000827	Prao.g_00977	Praj.g_00843
OG0000828	Prao.g_00979	Praj.g_00841
OG0000829	Prao.g_01007	Praj.g_00852
OG0000830	Prao.g_01016	Praj.g_01063
OG0000831	Prao.g_01019	Praj.g_01045
OG0000832	Prao.g_01020	Praj.g_01728
OG0000833	Prao.g_01027	Praj.g_02022
OG0000834	Prao.g_01156	Praj.g_00378
OG0000835	Prao.g_01152	Praj.g_00386
OG0000836	Prao.g_01150	Praj.g_01725
OG0000837	Prao.g_01137	Praj.g_01040
OG0000838	Prao.g_01121	Praj.g_01833
OG0000839	Prao.g_01120	Praj.g_01834
OG0000840	Prao.g_01115	Praj.g_01083
OG0000841	Prao.g_01108	Praj.g_01482
OG0000842	Prao.g_01104	Praj.g_01476
OG0000843	Prao.g_01102	Praj.g_01474
OG0000844	Prao.g_01101	Praj.g_01473
OG0000845	Prao.g_01100	Praj.g_01472
OG0000846	Prao.g_01099	Praj.g_01471
OG0000847	Prao.g_01098	Praj.g_01470
OG0000848	Prao.g_01097	Praj.g_01469
OG0000849	Prao.g_01096	Praj.g_01468
OG0000850	Prao.g_01095	Praj.g_01467
OG0000851	Prao.g_01093	Praj.g_01464
OG0000852	Prao.g_01090	Praj.g_01462
OG0000853	Prao.g_01088	Praj.g_01460
OG0000854	Prao.g_01087	Praj.g_01459
OG0000855	Prao.g_01086	Praj.g_01458
OG0000856	Prao.g_01085	Praj.g_01457
OG0000857	Prao.g_01084	Praj.g_01456
OG0000858	Prao.g_01082	Praj.g_01453
OG0000859	Prao.g_01081	Praj.g_01452
OG0000860	Prao.g_01080	Praj.g_01451
OG0000861	Prao.g_01079	Praj.g_01450
OG0000862	Prao.g_01078	Praj.g_01449
OG0000863	Prao.g_01077	Praj.g_01447
OG0000864	Prao.g_01076	Praj.g_01446
OG0000865	Prao.g_01075	Praj.g_01445
OG0000866	Prao.g_01074	Praj.g_01444
OG0000867	Prao.g_01071	Praj.g_01442
OG0000868	Prao.g_01069	Praj.g_01440
OG0000869	Prao.g_01068	Praj.g_01438
OG0000870	Prao.g_01067	Praj.g_01437
OG0000871	Prao.g_01066	Praj.g_01436
OG0000872	Prao.g_01065	Praj.g_01434
OG0000873	Prao.g_01064	Praj.g_01433
OG0000874	Prao.g_01063	Praj.g_01432
OG0000875	Prao.g_01062	Praj.g_01430
OG0000876	Prao.g_01060	Praj.g_01428
OG0000877	Prao.g_01059	Praj.g_01427
OG0000878	Prao.g_01058	Praj.g_01426
OG0000879	Prao.g_01057	Praj.g_01425
OG0000880	Prao.g_01056	Praj.g_01424
OG0000881	Prao.g_01055	Praj.g_01423
OG0000882	Prao.g_01054	Praj.g_01422
OG0000883	Prao.g_01053	Praj.g_01421
OG0000884	Prao.g_01052	Praj.g_01420
OG0000885	Prao.g_01051	Praj.g_01419
OG0000886	Prao.g_01050	Praj.g_01418
OG0000887	Prao.g_01049	Praj.g_01417
OG0000888	Prao.g_01048	Praj.g_01416
OG0000889	Prao.g_01047	Praj.g_01415
OG0000890	Prao.g_01046	Praj.g_01414
OG0000891	Prao.g_01045	Praj.g_01413
OG0000892	Prao.g_01044	Praj.g_01411
OG0000893	Prao.g_01043	Praj.g_01410
OG0000894	Prao.g_01041	Praj.g_01409
OG0000895	Prao.g_01040	Praj.g_01408
OG0000896	Prao.g_01038	Praj.g_01407
OG0000897	Prao.g_01037	Praj.g_01406
OG0000898	Prao.g_01036	Praj.g_01405
OG0000899	Prao.g_01035	Praj.g_01404
OG0000900	Prao.g_01033	Praj.g_01403
OG0000901	Prao.g_01305	Praj.g_01246
OG0000902	Prao.g_01287	Praj.g_01517
OG0000903	Prao.g_01286	Praj.g_01518
OG0000904	Prao.g_01285	Praj.g_01519
OG0000905	Prao.g_01284	Praj.g_01520
OG0000906	Prao.g_01283	Praj.g_01522
OG0000907	Prao.g_01281	Praj.g_01523
OG0000908	Prao.g_01280	Praj.g_01524
OG0000909	Prao.g_01279	Praj.g_01525
OG0000910	Prao.g_01278	Praj.g_01526
OG0000911	Prao.g_01277	Praj.g_01527
OG0000912	Prao.g_01274	Praj.g_01530
OG0000913	Prao.g_01273	Praj.g_01531
OG0000914	Prao.g_01272	Praj.g_01532
OG0000915	Prao.g_01270	Praj.g_01534
OG0000916	Prao.g_01269	Praj.g_01535
OG0000917	Prao.g_01268	Praj.g_01536
OG0000918	Prao.g_01267	Praj.g_01537
OG0000919	Prao.g_01266	Praj.g_01538
OG0000920	Prao.g_01265	Praj.g_01539
OG0000921	Prao.g_01263	Praj.g_01542
OG0000922	Prao.g_01262	Praj.g_01543
OG0000923	Prao.g_01257	Praj.g_01546
OG0000924	Prao.g_01256	Praj.g_01547
OG0000925	Prao.g_01253	Praj.g_01550
OG0000926	Prao.g_01252	Praj.g_00732
OG0000927	Prao.g_01251	Praj.g_01484
OG0000928	Prao.g_01249	Praj.g_01011
OG0000929	Prao.g_01247	Praj.g_01734
OG0000930	Prao.g_01245	Praj.g_01573
OG0000931	Prao.g_01244	Praj.g_00833
OG0000932	Prao.g_01241	Praj.g_01160
OG0000933	Prao.g_01237	Praj.g_01577
OG0000934	Prao.g_01236	Praj.g_01578
OG0000935	Prao.g_01235	Praj.g_01579
OG0000936	Prao.g_01234	Praj.g_01580
OG0000937	Prao.g_01233	Praj.g_01581
OG0000938	Prao.g_01232	Praj.g_01582
OG0000939	Prao.g_01231	Praj.g_01583
OG0000940	Prao.g_01230	Praj.g_01584
OG0000941	Prao.g_01229	Praj.g_01585
OG0000942	Prao.g_01228	Praj.g_01586
OG0000943	Prao.g_01227	Praj.g_01587
OG0000944	Prao.g_01226	Praj.g_01588
OG0000945	Prao.g_01225	Praj.g_01589
OG0000946	Prao.g_01224	Praj.g_01590
OG0000947	Prao.g_01223	Praj.g_01591
OG0000948	Prao.g_01222	Praj.g_01592
OG0000949	Prao.g_01221	Praj.g_01593
OG0000950	Prao.g_01220	Praj.g_01995
OG0000951	Prao.g_01379	Praj.g_01613
OG0000952	Prao.g_01380	Praj.g_01614
OG0000953	Prao.g_01381	Praj.g_01615
OG0000954	Prao.g_01382	Praj.g_01616
OG0000955	Prao.g_01383	Praj.g_01617
OG0000956	Prao.g_01385	Praj.g_01619
OG0000957	Prao.g_01386	Praj.g_01620
OG0000958	Prao.g_01387	Praj.g_01621
OG0000959	Prao.g_01388	Praj.g_01622
OG0000960	Prao.g_01389	Praj.g_01623
OG0000961	Prao.g_01390	Praj.g_01624
OG0000962	Prao.g_01391	Praj.g_01625
OG0000963	Prao.g_01392	Praj.g_01626
OG0000964	Prao.g_01393	Praj.g_01628
OG0000965	Prao.g_01395	Praj.g_01630
OG0000966	Prao.g_01396	Praj.g_01631
OG0000967	Prao.g_01399	Praj.g_01634
OG0000968	Prao.g_01400	Praj.g_01635
OG0000969	Prao.g_01401	Praj.g_01636
OG0000970	Prao.g_01402	Praj.g_01637
OG0000971	Prao.g_01403	Praj.g_01638
OG0000972	Prao.g_01404	Praj.g_01639
OG0000973	Prao.g_01406	Praj.g_01641
OG0000974	Prao.g_01407	Praj.g_01642
OG0000975	Prao.g_01408	Praj.g_01643
OG0000976	Prao.g_01409	Praj.g_01644
OG0000977	Prao.g_01410	Praj.g_01645
OG0000978	Prao.g_01411	Praj.g_01646
OG0000979	Prao.g_01412	Praj.g_01647
OG0000980	Prao.g_01413	Praj.g_00454
OG0000981	Prao.g_01414	Praj.g_01648
OG0000982	Prao.g_01415	Praj.g_01649
OG0000983	Prao.g_01416	Praj.g_01650
OG0000984	Prao.g_01419	Praj.g_01653
OG0000985	Prao.g_01420	Praj.g_01654
OG0000986	Prao.g_01421	Praj.g_01655
OG0000987	Prao.g_01423	Praj.g_01657
OG0000988	Prao.g_01424	Praj.g_01658
OG0000989	Prao.g_01425	Praj.g_01659
OG0000990	Prao.g_01426	Praj.g_01660
OG0000991	Prao.g_01427	Praj.g_01661
OG0000992	Prao.g_01428	Praj.g_01662
OG0000993	Prao.g_01429	Praj.g_01663
OG0000994	Prao.g_01430	Praj.g_01664
OG0000995	Prao.g_01431	Praj.g_01665
OG0000996	Prao.g_01432	Praj.g_01666
OG0000997	Prao.g_01434	Praj.g_01668
OG0000998	Prao.g_01437	Praj.g_01674
OG0000999	Prao.g_01439	Praj.g_01677
OG0001000	Prao.g_01440	Praj.g_01678
OG0001001	Prao.g_01441	Praj.g_01679
OG0001002	Prao.g_01443	Praj.g_01681
OG0001003	Prao.g_01444	Praj.g_01682
OG0001004	Prao.g_01445	Praj.g_01683
OG0001005	Prao.g_01446	Praj.g_01684
OG0001006	Prao.g_01448	Praj.g_01686
OG0001007	Prao.g_01449	Praj.g_01687
OG0001008	Prao.g_01450	Praj.g_01688
OG0001009	Prao.g_01451	Praj.g_01690
OG0001010	Prao.g_01452	Praj.g_01691
OG0001011	Prao.g_01453	Praj.g_01692
OG0001012	Prao.g_01454	Praj.g_01693
OG0001013	Prao.g_01455	Praj.g_01694
OG0001014	Prao.g_01456	Praj.g_01695
OG0001015	Prao.g_01457	Praj.g_01696
OG0001016	Prao.g_01458	Praj.g_01697
OG0001017	Prao.g_01459	Praj.g_01698
OG0001018	Prao.g_01460	Praj.g_01699
OG0001019	Prao.g_01461	Praj.g_01700
OG0001020	Prao.g_01462	Praj.g_01701
OG0001021	Prao.g_01463	Praj.g_01702
OG0001022	Prao.g_01464	Praj.g_01703
OG0001023	Prao.g_01465	Praj.g_01704
OG0001024	Prao.g_01467	Praj.g_01706
OG0001025	Prao.g_01468	Praj.g_01707
OG0001026	Prao.g_01469	Praj.g_01708
OG0001027	Prao.g_01470	Praj.g_01709
OG0001028	Prao.g_01471	Praj.g_01711
OG0001029	Prao.g_01472	Praj.g_01712
OG0001030	Prao.g_01475	Praj.g_01715
OG0001031	Prao.g_01476	Praj.g_01716
OG0001032	Prao.g_01484	Praj.g_01499
OG0001033	Prao.g_01491	Praj.g_01599
OG0001034	Prao.g_01519	Praj.g_00785
OG0001035	Prao.g_01546	Praj.g_01763
OG0001036	Prao.g_01547	Praj.g_01764
OG0001037	Prao.g_01553	Praj.g_01769
OG0001038	Prao.g_01554	Praj.g_01770
OG0001039	Prao.g_01555	Praj.g_01771
OG0001040	Prao.g_01556	Praj.g_01772
OG0001041	Prao.g_01558	Praj.g_01773
OG0001042	Prao.g_01559	Praj.g_01774
OG0001043	Prao.g_01560	Praj.g_01775
OG0001044	Prao.g_01561	Praj.g_01776
OG0001045	Prao.g_01562	Praj.g_01777
OG0001046	Prao.g_01563	Praj.g_01778
OG0001047	Prao.g_01564	Praj.g_01779
OG0001048	Prao.g_01566	Praj.g_01780
OG0001049	Prao.g_01567	Praj.g_01781
OG0001050	Prao.g_01568	Praj.g_01782
OG0001051	Prao.g_01569	Praj.g_01783
OG0001052	Prao.g_01570	Praj.g_01784
OG0001053	Prao.g_01571	Praj.g_01785
OG0001054	Prao.g_01572	Praj.g_01786
OG0001055	Prao.g_01573	Praj.g_01787
OG0001056	Prao.g_01574	Praj.g_01788
OG0001057	Prao.g_01576	Praj.g_01790
OG0001058	Prao.g_01577	Praj.g_01791
OG0001059	Prao.g_01578	Praj.g_01792
OG0001060	Prao.g_01579	Praj.g_01793
OG0001061	Prao.g_01580	Praj.g_01794
OG0001062	Prao.g_01581	Praj.g_01796
OG0001063	Prao.g_01582	Praj.g_01797
OG0001064	Prao.g_01583	Praj.g_01798
OG0001065	Prao.g_01584	Praj.g_01799
OG0001066	Prao.g_01585	Praj.g_01800
OG0001067	Prao.g_01586	Praj.g_01801
OG0001068	Prao.g_01587	Praj.g_01802
OG0001069	Prao.g_01590	Praj.g_01804
OG0001070	Prao.g_01592	Praj.g_01806
OG0001071	Prao.g_01593	Praj.g_01807
OG0001072	Prao.g_01594	Praj.g_01808
OG0001073	Prao.g_01595	Praj.g_01809
OG0001074	Prao.g_01596	Praj.g_01810
OG0001075	Prao.g_01597	Praj.g_01812
OG0001076	Prao.g_01599	Praj.g_01814
OG0001077	Prao.g_01600	Praj.g_01815
OG0001078	Prao.g_01601	Praj.g_01816
OG0001079	Prao.g_01602	Praj.g_01817
OG0001080	Prao.g_01603	Praj.g_01818
OG0001081	Prao.g_01604	Praj.g_01819
OG0001082	Prao.g_01605	Praj.g_01820
OG0001083	Prao.g_01606	Praj.g_01821
OG0001084	Prao.g_01607	Praj.g_01822
OG0001085	Prao.g_01608	Praj.g_01823
OG0001086	Prao.g_01615	Praj.g_01868
OG0001087	Prao.g_01616	Praj.g_01870
OG0001088	Prao.g_01617	Praj.g_01871
OG0001089	Prao.g_01619	Praj.g_01873
OG0001090	Prao.g_01620	Praj.g_01874
OG0001091	Prao.g_01621	Praj.g_01875
OG0001092	Prao.g_01622	Praj.g_01876
OG0001093	Prao.g_01623	Praj.g_01877
OG0001094	Prao.g_01624	Praj.g_01878
OG0001095	Prao.g_01625	Praj.g_01879
OG0001096	Prao.g_01626	Praj.g_01880
OG0001097	Prao.g_01627	Praj.g_01881
OG0001098	Prao.g_01628	Praj.g_01882
OG0001099	Prao.g_01629	Praj.g_01883
OG0001100	Prao.g_01630	Praj.g_01884
OG0001101	Prao.g_01631	Praj.g_01885
OG0001102	Prao.g_01634	Praj.g_01894
OG0001103	Prao.g_01635	Praj.g_01893
OG0001104	Prao.g_01636	Praj.g_01889
OG0001105	Prao.g_01638	Praj.g_01891
OG0001106	Prao.g_01640	Praj.g_01888
OG0001107	Prao.g_01641	Praj.g_01887
OG0001108	Prao.g_01642	Praj.g_01886
OG0001109	Prao.g_01645	Praj.g_01909
OG0001110	Prao.g_01647	Praj.g_01911
OG0001111	Prao.g_01648	Praj.g_01912
OG0001112	Prao.g_01649	Praj.g_01913
OG0001113	Prao.g_01650	Praj.g_01914
OG0001114	Prao.g_01651	Praj.g_01915
OG0001115	Prao.g_01652	Praj.g_01916
OG0001116	Prao.g_01653	Praj.g_01917
OG0001117	Prao.g_01654	Praj.g_01918
OG0001118	Prao.g_01655	Praj.g_01919
OG0001119	Prao.g_01656	Praj.g_01920
OG0001120	Prao.g_01657	Praj.g_01921
OG0001121	Prao.g_01658	Praj.g_01922
OG0001122	Prao.g_01659	Praj.g_01923
OG0001123	Prao.g_01660	Praj.g_01924
OG0001124	Prao.g_01661	Praj.g_01925
OG0001125	Prao.g_01662	Praj.g_01926
OG0001126	Prao.g_01663	Praj.g_01927
OG0001127	Prao.g_01664	Praj.g_01928
OG0001128	Prao.g_01665	Praj.g_01929
OG0001129	Prao.g_01666	Praj.g_01930
OG0001130	Prao.g_01667	Praj.g_01931
OG0001131	Prao.g_01668	Praj.g_01932
OG0001132	Prao.g_01669	Praj.g_01933
OG0001133	Prao.g_01670	Praj.g_01934
OG0001134	Prao.g_01671	Praj.g_01935
OG0001135	Prao.g_01672	Praj.g_01936
OG0001136	Prao.g_01673	Praj.g_01937
OG0001137	Prao.g_01674	Praj.g_01938
OG0001138	Prao.g_01675	Praj.g_01939
OG0001139	Prao.g_01676	Praj.g_01940
OG0001140	Prao.g_01677	Praj.g_01941
OG0001141	Prao.g_01679	Praj.g_01943
OG0001142	Prao.g_01680	Praj.g_01944
OG0001143	Prao.g_01681	Praj.g_01945
OG0001144	Prao.g_01683	Praj.g_01947
OG0001145	Prao.g_01685	Praj.g_01949
OG0001146	Prao.g_01686	Praj.g_01950
OG0001147	Prao.g_01688	Praj.g_01953
OG0001148	Prao.g_01689	Praj.g_01954
OG0001149	Prao.g_01690	Praj.g_01955
OG0001150	Prao.g_01693	Praj.g_01958
OG0001151	Prao.g_01694	Praj.g_01959
OG0001152	Prao.g_01695	Praj.g_01960
OG0001153	Prao.g_01696	Praj.g_01961
OG0001154	Prao.g_01697	Praj.g_01962
OG0001155	Prao.g_01698	Praj.g_01963
OG0001156	Prao.g_01699	Praj.g_01964
