Orthogroup	Prau	Prbf
OG0000560	Prau.g_00678	Prbf.g_00985
OG0000561	Prau.g_00679	Prbf.g_00986
OG0000562	Prau.g_00680	Prbf.g_00988
OG0000563	Prau.g_00681	Prbf.g_00989
OG0000564	Prau.g_00682	Prbf.g_00990
OG0000565	Prau.g_00683	Prbf.g_00991
OG0000566	Prau.g_00684	Prbf.g_00992
OG0000567	Prau.g_00685	Prbf.g_00993
OG0000568	Prau.g_00686	Prbf.g_00994
OG0000569	Prau.g_00687	Prbf.g_00995
OG0000570	Prau.g_00688	Prbf.g_00996
OG0000571	Prau.g_00689	Prbf.g_00997
OG0000572	Prau.g_00690	Prbf.g_00998
OG0000573	Prau.g_00693	Prbf.g_01001
OG0000574	Prau.g_00694	Prbf.g_01002
OG0000575	Prau.g_00695	Prbf.g_01003
OG0000576	Prau.g_00696	Prbf.g_01004
OG0000577	Prau.g_00697	Prbf.g_01005
OG0000578	Prau.g_00698	Prbf.g_01006
OG0000579	Prau.g_00699	Prbf.g_01007
OG0000580	Prau.g_00700	Prbf.g_01008
OG0000581	Prau.g_00701	Prbf.g_01009
OG0000582	Prau.g_00702	Prbf.g_01010
OG0000583	Prau.g_00703	Prbf.g_01011
OG0000584	Prau.g_00704	Prbf.g_01013
OG0000585	Prau.g_00705	Prbf.g_01014
OG0000586	Prau.g_00707	Prbf.g_01016
OG0000587	Prau.g_00708	Prbf.g_01017
OG0000588	Prau.g_00710	Prbf.g_01293
OG0000589	Prau.g_00711	Prbf.g_01292
OG0000590	Prau.g_00713	Prbf.g_01290
OG0000591	Prau.g_00719	Prbf.g_01284
OG0000592	Prau.g_00720	Prbf.g_01283
OG0000593	Prau.g_00721	Prbf.g_01282
OG0000594	Prau.g_00723	Prbf.g_01279
OG0000595	Prau.g_00724	Prbf.g_01278
OG0000596	Prau.g_00725	Prbf.g_01277
OG0000597	Prau.g_00727	Prbf.g_01275
OG0000598	Prau.g_00728	Prbf.g_01274
OG0000599	Prau.g_00729	Prbf.g_01273
OG0000600	Prau.g_00730	Prbf.g_01272
OG0000601	Prau.g_00732	Prbf.g_01269
OG0000602	Prau.g_00733	Prbf.g_01268
OG0000603	Prau.g_00734	Prbf.g_01267
OG0000604	Prau.g_00735	Prbf.g_01264
OG0000605	Prau.g_00736	Prbf.g_01263
OG0000606	Prau.g_00737	Prbf.g_01262
OG0000607	Prau.g_00739	Prbf.g_01260
OG0000608	Prau.g_00740	Prbf.g_01258
OG0000609	Prau.g_00744	Prbf.g_00404
OG0000610	Prau.g_00745	Prbf.g_01334
OG0000611	Prau.g_00756	Prbf.g_01252
OG0000612	Prau.g_00757	Prbf.g_01251
OG0000613	Prau.g_00758	Prbf.g_01030
OG0000614	Prau.g_00759	Prbf.g_01031
OG0000615	Prau.g_00761	Prbf.g_01033
OG0000616	Prau.g_00762	Prbf.g_01034
OG0000617	Prau.g_00763	Prbf.g_01035
OG0000618	Prau.g_00764	Prbf.g_01036
OG0000619	Prau.g_00765	Prbf.g_01037
OG0000620	Prau.g_00766	Prbf.g_01038
OG0000621	Prau.g_00767	Prbf.g_01039
OG0000622	Prau.g_00768	Prbf.g_01040
OG0000623	Prau.g_00769	Prbf.g_01041
OG0000624	Prau.g_00770	Prbf.g_01043
OG0000625	Prau.g_00771	Prbf.g_01044
OG0000626	Prau.g_00772	Prbf.g_01045
OG0000627	Prau.g_00773	Prbf.g_01046
OG0000628	Prau.g_00774	Prbf.g_01047
OG0000629	Prau.g_00775	Prbf.g_01048
OG0000630	Prau.g_00776	Prbf.g_01049
OG0000631	Prau.g_00778	Prbf.g_01051
OG0000632	Prau.g_00796	Prbf.g_01052
OG0000633	Prau.g_00800	Prbf.g_00280
OG0000634	Prau.g_00816	Prbf.g_00042
OG0000635	Prau.g_00818	Prbf.g_01929
OG0000636	Prau.g_00819	Prbf.g_01928
OG0000637	Prau.g_00820	Prbf.g_01927
OG0000638	Prau.g_00832	Prbf.g_01675
OG0000639	Prau.g_00841	Prbf.g_01150
OG0000640	Prau.g_00843	Prbf.g_01146
OG0000641	Prau.g_00845	Prbf.g_01144
OG0000642	Prau.g_00846	Prbf.g_01143
OG0000643	Prau.g_00847	Prbf.g_01142
OG0000644	Prau.g_00848	Prbf.g_01029
OG0000645	Prau.g_00849	Prbf.g_01250
OG0000646	Prau.g_00850	Prbf.g_01249
OG0000647	Prau.g_00851	Prbf.g_01248
OG0000648	Prau.g_00853	Prbf.g_01246
OG0000649	Prau.g_00854	Prbf.g_01245
OG0000650	Prau.g_00855	Prbf.g_01244
OG0000651	Prau.g_00856	Prbf.g_01243
OG0000652	Prau.g_00857	Prbf.g_01242
OG0000653	Prau.g_00858	Prbf.g_01241
OG0000654	Prau.g_00860	Prbf.g_01239
OG0000655	Prau.g_00862	Prbf.g_01237
OG0000656	Prau.g_00863	Prbf.g_01236
OG0000657	Prau.g_00864	Prbf.g_01235
OG0000658	Prau.g_00865	Prbf.g_01234
OG0000659	Prau.g_00866	Prbf.g_01233
OG0000660	Prau.g_00867	Prbf.g_01232
OG0000661	Prau.g_00868	Prbf.g_01231
OG0000662	Prau.g_00869	Prbf.g_01229
OG0000663	Prau.g_00870	Prbf.g_01228
OG0000664	Prau.g_00871	Prbf.g_01227
OG0000665	Prau.g_00872	Prbf.g_01226
OG0000666	Prau.g_00873	Prbf.g_01225
OG0000667	Prau.g_00874	Prbf.g_01224
OG0000668	Prau.g_00875	Prbf.g_01223
OG0000669	Prau.g_00877	Prbf.g_01221
OG0000670	Prau.g_00878	Prbf.g_01220
OG0000671	Prau.g_00879	Prbf.g_01219
OG0000672	Prau.g_00880	Prbf.g_01218
OG0000673	Prau.g_00881	Prbf.g_01217
OG0000674	Prau.g_00882	Prbf.g_01216
OG0000675	Prau.g_00884	Prbf.g_01214
OG0000676	Prau.g_00885	Prbf.g_01213
OG0000677	Prau.g_00887	Prbf.g_01210
OG0000678	Prau.g_00889	Prbf.g_01208
OG0000679	Prau.g_00890	Prbf.g_01206
OG0000680	Prau.g_00891	Prbf.g_01205
OG0000681	Prau.g_00892	Prbf.g_01204
OG0000682	Prau.g_00893	Prbf.g_01203
OG0000683	Prau.g_00895	Prbf.g_01201
OG0000684	Prau.g_00896	Prbf.g_01200
OG0000685	Prau.g_00897	Prbf.g_01199
OG0000686	Prau.g_00898	Prbf.g_01198
OG0000687	Prau.g_00899	Prbf.g_01197
OG0000688	Prau.g_00900	Prbf.g_01196
OG0000689	Prau.g_00902	Prbf.g_01195
OG0000690	Prau.g_00903	Prbf.g_01194
OG0000691	Prau.g_00904	Prbf.g_01193
OG0000692	Prau.g_00906	Prbf.g_01189
OG0000693	Prau.g_00907	Prbf.g_01188
OG0000694	Prau.g_00908	Prbf.g_01187
OG0000695	Prau.g_00909	Prbf.g_01186
OG0000696	Prau.g_00910	Prbf.g_01185
OG0000697	Prau.g_00912	Prbf.g_01183
OG0000698	Prau.g_00914	Prbf.g_01179
OG0000699	Prau.g_00915	Prbf.g_01178
OG0000700	Prau.g_00942	Prbf.g_00838
OG0000701	Prau.g_00946	Prbf.g_00833
OG0000702	Prau.g_00949	Prbf.g_01331
OG0000703	Prau.g_00950	Prbf.g_01329
OG0000704	Prau.g_00951	Prbf.g_01328
OG0000705	Prau.g_00952	Prbf.g_01326
OG0000706	Prau.g_00953	Prbf.g_01325
OG0000707	Prau.g_00954	Prbf.g_01323
OG0000708	Prau.g_00955	Prbf.g_01322
OG0000709	Prau.g_00956	Prbf.g_01320
OG0000710	Prau.g_00957	Prbf.g_01319
OG0000711	Prau.g_00958	Prbf.g_01318
OG0000712	Prau.g_00959	Prbf.g_01317
OG0000713	Prau.g_00960	Prbf.g_01316
OG0000714	Prau.g_00962	Prbf.g_01314
OG0000715	Prau.g_00963	Prbf.g_01313
OG0000716	Prau.g_00965	Prbf.g_01311
OG0000717	Prau.g_00966	Prbf.g_01310
OG0000718	Prau.g_00967	Prbf.g_01309
OG0000719	Prau.g_00969	Prbf.g_01307
OG0000720	Prau.g_00970	Prbf.g_01306
OG0000721	Prau.g_00973	Prbf.g_01303
OG0000722	Prau.g_00974	Prbf.g_01302
OG0000723	Prau.g_00975	Prbf.g_01301
OG0000724	Prau.g_00977	Prbf.g_01299
OG0000725	Prau.g_00978	Prbf.g_01298
OG0000726	Prau.g_00979	Prbf.g_01297
OG0000727	Prau.g_00980	Prbf.g_01296
OG0000728	Prau.g_00981	Prbf.g_01295
OG0000729	Prau.g_00982	Prbf.g_01294
OG0000730	Prau.g_00983	Prbf.g_01019
OG0000731	Prau.g_00984	Prbf.g_01021
OG0000732	Prau.g_00985	Prbf.g_01022
OG0000733	Prau.g_00986	Prbf.g_01023
OG0000734	Prau.g_00987	Prbf.g_01024
OG0000735	Prau.g_00989	Prbf.g_01026
OG0000736	Prau.g_00990	Prbf.g_01027
OG0000737	Prau.g_00991	Prbf.g_01028
OG0000738	Prau.g_00992	Prbf.g_01141
OG0000739	Prau.g_00993	Prbf.g_01140
OG0000740	Prau.g_00994	Prbf.g_01139
OG0000741	Prau.g_00995	Prbf.g_01138
OG0000742	Prau.g_00997	Prbf.g_01136
OG0000743	Prau.g_00998	Prbf.g_01135
OG0000744	Prau.g_00999	Prbf.g_01134
OG0000745	Prau.g_01000	Prbf.g_01133
OG0000746	Prau.g_01001	Prbf.g_01132
OG0000747	Prau.g_01002	Prbf.g_01131
OG0000748	Prau.g_01003	Prbf.g_01130
OG0000749	Prau.g_01004	Prbf.g_01129
OG0000750	Prau.g_01005	Prbf.g_01127
OG0000751	Prau.g_01006	Prbf.g_01126
OG0000752	Prau.g_01007	Prbf.g_01067
OG0000753	Prau.g_01009	Prbf.g_01124
OG0000754	Prau.g_01010	Prbf.g_01123
OG0000755	Prau.g_01011	Prbf.g_01122
OG0000756	Prau.g_01012	Prbf.g_01120
OG0000757	Prau.g_01013	Prbf.g_01119
OG0000758	Prau.g_01014	Prbf.g_01118
OG0000759	Prau.g_01016	Prbf.g_01116
OG0000760	Prau.g_01017	Prbf.g_01115
OG0000761	Prau.g_01018	Prbf.g_01114
OG0000762	Prau.g_01020	Prbf.g_01112
OG0000763	Prau.g_01021	Prbf.g_01111
OG0000764	Prau.g_01022	Prbf.g_01110
OG0000765	Prau.g_01023	Prbf.g_01109
OG0000766	Prau.g_01024	Prbf.g_01108
OG0000767	Prau.g_01026	Prbf.g_01106
OG0000768	Prau.g_01027	Prbf.g_01105
OG0000769	Prau.g_01028	Prbf.g_01104
OG0000770	Prau.g_01029	Prbf.g_01103
OG0000771	Prau.g_01030	Prbf.g_01102
OG0000772	Prau.g_01031	Prbf.g_00065
OG0000773	Prau.g_01032	Prbf.g_01100
OG0000774	Prau.g_01033	Prbf.g_01099
OG0000775	Prau.g_01034	Prbf.g_01098
OG0000776	Prau.g_01036	Prbf.g_01095
OG0000777	Prau.g_01038	Prbf.g_01094
OG0000778	Prau.g_01039	Prbf.g_01093
OG0000779	Prau.g_01040	Prbf.g_01092
OG0000780	Prau.g_01042	Prbf.g_01090
OG0000781	Prau.g_01044	Prbf.g_01088
OG0000782	Prau.g_01045	Prbf.g_01087
OG0000783	Prau.g_01058	Prbf.g_01083
OG0000784	Prau.g_01060	Prbf.g_01081
OG0000785	Prau.g_01061	Prbf.g_01080
OG0000786	Prau.g_01062	Prbf.g_01079
OG0000787	Prau.g_01063	Prbf.g_01078
OG0000788	Prau.g_01067	Prbf.g_01072
OG0000789	Prau.g_01069	Prbf.g_01069
OG0000790	Prau.g_01070	Prbf.g_01068
OG0000791	Prau.g_01071	Prbf.g_01065
OG0000792	Prau.g_01072	Prbf.g_01064
OG0000793	Prau.g_01073	Prbf.g_01063
OG0000794	Prau.g_01075	Prbf.g_01060
OG0000795	Prau.g_01078	Prbf.g_01159
OG0000796	Prau.g_01079	Prbf.g_01160
OG0000797	Prau.g_01081	Prbf.g_01162
OG0000798	Prau.g_01082	Prbf.g_01163
OG0000799	Prau.g_01083	Prbf.g_01164
OG0000800	Prau.g_01084	Prbf.g_01165
OG0000801	Prau.g_01087	Prbf.g_01168
OG0000802	Prau.g_01088	Prbf.g_01169
OG0000803	Prau.g_01090	Prbf.g_01171
OG0000804	Prau.g_01091	Prbf.g_01172
OG0000805	Prau.g_01092	Prbf.g_01173
OG0000806	Prau.g_01094	Prbf.g_01175
OG0000807	Prau.g_01118	Prbf.g_01705
OG0000808	Prau.g_01127	Prbf.g_00296
OG0000809	Prau.g_01130	Prbf.g_00870
OG0000810	Prau.g_01131	Prbf.g_01924
OG0000811	Prau.g_01138	Prbf.g_00048
OG0000812	Prau.g_01142	Prbf.g_00876
OG0000813	Prau.g_01146	Prbf.g_01684
OG0000814	Prau.g_01148	Prbf.g_00062
OG0000815	Prau.g_01160	Prbf.g_00094
OG0000816	Prau.g_01175	Prbf.g_00787
OG0000817	Prau.g_01176	Prbf.g_00786
OG0000818	Prau.g_01181	Prbf.g_00285
OG0000819	Prau.g_01188	Prbf.g_00896
OG0000820	Prau.g_01192	Prbf.g_00902
OG0000821	Prau.g_01194	Prbf.g_00904
OG0000822	Prau.g_01195	Prbf.g_00905
OG0000823	Prau.g_01196	Prbf.g_00906
OG0000824	Prau.g_01197	Prbf.g_00907
OG0000825	Prau.g_01198	Prbf.g_00908
OG0000826	Prau.g_01199	Prbf.g_00909
OG0000827	Prau.g_01200	Prbf.g_00910
OG0000828	Prau.g_01201	Prbf.g_00911
OG0000829	Prau.g_01202	Prbf.g_00912
OG0000830	Prau.g_01203	Prbf.g_00914
OG0000831	Prau.g_01205	Prbf.g_00917
OG0000832	Prau.g_01207	Prbf.g_00919
OG0000833	Prau.g_01208	Prbf.g_00920
OG0000834	Prau.g_01209	Prbf.g_00921
OG0000835	Prau.g_01210	Prbf.g_00922
OG0000836	Prau.g_01211	Prbf.g_00923
OG0000837	Prau.g_01213	Prbf.g_00926
OG0000838	Prau.g_01214	Prbf.g_00927
OG0000839	Prau.g_01215	Prbf.g_00928
OG0000840	Prau.g_01216	Prbf.g_00929
OG0000841	Prau.g_01217	Prbf.g_00930
OG0000842	Prau.g_01218	Prbf.g_00932
OG0000843	Prau.g_01219	Prbf.g_00933
OG0000844	Prau.g_01220	Prbf.g_00934
OG0000845	Prau.g_01221	Prbf.g_00935
OG0000846	Prau.g_01224	Prbf.g_00937
OG0000847	Prau.g_01226	Prbf.g_00939
OG0000848	Prau.g_01227	Prbf.g_00940
OG0000849	Prau.g_01228	Prbf.g_00943
OG0000850	Prau.g_01229	Prbf.g_00944
OG0000851	Prau.g_01230	Prbf.g_00946
OG0000852	Prau.g_01232	Prbf.g_00948
OG0000853	Prau.g_01233	Prbf.g_00950
OG0000854	Prau.g_01235	Prbf.g_00952
OG0000855	Prau.g_01236	Prbf.g_00953
OG0000856	Prau.g_01237	Prbf.g_00954
OG0000857	Prau.g_01238	Prbf.g_00955
OG0000858	Prau.g_01239	Prbf.g_00956
OG0000859	Prau.g_01240	Prbf.g_00957
OG0000860	Prau.g_01241	Prbf.g_00958
OG0000861	Prau.g_01242	Prbf.g_00959
OG0000862	Prau.g_01243	Prbf.g_00960
OG0000863	Prau.g_01244	Prbf.g_00961
OG0000864	Prau.g_01245	Prbf.g_00962
OG0000865	Prau.g_01246	Prbf.g_00963
OG0000866	Prau.g_01247	Prbf.g_00964
OG0000867	Prau.g_01248	Prbf.g_00965
OG0000868	Prau.g_01249	Prbf.g_00966
OG0000869	Prau.g_01251	Prbf.g_00968
OG0000870	Prau.g_01252	Prbf.g_00969
OG0000871	Prau.g_01254	Prbf.g_00970
OG0000872	Prau.g_01255	Prbf.g_00971
OG0000873	Prau.g_01257	Prbf.g_00973
OG0000874	Prau.g_01258	Prbf.g_00974
OG0000875	Prau.g_01259	Prbf.g_00975
OG0000876	Prau.g_01260	Prbf.g_00976
OG0000877	Prau.g_01262	Prbf.g_01914
OG0000878	Prau.g_01346	Prbf.g_00767
OG0000879	Prau.g_01359	Prbf.g_00037
OG0000880	Prau.g_01360	Prbf.g_00036
OG0000881	Prau.g_01361	Prbf.g_00035
OG0000882	Prau.g_01362	Prbf.g_00034
OG0000883	Prau.g_01363	Prbf.g_00033
OG0000884	Prau.g_01366	Prbf.g_00031
OG0000885	Prau.g_01367	Prbf.g_00030
OG0000886	Prau.g_01368	Prbf.g_00029
OG0000887	Prau.g_01369	Prbf.g_00028
OG0000888	Prau.g_01370	Prbf.g_00027
OG0000889	Prau.g_01373	Prbf.g_00024
OG0000890	Prau.g_01374	Prbf.g_00023
OG0000891	Prau.g_01375	Prbf.g_00022
OG0000892	Prau.g_01377	Prbf.g_00019
OG0000893	Prau.g_01378	Prbf.g_00018
OG0000894	Prau.g_01379	Prbf.g_00017
OG0000895	Prau.g_01380	Prbf.g_00016
OG0000896	Prau.g_01381	Prbf.g_00015
OG0000897	Prau.g_01382	Prbf.g_00014
OG0000898	Prau.g_01384	Prbf.g_00011
OG0000899	Prau.g_01385	Prbf.g_00010
OG0000900	Prau.g_01391	Prbf.g_00071
OG0000901	Prau.g_01395	Prbf.g_00002
OG0000902	Prau.g_01396	Prbf.g_01782
OG0000903	Prau.g_01397	Prbf.g_00853, Prbf.g_00066
OG0000904	Prau.g_01399	Prbf.g_00256
OG0000905	Prau.g_01401	Prbf.g_00875
OG0000906	Prau.g_01403	Prbf.g_00893
OG0000907	Prau.g_01404	Prbf.g_01181
OG0000908	Prau.g_01407	Prbf.g_00856
OG0000909	Prau.g_01411	Prbf.g_00097
OG0000910	Prau.g_01412	Prbf.g_00098
OG0000911	Prau.g_01413	Prbf.g_00099
OG0000912	Prau.g_01414	Prbf.g_00100
OG0000913	Prau.g_01415	Prbf.g_00101
OG0000914	Prau.g_01416	Prbf.g_00102
OG0000915	Prau.g_01417	Prbf.g_00103
OG0000916	Prau.g_01418	Prbf.g_00104
OG0000917	Prau.g_01419	Prbf.g_00105
OG0000918	Prau.g_01420	Prbf.g_00106
OG0000919	Prau.g_01421	Prbf.g_00107
OG0000920	Prau.g_01422	Prbf.g_00108
OG0000921	Prau.g_01423	Prbf.g_00109
OG0000922	Prau.g_01424	Prbf.g_00110
OG0000923	Prau.g_01425	Prbf.g_00111
OG0000924	Prau.g_01426	Prbf.g_00112
OG0000925	Prau.g_01427	Prbf.g_00113
OG0000926	Prau.g_01436	Prbf.g_00514
OG0000927	Prau.g_01510	Prbf.g_00140
OG0000928	Prau.g_01511	Prbf.g_00141
OG0000929	Prau.g_01512	Prbf.g_00142
OG0000930	Prau.g_01513	Prbf.g_00143
OG0000931	Prau.g_01514	Prbf.g_00144
OG0000932	Prau.g_01516	Prbf.g_00146
OG0000933	Prau.g_01517	Prbf.g_00147
OG0000934	Prau.g_01518	Prbf.g_00148
OG0000935	Prau.g_01519	Prbf.g_00149
OG0000936	Prau.g_01520	Prbf.g_00150
OG0000937	Prau.g_01521	Prbf.g_00151
OG0000938	Prau.g_01522	Prbf.g_00152
OG0000939	Prau.g_01523	Prbf.g_00153
OG0000940	Prau.g_01524	Prbf.g_00154
OG0000941	Prau.g_01526	Prbf.g_00155
OG0000942	Prau.g_01527	Prbf.g_00156
OG0000943	Prau.g_01533	Prbf.g_00159
OG0000944	Prau.g_01534	Prbf.g_00160
OG0000945	Prau.g_01535	Prbf.g_00161
OG0000946	Prau.g_01536	Prbf.g_00162
OG0000947	Prau.g_01537	Prbf.g_00163
OG0000948	Prau.g_01538	Prbf.g_00164
OG0000949	Prau.g_01539	Prbf.g_00165
OG0000950	Prau.g_01540	Prbf.g_00166
OG0000951	Prau.g_01541	Prbf.g_00167
OG0000952	Prau.g_01542	Prbf.g_00168
OG0000953	Prau.g_01543	Prbf.g_00169
OG0000954	Prau.g_01544	Prbf.g_00170
OG0000955	Prau.g_01545	Prbf.g_00171
OG0000956	Prau.g_01546	Prbf.g_00172
OG0000957	Prau.g_01547	Prbf.g_00173
OG0000958	Prau.g_01548	Prbf.g_00174
OG0000959	Prau.g_01549	Prbf.g_00175
OG0000960	Prau.g_01550	Prbf.g_00176
OG0000961	Prau.g_01554	Prbf.g_00180
OG0000962	Prau.g_01555	Prbf.g_00181
OG0000963	Prau.g_01556	Prbf.g_00182
OG0000964	Prau.g_01558	Prbf.g_00184
OG0000965	Prau.g_01559	Prbf.g_00185
OG0000966	Prau.g_01560	Prbf.g_00186
OG0000967	Prau.g_01561	Prbf.g_00187
OG0000968	Prau.g_01562	Prbf.g_00188
OG0000969	Prau.g_01563	Prbf.g_00189
OG0000970	Prau.g_01564	Prbf.g_00190
OG0000971	Prau.g_01565	Prbf.g_00191
OG0000972	Prau.g_01566	Prbf.g_00192
OG0000973	Prau.g_01567	Prbf.g_00193
OG0000974	Prau.g_01569	Prbf.g_00195
OG0000975	Prau.g_01572	Prbf.g_00201
OG0000976	Prau.g_01574	Prbf.g_00203
OG0000977	Prau.g_01575	Prbf.g_00205
OG0000978	Prau.g_01576	Prbf.g_00207
OG0000979	Prau.g_01578	Prbf.g_00209
OG0000980	Prau.g_01579	Prbf.g_00210
OG0000981	Prau.g_01580	Prbf.g_00211
OG0000982	Prau.g_01581	Prbf.g_00212
OG0000983	Prau.g_01583	Prbf.g_00214
OG0000984	Prau.g_01584	Prbf.g_00215
OG0000985	Prau.g_01585	Prbf.g_00216
OG0000986	Prau.g_01586	Prbf.g_00217
OG0000987	Prau.g_01587	Prbf.g_00218
OG0000988	Prau.g_01588	Prbf.g_00219
OG0000989	Prau.g_01589	Prbf.g_00220
OG0000990	Prau.g_01590	Prbf.g_00221
OG0000991	Prau.g_01591	Prbf.g_00222
OG0000992	Prau.g_01592	Prbf.g_00223
OG0000993	Prau.g_01593	Prbf.g_00224
OG0000994	Prau.g_01594	Prbf.g_00225
OG0000995	Prau.g_01595	Prbf.g_00226
OG0000996	Prau.g_01596	Prbf.g_00227
OG0000997	Prau.g_01597	Prbf.g_00228
OG0000998	Prau.g_01598	Prbf.g_00229
OG0000999	Prau.g_01599	Prbf.g_00230
OG0001000	Prau.g_01600	Prbf.g_00231
OG0001001	Prau.g_01602	Prbf.g_00233
OG0001002	Prau.g_01603	Prbf.g_00234
OG0001003	Prau.g_01604	Prbf.g_00235
OG0001004	Prau.g_01605	Prbf.g_00236
OG0001005	Prau.g_01606	Prbf.g_00239
OG0001006	Prau.g_01607	Prbf.g_00240
OG0001007	Prau.g_01608	Prbf.g_00241
OG0001008	Prau.g_01610	Prbf.g_00243
OG0001009	Prau.g_01611	Prbf.g_00244
OG0001010	Prau.g_01619	Prbf.g_00750
OG0001011	Prau.g_01626	Prbf.g_01911
OG0001012	Prau.g_01652	Prbf.g_01230
OG0001013	Prau.g_01726	Prbf.g_00700
OG0001014	Prau.g_01727	Prbf.g_00699
OG0001015	Prau.g_01733	Prbf.g_00692
OG0001016	Prau.g_01734	Prbf.g_00691
OG0001017	Prau.g_01735	Prbf.g_00690
OG0001018	Prau.g_01736	Prbf.g_00689
OG0001019	Prau.g_01738	Prbf.g_00687
OG0001020	Prau.g_01739	Prbf.g_00686
OG0001021	Prau.g_01740	Prbf.g_00685
OG0001022	Prau.g_01741	Prbf.g_00684
OG0001023	Prau.g_01742	Prbf.g_00683
OG0001024	Prau.g_01743	Prbf.g_00681
OG0001025	Prau.g_01744	Prbf.g_00680
OG0001026	Prau.g_01746	Prbf.g_00679
OG0001027	Prau.g_01747	Prbf.g_00678
OG0001028	Prau.g_01748	Prbf.g_00677
OG0001029	Prau.g_01749	Prbf.g_00676
OG0001030	Prau.g_01750	Prbf.g_00675
OG0001031	Prau.g_01751	Prbf.g_00674
OG0001032	Prau.g_01752	Prbf.g_00673
OG0001033	Prau.g_01753	Prbf.g_00672
OG0001034	Prau.g_01754	Prbf.g_00671
OG0001035	Prau.g_01756	Prbf.g_00669
OG0001036	Prau.g_01757	Prbf.g_00668
OG0001037	Prau.g_01758	Prbf.g_00667
OG0001038	Prau.g_01759	Prbf.g_00666
OG0001039	Prau.g_01760	Prbf.g_00665
OG0001040	Prau.g_01761	Prbf.g_00664
OG0001041	Prau.g_01762	Prbf.g_00663
OG0001042	Prau.g_01763	Prbf.g_00662
OG0001043	Prau.g_01764	Prbf.g_00661
OG0001044	Prau.g_01765	Prbf.g_00660
OG0001045	Prau.g_01766	Prbf.g_00659
OG0001046	Prau.g_01767	Prbf.g_00658
OG0001047	Prau.g_01770	Prbf.g_00655
OG0001048	Prau.g_01772	Prbf.g_00653
OG0001049	Prau.g_01773	Prbf.g_00652
OG0001050	Prau.g_01774	Prbf.g_00651
OG0001051	Prau.g_01775	Prbf.g_00650
OG0001052	Prau.g_01776	Prbf.g_00649
OG0001053	Prau.g_01777	Prbf.g_00647
OG0001054	Prau.g_01779	Prbf.g_00645
OG0001055	Prau.g_01780	Prbf.g_00644
OG0001056	Prau.g_01781	Prbf.g_00643
OG0001057	Prau.g_01782	Prbf.g_00642
OG0001058	Prau.g_01783	Prbf.g_00641
OG0001059	Prau.g_01784	Prbf.g_00640
OG0001060	Prau.g_01785	Prbf.g_00639
OG0001061	Prau.g_01786	Prbf.g_00638
OG0001062	Prau.g_01787	Prbf.g_00637
OG0001063	Prau.g_01788	Prbf.g_00636
OG0001064	Prau.g_01790	Prbf.g_00634
OG0001065	Prau.g_01794	Prbf.g_00630
OG0001066	Prau.g_01795	Prbf.g_00628
OG0001067	Prau.g_01796	Prbf.g_00627
OG0001068	Prau.g_01798	Prbf.g_00624
OG0001069	Prau.g_01799	Prbf.g_00623
OG0001070	Prau.g_01800	Prbf.g_00622
OG0001071	Prau.g_01801	Prbf.g_00621
OG0001072	Prau.g_01802	Prbf.g_00620
OG0001073	Prau.g_01803	Prbf.g_00619
OG0001074	Prau.g_01804	Prbf.g_00618
OG0001075	Prau.g_01805	Prbf.g_00617
OG0001076	Prau.g_01806	Prbf.g_00616
OG0001077	Prau.g_01807	Prbf.g_00615
OG0001078	Prau.g_01808	Prbf.g_00614
OG0001079	Prau.g_01809	Prbf.g_00613
OG0001080	Prau.g_01810	Prbf.g_00612
OG0001081	Prau.g_01813	Prbf.g_00608
OG0001082	Prau.g_01814	Prbf.g_00607
OG0001083	Prau.g_01815	Prbf.g_00604
OG0001084	Prau.g_01817	Prbf.g_00605
OG0001085	Prau.g_01818	Prbf.g_00606
OG0001086	Prau.g_01819	Prbf.g_00609
OG0001087	Prau.g_01820	Prbf.g_00610
OG0001088	Prau.g_01821	Prbf.g_00611
OG0001089	Prau.g_01827	Prbf.g_00601
OG0001090	Prau.g_01829	Prbf.g_00599
OG0001091	Prau.g_01830	Prbf.g_00598
OG0001092	Prau.g_01831	Prbf.g_00597
OG0001093	Prau.g_01832	Prbf.g_00596
OG0001094	Prau.g_01833	Prbf.g_00595
OG0001095	Prau.g_01834	Prbf.g_00594
OG0001096	Prau.g_01835	Prbf.g_00593
OG0001097	Prau.g_01836	Prbf.g_00592
OG0001098	Prau.g_01837	Prbf.g_00591
OG0001099	Prau.g_01838	Prbf.g_00590
OG0001100	Prau.g_01839	Prbf.g_00589
OG0001101	Prau.g_01840	Prbf.g_00588
OG0001102	Prau.g_01841	Prbf.g_00587
OG0001103	Prau.g_01842	Prbf.g_00586
OG0001104	Prau.g_01843	Prbf.g_00585
OG0001105	Prau.g_01844	Prbf.g_00584
OG0001106	Prau.g_01845	Prbf.g_00583
OG0001107	Prau.g_01846	Prbf.g_00582
OG0001108	Prau.g_01847	Prbf.g_00581
OG0001109	Prau.g_01848	Prbf.g_00580
OG0001110	Prau.g_01849	Prbf.g_00579
OG0001111	Prau.g_01850	Prbf.g_00578
OG0001112	Prau.g_01851	Prbf.g_00577
OG0001113	Prau.g_01852	Prbf.g_00576
OG0001114	Prau.g_01853	Prbf.g_00575
OG0001115	Prau.g_01854	Prbf.g_00574
OG0001116	Prau.g_01855	Prbf.g_00573
OG0001117	Prau.g_01856	Prbf.g_00572
