Orthogroup	Prau	Prbm
OG0000538	Prau.g_00650	Prbm.g_00643
OG0000539	Prau.g_00651	Prbm.g_00644
OG0000540	Prau.g_00652	Prbm.g_00645
OG0000541	Prau.g_00653	Prbm.g_00646
OG0000542	Prau.g_00654	Prbm.g_00647
OG0000543	Prau.g_00655	Prbm.g_00648
OG0000544	Prau.g_00656	Prbm.g_00649
OG0000545	Prau.g_00661	Prbm.g_00652
OG0000546	Prau.g_00662	Prbm.g_00653
OG0000547	Prau.g_00664	Prbm.g_00654
OG0000548	Prau.g_00665	Prbm.g_00656
OG0000549	Prau.g_00666	Prbm.g_00657
OG0000550	Prau.g_00667	Prbm.g_00658
OG0000551	Prau.g_00668	Prbm.g_00659
OG0000552	Prau.g_00669	Prbm.g_00660
OG0000553	Prau.g_00670	Prbm.g_00661
OG0000554	Prau.g_00671	Prbm.g_00662
OG0000555	Prau.g_00672	Prbm.g_00663
OG0000556	Prau.g_00673	Prbm.g_00664
OG0000557	Prau.g_00674	Prbm.g_00665
OG0000558	Prau.g_00675	Prbm.g_00666
OG0000559	Prau.g_00676	Prbm.g_00667
OG0000560	Prau.g_00678	Prbm.g_00669
OG0000561	Prau.g_00679	Prbm.g_00670
OG0000562	Prau.g_00680	Prbm.g_00671
OG0000563	Prau.g_00681	Prbm.g_00672
OG0000564	Prau.g_00682	Prbm.g_00673
OG0000565	Prau.g_00683	Prbm.g_00674
OG0000566	Prau.g_00684	Prbm.g_00675
OG0000567	Prau.g_00685	Prbm.g_00676
OG0000568	Prau.g_00686	Prbm.g_00677
OG0000569	Prau.g_00687	Prbm.g_00678
OG0000570	Prau.g_00688	Prbm.g_00679
OG0000571	Prau.g_00689	Prbm.g_00680
OG0000572	Prau.g_00690	Prbm.g_00681
OG0000573	Prau.g_00693	Prbm.g_00684
OG0000574	Prau.g_00694	Prbm.g_00685
OG0000575	Prau.g_00695	Prbm.g_00686
OG0000576	Prau.g_00696	Prbm.g_00687
OG0000577	Prau.g_00697	Prbm.g_00688
OG0000578	Prau.g_00698	Prbm.g_00689
OG0000579	Prau.g_00699	Prbm.g_00690
OG0000580	Prau.g_00700	Prbm.g_00691
OG0000581	Prau.g_00701	Prbm.g_00692
OG0000582	Prau.g_00702	Prbm.g_00693
OG0000583	Prau.g_00703	Prbm.g_00694
OG0000584	Prau.g_00704	Prbm.g_00696
OG0000585	Prau.g_00705	Prbm.g_00697
OG0000586	Prau.g_00707	Prbm.g_00699
OG0000587	Prau.g_00708	Prbm.g_00700
OG0000588	Prau.g_00710	Prbm.g_00703
OG0000589	Prau.g_00711	Prbm.g_00704
OG0000590	Prau.g_00713	Prbm.g_00706
OG0000591	Prau.g_00719	Prbm.g_00713
OG0000592	Prau.g_00720	Prbm.g_00714
OG0000593	Prau.g_00721	Prbm.g_00716
OG0000594	Prau.g_00723	Prbm.g_00719
OG0000595	Prau.g_00724	Prbm.g_00720
OG0000596	Prau.g_00725	Prbm.g_00722
OG0000597	Prau.g_00727	Prbm.g_00724
OG0000598	Prau.g_00728	Prbm.g_00725
OG0000599	Prau.g_00729	Prbm.g_00726
OG0000600	Prau.g_00730	Prbm.g_00727
OG0000601	Prau.g_00732	Prbm.g_00730
OG0000602	Prau.g_00733	Prbm.g_00731
OG0000603	Prau.g_00734	Prbm.g_00732
OG0000604	Prau.g_00735	Prbm.g_01483
OG0000605	Prau.g_00736	Prbm.g_00733
OG0000606	Prau.g_00737	Prbm.g_00734
OG0000607	Prau.g_00739	Prbm.g_00736
OG0000608	Prau.g_00740	Prbm.g_00737
OG0000609	Prau.g_00744	Prbm.g_02220
OG0000610	Prau.g_00745	Prbm.g_01326
OG0000611	Prau.g_00756	Prbm.g_00743
OG0000612	Prau.g_00757	Prbm.g_00744
OG0000613	Prau.g_00758	Prbm.g_00745
OG0000614	Prau.g_00759	Prbm.g_00746
OG0000615	Prau.g_00761	Prbm.g_00748
OG0000616	Prau.g_00762	Prbm.g_00749
OG0000617	Prau.g_00763	Prbm.g_00750
OG0000618	Prau.g_00764	Prbm.g_00751
OG0000619	Prau.g_00765	Prbm.g_00752
OG0000620	Prau.g_00766	Prbm.g_00753
OG0000621	Prau.g_00767	Prbm.g_00754
OG0000622	Prau.g_00768	Prbm.g_00755
OG0000623	Prau.g_00769	Prbm.g_00756
OG0000624	Prau.g_00770	Prbm.g_00758
OG0000625	Prau.g_00771	Prbm.g_00759
OG0000626	Prau.g_00772	Prbm.g_00760
OG0000627	Prau.g_00773	Prbm.g_00762
OG0000628	Prau.g_00774	Prbm.g_00763
OG0000629	Prau.g_00775	Prbm.g_00764
OG0000630	Prau.g_00776	Prbm.g_00765
OG0000631	Prau.g_00778	Prbm.g_00767
OG0000632	Prau.g_00796	Prbm.g_01151
OG0000633	Prau.g_00800	Prbm.g_00111
OG0000634	Prau.g_00816	Prbm.g_01094
OG0000635	Prau.g_00818	Prbm.g_00980
OG0000636	Prau.g_00819	Prbm.g_00979
OG0000637	Prau.g_00820	Prbm.g_00978
OG0000638	Prau.g_00832	Prbm.g_00395
OG0000639	Prau.g_00841	Prbm.g_00955
OG0000640	Prau.g_00843	Prbm.g_00957
OG0000641	Prau.g_00845	Prbm.g_00959
OG0000642	Prau.g_00846	Prbm.g_00960
OG0000643	Prau.g_00847	Prbm.g_00961
OG0000644	Prau.g_00848	Prbm.g_00808
OG0000645	Prau.g_00849	Prbm.g_00809
OG0000646	Prau.g_00850	Prbm.g_00810
OG0000647	Prau.g_00851	Prbm.g_00811
OG0000648	Prau.g_00853	Prbm.g_00813
OG0000649	Prau.g_00854	Prbm.g_00814
OG0000650	Prau.g_00855	Prbm.g_00815
OG0000651	Prau.g_00856	Prbm.g_00816
OG0000652	Prau.g_00857	Prbm.g_00817
OG0000653	Prau.g_00858	Prbm.g_00818
OG0000654	Prau.g_00860	Prbm.g_00820
OG0000655	Prau.g_00862	Prbm.g_00822
OG0000656	Prau.g_00863	Prbm.g_00823
OG0000657	Prau.g_00864	Prbm.g_00824
OG0000658	Prau.g_00865	Prbm.g_00825
OG0000659	Prau.g_00866	Prbm.g_00826
OG0000660	Prau.g_00867	Prbm.g_00827
OG0000661	Prau.g_00868	Prbm.g_00829
OG0000662	Prau.g_00869	Prbm.g_00831
OG0000663	Prau.g_00870	Prbm.g_00832
OG0000664	Prau.g_00871	Prbm.g_00833
OG0000665	Prau.g_00872	Prbm.g_00834
OG0000666	Prau.g_00873	Prbm.g_00835
OG0000667	Prau.g_00874	Prbm.g_00836
OG0000668	Prau.g_00875	Prbm.g_00837
OG0000669	Prau.g_00877	Prbm.g_00839
OG0000670	Prau.g_00878	Prbm.g_00840
OG0000671	Prau.g_00879	Prbm.g_00841
OG0000672	Prau.g_00880	Prbm.g_00842
OG0000673	Prau.g_00881	Prbm.g_00843
OG0000674	Prau.g_00882	Prbm.g_00844
OG0000675	Prau.g_00884	Prbm.g_00845
OG0000676	Prau.g_00885	Prbm.g_00846
OG0000677	Prau.g_00887	Prbm.g_00848
OG0000678	Prau.g_00889	Prbm.g_00850
OG0000679	Prau.g_00890	Prbm.g_00852
OG0000680	Prau.g_00891	Prbm.g_00853
OG0000681	Prau.g_00892	Prbm.g_00854
OG0000682	Prau.g_00893	Prbm.g_00855
OG0000683	Prau.g_00895	Prbm.g_00857
OG0000684	Prau.g_00896	Prbm.g_00858
OG0000685	Prau.g_00897	Prbm.g_00859
OG0000686	Prau.g_00898	Prbm.g_00860
OG0000687	Prau.g_00899	Prbm.g_00861
OG0000688	Prau.g_00900	Prbm.g_00862
OG0000689	Prau.g_00902	Prbm.g_00863
OG0000690	Prau.g_00903	Prbm.g_00864
OG0000691	Prau.g_00904	Prbm.g_00865
OG0000692	Prau.g_00906	Prbm.g_00867
OG0000693	Prau.g_00907	Prbm.g_00868
OG0000694	Prau.g_00908	Prbm.g_00869
OG0000695	Prau.g_00909	Prbm.g_00870
OG0000696	Prau.g_00910	Prbm.g_00871
OG0000697	Prau.g_00912	Prbm.g_00873
OG0000698	Prau.g_00914	Prbm.g_00877
OG0000699	Prau.g_00915	Prbm.g_00878
OG0000700	Prau.g_00942	Prbm.g_00911
OG0000701	Prau.g_00946	Prbm.g_00914
OG0000702	Prau.g_00949	Prbm.g_00919
OG0000703	Prau.g_00950	Prbm.g_00921
OG0000704	Prau.g_00951	Prbm.g_00922
OG0000705	Prau.g_00952	Prbm.g_00923
OG0000706	Prau.g_00953	Prbm.g_00924
OG0000707	Prau.g_00954	Prbm.g_00926
OG0000708	Prau.g_00955	Prbm.g_00927
OG0000709	Prau.g_00956	Prbm.g_00929
OG0000710	Prau.g_00957	Prbm.g_00930
OG0000711	Prau.g_00958	Prbm.g_00931
OG0000712	Prau.g_00959	Prbm.g_00932
OG0000713	Prau.g_00960	Prbm.g_00933
OG0000714	Prau.g_00962	Prbm.g_00935
OG0000715	Prau.g_00963	Prbm.g_00936
OG0000716	Prau.g_00965	Prbm.g_00939
OG0000717	Prau.g_00966	Prbm.g_00940
OG0000718	Prau.g_00967	Prbm.g_00941
OG0000719	Prau.g_00969	Prbm.g_00943
OG0000720	Prau.g_00970	Prbm.g_00944
OG0000721	Prau.g_00973	Prbm.g_00946
OG0000722	Prau.g_00974	Prbm.g_00947
OG0000723	Prau.g_00975	Prbm.g_00948
OG0000724	Prau.g_00977	Prbm.g_00793
OG0000725	Prau.g_00978	Prbm.g_00794
OG0000726	Prau.g_00979	Prbm.g_00795
OG0000727	Prau.g_00980	Prbm.g_00796
OG0000728	Prau.g_00981	Prbm.g_00797
OG0000729	Prau.g_00982	Prbm.g_00798
OG0000730	Prau.g_00983	Prbm.g_00799
OG0000731	Prau.g_00984	Prbm.g_00800
OG0000732	Prau.g_00985	Prbm.g_00801
OG0000733	Prau.g_00986	Prbm.g_00802
OG0000734	Prau.g_00987	Prbm.g_00803
OG0000735	Prau.g_00989	Prbm.g_00805
OG0000736	Prau.g_00990	Prbm.g_00806
OG0000737	Prau.g_00991	Prbm.g_00807
OG0000738	Prau.g_00992	Prbm.g_00962
OG0000739	Prau.g_00993	Prbm.g_00963
OG0000740	Prau.g_00994	Prbm.g_00964
OG0000741	Prau.g_00995	Prbm.g_00965
OG0000742	Prau.g_00997	Prbm.g_00967
OG0000743	Prau.g_00998	Prbm.g_00968
OG0000744	Prau.g_00999	Prbm.g_00969
OG0000745	Prau.g_01000	Prbm.g_00970
OG0000746	Prau.g_01001	Prbm.g_00971
OG0000747	Prau.g_01002	Prbm.g_00972
OG0000748	Prau.g_01003	Prbm.g_00973
OG0000749	Prau.g_01004	Prbm.g_00974
OG0000750	Prau.g_01005	Prbm.g_00975
OG0000751	Prau.g_01006	Prbm.g_00976
OG0000752	Prau.g_01007	Prbm.g_00889
OG0000753	Prau.g_01009	Prbm.g_00981
OG0000754	Prau.g_01010	Prbm.g_00982
OG0000755	Prau.g_01011	Prbm.g_00983
OG0000756	Prau.g_01012	Prbm.g_00985
OG0000757	Prau.g_01013	Prbm.g_00986
OG0000758	Prau.g_01014	Prbm.g_00987
OG0000759	Prau.g_01016	Prbm.g_00989
OG0000760	Prau.g_01017	Prbm.g_00990
OG0000761	Prau.g_01018	Prbm.g_00991
OG0000762	Prau.g_01020	Prbm.g_00993
OG0000763	Prau.g_01021	Prbm.g_00994
OG0000764	Prau.g_01022	Prbm.g_00995
OG0000765	Prau.g_01023	Prbm.g_00996
OG0000766	Prau.g_01024	Prbm.g_00997
OG0000767	Prau.g_01026	Prbm.g_00999
OG0000768	Prau.g_01027	Prbm.g_01000
OG0000769	Prau.g_01028	Prbm.g_01001
OG0000770	Prau.g_01029	Prbm.g_01002
OG0000771	Prau.g_01030	Prbm.g_01003
OG0000772	Prau.g_01031	Prbm.g_00102
OG0000773	Prau.g_01032	Prbm.g_01004
OG0000774	Prau.g_01033	Prbm.g_01005
OG0000775	Prau.g_01034	Prbm.g_01006
OG0000776	Prau.g_01036	Prbm.g_01007
OG0000777	Prau.g_01038	Prbm.g_01009
OG0000778	Prau.g_01039	Prbm.g_01010
OG0000779	Prau.g_01040	Prbm.g_01011
OG0000780	Prau.g_01042	Prbm.g_01013
OG0000781	Prau.g_01044	Prbm.g_01014
OG0000782	Prau.g_01045	Prbm.g_01015
OG0000783	Prau.g_01058	Prbm.g_01031
OG0000784	Prau.g_01060	Prbm.g_01032
OG0000785	Prau.g_01061	Prbm.g_01033
OG0000786	Prau.g_01062	Prbm.g_01034
OG0000787	Prau.g_01063	Prbm.g_01035
OG0000788	Prau.g_01067	Prbm.g_01039
OG0000789	Prau.g_01069	Prbm.g_01042
OG0000790	Prau.g_01070	Prbm.g_00888
OG0000791	Prau.g_01071	Prbm.g_01043
OG0000792	Prau.g_01072	Prbm.g_01044
OG0000793	Prau.g_01073	Prbm.g_01045
OG0000794	Prau.g_01075	Prbm.g_01048
OG0000795	Prau.g_01078	Prbm.g_01052
OG0000796	Prau.g_01079	Prbm.g_01053
OG0000797	Prau.g_01081	Prbm.g_01056
OG0000798	Prau.g_01082	Prbm.g_01057
OG0000799	Prau.g_01083	Prbm.g_01058
OG0000800	Prau.g_01084	Prbm.g_01059
OG0000801	Prau.g_01087	Prbm.g_01062
OG0000802	Prau.g_01088	Prbm.g_01063
OG0000803	Prau.g_01090	Prbm.g_00887
OG0000804	Prau.g_01091	Prbm.g_00886
OG0000805	Prau.g_01092	Prbm.g_00885
OG0000806	Prau.g_01094	Prbm.g_00883
OG0000807	Prau.g_01118	Prbm.g_00894
OG0000808	Prau.g_01127	Prbm.g_01103
OG0000809	Prau.g_01130	Prbm.g_01085
OG0000810	Prau.g_01131	Prbm.g_01806
OG0000811	Prau.g_01138	Prbm.g_02104
OG0000812	Prau.g_01142	Prbm.g_00398
OG0000813	Prau.g_01146	Prbm.g_00406
OG0000814	Prau.g_01148	Prbm.g_01803
OG0000815	Prau.g_01160	Prbm.g_01079
OG0000816	Prau.g_01175	Prbm.g_01911
OG0000817	Prau.g_01176	Prbm.g_01912
OG0000818	Prau.g_01181	Prbm.g_01123
OG0000819	Prau.g_01188	Prbm.g_01571
OG0000820	Prau.g_01192	Prbm.g_01565
OG0000821	Prau.g_01194	Prbm.g_01563
OG0000822	Prau.g_01195	Prbm.g_01562
OG0000823	Prau.g_01196	Prbm.g_01561
OG0000824	Prau.g_01197	Prbm.g_01560
OG0000825	Prau.g_01198	Prbm.g_01559
OG0000826	Prau.g_01199	Prbm.g_01558
OG0000827	Prau.g_01200	Prbm.g_01557
OG0000828	Prau.g_01201	Prbm.g_01556
OG0000829	Prau.g_01202	Prbm.g_01555
OG0000830	Prau.g_01203	Prbm.g_01553
OG0000831	Prau.g_01205	Prbm.g_01550
OG0000832	Prau.g_01207	Prbm.g_01548
OG0000833	Prau.g_01208	Prbm.g_01547
OG0000834	Prau.g_01209	Prbm.g_01545
OG0000835	Prau.g_01210	Prbm.g_01544
OG0000836	Prau.g_01211	Prbm.g_01543
OG0000837	Prau.g_01213	Prbm.g_01540
OG0000838	Prau.g_01214	Prbm.g_01539
OG0000839	Prau.g_01215	Prbm.g_01538
OG0000840	Prau.g_01216	Prbm.g_01537
OG0000841	Prau.g_01217	Prbm.g_01536
OG0000842	Prau.g_01218	Prbm.g_01534
OG0000843	Prau.g_01219	Prbm.g_01533
OG0000844	Prau.g_01220	Prbm.g_01532
OG0000845	Prau.g_01221	Prbm.g_01531
OG0000846	Prau.g_01224	Prbm.g_01529
OG0000847	Prau.g_01226	Prbm.g_01527
OG0000848	Prau.g_01227	Prbm.g_01525
OG0000849	Prau.g_01228	Prbm.g_01524
OG0000850	Prau.g_01229	Prbm.g_01523
OG0000851	Prau.g_01230	Prbm.g_01520
OG0000852	Prau.g_01232	Prbm.g_01518
OG0000853	Prau.g_01233	Prbm.g_01516
OG0000854	Prau.g_01235	Prbm.g_01514
OG0000855	Prau.g_01236	Prbm.g_01513
OG0000856	Prau.g_01237	Prbm.g_01512
OG0000857	Prau.g_01238	Prbm.g_01511
OG0000858	Prau.g_01239	Prbm.g_01510
OG0000859	Prau.g_01240	Prbm.g_01509
OG0000860	Prau.g_01241	Prbm.g_01508
OG0000861	Prau.g_01242	Prbm.g_01507
OG0000862	Prau.g_01243	Prbm.g_01506
OG0000863	Prau.g_01244	Prbm.g_01505
OG0000864	Prau.g_01245	Prbm.g_01504
OG0000865	Prau.g_01246	Prbm.g_01503
OG0000866	Prau.g_01247	Prbm.g_01502
OG0000867	Prau.g_01248	Prbm.g_01501
OG0000868	Prau.g_01249	Prbm.g_01500
OG0000869	Prau.g_01251	Prbm.g_01498
OG0000870	Prau.g_01252	Prbm.g_01497
OG0000871	Prau.g_01254	Prbm.g_01496
OG0000872	Prau.g_01255	Prbm.g_01495
OG0000873	Prau.g_01257	Prbm.g_01494
OG0000874	Prau.g_01258	Prbm.g_01493
OG0000875	Prau.g_01259	Prbm.g_01492
OG0000876	Prau.g_01260	Prbm.g_01491
OG0000877	Prau.g_01262	Prbm.g_01490
OG0000878	Prau.g_01346	Prbm.g_01356
OG0000879	Prau.g_01359	Prbm.g_01600
OG0000880	Prau.g_01360	Prbm.g_01601
OG0000881	Prau.g_01361	Prbm.g_01602
OG0000882	Prau.g_01362	Prbm.g_01603
OG0000883	Prau.g_01363	Prbm.g_01605
OG0000884	Prau.g_01366	Prbm.g_01606
OG0000885	Prau.g_01367	Prbm.g_01607
OG0000886	Prau.g_01368	Prbm.g_01608
OG0000887	Prau.g_01369	Prbm.g_01609
OG0000888	Prau.g_01370	Prbm.g_01610
OG0000889	Prau.g_01373	Prbm.g_01613
OG0000890	Prau.g_01374	Prbm.g_01614
OG0000891	Prau.g_01375	Prbm.g_01615
OG0000892	Prau.g_01377	Prbm.g_01616
OG0000893	Prau.g_01378	Prbm.g_01617
OG0000894	Prau.g_01379	Prbm.g_01618
OG0000895	Prau.g_01380	Prbm.g_01619
OG0000896	Prau.g_01381	Prbm.g_01620
OG0000897	Prau.g_01382	Prbm.g_01621
OG0000898	Prau.g_01384	Prbm.g_01624
OG0000899	Prau.g_01385	Prbm.g_01625
OG0000900	Prau.g_01391	Prbm.g_01630
OG0000901	Prau.g_01395	Prbm.g_01634
OG0000902	Prau.g_01396	Prbm.g_00777
OG0000903	Prau.g_01397	Prbm.g_01573
OG0000904	Prau.g_01399	Prbm.g_01051
OG0000905	Prau.g_01401	Prbm.g_01812
OG0000906	Prau.g_01403	Prbm.g_01658
OG0000907	Prau.g_01404	Prbm.g_00875
OG0000908	Prau.g_01407	Prbm.g_01176
OG0000909	Prau.g_01411	Prbm.g_01662
OG0000910	Prau.g_01412	Prbm.g_01663
OG0000911	Prau.g_01413	Prbm.g_01664
OG0000912	Prau.g_01414	Prbm.g_01665
OG0000913	Prau.g_01415	Prbm.g_01666
OG0000914	Prau.g_01416	Prbm.g_01667
OG0000915	Prau.g_01417	Prbm.g_01668
OG0000916	Prau.g_01418	Prbm.g_01669
OG0000917	Prau.g_01419	Prbm.g_01670
OG0000918	Prau.g_01420	Prbm.g_01671
OG0000919	Prau.g_01421	Prbm.g_01672
OG0000920	Prau.g_01422	Prbm.g_01673
OG0000921	Prau.g_01423	Prbm.g_01674
OG0000922	Prau.g_01424	Prbm.g_01675
OG0000923	Prau.g_01425	Prbm.g_01676
OG0000924	Prau.g_01426	Prbm.g_01677
OG0000925	Prau.g_01427	Prbm.g_01678
OG0000926	Prau.g_01436	Prbm.g_02077
OG0000927	Prau.g_01510	Prbm.g_01691
OG0000928	Prau.g_01511	Prbm.g_01692
OG0000929	Prau.g_01512	Prbm.g_01693
OG0000930	Prau.g_01513	Prbm.g_01694
OG0000931	Prau.g_01514	Prbm.g_01695
OG0000932	Prau.g_01516	Prbm.g_01697
OG0000933	Prau.g_01517	Prbm.g_01698
OG0000934	Prau.g_01518	Prbm.g_01699
OG0000935	Prau.g_01519	Prbm.g_01700
OG0000936	Prau.g_01520	Prbm.g_01701
OG0000937	Prau.g_01521	Prbm.g_01702
OG0000938	Prau.g_01522	Prbm.g_01703
OG0000939	Prau.g_01523	Prbm.g_01704
OG0000940	Prau.g_01524	Prbm.g_01706
OG0000941	Prau.g_01526	Prbm.g_01708
OG0000942	Prau.g_01527	Prbm.g_01709
OG0000943	Prau.g_01533	Prbm.g_01712
OG0000944	Prau.g_01534	Prbm.g_01713
OG0000945	Prau.g_01535	Prbm.g_01714
OG0000946	Prau.g_01536	Prbm.g_01715
OG0000947	Prau.g_01537	Prbm.g_01716
OG0000948	Prau.g_01538	Prbm.g_01717
OG0000949	Prau.g_01539	Prbm.g_01718
OG0000950	Prau.g_01540	Prbm.g_01719
OG0000951	Prau.g_01541	Prbm.g_01720
OG0000952	Prau.g_01542	Prbm.g_01721
OG0000953	Prau.g_01543	Prbm.g_01722
OG0000954	Prau.g_01544	Prbm.g_01723
OG0000955	Prau.g_01545	Prbm.g_01724
OG0000956	Prau.g_01546	Prbm.g_01725
OG0000957	Prau.g_01547	Prbm.g_00487
OG0000958	Prau.g_01548	Prbm.g_01726
OG0000959	Prau.g_01549	Prbm.g_01727
OG0000960	Prau.g_01550	Prbm.g_01728
OG0000961	Prau.g_01554	Prbm.g_01731
OG0000962	Prau.g_01555	Prbm.g_01732
OG0000963	Prau.g_01556	Prbm.g_01733
OG0000964	Prau.g_01558	Prbm.g_01735
OG0000965	Prau.g_01559	Prbm.g_01736
OG0000966	Prau.g_01560	Prbm.g_01737
OG0000967	Prau.g_01561	Prbm.g_01738
OG0000968	Prau.g_01562	Prbm.g_01739
OG0000969	Prau.g_01563	Prbm.g_01740
OG0000970	Prau.g_01564	Prbm.g_01741
OG0000971	Prau.g_01565	Prbm.g_01742
OG0000972	Prau.g_01566	Prbm.g_01743
OG0000973	Prau.g_01567	Prbm.g_01744
OG0000974	Prau.g_01569	Prbm.g_01746
OG0000975	Prau.g_01572	Prbm.g_01752
OG0000976	Prau.g_01574	Prbm.g_01755
OG0000977	Prau.g_01575	Prbm.g_01756
OG0000978	Prau.g_01576	Prbm.g_01757
OG0000979	Prau.g_01578	Prbm.g_01759
OG0000980	Prau.g_01579	Prbm.g_01760
OG0000981	Prau.g_01580	Prbm.g_01761
OG0000982	Prau.g_01581	Prbm.g_01762
OG0000983	Prau.g_01583	Prbm.g_01764
OG0000984	Prau.g_01584	Prbm.g_01765
OG0000985	Prau.g_01585	Prbm.g_01766
OG0000986	Prau.g_01586	Prbm.g_01768
OG0000987	Prau.g_01587	Prbm.g_01769
OG0000988	Prau.g_01588	Prbm.g_01770
OG0000989	Prau.g_01589	Prbm.g_01771
OG0000990	Prau.g_01590	Prbm.g_01772
OG0000991	Prau.g_01591	Prbm.g_01773
OG0000992	Prau.g_01592	Prbm.g_01774
OG0000993	Prau.g_01593	Prbm.g_01775
OG0000994	Prau.g_01594	Prbm.g_01776
OG0000995	Prau.g_01595	Prbm.g_01777
OG0000996	Prau.g_01596	Prbm.g_01778
OG0000997	Prau.g_01597	Prbm.g_01779
OG0000998	Prau.g_01598	Prbm.g_01780
OG0000999	Prau.g_01599	Prbm.g_01781
OG0001000	Prau.g_01600	Prbm.g_01782
OG0001001	Prau.g_01602	Prbm.g_01784
OG0001002	Prau.g_01603	Prbm.g_01785
OG0001003	Prau.g_01604	Prbm.g_01786
OG0001004	Prau.g_01605	Prbm.g_01787
OG0001005	Prau.g_01606	Prbm.g_01789
OG0001006	Prau.g_01607	Prbm.g_01790
OG0001007	Prau.g_01608	Prbm.g_01791
OG0001008	Prau.g_01610	Prbm.g_01793
OG0001009	Prau.g_01611	Prbm.g_01794
OG0001010	Prau.g_01619	Prbm.g_01586
OG0001011	Prau.g_01626	Prbm.g_01685
OG0001012	Prau.g_01652	Prbm.g_00830
OG0001013	Prau.g_01726	Prbm.g_01835
OG0001014	Prau.g_01727	Prbm.g_01836
OG0001015	Prau.g_01733	Prbm.g_01842
OG0001016	Prau.g_01734	Prbm.g_01843
OG0001017	Prau.g_01735	Prbm.g_01844
OG0001018	Prau.g_01736	Prbm.g_01845
OG0001019	Prau.g_01738	Prbm.g_01846
OG0001020	Prau.g_01739	Prbm.g_01847
OG0001021	Prau.g_01740	Prbm.g_01848
OG0001022	Prau.g_01741	Prbm.g_01849
OG0001023	Prau.g_01742	Prbm.g_01850
OG0001024	Prau.g_01743	Prbm.g_01851
OG0001025	Prau.g_01744	Prbm.g_01852
OG0001026	Prau.g_01746	Prbm.g_01853
OG0001027	Prau.g_01747	Prbm.g_01854
OG0001028	Prau.g_01748	Prbm.g_01855
OG0001029	Prau.g_01749	Prbm.g_01856
OG0001030	Prau.g_01750	Prbm.g_01857
OG0001031	Prau.g_01751	Prbm.g_01858
OG0001032	Prau.g_01752	Prbm.g_01859
OG0001033	Prau.g_01753	Prbm.g_01860
OG0001034	Prau.g_01754	Prbm.g_01861
OG0001035	Prau.g_01756	Prbm.g_01863
OG0001036	Prau.g_01757	Prbm.g_01864
OG0001037	Prau.g_01758	Prbm.g_01865
OG0001038	Prau.g_01759	Prbm.g_01866
OG0001039	Prau.g_01760	Prbm.g_01867
OG0001040	Prau.g_01761	Prbm.g_01869
OG0001041	Prau.g_01762	Prbm.g_01870
OG0001042	Prau.g_01763	Prbm.g_01871
OG0001043	Prau.g_01764	Prbm.g_01872
OG0001044	Prau.g_01765	Prbm.g_01873
OG0001045	Prau.g_01766	Prbm.g_01874
OG0001046	Prau.g_01767	Prbm.g_01875
OG0001047	Prau.g_01770	Prbm.g_01877
OG0001048	Prau.g_01772	Prbm.g_01879
OG0001049	Prau.g_01773	Prbm.g_01880
OG0001050	Prau.g_01774	Prbm.g_01881
OG0001051	Prau.g_01775	Prbm.g_01882
OG0001052	Prau.g_01776	Prbm.g_01883
OG0001053	Prau.g_01777	Prbm.g_01885
OG0001054	Prau.g_01779	Prbm.g_01887
OG0001055	Prau.g_01780	Prbm.g_01888
OG0001056	Prau.g_01781	Prbm.g_01889
OG0001057	Prau.g_01782	Prbm.g_01890
OG0001058	Prau.g_01783	Prbm.g_01891
OG0001059	Prau.g_01784	Prbm.g_01892
OG0001060	Prau.g_01785	Prbm.g_01893
OG0001061	Prau.g_01786	Prbm.g_01894
OG0001062	Prau.g_01787	Prbm.g_01895
OG0001063	Prau.g_01788	Prbm.g_01896
OG0001064	Prau.g_01790	Prbm.g_01898
OG0001065	Prau.g_01794	Prbm.g_01948
OG0001066	Prau.g_01795	Prbm.g_01950
OG0001067	Prau.g_01796	Prbm.g_01951
OG0001068	Prau.g_01798	Prbm.g_01953
OG0001069	Prau.g_01799	Prbm.g_01954
OG0001070	Prau.g_01800	Prbm.g_01955
OG0001071	Prau.g_01801	Prbm.g_01956
OG0001072	Prau.g_01802	Prbm.g_01957
OG0001073	Prau.g_01803	Prbm.g_01958
OG0001074	Prau.g_01804	Prbm.g_01959
OG0001075	Prau.g_01805	Prbm.g_01960
OG0001076	Prau.g_01806	Prbm.g_01961
OG0001077	Prau.g_01807	Prbm.g_01962
OG0001078	Prau.g_01808	Prbm.g_01963
OG0001079	Prau.g_01809	Prbm.g_01964
OG0001080	Prau.g_01810	Prbm.g_01965
OG0001081	Prau.g_01813	Prbm.g_01975
OG0001082	Prau.g_01814	Prbm.g_01974
OG0001083	Prau.g_01815	Prbm.g_01970
OG0001084	Prau.g_01817	Prbm.g_01972
OG0001085	Prau.g_01818	Prbm.g_01973
OG0001086	Prau.g_01819	Prbm.g_01968
OG0001087	Prau.g_01820	Prbm.g_01967
OG0001088	Prau.g_01821	Prbm.g_01966
OG0001089	Prau.g_01827	Prbm.g_01990
OG0001090	Prau.g_01829	Prbm.g_01992
OG0001091	Prau.g_01830	Prbm.g_01993
OG0001092	Prau.g_01831	Prbm.g_01994
OG0001093	Prau.g_01832	Prbm.g_01995
OG0001094	Prau.g_01833	Prbm.g_01996
OG0001095	Prau.g_01834	Prbm.g_01997
OG0001096	Prau.g_01835	Prbm.g_01998
