Orthogroup	Prau	Pram
OG0000583	Prau.g_00703	Pram.g_01047
OG0000584	Prau.g_00704	Pram.g_01045
OG0000585	Prau.g_00705	Pram.g_01044
OG0000586	Prau.g_00707	Pram.g_01042
OG0000587	Prau.g_00708	Pram.g_01041
OG0000588	Prau.g_00710	Pram.g_00760
OG0000589	Prau.g_00711	Pram.g_00761
OG0000590	Prau.g_00713	Pram.g_00763
OG0000591	Prau.g_00719	Pram.g_00769
OG0000592	Prau.g_00720	Pram.g_00770
OG0000593	Prau.g_00721	Pram.g_00771
OG0000594	Prau.g_00723	Pram.g_00774
OG0000595	Prau.g_00724	Pram.g_00775
OG0000596	Prau.g_00725	Pram.g_00776
OG0000597	Prau.g_00727	Pram.g_00778
OG0000598	Prau.g_00728	Pram.g_00779
OG0000599	Prau.g_00729	Pram.g_00780
OG0000600	Prau.g_00730	Pram.g_00781
OG0000601	Prau.g_00732	Pram.g_00784
OG0000602	Prau.g_00733	Pram.g_00785
OG0000603	Prau.g_00734	Pram.g_00786
OG0000604	Prau.g_00735	Pram.g_00789
OG0000605	Prau.g_00736	Pram.g_00790
OG0000606	Prau.g_00737	Pram.g_00791
OG0000607	Prau.g_00739	Pram.g_00793
OG0000608	Prau.g_00740	Pram.g_00795
OG0000609	Prau.g_00744	Pram.g_01927
OG0000610	Prau.g_00745	Pram.g_00720
OG0000611	Prau.g_00756	Pram.g_00802
OG0000612	Prau.g_00757	Pram.g_00803
OG0000613	Prau.g_00758	Pram.g_01027
OG0000614	Prau.g_00759	Pram.g_01026
OG0000615	Prau.g_00761	Pram.g_01024
OG0000616	Prau.g_00762	Pram.g_01023
OG0000617	Prau.g_00763	Pram.g_01022
OG0000618	Prau.g_00764	Pram.g_01021
OG0000619	Prau.g_00765	Pram.g_01020
OG0000620	Prau.g_00766	Pram.g_01019
OG0000621	Prau.g_00767	Pram.g_01018
OG0000622	Prau.g_00768	Pram.g_01017
OG0000623	Prau.g_00769	Pram.g_01016
OG0000624	Prau.g_00770	Pram.g_01014
OG0000625	Prau.g_00771	Pram.g_01013
OG0000626	Prau.g_00772	Pram.g_01012
OG0000627	Prau.g_00773	Pram.g_01011
OG0000628	Prau.g_00774	Pram.g_01010
OG0000629	Prau.g_00775	Pram.g_01008
OG0000630	Prau.g_00776	Pram.g_01007
OG0000631	Prau.g_00778	Pram.g_01005
OG0000632	Prau.g_00796	Pram.g_01004
OG0000633	Prau.g_00800	Pram.g_01539
OG0000634	Prau.g_00816	Pram.g_01534
OG0000635	Prau.g_00818	Pram.g_00935
OG0000636	Prau.g_00819	Pram.g_00934
OG0000637	Prau.g_00820	Pram.g_00933
OG0000638	Prau.g_00832	Pram.g_00325
OG0000639	Prau.g_00841	Pram.g_00908
OG0000640	Prau.g_00843	Pram.g_00911
OG0000641	Prau.g_00845	Pram.g_00913
OG0000642	Prau.g_00846	Pram.g_00914
OG0000643	Prau.g_00847	Pram.g_00915
OG0000644	Prau.g_00848	Pram.g_01028
OG0000645	Prau.g_00849	Pram.g_00804
OG0000646	Prau.g_00850	Pram.g_00805
OG0000647	Prau.g_00851	Pram.g_00806
OG0000648	Prau.g_00853	Pram.g_00808
OG0000649	Prau.g_00854	Pram.g_00809
OG0000650	Prau.g_00855	Pram.g_00810
OG0000651	Prau.g_00856	Pram.g_00811
OG0000652	Prau.g_00857	Pram.g_00812
OG0000653	Prau.g_00858	Pram.g_00813
OG0000654	Prau.g_00860	Pram.g_00815
OG0000655	Prau.g_00862	Pram.g_00817
OG0000656	Prau.g_00863	Pram.g_00818
OG0000657	Prau.g_00864	Pram.g_00819
OG0000658	Prau.g_00865	Pram.g_00820
OG0000659	Prau.g_00866	Pram.g_00821
OG0000660	Prau.g_00867	Pram.g_00822
OG0000661	Prau.g_00868	Pram.g_00823
OG0000662	Prau.g_00869	Pram.g_00825
OG0000663	Prau.g_00870	Pram.g_00826
OG0000664	Prau.g_00871	Pram.g_00827
OG0000665	Prau.g_00872	Pram.g_00828
OG0000666	Prau.g_00873	Pram.g_00829
OG0000667	Prau.g_00874	Pram.g_00830
OG0000668	Prau.g_00875	Pram.g_00831
OG0000669	Prau.g_00877	Pram.g_00833
OG0000670	Prau.g_00878	Pram.g_00834
OG0000671	Prau.g_00879	Pram.g_00835
OG0000672	Prau.g_00880	Pram.g_00836
OG0000673	Prau.g_00881	Pram.g_00837
OG0000674	Prau.g_00882	Pram.g_00838
OG0000675	Prau.g_00884	Pram.g_00839
OG0000676	Prau.g_00885	Pram.g_00840
OG0000677	Prau.g_00887	Pram.g_00843
OG0000678	Prau.g_00889	Pram.g_00845
OG0000679	Prau.g_00890	Pram.g_00847
OG0000680	Prau.g_00891	Pram.g_00848
OG0000681	Prau.g_00892	Pram.g_00849
OG0000682	Prau.g_00893	Pram.g_00850
OG0000683	Prau.g_00895	Pram.g_00852
OG0000684	Prau.g_00896	Pram.g_00853
OG0000685	Prau.g_00897	Pram.g_00854
OG0000686	Prau.g_00898	Pram.g_00855
OG0000687	Prau.g_00899	Pram.g_00857
OG0000688	Prau.g_00900	Pram.g_00858
OG0000689	Prau.g_00902	Pram.g_00859
OG0000690	Prau.g_00903	Pram.g_00860
OG0000691	Prau.g_00904	Pram.g_00861
OG0000692	Prau.g_00906	Pram.g_00865
OG0000693	Prau.g_00907	Pram.g_00866
OG0000694	Prau.g_00908	Pram.g_00867
OG0000695	Prau.g_00909	Pram.g_00868
OG0000696	Prau.g_00910	Pram.g_00870
OG0000697	Prau.g_00912	Pram.g_00872
OG0000698	Prau.g_00914	Pram.g_00876
OG0000699	Prau.g_00915	Pram.g_00877
OG0000700	Prau.g_00942	Pram.g_00713
OG0000701	Prau.g_00946	Pram.g_00717
OG0000702	Prau.g_00949	Pram.g_00724
OG0000703	Prau.g_00950	Pram.g_00726
OG0000704	Prau.g_00951	Pram.g_00727
OG0000705	Prau.g_00952	Pram.g_00728
OG0000706	Prau.g_00953	Pram.g_00729
OG0000707	Prau.g_00954	Pram.g_00731
OG0000708	Prau.g_00955	Pram.g_00732
OG0000709	Prau.g_00956	Pram.g_00734
OG0000710	Prau.g_00957	Pram.g_00735
OG0000711	Prau.g_00958	Pram.g_00736
OG0000712	Prau.g_00959	Pram.g_00737
OG0000713	Prau.g_00960	Pram.g_00738
OG0000714	Prau.g_00962	Pram.g_00740
OG0000715	Prau.g_00963	Pram.g_00741
OG0000716	Prau.g_00965	Pram.g_00743
OG0000717	Prau.g_00966	Pram.g_00744
OG0000718	Prau.g_00967	Pram.g_00745
OG0000719	Prau.g_00969	Pram.g_00747
OG0000720	Prau.g_00970	Pram.g_00748
OG0000721	Prau.g_00973	Pram.g_00751
OG0000722	Prau.g_00974	Pram.g_00752
OG0000723	Prau.g_00975	Pram.g_00753
OG0000724	Prau.g_00977	Pram.g_00754
OG0000725	Prau.g_00978	Pram.g_00755
OG0000726	Prau.g_00979	Pram.g_00756
OG0000727	Prau.g_00980	Pram.g_00757
OG0000728	Prau.g_00981	Pram.g_00758
OG0000729	Prau.g_00982	Pram.g_00759
OG0000730	Prau.g_00983	Pram.g_01038
OG0000731	Prau.g_00984	Pram.g_01036
OG0000732	Prau.g_00985	Pram.g_01035
OG0000733	Prau.g_00986	Pram.g_01034
OG0000734	Prau.g_00987	Pram.g_01033
OG0000735	Prau.g_00989	Pram.g_01031
OG0000736	Prau.g_00990	Pram.g_01030
OG0000737	Prau.g_00991	Pram.g_01029
OG0000738	Prau.g_00992	Pram.g_00916
OG0000739	Prau.g_00993	Pram.g_00917
OG0000740	Prau.g_00994	Pram.g_00918
OG0000741	Prau.g_00995	Pram.g_00919
OG0000742	Prau.g_00997	Pram.g_00921
OG0000743	Prau.g_00998	Pram.g_00922
OG0000744	Prau.g_00999	Pram.g_00923
OG0000745	Prau.g_01000	Pram.g_00924
OG0000746	Prau.g_01001	Pram.g_00925
OG0000747	Prau.g_01002	Pram.g_00926
OG0000748	Prau.g_01003	Pram.g_00927
OG0000749	Prau.g_01004	Pram.g_00928
OG0000750	Prau.g_01005	Pram.g_00930
OG0000751	Prau.g_01006	Pram.g_00931
OG0000752	Prau.g_01007	Pram.g_00988
OG0000753	Prau.g_01009	Pram.g_00936
OG0000754	Prau.g_01010	Pram.g_00937
OG0000755	Prau.g_01011	Pram.g_00938
OG0000756	Prau.g_01012	Pram.g_00940
OG0000757	Prau.g_01013	Pram.g_00941
OG0000758	Prau.g_01014	Pram.g_00942
OG0000759	Prau.g_01016	Pram.g_00944
OG0000760	Prau.g_01017	Pram.g_00945
OG0000761	Prau.g_01018	Pram.g_00946
OG0000762	Prau.g_01020	Pram.g_00948
OG0000763	Prau.g_01021	Pram.g_00949
OG0000764	Prau.g_01022	Pram.g_00950
OG0000765	Prau.g_01023	Pram.g_00951
OG0000766	Prau.g_01024	Pram.g_00952
OG0000767	Prau.g_01026	Pram.g_00954
OG0000768	Prau.g_01027	Pram.g_00955
OG0000769	Prau.g_01028	Pram.g_00956
OG0000770	Prau.g_01029	Pram.g_00957
OG0000771	Prau.g_01030	Pram.g_00958
OG0000772	Prau.g_01031	Pram.g_01199
OG0000773	Prau.g_01032	Pram.g_00959
OG0000774	Prau.g_01033	Pram.g_00960
OG0000775	Prau.g_01034	Pram.g_00961
OG0000776	Prau.g_01036	Pram.g_00963
OG0000777	Prau.g_01038	Pram.g_00964
OG0000778	Prau.g_01039	Pram.g_00965
OG0000779	Prau.g_01040	Pram.g_00966
OG0000780	Prau.g_01042	Pram.g_00968
OG0000781	Prau.g_01044	Pram.g_00970
OG0000782	Prau.g_01045	Pram.g_00971
OG0000783	Prau.g_01058	Pram.g_00973
OG0000784	Prau.g_01060	Pram.g_00975
OG0000785	Prau.g_01061	Pram.g_00976
OG0000786	Prau.g_01062	Pram.g_00977
OG0000787	Prau.g_01063	Pram.g_00978
OG0000788	Prau.g_01067	Pram.g_00983
OG0000789	Prau.g_01069	Pram.g_00986
OG0000790	Prau.g_01070	Pram.g_00987
OG0000791	Prau.g_01071	Pram.g_00990
OG0000792	Prau.g_01072	Pram.g_00991
OG0000793	Prau.g_01073	Pram.g_00992
OG0000794	Prau.g_01075	Pram.g_00995
OG0000795	Prau.g_01078	Pram.g_00899
OG0000796	Prau.g_01079	Pram.g_00898
OG0000797	Prau.g_01081	Pram.g_00896
OG0000798	Prau.g_01082	Pram.g_00895
OG0000799	Prau.g_01083	Pram.g_00894
OG0000800	Prau.g_01084	Pram.g_00893
OG0000801	Prau.g_01087	Pram.g_00890
OG0000802	Prau.g_01088	Pram.g_00889
OG0000803	Prau.g_01090	Pram.g_00887
OG0000804	Prau.g_01091	Pram.g_00886
OG0000805	Prau.g_01092	Pram.g_00885
OG0000806	Prau.g_01094	Pram.g_00883
OG0000807	Prau.g_01118	Pram.g_00356
OG0000808	Prau.g_01127	Pram.g_00683
OG0000809	Prau.g_01130	Pram.g_01188
OG0000810	Prau.g_01131	Pram.g_00579
OG0000811	Prau.g_01138	Pram.g_01208
OG0000812	Prau.g_01142	Pram.g_01182
OG0000813	Prau.g_01146	Pram.g_00335
OG0000814	Prau.g_01148	Pram.g_01201
OG0000815	Prau.g_01160	Pram.g_01469
OG0000816	Prau.g_01175	Pram.g_01547
OG0000817	Prau.g_01176	Pram.g_01548
OG0000818	Prau.g_01181	Pram.g_00690
OG0000819	Prau.g_01188	Pram.g_01162
OG0000820	Prau.g_01192	Pram.g_01156
OG0000821	Prau.g_01194	Pram.g_01154
OG0000822	Prau.g_01195	Pram.g_01153
OG0000823	Prau.g_01196	Pram.g_01152
OG0000824	Prau.g_01197	Pram.g_01151
OG0000825	Prau.g_01198	Pram.g_01150
OG0000826	Prau.g_01199	Pram.g_01149
OG0000827	Prau.g_01200	Pram.g_01148
OG0000828	Prau.g_01201	Pram.g_01147
OG0000829	Prau.g_01202	Pram.g_01146
OG0000830	Prau.g_01203	Pram.g_01144
OG0000831	Prau.g_01205	Pram.g_01141
OG0000832	Prau.g_01207	Pram.g_01139
OG0000833	Prau.g_01208	Pram.g_01137
OG0000834	Prau.g_01209	Pram.g_01136
OG0000835	Prau.g_01210	Pram.g_01135
OG0000836	Prau.g_01211	Pram.g_01134
OG0000837	Prau.g_01213	Pram.g_01131
OG0000838	Prau.g_01214	Pram.g_01130
OG0000839	Prau.g_01215	Pram.g_01129
OG0000840	Prau.g_01216	Pram.g_01128
OG0000841	Prau.g_01217	Pram.g_01127
OG0000842	Prau.g_01218	Pram.g_01125
OG0000843	Prau.g_01219	Pram.g_01124
OG0000844	Prau.g_01220	Pram.g_01123
OG0000845	Prau.g_01221	Pram.g_01122
OG0000846	Prau.g_01224	Pram.g_01119
OG0000847	Prau.g_01226	Pram.g_01118
OG0000848	Prau.g_01227	Pram.g_01117
OG0000849	Prau.g_01228	Pram.g_01114
OG0000850	Prau.g_01229	Pram.g_01113
OG0000851	Prau.g_01230	Pram.g_01111
OG0000852	Prau.g_01232	Pram.g_01109
OG0000853	Prau.g_01233	Pram.g_01107
OG0000854	Prau.g_01235	Pram.g_01105
OG0000855	Prau.g_01236	Pram.g_01104
OG0000856	Prau.g_01237	Pram.g_01103
OG0000857	Prau.g_01238	Pram.g_01102
OG0000858	Prau.g_01239	Pram.g_01101
OG0000859	Prau.g_01240	Pram.g_01100
OG0000860	Prau.g_01241	Pram.g_01099
OG0000861	Prau.g_01242	Pram.g_01098
OG0000862	Prau.g_01243	Pram.g_01097
OG0000863	Prau.g_01244	Pram.g_01096
OG0000864	Prau.g_01245	Pram.g_01095
OG0000865	Prau.g_01246	Pram.g_01094
OG0000866	Prau.g_01247	Pram.g_01093
OG0000867	Prau.g_01248	Pram.g_01092
OG0000868	Prau.g_01249	Pram.g_01091
OG0000869	Prau.g_01251	Pram.g_01089
OG0000870	Prau.g_01252	Pram.g_01088
OG0000871	Prau.g_01254	Pram.g_01087
OG0000872	Prau.g_01255	Pram.g_01086
OG0000873	Prau.g_01257	Pram.g_01084
OG0000874	Prau.g_01258	Pram.g_01083
OG0000875	Prau.g_01259	Pram.g_01082
OG0000876	Prau.g_01260	Pram.g_01081
OG0000877	Prau.g_01262	Pram.g_00570
OG0000878	Prau.g_01346	Pram.g_01569
OG0000879	Prau.g_01359	Pram.g_01219
OG0000880	Prau.g_01360	Pram.g_01220
OG0000881	Prau.g_01361	Pram.g_01221
OG0000882	Prau.g_01362	Pram.g_01222
OG0000883	Prau.g_01363	Pram.g_01223
OG0000884	Prau.g_01366	Pram.g_01225
OG0000885	Prau.g_01367	Pram.g_01226
OG0000886	Prau.g_01368	Pram.g_01227
OG0000887	Prau.g_01369	Pram.g_01228
OG0000888	Prau.g_01370	Pram.g_01229
OG0000889	Prau.g_01373	Pram.g_01232
OG0000890	Prau.g_01374	Pram.g_01233
OG0000891	Prau.g_01375	Pram.g_01234
OG0000892	Prau.g_01377	Pram.g_01236
OG0000893	Prau.g_01378	Pram.g_01237
OG0000894	Prau.g_01379	Pram.g_01238
OG0000895	Prau.g_01380	Pram.g_01239
OG0000896	Prau.g_01381	Pram.g_01240
OG0000897	Prau.g_01382	Pram.g_01241
OG0000898	Prau.g_01384	Pram.g_01244
OG0000899	Prau.g_01385	Pram.g_01245
OG0000900	Prau.g_01391	Pram.g_01478
OG0000901	Prau.g_01395	Pram.g_01475
OG0000902	Prau.g_01396	Pram.g_01271
OG0000903	Prau.g_01397	Pram.g_01198
OG0000904	Prau.g_01399	Pram.g_01281
OG0000905	Prau.g_01401	Pram.g_01183
OG0000906	Prau.g_01403	Pram.g_01165
OG0000907	Prau.g_01404	Pram.g_00874
OG0000908	Prau.g_01407	Pram.g_01542
OG0000909	Prau.g_01411	Pram.g_01466
OG0000910	Prau.g_01412	Pram.g_01465
OG0000911	Prau.g_01413	Pram.g_01464
OG0000912	Prau.g_01414	Pram.g_01463
OG0000913	Prau.g_01415	Pram.g_01462
OG0000914	Prau.g_01416	Pram.g_01461
OG0000915	Prau.g_01417	Pram.g_01460
OG0000916	Prau.g_01418	Pram.g_01458
OG0000917	Prau.g_01419	Pram.g_01457
OG0000918	Prau.g_01420	Pram.g_01456
OG0000919	Prau.g_01421	Pram.g_01455
OG0000920	Prau.g_01422	Pram.g_01454
OG0000921	Prau.g_01423	Pram.g_01453
OG0000922	Prau.g_01424	Pram.g_01452
OG0000923	Prau.g_01425	Pram.g_01451
OG0000924	Prau.g_01426	Pram.g_01450
OG0000925	Prau.g_01427	Pram.g_01449
OG0000926	Prau.g_01436	Pram.g_01815
OG0000927	Prau.g_01510	Pram.g_01398
OG0000928	Prau.g_01511	Pram.g_01397
OG0000929	Prau.g_01512	Pram.g_01396
OG0000930	Prau.g_01513	Pram.g_01395
OG0000931	Prau.g_01514	Pram.g_01394
OG0000932	Prau.g_01516	Pram.g_01392
OG0000933	Prau.g_01517	Pram.g_01391
OG0000934	Prau.g_01518	Pram.g_01390
OG0000935	Prau.g_01519	Pram.g_01389
OG0000936	Prau.g_01520	Pram.g_01388
OG0000937	Prau.g_01521	Pram.g_01387
OG0000938	Prau.g_01522	Pram.g_01386
OG0000939	Prau.g_01523	Pram.g_01385
OG0000940	Prau.g_01524	Pram.g_01384
OG0000941	Prau.g_01526	Pram.g_01383
OG0000942	Prau.g_01527	Pram.g_01382
OG0000943	Prau.g_01533	Pram.g_01376
OG0000944	Prau.g_01534	Pram.g_01375
OG0000945	Prau.g_01535	Pram.g_01374
OG0000946	Prau.g_01536	Pram.g_01373
OG0000947	Prau.g_01537	Pram.g_01372
OG0000948	Prau.g_01538	Pram.g_01371
OG0000949	Prau.g_01539	Pram.g_01370
OG0000950	Prau.g_01540	Pram.g_01369
OG0000951	Prau.g_01541	Pram.g_01368
OG0000952	Prau.g_01542	Pram.g_01367
OG0000953	Prau.g_01543	Pram.g_01366
OG0000954	Prau.g_01544	Pram.g_01365
OG0000955	Prau.g_01545	Pram.g_01364
OG0000956	Prau.g_01546	Pram.g_01363
OG0000957	Prau.g_01547	Pram.g_01362
OG0000958	Prau.g_01548	Pram.g_01361
OG0000959	Prau.g_01549	Pram.g_01360
OG0000960	Prau.g_01550	Pram.g_01359
OG0000961	Prau.g_01554	Pram.g_01355
OG0000962	Prau.g_01555	Pram.g_01354
OG0000963	Prau.g_01556	Pram.g_01353
OG0000964	Prau.g_01558	Pram.g_01351
OG0000965	Prau.g_01559	Pram.g_01350
OG0000966	Prau.g_01560	Pram.g_01349
OG0000967	Prau.g_01561	Pram.g_01348
OG0000968	Prau.g_01562	Pram.g_01347
OG0000969	Prau.g_01563	Pram.g_01346
OG0000970	Prau.g_01564	Pram.g_01345
OG0000971	Prau.g_01565	Pram.g_01344
OG0000972	Prau.g_01566	Pram.g_01343
OG0000973	Prau.g_01567	Pram.g_01342
OG0000974	Prau.g_01569	Pram.g_01340
OG0000975	Prau.g_01572	Pram.g_01333
OG0000976	Prau.g_01574	Pram.g_01331
OG0000977	Prau.g_01575	Pram.g_01330
OG0000978	Prau.g_01576	Pram.g_01328
OG0000979	Prau.g_01578	Pram.g_01326
OG0000980	Prau.g_01579	Pram.g_01325
OG0000981	Prau.g_01580	Pram.g_01324
OG0000982	Prau.g_01581	Pram.g_01323
OG0000983	Prau.g_01583	Pram.g_01321
OG0000984	Prau.g_01584	Pram.g_01320
OG0000985	Prau.g_01585	Pram.g_01319
OG0000986	Prau.g_01586	Pram.g_01318
OG0000987	Prau.g_01587	Pram.g_01317
OG0000988	Prau.g_01588	Pram.g_01315
OG0000989	Prau.g_01589	Pram.g_01314
OG0000990	Prau.g_01590	Pram.g_01313
OG0000991	Prau.g_01591	Pram.g_01312
OG0000992	Prau.g_01592	Pram.g_01311
OG0000993	Prau.g_01593	Pram.g_01310
OG0000994	Prau.g_01594	Pram.g_01309
OG0000995	Prau.g_01595	Pram.g_01308
OG0000996	Prau.g_01596	Pram.g_01307
OG0000997	Prau.g_01597	Pram.g_01306
OG0000998	Prau.g_01598	Pram.g_01305
OG0000999	Prau.g_01599	Pram.g_01304
OG0001000	Prau.g_01600	Pram.g_01303
OG0001001	Prau.g_01602	Pram.g_01301
OG0001002	Prau.g_01603	Pram.g_01300
OG0001003	Prau.g_01604	Pram.g_01299
OG0001004	Prau.g_01605	Pram.g_01298
OG0001005	Prau.g_01606	Pram.g_01296
OG0001006	Prau.g_01607	Pram.g_01295
OG0001007	Prau.g_01608	Pram.g_01294
OG0001008	Prau.g_01610	Pram.g_01292
OG0001009	Prau.g_01611	Pram.g_01291
OG0001010	Prau.g_01619	Pram.g_01577
OG0001011	Prau.g_01626	Pram.g_00567
OG0001012	Prau.g_01652	Pram.g_00824
OG0001013	Prau.g_01726	Pram.g_01625
OG0001014	Prau.g_01727	Pram.g_01626
OG0001015	Prau.g_01733	Pram.g_01633
OG0001016	Prau.g_01734	Pram.g_01634
OG0001017	Prau.g_01735	Pram.g_01635
OG0001018	Prau.g_01736	Pram.g_01636
OG0001019	Prau.g_01738	Pram.g_01638
OG0001020	Prau.g_01739	Pram.g_01639
OG0001021	Prau.g_01740	Pram.g_01640
OG0001022	Prau.g_01741	Pram.g_01641
OG0001023	Prau.g_01742	Pram.g_01642
OG0001024	Prau.g_01743	Pram.g_01644
OG0001025	Prau.g_01744	Pram.g_01645
OG0001026	Prau.g_01746	Pram.g_01646
OG0001027	Prau.g_01747	Pram.g_01647
OG0001028	Prau.g_01748	Pram.g_01648
OG0001029	Prau.g_01749	Pram.g_01649
OG0001030	Prau.g_01750	Pram.g_01650
OG0001031	Prau.g_01751	Pram.g_01651
OG0001032	Prau.g_01752	Pram.g_01652
OG0001033	Prau.g_01753	Pram.g_01653
OG0001034	Prau.g_01754	Pram.g_01654
OG0001035	Prau.g_01756	Pram.g_01656
OG0001036	Prau.g_01757	Pram.g_01657
OG0001037	Prau.g_01758	Pram.g_01658
OG0001038	Prau.g_01759	Pram.g_01659
OG0001039	Prau.g_01760	Pram.g_01660
OG0001040	Prau.g_01761	Pram.g_01662
OG0001041	Prau.g_01762	Pram.g_01663
OG0001042	Prau.g_01763	Pram.g_01664
OG0001043	Prau.g_01764	Pram.g_01665
OG0001044	Prau.g_01765	Pram.g_01666
OG0001045	Prau.g_01766	Pram.g_01667
OG0001046	Prau.g_01767	Pram.g_01668
OG0001047	Prau.g_01770	Pram.g_01671
OG0001048	Prau.g_01772	Pram.g_01673
OG0001049	Prau.g_01773	Pram.g_01674
OG0001050	Prau.g_01774	Pram.g_01675
OG0001051	Prau.g_01775	Pram.g_01676
OG0001052	Prau.g_01776	Pram.g_01677
OG0001053	Prau.g_01777	Pram.g_01679
OG0001054	Prau.g_01779	Pram.g_01681
OG0001055	Prau.g_01780	Pram.g_01682
OG0001056	Prau.g_01781	Pram.g_01683
OG0001057	Prau.g_01782	Pram.g_01684
OG0001058	Prau.g_01783	Pram.g_01685
OG0001059	Prau.g_01784	Pram.g_01686
OG0001060	Prau.g_01785	Pram.g_01687
OG0001061	Prau.g_01786	Pram.g_01688
OG0001062	Prau.g_01787	Pram.g_01689
OG0001063	Prau.g_01788	Pram.g_01690
OG0001064	Prau.g_01790	Pram.g_01691
OG0001065	Prau.g_01794	Pram.g_01695
OG0001066	Prau.g_01795	Pram.g_01697
OG0001067	Prau.g_01796	Pram.g_01698
OG0001068	Prau.g_01798	Pram.g_01701
OG0001069	Prau.g_01799	Pram.g_01702
OG0001070	Prau.g_01800	Pram.g_01703
OG0001071	Prau.g_01801	Pram.g_01704
OG0001072	Prau.g_01802	Pram.g_01705
OG0001073	Prau.g_01803	Pram.g_01706
OG0001074	Prau.g_01804	Pram.g_01707
OG0001075	Prau.g_01805	Pram.g_01708
OG0001076	Prau.g_01806	Pram.g_01709
OG0001077	Prau.g_01807	Pram.g_01710
OG0001078	Prau.g_01808	Pram.g_01711
OG0001079	Prau.g_01809	Pram.g_01712
OG0001080	Prau.g_01810	Pram.g_01713
OG0001081	Prau.g_01813	Pram.g_01717
OG0001082	Prau.g_01814	Pram.g_01718
OG0001083	Prau.g_01815	Pram.g_01722
OG0001084	Prau.g_01817	Pram.g_01720
OG0001085	Prau.g_01818	Pram.g_01719
OG0001086	Prau.g_01819	Pram.g_01716
OG0001087	Prau.g_01820	Pram.g_01715
OG0001088	Prau.g_01821	Pram.g_01714
OG0001089	Prau.g_01827	Pram.g_01727
OG0001090	Prau.g_01829	Pram.g_01729
OG0001091	Prau.g_01830	Pram.g_01730
OG0001092	Prau.g_01831	Pram.g_01731
OG0001093	Prau.g_01832	Pram.g_01732
OG0001094	Prau.g_01833	Pram.g_01733
OG0001095	Prau.g_01834	Pram.g_01734
OG0001096	Prau.g_01835	Pram.g_01735
OG0001097	Prau.g_01836	Pram.g_01736
OG0001098	Prau.g_01837	Pram.g_01737
OG0001099	Prau.g_01838	Pram.g_01738
OG0001100	Prau.g_01839	Pram.g_01739
OG0001101	Prau.g_01840	Pram.g_01740
OG0001102	Prau.g_01841	Pram.g_01741
OG0001103	Prau.g_01842	Pram.g_01742
OG0001104	Prau.g_01843	Pram.g_01743
OG0001105	Prau.g_01844	Pram.g_01744
OG0001106	Prau.g_01845	Pram.g_01745
OG0001107	Prau.g_01846	Pram.g_01746
OG0001108	Prau.g_01847	Pram.g_01747
OG0001109	Prau.g_01848	Pram.g_01748
OG0001110	Prau.g_01849	Pram.g_01749
OG0001111	Prau.g_01850	Pram.g_01750
OG0001112	Prau.g_01851	Pram.g_01751
OG0001113	Prau.g_01852	Pram.g_01752
OG0001114	Prau.g_01853	Pram.g_01753
OG0001115	Prau.g_01854	Pram.g_01754
OG0001116	Prau.g_01855	Pram.g_01755
OG0001117	Prau.g_01856	Pram.g_01756
OG0001118	Prau.g_01857	Pram.g_01757
OG0001119	Prau.g_01858	Pram.g_01758
OG0001120	Prau.g_01859	Pram.g_01759
OG0001121	Prau.g_01861	Pram.g_01761
OG0001122	Prau.g_01862	Pram.g_01762
OG0001123	Prau.g_01863	Pram.g_01763
OG0001124	Prau.g_01865	Pram.g_01765
OG0001125	Prau.g_01867	Pram.g_01767
OG0001126	Prau.g_01868	Pram.g_01768
OG0001127	Prau.g_01870	Pram.g_01771
OG0001128	Prau.g_01871	Pram.g_01772
OG0001129	Prau.g_01872	Pram.g_01773
OG0001130	Prau.g_01875	Pram.g_01776
OG0001131	Prau.g_01876	Pram.g_01777
OG0001132	Prau.g_01877	Pram.g_01778
OG0001133	Prau.g_01878	Pram.g_01779
OG0001134	Prau.g_01879	Pram.g_01780
OG0001135	Prau.g_01880	Pram.g_01781
OG0001136	Prau.g_01881	Pram.g_01782
OG0001137	Prau.g_01882	Pram.g_01783
OG0001138	Prau.g_01883	Pram.g_01784
OG0001139	Prau.g_01884	Pram.g_01786
OG0001140	Prau.g_01885	Pram.g_01787
OG0001141	Prau.g_01886	Pram.g_01788
OG0001142	Prau.g_01889	Pram.g_01793
OG0001143	Prau.g_01890	Pram.g_01794
OG0001144	Prau.g_01891	Pram.g_01795
OG0001145	Prau.g_01892	Pram.g_01796
OG0001146	Prau.g_01893	Pram.g_01797
OG0001147	Prau.g_01894	Pram.g_01798
OG0001148	Prau.g_01895	Pram.g_01799
OG0001149	Prau.g_01897	Pram.g_01801
OG0001150	Prau.g_01898	Pram.g_01802
OG0001151	Prau.g_01900	Pram.g_01806
OG0001152	Prau.g_01901	Pram.g_01807
OG0001153	Prau.g_01902	Pram.g_01808
OG0001154	Prau.g_01904	Pram.g_01810
OG0001155	Prau.g_01906	Pram.g_01812
OG0001156	Prau.g_01908	Pram.g_01814
OG0001157	Prau.g_01909	Pram.g_01816
OG0001158	Prau.g_01911	Pram.g_01818
OG0001159	Prau.g_01912	Pram.g_01819
OG0001160	Prau.g_01913	Pram.g_01820
OG0001161	Prau.g_01914	Pram.g_01821
OG0001162	Prau.g_01915	Pram.g_01822
OG0001163	Prau.g_01916	Pram.g_01823
OG0001164	Prau.g_01917	Pram.g_01824
