Orthogroup	Syai	Prax
OG0000580	Syai.g_00806	Prax.g_00062
OG0000581	Syai.g_00812	Prax.g_00064
OG0000582	Syai.g_01042	Prax.g_00067
OG0000583	Syai.g_01043	Prax.g_00068
OG0000584	Syai.g_01044	Prax.g_00069
OG0000585	Syai.g_01046	Prax.g_00071
OG0000586	Syai.g_01047	Prax.g_00072
OG0000587	Syai.g_01049	Prax.g_00073
OG0000588	Syai.g_01063	Prax.g_00077
OG0000589	Syai.g_01066	Prax.g_00080
OG0000590	Syai.g_01067	Prax.g_00081
OG0000591	Syai.g_01075	Prax.g_00084
OG0000592	Syai.g_01076	Prax.g_00085
OG0000593	Syai.g_01100	Prax.g_00091
OG0000594	Syai.g_01101	Prax.g_00092
OG0000595	Syai.g_01102	Prax.g_00093
OG0000596	Syai.g_01107	Prax.g_00097
OG0000597	Syai.g_01110	Prax.g_00099
OG0000598	Syai.g_01111	Prax.g_00100
OG0000599	Syai.g_01114	Prax.g_00103
OG0000600	Syai.g_01115	Prax.g_00104
OG0000601	Syai.g_01116	Prax.g_00105
OG0000602	Syai.g_01121	Prax.g_00107
OG0000603	Syai.g_01122	Prax.g_00108
OG0000604	Syai.g_01125	Prax.g_00109
OG0000605	Syai.g_01609	Prax.g_00110
OG0000606	Syai.g_01221	Prax.g_00113
OG0000607	Syai.g_01224	Prax.g_00116
OG0000608	Syai.g_01225	Prax.g_00117
OG0000609	Syai.g_01227	Prax.g_00118
OG0000610	Syai.g_01234	Prax.g_00123
OG0000611	Syai.g_01237	Prax.g_00975
OG0000612	Syai.g_01238	Prax.g_00974
OG0000613	Syai.g_00196	Prax.g_00969
OG0000614	Syai.g_01981	Prax.g_00950
OG0000615	Syai.g_01286	Prax.g_00942
OG0000616	Syai.g_02914	Prax.g_00938
OG0000617	Syai.g_01393	Prax.g_00479
OG0000618	Syai.g_01394	Prax.g_00478
OG0000619	Syai.g_01395	Prax.g_00477
OG0000620	Syai.g_01402	Prax.g_00474
OG0000621	Syai.g_01403	Prax.g_00473
OG0000622	Syai.g_01404	Prax.g_00472
OG0000623	Syai.g_01405	Prax.g_00471
OG0000624	Syai.g_01407	Prax.g_00470
OG0000625	Syai.g_01408	Prax.g_00469
OG0000626	Syai.g_01409	Prax.g_00468
OG0000627	Syai.g_01575	Prax.g_00467
OG0000628	Syai.g_01573	Prax.g_00466
OG0000629	Syai.g_01570	Prax.g_00465
OG0000630	Syai.g_01566	Prax.g_00462
OG0000631	Syai.g_01557	Prax.g_00382
OG0000632	Syai.g_01556	Prax.g_00381
OG0000633	Syai.g_01555	Prax.g_00380
OG0000634	Syai.g_01317	Prax.g_00377
OG0000635	Syai.g_01318	Prax.g_00376
OG0000636	Syai.g_01320	Prax.g_00374
OG0000637	Syai.g_01322	Prax.g_00372
OG0000638	Syai.g_01323	Prax.g_00371
OG0000639	Syai.g_01324	Prax.g_00370
OG0000640	Syai.g_01325	Prax.g_00369
OG0000641	Syai.g_01329	Prax.g_00365
OG0000642	Syai.g_01330	Prax.g_00364
OG0000643	Syai.g_01349	Prax.g_00363
OG0000644	Syai.g_01350	Prax.g_00362
OG0000645	Syai.g_01352	Prax.g_00361
OG0000646	Syai.g_01355	Prax.g_00359
OG0000647	Syai.g_01357	Prax.g_00358
OG0000648	Syai.g_01362	Prax.g_00356
OG0000649	Syai.g_01363	Prax.g_00355
OG0000650	Syai.g_01364	Prax.g_00354
OG0000651	Syai.g_01365	Prax.g_00353
OG0000652	Syai.g_01366	Prax.g_00352
OG0000653	Syai.g_01368	Prax.g_00350
OG0000654	Syai.g_01369	Prax.g_00349
OG0000655	Syai.g_01370	Prax.g_00348
OG0000656	Syai.g_01373	Prax.g_00345
OG0000657	Syai.g_02045	Prax.g_00337
OG0000658	Syai.g_02049	Prax.g_00336
OG0000659	Syai.g_02050	Prax.g_00335
OG0000660	Syai.g_02054	Prax.g_00331
OG0000661	Syai.g_02056	Prax.g_00329
OG0000662	Syai.g_02058	Prax.g_00327
OG0000663	Syai.g_02061	Prax.g_00325
OG0000664	Syai.g_02062	Prax.g_00324
OG0000665	Syai.g_02431	Prax.g_00320
OG0000666	Syai.g_01610	Prax.g_00319
OG0000667	Syai.g_01724	Prax.g_00315
OG0000668	Syai.g_01436	Prax.g_00546
OG0000669	Syai.g_01251	Prax.g_00553
OG0000670	Syai.g_00561	Prax.g_00555
OG0000671	Syai.g_01255	Prax.g_00557
OG0000672	Syai.g_01259	Prax.g_00559
OG0000673	Syai.g_01262	Prax.g_00562
OG0000674	Syai.g_01264	Prax.g_00564
OG0000675	Syai.g_01265	Prax.g_00565
OG0000676	Syai.g_01275	Prax.g_00567
OG0000677	Syai.g_01276	Prax.g_00568
OG0000678	Syai.g_01279	Prax.g_00570
OG0000679	Syai.g_01288	Prax.g_00574
OG0000680	Syai.g_01289	Prax.g_00575
OG0000681	Syai.g_01292	Prax.g_00578
OG0000682	Syai.g_01293	Prax.g_00579
OG0000683	Syai.g_01294	Prax.g_00580
OG0000684	Syai.g_01299	Prax.g_00582
OG0000685	Syai.g_01301	Prax.g_00584
OG0000686	Syai.g_01302	Prax.g_00585
OG0000687	Syai.g_01303	Prax.g_00586
OG0000688	Syai.g_01307	Prax.g_00589
OG0000689	Syai.g_01309	Prax.g_00590
OG0000690	Syai.g_01310	Prax.g_00591
OG0000691	Syai.g_01311	Prax.g_00592
OG0000692	Syai.g_01312	Prax.g_00594
OG0000693	Syai.g_01313	Prax.g_00595
OG0000694	Syai.g_01314	Prax.g_00596
OG0000695	Syai.g_01553	Prax.g_00598
OG0000696	Syai.g_01552	Prax.g_00599
OG0000697	Syai.g_01550	Prax.g_00600
OG0000698	Syai.g_01547	Prax.g_00603
OG0000699	Syai.g_01545	Prax.g_00604
OG0000700	Syai.g_01544	Prax.g_00605
OG0000701	Syai.g_01543	Prax.g_00606
OG0000702	Syai.g_01521	Prax.g_00608
OG0000703	Syai.g_01520	Prax.g_00609
OG0000704	Syai.g_01518	Prax.g_00610
OG0000705	Syai.g_01511	Prax.g_00614
OG0000706	Syai.g_01510	Prax.g_00615
OG0000707	Syai.g_01509	Prax.g_00616
OG0000708	Syai.g_01506	Prax.g_00617
OG0000709	Syai.g_01497	Prax.g_01130
OG0000710	Syai.g_01487	Prax.g_01133
OG0000711	Syai.g_01456	Prax.g_01150
OG0000712	Syai.g_01454	Prax.g_01152
OG0000713	Syai.g_01453	Prax.g_01153
OG0000714	Syai.g_01451	Prax.g_01154
OG0000715	Syai.g_01449	Prax.g_01156
OG0000716	Syai.g_01445	Prax.g_01158
OG0000717	Syai.g_01444	Prax.g_01159
OG0000718	Syai.g_01440	Prax.g_01173
OG0000719	Syai.g_01438	Prax.g_01175
OG0000720	Syai.g_01425	Prax.g_01184
OG0000721	Syai.g_01423	Prax.g_01186
OG0000722	Syai.g_01422	Prax.g_01187
OG0000723	Syai.g_01411	Prax.g_01190
OG0000724	Syai.g_02013	Prax.g_01199
OG0000725	Syai.g_02004	Prax.g_01205
OG0000726	Syai.g_02003	Prax.g_01206
OG0000727	Syai.g_02002	Prax.g_01207
OG0000728	Syai.g_02000	Prax.g_01209
OG0000729	Syai.g_00097	Prax.g_01256
OG0000730	Syai.g_00483	Prax.g_00126
OG0000731	Syai.g_00495	Prax.g_00130
OG0000732	Syai.g_00058	Prax.g_00140
OG0000733	Syai.g_02805	Prax.g_00162
OG0000734	Syai.g_02548	Prax.g_00185
OG0000735	Syai.g_02159	Prax.g_00187
OG0000736	Syai.g_02158	Prax.g_00188
OG0000737	Syai.g_02157	Prax.g_00189
OG0000738	Syai.g_02152	Prax.g_00193
OG0000739	Syai.g_02151	Prax.g_00194
OG0000740	Syai.g_02150	Prax.g_00195
OG0000741	Syai.g_02147	Prax.g_00196
OG0000742	Syai.g_02145	Prax.g_00199
OG0000743	Syai.g_02143	Prax.g_00201
OG0000744	Syai.g_02142	Prax.g_00202
OG0000745	Syai.g_02140	Prax.g_00203
OG0000746	Syai.g_02138	Prax.g_00205
OG0000747	Syai.g_02137	Prax.g_00206
OG0000748	Syai.g_02125	Prax.g_00209
OG0000749	Syai.g_02123	Prax.g_00210
OG0000750	Syai.g_02122	Prax.g_00211
OG0000751	Syai.g_02116	Prax.g_00213
OG0000752	Syai.g_02114	Prax.g_00215
OG0000753	Syai.g_02111	Prax.g_00218
OG0000754	Syai.g_01750	Prax.g_00221
OG0000755	Syai.g_01760	Prax.g_00224
OG0000756	Syai.g_01761	Prax.g_00225
OG0000757	Syai.g_01769	Prax.g_00231
OG0000758	Syai.g_01770	Prax.g_00232
OG0000759	Syai.g_01771	Prax.g_00233
OG0000760	Syai.g_01772	Prax.g_00234
OG0000761	Syai.g_01775	Prax.g_00235
OG0000762	Syai.g_01777	Prax.g_00236
OG0000763	Syai.g_01779	Prax.g_00238
OG0000764	Syai.g_01780	Prax.g_00239
OG0000765	Syai.g_01797	Prax.g_00248
OG0000766	Syai.g_01798	Prax.g_00249
OG0000767	Syai.g_01800	Prax.g_00251
OG0000768	Syai.g_01801	Prax.g_00252
OG0000769	Syai.g_01803	Prax.g_00254
OG0000770	Syai.g_01822	Prax.g_00256
OG0000771	Syai.g_02019	Prax.g_01789
OG0000772	Syai.g_01639	Prax.g_01928
OG0000773	Syai.g_02164	Prax.g_01908
OG0000774	Syai.g_02168	Prax.g_01906
OG0000775	Syai.g_02172	Prax.g_01904
OG0000776	Syai.g_02173	Prax.g_01903
OG0000777	Syai.g_02174	Prax.g_01902
OG0000778	Syai.g_02175	Prax.g_01901
OG0000779	Syai.g_02181	Prax.g_01897
OG0000780	Syai.g_02184	Prax.g_01896
OG0000781	Syai.g_02188	Prax.g_01893
OG0000782	Syai.g_02189	Prax.g_01892
OG0000783	Syai.g_02190	Prax.g_01891
OG0000784	Syai.g_02191	Prax.g_01890
OG0000785	Syai.g_02193	Prax.g_01888
OG0000786	Syai.g_00816	Prax.g_01886
OG0000787	Syai.g_00815	Prax.g_01885
OG0000788	Syai.g_01117	Prax.g_01876
OG0000789	Syai.g_01596	Prax.g_01873
OG0000790	Syai.g_00623	Prax.g_01858
OG0000791	Syai.g_00621	Prax.g_01856
OG0000792	Syai.g_00620	Prax.g_01855
OG0000793	Syai.g_00615	Prax.g_01852
OG0000794	Syai.g_00614	Prax.g_01851
OG0000795	Syai.g_00613	Prax.g_01850
OG0000796	Syai.g_00609	Prax.g_01846
OG0000797	Syai.g_00608	Prax.g_01845
OG0000798	Syai.g_00262	Prax.g_01819
OG0000799	Syai.g_00996	Prax.g_01751
OG0000800	Syai.g_00993	Prax.g_01750
OG0000801	Syai.g_00992	Prax.g_01749
OG0000802	Syai.g_00988	Prax.g_01747
OG0000803	Syai.g_00983	Prax.g_01745
OG0000804	Syai.g_00980	Prax.g_01744
OG0000805	Syai.g_00965	Prax.g_01742
OG0000806	Syai.g_00963	Prax.g_01740
OG0000807	Syai.g_00961	Prax.g_01739
OG0000808	Syai.g_00960	Prax.g_01738
OG0000809	Syai.g_00957	Prax.g_01735
OG0000810	Syai.g_00956	Prax.g_01734
OG0000811	Syai.g_00950	Prax.g_01725
OG0000812	Syai.g_00948	Prax.g_01723
OG0000813	Syai.g_00947	Prax.g_01722
OG0000814	Syai.g_00945	Prax.g_01720
OG0000815	Syai.g_00944	Prax.g_01719
OG0000816	Syai.g_00942	Prax.g_01717
OG0000817	Syai.g_00941	Prax.g_01716
OG0000818	Syai.g_00935	Prax.g_01711
OG0000819	Syai.g_00934	Prax.g_01710
OG0000820	Syai.g_00933	Prax.g_01709
OG0000821	Syai.g_00916	Prax.g_01705
OG0000822	Syai.g_00914	Prax.g_01704
OG0000823	Syai.g_00913	Prax.g_01703
OG0000824	Syai.g_00907	Prax.g_01700
OG0000825	Syai.g_00906	Prax.g_01699
OG0000826	Syai.g_00905	Prax.g_01698
OG0000827	Syai.g_00904	Prax.g_01697
OG0000828	Syai.g_00900	Prax.g_01694
OG0000829	Syai.g_00899	Prax.g_01693
OG0000830	Syai.g_00898	Prax.g_01692
OG0000831	Syai.g_00896	Prax.g_01690
OG0000832	Syai.g_02296	Prax.g_01684
OG0000833	Syai.g_02305	Prax.g_01676
OG0000834	Syai.g_02307	Prax.g_01675
OG0000835	Syai.g_02308	Prax.g_01674
OG0000836	Syai.g_02312	Prax.g_01673
OG0000837	Syai.g_02313	Prax.g_01672
OG0000838	Syai.g_02323	Prax.g_01670
OG0000839	Syai.g_02324	Prax.g_01669
OG0000840	Syai.g_02325	Prax.g_01668
OG0000841	Syai.g_02326	Prax.g_01667
OG0000842	Syai.g_02327	Prax.g_01666
OG0000843	Syai.g_02328	Prax.g_01665
OG0000844	Syai.g_02330	Prax.g_01664
OG0000845	Syai.g_02331	Prax.g_01663
OG0000846	Syai.g_02332	Prax.g_01662
OG0000847	Syai.g_02333	Prax.g_01661
OG0000848	Syai.g_02335	Prax.g_01660
OG0000849	Syai.g_02336	Prax.g_01659
OG0000850	Syai.g_02339	Prax.g_01657
OG0000851	Syai.g_02352	Prax.g_01656
OG0000852	Syai.g_02353	Prax.g_01655
OG0000853	Syai.g_02357	Prax.g_01651
OG0000854	Syai.g_02359	Prax.g_01649
OG0000855	Syai.g_02360	Prax.g_01648
OG0000856	Syai.g_01078	Prax.g_01633
OG0000857	Syai.g_01356	Prax.g_01605
OG0000858	Syai.g_02366	Prax.g_01565
OG0000859	Syai.g_02367	Prax.g_01564
OG0000860	Syai.g_02380	Prax.g_01557
OG0000861	Syai.g_02381	Prax.g_01556
OG0000862	Syai.g_02382	Prax.g_01555
OG0000863	Syai.g_02385	Prax.g_01553
OG0000864	Syai.g_02386	Prax.g_01552
OG0000865	Syai.g_02387	Prax.g_01551
OG0000866	Syai.g_02388	Prax.g_01550
OG0000867	Syai.g_02389	Prax.g_01549
OG0000868	Syai.g_02392	Prax.g_01548
OG0000869	Syai.g_02396	Prax.g_01544
OG0000870	Syai.g_02401	Prax.g_01539
OG0000871	Syai.g_02402	Prax.g_01538
OG0000872	Syai.g_02409	Prax.g_01537
OG0000873	Syai.g_02412	Prax.g_01534
OG0000874	Syai.g_02408	Prax.g_01531
OG0000875	Syai.g_02416	Prax.g_01530
OG0000876	Syai.g_02243	Prax.g_01529
OG0000877	Syai.g_02250	Prax.g_01527
OG0000878	Syai.g_02251	Prax.g_01526
OG0000879	Syai.g_02252	Prax.g_01525
OG0000880	Syai.g_02253	Prax.g_01524
OG0000881	Syai.g_02257	Prax.g_01520
OG0000882	Syai.g_02262	Prax.g_01515
OG0000883	Syai.g_02264	Prax.g_01513
OG0000884	Syai.g_02266	Prax.g_01511
OG0000885	Syai.g_02267	Prax.g_01510
OG0000886	Syai.g_02268	Prax.g_01509
OG0000887	Syai.g_02269	Prax.g_01508
OG0000888	Syai.g_02271	Prax.g_01506
OG0000889	Syai.g_02273	Prax.g_01504
OG0000890	Syai.g_02279	Prax.g_01503
OG0000891	Syai.g_02280	Prax.g_01502
OG0000892	Syai.g_02282	Prax.g_01257
OG0000893	Syai.g_00318	Prax.g_01262
OG0000894	Syai.g_00321	Prax.g_01264
OG0000895	Syai.g_00325	Prax.g_01267
OG0000896	Syai.g_00326	Prax.g_01268
OG0000897	Syai.g_00328	Prax.g_01270
OG0000898	Syai.g_00329	Prax.g_01271
OG0000899	Syai.g_00330	Prax.g_01272
OG0000900	Syai.g_00331	Prax.g_01273
OG0000901	Syai.g_00336	Prax.g_01276
OG0000902	Syai.g_00338	Prax.g_01278
OG0000903	Syai.g_00353	Prax.g_01281
OG0000904	Syai.g_00348	Prax.g_01283
OG0000905	Syai.g_00342	Prax.g_01288
OG0000906	Syai.g_00340	Prax.g_01289
OG0000907	Syai.g_00358	Prax.g_01296
OG0000908	Syai.g_00361	Prax.g_01299
OG0000909	Syai.g_00362	Prax.g_01300
OG0000910	Syai.g_00363	Prax.g_01301
OG0000911	Syai.g_00365	Prax.g_01303
OG0000912	Syai.g_00366	Prax.g_01304
OG0000913	Syai.g_00367	Prax.g_01305
OG0000914	Syai.g_00368	Prax.g_01306
OG0000915	Syai.g_00370	Prax.g_01307
OG0000916	Syai.g_00371	Prax.g_01308
OG0000917	Syai.g_00372	Prax.g_01309
OG0000918	Syai.g_00373	Prax.g_01310
OG0000919	Syai.g_00374	Prax.g_01311
OG0000920	Syai.g_00375	Prax.g_01312
OG0000921	Syai.g_00376	Prax.g_01313
OG0000922	Syai.g_00377	Prax.g_01314
OG0000923	Syai.g_00381	Prax.g_01318
OG0000924	Syai.g_00382	Prax.g_01319
OG0000925	Syai.g_00383	Prax.g_01320
OG0000926	Syai.g_00384	Prax.g_01321
OG0000927	Syai.g_00386	Prax.g_01323
OG0000928	Syai.g_00387	Prax.g_01324
OG0000929	Syai.g_00388	Prax.g_01325
OG0000930	Syai.g_00389	Prax.g_01326
OG0000931	Syai.g_00390	Prax.g_01327
OG0000932	Syai.g_00391	Prax.g_01328
OG0000933	Syai.g_00397	Prax.g_01332
OG0000934	Syai.g_00399	Prax.g_01334
OG0000935	Syai.g_00400	Prax.g_01335
OG0000936	Syai.g_00401	Prax.g_01336
OG0000937	Syai.g_00402	Prax.g_01337
OG0000938	Syai.g_00405	Prax.g_01339
OG0000939	Syai.g_00406	Prax.g_01340
OG0000940	Syai.g_00413	Prax.g_01347
OG0000941	Syai.g_00415	Prax.g_01349
OG0000942	Syai.g_00417	Prax.g_01351
OG0000943	Syai.g_00418	Prax.g_01352
OG0000944	Syai.g_00420	Prax.g_01353
OG0000945	Syai.g_00422	Prax.g_01354
OG0000946	Syai.g_00428	Prax.g_01358
OG0000947	Syai.g_00431	Prax.g_01360
OG0000948	Syai.g_00432	Prax.g_01361
OG0000949	Syai.g_00174	Prax.g_01364
OG0000950	Syai.g_00163	Prax.g_01369
OG0000951	Syai.g_00158	Prax.g_01373
OG0000952	Syai.g_00136	Prax.g_01377
OG0000953	Syai.g_00132	Prax.g_01380
OG0000954	Syai.g_00127	Prax.g_01384
OG0000955	Syai.g_00126	Prax.g_01385
OG0000956	Syai.g_00124	Prax.g_01387
OG0000957	Syai.g_00113	Prax.g_01392
OG0000958	Syai.g_00112	Prax.g_01393
OG0000959	Syai.g_00108	Prax.g_01397
OG0000960	Syai.g_00107	Prax.g_01398
OG0000961	Syai.g_00100	Prax.g_01400
OG0000962	Syai.g_00098	Prax.g_01402
OG0000963	Syai.g_00094	Prax.g_01406
OG0000964	Syai.g_00093	Prax.g_01407
OG0000965	Syai.g_00092	Prax.g_01408
OG0000966	Syai.g_00082	Prax.g_01415
OG0000967	Syai.g_00077	Prax.g_01420
OG0000968	Syai.g_00085	Prax.g_01422
OG0000969	Syai.g_00080	Prax.g_01423
OG0000970	Syai.g_00079	Prax.g_01424
OG0000971	Syai.g_00074	Prax.g_01425
OG0000972	Syai.g_00073	Prax.g_01426
OG0000973	Syai.g_00072	Prax.g_01427
OG0000974	Syai.g_00071	Prax.g_01428
OG0000975	Syai.g_00070	Prax.g_01429
OG0000976	Syai.g_00069	Prax.g_01430
OG0000977	Syai.g_00067	Prax.g_01431
OG0000978	Syai.g_00065	Prax.g_01432
OG0000979	Syai.g_00062	Prax.g_01435
OG0000980	Syai.g_00059	Prax.g_01437
OG0000981	Syai.g_00056	Prax.g_01439
OG0000982	Syai.g_02777	Prax.g_01441
OG0000983	Syai.g_02778	Prax.g_01442
OG0000984	Syai.g_02779	Prax.g_01443
OG0000985	Syai.g_02781	Prax.g_01446
OG0000986	Syai.g_02784	Prax.g_01448
OG0000987	Syai.g_02786	Prax.g_01449
OG0000988	Syai.g_02790	Prax.g_01452
OG0000989	Syai.g_02797	Prax.g_01455
OG0000990	Syai.g_02825	Prax.g_01458
OG0000991	Syai.g_02827	Prax.g_01459
OG0000992	Syai.g_02830	Prax.g_01461
OG0000993	Syai.g_02831	Prax.g_01462
OG0000994	Syai.g_02834	Prax.g_01463
OG0000995	Syai.g_02840	Prax.g_01467
OG0000996	Syai.g_02891	Prax.g_01468
OG0000997	Syai.g_02900	Prax.g_01469
OG0000998	Syai.g_02902	Prax.g_01471
OG0000999	Syai.g_02903	Prax.g_01472
OG0001000	Syai.g_02906	Prax.g_01475
OG0001001	Syai.g_02911	Prax.g_01477
OG0001002	Syai.g_02918	Prax.g_01481
OG0001003	Syai.g_02919	Prax.g_01482
OG0001004	Syai.g_02920	Prax.g_01483
OG0001005	Syai.g_02921	Prax.g_01484
OG0001006	Syai.g_02931	Prax.g_01488
OG0001007	Syai.g_02933	Prax.g_01490
OG0001008	Syai.g_02227	Prax.g_00763
OG0001009	Syai.g_00034	Prax.g_00286
OG0001010	Syai.g_00035	Prax.g_00285
OG0001011	Syai.g_00037	Prax.g_00284
OG0001012	Syai.g_02773	Prax.g_00270
OG0001013	Syai.g_02750	Prax.g_00623
OG0001014	Syai.g_02726	Prax.g_00626
OG0001015	Syai.g_02725	Prax.g_00627
OG0001016	Syai.g_02479	Prax.g_00644
OG0001017	Syai.g_02485	Prax.g_00648
OG0001018	Syai.g_02487	Prax.g_00651
OG0001019	Syai.g_02508	Prax.g_00660
OG0001020	Syai.g_02516	Prax.g_01128
OG0001021	Syai.g_02523	Prax.g_01127
OG0001022	Syai.g_02528	Prax.g_01124
OG0001023	Syai.g_02529	Prax.g_01123
OG0001024	Syai.g_02533	Prax.g_01120
OG0001025	Syai.g_02540	Prax.g_01114
OG0001026	Syai.g_02550	Prax.g_01108
OG0001027	Syai.g_02555	Prax.g_01107
OG0001028	Syai.g_02557	Prax.g_01105
OG0001029	Syai.g_02559	Prax.g_01103
OG0001030	Syai.g_02580	Prax.g_01088
OG0001031	Syai.g_02656	Prax.g_01032
OG0001032	Syai.g_02658	Prax.g_01031
OG0001033	Syai.g_02685	Prax.g_01010
OG0001034	Syai.g_00537	Prax.g_00982
OG0001035	Syai.g_00295	Prax.g_00921
OG0001036	Syai.g_00290	Prax.g_00916
OG0001037	Syai.g_00288	Prax.g_00915
OG0001038	Syai.g_00261	Prax.g_00897
OG0001039	Syai.g_00258	Prax.g_00894
OG0001040	Syai.g_00255	Prax.g_00892
OG0001041	Syai.g_00250	Prax.g_00888
OG0001042	Syai.g_00225	Prax.g_00871
OG0001043	Syai.g_00221	Prax.g_00870
OG0001044	Syai.g_00485	Prax.g_00840
OG0001045	Syai.g_00498	Prax.g_00831
OG0001046	Syai.g_01471	Prax.g_00795
OG0001047	Syai.g_02225	Prax.g_00761
OG0001048	Syai.g_02224	Prax.g_00760
OG0001049	Syai.g_02215	Prax.g_00758
OG0001050	Syai.g_02214	Prax.g_00757
OG0001051	Syai.g_02213	Prax.g_00756
OG0001052	Syai.g_00861	Prax.g_00731
OG0001053	Syai.g_00641	Prax.g_00719
OG0001054	Syai.g_00658	Prax.g_00703
OG0001055	Syai.g_00679	Prax.g_00684
OG0001056	Syai.g_00713	Prax.g_00665
OG0001057	Syai.g_00721	Prax.g_00002
OG0001058	Syai.g_00734	Prax.g_00010
OG0001059	Syai.g_00738	Prax.g_00014
OG0001060	Syai.g_00744	Prax.g_00021
OG0001061	Syai.g_00765	Prax.g_00034
OG0001062	Syai.g_00767	Prax.g_00036
OG0001063	Syai.g_00774	Prax.g_00038
OG0001064	Syai.g_00775	Prax.g_00039
OG0001065	Syai.g_00776	Prax.g_00040
OG0001066	Syai.g_00777	Prax.g_00041
OG0001067	Syai.g_00778	Prax.g_00042
OG0001068	Syai.g_00779	Prax.g_00043
OG0001069	Syai.g_00780	Prax.g_00044
OG0001070	Syai.g_00783	Prax.g_00047
OG0001071	Syai.g_00784	Prax.g_00048
OG0001072	Syai.g_00788	Prax.g_00049
OG0001073	Syai.g_00807	Prax.g_00063
OG0001074	Syai.g_01051	Prax.g_00074
OG0001075	Syai.g_01053	Prax.g_00075
OG0001076	Syai.g_01069	Prax.g_00083
OG0001077	Syai.g_01081	Prax.g_00087
OG0001078	Syai.g_01105	Prax.g_00095
OG0001079	Syai.g_01118	Prax.g_00106
OG0001080	Syai.g_01606	Prax.g_00112
OG0001081	Syai.g_01222	Prax.g_00114
OG0001082	Syai.g_01223	Prax.g_00115
OG0001083	Syai.g_01230	Prax.g_00120
OG0001084	Syai.g_01231	Prax.g_00121
OG0001085	Syai.g_01241	Prax.g_00972
OG0001086	Syai.g_01243	Prax.g_00971
OG0001087	Syai.g_01953	Prax.g_00954
OG0001088	Syai.g_01957	Prax.g_00953
OG0001089	Syai.g_01996	Prax.g_00945
OG0001090	Syai.g_01387	Prax.g_00484
OG0001091	Syai.g_01389	Prax.g_00482
OG0001092	Syai.g_01391	Prax.g_00481
OG0001093	Syai.g_01397	Prax.g_00476
OG0001094	Syai.g_01315	Prax.g_00379
OG0001096	Syai.g_01371	Prax.g_00347
OG0001097	Syai.g_02057	Prax.g_00328
OG0001098	Syai.g_01603	Prax.g_00313
OG0001099	Syai.g_02558	Prax.g_00550
OG0001100	Syai.g_01253	Prax.g_00554
OG0001101	Syai.g_01254	Prax.g_00556
OG0001102	Syai.g_01257	Prax.g_00558
OG0001103	Syai.g_01260	Prax.g_00560
OG0001104	Syai.g_01300	Prax.g_00583
OG0001105	Syai.g_01304	Prax.g_00587
OG0001106	Syai.g_01517	Prax.g_00611
OG0001107	Syai.g_01505	Prax.g_00618
OG0001108	Syai.g_01496	Prax.g_01131
OG0001109	Syai.g_01488	Prax.g_01132
OG0001110	Syai.g_01486	Prax.g_01134
OG0001111	Syai.g_01484	Prax.g_01135
OG0001112	Syai.g_01482	Prax.g_01136
OG0001113	Syai.g_01481	Prax.g_01137
OG0001114	Syai.g_01480	Prax.g_01138
OG0001115	Syai.g_01476	Prax.g_01140
OG0001116	Syai.g_01474	Prax.g_01141
OG0001117	Syai.g_01473	Prax.g_01142
OG0001118	Syai.g_01472	Prax.g_01143
OG0001119	Syai.g_01470	Prax.g_01144
OG0001120	Syai.g_01466	Prax.g_01146
OG0001121	Syai.g_01676	Prax.g_00159, Prax.g_01149
OG0001122	Syai.g_01437	Prax.g_01176
OG0001123	Syai.g_01430	Prax.g_01180
OG0001124	Syai.g_01428	Prax.g_01182
OG0001125	Syai.g_01426	Prax.g_01183
OG0001126	Syai.g_02021	Prax.g_01193
OG0001127	Syai.g_02020	Prax.g_01194
OG0001128	Syai.g_02017	Prax.g_01196
OG0001129	Syai.g_02015	Prax.g_01197
OG0001130	Syai.g_02014	Prax.g_01198
OG0001131	Syai.g_01281	Prax.g_01235
OG0001132	Syai.g_01620	Prax.g_01245
OG0001133	Syai.g_01072	Prax.g_00146
OG0001134	Syai.g_01745	Prax.g_00161
OG0001135	Syai.g_01742	Prax.g_00164
OG0001136	Syai.g_02146	Prax.g_00197
OG0001137	Syai.g_02126	Prax.g_00208
OG0001138	Syai.g_01763	Prax.g_00226
OG0001139	Syai.g_01765	Prax.g_00227
OG0001140	Syai.g_01766	Prax.g_00228
OG0001141	Syai.g_01767	Prax.g_00229
OG0001142	Syai.g_01768	Prax.g_00230
OG0001143	Syai.g_01778	Prax.g_00237
OG0001144	Syai.g_01788	Prax.g_00242
OG0001145	Syai.g_02165	Prax.g_01907
OG0001146	Syai.g_02185	Prax.g_01895
OG0001147	Syai.g_00869	Prax.g_01877
OG0001148	Syai.g_00626	Prax.g_01861
OG0001149	Syai.g_00625	Prax.g_01860
OG0001150	Syai.g_00624	Prax.g_01859
OG0001151	Syai.g_00611	Prax.g_01848
OG0001152	Syai.g_00610	Prax.g_01847
OG0001153	Syai.g_00903	Prax.g_01696
OG0001154	Syai.g_00901	Prax.g_01695
OG0001155	Syai.g_02298	Prax.g_01683
OG0001156	Syai.g_02301	Prax.g_01680
OG0001157	Syai.g_02302	Prax.g_01679
OG0001158	Syai.g_02303	Prax.g_01678
OG0001159	Syai.g_02304	Prax.g_01677
OG0001160	Syai.g_02355	Prax.g_01653
OG0001161	Syai.g_02803	Prax.g_01640
OG0001162	Syai.g_01374	Prax.g_01629
