Orthogroup	Syai	Prbj
OG0000562	Syai.g_00741	Prbj.g_01870
OG0000563	Syai.g_00742	Prbj.g_01871
OG0000564	Syai.g_00743	Prbj.g_01872
OG0000565	Syai.g_00746	Prbj.g_01875
OG0000566	Syai.g_00750	Prbj.g_01879
OG0000567	Syai.g_00754	Prbj.g_01883
OG0000568	Syai.g_00758	Prbj.g_01885
OG0000569	Syai.g_00759	Prbj.g_01807
OG0000570	Syai.g_00760	Prbj.g_01806
OG0000571	Syai.g_00764	Prbj.g_01803
OG0000572	Syai.g_00782	Prbj.g_01787
OG0000573	Syai.g_00790	Prbj.g_01780
OG0000574	Syai.g_00796	Prbj.g_01779
OG0000575	Syai.g_00800	Prbj.g_01770
OG0000576	Syai.g_00802	Prbj.g_01768
OG0000577	Syai.g_00803	Prbj.g_01767
OG0000578	Syai.g_00804	Prbj.g_01766
OG0000579	Syai.g_00805	Prbj.g_01765
OG0000580	Syai.g_00806	Prbj.g_01764
OG0000581	Syai.g_00812	Prbj.g_01760
OG0000582	Syai.g_01042	Prbj.g_01756
OG0000583	Syai.g_01043	Prbj.g_01755
OG0000584	Syai.g_01044	Prbj.g_01754
OG0000585	Syai.g_01046	Prbj.g_01752
OG0000586	Syai.g_01047	Prbj.g_01750
OG0000587	Syai.g_01049	Prbj.g_01748
OG0000588	Syai.g_01063	Prbj.g_02547
OG0000589	Syai.g_01066	Prbj.g_02550
OG0000590	Syai.g_01067	Prbj.g_02551
OG0000591	Syai.g_01075	Prbj.g_02558
OG0000592	Syai.g_01076	Prbj.g_02559
OG0000593	Syai.g_01100	Prbj.g_02569
OG0000594	Syai.g_01101	Prbj.g_02570
OG0000595	Syai.g_01102	Prbj.g_02571
OG0000596	Syai.g_01107	Prbj.g_02576
OG0000597	Syai.g_01110	Prbj.g_02579
OG0000598	Syai.g_01111	Prbj.g_02580
OG0000599	Syai.g_01114	Prbj.g_02590
OG0000600	Syai.g_01115	Prbj.g_02591
OG0000601	Syai.g_01116	Prbj.g_02592
OG0000602	Syai.g_01121	Prbj.g_02596
OG0000603	Syai.g_01122	Prbj.g_02597
OG0000604	Syai.g_01125	Prbj.g_02598
OG0000605	Syai.g_01609	Prbj.g_00792
OG0000606	Syai.g_01221	Prbj.g_00803
OG0000607	Syai.g_01224	Prbj.g_00806
OG0000608	Syai.g_01225	Prbj.g_00807
OG0000609	Syai.g_01227	Prbj.g_00809
OG0000610	Syai.g_01234	Prbj.g_00818
OG0000611	Syai.g_01237	Prbj.g_00821
OG0000612	Syai.g_01238	Prbj.g_00822
OG0000613	Syai.g_00196	Prbj.g_01466
OG0000614	Syai.g_01981	Prbj.g_00946
OG0000615	Syai.g_01286	Prbj.g_02373
OG0000616	Syai.g_02914	Prbj.g_02057
OG0000617	Syai.g_01393	Prbj.g_02184
OG0000618	Syai.g_01394	Prbj.g_02185
OG0000619	Syai.g_01395	Prbj.g_02186
OG0000620	Syai.g_01402	Prbj.g_02190
OG0000621	Syai.g_01403	Prbj.g_02191
OG0000622	Syai.g_01404	Prbj.g_02192
OG0000623	Syai.g_01405	Prbj.g_02193
OG0000624	Syai.g_01407	Prbj.g_02194
OG0000625	Syai.g_01408	Prbj.g_02195
OG0000626	Syai.g_01409	Prbj.g_02196
OG0000627	Syai.g_01575	Prbj.g_02320
OG0000628	Syai.g_01573	Prbj.g_02319
OG0000629	Syai.g_01570	Prbj.g_02316
OG0000630	Syai.g_01566	Prbj.g_02312
OG0000631	Syai.g_01557	Prbj.g_02306
OG0000632	Syai.g_01556	Prbj.g_02305
OG0000633	Syai.g_01555	Prbj.g_02304
OG0000634	Syai.g_01317	Prbj.g_02408
OG0000635	Syai.g_01318	Prbj.g_02409
OG0000636	Syai.g_01320	Prbj.g_02411
OG0000637	Syai.g_01322	Prbj.g_02413
OG0000638	Syai.g_01323	Prbj.g_02414
OG0000639	Syai.g_01324	Prbj.g_02415
OG0000640	Syai.g_01325	Prbj.g_02416
OG0000641	Syai.g_01329	Prbj.g_02420
OG0000642	Syai.g_01330	Prbj.g_02421
OG0000643	Syai.g_01349	Prbj.g_02422
OG0000644	Syai.g_01350	Prbj.g_02423
OG0000645	Syai.g_01352	Prbj.g_02424
OG0000646	Syai.g_01355	Prbj.g_02427
OG0000647	Syai.g_01357	Prbj.g_02430
OG0000648	Syai.g_01362	Prbj.g_02432
OG0000649	Syai.g_01363	Prbj.g_02433
OG0000650	Syai.g_01364	Prbj.g_02434
OG0000651	Syai.g_01365	Prbj.g_02435
OG0000652	Syai.g_01366	Prbj.g_02436
OG0000653	Syai.g_01368	Prbj.g_02438
OG0000654	Syai.g_01369	Prbj.g_02439
OG0000655	Syai.g_01370	Prbj.g_02440
OG0000656	Syai.g_01373	Prbj.g_02443
OG0000657	Syai.g_02045	Prbj.g_02476
OG0000658	Syai.g_02049	Prbj.g_02478
OG0000659	Syai.g_02050	Prbj.g_02479
OG0000660	Syai.g_02054	Prbj.g_02483
OG0000661	Syai.g_02056	Prbj.g_02485
OG0000662	Syai.g_02058	Prbj.g_02487
OG0000663	Syai.g_02061	Prbj.g_02490
OG0000664	Syai.g_02062	Prbj.g_02491
OG0000665	Syai.g_02431	Prbj.g_02504
OG0000666	Syai.g_01610	Prbj.g_02507
OG0000667	Syai.g_01724	Prbj.g_02514
OG0000668	Syai.g_01436	Prbj.g_02215
OG0000669	Syai.g_01251	Prbj.g_02523
OG0000670	Syai.g_00561	Prbj.g_00044
OG0000671	Syai.g_01255	Prbj.g_02335
OG0000672	Syai.g_01259	Prbj.g_02338
OG0000673	Syai.g_01262	Prbj.g_02341
OG0000674	Syai.g_01264	Prbj.g_02343
OG0000675	Syai.g_01265	Prbj.g_02344
OG0000676	Syai.g_01275	Prbj.g_02352
OG0000677	Syai.g_01276	Prbj.g_02354
OG0000678	Syai.g_01279	Prbj.g_02359
OG0000679	Syai.g_01288	Prbj.g_02379
OG0000680	Syai.g_01289	Prbj.g_02380
OG0000681	Syai.g_01292	Prbj.g_02382
OG0000682	Syai.g_01293	Prbj.g_02383
OG0000683	Syai.g_01294	Prbj.g_02384
OG0000684	Syai.g_01299	Prbj.g_02397
OG0000685	Syai.g_01301	Prbj.g_02395
OG0000686	Syai.g_01302	Prbj.g_02394
OG0000687	Syai.g_01303	Prbj.g_02393
OG0000688	Syai.g_01307	Prbj.g_02399
OG0000689	Syai.g_01309	Prbj.g_02400
OG0000690	Syai.g_01310	Prbj.g_02401
OG0000691	Syai.g_01311	Prbj.g_02402
OG0000692	Syai.g_01312	Prbj.g_02403
OG0000693	Syai.g_01313	Prbj.g_02404
OG0000694	Syai.g_01314	Prbj.g_02405
OG0000695	Syai.g_01553	Prbj.g_02302
OG0000696	Syai.g_01552	Prbj.g_02301
OG0000697	Syai.g_01550	Prbj.g_02299
OG0000698	Syai.g_01547	Prbj.g_02296
OG0000699	Syai.g_01545	Prbj.g_02294
OG0000700	Syai.g_01544	Prbj.g_02293
OG0000701	Syai.g_01543	Prbj.g_02292
OG0000702	Syai.g_01521	Prbj.g_02284
OG0000703	Syai.g_01520	Prbj.g_02283
OG0000704	Syai.g_01518	Prbj.g_02281
OG0000705	Syai.g_01511	Prbj.g_02275
OG0000706	Syai.g_01510	Prbj.g_02274
OG0000707	Syai.g_01509	Prbj.g_02273
OG0000708	Syai.g_01506	Prbj.g_02271
OG0000709	Syai.g_01497	Prbj.g_02264
OG0000710	Syai.g_01487	Prbj.g_02260
OG0000711	Syai.g_01456	Prbj.g_02237
OG0000712	Syai.g_01454	Prbj.g_02236
OG0000713	Syai.g_01453	Prbj.g_02235
OG0000714	Syai.g_01451	Prbj.g_02231
OG0000715	Syai.g_01449	Prbj.g_02229
OG0000716	Syai.g_01445	Prbj.g_02225
OG0000717	Syai.g_01444	Prbj.g_02224
OG0000718	Syai.g_01440	Prbj.g_02219
OG0000719	Syai.g_01438	Prbj.g_02217
OG0000720	Syai.g_01425	Prbj.g_02204
OG0000721	Syai.g_01423	Prbj.g_02203
OG0000722	Syai.g_01422	Prbj.g_02202
OG0000723	Syai.g_01411	Prbj.g_02198
OG0000724	Syai.g_02013	Prbj.g_01843
OG0000725	Syai.g_02004	Prbj.g_01836
OG0000726	Syai.g_02003	Prbj.g_01835
OG0000727	Syai.g_02002	Prbj.g_01834
OG0000728	Syai.g_02000	Prbj.g_01833
OG0000729	Syai.g_00097	Prbj.g_01289
OG0000730	Syai.g_00483	Prbj.g_00343
OG0000731	Syai.g_00495	Prbj.g_00333
OG0000732	Syai.g_00058	Prbj.g_01220
OG0000733	Syai.g_02805	Prbj.g_01997
OG0000734	Syai.g_02548	Prbj.g_00627
OG0000735	Syai.g_02159	Prbj.g_00953
OG0000736	Syai.g_02158	Prbj.g_00954
OG0000737	Syai.g_02157	Prbj.g_00955
OG0000738	Syai.g_02152	Prbj.g_00962
OG0000739	Syai.g_02151	Prbj.g_00964
OG0000740	Syai.g_02150	Prbj.g_00965
OG0000741	Syai.g_02147	Prbj.g_00968
OG0000742	Syai.g_02145	Prbj.g_00970
OG0000743	Syai.g_02143	Prbj.g_00972
OG0000744	Syai.g_02142	Prbj.g_00973
OG0000745	Syai.g_02140	Prbj.g_00846
OG0000746	Syai.g_02138	Prbj.g_00844
OG0000747	Syai.g_02137	Prbj.g_00843
OG0000748	Syai.g_02125	Prbj.g_00831
OG0000749	Syai.g_02123	Prbj.g_00830
OG0000750	Syai.g_02122	Prbj.g_00829
OG0000751	Syai.g_02116	Prbj.g_00305
OG0000752	Syai.g_02114	Prbj.g_00308
OG0000753	Syai.g_02111	Prbj.g_00311
OG0000754	Syai.g_01750	Prbj.g_01910
OG0000755	Syai.g_01760	Prbj.g_00002
OG0000756	Syai.g_01761	Prbj.g_00003
OG0000757	Syai.g_01769	Prbj.g_00010
OG0000758	Syai.g_01770	Prbj.g_00011
OG0000759	Syai.g_01771	Prbj.g_00012
OG0000760	Syai.g_01772	Prbj.g_00013
OG0000761	Syai.g_01775	Prbj.g_00014
OG0000762	Syai.g_01777	Prbj.g_01908
OG0000763	Syai.g_01779	Prbj.g_01906
OG0000764	Syai.g_01780	Prbj.g_01905
OG0000765	Syai.g_01797	Prbj.g_02163
OG0000766	Syai.g_01798	Prbj.g_02164
OG0000767	Syai.g_01800	Prbj.g_02166
OG0000768	Syai.g_01801	Prbj.g_02167
OG0000769	Syai.g_01803	Prbj.g_00313
OG0000770	Syai.g_01822	Prbj.g_00019
OG0000771	Syai.g_02019	Prbj.g_01848
OG0000772	Syai.g_01639	Prbj.g_01679
OG0000773	Syai.g_02164	Prbj.g_00161
OG0000774	Syai.g_02168	Prbj.g_01719
OG0000775	Syai.g_02172	Prbj.g_01721
OG0000776	Syai.g_02173	Prbj.g_01722
OG0000777	Syai.g_02174	Prbj.g_01723
OG0000778	Syai.g_02175	Prbj.g_01724
OG0000779	Syai.g_02181	Prbj.g_01729
OG0000780	Syai.g_02184	Prbj.g_01732
OG0000781	Syai.g_02188	Prbj.g_01736
OG0000782	Syai.g_02189	Prbj.g_01737
OG0000783	Syai.g_02190	Prbj.g_01738
OG0000784	Syai.g_02191	Prbj.g_01739
OG0000785	Syai.g_02193	Prbj.g_01741
OG0000786	Syai.g_00816	Prbj.g_01744
OG0000787	Syai.g_00815	Prbj.g_01745
OG0000788	Syai.g_01117	Prbj.g_00094
OG0000789	Syai.g_01596	Prbj.g_00687
OG0000790	Syai.g_00623	Prbj.g_01643
OG0000791	Syai.g_00621	Prbj.g_01645
OG0000792	Syai.g_00620	Prbj.g_01646
OG0000793	Syai.g_00615	Prbj.g_01650
OG0000794	Syai.g_00614	Prbj.g_01651
OG0000795	Syai.g_00613	Prbj.g_01652
OG0000796	Syai.g_00609	Prbj.g_01656
OG0000797	Syai.g_00608	Prbj.g_01657
OG0000798	Syai.g_00262	Prbj.g_01402
OG0000799	Syai.g_00996	Prbj.g_01304
OG0000800	Syai.g_00993	Prbj.g_01303
OG0000801	Syai.g_00992	Prbj.g_01302
OG0000802	Syai.g_00988	Prbj.g_01293
OG0000803	Syai.g_00983	Prbj.g_01041
OG0000804	Syai.g_00980	Prbj.g_01043
OG0000805	Syai.g_00965	Prbj.g_01045
OG0000806	Syai.g_00963	Prbj.g_01047
OG0000807	Syai.g_00961	Prbj.g_01049
OG0000808	Syai.g_00960	Prbj.g_01050
OG0000809	Syai.g_00957	Prbj.g_01054
OG0000810	Syai.g_00956	Prbj.g_01055
OG0000811	Syai.g_00950	Prbj.g_01067
OG0000812	Syai.g_00948	Prbj.g_01069
OG0000813	Syai.g_00947	Prbj.g_01070
OG0000814	Syai.g_00945	Prbj.g_01072
OG0000815	Syai.g_00944	Prbj.g_01073
OG0000816	Syai.g_00942	Prbj.g_01075
OG0000817	Syai.g_00941	Prbj.g_01076
OG0000818	Syai.g_00935	Prbj.g_00631
OG0000819	Syai.g_00934	Prbj.g_00632
OG0000820	Syai.g_00933	Prbj.g_00633
OG0000821	Syai.g_00916	Prbj.g_00640
OG0000822	Syai.g_00914	Prbj.g_00642
OG0000823	Syai.g_00913	Prbj.g_00643
OG0000824	Syai.g_00907	Prbj.g_00647
OG0000825	Syai.g_00906	Prbj.g_00648
OG0000826	Syai.g_00905	Prbj.g_00649
OG0000827	Syai.g_00904	Prbj.g_00650
OG0000828	Syai.g_00900	Prbj.g_00653
OG0000829	Syai.g_00899	Prbj.g_00654
OG0000830	Syai.g_00898	Prbj.g_00655
OG0000831	Syai.g_00896	Prbj.g_00657
OG0000832	Syai.g_02296	Prbj.g_01684
OG0000833	Syai.g_02305	Prbj.g_01692
OG0000834	Syai.g_02307	Prbj.g_01693
OG0000835	Syai.g_02308	Prbj.g_01694
OG0000836	Syai.g_02312	Prbj.g_01696
OG0000837	Syai.g_02313	Prbj.g_01697
OG0000838	Syai.g_02323	Prbj.g_01700
OG0000839	Syai.g_02324	Prbj.g_01701
OG0000840	Syai.g_02325	Prbj.g_01702
OG0000841	Syai.g_02326	Prbj.g_01703
OG0000842	Syai.g_02327	Prbj.g_01704
OG0000843	Syai.g_02328	Prbj.g_01705
OG0000844	Syai.g_02330	Prbj.g_01707
OG0000845	Syai.g_02331	Prbj.g_01708
OG0000846	Syai.g_02332	Prbj.g_01709
OG0000847	Syai.g_02333	Prbj.g_01710
OG0000848	Syai.g_02335	Prbj.g_01711
OG0000849	Syai.g_02336	Prbj.g_01712
OG0000850	Syai.g_02339	Prbj.g_01713
OG0000851	Syai.g_02352	Prbj.g_00888
OG0000852	Syai.g_02353	Prbj.g_00887
OG0000853	Syai.g_02357	Prbj.g_00882
OG0000854	Syai.g_02359	Prbj.g_00880
OG0000855	Syai.g_02360	Prbj.g_00879
OG0000856	Syai.g_01078	Prbj.g_02561
OG0000857	Syai.g_01356	Prbj.g_02429
OG0000858	Syai.g_02366	Prbj.g_00868
OG0000859	Syai.g_02367	Prbj.g_00867
OG0000860	Syai.g_02380	Prbj.g_00855
OG0000861	Syai.g_02381	Prbj.g_00854
OG0000862	Syai.g_02382	Prbj.g_00852
OG0000863	Syai.g_02385	Prbj.g_00495
OG0000864	Syai.g_02386	Prbj.g_00494
OG0000865	Syai.g_02387	Prbj.g_00493
OG0000866	Syai.g_02388	Prbj.g_00492
OG0000867	Syai.g_02389	Prbj.g_00491
OG0000868	Syai.g_02392	Prbj.g_00489
OG0000869	Syai.g_02396	Prbj.g_00486
OG0000870	Syai.g_02401	Prbj.g_00481
OG0000871	Syai.g_02402	Prbj.g_00480
OG0000872	Syai.g_02409	Prbj.g_00478
OG0000873	Syai.g_02412	Prbj.g_00475
OG0000874	Syai.g_02408	Prbj.g_00471
OG0000875	Syai.g_02416	Prbj.g_00470
OG0000876	Syai.g_02243	Prbj.g_00469
OG0000877	Syai.g_02250	Prbj.g_00466
OG0000878	Syai.g_02251	Prbj.g_00465
OG0000879	Syai.g_02252	Prbj.g_00464
OG0000880	Syai.g_02253	Prbj.g_00463
OG0000881	Syai.g_02257	Prbj.g_00458
OG0000882	Syai.g_02262	Prbj.g_00453
OG0000883	Syai.g_02264	Prbj.g_00451
OG0000884	Syai.g_02266	Prbj.g_00449
OG0000885	Syai.g_02267	Prbj.g_00448
OG0000886	Syai.g_02268	Prbj.g_00447
OG0000887	Syai.g_02269	Prbj.g_00446
OG0000888	Syai.g_02271	Prbj.g_00444
OG0000889	Syai.g_02273	Prbj.g_00442
OG0000890	Syai.g_02279	Prbj.g_00428
OG0000891	Syai.g_02280	Prbj.g_00427
OG0000892	Syai.g_02282	Prbj.g_00425
OG0000893	Syai.g_00318	Prbj.g_02660
OG0000894	Syai.g_00321	Prbj.g_02656
OG0000895	Syai.g_00325	Prbj.g_02651
OG0000896	Syai.g_00326	Prbj.g_02650
OG0000897	Syai.g_00328	Prbj.g_02648
OG0000898	Syai.g_00329	Prbj.g_02647
OG0000899	Syai.g_00330	Prbj.g_02646
OG0000900	Syai.g_00331	Prbj.g_02645
OG0000901	Syai.g_00336	Prbj.g_02641
OG0000902	Syai.g_00338	Prbj.g_02639
OG0000903	Syai.g_00353	Prbj.g_01027
OG0000904	Syai.g_00348	Prbj.g_01032
OG0000905	Syai.g_00342	Prbj.g_01034
OG0000906	Syai.g_00340	Prbj.g_02635
OG0000907	Syai.g_00358	Prbj.g_01025
OG0000908	Syai.g_00361	Prbj.g_01022
OG0000909	Syai.g_00362	Prbj.g_01021
OG0000910	Syai.g_00363	Prbj.g_01020
OG0000911	Syai.g_00365	Prbj.g_01018
OG0000912	Syai.g_00366	Prbj.g_01017
OG0000913	Syai.g_00367	Prbj.g_01016
OG0000914	Syai.g_00368	Prbj.g_01015
OG0000915	Syai.g_00370	Prbj.g_01014
OG0000916	Syai.g_00371	Prbj.g_01013
OG0000917	Syai.g_00372	Prbj.g_01012
OG0000918	Syai.g_00373	Prbj.g_01011
OG0000919	Syai.g_00374	Prbj.g_01010
OG0000920	Syai.g_00375	Prbj.g_01009
OG0000921	Syai.g_00376	Prbj.g_01008
OG0000922	Syai.g_00377	Prbj.g_01007
OG0000923	Syai.g_00381	Prbj.g_01003
OG0000924	Syai.g_00382	Prbj.g_01002
OG0000925	Syai.g_00383	Prbj.g_01001
OG0000926	Syai.g_00384	Prbj.g_01000
OG0000927	Syai.g_00386	Prbj.g_00998
OG0000928	Syai.g_00387	Prbj.g_00997
OG0000929	Syai.g_00388	Prbj.g_00996
OG0000930	Syai.g_00389	Prbj.g_00995
OG0000931	Syai.g_00390	Prbj.g_00994
OG0000932	Syai.g_00391	Prbj.g_00993
OG0000933	Syai.g_00397	Prbj.g_00988
OG0000934	Syai.g_00399	Prbj.g_00986
OG0000935	Syai.g_00400	Prbj.g_00985
OG0000936	Syai.g_00401	Prbj.g_00984
OG0000937	Syai.g_00402	Prbj.g_00983
OG0000938	Syai.g_00405	Prbj.g_00414
OG0000939	Syai.g_00406	Prbj.g_00413
OG0000940	Syai.g_00413	Prbj.g_00404
OG0000941	Syai.g_00415	Prbj.g_00402
OG0000942	Syai.g_00417	Prbj.g_00400
OG0000943	Syai.g_00418	Prbj.g_00399
OG0000944	Syai.g_00420	Prbj.g_00397
OG0000945	Syai.g_00422	Prbj.g_00395
OG0000946	Syai.g_00428	Prbj.g_00368
OG0000947	Syai.g_00431	Prbj.g_00365
OG0000948	Syai.g_00432	Prbj.g_00364
OG0000949	Syai.g_00174	Prbj.g_00361
OG0000950	Syai.g_00163	Prbj.g_01501
OG0000951	Syai.g_00158	Prbj.g_01506
OG0000952	Syai.g_00136	Prbj.g_01513
OG0000953	Syai.g_00132	Prbj.g_01517
OG0000954	Syai.g_00127	Prbj.g_01577
OG0000955	Syai.g_00126	Prbj.g_01578
OG0000956	Syai.g_00124	Prbj.g_01580
OG0000957	Syai.g_00113	Prbj.g_01596
OG0000958	Syai.g_00112	Prbj.g_01597
OG0000959	Syai.g_00108	Prbj.g_01821
OG0000960	Syai.g_00107	Prbj.g_01820
OG0000961	Syai.g_00100	Prbj.g_01809
OG0000962	Syai.g_00098	Prbj.g_01290
OG0000963	Syai.g_00094	Prbj.g_01285
OG0000964	Syai.g_00093	Prbj.g_01284
OG0000965	Syai.g_00092	Prbj.g_01283
OG0000966	Syai.g_00082	Prbj.g_01250
OG0000967	Syai.g_00077	Prbj.g_01244
OG0000968	Syai.g_00085	Prbj.g_01241
OG0000969	Syai.g_00080	Prbj.g_01239
OG0000970	Syai.g_00079	Prbj.g_01238
OG0000971	Syai.g_00074	Prbj.g_01236
OG0000972	Syai.g_00073	Prbj.g_01235
OG0000973	Syai.g_00072	Prbj.g_01234
OG0000974	Syai.g_00071	Prbj.g_01233
OG0000975	Syai.g_00070	Prbj.g_01232
OG0000976	Syai.g_00069	Prbj.g_01231
OG0000977	Syai.g_00067	Prbj.g_01229
OG0000978	Syai.g_00065	Prbj.g_01228
OG0000979	Syai.g_00062	Prbj.g_01225
OG0000980	Syai.g_00059	Prbj.g_01221
OG0000981	Syai.g_00056	Prbj.g_01218
OG0000982	Syai.g_02777	Prbj.g_01956
OG0000983	Syai.g_02778	Prbj.g_01957
OG0000984	Syai.g_02779	Prbj.g_01958
OG0000985	Syai.g_02781	Prbj.g_01962
OG0000986	Syai.g_02784	Prbj.g_01964
OG0000987	Syai.g_02786	Prbj.g_01966
OG0000988	Syai.g_02790	Prbj.g_01970
OG0000989	Syai.g_02797	Prbj.g_01980
OG0000990	Syai.g_02825	Prbj.g_02002
OG0000991	Syai.g_02827	Prbj.g_02005
OG0000992	Syai.g_02830	Prbj.g_02008
OG0000993	Syai.g_02831	Prbj.g_02009
OG0000994	Syai.g_02834	Prbj.g_02012
OG0000995	Syai.g_02840	Prbj.g_02021
OG0000996	Syai.g_02891	Prbj.g_02034
OG0000997	Syai.g_02900	Prbj.g_02043
OG0000998	Syai.g_02902	Prbj.g_02045
OG0000999	Syai.g_02903	Prbj.g_02046
OG0001000	Syai.g_02906	Prbj.g_02049
OG0001001	Syai.g_02911	Prbj.g_02053
OG0001002	Syai.g_02918	Prbj.g_02060
OG0001003	Syai.g_02919	Prbj.g_02062
OG0001004	Syai.g_02920	Prbj.g_02063
OG0001005	Syai.g_02921	Prbj.g_02065
OG0001006	Syai.g_02931	Prbj.g_02071
OG0001007	Syai.g_02933	Prbj.g_02073
OG0001008	Syai.g_02227	Prbj.g_00101
OG0001009	Syai.g_00034	Prbj.g_01199
OG0001010	Syai.g_00035	Prbj.g_01200
OG0001011	Syai.g_00037	Prbj.g_01202
OG0001012	Syai.g_02773	Prbj.g_01953
OG0001013	Syai.g_02750	Prbj.g_01928
OG0001014	Syai.g_02726	Prbj.g_01919
OG0001015	Syai.g_02725	Prbj.g_01918
OG0001016	Syai.g_02479	Prbj.g_00569
OG0001017	Syai.g_02485	Prbj.g_00575
OG0001018	Syai.g_02487	Prbj.g_00577
OG0001019	Syai.g_02508	Prbj.g_00590
OG0001020	Syai.g_02516	Prbj.g_00596
OG0001021	Syai.g_02523	Prbj.g_00600
OG0001022	Syai.g_02528	Prbj.g_00605
OG0001023	Syai.g_02529	Prbj.g_00606
OG0001024	Syai.g_02533	Prbj.g_00610
OG0001025	Syai.g_02540	Prbj.g_00617
OG0001026	Syai.g_02550	Prbj.g_00630
OG0001027	Syai.g_02555	Prbj.g_01550
OG0001028	Syai.g_02557	Prbj.g_01552
OG0001029	Syai.g_02559	Prbj.g_01554
OG0001030	Syai.g_02580	Prbj.g_01535
OG0001031	Syai.g_02656	Prbj.g_01143
OG0001032	Syai.g_02658	Prbj.g_01146
OG0001033	Syai.g_02685	Prbj.g_00287
OG0001034	Syai.g_00537	Prbj.g_02608
OG0001035	Syai.g_00295	Prbj.g_01360
OG0001036	Syai.g_00290	Prbj.g_01364
OG0001037	Syai.g_00288	Prbj.g_01366
OG0001038	Syai.g_00261	Prbj.g_01403
OG0001039	Syai.g_00258	Prbj.g_01406
OG0001040	Syai.g_00255	Prbj.g_01409
OG0001041	Syai.g_00250	Prbj.g_01414
OG0001042	Syai.g_00225	Prbj.g_01439
OG0001043	Syai.g_00221	Prbj.g_01441
OG0001044	Syai.g_00485	Prbj.g_00342
OG0001045	Syai.g_00498	Prbj.g_00330
OG0001046	Syai.g_01471	Prbj.g_00874
OG0001047	Syai.g_02225	Prbj.g_00103
OG0001048	Syai.g_02224	Prbj.g_00104
OG0001049	Syai.g_02215	Prbj.g_00107
OG0001050	Syai.g_02214	Prbj.g_00108
OG0001051	Syai.g_02213	Prbj.g_00109
OG0001052	Syai.g_00861	Prbj.g_00132
OG0001053	Syai.g_00641	Prbj.g_01627
OG0001054	Syai.g_00658	Prbj.g_01609
OG0001055	Syai.g_00679	Prbj.g_02103
OG0001056	Syai.g_00713	Prbj.g_02132
OG0001057	Syai.g_00721	Prbj.g_02144
OG0001058	Syai.g_00734	Prbj.g_01863
OG0001059	Syai.g_00738	Prbj.g_01867
OG0001060	Syai.g_00744	Prbj.g_01874
OG0001061	Syai.g_00765	Prbj.g_01802
OG0001062	Syai.g_00767	Prbj.g_01800
OG0001063	Syai.g_00774	Prbj.g_01796
OG0001064	Syai.g_00775	Prbj.g_01795
OG0001065	Syai.g_00776	Prbj.g_01794
OG0001066	Syai.g_00777	Prbj.g_01793
OG0001067	Syai.g_00778	Prbj.g_01792
OG0001068	Syai.g_00779	Prbj.g_01791
OG0001069	Syai.g_00780	Prbj.g_01790
OG0001070	Syai.g_00783	Prbj.g_01786
OG0001071	Syai.g_00784	Prbj.g_01785
OG0001072	Syai.g_00788	Prbj.g_01782
OG0001073	Syai.g_00807	Prbj.g_01763
OG0001074	Syai.g_01051	Prbj.g_02544
OG0001075	Syai.g_01053	Prbj.g_02545
OG0001076	Syai.g_01069	Prbj.g_02553
OG0001077	Syai.g_01081	Prbj.g_02563
OG0001078	Syai.g_01105	Prbj.g_02574
OG0001079	Syai.g_01118	Prbj.g_02593
OG0001080	Syai.g_01606	Prbj.g_00794
OG0001081	Syai.g_01222	Prbj.g_00804
OG0001082	Syai.g_01223	Prbj.g_00805
OG0001083	Syai.g_01230	Prbj.g_00813
OG0001084	Syai.g_01231	Prbj.g_00815
OG0001085	Syai.g_01241	Prbj.g_00825
OG0001086	Syai.g_01243	Prbj.g_02707
OG0001087	Syai.g_01953	Prbj.g_00927
OG0001088	Syai.g_01957	Prbj.g_00931
OG0001089	Syai.g_01996	Prbj.g_00757
OG0001090	Syai.g_01387	Prbj.g_02180
OG0001091	Syai.g_01389	Prbj.g_02182
OG0001092	Syai.g_01391	Prbj.g_02183
OG0001093	Syai.g_01397	Prbj.g_02187
OG0001094	Syai.g_01315	Prbj.g_02406
OG0001096	Syai.g_01371	Prbj.g_02441
OG0001097	Syai.g_02057	Prbj.g_02486
OG0001098	Syai.g_01603	Prbj.g_02323
OG0001099	Syai.g_02558	Prbj.g_01553
OG0001100	Syai.g_01253	Prbj.g_02333
OG0001101	Syai.g_01254	Prbj.g_02334
OG0001102	Syai.g_01257	Prbj.g_02337
OG0001103	Syai.g_01260	Prbj.g_02339
OG0001104	Syai.g_01300	Prbj.g_02396
OG0001105	Syai.g_01304	Prbj.g_02391
OG0001106	Syai.g_01517	Prbj.g_02280
OG0001107	Syai.g_01505	Prbj.g_02270
OG0001108	Syai.g_01496	Prbj.g_02263
OG0001109	Syai.g_01488	Prbj.g_02261
OG0001110	Syai.g_01486	Prbj.g_02259
OG0001111	Syai.g_01484	Prbj.g_02257
OG0001112	Syai.g_01482	Prbj.g_02255
OG0001113	Syai.g_01481	Prbj.g_02254
OG0001114	Syai.g_01480	Prbj.g_02253
OG0001115	Syai.g_01476	Prbj.g_02251
OG0001116	Syai.g_01474	Prbj.g_02250
OG0001117	Syai.g_01473	Prbj.g_02249
OG0001118	Syai.g_01472	Prbj.g_02248
OG0001119	Syai.g_01470	Prbj.g_02247
OG0001120	Syai.g_01466	Prbj.g_02245
OG0001122	Syai.g_01437	Prbj.g_02216
