Orthogroup	Syai	Prbg
OG0000556	Syai.g_00728	Prbg.g_00261
OG0000557	Syai.g_00730	Prbg.g_00262
OG0000558	Syai.g_00732	Prbg.g_00265
OG0000559	Syai.g_00736	Prbg.g_00269
OG0000560	Syai.g_00739	Prbg.g_00272
OG0000561	Syai.g_00740	Prbg.g_00273
OG0000562	Syai.g_00741	Prbg.g_00274
OG0000563	Syai.g_00742	Prbg.g_00275
OG0000564	Syai.g_00743	Prbg.g_00276
OG0000565	Syai.g_00746	Prbg.g_00278
OG0000566	Syai.g_00750	Prbg.g_00282
OG0000567	Syai.g_00754	Prbg.g_00286
OG0000568	Syai.g_00758	Prbg.g_00287
OG0000569	Syai.g_00759	Prbg.g_00288
OG0000570	Syai.g_00760	Prbg.g_00289
OG0000571	Syai.g_00764	Prbg.g_00291
OG0000572	Syai.g_00782	Prbg.g_00305
OG0000573	Syai.g_00790	Prbg.g_00311
OG0000574	Syai.g_00796	Prbg.g_00312
OG0000575	Syai.g_00800	Prbg.g_00316
OG0000576	Syai.g_00802	Prbg.g_00318
OG0000577	Syai.g_00803	Prbg.g_00319
OG0000578	Syai.g_00804	Prbg.g_00320
OG0000579	Syai.g_00805	Prbg.g_00321
OG0000580	Syai.g_00806	Prbg.g_00322
OG0000581	Syai.g_00812	Prbg.g_00325
OG0000582	Syai.g_01042	Prbg.g_00328
OG0000583	Syai.g_01043	Prbg.g_00329
OG0000584	Syai.g_01044	Prbg.g_00330
OG0000585	Syai.g_01046	Prbg.g_00332
OG0000586	Syai.g_01047	Prbg.g_00333
OG0000587	Syai.g_01049	Prbg.g_00334
OG0000588	Syai.g_01063	Prbg.g_00338
OG0000589	Syai.g_01066	Prbg.g_00340
OG0000590	Syai.g_01067	Prbg.g_00341
OG0000591	Syai.g_01075	Prbg.g_00345
OG0000592	Syai.g_01076	Prbg.g_00346
OG0000593	Syai.g_01100	Prbg.g_01425
OG0000594	Syai.g_01101	Prbg.g_01424
OG0000595	Syai.g_01102	Prbg.g_01423
OG0000596	Syai.g_01107	Prbg.g_01419
OG0000597	Syai.g_01110	Prbg.g_01416
OG0000598	Syai.g_01111	Prbg.g_01415
OG0000599	Syai.g_01114	Prbg.g_01412
OG0000600	Syai.g_01115	Prbg.g_01411
OG0000601	Syai.g_01116	Prbg.g_01410
OG0000602	Syai.g_01121	Prbg.g_01408
OG0000603	Syai.g_01122	Prbg.g_01407
OG0000604	Syai.g_01125	Prbg.g_01406
OG0000605	Syai.g_01609	Prbg.g_01405
OG0000606	Syai.g_01221	Prbg.g_01402
OG0000607	Syai.g_01224	Prbg.g_01399
OG0000608	Syai.g_01225	Prbg.g_01398
OG0000609	Syai.g_01227	Prbg.g_01397
OG0000610	Syai.g_01234	Prbg.g_01391
OG0000611	Syai.g_01237	Prbg.g_01388
OG0000612	Syai.g_01238	Prbg.g_01387
OG0000613	Syai.g_00196	Prbg.g_01114
OG0000614	Syai.g_01981	Prbg.g_01135
OG0000615	Syai.g_01286	Prbg.g_01146
OG0000616	Syai.g_02914	Prbg.g_01939
OG0000617	Syai.g_01393	Prbg.g_01371
OG0000618	Syai.g_01394	Prbg.g_01370
OG0000619	Syai.g_01395	Prbg.g_01369
OG0000620	Syai.g_01402	Prbg.g_01366
OG0000621	Syai.g_01403	Prbg.g_01365
OG0000622	Syai.g_01404	Prbg.g_01364
OG0000623	Syai.g_01405	Prbg.g_01363
OG0000624	Syai.g_01407	Prbg.g_01361
OG0000625	Syai.g_01408	Prbg.g_01360
OG0000626	Syai.g_01409	Prbg.g_01359
OG0000627	Syai.g_01575	Prbg.g_01358
OG0000628	Syai.g_01573	Prbg.g_01357
OG0000629	Syai.g_01570	Prbg.g_01356
OG0000630	Syai.g_01566	Prbg.g_01353
OG0000631	Syai.g_01557	Prbg.g_01260
OG0000632	Syai.g_01556	Prbg.g_01261
OG0000633	Syai.g_01555	Prbg.g_01262
OG0000634	Syai.g_01317	Prbg.g_01155
OG0000635	Syai.g_01318	Prbg.g_01156
OG0000636	Syai.g_01320	Prbg.g_01158
OG0000637	Syai.g_01322	Prbg.g_01160
OG0000638	Syai.g_01323	Prbg.g_01161
OG0000639	Syai.g_01324	Prbg.g_01162
OG0000640	Syai.g_01325	Prbg.g_01163
OG0000641	Syai.g_01329	Prbg.g_01167
OG0000642	Syai.g_01330	Prbg.g_01168
OG0000643	Syai.g_01349	Prbg.g_01169
OG0000644	Syai.g_01350	Prbg.g_01170
OG0000645	Syai.g_01352	Prbg.g_01171
OG0000646	Syai.g_01355	Prbg.g_01173
OG0000647	Syai.g_01357	Prbg.g_01175
OG0000648	Syai.g_01362	Prbg.g_01177
OG0000649	Syai.g_01363	Prbg.g_01178
OG0000650	Syai.g_01364	Prbg.g_01179
OG0000651	Syai.g_01365	Prbg.g_01180
OG0000652	Syai.g_01366	Prbg.g_01181
OG0000653	Syai.g_01368	Prbg.g_01183
OG0000654	Syai.g_01369	Prbg.g_01184
OG0000655	Syai.g_01370	Prbg.g_01185
OG0000656	Syai.g_01373	Prbg.g_01188
OG0000657	Syai.g_02045	Prbg.g_01196
OG0000658	Syai.g_02049	Prbg.g_01198
OG0000659	Syai.g_02050	Prbg.g_01199
OG0000660	Syai.g_02054	Prbg.g_01203
OG0000661	Syai.g_02056	Prbg.g_01205
OG0000662	Syai.g_02058	Prbg.g_01207
OG0000663	Syai.g_02061	Prbg.g_01209
OG0000664	Syai.g_02062	Prbg.g_01210
OG0000665	Syai.g_02431	Prbg.g_01216
OG0000666	Syai.g_01610	Prbg.g_01217
OG0000667	Syai.g_01724	Prbg.g_01221
OG0000668	Syai.g_01436	Prbg.g_01062
OG0000669	Syai.g_01251	Prbg.g_01073
OG0000670	Syai.g_00561	Prbg.g_01076
OG0000671	Syai.g_01255	Prbg.g_01079
OG0000672	Syai.g_01259	Prbg.g_01082
OG0000673	Syai.g_01262	Prbg.g_01085
OG0000674	Syai.g_01264	Prbg.g_01087
OG0000675	Syai.g_01265	Prbg.g_01088
OG0000676	Syai.g_01275	Prbg.g_01090
OG0000677	Syai.g_01276	Prbg.g_01091
OG0000678	Syai.g_01279	Prbg.g_01093
OG0000679	Syai.g_01288	Prbg.g_01097
OG0000680	Syai.g_01289	Prbg.g_01098
OG0000681	Syai.g_01292	Prbg.g_01101
OG0000682	Syai.g_01293	Prbg.g_01102
OG0000683	Syai.g_01294	Prbg.g_01103
OG0000684	Syai.g_01299	Prbg.g_01105
OG0000685	Syai.g_01301	Prbg.g_01107
OG0000686	Syai.g_01302	Prbg.g_01108
OG0000687	Syai.g_01303	Prbg.g_01109
OG0000688	Syai.g_01307	Prbg.g_01383
OG0000689	Syai.g_01309	Prbg.g_01382
OG0000690	Syai.g_01310	Prbg.g_01381
OG0000691	Syai.g_01311	Prbg.g_01380
OG0000692	Syai.g_01312	Prbg.g_01378
OG0000693	Syai.g_01313	Prbg.g_01377
OG0000694	Syai.g_01314	Prbg.g_01376
OG0000695	Syai.g_01553	Prbg.g_01264
OG0000696	Syai.g_01552	Prbg.g_01265
OG0000697	Syai.g_01550	Prbg.g_01266
OG0000698	Syai.g_01547	Prbg.g_01269
OG0000699	Syai.g_01545	Prbg.g_01270
OG0000700	Syai.g_01544	Prbg.g_01271
OG0000701	Syai.g_01543	Prbg.g_01272
OG0000702	Syai.g_01521	Prbg.g_01274
OG0000703	Syai.g_01520	Prbg.g_01275
OG0000704	Syai.g_01518	Prbg.g_01277
OG0000705	Syai.g_01511	Prbg.g_01280
OG0000706	Syai.g_01510	Prbg.g_01281
OG0000707	Syai.g_01509	Prbg.g_01282
OG0000708	Syai.g_01506	Prbg.g_01284
OG0000709	Syai.g_01497	Prbg.g_01288
OG0000710	Syai.g_01487	Prbg.g_01291
OG0000711	Syai.g_01456	Prbg.g_01309
OG0000712	Syai.g_01454	Prbg.g_01310
OG0000713	Syai.g_01453	Prbg.g_01311
OG0000714	Syai.g_01451	Prbg.g_01312
OG0000715	Syai.g_01449	Prbg.g_01314
OG0000716	Syai.g_01445	Prbg.g_01316
OG0000717	Syai.g_01444	Prbg.g_01317
OG0000718	Syai.g_01440	Prbg.g_01321
OG0000719	Syai.g_01438	Prbg.g_01323
OG0000720	Syai.g_01425	Prbg.g_01335
OG0000721	Syai.g_01423	Prbg.g_01339
OG0000722	Syai.g_01422	Prbg.g_01340
OG0000723	Syai.g_01411	Prbg.g_01344
OG0000724	Syai.g_02013	Prbg.g_01239
OG0000725	Syai.g_02004	Prbg.g_01233
OG0000726	Syai.g_02003	Prbg.g_01232
OG0000727	Syai.g_02002	Prbg.g_01231
OG0000728	Syai.g_02000	Prbg.g_01229
OG0000729	Syai.g_00097	Prbg.g_00455
OG0000730	Syai.g_00483	Prbg.g_01528
OG0000731	Syai.g_00495	Prbg.g_00123
OG0000732	Syai.g_00058	Prbg.g_01890
OG0000733	Syai.g_02805	Prbg.g_00750
OG0000734	Syai.g_02548	Prbg.g_01502
OG0000735	Syai.g_02159	Prbg.g_01500
OG0000736	Syai.g_02158	Prbg.g_01499
OG0000737	Syai.g_02157	Prbg.g_01498
OG0000738	Syai.g_02152	Prbg.g_01494
OG0000739	Syai.g_02151	Prbg.g_01493
OG0000740	Syai.g_02150	Prbg.g_01492
OG0000741	Syai.g_02147	Prbg.g_01490
OG0000742	Syai.g_02145	Prbg.g_01487
OG0000743	Syai.g_02143	Prbg.g_01485
OG0000744	Syai.g_02142	Prbg.g_01484
OG0000745	Syai.g_02140	Prbg.g_01483
OG0000746	Syai.g_02138	Prbg.g_01481
OG0000747	Syai.g_02137	Prbg.g_01480
OG0000748	Syai.g_02125	Prbg.g_01476
OG0000749	Syai.g_02123	Prbg.g_01475
OG0000750	Syai.g_02122	Prbg.g_01474
OG0000751	Syai.g_02116	Prbg.g_01471
OG0000752	Syai.g_02114	Prbg.g_01469
OG0000753	Syai.g_02111	Prbg.g_01467
OG0000754	Syai.g_01750	Prbg.g_01464
OG0000755	Syai.g_01760	Prbg.g_01458
OG0000756	Syai.g_01761	Prbg.g_01457
OG0000757	Syai.g_01769	Prbg.g_01450
OG0000758	Syai.g_01770	Prbg.g_01449
OG0000759	Syai.g_01771	Prbg.g_01448
OG0000760	Syai.g_01772	Prbg.g_01447
OG0000761	Syai.g_01775	Prbg.g_01446
OG0000762	Syai.g_01777	Prbg.g_01445
OG0000763	Syai.g_01779	Prbg.g_01443
OG0000764	Syai.g_01780	Prbg.g_01442
OG0000765	Syai.g_01797	Prbg.g_01434
OG0000766	Syai.g_01798	Prbg.g_01433
OG0000767	Syai.g_01800	Prbg.g_01431
OG0000768	Syai.g_01801	Prbg.g_01430
OG0000769	Syai.g_01803	Prbg.g_01428
OG0000770	Syai.g_01822	Prbg.g_00351
OG0000771	Syai.g_02019	Prbg.g_00687
OG0000772	Syai.g_01639	Prbg.g_01576
OG0000773	Syai.g_02164	Prbg.g_00468
OG0000774	Syai.g_02168	Prbg.g_00470
OG0000775	Syai.g_02172	Prbg.g_00472
OG0000776	Syai.g_02173	Prbg.g_00473
OG0000777	Syai.g_02174	Prbg.g_00474
OG0000778	Syai.g_02175	Prbg.g_00475
OG0000779	Syai.g_02181	Prbg.g_00479
OG0000780	Syai.g_02184	Prbg.g_00480
OG0000781	Syai.g_02188	Prbg.g_00484
OG0000782	Syai.g_02189	Prbg.g_00485
OG0000783	Syai.g_02190	Prbg.g_00486
OG0000784	Syai.g_02191	Prbg.g_00487
OG0000785	Syai.g_02193	Prbg.g_00489
OG0000786	Syai.g_00816	Prbg.g_00492
OG0000787	Syai.g_00815	Prbg.g_00493
OG0000788	Syai.g_01117	Prbg.g_00218
OG0000789	Syai.g_01596	Prbg.g_00690
OG0000790	Syai.g_00623	Prbg.g_00534
OG0000791	Syai.g_00621	Prbg.g_00536
OG0000792	Syai.g_00620	Prbg.g_00537
OG0000793	Syai.g_00615	Prbg.g_00540
OG0000794	Syai.g_00614	Prbg.g_00541
OG0000795	Syai.g_00613	Prbg.g_00542
OG0000796	Syai.g_00609	Prbg.g_00546
OG0000797	Syai.g_00608	Prbg.g_00547
OG0000799	Syai.g_00996	Prbg.g_00574
OG0000800	Syai.g_00993	Prbg.g_00575
OG0000801	Syai.g_00992	Prbg.g_00576
OG0000802	Syai.g_00988	Prbg.g_00578
OG0000803	Syai.g_00983	Prbg.g_00580
OG0000804	Syai.g_00980	Prbg.g_00581
OG0000805	Syai.g_00965	Prbg.g_00583
OG0000806	Syai.g_00963	Prbg.g_00585
OG0000807	Syai.g_00961	Prbg.g_00586
OG0000808	Syai.g_00960	Prbg.g_00587
OG0000809	Syai.g_00957	Prbg.g_00589
OG0000810	Syai.g_00956	Prbg.g_00590
OG0000811	Syai.g_00950	Prbg.g_00594
OG0000812	Syai.g_00948	Prbg.g_00596
OG0000813	Syai.g_00947	Prbg.g_00597
OG0000814	Syai.g_00945	Prbg.g_00599
OG0000815	Syai.g_00944	Prbg.g_00600
OG0000816	Syai.g_00942	Prbg.g_00602
OG0000817	Syai.g_00941	Prbg.g_00603
OG0000818	Syai.g_00935	Prbg.g_00608
OG0000819	Syai.g_00934	Prbg.g_00609
OG0000820	Syai.g_00933	Prbg.g_00610
OG0000821	Syai.g_00916	Prbg.g_00614
OG0000822	Syai.g_00914	Prbg.g_00615
OG0000823	Syai.g_00913	Prbg.g_00616
OG0000824	Syai.g_00907	Prbg.g_00619
OG0000825	Syai.g_00906	Prbg.g_00620
OG0000826	Syai.g_00905	Prbg.g_00621
OG0000827	Syai.g_00904	Prbg.g_00622
OG0000828	Syai.g_00900	Prbg.g_00625
OG0000829	Syai.g_00899	Prbg.g_00626
OG0000830	Syai.g_00898	Prbg.g_00627
OG0000831	Syai.g_00896	Prbg.g_00629
OG0000832	Syai.g_02296	Prbg.g_00639
OG0000833	Syai.g_02305	Prbg.g_00648
OG0000834	Syai.g_02307	Prbg.g_00649
OG0000835	Syai.g_02308	Prbg.g_00650
OG0000836	Syai.g_02312	Prbg.g_00651
OG0000837	Syai.g_02313	Prbg.g_00652
OG0000838	Syai.g_02323	Prbg.g_00654
OG0000839	Syai.g_02324	Prbg.g_00655
OG0000840	Syai.g_02325	Prbg.g_00656
OG0000841	Syai.g_02326	Prbg.g_00657
OG0000842	Syai.g_02327	Prbg.g_00658
OG0000843	Syai.g_02328	Prbg.g_00659
OG0000844	Syai.g_02330	Prbg.g_00660
OG0000845	Syai.g_02331	Prbg.g_00661
OG0000846	Syai.g_02332	Prbg.g_00662
OG0000847	Syai.g_02333	Prbg.g_00663
OG0000848	Syai.g_02335	Prbg.g_00664
OG0000849	Syai.g_02336	Prbg.g_00665
OG0000850	Syai.g_02339	Prbg.g_00667
OG0000851	Syai.g_02352	Prbg.g_00668
OG0000852	Syai.g_02353	Prbg.g_00669
OG0000853	Syai.g_02357	Prbg.g_00675
OG0000854	Syai.g_02359	Prbg.g_00677
OG0000855	Syai.g_02360	Prbg.g_00678
OG0000856	Syai.g_01078	Prbg.g_00348
OG0000857	Syai.g_01356	Prbg.g_01174
OG0000858	Syai.g_02366	Prbg.g_01643
OG0000859	Syai.g_02367	Prbg.g_01644
OG0000860	Syai.g_02380	Prbg.g_01652
OG0000861	Syai.g_02381	Prbg.g_01653
OG0000862	Syai.g_02382	Prbg.g_01654
OG0000863	Syai.g_02385	Prbg.g_01656
OG0000864	Syai.g_02386	Prbg.g_01657
OG0000865	Syai.g_02387	Prbg.g_01658
OG0000866	Syai.g_02388	Prbg.g_01659
OG0000867	Syai.g_02389	Prbg.g_01660
OG0000868	Syai.g_02392	Prbg.g_01662
OG0000869	Syai.g_02396	Prbg.g_01665
OG0000870	Syai.g_02401	Prbg.g_01670
OG0000871	Syai.g_02402	Prbg.g_01671
OG0000872	Syai.g_02409	Prbg.g_01672
OG0000873	Syai.g_02412	Prbg.g_01675
OG0000874	Syai.g_02408	Prbg.g_01678
OG0000875	Syai.g_02416	Prbg.g_01679
OG0000876	Syai.g_02243	Prbg.g_01680
OG0000877	Syai.g_02250	Prbg.g_01682
OG0000878	Syai.g_02251	Prbg.g_01683
OG0000879	Syai.g_02252	Prbg.g_01684
OG0000880	Syai.g_02253	Prbg.g_01685
OG0000881	Syai.g_02257	Prbg.g_01689
OG0000882	Syai.g_02262	Prbg.g_01694
OG0000883	Syai.g_02264	Prbg.g_01696
OG0000884	Syai.g_02266	Prbg.g_01698
OG0000885	Syai.g_02267	Prbg.g_01699
OG0000886	Syai.g_02268	Prbg.g_01700
OG0000887	Syai.g_02269	Prbg.g_01701
OG0000888	Syai.g_02271	Prbg.g_01703
OG0000889	Syai.g_02273	Prbg.g_01705
OG0000890	Syai.g_02279	Prbg.g_01706
OG0000891	Syai.g_02280	Prbg.g_01707
OG0000892	Syai.g_02282	Prbg.g_01709
OG0000893	Syai.g_00318	Prbg.g_01713
OG0000894	Syai.g_00321	Prbg.g_01716
OG0000895	Syai.g_00325	Prbg.g_01720
OG0000896	Syai.g_00326	Prbg.g_01721
OG0000897	Syai.g_00328	Prbg.g_01723
OG0000898	Syai.g_00329	Prbg.g_01724
OG0000899	Syai.g_00330	Prbg.g_01725
OG0000900	Syai.g_00331	Prbg.g_01726
OG0000901	Syai.g_00336	Prbg.g_01729
OG0000902	Syai.g_00338	Prbg.g_01731
OG0000903	Syai.g_00353	Prbg.g_01735
OG0000904	Syai.g_00348	Prbg.g_01739
OG0000905	Syai.g_00342	Prbg.g_01733
OG0000906	Syai.g_00340	Prbg.g_01732
OG0000907	Syai.g_00358	Prbg.g_01742
OG0000908	Syai.g_00361	Prbg.g_01745
OG0000909	Syai.g_00362	Prbg.g_01746
OG0000910	Syai.g_00363	Prbg.g_01747
OG0000911	Syai.g_00365	Prbg.g_01749
OG0000912	Syai.g_00366	Prbg.g_01750
OG0000913	Syai.g_00367	Prbg.g_01751
OG0000914	Syai.g_00368	Prbg.g_01752
OG0000915	Syai.g_00370	Prbg.g_01753
OG0000916	Syai.g_00371	Prbg.g_01754
OG0000917	Syai.g_00372	Prbg.g_01755
OG0000918	Syai.g_00373	Prbg.g_01756
OG0000919	Syai.g_00374	Prbg.g_01757
OG0000920	Syai.g_00375	Prbg.g_01758
OG0000921	Syai.g_00376	Prbg.g_01759
OG0000922	Syai.g_00377	Prbg.g_01760
OG0000923	Syai.g_00381	Prbg.g_01764
OG0000924	Syai.g_00382	Prbg.g_01765
OG0000925	Syai.g_00383	Prbg.g_01766
OG0000926	Syai.g_00384	Prbg.g_01767
OG0000927	Syai.g_00386	Prbg.g_01769
OG0000928	Syai.g_00387	Prbg.g_01770
OG0000929	Syai.g_00388	Prbg.g_01771
OG0000930	Syai.g_00389	Prbg.g_01772
OG0000931	Syai.g_00390	Prbg.g_01773
OG0000932	Syai.g_00391	Prbg.g_01774
OG0000933	Syai.g_00397	Prbg.g_01778
OG0000934	Syai.g_00399	Prbg.g_01780
OG0000935	Syai.g_00400	Prbg.g_01781
OG0000936	Syai.g_00401	Prbg.g_01782
OG0000937	Syai.g_00402	Prbg.g_01783
OG0000938	Syai.g_00405	Prbg.g_01786
OG0000939	Syai.g_00406	Prbg.g_01787
OG0000940	Syai.g_00413	Prbg.g_01794
OG0000941	Syai.g_00415	Prbg.g_01796
OG0000942	Syai.g_00417	Prbg.g_01798
OG0000943	Syai.g_00418	Prbg.g_01799
OG0000944	Syai.g_00420	Prbg.g_01801
OG0000945	Syai.g_00422	Prbg.g_01802
OG0000946	Syai.g_00428	Prbg.g_01807
OG0000947	Syai.g_00431	Prbg.g_01809
OG0000948	Syai.g_00432	Prbg.g_01810
OG0000949	Syai.g_00174	Prbg.g_01813
OG0000950	Syai.g_00163	Prbg.g_01820
OG0000951	Syai.g_00158	Prbg.g_01824
OG0000952	Syai.g_00136	Prbg.g_01828
OG0000953	Syai.g_00132	Prbg.g_01832
OG0000954	Syai.g_00127	Prbg.g_01836
OG0000955	Syai.g_00126	Prbg.g_01837
OG0000956	Syai.g_00124	Prbg.g_01839
OG0000957	Syai.g_00113	Prbg.g_01845
OG0000958	Syai.g_00112	Prbg.g_01846
OG0000959	Syai.g_00108	Prbg.g_01850
OG0000960	Syai.g_00107	Prbg.g_01851
OG0000961	Syai.g_00100	Prbg.g_01854
OG0000962	Syai.g_00098	Prbg.g_01856
OG0000963	Syai.g_00094	Prbg.g_01860
OG0000964	Syai.g_00093	Prbg.g_01861
OG0000965	Syai.g_00092	Prbg.g_01862
OG0000966	Syai.g_00082	Prbg.g_01868
OG0000967	Syai.g_00077	Prbg.g_01872
OG0000968	Syai.g_00085	Prbg.g_01874
OG0000969	Syai.g_00080	Prbg.g_01875
OG0000970	Syai.g_00079	Prbg.g_01876
OG0000971	Syai.g_00074	Prbg.g_01877
OG0000972	Syai.g_00073	Prbg.g_01878
OG0000973	Syai.g_00072	Prbg.g_01879
OG0000974	Syai.g_00071	Prbg.g_01880
OG0000975	Syai.g_00070	Prbg.g_01881
OG0000976	Syai.g_00069	Prbg.g_01882
OG0000977	Syai.g_00067	Prbg.g_01883
OG0000978	Syai.g_00065	Prbg.g_01884
OG0000979	Syai.g_00062	Prbg.g_01887
OG0000980	Syai.g_00059	Prbg.g_01889
OG0000981	Syai.g_00056	Prbg.g_01892
OG0000982	Syai.g_02777	Prbg.g_01894
OG0000983	Syai.g_02778	Prbg.g_01895
OG0000984	Syai.g_02779	Prbg.g_01896
OG0000985	Syai.g_02781	Prbg.g_01899
OG0000986	Syai.g_02784	Prbg.g_01901
OG0000987	Syai.g_02786	Prbg.g_01902
OG0000988	Syai.g_02790	Prbg.g_01905
OG0000989	Syai.g_02797	Prbg.g_01909
OG0000990	Syai.g_02825	Prbg.g_01913
OG0000991	Syai.g_02827	Prbg.g_01914
OG0000992	Syai.g_02830	Prbg.g_01917
OG0000993	Syai.g_02831	Prbg.g_01918
OG0000994	Syai.g_02834	Prbg.g_01919
OG0000995	Syai.g_02840	Prbg.g_01923
OG0000996	Syai.g_02891	Prbg.g_01924
OG0000997	Syai.g_02900	Prbg.g_01927
OG0000998	Syai.g_02902	Prbg.g_01929
OG0000999	Syai.g_02903	Prbg.g_01930
OG0001000	Syai.g_02906	Prbg.g_01933
OG0001001	Syai.g_02911	Prbg.g_01936
OG0001002	Syai.g_02918	Prbg.g_00758
OG0001003	Syai.g_02919	Prbg.g_00759
OG0001004	Syai.g_02920	Prbg.g_00760
OG0001005	Syai.g_02921	Prbg.g_00761
OG0001006	Syai.g_02931	Prbg.g_00765
OG0001007	Syai.g_02933	Prbg.g_00767
OG0001008	Syai.g_02227	Prbg.g_00157
OG0001009	Syai.g_00034	Prbg.g_00847
OG0001010	Syai.g_00035	Prbg.g_00846
OG0001011	Syai.g_00037	Prbg.g_00844
OG0001012	Syai.g_02773	Prbg.g_00830
OG0001013	Syai.g_02750	Prbg.g_00823
OG0001014	Syai.g_02726	Prbg.g_00820
OG0001015	Syai.g_02725	Prbg.g_00818
OG0001016	Syai.g_02479	Prbg.g_00796
OG0001017	Syai.g_02485	Prbg.g_00792
OG0001018	Syai.g_02487	Prbg.g_00790
OG0001019	Syai.g_02508	Prbg.g_00781
OG0001020	Syai.g_02516	Prbg.g_00780
OG0001021	Syai.g_02523	Prbg.g_00861
OG0001022	Syai.g_02528	Prbg.g_00864
OG0001023	Syai.g_02529	Prbg.g_00865
OG0001024	Syai.g_02533	Prbg.g_00869
OG0001025	Syai.g_02540	Prbg.g_00876
OG0001026	Syai.g_02550	Prbg.g_00885
OG0001027	Syai.g_02555	Prbg.g_00886
OG0001028	Syai.g_02557	Prbg.g_00888
OG0001029	Syai.g_02559	Prbg.g_00889
OG0001030	Syai.g_02580	Prbg.g_00905
OG0001031	Syai.g_02656	Prbg.g_00965
OG0001032	Syai.g_02658	Prbg.g_00966
OG0001033	Syai.g_02685	Prbg.g_00987
OG0001034	Syai.g_00537	Prbg.g_01018
OG0001035	Syai.g_00295	Prbg.g_01038
OG0001036	Syai.g_00290	Prbg.g_01042
OG0001037	Syai.g_00288	Prbg.g_01043
OG0001038	Syai.g_00261	Prbg.g_00057
OG0001039	Syai.g_00258	Prbg.g_00060
OG0001040	Syai.g_00255	Prbg.g_00062
OG0001041	Syai.g_00250	Prbg.g_00067
OG0001042	Syai.g_00225	Prbg.g_00084
OG0001043	Syai.g_00221	Prbg.g_00085
OG0001044	Syai.g_00485	Prbg.g_00116
OG0001045	Syai.g_00498	Prbg.g_00125
OG0001046	Syai.g_01471	Prbg.g_01602
OG0001047	Syai.g_02225	Prbg.g_00159
OG0001048	Syai.g_02224	Prbg.g_00160
OG0001049	Syai.g_02215	Prbg.g_00162
OG0001050	Syai.g_02214	Prbg.g_00163
OG0001051	Syai.g_02213	Prbg.g_00164
OG0001052	Syai.g_00861	Prbg.g_00190
OG0001053	Syai.g_00641	Prbg.g_00202
OG0001054	Syai.g_00658	Prbg.g_00217
OG0001055	Syai.g_00679	Prbg.g_00236
OG0001056	Syai.g_00713	Prbg.g_00253
OG0001057	Syai.g_00721	Prbg.g_00258
OG0001058	Syai.g_00734	Prbg.g_00267
OG0001059	Syai.g_00738	Prbg.g_00271
OG0001060	Syai.g_00744	Prbg.g_00277
OG0001061	Syai.g_00765	Prbg.g_00292
OG0001062	Syai.g_00767	Prbg.g_00294
OG0001063	Syai.g_00774	Prbg.g_00296
OG0001064	Syai.g_00775	Prbg.g_00297
OG0001065	Syai.g_00776	Prbg.g_00298
OG0001066	Syai.g_00777	Prbg.g_00299
OG0001067	Syai.g_00778	Prbg.g_00300
OG0001068	Syai.g_00779	Prbg.g_00301
OG0001069	Syai.g_00780	Prbg.g_00302
OG0001070	Syai.g_00783	Prbg.g_00306
OG0001071	Syai.g_00784	Prbg.g_00307
OG0001072	Syai.g_00788	Prbg.g_00309
OG0001073	Syai.g_00807	Prbg.g_00323
OG0001074	Syai.g_01051	Prbg.g_00335
OG0001075	Syai.g_01053	Prbg.g_00336
OG0001076	Syai.g_01069	Prbg.g_00343
OG0001077	Syai.g_01081	Prbg.g_00349
OG0001078	Syai.g_01105	Prbg.g_01421
OG0001079	Syai.g_01118	Prbg.g_01409
OG0001080	Syai.g_01606	Prbg.g_01403
OG0001081	Syai.g_01222	Prbg.g_01401
OG0001082	Syai.g_01223	Prbg.g_01400
OG0001083	Syai.g_01230	Prbg.g_01395
OG0001084	Syai.g_01231	Prbg.g_01394
OG0001085	Syai.g_01241	Prbg.g_01111
OG0001086	Syai.g_01243	Prbg.g_01112
OG0001087	Syai.g_01953	Prbg.g_01130
OG0001088	Syai.g_01957	Prbg.g_01131
OG0001089	Syai.g_01996	Prbg.g_01142
OG0001090	Syai.g_01387	Prbg.g_01152
OG0001091	Syai.g_01389	Prbg.g_01374
OG0001092	Syai.g_01391	Prbg.g_01373
OG0001093	Syai.g_01397	Prbg.g_01368
OG0001094	Syai.g_01315	Prbg.g_01375
OG0001096	Syai.g_01371	Prbg.g_01186
OG0001097	Syai.g_02057	Prbg.g_01206
OG0001098	Syai.g_01603	Prbg.g_01225
OG0001099	Syai.g_02558	Prbg.g_01067
OG0001100	Syai.g_01253	Prbg.g_01075
OG0001101	Syai.g_01254	Prbg.g_01078
OG0001102	Syai.g_01257	Prbg.g_01081
OG0001103	Syai.g_01260	Prbg.g_01083
OG0001104	Syai.g_01300	Prbg.g_01106
OG0001105	Syai.g_01304	Prbg.g_01110
OG0001106	Syai.g_01517	Prbg.g_01278
OG0001107	Syai.g_01505	Prbg.g_01285
OG0001108	Syai.g_01496	Prbg.g_01289
OG0001109	Syai.g_01488	Prbg.g_01290
OG0001110	Syai.g_01486	Prbg.g_01292
OG0001111	Syai.g_01484	Prbg.g_01293
OG0001112	Syai.g_01482	Prbg.g_01294
OG0001113	Syai.g_01481	Prbg.g_01295
OG0001114	Syai.g_01480	Prbg.g_01296
OG0001115	Syai.g_01476	Prbg.g_01298
OG0001116	Syai.g_01474	Prbg.g_01299
