Orthogroup	Syai	Prac
OG0000581	Syai.g_00812	Prac.g_00766
OG0000582	Syai.g_01042	Prac.g_00763
OG0000583	Syai.g_01043	Prac.g_00762
OG0000584	Syai.g_01044	Prac.g_00761
OG0000585	Syai.g_01046	Prac.g_00759
OG0000586	Syai.g_01047	Prac.g_00758
OG0000587	Syai.g_01049	Prac.g_00757
OG0000588	Syai.g_01063	Prac.g_00753
OG0000589	Syai.g_01066	Prac.g_00750
OG0000590	Syai.g_01067	Prac.g_00749
OG0000591	Syai.g_01075	Prac.g_00746
OG0000592	Syai.g_01076	Prac.g_00745
OG0000593	Syai.g_01100	Prac.g_00739
OG0000594	Syai.g_01101	Prac.g_00738
OG0000595	Syai.g_01102	Prac.g_00737
OG0000596	Syai.g_01107	Prac.g_00733
OG0000597	Syai.g_01110	Prac.g_00731
OG0000598	Syai.g_01111	Prac.g_00730
OG0000599	Syai.g_01114	Prac.g_00727
OG0000600	Syai.g_01115	Prac.g_00726
OG0000601	Syai.g_01116	Prac.g_00725
OG0000602	Syai.g_01121	Prac.g_00723
OG0000603	Syai.g_01122	Prac.g_00722
OG0000604	Syai.g_01125	Prac.g_00721
OG0000605	Syai.g_01609	Prac.g_00720
OG0000606	Syai.g_01221	Prac.g_00717
OG0000607	Syai.g_01224	Prac.g_00714
OG0000608	Syai.g_01225	Prac.g_00713
OG0000609	Syai.g_01227	Prac.g_00712
OG0000610	Syai.g_01234	Prac.g_00707
OG0000611	Syai.g_01237	Prac.g_00704
OG0000612	Syai.g_01238	Prac.g_00703
OG0000613	Syai.g_00196	Prac.g_00698
OG0000614	Syai.g_01981	Prac.g_00679
OG0000615	Syai.g_01286	Prac.g_00671
OG0000616	Syai.g_02914	Prac.g_00667
OG0000617	Syai.g_01393	Prac.g_01554
OG0000618	Syai.g_01394	Prac.g_01553
OG0000619	Syai.g_01395	Prac.g_01552
OG0000620	Syai.g_01402	Prac.g_01549
OG0000621	Syai.g_01403	Prac.g_01548
OG0000622	Syai.g_01404	Prac.g_01547
OG0000623	Syai.g_01405	Prac.g_01546
OG0000624	Syai.g_01407	Prac.g_01545
OG0000625	Syai.g_01408	Prac.g_01544
OG0000626	Syai.g_01409	Prac.g_01543
OG0000627	Syai.g_01575	Prac.g_01542
OG0000628	Syai.g_01573	Prac.g_01541
OG0000629	Syai.g_01570	Prac.g_01540
OG0000630	Syai.g_01566	Prac.g_01537
OG0000631	Syai.g_01557	Prac.g_01484
OG0000632	Syai.g_01556	Prac.g_01483
OG0000633	Syai.g_01555	Prac.g_01482
OG0000634	Syai.g_01317	Prac.g_01479
OG0000635	Syai.g_01318	Prac.g_01478
OG0000636	Syai.g_01320	Prac.g_01476
OG0000637	Syai.g_01322	Prac.g_01474
OG0000638	Syai.g_01323	Prac.g_01473
OG0000639	Syai.g_01324	Prac.g_01472
OG0000640	Syai.g_01325	Prac.g_01471
OG0000641	Syai.g_01329	Prac.g_01467
OG0000642	Syai.g_01330	Prac.g_01466
OG0000643	Syai.g_01349	Prac.g_01465
OG0000644	Syai.g_01350	Prac.g_01464
OG0000645	Syai.g_01352	Prac.g_01463
OG0000646	Syai.g_01355	Prac.g_01461
OG0000647	Syai.g_01357	Prac.g_01460
OG0000648	Syai.g_01362	Prac.g_01458
OG0000649	Syai.g_01363	Prac.g_01457
OG0000650	Syai.g_01364	Prac.g_01456
OG0000651	Syai.g_01365	Prac.g_01455
OG0000652	Syai.g_01366	Prac.g_01454
OG0000653	Syai.g_01368	Prac.g_01452
OG0000654	Syai.g_01369	Prac.g_01451
OG0000655	Syai.g_01370	Prac.g_01450
OG0000656	Syai.g_01373	Prac.g_01447
OG0000657	Syai.g_02045	Prac.g_01440
OG0000658	Syai.g_02049	Prac.g_01439
OG0000659	Syai.g_02050	Prac.g_01438
OG0000660	Syai.g_02054	Prac.g_01434
OG0000661	Syai.g_02056	Prac.g_01432
OG0000662	Syai.g_02058	Prac.g_01430
OG0000663	Syai.g_02061	Prac.g_01428
OG0000664	Syai.g_02062	Prac.g_01427
OG0000665	Syai.g_02431	Prac.g_01423
OG0000666	Syai.g_01610	Prac.g_01422
OG0000667	Syai.g_01724	Prac.g_01418
OG0000668	Syai.g_01436	Prac.g_01401
OG0000669	Syai.g_01251	Prac.g_01393
OG0000670	Syai.g_00561	Prac.g_01391
OG0000671	Syai.g_01255	Prac.g_01389
OG0000672	Syai.g_01259	Prac.g_01386
OG0000673	Syai.g_01262	Prac.g_01383
OG0000674	Syai.g_01264	Prac.g_01381
OG0000675	Syai.g_01265	Prac.g_01380
OG0000676	Syai.g_01275	Prac.g_01378
OG0000677	Syai.g_01276	Prac.g_01377
OG0000678	Syai.g_01279	Prac.g_01375
OG0000679	Syai.g_01288	Prac.g_01371
OG0000680	Syai.g_01289	Prac.g_01370
OG0000681	Syai.g_01292	Prac.g_01368
OG0000682	Syai.g_01293	Prac.g_01367
OG0000683	Syai.g_01294	Prac.g_01366
OG0000684	Syai.g_01299	Prac.g_01365
OG0000685	Syai.g_01301	Prac.g_01363
OG0000686	Syai.g_01302	Prac.g_01362
OG0000687	Syai.g_01303	Prac.g_01361
OG0000688	Syai.g_01307	Prac.g_01358
OG0000689	Syai.g_01309	Prac.g_01357
OG0000690	Syai.g_01310	Prac.g_01356
OG0000691	Syai.g_01311	Prac.g_01355
OG0000692	Syai.g_01312	Prac.g_01353
OG0000693	Syai.g_01313	Prac.g_01352
OG0000694	Syai.g_01314	Prac.g_01351
OG0000695	Syai.g_01553	Prac.g_01349
OG0000696	Syai.g_01552	Prac.g_01348
OG0000697	Syai.g_01550	Prac.g_01347
OG0000698	Syai.g_01547	Prac.g_01344
OG0000699	Syai.g_01545	Prac.g_01343
OG0000700	Syai.g_01544	Prac.g_01342
OG0000701	Syai.g_01543	Prac.g_01341
OG0000702	Syai.g_01521	Prac.g_01339
OG0000703	Syai.g_01520	Prac.g_01338
OG0000704	Syai.g_01518	Prac.g_01337
OG0000705	Syai.g_01511	Prac.g_01333
OG0000706	Syai.g_01510	Prac.g_01332
OG0000707	Syai.g_01509	Prac.g_01331
OG0000708	Syai.g_01506	Prac.g_01330
OG0000709	Syai.g_01497	Prac.g_01326
OG0000710	Syai.g_01487	Prac.g_01323
OG0000711	Syai.g_01456	Prac.g_01307
OG0000712	Syai.g_01454	Prac.g_01305
OG0000713	Syai.g_01453	Prac.g_01304
OG0000714	Syai.g_01451	Prac.g_01303
OG0000715	Syai.g_01449	Prac.g_01301
OG0000716	Syai.g_01445	Prac.g_01299
OG0000717	Syai.g_01444	Prac.g_01298
OG0000718	Syai.g_01440	Prac.g_01287
OG0000719	Syai.g_01438	Prac.g_01285
OG0000720	Syai.g_01425	Prac.g_01276
OG0000721	Syai.g_01423	Prac.g_01274
OG0000722	Syai.g_01422	Prac.g_01273
OG0000723	Syai.g_01411	Prac.g_01270
OG0000724	Syai.g_02013	Prac.g_01261
OG0000725	Syai.g_02004	Prac.g_01255
OG0000726	Syai.g_02003	Prac.g_01254
OG0000727	Syai.g_02002	Prac.g_01253
OG0000728	Syai.g_02000	Prac.g_01251
OG0000729	Syai.g_00097	Prac.g_01205
OG0000730	Syai.g_00483	Prac.g_01046
OG0000731	Syai.g_00495	Prac.g_01042
OG0000732	Syai.g_00058	Prac.g_01036
OG0000733	Syai.g_02805	Prac.g_01017
OG0000734	Syai.g_02548	Prac.g_01000
OG0000735	Syai.g_02159	Prac.g_00998
OG0000736	Syai.g_02158	Prac.g_00997
OG0000737	Syai.g_02157	Prac.g_00996
OG0000738	Syai.g_02152	Prac.g_00992
OG0000739	Syai.g_02151	Prac.g_00991
OG0000740	Syai.g_02150	Prac.g_00990
OG0000741	Syai.g_02147	Prac.g_00989
OG0000742	Syai.g_02145	Prac.g_00986
OG0000743	Syai.g_02143	Prac.g_00984
OG0000744	Syai.g_02142	Prac.g_00983
OG0000745	Syai.g_02140	Prac.g_00982
OG0000746	Syai.g_02138	Prac.g_00980
OG0000747	Syai.g_02137	Prac.g_00979
OG0000748	Syai.g_02125	Prac.g_00976
OG0000749	Syai.g_02123	Prac.g_00975
OG0000750	Syai.g_02122	Prac.g_00974
OG0000751	Syai.g_02116	Prac.g_00972
OG0000752	Syai.g_02114	Prac.g_00970
OG0000753	Syai.g_02111	Prac.g_00967
OG0000754	Syai.g_01750	Prac.g_00964
OG0000755	Syai.g_01760	Prac.g_00961
OG0000756	Syai.g_01761	Prac.g_00960
OG0000757	Syai.g_01769	Prac.g_00954
OG0000758	Syai.g_01770	Prac.g_00953
OG0000759	Syai.g_01771	Prac.g_00952
OG0000760	Syai.g_01772	Prac.g_00951
OG0000761	Syai.g_01775	Prac.g_00950
OG0000762	Syai.g_01777	Prac.g_00949
OG0000763	Syai.g_01779	Prac.g_00947
OG0000764	Syai.g_01780	Prac.g_00946
OG0000765	Syai.g_01797	Prac.g_00937
OG0000766	Syai.g_01798	Prac.g_00936
OG0000767	Syai.g_01800	Prac.g_00934
OG0000768	Syai.g_01801	Prac.g_00933
OG0000769	Syai.g_01803	Prac.g_00931
OG0000770	Syai.g_01822	Prac.g_00929
OG0000771	Syai.g_02019	Prac.g_00448
OG0000772	Syai.g_01639	Prac.g_00154
OG0000773	Syai.g_02164	Prac.g_00166
OG0000774	Syai.g_02168	Prac.g_00168
OG0000775	Syai.g_02172	Prac.g_00170
OG0000776	Syai.g_02173	Prac.g_00171
OG0000777	Syai.g_02174	Prac.g_00172
OG0000778	Syai.g_02175	Prac.g_00173
OG0000779	Syai.g_02181	Prac.g_00177
OG0000780	Syai.g_02184	Prac.g_00178
OG0000781	Syai.g_02188	Prac.g_00181
OG0000782	Syai.g_02189	Prac.g_00182
OG0000783	Syai.g_02190	Prac.g_00183
OG0000784	Syai.g_02191	Prac.g_00184
OG0000785	Syai.g_02193	Prac.g_00186
OG0000786	Syai.g_00816	Prac.g_00188
OG0000787	Syai.g_00815	Prac.g_00189
OG0000788	Syai.g_01117	Prac.g_00204
OG0000789	Syai.g_01596	Prac.g_00207
OG0000790	Syai.g_00623	Prac.g_00222
OG0000791	Syai.g_00621	Prac.g_00224
OG0000792	Syai.g_00620	Prac.g_00225
OG0000793	Syai.g_00615	Prac.g_00228
OG0000794	Syai.g_00614	Prac.g_00229
OG0000795	Syai.g_00613	Prac.g_00230
OG0000796	Syai.g_00609	Prac.g_00234
OG0000797	Syai.g_00608	Prac.g_00235
OG0000798	Syai.g_00262	Prac.g_00262
OG0000799	Syai.g_00996	Prac.g_00429
OG0000800	Syai.g_00993	Prac.g_00428
OG0000801	Syai.g_00992	Prac.g_00427
OG0000802	Syai.g_00988	Prac.g_00425
OG0000803	Syai.g_00983	Prac.g_00423
OG0000804	Syai.g_00980	Prac.g_00422
OG0000805	Syai.g_00965	Prac.g_00420
OG0000806	Syai.g_00963	Prac.g_00418
OG0000807	Syai.g_00961	Prac.g_00417
OG0000808	Syai.g_00960	Prac.g_00416
OG0000809	Syai.g_00957	Prac.g_00413
OG0000810	Syai.g_00956	Prac.g_00412
OG0000811	Syai.g_00950	Prac.g_00408
OG0000812	Syai.g_00948	Prac.g_00406
OG0000813	Syai.g_00947	Prac.g_00405
OG0000814	Syai.g_00945	Prac.g_00403
OG0000815	Syai.g_00944	Prac.g_00402
OG0000816	Syai.g_00942	Prac.g_00400
OG0000817	Syai.g_00941	Prac.g_00399
OG0000818	Syai.g_00935	Prac.g_00394
OG0000819	Syai.g_00934	Prac.g_00393
OG0000820	Syai.g_00933	Prac.g_00392
OG0000821	Syai.g_00916	Prac.g_00388
OG0000822	Syai.g_00914	Prac.g_00387
OG0000823	Syai.g_00913	Prac.g_00386
OG0000824	Syai.g_00907	Prac.g_00383
OG0000825	Syai.g_00906	Prac.g_00382
OG0000826	Syai.g_00905	Prac.g_00381
OG0000827	Syai.g_00904	Prac.g_00380
OG0000828	Syai.g_00900	Prac.g_00377
OG0000829	Syai.g_00899	Prac.g_00376
OG0000830	Syai.g_00898	Prac.g_00375
OG0000831	Syai.g_00896	Prac.g_00373
OG0000832	Syai.g_02296	Prac.g_00367
OG0000833	Syai.g_02305	Prac.g_00359
OG0000834	Syai.g_02307	Prac.g_00358
OG0000835	Syai.g_02308	Prac.g_00357
OG0000836	Syai.g_02312	Prac.g_00356
OG0000837	Syai.g_02313	Prac.g_00355
OG0000838	Syai.g_02323	Prac.g_00353
OG0000839	Syai.g_02324	Prac.g_00352
OG0000840	Syai.g_02325	Prac.g_00351
OG0000841	Syai.g_02326	Prac.g_00350
OG0000842	Syai.g_02327	Prac.g_00349
OG0000843	Syai.g_02328	Prac.g_00348
OG0000844	Syai.g_02330	Prac.g_00347
OG0000845	Syai.g_02331	Prac.g_00346
OG0000846	Syai.g_02332	Prac.g_00345
OG0000847	Syai.g_02333	Prac.g_00344
OG0000848	Syai.g_02335	Prac.g_00343
OG0000849	Syai.g_02336	Prac.g_00342
OG0000850	Syai.g_02339	Prac.g_00340
OG0000851	Syai.g_02352	Prac.g_00339
OG0000852	Syai.g_02353	Prac.g_00338
OG0000853	Syai.g_02357	Prac.g_00334
OG0000854	Syai.g_02359	Prac.g_00332
OG0000855	Syai.g_02360	Prac.g_00331
OG0000856	Syai.g_01078	Prac.g_00317
OG0000857	Syai.g_01356	Prac.g_00288
OG0000858	Syai.g_02366	Prac.g_00631
OG0000859	Syai.g_02367	Prac.g_00630
OG0000860	Syai.g_02380	Prac.g_00623
OG0000861	Syai.g_02381	Prac.g_00622
OG0000862	Syai.g_02382	Prac.g_00621
OG0000863	Syai.g_02385	Prac.g_00619
OG0000864	Syai.g_02386	Prac.g_00618
OG0000865	Syai.g_02387	Prac.g_00617
OG0000866	Syai.g_02388	Prac.g_00616
OG0000867	Syai.g_02389	Prac.g_00615
OG0000868	Syai.g_02392	Prac.g_00614
OG0000869	Syai.g_02396	Prac.g_00610
OG0000870	Syai.g_02401	Prac.g_00605
OG0000871	Syai.g_02402	Prac.g_00604
OG0000872	Syai.g_02409	Prac.g_00603
OG0000873	Syai.g_02412	Prac.g_00600
OG0000874	Syai.g_02408	Prac.g_00597
OG0000875	Syai.g_02416	Prac.g_00596
OG0000876	Syai.g_02243	Prac.g_00595
OG0000877	Syai.g_02250	Prac.g_00593
OG0000878	Syai.g_02251	Prac.g_00592
OG0000879	Syai.g_02252	Prac.g_00591
OG0000880	Syai.g_02253	Prac.g_00590
OG0000881	Syai.g_02257	Prac.g_00586
OG0000882	Syai.g_02262	Prac.g_00581
OG0000883	Syai.g_02264	Prac.g_00580
OG0000884	Syai.g_02266	Prac.g_00578
OG0000885	Syai.g_02267	Prac.g_00577
OG0000886	Syai.g_02268	Prac.g_00576
OG0000887	Syai.g_02269	Prac.g_00575
OG0000888	Syai.g_02271	Prac.g_00573
OG0000889	Syai.g_02273	Prac.g_00571
OG0000890	Syai.g_02279	Prac.g_00570
OG0000891	Syai.g_02280	Prac.g_00569
OG0000892	Syai.g_02282	Prac.g_00471
OG0000893	Syai.g_00318	Prac.g_00476
OG0000894	Syai.g_00321	Prac.g_00478
OG0000895	Syai.g_00325	Prac.g_00481
OG0000896	Syai.g_00326	Prac.g_00482
OG0000897	Syai.g_00328	Prac.g_00484
OG0000898	Syai.g_00329	Prac.g_00485
OG0000899	Syai.g_00330	Prac.g_00486
OG0000900	Syai.g_00331	Prac.g_00487
OG0000901	Syai.g_00336	Prac.g_00490
OG0000902	Syai.g_00338	Prac.g_00492
OG0000903	Syai.g_00353	Prac.g_00495
OG0000904	Syai.g_00348	Prac.g_00497
OG0000905	Syai.g_00342	Prac.g_00502
OG0000906	Syai.g_00340	Prac.g_00503
OG0000907	Syai.g_00358	Prac.g_00506
OG0000908	Syai.g_00361	Prac.g_00509
OG0000909	Syai.g_00362	Prac.g_00510
OG0000910	Syai.g_00363	Prac.g_00511
OG0000911	Syai.g_00365	Prac.g_00513
OG0000912	Syai.g_00366	Prac.g_00514
OG0000913	Syai.g_00367	Prac.g_00515
OG0000914	Syai.g_00368	Prac.g_00516
OG0000915	Syai.g_00370	Prac.g_00517
OG0000916	Syai.g_00371	Prac.g_00518
OG0000917	Syai.g_00372	Prac.g_00519
OG0000918	Syai.g_00373	Prac.g_00520
OG0000919	Syai.g_00374	Prac.g_00521
OG0000920	Syai.g_00375	Prac.g_00522
OG0000921	Syai.g_00376	Prac.g_00523
OG0000922	Syai.g_00377	Prac.g_00524
OG0000923	Syai.g_00381	Prac.g_00528
OG0000924	Syai.g_00382	Prac.g_00529
OG0000925	Syai.g_00383	Prac.g_00530
OG0000926	Syai.g_00384	Prac.g_00531
OG0000927	Syai.g_00386	Prac.g_00533
OG0000928	Syai.g_00387	Prac.g_00534
OG0000929	Syai.g_00388	Prac.g_00535
OG0000930	Syai.g_00389	Prac.g_00536
OG0000931	Syai.g_00390	Prac.g_00537
OG0000932	Syai.g_00391	Prac.g_00538
OG0000933	Syai.g_00397	Prac.g_00542
OG0000934	Syai.g_00399	Prac.g_00544
OG0000935	Syai.g_00400	Prac.g_00545
OG0000936	Syai.g_00401	Prac.g_00546
OG0000937	Syai.g_00402	Prac.g_00547
OG0000938	Syai.g_00405	Prac.g_00549
OG0000939	Syai.g_00406	Prac.g_00550
OG0000940	Syai.g_00413	Prac.g_00556
OG0000941	Syai.g_00415	Prac.g_00558
OG0000942	Syai.g_00417	Prac.g_00560
OG0000943	Syai.g_00418	Prac.g_00561
OG0000944	Syai.g_00420	Prac.g_00562
OG0000945	Syai.g_00422	Prac.g_00563
OG0000946	Syai.g_00428	Prac.g_00005
OG0000947	Syai.g_00431	Prac.g_00007
OG0000948	Syai.g_00432	Prac.g_00008
OG0000949	Syai.g_00174	Prac.g_00011
OG0000950	Syai.g_00163	Prac.g_00016
OG0000951	Syai.g_00158	Prac.g_00020
OG0000952	Syai.g_00136	Prac.g_00024
OG0000953	Syai.g_00132	Prac.g_00027
OG0000954	Syai.g_00127	Prac.g_00031
OG0000955	Syai.g_00126	Prac.g_00032
OG0000956	Syai.g_00124	Prac.g_00034
OG0000957	Syai.g_00113	Prac.g_00039
OG0000958	Syai.g_00112	Prac.g_00040
OG0000959	Syai.g_00108	Prac.g_00044
OG0000960	Syai.g_00107	Prac.g_00045
OG0000961	Syai.g_00100	Prac.g_00047
OG0000962	Syai.g_00098	Prac.g_00049
OG0000963	Syai.g_00094	Prac.g_00052
OG0000964	Syai.g_00093	Prac.g_00053
OG0000965	Syai.g_00092	Prac.g_00054
OG0000966	Syai.g_00082	Prac.g_00061
OG0000967	Syai.g_00077	Prac.g_00065
OG0000968	Syai.g_00085	Prac.g_00067
OG0000969	Syai.g_00080	Prac.g_00068
OG0000970	Syai.g_00079	Prac.g_00069
OG0000971	Syai.g_00074	Prac.g_00070
OG0000972	Syai.g_00073	Prac.g_00071
OG0000973	Syai.g_00072	Prac.g_00072
OG0000974	Syai.g_00071	Prac.g_00073
OG0000975	Syai.g_00070	Prac.g_00074
OG0000976	Syai.g_00069	Prac.g_00075
OG0000977	Syai.g_00067	Prac.g_00076
OG0000978	Syai.g_00065	Prac.g_00077
OG0000979	Syai.g_00062	Prac.g_00080
OG0000980	Syai.g_00059	Prac.g_00082
OG0000981	Syai.g_00056	Prac.g_00084
OG0000982	Syai.g_02777	Prac.g_00086
OG0000983	Syai.g_02778	Prac.g_00087
OG0000984	Syai.g_02779	Prac.g_00088
OG0000985	Syai.g_02781	Prac.g_00091
OG0000986	Syai.g_02784	Prac.g_00093
OG0000987	Syai.g_02786	Prac.g_00094
OG0000988	Syai.g_02790	Prac.g_00097
OG0000989	Syai.g_02797	Prac.g_00100
OG0000990	Syai.g_02825	Prac.g_00103
OG0000991	Syai.g_02827	Prac.g_00104
OG0000992	Syai.g_02830	Prac.g_00106
OG0000993	Syai.g_02831	Prac.g_00107
OG0000994	Syai.g_02834	Prac.g_00108
OG0000995	Syai.g_02840	Prac.g_00112
OG0000996	Syai.g_02891	Prac.g_00113
OG0000997	Syai.g_02900	Prac.g_00114
OG0000998	Syai.g_02902	Prac.g_00116
OG0000999	Syai.g_02903	Prac.g_00117
OG0001000	Syai.g_02906	Prac.g_00120
OG0001001	Syai.g_02911	Prac.g_00122
OG0001002	Syai.g_02918	Prac.g_00126
OG0001003	Syai.g_02919	Prac.g_00127
OG0001004	Syai.g_02920	Prac.g_00128
OG0001005	Syai.g_02921	Prac.g_00129
OG0001006	Syai.g_02931	Prac.g_01949
OG0001007	Syai.g_02933	Prac.g_01947
OG0001008	Syai.g_02227	Prac.g_01110
OG0001009	Syai.g_00034	Prac.g_01920
OG0001010	Syai.g_00035	Prac.g_01919
OG0001011	Syai.g_00037	Prac.g_01918
OG0001012	Syai.g_02773	Prac.g_01889
OG0001013	Syai.g_02750	Prac.g_01883
OG0001014	Syai.g_02726	Prac.g_01880
OG0001015	Syai.g_02725	Prac.g_01879
OG0001016	Syai.g_02479	Prac.g_01858
OG0001017	Syai.g_02485	Prac.g_01854
OG0001018	Syai.g_02487	Prac.g_01851
OG0001019	Syai.g_02508	Prac.g_01842
OG0001020	Syai.g_02516	Prac.g_01841
OG0001021	Syai.g_02523	Prac.g_01840
OG0001022	Syai.g_02528	Prac.g_01837
OG0001023	Syai.g_02529	Prac.g_01836
OG0001024	Syai.g_02533	Prac.g_01833
OG0001025	Syai.g_02540	Prac.g_01827
OG0001026	Syai.g_02550	Prac.g_01820
OG0001027	Syai.g_02555	Prac.g_01819
OG0001028	Syai.g_02557	Prac.g_01817
OG0001029	Syai.g_02559	Prac.g_01816
OG0001030	Syai.g_02580	Prac.g_01801
OG0001031	Syai.g_02656	Prac.g_01744
OG0001032	Syai.g_02658	Prac.g_01743
OG0001033	Syai.g_02685	Prac.g_01722
OG0001034	Syai.g_00537	Prac.g_01694
OG0001035	Syai.g_00295	Prac.g_01677
OG0001036	Syai.g_00290	Prac.g_01672
OG0001037	Syai.g_00288	Prac.g_01671
OG0001038	Syai.g_00261	Prac.g_01653
OG0001039	Syai.g_00258	Prac.g_01650
OG0001040	Syai.g_00255	Prac.g_01648
OG0001041	Syai.g_00250	Prac.g_01644
OG0001042	Syai.g_00225	Prac.g_01627
OG0001043	Syai.g_00221	Prac.g_01626
OG0001044	Syai.g_00485	Prac.g_01201
OG0001045	Syai.g_00498	Prac.g_01192
OG0001046	Syai.g_01471	Prac.g_01154
OG0001047	Syai.g_02225	Prac.g_01108
OG0001048	Syai.g_02224	Prac.g_01107
OG0001049	Syai.g_02215	Prac.g_01105
OG0001050	Syai.g_02214	Prac.g_01104
OG0001051	Syai.g_02213	Prac.g_01103
OG0001052	Syai.g_00861	Prac.g_01073
OG0001053	Syai.g_00641	Prac.g_01061
OG0001054	Syai.g_00658	Prac.g_00873
OG0001055	Syai.g_00679	Prac.g_00855
OG0001056	Syai.g_00713	Prac.g_00836
OG0001057	Syai.g_00721	Prac.g_00831
OG0001058	Syai.g_00734	Prac.g_00823
OG0001059	Syai.g_00738	Prac.g_00819
OG0001060	Syai.g_00744	Prac.g_00812
OG0001061	Syai.g_00765	Prac.g_00799
OG0001062	Syai.g_00767	Prac.g_00797
OG0001063	Syai.g_00774	Prac.g_00795
OG0001064	Syai.g_00775	Prac.g_00794
OG0001065	Syai.g_00776	Prac.g_00793
OG0001066	Syai.g_00777	Prac.g_00792
OG0001067	Syai.g_00778	Prac.g_00791
OG0001068	Syai.g_00779	Prac.g_00790
OG0001069	Syai.g_00780	Prac.g_00789
OG0001070	Syai.g_00783	Prac.g_00786
OG0001071	Syai.g_00784	Prac.g_00785
OG0001072	Syai.g_00788	Prac.g_00783
OG0001073	Syai.g_00807	Prac.g_00767
OG0001074	Syai.g_01051	Prac.g_00756
OG0001075	Syai.g_01053	Prac.g_00755
OG0001076	Syai.g_01069	Prac.g_00747
OG0001077	Syai.g_01081	Prac.g_00743
OG0001078	Syai.g_01105	Prac.g_00735
OG0001079	Syai.g_01118	Prac.g_00724
OG0001080	Syai.g_01606	Prac.g_00718
OG0001081	Syai.g_01222	Prac.g_00716
OG0001082	Syai.g_01223	Prac.g_00715
OG0001083	Syai.g_01230	Prac.g_00710
OG0001084	Syai.g_01231	Prac.g_00709
OG0001085	Syai.g_01241	Prac.g_00701
OG0001086	Syai.g_01243	Prac.g_00700
OG0001087	Syai.g_01953	Prac.g_00683
OG0001088	Syai.g_01957	Prac.g_00682
OG0001089	Syai.g_01996	Prac.g_00674
OG0001090	Syai.g_01387	Prac.g_01559
OG0001091	Syai.g_01389	Prac.g_01557
OG0001092	Syai.g_01391	Prac.g_01556
OG0001093	Syai.g_01397	Prac.g_01551
OG0001094	Syai.g_01315	Prac.g_01481
OG0001096	Syai.g_01371	Prac.g_01449
OG0001097	Syai.g_02057	Prac.g_01431
OG0001098	Syai.g_01603	Prac.g_01416
OG0001099	Syai.g_02558	Prac.g_01396
OG0001100	Syai.g_01253	Prac.g_01392
OG0001101	Syai.g_01254	Prac.g_01390
OG0001102	Syai.g_01257	Prac.g_01387
OG0001103	Syai.g_01260	Prac.g_01385
OG0001104	Syai.g_01300	Prac.g_01364
OG0001105	Syai.g_01304	Prac.g_01360
OG0001106	Syai.g_01517	Prac.g_01336
OG0001107	Syai.g_01505	Prac.g_01329
OG0001108	Syai.g_01496	Prac.g_01325
OG0001109	Syai.g_01488	Prac.g_01324
OG0001110	Syai.g_01486	Prac.g_01322
OG0001111	Syai.g_01484	Prac.g_01321
OG0001112	Syai.g_01482	Prac.g_01320
OG0001113	Syai.g_01481	Prac.g_01319
OG0001114	Syai.g_01480	Prac.g_01318
OG0001115	Syai.g_01476	Prac.g_01316
OG0001116	Syai.g_01474	Prac.g_01315
OG0001117	Syai.g_01473	Prac.g_01314
OG0001118	Syai.g_01472	Prac.g_01313
OG0001119	Syai.g_01470	Prac.g_01312
OG0001120	Syai.g_01466	Prac.g_01310
OG0001121	Syai.g_01676	Prac.g_01020
OG0001122	Syai.g_01437	Prac.g_01284
OG0001123	Syai.g_01430	Prac.g_01280
OG0001124	Syai.g_01428	Prac.g_01278
OG0001125	Syai.g_01426	Prac.g_01277
OG0001126	Syai.g_02021	Prac.g_01267
OG0001127	Syai.g_02020	Prac.g_01266
OG0001128	Syai.g_02017	Prac.g_01264
OG0001129	Syai.g_02015	Prac.g_01263
OG0001130	Syai.g_02014	Prac.g_01262
OG0001131	Syai.g_01281	Prac.g_01225
OG0001132	Syai.g_01620	Prac.g_01216
OG0001133	Syai.g_01072	Prac.g_01031
OG0001134	Syai.g_01745	Prac.g_01018
OG0001135	Syai.g_01742	Prac.g_01015
OG0001136	Syai.g_02146	Prac.g_00988
OG0001137	Syai.g_02126	Prac.g_00977
OG0001138	Syai.g_01763	Prac.g_00959
OG0001139	Syai.g_01765	Prac.g_00958
OG0001140	Syai.g_01766	Prac.g_00957
OG0001141	Syai.g_01767	Prac.g_00956
OG0001142	Syai.g_01768	Prac.g_00955
OG0001143	Syai.g_01778	Prac.g_00948
OG0001144	Syai.g_01788	Prac.g_00943
OG0001145	Syai.g_02165	Prac.g_00167
OG0001146	Syai.g_02185	Prac.g_00179
OG0001147	Syai.g_00869	Prac.g_00203
OG0001148	Syai.g_00626	Prac.g_00219
OG0001149	Syai.g_00625	Prac.g_00220
OG0001150	Syai.g_00624	Prac.g_00221
OG0001151	Syai.g_00611	Prac.g_00232
OG0001152	Syai.g_00610	Prac.g_00233
OG0001153	Syai.g_00903	Prac.g_00379
OG0001154	Syai.g_00901	Prac.g_00378
OG0001155	Syai.g_02298	Prac.g_00366
OG0001156	Syai.g_02301	Prac.g_00363
OG0001157	Syai.g_02302	Prac.g_00362
OG0001158	Syai.g_02303	Prac.g_00361
OG0001159	Syai.g_02304	Prac.g_00360
OG0001160	Syai.g_02355	Prac.g_00336
OG0001161	Syai.g_02803	Prac.g_00324
OG0001162	Syai.g_01374	Prac.g_00313
OG0001163	Syai.g_02363	Prac.g_00633
