Orthogroup	Syai	Syan
OG0000592	Syai.g_01076	Syan.g_00002
OG0000593	Syai.g_01100	Syan.g_00820
OG0000594	Syai.g_01101	Syan.g_00819
OG0000595	Syai.g_01102	Syan.g_00818
OG0000596	Syai.g_01107	Syan.g_00813
OG0000597	Syai.g_01110	Syan.g_00810
OG0000598	Syai.g_01111	Syan.g_00809
OG0000599	Syai.g_01114	Syan.g_00802
OG0000600	Syai.g_01115	Syan.g_00801
OG0000601	Syai.g_01116	Syan.g_00800
OG0000602	Syai.g_01121	Syan.g_00796
OG0000603	Syai.g_01122	Syan.g_00795
OG0000604	Syai.g_01125	Syan.g_00792
OG0000605	Syai.g_01609	Syan.g_00783
OG0000606	Syai.g_01221	Syan.g_00780
OG0000607	Syai.g_01224	Syan.g_00777
OG0000608	Syai.g_01225	Syan.g_00776
OG0000609	Syai.g_01227	Syan.g_00774
OG0000610	Syai.g_01234	Syan.g_00766
OG0000611	Syai.g_01237	Syan.g_00763
OG0000612	Syai.g_01238	Syan.g_00762
OG0000613	Syai.g_00196	Syan.g_01965
OG0000614	Syai.g_01981	Syan.g_00184
OG0000615	Syai.g_01286	Syan.g_00728
OG0000616	Syai.g_02914	Syan.g_01694
OG0000617	Syai.g_01393	Syan.g_00324
OG0000618	Syai.g_01394	Syan.g_00325
OG0000619	Syai.g_01395	Syan.g_00326
OG0000620	Syai.g_01402	Syan.g_00331
OG0000621	Syai.g_01403	Syan.g_00332
OG0000622	Syai.g_01404	Syan.g_00334
OG0000623	Syai.g_01405	Syan.g_00335
OG0000624	Syai.g_01407	Syan.g_00337
OG0000625	Syai.g_01408	Syan.g_00338
OG0000626	Syai.g_01409	Syan.g_00339
OG0000627	Syai.g_01575	Syan.g_00465
OG0000628	Syai.g_01573	Syan.g_00466
OG0000629	Syai.g_01570	Syan.g_00469
OG0000630	Syai.g_01566	Syan.g_00474
OG0000631	Syai.g_01557	Syan.g_00484
OG0000632	Syai.g_01556	Syan.g_00485
OG0000633	Syai.g_01555	Syan.g_00489
OG0000634	Syai.g_01317	Syan.g_00694
OG0000635	Syai.g_01318	Syan.g_00693
OG0000636	Syai.g_01320	Syan.g_00691
OG0000637	Syai.g_01322	Syan.g_00689
OG0000638	Syai.g_01323	Syan.g_00688
OG0000639	Syai.g_01324	Syan.g_00687
OG0000640	Syai.g_01325	Syan.g_00686
OG0000641	Syai.g_01329	Syan.g_00682
OG0000642	Syai.g_01330	Syan.g_00681
OG0000643	Syai.g_01349	Syan.g_00679
OG0000644	Syai.g_01350	Syan.g_00678
OG0000645	Syai.g_01352	Syan.g_00676
OG0000646	Syai.g_01355	Syan.g_00673
OG0000647	Syai.g_01357	Syan.g_00671
OG0000648	Syai.g_01362	Syan.g_00669
OG0000649	Syai.g_01363	Syan.g_00668
OG0000650	Syai.g_01364	Syan.g_00667
OG0000651	Syai.g_01365	Syan.g_00666
OG0000652	Syai.g_01366	Syan.g_00665
OG0000653	Syai.g_01368	Syan.g_00663
OG0000654	Syai.g_01369	Syan.g_00661
OG0000655	Syai.g_01370	Syan.g_00660
OG0000656	Syai.g_01373	Syan.g_00656
OG0000657	Syai.g_02045	Syan.g_00375
OG0000658	Syai.g_02049	Syan.g_00378
OG0000659	Syai.g_02050	Syan.g_00379
OG0000660	Syai.g_02054	Syan.g_00383
OG0000662	Syai.g_02058	Syan.g_00392
OG0000663	Syai.g_02061	Syan.g_00395
OG0000664	Syai.g_02062	Syan.g_00397
OG0000665	Syai.g_02431	Syan.g_00788
OG0000666	Syai.g_01610	Syan.g_02100
OG0000667	Syai.g_01724	Syan.g_00044
OG0000668	Syai.g_01436	Syan.g_00365
OG0000669	Syai.g_01251	Syan.g_00751
OG0000670	Syai.g_00561	Syan.g_00748
OG0000671	Syai.g_01255	Syan.g_00746
OG0000672	Syai.g_01259	Syan.g_00743
OG0000673	Syai.g_01262	Syan.g_00740
OG0000674	Syai.g_01264	Syan.g_00738
OG0000675	Syai.g_01265	Syan.g_00737
OG0000676	Syai.g_01275	Syan.g_00735
OG0000677	Syai.g_01276	Syan.g_00734
OG0000678	Syai.g_01279	Syan.g_00732
OG0000679	Syai.g_01288	Syan.g_00724
OG0000680	Syai.g_01289	Syan.g_00723
OG0000681	Syai.g_01292	Syan.g_00720
OG0000682	Syai.g_01293	Syan.g_00719
OG0000683	Syai.g_01294	Syan.g_00718
OG0000684	Syai.g_01299	Syan.g_00715
OG0000685	Syai.g_01301	Syan.g_00713
OG0000686	Syai.g_01302	Syan.g_00712
OG0000687	Syai.g_01303	Syan.g_00711
OG0000688	Syai.g_01307	Syan.g_00706
OG0000689	Syai.g_01309	Syan.g_00704
OG0000690	Syai.g_01310	Syan.g_00703
OG0000691	Syai.g_01311	Syan.g_00702
OG0000692	Syai.g_01312	Syan.g_00700
OG0000693	Syai.g_01313	Syan.g_00698
OG0000694	Syai.g_01314	Syan.g_00697
OG0000695	Syai.g_01553	Syan.g_00492
OG0000696	Syai.g_01552	Syan.g_00493
OG0000697	Syai.g_01550	Syan.g_00495
OG0000698	Syai.g_01547	Syan.g_00498
OG0000699	Syai.g_01545	Syan.g_00500
OG0000700	Syai.g_01544	Syan.g_00501
OG0000701	Syai.g_01543	Syan.g_00502
OG0000702	Syai.g_01521	Syan.g_00534
OG0000703	Syai.g_01520	Syan.g_00546
OG0000704	Syai.g_01518	Syan.g_00550
OG0000705	Syai.g_01511	Syan.g_00557
OG0000706	Syai.g_01510	Syan.g_00558
OG0000707	Syai.g_01509	Syan.g_00559
OG0000708	Syai.g_01506	Syan.g_00562
OG0000709	Syai.g_01497	Syan.g_00570
OG0000710	Syai.g_01487	Syan.g_00574
OG0000711	Syai.g_01456	Syan.g_00607
OG0000712	Syai.g_01454	Syan.g_00609
OG0000713	Syai.g_01453	Syan.g_00610
OG0000714	Syai.g_01451	Syan.g_00624
OG0000715	Syai.g_01449	Syan.g_00626
OG0000716	Syai.g_01445	Syan.g_00630
OG0000717	Syai.g_01444	Syan.g_00631
OG0000718	Syai.g_01440	Syan.g_00651
OG0000719	Syai.g_01438	Syan.g_00367
OG0000720	Syai.g_01425	Syan.g_00354
OG0000721	Syai.g_01423	Syan.g_00352
OG0000722	Syai.g_01422	Syan.g_00351
OG0000723	Syai.g_01411	Syan.g_00341
OG0000724	Syai.g_02013	Syan.g_00299
OG0000725	Syai.g_02004	Syan.g_00194
OG0000726	Syai.g_02003	Syan.g_00193
OG0000727	Syai.g_02002	Syan.g_00192
OG0000728	Syai.g_02000	Syan.g_00190
OG0000729	Syai.g_00097	Syan.g_01885
OG0000730	Syai.g_00483	Syan.g_02147
OG0000731	Syai.g_00495	Syan.g_02135
OG0000732	Syai.g_00058	Syan.g_01726
OG0000733	Syai.g_02805	Syan.g_01147
OG0000734	Syai.g_02548	Syan.g_02982
OG0000735	Syai.g_02159	Syan.g_02713
OG0000736	Syai.g_02158	Syan.g_02712
OG0000737	Syai.g_02157	Syan.g_02711
OG0000738	Syai.g_02152	Syan.g_02705
OG0000739	Syai.g_02151	Syan.g_02704
OG0000740	Syai.g_02150	Syan.g_02703
OG0000741	Syai.g_02147	Syan.g_02700
OG0000742	Syai.g_02145	Syan.g_02697
OG0000743	Syai.g_02143	Syan.g_02694
OG0000744	Syai.g_02142	Syan.g_02693
OG0000745	Syai.g_02140	Syan.g_02690
OG0000746	Syai.g_02138	Syan.g_02687
OG0000747	Syai.g_02137	Syan.g_02685
OG0000748	Syai.g_02125	Syan.g_02669
OG0000749	Syai.g_02123	Syan.g_02668
OG0000750	Syai.g_02122	Syan.g_02667
OG0000751	Syai.g_02116	Syan.g_02661
OG0000752	Syai.g_02114	Syan.g_02659
OG0000753	Syai.g_02111	Syan.g_02656
OG0000754	Syai.g_01750	Syan.g_02650
OG0000755	Syai.g_01760	Syan.g_02641
OG0000756	Syai.g_01761	Syan.g_02640
OG0000757	Syai.g_01769	Syan.g_02623
OG0000758	Syai.g_01770	Syan.g_02622
OG0000759	Syai.g_01771	Syan.g_02621
OG0000760	Syai.g_01772	Syan.g_02620
OG0000761	Syai.g_01775	Syan.g_02619
OG0000762	Syai.g_01777	Syan.g_02617
OG0000763	Syai.g_01779	Syan.g_02615
OG0000764	Syai.g_01780	Syan.g_02614
OG0000765	Syai.g_01797	Syan.g_02587
OG0000766	Syai.g_01798	Syan.g_02586
OG0000767	Syai.g_01800	Syan.g_02584
OG0000768	Syai.g_01801	Syan.g_02583
OG0000769	Syai.g_01803	Syan.g_02581
OG0000770	Syai.g_01822	Syan.g_02561
OG0000771	Syai.g_02019	Syan.g_00305
OG0000772	Syai.g_01639	Syan.g_00436
OG0000773	Syai.g_02164	Syan.g_01199
OG0000774	Syai.g_02168	Syan.g_01205
OG0000775	Syai.g_02172	Syan.g_01207
OG0000776	Syai.g_02173	Syan.g_01208
OG0000777	Syai.g_02174	Syan.g_01209
OG0000778	Syai.g_02175	Syan.g_01210
OG0000779	Syai.g_02181	Syan.g_01215
OG0000780	Syai.g_02184	Syan.g_01218
OG0000781	Syai.g_02188	Syan.g_01222
OG0000782	Syai.g_02189	Syan.g_01223
OG0000783	Syai.g_02190	Syan.g_01224
OG0000784	Syai.g_02191	Syan.g_01225
OG0000785	Syai.g_02193	Syan.g_01228
OG0000786	Syai.g_00816	Syan.g_01243
OG0000787	Syai.g_00815	Syan.g_01244
OG0000788	Syai.g_01117	Syan.g_00843
OG0000789	Syai.g_01596	Syan.g_00075
OG0000790	Syai.g_00623	Syan.g_02778
OG0000791	Syai.g_00621	Syan.g_02780
OG0000792	Syai.g_00620	Syan.g_02781
OG0000793	Syai.g_00615	Syan.g_02879
OG0000794	Syai.g_00614	Syan.g_02881
OG0000795	Syai.g_00613	Syan.g_02882
OG0000796	Syai.g_00609	Syan.g_02886
OG0000797	Syai.g_00608	Syan.g_02888
OG0000798	Syai.g_00262	Syan.g_02026
OG0000799	Syai.g_00996	Syan.g_01310
OG0000800	Syai.g_00993	Syan.g_01308
OG0000801	Syai.g_00992	Syan.g_01307
OG0000802	Syai.g_00988	Syan.g_01303
OG0000803	Syai.g_00983	Syan.g_01294
OG0000804	Syai.g_00980	Syan.g_01291
OG0000805	Syai.g_00965	Syan.g_01289
OG0000806	Syai.g_00963	Syan.g_01287
OG0000807	Syai.g_00961	Syan.g_01286
OG0000808	Syai.g_00960	Syan.g_01285
OG0000809	Syai.g_00957	Syan.g_01281
OG0000810	Syai.g_00956	Syan.g_01280
OG0000811	Syai.g_00950	Syan.g_01272
OG0000812	Syai.g_00948	Syan.g_01270
OG0000813	Syai.g_00947	Syan.g_01269
OG0000814	Syai.g_00945	Syan.g_01267
OG0000815	Syai.g_00944	Syan.g_01249
OG0000816	Syai.g_00942	Syan.g_01247
OG0000817	Syai.g_00941	Syan.g_01328
OG0000818	Syai.g_00935	Syan.g_02807
OG0000819	Syai.g_00934	Syan.g_02808
OG0000820	Syai.g_00933	Syan.g_02809
OG0000821	Syai.g_00916	Syan.g_02815
OG0000822	Syai.g_00914	Syan.g_02817
OG0000823	Syai.g_00913	Syan.g_02818
OG0000824	Syai.g_00907	Syan.g_02824
OG0000825	Syai.g_00906	Syan.g_02825
OG0000826	Syai.g_00905	Syan.g_02826
OG0000827	Syai.g_00904	Syan.g_02827
OG0000828	Syai.g_00900	Syan.g_02830
OG0000829	Syai.g_00899	Syan.g_02831
OG0000830	Syai.g_00898	Syan.g_02832
OG0000831	Syai.g_00896	Syan.g_02834
OG0000832	Syai.g_02296	Syan.g_02408
OG0000833	Syai.g_02305	Syan.g_01343
OG0000834	Syai.g_02307	Syan.g_01345
OG0000835	Syai.g_02308	Syan.g_01346
OG0000836	Syai.g_02312	Syan.g_01349
OG0000837	Syai.g_02313	Syan.g_01351
OG0000838	Syai.g_02323	Syan.g_01355
OG0000839	Syai.g_02324	Syan.g_01356
OG0000840	Syai.g_02325	Syan.g_01357
OG0000841	Syai.g_02326	Syan.g_01358
OG0000842	Syai.g_02327	Syan.g_01359
OG0000843	Syai.g_02328	Syan.g_01360
OG0000844	Syai.g_02330	Syan.g_01362
OG0000845	Syai.g_02331	Syan.g_01363
OG0000846	Syai.g_02332	Syan.g_01364
OG0000847	Syai.g_02333	Syan.g_01365
OG0000848	Syai.g_02335	Syan.g_01367
OG0000849	Syai.g_02336	Syan.g_01368
OG0000850	Syai.g_02339	Syan.g_01371
OG0000851	Syai.g_02352	Syan.g_01374
OG0000852	Syai.g_02353	Syan.g_01375
OG0000853	Syai.g_02357	Syan.g_01379
OG0000854	Syai.g_02359	Syan.g_01381
OG0000855	Syai.g_02360	Syan.g_01382
OG0000856	Syai.g_01078	Syan.g_01136
OG0000857	Syai.g_01356	Syan.g_00672
OG0000858	Syai.g_02366	Syan.g_01389
OG0000859	Syai.g_02367	Syan.g_01390
OG0000860	Syai.g_02380	Syan.g_01402
OG0000861	Syai.g_02381	Syan.g_01403
OG0000862	Syai.g_02382	Syan.g_01412
OG0000863	Syai.g_02385	Syan.g_01414
OG0000864	Syai.g_02386	Syan.g_00969
OG0000865	Syai.g_02387	Syan.g_01415
OG0000866	Syai.g_02388	Syan.g_01416
OG0000867	Syai.g_02389	Syan.g_01417
OG0000868	Syai.g_02392	Syan.g_01421
OG0000869	Syai.g_02396	Syan.g_01426
OG0000870	Syai.g_02401	Syan.g_01431
OG0000871	Syai.g_02402	Syan.g_01432
OG0000872	Syai.g_02409	Syan.g_01438
OG0000873	Syai.g_02412	Syan.g_01441
OG0000874	Syai.g_02408	Syan.g_01443
OG0000875	Syai.g_02416	Syan.g_01445
OG0000876	Syai.g_02243	Syan.g_00391
OG0000877	Syai.g_02250	Syan.g_01449
OG0000878	Syai.g_02251	Syan.g_01450
OG0000879	Syai.g_02252	Syan.g_01451
OG0000880	Syai.g_02253	Syan.g_01452
OG0000881	Syai.g_02257	Syan.g_01457
OG0000882	Syai.g_02262	Syan.g_01462
OG0000883	Syai.g_02264	Syan.g_01464
OG0000884	Syai.g_02266	Syan.g_01466
OG0000885	Syai.g_02267	Syan.g_01467
OG0000886	Syai.g_02268	Syan.g_01468
OG0000887	Syai.g_02269	Syan.g_01469
OG0000888	Syai.g_02271	Syan.g_01471
OG0000889	Syai.g_02273	Syan.g_01473
OG0000890	Syai.g_02279	Syan.g_01476
OG0000891	Syai.g_02280	Syan.g_01477
OG0000892	Syai.g_02282	Syan.g_01480
OG0000893	Syai.g_00318	Syan.g_02103
OG0000894	Syai.g_00321	Syan.g_02108
OG0000895	Syai.g_00325	Syan.g_02112
OG0000896	Syai.g_00326	Syan.g_02113
OG0000897	Syai.g_00328	Syan.g_02115
OG0000898	Syai.g_00329	Syan.g_02116
OG0000899	Syai.g_00330	Syan.g_02117
OG0000900	Syai.g_00331	Syan.g_02118
OG0000901	Syai.g_00336	Syan.g_02123
OG0000902	Syai.g_00338	Syan.g_02125
OG0000903	Syai.g_00353	Syan.g_02252
OG0000904	Syai.g_00348	Syan.g_02258
OG0000905	Syai.g_00342	Syan.g_02129
OG0000906	Syai.g_00340	Syan.g_02127
OG0000907	Syai.g_00358	Syan.g_02245
OG0000908	Syai.g_00361	Syan.g_02242
OG0000909	Syai.g_00362	Syan.g_02241
OG0000910	Syai.g_00363	Syan.g_02240
OG0000911	Syai.g_00365	Syan.g_02238
OG0000912	Syai.g_00366	Syan.g_02237
OG0000913	Syai.g_00367	Syan.g_02236
OG0000914	Syai.g_00368	Syan.g_02235
OG0000915	Syai.g_00370	Syan.g_02233
OG0000916	Syai.g_00371	Syan.g_02232
OG0000917	Syai.g_00372	Syan.g_02231
OG0000918	Syai.g_00373	Syan.g_02230
OG0000919	Syai.g_00374	Syan.g_02229
OG0000920	Syai.g_00375	Syan.g_02228
OG0000921	Syai.g_00376	Syan.g_02227
OG0000922	Syai.g_00377	Syan.g_02226
OG0000923	Syai.g_00381	Syan.g_02222
OG0000924	Syai.g_00382	Syan.g_02221
OG0000925	Syai.g_00383	Syan.g_02220
OG0000926	Syai.g_00384	Syan.g_02219
OG0000927	Syai.g_00386	Syan.g_02217
OG0000928	Syai.g_00387	Syan.g_02216
OG0000929	Syai.g_00388	Syan.g_02215
OG0000930	Syai.g_00389	Syan.g_02214
OG0000931	Syai.g_00390	Syan.g_02213
OG0000932	Syai.g_00391	Syan.g_02212
OG0000933	Syai.g_00397	Syan.g_02206
OG0000934	Syai.g_00399	Syan.g_02204
OG0000935	Syai.g_00400	Syan.g_02203
OG0000936	Syai.g_00401	Syan.g_02202
OG0000937	Syai.g_00402	Syan.g_02201
OG0000938	Syai.g_00405	Syan.g_02198
OG0000939	Syai.g_00406	Syan.g_02197
OG0000940	Syai.g_00413	Syan.g_02188
OG0000941	Syai.g_00415	Syan.g_02186
OG0000942	Syai.g_00417	Syan.g_02184
OG0000943	Syai.g_00418	Syan.g_02183
OG0000944	Syai.g_00420	Syan.g_02181
OG0000945	Syai.g_00422	Syan.g_02180
OG0000946	Syai.g_00428	Syan.g_02167
OG0000947	Syai.g_00431	Syan.g_02164
OG0000948	Syai.g_00432	Syan.g_02163
OG0000949	Syai.g_00174	Syan.g_01951
OG0000950	Syai.g_00163	Syan.g_01940
OG0000951	Syai.g_00158	Syan.g_01932
OG0000952	Syai.g_00136	Syan.g_01927
OG0000953	Syai.g_00132	Syan.g_01922
OG0000954	Syai.g_00127	Syan.g_01916
OG0000955	Syai.g_00126	Syan.g_01915
OG0000956	Syai.g_00124	Syan.g_01913
OG0000957	Syai.g_00113	Syan.g_01898
OG0000958	Syai.g_00112	Syan.g_01897
OG0000959	Syai.g_00108	Syan.g_01893
OG0000960	Syai.g_00107	Syan.g_01892
OG0000961	Syai.g_00100	Syan.g_03024
OG0000962	Syai.g_00098	Syan.g_01887
OG0000963	Syai.g_00094	Syan.g_01881
OG0000964	Syai.g_00093	Syan.g_01880
OG0000965	Syai.g_00092	Syan.g_01879
OG0000966	Syai.g_00082	Syan.g_01812
OG0000967	Syai.g_00077	Syan.g_01804
OG0000968	Syai.g_00085	Syan.g_01706
OG0000969	Syai.g_00080	Syan.g_01708
OG0000970	Syai.g_00079	Syan.g_01709
OG0000971	Syai.g_00074	Syan.g_01711
OG0000972	Syai.g_00073	Syan.g_01712
OG0000973	Syai.g_00072	Syan.g_01713
OG0000974	Syai.g_00071	Syan.g_01714
OG0000975	Syai.g_00070	Syan.g_01715
OG0000976	Syai.g_00069	Syan.g_01716
OG0000977	Syai.g_00067	Syan.g_01718
OG0000978	Syai.g_00065	Syan.g_01719
OG0000979	Syai.g_00062	Syan.g_01722
OG0000980	Syai.g_00059	Syan.g_01725
OG0000981	Syai.g_00056	Syan.g_01728
OG0000982	Syai.g_02777	Syan.g_01566
OG0000983	Syai.g_02778	Syan.g_01567
OG0000984	Syai.g_02779	Syan.g_01568
OG0000985	Syai.g_02781	Syan.g_01572
OG0000986	Syai.g_02784	Syan.g_01574
OG0000987	Syai.g_02786	Syan.g_01576
OG0000988	Syai.g_02790	Syan.g_01581
OG0000989	Syai.g_02797	Syan.g_01587
OG0000990	Syai.g_02825	Syan.g_01615
OG0000991	Syai.g_02827	Syan.g_01618
OG0000992	Syai.g_02830	Syan.g_01622
OG0000993	Syai.g_02831	Syan.g_01623
OG0000994	Syai.g_02834	Syan.g_01625
OG0000995	Syai.g_02840	Syan.g_01629
OG0000996	Syai.g_02891	Syan.g_01653
OG0000997	Syai.g_02900	Syan.g_01677
OG0000998	Syai.g_02902	Syan.g_01679
OG0000999	Syai.g_02903	Syan.g_01680
OG0001000	Syai.g_02906	Syan.g_01684
OG0001001	Syai.g_02911	Syan.g_01690
OG0001002	Syai.g_02918	Syan.g_01697
OG0001003	Syai.g_02919	Syan.g_01699
OG0001004	Syai.g_02920	Syan.g_01700
OG0001005	Syai.g_02921	Syan.g_01701
OG0001006	Syai.g_02931	Syan.g_01794
OG0001007	Syai.g_02933	Syan.g_01796
OG0001008	Syai.g_02227	Syan.g_02397
OG0001009	Syai.g_00034	Syan.g_01748
OG0001010	Syai.g_00035	Syan.g_01747
OG0001011	Syai.g_00037	Syan.g_01745
OG0001012	Syai.g_02773	Syan.g_00281
OG0001013	Syai.g_02750	Syan.g_01542
OG0001014	Syai.g_02726	Syan.g_01535
OG0001015	Syai.g_02725	Syan.g_01534
OG0001016	Syai.g_02479	Syan.g_02912
OG0001017	Syai.g_02485	Syan.g_02918
OG0001018	Syai.g_02487	Syan.g_02920
OG0001019	Syai.g_02508	Syan.g_02947
OG0001020	Syai.g_02516	Syan.g_02951
OG0001021	Syai.g_02523	Syan.g_02958
OG0001022	Syai.g_02528	Syan.g_02964
OG0001023	Syai.g_02529	Syan.g_02965
OG0001024	Syai.g_02533	Syan.g_00968
OG0001025	Syai.g_02540	Syan.g_02971
OG0001026	Syai.g_02550	Syan.g_02984
OG0001027	Syai.g_02555	Syan.g_02308
OG0001028	Syai.g_02557	Syan.g_02305
OG0001029	Syai.g_02559	Syan.g_02303
OG0001030	Syai.g_02580	Syan.g_02281
OG0001031	Syai.g_02656	Syan.g_03060
OG0001032	Syai.g_02658	Syan.g_03063
OG0001033	Syai.g_02685	Syan.g_00970
OG0001034	Syai.g_00537	Syan.g_02425
OG0001035	Syai.g_00295	Syan.g_02062
OG0001036	Syai.g_00290	Syan.g_02056
OG0001037	Syai.g_00288	Syan.g_02054
OG0001038	Syai.g_00261	Syan.g_02025
OG0001039	Syai.g_00258	Syan.g_02022
OG0001040	Syai.g_00255	Syan.g_02019
OG0001041	Syai.g_00250	Syan.g_02015
OG0001042	Syai.g_00225	Syan.g_01992
OG0001043	Syai.g_00221	Syan.g_01988
OG0001044	Syai.g_00485	Syan.g_02145
OG0001045	Syai.g_00498	Syan.g_02132
OG0001046	Syai.g_01471	Syan.g_00591
OG0001047	Syai.g_02225	Syan.g_02399
OG0001048	Syai.g_02224	Syan.g_02400
OG0001049	Syai.g_02215	Syan.g_01340
OG0001050	Syai.g_02214	Syan.g_01339
OG0001051	Syai.g_02213	Syan.g_01338
OG0001052	Syai.g_00861	Syan.g_02850
OG0001053	Syai.g_00641	Syan.g_02761
OG0001054	Syai.g_00658	Syan.g_02742
OG0001055	Syai.g_00679	Syan.g_02721
OG0001056	Syai.g_00713	Syan.g_01161
OG0001057	Syai.g_00721	Syan.g_00832
OG0001058	Syai.g_00734	Syan.g_00851
OG0001059	Syai.g_00738	Syan.g_00855
OG0001060	Syai.g_00744	Syan.g_00861
OG0001061	Syai.g_00765	Syan.g_00880
OG0001063	Syai.g_00774	Syan.g_00945
OG0001064	Syai.g_00775	Syan.g_00946
OG0001065	Syai.g_00776	Syan.g_00947
OG0001066	Syai.g_00777	Syan.g_00948
OG0001067	Syai.g_00778	Syan.g_00949
OG0001068	Syai.g_00779	Syan.g_00950
OG0001069	Syai.g_00780	Syan.g_00951
OG0001070	Syai.g_00783	Syan.g_00955
OG0001071	Syai.g_00784	Syan.g_00956
OG0001072	Syai.g_00788	Syan.g_00960
OG0001073	Syai.g_00807	Syan.g_01012
OG0001074	Syai.g_01051	Syan.g_00202
OG0001075	Syai.g_01053	Syan.g_00200
OG0001076	Syai.g_01069	Syan.g_00012
OG0001077	Syai.g_01081	Syan.g_01140
OG0001078	Syai.g_01105	Syan.g_00815
OG0001079	Syai.g_01118	Syan.g_00799
OG0001080	Syai.g_01606	Syan.g_00781
OG0001081	Syai.g_01222	Syan.g_00779
OG0001082	Syai.g_01223	Syan.g_00778
OG0001083	Syai.g_01230	Syan.g_00771
OG0001084	Syai.g_01231	Syan.g_00770
OG0001086	Syai.g_01243	Syan.g_00757
OG0001087	Syai.g_01953	Syan.g_01159
OG0001088	Syai.g_01957	Syan.g_02688
OG0001089	Syai.g_01996	Syan.g_00185
OG0001090	Syai.g_01387	Syan.g_00317
OG0001091	Syai.g_01389	Syan.g_00320
OG0001092	Syai.g_01391	Syan.g_00322
OG0001093	Syai.g_01397	Syan.g_00328
OG0001094	Syai.g_01315	Syan.g_00696
OG0001096	Syai.g_01371	Syan.g_00659
OG0001097	Syai.g_02057	Syan.g_00386
OG0001099	Syai.g_02558	Syan.g_02304
OG0001100	Syai.g_01253	Syan.g_00749
OG0001101	Syai.g_01254	Syan.g_00747
OG0001102	Syai.g_01257	Syan.g_00744
OG0001103	Syai.g_01260	Syan.g_00742
OG0001104	Syai.g_01300	Syan.g_00714
OG0001106	Syai.g_01517	Syan.g_00551
OG0001107	Syai.g_01505	Syan.g_00563
OG0001108	Syai.g_01496	Syan.g_00571
OG0001109	Syai.g_01488	Syan.g_00573
OG0001110	Syai.g_01486	Syan.g_00575
OG0001111	Syai.g_01484	Syan.g_00577
OG0001112	Syai.g_01482	Syan.g_00579
OG0001113	Syai.g_01481	Syan.g_00580
OG0001114	Syai.g_01480	Syan.g_00581
OG0001115	Syai.g_01476	Syan.g_00586
OG0001116	Syai.g_01474	Syan.g_00588
OG0001117	Syai.g_01473	Syan.g_00589
OG0001118	Syai.g_01472	Syan.g_00590
OG0001119	Syai.g_01470	Syan.g_00592
OG0001120	Syai.g_01466	Syan.g_00597
OG0001122	Syai.g_01437	Syan.g_00366
OG0001123	Syai.g_01430	Syan.g_00359
OG0001124	Syai.g_01428	Syan.g_00357
OG0001125	Syai.g_01426	Syan.g_00355
OG0001126	Syai.g_02021	Syan.g_00307
OG0001127	Syai.g_02020	Syan.g_00306
OG0001128	Syai.g_02017	Syan.g_00303
OG0001129	Syai.g_02015	Syan.g_00301
OG0001130	Syai.g_02014	Syan.g_00300
OG0001131	Syai.g_01281	Syan.g_00079
OG0001132	Syai.g_01620	Syan.g_00100
OG0001133	Syai.g_01072	Syan.g_00006
OG0001134	Syai.g_01745	Syan.g_01146
OG0001135	Syai.g_01742	Syan.g_02542
OG0001136	Syai.g_02146	Syan.g_02699
OG0001137	Syai.g_02126	Syan.g_02670
OG0001138	Syai.g_01763	Syan.g_02638
OG0001139	Syai.g_01765	Syan.g_02636
OG0001140	Syai.g_01766	Syan.g_02635
OG0001141	Syai.g_01767	Syan.g_02625
OG0001142	Syai.g_01768	Syan.g_02624
OG0001143	Syai.g_01778	Syan.g_02616
OG0001144	Syai.g_01788	Syan.g_02596
OG0001145	Syai.g_02165	Syan.g_01200
OG0001146	Syai.g_02185	Syan.g_01219
OG0001147	Syai.g_00869	Syan.g_02842
OG0001148	Syai.g_00626	Syan.g_02775
OG0001149	Syai.g_00625	Syan.g_02776
OG0001150	Syai.g_00624	Syan.g_02777
OG0001151	Syai.g_00611	Syan.g_02884
OG0001152	Syai.g_00610	Syan.g_02885
OG0001153	Syai.g_00903	Syan.g_02828
OG0001154	Syai.g_00901	Syan.g_02829
OG0001156	Syai.g_02301	Syan.g_02404
OG0001157	Syai.g_02302	Syan.g_02403
OG0001158	Syai.g_02303	Syan.g_02402
OG0001159	Syai.g_02304	Syan.g_02401
OG0001160	Syai.g_02355	Syan.g_01377
OG0001161	Syai.g_02803	Syan.g_01594
OG0001162	Syai.g_01374	Syan.g_02943
OG0001163	Syai.g_02363	Syan.g_01385
OG0001164	Syai.g_02369	Syan.g_01392
OG0001165	Syai.g_02374	Syan.g_01397
OG0001166	Syai.g_02400	Syan.g_01430
OG0001167	Syai.g_02254	Syan.g_00992
OG0001168	Syai.g_02256	Syan.g_01456
OG0001169	Syai.g_02258	Syan.g_01458
OG0001170	Syai.g_02260	Syan.g_01460
OG0001171	Syai.g_02270	Syan.g_01470
OG0001172	Syai.g_00323	Syan.g_02110
OG0001173	Syai.g_00324	Syan.g_02111
OG0001174	Syai.g_00332	Syan.g_02119
OG0001175	Syai.g_00333	Syan.g_02120
OG0001176	Syai.g_00352	Syan.g_02253
OG0001177	Syai.g_00350	Syan.g_02256
OG0001179	Syai.g_00385	Syan.g_02218
OG0001180	Syai.g_00410	Syan.g_02191
OG0001181	Syai.g_00414	Syan.g_02187
OG0001182	Syai.g_00423	Syan.g_02179
