Orthogroup	Syai	Prbc
OG0000550	Syai.g_00689	Prbc.g_01603
OG0000551	Syai.g_00694	Prbc.g_01606
OG0000552	Syai.g_00695	Prbc.g_01607
OG0000553	Syai.g_00698	Prbc.g_01608
OG0000554	Syai.g_00708	Prbc.g_01613
OG0000555	Syai.g_00725	Prbc.g_01621
OG0000556	Syai.g_00728	Prbc.g_01623
OG0000557	Syai.g_00730	Prbc.g_01624
OG0000558	Syai.g_00732	Prbc.g_01627
OG0000559	Syai.g_00736	Prbc.g_01631
OG0000560	Syai.g_00739	Prbc.g_01634
OG0000561	Syai.g_00740	Prbc.g_01635
OG0000562	Syai.g_00741	Prbc.g_01636
OG0000563	Syai.g_00742	Prbc.g_01637
OG0000564	Syai.g_00743	Prbc.g_01638
OG0000565	Syai.g_00746	Prbc.g_01641
OG0000566	Syai.g_00750	Prbc.g_01643
OG0000567	Syai.g_00754	Prbc.g_01647
OG0000568	Syai.g_00758	Prbc.g_01648
OG0000569	Syai.g_00759	Prbc.g_01649
OG0000570	Syai.g_00760	Prbc.g_01650
OG0000571	Syai.g_00764	Prbc.g_01652
OG0000572	Syai.g_00782	Prbc.g_01663
OG0000573	Syai.g_00790	Prbc.g_01668
OG0000574	Syai.g_00796	Prbc.g_01670
OG0000575	Syai.g_00800	Prbc.g_01673
OG0000576	Syai.g_00802	Prbc.g_01675
OG0000577	Syai.g_00803	Prbc.g_01676
OG0000578	Syai.g_00804	Prbc.g_01677
OG0000579	Syai.g_00805	Prbc.g_01678
OG0000580	Syai.g_00806	Prbc.g_01679
OG0000581	Syai.g_00812	Prbc.g_01682
OG0000582	Syai.g_01042	Prbc.g_01685
OG0000583	Syai.g_01043	Prbc.g_01686
OG0000584	Syai.g_01044	Prbc.g_01687
OG0000585	Syai.g_01046	Prbc.g_01689
OG0000586	Syai.g_01047	Prbc.g_01690
OG0000587	Syai.g_01049	Prbc.g_01691
OG0000588	Syai.g_01063	Prbc.g_01695
OG0000589	Syai.g_01066	Prbc.g_01698
OG0000590	Syai.g_01067	Prbc.g_01699
OG0000591	Syai.g_01075	Prbc.g_01702
OG0000592	Syai.g_01076	Prbc.g_01703
OG0000593	Syai.g_01100	Prbc.g_01709
OG0000594	Syai.g_01101	Prbc.g_01710
OG0000595	Syai.g_01102	Prbc.g_01711
OG0000596	Syai.g_01107	Prbc.g_01715
OG0000597	Syai.g_01110	Prbc.g_01717
OG0000598	Syai.g_01111	Prbc.g_01718
OG0000599	Syai.g_01114	Prbc.g_01721
OG0000600	Syai.g_01115	Prbc.g_01722
OG0000601	Syai.g_01116	Prbc.g_01723
OG0000602	Syai.g_01121	Prbc.g_01725
OG0000603	Syai.g_01122	Prbc.g_01726
OG0000604	Syai.g_01125	Prbc.g_01727
OG0000605	Syai.g_01609	Prbc.g_01728
OG0000606	Syai.g_01221	Prbc.g_01731
OG0000607	Syai.g_01224	Prbc.g_01734
OG0000608	Syai.g_01225	Prbc.g_01735
OG0000609	Syai.g_01227	Prbc.g_01736
OG0000610	Syai.g_01234	Prbc.g_01742
OG0000611	Syai.g_01237	Prbc.g_01745
OG0000612	Syai.g_01238	Prbc.g_01746
OG0000613	Syai.g_00196	Prbc.g_01752
OG0000614	Syai.g_01981	Prbc.g_01775
OG0000615	Syai.g_01286	Prbc.g_01782
OG0000616	Syai.g_02914	Prbc.g_01055
OG0000617	Syai.g_01393	Prbc.g_01793
OG0000618	Syai.g_01394	Prbc.g_01794
OG0000619	Syai.g_01395	Prbc.g_01795
OG0000620	Syai.g_01402	Prbc.g_01798
OG0000621	Syai.g_01403	Prbc.g_01799
OG0000622	Syai.g_01404	Prbc.g_01800
OG0000623	Syai.g_01405	Prbc.g_01801
OG0000624	Syai.g_01407	Prbc.g_01803
OG0000625	Syai.g_01408	Prbc.g_01804
OG0000626	Syai.g_01409	Prbc.g_01805
OG0000627	Syai.g_01575	Prbc.g_01807
OG0000628	Syai.g_01573	Prbc.g_01808
OG0000629	Syai.g_01570	Prbc.g_01809
OG0000630	Syai.g_01566	Prbc.g_01812
OG0000631	Syai.g_01557	Prbc.g_02007
OG0000632	Syai.g_01556	Prbc.g_02008
OG0000633	Syai.g_01555	Prbc.g_02009
OG0000634	Syai.g_01317	Prbc.g_01854
OG0000635	Syai.g_01318	Prbc.g_01855
OG0000636	Syai.g_01320	Prbc.g_01857
OG0000637	Syai.g_01322	Prbc.g_01859
OG0000638	Syai.g_01323	Prbc.g_01860
OG0000639	Syai.g_01324	Prbc.g_01861
OG0000640	Syai.g_01325	Prbc.g_01862
OG0000641	Syai.g_01329	Prbc.g_01866
OG0000642	Syai.g_01330	Prbc.g_01867
OG0000643	Syai.g_01349	Prbc.g_01868
OG0000644	Syai.g_01350	Prbc.g_01869
OG0000645	Syai.g_01352	Prbc.g_01870
OG0000646	Syai.g_01355	Prbc.g_01873
OG0000647	Syai.g_01357	Prbc.g_01875
OG0000648	Syai.g_01362	Prbc.g_01877
OG0000649	Syai.g_01363	Prbc.g_01878
OG0000650	Syai.g_01364	Prbc.g_01879
OG0000651	Syai.g_01365	Prbc.g_01880
OG0000652	Syai.g_01366	Prbc.g_01881
OG0000653	Syai.g_01368	Prbc.g_01883
OG0000654	Syai.g_01369	Prbc.g_01884
OG0000655	Syai.g_01370	Prbc.g_01885
OG0000656	Syai.g_01373	Prbc.g_01888
OG0000657	Syai.g_02045	Prbc.g_01895
OG0000658	Syai.g_02049	Prbc.g_01897
OG0000659	Syai.g_02050	Prbc.g_01898
OG0000660	Syai.g_02054	Prbc.g_01903
OG0000661	Syai.g_02056	Prbc.g_01905
OG0000662	Syai.g_02058	Prbc.g_01907
OG0000663	Syai.g_02061	Prbc.g_01909
OG0000664	Syai.g_02062	Prbc.g_01910
OG0000665	Syai.g_02431	Prbc.g_01914
OG0000666	Syai.g_01610	Prbc.g_01915
OG0000667	Syai.g_01724	Prbc.g_01919
OG0000668	Syai.g_01436	Prbc.g_01959
OG0000669	Syai.g_01251	Prbc.g_01967
OG0000670	Syai.g_00561	Prbc.g_01970
OG0000671	Syai.g_01255	Prbc.g_01972
OG0000672	Syai.g_01259	Prbc.g_01975
OG0000673	Syai.g_01262	Prbc.g_01978
OG0000674	Syai.g_01264	Prbc.g_01980
OG0000675	Syai.g_01265	Prbc.g_01981
OG0000676	Syai.g_01275	Prbc.g_01983
OG0000677	Syai.g_01276	Prbc.g_01984
OG0000678	Syai.g_01279	Prbc.g_01987
OG0000679	Syai.g_01288	Prbc.g_01991
OG0000680	Syai.g_01289	Prbc.g_01992
OG0000681	Syai.g_01292	Prbc.g_01995
OG0000682	Syai.g_01293	Prbc.g_01996
OG0000683	Syai.g_01294	Prbc.g_01997
OG0000684	Syai.g_01299	Prbc.g_01837
OG0000685	Syai.g_01301	Prbc.g_01839
OG0000686	Syai.g_01302	Prbc.g_01840
OG0000687	Syai.g_01303	Prbc.g_01841
OG0000688	Syai.g_01307	Prbc.g_01844
OG0000689	Syai.g_01309	Prbc.g_01845
OG0000690	Syai.g_01310	Prbc.g_01846
OG0000691	Syai.g_01311	Prbc.g_01847
OG0000692	Syai.g_01312	Prbc.g_01849
OG0000693	Syai.g_01313	Prbc.g_01850
OG0000694	Syai.g_01314	Prbc.g_01851
OG0000695	Syai.g_01553	Prbc.g_02011
OG0000696	Syai.g_01552	Prbc.g_02012
OG0000697	Syai.g_01550	Prbc.g_02013
OG0000698	Syai.g_01547	Prbc.g_02016
OG0000699	Syai.g_01545	Prbc.g_02017
OG0000700	Syai.g_01544	Prbc.g_02018
OG0000701	Syai.g_01543	Prbc.g_02019
OG0000702	Syai.g_01521	Prbc.g_02021
OG0000703	Syai.g_01520	Prbc.g_02022
OG0000704	Syai.g_01518	Prbc.g_02023
OG0000705	Syai.g_01511	Prbc.g_02029
OG0000706	Syai.g_01510	Prbc.g_02030
OG0000707	Syai.g_01509	Prbc.g_02031
OG0000708	Syai.g_01506	Prbc.g_02033
OG0000709	Syai.g_01497	Prbc.g_02037
OG0000710	Syai.g_01487	Prbc.g_02040
OG0000711	Syai.g_01456	Prbc.g_02055
OG0000712	Syai.g_01454	Prbc.g_02057
OG0000713	Syai.g_01453	Prbc.g_02058
OG0000714	Syai.g_01451	Prbc.g_02059
OG0000715	Syai.g_01449	Prbc.g_02061
OG0000716	Syai.g_01445	Prbc.g_02062
OG0000717	Syai.g_01444	Prbc.g_02063
OG0000718	Syai.g_01440	Prbc.g_02079
OG0000719	Syai.g_01438	Prbc.g_02080
OG0000720	Syai.g_01425	Prbc.g_02091
OG0000721	Syai.g_01423	Prbc.g_02092
OG0000722	Syai.g_01422	Prbc.g_02093
OG0000723	Syai.g_01411	Prbc.g_02097
OG0000724	Syai.g_02013	Prbc.g_02108
OG0000725	Syai.g_02004	Prbc.g_01934
OG0000726	Syai.g_02003	Prbc.g_01933
OG0000727	Syai.g_02002	Prbc.g_01932
OG0000728	Syai.g_02000	Prbc.g_01930
OG0000729	Syai.g_00097	Prbc.g_00201
OG0000730	Syai.g_00483	Prbc.g_01244
OG0000731	Syai.g_00495	Prbc.g_01252
OG0000732	Syai.g_00058	Prbc.g_00987
OG0000733	Syai.g_02805	Prbc.g_00897
OG0000734	Syai.g_02548	Prbc.g_01462
OG0000735	Syai.g_02159	Prbc.g_01460
OG0000736	Syai.g_02158	Prbc.g_01459
OG0000737	Syai.g_02157	Prbc.g_01458
OG0000738	Syai.g_02152	Prbc.g_01454
OG0000739	Syai.g_02151	Prbc.g_01453
OG0000740	Syai.g_02150	Prbc.g_01452
OG0000741	Syai.g_02147	Prbc.g_01450
OG0000742	Syai.g_02145	Prbc.g_01447
OG0000743	Syai.g_02143	Prbc.g_01445
OG0000744	Syai.g_02142	Prbc.g_01444
OG0000745	Syai.g_02140	Prbc.g_01442
OG0000746	Syai.g_02138	Prbc.g_01440
OG0000747	Syai.g_02137	Prbc.g_01439
OG0000748	Syai.g_02125	Prbc.g_01435
OG0000749	Syai.g_02123	Prbc.g_01434
OG0000750	Syai.g_02122	Prbc.g_01433
OG0000751	Syai.g_02116	Prbc.g_01430
OG0000752	Syai.g_02114	Prbc.g_01428
OG0000753	Syai.g_02111	Prbc.g_01426
OG0000754	Syai.g_01750	Prbc.g_01422
OG0000755	Syai.g_01760	Prbc.g_01418
OG0000756	Syai.g_01761	Prbc.g_01417
OG0000757	Syai.g_01769	Prbc.g_01410
OG0000758	Syai.g_01770	Prbc.g_01409
OG0000759	Syai.g_01771	Prbc.g_01408
OG0000760	Syai.g_01772	Prbc.g_01407
OG0000761	Syai.g_01775	Prbc.g_01406
OG0000762	Syai.g_01777	Prbc.g_01405
OG0000763	Syai.g_01779	Prbc.g_01403
OG0000764	Syai.g_01780	Prbc.g_01402
OG0000765	Syai.g_01797	Prbc.g_01394
OG0000766	Syai.g_01798	Prbc.g_01393
OG0000767	Syai.g_01800	Prbc.g_01392
OG0000768	Syai.g_01801	Prbc.g_01391
OG0000769	Syai.g_01803	Prbc.g_01389
OG0000770	Syai.g_01822	Prbc.g_01388
OG0000771	Syai.g_02019	Prbc.g_02103
OG0000772	Syai.g_01639	Prbc.g_01320
OG0000773	Syai.g_02164	Prbc.g_00557
OG0000774	Syai.g_02168	Prbc.g_00560
OG0000775	Syai.g_02172	Prbc.g_00561
OG0000776	Syai.g_02173	Prbc.g_00562
OG0000777	Syai.g_02174	Prbc.g_00563
OG0000778	Syai.g_02175	Prbc.g_00564
OG0000779	Syai.g_02181	Prbc.g_00568
OG0000780	Syai.g_02184	Prbc.g_00569
OG0000781	Syai.g_02188	Prbc.g_00571
OG0000782	Syai.g_02189	Prbc.g_00572
OG0000783	Syai.g_02190	Prbc.g_00573
OG0000784	Syai.g_02191	Prbc.g_00574
OG0000785	Syai.g_02193	Prbc.g_00576
OG0000786	Syai.g_00816	Prbc.g_00579
OG0000787	Syai.g_00815	Prbc.g_00580
OG0000788	Syai.g_01117	Prbc.g_01820
OG0000789	Syai.g_01596	Prbc.g_02100
OG0000790	Syai.g_00623	Prbc.g_00662
OG0000791	Syai.g_00621	Prbc.g_00664
OG0000792	Syai.g_00620	Prbc.g_00665
OG0000793	Syai.g_00615	Prbc.g_00668
OG0000794	Syai.g_00614	Prbc.g_00669
OG0000795	Syai.g_00613	Prbc.g_00670
OG0000796	Syai.g_00609	Prbc.g_00674
OG0000797	Syai.g_00608	Prbc.g_00675
OG0000799	Syai.g_00996	Prbc.g_00690
OG0000800	Syai.g_00993	Prbc.g_00691
OG0000801	Syai.g_00992	Prbc.g_00692
OG0000802	Syai.g_00988	Prbc.g_00694
OG0000803	Syai.g_00983	Prbc.g_00696
OG0000804	Syai.g_00980	Prbc.g_00697
OG0000805	Syai.g_00965	Prbc.g_00699
OG0000806	Syai.g_00963	Prbc.g_00701
OG0000807	Syai.g_00961	Prbc.g_00702
OG0000808	Syai.g_00960	Prbc.g_00703
OG0000809	Syai.g_00957	Prbc.g_00707
OG0000810	Syai.g_00956	Prbc.g_00708
OG0000811	Syai.g_00950	Prbc.g_00712
OG0000812	Syai.g_00948	Prbc.g_00714
OG0000813	Syai.g_00947	Prbc.g_00715
OG0000814	Syai.g_00945	Prbc.g_00717
OG0000815	Syai.g_00944	Prbc.g_00718
OG0000816	Syai.g_00942	Prbc.g_00720
OG0000817	Syai.g_00941	Prbc.g_00721
OG0000818	Syai.g_00935	Prbc.g_00725
OG0000819	Syai.g_00934	Prbc.g_00726
OG0000820	Syai.g_00933	Prbc.g_00727
OG0000821	Syai.g_00916	Prbc.g_00730
OG0000822	Syai.g_00914	Prbc.g_00731
OG0000823	Syai.g_00913	Prbc.g_00732
OG0000824	Syai.g_00907	Prbc.g_00735
OG0000825	Syai.g_00906	Prbc.g_00736
OG0000826	Syai.g_00905	Prbc.g_00737
OG0000827	Syai.g_00904	Prbc.g_00738
OG0000828	Syai.g_00900	Prbc.g_00741
OG0000829	Syai.g_00899	Prbc.g_00742
OG0000830	Syai.g_00898	Prbc.g_00743
OG0000831	Syai.g_00896	Prbc.g_00745
OG0000832	Syai.g_02296	Prbc.g_00755
OG0000833	Syai.g_02305	Prbc.g_00763
OG0000834	Syai.g_02307	Prbc.g_00764
OG0000835	Syai.g_02308	Prbc.g_00765
OG0000836	Syai.g_02312	Prbc.g_00766
OG0000837	Syai.g_02313	Prbc.g_00767
OG0000838	Syai.g_02323	Prbc.g_00769
OG0000839	Syai.g_02324	Prbc.g_00770
OG0000840	Syai.g_02325	Prbc.g_00771
OG0000841	Syai.g_02326	Prbc.g_00772
OG0000842	Syai.g_02327	Prbc.g_00773
OG0000843	Syai.g_02328	Prbc.g_00774
OG0000844	Syai.g_02330	Prbc.g_00775
OG0000845	Syai.g_02331	Prbc.g_00776
OG0000846	Syai.g_02332	Prbc.g_00777
OG0000847	Syai.g_02333	Prbc.g_00778
OG0000848	Syai.g_02335	Prbc.g_00779
OG0000849	Syai.g_02336	Prbc.g_00780
OG0000850	Syai.g_02339	Prbc.g_00782
OG0000851	Syai.g_02352	Prbc.g_00783
OG0000852	Syai.g_02353	Prbc.g_00784
OG0000853	Syai.g_02357	Prbc.g_00789
OG0000854	Syai.g_02359	Prbc.g_00791
OG0000855	Syai.g_02360	Prbc.g_00792
OG0000856	Syai.g_01078	Prbc.g_00677
OG0000857	Syai.g_01356	Prbc.g_01874
OG0000858	Syai.g_02366	Prbc.g_00827
OG0000859	Syai.g_02367	Prbc.g_00828
OG0000860	Syai.g_02380	Prbc.g_00834
OG0000861	Syai.g_02381	Prbc.g_00835
OG0000862	Syai.g_02382	Prbc.g_00836
OG0000863	Syai.g_02385	Prbc.g_00837
OG0000864	Syai.g_02386	Prbc.g_00838
OG0000865	Syai.g_02387	Prbc.g_00839
OG0000866	Syai.g_02388	Prbc.g_00840
OG0000867	Syai.g_02389	Prbc.g_00841
OG0000868	Syai.g_02392	Prbc.g_00842
OG0000869	Syai.g_02396	Prbc.g_00845
OG0000870	Syai.g_02401	Prbc.g_00850
OG0000871	Syai.g_02402	Prbc.g_00851
OG0000872	Syai.g_02409	Prbc.g_00852
OG0000873	Syai.g_02412	Prbc.g_00855
OG0000874	Syai.g_02408	Prbc.g_00858
OG0000875	Syai.g_02416	Prbc.g_00860
OG0000876	Syai.g_02243	Prbc.g_00861
OG0000877	Syai.g_02250	Prbc.g_00863
OG0000878	Syai.g_02251	Prbc.g_00864
OG0000879	Syai.g_02252	Prbc.g_00865
OG0000880	Syai.g_02253	Prbc.g_00866
OG0000881	Syai.g_02257	Prbc.g_00869
OG0000882	Syai.g_02262	Prbc.g_00874
OG0000883	Syai.g_02264	Prbc.g_00876
OG0000884	Syai.g_02266	Prbc.g_00878
OG0000885	Syai.g_02267	Prbc.g_00879
OG0000886	Syai.g_02268	Prbc.g_00880
OG0000887	Syai.g_02269	Prbc.g_00881
OG0000888	Syai.g_02271	Prbc.g_00883
OG0000889	Syai.g_02273	Prbc.g_00885
OG0000890	Syai.g_02279	Prbc.g_00886
OG0000891	Syai.g_02280	Prbc.g_00887
OG0000892	Syai.g_02282	Prbc.g_00889
OG0000893	Syai.g_00318	Prbc.g_00933
OG0000894	Syai.g_00321	Prbc.g_00936
OG0000895	Syai.g_00325	Prbc.g_00939
OG0000896	Syai.g_00326	Prbc.g_00940
OG0000897	Syai.g_00328	Prbc.g_00942
OG0000898	Syai.g_00329	Prbc.g_00943
OG0000899	Syai.g_00330	Prbc.g_00944
OG0000900	Syai.g_00331	Prbc.g_00945
OG0000901	Syai.g_00336	Prbc.g_00948
OG0000902	Syai.g_00338	Prbc.g_00950
OG0000903	Syai.g_00353	Prbc.g_00960
OG0000904	Syai.g_00348	Prbc.g_00955
OG0000905	Syai.g_00342	Prbc.g_00952
OG0000906	Syai.g_00340	Prbc.g_00951
OG0000907	Syai.g_00358	Prbc.g_00327
OG0000908	Syai.g_00361	Prbc.g_00324
OG0000909	Syai.g_00362	Prbc.g_00323
OG0000910	Syai.g_00363	Prbc.g_00322
OG0000911	Syai.g_00365	Prbc.g_00320
OG0000912	Syai.g_00366	Prbc.g_00319
OG0000913	Syai.g_00367	Prbc.g_00318
OG0000914	Syai.g_00368	Prbc.g_00317
OG0000915	Syai.g_00370	Prbc.g_00316
OG0000916	Syai.g_00371	Prbc.g_00315
OG0000917	Syai.g_00372	Prbc.g_00314
OG0000918	Syai.g_00373	Prbc.g_00313
OG0000919	Syai.g_00374	Prbc.g_00312
OG0000920	Syai.g_00375	Prbc.g_00311
OG0000921	Syai.g_00376	Prbc.g_00310
OG0000922	Syai.g_00377	Prbc.g_00309
OG0000923	Syai.g_00381	Prbc.g_00305
OG0000924	Syai.g_00382	Prbc.g_00304
OG0000925	Syai.g_00383	Prbc.g_00303
OG0000926	Syai.g_00384	Prbc.g_00302
OG0000927	Syai.g_00386	Prbc.g_00300
OG0000928	Syai.g_00387	Prbc.g_00299
OG0000929	Syai.g_00388	Prbc.g_00298
OG0000930	Syai.g_00389	Prbc.g_00297
OG0000931	Syai.g_00390	Prbc.g_00296
OG0000932	Syai.g_00391	Prbc.g_00295
OG0000933	Syai.g_00397	Prbc.g_00291
OG0000934	Syai.g_00399	Prbc.g_00289
OG0000935	Syai.g_00400	Prbc.g_00288
OG0000936	Syai.g_00401	Prbc.g_00287
OG0000937	Syai.g_00402	Prbc.g_00286
OG0000938	Syai.g_00405	Prbc.g_00283
OG0000939	Syai.g_00406	Prbc.g_00282
OG0000940	Syai.g_00413	Prbc.g_00275
OG0000941	Syai.g_00415	Prbc.g_00273
OG0000942	Syai.g_00417	Prbc.g_00271
OG0000943	Syai.g_00418	Prbc.g_00270
OG0000944	Syai.g_00420	Prbc.g_00268
OG0000945	Syai.g_00422	Prbc.g_00267
OG0000946	Syai.g_00428	Prbc.g_00248
OG0000947	Syai.g_00431	Prbc.g_00246
OG0000948	Syai.g_00432	Prbc.g_00245
OG0000949	Syai.g_00174	Prbc.g_00242
OG0000950	Syai.g_00163	Prbc.g_00237
OG0000951	Syai.g_00158	Prbc.g_00233
OG0000952	Syai.g_00136	Prbc.g_00229
OG0000953	Syai.g_00132	Prbc.g_00225
OG0000954	Syai.g_00127	Prbc.g_00221
OG0000955	Syai.g_00126	Prbc.g_00220
OG0000956	Syai.g_00124	Prbc.g_00218
OG0000957	Syai.g_00113	Prbc.g_00213
OG0000958	Syai.g_00112	Prbc.g_00212
OG0000959	Syai.g_00108	Prbc.g_00208
OG0000960	Syai.g_00107	Prbc.g_00207
OG0000961	Syai.g_00100	Prbc.g_00204
OG0000962	Syai.g_00098	Prbc.g_00202
OG0000963	Syai.g_00094	Prbc.g_00197
OG0000964	Syai.g_00093	Prbc.g_00196
OG0000965	Syai.g_00092	Prbc.g_00195
OG0000966	Syai.g_00082	Prbc.g_00965
OG0000967	Syai.g_00077	Prbc.g_00969
OG0000968	Syai.g_00085	Prbc.g_00971
OG0000969	Syai.g_00080	Prbc.g_00972
OG0000970	Syai.g_00079	Prbc.g_00973
OG0000971	Syai.g_00074	Prbc.g_00974
OG0000972	Syai.g_00073	Prbc.g_00975
OG0000973	Syai.g_00072	Prbc.g_00976
OG0000974	Syai.g_00071	Prbc.g_00977
OG0000975	Syai.g_00070	Prbc.g_00978
OG0000976	Syai.g_00069	Prbc.g_00979
OG0000977	Syai.g_00067	Prbc.g_00980
OG0000978	Syai.g_00065	Prbc.g_00981
OG0000979	Syai.g_00062	Prbc.g_00984
OG0000980	Syai.g_00059	Prbc.g_00986
OG0000981	Syai.g_00056	Prbc.g_00989
OG0000982	Syai.g_02777	Prbc.g_00991
OG0000983	Syai.g_02778	Prbc.g_00992
OG0000984	Syai.g_02779	Prbc.g_00993
OG0000985	Syai.g_02781	Prbc.g_00996
OG0000986	Syai.g_02784	Prbc.g_00998
OG0000987	Syai.g_02786	Prbc.g_00999
OG0000988	Syai.g_02790	Prbc.g_01002
OG0000989	Syai.g_02797	Prbc.g_01006
OG0000990	Syai.g_02825	Prbc.g_01011
OG0000991	Syai.g_02827	Prbc.g_01012
OG0000992	Syai.g_02830	Prbc.g_01015
OG0000993	Syai.g_02831	Prbc.g_01016
OG0000994	Syai.g_02834	Prbc.g_01017
OG0000995	Syai.g_02840	Prbc.g_01021
OG0000996	Syai.g_02891	Prbc.g_01022
OG0000997	Syai.g_02900	Prbc.g_01043
OG0000998	Syai.g_02902	Prbc.g_01045
OG0000999	Syai.g_02903	Prbc.g_01046
OG0001000	Syai.g_02906	Prbc.g_01049
OG0001001	Syai.g_02911	Prbc.g_01052
OG0001002	Syai.g_02918	Prbc.g_01057
OG0001003	Syai.g_02919	Prbc.g_01060
OG0001004	Syai.g_02920	Prbc.g_01061
OG0001005	Syai.g_02921	Prbc.g_01062
OG0001006	Syai.g_02931	Prbc.g_01067
OG0001007	Syai.g_02933	Prbc.g_01069
OG0001008	Syai.g_02227	Prbc.g_01498
OG0001009	Syai.g_00034	Prbc.g_01097
OG0001010	Syai.g_00035	Prbc.g_01098
OG0001011	Syai.g_00037	Prbc.g_01099
OG0001012	Syai.g_02773	Prbc.g_01121
OG0001013	Syai.g_02750	Prbc.g_01126
OG0001014	Syai.g_02726	Prbc.g_01129
OG0001015	Syai.g_02725	Prbc.g_01130
OG0001016	Syai.g_02479	Prbc.g_00500
OG0001017	Syai.g_02485	Prbc.g_00496
OG0001018	Syai.g_02487	Prbc.g_00493
OG0001019	Syai.g_02508	Prbc.g_00484
OG0001020	Syai.g_02516	Prbc.g_00483
OG0001021	Syai.g_02523	Prbc.g_00482
OG0001022	Syai.g_02528	Prbc.g_00479
OG0001023	Syai.g_02529	Prbc.g_00478
OG0001024	Syai.g_02533	Prbc.g_00475
OG0001025	Syai.g_02540	Prbc.g_00468
OG0001026	Syai.g_02550	Prbc.g_00460
OG0001027	Syai.g_02555	Prbc.g_00459
OG0001028	Syai.g_02557	Prbc.g_00457
OG0001029	Syai.g_02559	Prbc.g_00455
OG0001030	Syai.g_02580	Prbc.g_00439
OG0001031	Syai.g_02656	Prbc.g_00385
OG0001032	Syai.g_02658	Prbc.g_00384
OG0001033	Syai.g_02685	Prbc.g_00364
OG0001034	Syai.g_00537	Prbc.g_00334
OG0001035	Syai.g_00295	Prbc.g_01150
OG0001036	Syai.g_00290	Prbc.g_01154
OG0001037	Syai.g_00288	Prbc.g_01155
OG0001038	Syai.g_00261	Prbc.g_01171
OG0001039	Syai.g_00258	Prbc.g_01173
OG0001040	Syai.g_00255	Prbc.g_01176
OG0001041	Syai.g_00250	Prbc.g_01180
OG0001042	Syai.g_00225	Prbc.g_01196
OG0001043	Syai.g_00221	Prbc.g_01197
OG0001044	Syai.g_00485	Prbc.g_01245
OG0001045	Syai.g_00498	Prbc.g_01254
OG0001046	Syai.g_01471	Prbc.g_02168
OG0001047	Syai.g_02225	Prbc.g_01500
OG0001048	Syai.g_02224	Prbc.g_01501
OG0001049	Syai.g_02215	Prbc.g_01503
OG0001050	Syai.g_02214	Prbc.g_01504
OG0001051	Syai.g_02213	Prbc.g_01505
OG0001052	Syai.g_00861	Prbc.g_01531
OG0001053	Syai.g_00641	Prbc.g_01543
OG0001054	Syai.g_00658	Prbc.g_01557
OG0001055	Syai.g_00679	Prbc.g_01597
OG0001056	Syai.g_00713	Prbc.g_01615
OG0001057	Syai.g_00721	Prbc.g_01620
OG0001058	Syai.g_00734	Prbc.g_01629
OG0001059	Syai.g_00738	Prbc.g_01633
OG0001060	Syai.g_00744	Prbc.g_01640
OG0001061	Syai.g_00765	Prbc.g_01653
OG0001062	Syai.g_00767	Prbc.g_01655
OG0001063	Syai.g_00774	Prbc.g_01656
OG0001064	Syai.g_00775	Prbc.g_01657
OG0001065	Syai.g_00776	Prbc.g_01658
OG0001066	Syai.g_00777	Prbc.g_01659
OG0001067	Syai.g_00778	Prbc.g_01660
OG0001068	Syai.g_00779	Prbc.g_01661
OG0001069	Syai.g_00780	Prbc.g_01662
OG0001070	Syai.g_00783	Prbc.g_01664
OG0001071	Syai.g_00784	Prbc.g_01665
OG0001072	Syai.g_00788	Prbc.g_01666
OG0001073	Syai.g_00807	Prbc.g_01680
OG0001074	Syai.g_01051	Prbc.g_01692
OG0001075	Syai.g_01053	Prbc.g_01693
OG0001076	Syai.g_01069	Prbc.g_01700
OG0001077	Syai.g_01081	Prbc.g_01705
OG0001078	Syai.g_01105	Prbc.g_01713
OG0001079	Syai.g_01118	Prbc.g_01724
OG0001080	Syai.g_01606	Prbc.g_01730
OG0001081	Syai.g_01222	Prbc.g_01732
OG0001082	Syai.g_01223	Prbc.g_01733
OG0001083	Syai.g_01230	Prbc.g_01738
OG0001084	Syai.g_01231	Prbc.g_01739
OG0001085	Syai.g_01241	Prbc.g_01749
OG0001086	Syai.g_01243	Prbc.g_01750
OG0001087	Syai.g_01953	Prbc.g_01770
OG0001088	Syai.g_01957	Prbc.g_01771
OG0001089	Syai.g_01996	Prbc.g_01779
OG0001090	Syai.g_01387	Prbc.g_01788
OG0001091	Syai.g_01389	Prbc.g_01790
OG0001092	Syai.g_01391	Prbc.g_01791
OG0001093	Syai.g_01397	Prbc.g_01796
OG0001094	Syai.g_01315	Prbc.g_01852
OG0001096	Syai.g_01371	Prbc.g_01886
OG0001097	Syai.g_02057	Prbc.g_01906
OG0001098	Syai.g_01603	Prbc.g_01923
OG0001099	Syai.g_02558	Prbc.g_01962
OG0001100	Syai.g_01253	Prbc.g_01969
OG0001101	Syai.g_01254	Prbc.g_01971
OG0001102	Syai.g_01257	Prbc.g_01974
OG0001103	Syai.g_01260	Prbc.g_01976
OG0001104	Syai.g_01300	Prbc.g_01838
OG0001105	Syai.g_01304	Prbc.g_01842
OG0001106	Syai.g_01517	Prbc.g_02024
OG0001107	Syai.g_01505	Prbc.g_02034
OG0001108	Syai.g_01496	Prbc.g_02038
OG0001109	Syai.g_01488	Prbc.g_02039
OG0001110	Syai.g_01486	Prbc.g_02041
