Orthogroup	Prak	Prbk
OG0000571	Prak.g_01093	Prbk.g_02655
OG0000572	Prak.g_01092	Prbk.g_02656
OG0000573	Prak.g_01089	Prbk.g_00738
OG0000574	Prak.g_01088	Prbk.g_00729
OG0000575	Prak.g_01087	Prbk.g_00728
OG0000576	Prak.g_01086	Prbk.g_00727
OG0000577	Prak.g_01085	Prbk.g_00726
OG0000578	Prak.g_01084	Prbk.g_00725
OG0000579	Prak.g_01083	Prbk.g_00723
OG0000580	Prak.g_01082	Prbk.g_00720
OG0000581	Prak.g_01081	Prbk.g_00719
OG0000582	Prak.g_01080	Prbk.g_00718
OG0000583	Prak.g_01079	Prbk.g_00717
OG0000584	Prak.g_01077	Prbk.g_00715
OG0000585	Prak.g_01076	Prbk.g_00714
OG0000586	Prak.g_01074	Prbk.g_00712
OG0000587	Prak.g_01073	Prbk.g_00711
OG0000588	Prak.g_00797	Prbk.g_00708
OG0000589	Prak.g_00798	Prbk.g_00706
OG0000590	Prak.g_00800	Prbk.g_00478
OG0000591	Prak.g_00806	Prbk.g_01361
OG0000592	Prak.g_00807	Prbk.g_01767
OG0000593	Prak.g_00808	Prbk.g_00672
OG0000594	Prak.g_00811	Prbk.g_02509
OG0000595	Prak.g_00812	Prbk.g_01925
OG0000596	Prak.g_00813	Prbk.g_01805
OG0000597	Prak.g_00815	Prbk.g_01827
OG0000598	Prak.g_00816	Prbk.g_01821
OG0000599	Prak.g_00817	Prbk.g_01817
OG0000600	Prak.g_00818	Prbk.g_01816
OG0000601	Prak.g_00821	Prbk.g_01802
OG0000602	Prak.g_00822	Prbk.g_01801
OG0000603	Prak.g_00823	Prbk.g_01800
OG0000604	Prak.g_00826	Prbk.g_01760
OG0000605	Prak.g_00827	Prbk.g_01761
OG0000606	Prak.g_00828	Prbk.g_01764
OG0000607	Prak.g_00830	Prbk.g_01766
OG0000608	Prak.g_00832	Prbk.g_02429
OG0000609	Prak.g_01934	Prbk.g_02262
OG0000610	Prak.g_00756	Prbk.g_00169
OG0000611	Prak.g_00838	Prbk.g_00617
OG0000612	Prak.g_00839	Prbk.g_00616
OG0000613	Prak.g_01060	Prbk.g_00615
OG0000614	Prak.g_01059	Prbk.g_00614
OG0000615	Prak.g_01057	Prbk.g_00613
OG0000616	Prak.g_01056	Prbk.g_00612
OG0000617	Prak.g_01055	Prbk.g_00611
OG0000618	Prak.g_01054	Prbk.g_00610
OG0000619	Prak.g_01053	Prbk.g_00608
OG0000620	Prak.g_01052	Prbk.g_00607
OG0000621	Prak.g_01051	Prbk.g_00606
OG0000622	Prak.g_01050	Prbk.g_00605
OG0000623	Prak.g_01049	Prbk.g_00604
OG0000624	Prak.g_01047	Prbk.g_00603
OG0000625	Prak.g_01046	Prbk.g_00602
OG0000626	Prak.g_01045	Prbk.g_00601
OG0000627	Prak.g_01044	Prbk.g_02376
OG0000628	Prak.g_01043	Prbk.g_02375
OG0000629	Prak.g_01042	Prbk.g_02372
OG0000630	Prak.g_01041	Prbk.g_02371
OG0000631	Prak.g_01039	Prbk.g_02368
OG0000632	Prak.g_01038	Prbk.g_01780
OG0000633	Prak.g_00728	Prbk.g_01872
OG0000634	Prak.g_01261	Prbk.g_01863
OG0000635	Prak.g_00608	Prbk.g_02332
OG0000636	Prak.g_00607	Prbk.g_02333
OG0000637	Prak.g_00606	Prbk.g_02334
OG0000638	Prak.g_00353	Prbk.g_00865
OG0000639	Prak.g_00940	Prbk.g_01455
OG0000640	Prak.g_00944	Prbk.g_02367
OG0000641	Prak.g_00946	Prbk.g_02362
OG0000642	Prak.g_00947	Prbk.g_02361
OG0000643	Prak.g_00948	Prbk.g_02360
OG0000644	Prak.g_01061	Prbk.g_02462
OG0000645	Prak.g_00840	Prbk.g_02463
OG0000646	Prak.g_00841	Prbk.g_02464
OG0000647	Prak.g_00842	Prbk.g_02465
OG0000648	Prak.g_00844	Prbk.g_02467
OG0000649	Prak.g_00845	Prbk.g_02468
OG0000650	Prak.g_00846	Prbk.g_02469
OG0000651	Prak.g_00847	Prbk.g_02470
OG0000652	Prak.g_00848	Prbk.g_02471
OG0000653	Prak.g_00849	Prbk.g_02472
OG0000654	Prak.g_00851	Prbk.g_02474
OG0000655	Prak.g_00853	Prbk.g_02476
OG0000656	Prak.g_00854	Prbk.g_02477
OG0000657	Prak.g_00855	Prbk.g_02478
OG0000658	Prak.g_00856	Prbk.g_02479
OG0000659	Prak.g_00857	Prbk.g_02480
OG0000660	Prak.g_00858	Prbk.g_02481
OG0000661	Prak.g_00859	Prbk.g_02483
OG0000662	Prak.g_00861	Prbk.g_02486
OG0000663	Prak.g_00862	Prbk.g_02487
OG0000664	Prak.g_00863	Prbk.g_02488
OG0000665	Prak.g_00864	Prbk.g_02489
OG0000666	Prak.g_00865	Prbk.g_02490
OG0000667	Prak.g_00866	Prbk.g_02491
OG0000668	Prak.g_00867	Prbk.g_02492
OG0000669	Prak.g_00869	Prbk.g_02494
OG0000670	Prak.g_00870	Prbk.g_02495
OG0000671	Prak.g_00871	Prbk.g_02496
OG0000672	Prak.g_00872	Prbk.g_02497
OG0000673	Prak.g_00873	Prbk.g_02498
OG0000674	Prak.g_00874	Prbk.g_02499
OG0000675	Prak.g_00876	Prbk.g_02526
OG0000676	Prak.g_00877	Prbk.g_02527
OG0000677	Prak.g_00880	Prbk.g_02530
OG0000678	Prak.g_00882	Prbk.g_02532
OG0000679	Prak.g_00884	Prbk.g_02534
OG0000680	Prak.g_00885	Prbk.g_02535
OG0000681	Prak.g_00886	Prbk.g_02536
OG0000682	Prak.g_00887	Prbk.g_02537
OG0000683	Prak.g_00889	Prbk.g_02539
OG0000684	Prak.g_00890	Prbk.g_02540
OG0000685	Prak.g_00891	Prbk.g_02541
OG0000686	Prak.g_00892	Prbk.g_02542
OG0000687	Prak.g_00893	Prbk.g_02543
OG0000688	Prak.g_00894	Prbk.g_02544
OG0000689	Prak.g_00895	Prbk.g_02546
OG0000690	Prak.g_00896	Prbk.g_02547
OG0000691	Prak.g_00897	Prbk.g_02548
OG0000692	Prak.g_00901	Prbk.g_02559
OG0000693	Prak.g_00902	Prbk.g_02560
OG0000694	Prak.g_00903	Prbk.g_02563
OG0000695	Prak.g_00904	Prbk.g_02567
OG0000696	Prak.g_00905	Prbk.g_02568
OG0000697	Prak.g_00907	Prbk.g_02570
OG0000698	Prak.g_00911	Prbk.g_02379
OG0000699	Prak.g_00912	Prbk.g_00598
OG0000700	Prak.g_00748	Prbk.g_00582
OG0000701	Prak.g_00753	Prbk.g_00193
OG0000702	Prak.g_00759	Prbk.g_02580
OG0000703	Prak.g_00761	Prbk.g_02389
OG0000704	Prak.g_00762	Prbk.g_01662
OG0000705	Prak.g_00764	Prbk.g_02390
OG0000706	Prak.g_00765	Prbk.g_02391
OG0000707	Prak.g_00767	Prbk.g_02393
OG0000708	Prak.g_00768	Prbk.g_02394
OG0000709	Prak.g_00770	Prbk.g_02396
OG0000710	Prak.g_00771	Prbk.g_02397
OG0000711	Prak.g_00772	Prbk.g_02398
OG0000712	Prak.g_00773	Prbk.g_02399
OG0000713	Prak.g_00774	Prbk.g_02400
OG0000714	Prak.g_00776	Prbk.g_02408
OG0000715	Prak.g_00777	Prbk.g_02410
OG0000716	Prak.g_00779	Prbk.g_02415
OG0000717	Prak.g_00780	Prbk.g_02417
OG0000718	Prak.g_00781	Prbk.g_02420
OG0000719	Prak.g_00783	Prbk.g_02435
OG0000720	Prak.g_00784	Prbk.g_02436
OG0000721	Prak.g_00787	Prbk.g_02438
OG0000722	Prak.g_00788	Prbk.g_02439
OG0000723	Prak.g_00789	Prbk.g_02440
OG0000724	Prak.g_00791	Prbk.g_02453
OG0000725	Prak.g_00792	Prbk.g_02452
OG0000726	Prak.g_00793	Prbk.g_02451
OG0000727	Prak.g_00794	Prbk.g_02450
OG0000728	Prak.g_00795	Prbk.g_02449
OG0000729	Prak.g_00796	Prbk.g_02447
OG0000730	Prak.g_01071	Prbk.g_02444
OG0000731	Prak.g_01069	Prbk.g_02455
OG0000732	Prak.g_01068	Prbk.g_02456
OG0000733	Prak.g_01067	Prbk.g_02457
OG0000734	Prak.g_01066	Prbk.g_02458
OG0000735	Prak.g_01064	Prbk.g_02459
OG0000736	Prak.g_01063	Prbk.g_02460
OG0000737	Prak.g_01062	Prbk.g_02461
OG0000738	Prak.g_00949	Prbk.g_02359
OG0000739	Prak.g_00950	Prbk.g_02358
OG0000740	Prak.g_00951	Prbk.g_02357
OG0000741	Prak.g_00952	Prbk.g_02355
OG0000742	Prak.g_00954	Prbk.g_02353
OG0000743	Prak.g_00955	Prbk.g_02352
OG0000744	Prak.g_00956	Prbk.g_02350
OG0000745	Prak.g_00957	Prbk.g_02349
OG0000746	Prak.g_00958	Prbk.g_02348
OG0000747	Prak.g_00959	Prbk.g_01698
OG0000748	Prak.g_00960	Prbk.g_02340
OG0000749	Prak.g_00961	Prbk.g_02339
OG0000750	Prak.g_00963	Prbk.g_02337
OG0000751	Prak.g_00964	Prbk.g_02336
OG0000752	Prak.g_01023	Prbk.g_02189
OG0000753	Prak.g_00966	Prbk.g_02331
OG0000754	Prak.g_00967	Prbk.g_02330
OG0000755	Prak.g_00968	Prbk.g_02329
OG0000756	Prak.g_00970	Prbk.g_02327
OG0000757	Prak.g_00971	Prbk.g_02326
OG0000758	Prak.g_00972	Prbk.g_02325
OG0000759	Prak.g_00974	Prbk.g_02320
OG0000760	Prak.g_00975	Prbk.g_02319
OG0000761	Prak.g_00976	Prbk.g_02317
OG0000762	Prak.g_00978	Prbk.g_02315
OG0000763	Prak.g_00979	Prbk.g_02313
OG0000764	Prak.g_00980	Prbk.g_02311
OG0000765	Prak.g_00981	Prbk.g_02310
OG0000766	Prak.g_00982	Prbk.g_02309
OG0000767	Prak.g_00984	Prbk.g_02307
OG0000768	Prak.g_00985	Prbk.g_02306
OG0000769	Prak.g_00986	Prbk.g_02305
OG0000770	Prak.g_00987	Prbk.g_02304
OG0000771	Prak.g_00988	Prbk.g_02303
OG0000772	Prak.g_01238	Prbk.g_01728
OG0000773	Prak.g_00990	Prbk.g_02301
OG0000774	Prak.g_00991	Prbk.g_02299
OG0000775	Prak.g_00992	Prbk.g_02297
OG0000776	Prak.g_00995	Prbk.g_02293
OG0000777	Prak.g_00996	Prbk.g_02292
OG0000778	Prak.g_00997	Prbk.g_00562
OG0000779	Prak.g_00998	Prbk.g_00566
OG0000780	Prak.g_01000	Prbk.g_00568
OG0000781	Prak.g_01002	Prbk.g_00572
OG0000782	Prak.g_01003	Prbk.g_00573
OG0000783	Prak.g_01007	Prbk.g_00578
OG0000784	Prak.g_01009	Prbk.g_00580
OG0000785	Prak.g_01010	Prbk.g_00581
OG0000786	Prak.g_01011	Prbk.g_00583
OG0000787	Prak.g_01012	Prbk.g_00584
OG0000788	Prak.g_01018	Prbk.g_00590
OG0000789	Prak.g_01021	Prbk.g_00593
OG0000790	Prak.g_01022	Prbk.g_02190
OG0000791	Prak.g_01025	Prbk.g_00594
OG0000792	Prak.g_01026	Prbk.g_00595
OG0000793	Prak.g_01027	Prbk.g_00596
OG0000794	Prak.g_01030	Prbk.g_00599
OG0000795	Prak.g_00931	Prbk.g_00068
OG0000796	Prak.g_00930	Prbk.g_00067
OG0000797	Prak.g_00928	Prbk.g_00064
OG0000798	Prak.g_00927	Prbk.g_00063
OG0000799	Prak.g_00926	Prbk.g_00062
OG0000800	Prak.g_00925	Prbk.g_00061
OG0000801	Prak.g_00922	Prbk.g_00058
OG0000802	Prak.g_00921	Prbk.g_00057
OG0000803	Prak.g_00919	Prbk.g_00054
OG0000804	Prak.g_00918	Prbk.g_00053
OG0000805	Prak.g_00917	Prbk.g_00052
OG0000806	Prak.g_00915	Prbk.g_00051
OG0000807	Prak.g_00383	Prbk.g_00627
OG0000808	Prak.g_00712	Prbk.g_02595
OG0000809	Prak.g_01220	Prbk.g_02022
OG0000810	Prak.g_00603	Prbk.g_01700
OG0000811	Prak.g_01255	Prbk.g_01531
OG0000812	Prak.g_01214	Prbk.g_00869
OG0000813	Prak.g_00362	Prbk.g_00879
OG0000814	Prak.g_01241	Prbk.g_01234
OG0000815	Prak.g_01328	Prbk.g_02613
OG0000816	Prak.g_01551	Prbk.g_02202
OG0000817	Prak.g_01552	Prbk.g_02196
OG0000818	Prak.g_00723	Prbk.g_01456
OG0000819	Prak.g_01194	Prbk.g_01227
OG0000820	Prak.g_01188	Prbk.g_00004
OG0000821	Prak.g_01186	Prbk.g_01037
OG0000822	Prak.g_01185	Prbk.g_01036
OG0000823	Prak.g_01184	Prbk.g_01035
OG0000824	Prak.g_01183	Prbk.g_01034
OG0000825	Prak.g_01182	Prbk.g_01032
OG0000826	Prak.g_01181	Prbk.g_01031
OG0000827	Prak.g_01180	Prbk.g_01028
OG0000828	Prak.g_01179	Prbk.g_01026
OG0000829	Prak.g_01178	Prbk.g_01025
OG0000830	Prak.g_01176	Prbk.g_01022
OG0000831	Prak.g_01173	Prbk.g_01020
OG0000832	Prak.g_01171	Prbk.g_01018
OG0000833	Prak.g_01170	Prbk.g_01017
OG0000834	Prak.g_01169	Prbk.g_00141
OG0000835	Prak.g_01168	Prbk.g_00142
OG0000836	Prak.g_01167	Prbk.g_00143
OG0000837	Prak.g_01164	Prbk.g_00153
OG0000838	Prak.g_01163	Prbk.g_00155
OG0000839	Prak.g_01162	Prbk.g_00156
OG0000840	Prak.g_01161	Prbk.g_00157
OG0000841	Prak.g_01160	Prbk.g_00158
OG0000842	Prak.g_01158	Prbk.g_00106
OG0000843	Prak.g_01157	Prbk.g_00105
OG0000844	Prak.g_01156	Prbk.g_00104
OG0000845	Prak.g_01155	Prbk.g_00103
OG0000846	Prak.g_01153	Prbk.g_00100
OG0000847	Prak.g_01151	Prbk.g_00099
OG0000848	Prak.g_01150	Prbk.g_01501
OG0000849	Prak.g_01147	Prbk.g_01498
OG0000850	Prak.g_01146	Prbk.g_01497
OG0000851	Prak.g_01144	Prbk.g_00139
OG0000852	Prak.g_01142	Prbk.g_00137
OG0000853	Prak.g_01140	Prbk.g_00135
OG0000854	Prak.g_01138	Prbk.g_00133
OG0000855	Prak.g_01137	Prbk.g_00132
OG0000856	Prak.g_01136	Prbk.g_00131
OG0000857	Prak.g_01135	Prbk.g_00130
OG0000858	Prak.g_01134	Prbk.g_00129
OG0000859	Prak.g_01133	Prbk.g_00128
OG0000860	Prak.g_01132	Prbk.g_00127
OG0000861	Prak.g_01131	Prbk.g_01503
OG0000862	Prak.g_01130	Prbk.g_01504
OG0000863	Prak.g_01129	Prbk.g_01505
OG0000864	Prak.g_01128	Prbk.g_01506
OG0000865	Prak.g_01127	Prbk.g_01508
OG0000866	Prak.g_01126	Prbk.g_00189
OG0000867	Prak.g_01125	Prbk.g_00188
OG0000868	Prak.g_01124	Prbk.g_00186
OG0000869	Prak.g_01122	Prbk.g_00183
OG0000870	Prak.g_01121	Prbk.g_00182
OG0000871	Prak.g_01120	Prbk.g_00178
OG0000872	Prak.g_01119	Prbk.g_00177
OG0000873	Prak.g_01117	Prbk.g_00175
OG0000874	Prak.g_01116	Prbk.g_00174
OG0000875	Prak.g_01115	Prbk.g_00097
OG0000876	Prak.g_01114	Prbk.g_00098
OG0000877	Prak.g_00593	Prbk.g_00122
OG0000878	Prak.g_01571	Prbk.g_02011
OG0000879	Prak.g_01266	Prbk.g_00164
OG0000880	Prak.g_01267	Prbk.g_00163
OG0000881	Prak.g_01268	Prbk.g_00162
OG0000882	Prak.g_01269	Prbk.g_01194
OG0000883	Prak.g_01270	Prbk.g_01192
OG0000884	Prak.g_01272	Prbk.g_01190
OG0000885	Prak.g_01273	Prbk.g_01189
OG0000886	Prak.g_01274	Prbk.g_01188
OG0000887	Prak.g_01275	Prbk.g_01187
OG0000888	Prak.g_01276	Prbk.g_01186
OG0000889	Prak.g_01279	Prbk.g_01182
OG0000890	Prak.g_01280	Prbk.g_01179
OG0000891	Prak.g_01281	Prbk.g_01178
OG0000892	Prak.g_01284	Prbk.g_01175
OG0000893	Prak.g_01285	Prbk.g_01174
OG0000894	Prak.g_01286	Prbk.g_01173
OG0000895	Prak.g_01287	Prbk.g_01172
OG0000896	Prak.g_01288	Prbk.g_01171
OG0000897	Prak.g_01289	Prbk.g_01170
OG0000898	Prak.g_01292	Prbk.g_01167
OG0000899	Prak.g_01293	Prbk.g_01166
OG0000900	Prak.g_01305	Prbk.g_01199
OG0000901	Prak.g_01301	Prbk.g_02120
OG0000902	Prak.g_00460	Prbk.g_00334
OG0000903	Prak.g_01237	Prbk.g_02564
OG0000904	Prak.g_01490	Prbk.g_01691
OG0000905	Prak.g_01215	Prbk.g_00055
OG0000906	Prak.g_01197	Prbk.g_00629
OG0000907	Prak.g_00909	Prbk.g_02578
OG0000908	Prak.g_01234	Prbk.g_00923
OG0000909	Prak.g_01331	Prbk.g_02051
OG0000910	Prak.g_01332	Prbk.g_02050
OG0000911	Prak.g_01333	Prbk.g_02049
OG0000912	Prak.g_01334	Prbk.g_02048
OG0000913	Prak.g_01335	Prbk.g_02047
OG0000914	Prak.g_01336	Prbk.g_02046
OG0000915	Prak.g_01337	Prbk.g_02045
OG0000916	Prak.g_01338	Prbk.g_02044
OG0000917	Prak.g_01339	Prbk.g_02042
OG0000918	Prak.g_01340	Prbk.g_02041
OG0000919	Prak.g_01341	Prbk.g_02040
OG0000920	Prak.g_01342	Prbk.g_02039
OG0000921	Prak.g_01343	Prbk.g_02038
OG0000922	Prak.g_01344	Prbk.g_02037
OG0000923	Prak.g_01345	Prbk.g_02036
OG0000924	Prak.g_01346	Prbk.g_02035
OG0000925	Prak.g_01347	Prbk.g_02034
OG0000926	Prak.g_01824	Prbk.g_00526
OG0000927	Prak.g_01374	Prbk.g_01929
OG0000928	Prak.g_01375	Prbk.g_01930
OG0000929	Prak.g_01376	Prbk.g_01931
OG0000930	Prak.g_01377	Prbk.g_01937
OG0000931	Prak.g_01378	Prbk.g_01938
OG0000932	Prak.g_01380	Prbk.g_00244
OG0000933	Prak.g_01381	Prbk.g_00246
OG0000934	Prak.g_01382	Prbk.g_00247
OG0000935	Prak.g_01383	Prbk.g_00248
OG0000936	Prak.g_01384	Prbk.g_00249
OG0000937	Prak.g_01385	Prbk.g_00250
OG0000938	Prak.g_01386	Prbk.g_00252
OG0000939	Prak.g_01387	Prbk.g_00253
OG0000940	Prak.g_01388	Prbk.g_00255
OG0000941	Prak.g_01389	Prbk.g_00257
OG0000942	Prak.g_01390	Prbk.g_00258
OG0000943	Prak.g_01393	Prbk.g_00261
OG0000944	Prak.g_01394	Prbk.g_00270
OG0000945	Prak.g_01395	Prbk.g_00271
OG0000946	Prak.g_01396	Prbk.g_00272
OG0000947	Prak.g_01397	Prbk.g_00273
OG0000948	Prak.g_01398	Prbk.g_00274
OG0000949	Prak.g_01399	Prbk.g_00275
OG0000950	Prak.g_01400	Prbk.g_00276
OG0000951	Prak.g_01401	Prbk.g_00277
OG0000952	Prak.g_01402	Prbk.g_00278
OG0000953	Prak.g_01403	Prbk.g_00279
OG0000954	Prak.g_01404	Prbk.g_00280
OG0000955	Prak.g_01405	Prbk.g_00281
OG0000956	Prak.g_01406	Prbk.g_00282
OG0000957	Prak.g_01407	Prbk.g_00283
OG0000958	Prak.g_01408	Prbk.g_01237
OG0000959	Prak.g_01409	Prbk.g_01236
OG0000960	Prak.g_01410	Prbk.g_01235
OG0000961	Prak.g_01414	Prbk.g_01228
OG0000962	Prak.g_01415	Prbk.g_01226
OG0000963	Prak.g_01416	Prbk.g_01225
OG0000964	Prak.g_01418	Prbk.g_01222
OG0000965	Prak.g_01419	Prbk.g_01221
OG0000966	Prak.g_01420	Prbk.g_01220
OG0000967	Prak.g_01421	Prbk.g_01219
OG0000968	Prak.g_01422	Prbk.g_01218
OG0000969	Prak.g_01423	Prbk.g_01217
OG0000970	Prak.g_01424	Prbk.g_01216
OG0000971	Prak.g_01425	Prbk.g_01215
OG0000972	Prak.g_01426	Prbk.g_01214
OG0000973	Prak.g_01427	Prbk.g_01213
OG0000974	Prak.g_01429	Prbk.g_01211
OG0000975	Prak.g_01435	Prbk.g_01654
OG0000976	Prak.g_01437	Prbk.g_02016
OG0000977	Prak.g_01439	Prbk.g_02006
OG0000978	Prak.g_01441	Prbk.g_02004
OG0000979	Prak.g_01443	Prbk.g_02002
OG0000980	Prak.g_01444	Prbk.g_02001
OG0000981	Prak.g_01445	Prbk.g_02596
OG0000982	Prak.g_01446	Prbk.g_02000
OG0000983	Prak.g_01448	Prbk.g_01998
OG0000984	Prak.g_01449	Prbk.g_01997
OG0000985	Prak.g_01450	Prbk.g_01996
OG0000986	Prak.g_01451	Prbk.g_01994
OG0000987	Prak.g_01452	Prbk.g_01993
OG0000988	Prak.g_01453	Prbk.g_01991
OG0000989	Prak.g_01454	Prbk.g_01990
OG0000990	Prak.g_01455	Prbk.g_01989
OG0000991	Prak.g_01456	Prbk.g_01988
OG0000992	Prak.g_01457	Prbk.g_01987
OG0000993	Prak.g_01458	Prbk.g_01986
OG0000994	Prak.g_01459	Prbk.g_01985
OG0000995	Prak.g_01460	Prbk.g_01983
OG0000996	Prak.g_01461	Prbk.g_01982
OG0000997	Prak.g_01462	Prbk.g_01981
OG0000998	Prak.g_01463	Prbk.g_01980
OG0000999	Prak.g_01464	Prbk.g_01979
OG0001000	Prak.g_01465	Prbk.g_01978
OG0001001	Prak.g_01467	Prbk.g_01977
OG0001002	Prak.g_01468	Prbk.g_00937
OG0001003	Prak.g_01469	Prbk.g_00936
OG0001004	Prak.g_01470	Prbk.g_01360
OG0001005	Prak.g_01473	Prbk.g_00934
OG0001006	Prak.g_01474	Prbk.g_00933
OG0001007	Prak.g_01475	Prbk.g_00932
OG0001008	Prak.g_01477	Prbk.g_00930
OG0001009	Prak.g_01478	Prbk.g_00929
OG0001010	Prak.g_01588	Prbk.g_02593
OG0001011	Prak.g_00590	Prbk.g_02619
OG0001012	Prak.g_00860	Prbk.g_02485
OG0001013	Prak.g_01638	Prbk.g_00918
OG0001014	Prak.g_01639	Prbk.g_00917
OG0001015	Prak.g_01646	Prbk.g_00906
OG0001016	Prak.g_01647	Prbk.g_00905
OG0001017	Prak.g_01648	Prbk.g_00904
OG0001018	Prak.g_01649	Prbk.g_00902
OG0001019	Prak.g_01651	Prbk.g_01451
OG0001020	Prak.g_01652	Prbk.g_01450
OG0001021	Prak.g_01653	Prbk.g_01449
OG0001022	Prak.g_01654	Prbk.g_01448
OG0001023	Prak.g_01655	Prbk.g_01447
OG0001024	Prak.g_01657	Prbk.g_01445
OG0001025	Prak.g_01658	Prbk.g_01444
OG0001026	Prak.g_01659	Prbk.g_01443
OG0001027	Prak.g_01660	Prbk.g_01442
OG0001028	Prak.g_01661	Prbk.g_01441
OG0001029	Prak.g_01662	Prbk.g_01440
OG0001030	Prak.g_01663	Prbk.g_01439
OG0001031	Prak.g_01664	Prbk.g_01438
OG0001032	Prak.g_01665	Prbk.g_01437
OG0001033	Prak.g_01666	Prbk.g_01436
OG0001034	Prak.g_01667	Prbk.g_01434
OG0001035	Prak.g_01669	Prbk.g_01432
OG0001036	Prak.g_01670	Prbk.g_01431
OG0001037	Prak.g_01671	Prbk.g_01429
OG0001038	Prak.g_01672	Prbk.g_01428
OG0001039	Prak.g_01673	Prbk.g_01427
OG0001040	Prak.g_01674	Prbk.g_01426
OG0001041	Prak.g_01675	Prbk.g_01425
OG0001042	Prak.g_01676	Prbk.g_01423
OG0001043	Prak.g_01677	Prbk.g_01422
OG0001044	Prak.g_01678	Prbk.g_01421
OG0001045	Prak.g_01679	Prbk.g_01420
OG0001046	Prak.g_01680	Prbk.g_01419
OG0001047	Prak.g_01683	Prbk.g_01415
OG0001048	Prak.g_01685	Prbk.g_01413
OG0001049	Prak.g_01686	Prbk.g_01412
OG0001050	Prak.g_01687	Prbk.g_01411
OG0001051	Prak.g_01688	Prbk.g_01410
OG0001052	Prak.g_01689	Prbk.g_01409
OG0001053	Prak.g_01691	Prbk.g_01407
OG0001054	Prak.g_01693	Prbk.g_01405
OG0001055	Prak.g_01694	Prbk.g_01404
OG0001056	Prak.g_01695	Prbk.g_01403
OG0001057	Prak.g_01696	Prbk.g_01402
OG0001058	Prak.g_01697	Prbk.g_01401
OG0001059	Prak.g_01698	Prbk.g_01400
OG0001060	Prak.g_01699	Prbk.g_01399
OG0001061	Prak.g_01700	Prbk.g_01398
OG0001062	Prak.g_01701	Prbk.g_01384
OG0001063	Prak.g_01702	Prbk.g_01383
OG0001064	Prak.g_01704	Prbk.g_01381
OG0001065	Prak.g_01708	Prbk.g_01901
OG0001066	Prak.g_01710	Prbk.g_01904
OG0001067	Prak.g_01711	Prbk.g_01905
OG0001068	Prak.g_01714	Prbk.g_01909
OG0001069	Prak.g_01715	Prbk.g_01910
OG0001070	Prak.g_01716	Prbk.g_01911
OG0001071	Prak.g_01717	Prbk.g_01912
OG0001072	Prak.g_01718	Prbk.g_01913
OG0001073	Prak.g_01719	Prbk.g_01914
OG0001074	Prak.g_01720	Prbk.g_01915
OG0001075	Prak.g_01721	Prbk.g_01916
OG0001076	Prak.g_01722	Prbk.g_01917
OG0001077	Prak.g_01723	Prbk.g_01918
OG0001078	Prak.g_01724	Prbk.g_01920
OG0001079	Prak.g_01725	Prbk.g_01921
OG0001080	Prak.g_01726	Prbk.g_01922
OG0001081	Prak.g_01730	Prbk.g_00990
OG0001082	Prak.g_01731	Prbk.g_00991
OG0001083	Prak.g_01734	Prbk.g_00995
OG0001084	Prak.g_01733	Prbk.g_00993
OG0001085	Prak.g_01732	Prbk.g_00992
OG0001086	Prak.g_01729	Prbk.g_00996
OG0001087	Prak.g_01728	Prbk.g_00997
OG0001088	Prak.g_01727	Prbk.g_01926
OG0001089	Prak.g_01737	Prbk.g_00988
OG0001090	Prak.g_01739	Prbk.g_00986
OG0001091	Prak.g_01740	Prbk.g_00985
OG0001092	Prak.g_01741	Prbk.g_00984
OG0001093	Prak.g_01742	Prbk.g_00983
OG0001094	Prak.g_01743	Prbk.g_00982
OG0001095	Prak.g_01744	Prbk.g_00981
OG0001096	Prak.g_01745	Prbk.g_00980
OG0001097	Prak.g_01746	Prbk.g_00979
OG0001098	Prak.g_01747	Prbk.g_00978
OG0001099	Prak.g_01748	Prbk.g_00977
OG0001100	Prak.g_01749	Prbk.g_00976
OG0001101	Prak.g_01750	Prbk.g_00975
OG0001102	Prak.g_01751	Prbk.g_00974
OG0001103	Prak.g_01752	Prbk.g_00973
OG0001104	Prak.g_01753	Prbk.g_00972
OG0001105	Prak.g_01754	Prbk.g_00971
OG0001106	Prak.g_01755	Prbk.g_00970
OG0001107	Prak.g_01756	Prbk.g_00969
OG0001108	Prak.g_01757	Prbk.g_00968
OG0001109	Prak.g_01758	Prbk.g_00967
OG0001110	Prak.g_01759	Prbk.g_00966
OG0001111	Prak.g_01760	Prbk.g_00965
OG0001112	Prak.g_01761	Prbk.g_00964
OG0001113	Prak.g_01762	Prbk.g_00963
OG0001114	Prak.g_01763	Prbk.g_00962
OG0001115	Prak.g_01764	Prbk.g_00961
OG0001116	Prak.g_01765	Prbk.g_00960
OG0001117	Prak.g_01766	Prbk.g_00959
OG0001118	Prak.g_01767	Prbk.g_00958
OG0001119	Prak.g_01768	Prbk.g_00957
OG0001120	Prak.g_01769	Prbk.g_00956
OG0001121	Prak.g_01771	Prbk.g_00953
OG0001122	Prak.g_01772	Prbk.g_00952
OG0001123	Prak.g_01773	Prbk.g_00951
OG0001124	Prak.g_01775	Prbk.g_00949
OG0001125	Prak.g_01777	Prbk.g_00947
OG0001126	Prak.g_01778	Prbk.g_00946
OG0001127	Prak.g_01781	Prbk.g_00797
OG0001128	Prak.g_01782	Prbk.g_00798
OG0001129	Prak.g_01783	Prbk.g_00801
