Orthogroup	Prak	Prab
OG0000589	Prak.g_00798	Prab.g_00676
OG0000590	Prak.g_00800	Prab.g_00678
OG0000591	Prak.g_00806	Prab.g_00684
OG0000592	Prak.g_00807	Prab.g_00685
OG0000593	Prak.g_00808	Prab.g_00686
OG0000594	Prak.g_00811	Prab.g_00688
OG0000595	Prak.g_00812	Prab.g_00689
OG0000596	Prak.g_00813	Prab.g_00690
OG0000597	Prak.g_00815	Prab.g_00692
OG0000598	Prak.g_00816	Prab.g_00693
OG0000599	Prak.g_00817	Prab.g_00694
OG0000600	Prak.g_00818	Prab.g_00695
OG0000601	Prak.g_00821	Prab.g_00697
OG0000602	Prak.g_00822	Prab.g_00698
OG0000603	Prak.g_00823	Prab.g_00699
OG0000604	Prak.g_00826	Prab.g_00700
OG0000605	Prak.g_00827	Prab.g_00701
OG0000606	Prak.g_00828	Prab.g_00702
OG0000607	Prak.g_00830	Prab.g_00704
OG0000608	Prak.g_00832	Prab.g_00705
OG0000609	Prak.g_01934	Prab.g_00711
OG0000610	Prak.g_00756	Prab.g_00712
OG0000611	Prak.g_00838	Prab.g_00724
OG0000612	Prak.g_00839	Prab.g_00725
OG0000613	Prak.g_01060	Prab.g_00726
OG0000614	Prak.g_01059	Prab.g_00727
OG0000615	Prak.g_01057	Prab.g_00729
OG0000616	Prak.g_01056	Prab.g_00730
OG0000617	Prak.g_01055	Prab.g_00731
OG0000618	Prak.g_01054	Prab.g_00732
OG0000619	Prak.g_01053	Prab.g_00733
OG0000620	Prak.g_01052	Prab.g_00734
OG0000621	Prak.g_01051	Prab.g_00735
OG0000622	Prak.g_01050	Prab.g_00736
OG0000623	Prak.g_01049	Prab.g_00737
OG0000624	Prak.g_01047	Prab.g_00738
OG0000625	Prak.g_01046	Prab.g_00739
OG0000626	Prak.g_01045	Prab.g_00740
OG0000627	Prak.g_01044	Prab.g_00741
OG0000628	Prak.g_01043	Prab.g_00742
OG0000629	Prak.g_01042	Prab.g_00743
OG0000630	Prak.g_01041	Prab.g_00744
OG0000631	Prak.g_01039	Prab.g_00746
OG0000632	Prak.g_01038	Prab.g_00763
OG0000633	Prak.g_00728	Prab.g_00768
OG0000634	Prak.g_01261	Prab.g_00783
OG0000635	Prak.g_00608	Prab.g_00804
OG0000636	Prak.g_00607	Prab.g_00805
OG0000637	Prak.g_00606	Prab.g_00806
OG0000638	Prak.g_00353	Prab.g_00818
OG0000639	Prak.g_00940	Prab.g_00827
OG0000640	Prak.g_00944	Prab.g_00829
OG0000641	Prak.g_00946	Prab.g_00831
OG0000642	Prak.g_00947	Prab.g_00832
OG0000643	Prak.g_00948	Prab.g_00833
OG0000644	Prak.g_01061	Prab.g_00834
OG0000645	Prak.g_00840	Prab.g_00835
OG0000646	Prak.g_00841	Prab.g_00836
OG0000647	Prak.g_00842	Prab.g_00837
OG0000648	Prak.g_00844	Prab.g_00839
OG0000649	Prak.g_00845	Prab.g_00840
OG0000650	Prak.g_00846	Prab.g_00841
OG0000651	Prak.g_00847	Prab.g_00842
OG0000652	Prak.g_00848	Prab.g_00843
OG0000653	Prak.g_00849	Prab.g_00844
OG0000654	Prak.g_00851	Prab.g_00846
OG0000655	Prak.g_00853	Prab.g_00848
OG0000656	Prak.g_00854	Prab.g_00849
OG0000657	Prak.g_00855	Prab.g_00850
OG0000658	Prak.g_00856	Prab.g_00851
OG0000659	Prak.g_00857	Prab.g_00852
OG0000660	Prak.g_00858	Prab.g_00853
OG0000661	Prak.g_00859	Prab.g_00854
OG0000662	Prak.g_00861	Prab.g_00855
OG0000663	Prak.g_00862	Prab.g_00856
OG0000664	Prak.g_00863	Prab.g_00857
OG0000665	Prak.g_00864	Prab.g_00858
OG0000666	Prak.g_00865	Prab.g_00859
OG0000667	Prak.g_00866	Prab.g_00860
OG0000668	Prak.g_00867	Prab.g_00861
OG0000669	Prak.g_00869	Prab.g_00863
OG0000670	Prak.g_00870	Prab.g_00864
OG0000671	Prak.g_00871	Prab.g_00865
OG0000672	Prak.g_00872	Prab.g_00866
OG0000673	Prak.g_00873	Prab.g_00867
OG0000674	Prak.g_00874	Prab.g_00868
OG0000675	Prak.g_00876	Prab.g_00870
OG0000676	Prak.g_00877	Prab.g_00871
OG0000677	Prak.g_00880	Prab.g_00873
OG0000678	Prak.g_00882	Prab.g_00875
OG0000679	Prak.g_00884	Prab.g_00876
OG0000680	Prak.g_00885	Prab.g_00877
OG0000681	Prak.g_00886	Prab.g_00878
OG0000682	Prak.g_00887	Prab.g_00879
OG0000683	Prak.g_00889	Prab.g_00881
OG0000684	Prak.g_00890	Prab.g_00882
OG0000685	Prak.g_00891	Prab.g_00883
OG0000686	Prak.g_00892	Prab.g_00884
OG0000687	Prak.g_00893	Prab.g_00885
OG0000688	Prak.g_00894	Prab.g_00886
OG0000689	Prak.g_00895	Prab.g_00887
OG0000690	Prak.g_00896	Prab.g_00888
OG0000691	Prak.g_00897	Prab.g_00889
OG0000692	Prak.g_00901	Prab.g_00891
OG0000693	Prak.g_00902	Prab.g_00892
OG0000694	Prak.g_00903	Prab.g_00893
OG0000695	Prak.g_00904	Prab.g_00894
OG0000696	Prak.g_00905	Prab.g_00896
OG0000697	Prak.g_00907	Prab.g_00898
OG0000698	Prak.g_00911	Prab.g_00900
OG0000699	Prak.g_00912	Prab.g_00901
OG0000700	Prak.g_00748	Prab.g_01084
OG0000701	Prak.g_00753	Prab.g_01079
OG0000702	Prak.g_00759	Prab.g_01076
OG0000703	Prak.g_00761	Prab.g_01075
OG0000704	Prak.g_00762	Prab.g_01074
OG0000705	Prak.g_00764	Prab.g_01073
OG0000706	Prak.g_00765	Prab.g_01072
OG0000707	Prak.g_00767	Prab.g_01071
OG0000708	Prak.g_00768	Prab.g_01070
OG0000709	Prak.g_00770	Prab.g_01068
OG0000710	Prak.g_00771	Prab.g_01067
OG0000711	Prak.g_00772	Prab.g_01066
OG0000712	Prak.g_00773	Prab.g_01065
OG0000713	Prak.g_00774	Prab.g_01064
OG0000714	Prak.g_00776	Prab.g_01062
OG0000715	Prak.g_00777	Prab.g_01061
OG0000716	Prak.g_00779	Prab.g_01059
OG0000717	Prak.g_00780	Prab.g_01058
OG0000718	Prak.g_00781	Prab.g_01057
OG0000719	Prak.g_00783	Prab.g_01055
OG0000720	Prak.g_00784	Prab.g_01054
OG0000721	Prak.g_00787	Prab.g_01052
OG0000722	Prak.g_00788	Prab.g_01051
OG0000723	Prak.g_00789	Prab.g_01050
OG0000724	Prak.g_00791	Prab.g_01048
OG0000725	Prak.g_00792	Prab.g_01047
OG0000726	Prak.g_00793	Prab.g_01046
OG0000727	Prak.g_00794	Prab.g_01045
OG0000728	Prak.g_00795	Prab.g_01044
OG0000729	Prak.g_00796	Prab.g_01043
OG0000730	Prak.g_01071	Prab.g_01042
OG0000731	Prak.g_01069	Prab.g_01041
OG0000732	Prak.g_01068	Prab.g_01040
OG0000733	Prak.g_01067	Prab.g_01039
OG0000734	Prak.g_01066	Prab.g_01038
OG0000735	Prak.g_01064	Prab.g_01036
OG0000736	Prak.g_01063	Prab.g_01035
OG0000737	Prak.g_01062	Prab.g_01034
OG0000738	Prak.g_00949	Prab.g_01033
OG0000739	Prak.g_00950	Prab.g_01032
OG0000740	Prak.g_00951	Prab.g_01031
OG0000741	Prak.g_00952	Prab.g_01030
OG0000742	Prak.g_00954	Prab.g_01028
OG0000743	Prak.g_00955	Prab.g_01027
OG0000744	Prak.g_00956	Prab.g_01026
OG0000745	Prak.g_00957	Prab.g_01025
OG0000746	Prak.g_00958	Prab.g_01024
OG0000747	Prak.g_00959	Prab.g_01023
OG0000748	Prak.g_00960	Prab.g_01022
OG0000749	Prak.g_00961	Prab.g_01021
OG0000750	Prak.g_00963	Prab.g_01020
OG0000751	Prak.g_00964	Prab.g_01019
OG0000752	Prak.g_01023	Prab.g_01018
OG0000753	Prak.g_00966	Prab.g_01016
OG0000754	Prak.g_00967	Prab.g_01015
OG0000755	Prak.g_00968	Prab.g_01014
OG0000756	Prak.g_00970	Prab.g_01013
OG0000757	Prak.g_00971	Prab.g_01012
OG0000758	Prak.g_00972	Prab.g_01011
OG0000759	Prak.g_00974	Prab.g_01009
OG0000760	Prak.g_00975	Prab.g_01008
OG0000761	Prak.g_00976	Prab.g_01007
OG0000762	Prak.g_00978	Prab.g_01005
OG0000763	Prak.g_00979	Prab.g_01004
OG0000764	Prak.g_00980	Prab.g_01003
OG0000765	Prak.g_00981	Prab.g_01002
OG0000766	Prak.g_00982	Prab.g_01001
OG0000767	Prak.g_00984	Prab.g_00999
OG0000768	Prak.g_00985	Prab.g_00998
OG0000769	Prak.g_00986	Prab.g_00997
OG0000770	Prak.g_00987	Prab.g_00996
OG0000771	Prak.g_00988	Prab.g_00995
OG0000772	Prak.g_01238	Prab.g_00994
OG0000773	Prak.g_00990	Prab.g_00993
OG0000774	Prak.g_00991	Prab.g_00992
OG0000775	Prak.g_00992	Prab.g_00991
OG0000776	Prak.g_00995	Prab.g_00989
OG0000777	Prak.g_00996	Prab.g_00987
OG0000778	Prak.g_00997	Prab.g_00986
OG0000779	Prak.g_00998	Prab.g_00985
OG0000780	Prak.g_01000	Prab.g_00983
OG0000781	Prak.g_01002	Prab.g_00981
OG0000782	Prak.g_01003	Prab.g_00980
OG0000783	Prak.g_01007	Prab.g_00960
OG0000784	Prak.g_01009	Prab.g_00958
OG0000785	Prak.g_01010	Prab.g_00957
OG0000786	Prak.g_01011	Prab.g_00956
OG0000787	Prak.g_01012	Prab.g_00955
OG0000788	Prak.g_01018	Prab.g_00951
OG0000789	Prak.g_01021	Prab.g_00949
OG0000790	Prak.g_01022	Prab.g_00948
OG0000791	Prak.g_01025	Prab.g_00947
OG0000792	Prak.g_01026	Prab.g_00946
OG0000793	Prak.g_01027	Prab.g_00945
OG0000794	Prak.g_01030	Prab.g_00943
OG0000795	Prak.g_00931	Prab.g_00940
OG0000796	Prak.g_00930	Prab.g_00939
OG0000797	Prak.g_00928	Prab.g_00937
OG0000798	Prak.g_00927	Prab.g_00936
OG0000799	Prak.g_00926	Prab.g_00935
OG0000800	Prak.g_00925	Prab.g_00934
OG0000801	Prak.g_00922	Prab.g_00931
OG0000802	Prak.g_00921	Prab.g_00930
OG0000803	Prak.g_00919	Prab.g_00928
OG0000804	Prak.g_00918	Prab.g_00927
OG0000805	Prak.g_00917	Prab.g_00926
OG0000806	Prak.g_00915	Prab.g_00924
OG0000807	Prak.g_00383	Prab.g_01125
OG0000808	Prak.g_00712	Prab.g_01135
OG0000809	Prak.g_01220	Prab.g_01138
OG0000810	Prak.g_00603	Prab.g_01139
OG0000811	Prak.g_01255	Prab.g_01146
OG0000812	Prak.g_01214	Prab.g_01150
OG0000813	Prak.g_00362	Prab.g_01154
OG0000814	Prak.g_01241	Prab.g_01156
OG0000815	Prak.g_01328	Prab.g_01169
OG0000816	Prak.g_01551	Prab.g_01187
OG0000817	Prak.g_01552	Prab.g_01188
OG0000818	Prak.g_00723	Prab.g_01194
OG0000819	Prak.g_01194	Prab.g_01201
OG0000820	Prak.g_01188	Prab.g_01204
OG0000821	Prak.g_01186	Prab.g_01206
OG0000822	Prak.g_01185	Prab.g_01207
OG0000823	Prak.g_01184	Prab.g_01208
OG0000824	Prak.g_01183	Prab.g_01209
OG0000825	Prak.g_01182	Prab.g_01210
OG0000826	Prak.g_01181	Prab.g_01211
OG0000827	Prak.g_01180	Prab.g_01212
OG0000828	Prak.g_01179	Prab.g_01213
OG0000829	Prak.g_01178	Prab.g_01214
OG0000830	Prak.g_01176	Prab.g_01215
OG0000831	Prak.g_01173	Prab.g_01218
OG0000832	Prak.g_01171	Prab.g_01220
OG0000833	Prak.g_01170	Prab.g_01221
OG0000834	Prak.g_01169	Prab.g_01222
OG0000835	Prak.g_01168	Prab.g_01223
OG0000836	Prak.g_01167	Prab.g_01224
OG0000837	Prak.g_01164	Prab.g_01226
OG0000838	Prak.g_01163	Prab.g_01227
OG0000839	Prak.g_01162	Prab.g_01228
OG0000840	Prak.g_01161	Prab.g_01229
OG0000841	Prak.g_01160	Prab.g_01230
OG0000842	Prak.g_01158	Prab.g_01231
OG0000843	Prak.g_01157	Prab.g_01232
OG0000844	Prak.g_01156	Prab.g_01233
OG0000845	Prak.g_01155	Prab.g_01234
OG0000846	Prak.g_01153	Prab.g_01237
OG0000847	Prak.g_01151	Prab.g_01239
OG0000848	Prak.g_01150	Prab.g_01240
OG0000849	Prak.g_01147	Prab.g_01241
OG0000850	Prak.g_01146	Prab.g_01242
OG0000851	Prak.g_01144	Prab.g_01243
OG0000852	Prak.g_01142	Prab.g_01245
OG0000853	Prak.g_01140	Prab.g_01246
OG0000854	Prak.g_01138	Prab.g_01248
OG0000855	Prak.g_01137	Prab.g_01249
OG0000856	Prak.g_01136	Prab.g_01250
OG0000857	Prak.g_01135	Prab.g_01251
OG0000858	Prak.g_01134	Prab.g_01252
OG0000859	Prak.g_01133	Prab.g_01253
OG0000860	Prak.g_01132	Prab.g_01254
OG0000861	Prak.g_01131	Prab.g_01255
OG0000862	Prak.g_01130	Prab.g_01256
OG0000863	Prak.g_01129	Prab.g_01257
OG0000864	Prak.g_01128	Prab.g_01258
OG0000865	Prak.g_01127	Prab.g_01259
OG0000866	Prak.g_01126	Prab.g_01260
OG0000867	Prak.g_01125	Prab.g_01261
OG0000868	Prak.g_01124	Prab.g_01262
OG0000869	Prak.g_01122	Prab.g_01264
OG0000870	Prak.g_01121	Prab.g_01265
OG0000871	Prak.g_01120	Prab.g_01267
OG0000872	Prak.g_01119	Prab.g_01268
OG0000873	Prak.g_01117	Prab.g_01270
OG0000874	Prak.g_01116	Prab.g_01271
OG0000875	Prak.g_01115	Prab.g_01272
OG0000876	Prak.g_01114	Prab.g_01273
OG0000877	Prak.g_00593	Prab.g_01275
OG0000878	Prak.g_01571	Prab.g_01303
OG0000879	Prak.g_01266	Prab.g_01315
OG0000880	Prak.g_01267	Prab.g_01316
OG0000881	Prak.g_01268	Prab.g_01317
OG0000882	Prak.g_01269	Prab.g_01318
OG0000883	Prak.g_01270	Prab.g_01319
OG0000884	Prak.g_01272	Prab.g_01321
OG0000885	Prak.g_01273	Prab.g_01322
OG0000886	Prak.g_01274	Prab.g_01323
OG0000887	Prak.g_01275	Prab.g_01324
OG0000888	Prak.g_01276	Prab.g_01325
OG0000889	Prak.g_01279	Prab.g_01328
OG0000890	Prak.g_01280	Prab.g_01329
OG0000891	Prak.g_01281	Prab.g_01330
OG0000892	Prak.g_01284	Prab.g_01332
OG0000893	Prak.g_01285	Prab.g_01333
OG0000894	Prak.g_01286	Prab.g_01334
OG0000895	Prak.g_01287	Prab.g_01335
OG0000896	Prak.g_01288	Prab.g_01336
OG0000897	Prak.g_01289	Prab.g_01337
OG0000898	Prak.g_01292	Prab.g_01339
OG0000899	Prak.g_01293	Prab.g_01340
OG0000900	Prak.g_01305	Prab.g_01346
OG0000901	Prak.g_01301	Prab.g_01347
OG0000902	Prak.g_00460	Prab.g_01348
OG0000903	Prak.g_01237	Prab.g_01349
OG0000904	Prak.g_01490	Prab.g_01351
OG0000905	Prak.g_01215	Prab.g_01353
OG0000906	Prak.g_01197	Prab.g_01354
OG0000907	Prak.g_00909	Prab.g_01355
OG0000908	Prak.g_01234	Prab.g_01358
OG0000909	Prak.g_01331	Prab.g_01362
OG0000910	Prak.g_01332	Prab.g_01363
OG0000911	Prak.g_01333	Prab.g_01364
OG0000912	Prak.g_01334	Prab.g_01365
OG0000913	Prak.g_01335	Prab.g_01366
OG0000914	Prak.g_01336	Prab.g_01367
OG0000915	Prak.g_01337	Prab.g_01368
OG0000916	Prak.g_01338	Prab.g_01369
OG0000917	Prak.g_01339	Prab.g_01370
OG0000918	Prak.g_01340	Prab.g_01371
OG0000919	Prak.g_01341	Prab.g_01372
OG0000920	Prak.g_01342	Prab.g_01373
OG0000921	Prak.g_01343	Prab.g_01374
OG0000922	Prak.g_01344	Prab.g_01375
OG0000923	Prak.g_01345	Prab.g_01376
OG0000924	Prak.g_01346	Prab.g_01377
OG0000925	Prak.g_01347	Prab.g_01378
OG0000926	Prak.g_01824	Prab.g_01379
OG0000927	Prak.g_01374	Prab.g_01448
OG0000928	Prak.g_01375	Prab.g_01449
OG0000929	Prak.g_01376	Prab.g_01450
OG0000930	Prak.g_01377	Prab.g_01451
OG0000931	Prak.g_01378	Prab.g_01452
OG0000932	Prak.g_01380	Prab.g_01454
OG0000933	Prak.g_01381	Prab.g_01455
OG0000934	Prak.g_01382	Prab.g_01456
OG0000935	Prak.g_01383	Prab.g_01457
OG0000936	Prak.g_01384	Prab.g_01458
OG0000937	Prak.g_01385	Prab.g_01459
OG0000938	Prak.g_01386	Prab.g_01460
OG0000939	Prak.g_01387	Prab.g_01461
OG0000940	Prak.g_01388	Prab.g_01462
OG0000941	Prak.g_01389	Prab.g_01464
OG0000942	Prak.g_01390	Prab.g_01465
OG0000943	Prak.g_01393	Prab.g_01468
OG0000944	Prak.g_01394	Prab.g_01469
OG0000945	Prak.g_01395	Prab.g_01470
OG0000946	Prak.g_01396	Prab.g_01471
OG0000947	Prak.g_01397	Prab.g_01472
OG0000948	Prak.g_01398	Prab.g_01473
OG0000949	Prak.g_01399	Prab.g_01474
OG0000950	Prak.g_01400	Prab.g_01475
OG0000951	Prak.g_01401	Prab.g_01476
OG0000952	Prak.g_01402	Prab.g_01477
OG0000953	Prak.g_01403	Prab.g_01478
OG0000954	Prak.g_01404	Prab.g_01479
OG0000955	Prak.g_01405	Prab.g_01480
OG0000956	Prak.g_01406	Prab.g_01481
OG0000957	Prak.g_01407	Prab.g_01482
OG0000958	Prak.g_01408	Prab.g_01483
OG0000959	Prak.g_01409	Prab.g_01484
OG0000960	Prak.g_01410	Prab.g_01485
OG0000961	Prak.g_01414	Prab.g_01489
OG0000962	Prak.g_01415	Prab.g_01490
OG0000963	Prak.g_01416	Prab.g_01491
OG0000964	Prak.g_01418	Prab.g_01493
OG0000965	Prak.g_01419	Prab.g_01494
OG0000966	Prak.g_01420	Prab.g_01495
OG0000967	Prak.g_01421	Prab.g_01496
OG0000968	Prak.g_01422	Prab.g_01497
OG0000969	Prak.g_01423	Prab.g_01498
OG0000970	Prak.g_01424	Prab.g_01499
OG0000971	Prak.g_01425	Prab.g_01500
OG0000972	Prak.g_01426	Prab.g_01501
OG0000973	Prak.g_01427	Prab.g_01502
OG0000974	Prak.g_01429	Prab.g_01504
OG0000975	Prak.g_01435	Prab.g_01507
OG0000976	Prak.g_01437	Prab.g_01509
OG0000977	Prak.g_01439	Prab.g_01510
OG0000978	Prak.g_01441	Prab.g_01511
OG0000979	Prak.g_01443	Prab.g_01513
OG0000980	Prak.g_01444	Prab.g_01514
OG0000981	Prak.g_01445	Prab.g_01515
OG0000982	Prak.g_01446	Prab.g_01516
OG0000983	Prak.g_01448	Prab.g_01518
OG0000984	Prak.g_01449	Prab.g_01519
OG0000985	Prak.g_01450	Prab.g_01520
OG0000986	Prak.g_01451	Prab.g_01521
OG0000987	Prak.g_01452	Prab.g_01522
OG0000988	Prak.g_01453	Prab.g_01523
OG0000989	Prak.g_01454	Prab.g_01524
OG0000990	Prak.g_01455	Prab.g_01525
OG0000991	Prak.g_01456	Prab.g_01526
OG0000992	Prak.g_01457	Prab.g_01527
OG0000993	Prak.g_01458	Prab.g_01528
OG0000994	Prak.g_01459	Prab.g_01529
OG0000995	Prak.g_01460	Prab.g_01530
OG0000996	Prak.g_01461	Prab.g_01531
OG0000997	Prak.g_01462	Prab.g_01532
OG0000998	Prak.g_01463	Prab.g_01533
OG0000999	Prak.g_01464	Prab.g_01534
OG0001000	Prak.g_01465	Prab.g_01535
OG0001001	Prak.g_01467	Prab.g_01537
OG0001002	Prak.g_01468	Prab.g_01538
OG0001003	Prak.g_01469	Prab.g_01539
OG0001004	Prak.g_01470	Prab.g_01540
OG0001005	Prak.g_01473	Prab.g_01541
OG0001006	Prak.g_01474	Prab.g_01542
OG0001007	Prak.g_01475	Prab.g_01543
OG0001008	Prak.g_01477	Prab.g_01545
OG0001009	Prak.g_01478	Prab.g_01546
OG0001010	Prak.g_01588	Prab.g_01553
OG0001011	Prak.g_00590	Prab.g_01563
OG0001012	Prak.g_00860	Prab.g_01601
OG0001013	Prak.g_01638	Prab.g_01663
OG0001014	Prak.g_01639	Prab.g_01664
OG0001015	Prak.g_01646	Prab.g_01670
OG0001016	Prak.g_01647	Prab.g_01671
OG0001017	Prak.g_01648	Prab.g_01672
OG0001018	Prak.g_01649	Prab.g_01673
OG0001019	Prak.g_01651	Prab.g_01675
OG0001020	Prak.g_01652	Prab.g_01676
OG0001021	Prak.g_01653	Prab.g_01677
OG0001022	Prak.g_01654	Prab.g_01678
OG0001023	Prak.g_01655	Prab.g_01679
OG0001024	Prak.g_01657	Prab.g_01680
OG0001025	Prak.g_01658	Prab.g_01681
OG0001026	Prak.g_01659	Prab.g_01683
OG0001027	Prak.g_01660	Prab.g_01684
OG0001028	Prak.g_01661	Prab.g_01685
OG0001029	Prak.g_01662	Prab.g_01686
OG0001030	Prak.g_01663	Prab.g_01687
OG0001031	Prak.g_01664	Prab.g_01688
OG0001032	Prak.g_01665	Prab.g_01689
OG0001033	Prak.g_01666	Prab.g_01690
OG0001034	Prak.g_01667	Prab.g_01691
OG0001035	Prak.g_01669	Prab.g_01693
OG0001036	Prak.g_01670	Prab.g_01694
OG0001037	Prak.g_01671	Prab.g_01695
OG0001038	Prak.g_01672	Prab.g_01696
OG0001039	Prak.g_01673	Prab.g_01697
OG0001040	Prak.g_01674	Prab.g_01698
OG0001041	Prak.g_01675	Prab.g_01699
OG0001042	Prak.g_01676	Prab.g_01700
OG0001043	Prak.g_01677	Prab.g_01701
OG0001044	Prak.g_01678	Prab.g_01702
OG0001045	Prak.g_01679	Prab.g_01703
OG0001046	Prak.g_01680	Prab.g_01704
OG0001047	Prak.g_01683	Prab.g_01707
OG0001048	Prak.g_01685	Prab.g_01709
OG0001049	Prak.g_01686	Prab.g_01710
OG0001050	Prak.g_01687	Prab.g_01711
OG0001051	Prak.g_01688	Prab.g_01712
OG0001052	Prak.g_01689	Prab.g_01713
OG0001053	Prak.g_01691	Prab.g_01714
OG0001054	Prak.g_01693	Prab.g_01716
OG0001055	Prak.g_01694	Prab.g_01717
OG0001056	Prak.g_01695	Prab.g_01718
OG0001057	Prak.g_01696	Prab.g_01719
OG0001058	Prak.g_01697	Prab.g_01720
OG0001059	Prak.g_01698	Prab.g_01721
OG0001060	Prak.g_01699	Prab.g_01722
OG0001061	Prak.g_01700	Prab.g_01723
OG0001062	Prak.g_01701	Prab.g_01724
OG0001063	Prak.g_01702	Prab.g_01725
OG0001064	Prak.g_01704	Prab.g_01727
OG0001065	Prak.g_01708	Prab.g_01731
OG0001066	Prak.g_01710	Prab.g_01732
OG0001067	Prak.g_01711	Prab.g_01733
OG0001068	Prak.g_01714	Prab.g_01735
OG0001069	Prak.g_01715	Prab.g_01736
OG0001070	Prak.g_01716	Prab.g_01737
OG0001071	Prak.g_01717	Prab.g_01738
OG0001072	Prak.g_01718	Prab.g_01739
OG0001073	Prak.g_01719	Prab.g_01740
OG0001074	Prak.g_01720	Prab.g_01741
OG0001075	Prak.g_01721	Prab.g_01742
OG0001076	Prak.g_01722	Prab.g_01743
OG0001077	Prak.g_01723	Prab.g_01744
OG0001078	Prak.g_01724	Prab.g_01745
OG0001079	Prak.g_01725	Prab.g_01746
OG0001080	Prak.g_01726	Prab.g_01747
OG0001081	Prak.g_01730	Prab.g_01750
OG0001082	Prak.g_01731	Prab.g_01751
OG0001083	Prak.g_01734	Prab.g_01752
OG0001084	Prak.g_01733	Prab.g_01753
OG0001085	Prak.g_01732	Prab.g_01754
OG0001086	Prak.g_01729	Prab.g_01755
OG0001087	Prak.g_01728	Prab.g_01756
OG0001088	Prak.g_01727	Prab.g_01757
OG0001089	Prak.g_01737	Prab.g_01760
OG0001090	Prak.g_01739	Prab.g_01762
OG0001091	Prak.g_01740	Prab.g_01763
OG0001092	Prak.g_01741	Prab.g_01764
OG0001093	Prak.g_01742	Prab.g_01765
OG0001094	Prak.g_01743	Prab.g_01766
OG0001095	Prak.g_01744	Prab.g_01767
OG0001096	Prak.g_01745	Prab.g_01768
OG0001097	Prak.g_01746	Prab.g_01769
OG0001098	Prak.g_01747	Prab.g_01770
OG0001099	Prak.g_01748	Prab.g_01771
OG0001100	Prak.g_01749	Prab.g_01772
OG0001101	Prak.g_01750	Prab.g_01773
OG0001102	Prak.g_01751	Prab.g_01774
OG0001103	Prak.g_01752	Prab.g_01775
OG0001104	Prak.g_01753	Prab.g_01776
OG0001105	Prak.g_01754	Prab.g_01777
OG0001106	Prak.g_01755	Prab.g_01778
OG0001107	Prak.g_01756	Prab.g_01779
OG0001108	Prak.g_01757	Prab.g_01780
OG0001109	Prak.g_01758	Prab.g_01781
OG0001110	Prak.g_01759	Prab.g_01782
OG0001111	Prak.g_01760	Prab.g_01783
OG0001112	Prak.g_01761	Prab.g_01784
OG0001113	Prak.g_01762	Prab.g_01785
OG0001114	Prak.g_01763	Prab.g_01786
OG0001115	Prak.g_01764	Prab.g_01787
OG0001116	Prak.g_01765	Prab.g_01788
OG0001117	Prak.g_01766	Prab.g_01789
OG0001118	Prak.g_01767	Prab.g_01790
OG0001119	Prak.g_01768	Prab.g_01791
OG0001120	Prak.g_01769	Prab.g_01792
OG0001121	Prak.g_01771	Prab.g_01794
OG0001122	Prak.g_01772	Prab.g_01795
OG0001123	Prak.g_01773	Prab.g_01796
OG0001124	Prak.g_01775	Prab.g_01798
OG0001125	Prak.g_01777	Prab.g_01800
OG0001126	Prak.g_01778	Prab.g_01801
OG0001127	Prak.g_01781	Prab.g_01803
OG0001128	Prak.g_01782	Prab.g_01804
OG0001129	Prak.g_01783	Prab.g_01805
OG0001130	Prak.g_01786	Prab.g_01808
OG0001131	Prak.g_01787	Prab.g_01809
OG0001132	Prak.g_01788	Prab.g_01810
OG0001133	Prak.g_01789	Prab.g_01811
OG0001134	Prak.g_01790	Prab.g_01812
OG0001135	Prak.g_01791	Prab.g_01813
OG0001136	Prak.g_01792	Prab.g_01814
OG0001137	Prak.g_01793	Prab.g_01815
OG0001138	Prak.g_01794	Prab.g_01816
OG0001139	Prak.g_01796	Prab.g_01817
OG0001140	Prak.g_01797	Prab.g_01818
OG0001141	Prak.g_01798	Prab.g_01819
OG0001142	Prak.g_01802	Prab.g_01822
OG0001143	Prak.g_01803	Prab.g_01823
OG0001144	Prak.g_01804	Prab.g_01824
OG0001145	Prak.g_01805	Prab.g_01825
OG0001146	Prak.g_01806	Prab.g_01826
OG0001147	Prak.g_01807	Prab.g_01827
OG0001148	Prak.g_01808	Prab.g_01828
OG0001149	Prak.g_01810	Prab.g_01830
OG0001150	Prak.g_01811	Prab.g_01831
OG0001151	Prak.g_01815	Prab.g_01833
OG0001152	Prak.g_01816	Prab.g_01834
OG0001153	Prak.g_01817	Prab.g_01835
OG0001154	Prak.g_01819	Prab.g_01836
OG0001155	Prak.g_01821	Prab.g_01838
OG0001156	Prak.g_01823	Prab.g_01840
OG0001157	Prak.g_01825	Prab.g_01841
OG0001158	Prak.g_01827	Prab.g_01843
OG0001159	Prak.g_01828	Prab.g_01844
OG0001160	Prak.g_01829	Prab.g_01845
OG0001161	Prak.g_01830	Prab.g_01846
OG0001162	Prak.g_01831	Prab.g_01847
OG0001163	Prak.g_01832	Prab.g_01848
OG0001164	Prak.g_01833	Prab.g_01849
OG0001165	Prak.g_01834	Prab.g_01850
OG0001166	Prak.g_01835	Prab.g_01851
OG0001167	Prak.g_01837	Prab.g_01852
OG0001168	Prak.g_01838	Prab.g_01853
OG0001169	Prak.g_01839	Prab.g_01854
OG0001170	Prak.g_01840	Prab.g_01855
