Orthogroup	Prak	Prbm
OG0000539	Prak.g_00575	Prbm.g_00644
OG0000540	Prak.g_00576	Prbm.g_00645
OG0000541	Prak.g_00577	Prbm.g_00646
OG0000542	Prak.g_00578	Prbm.g_00647
OG0000543	Prak.g_00579	Prbm.g_00648
OG0000544	Prak.g_00580	Prbm.g_00649
OG0000545	Prak.g_00582	Prbm.g_00652
OG0000546	Prak.g_00583	Prbm.g_00653
OG0000547	Prak.g_00585	Prbm.g_00654
OG0000548	Prak.g_00587	Prbm.g_00656
OG0000549	Prak.g_00588	Prbm.g_00657
OG0000550	Prak.g_00589	Prbm.g_00658
OG0000551	Prak.g_00591	Prbm.g_00659
OG0000552	Prak.g_00592	Prbm.g_00660
OG0000553	Prak.g_01113	Prbm.g_00661
OG0000554	Prak.g_01112	Prbm.g_00662
OG0000555	Prak.g_01111	Prbm.g_00663
OG0000556	Prak.g_01110	Prbm.g_00664
OG0000557	Prak.g_01109	Prbm.g_00665
OG0000558	Prak.g_01108	Prbm.g_00666
OG0000559	Prak.g_01107	Prbm.g_00667
OG0000560	Prak.g_01105	Prbm.g_00669
OG0000561	Prak.g_01104	Prbm.g_00670
OG0000562	Prak.g_01102	Prbm.g_00671
OG0000563	Prak.g_01101	Prbm.g_00672
OG0000564	Prak.g_01100	Prbm.g_00673
OG0000565	Prak.g_01099	Prbm.g_00674
OG0000566	Prak.g_01098	Prbm.g_00675
OG0000567	Prak.g_01097	Prbm.g_00676
OG0000568	Prak.g_01096	Prbm.g_00677
OG0000569	Prak.g_01095	Prbm.g_00678
OG0000570	Prak.g_01094	Prbm.g_00679
OG0000571	Prak.g_01093	Prbm.g_00680
OG0000572	Prak.g_01092	Prbm.g_00681
OG0000573	Prak.g_01089	Prbm.g_00684
OG0000574	Prak.g_01088	Prbm.g_00685
OG0000575	Prak.g_01087	Prbm.g_00686
OG0000576	Prak.g_01086	Prbm.g_00687
OG0000577	Prak.g_01085	Prbm.g_00688
OG0000578	Prak.g_01084	Prbm.g_00689
OG0000579	Prak.g_01083	Prbm.g_00690
OG0000580	Prak.g_01082	Prbm.g_00691
OG0000581	Prak.g_01081	Prbm.g_00692
OG0000582	Prak.g_01080	Prbm.g_00693
OG0000583	Prak.g_01079	Prbm.g_00694
OG0000584	Prak.g_01077	Prbm.g_00696
OG0000585	Prak.g_01076	Prbm.g_00697
OG0000586	Prak.g_01074	Prbm.g_00699
OG0000587	Prak.g_01073	Prbm.g_00700
OG0000588	Prak.g_00797	Prbm.g_00703
OG0000589	Prak.g_00798	Prbm.g_00704
OG0000590	Prak.g_00800	Prbm.g_00706
OG0000591	Prak.g_00806	Prbm.g_00713
OG0000592	Prak.g_00807	Prbm.g_00714
OG0000593	Prak.g_00808	Prbm.g_00716
OG0000594	Prak.g_00811	Prbm.g_00719
OG0000595	Prak.g_00812	Prbm.g_00720
OG0000596	Prak.g_00813	Prbm.g_00722
OG0000597	Prak.g_00815	Prbm.g_00724
OG0000598	Prak.g_00816	Prbm.g_00725
OG0000599	Prak.g_00817	Prbm.g_00726
OG0000600	Prak.g_00818	Prbm.g_00727
OG0000601	Prak.g_00821	Prbm.g_00730
OG0000602	Prak.g_00822	Prbm.g_00731
OG0000603	Prak.g_00823	Prbm.g_00732
OG0000604	Prak.g_00826	Prbm.g_01483
OG0000605	Prak.g_00827	Prbm.g_00733
OG0000606	Prak.g_00828	Prbm.g_00734
OG0000607	Prak.g_00830	Prbm.g_00736
OG0000608	Prak.g_00832	Prbm.g_00737
OG0000609	Prak.g_01934	Prbm.g_02220
OG0000610	Prak.g_00756	Prbm.g_01326
OG0000611	Prak.g_00838	Prbm.g_00743
OG0000612	Prak.g_00839	Prbm.g_00744
OG0000613	Prak.g_01060	Prbm.g_00745
OG0000614	Prak.g_01059	Prbm.g_00746
OG0000615	Prak.g_01057	Prbm.g_00748
OG0000616	Prak.g_01056	Prbm.g_00749
OG0000617	Prak.g_01055	Prbm.g_00750
OG0000618	Prak.g_01054	Prbm.g_00751
OG0000619	Prak.g_01053	Prbm.g_00752
OG0000620	Prak.g_01052	Prbm.g_00753
OG0000621	Prak.g_01051	Prbm.g_00754
OG0000622	Prak.g_01050	Prbm.g_00755
OG0000623	Prak.g_01049	Prbm.g_00756
OG0000624	Prak.g_01047	Prbm.g_00758
OG0000625	Prak.g_01046	Prbm.g_00759
OG0000626	Prak.g_01045	Prbm.g_00760
OG0000627	Prak.g_01044	Prbm.g_00762
OG0000628	Prak.g_01043	Prbm.g_00763
OG0000629	Prak.g_01042	Prbm.g_00764
OG0000630	Prak.g_01041	Prbm.g_00765
OG0000631	Prak.g_01039	Prbm.g_00767
OG0000632	Prak.g_01038	Prbm.g_01151
OG0000633	Prak.g_00728	Prbm.g_00111
OG0000634	Prak.g_01261	Prbm.g_01094
OG0000635	Prak.g_00608	Prbm.g_00980
OG0000636	Prak.g_00607	Prbm.g_00979
OG0000637	Prak.g_00606	Prbm.g_00978
OG0000638	Prak.g_00353	Prbm.g_00395
OG0000639	Prak.g_00940	Prbm.g_00955
OG0000640	Prak.g_00944	Prbm.g_00957
OG0000641	Prak.g_00946	Prbm.g_00959
OG0000642	Prak.g_00947	Prbm.g_00960
OG0000643	Prak.g_00948	Prbm.g_00961
OG0000644	Prak.g_01061	Prbm.g_00808
OG0000645	Prak.g_00840	Prbm.g_00809
OG0000646	Prak.g_00841	Prbm.g_00810
OG0000647	Prak.g_00842	Prbm.g_00811
OG0000648	Prak.g_00844	Prbm.g_00813
OG0000649	Prak.g_00845	Prbm.g_00814
OG0000650	Prak.g_00846	Prbm.g_00815
OG0000651	Prak.g_00847	Prbm.g_00816
OG0000652	Prak.g_00848	Prbm.g_00817
OG0000653	Prak.g_00849	Prbm.g_00818
OG0000654	Prak.g_00851	Prbm.g_00820
OG0000655	Prak.g_00853	Prbm.g_00822
OG0000656	Prak.g_00854	Prbm.g_00823
OG0000657	Prak.g_00855	Prbm.g_00824
OG0000658	Prak.g_00856	Prbm.g_00825
OG0000659	Prak.g_00857	Prbm.g_00826
OG0000660	Prak.g_00858	Prbm.g_00827
OG0000661	Prak.g_00859	Prbm.g_00829
OG0000662	Prak.g_00861	Prbm.g_00831
OG0000663	Prak.g_00862	Prbm.g_00832
OG0000664	Prak.g_00863	Prbm.g_00833
OG0000665	Prak.g_00864	Prbm.g_00834
OG0000666	Prak.g_00865	Prbm.g_00835
OG0000667	Prak.g_00866	Prbm.g_00836
OG0000668	Prak.g_00867	Prbm.g_00837
OG0000669	Prak.g_00869	Prbm.g_00839
OG0000670	Prak.g_00870	Prbm.g_00840
OG0000671	Prak.g_00871	Prbm.g_00841
OG0000672	Prak.g_00872	Prbm.g_00842
OG0000673	Prak.g_00873	Prbm.g_00843
OG0000674	Prak.g_00874	Prbm.g_00844
OG0000675	Prak.g_00876	Prbm.g_00845
OG0000676	Prak.g_00877	Prbm.g_00846
OG0000677	Prak.g_00880	Prbm.g_00848
OG0000678	Prak.g_00882	Prbm.g_00850
OG0000679	Prak.g_00884	Prbm.g_00852
OG0000680	Prak.g_00885	Prbm.g_00853
OG0000681	Prak.g_00886	Prbm.g_00854
OG0000682	Prak.g_00887	Prbm.g_00855
OG0000683	Prak.g_00889	Prbm.g_00857
OG0000684	Prak.g_00890	Prbm.g_00858
OG0000685	Prak.g_00891	Prbm.g_00859
OG0000686	Prak.g_00892	Prbm.g_00860
OG0000687	Prak.g_00893	Prbm.g_00861
OG0000688	Prak.g_00894	Prbm.g_00862
OG0000689	Prak.g_00895	Prbm.g_00863
OG0000690	Prak.g_00896	Prbm.g_00864
OG0000691	Prak.g_00897	Prbm.g_00865
OG0000692	Prak.g_00901	Prbm.g_00867
OG0000693	Prak.g_00902	Prbm.g_00868
OG0000694	Prak.g_00903	Prbm.g_00869
OG0000695	Prak.g_00904	Prbm.g_00870
OG0000696	Prak.g_00905	Prbm.g_00871
OG0000697	Prak.g_00907	Prbm.g_00873
OG0000698	Prak.g_00911	Prbm.g_00877
OG0000699	Prak.g_00912	Prbm.g_00878
OG0000700	Prak.g_00748	Prbm.g_00911
OG0000701	Prak.g_00753	Prbm.g_00914
OG0000702	Prak.g_00759	Prbm.g_00919
OG0000703	Prak.g_00761	Prbm.g_00921
OG0000704	Prak.g_00762	Prbm.g_00922
OG0000705	Prak.g_00764	Prbm.g_00923
OG0000706	Prak.g_00765	Prbm.g_00924
OG0000707	Prak.g_00767	Prbm.g_00926
OG0000708	Prak.g_00768	Prbm.g_00927
OG0000709	Prak.g_00770	Prbm.g_00929
OG0000710	Prak.g_00771	Prbm.g_00930
OG0000711	Prak.g_00772	Prbm.g_00931
OG0000712	Prak.g_00773	Prbm.g_00932
OG0000713	Prak.g_00774	Prbm.g_00933
OG0000714	Prak.g_00776	Prbm.g_00935
OG0000715	Prak.g_00777	Prbm.g_00936
OG0000716	Prak.g_00779	Prbm.g_00939
OG0000717	Prak.g_00780	Prbm.g_00940
OG0000718	Prak.g_00781	Prbm.g_00941
OG0000719	Prak.g_00783	Prbm.g_00943
OG0000720	Prak.g_00784	Prbm.g_00944
OG0000721	Prak.g_00787	Prbm.g_00946
OG0000722	Prak.g_00788	Prbm.g_00947
OG0000723	Prak.g_00789	Prbm.g_00948
OG0000724	Prak.g_00791	Prbm.g_00793
OG0000725	Prak.g_00792	Prbm.g_00794
OG0000726	Prak.g_00793	Prbm.g_00795
OG0000727	Prak.g_00794	Prbm.g_00796
OG0000728	Prak.g_00795	Prbm.g_00797
OG0000729	Prak.g_00796	Prbm.g_00798
OG0000730	Prak.g_01071	Prbm.g_00799
OG0000731	Prak.g_01069	Prbm.g_00800
OG0000732	Prak.g_01068	Prbm.g_00801
OG0000733	Prak.g_01067	Prbm.g_00802
OG0000734	Prak.g_01066	Prbm.g_00803
OG0000735	Prak.g_01064	Prbm.g_00805
OG0000736	Prak.g_01063	Prbm.g_00806
OG0000737	Prak.g_01062	Prbm.g_00807
OG0000738	Prak.g_00949	Prbm.g_00962
OG0000739	Prak.g_00950	Prbm.g_00963
OG0000740	Prak.g_00951	Prbm.g_00964
OG0000741	Prak.g_00952	Prbm.g_00965
OG0000742	Prak.g_00954	Prbm.g_00967
OG0000743	Prak.g_00955	Prbm.g_00968
OG0000744	Prak.g_00956	Prbm.g_00969
OG0000745	Prak.g_00957	Prbm.g_00970
OG0000746	Prak.g_00958	Prbm.g_00971
OG0000747	Prak.g_00959	Prbm.g_00972
OG0000748	Prak.g_00960	Prbm.g_00973
OG0000749	Prak.g_00961	Prbm.g_00974
OG0000750	Prak.g_00963	Prbm.g_00975
OG0000751	Prak.g_00964	Prbm.g_00976
OG0000752	Prak.g_01023	Prbm.g_00889
OG0000753	Prak.g_00966	Prbm.g_00981
OG0000754	Prak.g_00967	Prbm.g_00982
OG0000755	Prak.g_00968	Prbm.g_00983
OG0000756	Prak.g_00970	Prbm.g_00985
OG0000757	Prak.g_00971	Prbm.g_00986
OG0000758	Prak.g_00972	Prbm.g_00987
OG0000759	Prak.g_00974	Prbm.g_00989
OG0000760	Prak.g_00975	Prbm.g_00990
OG0000761	Prak.g_00976	Prbm.g_00991
OG0000762	Prak.g_00978	Prbm.g_00993
OG0000763	Prak.g_00979	Prbm.g_00994
OG0000764	Prak.g_00980	Prbm.g_00995
OG0000765	Prak.g_00981	Prbm.g_00996
OG0000766	Prak.g_00982	Prbm.g_00997
OG0000767	Prak.g_00984	Prbm.g_00999
OG0000768	Prak.g_00985	Prbm.g_01000
OG0000769	Prak.g_00986	Prbm.g_01001
OG0000770	Prak.g_00987	Prbm.g_01002
OG0000771	Prak.g_00988	Prbm.g_01003
OG0000772	Prak.g_01238	Prbm.g_00102
OG0000773	Prak.g_00990	Prbm.g_01004
OG0000774	Prak.g_00991	Prbm.g_01005
OG0000775	Prak.g_00992	Prbm.g_01006
OG0000776	Prak.g_00995	Prbm.g_01007
OG0000777	Prak.g_00996	Prbm.g_01009
OG0000778	Prak.g_00997	Prbm.g_01010
OG0000779	Prak.g_00998	Prbm.g_01011
OG0000780	Prak.g_01000	Prbm.g_01013
OG0000781	Prak.g_01002	Prbm.g_01014
OG0000782	Prak.g_01003	Prbm.g_01015
OG0000783	Prak.g_01007	Prbm.g_01031
OG0000784	Prak.g_01009	Prbm.g_01032
OG0000785	Prak.g_01010	Prbm.g_01033
OG0000786	Prak.g_01011	Prbm.g_01034
OG0000787	Prak.g_01012	Prbm.g_01035
OG0000788	Prak.g_01018	Prbm.g_01039
OG0000789	Prak.g_01021	Prbm.g_01042
OG0000790	Prak.g_01022	Prbm.g_00888
OG0000791	Prak.g_01025	Prbm.g_01043
OG0000792	Prak.g_01026	Prbm.g_01044
OG0000793	Prak.g_01027	Prbm.g_01045
OG0000794	Prak.g_01030	Prbm.g_01048
OG0000795	Prak.g_00931	Prbm.g_01052
OG0000796	Prak.g_00930	Prbm.g_01053
OG0000797	Prak.g_00928	Prbm.g_01056
OG0000798	Prak.g_00927	Prbm.g_01057
OG0000799	Prak.g_00926	Prbm.g_01058
OG0000800	Prak.g_00925	Prbm.g_01059
OG0000801	Prak.g_00922	Prbm.g_01062
OG0000802	Prak.g_00921	Prbm.g_01063
OG0000803	Prak.g_00919	Prbm.g_00887
OG0000804	Prak.g_00918	Prbm.g_00886
OG0000805	Prak.g_00917	Prbm.g_00885
OG0000806	Prak.g_00915	Prbm.g_00883
OG0000807	Prak.g_00383	Prbm.g_00894
OG0000808	Prak.g_00712	Prbm.g_01103
OG0000809	Prak.g_01220	Prbm.g_01085
OG0000810	Prak.g_00603	Prbm.g_01806
OG0000811	Prak.g_01255	Prbm.g_02104
OG0000812	Prak.g_01214	Prbm.g_00398
OG0000813	Prak.g_00362	Prbm.g_00406
OG0000814	Prak.g_01241	Prbm.g_01803
OG0000815	Prak.g_01328	Prbm.g_01079
OG0000816	Prak.g_01551	Prbm.g_01911
OG0000817	Prak.g_01552	Prbm.g_01912
OG0000818	Prak.g_00723	Prbm.g_01123
OG0000819	Prak.g_01194	Prbm.g_01571
OG0000820	Prak.g_01188	Prbm.g_01565
OG0000821	Prak.g_01186	Prbm.g_01563
OG0000822	Prak.g_01185	Prbm.g_01562
OG0000823	Prak.g_01184	Prbm.g_01561
OG0000824	Prak.g_01183	Prbm.g_01560
OG0000825	Prak.g_01182	Prbm.g_01559
OG0000826	Prak.g_01181	Prbm.g_01558
OG0000827	Prak.g_01180	Prbm.g_01557
OG0000828	Prak.g_01179	Prbm.g_01556
OG0000829	Prak.g_01178	Prbm.g_01555
OG0000830	Prak.g_01176	Prbm.g_01553
OG0000831	Prak.g_01173	Prbm.g_01550
OG0000832	Prak.g_01171	Prbm.g_01548
OG0000833	Prak.g_01170	Prbm.g_01547
OG0000834	Prak.g_01169	Prbm.g_01545
OG0000835	Prak.g_01168	Prbm.g_01544
OG0000836	Prak.g_01167	Prbm.g_01543
OG0000837	Prak.g_01164	Prbm.g_01540
OG0000838	Prak.g_01163	Prbm.g_01539
OG0000839	Prak.g_01162	Prbm.g_01538
OG0000840	Prak.g_01161	Prbm.g_01537
OG0000841	Prak.g_01160	Prbm.g_01536
OG0000842	Prak.g_01158	Prbm.g_01534
OG0000843	Prak.g_01157	Prbm.g_01533
OG0000844	Prak.g_01156	Prbm.g_01532
OG0000845	Prak.g_01155	Prbm.g_01531
OG0000846	Prak.g_01153	Prbm.g_01529
OG0000847	Prak.g_01151	Prbm.g_01527
OG0000848	Prak.g_01150	Prbm.g_01525
OG0000849	Prak.g_01147	Prbm.g_01524
OG0000850	Prak.g_01146	Prbm.g_01523
OG0000851	Prak.g_01144	Prbm.g_01520
OG0000852	Prak.g_01142	Prbm.g_01518
OG0000853	Prak.g_01140	Prbm.g_01516
OG0000854	Prak.g_01138	Prbm.g_01514
OG0000855	Prak.g_01137	Prbm.g_01513
OG0000856	Prak.g_01136	Prbm.g_01512
OG0000857	Prak.g_01135	Prbm.g_01511
OG0000858	Prak.g_01134	Prbm.g_01510
OG0000859	Prak.g_01133	Prbm.g_01509
OG0000860	Prak.g_01132	Prbm.g_01508
OG0000861	Prak.g_01131	Prbm.g_01507
OG0000862	Prak.g_01130	Prbm.g_01506
OG0000863	Prak.g_01129	Prbm.g_01505
OG0000864	Prak.g_01128	Prbm.g_01504
OG0000865	Prak.g_01127	Prbm.g_01503
OG0000866	Prak.g_01126	Prbm.g_01502
OG0000867	Prak.g_01125	Prbm.g_01501
OG0000868	Prak.g_01124	Prbm.g_01500
OG0000869	Prak.g_01122	Prbm.g_01498
OG0000870	Prak.g_01121	Prbm.g_01497
OG0000871	Prak.g_01120	Prbm.g_01496
OG0000872	Prak.g_01119	Prbm.g_01495
OG0000873	Prak.g_01117	Prbm.g_01494
OG0000874	Prak.g_01116	Prbm.g_01493
OG0000875	Prak.g_01115	Prbm.g_01492
OG0000876	Prak.g_01114	Prbm.g_01491
OG0000877	Prak.g_00593	Prbm.g_01490
OG0000878	Prak.g_01571	Prbm.g_01356
OG0000879	Prak.g_01266	Prbm.g_01600
OG0000880	Prak.g_01267	Prbm.g_01601
OG0000881	Prak.g_01268	Prbm.g_01602
OG0000882	Prak.g_01269	Prbm.g_01603
OG0000883	Prak.g_01270	Prbm.g_01605
OG0000884	Prak.g_01272	Prbm.g_01606
OG0000885	Prak.g_01273	Prbm.g_01607
OG0000886	Prak.g_01274	Prbm.g_01608
OG0000887	Prak.g_01275	Prbm.g_01609
OG0000888	Prak.g_01276	Prbm.g_01610
OG0000889	Prak.g_01279	Prbm.g_01613
OG0000890	Prak.g_01280	Prbm.g_01614
OG0000891	Prak.g_01281	Prbm.g_01615
OG0000892	Prak.g_01284	Prbm.g_01616
OG0000893	Prak.g_01285	Prbm.g_01617
OG0000894	Prak.g_01286	Prbm.g_01618
OG0000895	Prak.g_01287	Prbm.g_01619
OG0000896	Prak.g_01288	Prbm.g_01620
OG0000897	Prak.g_01289	Prbm.g_01621
OG0000898	Prak.g_01292	Prbm.g_01624
OG0000899	Prak.g_01293	Prbm.g_01625
OG0000900	Prak.g_01305	Prbm.g_01630
OG0000901	Prak.g_01301	Prbm.g_01634
OG0000902	Prak.g_00460	Prbm.g_00777
OG0000903	Prak.g_01237	Prbm.g_01573
OG0000904	Prak.g_01490	Prbm.g_01051
OG0000905	Prak.g_01215	Prbm.g_01812
OG0000906	Prak.g_01197	Prbm.g_01658
OG0000907	Prak.g_00909	Prbm.g_00875
OG0000908	Prak.g_01234	Prbm.g_01176
OG0000909	Prak.g_01331	Prbm.g_01662
OG0000910	Prak.g_01332	Prbm.g_01663
OG0000911	Prak.g_01333	Prbm.g_01664
OG0000912	Prak.g_01334	Prbm.g_01665
OG0000913	Prak.g_01335	Prbm.g_01666
OG0000914	Prak.g_01336	Prbm.g_01667
OG0000915	Prak.g_01337	Prbm.g_01668
OG0000916	Prak.g_01338	Prbm.g_01669
OG0000917	Prak.g_01339	Prbm.g_01670
OG0000918	Prak.g_01340	Prbm.g_01671
OG0000919	Prak.g_01341	Prbm.g_01672
OG0000920	Prak.g_01342	Prbm.g_01673
OG0000921	Prak.g_01343	Prbm.g_01674
OG0000922	Prak.g_01344	Prbm.g_01675
OG0000923	Prak.g_01345	Prbm.g_01676
OG0000924	Prak.g_01346	Prbm.g_01677
OG0000925	Prak.g_01347	Prbm.g_01678
OG0000926	Prak.g_01824	Prbm.g_02077
OG0000927	Prak.g_01374	Prbm.g_01691
OG0000928	Prak.g_01375	Prbm.g_01692
OG0000929	Prak.g_01376	Prbm.g_01693
OG0000930	Prak.g_01377	Prbm.g_01694
OG0000931	Prak.g_01378	Prbm.g_01695
OG0000932	Prak.g_01380	Prbm.g_01697
OG0000933	Prak.g_01381	Prbm.g_01698
OG0000934	Prak.g_01382	Prbm.g_01699
OG0000935	Prak.g_01383	Prbm.g_01700
OG0000936	Prak.g_01384	Prbm.g_01701
OG0000937	Prak.g_01385	Prbm.g_01702
OG0000938	Prak.g_01386	Prbm.g_01703
OG0000939	Prak.g_01387	Prbm.g_01704
OG0000940	Prak.g_01388	Prbm.g_01706
OG0000941	Prak.g_01389	Prbm.g_01708
OG0000942	Prak.g_01390	Prbm.g_01709
OG0000943	Prak.g_01393	Prbm.g_01712
OG0000944	Prak.g_01394	Prbm.g_01713
OG0000945	Prak.g_01395	Prbm.g_01714
OG0000946	Prak.g_01396	Prbm.g_01715
OG0000947	Prak.g_01397	Prbm.g_01716
OG0000948	Prak.g_01398	Prbm.g_01717
OG0000949	Prak.g_01399	Prbm.g_01718
OG0000950	Prak.g_01400	Prbm.g_01719
OG0000951	Prak.g_01401	Prbm.g_01720
OG0000952	Prak.g_01402	Prbm.g_01721
OG0000953	Prak.g_01403	Prbm.g_01722
OG0000954	Prak.g_01404	Prbm.g_01723
OG0000955	Prak.g_01405	Prbm.g_01724
OG0000956	Prak.g_01406	Prbm.g_01725
OG0000957	Prak.g_01407	Prbm.g_00487
OG0000958	Prak.g_01408	Prbm.g_01726
OG0000959	Prak.g_01409	Prbm.g_01727
OG0000960	Prak.g_01410	Prbm.g_01728
OG0000961	Prak.g_01414	Prbm.g_01731
OG0000962	Prak.g_01415	Prbm.g_01732
OG0000963	Prak.g_01416	Prbm.g_01733
OG0000964	Prak.g_01418	Prbm.g_01735
OG0000965	Prak.g_01419	Prbm.g_01736
OG0000966	Prak.g_01420	Prbm.g_01737
OG0000967	Prak.g_01421	Prbm.g_01738
OG0000968	Prak.g_01422	Prbm.g_01739
OG0000969	Prak.g_01423	Prbm.g_01740
OG0000970	Prak.g_01424	Prbm.g_01741
OG0000971	Prak.g_01425	Prbm.g_01742
OG0000972	Prak.g_01426	Prbm.g_01743
OG0000973	Prak.g_01427	Prbm.g_01744
OG0000974	Prak.g_01429	Prbm.g_01746
OG0000975	Prak.g_01435	Prbm.g_01752
OG0000976	Prak.g_01437	Prbm.g_01755
OG0000977	Prak.g_01439	Prbm.g_01756
OG0000978	Prak.g_01441	Prbm.g_01757
OG0000979	Prak.g_01443	Prbm.g_01759
OG0000980	Prak.g_01444	Prbm.g_01760
OG0000981	Prak.g_01445	Prbm.g_01761
OG0000982	Prak.g_01446	Prbm.g_01762
OG0000983	Prak.g_01448	Prbm.g_01764
OG0000984	Prak.g_01449	Prbm.g_01765
OG0000985	Prak.g_01450	Prbm.g_01766
OG0000986	Prak.g_01451	Prbm.g_01768
OG0000987	Prak.g_01452	Prbm.g_01769
OG0000988	Prak.g_01453	Prbm.g_01770
OG0000989	Prak.g_01454	Prbm.g_01771
OG0000990	Prak.g_01455	Prbm.g_01772
OG0000991	Prak.g_01456	Prbm.g_01773
OG0000992	Prak.g_01457	Prbm.g_01774
OG0000993	Prak.g_01458	Prbm.g_01775
OG0000994	Prak.g_01459	Prbm.g_01776
OG0000995	Prak.g_01460	Prbm.g_01777
OG0000996	Prak.g_01461	Prbm.g_01778
OG0000997	Prak.g_01462	Prbm.g_01779
OG0000998	Prak.g_01463	Prbm.g_01780
OG0000999	Prak.g_01464	Prbm.g_01781
OG0001000	Prak.g_01465	Prbm.g_01782
OG0001001	Prak.g_01467	Prbm.g_01784
OG0001002	Prak.g_01468	Prbm.g_01785
OG0001003	Prak.g_01469	Prbm.g_01786
OG0001004	Prak.g_01470	Prbm.g_01787
OG0001005	Prak.g_01473	Prbm.g_01789
OG0001006	Prak.g_01474	Prbm.g_01790
OG0001007	Prak.g_01475	Prbm.g_01791
OG0001008	Prak.g_01477	Prbm.g_01793
OG0001009	Prak.g_01478	Prbm.g_01794
OG0001010	Prak.g_01588	Prbm.g_01586
OG0001011	Prak.g_00590	Prbm.g_01685
OG0001012	Prak.g_00860	Prbm.g_00830
OG0001013	Prak.g_01638	Prbm.g_01835
OG0001014	Prak.g_01639	Prbm.g_01836
OG0001015	Prak.g_01646	Prbm.g_01842
OG0001016	Prak.g_01647	Prbm.g_01843
OG0001017	Prak.g_01648	Prbm.g_01844
OG0001018	Prak.g_01649	Prbm.g_01845
OG0001019	Prak.g_01651	Prbm.g_01846
OG0001020	Prak.g_01652	Prbm.g_01847
OG0001021	Prak.g_01653	Prbm.g_01848
OG0001022	Prak.g_01654	Prbm.g_01849
OG0001023	Prak.g_01655	Prbm.g_01850
OG0001024	Prak.g_01657	Prbm.g_01851
OG0001025	Prak.g_01658	Prbm.g_01852
OG0001026	Prak.g_01659	Prbm.g_01853
OG0001027	Prak.g_01660	Prbm.g_01854
OG0001028	Prak.g_01661	Prbm.g_01855
OG0001029	Prak.g_01662	Prbm.g_01856
OG0001030	Prak.g_01663	Prbm.g_01857
OG0001031	Prak.g_01664	Prbm.g_01858
OG0001032	Prak.g_01665	Prbm.g_01859
OG0001033	Prak.g_01666	Prbm.g_01860
OG0001034	Prak.g_01667	Prbm.g_01861
OG0001035	Prak.g_01669	Prbm.g_01863
OG0001036	Prak.g_01670	Prbm.g_01864
OG0001037	Prak.g_01671	Prbm.g_01865
OG0001038	Prak.g_01672	Prbm.g_01866
OG0001039	Prak.g_01673	Prbm.g_01867
OG0001040	Prak.g_01674	Prbm.g_01869
OG0001041	Prak.g_01675	Prbm.g_01870
OG0001042	Prak.g_01676	Prbm.g_01871
OG0001043	Prak.g_01677	Prbm.g_01872
OG0001044	Prak.g_01678	Prbm.g_01873
OG0001045	Prak.g_01679	Prbm.g_01874
OG0001046	Prak.g_01680	Prbm.g_01875
OG0001047	Prak.g_01683	Prbm.g_01877
OG0001048	Prak.g_01685	Prbm.g_01879
OG0001049	Prak.g_01686	Prbm.g_01880
OG0001050	Prak.g_01687	Prbm.g_01881
OG0001051	Prak.g_01688	Prbm.g_01882
OG0001052	Prak.g_01689	Prbm.g_01883
OG0001053	Prak.g_01691	Prbm.g_01885
OG0001054	Prak.g_01693	Prbm.g_01887
OG0001055	Prak.g_01694	Prbm.g_01888
OG0001056	Prak.g_01695	Prbm.g_01889
OG0001057	Prak.g_01696	Prbm.g_01890
OG0001058	Prak.g_01697	Prbm.g_01891
OG0001059	Prak.g_01698	Prbm.g_01892
OG0001060	Prak.g_01699	Prbm.g_01893
OG0001061	Prak.g_01700	Prbm.g_01894
OG0001062	Prak.g_01701	Prbm.g_01895
OG0001063	Prak.g_01702	Prbm.g_01896
OG0001064	Prak.g_01704	Prbm.g_01898
OG0001065	Prak.g_01708	Prbm.g_01948
OG0001066	Prak.g_01710	Prbm.g_01950
OG0001067	Prak.g_01711	Prbm.g_01951
OG0001068	Prak.g_01714	Prbm.g_01953
OG0001069	Prak.g_01715	Prbm.g_01954
OG0001070	Prak.g_01716	Prbm.g_01955
OG0001071	Prak.g_01717	Prbm.g_01956
OG0001072	Prak.g_01718	Prbm.g_01957
OG0001073	Prak.g_01719	Prbm.g_01958
OG0001074	Prak.g_01720	Prbm.g_01959
OG0001075	Prak.g_01721	Prbm.g_01960
OG0001076	Prak.g_01722	Prbm.g_01961
OG0001077	Prak.g_01723	Prbm.g_01962
OG0001078	Prak.g_01724	Prbm.g_01963
OG0001079	Prak.g_01725	Prbm.g_01964
OG0001080	Prak.g_01726	Prbm.g_01965
OG0001081	Prak.g_01730	Prbm.g_01975
OG0001082	Prak.g_01731	Prbm.g_01974
OG0001083	Prak.g_01734	Prbm.g_01970
OG0001084	Prak.g_01733	Prbm.g_01972
OG0001085	Prak.g_01732	Prbm.g_01973
OG0001086	Prak.g_01729	Prbm.g_01968
OG0001087	Prak.g_01728	Prbm.g_01967
OG0001088	Prak.g_01727	Prbm.g_01966
OG0001089	Prak.g_01737	Prbm.g_01990
OG0001090	Prak.g_01739	Prbm.g_01992
OG0001091	Prak.g_01740	Prbm.g_01993
OG0001092	Prak.g_01741	Prbm.g_01994
OG0001093	Prak.g_01742	Prbm.g_01995
OG0001094	Prak.g_01743	Prbm.g_01996
OG0001095	Prak.g_01744	Prbm.g_01997
OG0001096	Prak.g_01745	Prbm.g_01998
OG0001097	Prak.g_01746	Prbm.g_01999
