Orthogroup	Prak	Praz
OG0000586	Prak.g_01074	Praz.g_01663
OG0000587	Prak.g_01073	Praz.g_01662
OG0000588	Prak.g_00797	Praz.g_01660
OG0000589	Prak.g_00798	Praz.g_01659
OG0000590	Prak.g_00800	Praz.g_01657
OG0000591	Prak.g_00806	Praz.g_01651
OG0000592	Prak.g_00807	Praz.g_01650
OG0000593	Prak.g_00808	Praz.g_01649
OG0000594	Prak.g_00811	Praz.g_01647
OG0000595	Prak.g_00812	Praz.g_01646
OG0000596	Prak.g_00813	Praz.g_01645
OG0000597	Prak.g_00815	Praz.g_01643
OG0000598	Prak.g_00816	Praz.g_01642
OG0000599	Prak.g_00817	Praz.g_01641
OG0000600	Prak.g_00818	Praz.g_01640
OG0000601	Prak.g_00821	Praz.g_01638
OG0000602	Prak.g_00822	Praz.g_01637
OG0000603	Prak.g_00823	Praz.g_01636
OG0000604	Prak.g_00826	Praz.g_01635
OG0000605	Prak.g_00827	Praz.g_01634
OG0000606	Prak.g_00828	Praz.g_01633
OG0000607	Prak.g_00830	Praz.g_01631
OG0000608	Prak.g_00832	Praz.g_01630
OG0000609	Prak.g_01934	Praz.g_01626
OG0000610	Prak.g_00756	Praz.g_01625
OG0000611	Prak.g_00838	Praz.g_01606
OG0000612	Prak.g_00839	Praz.g_01605
OG0000613	Prak.g_01060	Praz.g_01604
OG0000614	Prak.g_01059	Praz.g_01603
OG0000615	Prak.g_01057	Praz.g_01601
OG0000616	Prak.g_01056	Praz.g_01600
OG0000617	Prak.g_01055	Praz.g_01599
OG0000618	Prak.g_01054	Praz.g_01598
OG0000619	Prak.g_01053	Praz.g_01597
OG0000620	Prak.g_01052	Praz.g_01596
OG0000621	Prak.g_01051	Praz.g_01595
OG0000622	Prak.g_01050	Praz.g_01594
OG0000623	Prak.g_01049	Praz.g_01593
OG0000624	Prak.g_01047	Praz.g_01592
OG0000625	Prak.g_01046	Praz.g_01591
OG0000626	Prak.g_01045	Praz.g_01590
OG0000627	Prak.g_01044	Praz.g_01589
OG0000628	Prak.g_01043	Praz.g_01588
OG0000629	Prak.g_01042	Praz.g_01587
OG0000630	Prak.g_01041	Praz.g_01586
OG0000631	Prak.g_01039	Praz.g_01584
OG0000632	Prak.g_01038	Praz.g_01571
OG0000633	Prak.g_00728	Praz.g_01567
OG0000634	Prak.g_01261	Praz.g_01554
OG0000635	Prak.g_00608	Praz.g_01547
OG0000636	Prak.g_00607	Praz.g_01546
OG0000637	Prak.g_00606	Praz.g_01545
OG0000638	Prak.g_00353	Praz.g_01534
OG0000639	Prak.g_00940	Praz.g_01525
OG0000640	Prak.g_00944	Praz.g_01523
OG0000641	Prak.g_00946	Praz.g_01521
OG0000642	Prak.g_00947	Praz.g_01520
OG0000643	Prak.g_00948	Praz.g_01519
OG0000644	Prak.g_01061	Praz.g_01518
OG0000645	Prak.g_00840	Praz.g_01517
OG0000646	Prak.g_00841	Praz.g_01516
OG0000647	Prak.g_00842	Praz.g_01515
OG0000648	Prak.g_00844	Praz.g_01513
OG0000649	Prak.g_00845	Praz.g_01512
OG0000650	Prak.g_00846	Praz.g_01511
OG0000651	Prak.g_00847	Praz.g_01510
OG0000652	Prak.g_00848	Praz.g_01509
OG0000653	Prak.g_00849	Praz.g_01508
OG0000654	Prak.g_00851	Praz.g_01506
OG0000655	Prak.g_00853	Praz.g_01504
OG0000656	Prak.g_00854	Praz.g_01503
OG0000657	Prak.g_00855	Praz.g_01502
OG0000658	Prak.g_00856	Praz.g_01501
OG0000659	Prak.g_00857	Praz.g_01500
OG0000660	Prak.g_00858	Praz.g_01499
OG0000661	Prak.g_00859	Praz.g_01498
OG0000662	Prak.g_00861	Praz.g_01497
OG0000663	Prak.g_00862	Praz.g_01496
OG0000664	Prak.g_00863	Praz.g_01495
OG0000665	Prak.g_00864	Praz.g_01494
OG0000666	Prak.g_00865	Praz.g_01493
OG0000667	Prak.g_00866	Praz.g_01492
OG0000668	Prak.g_00867	Praz.g_01491
OG0000669	Prak.g_00869	Praz.g_01489
OG0000670	Prak.g_00870	Praz.g_01488
OG0000671	Prak.g_00871	Praz.g_01487
OG0000672	Prak.g_00872	Praz.g_01486
OG0000673	Prak.g_00873	Praz.g_01485
OG0000674	Prak.g_00874	Praz.g_01484
OG0000675	Prak.g_00876	Praz.g_01482
OG0000676	Prak.g_00877	Praz.g_01481
OG0000677	Prak.g_00880	Praz.g_01478
OG0000678	Prak.g_00882	Praz.g_01476
OG0000679	Prak.g_00884	Praz.g_01475
OG0000680	Prak.g_00885	Praz.g_01474
OG0000681	Prak.g_00886	Praz.g_01473
OG0000682	Prak.g_00887	Praz.g_01472
OG0000683	Prak.g_00889	Praz.g_01470
OG0000684	Prak.g_00890	Praz.g_01469
OG0000685	Prak.g_00891	Praz.g_01468
OG0000686	Prak.g_00892	Praz.g_01467
OG0000687	Prak.g_00893	Praz.g_01466
OG0000688	Prak.g_00894	Praz.g_01465
OG0000689	Prak.g_00895	Praz.g_01464
OG0000690	Prak.g_00896	Praz.g_01463
OG0000691	Prak.g_00897	Praz.g_01462
OG0000692	Prak.g_00901	Praz.g_01460
OG0000693	Prak.g_00902	Praz.g_01459
OG0000694	Prak.g_00903	Praz.g_01458
OG0000695	Prak.g_00904	Praz.g_01457
OG0000696	Prak.g_00905	Praz.g_01456
OG0000697	Prak.g_00907	Praz.g_01454
OG0000698	Prak.g_00911	Praz.g_01452
OG0000699	Prak.g_00912	Praz.g_01451
OG0000700	Prak.g_00748	Praz.g_01424
OG0000701	Prak.g_00753	Praz.g_01420
OG0000702	Prak.g_00759	Praz.g_01417
OG0000703	Prak.g_00761	Praz.g_01416
OG0000704	Prak.g_00762	Praz.g_01415
OG0000705	Prak.g_00764	Praz.g_01414
OG0000706	Prak.g_00765	Praz.g_01413
OG0000707	Prak.g_00767	Praz.g_01411
OG0000708	Prak.g_00768	Praz.g_01410
OG0000709	Prak.g_00770	Praz.g_01408
OG0000710	Prak.g_00771	Praz.g_01407
OG0000711	Prak.g_00772	Praz.g_01406
OG0000712	Prak.g_00773	Praz.g_01405
OG0000713	Prak.g_00774	Praz.g_01404
OG0000714	Prak.g_00776	Praz.g_01402
OG0000715	Prak.g_00777	Praz.g_01401
OG0000716	Prak.g_00779	Praz.g_01399
OG0000717	Prak.g_00780	Praz.g_01398
OG0000718	Prak.g_00781	Praz.g_01397
OG0000719	Prak.g_00783	Praz.g_01395
OG0000720	Prak.g_00784	Praz.g_01394
OG0000721	Prak.g_00787	Praz.g_01392
OG0000722	Prak.g_00788	Praz.g_01391
OG0000723	Prak.g_00789	Praz.g_01390
OG0000724	Prak.g_00791	Praz.g_01388
OG0000725	Prak.g_00792	Praz.g_01387
OG0000726	Prak.g_00793	Praz.g_01386
OG0000727	Prak.g_00794	Praz.g_01385
OG0000728	Prak.g_00795	Praz.g_01384
OG0000729	Prak.g_00796	Praz.g_01383
OG0000730	Prak.g_01071	Praz.g_01382
OG0000731	Prak.g_01069	Praz.g_01381
OG0000732	Prak.g_01068	Praz.g_01380
OG0000733	Prak.g_01067	Praz.g_01379
OG0000734	Prak.g_01066	Praz.g_01378
OG0000735	Prak.g_01064	Praz.g_01376
OG0000736	Prak.g_01063	Praz.g_01375
OG0000737	Prak.g_01062	Praz.g_01374
OG0000738	Prak.g_00949	Praz.g_01373
OG0000739	Prak.g_00950	Praz.g_01372
OG0000740	Prak.g_00951	Praz.g_01371
OG0000741	Prak.g_00952	Praz.g_01370
OG0000742	Prak.g_00954	Praz.g_01368
OG0000743	Prak.g_00955	Praz.g_01367
OG0000744	Prak.g_00956	Praz.g_01366
OG0000745	Prak.g_00957	Praz.g_01365
OG0000746	Prak.g_00958	Praz.g_01364
OG0000747	Prak.g_00959	Praz.g_01363
OG0000748	Prak.g_00960	Praz.g_01362
OG0000749	Prak.g_00961	Praz.g_01361
OG0000750	Prak.g_00963	Praz.g_01360
OG0000751	Prak.g_00964	Praz.g_01359
OG0000752	Prak.g_01023	Praz.g_01358
OG0000753	Prak.g_00966	Praz.g_01356
OG0000754	Prak.g_00967	Praz.g_01355
OG0000755	Prak.g_00968	Praz.g_01354
OG0000756	Prak.g_00970	Praz.g_01353
OG0000757	Prak.g_00971	Praz.g_01352
OG0000758	Prak.g_00972	Praz.g_01351
OG0000759	Prak.g_00974	Praz.g_01349
OG0000760	Prak.g_00975	Praz.g_01348
OG0000761	Prak.g_00976	Praz.g_01347
OG0000762	Prak.g_00978	Praz.g_01345
OG0000763	Prak.g_00979	Praz.g_01344
OG0000764	Prak.g_00980	Praz.g_01343
OG0000765	Prak.g_00981	Praz.g_01342
OG0000766	Prak.g_00982	Praz.g_01341
OG0000767	Prak.g_00984	Praz.g_01339
OG0000768	Prak.g_00985	Praz.g_01338
OG0000769	Prak.g_00986	Praz.g_01337
OG0000770	Prak.g_00987	Praz.g_01336
OG0000771	Prak.g_00988	Praz.g_01335
OG0000772	Prak.g_01238	Praz.g_01334
OG0000773	Prak.g_00990	Praz.g_01333
OG0000774	Prak.g_00991	Praz.g_01332
OG0000775	Prak.g_00992	Praz.g_01331
OG0000776	Prak.g_00995	Praz.g_01329
OG0000777	Prak.g_00996	Praz.g_01327
OG0000778	Prak.g_00997	Praz.g_01326
OG0000779	Prak.g_00998	Praz.g_01325
OG0000780	Prak.g_01000	Praz.g_01323
OG0000781	Prak.g_01002	Praz.g_01321
OG0000782	Prak.g_01003	Praz.g_01320
OG0000783	Prak.g_01007	Praz.g_01308
OG0000784	Prak.g_01009	Praz.g_01306
OG0000785	Prak.g_01010	Praz.g_01305
OG0000786	Prak.g_01011	Praz.g_01304
OG0000787	Prak.g_01012	Praz.g_01303
OG0000788	Prak.g_01018	Praz.g_01299
OG0000789	Prak.g_01021	Praz.g_01297
OG0000790	Prak.g_01022	Praz.g_01296
OG0000791	Prak.g_01025	Praz.g_01294
OG0000792	Prak.g_01026	Praz.g_01293
OG0000793	Prak.g_01027	Praz.g_01292
OG0000794	Prak.g_01030	Praz.g_01290
OG0000795	Prak.g_00931	Praz.g_01287
OG0000796	Prak.g_00930	Praz.g_01286
OG0000797	Prak.g_00928	Praz.g_01284
OG0000798	Prak.g_00927	Praz.g_01283
OG0000799	Prak.g_00926	Praz.g_01282
OG0000800	Prak.g_00925	Praz.g_01281
OG0000801	Prak.g_00922	Praz.g_00064
OG0000802	Prak.g_00921	Praz.g_00065
OG0000803	Prak.g_00919	Praz.g_00067
OG0000804	Prak.g_00918	Praz.g_00068
OG0000805	Prak.g_00917	Praz.g_00069
OG0000806	Prak.g_00915	Praz.g_00071
OG0000807	Prak.g_00383	Praz.g_00096
OG0000808	Prak.g_00712	Praz.g_00105
OG0000809	Prak.g_01220	Praz.g_00108
OG0000810	Prak.g_00603	Praz.g_00109
OG0000811	Prak.g_01255	Praz.g_00116
OG0000812	Prak.g_01214	Praz.g_00060
OG0000813	Prak.g_00362	Praz.g_00056
OG0000814	Prak.g_01241	Praz.g_00054
OG0000815	Prak.g_01328	Praz.g_00040
OG0000816	Prak.g_01551	Praz.g_00024
OG0000817	Prak.g_01552	Praz.g_00023
OG0000818	Prak.g_00723	Praz.g_00018
OG0000819	Prak.g_01194	Praz.g_00011
OG0000820	Prak.g_01188	Praz.g_00007
OG0000821	Prak.g_01186	Praz.g_00005
OG0000822	Prak.g_01185	Praz.g_00004
OG0000823	Prak.g_01184	Praz.g_00003
OG0000824	Prak.g_01183	Praz.g_00002
OG0000825	Prak.g_01182	Praz.g_00001
OG0000826	Prak.g_01181	Praz.g_00763
OG0000827	Prak.g_01180	Praz.g_00762
OG0000828	Prak.g_01179	Praz.g_00761
OG0000829	Prak.g_01178	Praz.g_00760
OG0000830	Prak.g_01176	Praz.g_00759
OG0000831	Prak.g_01173	Praz.g_00756
OG0000832	Prak.g_01171	Praz.g_00754
OG0000833	Prak.g_01170	Praz.g_00753
OG0000834	Prak.g_01169	Praz.g_00751
OG0000835	Prak.g_01168	Praz.g_00750
OG0000836	Prak.g_01167	Praz.g_00749
OG0000837	Prak.g_01164	Praz.g_00747
OG0000838	Prak.g_01163	Praz.g_00746
OG0000839	Prak.g_01162	Praz.g_00745
OG0000840	Prak.g_01161	Praz.g_00744
OG0000841	Prak.g_01160	Praz.g_00743
OG0000842	Prak.g_01158	Praz.g_00742
OG0000843	Prak.g_01157	Praz.g_00741
OG0000844	Prak.g_01156	Praz.g_00740
OG0000845	Prak.g_01155	Praz.g_00739
OG0000846	Prak.g_01153	Praz.g_00736
OG0000847	Prak.g_01151	Praz.g_00734
OG0000848	Prak.g_01150	Praz.g_00733
OG0000849	Prak.g_01147	Praz.g_00732
OG0000850	Prak.g_01146	Praz.g_00731
OG0000851	Prak.g_01144	Praz.g_00730
OG0000852	Prak.g_01142	Praz.g_00728
OG0000853	Prak.g_01140	Praz.g_00727
OG0000854	Prak.g_01138	Praz.g_00725
OG0000855	Prak.g_01137	Praz.g_00724
OG0000856	Prak.g_01136	Praz.g_00723
OG0000857	Prak.g_01135	Praz.g_00722
OG0000858	Prak.g_01134	Praz.g_00721
OG0000859	Prak.g_01133	Praz.g_00720
OG0000860	Prak.g_01132	Praz.g_00719
OG0000861	Prak.g_01131	Praz.g_00718
OG0000862	Prak.g_01130	Praz.g_00717
OG0000863	Prak.g_01129	Praz.g_00716
OG0000864	Prak.g_01128	Praz.g_00715
OG0000865	Prak.g_01127	Praz.g_00714
OG0000866	Prak.g_01126	Praz.g_00713
OG0000867	Prak.g_01125	Praz.g_00712
OG0000868	Prak.g_01124	Praz.g_00711
OG0000869	Prak.g_01122	Praz.g_00709
OG0000870	Prak.g_01121	Praz.g_00708
OG0000871	Prak.g_01120	Praz.g_00706
OG0000872	Prak.g_01119	Praz.g_00705
OG0000873	Prak.g_01117	Praz.g_00703
OG0000874	Prak.g_01116	Praz.g_00702
OG0000875	Prak.g_01115	Praz.g_00701
OG0000876	Prak.g_01114	Praz.g_00700
OG0000877	Prak.g_00593	Praz.g_00698
OG0000878	Prak.g_01571	Praz.g_01205
OG0000879	Prak.g_01266	Praz.g_01191
OG0000880	Prak.g_01267	Praz.g_01190
OG0000881	Prak.g_01268	Praz.g_01189
OG0000882	Prak.g_01269	Praz.g_01188
OG0000883	Prak.g_01270	Praz.g_01187
OG0000884	Prak.g_01272	Praz.g_01185
OG0000885	Prak.g_01273	Praz.g_01184
OG0000886	Prak.g_01274	Praz.g_01183
OG0000887	Prak.g_01275	Praz.g_01182
OG0000888	Prak.g_01276	Praz.g_01181
OG0000889	Prak.g_01279	Praz.g_01178
OG0000890	Prak.g_01280	Praz.g_01177
OG0000891	Prak.g_01281	Praz.g_01176
OG0000892	Prak.g_01284	Praz.g_01174
OG0000893	Prak.g_01285	Praz.g_01173
OG0000894	Prak.g_01286	Praz.g_01172
OG0000895	Prak.g_01287	Praz.g_01171
OG0000896	Prak.g_01288	Praz.g_01170
OG0000897	Prak.g_01289	Praz.g_01169
OG0000898	Prak.g_01292	Praz.g_01167
OG0000899	Prak.g_01293	Praz.g_01166
OG0000900	Prak.g_01305	Praz.g_01157
OG0000901	Prak.g_01301	Praz.g_01153
OG0000902	Prak.g_00460	Praz.g_01152
OG0000903	Prak.g_01237	Praz.g_01151
OG0000904	Prak.g_01490	Praz.g_01149
OG0000905	Prak.g_01215	Praz.g_01147
OG0000906	Prak.g_01197	Praz.g_01145
OG0000907	Prak.g_00909	Praz.g_01144
OG0000908	Prak.g_01234	Praz.g_01141
OG0000909	Prak.g_01331	Praz.g_01137
OG0000910	Prak.g_01332	Praz.g_01136
OG0000911	Prak.g_01333	Praz.g_01135
OG0000912	Prak.g_01334	Praz.g_01134
OG0000913	Prak.g_01335	Praz.g_01133
OG0000914	Prak.g_01336	Praz.g_01132
OG0000915	Prak.g_01337	Praz.g_01131
OG0000916	Prak.g_01338	Praz.g_01130
OG0000917	Prak.g_01339	Praz.g_01129
OG0000918	Prak.g_01340	Praz.g_01128
OG0000919	Prak.g_01341	Praz.g_01127
OG0000920	Prak.g_01342	Praz.g_01126
OG0000921	Prak.g_01343	Praz.g_01125
OG0000922	Prak.g_01344	Praz.g_01124
OG0000923	Prak.g_01345	Praz.g_01123
OG0000924	Prak.g_01346	Praz.g_01122
OG0000925	Prak.g_01347	Praz.g_01121
OG0000926	Prak.g_01824	Praz.g_01097
OG0000927	Prak.g_01374	Praz.g_01059
OG0000928	Prak.g_01375	Praz.g_01058
OG0000929	Prak.g_01376	Praz.g_01057
OG0000930	Prak.g_01377	Praz.g_01056
OG0000931	Prak.g_01378	Praz.g_01055
OG0000932	Prak.g_01380	Praz.g_01053
OG0000933	Prak.g_01381	Praz.g_01052
OG0000934	Prak.g_01382	Praz.g_01051
OG0000935	Prak.g_01383	Praz.g_01050
OG0000936	Prak.g_01384	Praz.g_01049
OG0000937	Prak.g_01385	Praz.g_01048
OG0000938	Prak.g_01386	Praz.g_01047
OG0000939	Prak.g_01387	Praz.g_01046
OG0000940	Prak.g_01388	Praz.g_01045
OG0000941	Prak.g_01389	Praz.g_01043
OG0000942	Prak.g_01390	Praz.g_01042
OG0000943	Prak.g_01393	Praz.g_01039
OG0000944	Prak.g_01394	Praz.g_01038
OG0000945	Prak.g_01395	Praz.g_01037
OG0000946	Prak.g_01396	Praz.g_01036
OG0000947	Prak.g_01397	Praz.g_01035
OG0000948	Prak.g_01398	Praz.g_01034
OG0000949	Prak.g_01399	Praz.g_01033
OG0000950	Prak.g_01400	Praz.g_01032
OG0000951	Prak.g_01401	Praz.g_01031
OG0000952	Prak.g_01402	Praz.g_01030
OG0000953	Prak.g_01403	Praz.g_01029
OG0000954	Prak.g_01404	Praz.g_01028
OG0000955	Prak.g_01405	Praz.g_01027
OG0000956	Prak.g_01406	Praz.g_01026
OG0000957	Prak.g_01407	Praz.g_01025
OG0000958	Prak.g_01408	Praz.g_01024
OG0000959	Prak.g_01409	Praz.g_01023
OG0000960	Prak.g_01410	Praz.g_01022
OG0000961	Prak.g_01414	Praz.g_01018
OG0000962	Prak.g_01415	Praz.g_01017
OG0000963	Prak.g_01416	Praz.g_01016
OG0000964	Prak.g_01418	Praz.g_01014
OG0000965	Prak.g_01419	Praz.g_01013
OG0000966	Prak.g_01420	Praz.g_01012
OG0000967	Prak.g_01421	Praz.g_01011
OG0000968	Prak.g_01422	Praz.g_01010
OG0000969	Prak.g_01423	Praz.g_01009
OG0000970	Prak.g_01424	Praz.g_01008
OG0000971	Prak.g_01425	Praz.g_01007
OG0000972	Prak.g_01426	Praz.g_01006
OG0000973	Prak.g_01427	Praz.g_01005
OG0000974	Prak.g_01429	Praz.g_01003
OG0000975	Prak.g_01435	Praz.g_01000
OG0000976	Prak.g_01437	Praz.g_00998
OG0000977	Prak.g_01439	Praz.g_00997
OG0000978	Prak.g_01441	Praz.g_00996
OG0000979	Prak.g_01443	Praz.g_00994
OG0000980	Prak.g_01444	Praz.g_00993
OG0000981	Prak.g_01445	Praz.g_00992
OG0000982	Prak.g_01446	Praz.g_00991
OG0000983	Prak.g_01448	Praz.g_00989
OG0000984	Prak.g_01449	Praz.g_00988
OG0000985	Prak.g_01450	Praz.g_00987
OG0000986	Prak.g_01451	Praz.g_00986
OG0000987	Prak.g_01452	Praz.g_00985
OG0000988	Prak.g_01453	Praz.g_00984
OG0000989	Prak.g_01454	Praz.g_00983
OG0000990	Prak.g_01455	Praz.g_00982
OG0000991	Prak.g_01456	Praz.g_00981
OG0000992	Prak.g_01457	Praz.g_00980
OG0000993	Prak.g_01458	Praz.g_00979
OG0000994	Prak.g_01459	Praz.g_00978
OG0000995	Prak.g_01460	Praz.g_00977
OG0000996	Prak.g_01461	Praz.g_00976
OG0000997	Prak.g_01462	Praz.g_00975
OG0000998	Prak.g_01463	Praz.g_00974
OG0000999	Prak.g_01464	Praz.g_00973
OG0001000	Prak.g_01465	Praz.g_00972
OG0001001	Prak.g_01467	Praz.g_00970
OG0001002	Prak.g_01468	Praz.g_00969
OG0001003	Prak.g_01469	Praz.g_00968
OG0001004	Prak.g_01470	Praz.g_00967
OG0001005	Prak.g_01473	Praz.g_00966
OG0001006	Prak.g_01474	Praz.g_00965
OG0001007	Prak.g_01475	Praz.g_00964
OG0001008	Prak.g_01477	Praz.g_00962
OG0001009	Prak.g_01478	Praz.g_00961
OG0001010	Prak.g_01588	Praz.g_00953
OG0001011	Prak.g_00590	Praz.g_00946
OG0001012	Prak.g_00860	Praz.g_00918
OG0001013	Prak.g_01638	Praz.g_00883
OG0001014	Prak.g_01639	Praz.g_00882
OG0001015	Prak.g_01646	Praz.g_00876
OG0001016	Prak.g_01647	Praz.g_00875
OG0001017	Prak.g_01648	Praz.g_00874
OG0001018	Prak.g_01649	Praz.g_00873
OG0001019	Prak.g_01651	Praz.g_00871
OG0001020	Prak.g_01652	Praz.g_00870
OG0001021	Prak.g_01653	Praz.g_00869
OG0001022	Prak.g_01654	Praz.g_00868
OG0001023	Prak.g_01655	Praz.g_00867
OG0001024	Prak.g_01657	Praz.g_00866
OG0001025	Prak.g_01658	Praz.g_00865
OG0001026	Prak.g_01659	Praz.g_00863
OG0001027	Prak.g_01660	Praz.g_00862
OG0001028	Prak.g_01661	Praz.g_00861
OG0001029	Prak.g_01662	Praz.g_00860
OG0001030	Prak.g_01663	Praz.g_00859
OG0001031	Prak.g_01664	Praz.g_00858
OG0001032	Prak.g_01665	Praz.g_00857
OG0001033	Prak.g_01666	Praz.g_00856
OG0001034	Prak.g_01667	Praz.g_00855
OG0001035	Prak.g_01669	Praz.g_00853
OG0001036	Prak.g_01670	Praz.g_00852
OG0001037	Prak.g_01671	Praz.g_00851
OG0001038	Prak.g_01672	Praz.g_00850
OG0001039	Prak.g_01673	Praz.g_00849
OG0001040	Prak.g_01674	Praz.g_00848
OG0001041	Prak.g_01675	Praz.g_00847
OG0001042	Prak.g_01676	Praz.g_00846
OG0001043	Prak.g_01677	Praz.g_00845
OG0001044	Prak.g_01678	Praz.g_00844
OG0001045	Prak.g_01679	Praz.g_00843
OG0001046	Prak.g_01680	Praz.g_00842
OG0001047	Prak.g_01683	Praz.g_00839
OG0001048	Prak.g_01685	Praz.g_00837
OG0001049	Prak.g_01686	Praz.g_00836
OG0001050	Prak.g_01687	Praz.g_00835
OG0001051	Prak.g_01688	Praz.g_00834
OG0001052	Prak.g_01689	Praz.g_00833
OG0001053	Prak.g_01691	Praz.g_00831
OG0001054	Prak.g_01693	Praz.g_00830
OG0001055	Prak.g_01694	Praz.g_00829
OG0001056	Prak.g_01695	Praz.g_00828
OG0001057	Prak.g_01696	Praz.g_00827
OG0001058	Prak.g_01697	Praz.g_00826
OG0001059	Prak.g_01698	Praz.g_00825
OG0001060	Prak.g_01699	Praz.g_00824
OG0001061	Prak.g_01700	Praz.g_00823
OG0001062	Prak.g_01701	Praz.g_00822
OG0001063	Prak.g_01702	Praz.g_00821
OG0001064	Prak.g_01704	Praz.g_00340
OG0001065	Prak.g_01708	Praz.g_00335
OG0001066	Prak.g_01710	Praz.g_00334
OG0001067	Prak.g_01711	Praz.g_00333
OG0001068	Prak.g_01714	Praz.g_00331
OG0001069	Prak.g_01715	Praz.g_00330
OG0001070	Prak.g_01716	Praz.g_00329
OG0001071	Prak.g_01717	Praz.g_00328
OG0001072	Prak.g_01718	Praz.g_00327
OG0001073	Prak.g_01719	Praz.g_00326
OG0001074	Prak.g_01720	Praz.g_00325
OG0001075	Prak.g_01721	Praz.g_00324
OG0001076	Prak.g_01722	Praz.g_00323
OG0001077	Prak.g_01723	Praz.g_00322
OG0001078	Prak.g_01724	Praz.g_00321
OG0001079	Prak.g_01725	Praz.g_00320
OG0001080	Prak.g_01726	Praz.g_00319
OG0001081	Prak.g_01730	Praz.g_00316
OG0001082	Prak.g_01731	Praz.g_00315
OG0001083	Prak.g_01734	Praz.g_00314
OG0001084	Prak.g_01733	Praz.g_00312
OG0001085	Prak.g_01732	Praz.g_00311
OG0001086	Prak.g_01729	Praz.g_00310
OG0001087	Prak.g_01728	Praz.g_00309
OG0001088	Prak.g_01727	Praz.g_00308
OG0001089	Prak.g_01737	Praz.g_00305
OG0001090	Prak.g_01739	Praz.g_00303
OG0001091	Prak.g_01740	Praz.g_00302
OG0001092	Prak.g_01741	Praz.g_00301
OG0001093	Prak.g_01742	Praz.g_00300
OG0001094	Prak.g_01743	Praz.g_00299
OG0001095	Prak.g_01744	Praz.g_00298
OG0001096	Prak.g_01745	Praz.g_00297
OG0001097	Prak.g_01746	Praz.g_00296
OG0001098	Prak.g_01747	Praz.g_00295
OG0001099	Prak.g_01748	Praz.g_00294
OG0001100	Prak.g_01749	Praz.g_00293
OG0001101	Prak.g_01750	Praz.g_00292
OG0001102	Prak.g_01751	Praz.g_00291
OG0001103	Prak.g_01752	Praz.g_00290
OG0001104	Prak.g_01753	Praz.g_00289
OG0001105	Prak.g_01754	Praz.g_00288
OG0001106	Prak.g_01755	Praz.g_00287
OG0001107	Prak.g_01756	Praz.g_00286
OG0001108	Prak.g_01757	Praz.g_00285
OG0001109	Prak.g_01758	Praz.g_00284
OG0001110	Prak.g_01759	Praz.g_00283
OG0001111	Prak.g_01760	Praz.g_00282
OG0001112	Prak.g_01761	Praz.g_00281
OG0001113	Prak.g_01762	Praz.g_00280
OG0001114	Prak.g_01763	Praz.g_00279
OG0001115	Prak.g_01764	Praz.g_00278
OG0001116	Prak.g_01765	Praz.g_00277
OG0001117	Prak.g_01766	Praz.g_00276
OG0001118	Prak.g_01767	Praz.g_00275
OG0001119	Prak.g_01768	Praz.g_00274
OG0001120	Prak.g_01769	Praz.g_00273
OG0001121	Prak.g_01771	Praz.g_00271
OG0001122	Prak.g_01772	Praz.g_00270
OG0001123	Prak.g_01773	Praz.g_00269
OG0001124	Prak.g_01775	Praz.g_00267
OG0001125	Prak.g_01777	Praz.g_00265
OG0001126	Prak.g_01778	Praz.g_00264
OG0001127	Prak.g_01781	Praz.g_00262
OG0001128	Prak.g_01782	Praz.g_00261
OG0001129	Prak.g_01783	Praz.g_00260
OG0001130	Prak.g_01786	Praz.g_00257
OG0001131	Prak.g_01787	Praz.g_00256
OG0001132	Prak.g_01788	Praz.g_00255
OG0001133	Prak.g_01789	Praz.g_00254
OG0001134	Prak.g_01790	Praz.g_00253
OG0001135	Prak.g_01791	Praz.g_00252
OG0001136	Prak.g_01792	Praz.g_00251
OG0001137	Prak.g_01793	Praz.g_00250
OG0001138	Prak.g_01794	Praz.g_00249
OG0001139	Prak.g_01796	Praz.g_00248
OG0001140	Prak.g_01797	Praz.g_00247
OG0001141	Prak.g_01798	Praz.g_00246
OG0001142	Prak.g_01802	Praz.g_00242
OG0001143	Prak.g_01803	Praz.g_00241
OG0001144	Prak.g_01804	Praz.g_00240
OG0001145	Prak.g_01805	Praz.g_00239
OG0001146	Prak.g_01806	Praz.g_00238
OG0001147	Prak.g_01807	Praz.g_00237
OG0001148	Prak.g_01808	Praz.g_00236
OG0001149	Prak.g_01810	Praz.g_00234
OG0001150	Prak.g_01811	Praz.g_00233
OG0001151	Prak.g_01815	Praz.g_00231
OG0001152	Prak.g_01816	Praz.g_00230
OG0001153	Prak.g_01817	Praz.g_00229
OG0001154	Prak.g_01819	Praz.g_00227
OG0001155	Prak.g_01821	Praz.g_00225
OG0001156	Prak.g_01823	Praz.g_00223
OG0001157	Prak.g_01825	Praz.g_00222
OG0001158	Prak.g_01827	Praz.g_00220
OG0001159	Prak.g_01828	Praz.g_00219
OG0001160	Prak.g_01829	Praz.g_00218
OG0001161	Prak.g_01830	Praz.g_00217
OG0001162	Prak.g_01831	Praz.g_00216
OG0001163	Prak.g_01832	Praz.g_00215
OG0001164	Prak.g_01833	Praz.g_00214
OG0001165	Prak.g_01834	Praz.g_00213
OG0001166	Prak.g_01835	Praz.g_00212
OG0001167	Prak.g_01837	Praz.g_00211
