Orthogroup	Prak	Prah
OG0000588	Prak.g_00797	Prah.g_00444
OG0000589	Prak.g_00798	Prah.g_00442
OG0000590	Prak.g_00800	Prah.g_02193
OG0000591	Prak.g_00806	Prah.g_01789
OG0000592	Prak.g_00807	Prah.g_01029
OG0000593	Prak.g_00808	Prah.g_02413
OG0000594	Prak.g_00811	Prah.g_00625
OG0000595	Prak.g_00812	Prah.g_02051
OG0000596	Prak.g_00813	Prah.g_00981
OG0000597	Prak.g_00815	Prah.g_00965
OG0000598	Prak.g_00816	Prah.g_00968
OG0000599	Prak.g_00817	Prah.g_00972
OG0000600	Prak.g_00818	Prah.g_00973
OG0000601	Prak.g_00821	Prah.g_00985
OG0000602	Prak.g_00822	Prah.g_00986
OG0000603	Prak.g_00823	Prah.g_00987
OG0000604	Prak.g_00826	Prah.g_01022
OG0000605	Prak.g_00827	Prah.g_01023
OG0000606	Prak.g_00828	Prah.g_01025
OG0000607	Prak.g_00830	Prah.g_01028
OG0000608	Prak.g_00832	Prah.g_00706
OG0000609	Prak.g_01934	Prah.g_02588
OG0000610	Prak.g_00756	Prah.g_01344
OG0000611	Prak.g_00838	Prah.g_00886
OG0000612	Prak.g_00839	Prah.g_00885
OG0000613	Prak.g_01060	Prah.g_00884
OG0000614	Prak.g_01059	Prah.g_00882
OG0000615	Prak.g_01057	Prah.g_00881
OG0000616	Prak.g_01056	Prah.g_00880
OG0000617	Prak.g_01055	Prah.g_00879
OG0000618	Prak.g_01054	Prah.g_00878
OG0000619	Prak.g_01053	Prah.g_00876
OG0000620	Prak.g_01052	Prah.g_00875
OG0000621	Prak.g_01051	Prah.g_00874
OG0000622	Prak.g_01050	Prah.g_00873
OG0000623	Prak.g_01049	Prah.g_00872
OG0000624	Prak.g_01047	Prah.g_00871
OG0000625	Prak.g_01046	Prah.g_00870
OG0000626	Prak.g_01045	Prah.g_00869
OG0000627	Prak.g_01044	Prah.g_00746
OG0000628	Prak.g_01043	Prah.g_00747
OG0000629	Prak.g_01042	Prah.g_00750
OG0000630	Prak.g_01041	Prah.g_00751
OG0000631	Prak.g_01039	Prah.g_00754
OG0000632	Prak.g_01038	Prah.g_01043
OG0000633	Prak.g_00728	Prah.g_01447
OG0000634	Prak.g_01261	Prah.g_01543
OG0000635	Prak.g_00608	Prah.g_00788
OG0000636	Prak.g_00607	Prah.g_00787
OG0000637	Prak.g_00606	Prah.g_00786
OG0000638	Prak.g_00353	Prah.g_01946
OG0000639	Prak.g_00940	Prah.g_01802
OG0000640	Prak.g_00944	Prah.g_00755
OG0000641	Prak.g_00946	Prah.g_00758
OG0000642	Prak.g_00947	Prah.g_00759
OG0000643	Prak.g_00948	Prah.g_00760
OG0000644	Prak.g_01061	Prah.g_00673
OG0000645	Prak.g_00840	Prah.g_00672
OG0000646	Prak.g_00841	Prah.g_00671
OG0000647	Prak.g_00842	Prah.g_00670
OG0000648	Prak.g_00844	Prah.g_00668
OG0000649	Prak.g_00845	Prah.g_00667
OG0000650	Prak.g_00846	Prah.g_00666
OG0000651	Prak.g_00847	Prah.g_00665
OG0000652	Prak.g_00848	Prah.g_00664
OG0000653	Prak.g_00849	Prah.g_00663
OG0000654	Prak.g_00851	Prah.g_00661
OG0000655	Prak.g_00853	Prah.g_00659
OG0000656	Prak.g_00854	Prah.g_00658
OG0000657	Prak.g_00855	Prah.g_00657
OG0000658	Prak.g_00856	Prah.g_00656
OG0000659	Prak.g_00857	Prah.g_00655
OG0000660	Prak.g_00858	Prah.g_00654
OG0000661	Prak.g_00859	Prah.g_00652
OG0000662	Prak.g_00861	Prah.g_00650
OG0000663	Prak.g_00862	Prah.g_00649
OG0000664	Prak.g_00863	Prah.g_00648
OG0000665	Prak.g_00864	Prah.g_00647
OG0000666	Prak.g_00865	Prah.g_00646
OG0000667	Prak.g_00866	Prah.g_00645
OG0000668	Prak.g_00867	Prah.g_00644
OG0000669	Prak.g_00869	Prah.g_00640
OG0000670	Prak.g_00870	Prah.g_00639
OG0000671	Prak.g_00871	Prah.g_00638
OG0000672	Prak.g_00872	Prah.g_00637
OG0000673	Prak.g_00873	Prah.g_00636
OG0000674	Prak.g_00874	Prah.g_00635
OG0000675	Prak.g_00876	Prah.g_00609
OG0000676	Prak.g_00877	Prah.g_00608
OG0000677	Prak.g_00880	Prah.g_00605
OG0000678	Prak.g_00882	Prah.g_00603
OG0000679	Prak.g_00884	Prah.g_00601
OG0000680	Prak.g_00885	Prah.g_00600
OG0000681	Prak.g_00886	Prah.g_00599
OG0000682	Prak.g_00887	Prah.g_00598
OG0000683	Prak.g_00889	Prah.g_00596
OG0000684	Prak.g_00890	Prah.g_00595
OG0000685	Prak.g_00891	Prah.g_00594
OG0000686	Prak.g_00892	Prah.g_00593
OG0000687	Prak.g_00893	Prah.g_00592
OG0000688	Prak.g_00894	Prah.g_00591
OG0000689	Prak.g_00895	Prah.g_00589
OG0000690	Prak.g_00896	Prah.g_00588
OG0000691	Prak.g_00897	Prah.g_00587
OG0000692	Prak.g_00901	Prah.g_00575
OG0000693	Prak.g_00902	Prah.g_00574
OG0000694	Prak.g_00903	Prah.g_00572
OG0000695	Prak.g_00904	Prah.g_00568
OG0000696	Prak.g_00905	Prah.g_00566
OG0000697	Prak.g_00907	Prah.g_00564
OG0000698	Prak.g_00911	Prah.g_00743
OG0000699	Prak.g_00912	Prah.g_00866
OG0000700	Prak.g_00748	Prah.g_00850
OG0000701	Prak.g_00753	Prah.g_00192
OG0000702	Prak.g_00759	Prah.g_00558
OG0000703	Prak.g_00761	Prah.g_00740
OG0000704	Prak.g_00762	Prah.g_01212
OG0000705	Prak.g_00764	Prah.g_00739
OG0000706	Prak.g_00765	Prah.g_00738
OG0000707	Prak.g_00767	Prah.g_00736
OG0000708	Prak.g_00768	Prah.g_00735
OG0000709	Prak.g_00770	Prah.g_00733
OG0000710	Prak.g_00771	Prah.g_00732
OG0000711	Prak.g_00772	Prah.g_00731
OG0000712	Prak.g_00773	Prah.g_00730
OG0000713	Prak.g_00774	Prah.g_00729
OG0000714	Prak.g_00776	Prah.g_00726
OG0000715	Prak.g_00777	Prah.g_00724
OG0000716	Prak.g_00779	Prah.g_00721
OG0000717	Prak.g_00780	Prah.g_00718
OG0000718	Prak.g_00781	Prah.g_00715
OG0000719	Prak.g_00783	Prah.g_00702
OG0000720	Prak.g_00784	Prah.g_00701
OG0000721	Prak.g_00787	Prah.g_00699
OG0000722	Prak.g_00788	Prah.g_00698
OG0000723	Prak.g_00789	Prah.g_00697
OG0000724	Prak.g_00791	Prah.g_00683
OG0000725	Prak.g_00792	Prah.g_00684
OG0000726	Prak.g_00793	Prah.g_00685
OG0000727	Prak.g_00794	Prah.g_00686
OG0000728	Prak.g_00795	Prah.g_00687
OG0000729	Prak.g_00796	Prah.g_00689
OG0000730	Prak.g_01071	Prah.g_00692
OG0000731	Prak.g_01069	Prah.g_00681
OG0000732	Prak.g_01068	Prah.g_00680
OG0000733	Prak.g_01067	Prah.g_00679
OG0000734	Prak.g_01066	Prah.g_00678
OG0000735	Prak.g_01064	Prah.g_00677
OG0000736	Prak.g_01063	Prah.g_00675
OG0000737	Prak.g_01062	Prah.g_00674
OG0000738	Prak.g_00949	Prah.g_00761
OG0000739	Prak.g_00950	Prah.g_00762
OG0000740	Prak.g_00951	Prah.g_00763
OG0000741	Prak.g_00952	Prah.g_00765
OG0000742	Prak.g_00954	Prah.g_00767
OG0000743	Prak.g_00955	Prah.g_00768
OG0000744	Prak.g_00956	Prah.g_00770
OG0000745	Prak.g_00957	Prah.g_00771
OG0000746	Prak.g_00958	Prah.g_00772
OG0000747	Prak.g_00959	Prah.g_01178
OG0000748	Prak.g_00960	Prah.g_00780
OG0000749	Prak.g_00961	Prah.g_00781
OG0000750	Prak.g_00963	Prah.g_00783
OG0000751	Prak.g_00964	Prah.g_00784
OG0000752	Prak.g_01023	Prah.g_02517
OG0000753	Prak.g_00966	Prah.g_00789
OG0000754	Prak.g_00967	Prah.g_00790
OG0000755	Prak.g_00968	Prah.g_00791
OG0000756	Prak.g_00970	Prah.g_00793
OG0000757	Prak.g_00971	Prah.g_00794
OG0000758	Prak.g_00972	Prah.g_00795
OG0000759	Prak.g_00974	Prah.g_00800
OG0000760	Prak.g_00975	Prah.g_00801
OG0000761	Prak.g_00976	Prah.g_00803
OG0000762	Prak.g_00978	Prah.g_00806
OG0000763	Prak.g_00979	Prah.g_00808
OG0000764	Prak.g_00980	Prah.g_00810
OG0000765	Prak.g_00981	Prah.g_00811
OG0000766	Prak.g_00982	Prah.g_00812
OG0000767	Prak.g_00984	Prah.g_00814
OG0000768	Prak.g_00985	Prah.g_00815
OG0000769	Prak.g_00986	Prah.g_00816
OG0000770	Prak.g_00987	Prah.g_00817
OG0000771	Prak.g_00988	Prah.g_00818
OG0000772	Prak.g_01238	Prah.g_01131
OG0000773	Prak.g_00990	Prah.g_00821
OG0000774	Prak.g_00991	Prah.g_00824
OG0000775	Prak.g_00992	Prah.g_00826
OG0000776	Prak.g_00995	Prah.g_00828
OG0000777	Prak.g_00996	Prah.g_00829
OG0000778	Prak.g_00997	Prah.g_00830
OG0000779	Prak.g_00998	Prah.g_00833
OG0000780	Prak.g_01000	Prah.g_00835
OG0000781	Prak.g_01002	Prah.g_00839
OG0000782	Prak.g_01003	Prah.g_00840
OG0000783	Prak.g_01007	Prah.g_00846
OG0000784	Prak.g_01009	Prah.g_00848
OG0000785	Prak.g_01010	Prah.g_00849
OG0000786	Prak.g_01011	Prah.g_00851
OG0000787	Prak.g_01012	Prah.g_00852
OG0000788	Prak.g_01018	Prah.g_00858
OG0000789	Prak.g_01021	Prah.g_00861
OG0000790	Prak.g_01022	Prah.g_02518
OG0000791	Prak.g_01025	Prah.g_00862
OG0000792	Prak.g_01026	Prah.g_00863
OG0000793	Prak.g_01027	Prah.g_00864
OG0000794	Prak.g_01030	Prah.g_00867
OG0000795	Prak.g_00931	Prah.g_00903
OG0000796	Prak.g_00930	Prah.g_00904
OG0000797	Prak.g_00928	Prah.g_00907
OG0000798	Prak.g_00927	Prah.g_00908
OG0000799	Prak.g_00926	Prah.g_00909
OG0000800	Prak.g_00925	Prah.g_00910
OG0000801	Prak.g_00922	Prah.g_00913
OG0000802	Prak.g_00921	Prah.g_00914
OG0000803	Prak.g_00919	Prah.g_00919
OG0000804	Prak.g_00918	Prah.g_00920
OG0000805	Prak.g_00917	Prah.g_00921
OG0000806	Prak.g_00915	Prah.g_00922
OG0000807	Prak.g_00383	Prah.g_00893
OG0000808	Prak.g_00712	Prah.g_00539
OG0000809	Prak.g_01220	Prah.g_01601
OG0000810	Prak.g_00603	Prah.g_01176
OG0000811	Prak.g_01255	Prah.g_00133
OG0000812	Prak.g_01214	Prah.g_01942
OG0000813	Prak.g_00362	Prah.g_01932
OG0000814	Prak.g_01241	Prah.g_00383
OG0000815	Prak.g_01328	Prah.g_00521
OG0000816	Prak.g_01551	Prah.g_02532
OG0000817	Prak.g_01552	Prah.g_02525
OG0000818	Prak.g_00723	Prah.g_01803
OG0000819	Prak.g_01194	Prah.g_00378
OG0000820	Prak.g_01188	Prah.g_01905
OG0000821	Prak.g_01186	Prah.g_01340
OG0000822	Prak.g_01185	Prah.g_01339
OG0000823	Prak.g_01184	Prah.g_01338
OG0000824	Prak.g_01183	Prah.g_01337
OG0000825	Prak.g_01182	Prah.g_01336
OG0000826	Prak.g_01181	Prah.g_01335
OG0000827	Prak.g_01180	Prah.g_01331
OG0000828	Prak.g_01179	Prah.g_01329
OG0000829	Prak.g_01178	Prah.g_01328
OG0000830	Prak.g_01176	Prah.g_01325
OG0000831	Prak.g_01173	Prah.g_01323
OG0000832	Prak.g_01171	Prah.g_01321
OG0000833	Prak.g_01170	Prah.g_01320
OG0000834	Prak.g_01169	Prah.g_01318
OG0000835	Prak.g_01168	Prah.g_01317
OG0000836	Prak.g_01167	Prah.g_01316
OG0000837	Prak.g_01164	Prah.g_01307
OG0000838	Prak.g_01163	Prah.g_01305
OG0000839	Prak.g_01162	Prah.g_01304
OG0000840	Prak.g_01161	Prah.g_01303
OG0000841	Prak.g_01160	Prah.g_01302
OG0000842	Prak.g_01158	Prah.g_01298
OG0000843	Prak.g_01157	Prah.g_01297
OG0000844	Prak.g_01156	Prah.g_01296
OG0000845	Prak.g_01155	Prah.g_01295
OG0000846	Prak.g_01153	Prah.g_01292
OG0000847	Prak.g_01151	Prah.g_01291
OG0000848	Prak.g_01150	Prah.g_01262
OG0000849	Prak.g_01147	Prah.g_01259
OG0000850	Prak.g_01146	Prah.g_01258
OG0000851	Prak.g_01144	Prah.g_01255
OG0000852	Prak.g_01142	Prah.g_01253
OG0000853	Prak.g_01140	Prah.g_01251
OG0000854	Prak.g_01138	Prah.g_01249
OG0000855	Prak.g_01137	Prah.g_01248
OG0000856	Prak.g_01136	Prah.g_01247
OG0000857	Prak.g_01135	Prah.g_01246
OG0000858	Prak.g_01134	Prah.g_01245
OG0000859	Prak.g_01133	Prah.g_01244
OG0000860	Prak.g_01132	Prah.g_01243
OG0000861	Prak.g_01131	Prah.g_01263
OG0000862	Prak.g_01130	Prah.g_01264
OG0000863	Prak.g_01129	Prah.g_01265
OG0000864	Prak.g_01128	Prah.g_01266
OG0000865	Prak.g_01127	Prah.g_01268
OG0000866	Prak.g_01126	Prah.g_01272
OG0000867	Prak.g_01125	Prah.g_01273
OG0000868	Prak.g_01124	Prah.g_01275
OG0000869	Prak.g_01122	Prah.g_01278
OG0000870	Prak.g_01121	Prah.g_01279
OG0000871	Prak.g_01120	Prah.g_01282
OG0000872	Prak.g_01119	Prah.g_01283
OG0000873	Prak.g_01117	Prah.g_01285
OG0000874	Prak.g_01116	Prah.g_01286
OG0000875	Prak.g_01115	Prah.g_01289
OG0000876	Prak.g_01114	Prah.g_01290
OG0000877	Prak.g_00593	Prah.g_01239
OG0000878	Prak.g_01571	Prah.g_01610
OG0000879	Prak.g_01266	Prah.g_01349
OG0000880	Prak.g_01267	Prah.g_01350
OG0000881	Prak.g_01268	Prah.g_01351
OG0000882	Prak.g_01269	Prah.g_01353
OG0000883	Prak.g_01270	Prah.g_01355
OG0000884	Prak.g_01272	Prah.g_01357
OG0000885	Prak.g_01273	Prah.g_01358
OG0000886	Prak.g_01274	Prah.g_01359
OG0000887	Prak.g_01275	Prah.g_01360
OG0000888	Prak.g_01276	Prah.g_01361
OG0000889	Prak.g_01279	Prah.g_01365
OG0000890	Prak.g_01280	Prah.g_01368
OG0000891	Prak.g_01281	Prah.g_01369
OG0000892	Prak.g_01284	Prah.g_01372
OG0000893	Prak.g_01285	Prah.g_01373
OG0000894	Prak.g_01286	Prah.g_01374
OG0000895	Prak.g_01287	Prah.g_01375
OG0000896	Prak.g_01288	Prah.g_01376
OG0000897	Prak.g_01289	Prah.g_01377
OG0000898	Prak.g_01292	Prah.g_01380
OG0000899	Prak.g_01293	Prah.g_01381
OG0000900	Prak.g_01305	Prah.g_00327
OG0000901	Prak.g_01301	Prah.g_00323
OG0000902	Prak.g_00460	Prah.g_00224
OG0000903	Prak.g_01237	Prah.g_00571
OG0000904	Prak.g_01490	Prah.g_01183
OG0000905	Prak.g_01215	Prah.g_00918
OG0000906	Prak.g_01197	Prah.g_00895
OG0000907	Prak.g_00909	Prah.g_00560
OG0000908	Prak.g_01234	Prah.g_01663
OG0000909	Prak.g_01331	Prah.g_01577
OG0000910	Prak.g_01332	Prah.g_01578
OG0000911	Prak.g_01333	Prah.g_01579
OG0000912	Prak.g_01334	Prah.g_01580
OG0000913	Prak.g_01335	Prah.g_01581
OG0000914	Prak.g_01336	Prah.g_01582
OG0000915	Prak.g_01337	Prah.g_01583
OG0000916	Prak.g_01338	Prah.g_01584
OG0000917	Prak.g_01339	Prah.g_01586
OG0000918	Prak.g_01340	Prah.g_01587
OG0000919	Prak.g_01341	Prah.g_01588
OG0000920	Prak.g_01342	Prah.g_01589
OG0000921	Prak.g_01343	Prah.g_01590
OG0000922	Prak.g_01344	Prah.g_01591
OG0000923	Prak.g_01345	Prah.g_01592
OG0000924	Prak.g_01346	Prah.g_01593
OG0000925	Prak.g_01347	Prah.g_01594
OG0000926	Prak.g_01824	Prah.g_02242
OG0000927	Prak.g_01374	Prah.g_00435
OG0000928	Prak.g_01375	Prah.g_00434
OG0000929	Prak.g_01376	Prah.g_00433
OG0000930	Prak.g_01377	Prah.g_00428
OG0000931	Prak.g_01378	Prah.g_00427
OG0000932	Prak.g_01380	Prah.g_00423
OG0000933	Prak.g_01381	Prah.g_00421
OG0000934	Prak.g_01382	Prah.g_00420
OG0000935	Prak.g_01383	Prah.g_00419
OG0000936	Prak.g_01384	Prah.g_00418
OG0000937	Prak.g_01385	Prah.g_00417
OG0000938	Prak.g_01386	Prah.g_00415
OG0000939	Prak.g_01387	Prah.g_00414
OG0000940	Prak.g_01388	Prah.g_00412
OG0000941	Prak.g_01389	Prah.g_00410
OG0000942	Prak.g_01390	Prah.g_00409
OG0000943	Prak.g_01393	Prah.g_00406
OG0000944	Prak.g_01394	Prah.g_00403
OG0000945	Prak.g_01395	Prah.g_00402
OG0000946	Prak.g_01396	Prah.g_00401
OG0000947	Prak.g_01397	Prah.g_00400
OG0000948	Prak.g_01398	Prah.g_00399
OG0000949	Prak.g_01399	Prah.g_00398
OG0000950	Prak.g_01400	Prah.g_00397
OG0000951	Prak.g_01401	Prah.g_00396
OG0000952	Prak.g_01402	Prah.g_00395
OG0000953	Prak.g_01403	Prah.g_00394
OG0000954	Prak.g_01404	Prah.g_00391
OG0000955	Prak.g_01405	Prah.g_00390
OG0000956	Prak.g_01406	Prah.g_00389
OG0000957	Prak.g_01407	Prah.g_00388
OG0000958	Prak.g_01408	Prah.g_00386
OG0000959	Prak.g_01409	Prah.g_00385
OG0000960	Prak.g_01410	Prah.g_00384
OG0000961	Prak.g_01414	Prah.g_00379
OG0000962	Prak.g_01415	Prah.g_00376
OG0000963	Prak.g_01416	Prah.g_00374
OG0000964	Prak.g_01418	Prah.g_00371
OG0000965	Prak.g_01419	Prah.g_00370
OG0000966	Prak.g_01420	Prah.g_00369
OG0000967	Prak.g_01421	Prah.g_00368
OG0000968	Prak.g_01422	Prah.g_00367
OG0000969	Prak.g_01423	Prah.g_00366
OG0000970	Prak.g_01424	Prah.g_00365
OG0000971	Prak.g_01425	Prah.g_00364
OG0000972	Prak.g_01426	Prah.g_00363
OG0000973	Prak.g_01427	Prah.g_00362
OG0000974	Prak.g_01429	Prah.g_00360
OG0000975	Prak.g_01435	Prah.g_01217
OG0000976	Prak.g_01437	Prah.g_01605
OG0000977	Prak.g_01439	Prah.g_01615
OG0000978	Prak.g_01441	Prah.g_01617
OG0000979	Prak.g_01443	Prah.g_01619
OG0000980	Prak.g_01444	Prah.g_01620
OG0000981	Prak.g_01445	Prah.g_00538
OG0000982	Prak.g_01446	Prah.g_01621
OG0000983	Prak.g_01448	Prah.g_01623
OG0000984	Prak.g_01449	Prah.g_01624
OG0000985	Prak.g_01450	Prah.g_01625
OG0000986	Prak.g_01451	Prah.g_01627
OG0000987	Prak.g_01452	Prah.g_01628
OG0000988	Prak.g_01453	Prah.g_01631
OG0000989	Prak.g_01454	Prah.g_01632
OG0000990	Prak.g_01455	Prah.g_01633
OG0000991	Prak.g_01456	Prah.g_01634
OG0000992	Prak.g_01457	Prah.g_01635
OG0000993	Prak.g_01458	Prah.g_01636
OG0000994	Prak.g_01459	Prah.g_01637
OG0000995	Prak.g_01460	Prah.g_01639
OG0000996	Prak.g_01461	Prah.g_01640
OG0000997	Prak.g_01462	Prah.g_01641
OG0000998	Prak.g_01463	Prah.g_01642
OG0000999	Prak.g_01464	Prah.g_01643
OG0001000	Prak.g_01465	Prah.g_01644
OG0001001	Prak.g_01467	Prah.g_01645
OG0001002	Prak.g_01468	Prah.g_01648
OG0001003	Prak.g_01469	Prah.g_01649
OG0001004	Prak.g_01470	Prah.g_01791
OG0001005	Prak.g_01473	Prah.g_01651
OG0001006	Prak.g_01474	Prah.g_01652
OG0001007	Prak.g_01475	Prah.g_01653
OG0001008	Prak.g_01477	Prah.g_01655
OG0001009	Prak.g_01478	Prah.g_01656
OG0001010	Prak.g_01588	Prah.g_00541
OG0001011	Prak.g_00590	Prah.g_00515
OG0001012	Prak.g_00860	Prah.g_00651
OG0001013	Prak.g_01638	Prah.g_01667
OG0001014	Prak.g_01639	Prah.g_01668
OG0001015	Prak.g_01646	Prah.g_01677
OG0001016	Prak.g_01647	Prah.g_01678
OG0001017	Prak.g_01648	Prah.g_01679
OG0001018	Prak.g_01649	Prah.g_01681
OG0001019	Prak.g_01651	Prah.g_01685
OG0001020	Prak.g_01652	Prah.g_01687
OG0001021	Prak.g_01653	Prah.g_01688
OG0001022	Prak.g_01654	Prah.g_01689
OG0001023	Prak.g_01655	Prah.g_01690
OG0001024	Prak.g_01657	Prah.g_01692
OG0001025	Prak.g_01658	Prah.g_01693
OG0001026	Prak.g_01659	Prah.g_01694
OG0001027	Prak.g_01660	Prah.g_01695
OG0001028	Prak.g_01661	Prah.g_01696
OG0001029	Prak.g_01662	Prah.g_01697
OG0001030	Prak.g_01663	Prah.g_01698
OG0001031	Prak.g_01664	Prah.g_01699
OG0001032	Prak.g_01665	Prah.g_01700
OG0001033	Prak.g_01666	Prah.g_01701
OG0001034	Prak.g_01667	Prah.g_01703
OG0001035	Prak.g_01669	Prah.g_01705
OG0001036	Prak.g_01670	Prah.g_01707
OG0001037	Prak.g_01671	Prah.g_01709
OG0001038	Prak.g_01672	Prah.g_01710
OG0001039	Prak.g_01673	Prah.g_01711
OG0001040	Prak.g_01674	Prah.g_01713
OG0001041	Prak.g_01675	Prah.g_01714
OG0001042	Prak.g_01676	Prah.g_01716
OG0001043	Prak.g_01677	Prah.g_01717
OG0001044	Prak.g_01678	Prah.g_01718
OG0001045	Prak.g_01679	Prah.g_01719
OG0001046	Prak.g_01680	Prah.g_01720
OG0001047	Prak.g_01683	Prah.g_01727
OG0001048	Prak.g_01685	Prah.g_01729
OG0001049	Prak.g_01686	Prah.g_01730
OG0001050	Prak.g_01687	Prah.g_01731
OG0001051	Prak.g_01688	Prah.g_01732
OG0001052	Prak.g_01689	Prah.g_01733
OG0001053	Prak.g_01691	Prah.g_01736
OG0001054	Prak.g_01693	Prah.g_01738
OG0001055	Prak.g_01694	Prah.g_01739
OG0001056	Prak.g_01695	Prah.g_01740
OG0001057	Prak.g_01696	Prah.g_01741
OG0001058	Prak.g_01697	Prah.g_01742
OG0001059	Prak.g_01698	Prah.g_01743
OG0001060	Prak.g_01699	Prah.g_01744
OG0001061	Prak.g_01700	Prah.g_01745
OG0001062	Prak.g_01701	Prah.g_01759
OG0001063	Prak.g_01702	Prah.g_01760
OG0001064	Prak.g_01704	Prah.g_01762
OG0001065	Prak.g_01708	Prah.g_02073
OG0001066	Prak.g_01710	Prah.g_02071
OG0001067	Prak.g_01711	Prah.g_02070
OG0001068	Prak.g_01714	Prah.g_02067
OG0001069	Prak.g_01715	Prah.g_02066
OG0001070	Prak.g_01716	Prah.g_02065
OG0001071	Prak.g_01717	Prah.g_02064
OG0001072	Prak.g_01718	Prah.g_02063
OG0001073	Prak.g_01719	Prah.g_02062
OG0001074	Prak.g_01720	Prah.g_02061
OG0001075	Prak.g_01721	Prah.g_02060
OG0001076	Prak.g_01722	Prah.g_02059
OG0001077	Prak.g_01723	Prah.g_02058
OG0001078	Prak.g_01724	Prah.g_02056
OG0001079	Prak.g_01725	Prah.g_02055
OG0001080	Prak.g_01726	Prah.g_02054
OG0001081	Prak.g_01730	Prah.g_02041
OG0001082	Prak.g_01731	Prah.g_02042
OG0001083	Prak.g_01734	Prah.g_02046
OG0001084	Prak.g_01733	Prah.g_02044
OG0001085	Prak.g_01732	Prah.g_02043
OG0001086	Prak.g_01729	Prah.g_02047
OG0001087	Prak.g_01728	Prah.g_02048
OG0001088	Prak.g_01727	Prah.g_02050
OG0001089	Prak.g_01737	Prah.g_02039
OG0001090	Prak.g_01739	Prah.g_02037
OG0001091	Prak.g_01740	Prah.g_02036
OG0001092	Prak.g_01741	Prah.g_02035
OG0001093	Prak.g_01742	Prah.g_02034
OG0001094	Prak.g_01743	Prah.g_02033
OG0001095	Prak.g_01744	Prah.g_02032
OG0001096	Prak.g_01745	Prah.g_02031
OG0001097	Prak.g_01746	Prah.g_02030
OG0001098	Prak.g_01747	Prah.g_02029
OG0001099	Prak.g_01748	Prah.g_02028
OG0001100	Prak.g_01749	Prah.g_02027
OG0001101	Prak.g_01750	Prah.g_02026
OG0001102	Prak.g_01751	Prah.g_02025
OG0001103	Prak.g_01752	Prah.g_02024
OG0001104	Prak.g_01753	Prah.g_02023
OG0001105	Prak.g_01754	Prah.g_02022
OG0001106	Prak.g_01755	Prah.g_02021
OG0001107	Prak.g_01756	Prah.g_02020
OG0001108	Prak.g_01757	Prah.g_02019
OG0001109	Prak.g_01758	Prah.g_02018
OG0001110	Prak.g_01759	Prah.g_02017
OG0001111	Prak.g_01760	Prah.g_02016
OG0001112	Prak.g_01761	Prah.g_02015
OG0001113	Prak.g_01762	Prah.g_02014
OG0001114	Prak.g_01763	Prah.g_02013
OG0001115	Prak.g_01764	Prah.g_02012
OG0001116	Prak.g_01765	Prah.g_02011
OG0001117	Prak.g_01766	Prah.g_02010
OG0001118	Prak.g_01767	Prah.g_02009
OG0001119	Prak.g_01768	Prah.g_02008
OG0001120	Prak.g_01769	Prah.g_02007
OG0001121	Prak.g_01771	Prah.g_02004
OG0001122	Prak.g_01772	Prah.g_02003
OG0001123	Prak.g_01773	Prah.g_02002
OG0001124	Prak.g_01775	Prah.g_02000
OG0001125	Prak.g_01777	Prah.g_01998
OG0001126	Prak.g_01778	Prah.g_01997
OG0001127	Prak.g_01781	Prah.g_01994
OG0001128	Prak.g_01782	Prah.g_01993
OG0001129	Prak.g_01783	Prah.g_01991
OG0001130	Prak.g_01786	Prah.g_01988
OG0001131	Prak.g_01787	Prah.g_01987
OG0001132	Prak.g_01788	Prah.g_01986
OG0001133	Prak.g_01789	Prah.g_01985
OG0001134	Prak.g_01790	Prah.g_01984
OG0001135	Prak.g_01791	Prah.g_01983
OG0001136	Prak.g_01792	Prah.g_01982
OG0001137	Prak.g_01793	Prah.g_01981
OG0001138	Prak.g_01794	Prah.g_01980
OG0001139	Prak.g_01796	Prah.g_01978
OG0001140	Prak.g_01797	Prah.g_01977
OG0001141	Prak.g_01798	Prah.g_01976
OG0001142	Prak.g_01802	Prah.g_01966
OG0001143	Prak.g_01803	Prah.g_01965
OG0001144	Prak.g_01804	Prah.g_01963
OG0001145	Prak.g_01805	Prah.g_01962
OG0001146	Prak.g_01806	Prah.g_01961
OG0001147	Prak.g_01807	Prah.g_01960
OG0001148	Prak.g_01808	Prah.g_01958
OG0001149	Prak.g_01810	Prah.g_02224
OG0001150	Prak.g_01811	Prah.g_02227
OG0001151	Prak.g_01815	Prah.g_02231
OG0001152	Prak.g_01816	Prah.g_02232
OG0001153	Prak.g_01817	Prah.g_02234
OG0001154	Prak.g_01819	Prah.g_02236
OG0001155	Prak.g_01821	Prah.g_02239
OG0001156	Prak.g_01823	Prah.g_02241
OG0001157	Prak.g_01825	Prah.g_02243
OG0001158	Prak.g_01827	Prah.g_02245
OG0001159	Prak.g_01828	Prah.g_02246
OG0001160	Prak.g_01829	Prah.g_02247
OG0001161	Prak.g_01830	Prah.g_00168
OG0001162	Prak.g_01831	Prah.g_00167
OG0001163	Prak.g_01832	Prah.g_00166
OG0001164	Prak.g_01833	Prah.g_00165
OG0001165	Prak.g_01834	Prah.g_00164
OG0001166	Prak.g_01835	Prah.g_00163
OG0001167	Prak.g_01837	Prah.g_00156
OG0001168	Prak.g_01838	Prah.g_00155
OG0001169	Prak.g_01839	Prah.g_00154
