Orthogroup	Prak	Praf
OG0000583	Prak.g_01079	Praf.g_01739
OG0000584	Prak.g_01077	Praf.g_01741
OG0000585	Prak.g_01076	Praf.g_01742
OG0000586	Prak.g_01074	Praf.g_01744
OG0000587	Prak.g_01073	Praf.g_01745
OG0000588	Prak.g_00797	Praf.g_01749
OG0000589	Prak.g_00798	Praf.g_01751
OG0000590	Prak.g_00800	Praf.g_02344
OG0000591	Prak.g_00806	Praf.g_00371
OG0000592	Prak.g_00807	Praf.g_01127
OG0000593	Prak.g_00808	Praf.g_02570
OG0000594	Prak.g_00811	Praf.g_01572
OG0000595	Prak.g_00812	Praf.g_02180
OG0000596	Prak.g_00813	Praf.g_01210
OG0000597	Prak.g_00815	Praf.g_01230
OG0000598	Prak.g_00816	Praf.g_01225
OG0000599	Prak.g_00817	Praf.g_01221
OG0000600	Prak.g_00818	Praf.g_01220
OG0000601	Prak.g_00821	Praf.g_01207
OG0000602	Prak.g_00822	Praf.g_01206
OG0000603	Prak.g_00823	Praf.g_01205
OG0000604	Prak.g_00826	Praf.g_01121
OG0000605	Prak.g_00827	Praf.g_01122
OG0000606	Prak.g_00828	Praf.g_01124
OG0000607	Prak.g_00830	Praf.g_01126
OG0000608	Prak.g_00832	Praf.g_01489
OG0000609	Prak.g_01934	Praf.g_02767
OG0000610	Prak.g_00756	Praf.g_00817
OG0000611	Prak.g_00838	Praf.g_01303
OG0000612	Prak.g_00839	Praf.g_01304
OG0000613	Prak.g_01060	Praf.g_01305
OG0000614	Prak.g_01059	Praf.g_01307
OG0000615	Prak.g_01057	Praf.g_01308
OG0000616	Prak.g_01056	Praf.g_01309
OG0000617	Prak.g_01055	Praf.g_01310
OG0000618	Prak.g_01054	Praf.g_01311
OG0000619	Prak.g_01053	Praf.g_01313
OG0000620	Prak.g_01052	Praf.g_01314
OG0000621	Prak.g_01051	Praf.g_01315
OG0000622	Prak.g_01050	Praf.g_01316
OG0000623	Prak.g_01049	Praf.g_01317
OG0000624	Prak.g_01047	Praf.g_01318
OG0000625	Prak.g_01046	Praf.g_01319
OG0000626	Prak.g_01045	Praf.g_01320
OG0000627	Prak.g_01044	Praf.g_01441
OG0000628	Prak.g_01043	Praf.g_01440
OG0000629	Prak.g_01042	Praf.g_01437
OG0000630	Prak.g_01041	Praf.g_01436
OG0000631	Prak.g_01039	Praf.g_01433
OG0000632	Prak.g_01038	Praf.g_01139
OG0000633	Prak.g_00728	Praf.g_00710
OG0000634	Prak.g_01261	Praf.g_00617
OG0000635	Prak.g_00608	Praf.g_01400
OG0000636	Prak.g_00607	Praf.g_01401
OG0000637	Prak.g_00606	Praf.g_01402
OG0000638	Prak.g_00353	Praf.g_02063
OG0000639	Prak.g_00940	Praf.g_00360
OG0000640	Prak.g_00944	Praf.g_01432
OG0000641	Prak.g_00946	Praf.g_01429
OG0000642	Prak.g_00947	Praf.g_01428
OG0000643	Prak.g_00948	Praf.g_01427
OG0000644	Prak.g_01061	Praf.g_01524
OG0000645	Prak.g_00840	Praf.g_01525
OG0000646	Prak.g_00841	Praf.g_01526
OG0000647	Prak.g_00842	Praf.g_01527
OG0000648	Prak.g_00844	Praf.g_01529
OG0000649	Prak.g_00845	Praf.g_01530
OG0000650	Prak.g_00846	Praf.g_01531
OG0000651	Prak.g_00847	Praf.g_01532
OG0000652	Prak.g_00848	Praf.g_01533
OG0000653	Prak.g_00849	Praf.g_01534
OG0000654	Prak.g_00851	Praf.g_01536
OG0000655	Prak.g_00853	Praf.g_01538
OG0000656	Prak.g_00854	Praf.g_01539
OG0000657	Prak.g_00855	Praf.g_01540
OG0000658	Prak.g_00856	Praf.g_01541
OG0000659	Prak.g_00857	Praf.g_01542
OG0000660	Prak.g_00858	Praf.g_01543
OG0000661	Prak.g_00859	Praf.g_01545
OG0000662	Prak.g_00861	Praf.g_01547
OG0000663	Prak.g_00862	Praf.g_01548
OG0000664	Prak.g_00863	Praf.g_01549
OG0000665	Prak.g_00864	Praf.g_01550
OG0000666	Prak.g_00865	Praf.g_01551
OG0000667	Prak.g_00866	Praf.g_01552
OG0000668	Prak.g_00867	Praf.g_01553
OG0000669	Prak.g_00869	Praf.g_01557
OG0000670	Prak.g_00870	Praf.g_01558
OG0000671	Prak.g_00871	Praf.g_01559
OG0000672	Prak.g_00872	Praf.g_01560
OG0000673	Prak.g_00873	Praf.g_01561
OG0000674	Prak.g_00874	Praf.g_01562
OG0000675	Prak.g_00876	Praf.g_01585
OG0000676	Prak.g_00877	Praf.g_01586
OG0000677	Prak.g_00880	Praf.g_01590
OG0000678	Prak.g_00882	Praf.g_01592
OG0000679	Prak.g_00884	Praf.g_01594
OG0000680	Prak.g_00885	Praf.g_01595
OG0000681	Prak.g_00886	Praf.g_01596
OG0000682	Prak.g_00887	Praf.g_01597
OG0000683	Prak.g_00889	Praf.g_01599
OG0000684	Prak.g_00890	Praf.g_01600
OG0000685	Prak.g_00891	Praf.g_01601
OG0000686	Prak.g_00892	Praf.g_01602
OG0000687	Prak.g_00893	Praf.g_01603
OG0000688	Prak.g_00894	Praf.g_01604
OG0000689	Prak.g_00895	Praf.g_01606
OG0000690	Prak.g_00896	Praf.g_01607
OG0000691	Prak.g_00897	Praf.g_01608
OG0000692	Prak.g_00901	Praf.g_01619
OG0000693	Prak.g_00902	Praf.g_01620
OG0000694	Prak.g_00903	Praf.g_01622
OG0000695	Prak.g_00904	Praf.g_01625
OG0000696	Prak.g_00905	Praf.g_01627
OG0000697	Prak.g_00907	Praf.g_01629
OG0000698	Prak.g_00911	Praf.g_01444
OG0000699	Prak.g_00912	Praf.g_01323
OG0000700	Prak.g_00748	Praf.g_01339
OG0000701	Prak.g_00753	Praf.g_00222
OG0000702	Prak.g_00759	Praf.g_01638
OG0000703	Prak.g_00761	Praf.g_01454
OG0000704	Prak.g_00762	Praf.g_00961
OG0000705	Prak.g_00764	Praf.g_01455
OG0000706	Prak.g_00765	Praf.g_01456
OG0000707	Prak.g_00767	Praf.g_01458
OG0000708	Prak.g_00768	Praf.g_01459
OG0000709	Prak.g_00770	Praf.g_01461
OG0000710	Prak.g_00771	Praf.g_01462
OG0000711	Prak.g_00772	Praf.g_01463
OG0000712	Prak.g_00773	Praf.g_01464
OG0000713	Prak.g_00774	Praf.g_01465
OG0000714	Prak.g_00776	Praf.g_01467
OG0000715	Prak.g_00777	Praf.g_01469
OG0000716	Prak.g_00779	Praf.g_01475
OG0000717	Prak.g_00780	Praf.g_01478
OG0000718	Prak.g_00781	Praf.g_01480
OG0000719	Prak.g_00783	Praf.g_01494
OG0000720	Prak.g_00784	Praf.g_01495
OG0000721	Prak.g_00787	Praf.g_01497
OG0000722	Prak.g_00788	Praf.g_01498
OG0000723	Prak.g_00789	Praf.g_01499
OG0000724	Prak.g_00791	Praf.g_01512
OG0000725	Prak.g_00792	Praf.g_01511
OG0000726	Prak.g_00793	Praf.g_01510
OG0000727	Prak.g_00794	Praf.g_01509
OG0000728	Prak.g_00795	Praf.g_01508
OG0000729	Prak.g_00796	Praf.g_01506
OG0000730	Prak.g_01071	Praf.g_01503
OG0000731	Prak.g_01069	Praf.g_01515
OG0000732	Prak.g_01068	Praf.g_01516
OG0000733	Prak.g_01067	Praf.g_01517
OG0000734	Prak.g_01066	Praf.g_01519
OG0000735	Prak.g_01064	Praf.g_01520
OG0000736	Prak.g_01063	Praf.g_01522
OG0000737	Prak.g_01062	Praf.g_01523
OG0000738	Prak.g_00949	Praf.g_01426
OG0000739	Prak.g_00950	Praf.g_01425
OG0000740	Prak.g_00951	Praf.g_01424
OG0000741	Prak.g_00952	Praf.g_01422
OG0000742	Prak.g_00954	Praf.g_01420
OG0000743	Prak.g_00955	Praf.g_01419
OG0000744	Prak.g_00956	Praf.g_01417
OG0000745	Prak.g_00957	Praf.g_01416
OG0000746	Prak.g_00958	Praf.g_01415
OG0000747	Prak.g_00959	Praf.g_01006
OG0000748	Prak.g_00960	Praf.g_01408
OG0000749	Prak.g_00961	Praf.g_01407
OG0000750	Prak.g_00963	Praf.g_01405
OG0000751	Prak.g_00964	Praf.g_01404
OG0000752	Prak.g_01023	Praf.g_02684
OG0000753	Prak.g_00966	Praf.g_01399
OG0000754	Prak.g_00967	Praf.g_01398
OG0000755	Prak.g_00968	Praf.g_01397
OG0000756	Prak.g_00970	Praf.g_01395
OG0000757	Prak.g_00971	Praf.g_01394
OG0000758	Prak.g_00972	Praf.g_01393
OG0000759	Prak.g_00974	Praf.g_01388
OG0000760	Prak.g_00975	Praf.g_01387
OG0000761	Prak.g_00976	Praf.g_01385
OG0000762	Prak.g_00978	Praf.g_01382
OG0000763	Prak.g_00979	Praf.g_01380
OG0000764	Prak.g_00980	Praf.g_01378
OG0000765	Prak.g_00981	Praf.g_01377
OG0000766	Prak.g_00982	Praf.g_01376
OG0000767	Prak.g_00984	Praf.g_01374
OG0000768	Prak.g_00985	Praf.g_01372
OG0000769	Prak.g_00986	Praf.g_01371
OG0000770	Prak.g_00987	Praf.g_01370
OG0000771	Prak.g_00988	Praf.g_01369
OG0000772	Prak.g_01238	Praf.g_01073
OG0000773	Prak.g_00990	Praf.g_01366
OG0000774	Prak.g_00991	Praf.g_01364
OG0000775	Prak.g_00992	Praf.g_01362
OG0000776	Prak.g_00995	Praf.g_01360
OG0000777	Prak.g_00996	Praf.g_01359
OG0000778	Prak.g_00997	Praf.g_01358
OG0000779	Prak.g_00998	Praf.g_01355
OG0000780	Prak.g_01000	Praf.g_01353
OG0000781	Prak.g_01002	Praf.g_01349
OG0000782	Prak.g_01003	Praf.g_01348
OG0000783	Prak.g_01007	Praf.g_01343
OG0000784	Prak.g_01009	Praf.g_01341
OG0000785	Prak.g_01010	Praf.g_01340
OG0000786	Prak.g_01011	Praf.g_01338
OG0000787	Prak.g_01012	Praf.g_01337
OG0000788	Prak.g_01018	Praf.g_01331
OG0000789	Prak.g_01021	Praf.g_01328
OG0000790	Prak.g_01022	Praf.g_02685
OG0000791	Prak.g_01025	Praf.g_01327
OG0000792	Prak.g_01026	Praf.g_01326
OG0000793	Prak.g_01027	Praf.g_01325
OG0000794	Prak.g_01030	Praf.g_01322
OG0000795	Prak.g_00931	Praf.g_01287
OG0000796	Prak.g_00930	Praf.g_01286
OG0000797	Prak.g_00928	Praf.g_01283
OG0000798	Prak.g_00927	Praf.g_01281
OG0000799	Prak.g_00926	Praf.g_01280
OG0000800	Prak.g_00925	Praf.g_01279
OG0000801	Prak.g_00922	Praf.g_01276
OG0000802	Prak.g_00921	Praf.g_01275
OG0000803	Prak.g_00919	Praf.g_01270
OG0000804	Prak.g_00918	Praf.g_01269
OG0000805	Prak.g_00917	Praf.g_01268
OG0000806	Prak.g_00915	Praf.g_01267
OG0000807	Prak.g_00383	Praf.g_01296
OG0000808	Prak.g_00712	Praf.g_01652
OG0000809	Prak.g_01220	Praf.g_00558
OG0000810	Prak.g_00603	Praf.g_01008
OG0000811	Prak.g_01255	Praf.g_00162
OG0000812	Prak.g_01214	Praf.g_02056
OG0000813	Prak.g_00362	Praf.g_02047
OG0000814	Prak.g_01241	Praf.g_01825
OG0000815	Prak.g_01328	Praf.g_01671
OG0000816	Prak.g_01551	Praf.g_02698
OG0000817	Prak.g_01552	Praf.g_02691
OG0000818	Prak.g_00723	Praf.g_00359
OG0000819	Prak.g_01194	Praf.g_01832
OG0000820	Prak.g_01188	Praf.g_00233
OG0000821	Prak.g_01186	Praf.g_00822
OG0000822	Prak.g_01185	Praf.g_00823
OG0000823	Prak.g_01184	Praf.g_00824
OG0000824	Prak.g_01183	Praf.g_00825
OG0000825	Prak.g_01182	Praf.g_00826
OG0000826	Prak.g_01181	Praf.g_00827
OG0000827	Prak.g_01180	Praf.g_00830
OG0000828	Prak.g_01179	Praf.g_00832
OG0000829	Prak.g_01178	Praf.g_00833
OG0000830	Prak.g_01176	Praf.g_00836
OG0000831	Prak.g_01173	Praf.g_00853
OG0000832	Prak.g_01171	Praf.g_00855
OG0000833	Prak.g_01170	Praf.g_00856
OG0000834	Prak.g_01169	Praf.g_00858
OG0000835	Prak.g_01168	Praf.g_00859
OG0000836	Prak.g_01167	Praf.g_00860
OG0000837	Prak.g_01164	Praf.g_00870
OG0000838	Prak.g_01163	Praf.g_00872
OG0000839	Prak.g_01162	Praf.g_00873
OG0000840	Prak.g_01161	Praf.g_00874
OG0000841	Prak.g_01160	Praf.g_00875
OG0000842	Prak.g_01158	Praf.g_00879
OG0000843	Prak.g_01157	Praf.g_00880
OG0000844	Prak.g_01156	Praf.g_00881
OG0000845	Prak.g_01155	Praf.g_00882
OG0000846	Prak.g_01153	Praf.g_00885
OG0000847	Prak.g_01151	Praf.g_00886
OG0000848	Prak.g_01150	Praf.g_00914
OG0000849	Prak.g_01147	Praf.g_00917
OG0000850	Prak.g_01146	Praf.g_00918
OG0000851	Prak.g_01144	Praf.g_00921
OG0000852	Prak.g_01142	Praf.g_00923
OG0000853	Prak.g_01140	Praf.g_00925
OG0000854	Prak.g_01138	Praf.g_00927
OG0000855	Prak.g_01137	Praf.g_00928
OG0000856	Prak.g_01136	Praf.g_00929
OG0000857	Prak.g_01135	Praf.g_00930
OG0000858	Prak.g_01134	Praf.g_00931
OG0000859	Prak.g_01133	Praf.g_00932
OG0000860	Prak.g_01132	Praf.g_00933
OG0000861	Prak.g_01131	Praf.g_00913
OG0000862	Prak.g_01130	Praf.g_00912
OG0000863	Prak.g_01129	Praf.g_00911
OG0000864	Prak.g_01128	Praf.g_00910
OG0000865	Prak.g_01127	Praf.g_00908
OG0000866	Prak.g_01126	Praf.g_00905
OG0000867	Prak.g_01125	Praf.g_00904
OG0000868	Prak.g_01124	Praf.g_00902
OG0000869	Prak.g_01122	Praf.g_00899
OG0000870	Prak.g_01121	Praf.g_00898
OG0000871	Prak.g_01120	Praf.g_00895
OG0000872	Prak.g_01119	Praf.g_00894
OG0000873	Prak.g_01117	Praf.g_00892
OG0000874	Prak.g_01116	Praf.g_00891
OG0000875	Prak.g_01115	Praf.g_00888
OG0000876	Prak.g_01114	Praf.g_00887
OG0000877	Prak.g_00593	Praf.g_00937
OG0000878	Prak.g_01571	Praf.g_00548
OG0000879	Prak.g_01266	Praf.g_00810
OG0000880	Prak.g_01267	Praf.g_00809
OG0000881	Prak.g_01268	Praf.g_00808
OG0000882	Prak.g_01269	Praf.g_00806
OG0000883	Prak.g_01270	Praf.g_00804
OG0000884	Prak.g_01272	Praf.g_00802
OG0000885	Prak.g_01273	Praf.g_00801
OG0000886	Prak.g_01274	Praf.g_00800
OG0000887	Prak.g_01275	Praf.g_00799
OG0000888	Prak.g_01276	Praf.g_00798
OG0000889	Prak.g_01279	Praf.g_00794
OG0000890	Prak.g_01280	Praf.g_00791
OG0000891	Prak.g_01281	Praf.g_00790
OG0000892	Prak.g_01284	Praf.g_00787
OG0000893	Prak.g_01285	Praf.g_00786
OG0000894	Prak.g_01286	Praf.g_00785
OG0000895	Prak.g_01287	Praf.g_00784
OG0000896	Prak.g_01288	Praf.g_00783
OG0000897	Prak.g_01289	Praf.g_00782
OG0000898	Prak.g_01292	Praf.g_00777
OG0000899	Prak.g_01293	Praf.g_00776
OG0000900	Prak.g_01305	Praf.g_01886
OG0000901	Prak.g_01301	Praf.g_01897
OG0000902	Prak.g_00460	Praf.g_01996
OG0000903	Prak.g_01237	Praf.g_01623
OG0000904	Prak.g_01490	Praf.g_01001
OG0000905	Prak.g_01215	Praf.g_01271
OG0000906	Prak.g_01197	Praf.g_01294
OG0000907	Prak.g_00909	Praf.g_01635
OG0000908	Prak.g_01234	Praf.g_00494
OG0000909	Prak.g_01331	Praf.g_00582
OG0000910	Prak.g_01332	Praf.g_00581
OG0000911	Prak.g_01333	Praf.g_00580
OG0000912	Prak.g_01334	Praf.g_00579
OG0000913	Prak.g_01335	Praf.g_00578
OG0000914	Prak.g_01336	Praf.g_00577
OG0000915	Prak.g_01337	Praf.g_00576
OG0000916	Prak.g_01338	Praf.g_00575
OG0000917	Prak.g_01339	Praf.g_00573
OG0000918	Prak.g_01340	Praf.g_00572
OG0000919	Prak.g_01341	Praf.g_00571
OG0000920	Prak.g_01342	Praf.g_00570
OG0000921	Prak.g_01343	Praf.g_00569
OG0000922	Prak.g_01344	Praf.g_00568
OG0000923	Prak.g_01345	Praf.g_00567
OG0000924	Prak.g_01346	Praf.g_00566
OG0000925	Prak.g_01347	Praf.g_00565
OG0000926	Prak.g_01824	Praf.g_02394
OG0000927	Prak.g_01374	Praf.g_01765
OG0000928	Prak.g_01375	Praf.g_01766
OG0000929	Prak.g_01376	Praf.g_01767
OG0000930	Prak.g_01377	Praf.g_01772
OG0000931	Prak.g_01378	Praf.g_01773
OG0000932	Prak.g_01380	Praf.g_01779
OG0000933	Prak.g_01381	Praf.g_01781
OG0000934	Prak.g_01382	Praf.g_01782
OG0000935	Prak.g_01383	Praf.g_01783
OG0000936	Prak.g_01384	Praf.g_01784
OG0000937	Prak.g_01385	Praf.g_01785
OG0000938	Prak.g_01386	Praf.g_01787
OG0000939	Prak.g_01387	Praf.g_01788
OG0000940	Prak.g_01388	Praf.g_01790
OG0000941	Prak.g_01389	Praf.g_01792
OG0000942	Prak.g_01390	Praf.g_01793
OG0000943	Prak.g_01393	Praf.g_01796
OG0000944	Prak.g_01394	Praf.g_01801
OG0000945	Prak.g_01395	Praf.g_01802
OG0000946	Prak.g_01396	Praf.g_01803
OG0000947	Prak.g_01397	Praf.g_01804
OG0000948	Prak.g_01398	Praf.g_01805
OG0000949	Prak.g_01399	Praf.g_01806
OG0000950	Prak.g_01400	Praf.g_01807
OG0000951	Prak.g_01401	Praf.g_01808
OG0000952	Prak.g_01402	Praf.g_01809
OG0000953	Prak.g_01403	Praf.g_01810
OG0000954	Prak.g_01404	Praf.g_01817
OG0000955	Prak.g_01405	Praf.g_01818
OG0000956	Prak.g_01406	Praf.g_01819
OG0000957	Prak.g_01407	Praf.g_01820
OG0000958	Prak.g_01408	Praf.g_01822
OG0000959	Prak.g_01409	Praf.g_01823
OG0000960	Prak.g_01410	Praf.g_01824
OG0000961	Prak.g_01414	Praf.g_01831
OG0000962	Prak.g_01415	Praf.g_01833
OG0000963	Prak.g_01416	Praf.g_01834
OG0000964	Prak.g_01418	Praf.g_01837
OG0000965	Prak.g_01419	Praf.g_01838
OG0000966	Prak.g_01420	Praf.g_01839
OG0000967	Prak.g_01421	Praf.g_01840
OG0000968	Prak.g_01422	Praf.g_01841
OG0000969	Prak.g_01423	Praf.g_01842
OG0000970	Prak.g_01424	Praf.g_01843
OG0000971	Prak.g_01425	Praf.g_01844
OG0000972	Prak.g_01426	Praf.g_01845
OG0000973	Prak.g_01427	Praf.g_01846
OG0000974	Prak.g_01429	Praf.g_01849
OG0000975	Prak.g_01435	Praf.g_00956
OG0000976	Prak.g_01437	Praf.g_00554
OG0000977	Prak.g_01439	Praf.g_00542
OG0000978	Prak.g_01441	Praf.g_00540
OG0000979	Prak.g_01443	Praf.g_00538
OG0000980	Prak.g_01444	Praf.g_00537
OG0000981	Prak.g_01445	Praf.g_01653
OG0000982	Prak.g_01446	Praf.g_00536
OG0000983	Prak.g_01448	Praf.g_00534
OG0000984	Prak.g_01449	Praf.g_00533
OG0000985	Prak.g_01450	Praf.g_00532
OG0000986	Prak.g_01451	Praf.g_00530
OG0000987	Prak.g_01452	Praf.g_00529
OG0000988	Prak.g_01453	Praf.g_00526
OG0000989	Prak.g_01454	Praf.g_00525
OG0000990	Prak.g_01455	Praf.g_00524
OG0000991	Prak.g_01456	Praf.g_00523
OG0000992	Prak.g_01457	Praf.g_00522
OG0000993	Prak.g_01458	Praf.g_00521
OG0000994	Prak.g_01459	Praf.g_00520
OG0000995	Prak.g_01460	Praf.g_00518
OG0000996	Prak.g_01461	Praf.g_00517
OG0000997	Prak.g_01462	Praf.g_00516
OG0000998	Prak.g_01463	Praf.g_00515
OG0000999	Prak.g_01464	Praf.g_00513
OG0001000	Prak.g_01465	Praf.g_00512
OG0001001	Prak.g_01467	Praf.g_00511
OG0001002	Prak.g_01468	Praf.g_00508
OG0001003	Prak.g_01469	Praf.g_00507
OG0001004	Prak.g_01470	Praf.g_00370
OG0001005	Prak.g_01473	Praf.g_00504
OG0001006	Prak.g_01474	Praf.g_00503
OG0001007	Prak.g_01475	Praf.g_00502
OG0001008	Prak.g_01477	Praf.g_00500
OG0001009	Prak.g_01478	Praf.g_00499
OG0001010	Prak.g_01588	Praf.g_01650
OG0001011	Prak.g_00590	Praf.g_01677
OG0001012	Prak.g_00860	Praf.g_01546
OG0001013	Prak.g_01638	Praf.g_00490
OG0001014	Prak.g_01639	Praf.g_00489
OG0001015	Prak.g_01646	Praf.g_00479
OG0001016	Prak.g_01647	Praf.g_00478
OG0001017	Prak.g_01648	Praf.g_00477
OG0001018	Prak.g_01649	Praf.g_00475
OG0001019	Prak.g_01651	Praf.g_00472
OG0001020	Prak.g_01652	Praf.g_00471
OG0001021	Prak.g_01653	Praf.g_00470
OG0001022	Prak.g_01654	Praf.g_00469
OG0001023	Prak.g_01655	Praf.g_00468
OG0001024	Prak.g_01657	Praf.g_00466
OG0001025	Prak.g_01658	Praf.g_00465
OG0001026	Prak.g_01659	Praf.g_00464
OG0001027	Prak.g_01660	Praf.g_00463
OG0001028	Prak.g_01661	Praf.g_00462
OG0001029	Prak.g_01662	Praf.g_00461
OG0001030	Prak.g_01663	Praf.g_00460
OG0001031	Prak.g_01664	Praf.g_00459
OG0001032	Prak.g_01665	Praf.g_00458
OG0001033	Prak.g_01666	Praf.g_00457
OG0001034	Prak.g_01667	Praf.g_00455
OG0001035	Prak.g_01669	Praf.g_00453
OG0001036	Prak.g_01670	Praf.g_00452
OG0001037	Prak.g_01671	Praf.g_00450
OG0001038	Prak.g_01672	Praf.g_00449
OG0001039	Prak.g_01673	Praf.g_00448
OG0001040	Prak.g_01674	Praf.g_00447
OG0001041	Prak.g_01675	Praf.g_00446
OG0001042	Prak.g_01676	Praf.g_00444
OG0001043	Prak.g_01677	Praf.g_00443
OG0001044	Prak.g_01678	Praf.g_00442
OG0001045	Prak.g_01679	Praf.g_00441
OG0001046	Prak.g_01680	Praf.g_00440
OG0001047	Prak.g_01683	Praf.g_00435
OG0001048	Prak.g_01685	Praf.g_00433
OG0001049	Prak.g_01686	Praf.g_00432
OG0001050	Prak.g_01687	Praf.g_00431
OG0001051	Prak.g_01688	Praf.g_00430
OG0001052	Prak.g_01689	Praf.g_00429
OG0001053	Prak.g_01691	Praf.g_00427
OG0001054	Prak.g_01693	Praf.g_00425
OG0001055	Prak.g_01694	Praf.g_00424
OG0001056	Prak.g_01695	Praf.g_00423
OG0001057	Prak.g_01696	Praf.g_00422
OG0001058	Prak.g_01697	Praf.g_00421
OG0001059	Prak.g_01698	Praf.g_00420
OG0001060	Prak.g_01699	Praf.g_00419
OG0001061	Prak.g_01700	Praf.g_00418
OG0001062	Prak.g_01701	Praf.g_00405
OG0001063	Prak.g_01702	Praf.g_00404
OG0001064	Prak.g_01704	Praf.g_00402
OG0001065	Prak.g_01708	Praf.g_02202
OG0001066	Prak.g_01710	Praf.g_02200
OG0001067	Prak.g_01711	Praf.g_02199
OG0001068	Prak.g_01714	Praf.g_02196
OG0001069	Prak.g_01715	Praf.g_02195
OG0001070	Prak.g_01716	Praf.g_02194
OG0001071	Prak.g_01717	Praf.g_02193
OG0001072	Prak.g_01718	Praf.g_02192
OG0001073	Prak.g_01719	Praf.g_02191
OG0001074	Prak.g_01720	Praf.g_02190
OG0001075	Prak.g_01721	Praf.g_02189
OG0001076	Prak.g_01722	Praf.g_02188
OG0001077	Prak.g_01723	Praf.g_02187
OG0001078	Prak.g_01724	Praf.g_02185
OG0001079	Prak.g_01725	Praf.g_02184
OG0001080	Prak.g_01726	Praf.g_02183
OG0001081	Prak.g_01730	Praf.g_02170
OG0001082	Prak.g_01731	Praf.g_02171
OG0001083	Prak.g_01734	Praf.g_02175
OG0001084	Prak.g_01733	Praf.g_02173
OG0001085	Prak.g_01732	Praf.g_02172
OG0001086	Prak.g_01729	Praf.g_02176
OG0001087	Prak.g_01728	Praf.g_02177
OG0001088	Prak.g_01727	Praf.g_02179
OG0001089	Prak.g_01737	Praf.g_02163
OG0001090	Prak.g_01739	Praf.g_02161
OG0001091	Prak.g_01740	Praf.g_02160
OG0001092	Prak.g_01741	Praf.g_02159
OG0001093	Prak.g_01742	Praf.g_02158
OG0001094	Prak.g_01743	Praf.g_02157
OG0001095	Prak.g_01744	Praf.g_02156
OG0001096	Prak.g_01745	Praf.g_02155
OG0001097	Prak.g_01746	Praf.g_02154
OG0001098	Prak.g_01747	Praf.g_02153
OG0001099	Prak.g_01748	Praf.g_02152
OG0001100	Prak.g_01749	Praf.g_02151
OG0001101	Prak.g_01750	Praf.g_02150
OG0001102	Prak.g_01751	Praf.g_02149
OG0001103	Prak.g_01752	Praf.g_02148
OG0001104	Prak.g_01753	Praf.g_02147
OG0001105	Prak.g_01754	Praf.g_02146
OG0001106	Prak.g_01755	Praf.g_02145
OG0001107	Prak.g_01756	Praf.g_02144
OG0001108	Prak.g_01757	Praf.g_02143
OG0001109	Prak.g_01758	Praf.g_02142
OG0001110	Prak.g_01759	Praf.g_02141
OG0001111	Prak.g_01760	Praf.g_02140
OG0001112	Prak.g_01761	Praf.g_02139
OG0001113	Prak.g_01762	Praf.g_02138
OG0001114	Prak.g_01763	Praf.g_02137
OG0001115	Prak.g_01764	Praf.g_02136
OG0001116	Prak.g_01765	Praf.g_02135
OG0001117	Prak.g_01766	Praf.g_02134
OG0001118	Prak.g_01767	Praf.g_02133
OG0001119	Prak.g_01768	Praf.g_02132
OG0001120	Prak.g_01769	Praf.g_02131
OG0001121	Prak.g_01771	Praf.g_02128
OG0001122	Prak.g_01772	Praf.g_02127
OG0001123	Prak.g_01773	Praf.g_02126
OG0001124	Prak.g_01775	Praf.g_02124
OG0001125	Prak.g_01777	Praf.g_02122
OG0001126	Prak.g_01778	Praf.g_02121
OG0001127	Prak.g_01781	Praf.g_02118
OG0001128	Prak.g_01782	Praf.g_02117
OG0001129	Prak.g_01783	Praf.g_02112
OG0001130	Prak.g_01786	Praf.g_02109
OG0001131	Prak.g_01787	Praf.g_02108
OG0001132	Prak.g_01788	Praf.g_02107
OG0001133	Prak.g_01789	Praf.g_02106
OG0001134	Prak.g_01790	Praf.g_02105
OG0001135	Prak.g_01791	Praf.g_02104
OG0001136	Prak.g_01792	Praf.g_02103
OG0001137	Prak.g_01793	Praf.g_02102
OG0001138	Prak.g_01794	Praf.g_02101
OG0001139	Prak.g_01796	Praf.g_02099
OG0001140	Prak.g_01797	Praf.g_02097
OG0001141	Prak.g_01798	Praf.g_02096
OG0001142	Prak.g_01802	Praf.g_02082
OG0001143	Prak.g_01803	Praf.g_02081
OG0001144	Prak.g_01804	Praf.g_02079
OG0001145	Prak.g_01805	Praf.g_02078
OG0001146	Prak.g_01806	Praf.g_02077
OG0001147	Prak.g_01807	Praf.g_02076
OG0001148	Prak.g_01808	Praf.g_02075
OG0001149	Prak.g_01810	Praf.g_02372
OG0001150	Prak.g_01811	Praf.g_02375
OG0001151	Prak.g_01815	Praf.g_02383
OG0001152	Prak.g_01816	Praf.g_02384
OG0001153	Prak.g_01817	Praf.g_02386
OG0001154	Prak.g_01819	Praf.g_02388
OG0001155	Prak.g_01821	Praf.g_02391
OG0001156	Prak.g_01823	Praf.g_02393
OG0001157	Prak.g_01825	Praf.g_02395
OG0001158	Prak.g_01827	Praf.g_02397
OG0001159	Prak.g_01828	Praf.g_02398
OG0001160	Prak.g_01829	Praf.g_02399
OG0001161	Prak.g_01830	Praf.g_00196
OG0001162	Prak.g_01831	Praf.g_00195
OG0001163	Prak.g_01832	Praf.g_00194
OG0001164	Prak.g_01833	Praf.g_00193
