Orthogroup	Prau	Prbn
OG0000558	Prau.g_00675	Prbn.g_00426
OG0000559	Prau.g_00676	Prbn.g_00427
OG0000560	Prau.g_00678	Prbn.g_00429
OG0000561	Prau.g_00679	Prbn.g_00430
OG0000562	Prau.g_00680	Prbn.g_00432
OG0000563	Prau.g_00681	Prbn.g_00433
OG0000564	Prau.g_00682	Prbn.g_00434
OG0000565	Prau.g_00683	Prbn.g_00435
OG0000566	Prau.g_00684	Prbn.g_00436
OG0000567	Prau.g_00685	Prbn.g_00437
OG0000568	Prau.g_00686	Prbn.g_00438
OG0000569	Prau.g_00687	Prbn.g_00439
OG0000570	Prau.g_00688	Prbn.g_00440
OG0000571	Prau.g_00689	Prbn.g_00441
OG0000572	Prau.g_00690	Prbn.g_00442
OG0000573	Prau.g_00693	Prbn.g_00445
OG0000574	Prau.g_00694	Prbn.g_00446
OG0000575	Prau.g_00695	Prbn.g_00447
OG0000576	Prau.g_00696	Prbn.g_00448
OG0000577	Prau.g_00697	Prbn.g_00449
OG0000578	Prau.g_00698	Prbn.g_00450
OG0000579	Prau.g_00699	Prbn.g_00834
OG0000580	Prau.g_00700	Prbn.g_00835
OG0000581	Prau.g_00701	Prbn.g_00836
OG0000582	Prau.g_00702	Prbn.g_00837
OG0000583	Prau.g_00703	Prbn.g_00838
OG0000584	Prau.g_00704	Prbn.g_00840
OG0000585	Prau.g_00705	Prbn.g_00841
OG0000586	Prau.g_00707	Prbn.g_00843
OG0000587	Prau.g_00708	Prbn.g_00844
OG0000588	Prau.g_00710	Prbn.g_01594
OG0000589	Prau.g_00711	Prbn.g_01593
OG0000590	Prau.g_00713	Prbn.g_01591
OG0000591	Prau.g_00719	Prbn.g_01585
OG0000592	Prau.g_00720	Prbn.g_01584
OG0000593	Prau.g_00721	Prbn.g_01583
OG0000594	Prau.g_00723	Prbn.g_01580
OG0000595	Prau.g_00724	Prbn.g_01579
OG0000596	Prau.g_00725	Prbn.g_01578
OG0000597	Prau.g_00727	Prbn.g_01576
OG0000598	Prau.g_00728	Prbn.g_01575
OG0000599	Prau.g_00729	Prbn.g_01574
OG0000600	Prau.g_00730	Prbn.g_01573
OG0000601	Prau.g_00732	Prbn.g_01570
OG0000602	Prau.g_00733	Prbn.g_01569
OG0000603	Prau.g_00734	Prbn.g_01568
OG0000604	Prau.g_00735	Prbn.g_01565
OG0000605	Prau.g_00736	Prbn.g_01564
OG0000606	Prau.g_00737	Prbn.g_01563
OG0000607	Prau.g_00739	Prbn.g_01561
OG0000608	Prau.g_00740	Prbn.g_01559
OG0000609	Prau.g_00744	Prbn.g_00905
OG0000610	Prau.g_00745	Prbn.g_01635
OG0000611	Prau.g_00756	Prbn.g_01553
OG0000612	Prau.g_00757	Prbn.g_01552
OG0000613	Prau.g_00758	Prbn.g_00857
OG0000614	Prau.g_00759	Prbn.g_00858
OG0000615	Prau.g_00761	Prbn.g_00860
OG0000616	Prau.g_00762	Prbn.g_00861
OG0000617	Prau.g_00763	Prbn.g_00862
OG0000618	Prau.g_00764	Prbn.g_00863
OG0000619	Prau.g_00765	Prbn.g_00864
OG0000620	Prau.g_00766	Prbn.g_01947
OG0000621	Prau.g_00767	Prbn.g_01948
OG0000622	Prau.g_00768	Prbn.g_01949
OG0000623	Prau.g_00769	Prbn.g_01950
OG0000624	Prau.g_00770	Prbn.g_01952
OG0000625	Prau.g_00771	Prbn.g_01345
OG0000626	Prau.g_00772	Prbn.g_01346
OG0000627	Prau.g_00773	Prbn.g_01347
OG0000628	Prau.g_00774	Prbn.g_01348
OG0000629	Prau.g_00775	Prbn.g_01349
OG0000630	Prau.g_00776	Prbn.g_01350
OG0000631	Prau.g_00778	Prbn.g_01352
OG0000632	Prau.g_00796	Prbn.g_01353
OG0000633	Prau.g_00800	Prbn.g_01023
OG0000634	Prau.g_00816	Prbn.g_01100
OG0000635	Prau.g_00818	Prbn.g_00468
OG0000636	Prau.g_00819	Prbn.g_00469
OG0000637	Prau.g_00820	Prbn.g_00470
OG0000638	Prau.g_00832	Prbn.g_00102
OG0000639	Prau.g_00841	Prbn.g_01451
OG0000640	Prau.g_00843	Prbn.g_01447
OG0000641	Prau.g_00845	Prbn.g_01445
OG0000642	Prau.g_00846	Prbn.g_01444
OG0000643	Prau.g_00847	Prbn.g_01443
OG0000644	Prau.g_00848	Prbn.g_00856
OG0000645	Prau.g_00849	Prbn.g_01551
OG0000646	Prau.g_00850	Prbn.g_01550
OG0000647	Prau.g_00851	Prbn.g_01549
OG0000648	Prau.g_00853	Prbn.g_01547
OG0000649	Prau.g_00854	Prbn.g_01546
OG0000650	Prau.g_00855	Prbn.g_01545
OG0000651	Prau.g_00856	Prbn.g_01544
OG0000652	Prau.g_00857	Prbn.g_01543
OG0000653	Prau.g_00858	Prbn.g_01542
OG0000654	Prau.g_00860	Prbn.g_01540
OG0000655	Prau.g_00862	Prbn.g_01538
OG0000656	Prau.g_00863	Prbn.g_01537
OG0000657	Prau.g_00864	Prbn.g_01536
OG0000658	Prau.g_00865	Prbn.g_01535
OG0000659	Prau.g_00866	Prbn.g_01534
OG0000660	Prau.g_00867	Prbn.g_01533
OG0000661	Prau.g_00868	Prbn.g_01532
OG0000662	Prau.g_00869	Prbn.g_01530
OG0000663	Prau.g_00870	Prbn.g_01529
OG0000664	Prau.g_00871	Prbn.g_01528
OG0000665	Prau.g_00872	Prbn.g_01527
OG0000666	Prau.g_00873	Prbn.g_01526
OG0000667	Prau.g_00874	Prbn.g_01525
OG0000668	Prau.g_00875	Prbn.g_01524
OG0000669	Prau.g_00877	Prbn.g_01522
OG0000670	Prau.g_00878	Prbn.g_01521
OG0000671	Prau.g_00879	Prbn.g_01520
OG0000672	Prau.g_00880	Prbn.g_01519
OG0000673	Prau.g_00881	Prbn.g_01518
OG0000674	Prau.g_00882	Prbn.g_01517
OG0000675	Prau.g_00884	Prbn.g_01515
OG0000676	Prau.g_00885	Prbn.g_01514
OG0000677	Prau.g_00887	Prbn.g_01511
OG0000678	Prau.g_00889	Prbn.g_01509
OG0000679	Prau.g_00890	Prbn.g_01507
OG0000680	Prau.g_00891	Prbn.g_01506
OG0000681	Prau.g_00892	Prbn.g_01505
OG0000682	Prau.g_00893	Prbn.g_01504
OG0000683	Prau.g_00895	Prbn.g_01502
OG0000684	Prau.g_00896	Prbn.g_01501
OG0000685	Prau.g_00897	Prbn.g_01500
OG0000686	Prau.g_00898	Prbn.g_01499
OG0000687	Prau.g_00899	Prbn.g_01498
OG0000688	Prau.g_00900	Prbn.g_01497
OG0000689	Prau.g_00902	Prbn.g_01496
OG0000690	Prau.g_00903	Prbn.g_01495
OG0000691	Prau.g_00904	Prbn.g_01494
OG0000692	Prau.g_00906	Prbn.g_01490
OG0000693	Prau.g_00907	Prbn.g_01489
OG0000694	Prau.g_00908	Prbn.g_01488
OG0000695	Prau.g_00909	Prbn.g_01487
OG0000696	Prau.g_00910	Prbn.g_01486
OG0000697	Prau.g_00912	Prbn.g_01484
OG0000698	Prau.g_00914	Prbn.g_01480
OG0000699	Prau.g_00915	Prbn.g_01479
OG0000700	Prau.g_00942	Prbn.g_01930
OG0000701	Prau.g_00946	Prbn.g_01925
OG0000702	Prau.g_00949	Prbn.g_01632
OG0000703	Prau.g_00950	Prbn.g_01630
OG0000704	Prau.g_00951	Prbn.g_01629
OG0000705	Prau.g_00952	Prbn.g_01627
OG0000706	Prau.g_00953	Prbn.g_01626
OG0000707	Prau.g_00954	Prbn.g_01624
OG0000708	Prau.g_00955	Prbn.g_01623
OG0000709	Prau.g_00956	Prbn.g_01621
OG0000710	Prau.g_00957	Prbn.g_01620
OG0000711	Prau.g_00958	Prbn.g_01619
OG0000712	Prau.g_00959	Prbn.g_01618
OG0000713	Prau.g_00960	Prbn.g_01617
OG0000714	Prau.g_00962	Prbn.g_01615
OG0000715	Prau.g_00963	Prbn.g_01614
OG0000716	Prau.g_00965	Prbn.g_01612
OG0000717	Prau.g_00966	Prbn.g_01611
OG0000718	Prau.g_00967	Prbn.g_01610
OG0000719	Prau.g_00969	Prbn.g_01608
OG0000720	Prau.g_00970	Prbn.g_01607
OG0000721	Prau.g_00973	Prbn.g_01604
OG0000722	Prau.g_00974	Prbn.g_01603
OG0000723	Prau.g_00975	Prbn.g_01602
OG0000724	Prau.g_00977	Prbn.g_01600
OG0000725	Prau.g_00978	Prbn.g_01599
OG0000726	Prau.g_00979	Prbn.g_01598
OG0000727	Prau.g_00980	Prbn.g_01597
OG0000728	Prau.g_00981	Prbn.g_01596
OG0000729	Prau.g_00982	Prbn.g_01595
OG0000730	Prau.g_00983	Prbn.g_00846
OG0000731	Prau.g_00984	Prbn.g_00848
OG0000732	Prau.g_00985	Prbn.g_00849
OG0000733	Prau.g_00986	Prbn.g_00850
OG0000734	Prau.g_00987	Prbn.g_00851
OG0000735	Prau.g_00989	Prbn.g_00853
OG0000736	Prau.g_00990	Prbn.g_00854
OG0000737	Prau.g_00991	Prbn.g_00855
OG0000738	Prau.g_00992	Prbn.g_01442
OG0000739	Prau.g_00993	Prbn.g_01441
OG0000740	Prau.g_00994	Prbn.g_01440
OG0000741	Prau.g_00995	Prbn.g_01439
OG0000742	Prau.g_00997	Prbn.g_01437
OG0000743	Prau.g_00998	Prbn.g_01436
OG0000744	Prau.g_00999	Prbn.g_01435
OG0000745	Prau.g_01000	Prbn.g_01434
OG0000746	Prau.g_01001	Prbn.g_01433
OG0000747	Prau.g_01002	Prbn.g_01432
OG0000748	Prau.g_01003	Prbn.g_01431
OG0000749	Prau.g_01004	Prbn.g_01430
OG0000750	Prau.g_01005	Prbn.g_01428
OG0000751	Prau.g_01006	Prbn.g_01427
OG0000752	Prau.g_01007	Prbn.g_01368
OG0000753	Prau.g_01009	Prbn.g_01425
OG0000754	Prau.g_01010	Prbn.g_01424
OG0000755	Prau.g_01011	Prbn.g_01423
OG0000756	Prau.g_01012	Prbn.g_01421
OG0000757	Prau.g_01013	Prbn.g_01420
OG0000758	Prau.g_01014	Prbn.g_01419
OG0000759	Prau.g_01016	Prbn.g_01417
OG0000760	Prau.g_01017	Prbn.g_01416
OG0000761	Prau.g_01018	Prbn.g_01415
OG0000762	Prau.g_01020	Prbn.g_01413
OG0000763	Prau.g_01021	Prbn.g_01412
OG0000764	Prau.g_01022	Prbn.g_01411
OG0000765	Prau.g_01023	Prbn.g_01410
OG0000766	Prau.g_01024	Prbn.g_01409
OG0000767	Prau.g_01026	Prbn.g_01407
OG0000768	Prau.g_01027	Prbn.g_01406
OG0000769	Prau.g_01028	Prbn.g_01405
OG0000770	Prau.g_01029	Prbn.g_01404
OG0000771	Prau.g_01030	Prbn.g_01403
OG0000772	Prau.g_01031	Prbn.g_01123
OG0000773	Prau.g_01032	Prbn.g_01401
OG0000774	Prau.g_01033	Prbn.g_01400
OG0000775	Prau.g_01034	Prbn.g_01399
OG0000776	Prau.g_01036	Prbn.g_01396
OG0000777	Prau.g_01038	Prbn.g_01395
OG0000778	Prau.g_01039	Prbn.g_01394
OG0000779	Prau.g_01040	Prbn.g_01393
OG0000780	Prau.g_01042	Prbn.g_01391
OG0000781	Prau.g_01044	Prbn.g_01389
OG0000782	Prau.g_01045	Prbn.g_01388
OG0000783	Prau.g_01058	Prbn.g_01384
OG0000784	Prau.g_01060	Prbn.g_01382
OG0000785	Prau.g_01061	Prbn.g_01381
OG0000786	Prau.g_01062	Prbn.g_01380
OG0000787	Prau.g_01063	Prbn.g_01379
OG0000788	Prau.g_01067	Prbn.g_01373
OG0000789	Prau.g_01069	Prbn.g_01370
OG0000790	Prau.g_01070	Prbn.g_01369
OG0000791	Prau.g_01071	Prbn.g_01366
OG0000792	Prau.g_01072	Prbn.g_01365
OG0000793	Prau.g_01073	Prbn.g_01364
OG0000794	Prau.g_01075	Prbn.g_01361
OG0000795	Prau.g_01078	Prbn.g_01460
OG0000796	Prau.g_01079	Prbn.g_01461
OG0000797	Prau.g_01081	Prbn.g_01463
OG0000798	Prau.g_01082	Prbn.g_01464
OG0000799	Prau.g_01083	Prbn.g_01465
OG0000800	Prau.g_01084	Prbn.g_01466
OG0000801	Prau.g_01087	Prbn.g_01469
OG0000802	Prau.g_01088	Prbn.g_01470
OG0000803	Prau.g_01090	Prbn.g_01472
OG0000804	Prau.g_01091	Prbn.g_01473
OG0000805	Prau.g_01092	Prbn.g_01474
OG0000806	Prau.g_01094	Prbn.g_01476
OG0000807	Prau.g_01118	Prbn.g_00692
OG0000808	Prau.g_01127	Prbn.g_01039
OG0000809	Prau.g_01130	Prbn.g_01141
OG0000810	Prau.g_01131	Prbn.g_00473
OG0000811	Prau.g_01138	Prbn.g_01106
OG0000812	Prau.g_01142	Prbn.g_01147
OG0000813	Prau.g_01146	Prbn.g_00111
OG0000814	Prau.g_01148	Prbn.g_01120
OG0000815	Prau.g_01160	Prbn.g_01239
OG0000816	Prau.g_01175	Prbn.g_01651
OG0000817	Prau.g_01176	Prbn.g_01652
OG0000818	Prau.g_01181	Prbn.g_01028
OG0000819	Prau.g_01188	Prbn.g_01167
OG0000820	Prau.g_01192	Prbn.g_01173
OG0000821	Prau.g_01194	Prbn.g_01175
OG0000822	Prau.g_01195	Prbn.g_01176
OG0000823	Prau.g_01196	Prbn.g_01177
OG0000824	Prau.g_01197	Prbn.g_01178
OG0000825	Prau.g_01198	Prbn.g_01179
OG0000826	Prau.g_01199	Prbn.g_01180
OG0000827	Prau.g_01200	Prbn.g_01181
OG0000828	Prau.g_01201	Prbn.g_01182
OG0000829	Prau.g_01202	Prbn.g_01183
OG0000830	Prau.g_01203	Prbn.g_01185
OG0000831	Prau.g_01205	Prbn.g_01188
OG0000832	Prau.g_01207	Prbn.g_01190
OG0000833	Prau.g_01208	Prbn.g_01191
OG0000834	Prau.g_01209	Prbn.g_01192
OG0000835	Prau.g_01210	Prbn.g_01193
OG0000836	Prau.g_01211	Prbn.g_01194
OG0000837	Prau.g_01213	Prbn.g_01197
OG0000838	Prau.g_01214	Prbn.g_01198
OG0000839	Prau.g_01215	Prbn.g_01199
OG0000840	Prau.g_01216	Prbn.g_01200
OG0000841	Prau.g_01217	Prbn.g_01201
OG0000842	Prau.g_01218	Prbn.g_01203
OG0000843	Prau.g_01219	Prbn.g_01204
OG0000844	Prau.g_01220	Prbn.g_01205
OG0000845	Prau.g_01221	Prbn.g_01206
OG0000846	Prau.g_01224	Prbn.g_01208
OG0000847	Prau.g_01226	Prbn.g_01210
OG0000848	Prau.g_01227	Prbn.g_01211
OG0000849	Prau.g_01228	Prbn.g_00387
OG0000850	Prau.g_01229	Prbn.g_00388
OG0000851	Prau.g_01230	Prbn.g_00390
OG0000852	Prau.g_01232	Prbn.g_00392
OG0000853	Prau.g_01233	Prbn.g_00394
OG0000854	Prau.g_01235	Prbn.g_00396
OG0000855	Prau.g_01236	Prbn.g_00397
OG0000856	Prau.g_01237	Prbn.g_00398
OG0000857	Prau.g_01238	Prbn.g_00399
OG0000858	Prau.g_01239	Prbn.g_00400
OG0000859	Prau.g_01240	Prbn.g_00401
OG0000860	Prau.g_01241	Prbn.g_00402
OG0000861	Prau.g_01242	Prbn.g_00403
OG0000862	Prau.g_01243	Prbn.g_00404
OG0000863	Prau.g_01244	Prbn.g_00405
OG0000864	Prau.g_01245	Prbn.g_00406
OG0000865	Prau.g_01246	Prbn.g_00407
OG0000866	Prau.g_01247	Prbn.g_00408
OG0000867	Prau.g_01248	Prbn.g_00409
OG0000868	Prau.g_01249	Prbn.g_00410
OG0000869	Prau.g_01251	Prbn.g_00412
OG0000870	Prau.g_01252	Prbn.g_00413
OG0000871	Prau.g_01254	Prbn.g_00414
OG0000872	Prau.g_01255	Prbn.g_00415
OG0000873	Prau.g_01257	Prbn.g_00417
OG0000874	Prau.g_01258	Prbn.g_00418
OG0000875	Prau.g_01259	Prbn.g_00419
OG0000876	Prau.g_01260	Prbn.g_00420
OG0000877	Prau.g_01262	Prbn.g_00483
OG0000878	Prau.g_01346	Prbn.g_01671
OG0000879	Prau.g_01359	Prbn.g_01095
OG0000880	Prau.g_01360	Prbn.g_01094
OG0000881	Prau.g_01361	Prbn.g_01093
OG0000882	Prau.g_01362	Prbn.g_01092
OG0000883	Prau.g_01363	Prbn.g_01091
OG0000884	Prau.g_01366	Prbn.g_01089
OG0000885	Prau.g_01367	Prbn.g_01088
OG0000886	Prau.g_01368	Prbn.g_01087
OG0000887	Prau.g_01369	Prbn.g_01086
OG0000888	Prau.g_01370	Prbn.g_01085
OG0000889	Prau.g_01373	Prbn.g_01082
OG0000890	Prau.g_01374	Prbn.g_01081
OG0000891	Prau.g_01375	Prbn.g_01080
OG0000892	Prau.g_01377	Prbn.g_01077
OG0000893	Prau.g_01378	Prbn.g_01076
OG0000894	Prau.g_01379	Prbn.g_01075
OG0000895	Prau.g_01380	Prbn.g_01074
OG0000896	Prau.g_01381	Prbn.g_01073
OG0000897	Prau.g_01382	Prbn.g_01072
OG0000898	Prau.g_01384	Prbn.g_01069
OG0000899	Prau.g_01385	Prbn.g_01068
OG0000900	Prau.g_01391	Prbn.g_01216
OG0000901	Prau.g_01395	Prbn.g_01060
OG0000902	Prau.g_01396	Prbn.g_00615
OG0000903	Prau.g_01397	Prbn.g_01124
OG0000904	Prau.g_01399	Prbn.g_00883
OG0000905	Prau.g_01401	Prbn.g_01146
OG0000906	Prau.g_01403	Prbn.g_01164
OG0000907	Prau.g_01404	Prbn.g_01482
OG0000908	Prau.g_01407	Prbn.g_01127
OG0000909	Prau.g_01411	Prbn.g_01242
OG0000910	Prau.g_01412	Prbn.g_00153
OG0000911	Prau.g_01413	Prbn.g_00154
OG0000912	Prau.g_01414	Prbn.g_00155
OG0000913	Prau.g_01415	Prbn.g_00156
OG0000914	Prau.g_01416	Prbn.g_00157
OG0000915	Prau.g_01417	Prbn.g_00158
OG0000916	Prau.g_01418	Prbn.g_00159
OG0000917	Prau.g_01419	Prbn.g_00160
OG0000918	Prau.g_01420	Prbn.g_00161
OG0000919	Prau.g_01421	Prbn.g_00162
OG0000920	Prau.g_01422	Prbn.g_00163
OG0000921	Prau.g_01423	Prbn.g_00164
OG0000922	Prau.g_01424	Prbn.g_00165
OG0000923	Prau.g_01425	Prbn.g_00166
OG0000924	Prau.g_01426	Prbn.g_00167
OG0000925	Prau.g_01427	Prbn.g_00168
OG0000926	Prau.g_01436	Prbn.g_01014
OG0000927	Prau.g_01510	Prbn.g_00195
OG0000928	Prau.g_01511	Prbn.g_00196
OG0000929	Prau.g_01512	Prbn.g_00197
OG0000930	Prau.g_01513	Prbn.g_00198
OG0000931	Prau.g_01514	Prbn.g_00199
OG0000932	Prau.g_01516	Prbn.g_00201
OG0000933	Prau.g_01517	Prbn.g_00202
OG0000934	Prau.g_01518	Prbn.g_00203
OG0000935	Prau.g_01519	Prbn.g_00204
OG0000936	Prau.g_01520	Prbn.g_00205
OG0000937	Prau.g_01521	Prbn.g_00206
OG0000938	Prau.g_01522	Prbn.g_00207
OG0000939	Prau.g_01523	Prbn.g_00208
OG0000940	Prau.g_01524	Prbn.g_00209
OG0000941	Prau.g_01526	Prbn.g_00210
OG0000942	Prau.g_01527	Prbn.g_00211
OG0000943	Prau.g_01533	Prbn.g_00214
OG0000944	Prau.g_01534	Prbn.g_00215
OG0000945	Prau.g_01535	Prbn.g_00216
OG0000946	Prau.g_01536	Prbn.g_00217
OG0000947	Prau.g_01537	Prbn.g_00218
OG0000948	Prau.g_01538	Prbn.g_00219
OG0000949	Prau.g_01539	Prbn.g_00220
OG0000950	Prau.g_01540	Prbn.g_00221
OG0000951	Prau.g_01541	Prbn.g_00222
OG0000952	Prau.g_01542	Prbn.g_00223
OG0000953	Prau.g_01543	Prbn.g_00224
OG0000954	Prau.g_01544	Prbn.g_00225
OG0000955	Prau.g_01545	Prbn.g_00226
OG0000956	Prau.g_01546	Prbn.g_00227
OG0000957	Prau.g_01547	Prbn.g_00228
OG0000958	Prau.g_01548	Prbn.g_00229
OG0000959	Prau.g_01549	Prbn.g_00230
OG0000960	Prau.g_01550	Prbn.g_00231
OG0000961	Prau.g_01554	Prbn.g_00235
OG0000962	Prau.g_01555	Prbn.g_00236
OG0000963	Prau.g_01556	Prbn.g_00237
OG0000964	Prau.g_01558	Prbn.g_00239
OG0000965	Prau.g_01559	Prbn.g_00240
OG0000966	Prau.g_01560	Prbn.g_00241
OG0000967	Prau.g_01561	Prbn.g_00242
OG0000968	Prau.g_01562	Prbn.g_00243
OG0000969	Prau.g_01563	Prbn.g_00244
OG0000970	Prau.g_01564	Prbn.g_00245
OG0000971	Prau.g_01565	Prbn.g_00246
OG0000972	Prau.g_01566	Prbn.g_00247
OG0000973	Prau.g_01567	Prbn.g_00248
OG0000974	Prau.g_01569	Prbn.g_00250
OG0000975	Prau.g_01572	Prbn.g_00256
OG0000976	Prau.g_01574	Prbn.g_00258
OG0000977	Prau.g_01575	Prbn.g_00260
OG0000978	Prau.g_01576	Prbn.g_00262
OG0000979	Prau.g_01578	Prbn.g_00264
OG0000980	Prau.g_01579	Prbn.g_00265
OG0000981	Prau.g_01580	Prbn.g_00266
OG0000982	Prau.g_01581	Prbn.g_00267
OG0000983	Prau.g_01583	Prbn.g_00269
OG0000984	Prau.g_01584	Prbn.g_00270
OG0000985	Prau.g_01585	Prbn.g_00271
OG0000986	Prau.g_01586	Prbn.g_00272
OG0000987	Prau.g_01587	Prbn.g_00273
OG0000988	Prau.g_01588	Prbn.g_00274
OG0000989	Prau.g_01589	Prbn.g_00275
OG0000990	Prau.g_01590	Prbn.g_00276
OG0000991	Prau.g_01591	Prbn.g_00277
OG0000992	Prau.g_01592	Prbn.g_00278
OG0000993	Prau.g_01593	Prbn.g_00279
OG0000994	Prau.g_01594	Prbn.g_00280
OG0000995	Prau.g_01595	Prbn.g_00281
OG0000996	Prau.g_01596	Prbn.g_00282
OG0000997	Prau.g_01597	Prbn.g_00283
OG0000998	Prau.g_01598	Prbn.g_00284
OG0000999	Prau.g_01599	Prbn.g_00285
OG0001000	Prau.g_01600	Prbn.g_00286
OG0001001	Prau.g_01602	Prbn.g_00288
OG0001002	Prau.g_01603	Prbn.g_00289
OG0001003	Prau.g_01604	Prbn.g_00904
OG0001004	Prau.g_01605	Prbn.g_00903
OG0001005	Prau.g_01606	Prbn.g_00900
OG0001006	Prau.g_01607	Prbn.g_00899
OG0001007	Prau.g_01608	Prbn.g_00898
OG0001008	Prau.g_01610	Prbn.g_00896
OG0001009	Prau.g_01611	Prbn.g_00895
OG0001010	Prau.g_01619	Prbn.g_01688
OG0001011	Prau.g_01626	Prbn.g_00486
OG0001012	Prau.g_01652	Prbn.g_01531
OG0001013	Prau.g_01726	Prbn.g_01738
OG0001014	Prau.g_01727	Prbn.g_01739
OG0001015	Prau.g_01733	Prbn.g_01746
OG0001016	Prau.g_01734	Prbn.g_01747
OG0001017	Prau.g_01735	Prbn.g_01748
OG0001018	Prau.g_01736	Prbn.g_01749
OG0001019	Prau.g_01738	Prbn.g_01751
OG0001020	Prau.g_01739	Prbn.g_01752
OG0001021	Prau.g_01740	Prbn.g_01753
OG0001022	Prau.g_01741	Prbn.g_01754
OG0001023	Prau.g_01742	Prbn.g_01755
OG0001024	Prau.g_01743	Prbn.g_01757
OG0001025	Prau.g_01744	Prbn.g_01758
OG0001026	Prau.g_01746	Prbn.g_01759
OG0001027	Prau.g_01747	Prbn.g_01760
OG0001028	Prau.g_01748	Prbn.g_01761
OG0001029	Prau.g_01749	Prbn.g_01762
OG0001030	Prau.g_01750	Prbn.g_01763
OG0001031	Prau.g_01751	Prbn.g_01764
OG0001032	Prau.g_01752	Prbn.g_01765
OG0001033	Prau.g_01753	Prbn.g_01766
OG0001034	Prau.g_01754	Prbn.g_01767
OG0001035	Prau.g_01756	Prbn.g_01770
OG0001036	Prau.g_01757	Prbn.g_01771
OG0001037	Prau.g_01758	Prbn.g_01772
OG0001038	Prau.g_01759	Prbn.g_01773
OG0001039	Prau.g_01760	Prbn.g_01774
OG0001040	Prau.g_01761	Prbn.g_01775
OG0001041	Prau.g_01762	Prbn.g_01776
OG0001042	Prau.g_01763	Prbn.g_01777
OG0001043	Prau.g_01764	Prbn.g_01778
OG0001044	Prau.g_01765	Prbn.g_01779
OG0001045	Prau.g_01766	Prbn.g_01780
OG0001046	Prau.g_01767	Prbn.g_01781
OG0001047	Prau.g_01770	Prbn.g_01784
OG0001048	Prau.g_01772	Prbn.g_01786
OG0001049	Prau.g_01773	Prbn.g_01787
OG0001050	Prau.g_01774	Prbn.g_01788
OG0001051	Prau.g_01775	Prbn.g_01789
OG0001052	Prau.g_01776	Prbn.g_01790
OG0001053	Prau.g_01777	Prbn.g_01792
OG0001054	Prau.g_01779	Prbn.g_01794
OG0001055	Prau.g_01780	Prbn.g_01795
OG0001056	Prau.g_01781	Prbn.g_01796
OG0001057	Prau.g_01782	Prbn.g_01797
OG0001058	Prau.g_01783	Prbn.g_01798
OG0001059	Prau.g_01784	Prbn.g_01799
OG0001060	Prau.g_01785	Prbn.g_01800
OG0001061	Prau.g_01786	Prbn.g_01801
OG0001062	Prau.g_01787	Prbn.g_01802
OG0001063	Prau.g_01788	Prbn.g_01803
OG0001064	Prau.g_01790	Prbn.g_01805
OG0001065	Prau.g_01794	Prbn.g_01809
OG0001066	Prau.g_01795	Prbn.g_01811
OG0001067	Prau.g_01796	Prbn.g_01812
OG0001068	Prau.g_01798	Prbn.g_01815
OG0001069	Prau.g_01799	Prbn.g_01816
OG0001070	Prau.g_01800	Prbn.g_01817
OG0001071	Prau.g_01801	Prbn.g_01818
OG0001072	Prau.g_01802	Prbn.g_01819
OG0001073	Prau.g_01803	Prbn.g_01820
OG0001074	Prau.g_01804	Prbn.g_01821
OG0001075	Prau.g_01805	Prbn.g_01822
OG0001076	Prau.g_01806	Prbn.g_01823
OG0001077	Prau.g_01807	Prbn.g_01824
OG0001078	Prau.g_01808	Prbn.g_01825
OG0001079	Prau.g_01809	Prbn.g_01826
OG0001080	Prau.g_01810	Prbn.g_01827
OG0001081	Prau.g_01813	Prbn.g_01831
OG0001082	Prau.g_01814	Prbn.g_01832
OG0001083	Prau.g_01815	Prbn.g_01835
OG0001084	Prau.g_01817	Prbn.g_01834
OG0001085	Prau.g_01818	Prbn.g_01833
OG0001086	Prau.g_01819	Prbn.g_01830
OG0001087	Prau.g_01820	Prbn.g_01829
OG0001088	Prau.g_01821	Prbn.g_01828
OG0001089	Prau.g_01827	Prbn.g_01838
OG0001090	Prau.g_01829	Prbn.g_01840
OG0001091	Prau.g_01830	Prbn.g_01841
OG0001092	Prau.g_01831	Prbn.g_01842
OG0001093	Prau.g_01832	Prbn.g_01843
OG0001094	Prau.g_01833	Prbn.g_01844
OG0001095	Prau.g_01834	Prbn.g_01845
OG0001096	Prau.g_01835	Prbn.g_01846
OG0001097	Prau.g_01836	Prbn.g_01847
OG0001098	Prau.g_01837	Prbn.g_01848
OG0001099	Prau.g_01838	Prbn.g_01849
OG0001100	Prau.g_01839	Prbn.g_01850
OG0001101	Prau.g_01840	Prbn.g_01851
OG0001102	Prau.g_01841	Prbn.g_01852
OG0001103	Prau.g_01842	Prbn.g_01853
OG0001104	Prau.g_01843	Prbn.g_01854
OG0001105	Prau.g_01844	Prbn.g_01855
OG0001106	Prau.g_01845	Prbn.g_01856
OG0001107	Prau.g_01846	Prbn.g_01857
OG0001108	Prau.g_01847	Prbn.g_01858
OG0001109	Prau.g_01848	Prbn.g_01859
OG0001110	Prau.g_01849	Prbn.g_01860
OG0001111	Prau.g_01850	Prbn.g_01861
OG0001112	Prau.g_01851	Prbn.g_01862
OG0001113	Prau.g_01852	Prbn.g_01863
OG0001114	Prau.g_01853	Prbn.g_01864
OG0001115	Prau.g_01854	Prbn.g_01865
OG0001116	Prau.g_01855	Prbn.g_01866
