Orthogroup	Prau	Prbc
OG0000543	Prau.g_00655	Prbc.g_01694
OG0000544	Prau.g_00656	Prbc.g_01695
OG0000545	Prau.g_00661	Prbc.g_01698
OG0000546	Prau.g_00662	Prbc.g_01699
OG0000547	Prau.g_00664	Prbc.g_01700
OG0000548	Prau.g_00665	Prbc.g_01702
OG0000549	Prau.g_00666	Prbc.g_01703
OG0000550	Prau.g_00667	Prbc.g_01704
OG0000551	Prau.g_00668	Prbc.g_01705
OG0000552	Prau.g_00669	Prbc.g_01706
OG0000553	Prau.g_00670	Prbc.g_01707
OG0000554	Prau.g_00671	Prbc.g_01708
OG0000555	Prau.g_00672	Prbc.g_01709
OG0000556	Prau.g_00673	Prbc.g_01710
OG0000557	Prau.g_00674	Prbc.g_01711
OG0000558	Prau.g_00675	Prbc.g_01712
OG0000559	Prau.g_00676	Prbc.g_01713
OG0000560	Prau.g_00678	Prbc.g_01715
OG0000561	Prau.g_00679	Prbc.g_01716
OG0000562	Prau.g_00680	Prbc.g_01717
OG0000563	Prau.g_00681	Prbc.g_01718
OG0000564	Prau.g_00682	Prbc.g_01719
OG0000565	Prau.g_00683	Prbc.g_01720
OG0000566	Prau.g_00684	Prbc.g_01721
OG0000567	Prau.g_00685	Prbc.g_01722
OG0000568	Prau.g_00686	Prbc.g_01723
OG0000569	Prau.g_00687	Prbc.g_01724
OG0000570	Prau.g_00688	Prbc.g_01725
OG0000571	Prau.g_00689	Prbc.g_01726
OG0000572	Prau.g_00690	Prbc.g_01727
OG0000573	Prau.g_00693	Prbc.g_01730
OG0000574	Prau.g_00694	Prbc.g_01731
OG0000575	Prau.g_00695	Prbc.g_01732
OG0000576	Prau.g_00696	Prbc.g_01733
OG0000577	Prau.g_00697	Prbc.g_01734
OG0000578	Prau.g_00698	Prbc.g_01735
OG0000579	Prau.g_00699	Prbc.g_01736
OG0000580	Prau.g_00700	Prbc.g_01737
OG0000581	Prau.g_00701	Prbc.g_01738
OG0000582	Prau.g_00702	Prbc.g_01739
OG0000583	Prau.g_00703	Prbc.g_01740
OG0000584	Prau.g_00704	Prbc.g_01742
OG0000585	Prau.g_00705	Prbc.g_01743
OG0000586	Prau.g_00707	Prbc.g_01745
OG0000587	Prau.g_00708	Prbc.g_01746
OG0000588	Prau.g_00710	Prbc.g_01749
OG0000589	Prau.g_00711	Prbc.g_01750
OG0000590	Prau.g_00713	Prbc.g_01752
OG0000591	Prau.g_00719	Prbc.g_01760
OG0000592	Prau.g_00720	Prbc.g_01761
OG0000593	Prau.g_00721	Prbc.g_01762
OG0000594	Prau.g_00723	Prbc.g_01765
OG0000595	Prau.g_00724	Prbc.g_01766
OG0000596	Prau.g_00725	Prbc.g_01767
OG0000597	Prau.g_00727	Prbc.g_01769
OG0000598	Prau.g_00728	Prbc.g_01770
OG0000599	Prau.g_00729	Prbc.g_01771
OG0000600	Prau.g_00730	Prbc.g_01772
OG0000601	Prau.g_00732	Prbc.g_01775
OG0000602	Prau.g_00733	Prbc.g_01776
OG0000603	Prau.g_00734	Prbc.g_01777
OG0000604	Prau.g_00735	Prbc.g_01381
OG0000605	Prau.g_00736	Prbc.g_01778
OG0000606	Prau.g_00737	Prbc.g_01779
OG0000607	Prau.g_00739	Prbc.g_01781
OG0000608	Prau.g_00740	Prbc.g_01782
OG0000609	Prau.g_00744	Prbc.g_01055
OG0000610	Prau.g_00745	Prbc.g_01290
OG0000611	Prau.g_00756	Prbc.g_01788
OG0000612	Prau.g_00757	Prbc.g_01789
OG0000613	Prau.g_00758	Prbc.g_01790
OG0000614	Prau.g_00759	Prbc.g_01791
OG0000615	Prau.g_00761	Prbc.g_01793
OG0000616	Prau.g_00762	Prbc.g_01794
OG0000617	Prau.g_00763	Prbc.g_01795
OG0000618	Prau.g_00764	Prbc.g_01796
OG0000619	Prau.g_00765	Prbc.g_01797
OG0000620	Prau.g_00766	Prbc.g_01798
OG0000621	Prau.g_00767	Prbc.g_01799
OG0000622	Prau.g_00768	Prbc.g_01800
OG0000623	Prau.g_00769	Prbc.g_01801
OG0000624	Prau.g_00770	Prbc.g_01803
OG0000625	Prau.g_00771	Prbc.g_01804
OG0000626	Prau.g_00772	Prbc.g_01805
OG0000627	Prau.g_00773	Prbc.g_01807
OG0000628	Prau.g_00774	Prbc.g_01808
OG0000629	Prau.g_00775	Prbc.g_01809
OG0000630	Prau.g_00776	Prbc.g_01810
OG0000631	Prau.g_00778	Prbc.g_01812
OG0000632	Prau.g_00796	Prbc.g_00598
OG0000633	Prau.g_00800	Prbc.g_00521
OG0000634	Prau.g_00816	Prbc.g_02142
OG0000635	Prau.g_00818	Prbc.g_02028
OG0000636	Prau.g_00819	Prbc.g_02027
OG0000637	Prau.g_00820	Prbc.g_02026
OG0000638	Prau.g_00832	Prbc.g_01230
OG0000639	Prau.g_00841	Prbc.g_02003
OG0000640	Prau.g_00843	Prbc.g_02005
OG0000641	Prau.g_00845	Prbc.g_02007
OG0000642	Prau.g_00846	Prbc.g_02008
OG0000643	Prau.g_00847	Prbc.g_02009
OG0000644	Prau.g_00848	Prbc.g_01852
OG0000645	Prau.g_00849	Prbc.g_01853
OG0000646	Prau.g_00850	Prbc.g_01854
OG0000647	Prau.g_00851	Prbc.g_01855
OG0000648	Prau.g_00853	Prbc.g_01857
OG0000649	Prau.g_00854	Prbc.g_01858
OG0000650	Prau.g_00855	Prbc.g_01859
OG0000651	Prau.g_00856	Prbc.g_01860
OG0000652	Prau.g_00857	Prbc.g_01861
OG0000653	Prau.g_00858	Prbc.g_01862
OG0000654	Prau.g_00860	Prbc.g_01864
OG0000655	Prau.g_00862	Prbc.g_01866
OG0000656	Prau.g_00863	Prbc.g_01867
OG0000657	Prau.g_00864	Prbc.g_01868
OG0000658	Prau.g_00865	Prbc.g_01869
OG0000659	Prau.g_00866	Prbc.g_01870
OG0000660	Prau.g_00867	Prbc.g_01871
OG0000661	Prau.g_00868	Prbc.g_01873
OG0000662	Prau.g_00869	Prbc.g_01875
OG0000663	Prau.g_00870	Prbc.g_01876
OG0000664	Prau.g_00871	Prbc.g_01877
OG0000665	Prau.g_00872	Prbc.g_01878
OG0000666	Prau.g_00873	Prbc.g_01879
OG0000667	Prau.g_00874	Prbc.g_01880
OG0000668	Prau.g_00875	Prbc.g_01881
OG0000669	Prau.g_00877	Prbc.g_01883
OG0000670	Prau.g_00878	Prbc.g_01884
OG0000671	Prau.g_00879	Prbc.g_01885
OG0000672	Prau.g_00880	Prbc.g_01886
OG0000673	Prau.g_00881	Prbc.g_01887
OG0000674	Prau.g_00882	Prbc.g_01888
OG0000675	Prau.g_00884	Prbc.g_01890
OG0000676	Prau.g_00885	Prbc.g_01891
OG0000677	Prau.g_00887	Prbc.g_01893
OG0000678	Prau.g_00889	Prbc.g_01895
OG0000679	Prau.g_00890	Prbc.g_01897
OG0000680	Prau.g_00891	Prbc.g_01898
OG0000681	Prau.g_00892	Prbc.g_01899
OG0000682	Prau.g_00893	Prbc.g_01900
OG0000683	Prau.g_00895	Prbc.g_01903
OG0000684	Prau.g_00896	Prbc.g_01904
OG0000685	Prau.g_00897	Prbc.g_01905
OG0000686	Prau.g_00898	Prbc.g_01906
OG0000687	Prau.g_00899	Prbc.g_01907
OG0000688	Prau.g_00900	Prbc.g_01908
OG0000689	Prau.g_00902	Prbc.g_01909
OG0000690	Prau.g_00903	Prbc.g_01910
OG0000691	Prau.g_00904	Prbc.g_01911
OG0000692	Prau.g_00906	Prbc.g_01913
OG0000693	Prau.g_00907	Prbc.g_01914
OG0000694	Prau.g_00908	Prbc.g_01915
OG0000695	Prau.g_00909	Prbc.g_01916
OG0000696	Prau.g_00910	Prbc.g_01917
OG0000697	Prau.g_00912	Prbc.g_01919
OG0000698	Prau.g_00914	Prbc.g_01923
OG0000699	Prau.g_00915	Prbc.g_01924
OG0000700	Prau.g_00942	Prbc.g_01959
OG0000701	Prau.g_00946	Prbc.g_01962
OG0000702	Prau.g_00949	Prbc.g_01967
OG0000703	Prau.g_00950	Prbc.g_01969
OG0000704	Prau.g_00951	Prbc.g_01970
OG0000705	Prau.g_00952	Prbc.g_01971
OG0000706	Prau.g_00953	Prbc.g_01972
OG0000707	Prau.g_00954	Prbc.g_01974
OG0000708	Prau.g_00955	Prbc.g_01975
OG0000709	Prau.g_00956	Prbc.g_01977
OG0000710	Prau.g_00957	Prbc.g_01978
OG0000711	Prau.g_00958	Prbc.g_01979
OG0000712	Prau.g_00959	Prbc.g_01980
OG0000713	Prau.g_00960	Prbc.g_01981
OG0000714	Prau.g_00962	Prbc.g_01983
OG0000715	Prau.g_00963	Prbc.g_01984
OG0000716	Prau.g_00965	Prbc.g_01987
OG0000717	Prau.g_00966	Prbc.g_01988
OG0000718	Prau.g_00967	Prbc.g_01989
OG0000719	Prau.g_00969	Prbc.g_01991
OG0000720	Prau.g_00970	Prbc.g_01992
OG0000721	Prau.g_00973	Prbc.g_01995
OG0000722	Prau.g_00974	Prbc.g_01996
OG0000723	Prau.g_00975	Prbc.g_01997
OG0000724	Prau.g_00977	Prbc.g_01837
OG0000725	Prau.g_00978	Prbc.g_01838
OG0000726	Prau.g_00979	Prbc.g_01839
OG0000727	Prau.g_00980	Prbc.g_01840
OG0000728	Prau.g_00981	Prbc.g_01841
OG0000729	Prau.g_00982	Prbc.g_01842
OG0000730	Prau.g_00983	Prbc.g_01843
OG0000731	Prau.g_00984	Prbc.g_01844
OG0000732	Prau.g_00985	Prbc.g_01845
OG0000733	Prau.g_00986	Prbc.g_01846
OG0000734	Prau.g_00987	Prbc.g_01847
OG0000735	Prau.g_00989	Prbc.g_01849
OG0000736	Prau.g_00990	Prbc.g_01850
OG0000737	Prau.g_00991	Prbc.g_01851
OG0000738	Prau.g_00992	Prbc.g_02010
OG0000739	Prau.g_00993	Prbc.g_02011
OG0000740	Prau.g_00994	Prbc.g_02012
OG0000741	Prau.g_00995	Prbc.g_02013
OG0000742	Prau.g_00997	Prbc.g_02015
OG0000743	Prau.g_00998	Prbc.g_02016
OG0000744	Prau.g_00999	Prbc.g_02017
OG0000745	Prau.g_01000	Prbc.g_02018
OG0000746	Prau.g_01001	Prbc.g_02019
OG0000747	Prau.g_01002	Prbc.g_02020
OG0000748	Prau.g_01003	Prbc.g_02021
OG0000749	Prau.g_01004	Prbc.g_02022
OG0000750	Prau.g_01005	Prbc.g_02023
OG0000751	Prau.g_01006	Prbc.g_02024
OG0000752	Prau.g_01007	Prbc.g_01936
OG0000753	Prau.g_01009	Prbc.g_02029
OG0000754	Prau.g_01010	Prbc.g_02030
OG0000755	Prau.g_01011	Prbc.g_02031
OG0000756	Prau.g_01012	Prbc.g_02033
OG0000757	Prau.g_01013	Prbc.g_02034
OG0000758	Prau.g_01014	Prbc.g_02035
OG0000759	Prau.g_01016	Prbc.g_02037
OG0000760	Prau.g_01017	Prbc.g_02038
OG0000761	Prau.g_01018	Prbc.g_02039
OG0000762	Prau.g_01020	Prbc.g_02041
OG0000763	Prau.g_01021	Prbc.g_02042
OG0000764	Prau.g_01022	Prbc.g_02043
OG0000765	Prau.g_01023	Prbc.g_02044
OG0000766	Prau.g_01024	Prbc.g_02045
OG0000767	Prau.g_01026	Prbc.g_02047
OG0000768	Prau.g_01027	Prbc.g_02048
OG0000769	Prau.g_01028	Prbc.g_02049
OG0000770	Prau.g_01029	Prbc.g_02050
OG0000771	Prau.g_01030	Prbc.g_02051
OG0000772	Prau.g_01031	Prbc.g_02190
OG0000773	Prau.g_01032	Prbc.g_02052
OG0000774	Prau.g_01033	Prbc.g_02053
OG0000775	Prau.g_01034	Prbc.g_02054
OG0000776	Prau.g_01036	Prbc.g_02055
OG0000777	Prau.g_01038	Prbc.g_02057
OG0000778	Prau.g_01039	Prbc.g_02058
OG0000779	Prau.g_01040	Prbc.g_02059
OG0000780	Prau.g_01042	Prbc.g_02061
OG0000781	Prau.g_01044	Prbc.g_02062
OG0000782	Prau.g_01045	Prbc.g_02063
OG0000783	Prau.g_01058	Prbc.g_02079
OG0000784	Prau.g_01060	Prbc.g_02080
OG0000785	Prau.g_01061	Prbc.g_02081
OG0000786	Prau.g_01062	Prbc.g_02082
OG0000787	Prau.g_01063	Prbc.g_02083
OG0000788	Prau.g_01067	Prbc.g_02088
OG0000789	Prau.g_01069	Prbc.g_02091
OG0000790	Prau.g_01070	Prbc.g_01935
OG0000791	Prau.g_01071	Prbc.g_02092
OG0000792	Prau.g_01072	Prbc.g_02093
OG0000793	Prau.g_01073	Prbc.g_02094
OG0000794	Prau.g_01075	Prbc.g_02097
OG0000795	Prau.g_01078	Prbc.g_02101
OG0000796	Prau.g_01079	Prbc.g_02102
OG0000797	Prau.g_01081	Prbc.g_02105
OG0000798	Prau.g_01082	Prbc.g_02106
OG0000799	Prau.g_01083	Prbc.g_02107
OG0000800	Prau.g_01084	Prbc.g_02108
OG0000801	Prau.g_01087	Prbc.g_02111
OG0000802	Prau.g_01088	Prbc.g_02112
OG0000803	Prau.g_01090	Prbc.g_01934
OG0000804	Prau.g_01091	Prbc.g_01933
OG0000805	Prau.g_01092	Prbc.g_01932
OG0000806	Prau.g_01094	Prbc.g_01930
OG0000807	Prau.g_01118	Prbc.g_01941
OG0000808	Prau.g_01127	Prbc.g_02152
OG0000809	Prau.g_01130	Prbc.g_02133
OG0000810	Prau.g_01131	Prbc.g_00804
OG0000811	Prau.g_01138	Prbc.g_00201
OG0000812	Prau.g_01142	Prbc.g_01244
OG0000813	Prau.g_01146	Prbc.g_01252
OG0000814	Prau.g_01148	Prbc.g_00801
OG0000815	Prau.g_01160	Prbc.g_02128
OG0000816	Prau.g_01175	Prbc.g_00897
OG0000817	Prau.g_01176	Prbc.g_00898
OG0000818	Prau.g_01181	Prbc.g_02170
OG0000819	Prau.g_01188	Prbc.g_01468
OG0000820	Prau.g_01192	Prbc.g_01462
OG0000821	Prau.g_01194	Prbc.g_01460
OG0000822	Prau.g_01195	Prbc.g_01459
OG0000823	Prau.g_01196	Prbc.g_01458
OG0000824	Prau.g_01197	Prbc.g_01457
OG0000825	Prau.g_01198	Prbc.g_01456
OG0000826	Prau.g_01199	Prbc.g_01455
OG0000827	Prau.g_01200	Prbc.g_01454
OG0000828	Prau.g_01201	Prbc.g_01453
OG0000829	Prau.g_01202	Prbc.g_01452
OG0000830	Prau.g_01203	Prbc.g_01450
OG0000831	Prau.g_01205	Prbc.g_01447
OG0000832	Prau.g_01207	Prbc.g_01445
OG0000833	Prau.g_01208	Prbc.g_01444
OG0000834	Prau.g_01209	Prbc.g_01442
OG0000835	Prau.g_01210	Prbc.g_01441
OG0000836	Prau.g_01211	Prbc.g_01440
OG0000837	Prau.g_01213	Prbc.g_01437
OG0000838	Prau.g_01214	Prbc.g_01436
OG0000839	Prau.g_01215	Prbc.g_01435
OG0000840	Prau.g_01216	Prbc.g_01434
OG0000841	Prau.g_01217	Prbc.g_01433
OG0000842	Prau.g_01218	Prbc.g_01431
OG0000843	Prau.g_01219	Prbc.g_01430
OG0000844	Prau.g_01220	Prbc.g_01429
OG0000845	Prau.g_01221	Prbc.g_01428
OG0000846	Prau.g_01224	Prbc.g_01426
OG0000847	Prau.g_01226	Prbc.g_01424
OG0000848	Prau.g_01227	Prbc.g_01422
OG0000849	Prau.g_01228	Prbc.g_01421
OG0000850	Prau.g_01229	Prbc.g_01420
OG0000851	Prau.g_01230	Prbc.g_01418
OG0000852	Prau.g_01232	Prbc.g_01416
OG0000853	Prau.g_01233	Prbc.g_01414
OG0000854	Prau.g_01235	Prbc.g_01412
OG0000855	Prau.g_01236	Prbc.g_01411
OG0000856	Prau.g_01237	Prbc.g_01410
OG0000857	Prau.g_01238	Prbc.g_01409
OG0000858	Prau.g_01239	Prbc.g_01408
OG0000859	Prau.g_01240	Prbc.g_01407
OG0000860	Prau.g_01241	Prbc.g_01406
OG0000861	Prau.g_01242	Prbc.g_01405
OG0000862	Prau.g_01243	Prbc.g_01404
OG0000863	Prau.g_01244	Prbc.g_01403
OG0000864	Prau.g_01245	Prbc.g_01402
OG0000865	Prau.g_01246	Prbc.g_01401
OG0000866	Prau.g_01247	Prbc.g_01400
OG0000867	Prau.g_01248	Prbc.g_01399
OG0000868	Prau.g_01249	Prbc.g_01398
OG0000869	Prau.g_01251	Prbc.g_01396
OG0000870	Prau.g_01252	Prbc.g_01395
OG0000871	Prau.g_01254	Prbc.g_01394
OG0000872	Prau.g_01255	Prbc.g_01393
OG0000873	Prau.g_01257	Prbc.g_01392
OG0000874	Prau.g_01258	Prbc.g_01391
OG0000875	Prau.g_01259	Prbc.g_01390
OG0000876	Prau.g_01260	Prbc.g_01389
OG0000877	Prau.g_01262	Prbc.g_01388
OG0000878	Prau.g_01346	Prbc.g_01320
OG0000879	Prau.g_01359	Prbc.g_00555
OG0000880	Prau.g_01360	Prbc.g_00556
OG0000881	Prau.g_01361	Prbc.g_00557
OG0000882	Prau.g_01362	Prbc.g_00558
OG0000883	Prau.g_01363	Prbc.g_00560
OG0000884	Prau.g_01366	Prbc.g_00561
OG0000885	Prau.g_01367	Prbc.g_00562
OG0000886	Prau.g_01368	Prbc.g_00563
OG0000887	Prau.g_01369	Prbc.g_00564
OG0000888	Prau.g_01370	Prbc.g_00565
OG0000889	Prau.g_01373	Prbc.g_00568
OG0000890	Prau.g_01374	Prbc.g_00569
OG0000891	Prau.g_01375	Prbc.g_00570
OG0000892	Prau.g_01377	Prbc.g_00571
OG0000893	Prau.g_01378	Prbc.g_00572
OG0000894	Prau.g_01379	Prbc.g_00573
OG0000895	Prau.g_01380	Prbc.g_00574
OG0000896	Prau.g_01381	Prbc.g_00575
OG0000897	Prau.g_01382	Prbc.g_00576
OG0000898	Prau.g_01384	Prbc.g_00579
OG0000899	Prau.g_01385	Prbc.g_00580
OG0000900	Prau.g_01391	Prbc.g_00585
OG0000901	Prau.g_01395	Prbc.g_00589
OG0000902	Prau.g_01396	Prbc.g_01820
OG0000903	Prau.g_01397	Prbc.g_01470
OG0000904	Prau.g_01399	Prbc.g_02100
OG0000905	Prau.g_01401	Prbc.g_00810
OG0000906	Prau.g_01403	Prbc.g_00655
OG0000907	Prau.g_01404	Prbc.g_01921
OG0000908	Prau.g_01407	Prbc.g_00138
OG0000909	Prau.g_01411	Prbc.g_00659
OG0000910	Prau.g_01412	Prbc.g_00660
OG0000911	Prau.g_01413	Prbc.g_00661
OG0000912	Prau.g_01414	Prbc.g_00662
OG0000913	Prau.g_01415	Prbc.g_00663
OG0000914	Prau.g_01416	Prbc.g_00664
OG0000915	Prau.g_01417	Prbc.g_00665
OG0000916	Prau.g_01418	Prbc.g_00666
OG0000917	Prau.g_01419	Prbc.g_00667
OG0000918	Prau.g_01420	Prbc.g_00668
OG0000919	Prau.g_01421	Prbc.g_00669
OG0000920	Prau.g_01422	Prbc.g_00670
OG0000921	Prau.g_01423	Prbc.g_00671
OG0000922	Prau.g_01424	Prbc.g_00672
OG0000923	Prau.g_01425	Prbc.g_00673
OG0000924	Prau.g_01426	Prbc.g_00674
OG0000925	Prau.g_01427	Prbc.g_00675
OG0000926	Prau.g_01436	Prbc.g_00228
OG0000927	Prau.g_01510	Prbc.g_00690
OG0000928	Prau.g_01511	Prbc.g_00691
OG0000929	Prau.g_01512	Prbc.g_00692
OG0000930	Prau.g_01513	Prbc.g_00693
OG0000931	Prau.g_01514	Prbc.g_00694
OG0000932	Prau.g_01516	Prbc.g_00696
OG0000933	Prau.g_01517	Prbc.g_00697
OG0000934	Prau.g_01518	Prbc.g_00698
OG0000935	Prau.g_01519	Prbc.g_00699
OG0000936	Prau.g_01520	Prbc.g_00700
OG0000937	Prau.g_01521	Prbc.g_00701
OG0000938	Prau.g_01522	Prbc.g_00702
OG0000939	Prau.g_01523	Prbc.g_00703
OG0000940	Prau.g_01524	Prbc.g_00705
OG0000941	Prau.g_01526	Prbc.g_00707
OG0000942	Prau.g_01527	Prbc.g_00708
OG0000943	Prau.g_01533	Prbc.g_00711
OG0000944	Prau.g_01534	Prbc.g_00712
OG0000945	Prau.g_01535	Prbc.g_00713
OG0000946	Prau.g_01536	Prbc.g_00714
OG0000947	Prau.g_01537	Prbc.g_00715
OG0000948	Prau.g_01538	Prbc.g_00716
OG0000949	Prau.g_01539	Prbc.g_00717
OG0000950	Prau.g_01540	Prbc.g_00718
OG0000951	Prau.g_01541	Prbc.g_00719
OG0000952	Prau.g_01542	Prbc.g_00720
OG0000953	Prau.g_01543	Prbc.g_00721
OG0000954	Prau.g_01544	Prbc.g_00722
OG0000955	Prau.g_01545	Prbc.g_00723
OG0000956	Prau.g_01546	Prbc.g_00724
OG0000957	Prau.g_01547	Prbc.g_01521
OG0000958	Prau.g_01548	Prbc.g_00725
OG0000959	Prau.g_01549	Prbc.g_00726
OG0000960	Prau.g_01550	Prbc.g_00727
OG0000961	Prau.g_01554	Prbc.g_00730
OG0000962	Prau.g_01555	Prbc.g_00731
OG0000963	Prau.g_01556	Prbc.g_00732
OG0000964	Prau.g_01558	Prbc.g_00734
OG0000965	Prau.g_01559	Prbc.g_00735
OG0000966	Prau.g_01560	Prbc.g_00736
OG0000967	Prau.g_01561	Prbc.g_00737
OG0000968	Prau.g_01562	Prbc.g_00738
OG0000969	Prau.g_01563	Prbc.g_00739
OG0000970	Prau.g_01564	Prbc.g_00740
OG0000971	Prau.g_01565	Prbc.g_00741
OG0000972	Prau.g_01566	Prbc.g_00742
OG0000973	Prau.g_01567	Prbc.g_00743
OG0000974	Prau.g_01569	Prbc.g_00745
OG0000975	Prau.g_01572	Prbc.g_00751
OG0000976	Prau.g_01574	Prbc.g_00754
OG0000977	Prau.g_01575	Prbc.g_00755
OG0000978	Prau.g_01576	Prbc.g_00756
OG0000979	Prau.g_01578	Prbc.g_00758
OG0000980	Prau.g_01579	Prbc.g_00759
OG0000981	Prau.g_01580	Prbc.g_00760
OG0000982	Prau.g_01581	Prbc.g_00761
OG0000983	Prau.g_01583	Prbc.g_00763
OG0000984	Prau.g_01584	Prbc.g_00764
OG0000985	Prau.g_01585	Prbc.g_00765
OG0000986	Prau.g_01586	Prbc.g_00766
OG0000987	Prau.g_01587	Prbc.g_00767
OG0000988	Prau.g_01588	Prbc.g_00768
OG0000989	Prau.g_01589	Prbc.g_00769
OG0000990	Prau.g_01590	Prbc.g_00770
OG0000991	Prau.g_01591	Prbc.g_00771
OG0000992	Prau.g_01592	Prbc.g_00772
OG0000993	Prau.g_01593	Prbc.g_00773
OG0000994	Prau.g_01594	Prbc.g_00774
OG0000995	Prau.g_01595	Prbc.g_00775
OG0000996	Prau.g_01596	Prbc.g_00776
OG0000997	Prau.g_01597	Prbc.g_00777
OG0000998	Prau.g_01598	Prbc.g_00778
OG0000999	Prau.g_01599	Prbc.g_00779
OG0001000	Prau.g_01600	Prbc.g_00780
OG0001001	Prau.g_01602	Prbc.g_00782
OG0001002	Prau.g_01603	Prbc.g_00783
OG0001003	Prau.g_01604	Prbc.g_00784
OG0001004	Prau.g_01605	Prbc.g_00785
OG0001005	Prau.g_01606	Prbc.g_00787
OG0001006	Prau.g_01607	Prbc.g_00788
OG0001007	Prau.g_01608	Prbc.g_00789
OG0001008	Prau.g_01610	Prbc.g_00791
OG0001009	Prau.g_01611	Prbc.g_00792
OG0001010	Prau.g_01619	Prbc.g_01485
OG0001011	Prau.g_01626	Prbc.g_00677
OG0001012	Prau.g_01652	Prbc.g_01874
OG0001013	Prau.g_01726	Prbc.g_00827
OG0001014	Prau.g_01727	Prbc.g_00828
OG0001015	Prau.g_01733	Prbc.g_00833
OG0001016	Prau.g_01734	Prbc.g_00834
OG0001017	Prau.g_01735	Prbc.g_00835
OG0001018	Prau.g_01736	Prbc.g_00836
OG0001019	Prau.g_01738	Prbc.g_00837
OG0001020	Prau.g_01739	Prbc.g_00838
OG0001021	Prau.g_01740	Prbc.g_00839
OG0001022	Prau.g_01741	Prbc.g_00840
OG0001023	Prau.g_01742	Prbc.g_00841
OG0001024	Prau.g_01743	Prbc.g_00842
OG0001025	Prau.g_01744	Prbc.g_00843
OG0001026	Prau.g_01746	Prbc.g_00844
OG0001027	Prau.g_01747	Prbc.g_00845
OG0001028	Prau.g_01748	Prbc.g_00846
OG0001029	Prau.g_01749	Prbc.g_00847
OG0001030	Prau.g_01750	Prbc.g_00848
OG0001031	Prau.g_01751	Prbc.g_00849
OG0001032	Prau.g_01752	Prbc.g_00850
OG0001033	Prau.g_01753	Prbc.g_00851
OG0001034	Prau.g_01754	Prbc.g_00852
OG0001035	Prau.g_01756	Prbc.g_00854
OG0001036	Prau.g_01757	Prbc.g_00855
OG0001037	Prau.g_01758	Prbc.g_00856
OG0001038	Prau.g_01759	Prbc.g_00857
OG0001039	Prau.g_01760	Prbc.g_00858
OG0001040	Prau.g_01761	Prbc.g_00860
OG0001041	Prau.g_01762	Prbc.g_00861
OG0001042	Prau.g_01763	Prbc.g_00862
OG0001043	Prau.g_01764	Prbc.g_00863
OG0001044	Prau.g_01765	Prbc.g_00864
OG0001045	Prau.g_01766	Prbc.g_00865
OG0001046	Prau.g_01767	Prbc.g_00866
OG0001047	Prau.g_01770	Prbc.g_00868
OG0001048	Prau.g_01772	Prbc.g_00870
OG0001049	Prau.g_01773	Prbc.g_00871
OG0001050	Prau.g_01774	Prbc.g_00872
OG0001051	Prau.g_01775	Prbc.g_00873
OG0001052	Prau.g_01776	Prbc.g_00874
OG0001053	Prau.g_01777	Prbc.g_00876
OG0001054	Prau.g_01779	Prbc.g_00878
OG0001055	Prau.g_01780	Prbc.g_00879
OG0001056	Prau.g_01781	Prbc.g_00880
OG0001057	Prau.g_01782	Prbc.g_00881
OG0001058	Prau.g_01783	Prbc.g_00882
OG0001059	Prau.g_01784	Prbc.g_00883
OG0001060	Prau.g_01785	Prbc.g_00884
OG0001061	Prau.g_01786	Prbc.g_00885
OG0001062	Prau.g_01787	Prbc.g_00886
OG0001063	Prau.g_01788	Prbc.g_00887
OG0001064	Prau.g_01790	Prbc.g_00889
OG0001065	Prau.g_01794	Prbc.g_00933
OG0001066	Prau.g_01795	Prbc.g_00935
OG0001067	Prau.g_01796	Prbc.g_00936
OG0001068	Prau.g_01798	Prbc.g_00938
OG0001069	Prau.g_01799	Prbc.g_00939
OG0001070	Prau.g_01800	Prbc.g_00940
OG0001071	Prau.g_01801	Prbc.g_00941
OG0001072	Prau.g_01802	Prbc.g_00942
OG0001073	Prau.g_01803	Prbc.g_00943
OG0001074	Prau.g_01804	Prbc.g_00944
OG0001075	Prau.g_01805	Prbc.g_00945
OG0001076	Prau.g_01806	Prbc.g_00946
OG0001077	Prau.g_01807	Prbc.g_00947
OG0001078	Prau.g_01808	Prbc.g_00948
OG0001079	Prau.g_01809	Prbc.g_00949
OG0001080	Prau.g_01810	Prbc.g_00950
OG0001081	Prau.g_01813	Prbc.g_00960
OG0001082	Prau.g_01814	Prbc.g_00959
OG0001083	Prau.g_01815	Prbc.g_00955
OG0001084	Prau.g_01817	Prbc.g_00957
OG0001085	Prau.g_01818	Prbc.g_00958
OG0001086	Prau.g_01819	Prbc.g_00953
OG0001087	Prau.g_01820	Prbc.g_00952
OG0001088	Prau.g_01821	Prbc.g_00951
OG0001089	Prau.g_01827	Prbc.g_00327
OG0001090	Prau.g_01829	Prbc.g_00325
OG0001091	Prau.g_01830	Prbc.g_00324
OG0001092	Prau.g_01831	Prbc.g_00323
OG0001093	Prau.g_01832	Prbc.g_00322
OG0001094	Prau.g_01833	Prbc.g_00321
OG0001095	Prau.g_01834	Prbc.g_00320
OG0001096	Prau.g_01835	Prbc.g_00319
OG0001097	Prau.g_01836	Prbc.g_00318
OG0001098	Prau.g_01837	Prbc.g_00317
OG0001099	Prau.g_01838	Prbc.g_00316
OG0001100	Prau.g_01839	Prbc.g_00315
OG0001101	Prau.g_01840	Prbc.g_00314
