Orthogroup	Prau	Praw
OG0000567	Prau.g_00685	Praw.g_01877
OG0000568	Prau.g_00686	Praw.g_01876
OG0000569	Prau.g_00687	Praw.g_01875
OG0000570	Prau.g_00688	Praw.g_01874
OG0000571	Prau.g_00689	Praw.g_01873
OG0000572	Prau.g_00690	Praw.g_01872
OG0000573	Prau.g_00693	Praw.g_01869
OG0000574	Prau.g_00694	Praw.g_01868
OG0000575	Prau.g_00695	Praw.g_01867
OG0000576	Prau.g_00696	Praw.g_01866
OG0000577	Prau.g_00697	Praw.g_01865
OG0000578	Prau.g_00698	Praw.g_01864
OG0000579	Prau.g_00699	Praw.g_01863
OG0000580	Prau.g_00700	Praw.g_01862
OG0000581	Prau.g_00701	Praw.g_01861
OG0000582	Prau.g_00702	Praw.g_01860
OG0000583	Prau.g_00703	Praw.g_01859
OG0000584	Prau.g_00704	Praw.g_01858
OG0000585	Prau.g_00705	Praw.g_01857
OG0000586	Prau.g_00707	Praw.g_01855
OG0000587	Prau.g_00708	Praw.g_01854
OG0000588	Prau.g_00710	Praw.g_01852
OG0000589	Prau.g_00711	Praw.g_01851
OG0000590	Prau.g_00713	Praw.g_01849
OG0000591	Prau.g_00719	Praw.g_01843
OG0000592	Prau.g_00720	Praw.g_01842
OG0000593	Prau.g_00721	Praw.g_01841
OG0000594	Prau.g_00723	Praw.g_01839
OG0000595	Prau.g_00724	Praw.g_01838
OG0000596	Prau.g_00725	Praw.g_01837
OG0000597	Prau.g_00727	Praw.g_01835
OG0000598	Prau.g_00728	Praw.g_01834
OG0000599	Prau.g_00729	Praw.g_01833
OG0000600	Prau.g_00730	Praw.g_01832
OG0000601	Prau.g_00732	Praw.g_01830
OG0000602	Prau.g_00733	Praw.g_01829
OG0000603	Prau.g_00734	Praw.g_01828
OG0000604	Prau.g_00735	Praw.g_01827
OG0000605	Prau.g_00736	Praw.g_01826
OG0000606	Prau.g_00737	Praw.g_01825
OG0000607	Prau.g_00739	Praw.g_01823
OG0000608	Prau.g_00740	Praw.g_01822
OG0000609	Prau.g_00744	Praw.g_01818
OG0000610	Prau.g_00745	Praw.g_01817
OG0000611	Prau.g_00756	Praw.g_01808
OG0000612	Prau.g_00757	Praw.g_01807
OG0000613	Prau.g_00758	Praw.g_01806
OG0000614	Prau.g_00759	Praw.g_01805
OG0000615	Prau.g_00761	Praw.g_01803
OG0000616	Prau.g_00762	Praw.g_01802
OG0000617	Prau.g_00763	Praw.g_01801
OG0000618	Prau.g_00764	Praw.g_01800
OG0000619	Prau.g_00765	Praw.g_01799
OG0000620	Prau.g_00766	Praw.g_01798
OG0000621	Prau.g_00767	Praw.g_01797
OG0000622	Prau.g_00768	Praw.g_01796
OG0000623	Prau.g_00769	Praw.g_01795
OG0000624	Prau.g_00770	Praw.g_01794
OG0000625	Prau.g_00771	Praw.g_01793
OG0000626	Prau.g_00772	Praw.g_01792
OG0000627	Prau.g_00773	Praw.g_01791
OG0000628	Prau.g_00774	Praw.g_01790
OG0000629	Prau.g_00775	Praw.g_01789
OG0000630	Prau.g_00776	Praw.g_01788
OG0000631	Prau.g_00778	Praw.g_01786
OG0000632	Prau.g_00796	Praw.g_01763
OG0000633	Prau.g_00800	Praw.g_01759
OG0000634	Prau.g_00816	Praw.g_01745
OG0000635	Prau.g_00818	Praw.g_01732
OG0000636	Prau.g_00819	Praw.g_01731
OG0000637	Prau.g_00820	Praw.g_01730
OG0000638	Prau.g_00832	Praw.g_01719
OG0000639	Prau.g_00841	Praw.g_01710
OG0000640	Prau.g_00843	Praw.g_01708
OG0000641	Prau.g_00845	Praw.g_01706
OG0000642	Prau.g_00846	Praw.g_01705
OG0000643	Prau.g_00847	Praw.g_01704
OG0000644	Prau.g_00848	Praw.g_01703
OG0000645	Prau.g_00849	Praw.g_01702
OG0000646	Prau.g_00850	Praw.g_01701
OG0000647	Prau.g_00851	Praw.g_01700
OG0000648	Prau.g_00853	Praw.g_01698
OG0000649	Prau.g_00854	Praw.g_01697
OG0000650	Prau.g_00855	Praw.g_01696
OG0000651	Prau.g_00856	Praw.g_01695
OG0000652	Prau.g_00857	Praw.g_01694
OG0000653	Prau.g_00858	Praw.g_01693
OG0000654	Prau.g_00860	Praw.g_01691
OG0000655	Prau.g_00862	Praw.g_01689
OG0000656	Prau.g_00863	Praw.g_01688
OG0000657	Prau.g_00864	Praw.g_01687
OG0000658	Prau.g_00865	Praw.g_01686
OG0000659	Prau.g_00866	Praw.g_01685
OG0000660	Prau.g_00867	Praw.g_01684
OG0000661	Prau.g_00868	Praw.g_01683
OG0000662	Prau.g_00869	Praw.g_01682
OG0000663	Prau.g_00870	Praw.g_01681
OG0000664	Prau.g_00871	Praw.g_01680
OG0000665	Prau.g_00872	Praw.g_01679
OG0000666	Prau.g_00873	Praw.g_01678
OG0000667	Prau.g_00874	Praw.g_01677
OG0000668	Prau.g_00875	Praw.g_01676
OG0000669	Prau.g_00877	Praw.g_01674
OG0000670	Prau.g_00878	Praw.g_01673
OG0000671	Prau.g_00879	Praw.g_01672
OG0000672	Prau.g_00880	Praw.g_01671
OG0000673	Prau.g_00881	Praw.g_01670
OG0000674	Prau.g_00882	Praw.g_01669
OG0000675	Prau.g_00884	Praw.g_01668
OG0000676	Prau.g_00885	Praw.g_01667
OG0000677	Prau.g_00887	Praw.g_01665
OG0000678	Prau.g_00889	Praw.g_01663
OG0000679	Prau.g_00890	Praw.g_01662
OG0000680	Prau.g_00891	Praw.g_01661
OG0000681	Prau.g_00892	Praw.g_01660
OG0000682	Prau.g_00893	Praw.g_01659
OG0000683	Prau.g_00895	Praw.g_01657
OG0000684	Prau.g_00896	Praw.g_01656
OG0000685	Prau.g_00897	Praw.g_01655
OG0000686	Prau.g_00898	Praw.g_01654
OG0000687	Prau.g_00899	Praw.g_01653
OG0000688	Prau.g_00900	Praw.g_01652
OG0000689	Prau.g_00902	Praw.g_01651
OG0000690	Prau.g_00903	Praw.g_01650
OG0000691	Prau.g_00904	Praw.g_01649
OG0000692	Prau.g_00906	Praw.g_01647
OG0000693	Prau.g_00907	Praw.g_01646
OG0000694	Prau.g_00908	Praw.g_01645
OG0000695	Prau.g_00909	Praw.g_01644
OG0000696	Prau.g_00910	Praw.g_01643
OG0000697	Prau.g_00912	Praw.g_01641
OG0000698	Prau.g_00914	Praw.g_01639
OG0000699	Prau.g_00915	Praw.g_01638
OG0000700	Prau.g_00942	Praw.g_01611
OG0000701	Prau.g_00946	Praw.g_01608
OG0000702	Prau.g_00949	Praw.g_01605
OG0000703	Prau.g_00950	Praw.g_01604
OG0000704	Prau.g_00951	Praw.g_01603
OG0000705	Prau.g_00952	Praw.g_01602
OG0000706	Prau.g_00953	Praw.g_01601
OG0000707	Prau.g_00954	Praw.g_01600
OG0000708	Prau.g_00955	Praw.g_01599
OG0000709	Prau.g_00956	Praw.g_01597
OG0000710	Prau.g_00957	Praw.g_01596
OG0000711	Prau.g_00958	Praw.g_01595
OG0000712	Prau.g_00959	Praw.g_01594
OG0000713	Prau.g_00960	Praw.g_01593
OG0000714	Prau.g_00962	Praw.g_01591
OG0000715	Prau.g_00963	Praw.g_01590
OG0000716	Prau.g_00965	Praw.g_01588
OG0000717	Prau.g_00966	Praw.g_01587
OG0000718	Prau.g_00967	Praw.g_01586
OG0000719	Prau.g_00969	Praw.g_01584
OG0000720	Prau.g_00970	Praw.g_01583
OG0000721	Prau.g_00973	Praw.g_01581
OG0000722	Prau.g_00974	Praw.g_01580
OG0000723	Prau.g_00975	Praw.g_01579
OG0000724	Prau.g_00977	Praw.g_01577
OG0000725	Prau.g_00978	Praw.g_01576
OG0000726	Prau.g_00979	Praw.g_01575
OG0000727	Prau.g_00980	Praw.g_01574
OG0000728	Prau.g_00981	Praw.g_01573
OG0000729	Prau.g_00982	Praw.g_01572
OG0000730	Prau.g_00983	Praw.g_01571
OG0000731	Prau.g_00984	Praw.g_01570
OG0000732	Prau.g_00985	Praw.g_01569
OG0000733	Prau.g_00986	Praw.g_01568
OG0000734	Prau.g_00987	Praw.g_01567
OG0000735	Prau.g_00989	Praw.g_01565
OG0000736	Prau.g_00990	Praw.g_01564
OG0000737	Prau.g_00991	Praw.g_01563
OG0000738	Prau.g_00992	Praw.g_01562
OG0000739	Prau.g_00993	Praw.g_01561
OG0000740	Prau.g_00994	Praw.g_01560
OG0000741	Prau.g_00995	Praw.g_01559
OG0000742	Prau.g_00997	Praw.g_01557
OG0000743	Prau.g_00998	Praw.g_01556
OG0000744	Prau.g_00999	Praw.g_01555
OG0000745	Prau.g_01000	Praw.g_01554
OG0000746	Prau.g_01001	Praw.g_01553
OG0000747	Prau.g_01002	Praw.g_01552
OG0000748	Prau.g_01003	Praw.g_01551
OG0000749	Prau.g_01004	Praw.g_01550
OG0000750	Prau.g_01005	Praw.g_01549
OG0000751	Prau.g_01006	Praw.g_01548
OG0000752	Prau.g_01007	Praw.g_01547
OG0000753	Prau.g_01009	Praw.g_01545
OG0000754	Prau.g_01010	Praw.g_01544
OG0000755	Prau.g_01011	Praw.g_01543
OG0000756	Prau.g_01012	Praw.g_01542
OG0000757	Prau.g_01013	Praw.g_01541
OG0000758	Prau.g_01014	Praw.g_01540
OG0000759	Prau.g_01016	Praw.g_01538
OG0000760	Prau.g_01017	Praw.g_01537
OG0000761	Prau.g_01018	Praw.g_01536
OG0000762	Prau.g_01020	Praw.g_01534
OG0000763	Prau.g_01021	Praw.g_01533
OG0000764	Prau.g_01022	Praw.g_01532
OG0000765	Prau.g_01023	Praw.g_01531
OG0000766	Prau.g_01024	Praw.g_01530
OG0000767	Prau.g_01026	Praw.g_01528
OG0000768	Prau.g_01027	Praw.g_01527
OG0000769	Prau.g_01028	Praw.g_01526
OG0000770	Prau.g_01029	Praw.g_01525
OG0000771	Prau.g_01030	Praw.g_01524
OG0000772	Prau.g_01031	Praw.g_01523
OG0000773	Prau.g_01032	Praw.g_01522
OG0000774	Prau.g_01033	Praw.g_01521
OG0000775	Prau.g_01034	Praw.g_01520
OG0000776	Prau.g_01036	Praw.g_01518
OG0000777	Prau.g_01038	Praw.g_01516
OG0000778	Prau.g_01039	Praw.g_01515
OG0000779	Prau.g_01040	Praw.g_01514
OG0000780	Prau.g_01042	Praw.g_01512
OG0000781	Prau.g_01044	Praw.g_01510
OG0000782	Prau.g_01045	Praw.g_01509
OG0000783	Prau.g_01058	Praw.g_01498
OG0000784	Prau.g_01060	Praw.g_01496
OG0000785	Prau.g_01061	Praw.g_01495
OG0000786	Prau.g_01062	Praw.g_01494
OG0000787	Prau.g_01063	Praw.g_01493
OG0000788	Prau.g_01067	Praw.g_01489
OG0000789	Prau.g_01069	Praw.g_01487
OG0000790	Prau.g_01070	Praw.g_01486
OG0000791	Prau.g_01071	Praw.g_01485
OG0000792	Prau.g_01072	Praw.g_01484
OG0000793	Prau.g_01073	Praw.g_01483
OG0000794	Prau.g_01075	Praw.g_01481
OG0000795	Prau.g_01078	Praw.g_01478
OG0000796	Prau.g_01079	Praw.g_01477
OG0000797	Prau.g_01081	Praw.g_01475
OG0000798	Prau.g_01082	Praw.g_01474
OG0000799	Prau.g_01083	Praw.g_01473
OG0000800	Prau.g_01084	Praw.g_01472
OG0000801	Prau.g_01087	Praw.g_01469
OG0000802	Prau.g_01088	Praw.g_01468
OG0000803	Prau.g_01090	Praw.g_01466
OG0000804	Prau.g_01091	Praw.g_01465
OG0000805	Prau.g_01092	Praw.g_01464
OG0000806	Prau.g_01094	Praw.g_01462
OG0000807	Prau.g_01118	Praw.g_01437
OG0000808	Prau.g_01127	Praw.g_01427
OG0000809	Prau.g_01130	Praw.g_01424
OG0000810	Prau.g_01131	Praw.g_01423
OG0000811	Prau.g_01138	Praw.g_01416
OG0000812	Prau.g_01142	Praw.g_00172
OG0000813	Prau.g_01146	Praw.g_00176
OG0000814	Prau.g_01148	Praw.g_00178
OG0000815	Prau.g_01160	Praw.g_00187
OG0000816	Prau.g_01175	Praw.g_00202
OG0000817	Prau.g_01176	Praw.g_00203
OG0000818	Prau.g_01181	Praw.g_00208
OG0000819	Prau.g_01188	Praw.g_00215
OG0000820	Prau.g_01192	Praw.g_00219
OG0000821	Prau.g_01194	Praw.g_00221
OG0000822	Prau.g_01195	Praw.g_00222
OG0000823	Prau.g_01196	Praw.g_00223
OG0000824	Prau.g_01197	Praw.g_00224
OG0000825	Prau.g_01198	Praw.g_00225
OG0000826	Prau.g_01199	Praw.g_00226
OG0000827	Prau.g_01200	Praw.g_00227
OG0000828	Prau.g_01201	Praw.g_00228
OG0000829	Prau.g_01202	Praw.g_00229
OG0000830	Prau.g_01203	Praw.g_00230
OG0000831	Prau.g_01205	Praw.g_00233
OG0000832	Prau.g_01207	Praw.g_00235
OG0000833	Prau.g_01208	Praw.g_00236
OG0000834	Prau.g_01209	Praw.g_00237
OG0000835	Prau.g_01210	Praw.g_00238
OG0000836	Prau.g_01211	Praw.g_00239
OG0000837	Prau.g_01213	Praw.g_00241
OG0000838	Prau.g_01214	Praw.g_00242
OG0000839	Prau.g_01215	Praw.g_00243
OG0000840	Prau.g_01216	Praw.g_00244
OG0000841	Prau.g_01217	Praw.g_00245
OG0000842	Prau.g_01218	Praw.g_00246
OG0000843	Prau.g_01219	Praw.g_00247
OG0000844	Prau.g_01220	Praw.g_00248
OG0000845	Prau.g_01221	Praw.g_00249
OG0000846	Prau.g_01224	Praw.g_00252
OG0000847	Prau.g_01226	Praw.g_00254
OG0000848	Prau.g_01227	Praw.g_00255
OG0000849	Prau.g_01228	Praw.g_00256
OG0000850	Prau.g_01229	Praw.g_00257
OG0000851	Prau.g_01230	Praw.g_00258
OG0000852	Prau.g_01232	Praw.g_00260
OG0000853	Prau.g_01233	Praw.g_00261
OG0000854	Prau.g_01235	Praw.g_00263
OG0000855	Prau.g_01236	Praw.g_00264
OG0000856	Prau.g_01237	Praw.g_00265
OG0000857	Prau.g_01238	Praw.g_00266
OG0000858	Prau.g_01239	Praw.g_00267
OG0000859	Prau.g_01240	Praw.g_00268
OG0000860	Prau.g_01241	Praw.g_00269
OG0000861	Prau.g_01242	Praw.g_00270
OG0000862	Prau.g_01243	Praw.g_00271
OG0000863	Prau.g_01244	Praw.g_00272
OG0000864	Prau.g_01245	Praw.g_00273
OG0000865	Prau.g_01246	Praw.g_00274
OG0000866	Prau.g_01247	Praw.g_00275
OG0000867	Prau.g_01248	Praw.g_00276
OG0000868	Prau.g_01249	Praw.g_00277
OG0000869	Prau.g_01251	Praw.g_00279
OG0000870	Prau.g_01252	Praw.g_00280
OG0000871	Prau.g_01254	Praw.g_00282
OG0000872	Prau.g_01255	Praw.g_00283
OG0000873	Prau.g_01257	Praw.g_00285
OG0000874	Prau.g_01258	Praw.g_00286
OG0000875	Prau.g_01259	Praw.g_00287
OG0000876	Prau.g_01260	Praw.g_00288
OG0000877	Prau.g_01262	Praw.g_00290
OG0000878	Prau.g_01346	Praw.g_00954
OG0000879	Prau.g_01359	Praw.g_00968
OG0000880	Prau.g_01360	Praw.g_00969
OG0000881	Prau.g_01361	Praw.g_00970
OG0000882	Prau.g_01362	Praw.g_00971
OG0000883	Prau.g_01363	Praw.g_00972
OG0000884	Prau.g_01366	Praw.g_00976
OG0000885	Prau.g_01367	Praw.g_00977
OG0000886	Prau.g_01368	Praw.g_00978
OG0000887	Prau.g_01369	Praw.g_00979
OG0000888	Prau.g_01370	Praw.g_00980
OG0000889	Prau.g_01373	Praw.g_00983
OG0000890	Prau.g_01374	Praw.g_00984
OG0000891	Prau.g_01375	Praw.g_00985
OG0000892	Prau.g_01377	Praw.g_00987
OG0000893	Prau.g_01378	Praw.g_00988
OG0000894	Prau.g_01379	Praw.g_00989
OG0000895	Prau.g_01380	Praw.g_00990
OG0000896	Prau.g_01381	Praw.g_00991
OG0000897	Prau.g_01382	Praw.g_00992
OG0000898	Prau.g_01384	Praw.g_00994
OG0000899	Prau.g_01385	Praw.g_00995
OG0000900	Prau.g_01391	Praw.g_00997
OG0000901	Prau.g_01395	Praw.g_01001
OG0000902	Prau.g_01396	Praw.g_01002
OG0000903	Prau.g_01397	Praw.g_01003
OG0000904	Prau.g_01399	Praw.g_01006
OG0000905	Prau.g_01401	Praw.g_01008
OG0000906	Prau.g_01403	Praw.g_01010
OG0000907	Prau.g_01404	Praw.g_01011
OG0000908	Prau.g_01407	Praw.g_01014
OG0000909	Prau.g_01411	Praw.g_01018
OG0000910	Prau.g_01412	Praw.g_01019
OG0000911	Prau.g_01413	Praw.g_01020
OG0000912	Prau.g_01414	Praw.g_01021
OG0000913	Prau.g_01415	Praw.g_01022
OG0000914	Prau.g_01416	Praw.g_01023
OG0000915	Prau.g_01417	Praw.g_01024
OG0000916	Prau.g_01418	Praw.g_01025
OG0000917	Prau.g_01419	Praw.g_01026
OG0000918	Prau.g_01420	Praw.g_01027
OG0000919	Prau.g_01421	Praw.g_01028
OG0000920	Prau.g_01422	Praw.g_01029
OG0000921	Prau.g_01423	Praw.g_01030
OG0000922	Prau.g_01424	Praw.g_01031
OG0000923	Prau.g_01425	Praw.g_01032
OG0000924	Prau.g_01426	Praw.g_01033
OG0000925	Prau.g_01427	Praw.g_01034
OG0000926	Prau.g_01436	Praw.g_01052
OG0000927	Prau.g_01510	Praw.g_01101
OG0000928	Prau.g_01511	Praw.g_01100
OG0000929	Prau.g_01512	Praw.g_01099
OG0000930	Prau.g_01513	Praw.g_01098
OG0000931	Prau.g_01514	Praw.g_01097
OG0000932	Prau.g_01516	Praw.g_01095
OG0000933	Prau.g_01517	Praw.g_01094
OG0000934	Prau.g_01518	Praw.g_01093
OG0000935	Prau.g_01519	Praw.g_01092
OG0000936	Prau.g_01520	Praw.g_01091
OG0000937	Prau.g_01521	Praw.g_01090
OG0000938	Prau.g_01522	Praw.g_01089
OG0000939	Prau.g_01523	Praw.g_01088
OG0000940	Prau.g_01524	Praw.g_01087
OG0000941	Prau.g_01526	Praw.g_01085
OG0000942	Prau.g_01527	Praw.g_01084
OG0000943	Prau.g_01533	Praw.g_01078
OG0000944	Prau.g_01534	Praw.g_01077
OG0000945	Prau.g_01535	Praw.g_01076
OG0000946	Prau.g_01536	Praw.g_01075
OG0000947	Prau.g_01537	Praw.g_00343
OG0000948	Prau.g_01538	Praw.g_00344
OG0000949	Prau.g_01539	Praw.g_00345
OG0000950	Prau.g_01540	Praw.g_00346
OG0000951	Prau.g_01541	Praw.g_00347
OG0000952	Prau.g_01542	Praw.g_00348
OG0000953	Prau.g_01543	Praw.g_00349
OG0000954	Prau.g_01544	Praw.g_00350
OG0000955	Prau.g_01545	Praw.g_00351
OG0000956	Prau.g_01546	Praw.g_00352
OG0000957	Prau.g_01547	Praw.g_00353
OG0000958	Prau.g_01548	Praw.g_00354
OG0000959	Prau.g_01549	Praw.g_00355
OG0000960	Prau.g_01550	Praw.g_00356
OG0000961	Prau.g_01554	Praw.g_00359
OG0000962	Prau.g_01555	Praw.g_00360
OG0000963	Prau.g_01556	Praw.g_00361
OG0000964	Prau.g_01558	Praw.g_00363
OG0000965	Prau.g_01559	Praw.g_00364
OG0000966	Prau.g_01560	Praw.g_00365
OG0000967	Prau.g_01561	Praw.g_00366
OG0000968	Prau.g_01562	Praw.g_00367
OG0000969	Prau.g_01563	Praw.g_00368
OG0000970	Prau.g_01564	Praw.g_00370
OG0000971	Prau.g_01565	Praw.g_00371
OG0000972	Prau.g_01566	Praw.g_00372
OG0000973	Prau.g_01567	Praw.g_00373
OG0000974	Prau.g_01569	Praw.g_00375
OG0000975	Prau.g_01572	Praw.g_00378
OG0000976	Prau.g_01574	Praw.g_00380
OG0000977	Prau.g_01575	Praw.g_00381
OG0000978	Prau.g_01576	Praw.g_00382
OG0000979	Prau.g_01578	Praw.g_00384
OG0000980	Prau.g_01579	Praw.g_00385
OG0000981	Prau.g_01580	Praw.g_00386
OG0000982	Prau.g_01581	Praw.g_00387
OG0000983	Prau.g_01583	Praw.g_00389
OG0000984	Prau.g_01584	Praw.g_00390
OG0000985	Prau.g_01585	Praw.g_00391
OG0000986	Prau.g_01586	Praw.g_00392
OG0000987	Prau.g_01587	Praw.g_00393
OG0000988	Prau.g_01588	Praw.g_00394
OG0000989	Prau.g_01589	Praw.g_00395
OG0000990	Prau.g_01590	Praw.g_00396
OG0000991	Prau.g_01591	Praw.g_00397
OG0000992	Prau.g_01592	Praw.g_00398
OG0000993	Prau.g_01593	Praw.g_00399
OG0000994	Prau.g_01594	Praw.g_00400
OG0000995	Prau.g_01595	Praw.g_00401
OG0000996	Prau.g_01596	Praw.g_00402
OG0000997	Prau.g_01597	Praw.g_00403
OG0000998	Prau.g_01598	Praw.g_00404
OG0000999	Prau.g_01599	Praw.g_00405
OG0001000	Prau.g_01600	Praw.g_00406
OG0001001	Prau.g_01602	Praw.g_00408
OG0001002	Prau.g_01603	Praw.g_00409
OG0001003	Prau.g_01604	Praw.g_00410
OG0001004	Prau.g_01605	Praw.g_00411
OG0001005	Prau.g_01606	Praw.g_00412
OG0001006	Prau.g_01607	Praw.g_00413
OG0001007	Prau.g_01608	Praw.g_00414
OG0001008	Prau.g_01610	Praw.g_00416
OG0001009	Prau.g_01611	Praw.g_00417
OG0001010	Prau.g_01619	Praw.g_00423
OG0001011	Prau.g_01626	Praw.g_00430
OG0001012	Prau.g_01652	Praw.g_00458
OG0001013	Prau.g_01726	Praw.g_00509
OG0001014	Prau.g_01727	Praw.g_00510
OG0001015	Prau.g_01733	Praw.g_00516
OG0001016	Prau.g_01734	Praw.g_00517
OG0001017	Prau.g_01735	Praw.g_00518
OG0001018	Prau.g_01736	Praw.g_00519
OG0001019	Prau.g_01738	Praw.g_00521
OG0001020	Prau.g_01739	Praw.g_00522
OG0001021	Prau.g_01740	Praw.g_00523
OG0001022	Prau.g_01741	Praw.g_00524
OG0001023	Prau.g_01742	Praw.g_00525
OG0001024	Prau.g_01743	Praw.g_00526
OG0001025	Prau.g_01744	Praw.g_00527
OG0001026	Prau.g_01746	Praw.g_00529
OG0001027	Prau.g_01747	Praw.g_00530
OG0001028	Prau.g_01748	Praw.g_00531
OG0001029	Prau.g_01749	Praw.g_00532
OG0001030	Prau.g_01750	Praw.g_00533
OG0001031	Prau.g_01751	Praw.g_00534
OG0001032	Prau.g_01752	Praw.g_00535
OG0001033	Prau.g_01753	Praw.g_00536
OG0001034	Prau.g_01754	Praw.g_00537
OG0001035	Prau.g_01756	Praw.g_00539
OG0001036	Prau.g_01757	Praw.g_00540
OG0001037	Prau.g_01758	Praw.g_00541
OG0001038	Prau.g_01759	Praw.g_00542
OG0001039	Prau.g_01760	Praw.g_00543
OG0001040	Prau.g_01761	Praw.g_00544
OG0001041	Prau.g_01762	Praw.g_00545
OG0001042	Prau.g_01763	Praw.g_00546
OG0001043	Prau.g_01764	Praw.g_00547
OG0001044	Prau.g_01765	Praw.g_00548
OG0001045	Prau.g_01766	Praw.g_00549
OG0001046	Prau.g_01767	Praw.g_00550
OG0001047	Prau.g_01770	Praw.g_00553
OG0001048	Prau.g_01772	Praw.g_00555
OG0001049	Prau.g_01773	Praw.g_00556
OG0001050	Prau.g_01774	Praw.g_00557
OG0001051	Prau.g_01775	Praw.g_00558
OG0001052	Prau.g_01776	Praw.g_00559
OG0001053	Prau.g_01777	Praw.g_00561
OG0001054	Prau.g_01779	Praw.g_00563
OG0001055	Prau.g_01780	Praw.g_00564
OG0001056	Prau.g_01781	Praw.g_00565
OG0001057	Prau.g_01782	Praw.g_00566
OG0001058	Prau.g_01783	Praw.g_00567
OG0001059	Prau.g_01784	Praw.g_00568
OG0001060	Prau.g_01785	Praw.g_00569
OG0001061	Prau.g_01786	Praw.g_00570
OG0001062	Prau.g_01787	Praw.g_00571
OG0001063	Prau.g_01788	Praw.g_00572
OG0001064	Prau.g_01790	Praw.g_01921
OG0001065	Prau.g_01794	Praw.g_01917
OG0001066	Prau.g_01795	Praw.g_01916
OG0001067	Prau.g_01796	Praw.g_01915
OG0001068	Prau.g_01798	Praw.g_01913
OG0001069	Prau.g_01799	Praw.g_01912
OG0001070	Prau.g_01800	Praw.g_01911
OG0001071	Prau.g_01801	Praw.g_01910
OG0001072	Prau.g_01802	Praw.g_01909
OG0001073	Prau.g_01803	Praw.g_01908
OG0001074	Prau.g_01804	Praw.g_01907
OG0001075	Prau.g_01805	Praw.g_01906
OG0001076	Prau.g_01806	Praw.g_01905
OG0001077	Prau.g_01807	Praw.g_01904
OG0001078	Prau.g_01808	Praw.g_01903
OG0001079	Prau.g_01809	Praw.g_01902
OG0001080	Prau.g_01810	Praw.g_01901
OG0001081	Prau.g_01813	Praw.g_01898
OG0001082	Prau.g_01814	Praw.g_01897
OG0001083	Prau.g_01815	Praw.g_01896
OG0001084	Prau.g_01817	Praw.g_01895
OG0001085	Prau.g_01818	Praw.g_01894
OG0001086	Prau.g_01819	Praw.g_01893
OG0001087	Prau.g_01820	Praw.g_01892
OG0001088	Prau.g_01821	Praw.g_01891
OG0001089	Prau.g_01827	Praw.g_00138
OG0001090	Prau.g_01829	Praw.g_00136
OG0001091	Prau.g_01830	Praw.g_00135
OG0001092	Prau.g_01831	Praw.g_00134
OG0001093	Prau.g_01832	Praw.g_00133
OG0001094	Prau.g_01833	Praw.g_00132
OG0001095	Prau.g_01834	Praw.g_00131
OG0001096	Prau.g_01835	Praw.g_00130
OG0001097	Prau.g_01836	Praw.g_00129
OG0001098	Prau.g_01837	Praw.g_00128
OG0001099	Prau.g_01838	Praw.g_00127
OG0001100	Prau.g_01839	Praw.g_00126
OG0001101	Prau.g_01840	Praw.g_00125
OG0001102	Prau.g_01841	Praw.g_00124
OG0001103	Prau.g_01842	Praw.g_00123
OG0001104	Prau.g_01843	Praw.g_00122
OG0001105	Prau.g_01844	Praw.g_00121
OG0001106	Prau.g_01845	Praw.g_00120
OG0001107	Prau.g_01846	Praw.g_00119
OG0001108	Prau.g_01847	Praw.g_00118
OG0001109	Prau.g_01848	Praw.g_00117
OG0001110	Prau.g_01849	Praw.g_00116
OG0001111	Prau.g_01850	Praw.g_00115
OG0001112	Prau.g_01851	Praw.g_00114
OG0001113	Prau.g_01852	Praw.g_00113
OG0001114	Prau.g_01853	Praw.g_00112
OG0001115	Prau.g_01854	Praw.g_00111
OG0001116	Prau.g_01855	Praw.g_00110
OG0001117	Prau.g_01856	Praw.g_00109
OG0001118	Prau.g_01857	Praw.g_00108
OG0001119	Prau.g_01858	Praw.g_00107
OG0001120	Prau.g_01859	Praw.g_00106
OG0001121	Prau.g_01861	Praw.g_00104
OG0001122	Prau.g_01862	Praw.g_00103
OG0001123	Prau.g_01863	Praw.g_00102
OG0001124	Prau.g_01865	Praw.g_00100
OG0001125	Prau.g_01867	Praw.g_00098
OG0001126	Prau.g_01868	Praw.g_00097
OG0001127	Prau.g_01870	Praw.g_00095
OG0001128	Prau.g_01871	Praw.g_00094
OG0001129	Prau.g_01872	Praw.g_00093
OG0001130	Prau.g_01875	Praw.g_00090
OG0001131	Prau.g_01876	Praw.g_00089
OG0001132	Prau.g_01877	Praw.g_00088
OG0001133	Prau.g_01878	Praw.g_00087
OG0001134	Prau.g_01879	Praw.g_00086
OG0001135	Prau.g_01880	Praw.g_00085
OG0001136	Prau.g_01881	Praw.g_00084
OG0001137	Prau.g_01882	Praw.g_00083
OG0001138	Prau.g_01883	Praw.g_00082
OG0001139	Prau.g_01884	Praw.g_00081
OG0001140	Prau.g_01885	Praw.g_00080
OG0001141	Prau.g_01886	Praw.g_00079
OG0001142	Prau.g_01889	Praw.g_00076
OG0001143	Prau.g_01890	Praw.g_00075
OG0001144	Prau.g_01891	Praw.g_00074
OG0001145	Prau.g_01892	Praw.g_00073
OG0001146	Prau.g_01893	Praw.g_00072
OG0001147	Prau.g_01894	Praw.g_00071
OG0001148	Prau.g_01895	Praw.g_00070
