Orthogroup	Prac	Syah
OG0000583	Prac.g_00762	Syah.g_01978
OG0000584	Prac.g_00761	Syah.g_01977
OG0000585	Prac.g_00759	Syah.g_01975
OG0000586	Prac.g_00758	Syah.g_01974
OG0000587	Prac.g_00757	Syah.g_01972
OG0000588	Prac.g_00753	Syah.g_01966
OG0000589	Prac.g_00750	Syah.g_01962
OG0000590	Prac.g_00749	Syah.g_01961
OG0000591	Prac.g_00746	Syah.g_01954
OG0000592	Prac.g_00745	Syah.g_01953
OG0000593	Prac.g_00739	Syah.g_01939
OG0000594	Prac.g_00738	Syah.g_01938
OG0000595	Prac.g_00737	Syah.g_01937
OG0000596	Prac.g_00733	Syah.g_01932
OG0000597	Prac.g_00731	Syah.g_01929
OG0000598	Prac.g_00730	Syah.g_01928
OG0000599	Prac.g_00727	Syah.g_01925
OG0000600	Prac.g_00726	Syah.g_01924
OG0000601	Prac.g_00725	Syah.g_01923
OG0000602	Prac.g_00723	Syah.g_01917
OG0000603	Prac.g_00722	Syah.g_01916
OG0000604	Prac.g_00721	Syah.g_01913
OG0000605	Prac.g_00720	Syah.g_01825
OG0000606	Prac.g_00717	Syah.g_01485
OG0000607	Prac.g_00714	Syah.g_01489
OG0000608	Prac.g_00713	Syah.g_01490
OG0000609	Prac.g_00712	Syah.g_01492
OG0000610	Prac.g_00707	Syah.g_01499
OG0000611	Prac.g_00704	Syah.g_01502
OG0000612	Prac.g_00703	Syah.g_01503
OG0000613	Prac.g_00698	Syah.g_00147
OG0000614	Prac.g_00679	Syah.g_02004
OG0000615	Prac.g_00671	Syah.g_01814
OG0000616	Prac.g_00667	Syah.g_00389
OG0000617	Prac.g_01554	Syah.g_01722
OG0000618	Prac.g_01553	Syah.g_01721
OG0000619	Prac.g_01552	Syah.g_01720
OG0000620	Prac.g_01549	Syah.g_01713
OG0000621	Prac.g_01548	Syah.g_01712
OG0000622	Prac.g_01547	Syah.g_01711
OG0000623	Prac.g_01546	Syah.g_01710
OG0000624	Prac.g_01545	Syah.g_01708
OG0000625	Prac.g_01544	Syah.g_01707
OG0000626	Prac.g_01543	Syah.g_01706
OG0000627	Prac.g_01542	Syah.g_01569
OG0000628	Prac.g_01541	Syah.g_01570
OG0000629	Prac.g_01540	Syah.g_01573
OG0000630	Prac.g_01537	Syah.g_01577
OG0000631	Prac.g_01484	Syah.g_01582
OG0000632	Prac.g_01483	Syah.g_01583
OG0000633	Prac.g_01482	Syah.g_01584
OG0000634	Prac.g_01479	Syah.g_01783
OG0000635	Prac.g_01478	Syah.g_01782
OG0000636	Prac.g_01476	Syah.g_01780
OG0000637	Prac.g_01474	Syah.g_01778
OG0000638	Prac.g_01473	Syah.g_01777
OG0000639	Prac.g_01472	Syah.g_01776
OG0000640	Prac.g_01471	Syah.g_01775
OG0000641	Prac.g_01467	Syah.g_01771
OG0000642	Prac.g_01466	Syah.g_01770
OG0000643	Prac.g_01465	Syah.g_01768
OG0000644	Prac.g_01464	Syah.g_01767
OG0000645	Prac.g_01463	Syah.g_01765
OG0000646	Prac.g_01461	Syah.g_01762
OG0000647	Prac.g_01460	Syah.g_01760
OG0000648	Prac.g_01458	Syah.g_01757
OG0000649	Prac.g_01457	Syah.g_01756
OG0000650	Prac.g_01456	Syah.g_01755
OG0000651	Prac.g_01455	Syah.g_01754
OG0000652	Prac.g_01454	Syah.g_01753
OG0000653	Prac.g_01452	Syah.g_01751
OG0000654	Prac.g_01451	Syah.g_01750
OG0000655	Prac.g_01450	Syah.g_01749
OG0000656	Prac.g_01447	Syah.g_01746
OG0000657	Prac.g_01440	Syah.g_02083
OG0000658	Prac.g_01439	Syah.g_02086
OG0000659	Prac.g_01438	Syah.g_02087
OG0000660	Prac.g_01434	Syah.g_02091
OG0000661	Prac.g_01432	Syah.g_02093
OG0000662	Prac.g_01430	Syah.g_02095
OG0000663	Prac.g_01428	Syah.g_02098
OG0000664	Prac.g_01427	Syah.g_02099
OG0000665	Prac.g_01423	Syah.g_01895
OG0000666	Prac.g_01422	Syah.g_01826
OG0000667	Prac.g_01418	Syah.g_00714
OG0000668	Prac.g_01401	Syah.g_01680
OG0000669	Prac.g_01393	Syah.g_01520
OG0000670	Prac.g_01391	Syah.g_02352
OG0000671	Prac.g_01389	Syah.g_01524
OG0000672	Prac.g_01386	Syah.g_01527
OG0000673	Prac.g_01383	Syah.g_01530
OG0000674	Prac.g_01381	Syah.g_01532
OG0000675	Prac.g_01380	Syah.g_01533
OG0000676	Prac.g_01378	Syah.g_01535
OG0000677	Prac.g_01377	Syah.g_01536
OG0000678	Prac.g_01375	Syah.g_01821
OG0000679	Prac.g_01371	Syah.g_01812
OG0000680	Prac.g_01370	Syah.g_01811
OG0000681	Prac.g_01368	Syah.g_01808
OG0000682	Prac.g_01367	Syah.g_01807
OG0000683	Prac.g_01366	Syah.g_01806
OG0000684	Prac.g_01365	Syah.g_01802
OG0000685	Prac.g_01363	Syah.g_01800
OG0000686	Prac.g_01362	Syah.g_01799
OG0000687	Prac.g_01361	Syah.g_01798
OG0000688	Prac.g_01358	Syah.g_01793
OG0000689	Prac.g_01357	Syah.g_01791
OG0000690	Prac.g_01356	Syah.g_01790
OG0000691	Prac.g_01355	Syah.g_01789
OG0000692	Prac.g_01353	Syah.g_01788
OG0000693	Prac.g_01352	Syah.g_01787
OG0000694	Prac.g_01351	Syah.g_01786
OG0000695	Prac.g_01349	Syah.g_01586
OG0000696	Prac.g_01348	Syah.g_01587
OG0000697	Prac.g_01347	Syah.g_01589
OG0000698	Prac.g_01344	Syah.g_01592
OG0000699	Prac.g_01343	Syah.g_01594
OG0000700	Prac.g_01342	Syah.g_01595
OG0000701	Prac.g_01341	Syah.g_01596
OG0000702	Prac.g_01339	Syah.g_01604
OG0000703	Prac.g_01338	Syah.g_01605
OG0000704	Prac.g_01337	Syah.g_01608
OG0000705	Prac.g_01333	Syah.g_01614
OG0000706	Prac.g_01332	Syah.g_01615
OG0000707	Prac.g_01331	Syah.g_01616
OG0000708	Prac.g_01330	Syah.g_01619
OG0000709	Prac.g_01326	Syah.g_01627
OG0000710	Prac.g_01323	Syah.g_01631
OG0000711	Prac.g_01307	Syah.g_01661
OG0000712	Prac.g_01305	Syah.g_01662
OG0000713	Prac.g_01304	Syah.g_01663
OG0000714	Prac.g_01303	Syah.g_01665
OG0000715	Prac.g_01301	Syah.g_01667
OG0000716	Prac.g_01299	Syah.g_01671
OG0000717	Prac.g_01298	Syah.g_01672
OG0000718	Prac.g_01287	Syah.g_01676
OG0000719	Prac.g_01285	Syah.g_01678
OG0000720	Prac.g_01276	Syah.g_01691
OG0000721	Prac.g_01274	Syah.g_01693
OG0000722	Prac.g_01273	Syah.g_01694
OG0000723	Prac.g_01270	Syah.g_01704
OG0000724	Prac.g_01261	Syah.g_02036
OG0000725	Prac.g_01255	Syah.g_02027
OG0000726	Prac.g_01254	Syah.g_02026
OG0000727	Prac.g_01253	Syah.g_02025
OG0000728	Prac.g_01251	Syah.g_02023
OG0000729	Prac.g_01205	Syah.g_00263
OG0000730	Prac.g_01046	Syah.g_00855
OG0000731	Prac.g_01042	Syah.g_00867
OG0000732	Prac.g_01036	Syah.g_00319
OG0000733	Prac.g_01017	Syah.g_00473
OG0000734	Prac.g_01000	Syah.g_02545
OG0000735	Prac.g_00998	Syah.g_02178
OG0000736	Prac.g_00997	Syah.g_02177
OG0000737	Prac.g_00996	Syah.g_02176
OG0000738	Prac.g_00992	Syah.g_02170
OG0000739	Prac.g_00991	Syah.g_02165
OG0000740	Prac.g_00990	Syah.g_02164
OG0000741	Prac.g_00989	Syah.g_02161
OG0000742	Prac.g_00986	Syah.g_02159
OG0000743	Prac.g_00984	Syah.g_02157
OG0000744	Prac.g_00983	Syah.g_02156
OG0000745	Prac.g_00982	Syah.g_02154
OG0000746	Prac.g_00980	Syah.g_02151
OG0000747	Prac.g_00979	Syah.g_02150
OG0000748	Prac.g_00976	Syah.g_02140
OG0000749	Prac.g_00975	Syah.g_02138
OG0000750	Prac.g_00974	Syah.g_02137
OG0000751	Prac.g_00972	Syah.g_02130
OG0000752	Prac.g_00970	Syah.g_02128
OG0000753	Prac.g_00967	Syah.g_02125
OG0000754	Prac.g_00964	Syah.g_01431
OG0000755	Prac.g_00961	Syah.g_01423
OG0000756	Prac.g_00960	Syah.g_01422
OG0000757	Prac.g_00954	Syah.g_01415
OG0000758	Prac.g_00953	Syah.g_01414
OG0000759	Prac.g_00952	Syah.g_01413
OG0000760	Prac.g_00951	Syah.g_01412
OG0000761	Prac.g_00950	Syah.g_01411
OG0000762	Prac.g_00949	Syah.g_01409
OG0000763	Prac.g_00947	Syah.g_01407
OG0000764	Prac.g_00946	Syah.g_01406
OG0000765	Prac.g_00937	Syah.g_01392
OG0000766	Prac.g_00936	Syah.g_01391
OG0000767	Prac.g_00934	Syah.g_01389
OG0000768	Prac.g_00933	Syah.g_01388
OG0000769	Prac.g_00931	Syah.g_01386
OG0000770	Prac.g_00929	Syah.g_01383
OG0000771	Prac.g_00448	Syah.g_02042
OG0000772	Prac.g_00154	Syah.g_01351
OG0000773	Prac.g_00166	Syah.g_02187
OG0000774	Prac.g_00168	Syah.g_02191
OG0000775	Prac.g_00170	Syah.g_02193
OG0000776	Prac.g_00171	Syah.g_02194
OG0000777	Prac.g_00172	Syah.g_02195
OG0000778	Prac.g_00173	Syah.g_02196
OG0000779	Prac.g_00177	Syah.g_02201
OG0000780	Prac.g_00178	Syah.g_02205
OG0000781	Prac.g_00181	Syah.g_02209
OG0000782	Prac.g_00182	Syah.g_02210
OG0000783	Prac.g_00183	Syah.g_02211
OG0000784	Prac.g_00184	Syah.g_02212
OG0000785	Prac.g_00186	Syah.g_02214
OG0000786	Prac.g_00188	Syah.g_01171
OG0000787	Prac.g_00189	Syah.g_01170
OG0000788	Prac.g_00204	Syah.g_01922
OG0000789	Prac.g_00207	Syah.g_01556
OG0000790	Prac.g_00222	Syah.g_00981
OG0000791	Prac.g_00224	Syah.g_00980
OG0000792	Prac.g_00225	Syah.g_00979
OG0000793	Prac.g_00228	Syah.g_00974
OG0000794	Prac.g_00229	Syah.g_00973
OG0000795	Prac.g_00230	Syah.g_00972
OG0000796	Prac.g_00234	Syah.g_00968
OG0000797	Prac.g_00235	Syah.g_00967
OG0000798	Prac.g_00262	Syah.g_00627
OG0000799	Prac.g_00429	Syah.g_01326
OG0000800	Prac.g_00428	Syah.g_01325
OG0000801	Prac.g_00427	Syah.g_01324
OG0000802	Prac.g_00425	Syah.g_01320
OG0000803	Prac.g_00423	Syah.g_01315
OG0000804	Prac.g_00422	Syah.g_01312
OG0000805	Prac.g_00420	Syah.g_01303
OG0000806	Prac.g_00418	Syah.g_01301
OG0000807	Prac.g_00417	Syah.g_01299
OG0000808	Prac.g_00416	Syah.g_01298
OG0000809	Prac.g_00413	Syah.g_01295
OG0000810	Prac.g_00412	Syah.g_01294
OG0000811	Prac.g_00408	Syah.g_01286
OG0000812	Prac.g_00406	Syah.g_01284
OG0000813	Prac.g_00405	Syah.g_01283
OG0000814	Prac.g_00403	Syah.g_01281
OG0000815	Prac.g_00402	Syah.g_01280
OG0000816	Prac.g_00400	Syah.g_01279
OG0000817	Prac.g_00399	Syah.g_01278
OG0000818	Prac.g_00394	Syah.g_01272
OG0000819	Prac.g_00393	Syah.g_01271
OG0000820	Prac.g_00392	Syah.g_01270
OG0000821	Prac.g_00388	Syah.g_01265
OG0000822	Prac.g_00387	Syah.g_01263
OG0000823	Prac.g_00386	Syah.g_01262
OG0000824	Prac.g_00383	Syah.g_01258
OG0000825	Prac.g_00382	Syah.g_01257
OG0000826	Prac.g_00381	Syah.g_01256
OG0000827	Prac.g_00380	Syah.g_01254
OG0000828	Prac.g_00377	Syah.g_01251
OG0000829	Prac.g_00376	Syah.g_01250
OG0000830	Prac.g_00375	Syah.g_01249
OG0000831	Prac.g_00373	Syah.g_01247
OG0000832	Prac.g_00367	Syah.g_02311
OG0000833	Prac.g_00359	Syah.g_02322
OG0000834	Prac.g_00358	Syah.g_02324
OG0000835	Prac.g_00357	Syah.g_02325
OG0000836	Prac.g_00356	Syah.g_02329
OG0000837	Prac.g_00355	Syah.g_02330
OG0000838	Prac.g_00353	Syah.g_02334
OG0000839	Prac.g_00352	Syah.g_02335
OG0000840	Prac.g_00351	Syah.g_02336
OG0000841	Prac.g_00350	Syah.g_02337
OG0000842	Prac.g_00349	Syah.g_02338
OG0000843	Prac.g_00348	Syah.g_02339
OG0000844	Prac.g_00347	Syah.g_02341
OG0000845	Prac.g_00346	Syah.g_02342
OG0000846	Prac.g_00345	Syah.g_02343
OG0000847	Prac.g_00344	Syah.g_02344
OG0000848	Prac.g_00343	Syah.g_02346
OG0000849	Prac.g_00342	Syah.g_02347
OG0000850	Prac.g_00340	Syah.g_02349
OG0000851	Prac.g_00339	Syah.g_02359
OG0000852	Prac.g_00338	Syah.g_02360
OG0000853	Prac.g_00334	Syah.g_02364
OG0000854	Prac.g_00332	Syah.g_02366
OG0000855	Prac.g_00331	Syah.g_02367
OG0000856	Prac.g_00317	Syah.g_01951
OG0000857	Prac.g_00288	Syah.g_01761
OG0000858	Prac.g_00631	Syah.g_02373
OG0000859	Prac.g_00630	Syah.g_02374
OG0000860	Prac.g_00623	Syah.g_02386
OG0000861	Prac.g_00622	Syah.g_02387
OG0000862	Prac.g_00621	Syah.g_02389
OG0000863	Prac.g_00619	Syah.g_02391
OG0000864	Prac.g_00618	Syah.g_02392
OG0000865	Prac.g_00617	Syah.g_02396
OG0000866	Prac.g_00616	Syah.g_02397
OG0000867	Prac.g_00615	Syah.g_02398
OG0000868	Prac.g_00614	Syah.g_02401
OG0000869	Prac.g_00610	Syah.g_02406
OG0000870	Prac.g_00605	Syah.g_02411
OG0000871	Prac.g_00604	Syah.g_02412
OG0000872	Prac.g_00603	Syah.g_02421
OG0000873	Prac.g_00600	Syah.g_02424
OG0000874	Prac.g_00597	Syah.g_02420
OG0000875	Prac.g_00596	Syah.g_02426
OG0000876	Prac.g_00595	Syah.g_02250
OG0000877	Prac.g_00593	Syah.g_02254
OG0000878	Prac.g_00592	Syah.g_02255
OG0000879	Prac.g_00591	Syah.g_02256
OG0000880	Prac.g_00590	Syah.g_02257
OG0000881	Prac.g_00586	Syah.g_02262
OG0000882	Prac.g_00581	Syah.g_02267
OG0000883	Prac.g_00580	Syah.g_02270
OG0000884	Prac.g_00578	Syah.g_02272
OG0000885	Prac.g_00577	Syah.g_02273
OG0000886	Prac.g_00576	Syah.g_02274
OG0000887	Prac.g_00575	Syah.g_02275
OG0000888	Prac.g_00573	Syah.g_02277
OG0000889	Prac.g_00571	Syah.g_02279
OG0000890	Prac.g_00570	Syah.g_02284
OG0000891	Prac.g_00569	Syah.g_02285
OG0000892	Prac.g_00471	Syah.g_02288
OG0000893	Prac.g_00476	Syah.g_00684
OG0000894	Prac.g_00478	Syah.g_00690
OG0000895	Prac.g_00481	Syah.g_00694
OG0000896	Prac.g_00482	Syah.g_00695
OG0000897	Prac.g_00484	Syah.g_00697
OG0000898	Prac.g_00485	Syah.g_00698
OG0000899	Prac.g_00486	Syah.g_00699
OG0000900	Prac.g_00487	Syah.g_00700
OG0000901	Prac.g_00490	Syah.g_00705
OG0000902	Prac.g_00492	Syah.g_00707
OG0000903	Prac.g_00495	Syah.g_00739
OG0000904	Prac.g_00497	Syah.g_00734
OG0000905	Prac.g_00502	Syah.g_00731
OG0000906	Prac.g_00503	Syah.g_00729
OG0000907	Prac.g_00506	Syah.g_00741
OG0000908	Prac.g_00509	Syah.g_00744
OG0000909	Prac.g_00510	Syah.g_00745
OG0000910	Prac.g_00511	Syah.g_00746
OG0000911	Prac.g_00513	Syah.g_00748
OG0000912	Prac.g_00514	Syah.g_00749
OG0000913	Prac.g_00515	Syah.g_00750
OG0000914	Prac.g_00516	Syah.g_00751
OG0000915	Prac.g_00517	Syah.g_00752
OG0000916	Prac.g_00518	Syah.g_00753
OG0000917	Prac.g_00519	Syah.g_00754
OG0000918	Prac.g_00520	Syah.g_00755
OG0000919	Prac.g_00521	Syah.g_00756
OG0000920	Prac.g_00522	Syah.g_00757
OG0000921	Prac.g_00523	Syah.g_00758
OG0000922	Prac.g_00524	Syah.g_00759
OG0000923	Prac.g_00528	Syah.g_00763
OG0000924	Prac.g_00529	Syah.g_00764
OG0000925	Prac.g_00530	Syah.g_00765
OG0000926	Prac.g_00531	Syah.g_00766
OG0000927	Prac.g_00533	Syah.g_00768
OG0000928	Prac.g_00534	Syah.g_00769
OG0000929	Prac.g_00535	Syah.g_00770
OG0000930	Prac.g_00536	Syah.g_00771
OG0000931	Prac.g_00537	Syah.g_00772
OG0000932	Prac.g_00538	Syah.g_00773
OG0000933	Prac.g_00542	Syah.g_00778
OG0000934	Prac.g_00544	Syah.g_00780
OG0000935	Prac.g_00545	Syah.g_00781
OG0000936	Prac.g_00546	Syah.g_00782
OG0000937	Prac.g_00547	Syah.g_00783
OG0000938	Prac.g_00549	Syah.g_00787
OG0000939	Prac.g_00550	Syah.g_00788
OG0000940	Prac.g_00556	Syah.g_00795
OG0000941	Prac.g_00558	Syah.g_00797
OG0000942	Prac.g_00560	Syah.g_00799
OG0000943	Prac.g_00561	Syah.g_00800
OG0000944	Prac.g_00562	Syah.g_00802
OG0000945	Prac.g_00563	Syah.g_00804
OG0000946	Prac.g_00005	Syah.g_00809
OG0000947	Prac.g_00007	Syah.g_00812
OG0000948	Prac.g_00008	Syah.g_00813
OG0000949	Prac.g_00011	Syah.g_00173
OG0000950	Prac.g_00016	Syah.g_00184
OG0000951	Prac.g_00020	Syah.g_00190
OG0000952	Prac.g_00024	Syah.g_00202
OG0000953	Prac.g_00027	Syah.g_00207
OG0000954	Prac.g_00031	Syah.g_00233
OG0000955	Prac.g_00032	Syah.g_00234
OG0000956	Prac.g_00034	Syah.g_00236
OG0000957	Prac.g_00039	Syah.g_00248
OG0000958	Prac.g_00040	Syah.g_00249
OG0000959	Prac.g_00044	Syah.g_00253
OG0000960	Prac.g_00045	Syah.g_00254
OG0000961	Prac.g_00047	Syah.g_00259
OG0000962	Prac.g_00049	Syah.g_00262
OG0000963	Prac.g_00052	Syah.g_00267
OG0000964	Prac.g_00053	Syah.g_00268
OG0000965	Prac.g_00054	Syah.g_00269
OG0000966	Prac.g_00061	Syah.g_00288
OG0000967	Prac.g_00065	Syah.g_00300
OG0000968	Prac.g_00067	Syah.g_00295
OG0000969	Prac.g_00068	Syah.g_00297
OG0000970	Prac.g_00069	Syah.g_00298
OG0000971	Prac.g_00070	Syah.g_00303
OG0000972	Prac.g_00071	Syah.g_00304
OG0000973	Prac.g_00072	Syah.g_00305
OG0000974	Prac.g_00073	Syah.g_00306
OG0000975	Prac.g_00074	Syah.g_00307
OG0000976	Prac.g_00075	Syah.g_00308
OG0000977	Prac.g_00076	Syah.g_00310
OG0000978	Prac.g_00077	Syah.g_00312
OG0000979	Prac.g_00080	Syah.g_00315
OG0000980	Prac.g_00082	Syah.g_00318
OG0000981	Prac.g_00084	Syah.g_00321
OG0000982	Prac.g_00086	Syah.g_00511
OG0000983	Prac.g_00087	Syah.g_00510
OG0000984	Prac.g_00088	Syah.g_00509
OG0000985	Prac.g_00091	Syah.g_00505
OG0000986	Prac.g_00093	Syah.g_00496
OG0000987	Prac.g_00094	Syah.g_00494
OG0000988	Prac.g_00097	Syah.g_00489
OG0000989	Prac.g_00100	Syah.g_00481
OG0000990	Prac.g_00103	Syah.g_00466
OG0000991	Prac.g_00104	Syah.g_00462
OG0000992	Prac.g_00106	Syah.g_00460
OG0000993	Prac.g_00107	Syah.g_00459
OG0000994	Prac.g_00108	Syah.g_00457
OG0000995	Prac.g_00112	Syah.g_00452
OG0000996	Prac.g_00113	Syah.g_00412
OG0000997	Prac.g_00114	Syah.g_00403
OG0000998	Prac.g_00116	Syah.g_00401
OG0000999	Prac.g_00117	Syah.g_00400
OG0001000	Prac.g_00120	Syah.g_00397
OG0001001	Prac.g_00122	Syah.g_00392
OG0001002	Prac.g_00126	Syah.g_00386
OG0001003	Prac.g_00127	Syah.g_00384
OG0001004	Prac.g_00128	Syah.g_00383
OG0001005	Prac.g_00129	Syah.g_00382
OG0001006	Prac.g_01949	Syah.g_00375
OG0001007	Prac.g_01947	Syah.g_00373
OG0001008	Prac.g_01110	Syah.g_02235
OG0001009	Prac.g_01920	Syah.g_00344
OG0001010	Prac.g_01919	Syah.g_00343
OG0001011	Prac.g_01918	Syah.g_00342
OG0001012	Prac.g_01889	Syah.g_00514
OG0001013	Prac.g_01883	Syah.g_00527
OG0001014	Prac.g_01880	Syah.g_00531
OG0001015	Prac.g_01879	Syah.g_00532
OG0001016	Prac.g_01858	Syah.g_02487
OG0001017	Prac.g_01854	Syah.g_02493
OG0001018	Prac.g_01851	Syah.g_02495
OG0001019	Prac.g_01842	Syah.g_02512
OG0001020	Prac.g_01841	Syah.g_02517
OG0001021	Prac.g_01840	Syah.g_02521
OG0001022	Prac.g_01837	Syah.g_02524
OG0001023	Prac.g_01836	Syah.g_02525
OG0001024	Prac.g_01833	Syah.g_02529
OG0001025	Prac.g_01827	Syah.g_02534
OG0001026	Prac.g_01820	Syah.g_02547
OG0001027	Prac.g_01819	Syah.g_00001
OG0001028	Prac.g_01817	Syah.g_00003
OG0001029	Prac.g_01816	Syah.g_00005
OG0001030	Prac.g_01801	Syah.g_00025
OG0001031	Prac.g_01744	Syah.g_00611
OG0001032	Prac.g_01743	Syah.g_00609
OG0001033	Prac.g_01722	Syah.g_00577
OG0001034	Prac.g_01694	Syah.g_00908
OG0001035	Prac.g_01677	Syah.g_00660
OG0001036	Prac.g_01672	Syah.g_00655
OG0001037	Prac.g_01671	Syah.g_00653
OG0001038	Prac.g_01653	Syah.g_00626
OG0001039	Prac.g_01650	Syah.g_00623
OG0001040	Prac.g_01648	Syah.g_00090
OG0001042	Prac.g_01627	Syah.g_00122
OG0001043	Prac.g_01626	Syah.g_00126
OG0001044	Prac.g_01201	Syah.g_00857
OG0001045	Prac.g_01192	Syah.g_00870
OG0001046	Prac.g_01154	Syah.g_01647
OG0001047	Prac.g_01108	Syah.g_02233
OG0001048	Prac.g_01107	Syah.g_02232
OG0001049	Prac.g_01105	Syah.g_02225
OG0001050	Prac.g_01104	Syah.g_02224
OG0001051	Prac.g_01103	Syah.g_02223
OG0001052	Prac.g_01073	Syah.g_01217
OG0001053	Prac.g_01061	Syah.g_01000
OG0001054	Prac.g_00873	Syah.g_01017
OG0001055	Prac.g_00855	Syah.g_01037
OG0001056	Prac.g_00836	Syah.g_01069
OG0001057	Prac.g_00831	Syah.g_01075
OG0001058	Prac.g_00823	Syah.g_01091
OG0001059	Prac.g_00819	Syah.g_01095
OG0001060	Prac.g_00812	Syah.g_01102
OG0001061	Prac.g_00799	Syah.g_01123
OG0001062	Prac.g_00797	Syah.g_01125
OG0001063	Prac.g_00795	Syah.g_01129
OG0001064	Prac.g_00794	Syah.g_01130
OG0001065	Prac.g_00793	Syah.g_01131
OG0001066	Prac.g_00792	Syah.g_01132
OG0001067	Prac.g_00791	Syah.g_01133
OG0001068	Prac.g_00790	Syah.g_01134
OG0001069	Prac.g_00789	Syah.g_01135
OG0001070	Prac.g_00786	Syah.g_01138
OG0001071	Prac.g_00785	Syah.g_01139
OG0001072	Prac.g_00783	Syah.g_01144
OG0001074	Prac.g_00756	Syah.g_01970
OG0001075	Prac.g_00755	Syah.g_01969
OG0001076	Prac.g_00747	Syah.g_01959
OG0001077	Prac.g_00743	Syah.g_01948
OG0001078	Prac.g_00735	Syah.g_01934
OG0001079	Prac.g_00724	Syah.g_01921
OG0001080	Prac.g_00718	Syah.g_01538
OG0001081	Prac.g_00716	Syah.g_01487
OG0001082	Prac.g_00715	Syah.g_01488
OG0001083	Prac.g_00710	Syah.g_01495
OG0001084	Prac.g_00709	Syah.g_01496
OG0001085	Prac.g_00701	Syah.g_01506
OG0001086	Prac.g_00700	Syah.g_01508
OG0001087	Prac.g_00683	Syah.g_01992
OG0001088	Prac.g_00682	Syah.g_01995
OG0001089	Prac.g_00674	Syah.g_02019
OG0001090	Prac.g_01559	Syah.g_01728
OG0001091	Prac.g_01557	Syah.g_01726
OG0001092	Prac.g_01556	Syah.g_01724
OG0001093	Prac.g_01551	Syah.g_01718
OG0001094	Prac.g_01481	Syah.g_01785
OG0001095	Prac.g_01462	Syah.g_01764
OG0001096	Prac.g_01449	Syah.g_01748
OG0001097	Prac.g_01431	Syah.g_02094
OG0001098	Prac.g_01416	Syah.g_01542
OG0001099	Prac.g_01396	Syah.g_00004
OG0001100	Prac.g_01392	Syah.g_01522
OG0001101	Prac.g_01390	Syah.g_01523
OG0001102	Prac.g_01387	Syah.g_01526
OG0001103	Prac.g_01385	Syah.g_01528
OG0001104	Prac.g_01364	Syah.g_01801
OG0001105	Prac.g_01360	Syah.g_01797
OG0001106	Prac.g_01336	Syah.g_01609
OG0001107	Prac.g_01329	Syah.g_01620
OG0001108	Prac.g_01325	Syah.g_01628
OG0001109	Prac.g_01324	Syah.g_01630
OG0001110	Prac.g_01322	Syah.g_01632
OG0001111	Prac.g_01321	Syah.g_01634
OG0001112	Prac.g_01320	Syah.g_01636
OG0001113	Prac.g_01319	Syah.g_01637
OG0001114	Prac.g_01318	Syah.g_01638
OG0001115	Prac.g_01316	Syah.g_01642
OG0001116	Prac.g_01315	Syah.g_01644
OG0001117	Prac.g_01314	Syah.g_01645
OG0001118	Prac.g_01313	Syah.g_01646
OG0001119	Prac.g_01312	Syah.g_01648
OG0001120	Prac.g_01310	Syah.g_01652
OG0001121	Prac.g_01020	Syah.g_00927, Syah.g_02183
OG0001122	Prac.g_01284	Syah.g_01679
OG0001123	Prac.g_01280	Syah.g_01686
OG0001124	Prac.g_01278	Syah.g_01688
OG0001125	Prac.g_01277	Syah.g_01690
OG0001126	Prac.g_01267	Syah.g_02058
OG0001127	Prac.g_01266	Syah.g_02057
OG0001128	Prac.g_01264	Syah.g_02040
OG0001129	Prac.g_01263	Syah.g_02038
OG0001130	Prac.g_01262	Syah.g_02037
OG0001131	Prac.g_01225	Syah.g_01819
OG0001132	Prac.g_01216	Syah.g_01850
OG0001133	Prac.g_01031	Syah.g_01957
OG0001134	Prac.g_01018	Syah.g_01437
OG0001135	Prac.g_01015	Syah.g_01439
OG0001136	Prac.g_00988	Syah.g_02160
OG0001137	Prac.g_00977	Syah.g_02141
OG0001138	Prac.g_00959	Syah.g_01421
OG0001139	Prac.g_00958	Syah.g_01419
OG0001140	Prac.g_00957	Syah.g_01418
OG0001141	Prac.g_00956	Syah.g_01417
OG0001142	Prac.g_00955	Syah.g_01416
OG0001143	Prac.g_00948	Syah.g_01408
OG0001144	Prac.g_00943	Syah.g_01399
OG0001145	Prac.g_00167	Syah.g_02188
OG0001146	Prac.g_00179	Syah.g_02206
OG0001147	Prac.g_00203	Syah.g_01234
OG0001148	Prac.g_00219	Syah.g_00984
OG0001149	Prac.g_00220	Syah.g_00983
OG0001150	Prac.g_00221	Syah.g_00982
OG0001151	Prac.g_00232	Syah.g_00970
OG0001152	Prac.g_00233	Syah.g_00969
OG0001153	Prac.g_00379	Syah.g_01253
OG0001154	Prac.g_00378	Syah.g_01252
OG0001155	Prac.g_00366	Syah.g_02313
OG0001156	Prac.g_00363	Syah.g_02316
OG0001157	Prac.g_00362	Syah.g_02317
OG0001158	Prac.g_00361	Syah.g_02318
OG0001159	Prac.g_00360	Syah.g_02319
OG0001161	Prac.g_00324	Syah.g_00475
OG0001162	Prac.g_00313	Syah.g_01745
OG0001163	Prac.g_00633	Syah.g_02370
OG0001164	Prac.g_00629	Syah.g_02376
OG0001165	Prac.g_00626	Syah.g_02381
OG0001166	Prac.g_00606	Syah.g_02410
OG0001167	Prac.g_00589	Syah.g_02259
