Orthogroup	Prac	Syat
OG0000590	Prac.g_00749	Syat.g_03317
OG0000591	Prac.g_00746	Syat.g_03308
OG0000592	Prac.g_00745	Syat.g_03307
OG0000593	Prac.g_00739	Syat.g_00113
OG0000594	Prac.g_00738	Syat.g_00114
OG0000595	Prac.g_00737	Syat.g_00115
OG0000596	Prac.g_00733	Syat.g_00129
OG0000597	Prac.g_00731	Syat.g_00132
OG0000598	Prac.g_00730	Syat.g_00133
OG0000599	Prac.g_00727	Syat.g_00381
OG0000600	Prac.g_00726	Syat.g_00380
OG0000601	Prac.g_00725	Syat.g_00379
OG0000602	Prac.g_00723	Syat.g_00375
OG0000603	Prac.g_00722	Syat.g_00374
OG0000604	Prac.g_00721	Syat.g_00372
OG0000605	Prac.g_00720	Syat.g_00370
OG0000606	Prac.g_00717	Syat.g_00367
OG0000607	Prac.g_00714	Syat.g_00364
OG0000608	Prac.g_00713	Syat.g_00363
OG0000609	Prac.g_00712	Syat.g_00344
OG0000610	Prac.g_00707	Syat.g_00399
OG0000611	Prac.g_00704	Syat.g_00402
OG0000612	Prac.g_00703	Syat.g_00403
OG0000613	Prac.g_00698	Syat.g_02129
OG0000614	Prac.g_00679	Syat.g_01084
OG0000615	Prac.g_00671	Syat.g_00442
OG0000616	Prac.g_00667	Syat.g_02397
OG0000617	Prac.g_01554	Syat.g_00665
OG0000618	Prac.g_01553	Syat.g_00666
OG0000619	Prac.g_01552	Syat.g_00667
OG0000620	Prac.g_01549	Syat.g_02591
OG0000621	Prac.g_01548	Syat.g_02590
OG0000622	Prac.g_01547	Syat.g_02572
OG0000623	Prac.g_01546	Syat.g_00672
OG0000624	Prac.g_01545	Syat.g_00673
OG0000625	Prac.g_01544	Syat.g_00674
OG0000626	Prac.g_01543	Syat.g_00675
OG0000627	Prac.g_01542	Syat.g_00641
OG0000628	Prac.g_01541	Syat.g_00640
OG0000629	Prac.g_01540	Syat.g_00637
OG0000630	Prac.g_01537	Syat.g_00631
OG0000631	Prac.g_01484	Syat.g_00624
OG0000632	Prac.g_01483	Syat.g_00623
OG0000633	Prac.g_01482	Syat.g_00622
OG0000634	Prac.g_01479	Syat.g_00475
OG0000635	Prac.g_01478	Syat.g_00476
OG0000636	Prac.g_01476	Syat.g_00478
OG0000637	Prac.g_01474	Syat.g_00480
OG0000638	Prac.g_01473	Syat.g_00481
OG0000639	Prac.g_01472	Syat.g_00482
OG0000640	Prac.g_01471	Syat.g_00483
OG0000641	Prac.g_01467	Syat.g_00488
OG0000642	Prac.g_01466	Syat.g_00489
OG0000643	Prac.g_01465	Syat.g_00494
OG0000644	Prac.g_01464	Syat.g_00495
OG0000645	Prac.g_01463	Syat.g_00496
OG0000646	Prac.g_01461	Syat.g_00499
OG0000647	Prac.g_01460	Syat.g_00501
OG0000648	Prac.g_01458	Syat.g_00504
OG0000649	Prac.g_01457	Syat.g_00505
OG0000650	Prac.g_01456	Syat.g_00506
OG0000651	Prac.g_01455	Syat.g_00507
OG0000652	Prac.g_01454	Syat.g_00508
OG0000653	Prac.g_01452	Syat.g_00510
OG0000654	Prac.g_01451	Syat.g_00514
OG0000655	Prac.g_01450	Syat.g_00515
OG0000656	Prac.g_01447	Syat.g_00518
OG0000657	Prac.g_01440	Syat.g_00720
OG0000658	Prac.g_01439	Syat.g_00723
OG0000659	Prac.g_01438	Syat.g_00724
OG0000660	Prac.g_01434	Syat.g_00740
OG0000661	Prac.g_01432	Syat.g_00742
OG0000662	Prac.g_01430	Syat.g_00746
OG0000663	Prac.g_01428	Syat.g_00749
OG0000664	Prac.g_01427	Syat.g_00752
OG0000665	Prac.g_01423	Syat.g_03302
OG0000666	Prac.g_01422	Syat.g_01415
OG0000667	Prac.g_01418	Syat.g_00958, Syat.g_03278
OG0000668	Prac.g_01401	Syat.g_00710
OG0000669	Prac.g_01393	Syat.g_00416
OG0000670	Prac.g_01391	Syat.g_00419
OG0000671	Prac.g_01389	Syat.g_00421
OG0000672	Prac.g_01386	Syat.g_00424
OG0000673	Prac.g_01383	Syat.g_00430
OG0000674	Prac.g_01381	Syat.g_00432
OG0000675	Prac.g_01380	Syat.g_00433
OG0000676	Prac.g_01378	Syat.g_00436
OG0000677	Prac.g_01377	Syat.g_00437
OG0000678	Prac.g_01375	Syat.g_00439
OG0000679	Prac.g_01371	Syat.g_00448
OG0000680	Prac.g_01370	Syat.g_00449
OG0000681	Prac.g_01368	Syat.g_00452
OG0000682	Prac.g_01367	Syat.g_00453
OG0000683	Prac.g_01366	Syat.g_00454
OG0000684	Prac.g_01365	Syat.g_00457
OG0000685	Prac.g_01363	Syat.g_02571
OG0000686	Prac.g_01362	Syat.g_00459
OG0000687	Prac.g_01361	Syat.g_00460
OG0000688	Prac.g_01358	Syat.g_00463
OG0000689	Prac.g_01357	Syat.g_00465
OG0000690	Prac.g_01356	Syat.g_00466
OG0000691	Prac.g_01355	Syat.g_00467
OG0000692	Prac.g_01353	Syat.g_00469
OG0000693	Prac.g_01352	Syat.g_00471
OG0000694	Prac.g_01351	Syat.g_00472
OG0000695	Prac.g_01349	Syat.g_00619
OG0000696	Prac.g_01348	Syat.g_00618
OG0000697	Prac.g_01347	Syat.g_00616
OG0000698	Prac.g_01344	Syat.g_00613
OG0000699	Prac.g_01343	Syat.g_00611
OG0000700	Prac.g_01342	Syat.g_00610
OG0000701	Prac.g_01341	Syat.g_00609
OG0000702	Prac.g_01339	Syat.g_00606
OG0000703	Prac.g_01338	Syat.g_00601
OG0000704	Prac.g_01337	Syat.g_00599
OG0000705	Prac.g_01333	Syat.g_00592
OG0000706	Prac.g_01332	Syat.g_00591
OG0000707	Prac.g_01331	Syat.g_00590
OG0000708	Prac.g_01330	Syat.g_00587
OG0000709	Prac.g_01326	Syat.g_00573
OG0000710	Prac.g_01323	Syat.g_00567
OG0000711	Prac.g_01307	Syat.g_00539
OG0000712	Prac.g_01305	Syat.g_00537
OG0000713	Prac.g_01304	Syat.g_00536
OG0000714	Prac.g_01303	Syat.g_00532
OG0000715	Prac.g_01301	Syat.g_00530
OG0000716	Prac.g_01299	Syat.g_00527
OG0000717	Prac.g_01298	Syat.g_00526
OG0000718	Prac.g_01287	Syat.g_00522
OG0000719	Prac.g_01285	Syat.g_00712
OG0000720	Prac.g_01276	Syat.g_00699
OG0000721	Prac.g_01274	Syat.g_00697
OG0000722	Prac.g_01273	Syat.g_00696
OG0000723	Prac.g_01270	Syat.g_00686
OG0000724	Prac.g_01261	Syat.g_00782
OG0000725	Prac.g_01255	Syat.g_00810
OG0000726	Prac.g_01254	Syat.g_00811
OG0000727	Prac.g_01253	Syat.g_00812
OG0000728	Prac.g_01251	Syat.g_00814
OG0000729	Prac.g_01205	Syat.g_02224
OG0000730	Prac.g_01046	Syat.g_01617
OG0000731	Prac.g_01042	Syat.g_01605
OG0000732	Prac.g_01036	Syat.g_02290
OG0000733	Prac.g_01017	Syat.g_03285
OG0000734	Prac.g_01000	Syat.g_01579
OG0000735	Prac.g_00998	Syat.g_03235
OG0000736	Prac.g_00997	Syat.g_03236
OG0000737	Prac.g_00996	Syat.g_03237
OG0000738	Prac.g_00992	Syat.g_03251
OG0000739	Prac.g_00991	Syat.g_03252
OG0000740	Prac.g_00990	Syat.g_03253
OG0000741	Prac.g_00989	Syat.g_03256
OG0000742	Prac.g_00986	Syat.g_03259
OG0000743	Prac.g_00984	Syat.g_03262
OG0000744	Prac.g_00983	Syat.g_03263
OG0000745	Prac.g_00982	Syat.g_03266
OG0000746	Prac.g_00980	Syat.g_00314
OG0000747	Prac.g_00979	Syat.g_00313
OG0000748	Prac.g_00976	Syat.g_00305
OG0000749	Prac.g_00975	Syat.g_00303
OG0000750	Prac.g_00974	Syat.g_00302
OG0000751	Prac.g_00972	Syat.g_00296
OG0000752	Prac.g_00970	Syat.g_00294
OG0000753	Prac.g_00967	Syat.g_00291
OG0000754	Prac.g_00964	Syat.g_00250
OG0000755	Prac.g_00961	Syat.g_00217
OG0000756	Prac.g_00960	Syat.g_00216
OG0000757	Prac.g_00954	Syat.g_00205
OG0000758	Prac.g_00953	Syat.g_00204
OG0000759	Prac.g_00952	Syat.g_00203
OG0000760	Prac.g_00951	Syat.g_00202
OG0000761	Prac.g_00950	Syat.g_00201
OG0000762	Prac.g_00949	Syat.g_00199
OG0000763	Prac.g_00947	Syat.g_00924
OG0000764	Prac.g_00946	Syat.g_00923
OG0000765	Prac.g_00937	Syat.g_00897
OG0000766	Prac.g_00936	Syat.g_00896
OG0000767	Prac.g_00934	Syat.g_00894
OG0000768	Prac.g_00933	Syat.g_00893
OG0000769	Prac.g_00931	Syat.g_00891
OG0000770	Prac.g_00929	Syat.g_00886
OG0000771	Prac.g_00448	Syat.g_00788
OG0000772	Prac.g_00154	Syat.g_01768
OG0000773	Prac.g_00166	Syat.g_01114
OG0000774	Prac.g_00168	Syat.g_01146
OG0000775	Prac.g_00170	Syat.g_01148
OG0000776	Prac.g_00171	Syat.g_01149
OG0000777	Prac.g_00172	Syat.g_01150
OG0000778	Prac.g_00173	Syat.g_01151
OG0000779	Prac.g_00177	Syat.g_01154
OG0000780	Prac.g_00178	Syat.g_01157
OG0000781	Prac.g_00181	Syat.g_01161
OG0000782	Prac.g_00182	Syat.g_01162
OG0000783	Prac.g_00183	Syat.g_01163
OG0000784	Prac.g_00184	Syat.g_01164
OG0000785	Prac.g_00186	Syat.g_01166
OG0000786	Prac.g_00188	Syat.g_01170
OG0000787	Prac.g_00189	Syat.g_01171
OG0000788	Prac.g_00204	Syat.g_00087
OG0000789	Prac.g_00207	Syat.g_00845
OG0000790	Prac.g_00222	Syat.g_01300
OG0000791	Prac.g_00224	Syat.g_01302
OG0000792	Prac.g_00225	Syat.g_01303
OG0000793	Prac.g_00228	Syat.g_01412
OG0000794	Prac.g_00229	Syat.g_01414
OG0000795	Prac.g_00230	Syat.g_01416
OG0000796	Prac.g_00234	Syat.g_01422
OG0000797	Prac.g_00235	Syat.g_01423
OG0000798	Prac.g_00262	Syat.g_02057, Syat.g_01214
OG0000799	Prac.g_00429	Syat.g_01256
OG0000800	Prac.g_00428	Syat.g_01255
OG0000801	Prac.g_00427	Syat.g_01253
OG0000802	Prac.g_00425	Syat.g_01245
OG0000803	Prac.g_00423	Syat.g_01241
OG0000804	Prac.g_00422	Syat.g_01238
OG0000805	Prac.g_00420	Syat.g_01236
OG0000806	Prac.g_00418	Syat.g_01234
OG0000807	Prac.g_00417	Syat.g_01233
OG0000808	Prac.g_00416	Syat.g_01232
OG0000809	Prac.g_00413	Syat.g_01229
OG0000810	Prac.g_00412	Syat.g_01228
OG0000811	Prac.g_00408	Syat.g_01186
OG0000812	Prac.g_00406	Syat.g_01182
OG0000813	Prac.g_00405	Syat.g_01181
OG0000814	Prac.g_00403	Syat.g_01179
OG0000815	Prac.g_00402	Syat.g_01177
OG0000816	Prac.g_00400	Syat.g_01175
OG0000817	Prac.g_00399	Syat.g_01279
OG0000818	Prac.g_00394	Syat.g_01325
OG0000819	Prac.g_00393	Syat.g_01326
OG0000820	Prac.g_00392	Syat.g_01327
OG0000821	Prac.g_00388	Syat.g_01333
OG0000822	Prac.g_00387	Syat.g_01335
OG0000823	Prac.g_00386	Syat.g_01336
OG0000824	Prac.g_00383	Syat.g_01342
OG0000825	Prac.g_00382	Syat.g_01343
OG0000826	Prac.g_00381	Syat.g_01344
OG0000827	Prac.g_00380	Syat.g_01345
OG0000828	Prac.g_00377	Syat.g_01348
OG0000829	Prac.g_00376	Syat.g_01349
OG0000830	Prac.g_00375	Syat.g_01350
OG0000831	Prac.g_00373	Syat.g_01353
OG0000832	Prac.g_00367	Syat.g_02982
OG0000833	Prac.g_00359	Syat.g_03072
OG0000834	Prac.g_00358	Syat.g_03073
OG0000835	Prac.g_00357	Syat.g_03075
OG0000836	Prac.g_00356	Syat.g_03078
OG0000837	Prac.g_00355	Syat.g_03079
OG0000838	Prac.g_00353	Syat.g_03083
OG0000839	Prac.g_00352	Syat.g_03084
OG0000840	Prac.g_00351	Syat.g_03085
OG0000841	Prac.g_00350	Syat.g_03086
OG0000842	Prac.g_00349	Syat.g_03087
OG0000843	Prac.g_00348	Syat.g_03088
OG0000844	Prac.g_00347	Syat.g_03090
OG0000845	Prac.g_00346	Syat.g_03091
OG0000846	Prac.g_00345	Syat.g_03092
OG0000847	Prac.g_00344	Syat.g_03093
OG0000848	Prac.g_00343	Syat.g_03095
OG0000849	Prac.g_00342	Syat.g_03096
OG0000850	Prac.g_00340	Syat.g_03098
OG0000851	Prac.g_00339	Syat.g_03101
OG0000852	Prac.g_00338	Syat.g_03102
OG0000853	Prac.g_00334	Syat.g_03106
OG0000854	Prac.g_00332	Syat.g_03108
OG0000855	Prac.g_00331	Syat.g_03109
OG0000856	Prac.g_00317	Syat.g_03305
OG0000857	Prac.g_00288	Syat.g_00500
OG0000858	Prac.g_00631	Syat.g_03114
OG0000859	Prac.g_00630	Syat.g_03115
OG0000860	Prac.g_00623	Syat.g_03126
OG0000861	Prac.g_00622	Syat.g_03127
OG0000862	Prac.g_00621	Syat.g_03136
OG0000863	Prac.g_00619	Syat.g_03138
OG0000864	Prac.g_00618	Syat.g_03139
OG0000865	Prac.g_00617	Syat.g_03140
OG0000866	Prac.g_00616	Syat.g_03141
OG0000867	Prac.g_00615	Syat.g_03142
OG0000868	Prac.g_00614	Syat.g_03067
OG0000869	Prac.g_00610	Syat.g_03054
OG0000870	Prac.g_00605	Syat.g_03049
OG0000871	Prac.g_00604	Syat.g_03048
OG0000872	Prac.g_00603	Syat.g_03042
OG0000873	Prac.g_00600	Syat.g_03039
OG0000874	Prac.g_00597	Syat.g_03037
OG0000875	Prac.g_00596	Syat.g_03035
OG0000876	Prac.g_00595	Syat.g_00745
OG0000877	Prac.g_00593	Syat.g_03024
OG0000878	Prac.g_00592	Syat.g_03023
OG0000879	Prac.g_00591	Syat.g_03022
OG0000880	Prac.g_00590	Syat.g_03021
OG0000881	Prac.g_00586	Syat.g_03016
OG0000882	Prac.g_00581	Syat.g_03011
OG0000883	Prac.g_00580	Syat.g_03007
OG0000884	Prac.g_00578	Syat.g_03005
OG0000885	Prac.g_00577	Syat.g_03004
OG0000886	Prac.g_00576	Syat.g_03003
OG0000887	Prac.g_00575	Syat.g_03002
OG0000888	Prac.g_00573	Syat.g_03000
OG0000889	Prac.g_00571	Syat.g_02997
OG0000890	Prac.g_00570	Syat.g_02994
OG0000891	Prac.g_00569	Syat.g_02993
OG0000892	Prac.g_00471	Syat.g_02992
OG0000893	Prac.g_00476	Syat.g_01864
OG0000894	Prac.g_00478	Syat.g_01860
OG0000895	Prac.g_00481	Syat.g_01856
OG0000896	Prac.g_00482	Syat.g_01855
OG0000897	Prac.g_00484	Syat.g_01853
OG0000898	Prac.g_00485	Syat.g_01852
OG0000899	Prac.g_00486	Syat.g_01851
OG0000900	Prac.g_00487	Syat.g_01850
OG0000901	Prac.g_00490	Syat.g_01845
OG0000902	Prac.g_00492	Syat.g_01843
OG0000903	Prac.g_00495	Syat.g_01830
OG0000904	Prac.g_00497	Syat.g_01834
OG0000905	Prac.g_00502	Syat.g_01839
OG0000906	Prac.g_00503	Syat.g_01841
OG0000907	Prac.g_00506	Syat.g_01828
OG0000908	Prac.g_00509	Syat.g_01825
OG0000909	Prac.g_00510	Syat.g_01824
OG0000910	Prac.g_00511	Syat.g_01823
OG0000911	Prac.g_00513	Syat.g_01821
OG0000912	Prac.g_00514	Syat.g_01820
OG0000913	Prac.g_00515	Syat.g_01819
OG0000914	Prac.g_00516	Syat.g_01818
OG0000915	Prac.g_00517	Syat.g_01816
OG0000916	Prac.g_00518	Syat.g_01815
OG0000917	Prac.g_00519	Syat.g_01814
OG0000918	Prac.g_00520	Syat.g_01813
OG0000919	Prac.g_00521	Syat.g_01812
OG0000920	Prac.g_00522	Syat.g_01811
OG0000921	Prac.g_00523	Syat.g_01810
OG0000922	Prac.g_00524	Syat.g_01809
OG0000923	Prac.g_00528	Syat.g_01805
OG0000924	Prac.g_00529	Syat.g_01804
OG0000925	Prac.g_00530	Syat.g_01803
OG0000926	Prac.g_00531	Syat.g_01802
OG0000927	Prac.g_00533	Syat.g_01800
OG0000928	Prac.g_00534	Syat.g_01799
OG0000929	Prac.g_00535	Syat.g_01798
OG0000930	Prac.g_00536	Syat.g_01797
OG0000931	Prac.g_00537	Syat.g_01796
OG0000932	Prac.g_00538	Syat.g_01794
OG0000933	Prac.g_00542	Syat.g_01788
OG0000934	Prac.g_00544	Syat.g_01786
OG0000935	Prac.g_00545	Syat.g_01665
OG0000936	Prac.g_00546	Syat.g_01664
OG0000937	Prac.g_00547	Syat.g_01663
OG0000938	Prac.g_00549	Syat.g_01659
OG0000939	Prac.g_00550	Syat.g_01658
OG0000940	Prac.g_00556	Syat.g_01651
OG0000941	Prac.g_00558	Syat.g_01649
OG0000942	Prac.g_00560	Syat.g_01647
OG0000943	Prac.g_00561	Syat.g_01646
OG0000944	Prac.g_00562	Syat.g_01644
OG0000945	Prac.g_00563	Syat.g_01643
OG0000946	Prac.g_00005	Syat.g_01633
OG0000947	Prac.g_00007	Syat.g_01630
OG0000948	Prac.g_00008	Syat.g_01629
OG0000949	Prac.g_00011	Syat.g_02142
OG0000950	Prac.g_00016	Syat.g_02152
OG0000951	Prac.g_00020	Syat.g_02157
OG0000952	Prac.g_00024	Syat.g_02162
OG0000953	Prac.g_00027	Syat.g_02166
OG0000954	Prac.g_00031	Syat.g_02187
OG0000955	Prac.g_00032	Syat.g_02188
OG0000956	Prac.g_00034	Syat.g_02191
OG0000957	Prac.g_00039	Syat.g_02204
OG0000958	Prac.g_00040	Syat.g_02205
OG0000959	Prac.g_00044	Syat.g_02212
OG0000960	Prac.g_00045	Syat.g_02213
OG0000961	Prac.g_00047	Syat.g_02873
OG0000962	Prac.g_00049	Syat.g_02223
OG0000963	Prac.g_00052	Syat.g_02226
OG0000964	Prac.g_00053	Syat.g_02227
OG0000965	Prac.g_00054	Syat.g_02228
OG0000966	Prac.g_00061	Syat.g_02259
OG0000967	Prac.g_00065	Syat.g_02263
OG0000968	Prac.g_00067	Syat.g_02269
OG0000969	Prac.g_00068	Syat.g_02271
OG0000970	Prac.g_00069	Syat.g_02272
OG0000971	Prac.g_00070	Syat.g_02274
OG0000972	Prac.g_00071	Syat.g_02275
OG0000973	Prac.g_00072	Syat.g_02276
OG0000974	Prac.g_00073	Syat.g_02277
OG0000975	Prac.g_00074	Syat.g_02278
OG0000976	Prac.g_00075	Syat.g_02279
OG0000977	Prac.g_00076	Syat.g_02281
OG0000978	Prac.g_00077	Syat.g_02283
OG0000979	Prac.g_00080	Syat.g_02286
OG0000980	Prac.g_00082	Syat.g_02289
OG0000981	Prac.g_00084	Syat.g_02292
OG0000982	Prac.g_00086	Syat.g_02691
OG0000983	Prac.g_00087	Syat.g_02690
OG0000984	Prac.g_00088	Syat.g_02689
OG0000985	Prac.g_00091	Syat.g_02685
OG0000986	Prac.g_00093	Syat.g_02680
OG0000987	Prac.g_00094	Syat.g_02678
OG0000988	Prac.g_00097	Syat.g_02672
OG0000989	Prac.g_00100	Syat.g_02657
OG0000990	Prac.g_00103	Syat.g_02500
OG0000991	Prac.g_00104	Syat.g_02503
OG0000992	Prac.g_00106	Syat.g_02507
OG0000993	Prac.g_00107	Syat.g_02508
OG0000994	Prac.g_00108	Syat.g_02512
OG0000995	Prac.g_00112	Syat.g_02517
OG0000996	Prac.g_00113	Syat.g_02446
OG0000997	Prac.g_00114	Syat.g_02417
OG0000998	Prac.g_00116	Syat.g_02415
OG0000999	Prac.g_00117	Syat.g_02414
OG0001001	Prac.g_00122	Syat.g_02400
OG0001002	Prac.g_00126	Syat.g_02394
OG0001003	Prac.g_00127	Syat.g_02392
OG0001004	Prac.g_00128	Syat.g_02391
OG0001005	Prac.g_00129	Syat.g_02390
OG0001006	Prac.g_01949	Syat.g_02378
OG0001007	Prac.g_01947	Syat.g_02376
OG0001008	Prac.g_01110	Syat.g_02971
OG0001009	Prac.g_01920	Syat.g_02311
OG0001010	Prac.g_01919	Syat.g_02310
OG0001011	Prac.g_01918	Syat.g_02308
OG0001012	Prac.g_01889	Syat.g_01004
OG0001013	Prac.g_01883	Syat.g_02716
OG0001014	Prac.g_01880	Syat.g_02721
OG0001015	Prac.g_01879	Syat.g_02722
OG0001016	Prac.g_01858	Syat.g_01474
OG0001017	Prac.g_01854	Syat.g_01480
OG0001018	Prac.g_01851	Syat.g_01482
OG0001019	Prac.g_01842	Syat.g_01532
OG0001020	Prac.g_01841	Syat.g_01539
OG0001021	Prac.g_01840	Syat.g_01552
OG0001022	Prac.g_01837	Syat.g_01555
OG0001023	Prac.g_01836	Syat.g_01556
OG0001024	Prac.g_01833	Syat.g_01560
OG0001025	Prac.g_01827	Syat.g_01566
OG0001026	Prac.g_01820	Syat.g_01582
OG0001027	Prac.g_01819	Syat.g_02947
OG0001028	Prac.g_01817	Syat.g_02944
OG0001029	Prac.g_01816	Syat.g_02942
OG0001030	Prac.g_01801	Syat.g_02922
OG0001031	Prac.g_01744	Syat.g_02836
OG0001032	Prac.g_01743	Syat.g_02834
OG0001033	Prac.g_01722	Syat.g_02784
OG0001034	Prac.g_01694	Syat.g_01448
OG0001035	Prac.g_01677	Syat.g_01885
OG0001036	Prac.g_01672	Syat.g_01939
OG0001037	Prac.g_01671	Syat.g_01941
OG0001038	Prac.g_01653	Syat.g_02058
OG0001039	Prac.g_01650	Syat.g_02061
OG0001040	Prac.g_01648	Syat.g_02064
OG0001041	Prac.g_01644	Syat.g_02070
OG0001042	Prac.g_01627	Syat.g_02100
OG0001043	Prac.g_01626	Syat.g_02103
OG0001044	Prac.g_01201	Syat.g_01615
OG0001045	Prac.g_01192	Syat.g_01602
OG0001046	Prac.g_01154	Syat.g_00552
OG0001047	Prac.g_01108	Syat.g_02973
OG0001048	Prac.g_01107	Syat.g_02974
OG0001049	Prac.g_01105	Syat.g_01290
OG0001050	Prac.g_01104	Syat.g_01289
OG0001051	Prac.g_01103	Syat.g_01288
OG0001052	Prac.g_01073	Syat.g_01375
OG0001053	Prac.g_01061	Syat.g_03173
OG0001054	Prac.g_00873	Syat.g_03192
OG0001055	Prac.g_00855	Syat.g_03224
OG0001056	Prac.g_00836	Syat.g_03275
OG0001057	Prac.g_00831	Syat.g_00102
OG0001058	Prac.g_00823	Syat.g_00079
OG0001059	Prac.g_00819	Syat.g_00075
OG0001061	Prac.g_00799	Syat.g_00051
OG0001062	Prac.g_00797	Syat.g_00048
OG0001063	Prac.g_00795	Syat.g_00042
OG0001064	Prac.g_00794	Syat.g_00041
OG0001065	Prac.g_00793	Syat.g_00040
OG0001066	Prac.g_00792	Syat.g_00039
OG0001067	Prac.g_00791	Syat.g_00038
OG0001068	Prac.g_00790	Syat.g_00037
OG0001069	Prac.g_00789	Syat.g_00036
OG0001070	Prac.g_00786	Syat.g_00032
OG0001071	Prac.g_00785	Syat.g_00031
OG0001072	Prac.g_00783	Syat.g_00028
OG0001073	Prac.g_00767	Syat.g_00009
OG0001074	Prac.g_00756	Syat.g_01015
OG0001075	Prac.g_00755	Syat.g_01037
OG0001076	Prac.g_00747	Syat.g_03315
OG0001077	Prac.g_00743	Syat.g_03290
OG0001078	Prac.g_00735	Syat.g_00118
OG0001079	Prac.g_00724	Syat.g_00378
OG0001080	Prac.g_00718	Syat.g_00368
OG0001081	Prac.g_00716	Syat.g_00366
OG0001082	Prac.g_00715	Syat.g_00365
OG0001083	Prac.g_00710	Syat.g_00390
OG0001084	Prac.g_00709	Syat.g_00391
OG0001085	Prac.g_00701	Syat.g_00408
OG0001086	Prac.g_00700	Syat.g_00410
OG0001087	Prac.g_00683	Syat.g_03277
OG0001088	Prac.g_00682	Syat.g_02496
OG0001089	Prac.g_00674	Syat.g_00818
OG0001090	Prac.g_01559	Syat.g_00659
OG0001091	Prac.g_01557	Syat.g_00661
OG0001092	Prac.g_01556	Syat.g_00663
OG0001093	Prac.g_01551	Syat.g_00669
OG0001094	Prac.g_01481	Syat.g_00473
OG0001095	Prac.g_01462	Syat.g_00497
OG0001096	Prac.g_01449	Syat.g_00516
OG0001097	Prac.g_01431	Syat.g_00743
OG0001098	Prac.g_01416	Syat.g_01672
OG0001099	Prac.g_01396	Syat.g_02943
OG0001100	Prac.g_01392	Syat.g_00418
OG0001101	Prac.g_01390	Syat.g_00420
OG0001102	Prac.g_01387	Syat.g_00423
OG0001103	Prac.g_01385	Syat.g_00425
OG0001104	Prac.g_01364	Syat.g_00458
OG0001105	Prac.g_01360	Syat.g_00461
OG0001106	Prac.g_01336	Syat.g_00598
OG0001107	Prac.g_01329	Syat.g_00580
OG0001108	Prac.g_01325	Syat.g_00570
OG0001109	Prac.g_01324	Syat.g_00568
OG0001110	Prac.g_01322	Syat.g_00566
OG0001111	Prac.g_01321	Syat.g_00564
OG0001112	Prac.g_01320	Syat.g_00562
OG0001113	Prac.g_01319	Syat.g_00561
OG0001114	Prac.g_01318	Syat.g_00560
OG0001115	Prac.g_01316	Syat.g_00557
OG0001116	Prac.g_01315	Syat.g_00555
OG0001117	Prac.g_01314	Syat.g_00554
OG0001118	Prac.g_01313	Syat.g_00553
OG0001119	Prac.g_01312	Syat.g_00551
OG0001120	Prac.g_01310	Syat.g_00546
OG0001122	Prac.g_01284	Syat.g_00711
OG0001123	Prac.g_01280	Syat.g_00704
OG0001124	Prac.g_01278	Syat.g_00702
OG0001125	Prac.g_01277	Syat.g_00700
OG0001126	Prac.g_01267	Syat.g_00790
OG0001127	Prac.g_01266	Syat.g_00789
OG0001128	Prac.g_01264	Syat.g_00786
OG0001129	Prac.g_01263	Syat.g_00784
OG0001130	Prac.g_01262	Syat.g_00783
OG0001131	Prac.g_01225	Syat.g_01674
OG0001132	Prac.g_01216	Syat.g_00965
OG0001133	Prac.g_01031	Syat.g_03311
OG0001136	Prac.g_00988	Syat.g_03257
OG0001137	Prac.g_00977	Syat.g_00306
OG0001138	Prac.g_00959	Syat.g_00214
OG0001139	Prac.g_00958	Syat.g_00209
OG0001140	Prac.g_00957	Syat.g_00208
OG0001141	Prac.g_00956	Syat.g_00207
OG0001142	Prac.g_00955	Syat.g_00206
OG0001143	Prac.g_00948	Syat.g_00925
OG0001144	Prac.g_00943	Syat.g_00906
OG0001145	Prac.g_00167	Syat.g_01117
OG0001146	Prac.g_00179	Syat.g_01158
OG0001147	Prac.g_00203	Syat.g_01368
OG0001148	Prac.g_00219	Syat.g_01297
OG0001149	Prac.g_00220	Syat.g_01298
OG0001150	Prac.g_00221	Syat.g_01299
OG0001151	Prac.g_00232	Syat.g_01420
OG0001152	Prac.g_00233	Syat.g_01421
OG0001153	Prac.g_00379	Syat.g_01346
OG0001154	Prac.g_00378	Syat.g_01347
OG0001155	Prac.g_00366	Syat.g_02774
OG0001156	Prac.g_00363	Syat.g_02978
OG0001157	Prac.g_00362	Syat.g_02977
OG0001158	Prac.g_00361	Syat.g_02976
OG0001159	Prac.g_00360	Syat.g_02975
OG0001160	Prac.g_00336	Syat.g_03104
OG0001161	Prac.g_00324	Syat.g_02384
OG0001162	Prac.g_00313	Syat.g_01528
OG0001163	Prac.g_00633	Syat.g_03112
OG0001164	Prac.g_00629	Syat.g_03116
OG0001165	Prac.g_00626	Syat.g_03121
OG0001166	Prac.g_00606	Syat.g_03050
OG0001167	Prac.g_00589	Syat.g_03019
OG0001168	Prac.g_00587	Syat.g_03017
OG0001169	Prac.g_00585	Syat.g_03015
OG0001170	Prac.g_00583	Syat.g_03013
OG0001171	Prac.g_00574	Syat.g_03001
OG0001172	Prac.g_00479	Syat.g_01858
OG0001173	Prac.g_00480	Syat.g_01857
OG0001174	Prac.g_00488	Syat.g_01849
OG0001175	Prac.g_00489	Syat.g_01848
