Orthogroup	Prac	Syaj
OG0000563	Prac.g_00815	Syaj.g_00191
OG0000564	Prac.g_00814	Syaj.g_00192
OG0000565	Prac.g_00811	Syaj.g_00195
OG0000566	Prac.g_00809	Syaj.g_00199
OG0000567	Prac.g_00805	Syaj.g_00203
OG0000568	Prac.g_00804	Syaj.g_00207
OG0000569	Prac.g_00803	Syaj.g_00208
OG0000570	Prac.g_00802	Syaj.g_00209
OG0000571	Prac.g_00800	Syaj.g_00213
OG0000572	Prac.g_00787	Syaj.g_00230
OG0000573	Prac.g_00780	Syaj.g_00238
OG0000574	Prac.g_00779	Syaj.g_00242
OG0000575	Prac.g_00775	Syaj.g_00247
OG0000576	Prac.g_00772	Syaj.g_00249
OG0000577	Prac.g_00771	Syaj.g_00250
OG0000578	Prac.g_00770	Syaj.g_00251
OG0000579	Prac.g_00769	Syaj.g_00252
OG0000580	Prac.g_00768	Syaj.g_00253
OG0000581	Prac.g_00766	Syaj.g_00261
OG0000582	Prac.g_00763	Syaj.g_01338
OG0000583	Prac.g_00762	Syaj.g_01337
OG0000584	Prac.g_00761	Syaj.g_01336
OG0000585	Prac.g_00759	Syaj.g_01334
OG0000586	Prac.g_00758	Syaj.g_01333
OG0000587	Prac.g_00757	Syaj.g_01331
OG0000588	Prac.g_00753	Syaj.g_01313
OG0000589	Prac.g_00750	Syaj.g_01308
OG0000590	Prac.g_00749	Syaj.g_01307
OG0000591	Prac.g_00746	Syaj.g_01299
OG0000592	Prac.g_00745	Syaj.g_01298
OG0000593	Prac.g_00739	Syaj.g_01287
OG0000594	Prac.g_00738	Syaj.g_01286
OG0000595	Prac.g_00737	Syaj.g_01285
OG0000596	Prac.g_00733	Syaj.g_01280
OG0000597	Prac.g_00731	Syaj.g_01277
OG0000598	Prac.g_00730	Syaj.g_01276
OG0000599	Prac.g_00727	Syaj.g_01273
OG0000600	Prac.g_00726	Syaj.g_01272
OG0000601	Prac.g_00725	Syaj.g_01271
OG0000602	Prac.g_00723	Syaj.g_01266
OG0000603	Prac.g_00722	Syaj.g_01265
OG0000604	Prac.g_00721	Syaj.g_01262
OG0000605	Prac.g_00720	Syaj.g_01153
OG0000606	Prac.g_00717	Syaj.g_00698
OG0000607	Prac.g_00714	Syaj.g_00702
OG0000608	Prac.g_00713	Syaj.g_00703
OG0000609	Prac.g_00712	Syaj.g_00705
OG0000610	Prac.g_00707	Syaj.g_00714
OG0000611	Prac.g_00704	Syaj.g_00717
OG0000612	Prac.g_00703	Syaj.g_00718
OG0000613	Prac.g_00698	Syaj.g_02500
OG0000614	Prac.g_00679	Syaj.g_00480
OG0000615	Prac.g_00671	Syaj.g_01065
OG0000616	Prac.g_00667	Syaj.g_02245
OG0000617	Prac.g_01554	Syaj.g_00952
OG0000618	Prac.g_01553	Syaj.g_00951
OG0000619	Prac.g_01552	Syaj.g_00950
OG0000620	Prac.g_01549	Syaj.g_00945
OG0000621	Prac.g_01548	Syaj.g_00944
OG0000622	Prac.g_01547	Syaj.g_00943
OG0000623	Prac.g_01546	Syaj.g_00942
OG0000624	Prac.g_01545	Syaj.g_00940
OG0000625	Prac.g_01544	Syaj.g_00939
OG0000626	Prac.g_01543	Syaj.g_00938
OG0000627	Prac.g_01542	Syaj.g_00765
OG0000628	Prac.g_01541	Syaj.g_00766
OG0000629	Prac.g_01540	Syaj.g_00769
OG0000630	Prac.g_01537	Syaj.g_00773
OG0000631	Prac.g_01484	Syaj.g_00786
OG0000632	Prac.g_01483	Syaj.g_00787
OG0000633	Prac.g_01482	Syaj.g_00789
OG0000634	Prac.g_01479	Syaj.g_01030
OG0000635	Prac.g_01478	Syaj.g_01029
OG0000636	Prac.g_01476	Syaj.g_01024
OG0000637	Prac.g_01474	Syaj.g_01022
OG0000638	Prac.g_01473	Syaj.g_01021
OG0000639	Prac.g_01472	Syaj.g_01020
OG0000640	Prac.g_01471	Syaj.g_01019
OG0000641	Prac.g_01467	Syaj.g_01015
OG0000642	Prac.g_01466	Syaj.g_01014
OG0000643	Prac.g_01465	Syaj.g_01012
OG0000644	Prac.g_01464	Syaj.g_01011
OG0000645	Prac.g_01463	Syaj.g_01009
OG0000646	Prac.g_01461	Syaj.g_01006
OG0000647	Prac.g_01460	Syaj.g_01004
OG0000648	Prac.g_01458	Syaj.g_01001
OG0000649	Prac.g_01457	Syaj.g_01000
OG0000650	Prac.g_01456	Syaj.g_00999
OG0000651	Prac.g_01455	Syaj.g_00998
OG0000652	Prac.g_01454	Syaj.g_00997
OG0000653	Prac.g_01452	Syaj.g_00991
OG0000654	Prac.g_01451	Syaj.g_00990
OG0000655	Prac.g_01450	Syaj.g_00989
OG0000656	Prac.g_01447	Syaj.g_00986
OG0000657	Prac.g_01440	Syaj.g_00382
OG0000658	Prac.g_01439	Syaj.g_00379
OG0000659	Prac.g_01438	Syaj.g_00378
OG0000660	Prac.g_01434	Syaj.g_00374
OG0000661	Prac.g_01432	Syaj.g_00372
OG0000662	Prac.g_01430	Syaj.g_00370
OG0000663	Prac.g_01428	Syaj.g_00367
OG0000664	Prac.g_01427	Syaj.g_00358
OG0000665	Prac.g_01423	Syaj.g_01243
OG0000666	Prac.g_01422	Syaj.g_01154
OG0000667	Prac.g_01418	Syaj.g_02661
OG0000668	Prac.g_01401	Syaj.g_00816
OG0000669	Prac.g_01393	Syaj.g_00730
OG0000670	Prac.g_01391	Syaj.g_00733
OG0000671	Prac.g_01389	Syaj.g_00735
OG0000672	Prac.g_01386	Syaj.g_00739
OG0000673	Prac.g_01383	Syaj.g_00742
OG0000674	Prac.g_01381	Syaj.g_00744
OG0000675	Prac.g_01380	Syaj.g_00757
OG0000676	Prac.g_01378	Syaj.g_00759
OG0000677	Prac.g_01377	Syaj.g_00760
OG0000678	Prac.g_01375	Syaj.g_01075
OG0000679	Prac.g_01371	Syaj.g_01061
OG0000680	Prac.g_01370	Syaj.g_01060
OG0000681	Prac.g_01368	Syaj.g_01057
OG0000682	Prac.g_01367	Syaj.g_01056
OG0000683	Prac.g_01366	Syaj.g_01055
OG0000684	Prac.g_01365	Syaj.g_01051
OG0000685	Prac.g_01363	Syaj.g_01049
OG0000686	Prac.g_01362	Syaj.g_01048
OG0000687	Prac.g_01361	Syaj.g_01047
OG0000688	Prac.g_01358	Syaj.g_01041
OG0000689	Prac.g_01357	Syaj.g_01039
OG0000690	Prac.g_01356	Syaj.g_01038
OG0000691	Prac.g_01355	Syaj.g_01037
OG0000692	Prac.g_01353	Syaj.g_01036
OG0000693	Prac.g_01352	Syaj.g_01034
OG0000694	Prac.g_01351	Syaj.g_01033
OG0000695	Prac.g_01349	Syaj.g_00791
OG0000696	Prac.g_01348	Syaj.g_00792
OG0000697	Prac.g_01347	Syaj.g_00932
OG0000698	Prac.g_01344	Syaj.g_00929
OG0000699	Prac.g_01343	Syaj.g_00928
OG0000700	Prac.g_01342	Syaj.g_00927
OG0000701	Prac.g_01341	Syaj.g_00926
OG0000702	Prac.g_01339	Syaj.g_00916
OG0000703	Prac.g_01338	Syaj.g_00915
OG0000704	Prac.g_01337	Syaj.g_00913
OG0000705	Prac.g_01333	Syaj.g_00906
OG0000706	Prac.g_01332	Syaj.g_00905
OG0000707	Prac.g_01331	Syaj.g_00904
OG0000708	Prac.g_01330	Syaj.g_00901
OG0000709	Prac.g_01326	Syaj.g_00872
OG0000710	Prac.g_01323	Syaj.g_00867
OG0000711	Prac.g_01307	Syaj.g_00839
OG0000712	Prac.g_01305	Syaj.g_00837
OG0000713	Prac.g_01304	Syaj.g_00836
OG0000714	Prac.g_01303	Syaj.g_00834
OG0000715	Prac.g_01301	Syaj.g_00832
OG0000716	Prac.g_01299	Syaj.g_00825
OG0000717	Prac.g_01298	Syaj.g_00824
OG0000718	Prac.g_01287	Syaj.g_00820
OG0000719	Prac.g_01285	Syaj.g_00818
OG0000720	Prac.g_01276	Syaj.g_00805
OG0000721	Prac.g_01274	Syaj.g_00803
OG0000722	Prac.g_01273	Syaj.g_00802
OG0000723	Prac.g_01270	Syaj.g_00934
OG0000724	Prac.g_01261	Syaj.g_00421
OG0000725	Prac.g_01255	Syaj.g_00430
OG0000726	Prac.g_01254	Syaj.g_00431
OG0000727	Prac.g_01253	Syaj.g_00432
OG0000728	Prac.g_01251	Syaj.g_00434
OG0000729	Prac.g_01205	Syaj.g_02397
OG0000730	Prac.g_01046	Syaj.g_02802
OG0000731	Prac.g_01042	Syaj.g_02814
OG0000732	Prac.g_01036	Syaj.g_02315
OG0000733	Prac.g_01017	Syaj.g_02151
OG0000734	Prac.g_01000	Syaj.g_01895
OG0000735	Prac.g_00998	Syaj.g_00286
OG0000736	Prac.g_00997	Syaj.g_00287
OG0000737	Prac.g_00996	Syaj.g_00288
OG0000738	Prac.g_00992	Syaj.g_00293
OG0000739	Prac.g_00991	Syaj.g_00295
OG0000740	Prac.g_00990	Syaj.g_00296
OG0000741	Prac.g_00989	Syaj.g_00299
OG0000742	Prac.g_00986	Syaj.g_00301
OG0000743	Prac.g_00984	Syaj.g_00303
OG0000744	Prac.g_00983	Syaj.g_00304
OG0000745	Prac.g_00982	Syaj.g_00306
OG0000746	Prac.g_00980	Syaj.g_00308
OG0000747	Prac.g_00979	Syaj.g_00309
OG0000748	Prac.g_00976	Syaj.g_00319
OG0000749	Prac.g_00975	Syaj.g_00322
OG0000750	Prac.g_00974	Syaj.g_00323
OG0000751	Prac.g_00972	Syaj.g_00331
OG0000752	Prac.g_00970	Syaj.g_00333
OG0000753	Prac.g_00967	Syaj.g_00336
OG0000754	Prac.g_00964	Syaj.g_00643
OG0000755	Prac.g_00961	Syaj.g_00631
OG0000756	Prac.g_00960	Syaj.g_00625
OG0000757	Prac.g_00954	Syaj.g_00614
OG0000758	Prac.g_00953	Syaj.g_00613
OG0000759	Prac.g_00952	Syaj.g_00612
OG0000760	Prac.g_00951	Syaj.g_00611
OG0000761	Prac.g_00950	Syaj.g_00609
OG0000762	Prac.g_00949	Syaj.g_00603
OG0000763	Prac.g_00947	Syaj.g_00597
OG0000764	Prac.g_00946	Syaj.g_00596
OG0000765	Prac.g_00937	Syaj.g_00577
OG0000766	Prac.g_00936	Syaj.g_00576
OG0000767	Prac.g_00934	Syaj.g_00574
OG0000768	Prac.g_00933	Syaj.g_00573
OG0000769	Prac.g_00931	Syaj.g_00571
OG0000770	Prac.g_00929	Syaj.g_00567
OG0000771	Prac.g_00448	Syaj.g_00415
OG0000772	Prac.g_00154	Syaj.g_01208
OG0000773	Prac.g_00166	Syaj.g_00280
OG0000774	Prac.g_00168	Syaj.g_01502
OG0000775	Prac.g_00170	Syaj.g_01504
OG0000776	Prac.g_00171	Syaj.g_01505
OG0000777	Prac.g_00172	Syaj.g_01506
OG0000778	Prac.g_00173	Syaj.g_01507
OG0000779	Prac.g_00177	Syaj.g_01513
OG0000780	Prac.g_00178	Syaj.g_01517
OG0000781	Prac.g_00181	Syaj.g_01521
OG0000782	Prac.g_00182	Syaj.g_01522
OG0000783	Prac.g_00183	Syaj.g_01524
OG0000784	Prac.g_00184	Syaj.g_01525
OG0000785	Prac.g_00186	Syaj.g_01526
OG0000786	Prac.g_00188	Syaj.g_00265
OG0000787	Prac.g_00189	Syaj.g_00264
OG0000788	Prac.g_00204	Syaj.g_01270
OG0000789	Prac.g_00207	Syaj.g_01121
OG0000790	Prac.g_00222	Syaj.g_00054
OG0000791	Prac.g_00224	Syaj.g_00053
OG0000792	Prac.g_00225	Syaj.g_00052
OG0000793	Prac.g_00228	Syaj.g_00047
OG0000794	Prac.g_00229	Syaj.g_00046
OG0000795	Prac.g_00230	Syaj.g_00045
OG0000796	Prac.g_00234	Syaj.g_00039
OG0000797	Prac.g_00235	Syaj.g_00038
OG0000798	Prac.g_00262	Syaj.g_02568
OG0000799	Prac.g_00429	Syaj.g_01352
OG0000800	Prac.g_00428	Syaj.g_01354
OG0000801	Prac.g_00427	Syaj.g_01355
OG0000802	Prac.g_00425	Syaj.g_01359
OG0000803	Prac.g_00423	Syaj.g_01363
OG0000804	Prac.g_00422	Syaj.g_01366
OG0000805	Prac.g_00420	Syaj.g_01369
OG0000806	Prac.g_00418	Syaj.g_01370
OG0000807	Prac.g_00417	Syaj.g_01372
OG0000808	Prac.g_00416	Syaj.g_01373
OG0000809	Prac.g_00413	Syaj.g_01376
OG0000810	Prac.g_00412	Syaj.g_01377
OG0000811	Prac.g_00408	Syaj.g_01385
OG0000812	Prac.g_00406	Syaj.g_01387
OG0000813	Prac.g_00405	Syaj.g_01388
OG0000814	Prac.g_00403	Syaj.g_01390
OG0000815	Prac.g_00402	Syaj.g_01391
OG0000816	Prac.g_00400	Syaj.g_01392
OG0000817	Prac.g_00399	Syaj.g_01393
OG0000818	Prac.g_00394	Syaj.g_01399
OG0000819	Prac.g_00393	Syaj.g_01400
OG0000820	Prac.g_00392	Syaj.g_01401
OG0000821	Prac.g_00388	Syaj.g_01412
OG0000822	Prac.g_00387	Syaj.g_01414
OG0000823	Prac.g_00386	Syaj.g_01415
OG0000824	Prac.g_00383	Syaj.g_01421
OG0000825	Prac.g_00382	Syaj.g_01422
OG0000826	Prac.g_00381	Syaj.g_01423
OG0000827	Prac.g_00380	Syaj.g_01424
OG0000828	Prac.g_00377	Syaj.g_01427
OG0000829	Prac.g_00376	Syaj.g_01428
OG0000830	Prac.g_00375	Syaj.g_01429
OG0000831	Prac.g_00373	Syaj.g_01431
OG0000832	Prac.g_00367	Syaj.g_01635
OG0000833	Prac.g_00359	Syaj.g_01647
OG0000834	Prac.g_00358	Syaj.g_01649
OG0000835	Prac.g_00357	Syaj.g_01650
OG0000836	Prac.g_00356	Syaj.g_01654
OG0000837	Prac.g_00355	Syaj.g_01661
OG0000838	Prac.g_00353	Syaj.g_01665
OG0000839	Prac.g_00352	Syaj.g_01666
OG0000840	Prac.g_00351	Syaj.g_01667
OG0000841	Prac.g_00350	Syaj.g_01668
OG0000842	Prac.g_00349	Syaj.g_01669
OG0000843	Prac.g_00348	Syaj.g_01670
OG0000844	Prac.g_00347	Syaj.g_01680
OG0000845	Prac.g_00346	Syaj.g_01681
OG0000846	Prac.g_00345	Syaj.g_01682
OG0000847	Prac.g_00344	Syaj.g_01683
OG0000848	Prac.g_00343	Syaj.g_01685
OG0000849	Prac.g_00342	Syaj.g_01686
OG0000850	Prac.g_00340	Syaj.g_01689
OG0000851	Prac.g_00339	Syaj.g_01694
OG0000852	Prac.g_00338	Syaj.g_01695
OG0000853	Prac.g_00334	Syaj.g_01699
OG0000854	Prac.g_00332	Syaj.g_01701
OG0000855	Prac.g_00331	Syaj.g_01702
OG0000856	Prac.g_00317	Syaj.g_01296
OG0000857	Prac.g_00288	Syaj.g_01005
OG0000858	Prac.g_00631	Syaj.g_01708
OG0000859	Prac.g_00630	Syaj.g_01709
OG0000860	Prac.g_00623	Syaj.g_01723
OG0000861	Prac.g_00622	Syaj.g_01724
OG0000862	Prac.g_00621	Syaj.g_01725
OG0000863	Prac.g_00619	Syaj.g_01728
OG0000864	Prac.g_00618	Syaj.g_01729
OG0000865	Prac.g_00617	Syaj.g_01730
OG0000866	Prac.g_00616	Syaj.g_01731
OG0000867	Prac.g_00615	Syaj.g_01732
OG0000868	Prac.g_00614	Syaj.g_01734
OG0000869	Prac.g_00610	Syaj.g_01742
OG0000870	Prac.g_00605	Syaj.g_01747
OG0000871	Prac.g_00604	Syaj.g_01748
OG0000872	Prac.g_00603	Syaj.g_01756
OG0000873	Prac.g_00600	Syaj.g_01759
OG0000874	Prac.g_00597	Syaj.g_01754
OG0000875	Prac.g_00596	Syaj.g_01762
OG0000876	Prac.g_00595	Syaj.g_02084
OG0000877	Prac.g_00593	Syaj.g_01586
OG0000878	Prac.g_00592	Syaj.g_01587
OG0000879	Prac.g_00591	Syaj.g_01588
OG0000880	Prac.g_00590	Syaj.g_01589
OG0000881	Prac.g_00586	Syaj.g_01595
OG0000882	Prac.g_00581	Syaj.g_01599
OG0000883	Prac.g_00580	Syaj.g_01601
OG0000884	Prac.g_00578	Syaj.g_01603
OG0000885	Prac.g_00577	Syaj.g_01604
OG0000886	Prac.g_00576	Syaj.g_01605
OG0000887	Prac.g_00575	Syaj.g_01606
OG0000888	Prac.g_00573	Syaj.g_01608
OG0000889	Prac.g_00571	Syaj.g_01610
OG0000890	Prac.g_00570	Syaj.g_01615
OG0000891	Prac.g_00569	Syaj.g_01616
OG0000892	Prac.g_00471	Syaj.g_01620
OG0000893	Prac.g_00476	Syaj.g_02636
OG0000894	Prac.g_00478	Syaj.g_02639
OG0000895	Prac.g_00481	Syaj.g_02643
OG0000896	Prac.g_00482	Syaj.g_02644
OG0000897	Prac.g_00484	Syaj.g_02646
OG0000898	Prac.g_00485	Syaj.g_02647
OG0000899	Prac.g_00486	Syaj.g_02648
OG0000900	Prac.g_00487	Syaj.g_02649
OG0000901	Prac.g_00490	Syaj.g_02654
OG0000902	Prac.g_00492	Syaj.g_02656
OG0000903	Prac.g_00495	Syaj.g_02689
OG0000904	Prac.g_00497	Syaj.g_02684
OG0000905	Prac.g_00502	Syaj.g_02678
OG0000906	Prac.g_00503	Syaj.g_02676
OG0000907	Prac.g_00506	Syaj.g_02692
OG0000908	Prac.g_00509	Syaj.g_02695
OG0000909	Prac.g_00510	Syaj.g_02696
OG0000910	Prac.g_00511	Syaj.g_02697
OG0000911	Prac.g_00513	Syaj.g_02699
OG0000912	Prac.g_00514	Syaj.g_02700
OG0000913	Prac.g_00515	Syaj.g_02701
OG0000914	Prac.g_00516	Syaj.g_02702
OG0000915	Prac.g_00517	Syaj.g_02704
OG0000916	Prac.g_00518	Syaj.g_02705
OG0000917	Prac.g_00519	Syaj.g_02706
OG0000918	Prac.g_00520	Syaj.g_02707
OG0000919	Prac.g_00521	Syaj.g_02708
OG0000920	Prac.g_00522	Syaj.g_02709
OG0000921	Prac.g_00523	Syaj.g_02710
OG0000922	Prac.g_00524	Syaj.g_02711
OG0000923	Prac.g_00528	Syaj.g_02715
OG0000924	Prac.g_00529	Syaj.g_02716
OG0000925	Prac.g_00530	Syaj.g_02717
OG0000926	Prac.g_00531	Syaj.g_02718
OG0000927	Prac.g_00533	Syaj.g_02720
OG0000928	Prac.g_00534	Syaj.g_02721
OG0000929	Prac.g_00535	Syaj.g_02722
OG0000930	Prac.g_00536	Syaj.g_02723
OG0000931	Prac.g_00537	Syaj.g_02724
OG0000932	Prac.g_00538	Syaj.g_02725
OG0000933	Prac.g_00542	Syaj.g_02731
OG0000934	Prac.g_00544	Syaj.g_02733
OG0000935	Prac.g_00545	Syaj.g_02734
OG0000936	Prac.g_00546	Syaj.g_02735
OG0000937	Prac.g_00547	Syaj.g_02736
OG0000938	Prac.g_00549	Syaj.g_02739
OG0000939	Prac.g_00550	Syaj.g_02740
OG0000940	Prac.g_00556	Syaj.g_02747
OG0000941	Prac.g_00558	Syaj.g_02749
OG0000942	Prac.g_00560	Syaj.g_02751
OG0000943	Prac.g_00561	Syaj.g_02752
OG0000944	Prac.g_00562	Syaj.g_02754
OG0000945	Prac.g_00563	Syaj.g_02756
OG0000946	Prac.g_00005	Syaj.g_02761
OG0000947	Prac.g_00007	Syaj.g_02764
OG0000948	Prac.g_00008	Syaj.g_02765
OG0000949	Prac.g_00011	Syaj.g_02474
OG0000950	Prac.g_00016	Syaj.g_02459
OG0000951	Prac.g_00020	Syaj.g_02452
OG0000952	Prac.g_00024	Syaj.g_02446
OG0000953	Prac.g_00027	Syaj.g_02442
OG0000954	Prac.g_00031	Syaj.g_02435
OG0000955	Prac.g_00032	Syaj.g_02434
OG0000956	Prac.g_00034	Syaj.g_02432
OG0000957	Prac.g_00039	Syaj.g_02419
OG0000958	Prac.g_00040	Syaj.g_02418
OG0000959	Prac.g_00044	Syaj.g_02413
OG0000960	Prac.g_00045	Syaj.g_02412
OG0000961	Prac.g_00047	Syaj.g_02402
OG0000962	Prac.g_00049	Syaj.g_02398
OG0000963	Prac.g_00052	Syaj.g_02393
OG0000964	Prac.g_00053	Syaj.g_02392
OG0000965	Prac.g_00054	Syaj.g_02391
OG0000966	Prac.g_00061	Syaj.g_02370
OG0000967	Prac.g_00065	Syaj.g_02334
OG0000968	Prac.g_00067	Syaj.g_02363
OG0000969	Prac.g_00068	Syaj.g_02338
OG0000970	Prac.g_00069	Syaj.g_02337
OG0000971	Prac.g_00070	Syaj.g_02331
OG0000972	Prac.g_00071	Syaj.g_02330
OG0000973	Prac.g_00072	Syaj.g_02329
OG0000974	Prac.g_00073	Syaj.g_02328
OG0000975	Prac.g_00074	Syaj.g_02327
OG0000976	Prac.g_00075	Syaj.g_02326
OG0000977	Prac.g_00076	Syaj.g_02324
OG0000978	Prac.g_00077	Syaj.g_02322
OG0000979	Prac.g_00080	Syaj.g_02319
OG0000980	Prac.g_00082	Syaj.g_02316
OG0000981	Prac.g_00084	Syaj.g_02313
OG0000982	Prac.g_00086	Syaj.g_02112
OG0000983	Prac.g_00087	Syaj.g_02113
OG0000984	Prac.g_00088	Syaj.g_02114
OG0000985	Prac.g_00091	Syaj.g_02116
OG0000986	Prac.g_00093	Syaj.g_02123
OG0000987	Prac.g_00094	Syaj.g_02125
OG0000988	Prac.g_00097	Syaj.g_02131
OG0000989	Prac.g_00100	Syaj.g_02142
OG0000990	Prac.g_00103	Syaj.g_02165
OG0000991	Prac.g_00104	Syaj.g_02168
OG0000992	Prac.g_00106	Syaj.g_02171
OG0000993	Prac.g_00107	Syaj.g_02173
OG0000994	Prac.g_00108	Syaj.g_02177
OG0000995	Prac.g_00112	Syaj.g_02182
OG0000996	Prac.g_00113	Syaj.g_02221
OG0000997	Prac.g_00114	Syaj.g_02228
OG0000998	Prac.g_00116	Syaj.g_02230
OG0000999	Prac.g_00117	Syaj.g_02231
OG0001000	Prac.g_00120	Syaj.g_02236
OG0001001	Prac.g_00122	Syaj.g_02241
OG0001002	Prac.g_00126	Syaj.g_02248
OG0001003	Prac.g_00127	Syaj.g_02250
OG0001004	Prac.g_00128	Syaj.g_02251
OG0001005	Prac.g_00129	Syaj.g_02252
OG0001006	Prac.g_01949	Syaj.g_02260
OG0001007	Prac.g_01947	Syaj.g_02262
OG0001008	Prac.g_01110	Syaj.g_01554
OG0001009	Prac.g_01920	Syaj.g_02294
OG0001010	Prac.g_01919	Syaj.g_02295
OG0001011	Prac.g_01918	Syaj.g_02296
OG0001012	Prac.g_01889	Syaj.g_02108
OG0001014	Prac.g_01880	Syaj.g_02083
OG0001015	Prac.g_01879	Syaj.g_02082
OG0001016	Prac.g_01858	Syaj.g_01824
OG0001017	Prac.g_01854	Syaj.g_01830
OG0001018	Prac.g_01851	Syaj.g_01832
OG0001019	Prac.g_01842	Syaj.g_01849
OG0001020	Prac.g_01841	Syaj.g_01862
OG0001021	Prac.g_01840	Syaj.g_01867
OG0001022	Prac.g_01837	Syaj.g_01872
OG0001023	Prac.g_01836	Syaj.g_01873
OG0001024	Prac.g_01833	Syaj.g_01877
OG0001025	Prac.g_01827	Syaj.g_01884
OG0001026	Prac.g_01820	Syaj.g_01897
OG0001027	Prac.g_01819	Syaj.g_01903
OG0001028	Prac.g_01817	Syaj.g_01905
OG0001029	Prac.g_01816	Syaj.g_01907
OG0001030	Prac.g_01801	Syaj.g_01933
OG0001031	Prac.g_01744	Syaj.g_02012
OG0001032	Prac.g_01743	Syaj.g_02015
OG0001033	Prac.g_01722	Syaj.g_02044
OG0001034	Prac.g_01694	Syaj.g_02875
OG0001035	Prac.g_01677	Syaj.g_02603
OG0001036	Prac.g_01672	Syaj.g_02599
OG0001037	Prac.g_01671	Syaj.g_02597
OG0001038	Prac.g_01653	Syaj.g_02567
OG0001039	Prac.g_01650	Syaj.g_02564
OG0001040	Prac.g_01648	Syaj.g_02561
OG0001041	Prac.g_01644	Syaj.g_02556
OG0001042	Prac.g_01627	Syaj.g_02527
OG0001043	Prac.g_01626	Syaj.g_02523
OG0001044	Prac.g_01201	Syaj.g_02804
OG0001045	Prac.g_01192	Syaj.g_02817
OG0001046	Prac.g_01154	Syaj.g_00851
OG0001047	Prac.g_01108	Syaj.g_01552
OG0001048	Prac.g_01107	Syaj.g_01551
OG0001049	Prac.g_01105	Syaj.g_01548
OG0001050	Prac.g_01104	Syaj.g_01547
OG0001051	Prac.g_01103	Syaj.g_01546
OG0001052	Prac.g_01073	Syaj.g_01448
OG0001053	Prac.g_01061	Syaj.g_00075
OG0001054	Prac.g_00873	Syaj.g_00092
OG0001055	Prac.g_00855	Syaj.g_00113
OG0001056	Prac.g_00836	Syaj.g_00149
OG0001057	Prac.g_00831	Syaj.g_00160
OG0001058	Prac.g_00823	Syaj.g_00183
OG0001059	Prac.g_00819	Syaj.g_00187
OG0001060	Prac.g_00812	Syaj.g_00193
OG0001061	Prac.g_00799	Syaj.g_00214
OG0001062	Prac.g_00797	Syaj.g_00216
OG0001063	Prac.g_00795	Syaj.g_00222
OG0001064	Prac.g_00794	Syaj.g_00223
OG0001065	Prac.g_00793	Syaj.g_00224
OG0001066	Prac.g_00792	Syaj.g_00225
OG0001067	Prac.g_00791	Syaj.g_00226
OG0001068	Prac.g_00790	Syaj.g_00227
OG0001069	Prac.g_00789	Syaj.g_00228
OG0001070	Prac.g_00786	Syaj.g_00231
OG0001071	Prac.g_00785	Syaj.g_00232
OG0001072	Prac.g_00783	Syaj.g_00236
OG0001073	Prac.g_00767	Syaj.g_00254
OG0001074	Prac.g_00756	Syaj.g_01327
OG0001075	Prac.g_00755	Syaj.g_01325
OG0001076	Prac.g_00747	Syaj.g_01305
OG0001077	Prac.g_00743	Syaj.g_01294
OG0001078	Prac.g_00735	Syaj.g_01282
OG0001079	Prac.g_00724	Syaj.g_01269
OG0001080	Prac.g_00718	Syaj.g_01135
OG0001081	Prac.g_00716	Syaj.g_00699
OG0001082	Prac.g_00715	Syaj.g_00700
OG0001083	Prac.g_00710	Syaj.g_00709
OG0001084	Prac.g_00709	Syaj.g_00711
OG0001085	Prac.g_00701	Syaj.g_00721
OG0001086	Prac.g_00700	Syaj.g_00723
OG0001087	Prac.g_00683	Syaj.g_00498
OG0001088	Prac.g_00682	Syaj.g_00494
OG0001089	Prac.g_00674	Syaj.g_00439
OG0001090	Prac.g_01559	Syaj.g_00959
OG0001091	Prac.g_01557	Syaj.g_00957
OG0001092	Prac.g_01556	Syaj.g_00954
OG0001093	Prac.g_01551	Syaj.g_00948
OG0001094	Prac.g_01481	Syaj.g_01032
OG0001095	Prac.g_01462	Syaj.g_01008
OG0001096	Prac.g_01449	Syaj.g_00988
OG0001097	Prac.g_01431	Syaj.g_00371
OG0001098	Prac.g_01416	Syaj.g_01132
OG0001099	Prac.g_01396	Syaj.g_01906
OG0001100	Prac.g_01392	Syaj.g_00732
OG0001101	Prac.g_01390	Syaj.g_00734
OG0001102	Prac.g_01387	Syaj.g_00737
OG0001103	Prac.g_01385	Syaj.g_00740
OG0001104	Prac.g_01364	Syaj.g_01050
OG0001105	Prac.g_01360	Syaj.g_01046
OG0001106	Prac.g_01336	Syaj.g_00912
OG0001107	Prac.g_01329	Syaj.g_00900
OG0001108	Prac.g_01325	Syaj.g_00870
OG0001109	Prac.g_01324	Syaj.g_00868
OG0001110	Prac.g_01322	Syaj.g_00866
OG0001111	Prac.g_01321	Syaj.g_00864
OG0001112	Prac.g_01320	Syaj.g_00862
OG0001113	Prac.g_01319	Syaj.g_00861
OG0001114	Prac.g_01318	Syaj.g_00860
OG0001115	Prac.g_01316	Syaj.g_00856
OG0001116	Prac.g_01315	Syaj.g_00854
OG0001117	Prac.g_01314	Syaj.g_00853
OG0001118	Prac.g_01313	Syaj.g_00852
OG0001119	Prac.g_01312	Syaj.g_00850
OG0001120	Prac.g_01310	Syaj.g_00846
OG0001121	Prac.g_01020	Syaj.g_00630
OG0001122	Prac.g_01284	Syaj.g_00817
