Orthogroup	Prac	Syar
OG0000560	Prac.g_00818	Syar.g_02320
OG0000561	Prac.g_00817	Syar.g_02319
OG0000562	Prac.g_00816	Syar.g_02318
OG0000563	Prac.g_00815	Syar.g_02317
OG0000564	Prac.g_00814	Syar.g_02316
OG0000565	Prac.g_00811	Syar.g_02312
OG0000566	Prac.g_00809	Syar.g_02308
OG0000567	Prac.g_00805	Syar.g_02304
OG0000568	Prac.g_00804	Syar.g_02302
OG0000569	Prac.g_00803	Syar.g_02301
OG0000570	Prac.g_00802	Syar.g_02300
OG0000571	Prac.g_00800	Syar.g_02298
OG0000572	Prac.g_00787	Syar.g_02201
OG0000573	Prac.g_00780	Syar.g_02191
OG0000574	Prac.g_00779	Syar.g_02190
OG0000575	Prac.g_00775	Syar.g_03180
OG0000576	Prac.g_00772	Syar.g_02187
OG0000577	Prac.g_00771	Syar.g_02186
OG0000578	Prac.g_00770	Syar.g_02185
OG0000579	Prac.g_00769	Syar.g_02184
OG0000580	Prac.g_00768	Syar.g_02183
OG0000581	Prac.g_00766	Syar.g_02175
OG0000582	Prac.g_00763	Syar.g_02131
OG0000583	Prac.g_00762	Syar.g_02132
OG0000584	Prac.g_00761	Syar.g_02133
OG0000585	Prac.g_00759	Syar.g_02170
OG0000586	Prac.g_00758	Syar.g_02171
OG0000587	Prac.g_00757	Syar.g_02173
OG0000588	Prac.g_00753	Syar.g_02275
OG0000589	Prac.g_00750	Syar.g_02261
OG0000590	Prac.g_00749	Syar.g_02260
OG0000591	Prac.g_00746	Syar.g_02246
OG0000592	Prac.g_00745	Syar.g_02245
OG0000593	Prac.g_00739	Syar.g_02414
OG0000594	Prac.g_00738	Syar.g_02415
OG0000595	Prac.g_00737	Syar.g_02416
OG0000596	Prac.g_00733	Syar.g_02421
OG0000597	Prac.g_00731	Syar.g_02424
OG0000598	Prac.g_00730	Syar.g_02425
OG0000599	Prac.g_00727	Syar.g_02428
OG0000600	Prac.g_00726	Syar.g_02429
OG0000601	Prac.g_00725	Syar.g_02430
OG0000602	Prac.g_00723	Syar.g_02435
OG0000603	Prac.g_00722	Syar.g_02436
OG0000604	Prac.g_00721	Syar.g_02438
OG0000605	Prac.g_00720	Syar.g_02440
OG0000606	Prac.g_00717	Syar.g_02443
OG0000607	Prac.g_00714	Syar.g_02446
OG0000608	Prac.g_00713	Syar.g_02447
OG0000609	Prac.g_00712	Syar.g_02470
OG0000610	Prac.g_00707	Syar.g_01917
OG0000611	Prac.g_00704	Syar.g_01914
OG0000612	Prac.g_00703	Syar.g_01913
OG0000613	Prac.g_00698	Syar.g_00712
OG0000614	Prac.g_00679	Syar.g_02012, Syar.g_01344
OG0000615	Prac.g_00671	Syar.g_02603
OG0000616	Prac.g_00667	Syar.g_00454
OG0000617	Prac.g_01554	Syar.g_01576
OG0000618	Prac.g_01553	Syar.g_01575
OG0000619	Prac.g_01552	Syar.g_01574
OG0000620	Prac.g_01549	Syar.g_01569
OG0000621	Prac.g_01548	Syar.g_01568
OG0000622	Prac.g_01547	Syar.g_01566
OG0000623	Prac.g_01546	Syar.g_01565
OG0000624	Prac.g_01545	Syar.g_01564
OG0000625	Prac.g_01544	Syar.g_01563
OG0000626	Prac.g_01543	Syar.g_01562
OG0000627	Prac.g_01542	Syar.g_01868
OG0000628	Prac.g_01541	Syar.g_01869
OG0000629	Prac.g_01540	Syar.g_01872
OG0000630	Prac.g_01537	Syar.g_02586
OG0000631	Prac.g_01484	Syar.g_02579
OG0000632	Prac.g_01483	Syar.g_02578
OG0000633	Prac.g_01482	Syar.g_02576
OG0000634	Prac.g_01479	Syar.g_02635
OG0000635	Prac.g_01478	Syar.g_02636
OG0000636	Prac.g_01476	Syar.g_02638
OG0000637	Prac.g_01474	Syar.g_02640
OG0000638	Prac.g_01473	Syar.g_02641
OG0000639	Prac.g_01472	Syar.g_02642
OG0000640	Prac.g_01471	Syar.g_02643
OG0000641	Prac.g_01467	Syar.g_02648
OG0000642	Prac.g_01466	Syar.g_02649
OG0000643	Prac.g_01465	Syar.g_02650
OG0000644	Prac.g_01464	Syar.g_02651
OG0000645	Prac.g_01463	Syar.g_02652
OG0000646	Prac.g_01461	Syar.g_02655
OG0000647	Prac.g_01460	Syar.g_02657
OG0000648	Prac.g_01458	Syar.g_02659
OG0000649	Prac.g_01457	Syar.g_02660
OG0000650	Prac.g_01456	Syar.g_02661
OG0000651	Prac.g_01455	Syar.g_02662
OG0000652	Prac.g_01454	Syar.g_02663
OG0000653	Prac.g_01452	Syar.g_02665
OG0000654	Prac.g_01451	Syar.g_02666
OG0000655	Prac.g_01450	Syar.g_02667
OG0000656	Prac.g_01447	Syar.g_02479
OG0000657	Prac.g_01440	Syar.g_01812
OG0000658	Prac.g_01439	Syar.g_01815
OG0000659	Prac.g_01438	Syar.g_01816
OG0000660	Prac.g_01434	Syar.g_01820
OG0000661	Prac.g_01432	Syar.g_03175, Syar.g_01822
OG0000662	Prac.g_01430	Syar.g_01829
OG0000663	Prac.g_01428	Syar.g_01832
OG0000664	Prac.g_01427	Syar.g_01837
OG0000665	Prac.g_01423	Syar.g_02774
OG0000666	Prac.g_01422	Syar.g_01241
OG0000667	Prac.g_01418	Syar.g_02346
OG0000668	Prac.g_01401	Syar.g_01802
OG0000669	Prac.g_01393	Syar.g_01627
OG0000670	Prac.g_01391	Syar.g_01624
OG0000671	Prac.g_01389	Syar.g_01622
OG0000672	Prac.g_01386	Syar.g_01619
OG0000673	Prac.g_01383	Syar.g_01615
OG0000674	Prac.g_01381	Syar.g_01613
OG0000675	Prac.g_01380	Syar.g_01612
OG0000676	Prac.g_01378	Syar.g_01608
OG0000677	Prac.g_01377	Syar.g_01607
OG0000678	Prac.g_01375	Syar.g_02037
OG0000679	Prac.g_01371	Syar.g_02606
OG0000680	Prac.g_01370	Syar.g_02607
OG0000681	Prac.g_01368	Syar.g_02610
OG0000682	Prac.g_01367	Syar.g_02611
OG0000683	Prac.g_01366	Syar.g_02612
OG0000684	Prac.g_01365	Syar.g_02615
OG0000685	Prac.g_01363	Syar.g_02617
OG0000686	Prac.g_01362	Syar.g_02618
OG0000687	Prac.g_01361	Syar.g_02619
OG0000688	Prac.g_01358	Syar.g_02624
OG0000689	Prac.g_01357	Syar.g_02626
OG0000690	Prac.g_01356	Syar.g_02627
OG0000691	Prac.g_01355	Syar.g_02628
OG0000692	Prac.g_01353	Syar.g_02629
OG0000693	Prac.g_01352	Syar.g_02631
OG0000694	Prac.g_01351	Syar.g_02632
OG0000695	Prac.g_01349	Syar.g_02573
OG0000696	Prac.g_01348	Syar.g_02572
OG0000697	Prac.g_01347	Syar.g_02570
OG0000698	Prac.g_01344	Syar.g_02567
OG0000699	Prac.g_01343	Syar.g_02566
OG0000700	Prac.g_01342	Syar.g_02565
OG0000701	Prac.g_01341	Syar.g_02564
OG0000702	Prac.g_01339	Syar.g_02559
OG0000703	Prac.g_01338	Syar.g_02557
OG0000704	Prac.g_01337	Syar.g_02555
OG0000705	Prac.g_01333	Syar.g_02547
OG0000706	Prac.g_01332	Syar.g_02546
OG0000707	Prac.g_01331	Syar.g_02545
OG0000708	Prac.g_01330	Syar.g_02542
OG0000709	Prac.g_01326	Syar.g_02534
OG0000710	Prac.g_01323	Syar.g_02528
OG0000711	Prac.g_01307	Syar.g_02499
OG0000712	Prac.g_01305	Syar.g_02497
OG0000713	Prac.g_01304	Syar.g_02496
OG0000714	Prac.g_01303	Syar.g_02494
OG0000715	Prac.g_01301	Syar.g_02492
OG0000716	Prac.g_01299	Syar.g_02488
OG0000717	Prac.g_01298	Syar.g_02487
OG0000718	Prac.g_01287	Syar.g_02483
OG0000719	Prac.g_01285	Syar.g_01804
OG0000720	Prac.g_01276	Syar.g_01790
OG0000721	Prac.g_01274	Syar.g_01788
OG0000722	Prac.g_01273	Syar.g_01787
OG0000723	Prac.g_01270	Syar.g_01560
OG0000724	Prac.g_01261	Syar.g_01367, Syar.g_02120
OG0000725	Prac.g_01255	Syar.g_01934
OG0000726	Prac.g_01254	Syar.g_01935
OG0000727	Prac.g_01253	Syar.g_01936
OG0000728	Prac.g_01251	Syar.g_01938
OG0000729	Prac.g_01205	Syar.g_00593
OG0000730	Prac.g_01046	Syar.g_01115
OG0000731	Prac.g_01042	Syar.g_01127
OG0000732	Prac.g_01036	Syar.g_00522
OG0000733	Prac.g_01017	Syar.g_02234
OG0000734	Prac.g_01000	Syar.g_03128
OG0000735	Prac.g_00998	Syar.g_01522
OG0000736	Prac.g_00997	Syar.g_01523
OG0000737	Prac.g_00996	Syar.g_01524
OG0000738	Prac.g_00992	Syar.g_01530
OG0000739	Prac.g_00991	Syar.g_01531
OG0000740	Prac.g_00990	Syar.g_01532
OG0000741	Prac.g_00989	Syar.g_01535
OG0000742	Prac.g_00986	Syar.g_01538
OG0000743	Prac.g_00984	Syar.g_01541
OG0000744	Prac.g_00983	Syar.g_01542
OG0000745	Prac.g_00982	Syar.g_01545
OG0000746	Prac.g_00980	Syar.g_01549
OG0000747	Prac.g_00979	Syar.g_01551
OG0000748	Prac.g_00976	Syar.g_01945
OG0000749	Prac.g_00975	Syar.g_01946
OG0000750	Prac.g_00974	Syar.g_01947
OG0000751	Prac.g_00972	Syar.g_01952
OG0000752	Prac.g_00970	Syar.g_01954
OG0000753	Prac.g_00967	Syar.g_01957
OG0000754	Prac.g_00964	Syar.g_01963
OG0000755	Prac.g_00961	Syar.g_01974
OG0000756	Prac.g_00960	Syar.g_01975
OG0000757	Prac.g_00954	Syar.g_01984
OG0000758	Prac.g_00953	Syar.g_01985
OG0000759	Prac.g_00952	Syar.g_01986
OG0000760	Prac.g_00951	Syar.g_01987
OG0000761	Prac.g_00950	Syar.g_01988
OG0000762	Prac.g_00949	Syar.g_01992
OG0000763	Prac.g_00947	Syar.g_01699
OG0000764	Prac.g_00946	Syar.g_01700
OG0000765	Prac.g_00937	Syar.g_01718
OG0000766	Prac.g_00936	Syar.g_01719
OG0000767	Prac.g_00934	Syar.g_01721
OG0000768	Prac.g_00933	Syar.g_01722
OG0000769	Prac.g_00931	Syar.g_01724
OG0000770	Prac.g_00929	Syar.g_01727
OG0000771	Prac.g_00448	Syar.g_01373
OG0000772	Prac.g_00154	Syar.g_00746
OG0000773	Prac.g_00166	Syar.g_02694
OG0000774	Prac.g_00168	Syar.g_02771
OG0000775	Prac.g_00170	Syar.g_02773
OG0000776	Prac.g_00171	Syar.g_01755
OG0000777	Prac.g_00172	Syar.g_01754
OG0000778	Prac.g_00173	Syar.g_01753
OG0000779	Prac.g_00177	Syar.g_02779
OG0000780	Prac.g_00178	Syar.g_02781
OG0000781	Prac.g_00181	Syar.g_02785
OG0000782	Prac.g_00182	Syar.g_02786
OG0000783	Prac.g_00183	Syar.g_02787
OG0000784	Prac.g_00184	Syar.g_02788
OG0000785	Prac.g_00186	Syar.g_02791
OG0000786	Prac.g_00188	Syar.g_02795
OG0000787	Prac.g_00189	Syar.g_02796
OG0000788	Prac.g_00204	Syar.g_02331
OG0000789	Prac.g_00207	Syar.g_02040
OG0000790	Prac.g_00222	Syar.g_01456
OG0000791	Prac.g_00224	Syar.g_01454
OG0000792	Prac.g_00225	Syar.g_01453
OG0000793	Prac.g_00228	Syar.g_01243
OG0000794	Prac.g_00229	Syar.g_01242
OG0000795	Prac.g_00230	Syar.g_01240
OG0000796	Prac.g_00234	Syar.g_01236
OG0000797	Prac.g_00235	Syar.g_01235
OG0000798	Prac.g_00262	Syar.g_00222, Syar.g_02701
OG0000799	Prac.g_00429	Syar.g_02844
OG0000800	Prac.g_00428	Syar.g_02843
OG0000801	Prac.g_00427	Syar.g_02842
OG0000802	Prac.g_00425	Syar.g_02825
OG0000803	Prac.g_00423	Syar.g_02822
OG0000804	Prac.g_00422	Syar.g_02819
OG0000805	Prac.g_00420	Syar.g_02817
OG0000806	Prac.g_00418	Syar.g_02815
OG0000807	Prac.g_00417	Syar.g_02814
OG0000808	Prac.g_00416	Syar.g_02813
OG0000809	Prac.g_00413	Syar.g_02811
OG0000810	Prac.g_00412	Syar.g_02810
OG0000811	Prac.g_00408	Syar.g_02805
OG0000812	Prac.g_00406	Syar.g_02803
OG0000813	Prac.g_00405	Syar.g_02802
OG0000814	Prac.g_00403	Syar.g_02800
OG0000815	Prac.g_00402	Syar.g_02799
OG0000816	Prac.g_00400	Syar.g_02797
OG0000817	Prac.g_00399	Syar.g_02861
OG0000818	Prac.g_00394	Syar.g_01418
OG0000819	Prac.g_00393	Syar.g_01417
OG0000820	Prac.g_00392	Syar.g_01416
OG0000821	Prac.g_00388	Syar.g_01410
OG0000822	Prac.g_00387	Syar.g_01408
OG0000823	Prac.g_00386	Syar.g_00017, Syar.g_01407
OG0000824	Prac.g_00383	Syar.g_01402
OG0000825	Prac.g_00382	Syar.g_01401
OG0000826	Prac.g_00381	Syar.g_01400
OG0000827	Prac.g_00380	Syar.g_01399
OG0000828	Prac.g_00377	Syar.g_01396
OG0000829	Prac.g_00376	Syar.g_01395
OG0000830	Prac.g_00375	Syar.g_01394
OG0000831	Prac.g_00373	Syar.g_01391
OG0000832	Prac.g_00367	Syar.g_01213
OG0000833	Prac.g_00359	Syar.g_02877
OG0000834	Prac.g_00358	Syar.g_02878
OG0000835	Prac.g_00357	Syar.g_02879
OG0000836	Prac.g_00356	Syar.g_02881
OG0000837	Prac.g_00355	Syar.g_02882
OG0000838	Prac.g_00353	Syar.g_02886
OG0000839	Prac.g_00352	Syar.g_02887
OG0000840	Prac.g_00351	Syar.g_02888
OG0000841	Prac.g_00350	Syar.g_02889
OG0000842	Prac.g_00349	Syar.g_02890
OG0000843	Prac.g_00348	Syar.g_02891
OG0000844	Prac.g_00347	Syar.g_02893
OG0000845	Prac.g_00346	Syar.g_02894
OG0000846	Prac.g_00345	Syar.g_02895
OG0000847	Prac.g_00344	Syar.g_02896
OG0000848	Prac.g_00343	Syar.g_02898
OG0000849	Prac.g_00342	Syar.g_02899
OG0000850	Prac.g_00340	Syar.g_02902
OG0000851	Prac.g_00339	Syar.g_02905
OG0000852	Prac.g_00338	Syar.g_02906
OG0000853	Prac.g_00334	Syar.g_02910
OG0000854	Prac.g_00332	Syar.g_02912
OG0000855	Prac.g_00331	Syar.g_02913
OG0000856	Prac.g_00317	Syar.g_02243
OG0000857	Prac.g_00288	Syar.g_02656
OG0000858	Prac.g_00631	Syar.g_02920
OG0000859	Prac.g_00630	Syar.g_02921
OG0000860	Prac.g_00623	Syar.g_02931
OG0000861	Prac.g_00622	Syar.g_02932
OG0000862	Prac.g_00621	Syar.g_02942
OG0000863	Prac.g_00619	Syar.g_02944
OG0000864	Prac.g_00618	Syar.g_02945
OG0000865	Prac.g_00617	Syar.g_02946
OG0000866	Prac.g_00616	Syar.g_02947
OG0000867	Prac.g_00615	Syar.g_02948
OG0000868	Prac.g_00614	Syar.g_02950
OG0000869	Prac.g_00610	Syar.g_02955
OG0000870	Prac.g_00605	Syar.g_02960
OG0000871	Prac.g_00604	Syar.g_02961
OG0000872	Prac.g_00603	Syar.g_02967
OG0000873	Prac.g_00600	Syar.g_02970
OG0000874	Prac.g_00597	Syar.g_02974
OG0000875	Prac.g_00596	Syar.g_02975
OG0000876	Prac.g_00595	Syar.g_01828
OG0000877	Prac.g_00593	Syar.g_02977
OG0000878	Prac.g_00592	Syar.g_02978
OG0000879	Prac.g_00591	Syar.g_02979
OG0000880	Prac.g_00590	Syar.g_02980
OG0000881	Prac.g_00586	Syar.g_02984
OG0000882	Prac.g_00581	Syar.g_02989
OG0000883	Prac.g_00580	Syar.g_02992
OG0000884	Prac.g_00578	Syar.g_02994
OG0000885	Prac.g_00577	Syar.g_02995
OG0000886	Prac.g_00576	Syar.g_02996
OG0000887	Prac.g_00575	Syar.g_02998
OG0000888	Prac.g_00573	Syar.g_03000
OG0000889	Prac.g_00571	Syar.g_03002
OG0000890	Prac.g_00570	Syar.g_03005
OG0000891	Prac.g_00569	Syar.g_03006
OG0000892	Prac.g_00471	Syar.g_03008
OG0000893	Prac.g_00476	Syar.g_00150
OG0000894	Prac.g_00478	Syar.g_00145
OG0000895	Prac.g_00481	Syar.g_00141
OG0000896	Prac.g_00482	Syar.g_00140
OG0000897	Prac.g_00484	Syar.g_00138
OG0000898	Prac.g_00485	Syar.g_00137
OG0000899	Prac.g_00486	Syar.g_00136
OG0000900	Prac.g_00487	Syar.g_00135
OG0000901	Prac.g_00490	Syar.g_00130
OG0000902	Prac.g_00492	Syar.g_01013
OG0000903	Prac.g_00495	Syar.g_01026
OG0000904	Prac.g_00497	Syar.g_01021
OG0000905	Prac.g_00502	Syar.g_01018
OG0000906	Prac.g_00503	Syar.g_01015
OG0000907	Prac.g_00506	Syar.g_01028
OG0000908	Prac.g_00509	Syar.g_01031
OG0000909	Prac.g_00510	Syar.g_01032
OG0000910	Prac.g_00511	Syar.g_01033
OG0000911	Prac.g_00513	Syar.g_01035
OG0000912	Prac.g_00514	Syar.g_01036
OG0000913	Prac.g_00515	Syar.g_01037
OG0000914	Prac.g_00516	Syar.g_01038
OG0000915	Prac.g_00517	Syar.g_01040
OG0000916	Prac.g_00518	Syar.g_01041
OG0000917	Prac.g_00519	Syar.g_01042
OG0000918	Prac.g_00520	Syar.g_01043
OG0000919	Prac.g_00521	Syar.g_01044
OG0000920	Prac.g_00522	Syar.g_01045
OG0000921	Prac.g_00523	Syar.g_01046
OG0000922	Prac.g_00524	Syar.g_01047
OG0000923	Prac.g_00528	Syar.g_01051
OG0000924	Prac.g_00529	Syar.g_01052
OG0000925	Prac.g_00530	Syar.g_01053
OG0000926	Prac.g_00531	Syar.g_01054
OG0000927	Prac.g_00533	Syar.g_01056
OG0000928	Prac.g_00534	Syar.g_01057
OG0000929	Prac.g_00535	Syar.g_01058
OG0000930	Prac.g_00536	Syar.g_01059
OG0000931	Prac.g_00537	Syar.g_01060
OG0000932	Prac.g_00538	Syar.g_01061
OG0000933	Prac.g_00542	Syar.g_01066
OG0000934	Prac.g_00544	Syar.g_01068
OG0000935	Prac.g_00545	Syar.g_01069
OG0000936	Prac.g_00546	Syar.g_01070
OG0000937	Prac.g_00547	Syar.g_01071
OG0000938	Prac.g_00549	Syar.g_01074
OG0000939	Prac.g_00550	Syar.g_01075
OG0000940	Prac.g_00556	Syar.g_01081
OG0000941	Prac.g_00558	Syar.g_01083
OG0000942	Prac.g_00560	Syar.g_01085
OG0000943	Prac.g_00561	Syar.g_01086
OG0000944	Prac.g_00562	Syar.g_01088
OG0000945	Prac.g_00563	Syar.g_01089
OG0000946	Prac.g_00005	Syar.g_01095
OG0000947	Prac.g_00007	Syar.g_01098
OG0000948	Prac.g_00008	Syar.g_01099
OG0000949	Prac.g_00011	Syar.g_00283
OG0000950	Prac.g_00016	Syar.g_00661
OG0000951	Prac.g_00020	Syar.g_00656
OG0000952	Prac.g_00024	Syar.g_00651
OG0000953	Prac.g_00027	Syar.g_00248
OG0000954	Prac.g_00031	Syar.g_00258
OG0000955	Prac.g_00032	Syar.g_00259
OG0000956	Prac.g_00034	Syar.g_00261
OG0000957	Prac.g_00039	Syar.g_00610
OG0000958	Prac.g_00040	Syar.g_00609
OG0000959	Prac.g_00044	Syar.g_00605
OG0000960	Prac.g_00045	Syar.g_00604
OG0000961	Prac.g_00047	Syar.g_00094
OG0000962	Prac.g_00049	Syar.g_00594
OG0000963	Prac.g_00052	Syar.g_00590
OG0000964	Prac.g_00053	Syar.g_00589
OG0000965	Prac.g_00054	Syar.g_00588
OG0000966	Prac.g_00061	Syar.g_00549
OG0000967	Prac.g_00065	Syar.g_00545
OG0000968	Prac.g_00067	Syar.g_00542
OG0000969	Prac.g_00068	Syar.g_00540
OG0000970	Prac.g_00069	Syar.g_00539
OG0000971	Prac.g_00070	Syar.g_00537
OG0000972	Prac.g_00071	Syar.g_00536
OG0000973	Prac.g_00072	Syar.g_00535
OG0000974	Prac.g_00073	Syar.g_00534
OG0000975	Prac.g_00074	Syar.g_00533
OG0000976	Prac.g_00075	Syar.g_00532
OG0000977	Prac.g_00076	Syar.g_00530
OG0000978	Prac.g_00077	Syar.g_00529
OG0000979	Prac.g_00080	Syar.g_00526
OG0000980	Prac.g_00082	Syar.g_00523
OG0000981	Prac.g_00084	Syar.g_00520
OG0000982	Prac.g_00086	Syar.g_00331
OG0000983	Prac.g_00087	Syar.g_00332
OG0000984	Prac.g_00088	Syar.g_00333
OG0000985	Prac.g_00091	Syar.g_00337
OG0000986	Prac.g_00093	Syar.g_00344
OG0000987	Prac.g_00094	Syar.g_00346
OG0000988	Prac.g_00097	Syar.g_00352
OG0000989	Prac.g_00100	Syar.g_00377
OG0000990	Prac.g_00103	Syar.g_00697
OG0000991	Prac.g_00104	Syar.g_00700
OG0000992	Prac.g_00106	Syar.g_00704
OG0000993	Prac.g_00107	Syar.g_00705
OG0000994	Prac.g_00108	Syar.g_00708
OG0000995	Prac.g_00112	Syar.g_03212, Syar.g_00624
OG0000996	Prac.g_00113	Syar.g_00861
OG0000997	Prac.g_00114	Syar.g_00437
OG0000998	Prac.g_00116	Syar.g_00439
OG0000999	Prac.g_00117	Syar.g_00440
OG0001000	Prac.g_00120	Syar.g_00955, Syar.g_00444
OG0001001	Prac.g_00122	Syar.g_00450
OG0001002	Prac.g_00126	Syar.g_00457
OG0001003	Prac.g_00127	Syar.g_00459
OG0001004	Prac.g_00128	Syar.g_00460
OG0001005	Prac.g_00129	Syar.g_00461
OG0001006	Prac.g_01949	Syar.g_00468
OG0001007	Prac.g_01947	Syar.g_00470
OG0001008	Prac.g_01110	Syar.g_01178, Syar.g_03274
OG0001009	Prac.g_01920	Syar.g_00500
OG0001010	Prac.g_01919	Syar.g_00501
OG0001011	Prac.g_01918	Syar.g_00503
OG0001013	Prac.g_01883	Syar.g_00906
OG0001014	Prac.g_01880	Syar.g_00914
OG0001015	Prac.g_01879	Syar.g_00915
OG0001017	Prac.g_01854	Syar.g_03050
OG0001018	Prac.g_01851	Syar.g_03052
OG0001019	Prac.g_01842	Syar.g_03086
OG0001020	Prac.g_01841	Syar.g_03092
OG0001021	Prac.g_01840	Syar.g_03098
OG0001022	Prac.g_01837	Syar.g_03102
OG0001023	Prac.g_01836	Syar.g_03103
OG0001024	Prac.g_01833	Syar.g_02276
OG0001025	Prac.g_01827	Syar.g_03115
OG0001026	Prac.g_01820	Syar.g_03131
OG0001027	Prac.g_01819	Syar.g_00031
OG0001028	Prac.g_01817	Syar.g_00034
OG0001029	Prac.g_01816	Syar.g_00036
OG0001030	Prac.g_01801	Syar.g_00058
OG0001031	Prac.g_01744	Syar.g_00129
OG0001032	Prac.g_01743	Syar.g_01011
OG0001033	Prac.g_01722	Syar.g_00962
OG0001034	Prac.g_01694	Syar.g_03022
OG0001035	Prac.g_01677	Syar.g_00171
OG0001036	Prac.g_01672	Syar.g_00193
OG0001037	Prac.g_01671	Syar.g_00195
OG0001038	Prac.g_01653	Syar.g_00223
OG0001039	Prac.g_01650	Syar.g_00226
OG0001040	Prac.g_01648	Syar.g_00229
OG0001041	Prac.g_01644	Syar.g_00234
OG0001042	Prac.g_01627	Syar.g_00831
OG0001043	Prac.g_01626	Syar.g_00826
OG0001044	Prac.g_01201	Syar.g_01117
OG0001045	Prac.g_01192	Syar.g_01130
OG0001046	Prac.g_01154	Syar.g_02514
OG0001047	Prac.g_01108	Syar.g_01180
OG0001048	Prac.g_01107	Syar.g_01181
OG0001049	Prac.g_01105	Syar.g_02872
OG0001050	Prac.g_01104	Syar.g_02871
OG0001051	Prac.g_01103	Syar.g_02870
OG0001052	Prac.g_01073	Syar.g_01269
OG0001053	Prac.g_01061	Syar.g_01472
OG0001054	Prac.g_00873	Syar.g_01492
OG0001055	Prac.g_00855	Syar.g_01513
OG0001056	Prac.g_00836	Syar.g_02349
OG0001057	Prac.g_00831	Syar.g_02341
OG0001058	Prac.g_00823	Syar.g_02324
OG0001059	Prac.g_00819	Syar.g_00422
OG0001060	Prac.g_00812	Syar.g_02315
OG0001061	Prac.g_00799	Syar.g_02297
OG0001062	Prac.g_00797	Syar.g_02294
OG0001063	Prac.g_00795	Syar.g_02209
OG0001064	Prac.g_00794	Syar.g_02208
OG0001065	Prac.g_00793	Syar.g_02207
OG0001066	Prac.g_00792	Syar.g_02206
OG0001067	Prac.g_00791	Syar.g_02205
OG0001068	Prac.g_00790	Syar.g_02204
OG0001069	Prac.g_00789	Syar.g_02203
OG0001070	Prac.g_00786	Syar.g_02200
OG0001071	Prac.g_00785	Syar.g_02199
OG0001072	Prac.g_00783	Syar.g_02195
OG0001073	Prac.g_00767	Syar.g_02182
OG0001074	Prac.g_00756	Syar.g_02031
OG0001075	Prac.g_00755	Syar.g_02215
OG0001076	Prac.g_00747	Syar.g_02253
OG0001077	Prac.g_00743	Syar.g_02240
OG0001078	Prac.g_00735	Syar.g_02419
OG0001079	Prac.g_00724	Syar.g_02431
OG0001080	Prac.g_00718	Syar.g_02442
OG0001081	Prac.g_00716	Syar.g_02444
OG0001082	Prac.g_00715	Syar.g_02445
OG0001083	Prac.g_00710	Syar.g_02473
OG0001084	Prac.g_00709	Syar.g_02474
OG0001085	Prac.g_00701	Syar.g_01688
OG0001086	Prac.g_00700	Syar.g_01686
OG0001087	Prac.g_00683	Syar.g_02347
OG0001088	Prac.g_00682	Syar.g_00431
OG0001089	Prac.g_00674	Syar.g_01942
OG0001090	Prac.g_01559	Syar.g_01582
OG0001091	Prac.g_01557	Syar.g_01580
OG0001092	Prac.g_01556	Syar.g_01578
OG0001093	Prac.g_01551	Syar.g_01572
OG0001094	Prac.g_01481	Syar.g_02633
OG0001095	Prac.g_01462	Syar.g_02653
OG0001096	Prac.g_01449	Syar.g_02476
OG0001097	Prac.g_01431	Syar.g_01823
OG0001098	Prac.g_01416	Syar.g_01672
OG0001099	Prac.g_01396	Syar.g_00035
OG0001100	Prac.g_01392	Syar.g_01625
OG0001101	Prac.g_01390	Syar.g_01623
OG0001102	Prac.g_01387	Syar.g_01620
OG0001103	Prac.g_01385	Syar.g_01618
OG0001104	Prac.g_01364	Syar.g_02616
OG0001105	Prac.g_01360	Syar.g_02620
OG0001106	Prac.g_01336	Syar.g_02553
OG0001107	Prac.g_01329	Syar.g_02541
OG0001109	Prac.g_01324	Syar.g_02529
OG0001110	Prac.g_01322	Syar.g_02527
OG0001111	Prac.g_01321	Syar.g_02525
OG0001112	Prac.g_01320	Syar.g_02523
OG0001113	Prac.g_01319	Syar.g_02522
OG0001114	Prac.g_01318	Syar.g_02521
OG0001115	Prac.g_01316	Syar.g_02519
OG0001116	Prac.g_01315	Syar.g_02517
OG0001117	Prac.g_01314	Syar.g_02516
OG0001118	Prac.g_01313	Syar.g_02515
OG0001119	Prac.g_01312	Syar.g_02513
OG0001120	Prac.g_01310	Syar.g_02507
OG0001122	Prac.g_01284	Syar.g_01803
OG0001123	Prac.g_01280	Syar.g_01796
OG0001124	Prac.g_01278	Syar.g_01793
OG0001125	Prac.g_01277	Syar.g_01791
OG0001126	Prac.g_01267	Syar.g_01375
OG0001127	Prac.g_01266	Syar.g_01374
OG0001128	Prac.g_01264	Syar.g_01371
OG0001129	Prac.g_01263	Syar.g_01369
OG0001130	Prac.g_01262	Syar.g_01368
OG0001131	Prac.g_01225	Syar.g_02448
OG0001132	Prac.g_01216	Syar.g_00684
OG0001133	Prac.g_01031	Syar.g_02249
OG0001134	Prac.g_01018	Syar.g_02235
OG0001135	Prac.g_01015	Syar.g_02232
OG0001136	Prac.g_00988	Syar.g_01536
OG0001137	Prac.g_00977	Syar.g_01944
OG0001138	Prac.g_00959	Syar.g_01977
OG0001139	Prac.g_00958	Syar.g_01980
OG0001140	Prac.g_00957	Syar.g_01981
OG0001141	Prac.g_00956	Syar.g_01982
OG0001142	Prac.g_00955	Syar.g_01983
