Orthogroup	Prac	Prbk
OG0000567	Prac.g_00805	Prbk.g_01873
OG0000568	Prac.g_00804	Prbk.g_01871
OG0000569	Prac.g_00803	Prbk.g_01104
OG0000570	Prac.g_00802	Prbk.g_01105
OG0000571	Prac.g_00800	Prbk.g_01108
OG0000572	Prac.g_00787	Prbk.g_01124
OG0000573	Prac.g_00780	Prbk.g_01131
OG0000574	Prac.g_00779	Prbk.g_01132
OG0000575	Prac.g_00775	Prbk.g_01141
OG0000576	Prac.g_00772	Prbk.g_01143
OG0000577	Prac.g_00771	Prbk.g_01144
OG0000578	Prac.g_00770	Prbk.g_01145
OG0000579	Prac.g_00769	Prbk.g_01146
OG0000580	Prac.g_00768	Prbk.g_01147
OG0000581	Prac.g_00766	Prbk.g_01151
OG0000582	Prac.g_00763	Prbk.g_01155
OG0000583	Prac.g_00762	Prbk.g_01156
OG0000584	Prac.g_00761	Prbk.g_01157
OG0000585	Prac.g_00759	Prbk.g_01159
OG0000586	Prac.g_00758	Prbk.g_01161
OG0000587	Prac.g_00757	Prbk.g_01163
OG0000588	Prac.g_00753	Prbk.g_02605
OG0000589	Prac.g_00750	Prbk.g_02608
OG0000590	Prac.g_00749	Prbk.g_02609
OG0000591	Prac.g_00746	Prbk.g_02616
OG0000592	Prac.g_00745	Prbk.g_02617
OG0000593	Prac.g_00739	Prbk.g_02627
OG0000594	Prac.g_00738	Prbk.g_02628
OG0000595	Prac.g_00737	Prbk.g_02629
OG0000596	Prac.g_00733	Prbk.g_02634
OG0000597	Prac.g_00731	Prbk.g_02637
OG0000598	Prac.g_00730	Prbk.g_02638
OG0000599	Prac.g_00727	Prbk.g_02648
OG0000600	Prac.g_00726	Prbk.g_02649
OG0000601	Prac.g_00725	Prbk.g_02650
OG0000602	Prac.g_00723	Prbk.g_02654
OG0000603	Prac.g_00722	Prbk.g_02655
OG0000604	Prac.g_00721	Prbk.g_02656
OG0000605	Prac.g_00720	Prbk.g_00740
OG0000606	Prac.g_00717	Prbk.g_00729
OG0000607	Prac.g_00714	Prbk.g_00726
OG0000608	Prac.g_00713	Prbk.g_00725
OG0000609	Prac.g_00712	Prbk.g_00723
OG0000610	Prac.g_00707	Prbk.g_00715
OG0000611	Prac.g_00704	Prbk.g_00712
OG0000612	Prac.g_00703	Prbk.g_00711
OG0000613	Prac.g_00698	Prbk.g_00478
OG0000614	Prac.g_00679	Prbk.g_01802
OG0000615	Prac.g_00671	Prbk.g_02429
OG0000616	Prac.g_00667	Prbk.g_02262
OG0000617	Prac.g_01554	Prbk.g_00613
OG0000618	Prac.g_01553	Prbk.g_00612
OG0000619	Prac.g_01552	Prbk.g_00611
OG0000620	Prac.g_01549	Prbk.g_00607
OG0000621	Prac.g_01548	Prbk.g_00606
OG0000622	Prac.g_01547	Prbk.g_00605
OG0000623	Prac.g_01546	Prbk.g_00604
OG0000624	Prac.g_01545	Prbk.g_00603
OG0000625	Prac.g_01544	Prbk.g_00602
OG0000626	Prac.g_01543	Prbk.g_00601
OG0000627	Prac.g_01542	Prbk.g_02376
OG0000628	Prac.g_01541	Prbk.g_02375
OG0000629	Prac.g_01540	Prbk.g_02372
OG0000630	Prac.g_01537	Prbk.g_02368
OG0000631	Prac.g_01484	Prbk.g_02362
OG0000632	Prac.g_01483	Prbk.g_02361
OG0000633	Prac.g_01482	Prbk.g_02360
OG0000634	Prac.g_01479	Prbk.g_02464
OG0000635	Prac.g_01478	Prbk.g_02465
OG0000636	Prac.g_01476	Prbk.g_02467
OG0000637	Prac.g_01474	Prbk.g_02469
OG0000638	Prac.g_01473	Prbk.g_02470
OG0000639	Prac.g_01472	Prbk.g_02471
OG0000640	Prac.g_01471	Prbk.g_02472
OG0000641	Prac.g_01467	Prbk.g_02476
OG0000642	Prac.g_01466	Prbk.g_02477
OG0000643	Prac.g_01465	Prbk.g_02478
OG0000644	Prac.g_01464	Prbk.g_02479
OG0000645	Prac.g_01463	Prbk.g_02480
OG0000646	Prac.g_01461	Prbk.g_02483
OG0000647	Prac.g_01460	Prbk.g_02486
OG0000648	Prac.g_01458	Prbk.g_02488
OG0000649	Prac.g_01457	Prbk.g_02489
OG0000650	Prac.g_01456	Prbk.g_02490
OG0000651	Prac.g_01455	Prbk.g_02491
OG0000652	Prac.g_01454	Prbk.g_02492
OG0000653	Prac.g_01452	Prbk.g_02494
OG0000654	Prac.g_01451	Prbk.g_02495
OG0000655	Prac.g_01450	Prbk.g_02496
OG0000656	Prac.g_01447	Prbk.g_02499
OG0000657	Prac.g_01440	Prbk.g_02532
OG0000658	Prac.g_01439	Prbk.g_02534
OG0000659	Prac.g_01438	Prbk.g_02535
OG0000660	Prac.g_01434	Prbk.g_02539
OG0000661	Prac.g_01432	Prbk.g_02541
OG0000662	Prac.g_01430	Prbk.g_02543
OG0000663	Prac.g_01428	Prbk.g_02546
OG0000664	Prac.g_01427	Prbk.g_02547
OG0000665	Prac.g_01423	Prbk.g_02560
OG0000666	Prac.g_01422	Prbk.g_02563
OG0000667	Prac.g_01418	Prbk.g_02570
OG0000668	Prac.g_01401	Prbk.g_00582
OG0000669	Prac.g_01393	Prbk.g_02580
OG0000670	Prac.g_01391	Prbk.g_01662
OG0000671	Prac.g_01389	Prbk.g_02391
OG0000672	Prac.g_01386	Prbk.g_02394
OG0000673	Prac.g_01383	Prbk.g_02397
OG0000674	Prac.g_01381	Prbk.g_02399
OG0000675	Prac.g_01380	Prbk.g_02400
OG0000676	Prac.g_01378	Prbk.g_02408
OG0000677	Prac.g_01377	Prbk.g_02410
OG0000678	Prac.g_01375	Prbk.g_02415
OG0000679	Prac.g_01371	Prbk.g_02435
OG0000680	Prac.g_01370	Prbk.g_02436
OG0000681	Prac.g_01368	Prbk.g_02438
OG0000682	Prac.g_01367	Prbk.g_02439
OG0000683	Prac.g_01366	Prbk.g_02440
OG0000684	Prac.g_01365	Prbk.g_02453
OG0000685	Prac.g_01363	Prbk.g_02451
OG0000686	Prac.g_01362	Prbk.g_02450
OG0000687	Prac.g_01361	Prbk.g_02449
OG0000688	Prac.g_01358	Prbk.g_02455
OG0000689	Prac.g_01357	Prbk.g_02456
OG0000690	Prac.g_01356	Prbk.g_02457
OG0000691	Prac.g_01355	Prbk.g_02458
OG0000692	Prac.g_01353	Prbk.g_02459
OG0000693	Prac.g_01352	Prbk.g_02460
OG0000694	Prac.g_01351	Prbk.g_02461
OG0000695	Prac.g_01349	Prbk.g_02358
OG0000696	Prac.g_01348	Prbk.g_02357
OG0000697	Prac.g_01347	Prbk.g_02355
OG0000698	Prac.g_01344	Prbk.g_02352
OG0000699	Prac.g_01343	Prbk.g_02350
OG0000700	Prac.g_01342	Prbk.g_02349
OG0000701	Prac.g_01341	Prbk.g_02348
OG0000702	Prac.g_01339	Prbk.g_02340
OG0000703	Prac.g_01338	Prbk.g_02339
OG0000704	Prac.g_01337	Prbk.g_02337
OG0000705	Prac.g_01333	Prbk.g_02331
OG0000706	Prac.g_01332	Prbk.g_02330
OG0000707	Prac.g_01331	Prbk.g_02329
OG0000708	Prac.g_01330	Prbk.g_02327
OG0000709	Prac.g_01326	Prbk.g_02320
OG0000710	Prac.g_01323	Prbk.g_02316
OG0000711	Prac.g_01307	Prbk.g_02293
OG0000712	Prac.g_01305	Prbk.g_02292
OG0000713	Prac.g_01304	Prbk.g_00562
OG0000714	Prac.g_01303	Prbk.g_00566
OG0000715	Prac.g_01301	Prbk.g_00568
OG0000716	Prac.g_01299	Prbk.g_00572
OG0000717	Prac.g_01298	Prbk.g_00573
OG0000718	Prac.g_01287	Prbk.g_00578
OG0000719	Prac.g_01285	Prbk.g_00580
OG0000720	Prac.g_01276	Prbk.g_00593
OG0000721	Prac.g_01274	Prbk.g_00594
OG0000722	Prac.g_01273	Prbk.g_00595
OG0000723	Prac.g_01270	Prbk.g_00599
OG0000724	Prac.g_01261	Prbk.g_00061
OG0000725	Prac.g_01255	Prbk.g_00054
OG0000726	Prac.g_01254	Prbk.g_00053
OG0000727	Prac.g_01253	Prbk.g_00052
OG0000728	Prac.g_01251	Prbk.g_00051
OG0000729	Prac.g_01205	Prbk.g_01531
OG0000730	Prac.g_01046	Prbk.g_00869
OG0000731	Prac.g_01042	Prbk.g_00879
OG0000732	Prac.g_01036	Prbk.g_01601
OG0000733	Prac.g_01017	Prbk.g_02202
OG0000734	Prac.g_01000	Prbk.g_00004
OG0000735	Prac.g_00998	Prbk.g_01037
OG0000736	Prac.g_00997	Prbk.g_01036
OG0000737	Prac.g_00996	Prbk.g_01035
OG0000738	Prac.g_00992	Prbk.g_01028
OG0000739	Prac.g_00991	Prbk.g_01026
OG0000740	Prac.g_00990	Prbk.g_01025
OG0000741	Prac.g_00989	Prbk.g_01022
OG0000742	Prac.g_00986	Prbk.g_01020
OG0000743	Prac.g_00984	Prbk.g_01018
OG0000744	Prac.g_00983	Prbk.g_01017
OG0000745	Prac.g_00982	Prbk.g_00141
OG0000746	Prac.g_00980	Prbk.g_00143
OG0000747	Prac.g_00979	Prbk.g_00144
OG0000748	Prac.g_00976	Prbk.g_00156
OG0000749	Prac.g_00975	Prbk.g_00157
OG0000750	Prac.g_00974	Prbk.g_00158
OG0000751	Prac.g_00972	Prbk.g_00105
OG0000752	Prac.g_00970	Prbk.g_00103
OG0000753	Prac.g_00967	Prbk.g_00100
OG0000754	Prac.g_00964	Prbk.g_01501
OG0000755	Prac.g_00961	Prbk.g_00139
OG0000756	Prac.g_00960	Prbk.g_00138
OG0000757	Prac.g_00954	Prbk.g_00131
OG0000758	Prac.g_00953	Prbk.g_00130
OG0000759	Prac.g_00952	Prbk.g_00129
OG0000760	Prac.g_00951	Prbk.g_00128
OG0000761	Prac.g_00950	Prbk.g_00127
OG0000762	Prac.g_00949	Prbk.g_01503
OG0000763	Prac.g_00947	Prbk.g_01505
OG0000764	Prac.g_00946	Prbk.g_01506
OG0000765	Prac.g_00937	Prbk.g_00178
OG0000766	Prac.g_00936	Prbk.g_00177
OG0000767	Prac.g_00934	Prbk.g_00175
OG0000768	Prac.g_00933	Prbk.g_00174
OG0000769	Prac.g_00931	Prbk.g_00098
OG0000770	Prac.g_00929	Prbk.g_00122
OG0000771	Prac.g_00448	Prbk.g_00066
OG0000772	Prac.g_00154	Prbk.g_02011
OG0000773	Prac.g_00166	Prbk.g_00162
OG0000774	Prac.g_00168	Prbk.g_01192
OG0000775	Prac.g_00170	Prbk.g_01190
OG0000776	Prac.g_00171	Prbk.g_01189
OG0000777	Prac.g_00172	Prbk.g_01188
OG0000778	Prac.g_00173	Prbk.g_01187
OG0000779	Prac.g_00177	Prbk.g_01182
OG0000780	Prac.g_00178	Prbk.g_01179
OG0000781	Prac.g_00181	Prbk.g_01175
OG0000782	Prac.g_00182	Prbk.g_01174
OG0000783	Prac.g_00183	Prbk.g_01173
OG0000784	Prac.g_00184	Prbk.g_01172
OG0000785	Prac.g_00186	Prbk.g_01170
OG0000786	Prac.g_00188	Prbk.g_01167
OG0000787	Prac.g_00189	Prbk.g_01166
OG0000788	Prac.g_00204	Prbk.g_00334
OG0000789	Prac.g_00207	Prbk.g_01691
OG0000790	Prac.g_00222	Prbk.g_02048
OG0000791	Prac.g_00224	Prbk.g_02046
OG0000792	Prac.g_00225	Prbk.g_02045
OG0000793	Prac.g_00228	Prbk.g_02041
OG0000794	Prac.g_00229	Prbk.g_02040
OG0000795	Prac.g_00230	Prbk.g_02039
OG0000796	Prac.g_00234	Prbk.g_02035
OG0000797	Prac.g_00235	Prbk.g_02034
OG0000798	Prac.g_00262	Prbk.g_00414
OG0000799	Prac.g_00429	Prbk.g_01929
OG0000800	Prac.g_00428	Prbk.g_01930
OG0000801	Prac.g_00427	Prbk.g_01931
OG0000802	Prac.g_00425	Prbk.g_01938
OG0000803	Prac.g_00423	Prbk.g_00244
OG0000804	Prac.g_00422	Prbk.g_00246
OG0000805	Prac.g_00420	Prbk.g_00248
OG0000806	Prac.g_00418	Prbk.g_00250
OG0000807	Prac.g_00417	Prbk.g_00252
OG0000808	Prac.g_00416	Prbk.g_00253
OG0000809	Prac.g_00413	Prbk.g_00257
OG0000810	Prac.g_00412	Prbk.g_00258
OG0000811	Prac.g_00408	Prbk.g_00270
OG0000812	Prac.g_00406	Prbk.g_00272
OG0000813	Prac.g_00405	Prbk.g_00273
OG0000814	Prac.g_00403	Prbk.g_00275
OG0000815	Prac.g_00402	Prbk.g_00276
OG0000816	Prac.g_00400	Prbk.g_00278
OG0000817	Prac.g_00399	Prbk.g_00279
OG0000818	Prac.g_00394	Prbk.g_01237
OG0000819	Prac.g_00393	Prbk.g_01236
OG0000820	Prac.g_00392	Prbk.g_01235
OG0000821	Prac.g_00388	Prbk.g_01228
OG0000822	Prac.g_00387	Prbk.g_01226
OG0000823	Prac.g_00386	Prbk.g_01225
OG0000824	Prac.g_00383	Prbk.g_01221
OG0000825	Prac.g_00382	Prbk.g_01220
OG0000826	Prac.g_00381	Prbk.g_01219
OG0000827	Prac.g_00380	Prbk.g_01218
OG0000828	Prac.g_00377	Prbk.g_01215
OG0000829	Prac.g_00376	Prbk.g_01214
OG0000830	Prac.g_00375	Prbk.g_01213
OG0000831	Prac.g_00373	Prbk.g_01211
OG0000832	Prac.g_00367	Prbk.g_02006
OG0000833	Prac.g_00359	Prbk.g_01998
OG0000834	Prac.g_00358	Prbk.g_01997
OG0000835	Prac.g_00357	Prbk.g_01996
OG0000836	Prac.g_00356	Prbk.g_01994
OG0000837	Prac.g_00355	Prbk.g_01993
OG0000838	Prac.g_00353	Prbk.g_01990
OG0000839	Prac.g_00352	Prbk.g_01989
OG0000840	Prac.g_00351	Prbk.g_01988
OG0000841	Prac.g_00350	Prbk.g_01987
OG0000842	Prac.g_00349	Prbk.g_01986
OG0000843	Prac.g_00348	Prbk.g_01985
OG0000844	Prac.g_00347	Prbk.g_01983
OG0000845	Prac.g_00346	Prbk.g_01982
OG0000846	Prac.g_00345	Prbk.g_01981
OG0000847	Prac.g_00344	Prbk.g_01980
OG0000848	Prac.g_00343	Prbk.g_01979
OG0000849	Prac.g_00342	Prbk.g_01978
OG0000850	Prac.g_00340	Prbk.g_01977
OG0000851	Prac.g_00339	Prbk.g_00937
OG0000852	Prac.g_00338	Prbk.g_00936
OG0000853	Prac.g_00334	Prbk.g_00932
OG0000854	Prac.g_00332	Prbk.g_00930
OG0000855	Prac.g_00331	Prbk.g_00929
OG0000856	Prac.g_00317	Prbk.g_02619
OG0000857	Prac.g_00288	Prbk.g_02485
OG0000858	Prac.g_00631	Prbk.g_00918
OG0000859	Prac.g_00630	Prbk.g_00917
OG0000860	Prac.g_00623	Prbk.g_00905
OG0000861	Prac.g_00622	Prbk.g_00904
OG0000862	Prac.g_00621	Prbk.g_00902
OG0000863	Prac.g_00619	Prbk.g_01451
OG0000864	Prac.g_00618	Prbk.g_01450
OG0000865	Prac.g_00617	Prbk.g_01449
OG0000866	Prac.g_00616	Prbk.g_01448
OG0000867	Prac.g_00615	Prbk.g_01447
OG0000868	Prac.g_00614	Prbk.g_01445
OG0000869	Prac.g_00610	Prbk.g_01442
OG0000870	Prac.g_00605	Prbk.g_01437
OG0000871	Prac.g_00604	Prbk.g_01436
OG0000872	Prac.g_00603	Prbk.g_01434
OG0000873	Prac.g_00600	Prbk.g_01431
OG0000874	Prac.g_00597	Prbk.g_01427
OG0000875	Prac.g_00596	Prbk.g_01426
OG0000876	Prac.g_00595	Prbk.g_01425
OG0000877	Prac.g_00593	Prbk.g_01422
OG0000878	Prac.g_00592	Prbk.g_01421
OG0000879	Prac.g_00591	Prbk.g_01420
OG0000880	Prac.g_00590	Prbk.g_01419
OG0000881	Prac.g_00586	Prbk.g_01414
OG0000882	Prac.g_00581	Prbk.g_01409
OG0000883	Prac.g_00580	Prbk.g_01407
OG0000884	Prac.g_00578	Prbk.g_01405
OG0000885	Prac.g_00577	Prbk.g_01404
OG0000886	Prac.g_00576	Prbk.g_01403
OG0000887	Prac.g_00575	Prbk.g_01402
OG0000888	Prac.g_00573	Prbk.g_01400
OG0000889	Prac.g_00571	Prbk.g_01398
OG0000890	Prac.g_00570	Prbk.g_01384
OG0000891	Prac.g_00569	Prbk.g_01383
OG0000892	Prac.g_00471	Prbk.g_01381
OG0000893	Prac.g_00476	Prbk.g_01901
OG0000894	Prac.g_00478	Prbk.g_01905
OG0000895	Prac.g_00481	Prbk.g_01910
OG0000896	Prac.g_00482	Prbk.g_01911
OG0000897	Prac.g_00484	Prbk.g_01913
OG0000898	Prac.g_00485	Prbk.g_01914
OG0000899	Prac.g_00486	Prbk.g_01915
OG0000900	Prac.g_00487	Prbk.g_01916
OG0000901	Prac.g_00490	Prbk.g_01920
OG0000902	Prac.g_00492	Prbk.g_01922
OG0000903	Prac.g_00495	Prbk.g_00990
OG0000904	Prac.g_00497	Prbk.g_00995
OG0000905	Prac.g_00502	Prbk.g_00997
OG0000906	Prac.g_00503	Prbk.g_01926
OG0000907	Prac.g_00506	Prbk.g_00988
OG0000908	Prac.g_00509	Prbk.g_00985
OG0000909	Prac.g_00510	Prbk.g_00984
OG0000910	Prac.g_00511	Prbk.g_00983
OG0000911	Prac.g_00513	Prbk.g_00981
OG0000912	Prac.g_00514	Prbk.g_00980
OG0000913	Prac.g_00515	Prbk.g_00979
OG0000914	Prac.g_00516	Prbk.g_00978
OG0000915	Prac.g_00517	Prbk.g_00977
OG0000916	Prac.g_00518	Prbk.g_00976
OG0000917	Prac.g_00519	Prbk.g_00975
OG0000918	Prac.g_00520	Prbk.g_00974
OG0000919	Prac.g_00521	Prbk.g_00973
OG0000920	Prac.g_00522	Prbk.g_00972
OG0000921	Prac.g_00523	Prbk.g_00971
OG0000922	Prac.g_00524	Prbk.g_00970
OG0000923	Prac.g_00528	Prbk.g_00966
OG0000924	Prac.g_00529	Prbk.g_00965
OG0000925	Prac.g_00530	Prbk.g_00964
OG0000926	Prac.g_00531	Prbk.g_00963
OG0000927	Prac.g_00533	Prbk.g_00961
OG0000928	Prac.g_00534	Prbk.g_00960
OG0000929	Prac.g_00535	Prbk.g_00959
OG0000930	Prac.g_00536	Prbk.g_00958
OG0000931	Prac.g_00537	Prbk.g_00957
OG0000932	Prac.g_00538	Prbk.g_00956
OG0000933	Prac.g_00542	Prbk.g_00951
OG0000934	Prac.g_00544	Prbk.g_00949
OG0000935	Prac.g_00545	Prbk.g_00948
OG0000936	Prac.g_00546	Prbk.g_00947
OG0000937	Prac.g_00547	Prbk.g_00946
OG0000938	Prac.g_00549	Prbk.g_00797
OG0000939	Prac.g_00550	Prbk.g_00798
OG0000940	Prac.g_00556	Prbk.g_00807
OG0000941	Prac.g_00558	Prbk.g_00809
OG0000942	Prac.g_00560	Prbk.g_00811
OG0000943	Prac.g_00561	Prbk.g_00812
OG0000944	Prac.g_00562	Prbk.g_00814
OG0000945	Prac.g_00563	Prbk.g_00816
OG0000946	Prac.g_00005	Prbk.g_00844
OG0000947	Prac.g_00007	Prbk.g_00847
OG0000948	Prac.g_00008	Prbk.g_00848
OG0000949	Prac.g_00011	Prbk.g_00851
OG0000950	Prac.g_00016	Prbk.g_00513
OG0000951	Prac.g_00020	Prbk.g_00518
OG0000952	Prac.g_00024	Prbk.g_00525
OG0000953	Prac.g_00027	Prbk.g_00529
OG0000954	Prac.g_00031	Prbk.g_00216
OG0000955	Prac.g_00032	Prbk.g_00217
OG0000956	Prac.g_00034	Prbk.g_00219
OG0000957	Prac.g_00039	Prbk.g_00235
OG0000958	Prac.g_00040	Prbk.g_00236
OG0000959	Prac.g_00044	Prbk.g_01482
OG0000960	Prac.g_00045	Prbk.g_01483
OG0000961	Prac.g_00047	Prbk.g_01494
OG0000962	Prac.g_00049	Prbk.g_01530
OG0000963	Prac.g_00052	Prbk.g_01535
OG0000964	Prac.g_00053	Prbk.g_01536
OG0000965	Prac.g_00054	Prbk.g_01537
OG0000966	Prac.g_00061	Prbk.g_01571
OG0000967	Prac.g_00065	Prbk.g_01577
OG0000968	Prac.g_00067	Prbk.g_01580
OG0000969	Prac.g_00068	Prbk.g_01582
OG0000970	Prac.g_00069	Prbk.g_01583
OG0000971	Prac.g_00070	Prbk.g_01585
OG0000972	Prac.g_00071	Prbk.g_01586
OG0000973	Prac.g_00072	Prbk.g_01587
OG0000974	Prac.g_00073	Prbk.g_01588
OG0000975	Prac.g_00074	Prbk.g_01589
OG0000976	Prac.g_00075	Prbk.g_01590
OG0000977	Prac.g_00076	Prbk.g_01592
OG0000978	Prac.g_00077	Prbk.g_01593
OG0000979	Prac.g_00080	Prbk.g_01596
OG0000980	Prac.g_00082	Prbk.g_01600
OG0000981	Prac.g_00084	Prbk.g_01603
OG0000982	Prac.g_00086	Prbk.g_02161
OG0000983	Prac.g_00087	Prbk.g_02162
OG0000984	Prac.g_00088	Prbk.g_02163
OG0000985	Prac.g_00091	Prbk.g_02167
OG0000986	Prac.g_00093	Prbk.g_02169
OG0000987	Prac.g_00094	Prbk.g_02171
OG0000988	Prac.g_00097	Prbk.g_02175
OG0000989	Prac.g_00100	Prbk.g_02185
OG0000990	Prac.g_00103	Prbk.g_02207
OG0000991	Prac.g_00104	Prbk.g_02210
OG0000992	Prac.g_00106	Prbk.g_02213
OG0000993	Prac.g_00107	Prbk.g_02214
OG0000994	Prac.g_00108	Prbk.g_02217
OG0000995	Prac.g_00112	Prbk.g_02226
OG0000996	Prac.g_00113	Prbk.g_02239
OG0000997	Prac.g_00114	Prbk.g_02248
OG0000998	Prac.g_00116	Prbk.g_02250
OG0000999	Prac.g_00117	Prbk.g_02251
OG0001000	Prac.g_00120	Prbk.g_02254
OG0001001	Prac.g_00122	Prbk.g_02258
OG0001002	Prac.g_00126	Prbk.g_02265
OG0001003	Prac.g_00127	Prbk.g_02267
OG0001004	Prac.g_00128	Prbk.g_02268
OG0001005	Prac.g_00129	Prbk.g_02270
OG0001006	Prac.g_01949	Prbk.g_02276
OG0001007	Prac.g_01947	Prbk.g_02278
OG0001008	Prac.g_01110	Prbk.g_00327
OG0001009	Prac.g_01920	Prbk.g_01622
OG0001010	Prac.g_01919	Prbk.g_01621
OG0001011	Prac.g_01918	Prbk.g_01619
OG0001012	Prac.g_01889	Prbk.g_02158
OG0001013	Prac.g_01883	Prbk.g_02133
OG0001014	Prac.g_01880	Prbk.g_02124
OG0001015	Prac.g_01879	Prbk.g_02123
OG0001016	Prac.g_01858	Prbk.g_01315
OG0001017	Prac.g_01854	Prbk.g_01309
OG0001018	Prac.g_01851	Prbk.g_01307
OG0001019	Prac.g_01842	Prbk.g_01294
OG0001020	Prac.g_01841	Prbk.g_00035
OG0001021	Prac.g_01840	Prbk.g_00031
OG0001022	Prac.g_01837	Prbk.g_00026
OG0001023	Prac.g_01836	Prbk.g_00025
OG0001024	Prac.g_01833	Prbk.g_00021
OG0001025	Prac.g_01827	Prbk.g_00014
OG0001026	Prac.g_01820	Prbk.g_00001
OG0001027	Prac.g_01819	Prbk.g_00190
OG0001028	Prac.g_01817	Prbk.g_00192
OG0001029	Prac.g_01816	Prbk.g_00194
OG0001030	Prac.g_01801	Prbk.g_00547
OG0001031	Prac.g_01744	Prbk.g_01275
OG0001032	Prac.g_01743	Prbk.g_01272
OG0001033	Prac.g_01722	Prbk.g_00633
OG0001034	Prac.g_01694	Prbk.g_01521
OG0001035	Prac.g_01677	Prbk.g_00372
OG0001036	Prac.g_01672	Prbk.g_00376
OG0001037	Prac.g_01671	Prbk.g_00378
OG0001038	Prac.g_01653	Prbk.g_00415
OG0001039	Prac.g_01650	Prbk.g_00418
OG0001040	Prac.g_01648	Prbk.g_00421
OG0001041	Prac.g_01644	Prbk.g_00426
OG0001042	Prac.g_01627	Prbk.g_00451
OG0001043	Prac.g_01626	Prbk.g_00453
OG0001044	Prac.g_01201	Prbk.g_00870
OG0001045	Prac.g_01192	Prbk.g_00882
OG0001046	Prac.g_01154	Prbk.g_00924
OG0001047	Prac.g_01108	Prbk.g_00325
OG0001048	Prac.g_01107	Prbk.g_00324
OG0001049	Prac.g_01105	Prbk.g_00321
OG0001050	Prac.g_01104	Prbk.g_00320
OG0001051	Prac.g_01103	Prbk.g_00319
OG0001052	Prac.g_01073	Prbk.g_02109
OG0001053	Prac.g_01061	Prbk.g_02064
OG0001054	Prac.g_00873	Prbk.g_01861
OG0001055	Prac.g_00855	Prbk.g_01056
OG0001056	Prac.g_00836	Prbk.g_01085
OG0001057	Prac.g_00831	Prbk.g_01097
OG0001058	Prac.g_00823	Prbk.g_01893
OG0001059	Prac.g_00819	Prbk.g_01889
OG0001060	Prac.g_00812	Prbk.g_01882
OG0001061	Prac.g_00799	Prbk.g_01109
OG0001062	Prac.g_00797	Prbk.g_01111
OG0001063	Prac.g_00795	Prbk.g_01115
OG0001064	Prac.g_00794	Prbk.g_01116
OG0001065	Prac.g_00793	Prbk.g_01117
OG0001066	Prac.g_00792	Prbk.g_01118
OG0001067	Prac.g_00791	Prbk.g_01119
OG0001068	Prac.g_00790	Prbk.g_01120
OG0001069	Prac.g_00789	Prbk.g_01121
OG0001070	Prac.g_00786	Prbk.g_01125
OG0001071	Prac.g_00785	Prbk.g_01126
OG0001072	Prac.g_00783	Prbk.g_01129
OG0001073	Prac.g_00767	Prbk.g_01148
OG0001074	Prac.g_00756	Prbk.g_02602
OG0001075	Prac.g_00755	Prbk.g_02603
OG0001076	Prac.g_00747	Prbk.g_02611
OG0001077	Prac.g_00743	Prbk.g_02621
OG0001078	Prac.g_00735	Prbk.g_02632
OG0001079	Prac.g_00724	Prbk.g_02651
OG0001080	Prac.g_00718	Prbk.g_00738
OG0001081	Prac.g_00716	Prbk.g_00728
OG0001082	Prac.g_00715	Prbk.g_00727
OG0001083	Prac.g_00710	Prbk.g_00719
OG0001084	Prac.g_00709	Prbk.g_00718
OG0001085	Prac.g_00701	Prbk.g_00708
OG0001086	Prac.g_00700	Prbk.g_00706
OG0001087	Prac.g_00683	Prbk.g_01821
OG0001088	Prac.g_00682	Prbk.g_01817
OG0001089	Prac.g_00674	Prbk.g_01764
OG0001090	Prac.g_01559	Prbk.g_00617
OG0001091	Prac.g_01557	Prbk.g_00615
OG0001092	Prac.g_01556	Prbk.g_00614
OG0001093	Prac.g_01551	Prbk.g_00610
OG0001094	Prac.g_01481	Prbk.g_02462
OG0001095	Prac.g_01462	Prbk.g_02481
OG0001096	Prac.g_01449	Prbk.g_02497
OG0001097	Prac.g_01431	Prbk.g_02542
OG0001098	Prac.g_01416	Prbk.g_02379
OG0001099	Prac.g_01396	Prbk.g_00193
OG0001100	Prac.g_01392	Prbk.g_02389
OG0001101	Prac.g_01390	Prbk.g_02390
OG0001102	Prac.g_01387	Prbk.g_02393
OG0001103	Prac.g_01385	Prbk.g_02395
OG0001104	Prac.g_01364	Prbk.g_02452
OG0001105	Prac.g_01360	Prbk.g_02447
OG0001106	Prac.g_01336	Prbk.g_02336
OG0001107	Prac.g_01329	Prbk.g_02326
OG0001108	Prac.g_01325	Prbk.g_02319
OG0001109	Prac.g_01324	Prbk.g_02317
OG0001110	Prac.g_01322	Prbk.g_02315
OG0001111	Prac.g_01321	Prbk.g_02313
OG0001112	Prac.g_01320	Prbk.g_02311
OG0001113	Prac.g_01319	Prbk.g_02310
OG0001114	Prac.g_01318	Prbk.g_02309
OG0001115	Prac.g_01316	Prbk.g_02307
OG0001116	Prac.g_01315	Prbk.g_02306
OG0001117	Prac.g_01314	Prbk.g_02305
OG0001118	Prac.g_01313	Prbk.g_02304
OG0001119	Prac.g_01312	Prbk.g_02303
OG0001120	Prac.g_01310	Prbk.g_02301
OG0001122	Prac.g_01284	Prbk.g_00581
OG0001123	Prac.g_01280	Prbk.g_00588
OG0001124	Prac.g_01278	Prbk.g_00590
OG0001125	Prac.g_01277	Prbk.g_00592
OG0001126	Prac.g_01267	Prbk.g_00068
