Orthogroup	Prac	Prbl
OG0000565	Prac.g_00811	Prbl.g_01895
OG0000566	Prac.g_00809	Prbl.g_01899
OG0000567	Prac.g_00805	Prbl.g_01903
OG0000568	Prac.g_00804	Prbl.g_01905
OG0000569	Prac.g_00803	Prbl.g_01801
OG0000570	Prac.g_00802	Prbl.g_01800
OG0000571	Prac.g_00800	Prbl.g_01797
OG0000572	Prac.g_00787	Prbl.g_01781
OG0000573	Prac.g_00780	Prbl.g_01774
OG0000574	Prac.g_00779	Prbl.g_01773
OG0000575	Prac.g_00775	Prbl.g_01764
OG0000576	Prac.g_00772	Prbl.g_01762
OG0000577	Prac.g_00771	Prbl.g_01761
OG0000578	Prac.g_00770	Prbl.g_01760
OG0000579	Prac.g_00769	Prbl.g_01759
OG0000580	Prac.g_00768	Prbl.g_01758
OG0000581	Prac.g_00766	Prbl.g_01754
OG0000582	Prac.g_00763	Prbl.g_01750
OG0000583	Prac.g_00762	Prbl.g_01749
OG0000584	Prac.g_00761	Prbl.g_01748
OG0000585	Prac.g_00759	Prbl.g_01746
OG0000586	Prac.g_00758	Prbl.g_01744
OG0000587	Prac.g_00757	Prbl.g_01742
OG0000588	Prac.g_00753	Prbl.g_01613
OG0000589	Prac.g_00750	Prbl.g_01616
OG0000590	Prac.g_00749	Prbl.g_01617
OG0000591	Prac.g_00746	Prbl.g_01624
OG0000592	Prac.g_00745	Prbl.g_01625
OG0000593	Prac.g_00739	Prbl.g_01635
OG0000594	Prac.g_00738	Prbl.g_01636
OG0000595	Prac.g_00737	Prbl.g_01637
OG0000596	Prac.g_00733	Prbl.g_01642
OG0000597	Prac.g_00731	Prbl.g_01645
OG0000598	Prac.g_00730	Prbl.g_01646
OG0000599	Prac.g_00727	Prbl.g_01656
OG0000600	Prac.g_00726	Prbl.g_01657
OG0000601	Prac.g_00725	Prbl.g_01658
OG0000602	Prac.g_00723	Prbl.g_01662
OG0000603	Prac.g_00722	Prbl.g_01663
OG0000604	Prac.g_00721	Prbl.g_01664
OG0000605	Prac.g_00720	Prbl.g_01043
OG0000606	Prac.g_00717	Prbl.g_01032
OG0000607	Prac.g_00714	Prbl.g_01412
OG0000608	Prac.g_00713	Prbl.g_01411
OG0000609	Prac.g_00712	Prbl.g_01409
OG0000610	Prac.g_00707	Prbl.g_01401
OG0000611	Prac.g_00704	Prbl.g_01398
OG0000612	Prac.g_00703	Prbl.g_01397
OG0000613	Prac.g_00698	Prbl.g_00891
OG0000614	Prac.g_00679	Prbl.g_01872
OG0000615	Prac.g_00671	Prbl.g_02373
OG0000616	Prac.g_00667	Prbl.g_02137
OG0000617	Prac.g_01554	Prbl.g_02561
OG0000618	Prac.g_01553	Prbl.g_02560
OG0000619	Prac.g_01552	Prbl.g_02559
OG0000620	Prac.g_01549	Prbl.g_02555
OG0000621	Prac.g_01548	Prbl.g_02554
OG0000622	Prac.g_01547	Prbl.g_02553
OG0000623	Prac.g_01546	Prbl.g_02552
OG0000624	Prac.g_01545	Prbl.g_02551
OG0000625	Prac.g_01544	Prbl.g_02550
OG0000626	Prac.g_01543	Prbl.g_02549
OG0000627	Prac.g_01542	Prbl.g_02426
OG0000628	Prac.g_01541	Prbl.g_02427
OG0000629	Prac.g_01540	Prbl.g_02430
OG0000630	Prac.g_01537	Prbl.g_02434
OG0000631	Prac.g_01484	Prbl.g_02440
OG0000632	Prac.g_01483	Prbl.g_02441
OG0000633	Prac.g_01482	Prbl.g_02442
OG0000634	Prac.g_01479	Prbl.g_02339
OG0000635	Prac.g_01478	Prbl.g_02338
OG0000636	Prac.g_01476	Prbl.g_02336
OG0000637	Prac.g_01474	Prbl.g_02334
OG0000638	Prac.g_01473	Prbl.g_02333
OG0000639	Prac.g_01472	Prbl.g_02332
OG0000640	Prac.g_01471	Prbl.g_02331
OG0000641	Prac.g_01467	Prbl.g_02327
OG0000642	Prac.g_01466	Prbl.g_02326
OG0000643	Prac.g_01465	Prbl.g_02325
OG0000644	Prac.g_01464	Prbl.g_02324
OG0000645	Prac.g_01463	Prbl.g_02323
OG0000646	Prac.g_01461	Prbl.g_02320
OG0000647	Prac.g_01460	Prbl.g_02317
OG0000648	Prac.g_01458	Prbl.g_02315
OG0000649	Prac.g_01457	Prbl.g_02314
OG0000650	Prac.g_01456	Prbl.g_02313
OG0000651	Prac.g_01455	Prbl.g_02312
OG0000652	Prac.g_01454	Prbl.g_02311
OG0000653	Prac.g_01452	Prbl.g_02309
OG0000654	Prac.g_01451	Prbl.g_02308
OG0000655	Prac.g_01450	Prbl.g_02307
OG0000656	Prac.g_01447	Prbl.g_02304
OG0000657	Prac.g_01440	Prbl.g_01540
OG0000658	Prac.g_01439	Prbl.g_01542
OG0000659	Prac.g_01438	Prbl.g_01543
OG0000660	Prac.g_01434	Prbl.g_01547
OG0000661	Prac.g_01432	Prbl.g_01549
OG0000662	Prac.g_01430	Prbl.g_01551
OG0000663	Prac.g_01428	Prbl.g_01554
OG0000664	Prac.g_01427	Prbl.g_01555
OG0000665	Prac.g_01423	Prbl.g_01568
OG0000666	Prac.g_01422	Prbl.g_01571
OG0000667	Prac.g_01418	Prbl.g_01579
OG0000668	Prac.g_01401	Prbl.g_02530
OG0000669	Prac.g_01393	Prbl.g_01588
OG0000670	Prac.g_01391	Prbl.g_01078
OG0000671	Prac.g_01389	Prbl.g_02412
OG0000672	Prac.g_01386	Prbl.g_02409
OG0000673	Prac.g_01383	Prbl.g_02406
OG0000674	Prac.g_01381	Prbl.g_02404
OG0000675	Prac.g_01380	Prbl.g_02403
OG0000676	Prac.g_01378	Prbl.g_02395
OG0000677	Prac.g_01377	Prbl.g_02393
OG0000678	Prac.g_01375	Prbl.g_02388
OG0000679	Prac.g_01371	Prbl.g_02368
OG0000680	Prac.g_01370	Prbl.g_02367
OG0000681	Prac.g_01368	Prbl.g_02365
OG0000682	Prac.g_01367	Prbl.g_02364
OG0000683	Prac.g_01366	Prbl.g_02363
OG0000684	Prac.g_01365	Prbl.g_02350
OG0000685	Prac.g_01363	Prbl.g_02352
OG0000686	Prac.g_01362	Prbl.g_02353
OG0000687	Prac.g_01361	Prbl.g_02354
OG0000688	Prac.g_01358	Prbl.g_02348
OG0000689	Prac.g_01357	Prbl.g_02347
OG0000690	Prac.g_01356	Prbl.g_02346
OG0000691	Prac.g_01355	Prbl.g_02345
OG0000692	Prac.g_01353	Prbl.g_02344
OG0000693	Prac.g_01352	Prbl.g_02343
OG0000694	Prac.g_01351	Prbl.g_02342
OG0000695	Prac.g_01349	Prbl.g_02444
OG0000696	Prac.g_01348	Prbl.g_02445
OG0000697	Prac.g_01347	Prbl.g_02447
OG0000698	Prac.g_01344	Prbl.g_02450
OG0000699	Prac.g_01343	Prbl.g_02452
OG0000700	Prac.g_01342	Prbl.g_02453
OG0000701	Prac.g_01341	Prbl.g_02454
OG0000702	Prac.g_01339	Prbl.g_02462
OG0000703	Prac.g_01338	Prbl.g_02463
OG0000704	Prac.g_01337	Prbl.g_02465
OG0000705	Prac.g_01333	Prbl.g_02471
OG0000706	Prac.g_01332	Prbl.g_02472
OG0000707	Prac.g_01331	Prbl.g_02473
OG0000708	Prac.g_01330	Prbl.g_02475
OG0000709	Prac.g_01326	Prbl.g_02482
OG0000710	Prac.g_01323	Prbl.g_02486
OG0000711	Prac.g_01307	Prbl.g_02508
OG0000712	Prac.g_01305	Prbl.g_02509
OG0000713	Prac.g_01304	Prbl.g_02510
OG0000714	Prac.g_01303	Prbl.g_02514
OG0000715	Prac.g_01301	Prbl.g_02516
OG0000716	Prac.g_01299	Prbl.g_02520
OG0000717	Prac.g_01298	Prbl.g_02521
OG0000718	Prac.g_01287	Prbl.g_02526
OG0000719	Prac.g_01285	Prbl.g_02528
OG0000720	Prac.g_01276	Prbl.g_02541
OG0000721	Prac.g_01274	Prbl.g_02542
OG0000722	Prac.g_01273	Prbl.g_02543
OG0000723	Prac.g_01270	Prbl.g_02547
OG0000724	Prac.g_01261	Prbl.g_00932
OG0000725	Prac.g_01255	Prbl.g_00925
OG0000726	Prac.g_01254	Prbl.g_00924
OG0000727	Prac.g_01253	Prbl.g_00923
OG0000728	Prac.g_01251	Prbl.g_00922
OG0000729	Prac.g_01205	Prbl.g_02062
OG0000730	Prac.g_01046	Prbl.g_01199
OG0000731	Prac.g_01042	Prbl.g_01208
OG0000732	Prac.g_01036	Prbl.g_01993
OG0000733	Prac.g_01017	Prbl.g_02197
OG0000734	Prac.g_01000	Prbl.g_00545
OG0000735	Prac.g_00998	Prbl.g_02066
OG0000736	Prac.g_00997	Prbl.g_02067
OG0000737	Prac.g_00996	Prbl.g_02068
OG0000738	Prac.g_00992	Prbl.g_02075
OG0000739	Prac.g_00991	Prbl.g_02077
OG0000740	Prac.g_00990	Prbl.g_02078
OG0000741	Prac.g_00989	Prbl.g_02081
OG0000742	Prac.g_00986	Prbl.g_02083
OG0000743	Prac.g_00984	Prbl.g_02085
OG0000744	Prac.g_00983	Prbl.g_02086
OG0000745	Prac.g_00982	Prbl.g_02088
OG0000746	Prac.g_00980	Prbl.g_02090
OG0000747	Prac.g_00979	Prbl.g_02091
OG0000748	Prac.g_00976	Prbl.g_02103
OG0000749	Prac.g_00975	Prbl.g_02104
OG0000750	Prac.g_00974	Prbl.g_02105
OG0000751	Prac.g_00972	Prbl.g_00179
OG0000752	Prac.g_00970	Prbl.g_00181
OG0000753	Prac.g_00967	Prbl.g_00184
OG0000754	Prac.g_00964	Prbl.g_01379
OG0000755	Prac.g_00961	Prbl.g_01120
OG0000756	Prac.g_00960	Prbl.g_01119
OG0000757	Prac.g_00954	Prbl.g_01112
OG0000758	Prac.g_00953	Prbl.g_01111
OG0000759	Prac.g_00952	Prbl.g_01110
OG0000760	Prac.g_00951	Prbl.g_01109
OG0000761	Prac.g_00950	Prbl.g_01108
OG0000762	Prac.g_00949	Prbl.g_01377
OG0000763	Prac.g_00947	Prbl.g_01375
OG0000764	Prac.g_00946	Prbl.g_01374
OG0000765	Prac.g_00937	Prbl.g_02590
OG0000766	Prac.g_00936	Prbl.g_02591
OG0000767	Prac.g_00934	Prbl.g_02593
OG0000768	Prac.g_00933	Prbl.g_02594
OG0000769	Prac.g_00931	Prbl.g_00186
OG0000770	Prac.g_00929	Prbl.g_01103
OG0000771	Prac.g_00448	Prbl.g_00937
OG0000772	Prac.g_00154	Prbl.g_00461
OG0000773	Prac.g_00166	Prbl.g_00113
OG0000774	Prac.g_00168	Prbl.g_01713
OG0000775	Prac.g_00170	Prbl.g_01715
OG0000776	Prac.g_00171	Prbl.g_01716
OG0000777	Prac.g_00172	Prbl.g_01717
OG0000778	Prac.g_00173	Prbl.g_01718
OG0000779	Prac.g_00177	Prbl.g_01723
OG0000780	Prac.g_00178	Prbl.g_01726
OG0000781	Prac.g_00181	Prbl.g_01730
OG0000782	Prac.g_00182	Prbl.g_01731
OG0000783	Prac.g_00183	Prbl.g_01732
OG0000784	Prac.g_00184	Prbl.g_01733
OG0000785	Prac.g_00186	Prbl.g_01735
OG0000786	Prac.g_00188	Prbl.g_01738
OG0000787	Prac.g_00189	Prbl.g_01739
OG0000788	Prac.g_00204	Prbl.g_00658
OG0000789	Prac.g_00207	Prbl.g_01695
OG0000790	Prac.g_00222	Prbl.g_00498
OG0000791	Prac.g_00224	Prbl.g_00496
OG0000792	Prac.g_00225	Prbl.g_00495
OG0000793	Prac.g_00228	Prbl.g_00491
OG0000794	Prac.g_00229	Prbl.g_00490
OG0000795	Prac.g_00230	Prbl.g_00489
OG0000796	Prac.g_00234	Prbl.g_00485
OG0000797	Prac.g_00235	Prbl.g_00484
OG0000798	Prac.g_00262	Prbl.g_01456
OG0000799	Prac.g_00429	Prbl.g_00152
OG0000800	Prac.g_00428	Prbl.g_00153
OG0000801	Prac.g_00427	Prbl.g_00154
OG0000802	Prac.g_00425	Prbl.g_00161
OG0000803	Prac.g_00423	Prbl.g_00257
OG0000804	Prac.g_00422	Prbl.g_00255
OG0000805	Prac.g_00420	Prbl.g_00253
OG0000806	Prac.g_00418	Prbl.g_00251
OG0000807	Prac.g_00417	Prbl.g_00249
OG0000808	Prac.g_00416	Prbl.g_00248
OG0000809	Prac.g_00413	Prbl.g_00244
OG0000810	Prac.g_00412	Prbl.g_00243
OG0000811	Prac.g_00408	Prbl.g_00231
OG0000812	Prac.g_00406	Prbl.g_00229
OG0000813	Prac.g_00405	Prbl.g_00228
OG0000814	Prac.g_00403	Prbl.g_00226
OG0000815	Prac.g_00402	Prbl.g_00225
OG0000816	Prac.g_00400	Prbl.g_00223
OG0000817	Prac.g_00399	Prbl.g_00222
OG0000818	Prac.g_00394	Prbl.g_00684
OG0000819	Prac.g_00393	Prbl.g_00685
OG0000820	Prac.g_00392	Prbl.g_00686
OG0000821	Prac.g_00388	Prbl.g_00693
OG0000822	Prac.g_00387	Prbl.g_00695
OG0000823	Prac.g_00386	Prbl.g_00696
OG0000824	Prac.g_00383	Prbl.g_00700
OG0000825	Prac.g_00382	Prbl.g_00701
OG0000826	Prac.g_00381	Prbl.g_00702
OG0000827	Prac.g_00380	Prbl.g_00703
OG0000828	Prac.g_00377	Prbl.g_00706
OG0000829	Prac.g_00376	Prbl.g_00707
OG0000830	Prac.g_00375	Prbl.g_00708
OG0000831	Prac.g_00373	Prbl.g_00710
OG0000832	Prac.g_00367	Prbl.g_00456
OG0000833	Prac.g_00359	Prbl.g_00448
OG0000834	Prac.g_00358	Prbl.g_00447
OG0000835	Prac.g_00357	Prbl.g_00446
OG0000836	Prac.g_00356	Prbl.g_00444
OG0000837	Prac.g_00355	Prbl.g_00443
OG0000838	Prac.g_00353	Prbl.g_00440
OG0000839	Prac.g_00352	Prbl.g_00439
OG0000840	Prac.g_00351	Prbl.g_00438
OG0000841	Prac.g_00350	Prbl.g_00437
OG0000842	Prac.g_00349	Prbl.g_00436
OG0000843	Prac.g_00348	Prbl.g_00435
OG0000844	Prac.g_00347	Prbl.g_00433
OG0000845	Prac.g_00346	Prbl.g_00432
OG0000846	Prac.g_00345	Prbl.g_00431
OG0000847	Prac.g_00344	Prbl.g_00430
OG0000848	Prac.g_00343	Prbl.g_00429
OG0000849	Prac.g_00342	Prbl.g_00428
OG0000850	Prac.g_00340	Prbl.g_00427
OG0000851	Prac.g_00339	Prbl.g_00423
OG0000852	Prac.g_00338	Prbl.g_00422
OG0000853	Prac.g_00334	Prbl.g_00418
OG0000854	Prac.g_00332	Prbl.g_00416
OG0000855	Prac.g_00331	Prbl.g_00415
OG0000856	Prac.g_00317	Prbl.g_01627
OG0000857	Prac.g_00288	Prbl.g_02318
OG0000858	Prac.g_00631	Prbl.g_00404
OG0000859	Prac.g_00630	Prbl.g_00403
OG0000860	Prac.g_00623	Prbl.g_00392
OG0000861	Prac.g_00622	Prbl.g_00391
OG0000862	Prac.g_00621	Prbl.g_00389
OG0000863	Prac.g_00619	Prbl.g_00385
OG0000864	Prac.g_00618	Prbl.g_00383
OG0000865	Prac.g_00617	Prbl.g_00382
OG0000866	Prac.g_00616	Prbl.g_00381
OG0000867	Prac.g_00615	Prbl.g_00380
OG0000868	Prac.g_00614	Prbl.g_00378
OG0000869	Prac.g_00610	Prbl.g_00375
OG0000870	Prac.g_00605	Prbl.g_00370
OG0000871	Prac.g_00604	Prbl.g_00369
OG0000872	Prac.g_00603	Prbl.g_00367
OG0000873	Prac.g_00600	Prbl.g_00364
OG0000874	Prac.g_00597	Prbl.g_00360
OG0000875	Prac.g_00596	Prbl.g_00359
OG0000876	Prac.g_00595	Prbl.g_00358
OG0000877	Prac.g_00593	Prbl.g_00355
OG0000878	Prac.g_00592	Prbl.g_00354
OG0000879	Prac.g_00591	Prbl.g_00353
OG0000880	Prac.g_00590	Prbl.g_00352
OG0000881	Prac.g_00586	Prbl.g_00347
OG0000882	Prac.g_00581	Prbl.g_00342
OG0000883	Prac.g_00580	Prbl.g_00340
OG0000884	Prac.g_00578	Prbl.g_00338
OG0000885	Prac.g_00577	Prbl.g_00337
OG0000886	Prac.g_00576	Prbl.g_00336
OG0000887	Prac.g_00575	Prbl.g_00335
OG0000888	Prac.g_00573	Prbl.g_00333
OG0000889	Prac.g_00571	Prbl.g_00331
OG0000890	Prac.g_00570	Prbl.g_00317
OG0000891	Prac.g_00569	Prbl.g_00316
OG0000892	Prac.g_00471	Prbl.g_02620
OG0000893	Prac.g_00476	Prbl.g_02680
OG0000894	Prac.g_00478	Prbl.g_02684
OG0000895	Prac.g_00481	Prbl.g_01061
OG0000896	Prac.g_00482	Prbl.g_01060
OG0000897	Prac.g_00484	Prbl.g_01058
OG0000898	Prac.g_00485	Prbl.g_01057
OG0000899	Prac.g_00486	Prbl.g_01056
OG0000900	Prac.g_00487	Prbl.g_01055
OG0000901	Prac.g_00490	Prbl.g_01051
OG0000902	Prac.g_00492	Prbl.g_01049
OG0000903	Prac.g_00495	Prbl.g_00954
OG0000904	Prac.g_00497	Prbl.g_00949
OG0000905	Prac.g_00502	Prbl.g_00947
OG0000906	Prac.g_00503	Prbl.g_01045
OG0000907	Prac.g_00506	Prbl.g_00956
OG0000908	Prac.g_00509	Prbl.g_00959
OG0000909	Prac.g_00510	Prbl.g_00960
OG0000910	Prac.g_00511	Prbl.g_00961
OG0000911	Prac.g_00513	Prbl.g_00963
OG0000912	Prac.g_00514	Prbl.g_00964
OG0000913	Prac.g_00515	Prbl.g_00965
OG0000914	Prac.g_00516	Prbl.g_00966
OG0000915	Prac.g_00517	Prbl.g_00967
OG0000916	Prac.g_00518	Prbl.g_00968
OG0000917	Prac.g_00519	Prbl.g_00969
OG0000918	Prac.g_00520	Prbl.g_00970
OG0000919	Prac.g_00521	Prbl.g_00971
OG0000920	Prac.g_00522	Prbl.g_00972
OG0000921	Prac.g_00523	Prbl.g_00973
OG0000922	Prac.g_00524	Prbl.g_00974
OG0000923	Prac.g_00528	Prbl.g_00978
OG0000924	Prac.g_00529	Prbl.g_00979
OG0000925	Prac.g_00530	Prbl.g_00980
OG0000926	Prac.g_00531	Prbl.g_00981
OG0000927	Prac.g_00533	Prbl.g_00983
OG0000928	Prac.g_00534	Prbl.g_00984
OG0000929	Prac.g_00535	Prbl.g_00985
OG0000930	Prac.g_00536	Prbl.g_00986
OG0000931	Prac.g_00537	Prbl.g_00987
OG0000932	Prac.g_00538	Prbl.g_00988
OG0000933	Prac.g_00542	Prbl.g_00993
OG0000934	Prac.g_00544	Prbl.g_00995
OG0000935	Prac.g_00545	Prbl.g_00996
OG0000936	Prac.g_00546	Prbl.g_00997
OG0000937	Prac.g_00547	Prbl.g_00998
OG0000938	Prac.g_00549	Prbl.g_01127
OG0000939	Prac.g_00550	Prbl.g_01128
OG0000940	Prac.g_00556	Prbl.g_01137
OG0000941	Prac.g_00558	Prbl.g_01139
OG0000942	Prac.g_00560	Prbl.g_01141
OG0000943	Prac.g_00561	Prbl.g_01142
OG0000944	Prac.g_00562	Prbl.g_01144
OG0000945	Prac.g_00563	Prbl.g_01146
OG0000946	Prac.g_00005	Prbl.g_01174
OG0000947	Prac.g_00007	Prbl.g_01177
OG0000948	Prac.g_00008	Prbl.g_01178
OG0000949	Prac.g_00011	Prbl.g_01181
OG0000950	Prac.g_00016	Prbl.g_00856
OG0000951	Prac.g_00020	Prbl.g_00851
OG0000952	Prac.g_00024	Prbl.g_00844
OG0000953	Prac.g_00027	Prbl.g_00840
OG0000954	Prac.g_00031	Prbl.g_01306
OG0000955	Prac.g_00032	Prbl.g_01305
OG0000956	Prac.g_00034	Prbl.g_01303
OG0000957	Prac.g_00039	Prbl.g_01287
OG0000958	Prac.g_00040	Prbl.g_01286
OG0000959	Prac.g_00044	Prbl.g_02638
OG0000960	Prac.g_00045	Prbl.g_02637
OG0000961	Prac.g_00047	Prbl.g_01235
OG0000962	Prac.g_00049	Prbl.g_02063
OG0000963	Prac.g_00052	Prbl.g_02058
OG0000964	Prac.g_00053	Prbl.g_02057
OG0000965	Prac.g_00054	Prbl.g_02056
OG0000966	Prac.g_00061	Prbl.g_02023
OG0000967	Prac.g_00065	Prbl.g_02017
OG0000968	Prac.g_00067	Prbl.g_02014
OG0000969	Prac.g_00068	Prbl.g_02012
OG0000970	Prac.g_00069	Prbl.g_02011
OG0000971	Prac.g_00070	Prbl.g_02009
OG0000972	Prac.g_00071	Prbl.g_02008
OG0000973	Prac.g_00072	Prbl.g_02007
OG0000974	Prac.g_00073	Prbl.g_02006
OG0000975	Prac.g_00074	Prbl.g_02005
OG0000976	Prac.g_00075	Prbl.g_02004
OG0000977	Prac.g_00076	Prbl.g_02002
OG0000978	Prac.g_00077	Prbl.g_02001
OG0000979	Prac.g_00080	Prbl.g_01998
OG0000980	Prac.g_00082	Prbl.g_01994
OG0000981	Prac.g_00084	Prbl.g_01991
OG0000982	Prac.g_00086	Prbl.g_02238
OG0000983	Prac.g_00087	Prbl.g_02237
OG0000984	Prac.g_00088	Prbl.g_02236
OG0000985	Prac.g_00091	Prbl.g_02232
OG0000986	Prac.g_00093	Prbl.g_02230
OG0000987	Prac.g_00094	Prbl.g_02228
OG0000988	Prac.g_00097	Prbl.g_02224
OG0000989	Prac.g_00100	Prbl.g_02214
OG0000990	Prac.g_00103	Prbl.g_02192
OG0000991	Prac.g_00104	Prbl.g_02189
OG0000992	Prac.g_00106	Prbl.g_02186
OG0000993	Prac.g_00107	Prbl.g_02185
OG0000994	Prac.g_00108	Prbl.g_02182
OG0000995	Prac.g_00112	Prbl.g_02173
OG0000996	Prac.g_00113	Prbl.g_02160
OG0000997	Prac.g_00114	Prbl.g_02151
OG0000998	Prac.g_00116	Prbl.g_02149
OG0000999	Prac.g_00117	Prbl.g_02148
OG0001000	Prac.g_00120	Prbl.g_02145
OG0001001	Prac.g_00122	Prbl.g_02141
OG0001002	Prac.g_00126	Prbl.g_02134
OG0001003	Prac.g_00127	Prbl.g_02132
OG0001004	Prac.g_00128	Prbl.g_02131
OG0001005	Prac.g_00129	Prbl.g_02129
OG0001006	Prac.g_01949	Prbl.g_02123
OG0001007	Prac.g_01947	Prbl.g_02121
OG0001008	Prac.g_01110	Prbl.g_00651
OG0001009	Prac.g_01920	Prbl.g_01972
OG0001010	Prac.g_01919	Prbl.g_01973
OG0001011	Prac.g_01918	Prbl.g_01975
OG0001012	Prac.g_01889	Prbl.g_02241
OG0001013	Prac.g_01883	Prbl.g_02266
OG0001014	Prac.g_01880	Prbl.g_02275
OG0001015	Prac.g_01879	Prbl.g_02276
OG0001016	Prac.g_01858	Prbl.g_00603
OG0001017	Prac.g_01854	Prbl.g_00597
OG0001018	Prac.g_01851	Prbl.g_00595
OG0001019	Prac.g_01842	Prbl.g_00582
OG0001020	Prac.g_01841	Prbl.g_00576
OG0001021	Prac.g_01840	Prbl.g_00572
OG0001022	Prac.g_01837	Prbl.g_00567
OG0001023	Prac.g_01836	Prbl.g_00566
OG0001024	Prac.g_01833	Prbl.g_00562
OG0001025	Prac.g_01827	Prbl.g_00555
OG0001026	Prac.g_01820	Prbl.g_00542
OG0001027	Prac.g_01819	Prbl.g_01332
OG0001028	Prac.g_01817	Prbl.g_01330
OG0001029	Prac.g_01816	Prbl.g_01328
OG0001030	Prac.g_01801	Prbl.g_00822
OG0001031	Prac.g_01744	Prbl.g_00074
OG0001032	Prac.g_01743	Prbl.g_00077
OG0001033	Prac.g_01722	Prbl.g_01281
OG0001034	Prac.g_01694	Prbl.g_00199
OG0001035	Prac.g_01677	Prbl.g_01498
OG0001036	Prac.g_01672	Prbl.g_01494
OG0001037	Prac.g_01671	Prbl.g_01492
OG0001038	Prac.g_01653	Prbl.g_01455
OG0001039	Prac.g_01650	Prbl.g_01452
OG0001040	Prac.g_01648	Prbl.g_01449
OG0001041	Prac.g_01644	Prbl.g_01444
OG0001042	Prac.g_01627	Prbl.g_01419
OG0001043	Prac.g_01626	Prbl.g_01417
OG0001044	Prac.g_01201	Prbl.g_01200
OG0001045	Prac.g_01192	Prbl.g_01211
OG0001046	Prac.g_01154	Prbl.g_00410
OG0001047	Prac.g_01108	Prbl.g_00649
OG0001048	Prac.g_01107	Prbl.g_00648
OG0001049	Prac.g_01105	Prbl.g_00645
OG0001050	Prac.g_01104	Prbl.g_00644
OG0001051	Prac.g_01103	Prbl.g_00643
OG0001052	Prac.g_01073	Prbl.g_01344
OG0001053	Prac.g_01061	Prbl.g_00514
OG0001054	Prac.g_00873	Prbl.g_00532
OG0001055	Prac.g_00855	Prbl.g_00790
OG0001056	Prac.g_00836	Prbl.g_00761
OG0001057	Prac.g_00831	Prbl.g_00749
OG0001058	Prac.g_00823	Prbl.g_01883
OG0001059	Prac.g_00819	Prbl.g_01887
OG0001060	Prac.g_00812	Prbl.g_01894
OG0001061	Prac.g_00799	Prbl.g_01796
OG0001062	Prac.g_00797	Prbl.g_01794
OG0001063	Prac.g_00795	Prbl.g_01790
OG0001064	Prac.g_00794	Prbl.g_01789
OG0001065	Prac.g_00793	Prbl.g_01788
OG0001066	Prac.g_00792	Prbl.g_01787
OG0001067	Prac.g_00791	Prbl.g_01786
OG0001068	Prac.g_00790	Prbl.g_01785
OG0001069	Prac.g_00789	Prbl.g_01784
OG0001070	Prac.g_00786	Prbl.g_01780
OG0001071	Prac.g_00785	Prbl.g_01779
OG0001072	Prac.g_00783	Prbl.g_01776
OG0001073	Prac.g_00767	Prbl.g_01757
OG0001074	Prac.g_00756	Prbl.g_01610
OG0001075	Prac.g_00755	Prbl.g_01611
OG0001076	Prac.g_00747	Prbl.g_01619
OG0001077	Prac.g_00743	Prbl.g_01629
OG0001078	Prac.g_00735	Prbl.g_01640
OG0001079	Prac.g_00724	Prbl.g_01659
OG0001080	Prac.g_00718	Prbl.g_01041
OG0001081	Prac.g_00716	Prbl.g_01031
OG0001082	Prac.g_00715	Prbl.g_01030
OG0001083	Prac.g_00710	Prbl.g_01405
OG0001084	Prac.g_00709	Prbl.g_01404
OG0001085	Prac.g_00701	Prbl.g_01394
OG0001086	Prac.g_00700	Prbl.g_01392
OG0001087	Prac.g_00683	Prbl.g_01853
OG0001088	Prac.g_00682	Prbl.g_01857
OG0001089	Prac.g_00674	Prbl.g_00024
OG0001090	Prac.g_01559	Prbl.g_02565
OG0001091	Prac.g_01557	Prbl.g_02563
OG0001092	Prac.g_01556	Prbl.g_02562
OG0001093	Prac.g_01551	Prbl.g_02558
OG0001094	Prac.g_01481	Prbl.g_02341
OG0001095	Prac.g_01462	Prbl.g_02322
OG0001096	Prac.g_01449	Prbl.g_02306
OG0001097	Prac.g_01431	Prbl.g_01550
OG0001098	Prac.g_01416	Prbl.g_02423
OG0001099	Prac.g_01396	Prbl.g_01329
OG0001100	Prac.g_01392	Prbl.g_02414
OG0001101	Prac.g_01390	Prbl.g_02413
OG0001102	Prac.g_01387	Prbl.g_02410
OG0001103	Prac.g_01385	Prbl.g_02408
OG0001104	Prac.g_01364	Prbl.g_02351
OG0001105	Prac.g_01360	Prbl.g_02356
OG0001106	Prac.g_01336	Prbl.g_02466
OG0001107	Prac.g_01329	Prbl.g_02476
OG0001108	Prac.g_01325	Prbl.g_02483
OG0001109	Prac.g_01324	Prbl.g_02485
OG0001110	Prac.g_01322	Prbl.g_02487
OG0001111	Prac.g_01321	Prbl.g_02489
OG0001112	Prac.g_01320	Prbl.g_02491
OG0001113	Prac.g_01319	Prbl.g_02492
OG0001114	Prac.g_01318	Prbl.g_02493
OG0001115	Prac.g_01316	Prbl.g_02495
OG0001116	Prac.g_01315	Prbl.g_02496
OG0001117	Prac.g_01314	Prbl.g_02497
OG0001118	Prac.g_01313	Prbl.g_02498
OG0001119	Prac.g_01312	Prbl.g_02499
OG0001120	Prac.g_01310	Prbl.g_02501
OG0001122	Prac.g_01284	Prbl.g_02529
OG0001123	Prac.g_01280	Prbl.g_02536
OG0001124	Prac.g_01278	Prbl.g_02538
