Orthogroup	Prbe	Prax
OG0000571	Prbe.g_00510	Prax.g_00083
OG0000572	Prbe.g_00508	Prax.g_00084
OG0000573	Prbe.g_00507	Prax.g_00085
OG0000574	Prbe.g_00506	Prax.g_00086
OG0000575	Prbe.g_00504	Prax.g_00087
OG0000576	Prbe.g_00503	Prax.g_00088
OG0000577	Prbe.g_01490	Prax.g_00089
OG0000578	Prbe.g_01489	Prax.g_00090
OG0000579	Prbe.g_01488	Prax.g_00091
OG0000580	Prbe.g_01487	Prax.g_00092
OG0000581	Prbe.g_01486	Prax.g_00093
OG0000582	Prbe.g_01485	Prax.g_00094
OG0000583	Prbe.g_01484	Prax.g_00095
OG0000584	Prbe.g_01482	Prax.g_00097
OG0000585	Prbe.g_01481	Prax.g_00098
OG0000586	Prbe.g_01479	Prax.g_00099
OG0000587	Prbe.g_01478	Prax.g_00100
OG0000588	Prbe.g_01477	Prax.g_00101
OG0000589	Prbe.g_01476	Prax.g_00102
OG0000590	Prbe.g_01475	Prax.g_00103
OG0000591	Prbe.g_01474	Prax.g_00104
OG0000592	Prbe.g_01473	Prax.g_00105
OG0000593	Prbe.g_01472	Prax.g_00106
OG0000594	Prbe.g_01471	Prax.g_00107
OG0000595	Prbe.g_01470	Prax.g_00108
OG0000596	Prbe.g_01469	Prax.g_00109
OG0000597	Prbe.g_01465	Prax.g_00113
OG0000598	Prbe.g_01464	Prax.g_00114
OG0000599	Prbe.g_01463	Prax.g_00115
OG0000600	Prbe.g_01462	Prax.g_00116
OG0000601	Prbe.g_01461	Prax.g_00117
OG0000602	Prbe.g_01460	Prax.g_00118
OG0000603	Prbe.g_01459	Prax.g_00119
OG0000604	Prbe.g_01458	Prax.g_00120
OG0000605	Prbe.g_01457	Prax.g_00121
OG0000606	Prbe.g_01456	Prax.g_00122
OG0000607	Prbe.g_01454	Prax.g_00123
OG0000608	Prbe.g_01453	Prax.g_00977
OG0000609	Prbe.g_01451	Prax.g_00975
OG0000610	Prbe.g_01450	Prax.g_00974
OG0000611	Prbe.g_00444	Prax.g_00972
OG0000612	Prbe.g_00445	Prax.g_00971
OG0000613	Prbe.g_00447	Prax.g_00969
OG0000614	Prbe.g_00453	Prax.g_00963
OG0000615	Prbe.g_00454	Prax.g_00962
OG0000616	Prbe.g_00455	Prax.g_00961
OG0000617	Prbe.g_00458	Prax.g_00959
OG0000618	Prbe.g_00459	Prax.g_00958
OG0000619	Prbe.g_00460	Prax.g_00957
OG0000620	Prbe.g_00462	Prax.g_00955
OG0000621	Prbe.g_00463	Prax.g_00954
OG0000622	Prbe.g_00464	Prax.g_00953
OG0000623	Prbe.g_00465	Prax.g_00952
OG0000624	Prbe.g_00468	Prax.g_00950
OG0000625	Prbe.g_01199	Prax.g_00949
OG0000626	Prbe.g_01200	Prax.g_00948
OG0000627	Prbe.g_01203	Prax.g_00947
OG0000628	Prbe.g_01204	Prax.g_00946
OG0000629	Prbe.g_01205	Prax.g_00945
OG0000630	Prbe.g_01207	Prax.g_00943
OG0000631	Prbe.g_01209	Prax.g_00942
OG0000632	Prbe.g_01197	Prax.g_00938
OG0000633	Prbe.g_00403	Prax.g_00937
OG0000634	Prbe.g_01215	Prax.g_00484
OG0000635	Prbe.g_01437	Prax.g_00482
OG0000636	Prbe.g_01436	Prax.g_00481
OG0000637	Prbe.g_01434	Prax.g_00479
OG0000638	Prbe.g_01433	Prax.g_00478
OG0000639	Prbe.g_01432	Prax.g_00477
OG0000640	Prbe.g_01431	Prax.g_00476
OG0000641	Prbe.g_01430	Prax.g_00475
OG0000642	Prbe.g_01429	Prax.g_00474
OG0000643	Prbe.g_01428	Prax.g_00473
OG0000644	Prbe.g_01426	Prax.g_00471
OG0000645	Prbe.g_01424	Prax.g_00470
OG0000646	Prbe.g_01423	Prax.g_00469
OG0000647	Prbe.g_01422	Prax.g_00468
OG0000648	Prbe.g_01421	Prax.g_00467
OG0000649	Prbe.g_01420	Prax.g_00466
OG0000650	Prbe.g_01419	Prax.g_00465
OG0000651	Prbe.g_01418	Prax.g_00464
OG0000652	Prbe.g_01416	Prax.g_00462
OG0000653	Prbe.g_01604	Prax.g_00430
OG0000654	Prbe.g_00055	Prax.g_00428
OG0000655	Prbe.g_00496	Prax.g_00418
OG0000656	Prbe.g_00909	Prax.g_00413
OG0000657	Prbe.g_00487	Prax.g_00409
OG0000658	Prbe.g_00488	Prax.g_00408
OG0000659	Prbe.g_00489	Prax.g_00407
OG0000660	Prbe.g_01889	Prax.g_00395
OG0000661	Prbe.g_01317	Prax.g_00386
OG0000662	Prbe.g_01321	Prax.g_00384
OG0000663	Prbe.g_01323	Prax.g_00382
OG0000664	Prbe.g_01324	Prax.g_00381
OG0000665	Prbe.g_01325	Prax.g_00380
OG0000666	Prbe.g_01438	Prax.g_00379
OG0000667	Prbe.g_01217	Prax.g_00378
OG0000668	Prbe.g_01218	Prax.g_00377
OG0000669	Prbe.g_01219	Prax.g_00376
OG0000670	Prbe.g_01221	Prax.g_00374
OG0000671	Prbe.g_01222	Prax.g_00373
OG0000672	Prbe.g_01223	Prax.g_00372
OG0000673	Prbe.g_01224	Prax.g_00371
OG0000674	Prbe.g_01225	Prax.g_00370
OG0000675	Prbe.g_01226	Prax.g_00369
OG0000676	Prbe.g_01228	Prax.g_00367
OG0000677	Prbe.g_01230	Prax.g_00365
OG0000678	Prbe.g_01231	Prax.g_00364
OG0000679	Prbe.g_01232	Prax.g_00363
OG0000680	Prbe.g_01233	Prax.g_00362
OG0000681	Prbe.g_01234	Prax.g_00361
OG0000682	Prbe.g_01235	Prax.g_00360
OG0000683	Prbe.g_01236	Prax.g_00359
OG0000684	Prbe.g_01238	Prax.g_00358
OG0000685	Prbe.g_01239	Prax.g_00357
OG0000686	Prbe.g_01240	Prax.g_00356
OG0000687	Prbe.g_01241	Prax.g_00355
OG0000688	Prbe.g_01242	Prax.g_00354
OG0000689	Prbe.g_01243	Prax.g_00353
OG0000690	Prbe.g_01244	Prax.g_00352
OG0000691	Prbe.g_01246	Prax.g_00350
OG0000692	Prbe.g_01247	Prax.g_00349
OG0000693	Prbe.g_01248	Prax.g_00348
OG0000694	Prbe.g_01249	Prax.g_00347
OG0000695	Prbe.g_01250	Prax.g_00346
OG0000696	Prbe.g_01251	Prax.g_00345
OG0000697	Prbe.g_01253	Prax.g_00343
OG0000698	Prbe.g_01254	Prax.g_00342
OG0000699	Prbe.g_01258	Prax.g_00338
OG0000700	Prbe.g_01259	Prax.g_00337
OG0000701	Prbe.g_01261	Prax.g_00336
OG0000702	Prbe.g_01262	Prax.g_00335
OG0000703	Prbe.g_01263	Prax.g_00334
OG0000704	Prbe.g_01264	Prax.g_00333
OG0000705	Prbe.g_01266	Prax.g_00331
OG0000706	Prbe.g_01267	Prax.g_00330
OG0000707	Prbe.g_01268	Prax.g_00329
OG0000708	Prbe.g_01269	Prax.g_00328
OG0000709	Prbe.g_01270	Prax.g_00327
OG0000710	Prbe.g_01271	Prax.g_00326
OG0000711	Prbe.g_01272	Prax.g_00325
OG0000712	Prbe.g_01273	Prax.g_00324
OG0000713	Prbe.g_01274	Prax.g_00323
OG0000714	Prbe.g_01278	Prax.g_00321
OG0000715	Prbe.g_01279	Prax.g_00320
OG0000716	Prbe.g_01280	Prax.g_00319
OG0000717	Prbe.g_01281	Prax.g_00318
OG0000718	Prbe.g_01282	Prax.g_00317
OG0000719	Prbe.g_01284	Prax.g_00315
OG0000720	Prbe.g_01288	Prax.g_00313
OG0000721	Prbe.g_01289	Prax.g_00312
OG0000722	Prbe.g_00105	Prax.g_00546
OG0000723	Prbe.g_00110	Prax.g_00550
OG0000724	Prbe.g_00406	Prax.g_00553
OG0000725	Prbe.g_00408	Prax.g_00554
OG0000726	Prbe.g_00409	Prax.g_00555
OG0000727	Prbe.g_00411	Prax.g_00556
OG0000728	Prbe.g_00412	Prax.g_00557
OG0000729	Prbe.g_00414	Prax.g_00558
OG0000730	Prbe.g_00415	Prax.g_00559
OG0000731	Prbe.g_00417	Prax.g_00561
OG0000732	Prbe.g_00418	Prax.g_00562
OG0000733	Prbe.g_00419	Prax.g_00563
OG0000734	Prbe.g_00420	Prax.g_00564
OG0000735	Prbe.g_00421	Prax.g_00565
OG0000736	Prbe.g_00423	Prax.g_00567
OG0000737	Prbe.g_00424	Prax.g_00568
OG0000738	Prbe.g_00426	Prax.g_00570
OG0000739	Prbe.g_00427	Prax.g_00571
OG0000740	Prbe.g_00428	Prax.g_00572
OG0000741	Prbe.g_00430	Prax.g_00574
OG0000742	Prbe.g_00431	Prax.g_00575
OG0000743	Prbe.g_00435	Prax.g_00579
OG0000744	Prbe.g_00436	Prax.g_00580
OG0000745	Prbe.g_00438	Prax.g_00582
OG0000746	Prbe.g_00439	Prax.g_00583
OG0000747	Prbe.g_00440	Prax.g_00584
OG0000748	Prbe.g_00441	Prax.g_00585
OG0000749	Prbe.g_00442	Prax.g_00586
OG0000750	Prbe.g_00443	Prax.g_00587
OG0000751	Prbe.g_01446	Prax.g_00589
OG0000752	Prbe.g_01445	Prax.g_00590
OG0000753	Prbe.g_01444	Prax.g_00591
OG0000754	Prbe.g_01443	Prax.g_00592
OG0000755	Prbe.g_01441	Prax.g_00594
OG0000756	Prbe.g_01440	Prax.g_00595
OG0000757	Prbe.g_01439	Prax.g_00596
OG0000758	Prbe.g_01326	Prax.g_00597
OG0000759	Prbe.g_01327	Prax.g_00598
OG0000760	Prbe.g_01328	Prax.g_00599
OG0000761	Prbe.g_01329	Prax.g_00600
OG0000762	Prbe.g_01331	Prax.g_00602
OG0000763	Prbe.g_01332	Prax.g_00603
OG0000764	Prbe.g_01333	Prax.g_00604
OG0000765	Prbe.g_01334	Prax.g_00605
OG0000766	Prbe.g_01335	Prax.g_00606
OG0000767	Prbe.g_01336	Prax.g_00607
OG0000768	Prbe.g_01337	Prax.g_00608
OG0000769	Prbe.g_01338	Prax.g_00609
OG0000770	Prbe.g_01340	Prax.g_00610
OG0000771	Prbe.g_01341	Prax.g_00611
OG0000772	Prbe.g_01400	Prax.g_00612
OG0000773	Prbe.g_01343	Prax.g_00614
OG0000774	Prbe.g_01344	Prax.g_00615
OG0000775	Prbe.g_01345	Prax.g_00616
OG0000776	Prbe.g_01347	Prax.g_00617
OG0000777	Prbe.g_01348	Prax.g_00618
OG0000778	Prbe.g_01349	Prax.g_00619
OG0000779	Prbe.g_01351	Prax.g_01130
OG0000780	Prbe.g_01352	Prax.g_01131
OG0000781	Prbe.g_01353	Prax.g_01132
OG0000782	Prbe.g_01355	Prax.g_01134
OG0000783	Prbe.g_01356	Prax.g_01135
OG0000784	Prbe.g_01357	Prax.g_01136
OG0000785	Prbe.g_01358	Prax.g_01137
OG0000786	Prbe.g_01359	Prax.g_01138
OG0000787	Prbe.g_01361	Prax.g_01140
OG0000788	Prbe.g_01362	Prax.g_01141
OG0000789	Prbe.g_01363	Prax.g_01142
OG0000790	Prbe.g_01364	Prax.g_01143
OG0000791	Prbe.g_01365	Prax.g_01144
OG0000792	Prbe.g_01615	Prax.g_01145
OG0000793	Prbe.g_01367	Prax.g_01146
OG0000794	Prbe.g_01368	Prax.g_01147
OG0000795	Prbe.g_01369	Prax.g_01148
OG0000796	Prbe.g_01372	Prax.g_01150
OG0000797	Prbe.g_01373	Prax.g_01152
OG0000798	Prbe.g_01374	Prax.g_01153
OG0000799	Prbe.g_01375	Prax.g_01154
OG0000800	Prbe.g_01376	Prax.g_01155
OG0000801	Prbe.g_01377	Prax.g_01156
OG0000802	Prbe.g_01379	Prax.g_01158
OG0000803	Prbe.g_01380	Prax.g_01159
OG0000804	Prbe.g_01384	Prax.g_01173
OG0000805	Prbe.g_01386	Prax.g_01175
OG0000806	Prbe.g_01387	Prax.g_01176
OG0000807	Prbe.g_01388	Prax.g_01177
OG0000808	Prbe.g_01389	Prax.g_01178
OG0000809	Prbe.g_01395	Prax.g_01182
OG0000810	Prbe.g_01397	Prax.g_01183
OG0000811	Prbe.g_01398	Prax.g_01184
OG0000812	Prbe.g_01399	Prax.g_01185
OG0000813	Prbe.g_01402	Prax.g_01186
OG0000814	Prbe.g_01403	Prax.g_01187
OG0000815	Prbe.g_01404	Prax.g_01188
OG0000816	Prbe.g_01407	Prax.g_01190
OG0000817	Prbe.g_01308	Prax.g_01193
OG0000818	Prbe.g_01307	Prax.g_01194
OG0000819	Prbe.g_01305	Prax.g_01196
OG0000820	Prbe.g_01304	Prax.g_01197
OG0000821	Prbe.g_01303	Prax.g_01198
OG0000822	Prbe.g_01302	Prax.g_01199
OG0000823	Prbe.g_01299	Prax.g_01202
OG0000824	Prbe.g_01298	Prax.g_01203
OG0000825	Prbe.g_01296	Prax.g_01205
OG0000826	Prbe.g_01295	Prax.g_01206
OG0000827	Prbe.g_01294	Prax.g_01207
OG0000828	Prbe.g_01292	Prax.g_01209
OG0000829	Prbe.g_01919	Prax.g_01235
OG0000830	Prbe.g_00071	Prax.g_01245
OG0000831	Prbe.g_01597	Prax.g_01248
OG0000832	Prbe.g_00492	Prax.g_01249
OG0000833	Prbe.g_00915	Prax.g_01256
OG0000834	Prbe.g_01591	Prax.g_00126
OG0000835	Prbe.g_01898	Prax.g_00130
OG0000836	Prbe.g_01618	Prax.g_00132
OG0000837	Prbe.g_00374	Prax.g_00146
OG0000838	Prbe.g_00042	Prax.g_00162
OG0000839	Prbe.g_00043	Prax.g_00163
OG0000840	Prbe.g_00060	Prax.g_00168
OG0000841	Prbe.g_01571	Prax.g_00181
OG0000842	Prbe.g_01565	Prax.g_00185
OG0000843	Prbe.g_01563	Prax.g_00187
OG0000844	Prbe.g_01562	Prax.g_00188
OG0000845	Prbe.g_01561	Prax.g_00189
OG0000846	Prbe.g_01560	Prax.g_00190
OG0000847	Prbe.g_01559	Prax.g_00191
OG0000848	Prbe.g_01558	Prax.g_00192
OG0000849	Prbe.g_01557	Prax.g_00193
OG0000850	Prbe.g_01556	Prax.g_00194
OG0000851	Prbe.g_01553	Prax.g_00196
OG0000852	Prbe.g_01550	Prax.g_00199
OG0000853	Prbe.g_01548	Prax.g_00201
OG0000854	Prbe.g_01547	Prax.g_00202
OG0000855	Prbe.g_01546	Prax.g_00203
OG0000856	Prbe.g_01545	Prax.g_00204
OG0000857	Prbe.g_01544	Prax.g_00205
OG0000858	Prbe.g_01541	Prax.g_00207
OG0000859	Prbe.g_01540	Prax.g_00208
OG0000860	Prbe.g_01539	Prax.g_00209
OG0000861	Prbe.g_01538	Prax.g_00210
OG0000862	Prbe.g_01537	Prax.g_00211
OG0000863	Prbe.g_01535	Prax.g_00212
OG0000864	Prbe.g_01534	Prax.g_00213
OG0000865	Prbe.g_01533	Prax.g_00214
OG0000866	Prbe.g_01532	Prax.g_00215
OG0000867	Prbe.g_01530	Prax.g_00218
OG0000868	Prbe.g_01528	Prax.g_00220
OG0000869	Prbe.g_01527	Prax.g_00221
OG0000870	Prbe.g_01524	Prax.g_00222
OG0000871	Prbe.g_01523	Prax.g_00223
OG0000872	Prbe.g_01521	Prax.g_00224
OG0000873	Prbe.g_01520	Prax.g_00225
OG0000874	Prbe.g_01519	Prax.g_00226
OG0000875	Prbe.g_01517	Prax.g_00227
OG0000876	Prbe.g_01515	Prax.g_00229
OG0000877	Prbe.g_01514	Prax.g_00230
OG0000878	Prbe.g_01513	Prax.g_00231
OG0000879	Prbe.g_01512	Prax.g_00232
OG0000880	Prbe.g_01511	Prax.g_00233
OG0000881	Prbe.g_01510	Prax.g_00234
OG0000882	Prbe.g_01509	Prax.g_00235
OG0000883	Prbe.g_01508	Prax.g_00236
OG0000884	Prbe.g_01507	Prax.g_00237
OG0000885	Prbe.g_01506	Prax.g_00238
OG0000886	Prbe.g_01505	Prax.g_00239
OG0000887	Prbe.g_01504	Prax.g_00240
OG0000888	Prbe.g_01503	Prax.g_00241
OG0000889	Prbe.g_01502	Prax.g_00242
OG0000890	Prbe.g_01501	Prax.g_00243
OG0000891	Prbe.g_01500	Prax.g_00244
OG0000892	Prbe.g_01499	Prax.g_00245
OG0000893	Prbe.g_01498	Prax.g_00246
OG0000894	Prbe.g_01497	Prax.g_00248
OG0000895	Prbe.g_01496	Prax.g_00249
OG0000896	Prbe.g_01494	Prax.g_00251
OG0000897	Prbe.g_01493	Prax.g_00252
OG0000898	Prbe.g_01492	Prax.g_00253
OG0000899	Prbe.g_01491	Prax.g_00254
OG0000900	Prbe.g_00502	Prax.g_00256
OG0000901	Prbe.g_01128	Prax.g_01928
OG0000902	Prbe.g_00904	Prax.g_01910
OG0000903	Prbe.g_00903	Prax.g_01909
OG0000904	Prbe.g_00902	Prax.g_01908
OG0000905	Prbe.g_00901	Prax.g_01907
OG0000906	Prbe.g_00900	Prax.g_01906
OG0000907	Prbe.g_00898	Prax.g_01904
OG0000908	Prbe.g_00897	Prax.g_01903
OG0000909	Prbe.g_00896	Prax.g_01902
OG0000910	Prbe.g_00895	Prax.g_01901
OG0000911	Prbe.g_00894	Prax.g_01900
OG0000912	Prbe.g_00891	Prax.g_01897
OG0000913	Prbe.g_00890	Prax.g_01896
OG0000914	Prbe.g_00889	Prax.g_01895
OG0000915	Prbe.g_00886	Prax.g_01893
OG0000916	Prbe.g_00885	Prax.g_01892
OG0000917	Prbe.g_00884	Prax.g_01891
OG0000918	Prbe.g_00883	Prax.g_01890
OG0000919	Prbe.g_00882	Prax.g_01889
OG0000920	Prbe.g_00881	Prax.g_01888
OG0000921	Prbe.g_00878	Prax.g_01886
OG0000922	Prbe.g_00877	Prax.g_01885
OG0000923	Prbe.g_00397	Prax.g_01881
OG0000924	Prbe.g_00398	Prax.g_01880
OG0000925	Prbe.g_00869	Prax.g_01877
OG0000926	Prbe.g_00634	Prax.g_01876
OG0000927	Prbe.g_01614	Prax.g_01875
OG0000928	Prbe.g_00212	Prax.g_01873
OG0000929	Prbe.g_01592	Prax.g_01871
OG0000930	Prbe.g_01574	Prax.g_01869
OG0000931	Prbe.g_01286	Prax.g_01868
OG0000932	Prbe.g_01611	Prax.g_01865
OG0000933	Prbe.g_00371	Prax.g_01861
OG0000934	Prbe.g_00370	Prax.g_01860
OG0000935	Prbe.g_00369	Prax.g_01859
OG0000936	Prbe.g_00368	Prax.g_01858
OG0000937	Prbe.g_00367	Prax.g_01857
OG0000938	Prbe.g_00366	Prax.g_01856
OG0000939	Prbe.g_00365	Prax.g_01855
OG0000940	Prbe.g_00364	Prax.g_01854
OG0000941	Prbe.g_00363	Prax.g_01853
OG0000942	Prbe.g_00362	Prax.g_01852
OG0000943	Prbe.g_00361	Prax.g_01851
OG0000944	Prbe.g_00360	Prax.g_01850
OG0000945	Prbe.g_00359	Prax.g_01849
OG0000946	Prbe.g_00358	Prax.g_01848
OG0000947	Prbe.g_00357	Prax.g_01847
OG0000948	Prbe.g_00356	Prax.g_01846
OG0000949	Prbe.g_00355	Prax.g_01845
OG0000950	Prbe.g_00792	Prax.g_01780
OG0000951	Prbe.g_00328	Prax.g_01751
OG0000952	Prbe.g_00327	Prax.g_01750
OG0000953	Prbe.g_00326	Prax.g_01749
OG0000954	Prbe.g_00325	Prax.g_01748
OG0000955	Prbe.g_00324	Prax.g_01747
OG0000956	Prbe.g_00322	Prax.g_01745
OG0000957	Prbe.g_00321	Prax.g_01744
OG0000958	Prbe.g_00320	Prax.g_01743
OG0000959	Prbe.g_00319	Prax.g_01742
OG0000960	Prbe.g_00318	Prax.g_01741
OG0000961	Prbe.g_00317	Prax.g_01740
OG0000962	Prbe.g_00316	Prax.g_01739
OG0000963	Prbe.g_00315	Prax.g_01738
OG0000964	Prbe.g_00314	Prax.g_01737
OG0000965	Prbe.g_00313	Prax.g_01735
OG0000966	Prbe.g_00312	Prax.g_01734
OG0000967	Prbe.g_00309	Prax.g_01726
OG0000968	Prbe.g_00308	Prax.g_01725
OG0000969	Prbe.g_00307	Prax.g_01724
OG0000970	Prbe.g_00306	Prax.g_01723
OG0000971	Prbe.g_00305	Prax.g_01722
OG0000972	Prbe.g_00304	Prax.g_01721
OG0000973	Prbe.g_00302	Prax.g_01719
OG0000974	Prbe.g_00301	Prax.g_01718
OG0000975	Prbe.g_00300	Prax.g_01717
OG0000976	Prbe.g_00299	Prax.g_01716
OG0000977	Prbe.g_00298	Prax.g_01715
OG0000978	Prbe.g_00297	Prax.g_01714
OG0000979	Prbe.g_00296	Prax.g_01713
OG0000980	Prbe.g_00295	Prax.g_01712
OG0000981	Prbe.g_00294	Prax.g_01711
OG0000982	Prbe.g_00293	Prax.g_01710
OG0000983	Prbe.g_00292	Prax.g_01709
OG0000984	Prbe.g_00288	Prax.g_01705
OG0000985	Prbe.g_00287	Prax.g_01704
OG0000986	Prbe.g_00286	Prax.g_01703
OG0000987	Prbe.g_00284	Prax.g_01701
OG0000988	Prbe.g_00283	Prax.g_01700
OG0000989	Prbe.g_00282	Prax.g_01699
OG0000990	Prbe.g_00281	Prax.g_01698
OG0000991	Prbe.g_00280	Prax.g_01697
OG0000992	Prbe.g_00279	Prax.g_01696
OG0000993	Prbe.g_00278	Prax.g_01695
OG0000994	Prbe.g_00277	Prax.g_01694
OG0000995	Prbe.g_00276	Prax.g_01693
OG0000996	Prbe.g_00275	Prax.g_01692
OG0000997	Prbe.g_00273	Prax.g_01690
OG0000998	Prbe.g_00267	Prax.g_01687
OG0000999	Prbe.g_00265	Prax.g_01685
OG0001000	Prbe.g_00263	Prax.g_01684
OG0001001	Prbe.g_00261	Prax.g_01683
OG0001002	Prbe.g_00259	Prax.g_01681
OG0001003	Prbe.g_00258	Prax.g_01680
OG0001004	Prbe.g_00257	Prax.g_01679
OG0001005	Prbe.g_00256	Prax.g_01678
OG0001006	Prbe.g_00254	Prax.g_01676
OG0001007	Prbe.g_00253	Prax.g_01675
OG0001008	Prbe.g_00252	Prax.g_01674
OG0001009	Prbe.g_00251	Prax.g_01673
OG0001010	Prbe.g_00250	Prax.g_01672
OG0001011	Prbe.g_00249	Prax.g_01671
OG0001012	Prbe.g_00248	Prax.g_01670
OG0001013	Prbe.g_00247	Prax.g_01669
OG0001014	Prbe.g_00246	Prax.g_01668
OG0001015	Prbe.g_00245	Prax.g_01667
OG0001016	Prbe.g_00244	Prax.g_01666
OG0001017	Prbe.g_00243	Prax.g_01665
OG0001018	Prbe.g_00242	Prax.g_01664
OG0001019	Prbe.g_00241	Prax.g_01663
OG0001020	Prbe.g_00240	Prax.g_01662
OG0001021	Prbe.g_00239	Prax.g_01661
OG0001022	Prbe.g_00238	Prax.g_01660
OG0001023	Prbe.g_00237	Prax.g_01659
OG0001024	Prbe.g_00235	Prax.g_01657
OG0001025	Prbe.g_00234	Prax.g_01656
OG0001026	Prbe.g_00233	Prax.g_01655
OG0001027	Prbe.g_00232	Prax.g_01654
OG0001028	Prbe.g_00229	Prax.g_01653
OG0001029	Prbe.g_00228	Prax.g_01652
OG0001030	Prbe.g_00225	Prax.g_01649
OG0001031	Prbe.g_00224	Prax.g_01648
OG0001032	Prbe.g_01042	Prax.g_01640
OG0001033	Prbe.g_00505	Prax.g_01633
OG0001034	Prbe.g_01237	Prax.g_01605
OG0001035	Prbe.g_00992	Prax.g_01565
OG0001036	Prbe.g_00991	Prax.g_01564
OG0001037	Prbe.g_00984	Prax.g_01558
OG0001038	Prbe.g_00983	Prax.g_01557
OG0001039	Prbe.g_00982	Prax.g_01556
OG0001040	Prbe.g_00981	Prax.g_01555
OG0001041	Prbe.g_00979	Prax.g_01553
OG0001042	Prbe.g_00978	Prax.g_01552
OG0001043	Prbe.g_00977	Prax.g_01551
OG0001044	Prbe.g_00976	Prax.g_01550
OG0001045	Prbe.g_00975	Prax.g_01549
OG0001046	Prbe.g_00973	Prax.g_01548
OG0001047	Prbe.g_00972	Prax.g_01547
OG0001048	Prbe.g_00971	Prax.g_01545
OG0001049	Prbe.g_00970	Prax.g_01544
OG0001050	Prbe.g_00969	Prax.g_01543
OG0001051	Prbe.g_00968	Prax.g_01542
OG0001052	Prbe.g_00967	Prax.g_01541
OG0001053	Prbe.g_00966	Prax.g_01540
OG0001054	Prbe.g_00965	Prax.g_01539
OG0001055	Prbe.g_00964	Prax.g_01538
OG0001056	Prbe.g_00963	Prax.g_01537
OG0001057	Prbe.g_00961	Prax.g_01535
OG0001058	Prbe.g_00960	Prax.g_01534
OG0001059	Prbe.g_00959	Prax.g_01533
OG0001060	Prbe.g_00958	Prax.g_01532
OG0001061	Prbe.g_00957	Prax.g_01531
OG0001062	Prbe.g_00956	Prax.g_01530
OG0001063	Prbe.g_00955	Prax.g_01529
OG0001064	Prbe.g_00954	Prax.g_01528
OG0001065	Prbe.g_00953	Prax.g_01527
OG0001066	Prbe.g_00952	Prax.g_01526
OG0001067	Prbe.g_00951	Prax.g_01525
OG0001068	Prbe.g_00950	Prax.g_01524
OG0001069	Prbe.g_00947	Prax.g_01521
OG0001070	Prbe.g_00945	Prax.g_01519
OG0001071	Prbe.g_00944	Prax.g_01518
OG0001072	Prbe.g_00943	Prax.g_01517
OG0001073	Prbe.g_00942	Prax.g_01516
OG0001074	Prbe.g_00941	Prax.g_01515
OG0001075	Prbe.g_00939	Prax.g_01513
OG0001076	Prbe.g_00937	Prax.g_01511
OG0001077	Prbe.g_00936	Prax.g_01510
OG0001078	Prbe.g_00935	Prax.g_01509
OG0001079	Prbe.g_00934	Prax.g_01508
OG0001080	Prbe.g_00933	Prax.g_01507
OG0001081	Prbe.g_00932	Prax.g_01506
OG0001082	Prbe.g_00931	Prax.g_01505
OG0001083	Prbe.g_00930	Prax.g_01504
OG0001084	Prbe.g_00929	Prax.g_01503
OG0001085	Prbe.g_00928	Prax.g_01502
OG0001086	Prbe.g_00922	Prax.g_01262
OG0001087	Prbe.g_00920	Prax.g_01263
OG0001088	Prbe.g_00919	Prax.g_01264
OG0001089	Prbe.g_01112	Prax.g_01266
OG0001090	Prbe.g_01111	Prax.g_01267
OG0001091	Prbe.g_01110	Prax.g_01268
OG0001092	Prbe.g_01109	Prax.g_01269
OG0001093	Prbe.g_01108	Prax.g_01270
OG0001094	Prbe.g_01107	Prax.g_01271
OG0001095	Prbe.g_01106	Prax.g_01272
OG0001096	Prbe.g_01105	Prax.g_01273
OG0001097	Prbe.g_01104	Prax.g_01274
OG0001098	Prbe.g_01103	Prax.g_01275
OG0001099	Prbe.g_01102	Prax.g_01276
OG0001100	Prbe.g_01101	Prax.g_01277
OG0001101	Prbe.g_01100	Prax.g_01278
OG0001102	Prbe.g_01096	Prax.g_01281
OG0001103	Prbe.g_01095	Prax.g_01282
OG0001104	Prbe.g_01092	Prax.g_01283
OG0001105	Prbe.g_01093	Prax.g_01285
OG0001106	Prbe.g_01097	Prax.g_01287
OG0001107	Prbe.g_01098	Prax.g_01288
OG0001108	Prbe.g_01099	Prax.g_01289
OG0001109	Prbe.g_01089	Prax.g_01296
OG0001110	Prbe.g_01087	Prax.g_01298
OG0001111	Prbe.g_01086	Prax.g_01299
OG0001112	Prbe.g_01085	Prax.g_01300
OG0001113	Prbe.g_01084	Prax.g_01301
OG0001114	Prbe.g_01083	Prax.g_01302
OG0001115	Prbe.g_01082	Prax.g_01303
OG0001116	Prbe.g_01081	Prax.g_01304
OG0001117	Prbe.g_01080	Prax.g_01305
OG0001118	Prbe.g_01079	Prax.g_01306
OG0001119	Prbe.g_01078	Prax.g_01307
OG0001120	Prbe.g_00867	Prax.g_01308
OG0001121	Prbe.g_00866	Prax.g_01309
OG0001122	Prbe.g_00865	Prax.g_01310
OG0001123	Prbe.g_00864	Prax.g_01311
OG0001124	Prbe.g_00863	Prax.g_01312
OG0001125	Prbe.g_00862	Prax.g_01313
OG0001126	Prbe.g_00861	Prax.g_01314
OG0001127	Prbe.g_00860	Prax.g_01315
OG0001128	Prbe.g_00859	Prax.g_01316
OG0001129	Prbe.g_00858	Prax.g_01317
