Orthogroup	Prbe	Pras
OG0000561	Prbe.g_00522	Pras.g_01487
OG0000562	Prbe.g_00521	Pras.g_01488
OG0000563	Prbe.g_00520	Pras.g_01489
OG0000564	Prbe.g_00519	Pras.g_01490
OG0000565	Prbe.g_00518	Pras.g_01491
OG0000566	Prbe.g_00517	Pras.g_01492
OG0000567	Prbe.g_00516	Pras.g_01493
OG0000568	Prbe.g_00515	Pras.g_01494
OG0000569	Prbe.g_00513	Pras.g_01497
OG0000570	Prbe.g_00512	Pras.g_01498
OG0000571	Prbe.g_00510	Pras.g_01500
OG0000572	Prbe.g_00508	Pras.g_01501
OG0000573	Prbe.g_00507	Pras.g_01502
OG0000574	Prbe.g_00506	Pras.g_01503
OG0000575	Prbe.g_00504	Pras.g_01504
OG0000576	Prbe.g_00503	Pras.g_01505
OG0000577	Prbe.g_01490	Pras.g_01506
OG0000578	Prbe.g_01489	Pras.g_01507
OG0000579	Prbe.g_01488	Pras.g_01508
OG0000580	Prbe.g_01487	Pras.g_01509
OG0000581	Prbe.g_01486	Pras.g_01510
OG0000582	Prbe.g_01485	Pras.g_01511
OG0000583	Prbe.g_01484	Pras.g_01512
OG0000584	Prbe.g_01482	Pras.g_01514
OG0000585	Prbe.g_01481	Pras.g_01515
OG0000586	Prbe.g_01479	Pras.g_01516
OG0000587	Prbe.g_01478	Pras.g_01517
OG0000588	Prbe.g_01477	Pras.g_01518
OG0000589	Prbe.g_01476	Pras.g_01519
OG0000590	Prbe.g_01475	Pras.g_01520
OG0000591	Prbe.g_01474	Pras.g_01521
OG0000592	Prbe.g_01473	Pras.g_01522
OG0000593	Prbe.g_01472	Pras.g_01523
OG0000594	Prbe.g_01471	Pras.g_01524
OG0000595	Prbe.g_01470	Pras.g_01525
OG0000596	Prbe.g_01469	Pras.g_01526
OG0000597	Prbe.g_01465	Pras.g_01530
OG0000598	Prbe.g_01464	Pras.g_01531
OG0000599	Prbe.g_01463	Pras.g_01532
OG0000600	Prbe.g_01462	Pras.g_01533
OG0000601	Prbe.g_01461	Pras.g_01534
OG0000602	Prbe.g_01460	Pras.g_01535
OG0000603	Prbe.g_01459	Pras.g_01536
OG0000604	Prbe.g_01458	Pras.g_01537
OG0000605	Prbe.g_01457	Pras.g_01538
OG0000606	Prbe.g_01456	Pras.g_01539
OG0000607	Prbe.g_01454	Pras.g_01540
OG0000608	Prbe.g_01453	Pras.g_01541
OG0000609	Prbe.g_01451	Pras.g_01543
OG0000610	Prbe.g_01450	Pras.g_01544
OG0000611	Prbe.g_00444	Pras.g_01546
OG0000612	Prbe.g_00445	Pras.g_01547
OG0000613	Prbe.g_00447	Pras.g_01549
OG0000614	Prbe.g_00453	Pras.g_01555
OG0000615	Prbe.g_00454	Pras.g_01556
OG0000616	Prbe.g_00455	Pras.g_01557
OG0000617	Prbe.g_00458	Pras.g_01559
OG0000618	Prbe.g_00459	Pras.g_01560
OG0000619	Prbe.g_00460	Pras.g_01561
OG0000620	Prbe.g_00462	Pras.g_01563
OG0000621	Prbe.g_00463	Pras.g_01564
OG0000622	Prbe.g_00464	Pras.g_01565
OG0000623	Prbe.g_00465	Pras.g_01566
OG0000624	Prbe.g_00468	Pras.g_01568
OG0000625	Prbe.g_01199	Pras.g_01569
OG0000626	Prbe.g_01200	Pras.g_01570
OG0000627	Prbe.g_01203	Pras.g_01571
OG0000628	Prbe.g_01204	Pras.g_01572
OG0000629	Prbe.g_01205	Pras.g_01573
OG0000630	Prbe.g_01207	Pras.g_01575
OG0000631	Prbe.g_01209	Pras.g_01576
OG0000632	Prbe.g_01197	Pras.g_01580
OG0000633	Prbe.g_00403	Pras.g_01581
OG0000634	Prbe.g_01215	Pras.g_01607
OG0000635	Prbe.g_01437	Pras.g_01609
OG0000636	Prbe.g_01436	Pras.g_01610
OG0000637	Prbe.g_01434	Pras.g_01612
OG0000638	Prbe.g_01433	Pras.g_01613
OG0000639	Prbe.g_01432	Pras.g_01614
OG0000640	Prbe.g_01431	Pras.g_01615
OG0000641	Prbe.g_01430	Pras.g_01616
OG0000642	Prbe.g_01429	Pras.g_01617
OG0000643	Prbe.g_01428	Pras.g_01618
OG0000644	Prbe.g_01426	Pras.g_01620
OG0000645	Prbe.g_01424	Pras.g_01621
OG0000646	Prbe.g_01423	Pras.g_01622
OG0000647	Prbe.g_01422	Pras.g_01623
OG0000648	Prbe.g_01421	Pras.g_01624
OG0000649	Prbe.g_01420	Pras.g_01625
OG0000650	Prbe.g_01419	Pras.g_01626
OG0000651	Prbe.g_01418	Pras.g_01627
OG0000652	Prbe.g_01416	Pras.g_01629
OG0000653	Prbe.g_01604	Pras.g_01647
OG0000654	Prbe.g_00055	Pras.g_01649
OG0000655	Prbe.g_00496	Pras.g_01659
OG0000656	Prbe.g_00909	Pras.g_01664
OG0000657	Prbe.g_00487	Pras.g_01665
OG0000658	Prbe.g_00488	Pras.g_01666
OG0000659	Prbe.g_00489	Pras.g_01667
OG0000660	Prbe.g_01889	Pras.g_01679
OG0000661	Prbe.g_01317	Pras.g_01688
OG0000662	Prbe.g_01321	Pras.g_01690
OG0000663	Prbe.g_01323	Pras.g_01692
OG0000664	Prbe.g_01324	Pras.g_01693
OG0000665	Prbe.g_01325	Pras.g_01694
OG0000666	Prbe.g_01438	Pras.g_01695
OG0000667	Prbe.g_01217	Pras.g_01696
OG0000668	Prbe.g_01218	Pras.g_01697
OG0000669	Prbe.g_01219	Pras.g_01698
OG0000670	Prbe.g_01221	Pras.g_01700
OG0000671	Prbe.g_01222	Pras.g_01701
OG0000672	Prbe.g_01223	Pras.g_01702
OG0000673	Prbe.g_01224	Pras.g_01703
OG0000674	Prbe.g_01225	Pras.g_01704
OG0000675	Prbe.g_01226	Pras.g_01705
OG0000676	Prbe.g_01228	Pras.g_01707
OG0000677	Prbe.g_01230	Pras.g_01709
OG0000678	Prbe.g_01231	Pras.g_01710
OG0000679	Prbe.g_01232	Pras.g_01711
OG0000680	Prbe.g_01233	Pras.g_01712
OG0000681	Prbe.g_01234	Pras.g_01713
OG0000682	Prbe.g_01235	Pras.g_01714
OG0000683	Prbe.g_01236	Pras.g_01715
OG0000684	Prbe.g_01238	Pras.g_01716
OG0000685	Prbe.g_01239	Pras.g_01717
OG0000686	Prbe.g_01240	Pras.g_01718
OG0000687	Prbe.g_01241	Pras.g_01719
OG0000688	Prbe.g_01242	Pras.g_01720
OG0000689	Prbe.g_01243	Pras.g_01721
OG0000690	Prbe.g_01244	Pras.g_01722
OG0000691	Prbe.g_01246	Pras.g_01724
OG0000692	Prbe.g_01247	Pras.g_01725
OG0000693	Prbe.g_01248	Pras.g_01726
OG0000694	Prbe.g_01249	Pras.g_01727
OG0000695	Prbe.g_01250	Pras.g_01728
OG0000696	Prbe.g_01251	Pras.g_01729
OG0000697	Prbe.g_01253	Pras.g_01731
OG0000698	Prbe.g_01254	Pras.g_01732
OG0000699	Prbe.g_01258	Pras.g_01735
OG0000700	Prbe.g_01259	Pras.g_01736
OG0000701	Prbe.g_01261	Pras.g_01737
OG0000702	Prbe.g_01262	Pras.g_01738
OG0000703	Prbe.g_01263	Pras.g_01739
OG0000704	Prbe.g_01264	Pras.g_01740
OG0000705	Prbe.g_01266	Pras.g_01742
OG0000706	Prbe.g_01267	Pras.g_01743
OG0000707	Prbe.g_01268	Pras.g_01744
OG0000708	Prbe.g_01269	Pras.g_01745
OG0000709	Prbe.g_01270	Pras.g_01746
OG0000710	Prbe.g_01271	Pras.g_01747
OG0000711	Prbe.g_01272	Pras.g_01748
OG0000712	Prbe.g_01273	Pras.g_01749
OG0000713	Prbe.g_01274	Pras.g_01750
OG0000714	Prbe.g_01278	Pras.g_01752
OG0000715	Prbe.g_01279	Pras.g_01753
OG0000716	Prbe.g_01280	Pras.g_01754
OG0000717	Prbe.g_01281	Pras.g_01755
OG0000718	Prbe.g_01282	Pras.g_01756
OG0000719	Prbe.g_01284	Pras.g_01758
OG0000720	Prbe.g_01288	Pras.g_01760
OG0000721	Prbe.g_01289	Pras.g_01761
OG0000722	Prbe.g_00105	Pras.g_01788
OG0000723	Prbe.g_00110	Pras.g_01791
OG0000724	Prbe.g_00406	Pras.g_01792
OG0000725	Prbe.g_00408	Pras.g_01793
OG0000726	Prbe.g_00409	Pras.g_01794
OG0000727	Prbe.g_00411	Pras.g_01795
OG0000728	Prbe.g_00412	Pras.g_01796
OG0000729	Prbe.g_00414	Pras.g_01798
OG0000730	Prbe.g_00415	Pras.g_01799
OG0000731	Prbe.g_00417	Pras.g_01801
OG0000732	Prbe.g_00418	Pras.g_01802
OG0000733	Prbe.g_00419	Pras.g_01803
OG0000734	Prbe.g_00420	Pras.g_01804
OG0000735	Prbe.g_00421	Pras.g_01805
OG0000736	Prbe.g_00423	Pras.g_01807
OG0000737	Prbe.g_00424	Pras.g_01808
OG0000738	Prbe.g_00426	Pras.g_01810
OG0000739	Prbe.g_00427	Pras.g_01811
OG0000740	Prbe.g_00428	Pras.g_01812
OG0000741	Prbe.g_00430	Pras.g_01814
OG0000742	Prbe.g_00431	Pras.g_01815
OG0000743	Prbe.g_00435	Pras.g_01819
OG0000744	Prbe.g_00436	Pras.g_01820
OG0000745	Prbe.g_00438	Pras.g_01821
OG0000746	Prbe.g_00439	Pras.g_01822
OG0000747	Prbe.g_00440	Pras.g_01823
OG0000748	Prbe.g_00441	Pras.g_01824
OG0000749	Prbe.g_00442	Pras.g_01825
OG0000750	Prbe.g_00443	Pras.g_01826
OG0000751	Prbe.g_01446	Pras.g_01828
OG0000752	Prbe.g_01445	Pras.g_01829
OG0000753	Prbe.g_01444	Pras.g_01830
OG0000754	Prbe.g_01443	Pras.g_01831
OG0000755	Prbe.g_01441	Pras.g_01833
OG0000756	Prbe.g_01440	Pras.g_01834
OG0000757	Prbe.g_01439	Pras.g_01835
OG0000758	Prbe.g_01326	Pras.g_01836
OG0000759	Prbe.g_01327	Pras.g_01837
OG0000760	Prbe.g_01328	Pras.g_01838
OG0000761	Prbe.g_01329	Pras.g_01839
OG0000762	Prbe.g_01331	Pras.g_01841
OG0000763	Prbe.g_01332	Pras.g_01842
OG0000764	Prbe.g_01333	Pras.g_01843
OG0000765	Prbe.g_01334	Pras.g_01844
OG0000766	Prbe.g_01335	Pras.g_01845
OG0000767	Prbe.g_01336	Pras.g_01846
OG0000768	Prbe.g_01337	Pras.g_01847
OG0000769	Prbe.g_01338	Pras.g_01848
OG0000770	Prbe.g_01340	Pras.g_01849
OG0000771	Prbe.g_01341	Pras.g_01850
OG0000772	Prbe.g_01400	Pras.g_01851
OG0000773	Prbe.g_01343	Pras.g_01853
OG0000774	Prbe.g_01344	Pras.g_01854
OG0000775	Prbe.g_01345	Pras.g_01855
OG0000776	Prbe.g_01347	Pras.g_01856
OG0000777	Prbe.g_01348	Pras.g_01857
OG0000778	Prbe.g_01349	Pras.g_01858
OG0000779	Prbe.g_01351	Pras.g_01860
OG0000780	Prbe.g_01352	Pras.g_01861
OG0000781	Prbe.g_01353	Pras.g_01862
OG0000782	Prbe.g_01355	Pras.g_01864
OG0000783	Prbe.g_01356	Pras.g_01865
OG0000784	Prbe.g_01357	Pras.g_01866
OG0000785	Prbe.g_01358	Pras.g_01867
OG0000786	Prbe.g_01359	Pras.g_01868
OG0000787	Prbe.g_01361	Pras.g_01870
OG0000788	Prbe.g_01362	Pras.g_01871
OG0000789	Prbe.g_01363	Pras.g_01872
OG0000790	Prbe.g_01364	Pras.g_01873
OG0000791	Prbe.g_01365	Pras.g_01874
OG0000792	Prbe.g_01615	Pras.g_01875
OG0000793	Prbe.g_01367	Pras.g_01876
OG0000794	Prbe.g_01368	Pras.g_01877
OG0000795	Prbe.g_01369	Pras.g_01878
OG0000796	Prbe.g_01372	Pras.g_01881
OG0000797	Prbe.g_01373	Pras.g_01883
OG0000798	Prbe.g_01374	Pras.g_01884
OG0000799	Prbe.g_01375	Pras.g_01885
OG0000800	Prbe.g_01376	Pras.g_01886
OG0000801	Prbe.g_01377	Pras.g_01887
OG0000802	Prbe.g_01379	Pras.g_01889
OG0000803	Prbe.g_01380	Pras.g_01890
OG0000804	Prbe.g_01384	Pras.g_01903
OG0000805	Prbe.g_01386	Pras.g_01905
OG0000806	Prbe.g_01387	Pras.g_01906
OG0000807	Prbe.g_01388	Pras.g_01907
OG0000808	Prbe.g_01389	Pras.g_01908
OG0000809	Prbe.g_01395	Pras.g_01912
OG0000810	Prbe.g_01397	Pras.g_01913
OG0000811	Prbe.g_01398	Pras.g_01914
OG0000812	Prbe.g_01399	Pras.g_01915
OG0000813	Prbe.g_01402	Pras.g_01916
OG0000814	Prbe.g_01403	Pras.g_01917
OG0000815	Prbe.g_01404	Pras.g_01918
OG0000816	Prbe.g_01407	Pras.g_01920
OG0000817	Prbe.g_01308	Pras.g_01923
OG0000818	Prbe.g_01307	Pras.g_01924
OG0000819	Prbe.g_01305	Pras.g_01926
OG0000820	Prbe.g_01304	Pras.g_01927
OG0000821	Prbe.g_01303	Pras.g_01928
OG0000822	Prbe.g_01302	Pras.g_01929
OG0000823	Prbe.g_01299	Pras.g_01932
OG0000824	Prbe.g_01298	Pras.g_01933
OG0000825	Prbe.g_01296	Pras.g_01935
OG0000826	Prbe.g_01295	Pras.g_01936
OG0000827	Prbe.g_01294	Pras.g_01937
OG0000828	Prbe.g_01292	Pras.g_01939
OG0000829	Prbe.g_01919	Pras.g_01964
OG0000830	Prbe.g_00071	Pras.g_01973
OG0000831	Prbe.g_01597	Pras.g_01976
OG0000832	Prbe.g_00492	Pras.g_01977
OG0000833	Prbe.g_00915	Pras.g_01984
OG0000834	Prbe.g_01591	Pras.g_01988
OG0000835	Prbe.g_01898	Pras.g_01992
OG0000836	Prbe.g_01618	Pras.g_01994
OG0000837	Prbe.g_00374	Pras.g_00009
OG0000838	Prbe.g_00042	Pras.g_00024
OG0000839	Prbe.g_00043	Pras.g_00025
OG0000840	Prbe.g_00060	Pras.g_00030
OG0000841	Prbe.g_01571	Pras.g_00037
OG0000842	Prbe.g_01565	Pras.g_00041
OG0000843	Prbe.g_01563	Pras.g_00043
OG0000844	Prbe.g_01562	Pras.g_00044
OG0000845	Prbe.g_01561	Pras.g_00045
OG0000846	Prbe.g_01560	Pras.g_00046
OG0000847	Prbe.g_01559	Pras.g_00047
OG0000848	Prbe.g_01558	Pras.g_00048
OG0000849	Prbe.g_01557	Pras.g_00049
OG0000850	Prbe.g_01556	Pras.g_00050
OG0000851	Prbe.g_01553	Pras.g_00052
OG0000852	Prbe.g_01550	Pras.g_00055
OG0000853	Prbe.g_01548	Pras.g_00057
OG0000854	Prbe.g_01547	Pras.g_00058
OG0000855	Prbe.g_01546	Pras.g_00059
OG0000856	Prbe.g_01545	Pras.g_00060
OG0000857	Prbe.g_01544	Pras.g_00061
OG0000858	Prbe.g_01541	Pras.g_00063
OG0000859	Prbe.g_01540	Pras.g_00064
OG0000860	Prbe.g_01539	Pras.g_00065
OG0000861	Prbe.g_01538	Pras.g_00066
OG0000862	Prbe.g_01537	Pras.g_00067
OG0000863	Prbe.g_01535	Pras.g_00068
OG0000864	Prbe.g_01534	Pras.g_00069
OG0000865	Prbe.g_01533	Pras.g_00070
OG0000866	Prbe.g_01532	Pras.g_00071
OG0000867	Prbe.g_01530	Pras.g_00074
OG0000868	Prbe.g_01528	Pras.g_00076
OG0000869	Prbe.g_01527	Pras.g_00077
OG0000870	Prbe.g_01524	Pras.g_00078
OG0000871	Prbe.g_01523	Pras.g_00079
OG0000872	Prbe.g_01521	Pras.g_00080
OG0000873	Prbe.g_01520	Pras.g_00081
OG0000874	Prbe.g_01519	Pras.g_00082
OG0000875	Prbe.g_01517	Pras.g_00083
OG0000876	Prbe.g_01515	Pras.g_00085
OG0000877	Prbe.g_01514	Pras.g_00086
OG0000878	Prbe.g_01513	Pras.g_00087
OG0000879	Prbe.g_01512	Pras.g_00088
OG0000880	Prbe.g_01511	Pras.g_00089
OG0000881	Prbe.g_01510	Pras.g_00090
OG0000882	Prbe.g_01509	Pras.g_00091
OG0000883	Prbe.g_01508	Pras.g_00092
OG0000884	Prbe.g_01507	Pras.g_00093
OG0000885	Prbe.g_01506	Pras.g_00094
OG0000886	Prbe.g_01505	Pras.g_00095
OG0000887	Prbe.g_01504	Pras.g_00097
OG0000888	Prbe.g_01503	Pras.g_00098
OG0000889	Prbe.g_01502	Pras.g_00099
OG0000890	Prbe.g_01501	Pras.g_00100
OG0000891	Prbe.g_01500	Pras.g_00101
OG0000892	Prbe.g_01499	Pras.g_00102
OG0000893	Prbe.g_01498	Pras.g_00103
OG0000894	Prbe.g_01497	Pras.g_00105
OG0000895	Prbe.g_01496	Pras.g_00106
OG0000896	Prbe.g_01494	Pras.g_00108
OG0000897	Prbe.g_01493	Pras.g_00109
OG0000898	Prbe.g_01492	Pras.g_00110
OG0000899	Prbe.g_01491	Pras.g_00111
OG0000900	Prbe.g_00502	Pras.g_00113
OG0000901	Prbe.g_01128	Pras.g_00178
OG0000902	Prbe.g_00904	Pras.g_00197
OG0000903	Prbe.g_00903	Pras.g_00198
OG0000904	Prbe.g_00902	Pras.g_00199
OG0000905	Prbe.g_00901	Pras.g_00200
OG0000906	Prbe.g_00900	Pras.g_00201
OG0000907	Prbe.g_00898	Pras.g_00204
OG0000908	Prbe.g_00897	Pras.g_00205
OG0000909	Prbe.g_00896	Pras.g_00206
OG0000910	Prbe.g_00895	Pras.g_00207
OG0000911	Prbe.g_00894	Pras.g_00208
OG0000912	Prbe.g_00891	Pras.g_00211
OG0000913	Prbe.g_00890	Pras.g_00212
OG0000914	Prbe.g_00889	Pras.g_00213
OG0000915	Prbe.g_00886	Pras.g_00214
OG0000916	Prbe.g_00885	Pras.g_00216
OG0000917	Prbe.g_00884	Pras.g_00217
OG0000918	Prbe.g_00883	Pras.g_00218
OG0000919	Prbe.g_00882	Pras.g_00219
OG0000920	Prbe.g_00881	Pras.g_00220
OG0000921	Prbe.g_00878	Pras.g_00223
OG0000922	Prbe.g_00877	Pras.g_00224
OG0000923	Prbe.g_00397	Pras.g_00232
OG0000924	Prbe.g_00398	Pras.g_00233
OG0000925	Prbe.g_00869	Pras.g_00236
OG0000926	Prbe.g_00634	Pras.g_00237
OG0000927	Prbe.g_01614	Pras.g_00238
OG0000928	Prbe.g_00212	Pras.g_00240
OG0000929	Prbe.g_01592	Pras.g_00242
OG0000930	Prbe.g_01574	Pras.g_00244
OG0000931	Prbe.g_01286	Pras.g_00245
OG0000932	Prbe.g_01611	Pras.g_00248
OG0000933	Prbe.g_00371	Pras.g_00252
OG0000934	Prbe.g_00370	Pras.g_00253
OG0000935	Prbe.g_00369	Pras.g_00254
OG0000936	Prbe.g_00368	Pras.g_00255
OG0000937	Prbe.g_00367	Pras.g_00256
OG0000938	Prbe.g_00366	Pras.g_00257
OG0000939	Prbe.g_00365	Pras.g_00258
OG0000940	Prbe.g_00364	Pras.g_00259
OG0000941	Prbe.g_00363	Pras.g_00260
OG0000942	Prbe.g_00362	Pras.g_00261
OG0000943	Prbe.g_00361	Pras.g_00262
OG0000944	Prbe.g_00360	Pras.g_00263
OG0000945	Prbe.g_00359	Pras.g_00264
OG0000946	Prbe.g_00358	Pras.g_00265
OG0000947	Prbe.g_00357	Pras.g_00266
OG0000948	Prbe.g_00356	Pras.g_00267
OG0000949	Prbe.g_00355	Pras.g_00268
OG0000950	Prbe.g_00792	Pras.g_00289
OG0000951	Prbe.g_00328	Pras.g_00332
OG0000952	Prbe.g_00327	Pras.g_00333
OG0000953	Prbe.g_00326	Pras.g_00334
OG0000954	Prbe.g_00325	Pras.g_00335
OG0000955	Prbe.g_00324	Pras.g_00336
OG0000956	Prbe.g_00322	Pras.g_00338
OG0000957	Prbe.g_00321	Pras.g_00339
OG0000958	Prbe.g_00320	Pras.g_00340
OG0000959	Prbe.g_00319	Pras.g_00341
OG0000960	Prbe.g_00318	Pras.g_00342
OG0000961	Prbe.g_00317	Pras.g_00343
OG0000962	Prbe.g_00316	Pras.g_00344
OG0000963	Prbe.g_00315	Pras.g_00345
OG0000964	Prbe.g_00314	Pras.g_00346
OG0000965	Prbe.g_00313	Pras.g_00348
OG0000966	Prbe.g_00312	Pras.g_00349
OG0000967	Prbe.g_00309	Pras.g_00352
OG0000968	Prbe.g_00308	Pras.g_00353
OG0000969	Prbe.g_00307	Pras.g_00354
OG0000970	Prbe.g_00306	Pras.g_00355
OG0000971	Prbe.g_00305	Pras.g_00356
OG0000972	Prbe.g_00304	Pras.g_00357
OG0000973	Prbe.g_00302	Pras.g_00359
OG0000974	Prbe.g_00301	Pras.g_00360
OG0000975	Prbe.g_00300	Pras.g_00361
OG0000976	Prbe.g_00299	Pras.g_00362
OG0000977	Prbe.g_00298	Pras.g_00363
OG0000978	Prbe.g_00297	Pras.g_00364
OG0000979	Prbe.g_00296	Pras.g_00365
OG0000980	Prbe.g_00295	Pras.g_00366
OG0000981	Prbe.g_00294	Pras.g_00367
OG0000982	Prbe.g_00293	Pras.g_00368
OG0000983	Prbe.g_00292	Pras.g_00369
OG0000984	Prbe.g_00288	Pras.g_00373
OG0000985	Prbe.g_00287	Pras.g_00374
OG0000986	Prbe.g_00286	Pras.g_00375
OG0000987	Prbe.g_00284	Pras.g_00377
OG0000988	Prbe.g_00283	Pras.g_00378
OG0000989	Prbe.g_00282	Pras.g_00379
OG0000990	Prbe.g_00281	Pras.g_00380
OG0000991	Prbe.g_00280	Pras.g_00381
OG0000992	Prbe.g_00279	Pras.g_00382
OG0000993	Prbe.g_00278	Pras.g_00384
OG0000994	Prbe.g_00277	Pras.g_00385
OG0000995	Prbe.g_00276	Pras.g_00386
OG0000996	Prbe.g_00275	Pras.g_00387
OG0000997	Prbe.g_00273	Pras.g_00389
OG0000998	Prbe.g_00267	Pras.g_00392
OG0000999	Prbe.g_00265	Pras.g_00394
OG0001000	Prbe.g_00263	Pras.g_00395
OG0001001	Prbe.g_00261	Pras.g_00396
OG0001002	Prbe.g_00259	Pras.g_00399
OG0001003	Prbe.g_00258	Pras.g_00400
OG0001004	Prbe.g_00257	Pras.g_00401
OG0001005	Prbe.g_00256	Pras.g_00402
OG0001006	Prbe.g_00254	Pras.g_00405
OG0001007	Prbe.g_00253	Pras.g_00406
OG0001008	Prbe.g_00252	Pras.g_00407
OG0001009	Prbe.g_00251	Pras.g_00408
OG0001010	Prbe.g_00250	Pras.g_00409
OG0001011	Prbe.g_00249	Pras.g_00410
OG0001012	Prbe.g_00248	Pras.g_00411
OG0001013	Prbe.g_00247	Pras.g_00412
OG0001014	Prbe.g_00246	Pras.g_00413
OG0001015	Prbe.g_00245	Pras.g_00414
OG0001016	Prbe.g_00244	Pras.g_00415
OG0001017	Prbe.g_00243	Pras.g_00416
OG0001018	Prbe.g_00242	Pras.g_00417
OG0001019	Prbe.g_00241	Pras.g_00418
OG0001020	Prbe.g_00240	Pras.g_00419
OG0001021	Prbe.g_00239	Pras.g_00420
OG0001022	Prbe.g_00238	Pras.g_00421
OG0001023	Prbe.g_00237	Pras.g_00422
OG0001024	Prbe.g_00235	Pras.g_00424
OG0001025	Prbe.g_00234	Pras.g_00425
OG0001026	Prbe.g_00233	Pras.g_00426
OG0001027	Prbe.g_00232	Pras.g_00427
OG0001028	Prbe.g_00229	Pras.g_00428
OG0001029	Prbe.g_00228	Pras.g_00429
OG0001030	Prbe.g_00225	Pras.g_00432
OG0001031	Prbe.g_00224	Pras.g_00433
OG0001032	Prbe.g_01042	Pras.g_00441
OG0001033	Prbe.g_00505	Pras.g_00448
OG0001034	Prbe.g_01237	Pras.g_00473
OG0001035	Prbe.g_00992	Pras.g_00544
OG0001036	Prbe.g_00991	Pras.g_00545
OG0001037	Prbe.g_00984	Pras.g_00551
OG0001038	Prbe.g_00983	Pras.g_00552
OG0001039	Prbe.g_00982	Pras.g_00553
OG0001040	Prbe.g_00981	Pras.g_00554
OG0001041	Prbe.g_00979	Pras.g_00556
OG0001042	Prbe.g_00978	Pras.g_00557
OG0001043	Prbe.g_00977	Pras.g_00558
OG0001044	Prbe.g_00976	Pras.g_00559
OG0001045	Prbe.g_00975	Pras.g_00560
OG0001046	Prbe.g_00973	Pras.g_00561
OG0001047	Prbe.g_00972	Pras.g_00562
OG0001048	Prbe.g_00971	Pras.g_00564
OG0001049	Prbe.g_00970	Pras.g_00565
OG0001050	Prbe.g_00969	Pras.g_00566
OG0001051	Prbe.g_00968	Pras.g_00567
OG0001052	Prbe.g_00967	Pras.g_00568
OG0001053	Prbe.g_00966	Pras.g_00569
OG0001054	Prbe.g_00965	Pras.g_00570
OG0001055	Prbe.g_00964	Pras.g_00571
OG0001056	Prbe.g_00963	Pras.g_00572
OG0001057	Prbe.g_00961	Pras.g_00574
OG0001058	Prbe.g_00960	Pras.g_00575
OG0001059	Prbe.g_00959	Pras.g_00576
OG0001060	Prbe.g_00958	Pras.g_00577
OG0001061	Prbe.g_00957	Pras.g_00578
OG0001062	Prbe.g_00956	Pras.g_00579
OG0001063	Prbe.g_00955	Pras.g_00580
OG0001064	Prbe.g_00954	Pras.g_00581
OG0001065	Prbe.g_00953	Pras.g_00582
OG0001066	Prbe.g_00952	Pras.g_00583
OG0001067	Prbe.g_00951	Pras.g_00584
OG0001068	Prbe.g_00950	Pras.g_00585
OG0001069	Prbe.g_00947	Pras.g_00588
OG0001070	Prbe.g_00945	Pras.g_00590
OG0001071	Prbe.g_00944	Pras.g_00591
OG0001072	Prbe.g_00943	Pras.g_00592
OG0001073	Prbe.g_00942	Pras.g_00593
OG0001074	Prbe.g_00941	Pras.g_00594
OG0001075	Prbe.g_00939	Pras.g_00596
OG0001076	Prbe.g_00937	Pras.g_00598
OG0001077	Prbe.g_00936	Pras.g_00599
OG0001078	Prbe.g_00935	Pras.g_00600
OG0001079	Prbe.g_00934	Pras.g_00601
OG0001080	Prbe.g_00933	Pras.g_00602
OG0001081	Prbe.g_00932	Pras.g_00603
OG0001082	Prbe.g_00931	Pras.g_00604
OG0001083	Prbe.g_00930	Pras.g_00605
OG0001084	Prbe.g_00929	Pras.g_00606
OG0001085	Prbe.g_00928	Pras.g_00607
OG0001086	Prbe.g_00922	Pras.g_00613
OG0001087	Prbe.g_00920	Pras.g_00614
OG0001088	Prbe.g_00919	Pras.g_00615
OG0001089	Prbe.g_01112	Pras.g_00617
OG0001090	Prbe.g_01111	Pras.g_00618
OG0001091	Prbe.g_01110	Pras.g_00619
OG0001092	Prbe.g_01109	Pras.g_00620
OG0001093	Prbe.g_01108	Pras.g_00621
OG0001094	Prbe.g_01107	Pras.g_00622
OG0001095	Prbe.g_01106	Pras.g_00623
OG0001096	Prbe.g_01105	Pras.g_00624
OG0001097	Prbe.g_01104	Pras.g_00625
OG0001098	Prbe.g_01103	Pras.g_00626
OG0001099	Prbe.g_01102	Pras.g_00627
OG0001100	Prbe.g_01101	Pras.g_00628
OG0001101	Prbe.g_01100	Pras.g_00629
OG0001102	Prbe.g_01096	Pras.g_00632
OG0001103	Prbe.g_01095	Pras.g_00633
OG0001104	Prbe.g_01092	Pras.g_00634
OG0001105	Prbe.g_01093	Pras.g_00636
OG0001106	Prbe.g_01097	Pras.g_00638
OG0001107	Prbe.g_01098	Pras.g_00639
OG0001108	Prbe.g_01099	Pras.g_00640
OG0001109	Prbe.g_01089	Pras.g_00645
OG0001110	Prbe.g_01087	Pras.g_00647
OG0001111	Prbe.g_01086	Pras.g_00648
OG0001112	Prbe.g_01085	Pras.g_00649
OG0001113	Prbe.g_01084	Pras.g_00650
OG0001114	Prbe.g_01083	Pras.g_00651
OG0001115	Prbe.g_01082	Pras.g_00652
OG0001116	Prbe.g_01081	Pras.g_00653
OG0001117	Prbe.g_01080	Pras.g_00654
OG0001118	Prbe.g_01079	Pras.g_00655
OG0001119	Prbe.g_01078	Pras.g_00656
