Orthogroup	Prbe	Pran
OG0000565	Prbe.g_00518	Pran.g_01563
OG0000566	Prbe.g_00517	Pran.g_01562
OG0000567	Prbe.g_00516	Pran.g_01561
OG0000568	Prbe.g_00515	Pran.g_01560
OG0000569	Prbe.g_00513	Pran.g_01557
OG0000570	Prbe.g_00512	Pran.g_01556
OG0000571	Prbe.g_00510	Pran.g_01554
OG0000572	Prbe.g_00508	Pran.g_01553
OG0000573	Prbe.g_00507	Pran.g_01552
OG0000574	Prbe.g_00506	Pran.g_01551
OG0000575	Prbe.g_00504	Pran.g_01550
OG0000576	Prbe.g_00503	Pran.g_01549
OG0000577	Prbe.g_01490	Pran.g_01548
OG0000578	Prbe.g_01489	Pran.g_01547
OG0000579	Prbe.g_01488	Pran.g_01546
OG0000580	Prbe.g_01487	Pran.g_01545
OG0000581	Prbe.g_01486	Pran.g_01544
OG0000582	Prbe.g_01485	Pran.g_01543
OG0000583	Prbe.g_01484	Pran.g_01542
OG0000584	Prbe.g_01482	Pran.g_01540
OG0000585	Prbe.g_01481	Pran.g_01539
OG0000586	Prbe.g_01479	Pran.g_01538
OG0000587	Prbe.g_01478	Pran.g_01537
OG0000588	Prbe.g_01477	Pran.g_01536
OG0000589	Prbe.g_01476	Pran.g_01535
OG0000590	Prbe.g_01475	Pran.g_01534
OG0000591	Prbe.g_01474	Pran.g_01533
OG0000592	Prbe.g_01473	Pran.g_01532
OG0000593	Prbe.g_01472	Pran.g_01531
OG0000594	Prbe.g_01471	Pran.g_01530
OG0000595	Prbe.g_01470	Pran.g_01529
OG0000596	Prbe.g_01469	Pran.g_01528
OG0000597	Prbe.g_01465	Pran.g_01524
OG0000598	Prbe.g_01464	Pran.g_01523
OG0000599	Prbe.g_01463	Pran.g_01522
OG0000600	Prbe.g_01462	Pran.g_01521
OG0000601	Prbe.g_01461	Pran.g_01520
OG0000602	Prbe.g_01460	Pran.g_01519
OG0000603	Prbe.g_01459	Pran.g_01518
OG0000604	Prbe.g_01458	Pran.g_01517
OG0000605	Prbe.g_01457	Pran.g_01516
OG0000606	Prbe.g_01456	Pran.g_01515
OG0000607	Prbe.g_01454	Pran.g_01514
OG0000608	Prbe.g_01453	Pran.g_01513
OG0000609	Prbe.g_01451	Pran.g_01511
OG0000610	Prbe.g_01450	Pran.g_01510
OG0000611	Prbe.g_00444	Pran.g_01508
OG0000612	Prbe.g_00445	Pran.g_01507
OG0000613	Prbe.g_00447	Pran.g_01505
OG0000614	Prbe.g_00453	Pran.g_01499
OG0000615	Prbe.g_00454	Pran.g_01498
OG0000616	Prbe.g_00455	Pran.g_01497
OG0000617	Prbe.g_00458	Pran.g_01495
OG0000618	Prbe.g_00459	Pran.g_01494
OG0000619	Prbe.g_00460	Pran.g_01493
OG0000620	Prbe.g_00462	Pran.g_01491
OG0000621	Prbe.g_00463	Pran.g_01490
OG0000622	Prbe.g_00464	Pran.g_01489
OG0000623	Prbe.g_00465	Pran.g_01488
OG0000624	Prbe.g_00468	Pran.g_01486
OG0000625	Prbe.g_01199	Pran.g_01485
OG0000626	Prbe.g_01200	Pran.g_01484
OG0000627	Prbe.g_01203	Pran.g_01483
OG0000628	Prbe.g_01204	Pran.g_01482
OG0000629	Prbe.g_01205	Pran.g_01481
OG0000630	Prbe.g_01207	Pran.g_01479
OG0000631	Prbe.g_01209	Pran.g_01478
OG0000632	Prbe.g_01197	Pran.g_01472
OG0000633	Prbe.g_00403	Pran.g_01471
OG0000634	Prbe.g_01215	Pran.g_01459
OG0000635	Prbe.g_01437	Pran.g_01457
OG0000636	Prbe.g_01436	Pran.g_01456
OG0000637	Prbe.g_01434	Pran.g_01454
OG0000638	Prbe.g_01433	Pran.g_01453
OG0000639	Prbe.g_01432	Pran.g_01452
OG0000640	Prbe.g_01431	Pran.g_01451
OG0000641	Prbe.g_01430	Pran.g_01450
OG0000642	Prbe.g_01429	Pran.g_01449
OG0000643	Prbe.g_01428	Pran.g_01448
OG0000644	Prbe.g_01426	Pran.g_01446
OG0000645	Prbe.g_01424	Pran.g_01445
OG0000646	Prbe.g_01423	Pran.g_01444
OG0000647	Prbe.g_01422	Pran.g_01443
OG0000648	Prbe.g_01421	Pran.g_01442
OG0000649	Prbe.g_01420	Pran.g_01441
OG0000650	Prbe.g_01419	Pran.g_01440
OG0000651	Prbe.g_01418	Pran.g_01439
OG0000652	Prbe.g_01416	Pran.g_01437
OG0000653	Prbe.g_01604	Pran.g_01418
OG0000654	Prbe.g_00055	Pran.g_01415
OG0000655	Prbe.g_00496	Pran.g_01405, Pran.g_01763
OG0000656	Prbe.g_00909	Pran.g_01400
OG0000657	Prbe.g_00487	Pran.g_01378
OG0000658	Prbe.g_00488	Pran.g_01377
OG0000659	Prbe.g_00489	Pran.g_01376
OG0000660	Prbe.g_01889	Pran.g_01365
OG0000661	Prbe.g_01317	Pran.g_01356
OG0000662	Prbe.g_01321	Pran.g_01354
OG0000663	Prbe.g_01323	Pran.g_01352
OG0000664	Prbe.g_01324	Pran.g_01351
OG0000665	Prbe.g_01325	Pran.g_01350
OG0000666	Prbe.g_01438	Pran.g_01349
OG0000667	Prbe.g_01217	Pran.g_01348
OG0000668	Prbe.g_01218	Pran.g_01347
OG0000669	Prbe.g_01219	Pran.g_01346
OG0000670	Prbe.g_01221	Pran.g_01344
OG0000671	Prbe.g_01222	Pran.g_01343
OG0000672	Prbe.g_01223	Pran.g_01342
OG0000673	Prbe.g_01224	Pran.g_01341
OG0000674	Prbe.g_01225	Pran.g_01340
OG0000675	Prbe.g_01226	Pran.g_01339
OG0000676	Prbe.g_01228	Pran.g_01337
OG0000677	Prbe.g_01230	Pran.g_01335
OG0000678	Prbe.g_01231	Pran.g_01334
OG0000679	Prbe.g_01232	Pran.g_01333
OG0000680	Prbe.g_01233	Pran.g_01332
OG0000681	Prbe.g_01234	Pran.g_01331
OG0000682	Prbe.g_01235	Pran.g_01330
OG0000683	Prbe.g_01236	Pran.g_01329
OG0000684	Prbe.g_01238	Pran.g_01328
OG0000685	Prbe.g_01239	Pran.g_01327
OG0000686	Prbe.g_01240	Pran.g_01326
OG0000687	Prbe.g_01241	Pran.g_01325
OG0000688	Prbe.g_01242	Pran.g_01324
OG0000689	Prbe.g_01243	Pran.g_01323
OG0000690	Prbe.g_01244	Pran.g_01322
OG0000691	Prbe.g_01246	Pran.g_01320
OG0000692	Prbe.g_01247	Pran.g_01319
OG0000693	Prbe.g_01248	Pran.g_01318
OG0000694	Prbe.g_01249	Pran.g_01317
OG0000695	Prbe.g_01250	Pran.g_01316
OG0000696	Prbe.g_01251	Pran.g_01315
OG0000697	Prbe.g_01253	Pran.g_01313
OG0000698	Prbe.g_01254	Pran.g_01312
OG0000699	Prbe.g_01258	Pran.g_01309
OG0000700	Prbe.g_01259	Pran.g_01308
OG0000701	Prbe.g_01261	Pran.g_01307
OG0000702	Prbe.g_01262	Pran.g_01306
OG0000703	Prbe.g_01263	Pran.g_01305
OG0000704	Prbe.g_01264	Pran.g_01304
OG0000705	Prbe.g_01266	Pran.g_01302
OG0000706	Prbe.g_01267	Pran.g_01301
OG0000707	Prbe.g_01268	Pran.g_01300
OG0000708	Prbe.g_01269	Pran.g_01299
OG0000709	Prbe.g_01270	Pran.g_01298
OG0000710	Prbe.g_01271	Pran.g_01297
OG0000711	Prbe.g_01272	Pran.g_01296
OG0000712	Prbe.g_01273	Pran.g_01295
OG0000713	Prbe.g_01274	Pran.g_01294
OG0000714	Prbe.g_01278	Pran.g_01292
OG0000715	Prbe.g_01279	Pran.g_01291
OG0000716	Prbe.g_01280	Pran.g_01290
OG0000717	Prbe.g_01281	Pran.g_01289
OG0000718	Prbe.g_01282	Pran.g_01287
OG0000719	Prbe.g_01284	Pran.g_01285
OG0000720	Prbe.g_01288	Pran.g_01283
OG0000721	Prbe.g_01289	Pran.g_01282
OG0000722	Prbe.g_00105	Pran.g_00413
OG0000723	Prbe.g_00110	Pran.g_00418
OG0000724	Prbe.g_00406	Pran.g_00421
OG0000725	Prbe.g_00408	Pran.g_00422
OG0000726	Prbe.g_00409	Pran.g_00423
OG0000727	Prbe.g_00411	Pran.g_00424
OG0000728	Prbe.g_00412	Pran.g_00425
OG0000729	Prbe.g_00414	Pran.g_00426
OG0000730	Prbe.g_00415	Pran.g_00427
OG0000731	Prbe.g_00417	Pran.g_00429
OG0000732	Prbe.g_00418	Pran.g_00430
OG0000733	Prbe.g_00419	Pran.g_00431
OG0000734	Prbe.g_00420	Pran.g_00432
OG0000735	Prbe.g_00421	Pran.g_00433
OG0000736	Prbe.g_00423	Pran.g_00435
OG0000737	Prbe.g_00424	Pran.g_00436
OG0000738	Prbe.g_00426	Pran.g_00438
OG0000739	Prbe.g_00427	Pran.g_00439
OG0000740	Prbe.g_00428	Pran.g_00440
OG0000741	Prbe.g_00430	Pran.g_00442
OG0000742	Prbe.g_00431	Pran.g_00443
OG0000743	Prbe.g_00435	Pran.g_00446
OG0000744	Prbe.g_00436	Pran.g_00447
OG0000745	Prbe.g_00438	Pran.g_00449
OG0000746	Prbe.g_00439	Pran.g_00450
OG0000747	Prbe.g_00440	Pran.g_00451
OG0000748	Prbe.g_00441	Pran.g_00452
OG0000749	Prbe.g_00442	Pran.g_00453
OG0000750	Prbe.g_00443	Pran.g_00454
OG0000751	Prbe.g_01446	Pran.g_00456
OG0000752	Prbe.g_01445	Pran.g_00457
OG0000753	Prbe.g_01444	Pran.g_00458
OG0000754	Prbe.g_01443	Pran.g_00459
OG0000755	Prbe.g_01441	Pran.g_00461
OG0000756	Prbe.g_01440	Pran.g_00462
OG0000757	Prbe.g_01439	Pran.g_00463
OG0000758	Prbe.g_01326	Pran.g_00464
OG0000759	Prbe.g_01327	Pran.g_00465
OG0000760	Prbe.g_01328	Pran.g_00466
OG0000761	Prbe.g_01329	Pran.g_00467
OG0000762	Prbe.g_01331	Pran.g_00469
OG0000763	Prbe.g_01332	Pran.g_00470
OG0000764	Prbe.g_01333	Pran.g_00471
OG0000765	Prbe.g_01334	Pran.g_00472
OG0000766	Prbe.g_01335	Pran.g_00473
OG0000767	Prbe.g_01336	Pran.g_00474
OG0000768	Prbe.g_01337	Pran.g_00475
OG0000769	Prbe.g_01338	Pran.g_00476
OG0000770	Prbe.g_01340	Pran.g_00477
OG0000771	Prbe.g_01341	Pran.g_00478
OG0000772	Prbe.g_01400	Pran.g_00479
OG0000773	Prbe.g_01343	Pran.g_00481
OG0000774	Prbe.g_01344	Pran.g_00482
OG0000775	Prbe.g_01345	Pran.g_00483
OG0000776	Prbe.g_01347	Pran.g_00484
OG0000777	Prbe.g_01348	Pran.g_00485
OG0000778	Prbe.g_01349	Pran.g_00486
OG0000779	Prbe.g_01351	Pran.g_00488
OG0000780	Prbe.g_01352	Pran.g_00489
OG0000781	Prbe.g_01353	Pran.g_00490
OG0000782	Prbe.g_01355	Pran.g_00492
OG0000783	Prbe.g_01356	Pran.g_00493
OG0000784	Prbe.g_01357	Pran.g_00494
OG0000785	Prbe.g_01358	Pran.g_00495
OG0000786	Prbe.g_01359	Pran.g_00496
OG0000787	Prbe.g_01361	Pran.g_00498
OG0000788	Prbe.g_01362	Pran.g_00499
OG0000789	Prbe.g_01363	Pran.g_00500
OG0000790	Prbe.g_01364	Pran.g_00501
OG0000791	Prbe.g_01365	Pran.g_00502
OG0000792	Prbe.g_01615	Pran.g_00503
OG0000793	Prbe.g_01367	Pran.g_00504
OG0000794	Prbe.g_01368	Pran.g_00505
OG0000795	Prbe.g_01369	Pran.g_00506
OG0000796	Prbe.g_01372	Pran.g_00508
OG0000797	Prbe.g_01373	Pran.g_00510
OG0000798	Prbe.g_01374	Pran.g_00511
OG0000799	Prbe.g_01375	Pran.g_00512
OG0000800	Prbe.g_01376	Pran.g_00513
OG0000801	Prbe.g_01377	Pran.g_00514
OG0000802	Prbe.g_01379	Pran.g_00516
OG0000803	Prbe.g_01380	Pran.g_00517
OG0000804	Prbe.g_01384	Pran.g_00537
OG0000805	Prbe.g_01386	Pran.g_00539
OG0000806	Prbe.g_01387	Pran.g_00540
OG0000807	Prbe.g_01388	Pran.g_00541
OG0000808	Prbe.g_01389	Pran.g_00542
OG0000809	Prbe.g_01395	Pran.g_00546
OG0000810	Prbe.g_01397	Pran.g_00547
OG0000811	Prbe.g_01398	Pran.g_00548
OG0000812	Prbe.g_01399	Pran.g_00549
OG0000813	Prbe.g_01402	Pran.g_00550
OG0000814	Prbe.g_01403	Pran.g_00551
OG0000815	Prbe.g_01404	Pran.g_00552
OG0000816	Prbe.g_01407	Pran.g_00554
OG0000817	Prbe.g_01308	Pran.g_00557
OG0000818	Prbe.g_01307	Pran.g_00558
OG0000819	Prbe.g_01305	Pran.g_00560
OG0000820	Prbe.g_01304	Pran.g_00561
OG0000821	Prbe.g_01303	Pran.g_00562
OG0000822	Prbe.g_01302	Pran.g_00563
OG0000823	Prbe.g_01299	Pran.g_00566
OG0000824	Prbe.g_01298	Pran.g_00567
OG0000825	Prbe.g_01296	Pran.g_00569
OG0000826	Prbe.g_01295	Pran.g_00570
OG0000827	Prbe.g_01294	Pran.g_00571
OG0000828	Prbe.g_01292	Pran.g_00573
OG0000829	Prbe.g_01919	Pran.g_00154
OG0000830	Prbe.g_00071	Pran.g_00144
OG0000831	Prbe.g_01597	Pran.g_00141
OG0000832	Prbe.g_00492	Pran.g_00140
OG0000833	Prbe.g_00915	Pran.g_00133
OG0000834	Prbe.g_01591	Pran.g_00129
OG0000835	Prbe.g_01898	Pran.g_00125
OG0000836	Prbe.g_01618	Pran.g_00123
OG0000837	Prbe.g_00374	Pran.g_00110
OG0000838	Prbe.g_00042	Pran.g_00092
OG0000839	Prbe.g_00043	Pran.g_00091
OG0000840	Prbe.g_00060	Pran.g_00085
OG0000841	Prbe.g_01571	Pran.g_00078
OG0000842	Prbe.g_01565	Pran.g_00075
OG0000843	Prbe.g_01563	Pran.g_00073
OG0000844	Prbe.g_01562	Pran.g_00072
OG0000845	Prbe.g_01561	Pran.g_00071
OG0000846	Prbe.g_01560	Pran.g_00070
OG0000847	Prbe.g_01559	Pran.g_00069
OG0000848	Prbe.g_01558	Pran.g_00068
OG0000849	Prbe.g_01557	Pran.g_00067
OG0000850	Prbe.g_01556	Pran.g_00066
OG0000851	Prbe.g_01553	Pran.g_00064
OG0000852	Prbe.g_01550	Pran.g_00061
OG0000853	Prbe.g_01548	Pran.g_00059
OG0000854	Prbe.g_01547	Pran.g_00058
OG0000855	Prbe.g_01546	Pran.g_00057
OG0000856	Prbe.g_01545	Pran.g_00056
OG0000857	Prbe.g_01544	Pran.g_00055
OG0000858	Prbe.g_01541	Pran.g_00053
OG0000859	Prbe.g_01540	Pran.g_00052
OG0000860	Prbe.g_01539	Pran.g_00051
OG0000861	Prbe.g_01538	Pran.g_00050
OG0000862	Prbe.g_01537	Pran.g_00049
OG0000863	Prbe.g_01535	Pran.g_00048
OG0000864	Prbe.g_01534	Pran.g_00047
OG0000865	Prbe.g_01533	Pran.g_00046
OG0000866	Prbe.g_01532	Pran.g_00045
OG0000867	Prbe.g_01530	Pran.g_00042
OG0000868	Prbe.g_01528	Pran.g_00040
OG0000869	Prbe.g_01527	Pran.g_00039
OG0000870	Prbe.g_01524	Pran.g_00038
OG0000871	Prbe.g_01523	Pran.g_00037
OG0000872	Prbe.g_01521	Pran.g_00036
OG0000873	Prbe.g_01520	Pran.g_00035
OG0000874	Prbe.g_01519	Pran.g_00034
OG0000875	Prbe.g_01517	Pran.g_00033
OG0000876	Prbe.g_01515	Pran.g_00031
OG0000877	Prbe.g_01514	Pran.g_00030
OG0000878	Prbe.g_01513	Pran.g_00029
OG0000879	Prbe.g_01512	Pran.g_00028
OG0000880	Prbe.g_01511	Pran.g_00027
OG0000881	Prbe.g_01510	Pran.g_00026
OG0000882	Prbe.g_01509	Pran.g_00025
OG0000883	Prbe.g_01508	Pran.g_00024
OG0000884	Prbe.g_01507	Pran.g_00023
OG0000885	Prbe.g_01506	Pran.g_00022
OG0000886	Prbe.g_01505	Pran.g_00021
OG0000887	Prbe.g_01504	Pran.g_00020
OG0000888	Prbe.g_01503	Pran.g_00019
OG0000889	Prbe.g_01502	Pran.g_00018
OG0000890	Prbe.g_01501	Pran.g_00017
OG0000891	Prbe.g_01500	Pran.g_00016
OG0000892	Prbe.g_01499	Pran.g_00015
OG0000893	Prbe.g_01498	Pran.g_00014
OG0000894	Prbe.g_01497	Pran.g_00012
OG0000895	Prbe.g_01496	Pran.g_00011
OG0000896	Prbe.g_01494	Pran.g_00009
OG0000897	Prbe.g_01493	Pran.g_00008
OG0000898	Prbe.g_01492	Pran.g_00007
OG0000899	Prbe.g_01491	Pran.g_00006
OG0000900	Prbe.g_00502	Pran.g_00004
OG0000901	Prbe.g_01128	Pran.g_00899
OG0000902	Prbe.g_00904	Pran.g_00887
OG0000903	Prbe.g_00903	Pran.g_00886
OG0000904	Prbe.g_00902	Pran.g_00885
OG0000905	Prbe.g_00901	Pran.g_00884
OG0000906	Prbe.g_00900	Pran.g_00883
OG0000907	Prbe.g_00898	Pran.g_00881
OG0000908	Prbe.g_00897	Pran.g_00880
OG0000909	Prbe.g_00896	Pran.g_00879
OG0000910	Prbe.g_00895	Pran.g_00878
OG0000911	Prbe.g_00894	Pran.g_00877
OG0000912	Prbe.g_00891	Pran.g_00874
OG0000913	Prbe.g_00890	Pran.g_00873
OG0000914	Prbe.g_00889	Pran.g_00872
OG0000915	Prbe.g_00886	Pran.g_00870
OG0000916	Prbe.g_00885	Pran.g_00869
OG0000917	Prbe.g_00884	Pran.g_00868
OG0000918	Prbe.g_00883	Pran.g_00867
OG0000919	Prbe.g_00882	Pran.g_00866
OG0000920	Prbe.g_00881	Pran.g_00865
OG0000921	Prbe.g_00878	Pran.g_00863
OG0000922	Prbe.g_00877	Pran.g_00862
OG0000923	Prbe.g_00397	Pran.g_00855
OG0000925	Prbe.g_00869	Pran.g_00854
OG0000926	Prbe.g_00634	Pran.g_00853
OG0000927	Prbe.g_01614	Pran.g_00852
OG0000928	Prbe.g_00212	Pran.g_00850
OG0000929	Prbe.g_01592	Pran.g_00848
OG0000930	Prbe.g_01574	Pran.g_00847
OG0000931	Prbe.g_01286	Pran.g_00846
OG0000932	Prbe.g_01611	Pran.g_00843
OG0000933	Prbe.g_00371	Pran.g_00839
OG0000934	Prbe.g_00370	Pran.g_00838
OG0000935	Prbe.g_00369	Pran.g_00837
OG0000936	Prbe.g_00368	Pran.g_00836
OG0000937	Prbe.g_00367	Pran.g_00835
OG0000938	Prbe.g_00366	Pran.g_00834
OG0000939	Prbe.g_00365	Pran.g_00833
OG0000940	Prbe.g_00364	Pran.g_00832
OG0000941	Prbe.g_00363	Pran.g_00831
OG0000942	Prbe.g_00362	Pran.g_00830
OG0000943	Prbe.g_00361	Pran.g_00829
OG0000944	Prbe.g_00360	Pran.g_00828
OG0000945	Prbe.g_00359	Pran.g_00827
OG0000946	Prbe.g_00358	Pran.g_00826
OG0000947	Prbe.g_00357	Pran.g_00825
OG0000948	Prbe.g_00356	Pran.g_00824
OG0000949	Prbe.g_00355	Pran.g_00823
OG0000950	Prbe.g_00792	Pran.g_00822
OG0000951	Prbe.g_00328	Pran.g_00751
OG0000952	Prbe.g_00327	Pran.g_00750
OG0000953	Prbe.g_00326	Pran.g_00749
OG0000954	Prbe.g_00325	Pran.g_00748
OG0000955	Prbe.g_00324	Pran.g_00747
OG0000956	Prbe.g_00322	Pran.g_00745
OG0000957	Prbe.g_00321	Pran.g_00744
OG0000958	Prbe.g_00320	Pran.g_00743
OG0000959	Prbe.g_00319	Pran.g_00742
OG0000960	Prbe.g_00318	Pran.g_00741
OG0000961	Prbe.g_00317	Pran.g_00740
OG0000962	Prbe.g_00316	Pran.g_00739
OG0000963	Prbe.g_00315	Pran.g_00738
OG0000964	Prbe.g_00314	Pran.g_00737
OG0000965	Prbe.g_00313	Pran.g_00735
OG0000966	Prbe.g_00312	Pran.g_00734
OG0000967	Prbe.g_00309	Pran.g_00731
OG0000968	Prbe.g_00308	Pran.g_00730
OG0000969	Prbe.g_00307	Pran.g_00729
OG0000970	Prbe.g_00306	Pran.g_00728
OG0000971	Prbe.g_00305	Pran.g_00727
OG0000972	Prbe.g_00304	Pran.g_00726
OG0000973	Prbe.g_00302	Pran.g_00724
OG0000974	Prbe.g_00301	Pran.g_00723
OG0000975	Prbe.g_00300	Pran.g_00722
OG0000976	Prbe.g_00299	Pran.g_00721
OG0000977	Prbe.g_00298	Pran.g_00720
OG0000978	Prbe.g_00297	Pran.g_00719
OG0000979	Prbe.g_00296	Pran.g_00718
OG0000980	Prbe.g_00295	Pran.g_00717
OG0000981	Prbe.g_00294	Pran.g_00716
OG0000982	Prbe.g_00293	Pran.g_00715
OG0000983	Prbe.g_00292	Pran.g_00714
OG0000984	Prbe.g_00288	Pran.g_00710
OG0000985	Prbe.g_00287	Pran.g_00709
OG0000986	Prbe.g_00286	Pran.g_00708
OG0000987	Prbe.g_00284	Pran.g_00706
OG0000988	Prbe.g_00283	Pran.g_00705
OG0000989	Prbe.g_00282	Pran.g_00704
OG0000990	Prbe.g_00281	Pran.g_00703
OG0000991	Prbe.g_00280	Pran.g_00702
OG0000992	Prbe.g_00279	Pran.g_00701
OG0000993	Prbe.g_00278	Pran.g_00700
OG0000994	Prbe.g_00277	Pran.g_00699
OG0000995	Prbe.g_00276	Pran.g_00698
OG0000996	Prbe.g_00275	Pran.g_00697
OG0000997	Prbe.g_00273	Pran.g_00695
OG0000998	Prbe.g_00267	Pran.g_00692
OG0000999	Prbe.g_00265	Pran.g_00690
OG0001000	Prbe.g_00263	Pran.g_00689
OG0001001	Prbe.g_00261	Pran.g_00688
OG0001002	Prbe.g_00259	Pran.g_00686
OG0001003	Prbe.g_00258	Pran.g_00685
OG0001004	Prbe.g_00257	Pran.g_00684
OG0001005	Prbe.g_00256	Pran.g_00683
OG0001006	Prbe.g_00254	Pran.g_00681
OG0001007	Prbe.g_00253	Pran.g_00680
OG0001008	Prbe.g_00252	Pran.g_00679
OG0001009	Prbe.g_00251	Pran.g_00678
OG0001010	Prbe.g_00250	Pran.g_00677
OG0001011	Prbe.g_00249	Pran.g_00676
OG0001012	Prbe.g_00248	Pran.g_00675
OG0001013	Prbe.g_00247	Pran.g_00674
OG0001014	Prbe.g_00246	Pran.g_00673
OG0001015	Prbe.g_00245	Pran.g_00672
OG0001016	Prbe.g_00244	Pran.g_00671
OG0001017	Prbe.g_00243	Pran.g_00670
OG0001018	Prbe.g_00242	Pran.g_00669
OG0001019	Prbe.g_00241	Pran.g_00668
OG0001020	Prbe.g_00240	Pran.g_00667
OG0001021	Prbe.g_00239	Pran.g_00666
OG0001022	Prbe.g_00238	Pran.g_00665
OG0001023	Prbe.g_00237	Pran.g_00664
OG0001024	Prbe.g_00235	Pran.g_00662
OG0001025	Prbe.g_00234	Pran.g_00661
OG0001026	Prbe.g_00233	Pran.g_00660
OG0001027	Prbe.g_00232	Pran.g_00659
OG0001028	Prbe.g_00229	Pran.g_00658
OG0001029	Prbe.g_00228	Pran.g_00657
OG0001030	Prbe.g_00225	Pran.g_00654
OG0001031	Prbe.g_00224	Pran.g_00653
OG0001032	Prbe.g_01042	Pran.g_00646
OG0001033	Prbe.g_00505	Pran.g_00636
OG0001034	Prbe.g_01237	Pran.g_00598
OG0001035	Prbe.g_00992	Pran.g_00964
OG0001036	Prbe.g_00991	Pran.g_00965
OG0001037	Prbe.g_00984	Pran.g_00971
OG0001038	Prbe.g_00983	Pran.g_00972
OG0001039	Prbe.g_00982	Pran.g_00973
OG0001040	Prbe.g_00981	Pran.g_00974
OG0001041	Prbe.g_00979	Pran.g_00976
OG0001042	Prbe.g_00978	Pran.g_00977
OG0001043	Prbe.g_00977	Pran.g_00978
OG0001044	Prbe.g_00976	Pran.g_00979
OG0001045	Prbe.g_00975	Pran.g_00980
OG0001046	Prbe.g_00973	Pran.g_00981
OG0001047	Prbe.g_00972	Pran.g_00982
OG0001048	Prbe.g_00971	Pran.g_00984
OG0001049	Prbe.g_00970	Pran.g_00985
OG0001050	Prbe.g_00969	Pran.g_00986
OG0001051	Prbe.g_00968	Pran.g_00987
OG0001052	Prbe.g_00967	Pran.g_00988
OG0001053	Prbe.g_00966	Pran.g_00989
OG0001054	Prbe.g_00965	Pran.g_00990
OG0001055	Prbe.g_00964	Pran.g_00991
OG0001056	Prbe.g_00963	Pran.g_00992
OG0001057	Prbe.g_00961	Pran.g_00994
OG0001058	Prbe.g_00960	Pran.g_00995
OG0001059	Prbe.g_00959	Pran.g_00996
OG0001060	Prbe.g_00958	Pran.g_00997
OG0001061	Prbe.g_00957	Pran.g_00998
OG0001062	Prbe.g_00956	Pran.g_00999
OG0001063	Prbe.g_00955	Pran.g_01000
OG0001064	Prbe.g_00954	Pran.g_01001
OG0001065	Prbe.g_00953	Pran.g_01002
OG0001066	Prbe.g_00952	Pran.g_01003
OG0001067	Prbe.g_00951	Pran.g_01004
OG0001068	Prbe.g_00950	Pran.g_01005
OG0001069	Prbe.g_00947	Pran.g_01008
OG0001070	Prbe.g_00945	Pran.g_01010
OG0001071	Prbe.g_00944	Pran.g_01011
OG0001072	Prbe.g_00943	Pran.g_01012
OG0001073	Prbe.g_00942	Pran.g_01013
OG0001074	Prbe.g_00941	Pran.g_01014
OG0001075	Prbe.g_00939	Pran.g_01015
OG0001076	Prbe.g_00937	Pran.g_01017
OG0001077	Prbe.g_00936	Pran.g_01018
OG0001078	Prbe.g_00935	Pran.g_01019
OG0001079	Prbe.g_00934	Pran.g_01020
OG0001080	Prbe.g_00933	Pran.g_01021
OG0001081	Prbe.g_00932	Pran.g_01022
OG0001082	Prbe.g_00931	Pran.g_01023
OG0001083	Prbe.g_00930	Pran.g_01024
OG0001084	Prbe.g_00929	Pran.g_01025
OG0001085	Prbe.g_00928	Pran.g_01026
OG0001086	Prbe.g_00922	Pran.g_01032
OG0001087	Prbe.g_00920	Pran.g_01033
OG0001088	Prbe.g_00919	Pran.g_01034
OG0001089	Prbe.g_01112	Pran.g_01036
OG0001090	Prbe.g_01111	Pran.g_01037
OG0001091	Prbe.g_01110	Pran.g_01038
OG0001092	Prbe.g_01109	Pran.g_01039
OG0001093	Prbe.g_01108	Pran.g_01040
OG0001094	Prbe.g_01107	Pran.g_01041
OG0001095	Prbe.g_01106	Pran.g_01042
OG0001096	Prbe.g_01105	Pran.g_01044
OG0001097	Prbe.g_01104	Pran.g_01045
OG0001098	Prbe.g_01103	Pran.g_01046
OG0001099	Prbe.g_01102	Pran.g_01047
OG0001100	Prbe.g_01101	Pran.g_01048
OG0001101	Prbe.g_01100	Pran.g_01049
OG0001102	Prbe.g_01096	Pran.g_01052
OG0001103	Prbe.g_01095	Pran.g_01053
OG0001104	Prbe.g_01092	Pran.g_01054
OG0001105	Prbe.g_01093	Pran.g_01055
OG0001106	Prbe.g_01097	Pran.g_01057
OG0001107	Prbe.g_01098	Pran.g_01058
OG0001108	Prbe.g_01099	Pran.g_01059
OG0001109	Prbe.g_01089	Pran.g_01062
OG0001110	Prbe.g_01087	Pran.g_01064
OG0001111	Prbe.g_01086	Pran.g_01065
OG0001112	Prbe.g_01085	Pran.g_01066
OG0001113	Prbe.g_01084	Pran.g_01067
OG0001114	Prbe.g_01083	Pran.g_01069
OG0001115	Prbe.g_01082	Pran.g_01070
OG0001116	Prbe.g_01081	Pran.g_01071
OG0001117	Prbe.g_01080	Pran.g_01072
OG0001118	Prbe.g_01079	Pran.g_01073
OG0001119	Prbe.g_01078	Pran.g_01074
OG0001120	Prbe.g_00867	Pran.g_01075
OG0001121	Prbe.g_00866	Pran.g_01076
OG0001122	Prbe.g_00865	Pran.g_01077
OG0001123	Prbe.g_00864	Pran.g_01078
OG0001124	Prbe.g_00863	Pran.g_01079
